[00:00.000 --> 00:11.000]  Music
[1:16:35.480 --> 1:16:38.520]  covered fix your problem right now before it gets
[1:16:38.520 --> 1:16:42.440]  any worse get clean call now and learn more
[1:16:42.440 --> 1:16:55.880]  800 506 6740 800 506 6740 that's 800 506 6740
[1:16:55.880 --> 1:16:59.640]  fully cooked ready to eat bacon i'm talking thick meaty center cut
[1:16:59.640 --> 1:17:05.400]  presidential bacon savory and delicious i buy some i use some i store some
[1:17:05.400 --> 1:17:09.160]  awesome no refrigeration needed with a 10-year shelf life
[1:17:09.160 --> 1:17:13.320]  nasa pack technology bacon fully cooked fully hydrated
[1:17:13.320 --> 1:17:16.920]  ready to eat right from the pack bacon or warm and serve
[1:17:16.920 --> 1:17:20.920]  lifesaving ready to eat bacon 10-year shelf life bacon
[1:17:20.920 --> 1:17:26.840]  ships free at fullycookedbacon.com fullycookedbacon.com
[1:17:26.840 --> 1:17:29.640]  houseflies defecate every four to five minutes
[1:17:29.640 --> 1:17:33.240]  spreading diseases and germs protect your food and your health
[1:17:33.240 --> 1:17:37.240]  with buga salt a miniature eye shotgun
[1:17:37.240 --> 1:17:40.680]  which utilizes ordinary table salt as ammunition
[1:17:40.680 --> 1:17:47.000]  non-toxic no batteries required only $39.95 use discount code GCN and get an
[1:17:47.000 --> 1:17:50.920]  extra 10% off your purchase at bugasalt.com
[1:17:50.920 --> 1:17:57.640]  fire your flieswater get your buga salt today ladies and gentlemen
[1:17:57.640 --> 1:18:00.920]  info wars can now offer high quality storeable food
[1:18:00.920 --> 1:18:05.560]  again other manufacturers were sold out eight weeks ago
[1:18:05.560 --> 1:18:09.160]  and they told people they had food most folks who never were delivered their
[1:18:09.160 --> 1:18:13.880]  food well when our sponsors food began to run
[1:18:13.880 --> 1:18:17.240]  short they just didn't sell so they opened more factories
[1:18:17.240 --> 1:18:21.240]  and secured more food so eat your orders in or right now
[1:18:21.240 --> 1:18:25.240]  they can take new orders and get it to you quickly they'll probably have to
[1:18:25.240 --> 1:18:29.560]  spend orders very very soon again because the lockdown of the economy
[1:18:29.560 --> 1:18:33.240]  is killing food distribution farming you name it and now it's
[1:18:33.240 --> 1:18:36.920]  mainstream news that food shortages and delivery are already
[1:18:36.920 --> 1:18:40.200]  starting to happen if trump can turn the economy back on
[1:18:40.200 --> 1:18:45.320]  and rest control of our system away from the globalist things may be okay but it
[1:18:45.320 --> 1:18:48.680]  looks like it's going to get very very rough so again ladies gentlemen
[1:18:48.680 --> 1:18:51.960]  now is the time to secure the number one thing you need high quality storeable
[1:18:51.960 --> 1:18:55.320]  food ready to get to you and your family now to get your orders in at
[1:18:55.320 --> 1:19:00.120]  fourstore.com it doesn't matter how hard i want to fight
[1:19:00.120 --> 1:19:03.960]  if others human beings don't resonate with what i'm saying you don't spread the
[1:19:03.960 --> 1:19:08.040]  word if you don't buy the products to fund our operation the dog doesn't hunt
[1:19:08.040 --> 1:19:11.560]  but you get that you are patriots you are people that
[1:19:11.560 --> 1:19:15.320]  live and work in the real world of erase color create and understand what's happening
[1:19:15.320 --> 1:19:18.600]  and that's why when you call in and thank me for what i've done it's really a sick
[1:19:18.600 --> 1:19:21.560]  joke thank you for what you've got we're all of this
[1:19:21.560 --> 1:19:25.080]  together we believe in the rights of the unborn we believe in families we believe
[1:19:25.080 --> 1:19:27.640]  in the right to self-defense we believe in capitalism
[1:19:27.640 --> 1:19:31.880]  america and jesus christ number one and we believe in free speech
[1:19:31.880 --> 1:19:36.120]  and so the fact that you shop with us and the fact that you spread the word
[1:19:36.120 --> 1:19:38.840]  about what we're doing does everything in the world
[1:19:38.840 --> 1:19:42.520]  that's why i salute you and i thank you continually because
[1:19:42.520 --> 1:19:45.640]  the globalists thought they'd have this whole planet sewn up by now they thought
[1:19:45.640 --> 1:19:48.280]  they'd be in charge they thought that would have won but
[1:19:48.280 --> 1:19:51.720]  they didn't count on you and i and others coming together
[1:19:51.720 --> 1:19:54.760]  so god bless you
[1:19:54.760 --> 1:20:04.760]  you're listening to the alex jones show
[1:20:24.760 --> 1:20:33.720]  welcome back i'm your host alex jones
[1:20:33.720 --> 1:20:38.280]  and we are in the final days of the republic absolute slavery
[1:20:38.280 --> 1:20:43.640]  martial law forever under the cover of viruses it's a fee for vendetta
[1:20:43.640 --> 1:20:49.560]  script and it's in your face and the very people that created the virus
[1:20:49.560 --> 1:20:54.200]  gave it to china released it covered it up got it over here are now blaming
[1:20:54.200 --> 1:20:58.520]  president trump it's a script and we're just following it but it's so
[1:20:58.520 --> 1:21:06.600]  diabolical it's so evil it's so ridiculous
[1:21:06.600 --> 1:21:11.320]  the pentagon keeps going uh we don't think it's been made uh
[1:21:11.320 --> 1:21:16.520]  we don't think it's uh china did her own purpose because if that's true we gotta
[1:21:16.520 --> 1:21:20.760]  we gotta go to war with them and i understand
[1:21:20.760 --> 1:21:25.320]  that president trump
[1:21:25.320 --> 1:21:28.920]  i keep forgetting to put this on i gotta rebroadcast for a while let's do that
[1:21:28.920 --> 1:21:31.480]  because this thing's been off for a while and i just need to get my earpiece
[1:21:31.480 --> 1:21:37.400]  back in so um you know
[1:21:38.040 --> 1:21:44.440]  here here's what happens we get hit by this big massive globalist attack
[1:21:44.440 --> 1:21:48.040]  and it's so crazy there's all these americans ally with communist china and
[1:21:48.040 --> 1:21:50.760]  hollywood's out to get us and they're trying to bankrupt the country and
[1:21:50.760 --> 1:21:53.800]  everybody else is opening back up and people are just dumbfounded by this
[1:21:53.800 --> 1:21:56.920]  they go well if i just wear my mask and do what i'm told
[1:21:56.920 --> 1:22:01.000]  everything will be okay like it always was no america
[1:22:01.000 --> 1:22:04.200]  had its own guardians
[1:22:05.400 --> 1:22:10.520]  america had people that weren't perfect but they cared about prosperity and the
[1:22:10.520 --> 1:22:15.080]  general welfare we don't have that now we have globalist in charge
[1:22:15.080 --> 1:22:21.080]  that are aborting america that want to kill it that want to destroy the idea
[1:22:21.080 --> 1:22:25.800]  that want to conquer it and so playing games and half measures
[1:22:25.800 --> 1:22:31.000]  and being politicians and playing patty cake with this
[1:22:32.280 --> 1:22:39.560]  is going to get us destroyed so the old rules of being chicken necks
[1:22:39.560 --> 1:22:43.240]  and being cowards is over
[1:22:43.240 --> 1:22:47.240]  let me just do this because when things are really bad and really crazy and
[1:22:47.240 --> 1:22:49.800]  really insane people need to be prepared and ready i tend to get in the mode
[1:22:49.800 --> 1:22:53.800]  where i don't even talk about things that we could at least do
[1:22:53.800 --> 1:22:56.920]  if you don't have firearms and ammunition you better get them
[1:22:56.920 --> 1:23:00.200]  i don't sell firearms and ammunition if you don't have water filtration
[1:23:00.200 --> 1:23:03.000]  you're insane you need high quality water filtration
[1:23:03.000 --> 1:23:06.760]  you'll let's appear and the sisters we have are excellent i think they're sold
[1:23:06.760 --> 1:23:08.920]  out so what's the point of plugging them you should just try to get them
[1:23:08.920 --> 1:23:13.800]  somewhere storeable food is an absolute no-brainer
[1:23:13.800 --> 1:23:18.360]  we have the biggest best company for the price the best food you're going to get
[1:23:18.360 --> 1:23:22.680]  because i i kind of look at it like price
[1:23:22.760 --> 1:23:26.200]  price versus quality so you got quality up here and you got price
[1:23:26.200 --> 1:23:30.280]  get the best thing you can for the price and that's who we have supplying our
[1:23:30.280 --> 1:23:33.560]  food it turns out they've been able to keep the supply going they've been able
[1:23:33.560 --> 1:23:37.000]  to deliver to people and not give the food industry a bad
[1:23:37.000 --> 1:23:41.560]  name it's why i have my patriot so now you go to infowarstore.com
[1:23:41.560 --> 1:23:45.400]  and you order they're ready to take your orders again
[1:23:45.400 --> 1:23:49.480]  and depending on what type of thing you order and they can't give you an exact
[1:23:49.480 --> 1:23:53.000]  answer that's why they say six weeks because it's really like four
[1:23:53.000 --> 1:23:55.800]  but they don't want to piss you off so you might order something that's a
[1:23:55.800 --> 1:23:58.920]  specialty item i take seven weeks but they're saying six weeks and they've
[1:23:58.920 --> 1:24:02.040]  been ahead of schedule though they asked me not to say that i just did it
[1:24:02.040 --> 1:24:04.600]  because i just can't help it i'm erotic about to all the truth
[1:24:04.600 --> 1:24:07.720]  the point is they have it it's high quality it's not about the virus folks
[1:24:07.720 --> 1:24:11.240]  it's a permanent shutdown food shortages have begun they're creating a
[1:24:11.240 --> 1:24:13.800]  depression and the numbers are out in the polls
[1:24:13.800 --> 1:24:18.600]  trump is unpopular trump's getting blamed for it
[1:24:18.600 --> 1:24:24.520]  and that was the plan you saw bill marr and all of them talk about it so
[1:24:24.520 --> 1:24:27.800]  these storeable foods are in big strong somebody grab me one of them
[1:24:27.800 --> 1:24:32.840]  big strong plastic hard containers that you have to break open
[1:24:32.840 --> 1:24:38.840]  with the seal and they're in big heavy sealed bags filled to the top inside
[1:24:38.840 --> 1:24:41.720]  and i looked at the numbers it's about one fifth the cost for the amount of
[1:24:41.720 --> 1:24:45.720]  food you get at the grocery store yeah bring on over to me brother thank you
[1:24:45.720 --> 1:24:51.000]  thank you very much sir so look at this ready hour
[1:24:51.000 --> 1:24:55.480]  infoarstore.com and the sucker is heavy because
[1:24:55.480 --> 1:24:58.840]  they're not selling you a bunch of air and they've got three months four months
[1:24:58.840 --> 1:25:01.240]  six months year supplies three year supplies
[1:25:01.240 --> 1:25:04.440]  and this is stuff you can travel with quickly it lasts
[1:25:04.440 --> 1:25:08.440]  it is absolutely essential and i've got a crap ton of it because i got to take
[1:25:08.440 --> 1:25:11.960]  care of my family as well and i got stuff i bought from them 12 years ago
[1:25:11.960 --> 1:25:17.000]  in my attic and i got stuff i bought six months ago before all this kicked off
[1:25:17.000 --> 1:25:21.480]  in my garage and when i went out to the place we've set up in the country
[1:25:21.480 --> 1:25:25.240]  it took a bunch of this out there because i don't want to evacuate one of
[1:25:25.240 --> 1:25:28.760]  the worst things i ever did i just felt terrible doing it to even have to
[1:25:28.760 --> 1:25:32.280]  start preparing for the total collapse of us being taken off the air and
[1:25:32.280 --> 1:25:35.960]  knowing that that is now a real possibility
[1:25:35.960 --> 1:25:42.440]  and that we're at that point i'm not gonna lie to you but i i have never been
[1:25:42.440 --> 1:25:46.200]  more disgusted a lot of folks like to get into prepping and they feel kind of
[1:25:46.200 --> 1:25:48.600]  selfish they've got their cabin and their woods and
[1:25:48.600 --> 1:25:52.120]  it's kind of romantic and everything but for me because i'm on air and all this
[1:25:52.120 --> 1:25:55.400]  to think that we may get our asses kicked at least
[1:25:55.400 --> 1:25:59.000]  to this round have to shut down and
[1:26:00.440 --> 1:26:03.240]  and then they're gonna start arresting everybody during that and it's just to
[1:26:03.240 --> 1:26:06.520]  watch america on its knees makes me sick i don't really want to go down this
[1:26:06.520 --> 1:26:11.080]  road but i gotta tell you now folks
[1:26:11.160 --> 1:26:14.200]  you definitely want to get food to supplement yourself into the future
[1:26:14.200 --> 1:26:17.800]  you want food that's easily transportable and that you've got ready to go
[1:26:17.800 --> 1:26:21.240]  and there's not going to be any currency out there more valuable than food
[1:26:21.240 --> 1:26:24.520]  except liquor and you know that's why they keep that open as essential because
[1:26:24.520 --> 1:26:26.920]  they know you're not going to put up with not getting your liquor but the minute
[1:26:26.920 --> 1:26:29.080]  they want to cause riots what they're starting to do in europe
[1:26:29.080 --> 1:26:32.680]  they're going to cut the liquor off and crime is already exploding they've
[1:26:32.680 --> 1:26:35.880]  already got pirates attacking people in the gulf of mexico that's
[1:26:35.880 --> 1:26:41.160]  exploding the globalists have done actuary psychological warfare test
[1:26:41.160 --> 1:26:47.800]  they know what's going to happen and this is a time bomb
[1:26:47.800 --> 1:26:53.960]  and this is war the globalist for engage in economic and cultural war against
[1:26:53.960 --> 1:26:57.080]  us and they're using this overhyped virus as the
[1:26:57.080 --> 1:27:00.360]  pretext to make themselves the saviors and if you don't give them all the
[1:27:00.360 --> 1:27:03.000]  power and all the control over your life you're the bad guy well
[1:27:03.000 --> 1:27:07.080]  the answer is give yourself power and control over your life
[1:27:07.080 --> 1:27:11.160]  and at least get that three month supply of food and have that
[1:27:11.160 --> 1:27:15.160]  in your attic or in your basement or wherever as a supplement into the future
[1:27:15.160 --> 1:27:18.600]  knowing it's contained it's ready it's easily transferable
[1:27:18.600 --> 1:27:21.720]  if you got a bug out you're not putting stuff in paper bags or plastic bags and
[1:27:21.720 --> 1:27:24.920]  put the back of the truck you're putting it in waterproof plastic
[1:27:24.920 --> 1:27:27.880]  tote containers and you're ready to boogie out
[1:27:27.880 --> 1:27:30.440]  but
[1:27:31.800 --> 1:27:34.520]  this depression could i mean i could have done a whole show
[1:27:34.520 --> 1:27:37.720]  maybe we should and what a depression will look like with jose calzen
[1:27:37.720 --> 1:27:41.960]  and the breakdown of civilization because that's what the globalists wanted
[1:27:41.960 --> 1:27:45.640]  was to stall world economies and cause a mass die-off
[1:27:45.640 --> 1:27:49.960]  they thought slowly turning carbon off would do that but no one put up with
[1:27:49.960 --> 1:27:53.560]  that so now they're just demanding you don't leave your house to have a shutdown
[1:27:53.560 --> 1:27:57.880]  and the food packing and the farms and you know the the the the dairy cows
[1:27:57.880 --> 1:28:00.280]  are having to sell them to turn them into beef now
[1:28:00.280 --> 1:28:04.600]  because if you don't keep pumping the milk you got to dump it
[1:28:04.600 --> 1:28:07.880]  into a gutter and and if you don't want to dump it the gutter you got to sell
[1:28:07.880 --> 1:28:13.880]  daisy the holstein or the jersey milk cow for hamburger meat
[1:28:13.880 --> 1:28:17.320]  so they're now selling because the meat shortages
[1:28:17.320 --> 1:28:21.960]  the milk cows so when a country starts selling its milk cows off
[1:28:21.960 --> 1:28:25.640]  you know to get hit by a gas jackhammer in the head and their throat slit and
[1:28:25.640 --> 1:28:29.640]  turn into juicy hamburgers you're burning the candle at both ends boys and
[1:28:29.640 --> 1:28:33.560]  girls so i'm here to tell you the the engine warning
[1:28:33.560 --> 1:28:37.480]  light is flashing red not done my damn duty
[1:28:37.480 --> 1:28:41.560]  but i'll tell all you let this come i hope you enjoy this big-ass depression
[1:28:41.560 --> 1:28:45.240]  and civil war because you asked for it i'm not happy it's happening
[1:28:45.240 --> 1:28:50.840]  but you know what once it goes on i don't mind getting my boots dirty
[1:28:56.280 --> 1:29:00.600]  fellow patriots my name is todd savage founder of black rifle real estate
[1:29:00.600 --> 1:29:04.200]  dot com like you i was a prisoner of the out left sanctuary state
[1:29:04.200 --> 1:29:07.480]  until one day i chose to leave my family to freedom today we live on a
[1:29:07.480 --> 1:29:11.560]  sustainable 20 acre homestead where we shoot hunt garden and homeschool our
[1:29:11.560 --> 1:29:14.680]  children without the tyranny of the nanny state looking over us
[1:29:14.680 --> 1:29:17.960]  if you're ready to flee the city to the freedom of Idaho or montana
[1:29:17.960 --> 1:29:21.480]  our black rifle real estate team is here to help go to black rifle real estate
[1:29:21.480 --> 1:29:25.880]  dot com that's black rifle real estate dot com
[1:29:25.880 --> 1:29:29.240]  maybe not today maybe not tomorrow but soon
[1:29:29.240 --> 1:29:33.240]  you'll need a plan and place to survive forget bunkers
[1:29:33.240 --> 1:29:36.760]  you're not a live underground gopher you need survivalist camps
[1:29:36.760 --> 1:29:40.520]  the ultimate fully functional off-the-grid mobile survival bug outhouse
[1:29:40.520 --> 1:29:44.920]  that's well equipped and custom built to outlast any other rv or trailer bold
[1:29:44.920 --> 1:29:48.280]  statement you bit see him now at survivalist camps
[1:29:48.280 --> 1:29:53.000]  dot com that's survivalist camps dot com trust your family survival to
[1:29:53.000 --> 1:29:56.280]  survivalist camps dot com
[1:29:57.480 --> 1:30:01.240]  the superpower that i have is that i tell you what i really think
[1:30:01.240 --> 1:30:04.520]  even if it ends up hurting me short term i believe in god and i believe in the
[1:30:04.520 --> 1:30:07.080]  long run it'll end up being better for myself
[1:30:07.080 --> 1:30:10.440]  for everybody else in this world we live together and i understand what comes
[1:30:10.440 --> 1:30:13.960]  around goes around your quick so and i live that and i fundamentally the
[1:30:13.960 --> 1:30:17.240]  cellular level understand it now if i would have
[1:30:17.240 --> 1:30:20.360]  hyped up the virus was going to kill three four five million people like the
[1:30:20.360 --> 1:30:23.800]  un did i live sold five times more supplements
[1:30:23.800 --> 1:30:28.280]  but you know what i didn't do that but i said on a routine basis regardless
[1:30:28.280 --> 1:30:32.760]  people are vitamin d deficient people are deficient i and i have so many other
[1:30:32.760 --> 1:30:36.920]  issues you need those products regardless so we started selling
[1:30:36.920 --> 1:30:39.240]  out of bottom mineral fusion all the other products
[1:30:39.240 --> 1:30:43.800]  i cut the prices from 30 percent off to 60 percent off
[1:30:43.800 --> 1:30:46.920]  because i knew it was the right thing to do during a crisis
[1:30:46.920 --> 1:30:51.000]  to make sure people were incentivized to up their bodies offenses
[1:30:51.000 --> 1:30:54.440]  but now i'm telling you with economic crises going on get your storeable
[1:30:54.440 --> 1:30:58.520]  food now
[1:30:58.520 --> 1:31:04.280]  now that this u n global government shy com billable indicates medical tyranny
[1:31:04.280 --> 1:31:08.120]  has seen how far they can push it now we just lapped it up
[1:31:08.120 --> 1:31:12.760]  like like poison you know now they're gonna launch more
[1:31:12.760 --> 1:31:17.880]  bio attacks and even more hardcore this early one
[1:31:17.880 --> 1:31:22.440]  does kill people but see it's a virus billable indicates own it's a virus
[1:31:22.440 --> 1:31:26.280]  that that's novel from others so they can give you a vaccine you see
[1:31:26.280 --> 1:31:29.480]  a regular cold or flu virus you really can't do a vaccine for because it's
[1:31:29.480 --> 1:31:33.320]  always mutated but see because this is a chimera and lab
[1:31:33.320 --> 1:31:39.000]  made they can have a speciality so it's a whole giant franchise they can
[1:31:39.000 --> 1:31:42.120]  fill the rich off of it they can surveil everybody
[1:31:42.120 --> 1:31:45.240]  everybody gets to become a suspect and now when you would have low numbers of
[1:31:45.240 --> 1:31:47.640]  death it doesn't matter because they make a huge
[1:31:47.640 --> 1:31:51.160]  spectacle out of it you watch next year with the flu
[1:31:51.160 --> 1:31:54.280]  it'll even be bigger as well this is what they've done to us because we're a
[1:31:54.280 --> 1:31:59.240]  bunch of domesticated idiots how do you put a people under house arrest how do
[1:31:59.240 --> 1:32:02.040]  you put them under siege well you tell them you're
[1:32:02.040 --> 1:32:05.960]  protecting them from a virus that you yourself cooked up
[1:32:05.960 --> 1:32:09.480]  with the globalist deep state and then had china release
[1:32:09.480 --> 1:32:13.400]  to then take down the populist president and those pesky american people
[1:32:13.400 --> 1:32:17.800]  that have become too uppity bill mar even admitted man i hope we have a
[1:32:17.800 --> 1:32:21.000]  depression and now they've tailored the whole thing
[1:32:21.000 --> 1:32:24.280]  with the big corporations and the media are gonna keep
[1:32:24.280 --> 1:32:28.120]  the country closed along with the help of the blue states and blue states
[1:32:28.120 --> 1:32:32.120]  all the time blaming trump and capitalism and americanism
[1:32:32.120 --> 1:32:36.520]  for the depression it creates if america is that stupid we deserve what
[1:32:36.520 --> 1:32:40.440]  happens to us but as for me i'm not sitting here and i'm not taking it
[1:32:40.440 --> 1:32:43.800]  it's all the nanny state and the peer pressure that they're the good people
[1:32:43.800 --> 1:32:47.000]  keep everybody safe but that's not what they're doing
[1:32:47.000 --> 1:32:50.200]  they are pulling america up by its roots and irrevocably
[1:32:50.200 --> 1:32:53.720]  damaging our savings our health our whole world
[1:32:53.720 --> 1:32:59.960]  and committing millions of third world people to death
[1:32:59.960 --> 1:33:07.960]  you're listening to the alex jones show
[1:33:18.200 --> 1:33:21.560]  part of the guidance seems to sort of shift to states and
[1:33:21.560 --> 1:33:26.840]  and companies the burden not just of of additional testing and surveillance but
[1:33:26.840 --> 1:33:30.760]  also the sort of new normal on which you know there's
[1:33:30.760 --> 1:33:35.160]  smaller crowds and restaurants and bars and that's not going to be normal
[1:33:35.160 --> 1:33:39.320]  there's not going to be a new normal where somebody has been having for 25
[1:33:39.320 --> 1:33:43.640]  years 158 seats in a restaurant and now he's got 30
[1:33:43.640 --> 1:33:47.480]  or he's got 60 because that wouldn't work that's not normal no
[1:33:47.480 --> 1:33:51.000]  normal will be if he has the 158 or 68 seats
[1:33:51.000 --> 1:33:53.720]  and that's going to happen and it's going to happen
[1:33:53.720 --> 1:33:57.960]  relatively quickly we hope but that's our normal our normal is if you have a
[1:33:57.960 --> 1:34:01.640]  hundred thousand people in an alabama football game
[1:34:01.640 --> 1:34:05.800]  or a hundred and ten thousand to be exact we want a hundred and ten thousand
[1:34:05.800 --> 1:34:09.320]  people that we want every seat occupied normal is not going to be where you have
[1:34:09.320 --> 1:34:20.600]  a game with 50 000 people the new normal is you can't leave your house the new
[1:34:20.600 --> 1:34:23.480]  normal is you got to have a special apt facts of where you go the new normal is
[1:34:23.480 --> 1:34:28.840]  you're a total slave at the border statewide open
[1:34:28.840 --> 1:34:32.440]  i have a message to the president
[1:34:33.160 --> 1:34:37.480]  get out ahead of this go through the numbers that we've got
[1:34:37.480 --> 1:34:40.280]  that are from the linen guardian the united nations
[1:34:40.280 --> 1:34:44.680]  the left can't even deny these that an extra two million people are set to
[1:34:44.680 --> 1:34:48.200]  starve to death this year on top of the eight to ten million
[1:34:48.200 --> 1:34:51.800]  because of the shutdowns and because of industries
[1:34:51.800 --> 1:34:57.320]  that the west funds in latin america and africa and other areas
[1:34:57.320 --> 1:35:02.840]  that it's a death sentence to people that are paid less than a dollar a day
[1:35:02.840 --> 1:35:09.960]  working at the flower farms in africa that's one of the main
[1:35:09.960 --> 1:35:15.000]  employers in africa is flowers that that we have in our homes and you can say oh
[1:35:15.000 --> 1:35:18.920]  well that's a frivolous thing and it hurts the earth the carbon to fly
[1:35:18.920 --> 1:35:22.440]  those flowers and that's how they're living
[1:35:22.440 --> 1:35:26.280]  and so you cut the economy off the service economy that we were told
[1:35:26.280 --> 1:35:30.280]  was the whole future a half a billion people are put
[1:35:30.280 --> 1:35:33.480]  onto the edge of death and millions will starve to death
[1:35:33.480 --> 1:35:38.200]  even their own oxfam report admits
[1:35:39.560 --> 1:35:45.000]  see nobody's humanizing them and it's all a ritual to wear the mask and
[1:35:45.000 --> 1:35:47.960]  social distance and you know the people that do it are the virtue
[1:35:47.960 --> 1:35:51.480]  signals and they're the good guys
[1:35:53.320 --> 1:35:58.760]  it's truly disgusting i'm gonna lay on you right now
[1:35:58.760 --> 1:36:03.240]  some unbelievable information
[1:36:06.040 --> 1:36:09.000]  and all of this is incredibly important but but i want listeners to understand
[1:36:09.000 --> 1:36:13.160]  something this is life and death okay
[1:36:13.160 --> 1:36:17.640]  i want to lay this on the white house and on trump's lawyers
[1:36:17.640 --> 1:36:22.680]  and on the pentagon and on everybody else
[1:36:22.680 --> 1:36:26.040]  dramatic action is the only way out of this
[1:36:26.040 --> 1:36:30.200]  leveling with the people is the only way out of this that we're in a total war
[1:36:30.200 --> 1:36:33.880]  with globalist criminals allied with the communist chinese
[1:36:33.880 --> 1:36:37.560]  who developed the virus prepared the propaganda
[1:36:37.560 --> 1:36:42.200]  prepared the tv shows the movies the tabletop exercises with governments
[1:36:42.200 --> 1:36:45.640]  that literally spent hundreds of millions of us taxpayer money
[1:36:45.640 --> 1:36:48.760]  through billa melinda gates they don't ever spend their own money
[1:36:48.760 --> 1:36:53.480]  oh you're such a philanthropist such a sick joke to pre-program the response
[1:36:53.480 --> 1:36:57.560]  you're seeing that is the takedown of the industrial world
[1:36:57.560 --> 1:37:01.320]  something that thousands of bombers couldn't do
[1:37:01.320 --> 1:37:04.760]  with conventional munitions
[1:37:07.960 --> 1:37:12.600]  prepare yourselves for the ultimate smoking gun
[1:37:12.600 --> 1:37:17.320]  if you're a new listener you're tuning in and you're hearing me say that
[1:37:17.320 --> 1:37:23.480]  communist china the wuhan laboratory produced this man-made bio weapon
[1:37:23.480 --> 1:37:26.200]  and that they used it to then shut down the west
[1:37:26.200 --> 1:37:29.320]  knowing that the media here would demand an endless shutdown but not a shutdown
[1:37:29.320 --> 1:37:32.280]  for china that's just elementary military information
[1:37:32.280 --> 1:37:35.240]  and we predicted they would do that and now they've done just that and we
[1:37:35.240 --> 1:37:38.680]  predicted they'd win the president they've now just done that this is all
[1:37:38.680 --> 1:37:44.600]  two plus two equals four elementary my dear watson
[1:37:44.600 --> 1:37:48.760]  but it gets worse whether it's the w.a. show or the chai comms it's all
[1:37:48.760 --> 1:37:52.680]  billa melinda gates because they're this
[1:37:52.680 --> 1:37:59.320]  rockefeller carnigy ford ibm endowments that were all Nazi eugenicists on
[1:37:59.320 --> 1:38:02.920]  record this is mainline history this is like me telling you that
[1:38:02.920 --> 1:38:06.360]  volts wagon was designed by adolf hitler and the first vw bug
[1:38:06.360 --> 1:38:11.640]  drawn on the back of a napkin and and given to albert spear
[1:38:11.640 --> 1:38:14.520]  now if you don't know history you just think i'm putting out words i'll say
[1:38:14.520 --> 1:38:17.320]  that's like leptis they go oh you're talking fancy we know you don't have
[1:38:17.320 --> 1:38:21.320]  anything behind that everything i said is totally true
[1:38:21.320 --> 1:38:24.840]  they are the architects of this entire thing
[1:38:24.840 --> 1:38:28.360]  including the rockefeller foundation with the carnigy endowment
[1:38:28.360 --> 1:38:37.800]  putting mal satong in power and gg ping
[1:38:37.800 --> 1:38:43.480]  so we talk about china it's that big giant force of a billion plus people
[1:38:43.480 --> 1:38:49.960]  and a scientific technocracy that is used by the globalist to attack us
[1:38:49.960 --> 1:38:57.800]  but it comes out of us it comes out of the west
[1:38:57.800 --> 1:39:01.400]  and i have no doubt that after this technocracy set up china is going to be
[1:39:01.400 --> 1:39:05.400]  sacrificed i don't want that for the chinese people
[1:39:05.400 --> 1:39:08.920]  but now they've been set up as our enemy
[1:39:08.920 --> 1:39:12.840]  so you could go through every facet of billum linda gates and their
[1:39:12.840 --> 1:39:17.160]  event 201 in october november with a 65 million dead
[1:39:17.160 --> 1:39:20.600]  with a corona virus that world governments brought in and digital ids
[1:39:20.600 --> 1:39:23.640]  are injected in the body and forced inoculations and they had to get it
[1:39:23.640 --> 1:39:27.720]  ready and then right on time it shows up
[1:39:27.720 --> 1:39:32.280]  and falchi who's over the technology transferring it 2012 through 2017 to
[1:39:32.280 --> 1:39:35.960]  china and he was criticized for giving gang a function
[1:39:35.960 --> 1:39:40.600]  for corona virus chimeras he says in 2017 don't worry
[1:39:40.600 --> 1:39:45.480]  trump's gonna be challenged by a new novel virus
[1:39:45.480 --> 1:39:49.560]  and he'll do what we say or he'll be gone he's a little arrogant monster
[1:39:49.560 --> 1:39:53.160]  because he's right there with bill gates who's given him hundreds of millions of
[1:39:53.160 --> 1:39:58.280]  dollars including 100 million dollars he was given
[1:39:58.280 --> 1:40:05.240]  in december just four and a half months ago
[1:40:05.240 --> 1:40:10.360]  but let me give you one more little juicy piece
[1:40:10.360 --> 1:40:13.080]  of hundreds
[1:40:14.200 --> 1:40:17.400]  we talked about how
[1:40:17.800 --> 1:40:22.200]  the Nobel prize winner that discovered hiv has come out and said he looked at the
[1:40:22.200 --> 1:40:24.680]  viral scans by the end of university and others
[1:40:24.680 --> 1:40:30.040]  and it's 100 man made and how facebook sensors ap and that information
[1:40:30.040 --> 1:40:33.720]  and the fact that they admit that wuhan covered it up the wuhan center with the
[1:40:33.720 --> 1:40:36.120]  un
[1:40:36.360 --> 1:40:42.680]  but look at this down here facebook fact checker worked at wuhan bio lab ruled
[1:40:42.680 --> 1:40:45.880]  out virus leak while debunking articles but it turns out she's a head
[1:40:45.880 --> 1:40:50.520]  scientist with bill millen gates foundation funding
[1:40:50.520 --> 1:40:54.280]  and it gets worse she runs the facebook science division
[1:40:54.280 --> 1:40:58.760]  and decides who is censored who isn't like ap saying you will not show actual
[1:40:58.760 --> 1:41:03.080]  documents that they covered up the virus release or that it's man made
[1:41:03.080 --> 1:41:05.640]  talk about conflict of interest talk about red-handed
[1:41:05.640 --> 1:41:09.640]  it's like having hitler be over the nuremberg trials when you look up dr
[1:41:09.640 --> 1:41:14.120]  daniel anderson what do you find at duke
[1:41:14.120 --> 1:41:19.800]  in u.s medical school she helped develop the test kit for
