[00:00.000 --> 00:18.000]  Waging war on corruption, it's Alex Jones coming to you live from the front lines of the info war.
[43:38.000 --> 43:41.000]  But then they say you've got to say it's not approved by them.
[43:41.000 --> 43:46.000]  And all drugs are is the system trying to tweak what's in Mother Nature and manipulate it and do different things.
[43:46.000 --> 43:47.000]  And a lot of drugs work great.
[43:47.000 --> 43:52.000]  They have side effects, not with Mother Nature, but Big Pharma doesn't want you knowing about God's medicine chest.
[43:52.000 --> 43:58.000]  InfowarsStore.com or 888-253-3139.
[44:23.000 --> 44:28.000]  And so I feel very strong and I feel God's hand on my shoulder and I feel your love in my heart.
[44:28.000 --> 44:30.000]  And I want you to know that love is right back at you.
[44:30.000 --> 44:35.000]  And I want to thank you for all you've done with your word of mouth and your prayers and your financial support.
[44:35.000 --> 44:38.000]  Because I'm committed to fight to the end, but I want to win.
[44:38.000 --> 44:42.000]  And without you, I'm going to be destroyed and it's not going to be fun.
[44:42.000 --> 44:43.000]  But that's not what's important.
[44:43.000 --> 44:44.000]  The enemy could win.
[44:44.000 --> 44:46.000]  We're a key chess piece in this fight.
[44:46.000 --> 44:47.000]  We're being used by God.
[44:47.000 --> 44:49.000]  You're being used by God.
[44:49.000 --> 44:54.000]  This is Providence, so I salute you and I thank you for all you've done from the bottom of my heart.
[44:54.000 --> 45:20.000]  Infowars, the most banned network in the world.
[45:24.000 --> 45:28.000]  You can advance your day to day life with ease while encouraging hormonal balance.
[45:28.000 --> 45:34.000]  Perfect by itself or with super male vitality in the true alpha male path.
[45:34.000 --> 45:41.000]  Alpha Power can help lose performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[45:41.000 --> 45:45.000]  Let Alpha Power help bring you to the peak of your optimal health.
[45:45.000 --> 45:48.000]  Don't fall short on energy in the fight against tyranny.
[45:48.000 --> 45:52.000]  Show the world what a true alpha male looks like today with Alpha Power.
[45:52.000 --> 46:01.000]  Head to InfowarsStore.com today.
[46:01.000 --> 46:07.000]  We will always be the people who defeated a tyrant, crossed the continent,
[46:07.000 --> 46:25.000]  harness science, took to the skies and soared into the heavens because we will never forget that we are Americans and the future belongs to us.
[46:25.000 --> 46:30.000]  The future belongs to the brave, the strong, the proud and the free.
[46:30.000 --> 46:37.000]  We are one people chasing one dream and one magnificent destiny.
[46:37.000 --> 46:48.000]  We all share the same heroes, the same home, the same heart and we are all made by the same Almighty God.
[46:48.000 --> 46:51.000]  Infowars.com, tomorrow's news today.
[46:51.000 --> 46:53.000]  Full power of the republic in the name of Jesus Christ.
[46:53.000 --> 46:55.000]  Full power!
[46:55.000 --> 47:03.000]  All the torpedoes go straight at them.
[47:03.000 --> 47:11.000]  You're listening to the Alex Jones Show.
[47:11.000 --> 47:21.000]  You found it, the tip of the spear. It is the Alex Jones Show.
[47:21.000 --> 47:29.000]  I hear people talking bad about the way we have to live here in this country.
[47:29.000 --> 47:39.000]  Arping on wars, we fight and griping about the way things are being.
[47:39.000 --> 47:45.000]  William Van Spronsen believed he was liberating a Nazi death camp.
[47:45.000 --> 47:54.000]  Spokane, Washington was really thousands of people trying to get into the U.S., most of not political exiles, but still 90% would just be released into the country.
[47:54.000 --> 47:56.000]  We had the most open border system in the world.
[47:56.000 --> 48:03.000]  Instead, he burned up cars, tried to blow up a giant propane tank, tried to burn the building down that would have killed people if he was successful, possibly.
[48:03.000 --> 48:06.000]  He was killed by the police officers that responded.
[48:06.000 --> 48:11.000]  Stuart Rhodes, founder of Oath Keepers, a patriot veteran constitutional lawyer, is riding shotgun with us.
[48:11.000 --> 48:20.000]  He called us up yesterday, I appreciate him doing that, to tell us about Matt Marshall, who is a state leader in Washington, the 3%ers.
[48:20.000 --> 48:30.000]  He is also a combat veteran, vice chairman of the second legislative district, Republicans in Washington, second amendment advocate, currently running for Eatonville School Board.
[48:30.000 --> 48:48.000]  And he is WA3% Washington3%.org and Matt4ESD.com. And Stuart, you're the expert on this, along with Matt, introduce this, how he knows this John Brown Gun Club and Antifa has actually been menaced by them.
[48:48.000 --> 49:00.000]  Matt has held multiple free speech and open carry rallies in Washington state, and that's where he ran into Vance Bronson. And Matt's also an airborne veteran, by the way, a second airborne.
[49:00.000 --> 49:07.000]  So Matt, tell us about your interactions in the past with the John Brown Gun Club and Vance Bronson.
[49:07.000 --> 49:18.000]  So, our history with John Brown dates back to our first political rally we had. It was called Liberty or Death, and it was against left-wing political violence.
[49:18.000 --> 49:25.000]  And John Brown was there across the street, we didn't know much about him at the time, and we didn't interact with him.
[49:25.000 --> 49:32.000]  But what we did find was we were being called Nazis and white supremacists, all kinds of things that were just completely untrue.
[49:32.000 --> 49:42.000]  And when we left this rally, our bus was attacked. We had the windows broken out, we were pepper sprayed. We got out, nobody was hurt, but we had some property damage.
[49:42.000 --> 49:48.000]  Oh, I remember when that happened. What's that? I remember hearing about that when that happened.
[49:48.000 --> 50:00.000]  Yeah, it was pretty ironic that we're out there, the ones being smeared by the media, and they're the ones actually attacking our bus when we're protesting against political violence.
[50:00.000 --> 50:07.000]  By the way, while you're talking guys, show some of our articles and show this guy and the John Brown Gun Club. I want to show people some of these guys. Please continue.
[50:07.000 --> 50:11.000]  So, you met this person in particular, right? You met him face to face.
[50:11.000 --> 50:30.000]  Between the two rallies, when they were smearing us as white supremacists, white nationalists, we reached out to them just to show that it was absolutely untrue and actually opened a dialogue with some of their leadership just to try to settle the score that we're not what they're claiming we are.
[50:30.000 --> 50:42.000]  And it culminated with at our December 1st rally, where it was rally against left-wing media bias. We actually invited them across the street from Antifa to come across and let's have an open dialogue.
[50:42.000 --> 51:00.000]  And that's where I actually, first, the only time, met Spronson. And what I remember about him was, first off, they wanted to continue to push the white nationalism idea as well as communism.
[51:00.000 --> 51:18.000]  And that right there is a picture of one of my guys, Huffleberry, talking to Spronson. So, he was pushing communism. I remember that he did the debate actually culminated with us saying that in order to institute the ideals of communism,
[51:18.000 --> 51:28.000]  he would have to resort to violence to enforce the communistic ideals upon the people. And he thought it was absolutely untrue and could be done peacefully.
[51:28.000 --> 51:35.000]  Well, that's amazing because Karl Marx and Lenin and all of them say any means necessary and that it's going to take a violent struggle.
[51:35.000 --> 51:42.000]  You have to overthrow and kill up to a third of the population to ever implement that. That's Mao Zedong. That's Marx. That's Lenin. That's all of them.
[51:42.000 --> 51:48.000]  Yes, dictatorship of the proletariat is part of Marx's core theory, which he must have a dictatorship that would then wither away eventually.
[51:48.000 --> 51:55.000]  I think some of these anarcho-cap communists simply believe they can just jump ahead of that and not have a dictatorship of the proletariat.
[51:55.000 --> 52:06.000]  So, they're, in a way, useful idiots. Was this guy, Ben Spronson, do you think he was one of those types of thought that can get away with skipping the dictatorship of the proletariat?
[52:06.000 --> 52:13.000]  I think at one point he probably was there, but I mean, anybody who's read his manifesto, you can tell he was frustrated.
[52:13.000 --> 52:21.000]  I really do believe that he was trying to incite more violence down the road. I don't think he was targeting any people during his attack.
[52:21.000 --> 52:27.000]  I think he was going more after property, but it was clear that it was a suicide mission just based on his letter that he left.
[52:27.000 --> 52:30.000]  Well, exactly. He said, I want to be a martyr and I'm going to go do this.
[52:30.000 --> 52:38.000]  And so he pointed guns at him, reportedly fired without learning, but not even so much at the police, tried to blow up the propane tank, burn up some cars.
[52:38.000 --> 52:45.000]  And he said, stop thinking, just take action, get ghost guns and start killing. And his main target is law enforcement.
[52:45.000 --> 52:55.000]  And he sincerely believes that he's fighting Nazis. As I've said before, what gets the sad thing is a lot of these people are going to die fighting guys like Matt and I,
[52:55.000 --> 53:03.000]  who are both well-trained paratroopers who actually know how to use violence. They're going to fight and die believing that they're being killed by Nazis
[53:03.000 --> 53:07.000]  when they're just being killed by American veterans who are trying to preserve our country.
[53:07.000 --> 53:09.000]  And you've been predicting this for a while. That's going to go kinetic.
[53:09.000 --> 53:12.000]  Absolutely. For at least over a year, two years actually.
[53:12.000 --> 53:15.000]  So they turned to the modern version of the weather underground.
[53:15.000 --> 53:22.000]  You actually said three years ago in that studio, we're affecting the future of battle state, battle space. They're going to attack.
[53:22.000 --> 53:28.000]  They can't stop. It's their communist agenda. Three years ago, you said it was going to end in this right before Trump even got elected.
[53:28.000 --> 53:32.000]  Yeah, absolutely. And so what Antifa really is now is future Cheka.
[53:32.000 --> 53:37.000]  They're going to be the secret police of the communist dictatorship who go and kill people.
[53:37.000 --> 53:42.000]  This is what they're already talking about doing now because they believe we're all Nazis.
[53:42.000 --> 53:47.000]  And so for us, we're in a sad and frustrating position. I'm sure Matt will agree.
[53:47.000 --> 53:57.000]  We just wish they would understand that we're not actually Nazis and they're being manipulated and controlled by the elites who want to use them as cannon fodder.
[53:57.000 --> 53:59.000]  Matt, what are your thoughts on that?
[53:59.000 --> 54:07.000]  I mean, it's extremely hurtful to a lot of our minority members, a lot of our Jewish members.
[54:07.000 --> 54:14.000]  We have a pretty prominent Second Amendment advocate, Aria Rode, who comes and speaks to a lot of my rallies.
[54:14.000 --> 54:19.000]  And his grandfather was in a concentration camp in Nazi Germany.
[54:19.000 --> 54:24.000]  And so it's very hurtful to their entire family when they're labeled as Nazis.
[54:24.000 --> 54:26.000]  And it's completely untrue.
[54:26.000 --> 54:32.000]  But you have to understand, to these leftists, if you don't accept paying for five-year-olds to have their genitals cut off,
[54:32.000 --> 54:36.000]  because he talks about that being the great right, is to be a trans person,
[54:36.000 --> 54:41.000]  if you're not into whatever CNN says or MSNBC says, you're a Nazi.
[54:41.000 --> 54:46.000]  A Nazi doesn't mean you work for Hitler and invade Europe and millions have to die to defeat him.
[54:46.000 --> 54:49.000]  Being a Nazi means not doing what they say.
[54:49.000 --> 54:56.000]  Well, it's even worse than that. Not being a Nazi to them means you must be for the destruction of the United States as a nation state.
[54:56.000 --> 54:57.000]  Exactly.
[54:57.000 --> 54:59.000]  This is where the anarcho-communist community...
[54:59.000 --> 55:00.000]  That's the litmus test. Get rid of the borders.
[55:00.000 --> 55:01.000]  Yes.
[55:01.000 --> 55:03.000]  Open everything up, flood it. Communism.
[55:03.000 --> 55:07.000]  Right. Like you said, the chant is, you know, no border, no wall, no USA at all.
[55:07.000 --> 55:11.000]  That's why they tear the flag down. That's why they fly the Mexican flag and yell out, you know,
[55:11.000 --> 55:19.000]  give a little rasa. They really believe sincerely that the only way to have freedom in the world is to destroy the United States as a nation state,
[55:19.000 --> 55:25.000]  destroy our Constitution, kill all the police, and then take over and they'll have this, you know, miraculous utopia.
[55:25.000 --> 55:27.000]  And by the way, I'm not a rocket scientist, but I want to explain to them,
[55:27.000 --> 55:31.000]  it's not like we're China that never had freedom and then got taken over by communists.
[55:31.000 --> 55:35.000]  There's no way with the dug-in American people that any of this is ever going to fly.
[55:35.000 --> 55:38.000]  They're all going to get killed, which we don't even want to do.
[55:38.000 --> 55:42.000]  I mean, let me ask you, both as veterans and both smart guys, you're an award-winning constitutional lawyer,
[55:42.000 --> 55:45.000]  one like the big, was it Yale Award or whatever.
[55:45.000 --> 55:47.000]  Let me ask you this to it and we'll go back to your buddy here.
[55:47.000 --> 55:50.000]  How do you see this ending if they keep going down this road?
[55:50.000 --> 55:56.000]  Civil War. We were already in a Cold Civil War. Bernstein, the ancient reporter said we were in a Cold Civil War.
[55:56.000 --> 56:02.000]  He's actually correct. The problem is, is that they're being used and manipulated to force them to fight us
[56:02.000 --> 56:07.000]  and then we'll have no choice but to fight them back and defend ourselves and defend our families and defend our country.
[56:07.000 --> 56:09.000]  And they'll be exterminated.
[56:09.000 --> 56:13.000]  And like I said, they'll die believing they're fighting Nazis all the way to the very end.
[56:13.000 --> 56:15.000]  That's what's so sick and disgusting about it.
[56:15.000 --> 56:17.000]  Well, I just hope their controllers know this.
[56:17.000 --> 56:20.000]  You think we're just going to fight with your cannon fodder?
[56:20.000 --> 56:24.000]  They really kicked this thing off. The people pulling the strings will be hunted down.
[56:24.000 --> 56:29.000]  So Matt, what's the mindset of you and your brother veterans there in the Northwest about this?
[56:29.000 --> 56:37.000]  About this situation? Yeah, we think it is clearly part of the spark.
[56:37.000 --> 56:42.000]  I think that they're trying to push it over the edge and elicit a response.
[56:42.000 --> 56:47.000]  I think that's what they were expecting when we showed up in Tacoma at the ICE detention facility yesterday.
[56:47.000 --> 56:51.000]  I think they were expecting that we were going to be there to antagonize.
[56:51.000 --> 56:55.000]  But what they don't realize is none of us want a fight.
[56:55.000 --> 57:00.000]  If they bring it to us, we'll defend ourselves. We'll defend our communities. That's what we do.
[57:00.000 --> 57:04.000]  But there's no way that we're just going to go out there and be the aggressor.
[57:04.000 --> 57:06.000]  And I think that's what they're trying to provoke.
[57:06.000 --> 57:07.000]  What happened yesterday?
[57:07.000 --> 57:12.000]  By the way, I should have opened the interview up if you guys were out there guarding the flag before this, then after it.
[57:12.000 --> 57:16.000]  I mean, you know these groups well. And so you can actually tell them what really happened.
[57:16.000 --> 57:19.000]  We're going to go to break when we come back. Lay all this out for us.
[57:19.000 --> 57:23.000]  We've got Matt Marshall. He's ahead of the 3% group in Washington.
[57:23.000 --> 57:26.000]  Again, we'll also define when we come back what the 3% are.
[57:26.000 --> 57:29.000]  We're folks that don't know. Couldn't think of a more patriotic group.
[57:29.000 --> 57:32.000]  I'm not about 3%ers. It's got to be at least 15 years.
[57:32.000 --> 57:36.000]  I don't know who even started it. I just know that Mike Vanderbilt.
[57:36.000 --> 57:37.000]  A lot of great folks out there.
[57:37.000 --> 57:42.000]  So that's Stuart Rhodes here with the Oathkeepers. Matt Marshall with 3%ers.
[57:42.000 --> 57:47.000]  WA for Washington, 3%.org. Be sure to check it out. We'll be right back.
[57:47.000 --> 57:52.000]  As we gather this evening in the joy of freedom,
[57:52.000 --> 57:57.000]  we remember that all share a truly extraordinary heritage.
[57:57.000 --> 58:03.000]  Together, we are part of one of the greatest stories ever told, the story of America.
[58:03.000 --> 58:08.000]  It is the epic tale of a great nation whose people have risked everything
[58:08.000 --> 58:13.000]  for what they know is right and what they know is true.
[58:13.000 --> 58:19.000]  As long as we stay true to our codes, as long as we remember our great history,
[58:19.000 --> 58:24.000]  as long as we never, ever stop fighting for a better future,
[58:24.000 --> 58:29.000]  then there will be nothing that America cannot do.
[58:29.000 --> 58:36.000]  It's not only that you have a unique voice in the public arena, in the public square.
[58:36.000 --> 58:41.000]  The other thing that's unique about Infowars is it isn't the only network of this reach
[58:41.000 --> 58:43.000]  that's available to the public.
[58:43.000 --> 58:46.000]  Infowars.com, tomorrow's news today.
[58:46.000 --> 58:50.000]  Full power of the republic in the name of Jesus Christ. Full power!
[58:50.000 --> 58:53.000]  Damn the torpedoes, go straight at him.
[58:53.000 --> 58:58.000]  It's not only that you have a unique voice in the public arena, in the public square.
[58:58.000 --> 59:03.000]  It's the network of this reach that is not backed by a corporate donor or corporate sugar daddy.
[59:03.000 --> 59:07.000]  That's not backed by some billionaire. That's not being funded by a secret foreign government.
[59:07.000 --> 59:09.000]  It is completely independent of all that.
[59:09.000 --> 59:16.000]  It is an old school American 1776 style experiment in the expression of the freedom of press and freedom of speech.
[59:16.000 --> 59:19.000]  That, in fact, the founders were so concerned with, at the beginning of the country,
[59:19.000 --> 59:23.000]  they actually tried to support and subsidize organizations just like this,
[59:23.000 --> 59:25.000]  because this was the kind of press they wanted.
[59:25.000 --> 59:30.000]  We now live in an era where they've mostly been co-opted by big corporations or billionaire sugar daddies
[59:30.000 --> 59:36.000]  who've been able to control and manipulate what news it views the person's allowed to have or express or hear.
[59:36.000 --> 59:38.000]  And the Infowars audience has broken through that.
[59:38.000 --> 59:43.000]  They are the bridge from the founding to the modern age ultimate American democracy and freedom.
[59:43.000 --> 59:47.000]  And that's why there's been an unprecedented onslaught of the blackwarming defamation,
[59:47.000 --> 59:50.000]  lawfare, and libel targeting youth.
[59:50.000 --> 59:55.000]  You're listening to the Alex Jones show.
[1:00:13.000 --> 1:00:17.000]  Alright, I want to get into the fact that the three percenters in Washington
[1:00:17.000 --> 1:00:23.000]  have been dealing with this huge bloom of the John Brown Gun Club.
[1:00:23.000 --> 1:00:25.000]  Hell, they were here in Austin marching last year saying,
[1:00:25.000 --> 1:00:30.000]  we're going to kill the police and just all the police are Nazis and fascism.
[1:00:30.000 --> 1:00:33.000]  And people don't know who the John Brown Gun Club is.
[1:00:33.000 --> 1:00:35.000]  People might want to get into that, but just in this short segment,
[1:00:35.000 --> 1:00:39.000]  next segment coming up, Matt Marshall, head of the three percenters in Washington,
[1:00:39.000 --> 1:00:44.000]  we'll get into the specifics of these groups and what actually happened out of this ICE facility that you've been at
[1:00:44.000 --> 1:00:47.000]  and been guarding the flag yet. It's all really important stuff.
[1:00:47.000 --> 1:00:51.000]  But spend a few minutes on your awakening, who founded the three percenters,
[1:00:51.000 --> 1:00:55.000]  what it's based on. Define three percenters for us and tell us your story.
[1:00:55.000 --> 1:01:00.000]  I mean, three percenters really represents the three percent of American colonists
[1:01:00.000 --> 1:01:04.000]  that stood up to overthrow the British in the Revolutionary War.
[1:01:04.000 --> 1:01:08.000]  Our organization at least, the Washington three percent is an independent one.
[1:01:08.000 --> 1:01:13.000]  There's various national chapters, but we're an independent veterans nonprofit.
[1:01:13.000 --> 1:01:16.000]  We work for community preparedness, community support,
[1:01:16.000 --> 1:01:21.000]  and we needed to do community defense.
[1:01:21.000 --> 1:01:25.000]  We're currently pending 501c4 status with IRS and that's been,
[1:01:25.000 --> 1:01:32.000]  we're well overdue when we should have heard back, but no surprise to anybody there.
[1:01:32.000 --> 1:01:37.000]  Really what we do is we've been trying to bring awareness across our state
[1:01:37.000 --> 1:01:42.000]  as to what the left is doing to all of us as far as trying to censor the media.
[1:01:42.000 --> 1:01:47.000]  Infiltrating the schools, trying to educate the youth by indoctrination.
[1:01:47.000 --> 1:01:54.000]  They're grabbing guns as fast as they can with billionaire funded initiatives in Washington state.
[1:01:54.000 --> 1:02:01.000]  I mean, we had what four billionaires fund an entire initiative that was bought and paid for.
[1:02:01.000 --> 1:02:05.000]  It was unconstitutional for both the U.S. and Washington state constitution.
[1:02:05.000 --> 1:02:09.000]  We just got jammed down our throats and we've been trying to oppose it.
[1:02:09.000 --> 1:02:13.000]  What made you finally take action as a veteran family guy?
[1:02:13.000 --> 1:02:17.000]  I mean, what triggered you to get politically involved?
[1:02:17.000 --> 1:02:23.000]  So I watched what happened both at the Bundy Ranch in Mollier and I was active duty during both of those.
[1:02:23.000 --> 1:02:30.000]  And just seeing how the Hammons were treated, seeing how the Bundy's were treated,
[1:02:30.000 --> 1:02:36.000]  and just watching the government trample rights, I just was waiting for my time,
[1:02:36.000 --> 1:02:39.000]  waiting to get out of the military so that I could take action.
[1:02:39.000 --> 1:02:44.000]  So as soon as I got out, I jumped into one of the national 3% organizations
[1:02:44.000 --> 1:02:48.000]  and realized that they weren't taking as much action as I was happy with.
[1:02:48.000 --> 1:02:52.000]  And so we started our own Washington state independent group.
[1:02:52.000 --> 1:02:58.000]  Well, that's beautiful. Briefly, Stuart, because you knew the original founder of the 3%ers.
[1:02:58.000 --> 1:03:00.000]  Tell us about the 3%ers for a minute.
[1:03:00.000 --> 1:03:06.000]  Well, Senator Bo, I believe, was back in 2008 and he had been an ex-communist actually back in the 60s.
[1:03:06.000 --> 1:03:08.000]  He was young and dumb. He had been a communist.
[1:03:08.000 --> 1:03:13.000]  But thankfully, he was rescued from that idiocy by a guy who worked with
[1:03:13.000 --> 1:03:16.000]  who taught him about American history. He had not been taught.
[1:03:16.000 --> 1:03:20.000]  And so Mike became a very strong anti-communist.
[1:03:20.000 --> 1:03:22.000]  If you want the real people's fight, this is it.
[1:03:22.000 --> 1:03:25.000]  Exactly. And also a very strong anti-racist.
[1:03:25.000 --> 1:03:31.000]  Make fun of the white nationalists and neo-Nazis to no end. And one of his core planks of being a 3%ers
[1:03:31.000 --> 1:03:36.000]  is you respect the Constitution and the rights of all Americans, regardless of race.
[1:03:36.000 --> 1:03:41.000]  That's why it's so particularly disgusting to have the left try to paint 3%ers or oath keepers.
[1:03:41.000 --> 1:03:45.000]  I'm a 3%er myself to try to paint us as being white nationalists.
[1:03:45.000 --> 1:03:51.000]  That's their only strategy. That's their core strategy is to use identity politics
[1:03:51.000 --> 1:03:55.000]  and divide people along racial lines and condemn this country as inherently evil and racist.
[1:03:55.000 --> 1:03:58.000]  But unfortunately, it's working. And so Mike fought against that.
[1:03:58.000 --> 1:04:00.000]  I wish he was still around, frankly.
[1:04:00.000 --> 1:04:03.000]  But what Mike did, which I think was kind of smart,
[1:04:03.000 --> 1:04:05.000]  is that he didn't found an official organization.
[1:04:05.000 --> 1:04:07.000]  He just put it out there as a concept.
[1:04:07.000 --> 1:04:11.000]  And so you wind up with lots of independent groups like Matt's that are all over the place
[1:04:11.000 --> 1:04:12.000]  and they're hard.
[1:04:12.000 --> 1:04:14.000]  And that's what you've done. It's what employers have done. It's an idea.
[1:04:14.000 --> 1:04:19.000]  Right. So it's hard to crush a concept and an idea like that.
[1:04:19.000 --> 1:04:22.000]  So, you know, hats off to Mike Vanderbilt. He's now passed away.
[1:04:22.000 --> 1:04:23.000]  But it lives on.
[1:04:23.000 --> 1:04:25.000]  It lives on exactly through guys like Matt.
[1:04:25.000 --> 1:04:26.000]  Beautiful.
[1:04:26.000 --> 1:04:28.000]  We're going to go to break. We're going to get in.
[1:04:28.000 --> 1:04:32.000]  Instead of me asking a bunch of questions, the specifics of this, what's unfolding
[1:04:32.000 --> 1:04:34.000]  and what we can expect from Antifa next.
[1:04:34.000 --> 1:04:38.000]  And Trump finally taken the gloves off to people like Ilhan Omar,
[1:04:38.000 --> 1:04:41.000]  who runs this country down constantly just saying, listen, you don't like it.
[1:04:41.000 --> 1:04:43.000]  Get the hell out.
[1:04:43.000 --> 1:04:46.000]  I never play a song twice in the same show,
[1:04:46.000 --> 1:04:50.000]  but I think we should come back and play the fight inside of me one more time.
[1:04:50.000 --> 1:05:16.000]  Stay with us for the right back.
[1:05:20.000 --> 1:05:26.000]  This is a very organic non GMO coffee at the ideal altitude for the perfect cup.
[1:05:26.000 --> 1:05:31.000]  A robust coffee with great flavor and mild acidity.
[1:05:31.000 --> 1:05:35.000]  There has never been a more important time to support info wars.
[1:05:35.000 --> 1:05:45.000]  So if you love coffee and if you want to fight for freedom, then you can help order now at the info war store.
[1:05:45.000 --> 1:05:51.000]  Sign up for auto ship and get your own high quality supply of Patriot blend coffee
[1:05:51.000 --> 1:06:17.000]  delivered right to your door at infowarstore.com.
[1:06:17.000 --> 1:06:24.000]  Harping on wars, be fighting, griping about the way things are to be.
[1:06:24.000 --> 1:06:32.000]  And I don't mind them switching sides and standing up for things they believe in.
[1:06:32.000 --> 1:06:39.000]  When they're running down my country, man, they're walking on the fight inside of me.
[1:06:39.000 --> 1:06:50.000]  Yeah, walking on the fight inside of me.
[1:06:50.000 --> 1:06:52.000]  You don't love it. Leave it.
[1:06:52.000 --> 1:06:58.000]  If you don't love it, leave it. Let this song I'm singing.
[1:06:58.000 --> 1:07:02.000]  Trump is finally, and after our guest leaves us the bottom of the hour, we'll get into how big this is.
[1:07:02.000 --> 1:07:04.000]  Invoke, if you don't love it, leave it.
[1:07:04.000 --> 1:07:07.000]  Ilhan, you came here as a refugee. We gave you free welfare.
[1:07:07.000 --> 1:07:11.000]  You never worked a day in your life. You ran scams, tax scams.
[1:07:11.000 --> 1:07:16.000]  And now you're going to tell us, I don't know if you saw our speech, that she'll teach us how America can be better.
[1:07:16.000 --> 1:07:20.000]  I mean, Trump is right. They've already split the Democratic Party.
[1:07:20.000 --> 1:07:24.000]  This is the Democratic Party's real agenda, but they're bringing it out too early.
[1:07:24.000 --> 1:07:26.000]  Trump is really smart to press the attack on this lady.
[1:07:26.000 --> 1:07:29.000]  We'll talk about it coming up and your guests can pop in as well.
[1:07:29.000 --> 1:07:36.000]  But Matt Marshall, the head of the 3%ers in Washington, your warning folks, and you were saying this days ago,
[1:07:36.000 --> 1:07:39.000]  now it's all over the news, that they're calling this guy a martyr.
[1:07:39.000 --> 1:07:41.000]  He was calling for more violence.
[1:07:41.000 --> 1:07:51.000]  The Facebook and Twitter are, I'm going to show some of the tweets while you're talking, are letting them promote going out and trying to kill more police, more ICE people.
[1:07:51.000 --> 1:07:54.000]  That was the flavor of what we saw in Austin this weekend.
[1:07:54.000 --> 1:08:01.000]  Oh, and short shot video, they wore shirts that show the attack and killing of ICE members, CNN actually raised money for this group.
[1:08:01.000 --> 1:08:07.000]  So combat veteran, Matt Marshall, go ahead and get into your warning and you know this group.
[1:08:07.000 --> 1:08:17.000]  You met the latest, you know, a crazy guy that just got killed and being at the epicenter of this and Washington State, what do you think's coming next?
[1:08:17.000 --> 1:08:24.000]  Well, we watched right after the killing happened before the Spronson was even identified.
[1:08:24.000 --> 1:08:28.000]  We watched Antifa making comments like we need to murder him.
[1:08:28.000 --> 1:08:33.000]  We need to take this as a way to further our cause and our agenda.
[1:08:33.000 --> 1:08:36.000]  And we really see it as being the next spark.
[1:08:36.000 --> 1:08:43.000]  We were very concerned in the wake of that shooting that they already had a planned protest across the country, all the ICE facilities.
[1:08:43.000 --> 1:08:49.000]  We really expected something to happen there and decided that we needed to have a presence.
[1:08:49.000 --> 1:08:58.000]  We had discussed it for about 24 hours had actually only seven of our members that were available within an hour to get down there.
[1:08:58.000 --> 1:09:09.000]  Once people started to gather and they're outnumbered, you know, close to 10 to one and group of Antifa, just like they were trying to do across the country, started walking over towards the flag.
[1:09:09.000 --> 1:09:18.000]  Our guys recognized it, then they went running over there and just intercepted it, stood in front of the flag and sat there and guarded it for the entire protest.
[1:09:18.000 --> 1:09:26.000]  They didn't say a word, they were very friendly, they were very peaceful, they were just, very matter of fact, you will not take down our flag.
[1:09:26.000 --> 1:09:30.000]  And again, people say, oh, let them take it down, but it's more than symbolic.
[1:09:30.000 --> 1:09:42.000]  It's an act showing, in fact, try to cue that up and roll that footage of Aurora, Colorado, where an ICE facility, it's not even really, most of them aren't even Mexican or Hispanic.
[1:09:42.000 --> 1:09:49.000]  It's a bunch of white liberals pulling down the American flag, running up a Mexican flag and going, whoa!
[1:09:49.000 --> 1:09:51.000]  In fact, let's roll that audio for people.
[1:09:58.000 --> 1:10:03.000]  American flag taken down, Mexican flag run up, then they desecrate the American flag, run it up.
[1:10:03.000 --> 1:10:09.000]  These people are insane, they all want to get in here out of Mexico, but look, those are all white people.
[1:10:09.000 --> 1:10:15.000]  I mean, the left is really a grip of mentally ill, self-hating people, both your takes on that.
[1:10:15.000 --> 1:10:19.000]  Matt Marshall of 3% and founder of Elk Keepers here at Stewart Roads.
[1:10:19.000 --> 1:10:20.000]  Go ahead, Matt.
[1:10:20.000 --> 1:10:27.000]  Okay, so, I mean, it's very personal for a lot of us, especially as veterans or just people who love this country,
[1:10:27.000 --> 1:10:33.000]  who have literally been overseas and risked our lives for this flag, seeing friends of ours come home under the flag.
[1:10:33.000 --> 1:10:36.000]  If you know the history of the flagpole and the truck on the top,
[1:10:36.000 --> 1:10:41.000]  I mean, if you're being overrun, you're supposed to take the flag down, separate the stars from the stripes,
[1:10:41.000 --> 1:10:46.000]  light the flag on fire and there's a bullet in the truck and you're supposed to kill yourself so you can never surrender to the enemy.
[1:10:46.000 --> 1:10:53.000]  Yet, we're sitting back right now and there's people across the country just willingly watching them take the American flag down.
[1:10:53.000 --> 1:10:55.000]  These are citizens. This is an act of treason.
[1:10:55.000 --> 1:11:03.000]  They're denouncing their U.S. citizenship by removing the American flag and taking it down on U.S. soil to run up a foreign country's flag.
[1:11:03.000 --> 1:11:07.000]  And they know it's a military action because these are communists.
[1:11:07.000 --> 1:11:11.000]  Yeah, this is what you do when you take over territory. You rip down the flag.
[1:11:11.000 --> 1:11:16.000]  When you conquer a fort, for example, you tear down the flag of the enemy and you raise your flag to cheers.
[1:11:16.000 --> 1:11:17.000]  This is exactly what they were doing.
[1:11:17.000 --> 1:11:21.000]  And Matt said, this is not simply, you know, it's not even free speech.
