[00:00:00.109 --> 00:00:00.329]  Hey!
[00:24:41.943 --> 00:24:43.664]  Call Calvin Pure Soap at 1-800-340-7091.
[00:24:43.684 --> 00:24:44.145]  That's 1-800-340-7091.
[00:24:44.165 --> 00:24:46.686]  Or log on to 5starsoap.com now for a free catalog.
[00:24:53.391 --> 00:24:56.117]  Again, that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[00:25:00.959 --> 00:25:11.566]  What would your life be like if you woke up each morning with new vitality, feeling better than you have in years, and you noticed a difference in your sleeping patterns, blood sugar levels, and had a sense of well-being overall?
[00:25:11.866 --> 00:25:15.789]  There's something that is changing thousands of people's lives, and you could be one of them.
[00:25:16.049 --> 00:25:17.870]  It's called Heart and Body Extract.
[00:25:18.190 --> 00:25:23.654]  Sharon Harris, co-creator of Heart and Body Extract, talks about the positive effects of Heart and Body Extract.
[00:25:23.814 --> 00:25:33.577]  What happens with the formula Heart and Body Extract is it's giving the body the necessary vitamins, minerals, amino acids, enzymes and phytonutrients so the body will heal itself.
[00:25:33.837 --> 00:25:40.099]  And yes, the body does have the ability to balance blood pressure, balance cholesterol, clean and unclog the arteries.
[00:25:40.339 --> 00:25:43.640]  It can also work on balancing the circulation for diabetics.
[00:25:43.680 --> 00:25:45.501]  So the body is an amazing thing.
[00:25:45.741 --> 00:25:48.842]  It simply needs some help so it has the tools to heal itself.
[00:25:49.182 --> 00:25:52.446]  Here are just a few of the benefits associated with heart and body extract.
[00:25:52.626 --> 00:25:55.710]  Blood sugar, cholesterol, and circulation levels return to normal.
[00:25:55.990 --> 00:25:57.051]  Arteries unclog.
[00:25:57.311 --> 00:25:59.113]  Angina is gone in just a few days.
[00:25:59.374 --> 00:26:00.795]  Blood pressure goes back to normal.
[00:26:00.956 --> 00:26:03.238]  An irregular heartbeat returns to normal.
[00:26:04.059 --> 00:26:04.339]  Thank you.
[00:26:20.322 --> 00:26:39.808]  I have a best experience when it was a gentleman who was a colleague of mine for many many years and so we got him this product and he could not walk from his house to the mailbox to get his mail because he had congestive heart failure and after being on this product for about four to six weeks he was able to walk 50 minutes per day and after two months he was walking up to three miles per day.
[00:26:39.968 --> 00:26:41.088]  Heart and body extract
[00:26:41.348 --> 00:26:44.891]  You're listening to GCN, the Genesis Communications Radio Network.
[00:27:17.913 --> 00:27:20.754]  Corruption never had a worse enemy.
[00:27:21.734 --> 00:27:24.116]  You're locked into the Alex Jones Show.
[00:27:29.898 --> 00:27:31.159]  Welcome back, my friends.
[00:27:31.399 --> 00:27:33.800]  Okay, let's get into the war news.
[00:27:34.821 --> 00:27:41.364]  Alan Greenspan, who was Fed Chairman for close to 20 years, has now come out with a new book
[00:27:42.336 --> 00:27:53.641]  Where he says that Bush was horrible when it came to the economy, and put us into all this terrible debt, and that the war was done because Bush and the oil companies wanted the oil.
[00:27:56.222 --> 00:28:00.224]  Dick Cheney, part of PNAC, Project for the American Century,
[00:28:01.019 --> 00:28:10.521]  Zbigniew Brzezinski, founder of the Trilateral Commission, National Security Advisor, and many others, and the Pentagon, War College, the Naval and Army and Marine, all the major war colleges, told us why.
[00:28:10.541 --> 00:28:13.741]  It was never widely distributed on the news, but they were quite honest.
[00:28:13.761 --> 00:28:22.563]  They always have their version for academics that's the truth, or close to truth, and then what they tell the public, who can't find Iraq on a map or know what a Shiite or a Sunni is.
[00:28:23.243 --> 00:28:24.543]  I mean, they know you're ill-informed.
[00:28:25.003 --> 00:28:26.063]  I'm here trying to inform you.
[00:28:26.083 --> 00:28:29.324]  I know a lot of you are more informed than I am, but generally the public's not informed.
[00:28:31.002 --> 00:28:33.443]  And that was that they wanted to break Iraq into three parts.
[00:28:33.463 --> 00:28:35.083]  This is the official plan.
[00:28:35.663 --> 00:28:57.809]  And then spread sectarian violence into Iran and Syria, and bring down the whole region into third world status, and then actually reduce the amount of oil being pumped out, because so much oil has been found in Russia, so much oil has been found in Mexico, so much oil has been found in the North Sea, all over the world, that there is a glut of oil, too much oil, and they're trying to create artificial scarcity.
[00:28:58.109 --> 00:28:59.990]  Meanwhile today, the Times of London,
[00:29:01.691 --> 00:29:08.818]  Has the head of Dutch Rochelle saying, oh my gosh, peak oil, there's not enough oil, we're running out of oil, oil's going to go up to 160 a barrel.
[00:29:09.519 --> 00:29:13.723]  That's because they want to have unfair profits through a oligopoly.
[00:29:14.023 --> 00:29:15.885]  That's groups getting together and forming a monopoly.
[00:29:17.366 --> 00:29:23.752]  Well, we know 12 years ago, the BBC and Greg Pallis reported that they got the documents from Dutch Rochelle where they created the peak oil fraud.
[00:29:23.792 --> 00:29:24.593]  So, again,
[00:29:25.365 --> 00:29:26.186]  They're running scams.
[00:29:26.206 --> 00:29:30.771]  They claim it's little environmentalists in Alaska blocking oil being pumped out.
[00:29:31.011 --> 00:29:33.814]  They just use them as their fronts to blame, ladies and gentlemen.
[00:29:34.035 --> 00:29:38.319]  The oil companies don't want that oil pumped out because, again, there's too much oil.
[00:29:38.359 --> 00:29:39.280]  We got the documents in 2000.
[00:29:39.320 --> 00:29:39.541]  AP did.
[00:29:41.150 --> 00:29:42.010]  Uh, during lawsuits.
[00:29:42.370 --> 00:29:46.912]  And it turned out, these were documents from 95 and 96, the big five oil companies in the U.S.
[00:29:47.352 --> 00:29:58.255]  Exxon Mobil, Chevron, list goes on and on, saying we need to buy up the 200 plus refineries that are privately owned and close them because there's too much oil, this will create a bottleneck.
[00:29:58.895 --> 00:30:04.877]  Again, it is not the little, uh, hippies up there in Alaska blocking the oil being pumped.
[00:30:05.457 --> 00:30:06.957]  They're used as the front.
[00:30:07.037 --> 00:30:08.098]  I want to explain this to you.
[00:30:08.618 --> 00:30:09.698]  Well, it's the same thing here.
[00:30:10.868 --> 00:30:13.789]  Greenspan has a lot more power than Bush ever did.
[00:30:13.869 --> 00:30:19.430]  Greenspan works directly for the private shareholders of the New York Federal Reserve that took over this country in 1913.
[00:30:19.690 --> 00:30:23.571]  Greenspan wrote books about it in the 1960s.
[00:30:24.151 --> 00:30:32.274]  In the 70s it was republished in a book by Ayn Rand, a collection of essays titled, Capitalism the Unrealized Dream.
[00:30:32.654 --> 00:30:37.815]  Two essays written by Greenspan admitting the Federal Reserve is private and runs everything and is criminal.
[00:30:38.476 --> 00:30:45.702]  He was such a powerful economist in New York and hurting him, and owning a gold brokerage firm, that they came and bought him off.
[00:30:45.922 --> 00:30:46.983]  That's part of the record!
[00:30:47.403 --> 00:30:49.265]  Greenspan was like Alex Jones!
[00:30:49.665 --> 00:30:50.045]  Okay?
[00:30:50.846 --> 00:30:51.987]  Except a top economist.
[00:30:52.467 --> 00:30:54.149]  Not somebody with a draw from Texas.
[00:30:55.050 --> 00:31:00.574]  Bottom line, I mean, I don't want to hear from you the Federal Reserve isn't private and run by offshore corporations and running scams.
[00:31:01.355 --> 00:31:05.398]  Alan Greenspan wrote a book saying it.
[00:31:06.593 --> 00:31:07.613]  The thing is a best-seller.
[00:31:07.693 --> 00:31:08.754]  It's at Barnes & Noble's.
[00:31:09.214 --> 00:31:10.934]  Capitalism, the unrealized dream.
[00:31:11.214 --> 00:31:12.014]  I don't want to hear it!
[00:31:12.914 --> 00:31:15.495]  I go off lawsuit documents, AP.
[00:31:15.975 --> 00:31:18.756]  I go off Dutch Royal Shell documents, BBC.
[00:31:19.016 --> 00:31:22.537]  I go after the actual people that are saying it and doing it.
[00:31:24.257 --> 00:31:26.858]  And I get mad because they're hurting our economy.
[00:31:26.878 --> 00:31:28.558]  They're hurting the average family out there.
[00:31:28.738 --> 00:31:30.478]  I mean, it's hard for me to fill up.
[00:31:30.538 --> 00:31:31.319]  I filled up today.
[00:31:32.059 --> 00:31:33.099]  There's plenty of oil.
[00:31:34.975 --> 00:31:39.840]  Well, now they're trying to put all the evils, and they do this at the end of every administration, just like they did with Clinton.
[00:31:39.960 --> 00:31:42.682]  Clinton's evil, didn't like him exposing, but he was a puppet.
[00:31:43.363 --> 00:31:45.164]  And it's like birdcage liner, that's my analogy.
[00:31:45.925 --> 00:31:55.654]  They're the bird inside the cage, they soil it, and then everything that's blamed on the birdcage, not the bird, they remove it, they blame everything on Bush, who is a horrible person, but still a puppet, and then they move on from there.
[00:31:56.383 --> 00:31:59.684]  And this is the Times of London, it's Reuters, it's all over the news.
[00:32:00.105 --> 00:32:02.966]  Alan Greenspan claims Iraq war was really for oil.
[00:32:03.406 --> 00:32:10.669]  America's elder statesman of finance, Alan Greenspan, has shaken the White House by declaring that the prime motive for the war in Iraq was oil.
[00:32:11.129 --> 00:32:17.732]  You actually read the PNAC documents, oil was only one part of five major reasons.
[00:32:19.219 --> 00:32:31.049]  It was mainly about putting troops in Iraq to project power into Iran and Syria and to destabilize the region, and then secondarily it was about oil, cutting off the oil supply so they could drive up prices.
[00:32:31.289 --> 00:32:33.050]  Remember what Saddam was in trouble for?
[00:32:33.070 --> 00:32:34.872]  Do yourself a favor, don't believe me.
[00:32:35.312 --> 00:32:44.880]  Go to the UT library, or if you're in Kansas City, go to your local library, and go to the microfiche, and pull up, in the months before the invasion of Iraq,
[00:32:46.770 --> 00:32:49.413]  Washington Post, New York Times articles, I remember it.
[00:32:50.474 --> 00:32:51.435]  And I've gone and done this.
[00:32:53.276 --> 00:32:54.438]  I've gone and pulled the articles.
[00:32:54.578 --> 00:32:56.520]  And we've covered them on my television show here locally.
[00:32:56.560 --> 00:32:57.501]  We've covered them on the web.
[00:32:58.582 --> 00:32:59.162]  They went and
[00:33:00.871 --> 00:33:03.392]  He said to Saddam, stop over-pumping.
[00:33:03.432 --> 00:33:09.994]  You've driven oil prices down to 85, 90 cents a gallon of gas, and we don't appreciate this.
[00:33:10.014 --> 00:33:10.655]  You're over-pumping.
[00:33:10.675 --> 00:33:12.936]  He said, I owe 30 plus billion dollars to the U.S.
[00:33:12.996 --> 00:33:15.436]  alone for loans you gave me to attack Iran.
[00:33:15.977 --> 00:33:17.697]  I'm a good known CIA agent.
[00:33:17.737 --> 00:33:19.478]  You trained me when I was 18 years old.
[00:33:19.718 --> 00:33:20.859]  He publicly gave speeches.
[00:33:21.079 --> 00:33:22.139]  I'm pro-America.
[00:33:22.459 --> 00:33:23.700]  Why are you doing this to me?
[00:33:23.740 --> 00:33:25.000]  I'm not defending Saddam, folks.
[00:33:25.180 --> 00:33:26.020]  I'm giving you the history.
[00:33:27.281 --> 00:33:30.022]  They set him up because he was over-pumping.
[00:33:30.771 --> 00:33:36.572]  And then, of course, it's about hundreds of billions a year in no-bid weapons contracts now up to 1.2 trillion in the last four and a half years.
[00:33:36.592 --> 00:33:37.432]  That's official numbers.
[00:33:38.192 --> 00:33:39.953]  We currently have spent 1.2 trillion.
[00:33:40.833 --> 00:33:41.253]  And growing.
[00:33:42.793 --> 00:33:46.034]  And, of course, it was also about demonizing the U.S.
[00:33:46.094 --> 00:33:47.634]  worldwide to make the E.U.
[00:33:47.654 --> 00:33:51.455]  the new power center so they could play the good cop when the families that run the E.U.
[00:33:51.595 --> 00:33:53.915]  are the very same families that own our private Federal Reserve.
[00:33:54.495 --> 00:33:59.496]  So, Greenspan's being hailed right now for coming out and attacking Bush.
[00:34:00.524 --> 00:34:22.974]  And I've said it over and over again the last few years, when the central bankers, Bernanke and others, and Paul Volckler, former head of the Federal Reserve, was doing this two weeks ago, when they start coming out and putting all the blame on Bush and saying we're going to have a recession and it could be a depression, and when they start saying the subprime woes aren't our fault, and when they start posing as the saviors, when they engineer, they run the country, not the President.
[00:34:25.235 --> 00:34:26.376]  When this starts to happen,
[00:34:27.043 --> 00:34:29.044]  You get ready for really serious times.
[00:34:29.124 --> 00:34:30.284]  And I'm freaked out right now.
[00:34:30.585 --> 00:34:34.826]  They're doing it, the balloon is going up, and I am completely freaked out.
[00:34:34.866 --> 00:34:35.707]  That's all I can tell you.
[00:34:36.247 --> 00:34:37.468]  This is absolutely incredible.
[00:34:39.168 --> 00:34:48.613]  And other news, top experts who watch the developments towards war say that they believe that it's a green light for war with Iran.
[00:34:48.953 --> 00:34:50.573]  Later in the next hour, I'm going to get into that.
[00:34:50.974 --> 00:34:53.054]  Israel blew apart Syrian nuclear cash.
[00:34:53.094 --> 00:34:54.035]  Times of London again.
[00:34:54.850 --> 00:34:56.812]  Uh, this is not news of the weird saying this.
[00:34:56.832 --> 00:34:57.913]  This is mainstream news.
[00:34:58.653 --> 00:35:00.074]  Uh, probably more disinfo.
[00:35:00.555 --> 00:35:03.577]  But, uh, we'll go over that for you later.
[00:35:07.080 --> 00:35:09.122]  There's also the bank run news I'm gonna get to later.
[00:35:09.162 --> 00:35:11.023]  But right now, let's get to some of your phone calls.
[00:35:11.984 --> 00:35:14.106]  Let's talk to Mario in New York.
[00:35:14.246 --> 00:35:16.268]  Says he disagrees that I'm crazy.
[00:35:16.688 --> 00:35:17.809]  Mario, you're on the air.
[00:35:17.829 --> 00:35:18.189]  Go ahead.
[00:35:18.209 --> 00:35:19.430]  Hello?
[00:35:19.651 --> 00:35:20.151]  Yes, go ahead.
[00:35:21.432 --> 00:35:22.033]  Hi Alex.
[00:35:22.053 --> 00:35:22.093]  Um...
[00:35:25.516 --> 00:35:28.718]  I wanted to know when is the exchange final cut coming out?
[00:35:28.738 --> 00:35:30.800]  Well, where are these documents?
[00:35:30.820 --> 00:35:32.041]  Nobody's seen them.
[00:35:53.456 --> 00:35:55.798]  Well, it sounds like you haven't looked for them.
[00:35:55.918 --> 00:36:07.366]  I just told you Associated Press in 2000 had several articles and links to the documents about the oil companies wanting to shut down 200 plus refineries in the U.S.
[00:36:07.446 --> 00:36:12.690]  saying in their own documents, in an antitrust suit, saying that they wanted to reduce supply.
[00:36:14.671 --> 00:36:16.052]  So hold on, hold on!
[00:36:16.332 --> 00:36:22.937]  Just because you're ignorant, and just because you haven't tried to look for them, you just call in and say, where are these documents?
[00:36:24.119 --> 00:36:25.220]  They're on PrisonPlanet.com.
[00:36:25.240 --> 00:36:30.282]  They've been engaging in corruption like this for years, but it's never come to fruition.
[00:36:30.462 --> 00:36:35.764]  Oh, so now they've been corrupt for a long time, but... I mean, listen, you can hardly talk.
[00:36:36.384 --> 00:36:38.645]  And all you people that disagree with me are like you.
[00:36:39.126 --> 00:36:40.486]  I mean, you don't know anything!
[00:36:40.706 --> 00:36:43.207]  You're like one-fifth of Americans who can't find the U.S.
[00:36:43.267 --> 00:36:43.688]  on a map!
[00:36:43.948 --> 00:36:44.808]  Listen here, punk!
[00:36:45.088 --> 00:36:46.169]  All I do is research!
[00:36:46.389 --> 00:36:47.449]  I know what I'm talking about!
[00:36:47.629 --> 00:36:48.610]  I'm here warning you!
[00:36:48.750 --> 00:36:49.770]  You understand me?
[00:36:49.890 --> 00:36:51.571]  You shut your little punk mouth!
[00:36:51.951 --> 00:36:52.912]  We're gonna be right back.
[00:36:52.932 --> 00:36:53.412]  Stay with us.
[00:37:00.717 --> 00:37:05.798]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[00:37:05.878 --> 00:37:13.180]  These awesome elements are used in Berkey purification systems and they can also be used to upgrade most other gravity filtration systems.
[00:37:13.320 --> 00:37:23.963]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes and chemicals such as chlorine, atrazine, styrene and MTBE.
[00:37:24.163 --> 00:37:28.744]  These elements also reduce unwanted heavy metals such as lead, mercury and aluminum.
[00:37:28.984 --> 00:37:29.704]  Unbelievably,
[00:37:29.924 --> 00:37:33.967]  They even remove small micro-particulate from water like food coloring particles.
[00:37:34.187 --> 00:37:37.149]  Yeah, they leave in the nutritional minerals that your body needs.
[00:37:37.349 --> 00:37:47.216]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[00:37:47.256 --> 00:37:52.099]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium at 888-803-4438.
[00:37:52.199 --> 00:37:54.220]  That's 888-803-4438 or order on the web at berkeywater.com.
[00:38:00.865 --> 00:38:03.487]  Hello, this is Alex Jones with some important questions.
[00:38:03.868 --> 00:38:08.852]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:38:09.212 --> 00:38:10.954]  My answer would be all I can get.
[00:38:11.254 --> 00:38:15.998]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:38:16.238 --> 00:38:16.699]  We're good to go.
[00:38:34.022 --> 00:38:35.042]  We have a good food supply.
[00:38:35.423 --> 00:38:38.944]  Food is your ammunition to fight for your freedom and your life.
[00:38:39.244 --> 00:38:40.244]  How much will you need?
[00:38:40.485 --> 00:38:41.085]  We don't know.
[00:38:41.385 --> 00:38:42.285]  How much do you want?
[00:38:42.485 --> 00:38:43.226]  All you can get.
[00:38:43.426 --> 00:38:44.266]  I'm Alex Jones.
[00:38:44.506 --> 00:38:47.267]  I want all of you good guys to live to fight another day.
[00:38:47.567 --> 00:38:49.568]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:38:49.588 --> 00:38:50.248]  Again, that number 1-800-409-5633.
[00:39:02.068 --> 00:39:05.791]  Hey, back to the show in just a sec, but before that, have you guys heard about this?
[00:39:06.171 --> 00:39:12.517]  There's this computer program that literally has newcomers to the Internet earning tens of thousands of dollars.
[00:39:12.637 --> 00:39:22.725]  See, this program lets you start selling high-profit products on the Internet using sites like eBay, selling stuff like digital cameras and iPod accessories, even plasma TVs.
[00:39:22.925 --> 00:39:24.687]  Now, here's the part I think's interesting.
[00:39:24.807 --> 00:39:29.831]  You can make all this money selling products that you never have to see or store or pay for.
[00:39:31.232 --> 00:39:35.174]  And there's a company that's giving out a CD for free that tells you how to get started with it.
[00:39:35.474 --> 00:39:41.696]  The number for the free CD is, uh, it's here, it's 1-800-229-7758.
[00:39:42.336 --> 00:39:46.038]  Looks like your computer does the work while you basically collect the money.
[00:39:46.158 --> 00:39:48.219]  Seems like an easy way to run a business out of your house.
[00:39:48.639 --> 00:39:52.140]  Anyway, to get the free CD, you call Internet Speedway at 1-800-229-7758.
[00:39:52.160 --> 00:39:52.220]  1-800-229-7758.
[00:39:59.582 --> 00:40:06.565]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:40:06.785 --> 00:40:08.046]  We got immediate results.
[00:40:08.366 --> 00:40:13.088]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:40:13.388 --> 00:40:14.189]  Do you know how to fix it?
[00:40:14.589 --> 00:40:23.293]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation, the program that helps you fix every behavior problem under the sun.
[00:40:23.693 --> 00:40:28.698]  Defiance, back talking, lying, acting out in school, even problems with ADD and ADHD.
[00:40:28.918 --> 00:40:31.701]  There's no screaming, no fighting, no frustration.
[00:40:32.001 --> 00:40:36.946]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:40:37.286 --> 00:40:41.030]  Your child will listen to you again and you'll get peace and sanity back into your home.
[00:40:41.350 --> 00:40:41.991]  I guarantee it.
[00:40:42.391 --> 00:40:46.615]  Call now and get how to turn your child's attitude around in one minute or less free with your order.
[00:40:46.715 --> 00:40:47.435]  1-800-373-0402 1-800-373-0402 Call now!
[00:40:47.455 --> 00:40:48.936]  1-800-373-0402 1-800-373-0402 This is the GCN Radio Network.
[00:40:48.976 --> 00:40:50.396]  Home to hard-hitting talk radio.
[00:40:50.516 --> 00:40:51.897]  Crushing through the lies and disinformation.
[00:41:16.559 --> 00:41:17.560]  It's Alex Jones.
[00:41:19.761 --> 00:41:22.142]  You know, I rarely blow up at somebody who disagrees.
[00:41:22.222 --> 00:41:24.564]  In fact, we disagree to go to the head of the line like Mario did.
[00:41:24.604 --> 00:41:26.105]  But, I mean, he's a complete moron!
[00:41:27.246 --> 00:41:31.848]  He calls in and says I'm basically not telling the truth about stuff, then he goes, ah, corruption's always been there.
[00:41:32.269 --> 00:41:36.031]  Yeah, and it comes to a head and you get a Hitler, or a Stalin, or a Mao.
[00:41:37.292 --> 00:41:39.773]  Look, we're losing our freedoms here, and I'm upset about it!
[00:41:41.634 --> 00:41:43.195]  Hey, but he's not as bad as some people.
[00:41:43.756 --> 00:41:46.057]  This guy is a little fake conservative,
[00:41:47.106 --> 00:41:56.008]  You know, I like Ronald Reagan in many ways, and it's a shame that people like this guy, you know, did photography for Ronald Reagan, George Bush Sr.
[00:41:56.048 --> 00:41:56.468]  as well.
[00:41:57.368 --> 00:42:03.529]  He writes little articles for the neocons, and he put up on YouTube that I should be arrested for treason and fried.
[00:42:04.009 --> 00:42:05.089]  So I should be killed!
[00:42:05.910 --> 00:42:07.690]  No, I'm a real conservative.
[00:42:08.750 --> 00:42:09.970]  I've studied the documents.
[00:42:10.410 --> 00:42:13.071]  I know that most terrorism is government-sponsored and inside jobs.
[00:42:14.116 --> 00:42:17.799]  I know the people running our country want to bring in a new world order, and they've said they want to.
[00:42:18.360 --> 00:42:19.961]  Okay, I'm defending the Republic.
[00:42:20.241 --> 00:42:21.882]  I'm upset about what's happening.
[00:42:22.863 --> 00:42:26.947]  And all over the place, top national talk show hosts have called for my arrest.
[00:42:27.447 --> 00:42:29.709]  They've said I need to go to a concentration camp.
[00:42:29.769 --> 00:42:33.372]  Michelle Malkin has said people who disagree with the government should go to a concentration camp.
[00:42:34.393 --> 00:42:37.735]  It is so un-American to then claim, we're in a time of war!
[00:42:38.196 --> 00:42:42.039]  And so, because Lincoln arrested people, Alex Jones should be arrested!
[00:42:43.633 --> 00:42:44.454]  It's incredible!
[00:42:44.754 --> 00:42:51.141]  And that's the argument they're pushing, and that's, uh, there have been a bunch of news articles about neocons pushing this and wanting this and saying this.
[00:42:52.863 --> 00:42:55.425]  Let's just go ahead and play about 30 seconds of this, uh, creature.
[00:42:55.486 --> 00:42:55.826]  Here it is.
[00:42:56.427 --> 00:42:58.709]  Hi.
[00:42:58.989 --> 00:42:59.650]  Gordon Bloyer here.
[00:43:00.382 --> 00:43:01.402]  Hey, it's September 11th.
[00:43:01.562 --> 00:43:13.467]  It's time to remember when two planes went into the towers in New York City, when one plane went into the Pentagon in Washington, D.C., and one plane went down in Pennsylvania.
[00:43:15.248 --> 00:43:19.029]  The fact is, these things did happen as you saw them on television.
[00:43:19.651 --> 00:43:20.992]  There was no conspiracy.
[00:43:21.052 --> 00:43:23.975]  There are no bombs placed in the World Trade Center.
[00:43:24.556 --> 00:43:26.137]  The facts are clear.
[00:43:26.237 --> 00:43:29.420]  There are no unanswered questions.
[00:43:29.960 --> 00:43:31.402]  There is no conspiracy.
[00:43:31.862 --> 00:43:34.785]  People who are out there lying like Alex Jones
[00:43:35.525 --> 00:43:38.687]  Are undermining our efforts to fight these terrorists.
[00:43:39.387 --> 00:43:40.788]  They are committing treason.
[00:43:41.328 --> 00:43:44.770]  When you lie in a time of war, you are committing treason.
[00:43:44.970 --> 00:43:50.913]  Remember friends, a lie is not a point of view and it's not an opinion.
[00:43:51.133 --> 00:43:51.973]  It's just a lie.
[00:43:52.413 --> 00:43:54.955]  And a lie in a time of war is treason.
[00:43:55.215 --> 00:43:57.136]  It's giving aid and comfort to the enemy.
[00:43:57.156 --> 00:44:01.558]  It's time for Alex Jones to be arrested for treason and tried.
[00:44:02.242 --> 00:44:03.723]  You little soft blowhard!
[00:44:20.006 --> 00:44:21.207]  You fake conservative.
[00:44:21.788 --> 00:44:30.374]  The people that have introduced Senate Amendment 2237 for total complete amnesty of 30 million illegal aliens who can then bring 12 family members apiece.
[00:44:30.695 --> 00:44:32.556]  What is 12 times 30 million?
[00:44:33.017 --> 00:44:34.298]  That's more than 300 million.
[00:44:34.438 --> 00:44:35.579]  That's more than is already here.
[00:44:36.199 --> 00:44:37.600]  There's six and a half billion people.
[00:44:37.640 --> 00:44:38.481]  They all want to come here.
[00:44:38.701 --> 00:44:41.063]  This is admittedly to bring in the North American Union.
[00:44:41.223 --> 00:44:45.807]  We have the official documents and neocons are all over talk radio denying it exists!
[00:44:47.310 --> 00:44:53.616]  And I'm just here desperately... I mean, I remember three weeks ago we learned that continuity of government had been handed over to the U.N.
[00:44:53.916 --> 00:44:58.941]  First Bush takes it away from Congress, then he gives it to the U.N., and it's declassified!
[00:45:01.388 --> 00:45:05.491]  And then we got people like this, because I'm here exposing government-sponsored terrorism.
[00:45:05.751 --> 00:45:09.294]  Hey, buddy, I was saying 12 years ago Gulf of Tonkin was staged.
[00:45:09.334 --> 00:45:10.935]  It's now completely declassified.
[00:45:11.175 --> 00:45:17.239]  The LBJ tapes of him on the phone from the ranch in Johnson City up to McNamara in D.C.
[00:45:17.299 --> 00:45:19.081]  about how they were going to stage it are released!
[00:45:19.301 --> 00:45:20.302]  It's on C-SPAN!
[00:45:21.362 --> 00:45:26.326]  The Israelis just declassified, but they staged that hostage crisis with Idi Amin.
[00:45:26.586 --> 00:45:27.647]  That's Jerusalem Post!
[00:45:31.218 --> 00:45:31.918]  It's incredible!
[00:45:32.038 --> 00:45:33.318]  And what do the Pentagon documents say?
[00:45:33.358 --> 00:45:37.079]  They say we're going to... P-2-O-G is the name of the whole Pentagon office.
[00:45:37.139 --> 00:45:37.779]  Six billion a year.
[00:45:38.119 --> 00:45:45.761]  They say we're going to go into Iraq, we're going to blow the place to bits, we're going to destabilize it, and then it's going to create real terrorists, which we want to then spread the crisis!
[00:45:46.581 --> 00:45:47.781]  That's a Pentagon document!
[00:45:47.901 --> 00:45:51.722]  P... Letter P... Number 2... O... G!
[00:45:51.742 --> 00:45:53.522]  It's real easy!
[00:45:53.662 --> 00:45:54.062]  Google it!
[00:45:54.922 --> 00:45:55.302]  A-P!
[00:45:55.522 --> 00:45:55.882]  Reuters!
[00:45:56.082 --> 00:45:56.582]  UPI!
[00:45:57.563 --> 00:45:58.183]  Five years ago!
[00:45:58.203 --> 00:45:59.763]  A year and a half before the invasion!
[00:46:02.091 --> 00:46:02.751]  I don't know, 2002.
[00:46:02.791 --> 00:46:03.952]  How long ago was that?
[00:46:03.972 --> 00:46:04.692]  Almost five years ago.
[00:46:06.353 --> 00:46:06.853]  You know what?
[00:46:06.933 --> 00:46:07.993]  Play the CNN clip.
[00:46:08.013 --> 00:46:10.474]  Now literally, I have like 30 or 40 of these.
[00:46:10.514 --> 00:46:11.314]  I haven't counted them up.
[00:46:12.035 --> 00:46:17.677]  I've got the cops on local TV in New York saying, liquid steel melting and rolling and...
[00:46:18.746 --> 00:46:19.786]  Jethro doesn't do that, folks.
[00:46:20.087 --> 00:46:29.070]  I have the firefighters, police, emergency workers, EMTs, military people saying they were told to get back from Building 7, the 47-story building, that the government was going to blow it up.
[00:46:29.130 --> 00:46:33.972]  And the owner goes on PBS and says, yeah, we gave the order to pull it, gave the order to wash it, come down, demolition term.
[00:46:34.173 --> 00:46:37.534]  And then next they cut to the demolitions expert going, yeah, pull it means we blew it up.
[00:46:48.620 --> 00:47:15.175]  Just in the last few seconds another building, building number seven, one of the buildings in support of the World Trade Center towers has collapsed.
[00:47:17.995 --> 00:47:19.015]  Now, what did you just hear?
[00:47:19.416 --> 00:47:28.980]  You heard CNN with two cops on tape, 200 yards, in front of Building 7, saying, get back, keep your eye on that building, they're about to blow it up, it's about to come down, they're about to blow it up.
[00:47:29.280 --> 00:47:29.640]  Cops!
[00:47:29.860 --> 00:47:30.400]  On video!
[00:47:30.741 --> 00:47:34.562]  Now, we didn't just stop there, we went and interviewed the cops!
[00:47:35.483 --> 00:47:36.903]  I was just in New York!
[00:47:36.983 --> 00:47:37.884]  Guess what I did?
[00:47:38.364 --> 00:47:40.005]  And we interviewed the EMTs!
[00:47:40.305 --> 00:47:42.946]  And we have a big... Let me see here.
[00:47:43.815 --> 00:47:44.695]  How many pages?
[00:47:44.936 --> 00:47:55.781]  Seven page article with video and audio links to all the people we interviewed because they tell you about the 22nd countdown!
