[00:00:02.250 --> 00:00:02.771]  Hey!
[00:23:13.981 --> 00:23:17.464]  The revolutionary Berkey Light removes pathogenic bacteria.
[00:23:17.824 --> 00:23:18.344]  We're good to go!
[00:23:45.299 --> 00:23:48.040]  Do you know the secret to reading a thousand percent faster?
[00:23:48.060 --> 00:23:48.340]  That's right!
[00:23:48.360 --> 00:23:52.442]  The secret that could allow you to read ten books in the time it takes others to read just one?
[00:24:10.686 --> 00:24:13.429]  Hi, I'm Jeff Flam, founder of Infinite Mind.
[00:24:13.889 --> 00:24:18.714]  I'd like to send you a free demo of this secret, developed by a leading expert in brain function.
[00:24:19.094 --> 00:24:23.017]  Experience with this free demo the secret to reading a thousand percent faster.
[00:24:23.238 --> 00:24:25.600]  Call now to try this demo absolutely free.
[00:24:25.880 --> 00:24:29.123]  Imagine how reading ten times faster could help your entire family.
[00:24:29.363 --> 00:24:36.390]  Kids do better in school, teens can score higher on their college entrance exams, and busy adults can gain that ever-important edge at work.
[00:24:36.770 --> 00:24:41.394]  This free demo of IQ is only available for a limited time, so call now.
[00:24:41.755 --> 00:24:46.499]  Just think how reading 10 times faster could improve your life and the life of your family.
[00:24:46.839 --> 00:24:49.201]  Call now to try this demo absolutely free.
[00:24:49.221 --> 00:24:49.622]  Dial 1-800-990-1878.
[00:24:49.642 --> 00:24:49.982]  That's 1-800-990-1878.
[00:24:50.002 --> 00:24:50.062]  1-800-990-1878.
[00:25:00.211 --> 00:25:00.631]  Attention!
[00:25:00.791 --> 00:25:02.733]  This is an urgent GCN News Bulletin.
[00:25:02.933 --> 00:25:07.195]  Honeybees are now mysteriously vanishing at an astonishing pace across the entire country.
[00:25:07.355 --> 00:25:10.277]  Why is this urgent message about honeybees so desperately important?
[00:25:10.517 --> 00:25:11.478]  The answer is easy.
[00:25:11.618 --> 00:25:17.841]  You see, honeybees produce a unique compound, fed only to the queen, that makes her live six times longer than other bees in the hive.
[00:25:18.042 --> 00:25:22.084]  Some researchers now believe the compound may have miraculous effects on humans as well.
[00:25:22.284 --> 00:25:23.865]  The compound is called royal jelly.
[00:25:24.005 --> 00:25:28.186]  And is now available in an all-new, ultra-purified form called Gelosene Gold.
[00:25:28.386 --> 00:25:33.788]  The product has been designed for purity-conscious Americans who are concerned about contaminated royal jelly entering the U.S.
[00:25:33.808 --> 00:25:34.288]  from Asia.
[00:25:34.488 --> 00:25:38.850]  Solutions from Science is the only company authorized to sell Gelosene Gold in the U.S.
[00:25:39.070 --> 00:25:42.991]  They believe it to be the purest, most potent, and safest form of royal jelly in the world.
[00:25:43.191 --> 00:25:43.632]  We're good.
[00:25:59.910 --> 00:26:06.878]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:26:07.118 --> 00:26:08.359]  We got immediate results.
[00:26:08.720 --> 00:26:13.425]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:26:13.705 --> 00:26:14.526]  Do you know how to fix it?
[00:26:14.946 --> 00:26:20.312]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation.
[00:26:20.592 --> 00:26:23.674]  The program that helps you fix every behavior problem under the sun.
[00:26:24.014 --> 00:26:29.037]  Defiance, back talking, lying, acting out in school, even problems with ADD and ADHD.
[00:26:29.258 --> 00:26:32.019]  There's no screaming, no fighting, no frustration.
[00:26:32.319 --> 00:26:37.263]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:26:37.623 --> 00:26:41.345]  Your child will listen to you again and you'll get peace and sanity back into your home.
[00:26:41.665 --> 00:26:42.326]  I guarantee it.
[00:26:42.706 --> 00:26:46.929]  Call now and get how to turn your child's attitude around in one minute or less free with your order.
[00:26:47.449 --> 00:26:49.411]  1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-373-0402 1-800-
[00:27:15.604 --> 00:27:19.185]  Dismantling a false red-white paradigm.
[00:27:19.285 --> 00:27:20.845]  He's Alex Jones.
[00:27:20.945 --> 00:27:25.446]  Alright, Troy from West Virginia hasn't had enough.
[00:27:25.646 --> 00:27:27.647]  So, uh, here he is.
[00:27:27.707 --> 00:27:28.867]  He's on the air.
[00:27:29.887 --> 00:27:31.868]  Troy, uh, you put down your banjo.
[00:27:31.908 --> 00:27:33.248]  We're about to get you on air here.
[00:27:33.328 --> 00:27:35.328]  I like West Virginia better.
[00:27:35.368 --> 00:27:37.829]  He fits the bill, I tell you what.
[00:27:37.949 --> 00:27:39.509]  I thought us Texans did it on air.
[00:27:39.909 --> 00:27:43.050]  When it comes to hillbilly though, man, he's got, he's got a lot more on,
[00:27:44.252 --> 00:27:45.253]  On him than I did.
[00:27:45.273 --> 00:27:46.653]  Troy, you're on the air.
[00:27:46.693 --> 00:27:47.174]  Go ahead.
[00:27:47.734 --> 00:27:48.934]  I'm calling from Hurricane Rescue, Dean.
[00:27:48.954 --> 00:27:49.955]  You're not my Troy.
[00:27:50.115 --> 00:27:51.556]  Well, that's where your daddy's dealership is.
[00:27:51.576 --> 00:27:53.917]  You make prank calls and malicious calls from.
[00:27:53.977 --> 00:27:55.898]  I'm calling from Hurricane.
[00:27:55.958 --> 00:27:57.099]  I'm calling from home.
[00:27:57.119 --> 00:28:01.701]  Probably more wind to get out that number if you'd like me to.
[00:28:01.981 --> 00:28:03.362]  I mean, I really would rather you not.
[00:28:03.402 --> 00:28:04.242]  Delay him out if he does.
[00:28:04.262 --> 00:28:05.483]  We'll put you on hold if you try that.
[00:28:06.338 --> 00:28:06.578]  Okay.
[00:28:06.758 --> 00:28:16.243]  Listen, you can call into the show, you just can't call into the business number of a network during the week, lie your way on, deceitfully saying you're the guest, where the guest doesn't get on for 15 minutes.
[00:28:16.663 --> 00:28:18.124]  That's why you got a spanking, Troy.
[00:28:18.304 --> 00:28:19.044]  That's malicious.
[00:28:19.064 --> 00:28:22.046]  I know you got a spanking.
[00:28:22.726 --> 00:28:26.248]  But the reason I called... Did you lose your job or did your daddy lie?
[00:28:27.528 --> 00:28:28.489]  Lose my job for what?
[00:28:28.889 --> 00:28:31.330]  Your father told me he fired you for what you did.
[00:28:31.610 --> 00:28:32.431]  Is that not the case?
[00:28:35.092 --> 00:28:36.753]  He never said that to you.
[00:28:36.993 --> 00:28:37.893]  Yes, he did.
[00:28:37.913 --> 00:28:39.334]  What are you talking about?
[00:28:39.634 --> 00:28:40.895]  Alright, that's it.
[00:28:40.935 --> 00:28:43.276]  Monday, tomorrow, we're calling the dealership.
[00:28:43.976 --> 00:28:44.876]  That's it, Troy.
[00:28:44.896 --> 00:28:46.297]  Alright, what's on your mind today?
[00:28:47.117 --> 00:28:54.941]  I just want to remind you that your life's a waste, or you're accomplishing nothing, and you think you're defeating the world, or you're not defeating anybody.
[00:28:54.961 --> 00:28:58.342]  That's what I meant, to give you a bi-monthly reminder.
[00:28:58.382 --> 00:28:59.943]  How's football going at your college?
[00:29:01.583 --> 00:29:02.604]  Football at my college?
[00:29:03.988 --> 00:29:04.088]  WVU?
[00:29:04.108 --> 00:29:04.788]  I guess they ran yesterday.
[00:29:04.809 --> 00:29:05.829]  I guess not.
[00:29:05.889 --> 00:29:06.429]  Unfortunately.
[00:29:06.810 --> 00:29:08.451]  Well, I've never heard of them.
[00:29:31.221 --> 00:29:34.246]  I think you really admire me.
[00:29:34.387 --> 00:29:35.889]  I don't know why you call in here.
[00:29:36.951 --> 00:29:38.654]  Because you never really have any information.
[00:29:39.187 --> 00:29:40.768]  Well, I'm sorry, you get everything wrong.
[00:29:41.108 --> 00:29:45.970]  Well, that was very daring how you lied and said that you were Dr. Paul Craig Roberts, was it?
[00:29:46.250 --> 00:29:51.212]  Which guesses you lie about and then say you were the guest getting the back number at the network and getting on air.
[00:29:51.232 --> 00:29:53.113]  I don't know what you're talking about.
[00:29:53.153 --> 00:29:57.374]  I saw your producer card and he told me twice that an F-bomb was left tonight.
[00:29:57.414 --> 00:29:58.575]  That is not the case.
[00:29:58.615 --> 00:30:04.197]  We had your caller ID and everyone in the office said you sit around prank calling us all day.
[00:30:05.799 --> 00:30:06.740]  Come on in, Troy.
[00:30:06.780 --> 00:30:08.201]  Don't get me into this, buddy.
[00:30:08.221 --> 00:30:08.941]  That's a lie.
[00:30:08.961 --> 00:30:10.302]  Look, his name is John.
[00:30:10.543 --> 00:30:11.403]  His name is John.
[00:30:12.144 --> 00:30:13.464]  He said his name was John.
[00:30:13.625 --> 00:30:15.686]  I'm a producer, too, so I guess that's not me.
[00:30:15.706 --> 00:30:16.687]  I'm not John.
[00:30:16.767 --> 00:30:18.328]  Yeah, John Harmon didn't do that.
[00:30:18.348 --> 00:30:19.408]  Troy, I'm done talking to you.
[00:30:20.049 --> 00:30:21.750]  I got really serious stuff going on.
[00:30:23.771 --> 00:30:24.392]  Oh, boy.
[00:30:25.312 --> 00:30:27.454]  Absolutely amazing, ladies and gentlemen.
[00:30:27.494 --> 00:30:29.055]  That is what the neocons have left.
[00:30:30.993 --> 00:30:40.662]  We once had the greatest military on earth and now the AP reported last year that they actually are hiring around 20% of the new recruits have below an 80 IQ.
[00:30:40.742 --> 00:30:44.525]  Folks, 70 IQ is seriously retarded.
[00:30:45.586 --> 00:30:47.087]  Not knocking poor retarded people.
[00:30:47.127 --> 00:30:47.688]  Love them to death.
[00:30:48.008 --> 00:30:50.090]  Have one family member whose brain damaged.
[00:30:52.671 --> 00:30:55.554]  I'm probably a little brain damaged from all the fights and wrecks and things I've been in.
[00:30:55.854 --> 00:31:00.538]  The point is, is that ADIQ, and I saw these guys in New York being homely and security.
[00:31:00.858 --> 00:31:05.362]  The last few times I've been there, running around, ordering women around, searching bags, walking around the street.
[00:31:05.683 --> 00:31:08.385]  I mean, some of them literally can't talk.
[00:31:09.426 --> 00:31:12.629]  The caricatures in Virginia are like Einsteins compared to them.
[00:31:13.589 --> 00:31:15.391]  I got some video of these guys in Endgame.
[00:31:15.411 --> 00:31:16.092]  Wait till you see it.
[00:31:16.332 --> 00:31:18.574]  They just run up, start screaming at us, saying, turn our cameras off.
[00:31:18.954 --> 00:31:19.755]  And they literally,
[00:31:20.430 --> 00:31:20.850]  Hello?
[00:31:20.870 --> 00:31:22.452]  You're on a cell phone or something.
[00:31:22.512 --> 00:31:24.053]  It's cutting out.
[00:31:24.073 --> 00:31:24.694]  Say it again?
[00:31:47.762 --> 00:31:48.743]  This is really annoying.
[00:31:48.843 --> 00:31:51.685]  You can call back when you get a better line there.
[00:31:51.745 --> 00:31:56.048]  Let's go ahead and take another call.
[00:31:56.148 --> 00:31:58.710]  Let's talk to Mike in Maryland.
[00:31:59.131 --> 00:31:59.931]  Mike, you're on the air.
[00:31:59.951 --> 00:32:00.372]  Go ahead.
[00:32:01.292 --> 00:32:02.293]  Yes, thank you very much.
[00:32:02.313 --> 00:32:06.957]  I'd like to thank you more than anybody else for waking me up about the New World Order.
[00:32:08.277 --> 00:32:12.541]  I'm sure you remember about four or five years ago you were out here locally in the DC area
[00:32:13.241 --> 00:32:14.142]  I don't believe it.
[00:32:14.182 --> 00:32:15.602]  I don't doubt that for a second.
[00:32:15.642 --> 00:32:20.705]  Believe it or not, I was starting to buy into the neocon agenda for a little bit, but then it just
[00:32:37.780 --> 00:32:40.562]  It just didn't sound right and I had to stop it upon your station.
[00:32:41.722 --> 00:32:44.744]  And I was one of the pathetic sheeple walking around.
[00:32:45.764 --> 00:32:48.766]  That AM tower was the closest to the Capitol of anyone.
[00:32:49.166 --> 00:32:50.667]  That sucker was right in DC.
[00:32:52.854 --> 00:33:00.601]  I know it sounds horrible, but after 9-11 I went around telling people we should nuke every Arab capital on the face of the earth.
[00:33:00.821 --> 00:33:02.103]  Now that's pathetic, isn't it?
[00:33:02.923 --> 00:33:10.531]  Didn't you know that all the Arabs have like 14-inch fangs dripping acid and huge red horns and spit fire and have forked tails and hop around?
[00:33:11.266 --> 00:33:15.849]  Well, if you listen to the corporate controlled media, Zionist controlled media, that's what you're led to believe.
[00:33:16.450 --> 00:33:25.616]  And after your show went off the air, I literally had myself jonesing for the information, because once you get a taste of the truth, you never want it anymore.
[00:33:25.636 --> 00:33:27.678]  I mean, you don't want anything else.
[00:33:27.938 --> 00:33:30.480]  So I bought a shortwave radio, and now thank God I got a computer.
[00:33:31.184 --> 00:33:35.067]  And so I just want to thank you, John Stettmiller and GCM and RBN Live.
[00:33:35.087 --> 00:33:36.168]  You bet.
[00:33:36.508 --> 00:33:41.372]  But the bigger issue is the closest station we've got to you is, it's an EMA station.
[00:33:41.392 --> 00:33:42.132]  What's the call order?
[00:33:42.192 --> 00:33:43.233]  It's a big one.
[00:33:43.253 --> 00:33:44.554]  50,000 watts right there in Norfolk.
[00:33:44.574 --> 00:33:45.875]  I think you can hear that in D.C.
[00:33:46.476 --> 00:33:48.497]  I've got to get my affiliates together in my head.
[00:33:48.517 --> 00:33:49.938]  I'm not good at keeping track of it.
[00:33:49.958 --> 00:33:52.780]  Then I've got to pull it up on the computer and by then five minutes has gone by.
[00:33:53.801 --> 00:34:00.286]  You know, and I also want to be clear, I never get into issues of it's Catholic controlled, it's Jewish controlled, because from my study,
[00:34:01.525 --> 00:34:03.127]  It's evil rule of order control.
[00:34:03.227 --> 00:34:11.557]  I mean, China had evil emperors 3,000 years ago, and there wasn't a Zionist within 100 yards, or 100 miles, or 1,000 miles, or 3,000 miles of there.
[00:34:12.418 --> 00:34:18.705]  But certainly, Israel does, along with a lot of other big special interests, manipulate and control our government.
[00:34:20.146 --> 00:34:26.233]  And over half the Israeli people don't want war, but their government is openly pushing for it and griping that the U.S.
[00:34:26.273 --> 00:34:31.639]  hasn't done enough to attack Iran when we give more aid to Israel than all other countries combined.
[00:34:32.821 --> 00:34:37.326]  More aid, military and just cash, than all other countries combined.
[00:34:37.346 --> 00:34:40.710]  And I'm tired of reading the Israeli papers criticizing the United States.
[00:34:42.037 --> 00:34:43.258]  I mean, it really gets old.
[00:34:43.338 --> 00:34:45.019]  And I have nothing against Israel.
[00:34:45.059 --> 00:34:45.920]  I'm a friend of Israel.
[00:34:46.400 --> 00:34:49.763]  I don't think Israel, you know, should be blown off the face of the earth.
[00:34:49.803 --> 00:34:53.786]  And by the way, the Iranian president didn't say that either.
[00:34:53.846 --> 00:34:59.009]  He was quoting Ayatollah Khomeini, saying that the Zionist regime should be pushed into the sea.
[00:35:00.571 --> 00:35:01.571]  It's probably warfare.
[00:35:01.591 --> 00:35:03.473]  They're going to be killing each other forever.
[00:35:03.613 --> 00:35:05.774]  Both sides are doing bad things, and it's wrong.
[00:35:06.315 --> 00:35:09.297]  But now we've gone off into that issue now.
[00:35:10.106 --> 00:35:20.991]  You know what, we're going to break here in a few minutes, and when we come back, I'm going to get into all your other calls at 877-590-5525, 877-590-5525, or 836-0590.
[00:35:22.011 --> 00:35:23.632]  There's two message boards you can go to.
[00:35:23.672 --> 00:35:29.915]  There's the prisonplanet.com message board, and at the top, you click on live questions for Alex during the show.
[00:35:30.215 --> 00:35:37.158]  There's also a really easy-to-use quick message board, that's why I like it, at 590klbjo.com, and next hour, I'll get to some questions.
[00:35:37.598 --> 00:35:40.119]  From both of those, 590KLBJ.com.
[00:35:40.539 --> 00:35:48.362]  It just so happened, I was in here one day, and I'm looking at it, and I'm like, this is a local station we're broadcasting out of, syndicated out of, as a really simple, fast message board to get on.
[00:35:48.382 --> 00:35:52.043]  We need to imitate that, by the way, with our message board, make it really fast to get on.
[00:35:52.263 --> 00:35:54.624]  I mean, ours is quick, but not as just, bam, you're on there, man.
[00:35:54.884 --> 00:35:55.844]  Just put comments in there.
[00:35:57.125 --> 00:36:03.967]  But we will be taking your questions off both of those message boards, not just the toll-free line there for everybody.
[00:36:06.056 --> 00:36:14.560]  You know, a subject like this with the United Nations running our country is so big, so important, that I really want to do justice to it.
[00:36:16.341 --> 00:36:22.024]  I really want to give you the basic architecture of how this happened.
[00:36:22.724 --> 00:36:27.026]  So when we get back, I'm going to break that down, walk into UN control of our military.
[00:36:27.727 --> 00:36:34.290]  Here it is, in black and white, I have the document, and it's in full effect right now.
[00:36:36.816 --> 00:36:37.897]  Alright, ladies and gentlemen.
[00:36:39.158 --> 00:36:41.500]  The transmission shall continue on the other side.
[00:36:41.520 --> 00:36:45.184]  JonesReport.com is another one of our powerful websites.
[00:36:45.524 --> 00:36:46.585]  Be sure and check it out!
[00:37:00.618 --> 00:37:05.899]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:37:06.099 --> 00:37:08.179]  Your source for free solar electricity.
[00:37:08.419 --> 00:37:15.541]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:37:15.661 --> 00:37:27.183]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is unavailable.
[00:37:27.583 --> 00:37:34.968]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[00:37:35.228 --> 00:37:40.231]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[00:37:40.351 --> 00:37:45.374]  Disconnect your application, and the system automatically begins charging its own rechargeable batteries.
[00:37:45.654 --> 00:37:50.977]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-9000.
[00:37:59.625 --> 00:38:03.488]  Hello, this is Alex Jones with some important questions.
[00:38:03.888 --> 00:38:08.873]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:38:09.233 --> 00:38:10.975]  My answer would be all I can get.
[00:38:11.275 --> 00:38:15.859]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:38:15.879 --> 00:38:16.059]  I think?
[00:38:33.933 --> 00:38:35.054]  We have a good food supply.
[00:38:35.434 --> 00:38:38.957]  Food is your ammunition to fight for your freedom and your life.
[00:38:39.258 --> 00:38:40.259]  How much will you need?
[00:38:40.479 --> 00:38:41.099]  We don't know.
[00:38:41.400 --> 00:38:42.320]  How much do you want?
[00:38:42.500 --> 00:38:43.241]  All you can get.
[00:38:43.441 --> 00:38:44.282]  I'm Alex Jones.
[00:38:44.522 --> 00:38:47.265]  I want all of you good guys to live to fight another day.
[00:38:47.285 --> 00:38:49.567]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:38:49.587 --> 00:38:50.267]  Again that number 1-800-409-5633.
[00:39:00.992 --> 00:39:06.597]  Hi, I'm Dr. Bill Deagle of the Nutri-Medical Report here on Genesis Network right after Alex Jones 2 to 4 p.m.
[00:39:06.637 --> 00:39:08.718]  Monday to Friday and Sunday 8 to 10 p.m.
[00:39:08.838 --> 00:39:14.382]  I introduce the remarkable wellness solutions every day on the Nutri-Medical Report and SuperSilver is unique.
[00:39:14.502 --> 00:39:16.804]  The three remarkable technologies patented at the U.S.
[00:39:16.844 --> 00:39:24.470]  Patent Office November 14, 2006 including TetraSilver Oxygen Nanoparticle Size and Scalar Life-Type Technologies
[00:39:24.910 --> 00:39:33.036]  It is unparalleled in terms of its killing capacity of all known pathogens including high-path avian flu, flesh-eating bacteria, Lyme, etc.
[00:39:33.196 --> 00:39:37.499]  Clear your body of hidden microorganisms that cause illness and prevent progression to disease.
[00:39:38.177 --> 00:39:47.284]  You can order at 888-212-8871 or securely online at Nutrimedical, N-U-T-R-I with an I, medical.com.
[00:39:47.764 --> 00:39:50.827]  That's 888-888-212-8871.
[00:39:51.047 --> 00:39:52.728]  We also distribute in the U.S.
[00:39:52.968 --> 00:39:55.490]  and in Canada as we have a Canadian supplier.
[00:39:55.850 --> 00:40:00.034]  So listen to the Nutrimedical Report every day, Monday to Friday, here on Genesis Network.
[00:40:00.794 --> 00:40:03.156]  I need to do something about my dry heels.
[00:40:03.712 --> 00:40:05.173]  After a pedicure, they look great.
[00:40:05.533 --> 00:40:09.356]  Then I have to go right back again because my feet get dry so quickly.
[00:40:09.797 --> 00:40:11.998]  Haven't you heard about CalX ointment?
[00:40:12.419 --> 00:40:15.781]  I use it regularly on my heels and they stay looking great.
[00:40:16.161 --> 00:40:18.623]  And my feet feel as good as they look.
[00:40:19.123 --> 00:40:20.184]  What's that name again?
[00:40:20.585 --> 00:40:21.745]  Wait, I'm getting my pen out.
[00:40:22.146 --> 00:40:23.307]  It's CalX.
[00:40:23.727 --> 00:40:25.548]  C-A-L-L-E-X.
[00:40:25.909 --> 00:40:27.750]  What makes CalX ointment so different?
[00:40:28.524 --> 00:40:37.146]  It's got these natural enzymes that quickly exfoliate dry, cracked feet and leave your feet feeling soft and smooth, just like a baby's bottom.
[00:40:37.586 --> 00:40:43.288]  For soft, smooth heels and feet, use enzyme-rich, moisturizing Cal-X ointment.
[00:40:43.688 --> 00:40:54.791]  It's diabetic-friendly and found in the foot care section of Walgreens, Long's, Snyder's Drug, Bilo, Card Drug, H-E-B grocery stores, medicine shop pharmacies, and Rite Aid.
[00:40:55.470 --> 00:40:56.571]  Hey, here's a drug store.
[00:40:56.891 --> 00:40:57.571]  I'll be right back.
[00:40:57.691 --> 00:40:59.432]  I'm getting some callous for my heels.
[00:41:03.635 --> 00:41:06.256]  You're listening to GCN.
[00:41:06.296 --> 00:41:10.539]  The Genesis Communications Radio Network.
[00:41:12.060 --> 00:41:15.122]  Corruption never had a worse enemy.
[00:41:15.902 --> 00:41:18.284]  You're locked in to the Alex Jones Show.
[00:41:19.704 --> 00:41:22.986]  Welcome back.
[00:41:23.066 --> 00:41:23.787]  Okay, I'm gonna cover him.
[00:41:24.665 --> 00:41:25.865]  Alright, let's start at the beginning.
[00:41:49.821 --> 00:41:52.847]  You had global elites really funding the last 300 years.
[00:41:53.287 --> 00:41:59.439]  The main banking families that financed the Austrian, the Dutch, the British, the French royalty.
[00:41:59.699 --> 00:42:01.783]  And all of those royal houses were intermarried.
[00:42:02.418 --> 00:42:05.860]  They got basically bankrupted during the Napoleonic Wars.
[00:42:06.400 --> 00:42:08.080]  This is all name-line history, by the way.
[00:42:08.501 --> 00:42:25.468]  The Rothschilds were able to then bankrupt Austria, bankrupt of course France, England, and with some stock market crashes that they manipulated, which they later wrote about and bragged about, they were able to then basically buy up total control of England, and then England was the dominant world
[00:42:26.616 --> 00:42:28.660]  Power until about the 1940s.
[00:42:30.183 --> 00:42:35.151]  And of course it was intermarried with the Dutch and they were the other dominant power when it came to colonial assets in the French.
[00:42:36.213 --> 00:42:38.414]  That's your global hegemony.
[00:42:38.674 --> 00:42:47.796]  And the British who had been separate from the U.S., the elites, began merging right before World War I with what they called the Anglo-American establishment.
[00:42:48.116 --> 00:42:50.997]  President Woodrow Wilson called for a merger basically with England.
[00:42:51.257 --> 00:42:52.677]  He called for a New World Order.
[00:42:52.717 --> 00:42:54.478]  He wrote a book called The New World Order.
[00:42:54.578 --> 00:42:54.678]  H.G.
[00:42:54.698 --> 00:42:56.479]  Wells wrote another book called The New World Order.
[00:42:56.499 --> 00:42:58.139]  They had subtitles under them.
[00:42:59.309 --> 00:43:04.914]  There's lots of films and books called Endgame, but mine's Endgame, Blueprint for Global Enslavement, similar with both those guys.
[00:43:05.394 --> 00:43:08.957]  To be technical, he wrote a long, lengthy paper called The New World Order, and then H.G.
[00:43:08.978 --> 00:43:09.538]  Wells wrote a book.
[00:43:10.599 --> 00:43:13.221]  But, again, there's so much history I can get caught up in it.
[00:43:13.241 --> 00:43:15.663]  Just to give you the basics, she's got this global elite.
[00:43:16.724 --> 00:43:17.445]  They're teamed up.
[00:43:18.380 --> 00:43:33.788]  And they start writing books and papers saying, we've got to have a one world government, we'll call it the League of Nations, and we'll go ahead and start up and stage a World War I to bankrupt the rest of Europe and to fully destroy what remnants of individualistic power and sovereignty they have.
[00:43:34.308 --> 00:43:42.612]  So they start up a fight with the Austrian-Hungarian Empire, killed their king, killed their prince, staged all sorts of riots.
[00:43:42.712 --> 00:43:44.493]  The Germans said, OK, let's have a war.
[00:43:45.542 --> 00:43:49.305]  And the war was kicked off, and then the world did not accept the League of Nations.
[00:43:49.745 --> 00:43:55.330]  And so they wrote books and gave speeches and statements, and said, we're going to have to start up another war to do it.
[00:43:56.270 --> 00:43:58.532]  And so all these documents are now declassified.
[00:43:59.193 --> 00:44:13.704]  The Milner Group in Britain, controlled by the Bank of England and Rothschilds, with the U.S., said we've got to create a dictator in Germany and a dictator in Italy, and we'll arm them and set them up to have a war, because we don't want Germany and
[00:44:15.971 --> 00:44:21.135]  Russia teaming up together, we want the main global hegemon to come out of England and the U.S.
[00:44:21.215 --> 00:44:23.077]  This is not the British and American people, by the way.
[00:44:23.357 --> 00:44:25.418]  We become slaves, we get to pay for it all.
[00:44:25.739 --> 00:44:29.982]  A lot of people out there want to be imperialist, and they think, oh, like, we're part of it.
[00:44:30.042 --> 00:44:30.522]  No, no, no, no.
[00:44:30.763 --> 00:44:31.563]  It's the opposite.
[00:44:31.803 --> 00:44:33.465]  You don't want to be a slave of the empire.
[00:44:33.805 --> 00:44:35.146]  You don't want to be in the heart of the empire.
[00:44:35.526 --> 00:44:41.451]  Especially one that's this disloyal to its... I mean, even the earlier Roman Empire was loyal to its subjects, not this system.
[00:44:41.991 --> 00:44:42.852]  Loyal to its citizens.
[00:44:43.809 --> 00:44:50.072]  But again, I'm digressing into anthropology and sociology and... I just wish you'd research this, folks.
[00:44:50.092 --> 00:44:52.134]  It's such an incredible world that would open up to you.
[00:44:52.194 --> 00:44:52.814]  It's so big.
[00:44:53.854 --> 00:44:57.216]  And so, they literally create Hitler, what they call a wind-up toy.
[00:44:57.656 --> 00:45:04.380]  This is Georgetown political science declassified, Carol Quigley, British House of Commons record, Congressional record.
[00:45:04.740 --> 00:45:05.981]  Our government created Hitler.
[00:45:07.832 --> 00:45:20.164]  Of course, before that, at the end of World War I, the Bolshevik Revolution sent over 5,000 Americans, or more than 8,000 British, 25 million in gold from Chase, Manhattan.
[00:45:21.685 --> 00:45:28.972]  They sent it over there on Lenin's famous train of gold to overthrow the Tsar because, again, he was a first cousin.
[00:45:30.081 --> 00:45:38.524]  With the King of England at the time, there's famous photos of the two of them together, Czar Nicholas and the British King together, and you couldn't tell the difference between them, were their sons were the same age.
[00:45:38.804 --> 00:45:41.105]  Identical looking, could not tell the difference.
[00:45:41.625 --> 00:45:45.927]  Such, you know, such genetic mapping, and so inbred.
[00:45:46.167 --> 00:45:51.069]  But so they killed her cousins, that kind of fratricide, what's it called?
[00:45:53.001 --> 00:45:54.622]  Royalty kills royalty, there's a term.
[00:45:54.662 --> 00:45:55.743]  It escapes me.
[00:45:56.243 --> 00:46:02.028]  They knock them off, put the Soviets in to take over and get empire, create a false bipolar world.
[00:46:02.048 --> 00:46:05.170]  We've always got to have a false bipolar system, because it's really unipolar.
[00:46:05.530 --> 00:46:18.679]  It's one global entity, but it understands that, especially by that time, by the 50s it was, they always had to have some new threat to blame everything on, move up a centralized government in the West to oppress the people, just like George Orwell wrote in 1984.
[00:46:19.944 --> 00:46:22.546]  And later he said, I don't know about books, but I believe it's going to happen.
[00:46:22.966 --> 00:46:23.647]  Why'd he say that?
[00:46:23.687 --> 00:46:28.450]  He'd been a member of the British Secret Police in India, helped execute people, secret arrest, you name it.
[00:46:28.690 --> 00:46:35.855]  Then he became a communist, thought that was the answer, got shot through the throat in frontline combat against the Frankists in Franco-Spain.
[00:46:37.789 --> 00:46:46.451]  Uh, leading up to World War II, fought the Nazis, then went back and was a BBC broadcaster, top propagandist, Eric Blair was his real name, found out it was all staged.
