[00:00:11.578 --> 00:00:12.919]  He stands for truth.
[00:24:31.773 --> 00:24:35.535]  In today's world of discord and disappointment, one thing's for sure.
[00:24:35.775 --> 00:24:40.558]  Car cover owners are so satisfied they buy their car covers all over again.
[00:24:40.578 --> 00:24:42.339]  Think car covers are a hassle?
[00:24:42.599 --> 00:24:42.819]  No.
[00:24:43.159 --> 00:24:46.921]  Research shows owners find covers easy to put on and take off.
[00:24:47.321 --> 00:24:48.662]  Are all covers the same?
[00:24:48.922 --> 00:24:49.162]  No.
[00:24:49.422 --> 00:24:53.124]  The standard in car cover fabric is Block-It by Kimberly Clark.
[00:24:53.504 --> 00:24:55.645]  Don't let sun and dust damage your car.
[00:24:55.926 --> 00:24:58.447]  Kimberly Clark's Block-It fabrics got you covered.
[00:24:58.727 --> 00:25:00.508]  That's Block-It by Kimberly Clark.
[00:25:01.108 --> 00:25:02.949]  Heart disease is on the rise.
[00:25:03.109 --> 00:25:09.792]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:25:10.052 --> 00:25:18.215]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:25:18.455 --> 00:25:24.158]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:25:24.718 --> 00:25:24.938]  I think so.
[00:25:42.927 --> 00:25:43.447]  We're good.
[00:26:01.147 --> 00:26:03.569]  This is Jack Blood with the Genesis Radio Network.
[00:26:04.089 --> 00:26:07.391]  Let's ask the question that the Bush regime hopes you will never ask.
[00:26:07.771 --> 00:26:10.693]  That is, is the USA already bankrupt?
[00:26:10.993 --> 00:26:17.357]  As the world's biggest debtor nation, we are borrowing in excess of 80% of the world's net savings.
[00:26:17.437 --> 00:26:21.860]  That's $2 billion per day to finance the biggest deficit in history.
[00:26:22.080 --> 00:26:26.462]  Our creditors are becoming increasingly concerned that the debt can never be repaid.
[00:26:26.582 --> 00:26:29.183]  Japan and China, two of the largest holders of U.S.
[00:26:29.223 --> 00:26:31.984]  debt, are looking to greatly reduce their exposure to dollars.
[00:26:32.464 --> 00:26:34.985]  In fact, China has privately hinted that a U.S.
[00:26:35.045 --> 00:26:39.287]  attack on Iran could result in China's dumping massive amounts of U.S.
[00:26:39.347 --> 00:26:40.187]  Treasury bonds.
[00:26:40.467 --> 00:26:45.089]  To find out more about this, call for a free report on the coming dollar collapse.
[00:26:45.269 --> 00:26:50.091]  Call Whitehurst International at 1-888-892-6238.
[00:26:50.331 --> 00:26:58.715]  That's 1-888-8-XANADU, or 1-888-X-A-N-A-D-U, and ask for George.
[00:27:01.596 --> 00:27:07.059]  News, politics, sports, cars, home improvement, health, and everything in between, we've got you covered.
[00:27:07.119 --> 00:27:08.780]  You're listening to the GCN Radio Network.
[00:27:12.512 --> 00:27:15.513]  Corruption never had a worse enemy.
[00:27:16.334 --> 00:27:18.715]  You're locked into the Alex Jones Show.
[00:27:21.756 --> 00:27:23.017]  Welcome back, ladies and gentlemen.
[00:27:23.077 --> 00:27:36.562]  The money bomb for Congressman Ron Paul to coincide with the 1773 Boston Tea Party, a rebellion against the British Crown, has raised more than four million dollars so far, with about six hours left in the money bomb.
[00:27:36.762 --> 00:27:37.963]  This is a key giving time.
[00:27:38.812 --> 00:27:54.863]  Right now, if you're listening to us on AM or FM station, from KCAA out in San Diego, going into LA, KCXL in Kansas City, or Memphis, Tennessee, Upstate New York, News Radio 590K LBJ right here in Austin,
[00:27:55.896 --> 00:27:56.557]  Call your friends.
[00:27:56.637 --> 00:27:57.317]  Call your family.
[00:27:57.337 --> 00:27:58.078]  Tell them to tune in.
[00:27:58.118 --> 00:27:59.519]  Tell them to learn about Ron Paul.
[00:27:59.879 --> 00:28:01.881]  Tell them to find out about the money bomb.
[00:28:01.901 --> 00:28:11.189]  Tell them to find out about how the Constitution and the country, the nation, the United States is in great crisis and going in to world government right now.
[00:28:11.529 --> 00:28:14.572]  The world government was officially born Friday.
[00:28:14.612 --> 00:28:22.258]  The United States has signed on and agreed to aggressive carbon taxes on your homes, your cars, all your energy, everything.
[00:28:22.975 --> 00:28:33.618]  Now, even if you believe in man-made global warming, taxing the United States and Europe, and not taxing 160 plus third world nations, will only force what industries left here, over seas.
[00:28:34.058 --> 00:28:38.439]  And those countries have no controls, and in the Treaty Agreement, they don't have to make any cuts.
[00:28:38.819 --> 00:28:47.061]  This will further de-industrialize, and force development to these second world nations, not third world, they're blocking them from developing as well.
[00:28:47.721 --> 00:28:51.982]  And this gets into their entire geopolitical economic structure, neo-mercantilism.
[00:28:55.537 --> 00:28:57.940]  We need to stand up against the New World Order now.
[00:28:58.140 --> 00:28:59.261]  It is happening.
[00:28:59.561 --> 00:29:02.264]  The Security and Prosperity Partnership for the North American Union.
[00:29:02.604 --> 00:29:03.184]  We sued.
[00:29:03.224 --> 00:29:04.285]  We got their documents.
[00:29:04.826 --> 00:29:05.386]  It's public.
[00:29:05.406 --> 00:29:11.652]  It's in my film, Endgame, where they say North American merger, integration, buy stealth, get the carbon tax.
[00:29:12.633 --> 00:29:14.615]  The states, the feds, the regions,
[00:29:15.330 --> 00:29:22.893]  The European Union, the American Union, then take those trillions of dollars, send half of it to the U.N., they keep the rest, and use it to set up their bureaucracies.
[00:29:23.173 --> 00:29:25.434]  And the U.N., the U.N.
[00:29:25.634 --> 00:29:33.217]  Secretary General literally broke down and cried, his designate over the climate treaty broke down and cried, that's mainstream news.
[00:29:33.757 --> 00:29:34.998]  It's up on drugs right now.
[00:29:35.578 --> 00:29:37.719]  They are crying, they are so happy.
[00:29:37.979 --> 00:29:40.880]  This is global taxation, this has happened.
[00:29:41.425 --> 00:29:41.945]  The U.S.
[00:29:41.985 --> 00:29:42.806]  signed on to this.
[00:29:42.866 --> 00:29:44.206]  George Bush signed on to this.
[00:29:44.767 --> 00:29:45.947]  Now they've got to ratify it.
[00:29:46.327 --> 00:29:49.149]  We've got to block this with everything in our body.
[00:29:49.329 --> 00:29:54.191]  You've seen the corporate media, even the NFL, liberal, conservative, all pushing this.
[00:29:54.311 --> 00:29:56.612]  This is the global government tax.
[00:29:57.193 --> 00:29:58.393]  It is now happening.
[00:30:00.014 --> 00:30:03.696]  Now I've got a key announcement coming up dealing with the police state and the New World Order.
[00:30:04.534 --> 00:30:05.715]  Hey Alex, big fan, how are you?
[00:30:18.593 --> 00:30:20.214]  Hey, I hate to change the subject.
[00:30:20.234 --> 00:30:21.915]  I'm a big Ron Paul fan.
[00:30:21.995 --> 00:30:25.116]  We donated to his campaign and even campaigned out for him today.
[00:30:25.376 --> 00:30:25.677]  Good.
[00:30:25.717 --> 00:30:26.577]  Good job.
[00:30:27.317 --> 00:30:28.158]  Thank you.
[00:30:28.518 --> 00:30:29.098]  Just curious.
[00:30:29.598 --> 00:30:32.700]  I appreciate the way you question almost everything.
[00:30:32.900 --> 00:30:34.401]  I've always been real curious as to
[00:30:35.350 --> 00:30:37.951]  Why didn't you maybe question religion more?
[00:30:38.772 --> 00:30:46.455]  Well, I mean, that's because it's a giant tar baby, this is a news show, and there's a million different, you know, subgroups of Christians all fighting with each other.
[00:30:47.095 --> 00:30:48.756]  I'm just here fighting the New World Order.
[00:30:50.217 --> 00:31:01.062]  I do talk about how the big establishment religions across the board are controlled by international groups, and the UN funds them, funds their different denominations to steer and control what they're doing.
[00:31:01.742 --> 00:31:04.103]  Let's go ahead and take another call.
[00:31:05.470 --> 00:31:08.392]  Let's talk to Franklin in New York.
[00:31:08.472 --> 00:31:09.612]  You're on the air, Franklin.
[00:31:09.632 --> 00:31:09.973]  Welcome.
[00:31:10.313 --> 00:31:10.513]  Hi.
[00:31:10.533 --> 00:31:11.153]  Hello.
[00:31:11.553 --> 00:31:11.733]  Hi.
[00:31:11.854 --> 00:31:13.634]  I have a poem about Ron Paul.
[00:31:13.715 --> 00:31:14.115]  Go ahead.
[00:31:14.675 --> 00:31:14.935]  All right.
[00:31:15.135 --> 00:31:19.137]  It goes, Constitutionalist from Texas, on high wire, Dr. No.
[00:31:19.778 --> 00:31:23.640]  Surrounded by his fans, shaking hands, freezes as a photograph is taken.
[00:31:24.280 --> 00:31:29.203]  Country music moans down homely roads, past wide paddocks of grazing longhorns.
[00:31:30.097 --> 00:31:40.742]  Up north to the Iowa corn grid, he travels in a white minivan, past horizontal landscapes disappearing in the gray of flat, sleeping clouds, crickets and prairie dogs sprint around.
[00:31:42.423 --> 00:31:54.069]  Campaigning next to a station wagon, freedom is still popular, he says, gesturing his hands for government, narrowing them closer, closer, closer, turning far right and far left,
[00:31:54.887 --> 00:31:59.251]  Into a circle, the sun setting, then rises over plastic neon lights.
[00:32:00.872 --> 00:32:14.684]  After Airplane Slammed the Twin Towers, Falling Like Honeycombs Downtown New York, he spoke of Just War Theory of Christianity, and how we should listen to our enemy, and how we'll be safe when democracy spreads, but only through our good example.
[00:32:15.345 --> 00:32:19.789]  Libertarian, and quotes Founding Fathers, draws support from peaceniks, gun owners,
[00:32:20.461 --> 00:32:23.485]  Punk rockers, intellects, net browsers, and U.S.
[00:32:23.525 --> 00:32:27.069]  troops blustered in Iraq every side of the politics spectrum.
[00:32:28.290 --> 00:32:39.003]  Formerly as an obstetrician, he ran for office skeptical of winning, but families whose children he delivered elected him ten terms in Southern Prairies, the simple gold and silver man.
[00:32:40.264 --> 00:32:40.605]  And that's it.
[00:32:41.411 --> 00:32:42.632]  Well, that's beautiful, my friend.
[00:32:42.672 --> 00:32:43.853]  I appreciate your call.
[00:32:44.533 --> 00:32:47.735]  By the way, right here in Austin, Texas, it's going for another 30 minutes.
[00:32:48.015 --> 00:32:51.937]  They should reach, going down Congress, the Congress Street Bridge right now.
[00:32:52.338 --> 00:33:04.225]  I'm told it's more than 500 people, as of a few hours ago, had already masked to simulate the Boston Tea Party right here in Austin, Texas, where I broadcast to you from across the country and the world, from deep in the heart of Texas.
[00:33:05.639 --> 00:33:10.441]  All over the nation, not just in Boston, but hundreds of cities, people are out on the streets in mass.
[00:33:10.781 --> 00:33:15.002]  This is a true revolution that is taking place.
[00:33:15.502 --> 00:33:18.983]  Now let's go ahead and talk to Peter in California.
[00:33:19.063 --> 00:33:20.384]  Peter, you're on the air, go ahead.
[00:33:20.864 --> 00:33:25.485]  Hey Alex, remember I followed January 1st this year about David Rockefeller?
[00:33:26.545 --> 00:33:31.327]  When I heard him on the radio that he'd actually shot his brother in the head with a handgun?
[00:33:32.378 --> 00:33:48.773]  Well I went hiking up in the Santa Monica Mountains and when I came back down there was a man in black by my car and he was not intimidated by me at all and it kind of freaked me out a little bit and I've had a black helicopter do a little flyby
[00:33:50.100 --> 00:33:55.205]  Well, it's all part of the intimidation state, and if we let them win with their intimidation, it's over.
[00:33:55.545 --> 00:33:58.548]  We have to stand up in a bold fashion and say no.
[00:33:58.628 --> 00:34:00.950]  The New World Order carried out the 9-11 attacks.
[00:34:01.250 --> 00:34:02.692]  They have set up the police state.
[00:34:03.012 --> 00:34:07.836]  They're trying to get us to acquiesce to torture, open borders, and corruption and evil of every type.
[00:34:08.617 --> 00:34:13.662]  We have the head of the Christian Coalition telling us Giuliani's good because he's for abortion and open borders.
[00:34:13.722 --> 00:34:15.964]  This is a sick, sick joke.
[00:34:17.432 --> 00:34:22.674]  We have major talk show hosts who are supposedly conservative saying, vote for Hillary before Ron Paul.
[00:34:22.934 --> 00:34:23.755]  This is treason.
[00:34:24.295 --> 00:34:25.875]  They tried to take this country down.
[00:34:25.935 --> 00:34:27.456]  They tried to set up their new world order.
[00:34:27.696 --> 00:34:29.717]  Their angry resistance is forming against it.
[00:34:29.917 --> 00:34:31.218]  What do they expect us to do?
[00:34:31.618 --> 00:34:33.218]  What do they expect good Americans to do?
[00:34:33.699 --> 00:34:36.380]  We're not drinking the fake left or fake right Kool-Aid anymore.
[00:34:36.620 --> 00:34:37.480]  We're freedom lovers.
[00:34:37.700 --> 00:34:38.741]  We're constitutionalists.
[00:34:39.301 --> 00:34:40.581]  Let's go ahead and take another call.
[00:34:40.881 --> 00:34:43.482]  Let's talk to a patriot calling from the USA.
[00:34:43.763 --> 00:34:44.363]  You're on the air.
[00:34:44.403 --> 00:34:44.763]  Go ahead.
[00:34:46.300 --> 00:34:47.541]  Good afternoon, Mr. Jones.
[00:34:47.641 --> 00:34:48.301]  Yes, you're on the air.
[00:34:49.182 --> 00:34:49.962]  Thank you very much.
[00:34:51.503 --> 00:35:00.468]  I believe that your listeners, and especially me and my son, were ready to drop the Ron Paul money bomb.
[00:35:01.149 --> 00:35:03.090]  And we'd like you to be the bombardier.
[00:35:05.031 --> 00:35:06.072]  Could you do that, sir?
[00:35:06.152 --> 00:35:12.956]  We'd like to give the people 20 minutes to get to their computers, to get to their
[00:35:14.777 --> 00:35:20.341]  Do it right now!
[00:35:20.681 --> 00:35:32.870]  Tell them if you're listening on AM or FM station or the internet to go to InfoWars.com, to go to PrisonPlanet.com to tune in right now.
[00:35:33.170 --> 00:35:37.894]  And yes, we'll do it at 8 after in the next hour.
[00:35:37.914 --> 00:35:43.458]  I will say, Pilot to Bombardier, we are approaching the target.
[00:35:44.159 --> 00:35:47.561]  And then we can have another mini-bomb within the super-bomb.
[00:35:48.401 --> 00:35:48.842]  No, sir.
[00:35:49.242 --> 00:35:51.363]  We're going to call the atomic bomb.
[00:35:51.803 --> 00:35:55.745]  We're going to call them out to put their money where their mouth is.
[00:35:56.266 --> 00:35:59.067]  This is where the patriots have to stand, sir.
[00:35:59.988 --> 00:36:00.308]  I agree.
[00:36:00.348 --> 00:36:01.389]  I want to see 10 million.
[00:36:01.429 --> 00:36:03.890]  I want to see 10 million, not 7 million raids today.
[00:36:04.930 --> 00:36:05.411]  Exactly.
[00:36:05.791 --> 00:36:06.111]  Ten.
[00:36:06.612 --> 00:36:07.652]  Okay, well, let's get started.
[00:36:07.692 --> 00:36:13.797]  Everybody, call everybody you know, anybody who calls themselves a conservative, and just say, how dare you be behind Mitt Romney?
[00:36:13.817 --> 00:36:15.339]  How dare you be behind Giuliani?
[00:36:15.539 --> 00:36:18.101]  How dare you be... I mean, I've looked at their voting records.
[00:36:18.121 --> 00:36:19.082]  They're anti-gun.
[00:36:19.262 --> 00:36:20.303]  They're pro-open border.
[00:36:20.623 --> 00:36:24.286]  Huckabee's an open border promoter who wants to give tuition to illegal aliens!
[00:36:24.866 --> 00:36:27.829]  The establishment's pushing him to suck votes from Ron Paul!
[00:36:28.951 --> 00:36:30.172]  Revolution's in the air.
[00:36:30.592 --> 00:36:31.853]  The resistance is on.
[00:36:32.353 --> 00:36:33.094]  It's up to you.
[00:36:33.734 --> 00:36:35.675]  Take action right now, ladies and gentlemen.
[00:36:35.695 --> 00:36:38.017]  Call everybody you know, and you tell them, tune in.
[00:36:38.769 --> 00:36:45.977]  And I'm saying a mini-bomb within the giant hydrogen info-bomb we're dropping today, a mini-bomb, coming up at 8 after in the next hour.
[00:36:45.997 --> 00:36:55.508]  Alright, your calls are loaded, the phone's here, we're going to go to them, but I want to tell you about some very serious issues with the police state that concern me personally on the other side.
[00:36:55.548 --> 00:36:59.612]  TruthNews.us, InfoWars.com, PrisonPlanet.tv, stay with us!
[00:37:00.753 --> 00:37:03.774]  More than 700 chemicals have been found in our drinking water.
[00:37:04.074 --> 00:37:09.015]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[00:37:09.255 --> 00:37:13.616]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[00:37:13.917 --> 00:37:22.819]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[00:37:23.019 --> 00:37:26.640]  The media is non-toxic, environmentally sound, and is recyclable.
[00:37:26.940 --> 00:37:31.963]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[00:37:32.263 --> 00:37:38.967]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:37:39.477 --> 00:37:40.158]  What about you?
[00:37:40.778 --> 00:37:46.124]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[00:37:46.184 --> 00:37:47.345]  Call now to order at 1-888-803-4438.
[00:37:47.365 --> 00:37:49.247]  Order today and save $14 by calling 1-888-803-4438.
[00:38:00.569 --> 00:38:01.109]  Hi, neighbor.
[00:38:01.590 --> 00:38:03.571]  The nation is taking a Christmas break.
[00:38:04.031 --> 00:38:10.016]  But will the events attacking our liberty and survival call a holiday truce and stop marching forward while we celebrate?
[00:38:10.656 --> 00:38:14.819]  The ethanol plants will continue to create food shortages by turning our food into fuel.
[00:38:15.379 --> 00:38:21.424]  Huge percentages of our food will continue to be imported from China, Mexico, and other countries, shipping us dangerous food.
[00:38:22.144 --> 00:38:25.286]  We can't stop from entering the third year of a worldwide famine.
[00:38:25.847 --> 00:38:29.109]  How long until genetically poisoned food is all that's left?
[00:38:30.117 --> 00:38:43.886]  So if we're foolish enough to procrastinate our preparation, hiding from reality and the feel-good of the holidays, the events threatening our lives will keep relentlessly rolling forward until we're crushed by what we couldn't believe possible in America.
[00:38:44.346 --> 00:38:49.029]  Call the J. Michael Stevens Group to get the food for your future while you still have a choice.
[00:38:49.049 --> 00:38:49.750]  800-409-5633.
[00:38:49.770 --> 00:38:50.811]  On the web, efoodsdirect.com.
[00:38:50.831 --> 00:38:50.971]  Call 800-409-5633.
[00:39:01.146 --> 00:39:04.088]  Have you ever thought about what's in your shampoo, soap, or detergent?
[00:39:04.248 --> 00:39:09.410]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[00:39:09.770 --> 00:39:15.072]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[00:39:15.473 --> 00:39:16.573]  Hi, this is Alex Jones.
[00:39:16.953 --> 00:39:26.017]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[00:39:26.277 --> 00:39:27.898]  Now compare Calben Pure Soap.
[00:39:28.118 --> 00:39:36.942]  All natural, earth friendly, no harsh chemicals, no animal testing, they're safe, and you save 85% of the money you're spending on cleaning products now.
[00:39:37.342 --> 00:39:40.784]  Start saving over $1,000 a year for your family of four.
[00:39:41.184 --> 00:39:41.944]  Keep it natural.
[00:39:42.244 --> 00:39:50.406]  Call Calvin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[00:39:50.667 --> 00:39:54.728]  Try Calvin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[00:39:54.748 --> 00:39:55.888]  Call 1-800-340-7091 for all your cleaning needs.
[00:40:00.732 --> 00:40:07.800]  If your child protected for the future, Gerber Life Insurance Company offers you a way to help protect your child through its Grow Up Plan.
[00:40:08.581 --> 00:40:12.665]  It's a $5,000 whole life insurance policy that costs less than 20 cents a day.
[00:40:12.946 --> 00:40:19.533]  When your child is 21, that protection doubles automatically to $10,000 with no increase in premiums.
[00:40:19.833 --> 00:40:22.175]  So call now for your free information package.
[00:40:22.275 --> 00:40:24.776]  Call 1-800-555-1212.
[00:40:25.016 --> 00:40:27.318]  It's a free call for free information only.
[00:40:27.478 --> 00:40:28.738]  There is no obligation.
[00:40:28.919 --> 00:40:33.922]  Remember, any healthy child 12 and under is eligible to apply for the grow-up plan.
[00:40:34.142 --> 00:40:37.704]  When you decide to apply, no medical exam is necessary.
[00:40:37.944 --> 00:40:39.405]  Just answer a few questions.
[00:40:39.725 --> 00:40:42.566]  Help give your child a head start on the future today.
[00:40:42.747 --> 00:40:47.069]  Call 1-800-462-0425 for your free information kit.
[00:40:47.109 --> 00:40:48.669]  The Gerber Life Grow Up Plan.
[00:40:48.789 --> 00:40:49.170]  Call 1-800-462-0425.
[00:40:49.250 --> 00:40:49.510]  That's 1-800-462-0425.
[00:40:49.570 --> 00:40:49.770]  Call 1-800-462-0425.
[00:40:49.830 --> 00:40:50.590]  You're listening to GCN.
[00:40:50.650 --> 00:40:52.111]  The Genesis Communications Radio Network.
[00:41:15.000 --> 00:41:17.682]  The American people have spoken.
[00:41:17.862 --> 00:41:23.407]  Ron Paul has won in double-digit numbers, national caucuses, national polls.
[00:41:23.447 --> 00:41:25.248]  He's the only person that can beat Hillary Clinton.
[00:41:26.509 --> 00:41:31.313]  And they put an open borders gun control advocate like Huckabee up there in front of you to fool you.
[00:41:31.333 --> 00:41:33.655]  But it's not fooling anybody.
[00:41:34.896 --> 00:41:36.517]  By every yardstick, he is winning.
[00:41:36.577 --> 00:41:39.359]  He is in line to win big time.
[00:41:40.120 --> 00:41:41.221]  Ron Paul gets
[00:41:42.032 --> 00:41:46.334]  More contributions from the military than all Republican candidates combined.
[00:41:46.994 --> 00:41:48.535]  Or any other candidate in the other party.
[00:41:48.995 --> 00:41:52.197]  According to polls, Ron Paul has won almost every Republican debate.
[00:41:53.177 --> 00:41:55.459]  Ron Paul is easily the most popular candidate on the internet.
[00:41:56.539 --> 00:42:00.581]  And again, in 75, Jimmy Carter was polling at only 1%, and he went on to win the presidency.
[00:42:00.641 --> 00:42:05.483]  In 87, Michael Dukakis was polling at only 1%, and he went on to win the Democratic nomination.
[00:42:05.523 --> 00:42:08.345]  Ron Paul's polling, in some polls, as high as 15, most of them 8 to 9%.
[00:42:10.592 --> 00:42:13.134]  And his trajectory shows he's doubling every two months.
[00:42:14.135 --> 00:42:17.718]  Alright, ladies and gentlemen, I'm going to get into the police state situation.
[00:42:17.738 --> 00:42:26.005]  We're going to begin with Ron Paul coverage and calls from New York, Missouri, Oregon, Florida, England, you name it, the toll-free number is 877-590-5525 or locally in Texas, 836-0590.
[00:42:26.025 --> 00:42:26.486]  Trevor Lyman,
[00:42:31.997 --> 00:42:40.661]  Well, as a listener to my radio program, I'm very honored that so many of the actors we've talked to, Ron Paul a few months ago on my show, said that half the people he sees at his events come up and say, I heard about you from Alex Jones.
[00:42:40.701 --> 00:42:42.862]  I'm so honored to be such a big part of this revolution.
[00:42:43.603 --> 00:42:46.684]  And that's why I have people threatening to kill me right now, and I'll tell you about that later.
[00:42:47.925 --> 00:42:54.808]  But just like Churchill said, we will go on to the end, whatever the cost may be.
[00:42:55.248 --> 00:42:56.509]  I'm committed to die as cast.
[00:42:56.529 --> 00:42:58.190]  There's no stopping my trajectory as well.
[00:42:59.415 --> 00:43:10.243]  Trevor Lyman, I'm very honored, woke up to the new world order, woke up to what was happening a few years ago, and he owns a big internet music company, pretty good size, and is an entrepreneur.
[00:43:10.403 --> 00:43:17.488]  And so he picked up on ideas of the November 5th money bomb that others had put out on the web, but hadn't got a lot of traction, raised 4.3 mil.
[00:43:17.949 --> 00:43:19.390]  Today it's already raised over 4 mil.
[00:43:20.297 --> 00:43:22.499]  It's set to raise at least 7 mil.
[00:43:23.700 --> 00:43:27.263]  Las Vegas says 2 to 1 odds that he would have gotten 6 mil.
[00:43:27.303 --> 00:43:30.925]  They've got the blimp airborne on the Eastern Seaboard going into Northeaster.
[00:43:31.846 --> 00:43:35.609]  We also are going to launch airplanes nationwide all over the country.
[00:43:36.009 --> 00:43:37.330]  Ted Anderson is doing that next week.
[00:43:39.232 --> 00:43:41.073]  Are you in the blimp right now, Trevor Lyman?
[00:43:42.194 --> 00:43:42.914]  No, not right now.
[00:43:44.518 --> 00:43:46.519]  Today was extremely windy.
[00:43:46.539 --> 00:43:48.619]  This thing is really temperamental with the weather.
[00:43:48.939 --> 00:43:49.460]  I understand.
[00:43:49.540 --> 00:43:50.800]  Tell us about the money bomb.
[00:43:51.000 --> 00:43:53.621]  I mean, this is exceeding our expectations.
[00:43:53.841 --> 00:43:54.761]  What's our trajectory?
[00:43:55.662 --> 00:44:01.243]  Well, it looks like we're absolutely, of course, like you just said, we're going to break that record of 4.3 that we had previously.
[00:44:01.883 --> 00:44:07.725]  And, you know, we're on into the 5, 6 million, but then possibly even 7 million as things get closer to the end.
[00:44:07.765 --> 00:44:08.726]  I think it's going to pick up.
[00:44:10.399 --> 00:44:11.840]  And we're just, we're doing it, you know?
[00:44:11.880 --> 00:44:17.904]  We're raising the funds, we're showing that he is the candidate, the only viable candidate that is from the people.
[00:44:17.984 --> 00:44:20.786]  More people donate to make this happen than any other candidate.
[00:44:20.806 --> 00:44:22.127]  It doesn't come from special interests.
[00:44:22.847 --> 00:44:23.628]  It comes from us.
[00:44:23.968 --> 00:44:28.971]  Well, it's key to add, as you've done many times, that these are on average around $100 donations.
[00:44:28.991 --> 00:44:35.696]  These are not, you know, defense contractors in foreign banks or Chinese generals like they are with Bush and the Clintons.
[00:44:36.405 --> 00:44:38.327]  That's right.
[00:44:38.587 --> 00:44:39.227]  It's us.
[00:44:39.247 --> 00:44:42.810]  The common man whose country this really is.
[00:44:43.751 --> 00:44:45.972]  And we're taking it back and this movement is growing.
[00:44:46.253 --> 00:44:52.117]  In only a month we're going to raise close to, who knows exactly where we'll land, but we're going to beat that record.
[00:44:53.238 --> 00:44:55.340]  Let's say $7 million raised today.
[00:44:55.980 --> 00:44:58.422]  That pushes it up to about $19 million.
[00:44:58.722 --> 00:45:00.644]  And then you've got a few weeks left in the quarter.
[00:45:00.664 --> 00:45:02.565]  The original goal was $12 million in one quarter.
[00:45:03.066 --> 00:45:04.607]  I think we're going to hit $20 million pretty easy.
[00:45:05.214 --> 00:45:06.155]  Yeah, I think so as well.
[00:45:06.375 --> 00:45:07.276]  I think it looks very good.
[00:45:08.376 --> 00:45:08.857]  Absolutely.
[00:45:09.657 --> 00:45:19.404]  Now again, Trevor, recap for listeners all across the country, from San Diego to Rochester, New York, from Tennessee to Texas, who are not aware of what's happening.
[00:45:19.684 --> 00:45:23.447]  In a nutshell, what is happening with the money bomb and the Ron Paul revolution?
[00:45:24.688 --> 00:45:27.290]  Well, so far we've raised over $4 million today.
[00:45:28.567 --> 00:45:33.329]  You know, we basically, this is a grassroots effort that people have been pushing on the internet.
[00:45:33.429 --> 00:45:40.592]  This is the power of the people and the power of the internet and new technology that's allowing us to communicate and to get at the truth.
[00:45:41.533 --> 00:45:46.075]  And, you know, we're bringing the money in and he's winning straw polls.
[00:45:46.155 --> 00:45:52.797]  He's now double digits in South Carolina, which was a state he was, I think, at 2% during the last poll.
[00:45:52.857 --> 00:45:53.958]  So, I mean, talk about growth.
[00:45:55.143 --> 00:45:57.185]  Um, so we're just, we're just keeping on.
[00:45:57.205 --> 00:46:03.189]  You know, it's spreading the message that he has more meetups than anybody else, more people actively involved, and it's just going to continue to grow.
[00:46:03.209 --> 00:46:05.311]  Well, he just doesn't have more than undergrips.
[00:46:05.351 --> 00:46:06.712]  He dwarfs them all combined.
[00:46:08.660 --> 00:46:11.402]  First they tried to say it was spy bots, hackers, spam.
[00:46:12.142 --> 00:46:12.883]  Didn't exist.
[00:46:13.343 --> 00:46:15.985]  What about thousands in Boston at the rally?
[00:46:16.005 --> 00:46:18.727]  What about hundreds in every other major city?
[00:46:19.007 --> 00:46:24.831]  I'm told it's well over 500 here in Austin right now dumping tea into Lady Bird Lake and the Colorado River.
[00:46:26.311 --> 00:46:28.812]  I mean, this is incredible, and this is only the beginning.
[00:46:29.092 --> 00:46:36.913]  Ron Paul is only, as he said, one focal point of this freedom, liberty is popular, tyranny, the ancient wickedness is not popular.
[00:46:37.193 --> 00:46:38.173]  This is only the beginning.
[00:46:38.213 --> 00:46:42.514]  We've only begun to fight against the New World Order, and Ron Paul and this movement is only one manifestation.
[00:46:42.734 --> 00:46:45.055]  Trevor Lyman, father of the money bomb, what do you say?
[00:46:46.015 --> 00:46:47.355]  Well, I agree with that completely.
[00:46:47.455 --> 00:46:51.356]  We're just going to keep going on and taking back Congress.
[00:46:52.063 --> 00:46:54.630]  And, you know, go after seat after seat there.
