[00:00:00.069 --> 00:00:00.309]  Hey!
[00:24:01.753 --> 00:24:10.821]  Now you can upgrade your existing gravity filter to remove chemicals such as triamethylenes, atrazine, benzene, chlorine, chloroform, and NTVE to below detectable limits.
[00:24:11.082 --> 00:24:22.312]  Black flurky elements are so powerful, they remove pathogenic bacteria, cysts and parasites to non-detectable levels, and transform water, even raw stagnant pond water, into delicious crystal clear drinking water.
[00:24:22.652 --> 00:24:27.477]  Nitrates, nitrites, radon-222, unwanted heavy metals like lead, mercury, and aluminum,
[00:24:27.677 --> 00:24:27.817]  I think?
[00:24:46.715 --> 00:24:48.337]  Get a 2-pack, only $99, or a 4-pack, only $188.
[00:24:48.377 --> 00:24:49.259]  Call New Millennium, 888-803-4438.
[00:24:49.279 --> 00:24:51.041]  That's 888-803-4438, or order on the web at Berkeywater.com.
[00:25:00.765 --> 00:25:04.866]  We've all seen the Tornado device on TV and wondered if it really worked.
[00:25:05.306 --> 00:25:09.647]  I was also skeptical at first until we tested six Tornado units.
[00:25:09.907 --> 00:25:14.488]  And in every case, we got more miles per gallon and felt more power.
[00:25:14.788 --> 00:25:20.169]  Gasoline's expensive, so when we find something that saves us money, it just makes sense to get it.
[00:25:20.469 --> 00:25:22.189]  Call 800-500-8880 and order your Tornado unit today.
[00:25:22.209 --> 00:25:23.049]  Or visit TornadoAir.com
[00:25:30.075 --> 00:25:31.116]  Oil is oil.
[00:25:31.676 --> 00:25:32.736]  Don't kid yourself!
[00:25:32.896 --> 00:25:36.038]  Technology makes better oils possible, like Royal Purple.
[00:25:36.198 --> 00:25:39.379]  Royal Purple reduces friction and increases film strength.
[00:25:39.679 --> 00:25:45.702]  Go to RoyalPurple.com and you'll find independent test results from North Carolina and Oklahoma State.
[00:25:45.862 --> 00:25:47.463]  Not hype, just facts.
[00:25:47.743 --> 00:25:48.503]  What's in it for you?
[00:25:48.623 --> 00:25:53.325]  Superior protection, fewer oil changes, more horsepower, torque, and better gas mileage.
[00:25:53.465 --> 00:25:55.066]  Find Royal Purple at NAPA.
[00:25:56.587 --> 00:26:06.336]  How would you like to have a tool to use at home that you can use anytime that helps reduce back pain, sciatica, hip pain, and more?
[00:26:06.456 --> 00:26:09.159]  A tool that helps relieve the pain and doesn't just treat the symptoms?
[00:26:09.379 --> 00:26:11.481]  You need the Sacrowegi Sacral Stabilizer.
[00:26:11.721 --> 00:26:15.364]  One satisfied user states, I don't believe in gadgets, but this is a miracle.
[00:26:15.544 --> 00:26:16.405]  Yes, that's right.
[00:26:16.505 --> 00:26:21.810]  Just relax 20 minutes daily or when needed to help correct the muscle imbalance that creates many of these symptoms.
[00:26:22.070 --> 00:26:26.154]  Gravity does the work with the sacroegy under the sacrum and support under your neck.
[00:26:26.274 --> 00:26:28.235]  Help correct posture to relieve the pain.
[00:26:28.315 --> 00:26:30.057]  Better balance equals fewer problems.
[00:26:30.377 --> 00:26:33.418]  You can even sit on the Sacrowegi at the computer or while traveling.
[00:26:33.538 --> 00:26:38.899]  This device has been helping people for the past 15 years, yet the cost is still just $29.95.
[00:26:39.019 --> 00:26:42.620]  Finally, something available that really relieves those stubborn aches and pains.
[00:26:42.880 --> 00:26:50.202]  Call 1-800-737-9295 for a free brochure or visit the website at sacrowegi.com.
[00:26:50.302 --> 00:26:55.124]  That's spelled S-A-C-R-O-W-E-D-G-Y dot com.
[00:26:55.304 --> 00:26:55.944]  Or call 1-800-737-9295 today.
[00:27:00.655 --> 00:27:06.316]  Thank you for listening to GCN.
[00:27:06.356 --> 00:27:18.459]  Visit GCNlive.com today.
[00:27:18.579 --> 00:27:20.439]  Raging for the truth.
[00:27:20.459 --> 00:27:21.940]  Exposing corruption.
[00:27:22.480 --> 00:27:26.121]  Dismantling a false left-right paradigm.
[00:27:26.181 --> 00:27:27.781]  He's Alex Jones.
[00:27:29.289 --> 00:27:30.129]  That's right, my friends.
[00:27:30.209 --> 00:27:31.570]  Waging war on corruption.
[00:27:31.610 --> 00:27:33.230]  So, again, you've got Edna Lane Brown.
[00:27:33.270 --> 00:27:33.870]  She's a dentist.
[00:27:34.190 --> 00:27:35.890]  He's a successful contractor.
[00:27:36.030 --> 00:27:37.031]  $2 million house.
[00:27:37.571 --> 00:27:43.612]  They, for years, wrote letters to the IRS saying, we hear that you're a private collection agency for an offshore corporation, which, by the way, they are.
[00:27:43.632 --> 00:27:44.772]  That's documented.
[00:27:44.812 --> 00:27:46.333]  That's now coming out in federal and state court.
[00:27:46.913 --> 00:27:47.793]  It's all a big scam.
[00:27:47.813 --> 00:27:49.193]  We didn't have it until 1913.
[00:27:49.553 --> 00:27:53.334]  People didn't have to pay it until the 1950s, and it was 2% then.
[00:27:53.934 --> 00:27:56.155]  And so they found out about this scam, this hoax.
[00:27:58.212 --> 00:28:09.098]  And the Feds have said they're going to come in there, and then they claim they weren't, but now helicopters over their property, tasering people for no reason, peeling out in police cars, firing automatic weapons in their direction.
[00:28:10.179 --> 00:28:11.680]  Man, this is incredible.
[00:28:11.900 --> 00:28:14.921]  And we're going to go ahead and go to Elaine Brown with Ed there in the wings.
[00:28:15.422 --> 00:28:19.664]  Elaine, we're all praying for you up there, but I tell you, this is becoming quite a saga.
[00:28:21.091 --> 00:28:22.652]  Unfortunately, it is Alex, yes.
[00:28:22.772 --> 00:28:25.914]  And we certainly appreciate all your prayers and all your support.
[00:28:25.954 --> 00:28:27.035]  We're very, very grateful.
[00:28:27.615 --> 00:28:30.157]  And, of course, we're all fighting the same fight here.
[00:28:30.697 --> 00:28:35.020]  We all have our different ways of fighting it, and this is the stand we have taken.
[00:28:35.100 --> 00:28:35.641]  Absolutely.
[00:28:35.681 --> 00:28:42.045]  Just in a nutshell, go through what happened to Danny Riley yesterday afternoon, and then what happened last night.
[00:28:42.245 --> 00:28:44.547]  I mean, just as much detail as you can give us, Elaine.
[00:28:45.533 --> 00:28:47.033]  Oh, you talking about the shooting at Danny?
[00:28:47.474 --> 00:28:53.755]  Well, I mean, let's start with... No, let's start with him seeing the police chief, and then move on from there.
[00:28:53.855 --> 00:28:55.076]  Oh, okay, yeah.
[00:28:55.096 --> 00:29:09.920]  Danny had gone into town, and on his way back, when he got up to our driveway, he found the Plainfield police car sitting across our driveway, blocking our driveway, and Chief Gordon Gillins was in the vehicle.
[00:29:10.894 --> 00:29:17.897]  As Danny came up, he backed his patrol car up and allowed Danny to come in.
[00:29:19.517 --> 00:29:26.460]  So we called the police department and Chief Gillen said that he was there
[00:29:27.210 --> 00:29:28.852]  We're good to go.
[00:29:48.211 --> 00:29:50.934]  Elaine, now you're being friendly towards the local police chief.
[00:29:52.015 --> 00:29:54.818]  I talked to Danny last night and this morning.
[00:29:54.878 --> 00:29:57.421]  He said that the guy violently screeched out of there.
[00:29:57.861 --> 00:29:58.622]  Right.
[00:29:58.802 --> 00:30:05.750]  He actually photographed the mocks that he made cheering up the gravel road as he peeled out.
[00:30:06.625 --> 00:30:09.907]  And then they admitted that he did that to, quote, mark the road.
[00:30:10.267 --> 00:30:10.487]  Right.
[00:30:10.707 --> 00:30:15.650]  So they could count the tire marks crossing his skid marks coming in here.
[00:30:15.930 --> 00:30:16.190]  Why?
[00:30:16.490 --> 00:30:17.871]  I mean, why is he acting crazy?
[00:30:17.931 --> 00:30:20.953]  I mean, you have a... Folks, I've seen a helicopter at 30 feet, okay?
[00:30:20.973 --> 00:30:21.893]  I'm not exaggerating.
[00:30:22.073 --> 00:30:28.597]  You know, at times it was at 200, but other times it was below the trees, very dangerous, at night, then it turned its lights off at night.
[00:30:29.237 --> 00:30:32.438]  Yeah, shining lights into our living room windows.
[00:30:32.498 --> 00:30:37.319]  Let's be clear, because I was watching on a live link video, but you saw it in person.
[00:30:37.619 --> 00:30:41.400]  It showed up at about 7.30 near dusk, flew around until it got dark.
[00:30:41.420 --> 00:30:43.740]  No, no, actually Alex, they were here from about 1.30 to 9.30.
[00:30:43.840 --> 00:30:51.081]  Okay, I was just never able to see them until... Didn't they get closer and fly right over you though once it got dark?
[00:30:51.141 --> 00:30:52.742]  Yeah, they were very, very low at times.
[00:30:54.543 --> 00:30:56.806]  Talk about like Star Trek type technology.
[00:30:57.286 --> 00:30:58.567]  Star Trek type technology.
[00:30:58.848 --> 00:31:01.911]  I'm just sitting here in Austin going, hey, let's see how the concert's going.
[00:31:02.151 --> 00:31:06.476]  And I click on the internet and there's a live feed, you know, via cell phone internet connection.
[00:31:06.496 --> 00:31:12.302]  And then literally like on cue, like the program started, here comes the helicopter from behind the trees.
[00:31:12.322 --> 00:31:12.682]  But go ahead.
[00:31:15.661 --> 00:31:35.794]  Oh, so early in the evening, Ed called the Lebanon Airport to tell them, to tell the helicopter, the Homeland Security people, that they had best leave by 9.30 because we were going to be setting off firecrackers, fireworks at that time, and we wouldn't want to have them in harm's way.
[00:31:36.234 --> 00:31:39.116]  So we thanked them very much for the air show and for the security.
[00:31:39.836 --> 00:31:42.698]  And then at actually 9.38 they did pull out.
[00:31:43.713 --> 00:31:51.966]  I did see in the darkness until about 930 your time that there was the silhouette of the helicopter flying around.
[00:31:52.307 --> 00:31:56.694]  Also, they turned their lights off, they flew down behind your house, literally below the trees.
[00:31:57.379 --> 00:31:58.960]  Uh, how close to the ground did they get?
[00:31:59.000 --> 00:32:00.061]  It looked like 30 feet to me.
[00:32:00.081 --> 00:32:03.824]  Yeah, they were just at the treetops at some point, yeah.
[00:32:04.204 --> 00:32:06.025]  I saw video of them below trees, yeah.
[00:32:06.205 --> 00:32:07.006]  Yeah, yeah.
[00:32:07.946 --> 00:32:12.670]  I mean, that was... But I guess there was kind of a hill behind your house, so maybe they were behind the hill, so they weren't that low.
[00:32:12.770 --> 00:32:13.810]  Yeah, yeah, yeah.
[00:32:13.871 --> 00:32:15.832]  Well, we're on a hill, so, you know, it depends where.
[00:32:16.292 --> 00:32:18.854]  I mean, I'm seeing a helicopter fly below trees.
[00:32:18.914 --> 00:32:20.574]  I'm going, man, this is crazy.
[00:32:20.835 --> 00:32:24.757]  Okay, so we've got this insanity endangering the helicopter pilot's life.
[00:32:24.777 --> 00:32:27.758]  We just saw those news choppers crash this week and kill everybody.
[00:32:28.219 --> 00:32:29.019]  A great tragedy.
[00:32:29.239 --> 00:32:32.201]  We've got the feds running around endangering our lives, endangering your lives.
[00:32:32.581 --> 00:32:35.423]  And we've already had them taser Danny a few months ago when this all started.
[00:32:36.043 --> 00:32:39.285]  And then kidnap him and try to make him lie and let him admit they had done it.
[00:32:39.945 --> 00:32:43.367]  Where does it go from here with what happened last night?
[00:32:44.315 --> 00:32:51.078]  Well, if they're trying to provoke us into doing the first strike, they're going to be very disappointed, Alex.
[00:32:51.519 --> 00:32:55.581]  We have stated from day one, we will always be in a defensive position.
[00:32:56.241 --> 00:32:58.662]  We will never fire unless we are attacked.
[00:32:59.182 --> 00:33:00.823]  Then we will defend.
[00:33:02.024 --> 00:33:05.585]  And they can provoke all they want, but that's not going to change.
[00:33:06.126 --> 00:33:06.386]  At all.
[00:33:08.140 --> 00:33:09.081]  Well, that's certainly good.
[00:33:09.121 --> 00:33:19.567]  Can you give us the ballpark time that this all happened and the chain of events as carefully as you can so we can glean any details that are in our ongoing investigation?
[00:33:19.768 --> 00:33:21.849]  It started about 11.15 last night.
[00:33:22.749 --> 00:33:29.934]  We heard shots, about 30-35 shots coming from down the bottom of the hills behind our house where our beaver pond is.
[00:33:30.755 --> 00:33:37.439]  And shortly thereafter, we started hearing noises in the woods and around the perimeter of our record area.
[00:33:38.722 --> 00:33:44.404]  Uh, that went on pretty much all night, and then, um, a couple of times, um... What type of noises?
[00:33:45.064 --> 00:33:46.004]  Roughly how many shots?
[00:33:46.044 --> 00:33:49.346]  I know you've said more than 30, but... About 30, 35, somewhere in there, yeah.
[00:33:49.546 --> 00:33:51.526]  Okay, and then, uh, noises.
[00:33:51.566 --> 00:33:52.587]  Describe those noises.
[00:33:53.167 --> 00:33:59.389]  Uh, noises of, uh, something in the, uh, in the bushes around our house, in the woods.
[00:33:59.809 --> 00:34:01.009]  So, crunching around?
[00:34:01.529 --> 00:34:03.190]  Crunching around, or crashing around?
[00:34:03.883 --> 00:34:05.404]  Well, yeah, kind of crashing around.
[00:34:06.265 --> 00:34:15.130]  We saw a couple of areas today where the grass or the ferns and such were all crushed down as if someone had been lying there.
[00:34:15.730 --> 00:34:17.912]  So basically, it wasn't just the sound of somebody walking around.
[00:34:17.952 --> 00:34:23.575]  It was like they had sticks throwing them or really trying to... Well, yeah, they were crashing through, running through.
[00:34:23.595 --> 00:34:26.137]  Not trying to be quiet, certainly.
[00:34:26.989 --> 00:34:32.935]  And two different times someone banged on Jim's RV and started locking it down.
[00:34:32.975 --> 00:34:49.871]  Okay, now Elaine you know I've been very measured throughout this whole saga and my goal is to get you out of this safely and to have them obey the law and stop violating you and also it wouldn't take any pleasure in Feds getting killed because they're just brainwashed minions and as your husband said mercenaries.
[00:34:50.171 --> 00:34:52.693]  I mean, the New World Order could care less about them.
[00:34:52.713 --> 00:34:57.116]  The New World Order would actually like to have some martyr cops.
[00:34:57.517 --> 00:34:59.338]  It's not that I just don't want them to get hurt.
[00:34:59.478 --> 00:35:01.740]  I actively care about them.
[00:35:02.581 --> 00:35:05.503]  Not as much as I care about you, but I do not want them to be used as martyrs.
[00:35:05.743 --> 00:35:07.104]  And I do care about their families.
[00:35:08.025 --> 00:35:10.687]  So, let me just go through a chain of events here.
[00:35:11.568 --> 00:35:14.450]  We had sophisticated hacks done last night.
[00:35:15.046 --> 00:35:26.270]  Not just of our websites, but of WeAreChange.org, but also PrisonPlanet.com, InfoWars.com, JonesReport.com, with backdoors into mainline, state-of-the-art software, with command codes.
[00:35:26.791 --> 00:35:27.631]  That happened, eh?
[00:35:27.851 --> 00:35:36.254]  That happened 20 minutes before... Tell me again, because I've gotten from talking to different folks, roughly what time did this happen, Eastern Time?
[00:35:36.274 --> 00:35:36.254]  1115.
[00:35:36.774 --> 00:35:38.615]  Okay, at approximately 10.50, your time,
[00:35:44.404 --> 00:35:48.810]  Uh, that is when PrisonPlanet.com, We Are Change... These aren't all about the same people.
[00:35:49.130 --> 00:35:51.713]  We Are Change is Luke Radowski.
[00:35:52.214 --> 00:35:55.337]  I mean, he's a protégé, but the point is that they know he's affiliated with me.
[00:35:55.758 --> 00:35:59.883]  And so they went after him, shut him down, and uh...
[00:36:01.559 --> 00:36:04.621]  Did that because they know that he's been reporting live out there very often.
[00:36:05.541 --> 00:36:06.662]  They shut us down.
[00:36:07.082 --> 00:36:12.965]  I think they may have been trying to cause a major provocation and kill you guys and they didn't want us getting the news out.
[00:36:13.506 --> 00:36:17.428]  Because the feds have said PrisonPlanet.com has brought the majority of the support.
[00:36:17.668 --> 00:36:21.870]  There's been a lot of other great sites but you know we've got the elephant gun, they got BB guns in the Info War.
[00:36:22.911 --> 00:36:24.392]  I wish there were more elephant guns out there.
[00:36:24.452 --> 00:36:26.213]  People aren't willing to do the work that it takes to do that.
[00:36:26.673 --> 00:36:33.027]  The point is, is that you add that together with the helicopter, with the cars, with all of this...
[00:36:34.147 --> 00:36:42.611]  Uh, this, uh, and also, the Genesis Network and others got 500 plus prank calls last night, trying to shut the phone lines down.
[00:36:42.631 --> 00:36:46.913]  Uh, this was a huge concerted effort, and definitely federal in nature.
[00:36:46.933 --> 00:36:53.396]  And we may have had some idiot hackers, you don't even know they're being provocateur, but that's the Snowball flash mob system the Pentagon's been testing.
[00:36:53.577 --> 00:36:55.217]  That's to try to manipulate the web to their aims.
[00:36:55.598 --> 00:36:56.218]  We'll be right back.
[00:36:56.278 --> 00:36:57.218]  Stay with us, Elaine Brown.
[00:37:01.000 --> 00:37:01.540]  Hey, Emily.
[00:37:01.861 --> 00:37:02.681]  Wow, you look great.
[00:37:03.374 --> 00:37:04.174]  I feel great.
[00:37:04.434 --> 00:37:06.335]  I've been using MediCleanse Colon Cleanse.
[00:37:06.715 --> 00:37:07.035]  Really?
[00:37:07.215 --> 00:37:07.695]  What is it?
[00:37:07.815 --> 00:37:08.255]  How does it work?
[00:37:08.396 --> 00:37:15.358]  Well, MediCleanse is a natural fiber therapy with ground flaxseed, psyllium, and bentonite clay that eliminates toxins from the body.
[00:37:15.658 --> 00:37:17.938]  MediCleanse is easy to use without being intrusive.
[00:37:18.298 --> 00:37:23.420]  You take two tablespoons of MediCleanse powder, mix with water or juice, drink, and it does all the work for you.
[00:37:23.960 --> 00:37:24.421]  That's it?
[00:37:24.661 --> 00:37:26.242]  Well, it sounds so easy and convenient.
[00:37:26.543 --> 00:37:27.243]  It is easy.
[00:37:27.263 --> 00:37:34.210]  Plus, the FDA says flaxseed works to prevent cancer and helps with menopause, weight loss, irritable bowel syndrome, and constipation.
[00:37:34.470 --> 00:37:35.832]  It helps with all of those ailments?
[00:37:36.012 --> 00:37:36.793]  That's amazing!
[00:37:37.133 --> 00:37:42.478]  And, the bendonite clay and MediCleanse eliminates viruses and pesticides in the intestinal tract.
[00:37:42.738 --> 00:37:43.059]  Wow!
[00:37:43.219 --> 00:37:44.300]  Where can I buy MediCleanse?
[00:37:44.740 --> 00:37:47.744]  A one-month supply is available online at MediCleanse.com.
[00:37:47.845 --> 00:37:51.730]  That's M-E-T-A-C-L-E-A-N-S-E dot com.
[00:37:51.950 --> 00:37:52.411]  Or call 1-800-317-9547.
[00:37:52.431 --> 00:37:52.691]  That's 800-317-9547.
[00:38:04.162 --> 00:38:05.963]  Hi, Steve Shank, Fearless Task Force.
[00:38:06.443 --> 00:38:08.224]  Sure, you've got a mortgage and credit cards.
[00:38:08.524 --> 00:38:11.666]  Your debt creation is probably the smartest thing you've ever done.
[00:38:11.686 --> 00:38:16.389]  How would it be to find $75,000, $150,000, $200,000 or more you never knew you had?
[00:38:17.109 --> 00:38:21.551]  Now the task force has strategies to make these debts into virtual savings accounts.
[00:38:22.092 --> 00:38:24.453]  Ben Franklin said, a penny saved is a penny earned.
[00:38:25.049 --> 00:38:33.499]  By doing nothing more than you're doing right now, because you've used your credit, the right strategies can make the debt part of your financial life the smartest thing you've ever done.
[00:38:34.040 --> 00:38:36.743]  Oh, by the way, your strategies cost you nothing out of pocket.
[00:38:37.404 --> 00:38:40.187]  Go ahead and check out the debt elimination scams if you'd like to.
[00:38:40.708 --> 00:38:45.173]  You wouldn't take money from a loan shark, so you may not want to give your money to a debt shark.
[00:38:45.908 --> 00:38:49.434]  For an understanding of what a financial genius you truly are, call 800-409-5633.
[00:38:49.454 --> 00:38:50.435]  On the web, MyDebtFreePath.com.
[00:38:50.455 --> 00:38:50.495]  800-409-5633.
[00:39:01.022 --> 00:39:04.204]  Introducing the most efficient gravity filter available.
[00:39:04.224 --> 00:39:08.267]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[00:39:08.407 --> 00:39:10.969]  But, if you placed them on the magnet, all would stick.
[00:39:11.029 --> 00:39:13.350]  The same principle applies in water filtration.
[00:39:13.531 --> 00:39:21.976]  Most filtration systems force water through the filter at 60 to 90 PSI, causing water molecules to race through the filter in less than a second.
[00:39:22.056 --> 00:39:23.357]  The Brookie light is different.
[00:39:23.497 --> 00:39:27.500]  Water molecules take 5 to 10 minutes to pass through the torturous path
[00:39:27.500 --> 00:39:28.000]  We're good to go!
[00:39:47.927 --> 00:39:50.930]  Let's get the Advanced Berkey Light Purifier for only $279 by calling New Millennium.
[00:39:50.950 --> 00:39:52.872]  888-803-4438 or order on the web at berkeywater.com.
[00:39:52.892 --> 00:39:53.572]  Not yet available in Iowa.
[00:40:00.547 --> 00:40:03.448]  If you suffer from diabetes, this message is for you.
[00:40:03.588 --> 00:40:09.950]  Wouldn't it be great if you could find a safe and effective way to help control your blood sugar and maintain it at a safe and normal level?
[00:40:10.170 --> 00:40:13.451]  Well, now there is a way with the Diabetic Breakthrough Pack.
[00:40:13.531 --> 00:40:19.573]  This is a specifically formulated dietary supplement validated by numerous independent university studies.
[00:40:19.753 --> 00:40:27.215]  The Diabetic Pack is totally safe, has no known side effects, and it gives your body the important essential nutrients it needs to function properly.
[00:40:27.495 --> 00:40:35.525]  And most important, clinical double blind studies showed a 31.9% drop in blood sugar within 30 to 60 days.
[00:40:35.845 --> 00:40:37.347]  Order the Diabetic Pack today.
[00:40:37.527 --> 00:40:41.312]  You have nothing to lose because the Diabetic Pack comes with a 90-day, 100% money-back guarantee.
[00:40:43.194 --> 00:40:46.616]  And for less than $4 per day, isn't it time you get your life back?
[00:40:46.716 --> 00:40:50.438]  To order, call 800-595-2711.
[00:40:50.638 --> 00:40:53.079]  That's 800-595-2711.
[00:40:53.259 --> 00:40:56.701]  Or visit thankyou.diabetesdefense.com.
[00:40:56.921 --> 00:40:59.103]  Control your life again with a diabetic pack.
[00:41:00.803 --> 00:41:05.946]  News, politics, sports, cars, home improvement, health, and everything in between.
[00:41:06.006 --> 00:41:06.907]  We've got you covered.
[00:41:06.987 --> 00:41:08.628]  You're listening to the GCN Radio Network.
[00:41:12.142 --> 00:41:15.243]  Corruption never had a worse enemy.
[00:41:15.984 --> 00:41:18.365]  You're locked into the Alex Jones Show.
[00:41:21.146 --> 00:41:21.686]  Welcome back.
[00:41:21.726 --> 00:41:23.547]  We're talking to Ed and Elaine Brown.
[00:41:23.567 --> 00:41:25.207]  Ed can pop in any time he'd like.
[00:41:25.247 --> 00:41:27.608]  Coming up, did the government kill Pat Gelman?
[00:41:27.929 --> 00:41:31.510]  We know he was murdered, but was he politically murdered for a reason?
[00:41:31.830 --> 00:41:33.391]  We'll be going over that in the next hour.
[00:41:33.731 --> 00:41:38.373]  Also, what's happening with the economy, the North American Union, and a lot more.
[00:41:40.006 --> 00:41:42.268]  This Pat Tillman situation is huge, as well as your calls.
[00:41:42.988 --> 00:41:54.756]  Going back to Elaine Brown there with the ongoing standoff, now going for several months in Plainfield, New Hampshire, the live free or die state, one of the states where the Revolutionary War started over unjust taxation.
[00:41:55.036 --> 00:41:58.538]  The feds are doing everything they can to get somebody to shoot at the helicopter, to shoot at the police.
[00:41:59.159 --> 00:42:02.941]  Now, no doubt, I mean they're out in a very rural area, not a lot of people around them.
[00:42:03.361 --> 00:42:08.685]  Somebody running around firing 30 plus shots, banging on people's trailers that are out there in support of them.
[00:42:09.286 --> 00:42:09.566]  Absolutely.
[00:42:09.666 --> 00:42:09.966]  Right on.
[00:42:10.107 --> 00:42:11.388]  Well, it's just too coincidental.
[00:42:28.435 --> 00:42:32.198]  It just paints a picture of a concerted effort.
[00:42:32.578 --> 00:42:39.643]  By the way, we have technical problems two or three times a year, we're not perfect, we get a lot of traffic, and we don't blame it on being hacked when that happens.
[00:42:39.943 --> 00:42:41.685]  We have where they came in and did it.
[00:42:41.925 --> 00:42:43.466]  This is absolute open and shut.
[00:42:43.926 --> 00:42:50.711]  These little creatures came in and did this to us, and they did it to other sites affiliated with us that report on you guys.
[00:42:51.031 --> 00:42:52.352]  That's what's key, Elaine.
[00:42:52.772 --> 00:42:53.433]  Right, right.
[00:42:53.773 --> 00:42:54.814]  Are you still down, Alex?
[00:42:55.575 --> 00:42:56.156]  No, we weren't.
[00:42:56.296 --> 00:43:04.703]  See, we had backup servers that we were able to shift over to, but then you've got to get IT people on that and other things are happening.
[00:43:04.903 --> 00:43:07.345]  But then they also did some things there.
[00:43:07.385 --> 00:43:08.966]  It gets complex.
[00:43:08.986 --> 00:43:09.467]  This was young.
[00:43:10.181 --> 00:43:18.447]  I just wanted to say that I had, of the many calls we've had today, of the dozens of people who have come by today, I had a call from Jack McLean, Alex.
[00:43:18.788 --> 00:43:19.348]  Yes.
[00:43:19.388 --> 00:43:20.909]  Which was good news.
[00:43:21.149 --> 00:43:27.274]  And he has, I know in the past he has tried many times to have a conversation with our Sheriff Prozo.
[00:43:27.994 --> 00:43:43.320]  That's right, he's a Vietnam veteran, most highly decorated police officer in Phoenix, Arizona, cop of the year twice, found out about the world government takeover plan, and he's been fighting them for 27 years, and he helped end the Ruby Ridge siege, for those that don't know.
[00:43:45.257 --> 00:43:55.943]  And a couple of weeks ago, I was told by someone who had a rather lengthy conversation with Sheriff Prozo, that he has decided he would be amenable to speaking with Jack McClain.
[00:43:56.003 --> 00:43:57.884]  Oh good, so Jack called you, or had they talked to you?
[00:43:58.144 --> 00:43:58.585]  Right, right.
[00:43:58.685 --> 00:44:08.850]  And I gave Jack that message today and asked him if he still has a way of contacting Sheriff Richard Mack, if he could ask Sheriff Mack to call Sheriff Prozo, and he did agree to do that.
[00:44:08.930 --> 00:44:12.833]  Of course, Sheriff Mack's the sheriff who shot down the Brady Bill, but the feds continue to enforce it.
[00:44:13.610 --> 00:44:14.411]  Yeah, of course.
[00:44:14.451 --> 00:44:23.000]  When he threw the feds out of his county, that went to court and he did win his case that he does have, you know, the jurisdiction over the feds in his county.
[00:44:23.620 --> 00:44:25.883]  So that's all plus.
[00:44:26.143 --> 00:44:27.244]  That is a huge plus.
[00:44:28.746 --> 00:44:31.068]  How tense did it get in those morning hours?
[00:44:31.388 --> 00:44:33.631]  How long did the shooting and crashing go on for?
[00:44:34.278 --> 00:44:36.540]  Well, the shooting only lasted for maybe 10 minutes.
[00:44:36.780 --> 00:44:36.980]  Yeah.
[00:44:37.481 --> 00:44:41.704]  But the crashing time was on and off all night long until maybe about 6 o'clock.
[00:44:41.784 --> 00:44:47.208]  Well, that's Waco, where they have the sound machines and the banging and the chanting monks and the sounds of dying rabbits.
[00:44:47.248 --> 00:44:52.212]  And Time Magazine reported they brought in Russians with some type of a special mind control beam.
[00:44:52.533 --> 00:44:57.056]  Folks, I'm not kidding, type Russians at Waco into Google, mainstream newspapers.
[00:44:57.377 --> 00:44:58.918]  You cannot make this type of stuff up.
[00:44:59.598 --> 00:45:08.545]  Uh, and they're out there doing a psych warfare job on you and I think they thought from their assessment that you were going to open up on them and that they were going to get to come in there and have a slaughter.
[00:45:08.945 --> 00:45:12.248]  Uh, but it looks like that again you guys did the right thing.
[00:45:12.688 --> 00:45:14.649]  Yep, yep, and we will continue to do that.
[00:45:14.930 --> 00:45:24.076]  Now, now, now, I've gotten different reports that it's, I mean you can tell which way guns are aimed, that these shots, that some of the shots can be heard streaking through the air, you know the, the
[00:45:25.317 --> 00:45:26.158]  That's not true.
[00:45:26.238 --> 00:45:28.279]  Okay, so it was just a boom, boom, boom?
[00:45:28.639 --> 00:45:29.940]  Yes, yes, yes.
[00:45:30.080 --> 00:45:31.441]  And not automatic.
[00:45:31.481 --> 00:45:32.502]  Semi-automatic.
[00:45:32.522 --> 00:45:33.603]  Okay, so it was pow, pow, pow.
[00:45:33.923 --> 00:45:40.087]  And so for those that don't know, a pow, pow, pow means it's close up and hitting its target close up or fired into the ground.
[00:45:40.107 --> 00:45:43.769]  A whewwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww
[00:45:44.944 --> 00:45:47.688]  Yeah, yeah, yeah.
[00:45:47.868 --> 00:45:52.715]  People started coming in here about 8 o'clock this morning, but it has not stopped.
[00:45:52.755 --> 00:45:57.781]  We've had people coming in, four gentlemen arrived about two hours ago from Michigan.
[00:45:58.222 --> 00:46:01.066]  We've got a beautiful family of five who stopped by.
[00:46:01.106 --> 00:46:02.448]  They're from Virginia.
[00:46:03.368 --> 00:46:05.269]  A young man from Texas came by.
[00:46:05.289 --> 00:46:06.269]  What is it with Texas?
[00:46:06.289 --> 00:46:10.050]  We must have had half the population of Texas here these days.
[00:46:10.070 --> 00:46:10.410]  Yeah.
[00:46:11.311 --> 00:46:13.892]  What new Texans there are left.
[00:46:14.312 --> 00:46:16.252]  Like to stand up to tyranny, yeah.
