[00:00:00.149 --> 00:00:00.429]  EANS.
[00:37:50.163 --> 00:37:56.286]  But Brown, who refused to appear in court for the verdict, says the laws do not apply to him or his wife.
[00:37:56.786 --> 00:38:02.829]  Right in courtroom, I said, show me the law where I have to pay the tax and I'll write you a check right now.
[00:38:03.726 --> 00:38:06.887]  The driveway leading to Brown's home is blocked off by trucks.
[00:38:07.148 --> 00:38:10.649]  At the other end, supporters have hung flags and signs.
[00:38:11.309 --> 00:38:13.310]  Some of them read, Don't Tread On Me.
[00:38:13.730 --> 00:38:17.812]  A self-described millionaire, Brown says he can live inside this home for as long as it takes.
[00:38:18.152 --> 00:38:26.656]  He has battery power and water, and now he's waiting for what he believes are many more who feel the same, ready to confront authority.
[00:38:27.076 --> 00:38:31.298]  I don't think you understand just how many are coming and what's going to happen here.
[00:38:33.010 --> 00:38:38.232]  Now, the judge in this case has banned Elaine Brown from staying here at her home in Plainfield.
[00:38:38.252 --> 00:38:41.453]  She's actually staying at a home in Worcester with a relative.
[00:38:41.693 --> 00:38:42.593]  We understand the U.S.
[00:38:42.653 --> 00:38:46.194]  Marshals, they tell us they have no plans to come to the house.
[00:38:46.214 --> 00:38:52.657]  They have established an open line of communication, however, with Ed Brown, sentencing in this case set for April.
[00:38:52.977 --> 00:38:54.897]  They could get three to five years.
[00:38:55.037 --> 00:38:56.598]  We're live here in Plainfield, New Hampshire.
[00:38:56.638 --> 00:38:58.058]  Sean Mazzucchetti, Fox 25 News.
[00:38:59.599 --> 00:39:01.600]  And I remember back in, what was it, 2000?
[00:39:03.200 --> 00:39:04.761]  The gray family in East Texas.
[00:39:05.362 --> 00:39:07.664]  I mean, I was there when the DPS trucks were driving around.
[00:39:07.704 --> 00:39:10.126]  They had the video cameras out front mounted.
[00:39:10.747 --> 00:39:14.229]  They were going to go in and the public rallied thousands.
[00:39:14.490 --> 00:39:16.632]  They sent over 10,000 phone calls to Governor Perry.
[00:39:17.432 --> 00:39:18.893]  Hard to believe he's been our governor since then.
[00:39:19.734 --> 00:39:22.957]  And the whole thing shut down and all these years later, nothing's happened.
[00:39:25.820 --> 00:39:30.222]  So, this is an example of the government not wanting Lexington and Concord.
[00:39:30.262 --> 00:39:31.242]  They want to do it quietly.
[00:39:31.262 --> 00:39:32.863]  They want to do it when the public isn't aware of it.
[00:39:32.883 --> 00:39:39.985]  They want to come in with their brainwashed police who don't know they're working for a private banking syndicate that had a hostile takeover of the U.S.
[00:39:40.345 --> 00:39:43.967]  A private banking syndicate had a hostile takeover of the United States in 1913.
[00:39:46.427 --> 00:39:48.088]  Alan Greenspan even wrote a book about it.
[00:39:49.733 --> 00:39:55.875]  Yeah, did you know Alan Greenspan was anti-New World Order in the 60s and in 68 wrote a book with Ayn Rand about it?
[00:39:56.095 --> 00:39:59.576]  Then they came and paid him off and made him Fed Chairman to shut up about it in 84.
[00:40:00.936 --> 00:40:07.899]  He was so effective as a prominent economist, he was kind of like a Milton Friedman, who also has exposed the Federal Reserve.
[00:40:09.399 --> 00:40:10.139]  He just died, didn't he?
[00:40:11.400 --> 00:40:13.700]  So, I mean, that's my point.
[00:40:14.981 --> 00:40:15.761]  It's a fact!
[00:40:17.176 --> 00:40:19.477]  I'm not even saying police are bad out there listening.
[00:40:19.497 --> 00:40:23.298]  I'm telling you the system you work for is illegal, out of control, and bad.
[00:40:23.478 --> 00:40:25.078]  Who can deny the government's out of control?
[00:40:26.239 --> 00:40:28.439]  Who can deny it's paid off by foreign lobbyists?
[00:40:28.499 --> 00:40:29.279]  Everybody knows that.
[00:40:30.200 --> 00:40:31.400]  Who do those lobbyists work for?
[00:40:31.420 --> 00:40:36.181]  You know, I said I'd get into Hillary and the war.
[00:40:36.201 --> 00:40:38.242]  I mean, what can I say about Hillary?
[00:40:40.928 --> 00:40:42.269]  She's wildly unpopular.
[00:40:42.329 --> 00:40:54.574]  You know, this will be, if Hillary's elected, it will be 36 years under the Bushes, who are really just fronts for Henry Kissinger and the Rothschilds and Rockefellers.
[00:40:54.594 --> 00:40:54.855]  36 years.
[00:40:55.775 --> 00:40:57.356]  Ronald Reagan was not CFR.
[00:40:57.396 --> 00:40:59.497]  Ronald Reagan hated George Herbert Walker Bush.
[00:40:59.897 --> 00:41:04.499]  He publicly gave speeches about the New World Order in 1979 and 1976.
[00:41:05.560 --> 00:41:09.381]  Any Republican who was around then knows this.
[00:41:09.421 --> 00:41:10.482]  You can go get the speeches.
[00:41:11.593 --> 00:41:12.793]  I've even got some video of it.
[00:41:16.094 --> 00:41:20.216]  And Ronald Reagan got in there, and he was told, you will have him as your running mate, or we're not going to support you.
[00:41:20.256 --> 00:41:21.556]  He was told that at the convention.
[00:41:22.136 --> 00:41:28.178]  Bush got on the ticket, the former CIA director, former ambassador to China, former CIA officer, Skull and Bones member.
[00:41:28.578 --> 00:41:30.779]  Reagan got shot, clearly by the Secret Service.
[00:41:32.139 --> 00:41:34.280]  Taken to a hospital, was never the same after.
[00:41:34.340 --> 00:41:37.941]  Bush, and even mainstream biographers have said, Willie was the president from 81 on.
[00:41:37.961 --> 00:41:38.201]  Then,
[00:41:40.811 --> 00:41:44.433]  From 88 to 1993, he was the president.
[00:41:45.193 --> 00:41:47.414]  Bill Clinton, who he now calls his surrogate son.
[00:41:47.454 --> 00:41:50.656]  We know he met 11 times with Bill Clinton in 1991 alone.
[00:41:50.676 --> 00:41:52.437]  We know Clinton went to Bilderberg Group meetings with him.
[00:41:53.517 --> 00:41:54.738]  They staged that whole event.
[00:41:54.898 --> 00:41:57.159]  Everybody pointed out Bush didn't really run against Clinton.
[00:41:58.019 --> 00:41:59.880]  Kind of laid down, didn't really campaign.
[00:42:00.481 --> 00:42:01.341]  Clinton got in.
[00:42:02.221 --> 00:42:09.265]  Now it's come out that George Shultz and Kissinger and others were advising the administration as they're advising this administration.
[00:42:10.490 --> 00:42:11.431]  On a weekly basis.
[00:42:12.672 --> 00:42:19.098]  You see, they know Republicans can only carry the ball so far, then Democrats carry the ball, and they just pass the baton between each other.
[00:42:20.219 --> 00:42:24.303]  So we got eight years of the Clintons, now we've had almost seven.
[00:42:24.323 --> 00:42:26.485]  We're about to have eight years of George Bush.
[00:42:28.126 --> 00:42:33.671]  Then we're gonna get Hillary or Barack Obama or Richardson or... It won't matter.
[00:42:35.293 --> 00:42:36.614]  Bilderberg group member, Hagel.
[00:42:39.381 --> 00:42:43.503]  And then that'll be 36 years under the Bushes or the Clintons.
[00:42:45.283 --> 00:42:50.445]  Pretty soon it'll be Clinton the 9th, Bush the 12th, Imperial Ruler.
[00:42:50.525 --> 00:42:51.766]  I mean, it's ridiculous!
[00:42:55.147 --> 00:42:57.408]  It's absolutely amazing.
[00:42:58.468 --> 00:43:02.910]  And you know, we told you this before it came out in the news, that Tony Blair was known MI5.
[00:43:03.470 --> 00:43:07.872]  We've had MI5 agents, MI6 agents on this show breaking that down.
[00:43:08.433 --> 00:43:09.113]  Three years ago.
[00:43:09.233 --> 00:43:28.897]  Then it came out last year in two major British papers confirming, his file was released, that he was MI5 out of high school, recruited in his freshman year in college, posing as a communist, spying on everyone, and leading the Communist Party there at his college.
[00:43:31.577 --> 00:43:33.317]  It's like Putin, former KGB.
[00:43:33.597 --> 00:43:35.318]  There's no such thing as former KGB.
[00:43:35.358 --> 00:43:36.558]  It's like former mafia.
[00:43:37.603 --> 00:43:38.784]  Former Hell's Angels.
[00:43:39.024 --> 00:43:40.084]  I mean, this is a joke!
[00:43:41.325 --> 00:43:48.769]  These are intelligence agencies that work for the private crime syndicate, the Allied Banking Pharmacological Defense Complex.
[00:43:51.890 --> 00:43:52.391]  Period!
[00:43:55.372 --> 00:44:04.137]  Meanwhile, Bush announces 21,600 additional troops to be phased in over the next two months
[00:44:06.023 --> 00:44:07.044]  3,000 something.
[00:44:07.064 --> 00:44:08.025]  Let me find the actual number.
[00:44:08.045 --> 00:44:09.506]  I have the report right here.
[00:44:10.887 --> 00:44:11.007]  It's 3,400.
[00:44:11.527 --> 00:44:29.519]  No, it's 3,600 are injected in in the last week and a half, and 24 were killed on Saturday, 3 were killed on Sunday, and if it follows rule of thumb, it's much higher than that.
[00:44:29.559 --> 00:44:34.783]  They don't count those again that die being flown out of the country to Germany, to England.
[00:44:35.430 --> 00:44:36.310]  To the hospitals.
[00:44:37.751 --> 00:44:39.631]  You gotta die in country, you gotta die within a day.
[00:44:40.251 --> 00:44:41.632]  They don't count it as a combat death.
[00:44:42.732 --> 00:44:43.973]  They count it as complications.
[00:44:46.333 --> 00:44:47.454]  Think about that deception.
[00:44:47.974 --> 00:44:48.514]  Well over 10,000.
[00:44:48.714 --> 00:44:49.974]  Not 3,000.
[00:44:50.014 --> 00:44:53.295]  They lie about everything.
[00:44:54.636 --> 00:45:02.498]  And the new plan is in Baghdad alone, and in one other city, to have 16 to 21 additional substations
[00:45:06.284 --> 00:45:22.738]  Undefended, they're getting them outside the green zone, outside the armored walls, because they can't even hold the roads now to those armored compounds, in their fortress medieval defense strategy, their bunkered mentality.
[00:45:23.599 --> 00:45:28.944]  And now they've stuck the troops, they've started sticking in Baghdad, the troops in those substations.
[00:45:31.013 --> 00:45:32.653]  We don't know the real number, they say 16 and 21.
[00:45:32.693 --> 00:45:35.094]  First it was 16, now it's 21 substations.
[00:45:35.634 --> 00:45:40.996]  Every former general, even those that are pro-war neocons, have said this is an insane strategy.
[00:45:43.076 --> 00:45:43.616]  It's nuts.
[00:45:44.236 --> 00:45:52.778]  You stick troops in undefended facilities all over the city and make them do patrols in the most dangerous areas, you're going to get more troops killed.
[00:45:53.599 --> 00:45:55.099]  And it's going to do absolutely nothing.
[00:45:58.020 --> 00:45:58.700]  But escalate.
[00:46:00.552 --> 00:46:01.112]  That's what they want.
[00:46:01.153 --> 00:46:07.537]  They want to escalate it into civil war, and then expand the civil war into Iran and Syria, and get us into World War III.
[00:46:09.139 --> 00:46:22.969]  And now the Korean Times is reporting, and top State Department officials have gone public saying, that they plan to hit hundreds of sites in Iran, go into the west of Iran, and have a full-scale war to destabilize the region even further.
[00:46:26.732 --> 00:46:27.993]  It's off the charts.
[00:46:28.968 --> 00:46:46.580]  And for all those that are still pro-war, that 22%, even if you're for this war, stop thinking that just because you're for it, that continues it, and quit thinking you're part of the power process, and realize that the majority of Americans don't want the war.
[00:46:46.620 --> 00:46:47.841]  It wasn't declared properly.
[00:46:47.901 --> 00:46:48.401]  It's illegal.
[00:46:48.441 --> 00:46:55.486]  We were taken there with premeditated lies, showing if this is a supposed free country, how can we then be there if the people don't want it?
[00:46:55.766 --> 00:46:56.687]  How is that a good thing?
[00:46:57.067 --> 00:46:58.048]  Oh, you know best.
[00:47:00.012 --> 00:47:01.513]  So now you say lies are good.
[00:47:01.593 --> 00:47:03.975]  Lie to the American people premeditatively about WMDs.
[00:47:04.295 --> 00:47:05.717]  Talk about staging their discovery.
[00:47:06.017 --> 00:47:07.438]  White House and Downing Street Memos.
[00:47:07.838 --> 00:47:08.719]  So you're now for lying.
[00:47:09.460 --> 00:47:10.881]  Lying about how long they'd be there.
[00:47:11.041 --> 00:47:13.783]  They meant to be there for at least 30 years all along.
[00:47:14.003 --> 00:47:16.625]  Permanent bases that hold 3,000 people in each base.
[00:47:16.985 --> 00:47:18.246]  That was planned all along.
[00:47:23.370 --> 00:47:25.252]  They told the troops you'll be home by Christmas.
[00:47:25.452 --> 00:47:26.353]  That was just eight months.
[00:47:27.290 --> 00:47:28.871]  They've now been there almost four years.
[00:47:28.891 --> 00:47:30.031]  It'll be four years in March.
[00:47:30.051 --> 00:47:30.932]  Just a few months away.
[00:47:33.193 --> 00:47:33.993]  They lied about that.
[00:47:34.874 --> 00:47:36.434]  And Bush said, oh, we don't want war.
[00:47:36.474 --> 00:47:37.475]  We want detente.
[00:47:37.815 --> 00:47:39.136]  We want diplomacy.
[00:47:39.456 --> 00:47:41.537]  We are not going to attack them.
[00:47:43.238 --> 00:47:49.261]  And all along, they planned, day one from the day he got elected, the first meetings at the White House were about how they were going to attack Iraq.
[00:47:50.421 --> 00:47:51.342]  It was all lies.
[00:47:51.922 --> 00:47:52.682]  Lying to us.
[00:47:52.722 --> 00:47:53.923]  You think that's good?
[00:47:55.644 --> 00:47:56.384]  It's despicable.
[00:47:58.922 --> 00:48:04.967]  27 dead in two days and I guarantee you it's a lot higher than that.
[00:48:06.628 --> 00:48:14.054]  Let me see, they claim it's 3,100 and it's admittedly close to 11,000.
[00:48:14.154 --> 00:48:17.797]  That's a conservative estimate.
[00:48:17.817 --> 00:48:20.839]  654,000 dead Iraqis.
[00:48:20.859 --> 00:48:23.762]  That was three months ago since the invasion.
[00:48:24.282 --> 00:48:25.423]  Three and a half plus years ago.
[00:48:26.380 --> 00:48:34.046]  So, if it's at least triple that in dead troops in the past, then we can surmise that it's really triple 27 dead.
[00:48:34.666 --> 00:48:40.651]  So we're talking about close to 90 dead in two days.
[00:48:42.352 --> 00:48:43.493]  Let's just say it's 27.
[00:48:45.074 --> 00:48:45.875]  For nothing!
[00:48:46.816 --> 00:48:55.042]  But so defense contractors can stay there and keep making a hundred plus billion a year off the war alone, and so they can expand their scam.
[00:48:57.907 --> 00:48:58.407]  Pretty sick!
[00:48:58.427 --> 00:49:05.129]  Alright, we're going to go to break and come back and talk to Nathaniel, Emily, Joe, Jeff, Jonas, and others until the bottom of the next hour.
[00:49:05.149 --> 00:49:07.850]  Then I'm going to break down the Globalist Master Plan Part 1.
[00:49:09.890 --> 00:49:14.832]  Before I do that, before we go to break, folks, I've made 15 films.
[00:49:15.072 --> 00:49:20.994]  America Destroyed by Design, America Wake Up or Wake Up, Police State 2 The Takeover, Police State 3 Total Enslavement, Police State 2000.
[00:49:22.314 --> 00:49:25.995]  Those are now, all three of those available in one DVD package, three DVD set.
[00:49:27.684 --> 00:49:28.945]  For $34.95, that's 45% off.
[00:49:29.085 --> 00:49:29.525]  45% off.
[00:49:30.586 --> 00:49:36.548]  On the new DVD, three DVD set, Police State Trilogy.
[00:49:37.889 --> 00:49:46.453]  We got America, Freedom from Fascism for $19.95, exposing the private IRS, exposing the Federal Reserve, the North American Union, an incredible film.
[00:49:46.933 --> 00:49:50.095]  When you get it, you can get Terror Storm if you wish for half price, 50% off,
[00:49:51.994 --> 00:49:56.740]  $9.95.
[00:49:53.055 --> 00:49:56.740]  We've got 9-11 inside job t-shirts for $9.95.
[00:49:57.401 --> 00:50:04.029]  Folks, the extra larges cost me like $5 and something.
[00:50:04.069 --> 00:50:04.530]  I mean, I'm not even...
[00:50:05.262 --> 00:50:07.023]  We just want to get the information out.
[00:50:07.123 --> 00:50:07.863]  Support us.
[00:50:08.364 --> 00:50:09.785]  Go to InfoWars.com.
[00:50:09.845 --> 00:50:10.805]  Look at all the specials.
[00:50:11.185 --> 00:50:12.206]  Look at all the discounts.
[00:50:12.566 --> 00:50:13.567]  Look at all the offers.
[00:50:14.127 --> 00:50:15.087]  And support us.
[00:50:15.147 --> 00:50:16.128]  But that's secondary.
[00:50:16.428 --> 00:50:17.269]  Get the videos.
[00:50:17.389 --> 00:50:18.049]  Make copies.
[00:50:18.369 --> 00:50:19.850]  Get them out to everybody.
[00:50:20.150 --> 00:50:21.811]  We carry over 50 books now.
[00:50:21.851 --> 00:50:23.112]  Over 50 different films.
[00:50:23.692 --> 00:50:25.393]  We carry a bunch of t-shirts.
[00:50:25.533 --> 00:50:26.454]  Bumper stickers.
[00:50:26.954 --> 00:50:28.094]  InfoWars.com.
[00:50:28.435 --> 00:50:29.015]  Arm bands.
[00:50:30.136 --> 00:50:30.676]  Wrist bands.
[00:50:31.605 --> 00:50:37.232]  InfoWars.com to order via the Safe, Secure, Online shopping cart or call toll free 1-888-253-3139.
[00:50:37.272 --> 00:50:38.854]  Call today.
[00:50:39.054 --> 00:50:40.116]  Get the films.
[00:50:44.155 --> 00:50:44.495]  888-253-3139.
[00:50:45.996 --> 00:50:50.277]  I want to thank all those that have ordered the films in the past.
[00:50:50.297 --> 00:50:51.718]  You've made it all possible what we do here.
[00:50:52.078 --> 00:50:55.279]  And I want to invite you to get the new films you haven't purchased.
[00:50:55.740 --> 00:50:59.241]  And I want to invite those that haven't gotten the films to order them today.
[00:50:59.261 --> 00:50:59.921]  888-253-3139.
[00:50:59.941 --> 00:51:03.363]  Or write to me, Alex Jones, at 3001 South Lamar, Suite 100, Austin, TX 78704.
[00:51:12.663 --> 00:51:18.145]  I'm Alex Jones, defending the Republic from enemies, foreign and domestic.
[00:51:18.905 --> 00:51:20.566]  It is the 22nd day of January, 2007.
[00:51:22.546 --> 00:51:29.669]  Your calls, a ton of news, and in-depth analysis of the architecture of the New World Order is straight ahead.
[00:51:38.775 --> 00:51:39.256]  It's here.
[00:51:39.456 --> 00:51:44.220]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:44.580 --> 00:51:52.207]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:52.924 --> 00:51:59.967]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:00.368 --> 00:52:11.753]  Terror Storm chronicles the lies that took us to war in Iraq, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:12.113 --> 00:52:16.035]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:16.055 --> 00:52:17.996]  It's an anthology of government crimes.
[00:52:18.336 --> 00:52:22.158]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:22.758 --> 00:52:30.229]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:52:36.491 --> 00:52:37.452]  Good morning, honey.
[00:52:37.812 --> 00:52:43.835]  Wow, the weather is beautiful, the cabin is terrific, and it's the first day of our vacation.
[00:52:44.075 --> 00:52:44.715]  Yeah.
[00:52:45.075 --> 00:52:46.496]  Honey, is there something wrong?
[00:52:46.856 --> 00:52:50.258]  Yeah, I just realized we forgot to pack the travel Berkey system.
[00:52:50.738 --> 00:52:52.219]  I can't drink this cabin water.
[00:52:52.679 --> 00:52:54.360]  And what am I going to do when I'm out on the lake?
[00:52:54.760 --> 00:52:56.501]  Now the whole vacation is ruined.
[00:52:56.701 --> 00:52:57.662]  Honey, cheer up!
[00:52:58.003 --> 00:53:00.285]  I brought our Sport Berkey Purifiers!
[00:53:00.526 --> 00:53:00.846]  What?
[00:53:01.287 --> 00:53:11.779]  Yeah, I know you're picky about not having pathogenic bacteria, organic chemicals, heavy metals or foul tastes and odors in the water, so I packed our Sport Berkey Purifiers!
[00:53:12.059 --> 00:53:14.302]  You know, this is a terrific cabin!
[00:53:14.462 --> 00:53:16.885]  And wow, have you noticed the beautiful weather?
[00:53:17.205 --> 00:53:18.405]  Don't ruin your vacation.
[00:53:18.486 --> 00:53:20.286]  Get a Travel Berkey today for only $209.
[00:53:20.326 --> 00:53:21.046]  Or get a Sport Berkey for only $39.
[00:53:21.106 --> 00:53:21.346]  Call 888-803-4438.
[00:53:21.367 --> 00:53:21.547]  That's 888-803-4438.
[00:53:21.567 --> 00:53:22.587]  Or order on the web at berkeywater.com.
[00:53:22.607 --> 00:53:24.067]  Travel Berkey not available in Iowa.
[00:53:35.481 --> 00:53:41.323]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[00:53:41.403 --> 00:53:46.864]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[00:53:47.025 --> 00:53:54.327]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[00:53:54.667 --> 00:54:01.729]  While online, sign up to receive the Herbal Healer Newsletter, which will keep you informed on the latest and greatest products and education.
[00:54:01.989 --> 00:54:14.138]  Did you know that Herbal Healer offers not only natural medicine, but also tension-relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[00:54:14.158 --> 00:54:17.241]  Want to learn more for yourself and to help others in the future?
[00:54:17.481 --> 00:54:19.843]  Join the Herbal Healer Correspondence Program.
[00:54:19.983 --> 00:54:22.925]  You can work at your own pace from the comfort of your own home.
[00:54:23.045 --> 00:54:26.948]  This accredited, exciting program can help you gain skills and knowledge.
[00:54:27.188 --> 00:54:29.471]  Can you believe you can find all this at one stop?
[00:54:29.731 --> 00:54:31.273]  HerbalHealer.com.
[00:54:31.593 --> 00:54:34.216]  Celebrating 18 years of dedication.
[00:55:01.279 --> 00:55:03.340]  It's like it always is!
[00:55:04.220 --> 00:55:04.760]  Welcome back.
[00:55:05.961 --> 00:55:15.125]  Going back to Ed Brown in New Hampshire in a standoff with the feds, who would go armored SWAT teaming if he wasn't being public and calling for support.
[00:55:16.165 --> 00:55:17.186]  They want to do it in the dark.
[00:55:18.433 --> 00:55:22.235]  They want to have their way with us when nobody can see it and no one can stand up.
[00:55:24.737 --> 00:55:26.418]  And that's really the secret to all of this.
[00:55:26.538 --> 00:55:37.304]  If we expose the fact that it's the private banks and the New World Order that are devaluing the dollar and trying to bring down our sovereignty, they can't completely drop the hammer on us because they'll get the blame, and rightly so.
[00:55:38.985 --> 00:55:41.746]  Just by informing people, we hold them back.
[00:55:42.427 --> 00:55:43.327]  Let's go to your calls.
[00:55:43.708 --> 00:55:45.469]  Nathaniel in Texas, thanks for holding.
[00:55:45.509 --> 00:55:46.009]  You're on the air.
[00:55:46.909 --> 00:55:47.590]  Good morning, Mr. Jones.
[00:55:47.930 --> 00:55:48.651]  Hi, thanks for holding.
[00:55:49.031 --> 00:55:53.716]  I just got through taking a Calvin bath, and I want to thank you for introducing me to that Pure Soap.
[00:55:53.736 --> 00:55:54.377]  It's great stuff.
[00:55:54.718 --> 00:55:59.423]  I look forward to getting me a Berkey if IRS lets me and my wife have any of our money back.
[00:56:00.884 --> 00:56:02.566]  They're nice folks, aren't they?
[00:56:02.766 --> 00:56:03.287]  They really are.
[00:56:03.789 --> 00:56:09.352]  Hey, I just called to let the residents of Bastrop County to know to oppose the new FEMA shelter that they're proposing.
[00:56:09.753 --> 00:56:11.394]  The Bastrop County official.
[00:56:11.434 --> 00:56:20.839]  That's right, they're building emergency FEMA centers everywhere to hold families, right around Austin, Texas, and right out there by the old German concentration camp that they used to hold Germans.
[00:56:21.540 --> 00:56:23.301]  The prisoner of war camp, I should call it.
[00:56:24.021 --> 00:56:25.002]  They're building that facility.
[00:56:25.782 --> 00:56:27.142]  Well, this is a brand new one, actually.
[00:56:27.182 --> 00:56:27.562]  No, I know.
[00:56:27.582 --> 00:56:29.803]  I'm saying near there, though, according to the map I saw.
[00:56:29.843 --> 00:56:30.083]  Right.
[00:56:30.543 --> 00:56:37.765]  Well, according to every site I've been to about concentration camps, there's already one at the federal prison, and no telling what Camp Swift has on it.
[00:56:37.785 --> 00:56:46.186]  I've seen a couple of grayish-blue Chinooks flying around Bastrop County and numerous other military aircraft.
[00:56:46.546 --> 00:56:49.327]  Well, remember, I don't know if you were listening eight years ago,
[00:56:50.226 --> 00:56:51.367]  Now more than eight.
[00:56:51.407 --> 00:56:56.709]  About eight years ago, remember out there at the Bastrop Prison and the FEMA trucks and all that?
[00:56:56.729 --> 00:56:58.910]  That big story that got picked up by World Net Daily we did?
[00:57:00.171 --> 00:57:00.831]  I didn't hear that, sir.
[00:57:00.871 --> 00:57:04.513]  I mean, we've known all these years that Bastrop's a major center of this stuff.
[00:57:05.353 --> 00:57:05.653]  Yes, sir.
[00:57:07.494 --> 00:57:10.015]  Well, I also just wanted to say, I got your last two DVDs.
[00:57:10.215 --> 00:57:13.477]  I eagerly look forward to the next one you got coming out.
[00:57:13.577 --> 00:57:15.398]  I finally managed to wake up a family member.
[00:57:15.922 --> 00:57:16.242]  Good!
[00:57:16.262 --> 00:57:20.505]  With those and with Loose Change 2nd Edition, I finally got a cousin to wake up.
[00:57:20.605 --> 00:57:21.866]  So keep up the good work, sir.
[00:57:21.906 --> 00:57:22.526]  Thank you, sir.
[00:57:22.586 --> 00:57:23.587]  I appreciate your call.
[00:57:23.927 --> 00:57:24.567]  Good to hear from you.
[00:57:24.587 --> 00:57:26.809]  We do carry Loose Change 2nd Edition on DVD.
[00:57:27.529 --> 00:57:29.951]  Won't be available much longer because the final edition is coming out.
[00:57:29.991 --> 00:57:31.471]  I think 2nd Edition is bombshell.
[00:57:31.491 --> 00:57:31.952]  You need to get it.
[00:57:31.972 --> 00:57:32.892]  We have it on DVD.
[00:57:33.493 --> 00:57:38.456]  Get the historical film and have it as part of your library and digital quality at InfoWars.com.
[00:57:38.676 --> 00:57:40.857]  Emily in Ohio, thanks for holding her on the air.
[00:57:41.157 --> 00:57:42.078]  Hey Alex, what's up?
[00:57:43.012 --> 00:57:44.553]  Transmitting worldwide.
[00:57:44.573 --> 00:57:45.273]  That's right.
[00:57:45.874 --> 00:57:48.235]  Um, I don't know if Jack Blood told you about me.
[00:57:48.315 --> 00:57:54.019]  I'm 15 years old from Stockton, Ohio, and I'm starting an InfoWars club at my school, and it's underway.
[00:57:54.939 --> 00:57:59.422]  And, um, last, uh, Friday, they had a, uh, soldier.
[00:57:59.462 --> 00:58:00.983]  They come, like, every two months.
[00:58:01.883 --> 00:58:03.985]  And brainwash you and tell you to join the military.
[00:58:04.065 --> 00:58:05.446]  Oh, yeah, and I think it's ridiculous.
[00:58:05.466 --> 00:58:08.007]  Yeah, they turn the schools under federal law into recruiting centers.
[00:58:08.668 --> 00:58:12.650]  Yeah, and I was telling him, I was like, you know that there's a draft coming, you know that
[00:58:13.038 --> 00:58:15.039]  The Doomsday Clock was moved up five minutes.
[00:58:15.079 --> 00:58:17.121]  You know that Bush is going to go nuke Iran.
[00:58:17.441 --> 00:58:19.282]  He's like, that's not true.
[00:58:19.802 --> 00:58:21.123]  Whatever, you know.
[00:58:21.223 --> 00:58:22.204]  Join the military.
[00:58:22.244 --> 00:58:24.826]  You'll sit on white beaches and drink out of coconuts.
[00:58:25.186 --> 00:58:25.466]  Yeah.
[00:58:25.706 --> 00:58:26.507]  It's wonderful.
[00:58:26.527 --> 00:58:28.688]  Oh yeah, so wonderful.
[00:58:29.168 --> 00:58:34.231]  Well, if you join the military now, they'll make you serve longer than your commitment and keep you in combat four years.
[00:58:34.292 --> 00:58:35.392]  Never before done in history.
[00:58:36.093 --> 00:58:36.333]  I know.
[00:58:38.131 --> 00:58:40.293]  Let us shoot you up with experimental vaccines.
[00:58:40.633 --> 00:58:43.355]  Let us, like Project Shad, put you in a chamber and kill you.
[00:58:43.576 --> 00:58:44.997]  That's what they do to our troops, okay?
[00:58:45.017 --> 00:58:47.158]  This is not our government, and it's not our military.
[00:58:47.539 --> 00:58:49.660]  Anyone who joins the military is insane.
[00:58:50.021 --> 00:58:51.061]  This is not our military.
[00:58:51.081 --> 00:58:52.362]  It is a new world order military.
[00:58:52.883 --> 00:58:54.124]  Stay there, Emily.
[00:58:54.144 --> 00:58:55.545]  We didn't have enough time to let you finish up.
[00:58:55.845 --> 00:58:56.285]  We'll come back.
[00:58:56.326 --> 00:58:57.667]  I want to hear more about these recruiters.
[00:58:58.027 --> 00:59:01.129]  Also, most middle schools now have BATF licensed
[00:59:02.612 --> 00:59:10.700]  Sheriff's deputies who are BATF certified auxiliary officers who have the children write dossiers on their parents.
[00:59:10.720 --> 00:59:11.941]  That's in my film The Takeover.
[00:59:12.362 --> 00:59:13.043]  We'll be right back.
[00:59:15.525 --> 00:59:19.429]  If you would like a copy of this show, come to GCNlive.com and reserve it today.
[00:59:19.749 --> 00:59:20.630]  Or call toll free 877-376-45.
[00:59:27.190 --> 00:59:28.231]  The War on Terrorism.
[00:59:28.551 --> 00:59:31.333]  Will it be fought overseas, or will it affect us here at home?
[00:59:31.613 --> 00:59:35.755]  If you are like most folks, you want to be prepared, but can't afford an underground shelter.
