[00:00:00.409 --> 00:00:01.250]  Find out right now!
[00:37:02.743 --> 00:37:11.590]  I'm going to a man who has literally been a prophet, warning us about this modern-day muckraker exposing these people.
[00:37:11.690 --> 00:37:16.313]  It is Reverend Ted Pike of TruthTellers.org.
[00:37:16.653 --> 00:37:18.255]  Thank you so much for coming on, sir.
[00:37:18.575 --> 00:37:19.856]  Well, thank you for having me, Alex.
[00:37:20.754 --> 00:37:27.441]  Before you came on, I was chronicling this cursed nation, and we really are cursed now for our wickedness.
[00:37:27.762 --> 00:37:28.463]  There's no doubting it.
[00:37:28.623 --> 00:37:31.186]  Even if you're not a Christian, you do reap what you sow.
[00:37:31.546 --> 00:37:34.429]  Cause and effect, what comes around goes around, as they say.
[00:37:35.470 --> 00:37:38.674]  And I chronicled state police arresting people for pocket constitutions.
[00:37:38.734 --> 00:37:39.515]  I have it on video.
[00:37:40.743 --> 00:37:53.043]  uh... training manual saying christians are terrorist period i have video of fema teaching that to police uh... i have christians being arrested uh... for praying on their knees in a public uh... on the sidewalk
[00:37:53.986 --> 00:37:57.849]  Uh, and being charged 47 years, as you know, as you broke, as you've covered.
[00:37:57.869 --> 00:38:07.756]  Uh, we have, though, liberals out protesting and getting two years in prison for standing with a sign, no blood for oil, but 500 pro-Bush people can stand there at an unannounced demonstration.
[00:38:08.057 --> 00:38:14.021]  I have Luke Radowsky of 9-11 Truth in New York, uh, with the police and security guards saying,
[00:38:15.448 --> 00:38:24.055]  I say, you've got a bomb and you're a terrorist, and yelling, he's got a bomb, and then arresting him for having a 9-11 sign, and then laughing and saying, yeah, we made it up, but you're going to jail.
[00:38:24.315 --> 00:38:28.999]  I mean, with cameras rolling, they don't, we have entered, even the Soviets weren't this open.
[00:38:29.199 --> 00:38:34.743]  They did the torturing and the lying and the framing underground at gulags, in police facilities.
[00:38:35.123 --> 00:38:36.705]  Reverend Pike, what has happened to us?
[00:38:37.589 --> 00:38:42.611]  Well, in short, we have reached pretty much the red alert period this week.
[00:38:42.691 --> 00:38:54.916]  The federal hate bill, which I have been warning about and you and other talk show hosts on alternative talk radio at least have been warning against, is now up for a vote next Thursday in the House of Representatives.
[00:38:55.516 --> 00:38:59.498]  And most people don't realize how serious this legislation is.
[00:39:00.229 --> 00:39:06.476]  They think, well, this is kind of an idealistic gesture to give homosexuals equality under the law and so on.
[00:39:06.756 --> 00:39:07.137]  So what?
[00:39:07.157 --> 00:39:09.920]  I'm not going to criticize homosexuals anyway.
[00:39:10.360 --> 00:39:16.307]  But the truth of the matter is, this legislation has within it the power to actually indict.
[00:39:16.832 --> 00:39:20.314]  Pastors, talk show hosts, Christian publishers, and so on.
[00:39:20.354 --> 00:39:21.315]  Now let's stop right there.
[00:39:21.915 --> 00:39:24.157]  Because I want to get into this, but you're an expert on this.
[00:39:24.177 --> 00:39:26.779]  You know more about the attacks on free speech than I do.
[00:39:27.259 --> 00:39:27.999]  You've been there.
[00:39:28.039 --> 00:39:28.800]  You've witnessed it.
[00:39:28.840 --> 00:39:29.600]  I've witnessed it too.
[00:39:29.620 --> 00:39:30.701]  But Ted, let's go.
[00:39:30.861 --> 00:39:32.282]  You've been saying all this would happen.
[00:39:32.302 --> 00:39:35.564]  And again, it isn't just the Christians or the liberals out there that want us all arrested.
[00:39:36.245 --> 00:39:39.207]  I mean, explain to people what happened in Philadelphia.
[00:39:39.467 --> 00:39:45.391]  Now they can go see the video on your site, but explain to them how real this is.
[00:39:46.155 --> 00:39:46.495]  Yes.
[00:39:47.335 --> 00:39:59.600]  Several years ago, actually it was 2004, I was on the radio a lot all summer and led the charge to defeat the federal hate bill and it was stripped out in conference on October 10th.
[00:40:00.200 --> 00:40:06.842]  And the Anti-Defamation League was so furious at another defeat by the religious right that they
[00:40:07.415 --> 00:40:07.635]  I think?
[00:40:25.046 --> 00:40:30.307]  During a huge homosexual rally there, they were thrown in the Justice Department jail for 21 hours.
[00:40:30.827 --> 00:40:34.748]  Of course, this was all premeditated because the Christian group announced they were going to be there.
[00:40:34.768 --> 00:40:37.128]  This was all a precedent-setting case.
[00:40:37.168 --> 00:40:40.989]  Describe, for those that can't see the video online, what happened.
[00:40:41.569 --> 00:40:54.211]  Yes, the police knew that the Christians were going to be there, but what they did was absolutely unprecedented in American history, especially in a city where freedom was founded in Philadelphia.
[00:40:54.756 --> 00:41:02.358]  They were sunk with seven charges, including a violation of the ADL's Pennsylvania Hate Crimes Law.
[00:41:02.818 --> 00:41:09.820]  And it would have resulted in, as you said, a total of 47 years in prison and $90,000 fines each, including two grandmothers and a 17-year-old girl.
[00:41:13.306 --> 00:41:21.271]  And basically, that was a tremendous gift to me, really, because it showed how desperate the Anti-Defamation League is.
[00:41:21.391 --> 00:41:29.476]  You see, that's what I've always said, and the Bible says it, which even if you don't believe the Bible, folks, it's a history book, that the persecution is our strength, isn't it?
[00:41:29.676 --> 00:41:30.857]  It's only going to make us stronger.
[00:41:33.205 --> 00:41:35.247]  Well, I don't want it to happen.
[00:41:35.287 --> 00:41:36.668]  I don't want to violate the First Amendment.
[00:41:36.928 --> 00:41:45.094]  I want to defeat them, but my point is, as they come against us, as they show us who they are, it's like Mike Rivero says, you know, make a dictator act like a dictator.
[00:41:45.575 --> 00:41:46.575]  Well, that's true.
[00:41:46.635 --> 00:41:58.244]  Right now, the new right, the evangelical right, which I am influencing to a great degree, as well as the far right, they are getting very much up in arms about this because they realize that this legislation
[00:41:58.649 --> 00:41:58.889]  I think?
[00:42:17.955 --> 00:42:19.799]  To a heat crimes bill passed back in 1968.
[00:42:30.521 --> 00:42:34.905]  The host of One Man and His Dog, a rural affairs show, where he walked from town to town each week.
[00:42:35.325 --> 00:42:41.570]  He was at a rural affairs meeting and said, rural communities deserve the same rights as Muslims and homosexuals.
[00:42:41.911 --> 00:42:45.934]  He was arrested, and they say the word homosexual is illegal in England.
[00:42:45.974 --> 00:42:58.805]  Just type into Google, hundreds arrested in hate raids, BBC, and it will say that they have police all over restaurants listening for the word homosexual, and you're arrested even for saying a scientific
[00:42:59.045 --> 00:42:59.345]  Absolutely.
[00:42:59.365 --> 00:43:01.208]  ADL passed their federal hate law in Canada in 1971.
[00:43:13.397 --> 00:43:20.700]  And as we know, they are setting up a huge 55-member nation hate crimes bureaucracy in Europe right now.
[00:43:20.980 --> 00:43:32.904]  They're attempting to unite the United States with all of these other Western industrialized countries in a huge internationally enforced hate crimes bureaucracy, which will leap over national boundaries.
[00:43:32.964 --> 00:43:39.126]  And that's why it's tremendously important that all who love freedom right now call their House member.
[00:43:39.705 --> 00:43:44.707]  And protest, and just say, please don't vote for any heat crimes legislation.
[00:43:44.987 --> 00:43:52.470]  In fact, I'm telling people to stiffen what they're saying and say, if you do vote for a heat crimes bill, I will never vote for you again.
[00:43:52.490 --> 00:43:56.972]  Now tell them the bill number, tell them exactly what it'll do.
[00:43:57.432 --> 00:44:01.154]  Yes, the heat crimes bill before the House is H.R. 1592.
[00:44:04.062 --> 00:44:11.826]  Basically, it is a massive attempt by the federal government to break down all barriers to federal involvement in local policing.
[00:44:11.866 --> 00:44:13.247]  That's local law enforcement.
[00:44:13.347 --> 00:44:16.669]  Which is another violation of the Tenth Amendment, and I've read the legislation.
[00:44:16.729 --> 00:44:29.536]  Not only do they have their Law Enforcement Assistance Act as well, and as you know, Reverend, I'm telling the audience, it not only starts banning the First Amendment, it really totally federalizes our police, which are already quasi-federal.
[00:44:30.037 --> 00:44:30.458]  That's right.
[00:44:30.518 --> 00:44:36.814]  It also sets up a bias-oriented justice system which will run parallel to our English law.
[00:44:37.074 --> 00:44:39.240]  This is what they have in Canada, where you have
[00:44:39.665 --> 00:44:48.468]  You know, old-fashioned in the English law where the police have to find some kind of probable cause of physical or demonstrable damage before an arrest can be made.
[00:44:48.869 --> 00:45:08.296]  But under the bias system in Canada and under this legislation, the only criteria of guilt in a hate crimes charge will be whether members of a federally protected group, particularly Jews and homosexuals, can claim that their feelings have been hurt because of the so-called verbal violence of being criticized.
[00:45:08.596 --> 00:45:29.545]  You see, and what this does is it immediately makes pastors and talk show hosts like yourself and others indictable for holding up people to intimidation, saying, for example, of homosexuals that because they have a higher rate of AIDS, they are not fit, perhaps, to be fixing your hamburger in the local deli, and things like that.
[00:45:29.785 --> 00:45:34.107]  You see, those were rights which were guaranteed to blacks under the Civil Rights Act of 1965.
[00:45:35.561 --> 00:45:43.667]  And the legislation that that so-called... They've also said that you can't talk about how illegal aliens, over 7,000 cases of leprosy now a year.
[00:45:43.687 --> 00:45:47.470]  It was completely eradicated here until it showed up again in 2001.
[00:45:47.930 --> 00:45:50.812]  And now 7,000 plus cases a year.
[00:45:50.872 --> 00:45:51.493]  Mainstream news.
[00:45:51.513 --> 00:45:52.413]  Just type it into Google.
[00:45:52.433 --> 00:45:53.774]  7,000 plus cases of leprosy.
[00:45:53.814 --> 00:45:54.255]  It'll come up.
[00:45:54.755 --> 00:46:01.000]  You're not supposed to talk about drug immune or highly resistant, extreme drug resistant TB spreading everywhere.
[00:46:01.380 --> 00:46:02.801]  You talk about that, you go to prison.
[00:46:03.362 --> 00:46:04.043]  That's right.
[00:46:04.103 --> 00:46:10.915]  You would be holding up Chicanos and so on to intimidating remarks, intimidating ideas which might
[00:46:11.357 --> 00:46:19.945]  I've caused them to feel like they weren't worthy of pursuing every possible... When in truth, we don't want Russians and Mexicans coming in with drug-resistant TB.
[00:46:19.965 --> 00:46:21.906]  I mean, and now it's spreading everywhere.
[00:46:21.946 --> 00:46:24.909]  They're locking people up who have it, but we can't check it at the border.
[00:46:25.329 --> 00:46:25.630]  Yes.
[00:46:26.070 --> 00:46:37.340]  Well, the thing that's scary about this legislation is, you know, I have described this as requiring a good deal of adjustment and adjudication by judges after it was actually passed.
[00:46:38.413 --> 00:46:47.359]  And that's been the pattern in Canada, where the bill is passed and then it's given to judges to broaden it, to cover speech crimes as well as violent bias crimes.
[00:46:47.379 --> 00:46:50.882]  But the truth of the matter is, this legislation is ready to go.
[00:46:50.902 --> 00:46:58.447]  Well, the point I'm trying to make, the point I'm trying to make, Ted Pike, is that they're already, without even a law, arresting people.
[00:46:58.527 --> 00:47:04.991]  I get videos every week now where they just walk up and go, I'm arresting you, and now the police say, you're a terrorist and arrest you.
[00:47:05.431 --> 00:47:07.332]  I mean, and laugh about it.
[00:47:07.693 --> 00:47:09.754]  I mean, I'm talking about snickering and giggling.
[00:47:10.194 --> 00:47:14.617]  I mean, I want the public to know it can happen and it is happening here.
[00:47:14.817 --> 00:47:20.061]  They're already running around foaming at the mouth, arresting Christians and charging them with 47-year crimes.
[00:47:20.541 --> 00:47:34.971]  Kelly Rushing, upstanding member of the community, was in the newspaper in Lyon County, Kentucky, gave a Ron Paul video to a police officer and they arrested him and charged him and it went to trial and he almost went to prison.
[00:47:35.611 --> 00:47:37.293]  Okay, folks, this isn't a joke!
[00:47:37.653 --> 00:47:38.914]  And it isn't just Christians!
[00:47:39.155 --> 00:47:40.236]  They're coming for us!
[00:47:40.296 --> 00:47:41.377]  Do you understand?
[00:47:42.017 --> 00:47:45.220]  Well, I'm hearing reports of the same thing.
[00:47:46.280 --> 00:47:51.665]  That federal agents are involved in hate crimes or arrests, even though they don't have jurisdiction at this moment.
[00:47:51.926 --> 00:48:05.639]  But what this will do, it will be to legitimize it on the level, creating a massive hate crimes bureaucracy with all the authority and the prerogatives and the resources of the federal government to come down like Len Abraham did in Philadelphia
[00:48:06.079 --> 00:48:09.142]  All over the nation at exactly the same time.
[00:48:09.162 --> 00:48:11.924]  Can you imagine the local hate crime office?
[00:48:11.944 --> 00:48:13.745]  I mean, that is the actual commissariat.
[00:48:13.925 --> 00:48:27.997]  For those that don't know, I was shocked a decade ago when I actually read real Soviet history, and actually read Shelton Eatson, and actually found out that they called it hate crimes then, and hate speech, and that that's what they would take you to the gulag for, was criticizing the state.
[00:48:28.637 --> 00:48:30.219]  My God, Ted, people don't know.
[00:48:30.599 --> 00:48:35.463]  Well, actually, after the Bolshevik Revolution, the Lenin made it a capital crime in Russia.
[00:48:35.939 --> 00:48:42.005]  To identify Jews as the architects of the revolution, of the commissars and so on.
[00:48:42.346 --> 00:48:53.037]  And that's pretty much the same situation today, really, where it's off-limits to use the sacred J-word to describe ADL as the architects behind this legislation.
[00:48:53.398 --> 00:48:53.778]  But you know what?
[00:48:53.818 --> 00:48:57.182]  My website at www.truthtellers.org
[00:48:57.836 --> 00:49:08.464]  We have a link there to the ADL website where for 14 pages at ADL.org they describe how they have meticulously saddled 45 U.S.
[00:49:08.504 --> 00:49:13.048]  states now in the Union with hate crimes laws which are very capable
[00:49:13.408 --> 00:49:17.650]  In case they can't pass the federal law, they can do the same thing.
[00:49:17.950 --> 00:49:22.692]  You know it's the crown and the big jewel in the crown.
[00:49:22.712 --> 00:49:31.216]  Remember like eight years ago, MTV for an entire day ran the names of people quote killed in hate crimes and said ban the First Amendment.
[00:49:31.576 --> 00:49:41.720]  I mean when there's a national push like this that never stops, you know it's because the New World Order has got to silence free speech if they're going to be able to take this country down.
[00:49:42.120 --> 00:49:42.640]  That's right.
[00:49:42.840 --> 00:49:45.962]  Well, you know, we only have a couple days now to protest in the House.
[00:49:46.362 --> 00:49:47.683]  I'll be very, very blunt.
[00:49:47.763 --> 00:49:51.905]  It is overwhelmingly stacked against us with not only the Democrats in control,
[00:49:52.501 --> 00:50:01.763]  But literally, there's 40 or 50 members of the House which we would have to convert over, but we've got to just have literally a volcanic upheaval.
[00:50:01.783 --> 00:50:06.104]  Now wait, with your help and your leadership, Ted, we've beaten this, what, the last seven years in a row?
[00:50:06.444 --> 00:50:08.084]  Well, yes, we have beaten it.
[00:50:08.144 --> 00:50:13.425]  In fact, we defeated it three times in the last past two years, but this is a new agenda.
[00:50:13.445 --> 00:50:14.385]  Let me test my memory.
[00:50:14.405 --> 00:50:16.706]  Where do I get the number we've beaten in the last seven years?
[00:50:17.926 --> 00:50:21.147]  Well, you mean tell you how it happened?
[00:50:21.167 --> 00:50:23.628]  I just remember interviewing you over the last seven years.
[00:50:23.648 --> 00:50:24.588]  Is that an accurate number?
[00:50:25.408 --> 00:50:31.150]  Well, you haven't interviewed me over, but I've been fighting it since 1998 when the ADL first introduced it.
[00:50:31.170 --> 00:50:31.730]  No, I know that.
[00:50:31.770 --> 00:50:38.672]  I just remember, I'm just seeing my memories failing me, that haven't they introduced this at least the last seven years, similar bills?
[00:50:38.732 --> 00:50:41.033]  Yeah, off and on over the last seven years.
[00:50:41.113 --> 00:50:43.013]  It's been defeated about five times.
[00:50:43.033 --> 00:50:44.754]  They're very frustrated.
[00:50:45.174 --> 00:50:51.559]  But here, right now, they have the numbers to pass the bill unless the American people speak out.
[00:50:51.859 --> 00:50:58.284]  But there has never, without any doubt, there has never been legislation as dangerous as H.R.
[00:50:58.764 --> 00:50:58.284]  1592.
[00:50:58.884 --> 00:51:04.188]  It's called the Local Law Enforcement Hate Crimes Prevention Act, which has now come through.
[00:51:04.608 --> 00:51:08.331]  Should the proper name be Federalization of Police and Thought Crime Bureau?
[00:51:08.351 --> 00:51:12.475]  Well I thought it should be called the Local Law Enforcement Hate Crimes Bureau.
[00:51:21.636 --> 00:51:22.417]  Stay there, Ted.
[00:51:22.657 --> 00:51:23.338]  Stay there, Ted.
[00:51:23.378 --> 00:51:26.200]  Tell us about the bill on the other side.
[00:51:38.622 --> 00:51:44.029]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:44.450 --> 00:51:52.019]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:52.768 --> 00:51:59.833]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:00.233 --> 00:52:11.640]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:11.960 --> 00:52:15.463]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:15.923 --> 00:52:17.864]  It's an anthology of government crimes.
[00:52:18.184 --> 00:52:22.027]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:22.617 --> 00:52:34.459]  Get your copy today at Infowars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv.
[00:52:36.959 --> 00:52:48.221]  Now you can enjoy the most delicious, freshest, and healthiest drinking water anytime, even while traveling, during outdoor sporting activities, and in hospital filtration environments such as local or national emergencies.
[00:52:48.441 --> 00:52:51.922]  The revolutionary Berkey Light removes pathogenic bacteria
[00:52:52.202 --> 00:52:56.425]  Cysts, parasites, and harmful or unwanted chemicals to below detectable levels.
[00:52:56.705 --> 00:53:07.391]  It also removes foul tastes and odors like that rotten egg smell of sulfide and it reduces nitrates and unhealthy minerals like lead and mercury while leaving in the healthful and nutritional minerals your body needs.
[00:53:07.612 --> 00:53:13.095]  The Berkey Light is so powerful it can purify raw untreated water from remote lake streams and stagnant ponds.
[00:53:13.335 --> 00:53:19.559]  The Berkey Light is transparent and glows in the dark with its rechargeable LED lighting system so it can be used as a night light
[00:53:20.320 --> 00:53:22.302]  Get the Berkey Light Purifier for only $279.
[00:53:22.342 --> 00:53:23.003]  Call New Millennium 888-803-4438.
[00:53:23.043 --> 00:53:23.364]  That's 888-803-4438.
[00:53:23.404 --> 00:53:24.965]  Or order on the web at berkeywater.com.
[00:53:25.006 --> 00:53:25.947]  Not yet available in Iowa.
[00:53:35.245 --> 00:53:36.946]  Hello friends, Alex Jones here.
[00:53:37.166 --> 00:53:40.868]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:53:41.208 --> 00:53:43.410]  An intruder has taken your personal possessions.
[00:53:43.930 --> 00:53:50.133]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[00:53:50.293 --> 00:53:55.156]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[00:53:55.296 --> 00:53:55.797]  I don't know.
[00:54:12.478 --> 00:54:13.099]  I think so.
[00:54:55.578 --> 00:54:58.140]  Walter Hayfacker joins us coming up in the next hour.
[00:55:00.402 --> 00:55:07.247]  Master beekeeper, to cover all the scientific reports and information that he's been going over.
[00:55:07.947 --> 00:55:11.550]  He's also an advisor on one of the big international boards for the Germans.
[00:55:12.070 --> 00:55:13.171]  What's happening to the bees?
[00:55:14.832 --> 00:55:15.993]  We'll see if we get him hooked up.
[00:55:16.053 --> 00:55:21.998]  It's always weird getting somebody on from, you know, inside Europe with all the time zones and the language and all the rest of it.
[00:55:22.878 --> 00:55:23.759]  Reverend Ted Pike at
[00:55:24.910 --> 00:55:26.551]  TruthTellers.org is our guest.
[00:55:26.591 --> 00:55:27.991]  Just in the last few minutes, we've got left.
[00:55:28.511 --> 00:55:29.492]  Ted, get into the bill.
[00:55:29.512 --> 00:55:31.232]  Get into how we fight it.
[00:55:31.272 --> 00:55:32.413]  Can we beat it in the Senate?
[00:55:32.433 --> 00:55:40.375]  Will we have to get states, like we've done with the North American Union and other issues, or the Patriot Act, to say we're not going under federal control?
[00:55:40.395 --> 00:55:41.636]  I mean, what do we do?
[00:55:42.156 --> 00:55:43.977]  Well, right now, people have got to call.
[00:55:44.137 --> 00:55:51.199]  Literally, today, they've got to call their House member from their district, and the toll-free number to Congress is 1-877-8111.
[00:55:54.248 --> 00:55:55.329]  8-5-1-6-4-3-7.
[00:55:55.349 --> 00:55:58.951]  Again, that poll-free number.
[00:55:58.971 --> 00:56:00.312]  8-7-7-8-5-1-6-4-3-7.
[00:56:00.332 --> 00:56:05.876]  Just give them a simple message.
[00:56:06.076 --> 00:56:09.318]  Please don't vote for any hate crimes legislation.
[00:56:09.618 --> 00:56:12.360]  And if you do, I will never vote for you again.
[00:56:12.380 --> 00:56:15.602]  And the situation is very grave in the House.
[00:56:16.302 --> 00:56:21.986]  But again, if there's a volcanic upheaval of protest from the American people, things might change.
[00:56:22.586 --> 00:56:31.694]  Of these people who have gone over, especially the Republicans, might realize that it is best, really at their best, their political advantage to come back over for the hate bill.
[00:56:32.034 --> 00:56:36.337]  In the Senate, the hearings will be going forward very soon.
[00:56:36.658 --> 00:56:38.039]  The Senate bill is in there.
[00:56:38.139 --> 00:56:39.260]  It's SB 1105.
[00:56:40.541 --> 00:56:47.687]  And it might make me have a more optimistic chance there because, you see, you've got to have 60 members of the Senate in order to pass a bill.
[00:56:48.563 --> 00:57:00.346]  The ADL, I believe, has that number, maybe 61, but if we only persuade even two or three Republicans to come back to the fold, we can defeat the hate bill in the Senate.
[00:57:00.406 --> 00:57:04.027]  So, we're going to watch very closely what happens this Thursday.
[00:57:04.127 --> 00:57:17.630]  Immediately, we will be posting at truthtellers.org the names of all the Republicans who have been turncoats and gone over to the pro-hate bill side, and we will be blitzing them and calling for massive
[00:57:18.047 --> 00:57:20.389]  Massive protest against them.
[00:57:21.190 --> 00:57:23.151]  Argumentation coming to them next week.
[00:57:23.371 --> 00:57:33.380]  Ted, I think it's important that we restate here that when we call them, say the hate crime bill, but then add to them, we really know it's a federalization and thought crime bill.
[00:57:34.740 --> 00:57:36.462]  And we're going to expose that.
[00:57:36.502 --> 00:57:52.880]  It's key to point out that the Patriot Act is not the Patriot Act, that the hate bill is not a hate bill, that we've got plenty of laws in this country that this is about political persecution and free speech zones and arresting anybody and everybody
[00:57:54.025 --> 00:57:55.826]  Yes, well actually I have a very powerful
[00:58:18.294 --> 00:58:19.214]  We're good to go.
[00:58:39.281 --> 00:58:57.276]  People should come to TruthTellers.org and print out that flyer, maybe about a dozen of them, and send those immediately, not only to your House member, but we list at TruthTellers.org the 8 to 10 influential legislative aides that are at the elbow of every member of the House.
[00:58:57.616 --> 00:59:00.579]  Send them a copy of this flyer and
[00:59:01.079 --> 00:59:01.779]  There's still time.
[00:59:01.799 --> 00:59:03.940]  If you send it today, it'll be there Monday morning.
[00:59:03.960 --> 00:59:04.640]  I hear you, Ted.
[00:59:04.660 --> 00:59:05.500]  We're out of time.
[00:59:05.760 --> 00:59:07.921]  I want to get you back on next week as this develops.
[00:59:07.941 --> 00:59:08.741]  Thank you so much.
[00:59:09.001 --> 00:59:09.661]  Thank you, Alex.
[00:59:09.861 --> 00:59:10.182]  You bet.
[00:59:10.222 --> 00:59:11.002]  I'm Alex Jones.
[00:59:11.082 --> 00:59:11.682]  It's Genesis.
[00:59:11.702 --> 00:59:14.003]  The website's PrisonPlanet.com.
[00:59:15.843 --> 00:59:20.084]  Order a copy of this show for your friends and family at GCNLive.com or call 877-300-7645.
[00:59:25.689 --> 00:59:30.992]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:59:31.192 --> 00:59:33.254]  Your source for free solar electricity.
[00:59:33.514 --> 00:59:40.618]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:59:40.758 --> 00:59:52.286]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is unavailable.
[00:59:52.666 --> 00:59:54.347]  It's multi-voltage capabilities,
[00:59:54.667 --> 00:59:55.127]  We're good to go!
[01:00:24.824 --> 01:00:26.746]  Waging war on corruption.
[01:00:27.226 --> 01:00:30.109]  Alex Jones on the GCN Radio Network.
[01:00:36.674 --> 01:00:37.335]  Big Brother.
[01:00:37.975 --> 01:00:39.056]  Mainstream media.
[01:00:39.757 --> 01:00:40.878]  Government cover-ups.
[01:00:41.518 --> 01:00:42.319]  You want answers?
[01:00:43.079 --> 01:00:43.980]  Well, so does he.
[01:00:44.000 --> 01:00:48.344]  He's Alex Jones on the GCN Radio Network.
[01:00:48.824 --> 01:00:52.948]  And now, live from Austin, Texas, Alex Jones.
[01:00:54.082 --> 01:00:58.086]  Honeybees all over the western world are dying.
[01:00:59.427 --> 01:01:17.082]  Major university studies have shown clear links between the pesticide produced corn, pharmacological crop, bee tea put out by Monsanto, and the bees dying, and they believe a cocktail of other things add to that, but that's the common thread.
[01:01:17.102 --> 01:01:21.066]  Yeah, it's designed to kill bugs that eat it, and the bees eat the pollen and die.
[01:01:21.886 --> 01:01:26.847]  Wow, that's really hard to figure out, but they went and looked at the bees' intestines and found that that is indeed it.
[01:01:28.787 --> 01:01:31.868]  And the government then promptly said, all funding is cut off.
[01:01:32.168 --> 01:01:33.668]  Let's just let the bees die.
[01:01:35.789 --> 01:01:39.489]  Go feel good and give some money to a group that will set up a world tax on carbons.
[01:01:40.909 --> 01:01:49.191]  Let's not worry about dumping toxic waste right in the oceans, or overfishing, or deforestation in the rainforest belts.
[01:01:50.268 --> 01:01:53.849]  Anything that actually could have evidence showing it's a big problem.
[01:01:54.269 --> 01:01:55.270]  Or genetic engineering.
[01:01:55.350 --> 01:01:56.350]  No, no, no, no.
[01:01:56.630 --> 01:01:57.590]  No, no, no, no.
[01:01:57.931 --> 01:02:08.434]  You'd be thrown out of your tea-drinking little coffee shop where you mess with your dreadlocks and talk about the new tattoos you're getting as a phony environmentalist activist if you did that.
[01:02:08.454 --> 01:02:11.015]  If you actually did something that mattered.
[01:02:11.833 --> 01:02:14.335]  Uh, so you'll do what the big banks and oil companies are behind.
[01:02:14.375 --> 01:02:16.737]  We have all the documents posted on PrisonPlanet.com right now.
[01:02:17.137 --> 01:02:18.418]  Paul did a big article about it today.
[01:02:18.678 --> 01:02:21.961]  How the oil companies run the whole phony, um, global warming thing.
[01:02:22.621 --> 01:02:24.563]  And, uh, the peak oil fraud and the rest of it.
[01:02:25.043 --> 01:02:27.225]  And, of course, they'll probably win and get their global tax.
[01:02:27.345 --> 01:02:30.808]  And, uh, the continual destruction of the environment will accelerate.
[01:02:31.408 --> 01:02:32.049]  And it won't matter.
[01:02:32.069 --> 01:02:33.090]  You'll just feel good about it.
[01:02:33.170 --> 01:02:35.271]  And they'll go follow the phony issues they tell you about.
[01:02:35.291 --> 01:02:38.254]  Alright, I'm already getting a little bit smart mouthed there.
[01:02:38.434 --> 01:02:40.435]  And I'm nothing against dreadlocks or tattoos.
[01:02:40.475 --> 01:02:41.276]  I'm just being, just,
[01:02:42.426 --> 01:02:43.827]  There's some cool people that are like that.
[01:02:43.867 --> 01:02:45.129]  You know the phonies I'm talking about.
[01:02:46.310 --> 01:02:48.792]  Or the little, you know, sandal liberals at your door.
[01:02:48.852 --> 01:02:50.113]  Give money to Greenpeace.
[01:02:50.133 --> 01:02:50.994]  It's for Earth.
[01:02:51.034 --> 01:02:52.336]  Give money to Nature Conservancy.
[01:02:52.376 --> 01:02:54.518]  Give money to... All corporate-controlled.
[01:02:55.979 --> 01:03:02.986]  Before I come back with our guest from Deutschland, I would like to encourage all of you to visit PrisonPlanet.com and Infowars.com.
[01:03:04.008 --> 01:03:12.670]  And to support us, we've got a lot of big projects that we want to launch that take capital to do it as we accelerate into darker waters, but we are having an effect.
[01:03:14.511 --> 01:03:27.895]  Plus, there are great videos and books that we carry, so visit InfoWars.com and get Road to Tyranny, Martial Law, Terror Storm, The Order of Death, and the other videos we carry, like America, Freedom to Fascism.
[01:03:28.215 --> 01:03:32.536]  These are the originals that the actual producers and actual directors made, so they actually
[01:03:33.169 --> 01:03:33.930]  Get some support.
[01:03:34.410 --> 01:03:37.993]  You support us, and you support them, and you get a great material, a high-quality original.
[01:03:38.934 --> 01:03:49.101]  Again, at infowars.com, or simply call toll-free to get Loose Chain 2nd Edition, or 9-11 Mysteries Demolitions, or any of the other films we carry.
[01:03:49.121 --> 01:03:49.161]  888-253-3139.
[01:03:49.181 --> 01:03:50.102]  888-253-3139 is the number.
[01:03:58.487 --> 01:04:05.975]  We've got a lot of big discounts where you can get America Freedom to Fascism as low as $9.95, Terror Storm as low as $9.95 as part of package deals.
[01:04:06.956 --> 01:04:13.482]  We have t-shirts as low as $9.95 that say 9-11 is an inside job, which will definitely make friends and enemies quick.
