[00:00:00.169 --> 00:00:01.410]  Cover-ups.
[00:26:38.014 --> 00:26:42.698]  And you're in the game, you're suited up, and you've got the tools, and you're the man for the job, and so we've got to support you.
[00:26:43.573 --> 00:26:44.313]  That's right.
[00:26:44.313 --> 00:26:45.894]  Some people say, well, why do this?
[00:26:45.894 --> 00:26:48.174]  And they'll point out all the negatives.
[00:26:48.174 --> 00:26:49.554]  But you're right.
[00:26:49.554 --> 00:26:53.395]  If you don't do it, you know absolutely what the outcome is going to be.
[00:26:53.395 --> 00:26:56.776]  And you make the point that time is running out.
[00:26:56.776 --> 00:27:00.977]  And I talk about the financial situation, that that's running out.
[00:27:00.977 --> 00:27:05.378]  And we may lose our liberties to the point where we won't have these responses.
[00:27:05.378 --> 00:27:09.859]  There's nothing that guarantees that they'll allow you to have your radio show forever.
[00:27:11.629 --> 00:27:14.792]  Already trampled on our rights.
[00:27:14.792 --> 00:27:19.817]  They talk about putting people in prison today without habeas corpus.
[00:27:19.817 --> 00:27:28.684]  Congressman, I've had probably four or five national TV hosts and radio hosts call for my imprisonment, call us all traitors if we question the war.
[00:27:28.684 --> 00:27:31.907]  I mean, this is getting scary.
[00:27:31.907 --> 00:27:35.190]  That is true, and if we don't preserve our fundamental
[00:27:35.623 --> 00:27:38.245]  If we have freedoms, we can't fight back.
[00:27:38.245 --> 00:27:42.509]  People say, well, you know, what you're saying is that the country's like it's bankrupt.
[00:27:42.509 --> 00:27:45.491]  And, you know, in many ways, that's the case.
[00:27:45.491 --> 00:27:47.313]  But I'm convinced of one thing.
[00:27:47.313 --> 00:27:50.956]  You know, we could all be poor tomorrow, very, very poor and start from scratch.
[00:27:50.956 --> 00:28:01.124]  But if we have our freedoms and we have our sound currency and we have the government off our back, this country would rebound so quickly and we would regain the jobs.
[00:28:01.124 --> 00:28:03.506]  You know, we would have our manufacturing base back.
[00:28:03.506 --> 00:28:04.427]  All these things would happen.
[00:28:05.012 --> 00:28:14.465]  I am absolutely positive on how freedom works, and I don't worry about us getting poor, even if it's just temporary, because I believe we would be very productive once again.
[00:28:14.465 --> 00:28:19.471]  Congressman Ron Paul, that is one of the questions I had for you, because I make the observation
[00:28:20.412 --> 00:28:21.012]  I think so.
[00:28:40.417 --> 00:28:50.747]  And so if the people are aware of who is behind this financial implosion, this may be what catapults the Constitutionalists, you know, back into control of the nation to turn loose the people.
[00:28:50.747 --> 00:28:53.809]  And so it's one thing for them to claim ownership of us.
[00:28:53.809 --> 00:28:56.632]  It's another thing for them to actually execute that ownership.
[00:28:56.632 --> 00:28:57.132]  Right.
[00:28:57.132 --> 00:29:00.956]  And the laws of economics are much more powerful than the laws of government.
[00:29:00.956 --> 00:29:04.219]  I know how powerful the Fed is and the government is and the IRS is.
[00:29:04.813 --> 00:29:09.275]  But ultimately, the laws of economics prevail, no matter what they do.
[00:29:09.275 --> 00:29:14.237]  You recall, in the old days, they said, we will keep the dollar strong.
[00:29:14.237 --> 00:29:18.179]  This dollar is worth $35 to an ounce, and we'll do that.
[00:29:18.179 --> 00:29:21.061]  And yet, eventually, the laws of economics broke that down.
[00:29:21.061 --> 00:29:26.123]  It broke loose, and we had that horrendous inflation and recession of the 1970s.
[00:29:26.123 --> 00:29:27.184]  Same thing's happening now.
[00:29:27.184 --> 00:29:30.145]  We're moving in a recession, but at the same time, the inflation is coming back.
[00:29:30.620 --> 00:29:32.523]  And they don't do anything in Washington.
[00:29:32.523 --> 00:29:34.285]  They keep spending and keep printing.
[00:29:34.285 --> 00:29:40.154]  Let's expand on that on the other side and take your calls with Congressman Ron Paul.
[00:29:40.154 --> 00:29:41.556]  We're on the march.
[00:29:41.556 --> 00:29:44.099]  The empire's on the run.
[00:29:44.099 --> 00:29:46.783]  Alex Jones and the GCN Radio Network.
[00:29:50.590 --> 00:29:53.672]  Automakers in the oil industry are in a fuel fight.
[00:29:53.672 --> 00:29:56.973]  Automakers claim gasoline quality doesn't measure up.
[00:29:56.973 --> 00:29:59.334]  Is your vehicle performing like it should?
[00:29:59.334 --> 00:30:03.977]  Now there's SFR Green, performance technologies for a clean planet.
[00:30:03.977 --> 00:30:10.059]  SFR Green's Protecta reduces emissions and improves fuel economy, meeting automakers' new standards.
[00:30:10.059 --> 00:30:11.580]  So do something green.
[00:30:11.580 --> 00:30:15.962]  For a special offer with free shipping, go to GreenGasAdditive.com.
[00:30:15.962 --> 00:30:19.084]  Or to locate a retailer, go to GreenGasAdditive.com.
[00:30:21.067 --> 00:30:24.009]  Are your Federal Reserve notes looking for a safe haven?
[00:30:24.009 --> 00:30:26.651]  Mine found it in precious metals.
[00:30:26.651 --> 00:30:30.474]  Not paper promises, but actual gold in my possession.
[00:30:30.474 --> 00:30:37.719]  It is liquid, it is private, it owes no one, it cannot go bankrupt, and it maintains its purchasing power.
[00:30:37.719 --> 00:30:40.301]  Find your answer at Midas Resources.
[00:30:40.301 --> 00:30:40.801]  That's 1-800-686-2237.
[00:30:40.801 --> 00:30:42.222]  The answer is at 1-800-686-2237.
[00:30:50.194 --> 00:30:57.658]  Craig Walcott, chartered financial consultant and host of the Dead Doctors Don't Lie radio program and million-dollar earner in the network marketing field since 1989.
[00:30:57.658 --> 00:30:59.699]  I certainly know what it takes to succeed.
[00:30:59.699 --> 00:31:05.341]  I also know without proper tools, your chance for significant income in the network marketing field can quickly fade.
[00:31:05.341 --> 00:31:11.524]  The sad truth is that 99% of the people who enter network marketing will never spend the time nor money to develop the skills they need.
[00:31:11.524 --> 00:31:14.166]  That's where MLM Incorporated steps in.
[00:31:14.166 --> 00:31:16.527]  No matter what network marketing venture you're involved in,
[00:31:16.847 --> 00:31:21.248]  MLM Incorporated can provide you the successful tools you need to truly succeed.
[00:31:21.248 --> 00:31:31.010]  A subscription to MLM Incorporated will provide you access to the three-hour industrial revolution of network marketing seminar where you will learn to perform at a level you never thought possible.
[00:31:31.010 --> 00:31:34.571]  Radio, TV, Internet, direct mail will all be at your fingertips.
[00:31:34.571 --> 00:31:36.751]  Weekly training calls, no additional charge.
[00:31:36.751 --> 00:31:39.012]  Plus so much more can't be mentioned in 60 seconds.
[00:31:39.252 --> 00:31:45.683]  Visit MLMincorporated.com to hear how you can become one of the elite income earners in the network marketing field.
[00:31:45.683 --> 00:31:49.169]  MLMincorporated.com where your success is guaranteed!
[00:31:49.855 --> 00:31:52.597]  Right now, 65% of Americans are overweight.
[00:31:52.597 --> 00:31:58.901]  Experts say by the year 2010, that number will increase to 75% and 35% will be obese.
[00:31:58.901 --> 00:32:08.266]  Because of these deadly statistics, Dr. Joel Wallach, host of Dead Doctors Don't Lie, has done extensive research and has found what he believes is the biggest breakthrough in weight loss in 50 years.
[00:32:08.266 --> 00:32:09.107]  It's called Slender FX.
[00:32:09.727 --> 00:32:19.273]  SlenderFX opens the door for a healthy metabolism, permanent weight loss, reduction of low thyroid symptoms, and considerably increased energy by helping to balance your leptin levels.
[00:32:19.273 --> 00:32:21.615]  Finally, a weight loss breakthrough you can trust.
[00:32:21.615 --> 00:32:26.498]  Go to NoFatsNow.com and discover the amazing benefits of SlenderFX today.
[00:32:26.758 --> 00:32:29.119]  Take the 90-day challenge just in time for summer.
[00:32:29.119 --> 00:32:33.962]  If it's not everything we say and more, simply return the empty bottles and get your money back, guaranteed.
[00:32:33.962 --> 00:32:36.704]  Visit NoFatNow.com or call 800-972-8211.
[00:32:36.704 --> 00:32:36.904]  That's 800-972-8211.
[00:32:36.904 --> 00:32:41.366]  And for a limited time only, find out how you can get a free bottle of Slender FX by going to NoFatNow.com.
[00:32:55.356 --> 00:33:00.360]  You know, we've got a five minute clip.
[00:33:23.135 --> 00:33:39.005]  And we're not going to play very much of it, but about two minutes into it, this is a few weeks ago, and then he did it a few months before that, Congressman Ron Paul confronting the new Fed Chairman on the fact that the Federal Reserve is completely non-transparent and secretive.
[00:33:39.005 --> 00:33:42.647]  In fact, John, I forgot to ask you, do you have that queued up to about two minutes in?
[00:33:42.647 --> 00:33:46.510]  Let's go ahead and roll about 30 seconds of that, and we'll go back to the Congressman and get his response to it.
[00:33:47.327 --> 00:33:57.691]  With other central banks, we get less and less information regarding the money supply each year, especially now that we don't even have access to M3 statistics.
[00:33:57.691 --> 00:34:05.174]  The role the Fed plays in the President's secretive working group on financial markets goes essentially unnoticed by Congress.
[00:34:05.834 --> 00:34:17.184]  The Federal Reserve shows no willingness to inform Congress voluntarily about how often the working group meets, what action it takes, that affects the financial markets, or why it takes these actions.
[00:34:17.184 --> 00:34:23.609]  But all these actions directed by the Federal Reserve alter the purchasing power of our money.
[00:34:23.609 --> 00:34:26.112]  And that purchasing power is always reduced.
[00:34:26.112 --> 00:34:31.376]  The dollar today is worth only four cents compared to the dollar that the Federal Reserve started with in 1913.
[00:34:33.129 --> 00:34:39.052]  This has significant consequences on our economy and our political stability.
[00:34:39.052 --> 00:34:51.217]  All paper currencies are vulnerable to collapse, and history is replete with examples of great suffering caused by these collapses, especially to the nation's poor and the middle class.
[00:34:51.217 --> 00:34:56.099]  Now, rather than continuing the whole clip, Congressman, can you give us your take on Bernanke's response?
[00:34:56.939 --> 00:34:58.760]  No, it's hard, and there'll be different statistics.
[00:34:58.760 --> 00:35:00.700]  We know that it's steady, and it's always going down.
[00:35:19.306 --> 00:35:26.388]  There's a private source now trying to reproduce M3, and they claim that it's growing between 11 and 12 percent.
[00:35:26.388 --> 00:35:29.588]  That's a horrendous amount of monetary inflation.
[00:35:29.588 --> 00:35:45.372]  As a matter of fact, since that clip, Bernanke was before the Joint Economic Committee, and I didn't have as much time, but I presented the same questions, especially about the Working Group on Financial Markets, which I think is a very, very sinister group.
[00:35:45.372 --> 00:35:46.652]  I think they have more control
[00:35:47.250 --> 00:35:47.410]  Over
[00:36:06.264 --> 00:36:07.244]  Don't bother me.
[00:36:07.244 --> 00:36:09.265]  Don't bug me with this.
[00:36:09.265 --> 00:36:09.986]  I don't know.
[00:36:09.986 --> 00:36:12.246]  And we've got that clip, but in the interest of time, we won't play it.
[00:36:12.246 --> 00:36:16.268]  But later, folks, after the Congressman leaves us in the third hour, we'll dig it up and play it.
[00:36:16.268 --> 00:36:17.128]  But, I mean, think about this.
[00:36:17.128 --> 00:36:17.849]  This is Congress.
[00:36:17.849 --> 00:36:19.429]  This is the Banking Committee.
[00:36:19.429 --> 00:36:22.030]  These are our elected representatives of the people.
[00:36:22.030 --> 00:36:23.711]  This is the government.
[00:36:23.711 --> 00:36:31.314]  And here comes this guy from a private Federal Reserve owned by private families that instructs our Treasury and colludes with the President secretly.
[00:36:31.314 --> 00:36:33.955]  I mean, and again, the average American is just now beginning to realize this.
[00:36:35.238 --> 00:36:41.063]  That's right, and I wish I could wake up the Congress to realize how significant this is.
[00:36:41.063 --> 00:36:47.027]  And you know, the liberals are always concerned about the poor people, and you know, and how they're coming up short.
[00:36:47.027 --> 00:36:52.532]  And I agree with them on so many issues that their analysis of the problems we face are true.
[00:36:52.532 --> 00:36:54.873]  You know, there are poor people, and they're hurt.
[00:36:54.873 --> 00:36:55.894]  Inflation hurts them.
[00:36:55.894 --> 00:36:58.056]  They lose their jobs, and they lose their homes.
[00:36:58.869 --> 00:37:00.230]  I think we're good to go.
[00:37:14.861 --> 00:37:20.846]  Well, we know elites have always waged war on the middle class, and we know that elites have imploded currencies before by design to consolidate.
[00:37:30.493 --> 00:37:36.939]  But from what I've been seeing, it appears that the financial oligarchs are actually attempting to shore things up, at least for the time being.
[00:37:36.939 --> 00:37:47.648]  The Financial Times of London and others are saying that even high-level elites are worried about being bankrupted themselves, because this bubble is so big it could actually black hole their system as well.
[00:37:47.648 --> 00:37:48.629]  What do you see happening?
[00:37:48.629 --> 00:37:56.976]  Yeah, I think that's a possibility, because I think in the early and the slightly later stages, the elite can protect themselves.
[00:37:57.321 --> 00:38:02.225]  But think of what happened to the so-called elite in Germany when the runaway inflation occurred.
[00:38:02.225 --> 00:38:06.208]  I mean, eventually, they had to, you know, resort to a dictatorship.
[00:38:06.208 --> 00:38:07.650]  They had to find a scapegoat.
[00:38:07.650 --> 00:38:10.732]  At that time, they found the Jews were the scapegoat.
[00:38:10.732 --> 00:38:14.956]  And unless you became an SS officer, you were a victim.
[00:38:14.956 --> 00:38:17.618]  But eventually, it's political chaos is what happens.
[00:38:17.618 --> 00:38:20.400]  And too often, it leads to war.
[00:38:20.400 --> 00:38:23.122]  And there's a protectionist sentiment.
[00:38:23.122 --> 00:38:26.185]  You know, we have problems and prices go up and say, well,
[00:38:26.607 --> 00:38:28.490]  What we need to do is go protect our oil.
[00:38:28.490 --> 00:38:33.899]  If they don't realize that it costs a lot of money to protect the oil, then when we go over, we disturb markets.
[00:38:34.258 --> 00:38:38.199]  And instead of the price of oil being protected, the price of oil triples!
[00:38:38.199 --> 00:38:40.359]  Well, Congressman, you just hit on it, though.
[00:38:40.359 --> 00:38:49.001]  That's the pre-positioning we see of ready to go into Iran, ready to go into Syria, FEMA camps built, open discussion.
[00:38:49.001 --> 00:38:59.602]  We now learn Tommy Franks was on secret Pentagon payroll when he, quote, was an independent citizen giving speeches saying, it's too bad, next attack, we're going to have a military dictatorship, that's what the people want.
[00:38:59.602 --> 00:39:02.743]  We see them pre-positioning and having open discussions
[00:39:03.403 --> 00:39:07.447]  And the Justice Department declaring total dictatorial power of the presidency.
[00:39:07.447 --> 00:39:15.614]  Clearly, would you concur that the elite is pre-positioning for a dictatorship in response to a depression?
[00:39:15.614 --> 00:39:25.964]  I think they're always prepared, and every day they have more powers than before, because under these Emergency Powers Act, the President now has more authority
[00:39:26.383 --> 00:39:27.343]  Than ever.
[00:39:27.343 --> 00:39:39.689]  And the contest, really, that's going on in this presidential election is, are there enough of us who care about our freedoms versus those who are willing to succumb to the temptation of dictatorship?
[00:39:39.689 --> 00:39:45.091]  Just think of the attitude that what it was like right after 9-11 when they passed the Patriot Act.
[00:39:45.091 --> 00:39:47.032]  I mean, there was no way, people!
[00:39:47.032 --> 00:39:52.294]  I had members of Congress tell me, I said, you know, it's not even available, you can't even read it, and we're getting the rate of voting.
[00:39:52.294 --> 00:39:54.615]  It doesn't matter, it doesn't matter, the people want us to do something.
[00:39:54.969 --> 00:39:56.749]  This looks like we're doing something that sounds good.
[00:39:56.749 --> 00:39:59.310]  There's no way I'm going to even question this.
[00:39:59.310 --> 00:40:00.610]  So they voted for it.
[00:40:00.610 --> 00:40:03.151]  And they got their signals from the people.
[00:40:03.151 --> 00:40:08.072]  And it's true, there's a lot of people that wanted something done, but it takes a while.
[00:40:08.072 --> 00:40:11.472]  So the big question is, are there more of them or more of us?
[00:40:11.472 --> 00:40:13.453]  And I think we have the answer there.
[00:40:13.453 --> 00:40:15.273]  There's going to be a fight regardless.
[00:40:15.273 --> 00:40:19.714]  Do you see any way of even stopping them attempting, because they're already trying to set it up?
[00:40:19.714 --> 00:40:23.375]  Or do you just see the slow slide into this, and we're now in the fight of our lives?
[00:40:24.511 --> 00:40:28.712]  Well, I think it's been sliding for a long time, and it's getting worse.
[00:40:28.712 --> 00:40:30.193]  It got a lot worse after 9-11.
[00:40:30.193 --> 00:40:35.354]  And I'm always afraid of some concocted event that will scare the American people.
[00:40:35.354 --> 00:40:41.256]  You know, our country is probably not on the verge, like tomorrow, of bombing Iran.
[00:40:41.256 --> 00:40:53.520]  But if they have some event, and that British thing was an event that they were probably contriving, hoping maybe that the Iranians would act more irrational, and that would give them an excuse to start it and blame it on them.
[00:40:54.065 --> 00:41:04.926]  So the people in this country need a little bit more reason to go along with the president, but unfortunately our leaders in this country too often have been able to provide the incident.
[00:41:05.393 --> 00:41:08.575]  That unifies the country behind more militarism.
[00:41:08.575 --> 00:41:22.504]  I actually talked to the former head of the British Maritime Administration, and he was also the ambassador to Uzbekistan, and he said that the British were telling the truth, that they were in Iraqi waters, but that the map was fake.
[00:41:22.504 --> 00:41:25.065]  It was a new map that never existed under any treaty.
[00:41:25.065 --> 00:41:29.388]  They just changed the map and then sent their sailors and marines in there.
[00:41:29.388 --> 00:41:30.909]  Yeah, well that's a possibility.
[00:41:30.909 --> 00:41:32.670]  I don't know the details of that, but that's...
[00:41:33.130 --> 00:41:34.830]  That sounds very plausible.
[00:41:34.830 --> 00:41:36.491]  We're about to go to calls, Congressman.
[00:41:36.491 --> 00:41:43.332]  I just want to remind listeners out there that you can call 1-800-RON-PAUL for more information, or to donate, 1-800-RON-PAUL.
[00:41:43.332 --> 00:41:46.873]  Or you can simply go to RonPaul2008.com.
[00:41:46.873 --> 00:41:53.254]  Ron Paul, spelled P-A-U-L, 2008.com, with links up on InfoWars.com and PrisonPlanet.com.
[00:41:53.254 --> 00:41:58.955]  But in rapid shotgun effect, as we've done in the past, let me just throw out a few other questions to you.
[00:41:59.815 --> 00:42:14.788]  There's been a lot of neocon and liberal denials that the North American Union even exists, but now we got the four-year documents via Judicial Watch of the September meeting last year, where the first agenda was keep it secret, second agenda, North American Union fuel tax, carbon tax.
[00:42:14.788 --> 00:42:17.750]  That's now racing ahead.
[00:42:17.750 --> 00:42:20.612]  Can we stop it, or what do you see happening with the North American Union?
[00:42:20.612 --> 00:42:24.455]  Well, at the moment, I don't see much resistance in Washington.
[00:42:24.455 --> 00:42:28.759]  So the resistance is in grassroots America, and that is building.
[00:42:29.227 --> 00:42:39.275]  I would say yes we can, but we still need a lot more support and a lot more messages sent to every single congressman up there to waken them to what is happening.
[00:42:39.275 --> 00:42:41.617]  And you're right, the evidence is there.
[00:42:41.617 --> 00:42:53.427]  They pretend that this is nothing and they keep denying it, but I think the evidence is overwhelming that there's an intention, long term, not next year, you're not going to have a North American Union next year, you're going to have it.
[00:42:53.806 --> 00:42:58.689]  You know, it was first it was GATT and WTO and then NAFTA and now the highways.
[00:42:58.689 --> 00:42:59.829]  Same thing with the EU.
[00:42:59.829 --> 00:43:01.230]  Same thing with the EU.
[00:43:01.230 --> 00:43:03.051]  I mean, how long did it take the EU?
[00:43:03.051 --> 00:43:05.032]  I think it took them 50 years total.
[00:43:05.032 --> 00:43:06.413]  You know, from the very, very beginning.
[00:43:06.413 --> 00:43:12.636]  Not with this, they have founded it with that SPP agreement and now they're, you know, putting in the plumbing, but they've laid the foundation.
[00:43:13.277 --> 00:43:20.303]  Oh yeah, it is there, and they've had the academic journalists at the CFR writing up the detailed plans.
[00:43:20.303 --> 00:43:23.006]  That's available to us on what exactly they want.
[00:43:23.006 --> 00:43:25.268]  I mean, that's where the term Amaro came from.
[00:43:25.268 --> 00:43:29.812]  Shifting gears again, if they attack Iran, do you think we'll see some type of draft?
[00:43:29.812 --> 00:43:32.054]  Because we're hearing the spin out of the Republicans and Democrats.
[00:43:32.054 --> 00:43:35.357]  Oh, it won't be a draft, it'll be compulsory national service.
[00:43:35.357 --> 00:43:38.420]  Yeah, that's what the Democrats call it.
[00:43:40.001 --> 00:43:41.864]  That's a real obstacle for them.
[00:43:41.864 --> 00:43:46.589]  They're in the Catch-22 because the American people aren't going to be very happy with the draft.
[00:43:46.589 --> 00:43:47.870]  They're going to rebel.
[00:43:47.870 --> 00:43:51.294]  This is one reason why so many of them remain in denial.
[00:43:51.294 --> 00:43:52.535]  They say, well, it doesn't affect me.
[00:43:52.535 --> 00:43:53.076]  I don't go.
[00:43:53.076 --> 00:43:53.937]  They're volunteers.
[00:43:53.937 --> 00:43:55.919]  Let them suffer the consequences.
[00:43:55.919 --> 00:43:58.322]  But this is also the reason they're not
[00:43:58.954 --> 00:44:03.238]  They're not likely to invade Iran.
[00:44:03.238 --> 00:44:12.687]  They're liable to bomb them, but then the Iranians are liable to move into southern Iraq or something, and then we'll feel compelled, then they'll have to sell it to the American people.
[00:44:12.687 --> 00:44:18.752]  And then there might be a terrorist attack that, oh, we've got to have the draft.
[00:44:18.752 --> 00:44:21.555]  Yeah, they're very capable.
[00:44:21.555 --> 00:44:24.738]  If they weren't capable of doing it, they would have gotten rid of selective service.
[00:44:25.100 --> 00:44:27.362]  Which is something I've tried to do for 20 years.
[00:44:27.362 --> 00:44:28.663]  You know, get rid of it.
[00:44:28.663 --> 00:44:29.383]  We don't have a draft.
[00:44:29.383 --> 00:44:29.923]  We don't need it.
[00:44:29.923 --> 00:44:30.604]  We don't want it.
[00:44:30.604 --> 00:44:35.127]  We know they've reactivated the draft board, so they're clearly lurking around.
[00:44:35.127 --> 00:44:38.189]  It's there because they believe that they own us.
[00:44:38.189 --> 00:44:44.954]  And you know, I think there's two things that tells me that these people in big government believe they own us.
[00:44:44.954 --> 00:44:46.635]  The first is the income tax.
[00:44:46.635 --> 00:44:47.576]  Because if they can take
[00:44:48.047 --> 00:44:51.551]  Even if they only charge you 1% tax, that means they own 100%.
[00:44:51.551 --> 00:44:53.854]  They allow you to keep whatever percent they want.
[00:44:53.854 --> 00:44:57.619]  So they own you through the income tax, but the other is the idea of the draft.
[00:44:57.619 --> 00:45:01.683]  The fact that they can call you up and send you off to fight U.N.
[00:45:01.683 --> 00:45:04.587]  wars that become no-win, wasteful wars.
[00:45:04.952 --> 00:45:11.616]  That means they believe they own us and they own our kids, and that is, to me, devastating to the principles of liberty.
[00:45:11.616 --> 00:45:13.097]  But the state is not God.
[00:45:13.097 --> 00:45:14.518]  Congressman, let's go to calls.
[00:45:14.518 --> 00:45:15.718]  Mark just hung up from Atlanta.
[00:45:15.718 --> 00:45:17.639]  We'll go to Richard in Texas.
[00:45:17.639 --> 00:45:22.362]  Richard, you're on the air with Congressman Ron Paul, making a run for it for president.
[00:45:22.362 --> 00:45:23.583]  Thank God for you, Ron.
[00:45:23.583 --> 00:45:24.883]  I'm sure glad you're doing this.
[00:45:24.883 --> 00:45:28.786]  You're our only viable hope, and just wanted to ask you quickly if
[00:45:29.794 --> 00:45:38.482]  You could give a brief overview on how you would see the dismantling of the Federal Reserve and, you know, sort of the impact of that.
[00:45:38.482 --> 00:45:43.687]  It's obviously one of the deepest evils that kind of ride over all these issues that we're facing.
[00:45:43.687 --> 00:45:44.848]  Thank you.
[00:45:44.848 --> 00:45:53.155]  Well, even I, who can't stand the Fed and we shouldn't have it, it's unconstitutional, we need to get rid of it, I would not say tomorrow you should close down the Federal Reserve.
[00:45:53.155 --> 00:45:55.017]  It would be very, very chaotic.
[00:45:55.287 --> 00:45:58.049]  The first thing we need to do is legalize competition.
[00:45:58.049 --> 00:46:00.330]  That is, legalize the Constitution.
[00:46:00.330 --> 00:46:18.882]  That gold and silver should be legal tender in competition with the monopoly money, which is the Federal Reserve note, which means that you take off all taxes and regulations, no sales taxes or income tax on any types of gold transactions to make it money.
[00:46:19.597 --> 00:46:21.858]  And this would be one step in the right direction.
[00:46:21.858 --> 00:46:27.681]  By the way, you've introduced legislation to shut down the Fed, and then in that, you walk through the process.
[00:46:27.681 --> 00:46:28.242]  Right.
[00:46:28.242 --> 00:46:39.928]  And the other thing is, without closing the door immediately, then the next step would be to deny the Federal Reserve the power to monetize debt, to take a Treasury bill.
[00:46:40.507 --> 00:46:42.708]  And then literally create money out of thin air.
[00:46:42.708 --> 00:46:47.291]  And this would immediately put restraints on the politicians.
[00:46:47.291 --> 00:46:52.414]  Politicians like the Federal Reserve because that means they can spend... That would kill their whole magic trick system.
[00:46:52.414 --> 00:46:59.118]  Yeah, they would consider that the Federal Reserve would be a check-clearing house and nothing more.
[00:46:59.537 --> 00:47:06.243]  But the whole gimmick is that they want the power to create money out of thin air and fool the people and deceive the people.
[00:47:06.243 --> 00:47:09.046]  So how long to get the heroin addict congressman off?
[00:47:09.046 --> 00:47:12.109]  I mean, how long would it take then to wean us off this system?
[00:47:12.109 --> 00:47:13.350]  Well, it depends on the conditions.
[00:47:13.350 --> 00:47:19.075]  If you started today, it could take a while and it would be tedious and it'd be hard to get people to support it.
[00:47:20.067 --> 00:47:27.196]  I think we're going to have the financial crisis and then they will be forced to do it, and maybe we could even do it more dramatically than I propose.
[00:47:27.196 --> 00:47:36.267]  My suggestion is under today's conditions, but if you have total collapse of the financial system and rejection of the dollar, you have to restore confidence and therefore
[00:47:36.707 --> 00:47:38.889]  You have to make the money worth something.
[00:47:38.889 --> 00:47:40.870]  It has to have some value to it again.
[00:47:40.870 --> 00:47:45.973]  Or they will not believe you if you just say, oh, well, we'll quit printing the money.
[00:47:45.973 --> 00:47:47.854]  Eventually, the people will lose trust in the money.
[00:47:47.854 --> 00:47:50.656]  Now, we know, though, what their real plan is, but they're not ready for it.
[00:47:50.656 --> 00:47:52.317]  That's why they're trying to sure it up for now.
[00:47:52.317 --> 00:47:58.401]  Let it implode, and then come out with a national ID card slash credit card system, which goes cashless, and they're shooting for 2011.
[00:47:59.882 --> 00:48:08.145]  Yeah, those plans are being laid, too, and I've heard debates on that, where, why mess around with cash anymore, you know?
[00:48:08.145 --> 00:48:22.409]  Well, I mean, my point is, we've got to have you in there as president, we've got to, bottom line, raise awareness of the real political financial paradigm, so that they can't stage things again and then act like they're the saviors when they're the progenitors of the mess we're in.
[00:48:22.409 --> 00:48:25.390]  Let's talk to Eric in Washington.
[00:48:25.390 --> 00:48:26.370]  Go ahead, you're on the air, Eric.
[00:48:27.248 --> 00:48:28.169]  Oh, hey, Alex.
[00:48:28.169 --> 00:48:29.009]  It's a great show.
[00:48:29.009 --> 00:48:35.152]  I'm so humbled just to be here and talk face-to-face with the future President of the United States.
[00:48:35.152 --> 00:48:36.252]  Thank you.
[00:48:36.252 --> 00:48:39.214]  What I want to ask, though, is that I really love your style, Ron Paul.
[00:48:39.214 --> 00:48:41.795]  I saw you on the Bill Maher show.
[00:48:41.795 --> 00:48:47.878]  You were a little meek there, but you speak softly, but you carry a big stick, and I really appreciate that.
[00:48:47.878 --> 00:48:50.099]  Well, he absolutely mopped the floor with Bill Maher.
[00:48:50.936 --> 00:48:51.677]  Oh, yeah.
[00:48:51.677 --> 00:48:52.618]  Rhetorically, yeah.
[00:48:52.618 --> 00:48:53.899]  He had nothing against you.
[00:48:53.899 --> 00:48:55.260]  But Bill Maher's really snide.
[00:48:55.260 --> 00:48:56.901]  Cynicism can really cut through.
[00:48:56.901 --> 00:49:01.706]  And, you know, the sleepers, they're not going to know what's going on.
[00:49:01.706 --> 00:49:03.527]  But I'm doing my part.
[00:49:03.527 --> 00:49:04.108]  Grassroots.
[00:49:04.108 --> 00:49:06.150]  Just getting one-on-one with my friends.
[00:49:06.150 --> 00:49:08.652]  And tell them, you know, about you and your campaign.
[00:49:08.652 --> 00:49:13.276]  But what I really want from you, though, is the guarantee that you're going to be the man for the job.
[00:49:14.586 --> 00:49:17.048]  Well, I don't know what you mean by the guarantee.
[00:49:17.048 --> 00:49:22.750]  I can guarantee that I'm going to be out there fighting this battle and delivering a message and doing my very best.
[00:49:22.750 --> 00:49:26.612]  And I never know what the results will absolutely be.
[00:49:26.612 --> 00:49:28.653]  I don't have control of the future.
[00:49:28.653 --> 00:49:37.097]  Within his constitutional restraints, as I've heard him say it, within the Constitution, he can do everything he can to reduce government and restore the Constitution to the Republic, correct?
[00:49:37.097 --> 00:49:38.558]  That's absolutely the case.
[00:49:38.558 --> 00:49:41.939]  I didn't know whether he meant in the campaign or after the election.
[00:49:41.939 --> 00:49:42.339]  So, no.
[00:49:44.451 --> 00:49:52.714]  After the election, there's a lot you can do, just like the first thing I mentioned was you're the Commander-in-Chief, and you can do a lot to reduce the spending overseas.
[00:49:52.714 --> 00:50:04.018]  And there's no reason, even though I don't believe in changing government through the executive order, I don't think there'd be any reason why you can't repeal executive orders that have been so detrimental to us.
[00:50:04.018 --> 00:50:10.320]  I mean, I would think that would be very legitimate for a constitutional president to get rid of the laws that the president wrote himself.
[00:50:10.320 --> 00:50:11.021]  Sure.
[00:50:11.021 --> 00:50:12.021]  Does that answer your question?
[00:50:12.942 --> 00:50:16.823]  Yeah, too, and also is that this political game is really tricky.
[00:50:16.823 --> 00:50:20.264]  You know, there's voter fraud and there's media propaganda.
