[00:00:00.983 --> 00:00:02.564]  You have the power.
[00:45:58.767 --> 00:46:00.409]  With no one who's got half a brain!
[00:46:02.102 --> 00:46:07.605]  But the ignorant third-world masses that have come in here, who have kept their nationalism, but we've been told not to have ours.
[00:46:07.885 --> 00:46:08.806]  See what the new order does?
[00:46:08.986 --> 00:46:10.066]  This country's like a body.
[00:46:10.266 --> 00:46:30.517]  They lower our defenses, they lower our immune system, they tell us to be multicultural and all loving and guilty and sappy, and then they lower our defenses, pump in third-world nations, while the Ford Foundation and others pump radical nationalism, tribalism, racism, saying, Loree Conquista, you're the god race, you're gonna take over.
[00:46:33.197 --> 00:46:35.219]  And the Mexicans don't want to do that.
[00:46:35.439 --> 00:46:38.782]  They don't want to be part of that, but they cram it down their throats in the schools.
[00:46:40.643 --> 00:46:50.891]  Mexicans, on average, you can say groups have certain attributes, are very family, very conservative, very hard-working, very smart, great ingenuity.
[00:46:51.312 --> 00:46:54.895]  They've lived under tyranny for 300 plus years.
[00:46:56.976 --> 00:46:57.837]  And they're sick of it.
[00:46:58.517 --> 00:46:58.878]  And so,
[00:46:59.771 --> 00:47:00.872]  What do the schools do, though?
[00:47:00.912 --> 00:47:03.574]  They tell them every ill and every problem is America.
[00:47:03.614 --> 00:47:09.177]  They tell Mexicans that the New World Order is America, instead of the New World Order has taken America and is using it.
[00:47:12.159 --> 00:47:17.683]  I mean, the globalists are killing our currency, they're killing our housing prices, openly, publicly making declarations doing it.
[00:47:18.223 --> 00:47:27.289]  They're destroying our military, they're destroying our name worldwide, and the general neocon public, the 25% that's left, cannot figure that out.
[00:47:34.722 --> 00:47:37.704]  Now, I don't cover this a lot here on air.
[00:47:39.945 --> 00:47:45.128]  I knew about this 15 years ago, but frankly I couldn't believe it myself.
[00:47:45.188 --> 00:47:55.955]  But now we've seen Senator Larry Craig and Barney Frank and Foley and all the different Homeland Security Deputy Chiefs and Federal Prosecutors and U.S.
[00:47:56.015 --> 00:47:59.217]  Attorneys and Deputy Attorneys and Preachers and
[00:47:59.995 --> 00:48:14.466]  I mean, every day or two, they catch them in a bathhouse, or in a bathroom, or their dominatrix goes public, or, you know... I mean, it goes on, and on, and on, and on.
[00:48:14.486 --> 00:48:16.468]  There are thousands of examples of this now.
[00:48:17.589 --> 00:48:20.131]  But it can't be on Wikipedia, because the trolls have deleted it all.
[00:48:20.971 --> 00:48:22.072]  With Wikipedia's blessing.
[00:48:22.512 --> 00:48:24.334]  And it can't be on Dick, because they deleted it.
[00:48:25.115 --> 00:48:26.996]  And it can't be on Myspace, because they deleted it.
[00:48:29.816 --> 00:48:41.689]  But Skull and Bones, and I mean, it's even in a movie that Robert De Niro did, that got, you know, five stars or whatever, or four stars, and people that have been in Skull and Bones are saying, oh, it's incredibly accurate.
[00:48:41.709 --> 00:48:51.680]  You know, the media is saying, what an accurate, and they got him dressed up as Satan with crowns on, you know, in wrestling and manure being urinated on.
[00:48:54.492 --> 00:49:20.659]  It is confirmed, and we know out of the rituals in other Skull and Bones houses, other dark lodges, as they're called in Europe, where they have been busted in the past, that they... I don't even want to say what they do, because I know there's children listening, but... I mean, if it's true that Bush is off having sex with ambassadors, male ambassadors, that's nothing compared to what we know goes on at Skull and Bones.
[00:49:21.306 --> 00:49:25.008]  The rite of passage is sexual death rites.
[00:49:29.570 --> 00:49:33.191]  And part of this has been videotaped by the New York Observer and been on ABC News.
[00:49:33.892 --> 00:49:36.473]  But they show it to you in plain view and then act like it's no big deal.
[00:49:37.894 --> 00:49:40.275]  The ritual rape and murder of people.
[00:49:41.935 --> 00:49:42.936]  And again, they're ritualized.
[00:49:42.956 --> 00:49:43.876]  They're not actually doing it.
[00:49:43.936 --> 00:49:44.396]  It's mock.
[00:49:46.352 --> 00:49:47.892]  Aleister Crowley did mock sacrifices.
[00:49:47.932 --> 00:49:48.733]  So did Anton LaVey.
[00:49:49.033 --> 00:49:51.093]  Have Anton LaVey mock human sacrifice?
[00:49:51.633 --> 00:49:54.594]  You'll find him on YouTube explaining that they do the mock sacrifice.
[00:49:55.814 --> 00:49:58.294]  Bush homosexual allegations resurface in new book.
[00:49:59.355 --> 00:50:00.295]  I don't know if this Ms.
[00:50:00.335 --> 00:50:01.735]  McConnell is telling the truth.
[00:50:01.755 --> 00:50:07.036]  I mean, she better know what she's doing is so dangerous it's unbelievable.
[00:50:08.516 --> 00:50:13.938]  But I know that the mainstream news reports top gay porn star service moguls at Bohemian Grove.
[00:50:14.398 --> 00:50:15.718]  I know Skull and Bones does this.
[00:50:16.895 --> 00:50:23.458]  I know that hundreds of times, top gay porn stars and male madams and male whores have been in the White House.
[00:50:23.978 --> 00:50:29.841]  Not just with Jeff Gannon, but before that, back in the late 1980s, they got caught with underage callboys at the White House.
[00:50:36.804 --> 00:50:42.627]  So... I mean, we've got the story up on PrisonPlanet.com
[00:50:44.903 --> 00:50:51.887]  Reportedly, Bush enthusiastically performing homosexual sex acts on the ambassador to Poland.
[00:50:53.488 --> 00:50:55.869]  And it just fits in.
[00:50:55.949 --> 00:50:57.130]  I mean, it's a guild.
[00:50:57.310 --> 00:50:59.591]  You have to be in it to be a member.
[00:51:01.712 --> 00:51:02.593]  You have to be in it.
[00:51:08.277 --> 00:51:08.758]  It's here.
[00:51:08.978 --> 00:51:13.762]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:14.122 --> 00:51:21.749]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:22.463 --> 00:51:29.506]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:51:29.906 --> 00:51:41.311]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:51:41.651 --> 00:51:45.573]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:51:45.613 --> 00:51:47.554]  It's an anthology of government crimes.
[00:51:47.874 --> 00:51:51.716]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:51:52.316 --> 00:51:59.766]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:52:06.653 --> 00:52:11.158]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:52:11.499 --> 00:52:15.603]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:52:15.883 --> 00:52:16.444]  We listened.
[00:52:16.744 --> 00:52:21.730]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:52:22.010 --> 00:52:22.491]  We listened.
[00:52:22.871 --> 00:52:25.893]  You asked us to develop a filter that was made in the USA.
[00:52:26.333 --> 00:52:26.873]  We listened.
[00:52:27.334 --> 00:52:31.396]  You asked us to include an emergency light for camping and during power outages.
[00:52:31.776 --> 00:52:32.256]  We listened.
[00:52:32.597 --> 00:52:37.840]  After 9-11, you asked us to develop a filter that was more powerful in removing chemical agents.
[00:52:38.260 --> 00:52:39.621]  Again, we listened.
[00:52:39.981 --> 00:52:41.522]  Introducing the Berkey Light.
[00:52:42.102 --> 00:52:42.762]  We're good to go.
[00:53:03.638 --> 00:53:10.602]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:53:10.842 --> 00:53:12.083]  We got immediate results.
[00:53:12.403 --> 00:53:17.145]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:53:17.425 --> 00:53:18.226]  Do you know how to fix it?
[00:53:18.646 --> 00:53:24.009]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation.
[00:53:24.329 --> 00:53:27.390]  The program that helps you fix every behavior problem under the sun.
[00:53:27.750 --> 00:53:32.752]  Defiance, back talking, lying, acting out in school, even problems with ADD and ADHD.
[00:53:32.972 --> 00:53:35.733]  There's no screaming, no fighting, no frustration.
[00:53:36.033 --> 00:53:40.995]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:53:41.335 --> 00:53:45.057]  Your child will listen to you again and you'll get peace and sanity back into your home.
[00:53:45.397 --> 00:53:46.057]  I guarantee it.
[00:53:46.437 --> 00:53:50.639]  Call now and get how to turn your child's attitude around in one minute or less free with your order.
[00:53:50.879 --> 00:53:51.260]  1-800-373-0402 1-800-373-0402 Call now!
[00:53:51.280 --> 00:53:51.420]  1-800-373-0402 1-800-373-0402
[00:54:12.835 --> 00:54:24.659]  You're listening to the GCN Radio Network.
[00:54:29.221 --> 00:54:30.621]  I'm Alex Jones, your host.
[00:54:31.402 --> 00:54:33.462]  Live Monday through Friday, 11 to 2 Central.
[00:54:33.662 --> 00:54:36.043]  The network retransmits the show 9 to midnight Central.
[00:54:36.503 --> 00:54:41.945]  But you can listen on the internet 24 hours a day at InfoWars.com.
[00:54:42.765 --> 00:54:57.269]  That means when the show ends, if you miss the first hour, you can simply go to InfoWars.com and click on the screen and it's going to be restarting consecutively for 21 hours until I go live again the next day.
[00:55:00.420 --> 00:55:07.025]  Or you can go to InfoWars.com and click on the podcast and download and subscribe to the podcast.
[00:55:07.045 --> 00:55:11.648]  It will automatically load on your MP3 or iPod every day.
[00:55:11.668 --> 00:55:19.193]  It serves out about an hour after the show ends each day to your MP3 or iPod while you're on the bicycle or jogging or at work at lunch.
[00:55:19.213 --> 00:55:27.799]  You can listen how you want, when you want, fast forward, pause, rewind, thanks to the podcast that is right there at InfoWars.com.
[00:55:29.477 --> 00:55:32.339]  We are being censored by Digg, MySpace, Wikipedia.
[00:55:32.379 --> 00:55:36.703]  We are under massive assault physically with the servers being attacked almost on a daily basis.
[00:55:37.483 --> 00:55:49.513]  I would just ask you, the listeners, to redouble your efforts to tell your friends, your neighbors, your co-workers, your family about InfoWars.com and the streams and the podcast and the show and the news articles and they can't censor your email list.
[00:55:50.493 --> 00:55:55.938]  You can physically go and copy and paste articles still onto the front pages of your MySpace.
[00:55:55.998 --> 00:55:57.479]  It's just you can't send the bulletins out.
[00:55:58.777 --> 00:55:59.898]  Just try to get around it.
[00:56:00.739 --> 00:56:10.226]  When we post something and dig it, help us, right when it goes up, dig it so we can get it on the main page, and before they slap it down, a lot of people can see it.
[00:56:12.367 --> 00:56:14.889]  The goal here is to get the word out on these people.
[00:56:16.230 --> 00:56:19.152]  The goal here is to wake this country up, and this is life and death.
[00:56:20.213 --> 00:56:22.074]  That's why I've been so freaked out the last month.
[00:56:22.955 --> 00:56:24.476]  The fact that they've made the decision
[00:56:25.709 --> 00:56:29.311]  To come out every day and say housing's going to plunge, and then housing started plunging.
[00:56:29.972 --> 00:56:32.633]  And to say the dollar's going to plunge, and the dollar started plunging faster.
[00:56:33.274 --> 00:56:36.956]  And to say the economy's in deep trouble, so the economy, it is a confidence game.
[00:56:37.536 --> 00:56:47.362]  You see, they created a Ponzi system, they created a fraud, they got us completely... I'm not going to say it, by the hairs, folks.
[00:56:47.882 --> 00:56:49.684]  It's just that the analogy fits, you've got to use it.
[00:56:49.984 --> 00:56:52.045]  I mean, they have really got us around the throat.
[00:56:52.828 --> 00:56:54.009]  Okay, they've got us bound.
[00:56:54.489 --> 00:56:57.230]  And then now they're doing this to us, and they're in the open!
[00:56:57.250 --> 00:57:02.872]  A week and a half ago, Greenspan comes out and says, the dollar's gonna plunge, the dollar's gonna plunge, and it starts plunging!
[00:57:03.513 --> 00:57:05.814]  They want to create economic problems.
[00:57:06.194 --> 00:57:12.636]  They get the economy all puffed up into fiat, and then now they pull the rug out from under us, and the Financial Times of London was honest.
[00:57:12.997 --> 00:57:18.719]  Maybe your friends and family won't listen to me, but a week ago, the Financial Times, what, last Monday, eight days ago,
[00:57:19.862 --> 00:57:26.047]  Nine days ago, came right out and said, yeah, the big central banks are doing this and making money off of it, and then spun it like it was good.
[00:57:26.067 --> 00:57:29.510]  Not making money, they're getting real assets.
[00:57:30.090 --> 00:57:33.073]  I mean, I'm up... I mean, folks, I'm mad about this.
[00:57:33.213 --> 00:57:33.913]  I'm freaked out.
[00:57:33.953 --> 00:57:35.294]  I'm more freaked out than I've ever been.
[00:57:35.314 --> 00:57:39.758]  I was walking around in a daze last night at my house.
[00:57:41.119 --> 00:57:42.200]  My wife's like, what's wrong with you?
[00:57:42.240 --> 00:57:42.860]  You never act like this.
[00:57:42.880 --> 00:57:44.321]  I'm like, my gosh, they're doing it!
[00:57:44.361 --> 00:57:47.004]  I mean, I really love this country!
[00:57:47.664 --> 00:57:48.665]  Because I live here!
[00:57:50.239 --> 00:57:51.680]  We got family land here!
[00:57:51.700 --> 00:57:57.725]  I mean, all of you here, you're part of this nation!
[00:57:59.466 --> 00:58:01.528]  This is where you live and there's not many places better!
[00:58:01.548 --> 00:58:05.071]  In fact, there aren't!
[00:58:06.712 --> 00:58:13.478]  And just to see our country fall, to see the new world order bring it down, because they've got a bunch of other things they've said they're going to do after this.
[00:58:13.498 --> 00:58:18.762]  We've got a guest coming up, but after we do that, maybe I should spend five minutes at the bottom of the hour talking about what comes next.
[00:58:19.432 --> 00:58:20.553]  So in about 30 minutes I'll do that.
[00:58:20.573 --> 00:58:21.953]  I'm going to write a note here to not forget.
[00:58:21.973 --> 00:58:23.995]  I've got all this other news to get to.
[00:58:24.055 --> 00:58:29.297]  Financial news, war news, Ahmadinejad news, your calls.
[00:58:30.798 --> 00:58:31.859]  So much going on.
[00:58:31.879 --> 00:58:33.700]  We've got a guest coming up in about 15 minutes or so.
[00:58:33.720 --> 00:58:34.960]  Then I'm going to take your calls at 1-800-259-9231.
[00:58:34.981 --> 00:58:37.062]  And this is the GCN Radio Network.
[00:58:37.082 --> 00:58:39.123]  PrisonPlanet.com is the website.
[00:58:39.143 --> 00:58:40.283]  Please spread the word.
[00:58:46.198 --> 00:58:51.186]  If you would like a copy of this show, come to GCNlive.com and reserve it today, or call toll-free 877-376-45.
[00:58:57.335 --> 00:59:01.879]  Through the years of providing water filters to America, you've come to us and we've listened.
[00:59:02.179 --> 00:59:06.283]  You asked us to make the water level visible to eliminate the guesswork when refilling the water.
[00:59:06.563 --> 00:59:07.124]  We listened.
[00:59:07.424 --> 00:59:12.408]  You asked for an elevated base so the system could be used in places beside on the edge of a counter.
[00:59:12.689 --> 00:59:13.169]  We listened.
[00:59:13.549 --> 00:59:16.592]  You asked us to develop a filter that was made in the USA.
[00:59:17.012 --> 00:59:17.573]  We listened.
[00:59:18.033 --> 00:59:19.735]  You asked us to include an emergency light
[00:59:20.035 --> 00:59:20.456]  We're good.
[00:59:38.437 --> 00:59:41.079]  Get the Berkey Light, the American water purifier.
[00:59:41.279 --> 00:59:41.479]  Only $279.
[00:59:41.519 --> 00:59:41.999]  Call New Millennium.
[00:59:42.019 --> 00:59:42.059]  888-803-4438.
[00:59:42.119 --> 00:59:42.399]  That's 888-803-4438.
[00:59:42.460 --> 00:59:43.760]  Or order on the web at berkeywater.com.
[00:59:43.780 --> 00:59:44.461]  Not yet available in Iowa.
[00:59:44.541 --> 00:59:45.381]  Waging war on corruption.
[00:59:45.541 --> 00:59:45.962]  Alex Jones.
[00:59:45.982 --> 00:59:46.722]  You're listening to GCN.
[01:00:11.172 --> 01:00:11.833]  Big Brother.
[01:00:12.493 --> 01:00:13.574]  Mainstream media.
[01:00:14.255 --> 01:00:15.375]  Government cover-ups.
[01:00:16.016 --> 01:00:16.837]  You want answers?
[01:00:17.597 --> 01:00:18.498]  Well, so does he.
[01:00:19.179 --> 01:00:22.801]  He's Alex Jones on the GCN Radio Network.
[01:00:23.342 --> 01:00:27.465]  And now, live from Austin, Texas, Alex Jones.
[01:00:32.369 --> 01:00:36.913]  Last hour, we got into MySpace censoring anti-war websites and PrisonPlanet.com.
[01:00:38.234 --> 01:00:40.716]  Most homosexual allegations resurfaced in new book.
[01:00:44.738 --> 01:00:48.740]  And I'm going to get more into that later, but I also want to cover what's happening financially in the news.
[01:00:49.361 --> 01:00:50.721]  Oh, did we get Dean Puckard on?
[01:00:50.981 --> 01:00:52.082]  I forgot to tell you that, John.
[01:00:53.363 --> 01:00:53.983]  Fantastic.
[01:00:54.023 --> 01:00:55.404]  Let's go ahead and get that guest on.
[01:00:55.964 --> 01:00:57.585]  He's over in the United Kingdom.
[01:00:57.685 --> 01:01:03.128]  He got arrested with me for just videotaping there in England.
[01:01:03.848 --> 01:01:05.069]  He came over from England.
[01:01:05.109 --> 01:01:07.690]  He got arrested in New York City.
[01:01:09.306 --> 01:01:12.108]  For just videotaping the police arresting me for basically no reason.
[01:01:12.448 --> 01:01:25.458]  So I thought we'd have him pop in and tell that story and what it was like being in the jail and basically as a look back because I wanted to have this on record historically for what developed up in New York City a week and a half, two weeks ago.
[01:01:25.478 --> 01:01:29.841]  I guess I was arrested more than two weeks ago now but left New York about a week and a half ago.
[01:01:31.763 --> 01:01:35.986]  Also we've got Lucas Grater coming on.
[01:01:36.266 --> 01:01:37.647]  He's a local Austin filmmaker.
[01:01:38.556 --> 01:01:57.244]  And he went out and asked four questions of Austinites, basic questions about who's the Vice President, who's the Defense Secretary, what's the First Amendment, and most of them, many of them couldn't answer those basic questions, showing how ultra-massive the dumbing down in the society has become.
[01:01:57.984 --> 01:02:04.607]  Also, last hour we got into how President Bush is quietly advising Hillary Clinton
[01:02:05.666 --> 01:02:06.787]  Good to see you again, Alex.
[01:02:32.432 --> 01:02:38.415]  Yeah, basically, we're a British film crew making a documentary about the 9-11 truth movement called The Elephant in the Room.
[01:02:39.076 --> 01:02:49.661]  And, yeah, we went out to New York to basically cover the Let's Make History event, We Are Change event, and ended up getting arrested with you, basically.
[01:02:49.681 --> 01:02:52.582]  Yeah, and that's the story, I suppose.
[01:02:52.882 --> 01:02:55.944]  It was an incredible, incredible event.
[01:02:56.424 --> 01:02:59.666]  Met a lot of incredible people and got some amazing footage.
[01:03:01.292 --> 01:03:01.892]  I bet it is.
[01:03:01.932 --> 01:03:03.833]  Have you been contacted by Discovery?
[01:03:04.193 --> 01:03:09.454]  They want me to give them my footage, and I'm happy to give them the footage of the protest.
[01:03:09.494 --> 01:03:23.977]  I mean, they got the arrest on tape, but they want the footage where we're all out there demonstrating, and I gotta dig through my stuff and send it to them, but you might want to see about giving your footage to them just so you're better represented when it shows you being arrested.
[01:03:24.397 --> 01:03:26.478]  And again, I knew History Channel was a hit piece.
[01:03:26.518 --> 01:03:27.598]  This Discovery piece
[01:03:28.900 --> 01:03:32.062]  It's by a director I'm actually a fan of, and I'm not a fan of many people.
[01:03:32.883 --> 01:03:37.666]  He's made a bunch of top films and so you might want to give him that footage, but that's a side issue.
[01:03:37.686 --> 01:03:51.455]  Yeah, well I mean if they contact me, all you can see really is just me, I've got you in the shot, and you're getting led away, and then you just see this kind of chief, and he goes, right, get these two, like that, and then you just see my camera go, and get kind of knocked out of my hand.
[01:03:51.475 --> 01:03:57.640]  No, I figured that might be an angle they'd want, but also the main footage is the people chanting surrounding the
[01:03:58.809 --> 01:04:00.811]  We're good to go.
[01:04:17.276 --> 01:04:17.496]  We're good
[01:04:30.504 --> 01:04:34.787]  I guess from your perspective, did you see them assaulting the Discovery Channel crew and other crews?
[01:04:34.807 --> 01:04:38.910]  They knocked Rob Jacobson, my cameraman, down on the ground.
[01:04:39.331 --> 01:04:43.614]  I want to walk through all that, and then what it was like in the jail, and really it was historical.
[01:04:43.634 --> 01:04:48.418]  The people surrounding the precinct, the 1013, and chanting for our release.
[01:04:48.798 --> 01:04:49.999]  It's all coming up.
[01:04:51.042 --> 01:04:54.625]  With Dean Puckett, British filmmaker, joining us from London.
[01:04:55.186 --> 01:04:57.148]  And then he'll be with us for just the next segment.
[01:04:57.668 --> 01:04:58.569]  We appreciate him coming on.
[01:04:58.609 --> 01:05:00.871]  Then I'm going to get to your calls and all the other news.
[01:05:01.372 --> 01:05:03.374]  It is Tuesday, the 25th day of September 2007.
[01:05:06.678 --> 01:05:11.760]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[01:05:11.820 --> 01:05:19.142]  These awesome elements are used in Berkey purification systems, and they can also be used to upgrade most other gravity filtration systems.
[01:05:19.282 --> 01:05:29.945]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[01:05:30.126 --> 01:05:34.647]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[01:05:34.947 --> 01:05:39.933]  Unbelievably, they even remove small micro-particulate from water, like food coloring particles.
[01:05:40.154 --> 01:05:43.077]  Yet, they leave in the nutritional minerals that your body needs.
[01:05:43.317 --> 01:05:53.029]  Moreover, because they are recleanable, black berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than two cents per gallon.
[01:05:53.189 --> 01:05:58.710]  Get a 2-pack for only $99 or a 4-pack for only $188 by calling New Millennium at 888-803-4438.
[01:05:59.230 --> 01:06:02.171]  That's 888-803-4438.
[01:06:02.571 --> 01:06:05.632]  Or order on the web at berkeywater.com.
[01:06:06.552 --> 01:06:09.992]  It's here.
[01:06:10.212 --> 01:06:14.993]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:06:15.353 --> 01:06:22.975]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:06:23.692 --> 01:06:30.734]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:06:31.155 --> 01:06:42.558]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:42.878 --> 01:06:46.360]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:46.820 --> 01:06:48.780]  It's an anthology of government crimes.
[01:06:49.101 --> 01:06:52.942]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:53.542 --> 01:07:00.992]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:07:06.454 --> 01:07:07.514]  Hey, Jack Blood here.
[01:07:07.734 --> 01:07:13.736]  I think that if we could see the germs potential biohazards all around us in our daily surroundings, we would turn into Howard Hughes.
[01:07:14.036 --> 01:07:18.237]  We try not to think about it primarily because we might think there's nothing we can do about it.
[01:07:18.537 --> 01:07:19.297]  Not so fast.
[01:07:19.377 --> 01:07:20.638]  Now there is a solution.
[01:07:20.838 --> 01:07:24.859]  I'm talking about Hazurid Complete Protection Kit, available now at Hazurid.com.
[01:07:26.099 --> 01:07:34.801]  This is the single solution that is tame enough to safely conquer everyday household and business cleaning chores, yet strong enough to decontaminate biological hazards.
[01:07:35.021 --> 01:07:39.522]  Hazurid fights infectious disease and unsurpassed odor, mold, and allergens.
[01:07:39.602 --> 01:07:44.143]  This is an amazing, state-of-the-art disinfectant with a no-questions-asked guarantee.
[01:07:44.303 --> 01:07:48.184]  Safe for kids and pets and indispensable for your home, car, or business.
[01:07:48.284 --> 01:07:50.284]  Wherever you go, take Hazurid with you.
[01:07:50.464 --> 01:07:54.226]  Call them now to order 800-675-0323.
[01:07:54.286 --> 01:07:57.207]  That's 800-675-0323.
[01:07:57.367 --> 01:08:00.949]  Or go to the web, www.hazard.com.
[01:08:01.169 --> 01:08:03.910]  H-A-Z-A-R-I-D, hazard.com.
[01:08:04.131 --> 01:08:05.171]  Tell them Jack Blood sent you.
[01:08:06.632 --> 01:08:11.674]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:12.054 --> 01:08:14.355]  Because there's a war on for your mind.
[01:08:14.676 --> 01:08:15.436]  You know,
[01:08:23.380 --> 01:08:24.741]  All the time, I'm not thinking.
[01:08:26.762 --> 01:08:31.584]  I've got this British filmmaker, got arrested, and I'm saying, Hey!
[01:08:32.725 --> 01:08:33.545]  Dean Puckett!
[01:08:35.506 --> 01:08:41.350]  If you've got a good angle of the protesters outside on video, you want to give that to the media.
[01:08:42.650 --> 01:08:44.011]  But he was arrested inside.
[01:08:45.192 --> 01:08:46.892]  My brain is completely out of it, folks.
[01:08:46.912 --> 01:08:48.914]  There's so much stuff to talk about and think about.
[01:08:49.434 --> 01:08:51.375]  He got arrested with me.
[01:08:52.811 --> 01:08:55.633]  And I believe his cohort got arrested as well.
[01:08:55.653 --> 01:08:58.414]  I don't know, it's all a haze now.
[01:08:58.554 --> 01:09:01.455]  So that's why I wanted to get his perspective on everything that happened.
[01:09:01.475 --> 01:09:03.776]  He's making a 9-11 film about the 9-11 Truth Movement.
[01:09:04.077 --> 01:09:05.237]  So am I, small world!
[01:09:06.118 --> 01:09:13.301]  And he was there two weeks ago in New York on that Saturday night when all this came down.
[01:09:13.341 --> 01:09:15.782]  So I wanted to get him on with his unique perspective.
[01:09:15.802 --> 01:09:18.924]  And he's now back in England so he can do that.
[01:09:20.049 --> 01:09:25.753]  Dean, walk through what you saw, what you witnessed that night, and then how you got arrested, and what exactly happened inside.
[01:09:25.773 --> 01:09:31.537]  Okay, well, let me give you a little bit of background about how I ended up being there as well, because it kind of adds to the story a bit.
[01:09:31.817 --> 01:09:35.279]  For the last six months, I've been making this documentary about the 9-11 Truth Movement.
[01:09:35.739 --> 01:09:40.022]  It's meant to be a totally impartial film, you know, just showing it for what it is.
[01:09:40.062 --> 01:09:46.527]  I watched Loose Change, I wasn't 100% sure, then I watched the BBC Conspiracy Files show, and I was like, you know, what is this all about?
[01:09:47.509 --> 01:09:48.109]  I'm a filmmaker.
[01:09:48.129 --> 01:09:49.150]  I'm going to make my own thing.
[01:09:49.170 --> 01:09:49.850]  It's impartial.
[01:09:49.870 --> 01:09:50.951]  It's not biased.
[01:09:51.652 --> 01:09:56.254]  And, you know, in the last sort of five months, I went across Europe with William Rodriguez.
[01:09:56.615 --> 01:09:59.836]  I've been filming Cynthia McKinney in London to name but two.
[01:10:00.557 --> 01:10:02.538]  Annie Michon, the ex-MI5 whistleblower.
[01:10:03.619 --> 01:10:10.523]  And on the plane over here, I was saying to my co-producer, Salman Jethro, wouldn't it be great if we could get an interview with Alex Jones?
[01:10:11.227 --> 01:10:15.430]  And then, obviously, I ended up basically sharing a jail cell with you.
[01:10:15.891 --> 01:10:17.212]  So it was quite crazy.
[01:10:17.232 --> 01:10:21.475]  But, I mean, on the night, well, you know, you turned up and obviously got them all going.
[01:10:22.636 --> 01:10:25.978]  And, yeah, we did a circle, didn't we, of Times Square.
[01:10:26.879 --> 01:10:29.460]  We all kind of... I was walking backwards.
[01:10:30.821 --> 01:10:31.362]  It was mad.
[01:10:31.442 --> 01:10:32.523]  The shots were amazing.
[01:10:32.543 --> 01:10:35.005]  It was really exciting, chanting.
[01:10:35.025 --> 01:10:36.586]  You know, 9-11 was an inside job.
[01:10:36.986 --> 01:10:37.887]  The whole way around
[01:10:38.931 --> 01:10:54.106]  And they run a street fair so as we march down there it's red skies in the background as the sun sets with all these flashing jumbotrons and neon and prostitutes everywhere and piles of trash, huge heaps of trash and garbage all over the streets.
[01:10:54.146 --> 01:10:55.147]  Talk about apocalyptic.
[01:10:55.207 --> 01:10:59.992]  Trash trucks driving by, Discovery Channel filming us, hundreds of cameras are out there.
[01:11:00.032 --> 01:11:01.614]  I'm talking about how it's like soylent green
[01:11:02.154 --> 01:11:03.915]  And then we start bullhorning.
[01:11:03.935 --> 01:11:05.016]  Well, we didn't have the bullhorn yet.
[01:11:05.056 --> 01:11:09.178]  We start chanting at the Army, Navy, Marine Corps, Recruiting Center.
[01:11:09.198 --> 01:11:09.918]  Yeah, keep going.
[01:11:10.258 --> 01:11:10.999]  Yeah, yeah.
[01:11:11.119 --> 01:11:12.159]  It was exactly.
[01:11:12.179 --> 01:11:13.600]  It was like being in a film.
[01:11:13.780 --> 01:11:18.943]  And for me, obviously, from London, all the films were shot in New York anyway, so I actually felt like I was in a film.
[01:11:19.223 --> 01:11:19.824]  It was crazy.
