[00:00:18.766 --> 00:00:20.388]  Welcome to NFO Wars Nightly News.
[00:28:23.144 --> 00:28:26.545]  And it has some of the most ambitious climate regulations on the planet.
[00:28:26.645 --> 00:28:28.246]  And all of this costs money.
[00:28:29.505 --> 00:28:34.490]  And so, when you look at this and you say, California is very wealthy, they don't have to worry about this.
[00:28:34.990 --> 00:28:38.753]  Remember the example of Detroit and Michigan in general.
[00:28:39.790 --> 00:28:44.854]  That was just a couple of decades ago, the center of the American economy.
[00:28:44.894 --> 00:28:50.599]  That was where most of the wealth was created, just as now that has moved from Motown to Silicon Valley.
[00:28:50.879 --> 00:28:57.885]  But we saw the same Democrat policies destroy Michigan's economy, especially Detroit.
[00:28:58.285 --> 00:28:59.446]  And it will do the same thing here.
[00:28:59.506 --> 00:29:01.008]  So I would say if they don't want to leave,
[00:29:01.468 --> 00:29:02.689]  Maybe we can throw them out.
[00:29:03.149 --> 00:29:05.270]  Or maybe we can leave the United Nations.
[00:29:05.350 --> 00:29:08.011]  If there's not going to be a Cal exit, maybe we can have an Am exit.
[00:29:08.071 --> 00:29:14.174]  And as we pointed out before, a bill has been introduced to get the United States out of the United Nations.
[00:29:14.274 --> 00:29:15.855]  This is H.R.
[00:29:15.875 --> 00:29:15.855]  193.
[00:29:15.935 --> 00:29:17.676]  Make sure you look at this and promote this.
[00:29:17.696 --> 00:29:20.417]  The American Sovereignty Restoration Act.
[00:29:20.437 --> 00:29:22.378]  This is a bill that's been introduced into Congress.
[00:29:22.739 --> 00:29:25.200]  And Zero Hedge had an interesting article.
[00:29:25.600 --> 00:29:27.140]  And they pointed out that essentially if the U.S.
[00:29:27.180 --> 00:29:34.763]  reclaimed sovereignty from the U.N., it would be the equivalent of what Britain did by reclaiming its sovereignty from the European Union times ten.
[00:29:34.783 --> 00:29:46.766]  And they said perhaps the biggest revelation that would come out of this would be the exposure to the level of theft and fraud so that people can understand that if we leave this registered corporation of the United Nations, and it is a corporation,
[00:29:47.426 --> 00:29:48.847]  That it would also move the U.S.
[00:29:48.887 --> 00:29:51.510]  back to common law and away from maritime law.
[00:29:51.650 --> 00:29:53.671]  So take a look at that Zero Hedge article.
[00:29:54.092 --> 00:29:57.014]  It has the references to what maritime law is.
[00:29:57.455 --> 00:30:02.899]  As we look at moving out of these globalist power structures, understand Germany is still angry about Brexit.
[00:30:03.400 --> 00:30:06.662]  And they want to push back every way they can against Donald Trump.
[00:30:06.703 --> 00:30:11.366]  That's why they aren't taking action against someone who threatens to kill Donald Trump.
[00:30:11.527 --> 00:30:12.908]  Margaret Howell has more on this.
[00:30:14.482 --> 00:30:18.303]  We know that the liberals in the mainstream media, they're basically all lunatics.
[00:30:18.323 --> 00:30:19.443]  They're like a runaway train.
[00:30:19.463 --> 00:30:21.984]  They spout lie after lie after lie.
[00:30:22.464 --> 00:30:24.204]  And usually we get to call them out on their bolt.
[00:30:24.284 --> 00:30:26.845]  Now, this normally takes place here in the U.S.
[00:30:26.885 --> 00:30:27.445]  with CNN.
[00:30:27.465 --> 00:30:31.506]  You know, all through the inauguration, they were calling for what-if scenarios.
[00:30:31.806 --> 00:30:32.946]  The Today Show did the same thing.
[00:30:32.986 --> 00:30:35.426]  If Trump's assassinated, who takes office?
[00:30:35.466 --> 00:30:36.447]  Who remains in place?
[00:30:36.747 --> 00:30:38.227]  You know, they took it a step too far.
[00:30:38.667 --> 00:30:47.673]  But this one German newspaper publisher actually said on the air, I cannot make this up, the fact that somebody could murder Trump to get him out of office.
[00:30:47.713 --> 00:30:54.238]  So he's basically trying to incite violence and an assassination against a current sitting president.
[00:30:54.638 --> 00:30:56.459]  What a freaking lunatic!
[00:30:56.499 --> 00:31:00.102]  You know, they don't even realize how far they've gone with all of their garbage.
[00:31:00.362 --> 00:31:06.186]  And it's not enough for them to try to twist the words of people in his administration like Kellyanne Conway.
[00:31:06.226 --> 00:31:07.207]  We saw this last weekend.
[00:31:08.047 --> 00:31:12.589]  Uh, where she was trying to explain that CNN, they do have a set of alternative facts.
[00:31:12.649 --> 00:31:13.749]  Basically, they're liars.
[00:31:13.769 --> 00:31:20.171]  I mean, they were talking about a crowd estimate, which we know that the Park Service, the National Park Service doesn't even do a crowd estimate because of lawsuits.
[00:31:20.191 --> 00:31:21.172]  She was trying to explain that.
[00:31:21.492 --> 00:31:23.232]  They twist her words, they twist everyone's words.
[00:31:23.552 --> 00:31:32.535]  But this guy in particular, this German newspaper publisher, he's actually responding to a caller on a show and he says, murder in the White House, for example.
[00:31:32.856 --> 00:31:36.317]  He said it seriously, uh, that somebody in the White House could actually kill him.
[00:31:36.997 --> 00:31:40.198]  These freaks, they don't even try to mask it anymore.
[00:31:40.238 --> 00:31:44.039]  They don't even try to hide the fact that they have this horrible disdain for a president.
[00:31:44.399 --> 00:31:47.900]  They can't smear him with lies, so they're calling for his murder now.
[00:31:47.980 --> 00:31:52.962]  You know, folks, just the epitome of dying breed, and thank God they are dying out.
[00:31:53.002 --> 00:32:00.824]  They've totally discredited themselves for their coverage of him, his administration, his politics, and they're so bratty and so ridiculous.
[00:32:01.144 --> 00:32:02.645]  Check out this article, it's up on our website.
[00:32:02.665 --> 00:32:05.746]  While you're at it, download our app, infowars.com forward slash app.
[00:32:06.307 --> 00:32:07.278]  I'm Margaret Hall reporting.
[00:32:10.134 --> 00:32:19.718]  Did you know that only six corporations control 90% of what millions of Americans see, hear, and read every single day?
[00:32:20.158 --> 00:32:21.879]  It's the illusion of choice.
[00:32:22.079 --> 00:32:22.619]  Think about it.
[00:32:22.839 --> 00:32:28.602]  The mainstream media is owned by only a handful of megacorporations with vested interest.
[00:32:28.882 --> 00:32:34.464]  But on the other hand, the Internet is an interconnected network of billions of sources.
[00:32:34.824 --> 00:32:39.086]  So you can research information for yourself from multiple sources,
[00:32:39.606 --> 00:32:46.593]  Or you can blindly accept what you hear or read in the mainstream media, never questioning what you are being told.
[00:32:46.853 --> 00:32:49.636]  This gives you a false sense of reality.
[00:32:49.816 --> 00:32:52.299]  I mean, do you actually know what you think you know?
[00:32:52.599 --> 00:32:57.063]  Or have you been programmed to accept someone else's version of events?
[00:32:57.504 --> 00:32:58.064]  Think about it.
[00:32:58.284 --> 00:33:01.668]  This is Darren McBreen, and I want you to break the matrix.
[00:33:06.508 --> 00:33:16.037]  Everyone knows that InfoWars funds our operation by selling high quality products that we use and that everybody needs at very competitive affordable prices.
[00:33:17.022 --> 00:33:18.903]  That's why I get questions all the time over the years.
[00:33:18.923 --> 00:33:23.025]  Why don't you sell body armor at infowarestore.com?
[00:33:23.385 --> 00:33:25.726]  Or why don't you have sponsors that sell body armor?
[00:33:26.126 --> 00:33:26.746]  And it's simple.
[00:33:27.367 --> 00:33:32.429]  I will only promote and I will only sell the very, very best out there.
[00:33:32.929 --> 00:33:33.930]  And there's a nexus point.
[00:33:34.010 --> 00:33:36.791]  There's quality versus price.
[00:33:36.831 --> 00:33:38.732]  And those two points have to come together.
[00:33:39.332 --> 00:33:44.775]  National Defense Labs and its civilian subsidiary, Citizen Armor,
[00:33:45.595 --> 00:33:52.304]  has given InfoWars the exclusive on distributing to the American people.
[00:33:53.692 --> 00:33:55.913]  The true next generation in body armor.
[00:33:56.653 --> 00:34:03.715]  People are always saying, it's the 21st century, where are the silver jetpacks and where's Buck Rogers and the Skycars?
[00:34:04.415 --> 00:34:07.216]  Well, the globalists have basically suppressed a lot of those developments.
[00:34:07.236 --> 00:34:09.657]  They admit they want a post-industrial world.
[00:34:09.677 --> 00:34:13.678]  They call any technology that gets around their systems of control disruptive.
[00:34:14.118 --> 00:34:14.919]  Well, believe me,
[00:34:16.036 --> 00:34:18.677]  This is Disruptive to Tyrants Worldwide.
[00:34:19.297 --> 00:34:30.319]  Basically what we're bringing to the Info Wars team is a new line of dynamic, lightweight body armor.
[00:34:30.359 --> 00:34:31.959]  It's nanotube technology.
[00:34:32.559 --> 00:34:34.099]  It's created here in Texas.
[00:34:34.720 --> 00:34:41.761]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[00:34:42.541 --> 00:34:44.882]  We've, uh, went out and did some testing.
[00:34:45.342 --> 00:34:47.663]  We originally found their claims, saw what they said.
[00:34:47.683 --> 00:34:54.166]  We were all kind of hesitant to believe that something so light, so flexible, um, could be so strong.
[00:34:54.386 --> 00:35:07.672]  So what we did is we went out, we used, um, different pistols, different calibers to test different pieces of the body armor to ensure that it was up to the high standards that we expect to carry here at the M4 War Store.
[00:35:08.052 --> 00:35:08.872]  Born in Texas.
[00:35:09.213 --> 00:35:10.173]  Made in America.
[00:35:10.373 --> 00:35:13.015]  Exclusively available at InfoWarsTore.com right now.
[00:35:13.095 --> 00:35:13.875]  I mean, it's unbelievable.
[00:35:13.935 --> 00:35:14.875]  It's a quarter inch thick.
[00:35:15.236 --> 00:35:16.576]  I mean, it's got a 20-year warranty.
[00:35:16.616 --> 00:35:17.237]  It's waterproof.
[00:35:17.277 --> 00:35:17.737]  You can wear it.
[00:35:17.777 --> 00:35:18.337]  It's comfortable.
[00:35:18.397 --> 00:35:19.218]  I mean, it's not bulky.
[00:35:19.238 --> 00:35:21.539]  I mean, that's the biggest, I think, intrigue for you, Alex.
[00:35:21.999 --> 00:35:29.623]  The biggest thing for us is, unfortunately, we live in a society now where we need to be able to defend ourselves and our families at any time.
[00:35:30.323 --> 00:35:33.986]  And this is something that is so thin and so lightweight.
[00:35:34.006 --> 00:35:40.712]  You said when you talked to people that have been using this, actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[00:35:40.732 --> 00:35:42.094]  What did they really say about it?
[00:35:42.194 --> 00:35:43.214]  No, this is through the roof.
[00:35:43.375 --> 00:35:46.177]  They want to know how do they get it, where do they find it.
[00:35:46.978 --> 00:35:54.865]  A lot of my law enforcement official buddies want to know the same thing because they're weighing, they're wearing these big heavy bulky vests that don't work as well.
[00:35:55.425 --> 00:36:00.429]  So, they're looking for something you can wear all day, 12 hours a day, in and out of a car.
[00:36:00.529 --> 00:36:07.954]  And 90, I mean, you can look up the numbers, 90 plus percent of fatalities with guns when they're used in a commission of crime, I think it's like 94, is pistols or shotguns.
[00:36:07.974 --> 00:36:09.636]  This stops that, unless it's a slug.
[00:36:09.656 --> 00:36:10.796]  I mean, that's amazing.
[00:36:10.836 --> 00:36:14.059]  So, they can wear this and only somebody with a rifle around is going to get through it.
[00:36:14.319 --> 00:36:20.183]  And soon, and we'll have it, if it's available to civilians, they're not sure, we're going to have the stuff that's, I mean, unstoppable.
[00:36:20.504 --> 00:36:24.486]  This deal is so insane, is so good, it makes my head spin.
[00:36:25.367 --> 00:36:28.689]  But I guess the first people to sell cars kind of had to give them away.
[00:36:28.709 --> 00:36:29.469]  People didn't believe it.
[00:36:29.770 --> 00:36:30.810]  Hell, I don't want that thing.
[00:36:30.870 --> 00:36:32.611]  I feed my horse hay.
[00:36:33.932 --> 00:36:36.033]  The backpack body armor is only $200.
[00:36:36.974 --> 00:36:41.156]  And we shot everything you can imagine on it.
[00:36:42.392 --> 00:36:48.356]  Again, fund the Info War, get the game-changing Nanotech Tubes from Buck Rogers.
[00:36:48.836 --> 00:36:50.837]  It's a win-win.
[00:36:50.857 --> 00:36:50.837]  $200.
[00:36:51.458 --> 00:36:54.399]  Go check out all their different products at InfoWarsTour.com.
[00:36:54.479 --> 00:36:55.180]  It's amazing.
[00:37:05.652 --> 00:37:14.094]  Owen Schroyer here for InfoWars.com and Donald Trump has said that he is now going to launch an investigation into voter fraud.
[00:37:14.134 --> 00:37:15.935]  I'm joined here by Maggie Howell.
[00:37:15.975 --> 00:37:21.096]  Now Maggie, this is something that we were covering a lot during the election cycle.
[00:37:21.477 --> 00:37:29.899]  This is something that myself personally was covering and looking into a lot during the election cycle and when I started seeing these mainstream
[00:37:30.459 --> 00:37:30.900]  We're good.
[00:37:46.937 --> 00:37:49.959]  We know that they were busing in people, which is illegal by the way.
[00:37:49.999 --> 00:37:56.765]  You can't bus people in from one place to the next to vote in a specific area because you're trying to change the outcome of an election.
[00:37:56.785 --> 00:38:04.591]  There's also voter rigging, that aspect, which we've covered, you and I have covered at length with these smart-o-matic machines and being able to change votes from one place to another.
[00:38:05.351 --> 00:38:11.574]  Uh, a county in Pennsylvania, there were reports coming out that people that would vote straight line ticket Republican, their votes were changed.
[00:38:11.614 --> 00:38:26.079]  Now, in respect to this voter fraud claim, uh, Trump is calling it for an investigation into this because we know we have illegals in this country, people that aren't legally allowed to vote that are actually casting votes on ballots each and every day.
[00:38:26.200 --> 00:38:29.541]  And that's a major issue and it impacts the outcome of an election.
[00:38:29.941 --> 00:38:31.742]  This is happening in California, Nevada.
[00:38:31.782 --> 00:38:33.402]  It's happening all across the Southwest.
[00:38:33.982 --> 00:38:35.983]  And he's trying to get at the heart of this.
[00:38:36.003 --> 00:38:37.083]  This is not a race issue.
[00:38:37.463 --> 00:38:38.924]  This is an issue of legality.
[00:38:39.184 --> 00:38:41.484]  And there is voter fraud that's in existence.
[00:38:41.544 --> 00:38:42.164]  That's what we do know.
[00:38:42.284 --> 00:38:47.146]  Well, and I'm glad that you pointed that out, because to me, this is something that is nonpartisan.
[00:38:47.166 --> 00:38:50.107]  This is something that should be viewed as nonpartisan.
[00:38:50.407 --> 00:38:54.648]  You would think Democrats, Republicans, Independents, everybody would want to get behind this.
[00:38:55.268 --> 00:38:58.111]  Especially considering how much proof of voter fraud we've had.
[00:38:58.171 --> 00:39:00.173]  I mean, again folks, I covered this at nauseam.
[00:39:00.553 --> 00:39:04.637]  Multiple CBS investigations, a Federalist investigation.
[00:39:05.357 --> 00:39:11.823]  There's an entire website with hundreds and hundreds of pages of documented voter fraud.
[00:39:11.843 --> 00:39:13.365]  And I think what they try to do with this
[00:39:13.985 --> 00:39:14.245]  Yes.
[00:39:33.473 --> 00:39:42.584]  No, not only should it not be non-partisan, but Republicans like Lindsey Graham, this was on the cover of CBS, he's calling Trump's voter fraud claims inappropriate.
[00:39:42.844 --> 00:39:49.872]  He goes on to lecture Trump, saying you're the leader of the free world and people are going to start doubting you as a person if you keep making accusations against our electors.
[00:39:50.793 --> 00:39:56.057]  Well, hey, Mr. Graham, we do know that there is justification, there is just cause.
[00:39:56.617 --> 00:40:05.944]  And look, Owen, there isn't ever going to be an election, whether it's a county dog catcher post or President of the United States, that's going to have surgical precision when it comes to voting.
[00:40:06.004 --> 00:40:11.569]  We know that because people are human, there's human error, there's dimpled chads, if you will, coming out of the bush.
[00:40:11.609 --> 00:40:13.670]  What we're talking about here is
[00:40:14.631 --> 00:40:22.434]  Blatant, you know, in-your-face voter fraud where people know they shouldn't be voting and they're doing it anyway.
[00:40:22.474 --> 00:40:23.334]  That's the first thing.
[00:40:23.354 --> 00:40:29.176]  The second thing is double registration, registering in more than one state and casting a ballot in each state.
[00:40:29.517 --> 00:40:30.957]  Both cases are illegal.
[00:40:30.997 --> 00:40:33.178]  That's what we're talking about specifically here.
[00:40:33.478 --> 00:40:34.659]  We're not talking about mistakes.
[00:40:34.679 --> 00:40:36.199]  We're not talking about accidents happen.
[00:40:36.219 --> 00:40:43.482]  We're talking about on a mass scale, millions of people voting illegally, which is exactly what happened in the November election.
[00:40:44.402 --> 00:40:44.843]  I don't know.
[00:41:04.725 --> 00:41:20.211]  Undercover video from Project Veritas talking about busting people around to vote, talking about illegal voters, talking about how they can register twice, or even sullying registrations of Republicans coming in at the booze, dead people voting.
[00:41:20.251 --> 00:41:27.874]  So we've got all of this that was undercover and exposed by Project Veritas, but then they want to say that these claims have been debunked when if anything they've been proven.
[00:41:28.115 --> 00:41:28.875]  And let's keep in mind,
[00:41:29.435 --> 00:41:29.595]  It's
[00:41:46.249 --> 00:41:47.350]  Influencing the election.
[00:41:47.390 --> 00:41:49.411]  Now, they tried to say hacked the election.
[00:41:49.432 --> 00:41:50.913]  Of course, that's a false narrative.
[00:41:50.933 --> 00:41:52.354]  They didn't actually hack anything.
[00:41:52.674 --> 00:41:56.557]  Maybe they leaked the DNC emails, but that has not been proven.
[00:41:56.877 --> 00:41:57.437]  But wait a second.
[00:41:57.457 --> 00:42:00.780]  So they're saying, okay, Russia's putting out all these talking points.
[00:42:01.340 --> 00:42:05.043]  Russia's putting out all this fake news against Hillary Clinton, right?
[00:42:05.083 --> 00:42:06.644]  So that's how they influenced the election.
[00:42:06.984 --> 00:42:07.785]  But then hold on.
[00:42:08.125 --> 00:42:11.528]  What about all the fake news that you put out about Donald Trump, CNN?
[00:42:11.808 --> 00:42:15.531]  What about all the fake news that was put out about Donald Trump by the mainstream media?
[00:42:15.891 --> 00:42:17.892]  So how about that for rigging an election?
[00:42:17.932 --> 00:42:19.372]  But again, that's not what they're talking about.
[00:42:19.412 --> 00:42:21.433]  That's not what Donald Trump is going to investigate.
[00:42:21.913 --> 00:42:23.813]  And I, again, bring it back to this.
[00:42:24.794 --> 00:42:27.435]  How is this not a nonpartisan issue?
[00:42:28.215 --> 00:42:33.536]  Who would be upset with wanting to find out the legitimacy of the elections?
[00:42:33.596 --> 00:42:37.177]  Because let's remember, sure, we were saying, hey, look, voter fraud exists.
[00:42:37.217 --> 00:42:38.258]  Voter fraud is a real thing.
[00:42:38.318 --> 00:42:39.438]  Election fraud is a real thing.
[00:42:39.778 --> 00:42:40.819]  The left was saying, no, it's not.
[00:42:40.879 --> 00:42:41.219]  No, it's not.
[00:42:41.379 --> 00:42:41.759]  No, it's not.
[00:42:41.879 --> 00:42:44.860]  And then after the election, who was complaining about the results?
[00:42:45.640 --> 00:42:46.761]  It was the Hillary voters!
[00:42:47.821 --> 00:42:48.441]  You know why?
[00:42:48.481 --> 00:42:49.422]  Because they couldn't steal it.
[00:42:49.482 --> 00:42:54.204]  You know, they tried their damnedest to steal this thing, and they just couldn't do it, folks.
[00:42:54.264 --> 00:43:06.429]  You know, for whatever reason, I don't know if it's divine providence, we were spared from this evil monster, and now they're all mad, upsettingly so, because they don't have any substantial claim to the fact that the Russians hacked.
[00:43:06.449 --> 00:43:11.131]  They realize that narrative is dying out, but they have to protect themselves, because you know what?
[00:43:11.491 --> 00:43:13.472]  Voter fraud is the only way any of them win!
[00:43:13.592 --> 00:43:13.932]  We're good to go.
[00:43:35.749 --> 00:43:45.693]  You know, even in Kansas you would see reports of this push for people who had questionable, they didn't want you to be able to, they said it was racist if you had to have a license to vote.
[00:43:45.994 --> 00:43:58.359]  The reason that they were doing those campaigns in those states is because they knew that people that didn't have a license most likely couldn't legally vote and you had voting districts that were pressured into allowing people to come with no legal paperwork.
[00:43:58.999 --> 00:44:00.480]  I mean it's really some, I'm sorry.
[00:44:00.740 --> 00:44:01.980]  And they do the same thing though.
[00:44:02.501 --> 00:44:04.401]  But they do the same thing with the voter IDs.
[00:44:04.421 --> 00:44:05.142]  They do.
[00:44:05.182 --> 00:44:06.502]  They claim that it's racist.
[00:44:07.283 --> 00:44:09.964]  I'm sorry, how is a voter ID racist?
[00:44:10.304 --> 00:44:12.525]  It's not like only white people are getting them.
[00:44:12.705 --> 00:44:15.626]  If you're a citizen, you get a voter ID, you get a vote.
[00:44:15.906 --> 00:44:16.566]  That's what it's for.
[00:44:16.827 --> 00:44:17.487]  And it's like this.
[00:44:18.786 --> 00:44:23.427]  I'm sorry, I can't go down to Mexico and vote in their elections, okay?
[00:44:24.167 --> 00:44:24.988]  That's absurd!
[00:44:25.468 --> 00:44:28.369]  If I tried to do that, I'd probably get arrested!
[00:44:28.789 --> 00:44:30.129]  And you know how they would find out?
[00:44:30.449 --> 00:44:32.830]  Because they'd ask for a voter ID!
[00:44:33.230 --> 00:44:34.630]  It's very simple.
[00:44:35.370 --> 00:44:42.252]  And here's what I think is gonna happen, and this is why I think Donald Trump is thinking two moves ahead, and this is a brilliant strategy.
[00:44:43.653 --> 00:44:44.473]  He's gonna come out,
[00:44:45.751 --> 00:44:50.838]  They're going to do an investigation into this, unlike obviously any past administration has done.
[00:44:52.200 --> 00:44:57.407]  You know, the media apparently has to do it because the administrations of Obama and even Bush apparently wouldn't do it.
[00:44:58.268 --> 00:45:01.293]  And he's going to come out and he's going to say, look, here's what we found.
[00:45:02.912 --> 00:45:11.454]  Dozens, hundreds, if not thousands, if not hundreds of thousands of voter fraud and maybe even election fraud.
[00:45:12.295 --> 00:45:15.036]  And what is the mainstream news going to do that said it was debunked?
[00:45:15.776 --> 00:45:19.857]  What are all those people going to do that said you were a conspiracy theorist because you said that votes are rigged?
[00:45:21.164 --> 00:45:31.854]  So I think it's a brilliant move for Trump because not only is he going to prove that these claims are legitimate once again, he's going to force the mainstream media to fall flat on their face.
[00:45:31.894 --> 00:45:34.596]  We know we have 13 million people that are in this country illegally.
[00:45:35.137 --> 00:45:36.918]  It's probably more than that now.
[00:45:36.958 --> 00:45:37.339]  Excuse me.
[00:45:37.399 --> 00:45:38.600]  Are they voting or not?
[00:45:38.680 --> 00:45:39.000]  I don't know.
[00:45:39.040 --> 00:45:39.781]  We'll find out maybe.
[00:45:39.821 --> 00:45:40.161]  I don't know.
[00:45:57.824 --> 00:45:59.925]  Of course we're gonna have voter fraud!
[00:45:59.945 --> 00:46:02.186]  I mean, this is just, it's a no-brainer.
[00:46:02.246 --> 00:46:06.547]  It's like the left, they're all discussing narratives, and forgive me, I know we're running out of time.
[00:46:06.627 --> 00:46:07.087]  It's dying.
[00:46:07.448 --> 00:46:08.588]  Yes, there was voter fraud.
[00:46:08.808 --> 00:46:11.929]  Yes, it probably cost him the popular vote, if we're being honest.
[00:46:12.650 --> 00:46:14.810]  And he wants to get to the bottom of it.
[00:46:15.411 --> 00:46:16.011]  And I don't blame him.
[00:46:16.351 --> 00:46:16.971]  And that's the thing.
[00:46:17.892 --> 00:46:19.812]  This should be a non-partisan thing.
[00:46:20.292 --> 00:46:22.633]  It'll be an investigation to actually find this out.
[00:46:23.073 --> 00:46:24.154]  And again, it's just like,
[00:46:25.296 --> 00:46:28.948]  If you're an American citizen, why wouldn't you want to sure up the election?
[00:46:29.008 --> 00:46:31.355]  Why wouldn't you want to sit here and say, you know what?
[00:46:32.116 --> 00:46:33.657]  Maybe Donald Trump's crazy.
[00:46:33.777 --> 00:46:35.818]  Maybe there's conspiracy theorists out there.
[00:46:35.858 --> 00:46:36.458]  But you know what?
[00:46:37.058 --> 00:46:38.939]  Let's actually have an investigation.
[00:46:39.299 --> 00:46:40.379]  Let's actually find out.
[00:46:40.399 --> 00:46:41.360]  We've seen the reports.
[00:46:41.380 --> 00:46:42.360]  We've seen investigations.
[00:46:42.800 --> 00:46:44.381]  Let's see it actually come from the White House.
[00:46:44.421 --> 00:46:45.722]  Let's see it actually come from Donald Trump.
[00:46:46.382 --> 00:46:47.602]  Maggie, thank you for joining me.
[00:46:48.042 --> 00:46:52.604]  I know that we're both glad that this investigation is going to be done, and we both expect the truth to come out.
[00:46:53.004 --> 00:46:53.905]  Voter fraud exists.
[00:46:53.945 --> 00:46:56.526]  Perhaps he's an election fraud, and it comes from the left.
[00:47:02.981 --> 00:47:07.763]  Alex Jones here with a very important news update to anybody out there that wants to be prepared.
[00:47:08.423 --> 00:47:10.004]  But it goes beyond being prepared.
[00:47:10.404 --> 00:47:15.406]  Our bodies absolutely must have the good halogen iodine or we will die.
[00:47:15.746 --> 00:47:21.208]  And you look at all of the thyroid problems and all the people that don't have energy and that have all sorts of hormone problems.
[00:47:21.588 --> 00:47:28.190]  And from my research and a lot of just mainline research, it leads back to iodine over and over and over again.
[00:47:28.830 --> 00:47:29.971]  It's as important as vitamin C.
[00:47:30.831 --> 00:47:32.772]  If you don't get iodine, you die.
[00:47:33.093 --> 00:47:36.054]  But most people are just deficient, so they're low energy, they're sick.
[00:47:36.495 --> 00:47:40.117]  You've got to have iodine in your body so that your body can produce the hormones you need.
[00:47:40.297 --> 00:47:42.859]  It is the base to so many things.
[00:47:42.899 --> 00:47:55.267]  And since I got into iodine four years ago, we've helped change the entire paradigm by developing and bringing to the public deep earth crystals from 7,000 to 12,000 feet of the purest iodine available.
[00:47:55.467 --> 00:48:00.588]  Other iodine comes from the ocean or from other byproducts of chemical facilities and is tainted.
[00:48:00.708 --> 00:48:02.048]  It's bound.
[00:48:02.328 --> 00:48:03.329]  It's not absorbable.
[00:48:03.729 --> 00:48:08.310]  I tried it and I had incredible effects even with dirty iodine because the body needs it.
[00:48:08.530 --> 00:48:13.431]  When you don't have iodine, it absorbs the chlorine, the fluoride, and all these other bad halogens.
[00:48:13.911 --> 00:48:18.812]  Do yourself and your family a favor and check out the importance of iodine for yourself.
[00:48:18.892 --> 00:48:20.052]  I think you're going to be blown away.
[00:48:20.212 --> 00:48:20.912]  And whatever you do,
[00:48:21.272 --> 00:48:25.115]  Support the broadcast and get a bottle of Survival Shield Nascent Iodine X2.
[00:48:25.315 --> 00:48:30.299]  Also, consult your physician because if you've been deficient in it or have other issues, it can have some dramatic effects.
[00:48:30.479 --> 00:48:34.062]  As for me and most folks I talk to, it's been a game changer in the positive column.
[00:48:34.202 --> 00:48:37.324]  But still, consult your physician because iodine is no joke.
[00:48:37.385 --> 00:48:45.651]  It's a key building block of the body and if you haven't had it for a long time and suddenly have it, some folks say they've experienced things like a detoxing effect and things like that.
[00:48:45.811 --> 00:48:48.413]  You've got to have vitamin C. You've got to have iodine to live.
[00:48:48.433 --> 00:48:49.474]  You've got to have water to live.
[00:48:49.814 --> 00:48:50.495]  Iodine is key.
[00:48:50.555 --> 00:48:51.155]  You must have it.
[00:48:51.515 --> 00:48:59.061]  But consult your physician first before you get powerful survival shield nascent iodine X2 at Infowarslife.com or call toll free.
[00:48:59.081 --> 00:48:59.962]  We can answer your questions.
[00:48:59.982 --> 00:49:00.022]  888-253-3139.
[00:49:11.328 --> 00:49:22.339]  This is what it looks like when in the rare event the United States votes in a populist president and that president begins the uphill battle of mending the fabric of the U.S.
[00:49:22.399 --> 00:49:28.485]  Constitution torn apart by puppets installed by an embedded foreign globalist system.
[00:49:28.645 --> 00:49:30.687]  Would you ever have Donald Trump on your show?
[00:49:30.827 --> 00:49:30.948]  No.
[00:49:31.909 --> 00:49:32.609]  What if he asked you?
[00:49:32.629 --> 00:49:32.669]  No.
[00:49:34.076 --> 00:49:35.056]  What about Melania?
[00:49:36.097 --> 00:49:36.977]  Melania?
[00:49:36.997 --> 00:49:37.658]  To talk about what?
[00:49:37.678 --> 00:49:38.778]  She can barely speak English.
[00:49:39.519 --> 00:49:56.967]  Of course, the brainwashing social engineering media minions have their claws so deeply dug into the psychological soil of the nation that the legalized propaganda quietly enacted in 2013 under President Obama will not stop.
[00:49:57.327 --> 00:50:05.000]  No matter how diligently, the Trump administration refutes the lamestream media's alternative facts.
[00:50:05.140 --> 00:50:07.404]  You know, I have a running war with the media.
[00:50:07.965 --> 00:50:11.010]  They are among the most dishonest human beings on Earth.
[00:50:12.611 --> 00:50:18.914]  And they sort of made it sound like I had a feud with the intelligence community.
[00:50:19.014 --> 00:50:24.436]  And I just want to let you know, the reason you're number one stop, uh, it is exactly the opposite.
[00:50:24.676 --> 00:50:25.397]  Exactly.
[00:50:25.477 --> 00:50:26.657]  And they understand that too.
[00:50:27.237 --> 00:50:28.318]  Think about how dumb they think you are.
[00:50:30.441 --> 00:50:32.902]  We had a tweet go out about Martin Luther King.
[00:50:32.922 --> 00:50:34.382]  Think about how racially charged that is.
[00:51:01.055 --> 00:51:08.881]  And someone rushes out and says to the entire press corps that the President of the United States has removed the bust from his office.
[00:51:10.542 --> 00:51:14.965]  Do you, I mean, think about what the signal, hold on.
[00:51:15.025 --> 00:51:17.266]  He actually apprised to quote, my colleagues.
[00:51:18.147 --> 00:51:19.048]  That's the exact quote.
[00:51:20.276 --> 00:51:24.400]  Okay, that quote, that report got tweeted out around.
[00:51:25.481 --> 00:51:28.304]  And to report, where was the apology to the President of the United States?
