[00:00:10.265 --> 00:00:10.766]  News.
[00:54:33.756 --> 00:54:34.096]  Yeah.
[00:54:34.136 --> 00:54:37.377]  Well, let's remember... They're working on a sofa with their cat, right?
[00:54:37.737 --> 00:54:38.838]  That was before they broke up.
[00:54:38.918 --> 00:54:40.299]  Now I don't know what they're running on.
[00:54:40.379 --> 00:54:41.560]  Don't be a cattist, David.
[00:54:41.580 --> 00:54:43.101]  That cat gets real good news.
[00:54:43.561 --> 00:54:52.006]  But let's keep in mind that Snopes, actually, the co-founder of Snopes was accused of embezzling company money last year and spending it on prostitutes.
[00:54:52.307 --> 00:54:56.369]  So let's not forget that story from Snopes.com, the internet fact checker.
[00:54:56.890 --> 00:54:58.811]  That's a fact they don't want to check.
[00:54:58.991 --> 00:55:01.552]  Yeah, they haven't figured out any facts yet.
[00:55:02.032 --> 00:55:06.132]  But now they're on GoFundMe because they're that pathetic and the left is collapsing that much.
[00:55:06.232 --> 00:55:06.993]  Nobody goes to Snopes.
[00:55:07.013 --> 00:55:07.893]  Nobody cares about Snopes.
[00:55:08.513 --> 00:55:12.134]  Here at InfoWars, though, you're keeping us going.
[00:55:12.294 --> 00:55:13.114]  You're funding us.
[00:55:13.174 --> 00:55:16.935]  You're expanding us to the next level because of your support at InfoWarsStore.com.
[00:55:16.975 --> 00:55:19.995]  So, Snopes.com needs to beg for money on GoFundMe.
[00:55:20.355 --> 00:55:22.816]  MSNBC needs to get government funding money.
[00:55:23.636 --> 00:55:26.417]  CNN needs all the big pharmaceutical companies to keep it up.
[00:55:27.017 --> 00:55:31.438]  NPR, you know, Trump tried to kill the funding of NPR and other media organizations.
[00:55:31.458 --> 00:55:34.119]  Well, Congress went ahead and funded them anyway, so... The Republicans.
[00:55:34.219 --> 00:55:35.599]  Yeah, so that's nice.
[00:55:35.959 --> 00:55:41.681]  No, here at InfoWars, you fund us at InfoWarsStore.com, and we don't just ask for your money.
[00:55:41.721 --> 00:55:44.641]  We give you a great product in return.
[00:55:44.741 --> 00:55:47.182]  The latest addition is the True Whey Protein.
[00:55:47.802 --> 00:55:54.328]  Nine essential amino acids, grass-fed, all-natural whey protein, and we start it at 25% off.
[00:55:54.348 --> 00:55:56.631]  There's also a new protein pack.
[00:55:56.971 --> 00:56:00.234]  You can get the Caveman protein and the True Whey protein.
[00:56:00.274 --> 00:56:01.115]  That is a pack.
[00:56:01.415 --> 00:56:03.818]  The new strawberry flavor is now available in Caveman as well.
[00:56:04.918 --> 00:56:06.919]  25% off the protein pack.
[00:56:06.979 --> 00:56:18.185]  So, unlike Snopes, unlike these leftist blogs and fact checkers that beg for money or need government stimulus, you fund us, you advance us to the next level, and then you see what your funding gets.
[00:56:18.606 --> 00:56:25.209]  New products, expanded store, expanded broadcast, more shows, more studios, more making America great again.
[00:56:25.229 --> 00:56:28.111]  And David, I just, when I saw that, when I saw Snopes,
[00:56:29.313 --> 00:56:35.695]  When this story was broke by Stock Board Asset, begging for money, it just is really a sign of the times, David.
[00:56:35.715 --> 00:56:40.977]  The left can try to prop themselves up, the left can try to prop the Democrats up with the media, this Russian collusion.
[00:56:41.677 --> 00:56:42.718]  It's really not working.
[00:56:42.938 --> 00:56:45.519]  And I was listening to the Washington Journal today on C-SPAN.
[00:56:45.699 --> 00:56:47.259]  I enjoy that sometimes from 9 to 10.
[00:56:50.100 --> 00:56:55.662]  For the first time ever, David, every caller felt like it was on the same page as I was.
[00:56:56.282 --> 00:57:01.243]  Normally you have people calling in and they're buying this, they're buying that, the Russia hoax, Trump this, Trump that.
[00:57:01.903 --> 00:57:03.344]  Nobody's falling for it anymore.
[00:57:03.524 --> 00:57:06.044]  Democrat line, Republican line, Independent line.
[00:57:06.104 --> 00:57:07.125]  It was so refreshing.
[00:57:07.545 --> 00:57:12.246]  I think that what Trump has done here, David, is he's made the congressmen that are the swamp expose themselves.
[00:57:12.526 --> 00:57:13.027]  Yeah, yeah.
[00:57:13.067 --> 00:57:13.327]  Could be.
[00:57:13.747 --> 00:57:20.195]  And we saw that poll earlier that said that twice the number of people, roughly, that wanted to see Nixon impeached wanted to see Trump impeached.
[00:57:20.215 --> 00:57:23.078]  A lot of times, folks, the polls are push polls.
[00:57:23.539 --> 00:57:25.361]  A lot of times, we saw this before the election, didn't we?
[00:57:25.661 --> 00:57:26.322]  We saw that...
[00:57:28.484 --> 00:57:33.827]  Today it was interesting because we had Chuck Schumer come out and basically admit why they lost.
[00:57:33.847 --> 00:57:37.389]  He said, you lose an election with someone who has, say, 40% popularity.
[00:57:37.409 --> 00:57:43.413]  Well, he's just pulling that number out of thin air, just like they pull up the election numbers before the election.
[00:57:43.433 --> 00:57:45.194]  But he says, you look in the mirror and you say, what did we do wrong?
[00:57:45.554 --> 00:57:49.637]  The number one thing that we did wrong was we didn't have, we didn't tell people what we stood for.
[00:57:50.037 --> 00:57:51.538]  And he said that yesterday on one of the Sunday shows.
[00:57:51.598 --> 00:57:53.119]  No, we do know what you stood for.
[00:57:53.159 --> 00:57:55.560]  We knew that you wanted to shut down our economy.
[00:57:55.820 --> 00:57:56.961]  So they've come up with this plan.
[00:57:57.001 --> 00:57:58.041]  They call it a better deal.
[00:57:58.382 --> 00:58:01.403]  And they say, better jobs, better wages, better future.
[00:58:01.423 --> 00:58:02.904]  They're starting to focus on the economy.
[00:58:03.164 --> 00:58:06.866]  Remember when we had Bill Clinton running and they said, it's the economy, stupid.
[00:58:07.186 --> 00:58:08.147]  Forget these other issues.
[00:58:08.187 --> 00:58:10.108]  Focus on people's pocketbooks.
[00:58:10.128 --> 00:58:11.269]  That's what Donald Trump did.
[00:58:11.509 --> 00:58:12.710]  That's what they did not do.
[00:58:12.970 --> 00:58:14.050]  Except they kind of did.
[00:58:14.370 --> 00:58:16.772]  They said, we're going to bankrupt entire industries.
[00:58:17.032 --> 00:58:18.793]  We don't care whether you make coal clean or not.
[00:58:19.173 --> 00:58:20.073]  You are listening to GCN.
[00:58:47.410 --> 00:58:49.608]  Visit GCNlive.com today!
[00:58:54.574 --> 00:58:59.497]  New from Emmerich's Essentials, fragrance-free natural deodorant for your body care needs.
[00:59:00.278 --> 00:59:03.220]  Playing basketball in the dry summer heat really makes me sweat.
[00:59:03.880 --> 00:59:06.682]  To maintain my game, I need all the confidence I can get.
[00:59:07.303 --> 00:59:12.186]  That's why I use Emmerich's Essentials natural deodorant, made with organic ingredients.
[00:59:12.546 --> 00:59:18.850]  This deodorant combines mineral crystals with natural botanicals to ionize odor, keeping me fresh throughout the day.
[00:59:19.210 --> 00:59:24.374]  While shooting hoops, the last thing I want is sweaty armpits making my hands slippery and the ball wet.
[00:59:25.034 --> 00:59:28.477]  That's why I recommend Emmerich's Essentials Fragrance-Free Deodorant.
[00:59:29.038 --> 00:59:36.864]  Even though it's unscented, it's effective at combating strong body odor, and I don't have to worry about any unwanted allergic reactions to my sensitive skin.
[00:59:37.445 --> 00:59:41.789]  Whether you're a guy or gal, the last thing you want to be worried about is your deodorant.
[00:59:42.129 --> 00:59:46.052]  No petroleum-based ingredients, 100% natural and cruelty-free.
[00:59:46.352 --> 00:59:50.176]  Stay in the game with Emmerich's Essentials Fragrance-Free Natural Deodorant.
[00:59:50.416 --> 00:59:52.297]  Available at InfoWarsStore.com.
[00:59:55.839 --> 00:59:59.940]  Leading a frontal assault on the lies of the New World Order.
[01:00:00.460 --> 01:00:01.801]  It's Alex Jones.
[01:00:02.941 --> 01:00:05.242]  You found it.
[01:00:05.262 --> 01:00:07.603]  The tip of the spear.
[01:00:07.703 --> 01:00:11.304]  It is the Alex Jones Show with David Knight.
[01:00:24.289 --> 01:00:25.430]  Welcome back to the Alex Jones Show.
[01:00:25.450 --> 01:00:26.791]  I'm David Knight here with Owen Schroeder.
[01:00:26.811 --> 01:00:30.374]  You know, Owen, there was an interesting article that was up on Breitbart today.
[01:00:30.474 --> 01:00:32.015]  Muslim village in India.
[01:00:32.055 --> 01:00:33.336]  This is 80% Muslim.
[01:00:33.797 --> 01:00:36.219]  They want to rename their town Trump Village.
[01:00:36.599 --> 01:00:38.700]  This is about 2,000 people and they want to call it Trump Village.
[01:00:38.981 --> 01:00:42.584]  And it reminds me of the story that was beginning of January.
[01:00:43.024 --> 01:00:43.945]  We had a Russian town.
[01:00:44.565 --> 01:00:53.011]  That had a street that was called Godless Street in Russian, and they wanted to rename that Trump Street, hoping that there would be better relations.
[01:00:53.051 --> 01:01:03.137]  Well, we've seen what the Democrats have managed to be able to do with that, driving a wedge between the countries, as well as continuing to try to push this insane Cold War that knows no bounds.
[01:01:03.177 --> 01:01:05.579]  We've now got some Russian sanctions that are coming down the pike.
[01:01:06.359 --> 01:01:09.802]  And the EU is even backing off of some of these Russian sanctions.
[01:01:09.842 --> 01:01:14.926]  But let's listen to what these people in this Indian village, 80% Muslim, said.
[01:01:14.966 --> 01:01:15.827]  Here's what one guy said.
[01:01:15.847 --> 01:01:18.829]  He said, I do not care if Trump is a Muslim baiter.
[01:01:19.469 --> 01:01:24.333]  All I know is he's against Muslims who cause violence and destroy countries.
[01:01:24.754 --> 01:01:27.155]  And he's president of a powerful country.
[01:01:27.496 --> 01:01:30.558]  He told this to a German public broadcaster, Deutsche Welt.
[01:01:30.978 --> 01:01:32.560]  Okay, so this is the issue here.
[01:01:33.280 --> 01:01:42.420]  People who come into this country, and it's the same sort of thing that we see of people who are coming here, illegal aliens, or we could call them foreign citizens who are criminally trespassing in the country.
[01:01:42.440 --> 01:01:43.502]  I think that's a better description.
[01:01:44.437 --> 01:01:50.260]  People who come here from Mexico, from Central and South America, they don't want MS-13 in their neighborhoods.
[01:01:50.300 --> 01:02:01.705]  When you look at what's going on in New York, the people who are getting victimized the most at this point are people who have come in as immigrants into those communities in Long Island, where my wife grew up.
[01:02:01.745 --> 01:02:06.967]  And now it's mostly immigrant populations and a massive presence of MS-13.
[01:02:06.987 --> 01:02:08.588]  They don't want these people there.
[01:02:08.748 --> 01:02:13.790]  Well, the only way that you can stop that is if you have some control over the people who come in.
[01:02:14.410 --> 01:02:20.213]  If you can vet them for diseases, as we used to do even at Ellis Island, we would see if people had diseases.
[01:02:20.273 --> 01:02:23.654]  We would vet the people that are coming in to make sure that they're not criminals.
[01:02:24.235 --> 01:02:34.019]  If you don't have any control over your border, then even the people who come in for a better life, for a better opportunity, are going to have the criminals follow them into the country as well.
[01:02:34.279 --> 01:02:38.541]  And so that's what the person who's saying here in this Indian town that's 80% Muslim.
[01:02:39.001 --> 01:02:41.282]  You know, there's a lot of division in Islam.
[01:02:41.342 --> 01:02:42.423]  There's a lot of division between
[01:02:43.303 --> 01:02:44.564]  The different branches of Islam.
[01:02:44.584 --> 01:02:57.636]  We have Wahhabism, the worst form of Islamism, and that's the Saudis, okay, who have the most integrated religious government, the Sharia law, where you have government and their religion intermixed together.
[01:02:57.997 --> 01:02:59.018]  They are the worst ones.
[01:02:59.418 --> 01:03:00.619]  They're our closest allies.
[01:03:00.659 --> 01:03:01.780]  You have the Sunnis, the Shias.
[01:03:02.141 --> 01:03:03.882]  All these people are fighting each other.
[01:03:03.902 --> 01:03:04.983]  They're not just fighting us.
[01:03:05.023 --> 01:03:07.946]  And so it's not a monolithic group that we're looking at here.
[01:03:08.406 --> 01:03:15.272]  And many of the Muslims don't want to see these people who are violent, who are destroying countries, no matter what happened just this last week.
[01:03:15.532 --> 01:03:21.958]  Finally, we had Donald Trump come in and say, we're not going to support the CIA program to arm ISIS.
[01:03:22.218 --> 01:03:23.159]  He shut that down.
[01:03:23.539 --> 01:03:25.621]  And this is something that he announced he was going to do for months.
[01:03:25.661 --> 01:03:33.467]  Meanwhile, the ISIS-Al Qaeda rebels that John McCain had been visiting on a regular basis are saying, we didn't see this coming!
[01:03:34.027 --> 01:03:35.388]  And maybe they didn't.
[01:03:35.408 --> 01:03:38.291]  Maybe they really didn't believe that Donald Trump was going to shut it down.
[01:03:38.331 --> 01:03:38.951]  Yeah, exactly.
[01:03:39.131 --> 01:03:39.892]  McCain kept going in.
[01:03:39.912 --> 01:03:41.613]  Yeah, McCain probably told them they'd keep arming them.
[01:03:42.014 --> 01:03:48.218]  But you know, it's really heartwarming for me to see that Trump village story, David, because I think that the overarching story here is
[01:03:48.979 --> 01:03:51.301]  People around the world don't hate us anymore.
[01:03:51.902 --> 01:03:54.865]  They see Trump and they say, here is a genuine guy.
[01:03:55.005 --> 01:04:01.872]  Finally, they elected someone who's not a total fraud, not a total liar, not someone who just wants to sit here and lie to the American public.
[01:04:02.272 --> 01:04:05.876]  And they told us all during the campaign, Trump will be an isolationist.
[01:04:06.176 --> 01:04:07.457]  Trump was going to be an introvert.
[01:04:07.798 --> 01:04:09.560]  Trump was not going to reach out to people around the world.
[01:04:09.840 --> 01:04:10.841]  You got the Trump China.
[01:04:11.021 --> 01:04:11.401]  I don't know.
[01:04:25.390 --> 01:04:29.674]  Where the good aspects of American culture are reaching worldwide again.
[01:04:30.395 --> 01:04:32.838]  And people are seeing it, and they're embracing it.
[01:04:32.858 --> 01:04:34.679]  They're saying, yes, good economy.
[01:04:35.000 --> 01:04:36.301]  Yes, free markets.
[01:04:36.341 --> 01:04:37.782]  That's what Trump wants to bring back.
[01:04:37.903 --> 01:04:40.465]  That's why the people in India want to name their village Trump Village.
[01:04:40.765 --> 01:04:41.887]  This is endearing to me.
[01:04:42.227 --> 01:04:44.129]  Trump is endearing the United States to the world again.
[01:04:44.449 --> 01:04:45.530]  And bilateral trade.
[01:04:45.570 --> 01:04:52.474]  You don't have to have a complicated supranational organization, something like the EU, in order to have free trade.
[01:04:52.494 --> 01:04:57.416]  We see this in the talks of the massive trade between Trump and a post-Brexit UK.
[01:04:57.496 --> 01:04:58.517]  Stay with us, we'll be right back.
[01:04:58.657 --> 01:05:00.278]  Lionel's going to be joining us in the next hour.
[01:05:04.482 --> 01:05:10.325]  Do you remember Dennis Hastert, the longest-serving Republican Speaker of the House in history, also the highest-ranking U.S.
[01:05:10.365 --> 01:05:11.765]  politician to be sent to prison?
[01:05:12.546 --> 01:05:19.469]  Hastert was a small-town wrestling coach in Illinois when he was what Judge Thomas Durkin of the federal court described as a serial child molester.
[01:05:19.949 --> 01:05:28.313]  Because of the statutes of limitations for acts in the 1960s and 70s has run out, Hastert was not charged for any of the sexual abuse he engaged in, if you can believe that.
[01:05:28.853 --> 01:05:31.954]  He did go down for illegal hush money, to the tune of at least $3.5 million.
[01:05:33.775 --> 01:05:38.078]  He was fined $250,000 and sentenced to 15 months in prison.
[01:05:38.498 --> 01:05:39.319]  Hardly justice.
[01:05:39.999 --> 01:05:45.243]  But now, the serial child molester is free once again, after serving only 13 months.
[01:05:46.103 --> 01:05:52.387]  Judge Durkin also said, there's nothing more disturbing than having a child molester and Speaker of the House in the same sentence.
[01:05:52.948 --> 01:05:53.508]  I disagree.
[01:05:53.969 --> 01:05:58.632]  There's nothing more disturbing than a serial child molester being free after only one year in prison.
[01:05:59.292 --> 01:06:00.513]  Won't see that on CNN.
[01:06:00.973 --> 01:06:03.455]  For InfoWars.com, this is Owen Schroer.
[01:06:03.995 --> 01:06:10.158]  We're selling a product, DNA Force, that is the very best nutraceutical that we can produce.
[01:06:10.538 --> 01:06:13.419]  Dr. Grip, it took years for you to develop DNA Force for us.
[01:06:13.760 --> 01:06:18.942]  It's been something that I've been working on for a long time, Alex, because I think it's very, very important.
[01:06:19.362 --> 01:06:25.345]  What the aging process is, is when the cell replicates, we lose a little bit of our telomeres.
[01:06:25.485 --> 01:06:28.626]  Telomeres are the little cups on the end of our chromosomes.
[01:06:28.766 --> 01:06:30.227]  And when it runs out, you start dying.
[01:06:30.427 --> 01:06:34.571]  We chose the PQQ because it has over 175 different clinical trials.
[01:06:34.751 --> 01:06:37.633]  It's one of the most effective substances in the world.
[01:06:37.693 --> 01:06:39.275]  It works like an antioxidant.
[01:06:39.375 --> 01:06:42.558]  It works to repair nerve growth factor.
[01:06:42.838 --> 01:06:45.160]  So this is a formula to deliver the maximum amount.
[01:06:45.440 --> 01:06:46.401]  It's in powder form.
[01:06:46.501 --> 01:06:49.203]  We have so many five-star reviews.
[01:06:49.384 --> 01:06:49.984]  I take this.
[01:06:50.084 --> 01:06:51.786]  This is the product that I take.
[01:06:51.906 --> 01:06:53.868]  Infowarslife.com and the profit we make.
[01:06:54.688 --> 01:06:55.469]  We fight the Globals.
[01:06:55.489 --> 01:06:56.330]  We fight the New World Order.
[01:06:56.631 --> 01:07:00.836]  Secure your DNA Force today at InfoWarsLive.com or call toll free 888-253-3139.
[01:07:03.931 --> 01:07:12.613]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[01:07:12.673 --> 01:07:13.154]  That's right.
[01:07:13.214 --> 01:07:18.215]  Now's the time to build your own food storage with Harvest Right's freeze dryers.
[01:07:18.475 --> 01:07:24.897]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use,
[01:07:25.137 --> 01:07:32.444]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[01:07:32.744 --> 01:07:32.924]  Woo!
[01:07:32.984 --> 01:07:33.905]  That's what I'm talking about.
[01:07:34.025 --> 01:07:42.632]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[01:07:42.773 --> 01:07:50.720]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[01:07:52.341 --> 01:07:55.664]  Now that's what I call the miracle of food preservation.
[01:07:55.764 --> 01:07:59.747]  Harvest Right is truly the world's best, most affordable freeze dryer.
[01:07:59.907 --> 01:08:00.808]  So what are you waiting for?
[01:08:00.968 --> 01:08:03.611]  Check it out right now at infowarsstore.com.
[01:08:15.841 --> 01:08:20.525]  Live from the infowars.com studios, it's Alex Jones.
[01:08:24.181 --> 01:08:30.685]  All right, so here in America, we're at a turning point tonight with forces now forming an alliance to try and remove President Trump from office.
[01:08:30.785 --> 01:08:31.606]  It's that serious.
[01:08:31.746 --> 01:08:33.307]  This is not a diversionary tactic.
[01:08:33.347 --> 01:08:34.307]  This stuff is real here.
[01:08:34.347 --> 01:08:37.809]  This coup, this silent coup that is taking place is real.
[01:08:38.169 --> 01:08:40.691]  A soft coup is underway right here.
[01:08:40.691 --> 01:08:45.572]  As I got to go into the Congress and spend three hours from 9.30 in the evening to 12.30am with one of the senior ranking members of Congress,
[01:09:06.437 --> 01:09:12.604]  And he told me, and of course this is what I said on CBN but they cut it out, but I'm going to go public with this because we have to.
[01:09:13.224 --> 01:09:17.229]  He said, there is a plot on Capitol Hill to take the president out.
[01:09:17.309 --> 01:09:19.751]  I said, you mean by impeachment or by indoctrination?
[01:09:19.791 --> 01:09:21.253]  He said, no, to take him out.
[01:09:21.673 --> 01:09:26.476]  This is an effort to subvert the administration of President Donald Trump.
[01:09:26.957 --> 01:09:28.077]  It is nothing less.
[01:09:28.177 --> 01:09:37.723]  It is an effort by the deep state to roll over a duly elected president and a legitimate government and to break the will of the American people.
[01:09:38.044 --> 01:09:39.364]  You can read between the lines.
[01:09:39.425 --> 01:09:41.666]  I said, look, I said, that's not going to happen.
[01:09:42.086 --> 01:09:44.688]  He said, he said, well, really, there's nothing we can do to stop it.
[01:09:44.748 --> 01:09:48.931]  I said, we are going to stop it because we're going to mobilize the body of Christ
[01:09:50.271 --> 01:09:55.333]  And the best description of it is by Barry Kesselman in his blog where he said this is a coup d'etat.
[01:09:56.013 --> 01:09:59.834]  He said 14 million citizens in private ballots picked Donald Trump.
[01:10:00.674 --> 01:10:02.655]  20 TV executives have decided to destroy him.
[01:10:02.895 --> 01:10:08.137]  This is no longer about Republicans and Democrats, conservatives and liberals.
[01:10:08.697 --> 01:10:19.060]  This is about a full-on assault by the left, the Democratic Party, to absolutely carry out a coup d'etat against President Trump.
[01:10:20.632 --> 01:10:21.412]  And why?
[01:10:21.673 --> 01:10:25.654]  Why are they trying to carry out a coup against Donald Trump?
[01:10:25.754 --> 01:10:32.237]  Why wouldn't they want a President Trump, who represents the American people, who won in the election?
[01:10:32.738 --> 01:10:33.798]  Why wouldn't they want that?
[01:10:34.198 --> 01:10:37.880]  Because President Trump is the greatest obstacle and even a force
[01:10:38.280 --> 01:10:38.760]  We're good to go.
[01:11:01.325 --> 01:11:02.866]  There's been nothing developed on that.
[01:11:03.026 --> 01:11:03.846]  Literally zero.
[01:11:04.106 --> 01:11:06.727]  The people who report on it see it and admit it's a nothing burger.
[01:11:07.367 --> 01:11:10.508]  And today you had another hearing, this time Jared Kushner.
[01:11:10.628 --> 01:11:11.088]  Shocking.
[01:11:11.548 --> 01:11:12.389]  No collusion.
[01:11:12.409 --> 01:11:13.589]  A nothing burger.
[01:11:13.789 --> 01:11:14.969]  Again, Jared Kushner.
[01:11:15.290 --> 01:11:16.750]  And that was one of the things I was talking about, David.
[01:11:16.790 --> 01:11:21.231]  These people are calling in to talk shows, C-SPAN saying, where's the Lynch hearing?
[01:11:21.572 --> 01:11:22.832]  Where's the Susan Rice hearing?
[01:11:23.132 --> 01:11:36.244]  Let's get the other side of this on the table, but we're about to bring in Lionel, who also wants to talk about Jared Kushner, David, but it's amazing to me that they continue to have this coup fall on deaf ears, but they're just going to go right through with it.
[01:11:36.285 --> 01:11:37.466]  They think they're in total control.
[01:11:37.706 --> 01:11:47.055]  Well, of course, if you look at what's happened with Trump, the key three branches of control for global governance, the thing that he shut down immediately, the Trans-Pacific Partnership, what was that?
[01:11:47.555 --> 01:11:51.097]  We're all for trade, and they're talking about how trade will explode between the U.S.
[01:11:51.137 --> 01:11:51.737]  and the U.K.
[01:11:52.157 --> 01:11:55.479]  after Brexit, because we can have free trade bilaterally.
[01:11:55.539 --> 01:12:02.402]  We don't need this multinational, supranational organization to manage trade, to manage our economy.
[01:12:02.442 --> 01:12:03.122]  That's the key thing.
[01:12:03.302 --> 01:12:04.583]  Same thing with the climate agreement.
[01:12:05.103 --> 01:12:11.806]  You can make changes in the way that you have your economy, your energy organized without creating this
[01:12:12.686 --> 01:12:13.027]  I think so.
[01:12:29.486 --> 01:12:36.348]  Trying to take us down to a third world economy, but I want to get Lionel's comments on Jared Kushner.
[01:12:36.368 --> 01:12:39.389]  Of course, joining us now is Emmy Award winning commentator Lionel.
[01:12:39.469 --> 01:12:42.710]  He's a contributor to RT and many other sources.
[01:12:42.750 --> 01:12:43.990]  He's a regular on our shows.
[01:12:44.531 --> 01:12:45.531]  Thank you for joining us, Lionel.
[01:12:46.573 --> 01:12:57.616]  I gotta tell you something what was so amazing was here I was just going crazy because we've had this torrential downpour, my internet's down, and I thought, what am I gonna do?
[01:12:57.636 --> 01:12:59.156]  What are we going to do?
[01:12:59.916 --> 01:13:00.596]  Are you in Hawaii?
[01:13:00.636 --> 01:13:04.017]  Because we just had Alex broadcasting from Hawaii and it was a downpour there.
[01:13:04.097 --> 01:13:07.518]  So, but you're in New York and so we're having downpours across the country, right?
[01:13:07.538 --> 01:13:11.759]  Right, but the irony was that here I was saying, I, my Skype!
[01:13:12.663 --> 01:13:15.826]  And Nico, brilliantly says, well how about if I call you?
[01:13:15.886 --> 01:13:16.807]  I thought, yes!
[01:13:18.628 --> 01:13:19.729]  A phone call!
[01:13:19.950 --> 01:13:23.192]  You know, gee, the phone!
[01:13:23.593 --> 01:13:26.355]  But let me posit this, if I could, gentlemen.
[01:13:27.797 --> 01:13:39.387]  One of the reasons why the mainstream media are so perverted and ferocious in this attack against a duly elected president, not
[01:13:40.433 --> 01:13:45.134]  Trump, but a duly elected president of this republic.
[01:13:46.275 --> 01:13:48.035]  But let me give you this hypothetical.
[01:13:48.155 --> 01:13:56.358]  What if there was a tremendous rating surge for support of him?
[01:13:56.378 --> 01:14:02.260]  Right now you have CNN that is in an existential threat.
[01:14:02.580 --> 01:14:09.922]  They are fighting to stay alive with this $85 billion merger that's at stake.
[01:14:10.859 --> 01:14:20.264]  You have MSDNC, as I call it, who is enjoying rating success by an anti-Trump vector.
[01:14:21.024 --> 01:14:24.646]  And I think that's the CNN audience tuning out of CNN going to MSNBC.
[01:14:26.067 --> 01:14:27.107]  MSDNC, excuse me.
[01:14:28.008 --> 01:14:28.648]  What if?
[01:14:29.528 --> 01:14:30.869]  For some reason it was the opposite.
[01:14:31.716 --> 01:14:44.729]  Because what I respectfully submit is that a great reason for the mainstream media doing this is because it helps their ratings, because they're facing an existential threat.
[01:14:45.149 --> 01:14:53.878]  Now, I was doing a radio show this morning and I said, where is anybody screaming or yelling about smashed
[01:14:54.993 --> 01:15:00.797]  Uh, servers, smashed hard drives involving Debbie Wasserman Schultz and her IT people.
[01:15:01.457 --> 01:15:06.401]  Where, where are all of this, these other concerns?
[01:15:07.121 --> 01:15:12.925]  Where, where were these media folks when the DNC went to Ukraine?
[01:15:14.108 --> 01:15:17.270]  And it's to the point where I hear crickets in the background.
[01:15:17.730 --> 01:15:27.476]  So what I respectfully submit, gentlemen, is that our mainstream media are not doing this merely because they're part of the deep state, but it's because of their own bottom line.
[01:15:28.236 --> 01:15:30.277]  There is a ratings benefit to this.
[01:15:30.898 --> 01:15:38.082]  Stephen Colbert is so detached from reality that he's actually referring to
[01:15:42.617 --> 01:15:49.363]  And it's been thoroughly discredited by the guy who floated that dossier about.
[01:15:49.584 --> 01:15:55.690]  Chris Steele has distanced himself from that in a trial in London, but they won't report that either, will they, Lionel?
[01:15:56.331 --> 01:15:56.671]  No!
[01:15:57.231 --> 01:16:03.234]  So they're not even connected into the stories.
[01:16:03.254 --> 01:16:11.057]  This is about their being able to benefit from what they perceive to be this public love of this.
[01:16:11.157 --> 01:16:19.780]  Now, you know, this past weekend, I must tell you gentlemen this, you know we use the word fake news, fake news, fake news, and the fake news people of course hate that because
[01:16:22.244 --> 01:16:40.151]  But on July 22nd, it was the 14th anniversary of Rambo Jessica Lynch and her parade in Palestine, West Virginia, when she was lauded and heralded for an event that never took place!
[01:16:41.292 --> 01:16:48.354]  And when people talk about fake news, this was fake Pentagon propaganda!
[01:16:48.434 --> 01:16:49.575]  Right, a fake Ramboid.
[01:16:52.133 --> 01:16:57.674]  They talk about RT, and TAS, and Pravda, and fake news.
[01:16:58.394 --> 01:17:00.555]  Our government, Pat Tillman!
[01:17:01.075 --> 01:17:10.397]  And because we have the attention span of a gnat, and no memory, no recollection to speak of, all this goes by and we never revisit it.
[01:17:11.357 --> 01:17:18.239]  And I have been saying that I don't understand, and with all due respect, I could not
[01:17:19.477 --> 01:17:22.920]  Care less about Scaramucci.
[01:17:22.940 --> 01:17:24.702]  It's interesting.
[01:17:24.762 --> 01:17:28.706]  For 10 seconds, okay folks, move on.
[01:17:28.906 --> 01:17:29.327]  I agree.
[01:17:29.387 --> 01:17:32.430]  I mean, we're people who follow politics for a living.
[01:17:32.450 --> 01:17:35.893]  I was just saying to my wife that I can't believe the minutiae of this.
[01:17:36.213 --> 01:17:41.498]  I don't care at all about that level of internal politics in the White House staff.
[01:17:41.559 --> 01:17:42.880]  It's just not important.
[01:17:44.092 --> 01:17:56.936]  And what I'm saying is we'll go there, at least maybe we'll talk a little bit about whether Trump made a mistake and why he met with the New York Times.
[01:17:56.956 --> 01:17:59.797]  I have no idea.
[01:17:59.877 --> 01:18:03.378]  Listen, I'm not going to rubber stamp everything this president does.
[01:18:03.398 --> 01:18:05.899]  And I don't think you are either.
[01:18:05.999 --> 01:18:07.759]  If he makes a mistake, he makes a mistake.
[01:18:08.059 --> 01:18:11.100]  I don't like the way he's sidling up to a lot of these neocons.
[01:18:11.600 --> 01:18:13.241]  And I've got to talk about this.
[01:18:14.252 --> 01:18:24.083]  You know, David, I think our, I don't want to say our generation, but Vietnam is, I mean, I think you and I just missed that one.
[01:18:24.123 --> 01:18:27.667]  We just, I mean, I was in high school.
