[00:00:18.752 --> 00:00:20.333]  Welcome to Infowars Nightly News.
[00:27:54.338 --> 00:27:55.378]  Do you agree?
[00:27:56.198 --> 00:28:00.420]  And 87% of the people said yes, they do agree, essentially.
[00:28:00.600 --> 00:28:04.401]  And now we have seen an actual case of that, not a theoretical situation.
[00:28:04.641 --> 00:28:11.703]  We've now seen an actual case where anti-Trump protesters blocking the road blocked an ambulance that was trying to get somebody to the hospital.
[00:28:12.124 --> 00:28:14.264]  See, that is not a protest.
[00:28:14.384 --> 00:28:15.685]  It is not a demonstration.
[00:28:16.525 --> 00:28:22.192]  That is a violence, a riot, it is an infliction on other people's rights, and it is not free speech.
[00:28:22.252 --> 00:28:24.155]  We need to distinguish between those two things.
[00:28:24.235 --> 00:28:27.900]  John Bowne takes a closer look at the judge that issued this national ban.
[00:28:29.463 --> 00:28:43.134]  Seattle Washington federal judge James Robart based his judgment of the Trump administration's decision to follow through with a travel ban of seven Muslim countries as not rationally based.
[00:28:43.474 --> 00:28:49.239]  However, this purported logical judge was quoted by CNBC as stating,
[00:28:50.720 --> 00:28:51.621]  We're good to go.
[00:29:09.815 --> 00:29:20.999]  Held in New York October 1st to October 2nd, 2015, a portion of the Soros-funded agenda read, Recognizing the need for strategic assistance, the U.S.
[00:29:21.139 --> 00:29:34.063]  Programs Board approved $650,000 in Opportunities Fund support to invest in technical assistance and support for the groups at the core of the burgeoning Black Lives Matter movement.
[00:29:34.243 --> 00:29:34.843]  Furthermore,
[00:29:35.163 --> 00:29:47.869]  Soros' shaping of Black Lives Matter was used to alter the 2016 elections, oddly never mentioned by the Democrats, and their zeal to vaguely and solely blame the Russians.
[00:29:48.109 --> 00:29:58.114]  As a hacked Open Society document stated, leaders of Black Lives Matter and the movement for Black Lives work to influence candidate platforms during the 2016 primary season.
[00:29:59.315 --> 00:30:12.004]  This came alongside the recent acknowledgement by political strategists that African American voters may be much more pivotal to the 2016 general election than previously forecasted.
[00:30:12.244 --> 00:30:25.594]  President Trump responded to Judge Robart in a tweet stating, What is our country coming to when a judge can halt a homeland security travel ban and anyone, even with bad intentions, can come into the U.S.? ?
[00:30:25.874 --> 00:30:28.375]  I don't work over in the United States.
[00:30:28.415 --> 00:30:29.135]  I work overseas.
[00:30:29.755 --> 00:30:35.497]  And I'm currently in Iraq, which is one of the countries that were on the list.
[00:30:36.517 --> 00:30:38.778]  And there's been a lot of discussion about the ejected voter.
[00:30:39.738 --> 00:30:42.119]  Obviously, in the United States, there's a lot going on.
[00:30:42.339 --> 00:30:44.339]  And over here, there's a lot going on as well.
[00:30:45.159 --> 00:30:46.400]  Just a lot of things you all don't see.
[00:30:46.700 --> 00:30:54.322]  My simple question was, as an American, if I went out in town right now, would I be welcome?
[00:30:56.005 --> 00:30:57.807]  And, uh, they instantly said, absolutely not.
[00:30:57.827 --> 00:30:58.527]  You would not be welcome.
[00:30:59.608 --> 00:31:03.112]  And I said, okay, so what would happen if I went out of town?
[00:31:03.993 --> 00:31:08.357]  And they said the locals would.
[00:31:09.548 --> 00:31:13.913]  Snatch me up and kill me within an hour.
[00:31:14.654 --> 00:31:19.280]  I'd be tortured first and after they were done torturing me, I'd probably be beheaded.
[00:31:19.300 --> 00:31:25.467]  It would, you know, go on video for everybody to see as, you know, an example.
[00:31:28.925 --> 00:31:31.227]  I already knew this was gonna happen, but I wanted to hear it from them.
[00:31:31.267 --> 00:31:32.087]  I wanted to hear it from them.
[00:31:32.667 --> 00:31:38.591]  And, you know, the point of it is, the point I'm trying to make is, you know, this is the local populace that would do this.
[00:31:39.012 --> 00:31:46.676]  This isn't ISIS, this isn't Al-Qaeda, this isn't the PMU, this isn't a militia from the Iranians or anything like that.
[00:31:46.736 --> 00:31:49.078]  This is the local populace that would do this.
[00:31:49.698 --> 00:31:52.520]  My question to them was pretty simple then, after that.
[00:31:53.781 --> 00:31:58.164]  If you would do this to me in your country, why would I let you in my country?
[00:31:59.687 --> 00:32:06.450]  Because all this means to me is that if you have the opportunity to take the life of an American, you would do it.
[00:32:06.750 --> 00:32:15.234]  The DHS has now stopped flagging travelers, and direct flights have resumed from the previously banned countries to the United States.
[00:32:15.594 --> 00:32:24.358]  After the DOJ quickly appealed Judge Roberts' decision, a federal Ninth Circuit appeals court declined to reinstate the travel ban.
[00:32:24.958 --> 00:32:39.290]  We are now playing Russian roulette with our national security, set into motion by a federal judge basing his decision on a political opinion rooted in the subversion of the George Soros' Open Society initiatives.
[00:32:39.670 --> 00:32:48.658]  Judge Robart's name won't fade into mainstream media history, because when the next inevitable terror attack occurs on U.S.
[00:32:48.718 --> 00:32:49.058]  soil,
[00:32:49.358 --> 00:32:54.642]  We'll know exactly who to hold accountable for this dangerous subversion of U.S.
[00:32:54.942 --> 00:32:56.143]  national security.
[00:32:56.383 --> 00:32:58.405]  John Bowne for InfoWars.com.
[00:33:06.511 --> 00:33:16.058]  Everyone knows that InfoWars funds our operation by selling high quality products that we use and that everybody needs at very competitive affordable prices.
[00:33:17.022 --> 00:33:18.903]  That's why I get questions all the time over the years.
[00:33:18.923 --> 00:33:23.025]  Why don't you sell body armor at infowarestore.com?
[00:33:23.385 --> 00:33:25.726]  Or why don't you have sponsors that sell body armor?
[00:33:26.126 --> 00:33:26.746]  And it's simple.
[00:33:27.367 --> 00:33:32.429]  I will only promote and I will only sell the very, very best out there.
[00:33:32.929 --> 00:33:33.930]  And there's a nexus point.
[00:33:34.010 --> 00:33:36.791]  There's quality versus price.
[00:33:36.831 --> 00:33:38.732]  And those two points have to come together.
[00:33:39.332 --> 00:33:44.775]  National Defense Labs and its civilian subsidiary, Citizen Armor,
[00:33:45.595 --> 00:33:52.304]  has given InfoWars the exclusive on distributing to the American people.
[00:33:53.692 --> 00:33:55.913]  The true next generation in body armor.
[00:33:56.653 --> 00:34:03.715]  People are always saying, it's the 21st century, where are the silver jetpacks and where's Buck Rogers and the Skycars?
[00:34:04.415 --> 00:34:07.216]  Well, the globalists have basically suppressed a lot of those developments.
[00:34:07.236 --> 00:34:09.657]  They admit they want a post-industrial world.
[00:34:09.677 --> 00:34:13.678]  They call any technology that gets around their systems of control disruptive.
[00:34:14.118 --> 00:34:14.919]  Well, believe me,
[00:34:16.036 --> 00:34:18.677]  This is Disruptive to Tyrants Worldwide.
[00:34:19.297 --> 00:34:30.319]  Basically what we're bringing to the Info Wars team is a new line of dynamic, lightweight body armor.
[00:34:30.359 --> 00:34:31.959]  It's nanotube technology.
[00:34:32.559 --> 00:34:34.099]  It's created here in Texas.
[00:34:34.720 --> 00:34:41.761]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[00:34:42.541 --> 00:34:44.882]  We've, uh, went out and did some testing.
[00:34:45.342 --> 00:34:47.663]  We originally found their claims, saw what they said.
[00:34:47.683 --> 00:34:54.166]  We were all kind of hesitant to believe that something so light, so flexible, um, could be so strong.
[00:34:54.386 --> 00:35:07.672]  So what we did is we went out, we used, um, different pistols, different calibers to test different pieces of the body armor to ensure that it was up to the high standards that we expect to carry here at the M4 War Store.
[00:35:08.052 --> 00:35:08.872]  Born in Texas.
[00:35:09.213 --> 00:35:10.173]  Made in America.
[00:35:10.373 --> 00:35:13.015]  Exclusively available at InfoWarsTore.com right now.
[00:35:13.095 --> 00:35:13.875]  I mean, it's unbelievable.
[00:35:13.935 --> 00:35:14.875]  It's a quarter inch thick.
[00:35:15.236 --> 00:35:16.576]  I mean, it's got a 20-year warranty.
[00:35:16.616 --> 00:35:17.237]  It's waterproof.
[00:35:17.277 --> 00:35:17.737]  You can wear it.
[00:35:17.777 --> 00:35:18.337]  It's comfortable.
[00:35:18.397 --> 00:35:19.218]  I mean, it's not bulky.
[00:35:19.238 --> 00:35:21.539]  I mean, that's the biggest, I think, intrigue for you, Alex.
[00:35:21.999 --> 00:35:29.623]  The biggest thing for us is, unfortunately, we live in a society now where we need to be able to defend ourselves and our families at any time.
[00:35:30.323 --> 00:35:33.986]  And this is something that is so thin and so lightweight.
[00:35:34.006 --> 00:35:40.712]  You said when you talked to people that have been using this, actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[00:35:40.732 --> 00:35:42.094]  What did they really say about it?
[00:35:42.194 --> 00:35:43.214]  No, this is through the roof.
[00:35:43.375 --> 00:35:46.177]  They want to know how do they get it, where do they find it.
[00:35:46.978 --> 00:35:54.865]  A lot of my law enforcement official buddies want to know the same thing because they're weighing, they're wearing these big heavy bulky vests that don't work as well.
[00:35:55.425 --> 00:36:00.429]  So, they're looking for something you can wear all day, 12 hours a day, in and out of a car.
[00:36:00.529 --> 00:36:07.954]  And 90, I mean, you can look up the numbers, 90 plus percent of fatalities with guns when they're used in a commission of crime, I think it's like 94, is pistols or shotguns.
[00:36:07.974 --> 00:36:09.636]  This stops that, unless it's a slug.
[00:36:09.656 --> 00:36:10.796]  I mean, that's amazing.
[00:36:10.836 --> 00:36:14.059]  So, they can wear this and only somebody with a rifle around is going to get through it.
[00:36:14.319 --> 00:36:20.183]  And soon, and we'll have it, if it's available to civilians, they're not sure, we're going to have the stuff that's, I mean, unstoppable.
[00:36:20.504 --> 00:36:24.486]  This deal is so insane, is so good, it makes my head spin.
[00:36:25.367 --> 00:36:28.689]  But I guess the first people to sell cars kind of had to give them away.
[00:36:28.709 --> 00:36:29.469]  People didn't believe it.
[00:36:29.770 --> 00:36:30.810]  Hell, I don't want that thing.
[00:36:30.870 --> 00:36:32.611]  I feed my horse hay.
[00:36:33.932 --> 00:36:36.033]  The backpack body armor is only $200.
[00:36:36.974 --> 00:36:41.156]  And we shot everything you can imagine on it.
[00:36:42.392 --> 00:36:48.356]  Again, fund the Info War, get the game-changing Nanotech Tubes from Buck Rogers.
[00:36:48.836 --> 00:36:50.837]  It's a win-win.
[00:36:50.857 --> 00:36:50.837]  $200.
[00:36:51.458 --> 00:36:54.399]  Go check out all their different products at InfoWarsTour.com.
[00:36:54.479 --> 00:36:55.180]  It's amazing.
[00:37:03.459 --> 00:37:12.726]  World leaders were duped into investing billions of our taxpayer dollars, mind you, into this climate change agenda based on manipulated global warming data.
[00:37:13.086 --> 00:37:15.087]  Now, this is a story coming out of the Daily Mail.
[00:37:15.127 --> 00:37:18.450]  They're speaking directly with a whistleblower who has direct knowledge of this.
[00:37:18.510 --> 00:37:24.194]  He says there is astonishing evidence that NOAA, which is the organization that is the world's leading source of climate data,
[00:37:24.674 --> 00:37:25.075]  I think so.
[00:37:41.934 --> 00:37:53.489]  John J. Bates, he said that America's National Oceanic and Atmospheric Administration breached its own rules on scientific integrity by rushing to push this report through.
[00:37:53.910 --> 00:37:58.997]  And this report claimed that this pause or the slowdown in global warming is actually a myth.
[00:37:59.477 --> 00:38:04.078]  And that world temperatures had been rising faster than science could explain.
[00:38:04.418 --> 00:38:07.319]  So again, this is flawed and unsubstantiated data.
[00:38:07.359 --> 00:38:20.703]  It was seized upon by world leaders who then took to the streets, blasting it all over media to claim that 97% of scientists say climate change is urgent and it's man-made and it must be addressed.
[00:38:20.743 --> 00:38:22.604]  And so immediately with this Paris Accord,
[00:38:23.044 --> 00:38:33.227]  They dedicated a hundred billion in taxpayer dollars every single year to be given an extra climate related aid to the developing world by rich nations.
[00:38:33.707 --> 00:38:41.389]  And they also called for a binding legal mechanism to ensure that the world got no more than two degrees Celsius warmer
[00:38:41.789 --> 00:38:42.129]  Thank you for
[00:39:00.763 --> 00:39:05.586]  In setting new supposedly binding standards to produce and preserve climate data records.
[00:39:05.626 --> 00:39:13.432]  So when he's saying that they are misleading and using unverified data here, why he's such a high-level whistleblower, we need to pay attention to this.
[00:39:13.852 --> 00:39:20.957]  So this paper is being kind of referred to as the Paws Buster paper and it was based on two new temperature sets of data.
[00:39:21.397 --> 00:39:26.881]  One containing measurements of temperatures of the sea and the other the planet's surface on land.
[00:39:27.321 --> 00:39:28.742]  Both data sets were flawed.
[00:39:29.082 --> 00:39:32.666]  They haven't even come through with an official revised version yet, okay?
[00:39:32.746 --> 00:39:33.547]  Now it's almost 2017.
[00:39:34.548 --> 00:39:39.453]  So typically with the SEAD dataset, they're going to be using readings from fixed and floating buoys.
[00:39:39.674 --> 00:39:46.141]  These are generally reliable, but what they did this time, there was an upwards adjustment of these readings to bring them in line
[00:39:46.701 --> 00:39:50.302]  With readings from water being taken in by ships.
[00:39:50.702 --> 00:39:52.423]  So this is a totally doubtful source.
[00:39:52.503 --> 00:39:55.804]  Obviously, if you think about it, ships themselves are sources of heat.
[00:39:56.384 --> 00:39:58.305]  Readings will vary from ship to ship.
[00:39:58.725 --> 00:40:02.967]  And the depth of water intake will vary according to how heavily a ship is laden.
[00:40:02.987 --> 00:40:09.369]  Which means, obviously, if the ship is in deeper water, it's going to be a colder reading versus warmer reading, etc.
[00:40:10.229 --> 00:40:16.656]  So they had this good data from buoys according to Dr. Bates, but they threw that out and corrected it by using the bad data from ships.
[00:40:17.076 --> 00:40:21.501]  In addition, they were also using a new experimental program.
[00:40:21.541 --> 00:40:25.485]  They were combining separate sets of records, so it was kind of too new.
[00:40:25.905 --> 00:40:27.347]  They weren't able to give this the
[00:40:27.827 --> 00:40:28.367]  We're good to go!
[00:40:51.440 --> 00:41:05.871]  And just the clincher here, none of the data on which the paper was based was properly archived, which is a mandatory requirement meant to ensure that the raw data and the software used to process it is accessible to other scientists so they can verify NOAA's results.
[00:41:06.432 --> 00:41:12.877]  And Dr. Bates said the final bombshell is that the computer used to process the software suffered a complete failure.
[00:41:13.317 --> 00:41:21.104]  So the reason for the failure is unknown, but this means that this pause buster paper can never be replicated or verified by other scientists.
[00:41:21.164 --> 00:41:29.931]  And this is key, because this was a paper that was used by President Barack Obama, David Cameron, and other world leaders to push this climate change agenda.
[00:41:30.372 --> 00:41:36.437]  They locked us into this agreement, billions of taxpayer dollars, even after they're out of office.
[00:41:36.537 --> 00:41:38.759]  This will ensure that this agenda moves forward.
[00:41:39.079 --> 00:41:42.781]  We'll just have to wait and see if President Donald Trump is able to turn this around.
[00:41:42.801 --> 00:41:46.443]  Of course, he campaigned on reversing this climate change agenda.
[00:41:59.981 --> 00:42:08.527]  9 years, have been giving themselves 0% interest, not to mention bank or bailouts that are just trillions of dollars to themselves, that taxpayers have to back up.
[00:42:08.627 --> 00:42:16.592]  So they plunge the economy, then we have to back up their bad debts, and then they turn around and take the money we've loaned them, and loan it back to us at incredible interest.
[00:42:17.412 --> 00:42:26.999]  And so the first thing Trump did when he got in, just 16 days ago, he's only had like 10 working days, but he's been working all 16, the first thing he did,
[00:42:27.930 --> 00:42:31.493]  was to come in and say, let's start moving with banking regulations.
[00:42:31.533 --> 00:42:33.435]  Let me get my treasury secretary in there.
[00:42:34.496 --> 00:42:39.060]  They have totally blocked all the money being given to small businesses and individuals.
[00:42:39.480 --> 00:42:44.324]  Lending has just been shut off ever since interest went to zero, because why should the banks do that?
[00:42:44.364 --> 00:42:45.786]  They're the first handlers of the money.
[00:42:46.466 --> 00:42:49.129]  So they get it at zero, but only select mega banks.
[00:42:49.509 --> 00:42:53.292]  Trump said, no, sir, we're going to give zero percent interest.
[00:42:54.193 --> 00:43:00.138]  To the little banks, the local banks, the regional banks, the private banks, the banks that aren't part of the insider groups.
[00:43:01.579 --> 00:43:02.820]  Not just the six big ones.
[00:43:03.360 --> 00:43:04.641]  Not just a bunch of foreign banks.
[00:43:05.002 --> 00:43:07.444]  We're going to give zero percent.
[00:43:08.244 --> 00:43:15.490]  And Trump's pressuring the Federal Reserve right now, that is a consortium of private banks, but it's an intergovernmental meeting group.
[00:43:15.530 --> 00:43:17.752]  It's just kind of the council of the private banks.
[00:43:19.349 --> 00:43:20.850]  He's pressuring him to keep it low.
[00:43:21.430 --> 00:43:23.612]  Not that's even good overall, generally.
[00:43:23.672 --> 00:43:28.315]  We need some interest so people that save and invest make money.
[00:43:28.755 --> 00:43:37.922]  But while America and the world is in this long depression slash recession for the average person, it's time for mainstream to get a bubble.
[00:43:38.717 --> 00:43:52.845]  Because when Main Street gets a bubble, you actually get a bridge built, you actually get a business built, you actually get some jobs, you actually get some money saved, you actually get some cars bought, some restaurants visited, some haircuts paid for, some new clothes, a new coat, some new shoes.
[00:43:54.397 --> 00:44:05.121]  Yes, these are dangerous bubbles, but they already created a mega bubble nobody can get out of unless we get the average person out of the bubble because that's where you are able to rebuild an economy.
[00:44:05.401 --> 00:44:08.042]  But without getting some money to those people, it's not going to happen.
[00:44:08.522 --> 00:44:10.443]  This is 101 economics.
[00:44:10.503 --> 00:44:17.485]  Trump should be a superstar, loved by the general public or the average poor person.
[00:44:17.785 --> 00:44:19.806]  But the average poor person is a Democratic supporter.
[00:44:21.601 --> 00:44:23.303]  Especially on the East and West Coast.
[00:44:23.383 --> 00:44:26.745]  And they just really think all their prosperity comes from the government.
[00:44:27.866 --> 00:44:30.849]  They don't even care that the stock market's up because they don't own stock.
[00:44:31.369 --> 00:44:35.833]  They don't understand that those businesses are hiring a lot of times based off how their stock's doing.
[00:44:35.913 --> 00:44:38.536]  So, there's danger in the Trump euphoria.
[00:44:39.448 --> 00:44:40.629]  There's danger in a bubble.
[00:44:41.209 --> 00:44:44.471]  There's danger in him betting on he can supercharge things, but here's the deal.
[00:44:44.971 --> 00:44:53.315]  The danger of not doing it is a guaranteed ongoing worldwide recession slash depression that's meant to consolidate total control and pick winners and losers.
[00:44:53.936 --> 00:44:57.918]  So, I've been hammering on this for nine years, having economist after economist on.
[00:44:58.198 --> 00:45:01.020]  You've heard Ron Paul, big pessimist to every politician.
[00:45:01.400 --> 00:45:03.081]  He says, quote, a week ago,
[00:45:04.315 --> 00:45:07.016]  Donald Trump's doing a great job on the economy.
[00:45:07.536 --> 00:45:11.877]  I think it's too little too late, but he's doing a fantastic job.
[00:45:11.897 --> 00:45:17.758]  Paul is one of the least complimenting people out there, okay?
[00:45:18.979 --> 00:45:27.601]  He's very, very, not mechanical, but he's just very, very dedicated to just being very, very machine-like.
[00:45:28.601 --> 00:45:29.541]  There's the headline exclusive.
[00:45:29.581 --> 00:45:31.782]  Ron Paul says Trump is trying to stop global collapse.
[00:45:33.100 --> 00:45:34.261]  Folks, it's because he is!
[00:45:34.381 --> 00:45:34.721]  Listen!
[00:45:34.881 --> 00:45:39.563]  And I've seen this played out, this globalist program, over and over again in other countries.
[00:45:39.623 --> 00:45:41.945]  They have an admitted blueprint.
[00:45:42.185 --> 00:45:50.209]  In 2002, Joseph Stiklitz, who'd won the Nobel Prize twice, once for economics, left the World Bank as our chief economist.
[00:45:50.229 --> 00:45:55.112]  And he said, I will not be part of the criminal activity taking place and trying to make the public poor.
[00:45:55.372 --> 00:45:57.633]  And it was the plan of the IMF and World Bank.
[00:45:58.593 --> 00:46:01.235]  Again, international meetinghouses of megabanks.
[00:46:02.162 --> 00:46:03.903]  They're just the front groups, governmental name.
[00:46:04.483 --> 00:46:17.910]  It's the International Federal Reserve basically, deciding to implode now the first world and make us debt slaves, kill the engines of production, the engines of liberty, the engines of upper mobility, and have a giant consolidation for political control.
[00:46:18.590 --> 00:46:25.535]  I mean, we don't want just a bunch of billionaires and trillionaire globalists that then rule on, like, mountaintops that are all high-tech and have electricity.
[00:46:25.896 --> 00:46:32.721]  We're down here like it's Ceaușescu's Romania or Venezuela and don't have electricity most of the time and have kids starving on the streets.
[00:46:33.081 --> 00:46:35.583]  But that's the management tool of the globalists.
[00:46:35.943 --> 00:46:37.204]  That's what we're headed into.
[00:46:38.665 --> 00:46:42.548]  We are transferring power from Washington, D.C.
[00:46:42.828 --> 00:46:45.851]  and giving it back to you, the people.
[00:46:50.441 --> 00:46:53.864]  Americanism, not globalism, will be our credo.
[00:46:54.044 --> 00:46:56.847]  This is the heart of 1776.
[00:46:57.067 --> 00:46:59.669]  We will be protected by God.
[00:46:59.809 --> 00:47:02.152]  From the front lines of the info war.
[00:47:02.972 --> 00:47:07.737]  Alex Jones here with a very important news update to anybody out there that wants to be prepared.
[00:47:08.424 --> 00:47:10.005]  But it goes beyond being prepared.
[00:47:10.405 --> 00:47:15.406]  Our bodies absolutely must have the good halogen iodine or we will die.
[00:47:15.746 --> 00:47:21.188]  And you look at all of the thyroid problems and all the people that don't have energy and that have all sorts of hormone problems.
[00:47:21.588 --> 00:47:28.190]  And from my research and a lot of just mainline research, it leads back to iodine over and over and over again.
[00:47:28.810 --> 00:47:29.971]  It's as important as vitamin C.
[00:47:30.831 --> 00:47:32.772]  If you don't get iodine, you die.
[00:47:33.093 --> 00:47:36.054]  But most people are just deficient, so they're low energy, they're sick.
[00:47:36.495 --> 00:47:40.117]  You've got to have iodine in your body so that your body can produce the hormones you need.
[00:47:40.297 --> 00:47:42.859]  It is the base to so many things.
[00:47:42.899 --> 00:47:55.267]  And since I got into iodine four years ago, we've helped change the entire paradigm by developing and bringing to the public deep earth crystals from 7,000 to 12,000 feet of the purest iodine available.
[00:47:55.467 --> 00:48:00.848]  Other iodine comes from the ocean or from other byproducts of chemical facilities and is tainted.
[00:48:01.028 --> 00:48:02.048]  It's bound.
[00:48:02.328 --> 00:48:03.329]  It's not absorbable.
[00:48:03.729 --> 00:48:08.310]  I tried it and I had incredible effects even with dirty iodine because the body needs it.
[00:48:08.530 --> 00:48:13.431]  When you don't have iodine, it absorbs the chlorine, the fluoride, and all these other bad halogens.
[00:48:13.911 --> 00:48:18.812]  Do yourself and your family a favor and check out the importance of iodine for yourself.
[00:48:18.892 --> 00:48:20.052]  I think you're going to be blown away.
[00:48:20.212 --> 00:48:20.912]  And whatever you do,
[00:48:21.272 --> 00:48:25.115]  Support the broadcast and get a bottle of Survival Shield Nascent Iodine X2.
[00:48:25.315 --> 00:48:30.299]  Also, consult your physician because if you've been deficient in it or have other issues, it can have some dramatic effects.
[00:48:30.479 --> 00:48:34.062]  As for me and most folks I talk to, it's been a game changer in the positive column.
[00:48:34.202 --> 00:48:37.324]  But still, consult your physician because iodine is no joke.
[00:48:37.385 --> 00:48:45.651]  It's a key building block of the body and if you haven't had it for a long time and suddenly have it, some folks say they've experienced things like a detoxing effect and things like that.
[00:48:45.811 --> 00:48:48.413]  You've got to have vitamin C. You've got to have iodine to live.
[00:48:48.433 --> 00:48:49.474]  You've got to have water to live.
[00:48:49.814 --> 00:48:50.495]  Iodine is key.
[00:48:50.555 --> 00:48:51.156]  You must have it.
[00:48:51.516 --> 00:48:59.062]  But consult your physician first before you get powerful survival shield nascent iodine, X2, at Infowarslife.com or call toll free.
[00:48:59.082 --> 00:48:59.963]  We can answer your questions.
[00:48:59.983 --> 00:49:00.023]  888-253-3139.
[00:49:08.715 --> 00:49:21.548]  Well, ladies and gentlemen, the Never Trumpers, particularly on the Democrat side, have said that they will do anything to try to stop Trump's agenda, but now they are supporting breaking the law.
[00:49:21.988 --> 00:49:23.610]  I'm joined in studio by Maggie Hall.
[00:49:23.650 --> 00:49:25.332]  You've got a pretty unbelievable story today.
[00:49:25.492 --> 00:49:29.555]  Alright, so what we've got here, this California State Senator, his name is Kevin DeLeon.
[00:49:29.996 --> 00:49:42.105]  He openly admits on the Senate floor, he's trying to get this bill passed that makes the entire state of California a sanctuary state, and really challenges and bucks up against the federal law, the President's deportation order that's currently underway.
[00:49:42.185 --> 00:49:47.249]  And this one lawbreaker, he doesn't just say we should be a sanctuary city, he gives the reasons why.
[00:49:47.669 --> 00:49:48.550]  You're not going to believe this.
[00:49:48.590 --> 00:49:51.194]  He says half my family are in the U.S.
[00:49:51.334 --> 00:49:53.557]  illegally and in possession of false documents.
[00:49:53.917 --> 00:49:56.561]  And by false documents, because we all know you need those to work.
[00:49:56.661 --> 00:50:02.088]  So false security cards, false green cards, false everything, basically.
[00:50:02.428 --> 00:50:03.710]  He's trying to pass this AB60 law.
[00:50:04.591 --> 00:50:12.195]  And he's like, look folks, if we don't pass this law, the people that are holding these false documents, they're going to be deported, like half of my family.
[00:50:12.255 --> 00:50:14.196]  We've really got to get a jump on this stuff.
[00:50:14.476 --> 00:50:18.438]  This is somebody who actually sits in the California State Senate, if you can believe that.
[00:50:18.818 --> 00:50:19.999]  And here's the amazing thing.
[00:50:20.499 --> 00:50:29.203]  If I had the same situation where I had family that was here illegally or even myself, I would be trying to do whatever it takes to become a citizen.
[00:50:29.583 --> 00:50:30.704]  Instead, he's just like, no.
[00:50:31.184 --> 00:50:32.344]  Look, this is the way it is.
[00:50:32.884 --> 00:50:36.805]  It's openly understood that everybody that's here illegally, you gotta have these things to work.
[00:50:37.145 --> 00:50:41.186]  We're not, and then he opens it up with, we're not lawbreakers, we're law-abiding citizens.
[00:50:41.546 --> 00:50:44.627]  Buddy, right out of the gate, you're breaking the law, you're committing felonies.
[00:50:44.907 --> 00:50:45.967]  No, he's not a citizen.
[00:50:46.048 --> 00:50:49.288]  He's not a law-abiding citizen if you're not a citizen.
[00:50:49.348 --> 00:50:51.929]  You have to be a citizen to be a law-abiding citizen.
[00:50:51.969 --> 00:50:52.369]  Okay, I'm sorry.
[00:50:52.849 --> 00:50:56.290]  The state senator is in fact a citizen by birth.
[00:50:56.890 --> 00:50:59.991]  If I'm not mistaken, I was looking at the Wikipedia page about him right before coming on air.
[00:51:00.271 --> 00:51:01.032]  He is a citizen.
[00:51:01.332 --> 00:51:05.833]  Half of his family are not citizens and they are illegally residing with fake documents.
[00:51:06.313 --> 00:51:11.635]  And he is so brazen and so arrogant, he has no problem saying that on the California State Senate floor.
[00:51:11.935 --> 00:51:15.316]  Like, you know, like it's no big deal because, you know, we all, we all have an understanding.
[00:51:15.396 --> 00:51:15.876]  I think so.
[00:51:37.173 --> 00:51:40.974]  You know, it's just amazing because I want to cover this propaganda in Yahoo.
[00:51:41.134 --> 00:51:42.374]  Now, this is a story.
[00:51:42.434 --> 00:51:45.435]  Worried about Trump, asylum seekers walk cold road to Canada.
[00:51:45.835 --> 00:51:46.935]  This is how the propaganda works.
[00:51:46.955 --> 00:51:47.996]  Look at this first paragraph.
[00:51:48.516 --> 00:51:56.478]  Refugees in the United States fearing a worsening climate of xenophobia in the wake of a divisive U.S.
[00:51:56.538 --> 00:51:59.979]  presidential campaign are flocking to Canada.
[00:52:00.019 --> 00:52:00.999]  So here's what they're doing.
[00:52:01.539 --> 00:52:05.181]  So first they insert xenophobia, a total false narrative.
[00:52:05.321 --> 00:52:06.942]  I'll explain that in a second.
[00:52:07.402 --> 00:52:13.346]  Then they say the president is the one being divisive when it's this story that is dividing.
[00:52:13.706 --> 00:52:15.547]  And then they say flocking to Canada.
[00:52:16.307 --> 00:52:20.410]  Again, we'll get into how this is just total or false narrative here, Maggie.
[00:52:20.990 --> 00:52:22.791]  People are nuts.
[00:52:24.372 --> 00:52:25.933]  It's a mental disorder at this point.
[00:52:25.953 --> 00:52:26.233]  It is.
[00:52:26.573 --> 00:52:28.814]  We're looking at these articles that are clearly propped up.
[00:52:28.834 --> 00:52:29.935]  I mean, look at Nancy Pelosi.
[00:52:30.635 --> 00:52:31.855]  Case in point, exactly.
[00:52:31.916 --> 00:52:34.557]  Also from California, except a national lawmaker.
[00:52:34.597 --> 00:52:36.878]  For those of you who don't know, she is stark raving lunatic.
[00:52:36.938 --> 00:52:37.758]  She's a lunatic.
[00:52:38.039 --> 00:52:46.523]  Right there with Chuck Schumer, because they're the ones playing on these false narratives, these fake stories that Trump is a xenophobe, sexist, hypocrite, you name it.
[00:52:47.043 --> 00:52:50.645]  We go down the list every day, frankly, of what they call him, because we have to dispute it.
[00:52:51.085 --> 00:52:57.490]  Now, he does have the ultimate say, I want to say, on imposing any entry of aliens or restrictions that he sees appropriate.
[00:52:57.850 --> 00:53:00.612]  We're talking about people that are placed in a travel ban, I know we're getting to that.
[00:53:01.012 --> 00:53:10.859]  But we have people residing in the country, not only illegally, but we have a separate group of refugees that haven't been vetted from countries that we know are hotbeds for terrorism.
