[00:00:06.503 --> 00:00:07.383]  You found it.
[00:37:39.018 --> 00:37:44.503]  I read some of Horowitz's books like 15 years ago, and I just thought, this is the biggest bunch of propaganda crap I ever heard.
[00:37:45.824 --> 00:37:47.186]  And then, it all came true.
[00:37:48.925 --> 00:37:51.928]  So, I'm just the type of person that says, well, I'm going to have this person on and talk about it.
[00:37:52.228 --> 00:37:57.093]  But understand, they always act like if I'm doing something pro-Israel, they caught me.
[00:37:57.354 --> 00:38:01.057]  Like, I say something on air and they go, ooh, we caught you on air supporting Israel.
[00:38:01.077 --> 00:38:01.978]  Yeah, I'm on air.
[00:38:02.519 --> 00:38:04.941]  It's this mental illness thing, like three-year-olds, I caught you.
[00:38:04.961 --> 00:38:07.144]  Na-na-na-na-boo-boo.
[00:38:08.065 --> 00:38:09.146]  It's like weird mental illnesses.
[00:38:09.346 --> 00:38:11.148]  I don't quite understand it, you know.
[00:38:12.611 --> 00:38:24.562]  If I talk to somebody in MI5 or MI6 or, you know, if the Mossad wants to visit and just talk to me, the CIA, you name it, I'll talk to them.
[00:38:26.183 --> 00:38:26.804]  That's what I do.
[00:38:28.966 --> 00:38:32.569]  I just sit there and say, we just want to have power plants.
[00:38:32.629 --> 00:38:34.451]  We just want to have control of our kids.
[00:38:34.471 --> 00:38:36.072]  We just want to be able to worship God.
[00:38:37.113 --> 00:38:37.794]  I'm not your enemy.
[00:38:39.448 --> 00:38:40.448]  You should look at what you're doing.
[00:38:40.888 --> 00:38:46.830]  How dare Israel push an anti-gun agenda here in America to kind of have us as a client state they control when it's the other way around.
[00:38:48.850 --> 00:38:53.431]  And then issue your citizens guns, which is great, and then want our guns.
[00:38:53.991 --> 00:39:01.573]  I'll support Israel because I understand what's going on in the Middle East, but don't then sit there and turn around like I don't exist and try to make me a slave.
[00:39:01.593 --> 00:39:02.193]  Do you understand that?
[00:39:06.895 --> 00:39:08.415]  The Jews did have a place in the Middle East.
[00:39:10.060 --> 00:39:10.981]  It's a tiny little piece.
[00:39:12.421 --> 00:39:14.683]  All these other Arab countries won't take any of the people in.
[00:39:16.204 --> 00:39:22.207]  They want to bitch all day while they have giant tent cities that house hundreds of thousands of people in Saudi Arabia, and won't take one of these refugees.
[00:39:22.447 --> 00:39:28.711]  But we're supposed to take them, and Israel's supposed to take them, and we're the fount of all bad, and I'm just not going to be part of this anymore.
[00:39:30.575 --> 00:39:35.038]  Doesn't mean I'm naive about Benjamin Netanyahu and all the stuff he's up to and the rest of it.
[00:39:35.398 --> 00:39:37.619]  It's just not reality-based.
[00:39:37.639 --> 00:39:48.526]  It's like I have scales here, and I'm looking at who's really good and who's really bad, and I'm not going to just sit there and be bullied into any of these one-level, one-dimensional, moron-level paradigms.
[00:39:49.286 --> 00:39:50.587]  I'm here to change paradigms.
[00:39:51.147 --> 00:39:58.452]  I'm here to try to create a worldwide view of prosperity and goodness and women and men and the species, and what we are, and good competition.
[00:40:01.156 --> 00:40:05.979]  There's no side motives, and everybody knows that.
[00:40:06.039 --> 00:40:12.843]  That's why the system attacks my genuineness, just like they attack Trump's genuineness, is because, can't you understand?
[00:40:12.863 --> 00:40:15.444]  I could be Machiavelli all day long.
[00:40:16.385 --> 00:40:19.927]  I could be more Machiavelli than anybody I know, quite frankly, maybe except for Trump.
[00:40:20.868 --> 00:40:21.549]  And I'm not bragging.
[00:40:21.609 --> 00:40:22.590]  I mean, it's a fact, folks.
[00:40:22.650 --> 00:40:24.531]  I can think 50 levels up, okay?
[00:40:24.952 --> 00:40:27.614]  If I wanted to start doing that, I just will not do it.
[00:40:27.734 --> 00:40:31.097]  I will just be honest and tell it like it is and just move forward.
[00:40:31.117 --> 00:40:33.058]  And they go, oh, look, you're weak.
[00:40:33.099 --> 00:40:34.300]  You won't use dirty tricks.
[00:40:34.360 --> 00:40:35.701]  You won't, you know, you won't do all this.
[00:40:36.241 --> 00:40:37.162]  You're absolutely right, I won't.
[00:40:37.202 --> 00:40:40.225]  Because then I'll lose the connection.
[00:40:41.005 --> 00:40:42.847]  That's why Odin's only got one eye.
[00:40:42.867 --> 00:40:46.130]  Because the other one is in the spirit world.
[00:40:46.610 --> 00:40:47.411]  He didn't really lose it.
[00:40:49.258 --> 00:40:50.819]  See, the average person wouldn't even get that parable.
[00:40:51.239 --> 00:40:55.461]  I'm not literally saying that in analogous to what I'm doing.
[00:40:55.601 --> 00:40:58.683]  The point is that it's the father's tales, the wife's tales.
[00:40:59.083 --> 00:40:59.523]  That's what that is.
[00:40:59.563 --> 00:41:05.206]  Like, you get the bigger understanding, you lose some vision here because it really doesn't matter that much anymore.
[00:41:06.460 --> 00:41:09.301]  And all of us need to get up into that level.
[00:41:09.861 --> 00:41:22.644]  Everything the globalists do is to keep us down, and Trump is trying, talking to us like babies, because a lot of us are babies, talking to us like babies, it's okay if everybody else has coal, and we have the best and cleanest, that we have some too!
[00:41:25.124 --> 00:41:33.246]  He's, everything he does, that's why I'm obsessed on coal, is because that's the great equation of our main energy source, not oil, and they cut it off!
[00:41:35.063 --> 00:41:39.965]  That's what Japan went to war with the United States in World War II because we were cutting off their routes to get oil.
[00:41:42.766 --> 00:41:43.906]  Energy is everything.
[00:41:44.026 --> 00:41:45.567]  You die without it.
[00:41:47.567 --> 00:41:48.788]  Energy plants the crops.
[00:41:48.948 --> 00:41:50.548]  Energy picks the crops.
[00:41:50.688 --> 00:41:52.209]  Energy processes the crops.
[00:41:52.609 --> 00:41:54.490]  Energy delivers the crops.
[00:41:55.590 --> 00:42:00.372]  And energy is water, the sun, carbon dioxide, and oxygen.
[00:42:01.372 --> 00:42:03.613]  And they're taxing carbon dioxide.
[00:42:05.089 --> 00:42:06.090]  It's a life tax.
[00:42:07.191 --> 00:42:08.452]  It's a tax to breathe.
[00:42:09.753 --> 00:42:10.933]  It's a tax to live.
[00:42:11.894 --> 00:42:14.476]  And everything Trump does is to remove those.
[00:42:14.896 --> 00:42:17.158]  He's just removing the chains, removing the chains.
[00:42:17.518 --> 00:42:25.084]  And there's all these entitled, horrible people saying, we hijacked all this and it's ours and you're not going to do that.
[00:42:25.124 --> 00:42:31.169]  You're not going to give workers self-respect and you're not going to get Obamacare off their backs and you stop it or we'll kill you.
[00:42:31.809 --> 00:42:38.711]  And like babies, the former CIA director and all these people go on TV and say, watch your mouth, President, and you're in danger.
[00:42:38.791 --> 00:42:41.992]  And the media's like, yeah, we're going to kill you and all this crap.
[00:42:42.432 --> 00:42:43.493]  Let me tell you something.
[00:42:43.513 --> 00:42:44.213]  I don't say this.
[00:42:44.233 --> 00:42:46.574]  Everybody knows it from a position of just puffing up.
[00:42:47.034 --> 00:42:48.834]  You idiots start a physical fight.
[00:42:50.495 --> 00:42:53.656]  The people taking control of this country do not want to kill you, OK?
[00:42:54.536 --> 00:42:58.237]  But if you start a fight, you are dead in hours.
[00:42:58.877 --> 00:42:59.418]  Just know that.
[00:43:00.038 --> 00:43:00.678]  In hours.
[00:43:02.995 --> 00:43:03.995]  But you can't help it, can you?
[00:43:04.816 --> 00:43:05.756]  You gotta keep pushing.
[00:43:06.316 --> 00:43:07.297]  You gotta keep pushing.
[00:43:07.597 --> 00:43:08.477]  You gotta keep pushing.
[00:43:08.677 --> 00:43:10.778]  You think you're messing with people that are scared to die?
[00:43:11.638 --> 00:43:12.178]  You think you are?
[00:43:12.198 --> 00:43:13.579]  Because I'm not!
[00:43:14.359 --> 00:43:16.340]  And I'm not the one that's gonna do anything physical.
[00:43:16.700 --> 00:43:19.121]  I'm warning you right now!
[00:43:20.721 --> 00:43:23.162]  And a lot of the really evil top vampires aren't gonna listen.
[00:43:23.262 --> 00:43:24.043]  They're too far gone.
[00:43:24.263 --> 00:43:24.683]  But you!
[00:43:26.843 --> 00:43:34.493]  You people out there serving this that are bullied by this and go along with this and don't know what to think or what side you're on, you better choose sides right now.
[00:43:34.513 --> 00:43:36.716]  It's that simple.
[00:43:38.218 --> 00:43:42.103]  And I cannot believe how obvious the choice should be for everybody.
[00:43:43.780 --> 00:43:54.242]  Our enemies are manifestly, horribly depraved, wicked, twisted, demented people that want to paint on the walls in our children's blood.
[00:43:54.643 --> 00:43:55.683]  And I got news for them.
[00:43:56.223 --> 00:43:59.384]  The cries of the children have been heard by God.
[00:44:00.764 --> 00:44:04.065]  And we're being given a reprieve to try to fix things and organize things.
[00:44:04.345 --> 00:44:06.945]  There's going to be great trials and tribulations to come.
[00:44:07.266 --> 00:44:13.207]  But we're choosing, like pick your novel end, an end that's a lot easier crash landing.
[00:44:15.043 --> 00:44:19.406]  You get a couple hundred million killed or you get five billion killed?
[00:44:22.869 --> 00:44:26.032]  You let all the cloning and all the genetic engineering, all that out?
[00:44:26.872 --> 00:44:30.675]  And the, it's not going to be electronic sex bots, it's going to be replicants, folks.
[00:44:30.815 --> 00:44:33.377]  It's going to be real humanoid people that don't have rights.
[00:44:33.438 --> 00:44:35.059]  It's all, it's all coming out.
[00:44:37.777 --> 00:44:42.001]  And we have to say, we're not by increment going to accept this, no.
[00:44:42.801 --> 00:44:49.727]  And we've got to shut down all these secret laboratories, and we've got to go to war with people that do illegal technology.
[00:44:50.187 --> 00:44:53.150]  If there's something worth fighting for, we have to globally.
[00:44:53.630 --> 00:44:56.452]  Have compacts and agreements on technology.
[00:44:56.852 --> 00:45:02.455]  And the globalists sold globalism originally to the best minds saying, we gotta have global government or we'll blow ourselves up like Atlantis.
[00:45:02.776 --> 00:45:08.339]  And they got the best minds to believe in this and then meanwhile, we find out a bunch of psychopaths run it all and actually want to blow everything up.
[00:45:08.359 --> 00:45:13.322]  I mean, you read the literature of these top globalists, it's like, and after we leave Earth, we'll blow it up for fun.
[00:45:13.382 --> 00:45:19.606]  It's like, we have let the worst low-level demons in to control things and it's bad, okay?
[00:45:21.305 --> 00:45:23.146]  So you want the big, deep truths, you're getting it right now.
[00:45:24.688 --> 00:45:30.792]  Now, I need to mid-air refuel here, and quite frankly, I'm so focused on the news I need to get to and the guests that are coming up that I am not going to belabor this.
[00:45:30.852 --> 00:45:36.716]  I'm just going to say, we set out to find the very best high-quality supplements and missing link nutraceuticals.
[00:45:37.117 --> 00:45:42.601]  We're hiding in plain view products to bring to you that are good for you and your family.
[00:45:42.621 --> 00:45:45.423]  They're the very best you're going to find that also fund this operation that's critical.
[00:45:47.165 --> 00:45:51.990]  Caveman takes all the so-called whey and all the so-called stuff for your joints and everything, and it just blows it away.
[00:45:53.011 --> 00:45:57.535]  It's got the collagen, it's got the concentrated bone broth, it's got a little bit of stevia and cocoa.
[00:45:57.595 --> 00:45:57.976]  It tastes great.
[00:45:57.996 --> 00:46:01.159]  We're gonna come out with a flavorless one as well, or non-flavored or sweetened.
[00:46:01.379 --> 00:46:02.060]  It has its flavor.
[00:46:03.261 --> 00:46:04.202]  And this one's excellent.
[00:46:04.222 --> 00:46:05.403]  A lot of people are buying it.
[00:46:05.423 --> 00:46:06.324]  I want to thank you for your support.
[00:46:06.344 --> 00:46:07.545]  It's a big canister of it.
[00:46:08.306 --> 00:46:09.487]  And it really is game-changing.
[00:46:09.867 --> 00:46:21.015]  Infowarslife.com, Infowarsstore.com, whether it's colloidal silver, whether it's our super blue fluoride-free toothpaste with iodine, and also colloidal silver that nobody else has got, it's amazing.
[00:46:21.375 --> 00:46:26.318]  Brain Force, that's our now overall, things change every month, but that's like our overall bestseller.
[00:46:26.338 --> 00:46:26.879]  People love it.
[00:46:27.399 --> 00:46:30.321]  BioTruth Selenium, totally will supercharge you.
[00:46:30.781 --> 00:46:37.766]  Now, if you're a man and you start taking selenium every day, it's so powerful, it'll raise your hormones up so much, it'll make your hair fall out.
[00:46:38.976 --> 00:46:40.418]  I mean, it's incredible.
[00:46:42.881 --> 00:46:44.003]  Anthroplex is amazing.
[00:46:44.223 --> 00:46:44.984]  It's all amazing.
[00:46:45.064 --> 00:46:47.447]  Infowarslife.com or infowarsstore.com.
[00:46:47.668 --> 00:46:49.030]  Now, I sent Pat a photo of this.
[00:46:49.050 --> 00:46:52.454]  I don't know if he gave it to you, but here's what they call the jig separately.
[00:46:53.820 --> 00:46:56.941]  And we have a photo of it actually engraved up close, kind of hard to see with the camera.
[00:46:57.421 --> 00:47:08.123]  But I just decided to take kind of a design I've seen out there and augment it and change it to say 1776 Reborn, January 20th, 2017, 43rd President Donald J. Trump.
[00:47:08.403 --> 00:47:09.564]  This is one of a thousand.
[00:47:10.084 --> 00:47:13.464]  It's laser etched on Tennessee arms, the highest quality.
[00:47:13.724 --> 00:47:20.206]  They have the big patents with the copper inlays so that, you know, it goes three to six thousand rounds.
[00:47:21.499 --> 00:47:29.965]  You can buy these lowers very inexpensively, and this is sold at way below the price of competitors that aren't even as good, and it's a limited edition.
[00:47:30.005 --> 00:47:34.728]  So it's from $120 to $150, depending on the systems you want, from Molon, Labeda, you name it.
[00:47:34.748 --> 00:47:35.408]  These are custom.
[00:47:36.329 --> 00:47:40.131]  These are custom laser etched at the same price that Tennessee Arms sells their generic ones for.
[00:47:40.392 --> 00:47:41.773]  We've got a very, very good deal for you.
[00:47:42.393 --> 00:47:46.996]  Infowarslife.com is where you find all the nutrients and supplements.
[00:47:47.817 --> 00:47:50.879]  Infowarsstore.com is the umbrella, where you will find
[00:47:51.914 --> 00:47:55.577]  The Victory Series 1, maybe pull that down here to him, thanks.
[00:47:55.978 --> 00:48:02.043]  Victory Series 1, President Donald J. Trump Limited Edition 80% Lower AR Receiver.
[00:48:02.343 --> 00:48:06.327]  Totally legal, totally lawful with the ATF letter linked on there and much more.
[00:48:06.867 --> 00:48:11.391]  And you can also sign up for auto-ship and get 10% off on your next order on things like the supplements.
[00:48:11.791 --> 00:48:14.434]  Free shipping on orders, $50 or more, so there's free shipping on that.
[00:48:15.114 --> 00:48:18.176]  And this is something that everybody needs, even if you're not into gunsmithing.
[00:48:18.216 --> 00:48:20.898]  And even I can do this in about 20 minutes with a Dremel.
[00:48:21.798 --> 00:48:23.099]  And there's a video out there.
[00:48:23.119 --> 00:48:24.520]  We're going to post on the site how to do it.
[00:48:24.540 --> 00:48:26.461]  There's one on the Tennessee Arms site.
[00:48:26.481 --> 00:48:27.301]  We'll probably just post that.
[00:48:27.882 --> 00:48:28.922]  There's instructions.
[00:48:29.323 --> 00:48:31.684]  This is something everybody should just have, personally.
[00:48:32.204 --> 00:48:35.807]  Infowarsstore.com or 888-253-3139.
[00:48:35.827 --> 00:48:38.328]  And one of a thousand.
[00:48:38.348 --> 00:48:42.351]  It's a piece of laser-etched artwork, original Alex Jones conception.
[00:48:43.311 --> 00:48:43.731]  I don't know.
[00:49:04.628 --> 00:49:08.510]  Going into this next level fight to really augment our team.
[00:49:08.730 --> 00:49:09.771]  And you've seen what we've done.
[00:49:09.791 --> 00:49:11.772]  I promised you we'd change the world together.
[00:49:11.852 --> 00:49:15.213]  I promised you we would put our money where our mouth is, if you would.
[00:49:15.714 --> 00:49:16.514]  And we've delivered.
[00:49:16.954 --> 00:49:18.075]  That's because God's delivered.
[00:49:18.915 --> 00:49:20.496]  And so I want to commend and thank all of you.
[00:49:20.516 --> 00:49:21.576]  I don't say this to make you feel good.
[00:49:21.616 --> 00:49:22.497]  You need to feel good.
[00:49:22.797 --> 00:49:24.458]  You need to be very excited and positive.
[00:49:25.350 --> 00:49:28.171]  A lot of folks think, you know, well, things are good, but why are they attacking Trump?
[00:49:28.191 --> 00:49:30.552]  He's just trying to help them, and it's sad, all this hate.
[00:49:30.672 --> 00:49:32.313]  They think you're going to give up before they do.
[00:49:33.093 --> 00:49:34.454]  And our spirit's way stronger than theirs.
[00:49:35.294 --> 00:49:40.376]  But you can see it, you can feel it, you know, it goes back and forth, and we've got to just absolutely think one thing.
[00:49:40.917 --> 00:49:53.482]  We're honorable, we're good, we're going to work hard, we're going to be strong, we're going to be the example in the world of the change that needs to happen, and we're going to just ask God to lead God and direct us and totally focus
[00:49:55.214 --> 00:50:04.721]  On exposing the New World Order and fighting in the morning and at lunch and the evening, you know, on Twitter, on Google, on Facebook, on these enemy platforms and on other platforms and building your own platforms.
[00:50:05.762 --> 00:50:06.343]  It's essential.
[00:50:07.295 --> 00:50:08.375]  I don't care if you're 80 years old.
[00:50:08.575 --> 00:50:10.696]  Get your grandson to come and help you start a YouTube channel.
[00:50:10.716 --> 00:50:12.357]  Get that knowledge out.
[00:50:12.377 --> 00:50:15.838]  They teach everybody, oh you're old, just go sit in a nursing home.
[00:50:15.858 --> 00:50:17.078]  We need to hear that knowledge.
[00:50:17.498 --> 00:50:26.421]  We need to hear from the elders that actually know what's going on and it needs to be invoked to activate the ancestral memories in the young people.
[00:50:27.482 --> 00:50:31.203]  It's a spiritual, metaphysical, electrochemical system.
[00:50:32.196 --> 00:50:33.318]  That has to be activated.
[00:50:33.418 --> 00:50:35.843]  And the youth needs to activate as well.
[00:50:35.883 --> 00:50:40.411]  This is a very, very special time for humanity deciding the future.
[00:50:40.431 --> 00:50:42.114]  Because horrible things are going on.
[00:50:43.103 --> 00:50:49.730]  That the positive things you see are the seeds of the future though, but we have to take this initiative and move forward.
[00:50:50.270 --> 00:50:51.952]  I'm Alex Jones, this is the InfoWar.
[00:50:52.673 --> 00:50:55.376]  InfoWars.com is the website of the enemy.
[00:50:55.396 --> 00:50:57.538]  They're trying to block and censor everywhere.
[00:50:57.898 --> 00:51:02.343]  There is a giant stealth program to block us, now going public in the enemy system.
[00:51:03.624 --> 00:51:05.146]  This is one of the biggest secrets out there.
[00:51:06.158 --> 00:51:18.170]  The missing link of why our ancestors, whether you were in Africa or ancient Albion, which is England today, why our ancestors were so much stronger.
[00:51:18.190 --> 00:51:23.335]  I mean, there are huge archaeological reports, all sorts of anthropology studies.
[00:51:23.656 --> 00:51:24.496]  You look them up for yourself.
[00:51:25.177 --> 00:51:34.880]  That show that humans, just an average farmer of 10,000 years ago in England, was stronger than Olympic athletes today.
[00:51:35.020 --> 00:51:41.182]  In the final equation, everyone knows our modern society has lost its vitality.
[00:51:42.043 --> 00:51:43.903]  The sperm counts are down like 90%.
[00:51:44.904 --> 00:51:46.144]  People are falling apart.
[00:51:46.164 --> 00:51:47.164]  They're totally depressed.
[00:51:47.184 --> 00:51:47.725]  They're unhappy.
[00:51:48.305 --> 00:51:49.285]  What is going on?
[00:51:50.546 --> 00:51:54.447]  Every ancient culture was obsessed
[00:51:55.646 --> 00:51:58.227]  With what I'm about to reveal to you.
[00:51:58.607 --> 00:52:00.308]  Today, we call it bone broth.
[00:52:00.508 --> 00:52:07.531]  And for thousands of years, our ancestors enjoyed its benefits before it became a loss to our modern diets of processed junk.
[00:52:07.751 --> 00:52:16.054]  That's why I'm so excited to announce the product that is undoubtedly the jewel in the crown of InfoWarsLife products.
[00:52:17.481 --> 00:52:23.984]  Caveman, we lost our vitality because we just ignored the ancient traditions.
[00:52:24.364 --> 00:52:27.786]  Everyone knew that you used all the parts of the animal.
[00:52:27.826 --> 00:52:30.947]  You used the skin to cover yourself for shelter.
[00:52:31.547 --> 00:52:36.630]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[00:52:37.170 --> 00:52:40.312]  We are now introducing Caveman by InfoWarsLive.com.
[00:52:40.612 --> 00:52:51.038]  The ultimate in true paleo nutrition with bone broth, turmeric roots, chaga mushroom, and seven total primal superfoods in a single great tasting formula.
[00:52:51.138 --> 00:52:52.599]  The bone is so amazing.
[00:52:53.019 --> 00:52:58.602]  From the outside structure full of minerals and key cofactors to the marrow that produces the blood for the body.
[00:52:59.721 --> 00:53:02.663]  This is the engine of the life essence.
[00:53:03.203 --> 00:53:08.627]  I've made a lot of important points here, but this is the one you need to research for yourself because it's so key.
[00:53:08.907 --> 00:53:18.393]  High quality bone broth helps support healthy muscles and connective tissue, while the active compounds in turmeric do battle on the cellular level and help fight free radicals.
[00:53:18.653 --> 00:53:23.216]  And collagen is essential to aid healthy tendons, ligaments, and muscle tissue.
[00:53:23.456 --> 00:53:25.237]  This is a absolute win-win.
[00:53:25.298 --> 00:53:28.080]  You get an amazing product produced right here in America.
[00:53:28.360 --> 00:53:34.485]  You support InfoWars and all we're doing to promote freedom and the restoration of our Republic and promotion of freedom worldwide.
[00:53:35.786 --> 00:53:44.513]  The journey towards better health and giving our bodies these amazing compounds that God created starts at InfoWarsLife.com.
[00:53:44.673 --> 00:53:49.076]  Three years in the making, incredible research, and the very best ingredients.
[00:53:49.597 --> 00:53:52.199]  I'm Alex Jones, and I may not be a caveman,
[00:53:52.912 --> 00:53:56.195]  But compared to these trendies out there in the street, I'm as close as it gets.
[00:53:56.576 --> 00:54:00.079]  Join me at InfoWarsLive.com and get your caveman formula today.
[00:54:12.912 --> 00:54:14.874]  What if I say I will never surrender?
[00:54:17.637 --> 00:54:25.959]  Alright, I want to get into some Russia news that's huge, and then I promise that when David Horowitz leaves us at the bottom of the next hour, I'm going to play the most important key Trump clips.
[00:54:26.239 --> 00:54:31.860]  Just thank God the president came out and said, Hillary and her people took a bunch of money.
[00:54:31.940 --> 00:54:36.061]  They gave 20, it was actually 30 percent, but he said 20 percent of our uranium.
[00:54:36.081 --> 00:54:37.201]  He's being very conservative.
[00:54:37.961 --> 00:54:39.861]  That's just his philosophy, and I see what he's doing.
[00:54:41.262 --> 00:54:44.142]  And stop saying I'm with Russia.
[00:54:44.162 --> 00:54:45.243]  I've done nothing with Russia.
[00:54:45.283 --> 00:54:46.903]  And Flynn was allowed to make a phone call.
[00:54:47.967 --> 00:55:01.694]  The big thing is Flynn pissed off the trifecta and it just shows how my sources the day it happened and the days before knew that it was actually he made Mattis mad and the Vice President mad and some of the other people on the National Security Council mad.
[00:55:02.414 --> 00:55:10.538]  So it was Flynn not getting along with him that when that came by
[00:55:12.418 --> 00:55:13.559]  Flynn's like, I'm just sick of this.
[00:55:13.619 --> 00:55:15.180]  And they're like, OK, go ahead and resign.
[00:55:15.541 --> 00:55:17.042]  And from what I've heard, it was just kind of mutual.
[00:55:17.062 --> 00:55:21.045]  I mean, Flynn turned down a huge job at Jones Group before just to take the job.
[00:55:21.085 --> 00:55:21.926]  Nobody even knows that.
[00:55:22.526 --> 00:55:26.389]  General Jones, like, runs the show, pretty much.
[00:55:26.830 --> 00:55:28.751]  Former head of the National Security Council for a long time.
[00:55:31.233 --> 00:55:36.117]  Well, the president's the head, but the head of the body under the president.
[00:55:37.298 --> 00:55:39.019]  So that's what's going on here.
[00:55:42.125 --> 00:55:43.146]  It's all just a big joke.
[00:55:43.506 --> 00:55:46.248]  The President and his National Security Advisor can't talk to the Russians.
[00:55:46.488 --> 00:55:48.149]  They can talk to anybody they want to.
[00:55:48.429 --> 00:55:49.670]  It's called being the President.
[00:55:50.391 --> 00:55:51.031]  Oh my gosh!
[00:55:51.131 --> 00:55:54.133]  When he was President-elect, they were lining up talks with the Russians.
[00:55:54.173 --> 00:55:54.653]  Good God!
[00:55:54.673 --> 00:56:00.978]  I mean, even the New York Times admits that cash flow to the Clinton Foundation had been a Russian-Uranium deal.
[00:56:00.998 --> 00:56:03.259]  And the media's like, it's not true, it's not true.
[00:56:03.359 --> 00:56:03.940]  It's 100% true.
[00:56:05.261 --> 00:56:06.081]  And it goes on and on.
[00:56:06.441 --> 00:56:08.363]  So here's the deal, and I've told the President this.
[00:56:10.549 --> 00:56:12.770]  I've talked to the President before, and I'm going to stop talking about that.
[00:56:12.790 --> 00:56:18.554]  The point is, people, the media always wants to know, and I think, you know, I'm not going to tell anybody, but it's just, please go after Hillary.
[00:56:18.574 --> 00:56:19.434]  She's not going to stop.
[00:56:19.454 --> 00:56:20.495]  The Soros Group isn't going to stop.
[00:56:20.795 --> 00:56:24.097]  I don't want to just be vindictive, Mr. President, or President-elect, in that conversation.
[00:56:24.517 --> 00:56:26.378]  You need to just, they're not going to stop.
[00:56:27.299 --> 00:56:28.059]  They're never going to stop.
[00:56:28.399 --> 00:56:28.860]  You know that.
[00:56:28.880 --> 00:56:33.302]  I'm not going to say what Trump said, but, I mean, it's just ridiculous.
[00:56:33.563 --> 00:56:34.023]  They know.
[00:56:34.283 --> 00:56:35.564]  They were spying on him at that time.
[00:56:36.425 --> 00:56:40.368]  Through the Justice Department, illegally, the President being spied on by Obama.
[00:56:47.713 --> 00:57:01.464]  So... Anyways... I'll tell folks this though, that the Trump you see on TV is like the Trump talking to the five-year-olds, and the Trump behind the scenes is like...
[00:57:04.566 --> 00:57:13.992]  Trump can finish your sentences like he's like, you know, big egghead in the future, you know, communicate telepathically.
[00:57:14.252 --> 00:57:17.033]  And I'm not literally saying that, but he's that smart, folks.
[00:57:17.494 --> 00:57:19.435]  And that's why they are reeking out.
[00:57:19.675 --> 00:57:23.157]  Now, why do I have nuclear weapons going off behind me, TV viewer?
[00:57:24.458 --> 00:57:26.419]  That's because that's where the globalists would like to take us.
[00:57:26.439 --> 00:57:27.099]  And that's in the news.
[00:57:27.119 --> 00:57:28.320]  We'll get more to this in the next hour.
[00:57:29.906 --> 00:57:36.684]  But now we have a top-level, this is International Business Times, Infowars.com has posted, Russia and Trump
[00:57:37.990 --> 00:57:38.530]  News.
[00:57:38.590 --> 00:57:44.871]  U.S.-Russia military generals to meet in Azerbaijan, the first time since the three-year-old situation in Ukraine.
[00:57:45.631 --> 00:57:47.092]  That is a big meeting coming up.
[00:57:47.472 --> 00:57:51.912]  Meanwhile, Juncker, that's the NATO-EU globalist boss, set DEF.
[00:57:52.353 --> 00:57:56.313]  Mattis calls for EU to shoulder own defense burden.
[00:57:56.733 --> 00:57:59.534]  EU bigwig says, oh no, we want to help the migrants.
[00:57:59.554 --> 00:58:02.174]  So they just want to flood us with migrants and flood Europe and destroy Europe.
[00:58:02.854 --> 00:58:04.155]  So they don't want to, you know, pay for anything.
[00:58:04.175 --> 00:58:05.675]  They're too busy paying to flood the migrants in.
[00:58:07.413 --> 00:58:10.315]  Again, who needs NATO and the EU when it's used to destroy Europe?
[00:58:10.336 --> 00:58:11.256]  I mean, that's what Trump's saying.
[00:58:11.516 --> 00:58:12.377]  These are criminal groups.
[00:58:12.777 --> 00:58:14.058]  Russian spy ship not a direct threat.
[00:58:14.099 --> 00:58:17.121]  Pentagon says, yeah, because we got like a hundred or more around Russia.
[00:58:18.282 --> 00:58:19.783]  Does it come over the 12-mile line?
[00:58:20.504 --> 00:58:21.564]  That's, I mean, we're gonna spy on them?
[00:58:21.585 --> 00:58:22.125]  That's what you do.
[00:58:22.145 --> 00:58:24.707]  It's like, the Russians breathe air, sir!
[00:58:24.727 --> 00:58:26.669]  Oh my gosh, they have a spy ship!
[00:58:26.709 --> 00:58:27.189]  Oh no!
[00:58:29.391 --> 00:58:31.673]  Continuing, Buchanan says the deep state's trying to take Trump out.
[00:58:32.346 --> 00:58:32.886]  Of course they are.
[00:58:33.327 --> 00:58:34.708]  That's all coming up.
[00:58:35.028 --> 00:58:36.870]  Oh, the big stories on InfoWars.com.
[00:58:37.350 --> 00:58:38.471]  I haven't gotten to that yet.
[00:58:38.512 --> 00:58:39.612]  It's so huge.
[00:58:40.153 --> 00:58:40.834]  I'm going to tell you.
[00:58:40.934 --> 00:58:44.757]  It turns out there's Muslim sympathizers at the CIA behind Trump leaks.
[00:58:44.777 --> 00:58:45.197]  That's right.
[00:58:45.618 --> 00:58:46.699]  It's at InfoWars.com.
[00:58:46.719 --> 00:58:48.761]  Dr. Corsi, this needs to go viral.
[00:58:53.399 --> 00:59:07.570]  President Donald Trump stepped up his attack on the fake news network, CNN, during a press conference yesterday, telling reporter Jim Acosta that he had downgraded their title from fake news to very fake news.
[00:59:07.750 --> 00:59:14.015]  Just because of the attack of fake news and attacking our network, I just want to ask you, sir... I'm changing it from fake news, though.
[00:59:14.055 --> 00:59:15.736]  Doesn't that under... Very fake news.
[00:59:15.756 --> 00:59:16.517]  I know, but aren't you...
