[00:00:12.449 --> 00:00:16.792]  You are listening to an InfoWars.com Frontline Report.
[00:23:45.839 --> 00:23:48.761]  And the good news is, they know they're dying.
[00:23:48.761 --> 00:23:51.163]  The globalists, their system, they know it's falling apart.
[00:23:52.196 --> 00:23:55.857]  And they're not content enough to sexualize their children.
[00:23:55.857 --> 00:24:05.800]  They're not intent enough to bully the gay community through their liberal propaganda they've got control of, and they're strangling, and murdering, and killing, and trying to suck the life out of.
[00:24:05.800 --> 00:24:08.061]  They want every community.
[00:24:08.061 --> 00:24:09.761]  So the media will spend their time attacking gay people.
[00:24:09.761 --> 00:24:10.581]  That's not what I'm doing.
[00:24:10.581 --> 00:24:12.082]  That's the mental illness here.
[00:24:12.082 --> 00:24:15.823]  Oh, let us sexualize your kids, or you don't like transsexuals.
[00:24:17.031 --> 00:24:23.032]  They use all these groups as a foil, as a shill to get political control.
[00:24:23.032 --> 00:24:24.852]  And it's pure abject evil.
[00:24:24.852 --> 00:24:28.713]  Again, I'm going to say this again for everybody that just tuned in.
[00:24:28.713 --> 00:24:37.635]  California Governor Jerry Brown signed a bill that the LA Times with a straight face reports is loving and liberal.
[00:24:37.635 --> 00:24:43.876]  And it lets you knowingly infect people with HIV and lets you knowingly go give blood when you know you have it.
[00:24:45.936 --> 00:24:53.402]  That's like driving down the road, randomly past some station wagon or minivan, and randomly shooting bullets into it, not knowing if one will hit or not.
[00:24:53.402 --> 00:24:55.444]  I mean, that is the exact same thing.
[00:24:55.444 --> 00:25:03.211]  If you've got a virus, you know kills people, and you're gonna go give blood and not tell them.
[00:25:03.211 --> 00:25:04.552]  Good God.
[00:25:04.552 --> 00:25:09.276]  This is just total cultural sabotage, and it's what all the NFL kneeling's about.
[00:25:10.655 --> 00:25:16.457]  And it's the globalists realizing their system's coming down, so they want to dynamite the entire civilization.
[00:25:16.457 --> 00:25:17.838]  They want to bring it down.
[00:25:17.838 --> 00:25:21.960]  And remember, the Clintons had that history.
[00:25:21.960 --> 00:25:33.364]  Look up the Clinton blood scandal, where they were the one state that wouldn't test the prisoners, and would certify they'd been tested, and would ship out the blood, and would knowingly contaminate it.
[00:25:33.364 --> 00:25:39.047]  And over 100,000 hemophiliacs died from getting HIV and hepatitis.
[00:25:40.509 --> 00:25:42.510]  Good Lord!
[00:25:42.510 --> 00:25:47.392]  The abject, total and complete evil.
[00:25:47.392 --> 00:25:50.513]  I had the doctor on who was working in the presence who reported it.
[00:25:50.513 --> 00:25:55.035]  The day after he was on, his offices were firebombed in Little Rock.
[00:25:55.035 --> 00:25:59.937]  The same night, the Hemophiliac Society in Canada was also attacked.
[00:25:59.937 --> 00:26:05.019]  And their files stolen and computers stolen.
[00:26:05.019 --> 00:26:06.439]  Yeah, that's the kind of sources we have.
[00:26:06.439 --> 00:26:07.640]  It's the kind of news we break here.
[00:26:08.800 --> 00:26:15.066]  Just like we told you, they were looking at other people involved in the mass shooting in Nevada, in Vegas.
[00:26:15.066 --> 00:26:18.288]  Just like we told you, they were looking at Middle Eastern radicalization.
[00:26:18.288 --> 00:26:19.770]  That's now all come out.
[00:26:19.770 --> 00:26:26.556]  Just like we told you, the hostage rescue team sources said that there was an Islamic paraphernalia and Antifa paraphernalia in him traveling the Middle East.
[00:26:27.156 --> 00:26:33.320]  What's in the Middle East, ladies and gentlemen, is the funding for these types of operations for people that will carry this out.
[00:26:33.320 --> 00:26:38.643]  You know, ISIS has been targeting Westerners because they can do this and not be as easily noticed.
[00:26:38.643 --> 00:26:41.725]  And here is CNN.
[00:26:41.725 --> 00:26:47.688]  Las Vegas shooter took 20 cruises, many of them to the Middle East.
[00:26:47.688 --> 00:26:51.650]  And that's all coming up in the next segment with Craig Sawyer, former leader with SEAL Team 6.
[00:26:53.075 --> 00:26:55.276]  And he didn't like me saying that, but it's true.
[00:26:55.276 --> 00:27:01.958]  And, you know, the point is, is that he hosts major TV shows on ballistics.
[00:27:01.958 --> 00:27:04.479]  He's one of the top ballistics experts in the world.
[00:27:04.479 --> 00:27:08.721]  He's the main guy on History Channel and Discovery Channel shows, shows like Top Shots.
[00:27:08.721 --> 00:27:11.262]  And he works with Hollywood.
[00:27:11.262 --> 00:27:13.843]  He's taking a big rest of his career, what he does, coming on this show.
[00:27:15.023 --> 00:27:17.987]  And he's telling you that there's clearly two shooters going on.
[00:27:17.987 --> 00:27:29.322]  And I've talked to other Navy SEALs, I've talked to Army people, high level, the best soldiers out there, and they say 100% there's at least two shooters, probably three, in the first two and a half minutes.
[00:27:30.143 --> 00:27:32.323]  So that's all coming up in the next segment.
[00:27:32.323 --> 00:27:34.744]  Briefly, we are listener supported.
[00:27:34.744 --> 00:27:36.364]  You heard the network ads, you heard the local ads.
[00:27:36.364 --> 00:27:39.705]  It's very important to support the network sponsors and to support your local station sponsors.
[00:27:39.705 --> 00:27:51.107]  But if you want to support InfoWars itself, and this crew, and this building, and the facilities, and the satellites, and all the things we're doing, and our massive expansion in the face of the globalists, putting on, you know, every bit of sail we can in the fight.
[00:27:51.107 --> 00:27:55.948]  That's an old, you know, nautical saying of putting on as many sails as you can on your sailing ship to go as fast as possible.
[00:27:57.287 --> 00:27:58.968]  We need your financial support.
[00:27:58.968 --> 00:27:59.729]  We make it easy.
[00:27:59.729 --> 00:28:07.975]  We have amazing, high-quality products at extremely low prices that really, really give you a good bang for your buck, like our wonderful Nootropic.
[00:28:07.975 --> 00:28:12.398]  We just took all the top brain pills, all the top things that are out there known to be safe and
[00:28:12.398 --> 00:28:12.638]  I think so.
[00:28:29.716 --> 00:28:32.957]  We don't raise the price and then lower it, you know, and then say, oh, it's 50% off.
[00:28:32.957 --> 00:28:35.177]  It's 50% off the regular price.
[00:28:35.177 --> 00:28:39.758]  Infowarslive.com or 888-253-3139.
[00:28:39.758 --> 00:28:46.699]  And our big sale on the bone broth, turmeric, chaga mushroom, and more concentrate that's just such a game changer.
[00:28:46.699 --> 00:28:48.179]  Caveman is about to end.
[00:28:48.179 --> 00:28:52.340]  That's 50% off at Infowarslive.com or 888-253-3139.
[00:28:52.340 --> 00:28:56.981]  10% off additional when you sign up for AutoShip.
[00:28:56.981 --> 00:28:58.761]  Please commit to fund our operation.
[00:28:59.981 --> 00:29:01.583]  Vitamin Mineral Fusion.
[00:29:01.583 --> 00:29:04.185]  Visit Infowarslife.com to secure your chemistry.
[00:29:04.185 --> 00:29:11.672]  We have worked for years with our chemists and scientists to create the most powerful and affordable, great-tasting multivitamin formula available.
[00:29:11.672 --> 00:29:21.982]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[00:29:22.302 --> 00:29:30.149]  In the history of InfoWars Life, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[00:29:30.149 --> 00:29:40.358]  With its unique delivery system and proprietary manufacturing process designed for maximized effects, this formula is the platinum standard of multivitamin mineral products.
[00:29:40.358 --> 00:29:42.419]  And this part is most important.
[00:29:42.419 --> 00:29:48.885]  The ingredients in vitamin mineral fusion are either plant-derived or of the highest quality lab standard.
[00:29:49.205 --> 00:29:50.647]  That means it's clean.
[00:29:50.647 --> 00:29:51.789]  That means it's pure.
[00:29:51.789 --> 00:29:54.673]  And rest secured, you're finding the tip of the spear in the InfoWars.
[00:29:54.673 --> 00:29:57.477]  That's InfoWarsLives.com and Vitamin Mineral Fusion.
[00:29:57.477 --> 00:29:59.119]  Take action now before we sell out.
[00:30:01.294 --> 00:30:06.556]  Protect your skin with SPF 30 Sunscreen Lotion by Emrix Essentials.
[00:30:06.556 --> 00:30:13.719]  Perfect for face and body, this natural unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[00:30:13.719 --> 00:30:19.602]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[00:30:19.602 --> 00:30:27.405]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[00:30:27.925 --> 00:30:31.449]  The larger the particle, the safer it is for your body.
[00:30:31.449 --> 00:30:35.573]  The organic oils help hydrate the skin, leaving it nice and smooth.
[00:30:35.573 --> 00:30:40.017]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[00:30:40.017 --> 00:30:46.243]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[00:30:46.243 --> 00:30:51.128]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[00:30:51.368 --> 00:30:54.651]  Stop exposing yourself and your family to toxic ingredients.
[00:30:54.651 --> 00:31:00.575]  Visit InfoWarsStore.com and learn more about the new SPF 30 sunscreen lotion.
[00:31:00.575 --> 00:31:05.279]  As most of you already know, I am a voracious consumer of news and information.
[00:31:05.279 --> 00:31:13.185]  And in the last four or five years doing more and more research, I came across the fact that the elite establishment is fully aware of the fact
[00:31:13.285 --> 00:31:13.545]  Thank you.
[00:31:28.775 --> 00:31:29.856]  We're good to go.
[00:31:58.615 --> 00:31:59.276]  We're good to go.
[00:32:20.638 --> 00:32:22.320]  Alex, a pure breeze.
[00:32:22.320 --> 00:32:27.406]  Whether it's your home or office, you owe it to yourself, your co-workers, your family, your children.
[00:32:27.406 --> 00:32:29.869]  Do the best job you can to purify your air.
[00:32:29.869 --> 00:32:37.898]  The elite are masters at poisoning our environment while themselves doing things that mitigate or avoid most of the toxic effects for themselves.
[00:32:37.898 --> 00:32:39.000]  The general public doesn't.
[00:32:40.067 --> 00:32:44.011]  The Alexa Pure Breeze would be a steal at $300, $400, $500.
[00:32:44.011 --> 00:32:47.574]  One of these systems can keep 800 square feet incredibly clean.
[00:32:47.574 --> 00:32:54.300]  This is a system I'm personally putting in throughout my house, replacing older, more expensive filters that didn't do as good a job.
[00:32:54.300 --> 00:33:02.887]  Find out why this system is so revolutionary today at infowarestore.com.
[00:33:02.887 --> 00:33:05.490]  You're listening to The Alex Jones Show.
[00:33:22.038 --> 00:33:30.604]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:30.604 --> 00:33:38.810]  Well, Craig Solomon Sawyer has hosted, what is it, at least five different shows on national television.
[00:33:38.810 --> 00:33:41.432]  He's the main expert shooter on Top Shots.
[00:33:44.022 --> 00:33:48.045]  And he's one of the top advisors to Hollywood Films, so he's a top ballistics guy.
[00:33:48.045 --> 00:33:59.532]  And you know, he's risking a lot in the last few years, getting really political for the Republic and coming out and speaking out against Hollywood, the globalists, the whole New World Order.
[00:33:59.532 --> 00:34:07.177]  And the reason I wanted to get him back on today is they've had the Washington Post, the New York Times, and literally hundreds of other publications
[00:34:09.363 --> 00:34:15.844]  Come out and say, Jones says he has all these military sources that say they clearly hear multiple shots.
[00:34:15.844 --> 00:34:17.825]  He's making it up.
[00:34:17.825 --> 00:34:29.827]  Even though I've had Craig on as an expert, and I've had other military people on, and I've also talked to people that are in Delta Force, Green Beret Army, other Navy SEALs, you name it.
[00:34:29.827 --> 00:34:34.968]  Some of them have been on the show before, but some of them are involved in this investigation so they can't come on now.
[00:34:34.968 --> 00:34:35.808]  Craig isn't.
[00:34:35.808 --> 00:34:38.189]  He's also a federal officer, air marshal.
[00:34:39.161 --> 00:34:46.504]  And I'm not going to go over his whole bio, and I don't normally go over the whole bio, but the media plays these games.
[00:34:46.504 --> 00:34:54.507]  They go, Jones claims he has sources inside the hostage rescue team that say they found Islamic and antifa paraphernalia.
[00:34:54.507 --> 00:34:58.388]  No, they called me and texted me Monday.
[00:34:58.388 --> 00:35:00.689]  The same folks told our reporters, you better get out of
[00:35:02.276 --> 00:35:05.177]  Oregon, the shooting's about to start and two days later it happened.
[00:35:05.177 --> 00:35:06.278]  Our people got out.
[00:35:06.278 --> 00:35:12.160]  I mean, these are really good people who were on the ground and sources.
[00:35:12.160 --> 00:35:14.260]  But Craig's willing to come on and talk about it.
[00:35:14.260 --> 00:35:17.702]  Former team leader in SEAL Team 6, wants to be cleared and in command of SEAL Team 6.
[00:35:17.702 --> 00:35:20.643]  And he doesn't even want to say that, but the point is we have to say some of the
[00:35:21.443 --> 00:35:25.967]  Bonifides, some of the curriculum vitae, so people know who we're talking to.
[00:35:25.967 --> 00:35:29.569]  This is the guy with the big Discovery Channel show and the History Channel shows.
[00:35:29.569 --> 00:35:31.011]  You know, top shots.
[00:35:31.011 --> 00:35:33.292]  You know, he's a top ballistics expert.
[00:35:33.292 --> 00:35:35.574]  He's saying here's two different groups shooting.
[00:35:35.574 --> 00:35:39.037]  But after he said that on Tuesday, we have footage of cab drivers.
[00:35:40.469 --> 00:35:46.780]  Where you hear a ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba-ba
[00:35:53.757 --> 00:36:01.663]  Not to say what happened, I guess not to create panic, and they don't want to give ISIS a victory, and I get that's the old policy until the 90s is, don't talk about terrorism.
[00:36:01.663 --> 00:36:04.805]  You can't let them do this then and use it against the Second Amendment.
[00:36:04.805 --> 00:36:07.887]  Plus, I'm not under martial law, so I want the truth to come out.
[00:36:07.887 --> 00:36:12.110]  Now, Craig's got sources, he won't even get into them with me, but he said, yeah, you're in the right direction.
[00:36:12.110 --> 00:36:13.471]  But I have my other sources.
[00:36:13.471 --> 00:36:18.055]  And they're like, dead on this guy was ISIS, he was getting money for his gambling, millions a year.
[00:36:18.635 --> 00:36:21.177]  They were trying to recruit Westerners, they said, two years ago.
[00:36:21.177 --> 00:36:23.099]  He pledged allegiance six months ago.
[00:36:23.099 --> 00:36:24.680]  The White House has the video.
[00:36:24.680 --> 00:36:26.041]  We have that from White House sources.
[00:36:26.041 --> 00:36:32.786]  And I gotta say, I love the President, I like the President, but I think this is wrong.
[00:36:32.786 --> 00:36:35.768]  But regardless, there are multiple shooters.
[00:36:35.768 --> 00:36:36.689]  Why is that important?
[00:36:36.689 --> 00:36:41.153]  We're gonna go over some of the acoustic evidence in a minute, because it shows the whole story's not true.
[00:36:41.153 --> 00:36:46.497]  Saul Mann, what do you think about the situation now in hindsight as we get more distance on this and as more comes out?
[00:36:47.577 --> 00:36:50.358]  Well, Alex, I always look at the big picture.
[00:36:50.358 --> 00:37:02.441]  When everyone gets confused and starts agonizing over the small details, I take a couple steps back and scan the horizon, if you will, and consider what the big picture may be.
[00:37:02.441 --> 00:37:05.741]  Who benefits from these mass shootings?
[00:37:05.741 --> 00:37:07.162]  Why do they keep happening?
[00:37:07.162 --> 00:37:10.162]  Why are they always liberal Democrats that do the shooting?
[00:37:10.162 --> 00:37:12.883]  Why are they always on psychotropic drugs?
[00:37:12.883 --> 00:37:15.944]  And why are those facts always ignored by the
[00:37:17.498 --> 00:37:20.640]  The radicals on the left and the mainstream news media.
[00:37:20.640 --> 00:37:27.324]  Why is it always just about the gun control narrative immediately and ferociously?
[00:37:27.324 --> 00:37:28.565]  So I scratched my head.
[00:37:28.565 --> 00:37:30.807]  I'm like, okay, somebody benefits from this.
[00:37:30.807 --> 00:37:32.588]  And it certainly wasn't the shooter in this case.
[00:37:32.588 --> 00:37:36.970]  We can see if he was even in fact the shooter at all.
[00:37:36.970 --> 00:37:43.314]  Either they smoked him after he shot everybody up or he didn't even get to do that before they smoked him.
[00:37:44.582 --> 00:37:46.143]  This case stinks to high heavens.
[00:37:46.143 --> 00:37:49.085]  There are a lot of things that don't match up with what the public's being told.
[00:37:49.085 --> 00:37:56.370]  I think one of the main things is those security cameras, the footage from the security cameras around Mandalay Bay.
[00:37:56.370 --> 00:37:57.071]  They're everywhere.
[00:37:57.071 --> 00:38:00.353]  You're not going to go anywhere in that hotel without being captured.
[00:38:00.353 --> 00:38:07.818]  So I understand, as a federal criminal investigator, protecting the case and safeguarding that
[00:38:08.723 --> 00:38:08.983]  Bye-bye.
[00:38:30.510 --> 00:38:39.996]  And that's one of the things that's going to take time for me is just sit and watch and go, OK, are we ever going to get footage of that guy and anyone else going in and out of that that hotel room?
[00:38:39.996 --> 00:38:41.658]  Or is it going to be buried forever?
[00:38:41.658 --> 00:38:42.998]  Is it already even destroyed?
[00:38:42.998 --> 00:38:43.319]  Sure.
[00:38:43.319 --> 00:38:48.002]  I mean, I got the call from the HRT and then the text saying, go ahead and talk about it now.
[00:38:49.212 --> 00:38:50.273]  That's real.
[00:38:50.273 --> 00:38:51.874]  And we've proven all our sources.
[00:38:51.874 --> 00:38:53.235]  But I know you've got a lot of sources.
[00:38:53.235 --> 00:38:54.135]  You're very frustrated.
[00:38:54.135 --> 00:38:55.716]  You're actually sitting here.
[00:38:55.716 --> 00:38:56.977]  You've talked to some of the investigators.
[00:38:56.977 --> 00:38:57.698]  We can't get into that.
[00:38:57.698 --> 00:39:00.179]  And you know a lot more than you can say.
[00:39:00.179 --> 00:39:05.503]  And is it frustrating to just have to sit here and watch the mainstream narrative?
[00:39:05.503 --> 00:39:06.203]  Well, it is.
[00:39:06.203 --> 00:39:11.367]  Again, we want to safeguard the investigation, but we don't want the American people disarmed
[00:39:12.105 --> 00:39:19.427]  To the delight of our enemies, to the glee of our globalist enemies who are after that as one of their main objectives.
[00:39:19.427 --> 00:39:21.767]  They need primarily two things.
[00:39:21.767 --> 00:39:30.469]  They need us divided and they need us disarmed for them to have the level of tyrannical control that they're after.
[00:39:30.469 --> 00:39:33.150]  Shame on any American citizen by now that's not
[00:39:33.935 --> 00:39:41.502]  Still is not educated on Cloward-Piven and how that strategy is utilized to break our economy.
[00:39:41.502 --> 00:39:44.045]  We were suffering under it in the last eight years.
[00:39:44.045 --> 00:39:47.088]  It's one of the things that's got them so upset about Trump.
[00:39:47.088 --> 00:39:51.772]  Our economy's recovering and he's going to ensure that we stop squandering.
[00:39:51.772 --> 00:39:55.335]  And it is, and now they're going to raise interest rates, admittedly trying to kill it.
[00:39:55.335 --> 00:39:56.336]  They said we can never get to 3%, it's 3.1.
[00:39:58.058 --> 00:40:02.221]  We're going to go to break and come back and play some of these acoustics and then play some of the video from cab drivers and others.
[00:40:02.221 --> 00:40:19.033]  It's totally clear and I'm not a, you know, former Navy SEAL Team 6, you know, leader and all, and Marine previously and, you know, History Channel shooting expert like you are, but I can hear bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup, bup,
[00:40:22.381 --> 00:40:22.922]  It is.
[00:40:22.922 --> 00:40:25.564]  Now, I will get this caveat out there.
[00:40:25.564 --> 00:40:28.086]  It's very important to be accurate.
[00:40:28.086 --> 00:40:32.349]  Echoes are very confusing, and hearing anything through a microphone is confusing.
[00:40:32.349 --> 00:40:41.256]  One of my best friends is probably the foremost authority on not terminal wound ballistics, but the acoustics.
[00:40:42.083 --> 00:40:42.344]  Thank you.
[00:40:59.239 --> 00:41:02.100]  I mean, it's just, it's apparent anyway.
[00:41:02.100 --> 00:41:13.662]  Even though you're listening to the echoes and even though you're listening it after the fact through a microphone that just does change that acoustic signature, it is still apparent that there's more than one shooter.
[00:41:13.662 --> 00:41:20.804]  So, one of the key points you brought up, I think very accurately, is you hear something very muffled, very far away.
[00:41:21.444 --> 00:41:27.008]  And then all of a sudden, shortly thereafter, it's very loud, very distinct.
[00:41:27.008 --> 00:41:30.010]  That's a far engagement, and then a close engagement.
[00:41:30.010 --> 00:41:37.614]  So, unless somebody's got a time machine, there's no other way to... Well, sure, and even at miles away, an echo would be a second apart.
[00:41:37.614 --> 00:41:45.439]  This is 30, 40 seconds before... And then she's at Mandalay Bay, the taxi driver, and it's right above her.
[00:41:45.439 --> 00:41:48.561]  I mean, he's right there, shooting out of the window.
[00:41:48.561 --> 00:41:49.342]  Yeah, yeah.
[00:41:49.987 --> 00:41:58.870]  And even if there are, let's just speculate, let's say if the first string of fire were fired through a suppressor, it would not sound that way.
[00:41:58.870 --> 00:42:00.491]  It sounds distinctly different.
[00:42:00.491 --> 00:42:00.871]  You're right.
[00:42:00.871 --> 00:42:04.612]  Even though it would sound muffled, the sound is not the same type.
[00:42:04.612 --> 00:42:06.013]  Have they said there were suppressors though?
[00:42:06.013 --> 00:42:06.813]  But I would agree.
[00:42:06.813 --> 00:42:08.494]  The only way it's not is this is a suppressor.
[00:42:09.670 --> 00:42:10.451]  Yeah.
[00:42:10.451 --> 00:42:13.873]  Nobody said that that I've heard Alex and it does not sound that way to me.
[00:42:13.873 --> 00:42:20.118]  I was just I was just playing devil's advocate even if it were it would not sound the way that it that it does.
[00:42:20.118 --> 00:42:28.224]  Well, by the way, I mean, I've talked to a lot of guys that have been, a few of them at your level of expertise, there's not many, they say it's absolutely clear.
[00:42:30.288 --> 00:42:33.789]  I feel confident that we're hearing more than once a year.
[00:42:33.789 --> 00:42:35.449]  And that paints a bigger picture.
[00:42:35.449 --> 00:42:39.530]  So, the official narrative is going to have to change.
[00:42:39.530 --> 00:42:43.531]  Alright, let's talk about the actual accusers when we come back and play some of these tapes.
[00:42:43.531 --> 00:42:45.292]  And then, what is the narrative?
[00:42:45.292 --> 00:42:48.813]  Well, just like Colonel Schaefer said, CIA, you name it.
[00:42:48.813 --> 00:42:50.933]  The target's the motive.
[00:42:50.933 --> 00:42:52.854]  The motive's the target.
[00:42:52.854 --> 00:42:54.394]  Just like Craig Sawyer was just saying.
[00:42:54.394 --> 00:42:56.274]  TacticalInsider.com is his website.
[00:42:56.274 --> 00:42:57.855]  VetsForChildRescue.org.
[00:42:57.855 --> 00:42:58.215]  Stay with us.
[00:42:59.721 --> 00:43:05.808]  Prepping for disaster and societal unrest has now gone so mainstream that even Realtor.com is writing about it.
[00:43:05.808 --> 00:43:15.077]  But the Realtors are still embarrassed to cover the subject and eager to set themselves apart from what they call Uncle Travis' guns and canned foods militia vision of preparedness.
[00:43:15.077 --> 00:43:17.400]  Well, the ants may have the last laugh
[00:43:17.620 --> 00:43:18.801]  On the grasshoppers.
[00:43:18.801 --> 00:43:22.024]  But the grasshoppers will still sing the tune if they can make money.
[00:43:22.024 --> 00:43:28.731]  But maybe you don't have a Hollywood mansion where you can drop another million dollars to turn your home theater into a radiation-proof bunker.
[00:43:28.731 --> 00:43:33.215]  There are still very effective, low-tech, low-cost things you can do to prepare.
[00:43:33.215 --> 00:43:40.642]  In fact, even realizing that there's a need to prepare and doing anything to act on that realization increases your chances of survival.
[00:43:40.982 --> 00:43:49.452]  Things that you do to prepare for an Armageddon scenario will help you to weather storms, to absorb an economic shock, or to protect you from home invasion.
[00:43:49.452 --> 00:43:55.440]  Prepare for the worst-case scenario while you educate yourself and others and work for the best-case scenario.
[00:43:55.440 --> 00:43:58.323]  Get more information at InfoWars.com.
[00:43:58.323 --> 00:43:58.864]  I'm David Knight.
[00:44:00.242 --> 00:44:04.944]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:44:04.944 --> 00:44:15.368]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:44:16.268 --> 00:44:21.093]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:44:21.093 --> 00:44:29.480]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:44:29.480 --> 00:44:37.206]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:44:37.206 --> 00:44:39.168]  Wake up refreshed and take on the day.
[00:44:39.628 --> 00:44:47.577]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:44:47.577 --> 00:44:51.261]  Get the sleep you deserve and experience the power of knockout.
[00:44:51.261 --> 00:44:55.625]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:44:55.625 --> 00:44:57.067]  That's InfoWarsLife.com
[00:45:00.279 --> 00:45:09.383]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:45:09.383 --> 00:45:17.767]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:45:17.767 --> 00:45:22.649]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:45:22.649 --> 00:45:26.310]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[00:45:27.551 --> 00:45:28.311]  We're good to go.
[00:45:51.497 --> 00:45:57.781]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:45:57.781 --> 00:46:00.423]  Available at Infowarslife.com.
[00:46:00.423 --> 00:46:06.687]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[00:46:06.687 --> 00:46:11.050]  This powerful combo is perfect for supporting your thyroid and health.
[00:46:11.050 --> 00:46:18.335]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[00:46:18.335 --> 00:46:20.537]  Our super high quality nascent iodine
[00:46:20.757 --> 00:46:26.964]  is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[00:46:26.964 --> 00:46:34.732]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue, and organ in the body.
[00:46:34.732 --> 00:46:41.660]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain, and overall brain fog.
[00:46:42.020 --> 00:46:48.242]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[00:46:48.242 --> 00:46:52.063]  Take control of your chemistry today with this super combo.
[00:46:52.063 --> 00:47:02.826]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com.
[00:47:02.826 --> 00:47:05.507]  You're listening to the Alex Jones Show!
[00:47:15.055 --> 00:47:17.101]  We are on the march.
[00:47:17.101 --> 00:47:20.148]  The Empire is on the run.
[00:47:20.148 --> 00:47:23.697]  Alex Jones and the GCN Radio Network.
[00:47:51.476 --> 00:47:59.739]  Corey Langdon is a well-known, we've checked her profile, taxi driver for decades in Las Vegas.
[00:47:59.739 --> 00:48:01.900]  And I've watched dozens of these.
[00:48:01.900 --> 00:48:03.441]  It's not just her.
[00:48:03.441 --> 00:48:09.624]  It's people a mile away at other hotels saying, yeah, there's glass everywhere, shell casings, they shot these men.
[00:48:10.464 --> 00:48:10.524]  I'm
[00:48:27.594 --> 00:48:34.981]  The police here in Austin sometimes will have a shooting on 2nd Street, that's the lead area, and those letters say it happened down on 11th Street.
[00:48:34.981 --> 00:48:39.946]  And look, I know they don't want to panic people, but it's just incredible.
[00:48:39.946 --> 00:48:50.215]  Craig Sawyer is our guest, a former high-level operator with the Navy SEALs, hosts history and discovery channel television shows like Top Shot, he's one of the top ballistics experts out there.
[00:48:50.996 --> 00:48:53.077]  Tacticalinsider.com.
[00:48:53.077 --> 00:48:59.779]  He's also doing Vets4ChildRescue.org and really doing a great job with documentaries that are coming out soon on that front.
[00:48:59.779 --> 00:49:05.761]  We're not going to talk about that and let the bad guys know when Craig's about to be showing up at their doorstep here.
[00:49:05.761 --> 00:49:13.923]  So before I go any further, let's just get into any other points you'd like to make before I play this video, Craig.
[00:49:13.923 --> 00:49:19.145]  Well, as far as the bona fides go, moving forward on the ballistics, Alex, I'm a
[00:49:20.265 --> 00:49:26.950]  I'm a ballistics expert for capital murder cases, so I testify on hardcore big-time cases with that.
[00:49:26.950 --> 00:49:30.373]  So that's even more than the television credentials.
[00:49:30.373 --> 00:49:32.535]  I'd lean on that a little bit to paint the picture.
[00:49:32.535 --> 00:49:38.319]  And that's why I'm hesitant to say absolutely this or that until I've gone through personally the forensic evidence.
[00:49:38.319 --> 00:49:41.141]  I just, during the break, I talked to a friend of mine that does the audio.
