[00:00:09.224 --> 00:00:11.286]  The Alex Jones Show.
[01:07:16.144 --> 01:07:26.469]  Vitamin Mineral Fusion Drink Mix at Infowarslife.com is loaded with a full month's supply of essential vitamins, minerals, and amino acids that your body absolutely needs.
[01:07:26.809 --> 01:07:34.353]  In the history of Infowarslife, we've brought out a lot of amazing products like Survival Shield X2, Super Metal Vitality, and so many others.
[01:07:34.633 --> 01:07:40.056]  With its unique delivery system and proprietary manufacturing process designed for maximized effects.
[01:07:40.396 --> 01:07:44.598]  This formula is the platinum standard of multivitamin mineral products.
[01:07:44.838 --> 01:07:46.778]  And this part is most important.
[01:07:46.878 --> 01:07:53.661]  The ingredients in Vitamin Mineral Fusion are either plant-derived or of the highest quality lab standard.
[01:07:53.701 --> 01:07:54.801]  That means it's clean.
[01:07:55.121 --> 01:07:56.062]  That means it's pure.
[01:07:56.262 --> 01:07:59.023]  And rest secured, you're finding the tip of the spear in the Infowar.
[01:07:59.163 --> 01:08:01.744]  That's Infowarswives.com and Vitamin Mineral Fusion.
[01:08:01.944 --> 01:08:03.625]  Take action now before we sell out.
[01:08:06.966 --> 01:08:09.487]  You're listening to the Alex Jones Show.
[01:08:12.290 --> 01:08:13.931]  That's what happened with Trump.
[01:08:39.853 --> 01:08:45.296]  You know, we should probably come out of the bottom of the hour break with I Saw the Light.
[01:08:55.287 --> 01:09:10.443]  Because devastating the carbon tax, pulling out of the climate accords, devastating the TPP, a decade in secret negotiation, the crown effusing the Asian Union, the American Union, and the European Union together, was the trilateral Rockefeller plan.
[01:09:11.544 --> 01:09:18.332]  And to have all this collapsing the year David Rockefeller dies, and Brzezinski, it's all the stuff of legend.
[01:09:20.990 --> 01:09:22.692]  And history does repeat, it also rhymes.
[01:09:23.213 --> 01:09:29.380]  Doug Hagman's riding shotgun with us, great analyst, great reporter, law enforcement trainer, famous private detective, researcher.
[01:09:29.920 --> 01:09:35.627]  He's the guy that came on first, day before Eric Prince at Breitbart, and I'm very proud of the great work of Mr. Prince.
[01:09:36.027 --> 01:09:38.230]  Don't like what his sister does in the government so much, but whatever.
[01:09:38.250 --> 01:09:40.272]  Trying to start World War III with the Russians, but...
[01:09:41.109 --> 01:09:47.171]  Release the fact that Wiener was involved reportedly procuring young women and sexting them.
[01:09:47.231 --> 01:09:53.692]  And of course, Pacman had the photos, even got from, let's just say, some folks there in the area, law enforcement.
[01:09:54.273 --> 01:09:54.853]  We broke that.
[01:09:55.873 --> 01:09:59.014]  So CNN, New York Times, Washington Post, they panicked.
[01:09:59.957 --> 01:10:00.678]  They go, what do we do?
[01:10:00.778 --> 01:10:03.021]  Well, Podesta and all of them go to this pizza place.
[01:10:03.401 --> 01:10:04.923]  David Brock's former boyfriend's there.
[01:10:05.143 --> 01:10:06.345]  They have had fundraisers there.
[01:10:06.826 --> 01:10:08.007]  Let's go get on Reddit.
[01:10:08.187 --> 01:10:10.530]  Let's put a few seeds nobody was covering.
[01:10:10.770 --> 01:10:13.113]  Then have the news say, oh, it's not New York.
[01:10:13.414 --> 01:10:14.115]  It's not all this.
[01:10:14.275 --> 01:10:14.816]  It's this.
[01:10:17.745 --> 01:10:22.567]  And they focused in on the pizza place and then said that I said Hillary was killing kids in the basement, something I never said.
[01:10:22.827 --> 01:10:23.907]  And I went, that's a trap!
[01:10:24.287 --> 01:10:25.688]  That's a diversion from all the real stuff.
[01:10:25.908 --> 01:10:28.469]  Then they go, oh, I made the story up and then I backed off.
[01:10:28.509 --> 01:10:29.249]  No, that's not what I said.
[01:10:29.529 --> 01:10:30.810]  That's why they're fake news, folks.
[01:10:30.910 --> 01:10:33.571]  I smelled their fake news from a trillion miles away.
[01:10:33.831 --> 01:10:38.672]  And they took the fact that I diverted everybody from their lie back to the truth.
[01:10:40.853 --> 01:10:42.894]  They take that as if I capitulated.
[01:10:44.093 --> 01:10:52.883]  No, I simply pointed out to my crew and everybody else, a month before they accused me of being the progenitor of it, of saying this is a honeypot, this is a decoy, this is a distraction.
[01:10:55.005 --> 01:10:58.669]  So again, ladies and gentlemen, I don't claim to have all the answers, but I can smell this stuff.
[01:10:58.869 --> 01:11:01.372]  The problem is there's so much happening, I can't keep track of it anymore.
[01:11:02.453 --> 01:11:04.015]  But I told folks about a month ago,
[01:11:08.840 --> 01:11:09.601]  I'm not going to get into that.
[01:11:10.942 --> 01:11:14.926]  The point is, is that the gloves have been taken off and finally the President's listening to that.
[01:11:15.707 --> 01:11:18.610]  And the gloves are about to get taken off big time like we told you over a month ago.
[01:11:18.970 --> 01:11:20.752]  You're going to be very, very pleased.
[01:11:22.110 --> 01:11:23.532]  By the way, it's time to get Cernovich on.
[01:11:23.552 --> 01:11:27.516]  He had to wait a few days before he released his info from his sources very high up in the White House.
[01:11:27.876 --> 01:11:29.758]  He said get back with him on Tuesday.
[01:11:29.778 --> 01:11:31.260]  I guess today's Wednesday.
[01:11:31.661 --> 01:11:33.923]  Feels like Tuesday because I took off part of the day yesterday.
[01:11:35.144 --> 01:11:38.388]  My vacations are just coming up here and working on other stuff, not being on air.
[01:11:38.408 --> 01:11:39.850]  I don't really want to be on air.
[01:11:41.158 --> 01:11:50.205]  But Sternovich is doing the fourth hour today, I'm told, and so he's going to have that big breaking exclusive news for you from his sources, which dovetail with mine beautifully.
[01:11:50.505 --> 01:11:54.048]  We'll be talking to Doug Hagman here in just a moment, but first let me get to these because I said I would.
[01:11:57.670 --> 01:12:03.895]  This is a Playboy reporter of that joke failed publication.
[01:12:07.150 --> 01:12:10.931]  It got so liberal it said it would no longer even have women scantily clad in it.
[01:12:10.951 --> 01:12:12.052]  That's the new level of liberalism.
[01:12:13.032 --> 01:12:14.693]  Come on, you're inflaming everybody.
[01:12:14.733 --> 01:12:19.635]  Playboy White House reported blast Trump spokeswoman in clash over CNN's retracted fake news story.
[01:12:19.875 --> 01:12:20.775]  They did retract.
[01:12:20.915 --> 01:12:21.575]  It is fake.
[01:12:21.756 --> 01:12:23.056]  They're being sued for $100 million.
[01:12:23.296 --> 01:12:24.657]  It's Scaramucci in the White House.
[01:12:24.717 --> 01:12:25.517]  It's all fraud.
[01:12:28.678 --> 01:12:29.959]  I talked to the White House about this.
[01:12:31.172 --> 01:12:41.880]  Six months ago, when the president was first getting in office, and they said, yeah, they want Scaramucci out because he was at Davos, the president sent him, and Russians walked over at the bar and shook his hand.
[01:12:42.220 --> 01:12:44.382]  And of course, the CIA's there taking pictures.
[01:12:44.442 --> 01:12:45.303]  That's their big proof.
[01:12:45.563 --> 01:12:48.105]  And then CNN, you know, that stuff nobody knows what I just released.
[01:12:48.485 --> 01:12:53.049]  That's CNN then completely just running rampant with all this insanity.
[01:12:53.752 --> 01:12:55.032]  Trying to put somebody in prison!
[01:12:55.672 --> 01:12:58.633]  Because they're at a multinational corporate diplomatic function.
[01:12:59.193 --> 01:13:01.574]  But imagine, this is all out, and they're like, how dare you!
[01:13:01.834 --> 01:13:02.894]  You're inflaming things!
[01:13:02.914 --> 01:13:18.998]  Yeah, you want war with Russia, you want to bring the radical Muslims in, you want race war, you say kill the cops, all this social distortion, and then Trump simply says you're fake news, and then it's his fault, and some squawking, tantrum-throwing playboy reporter throws a fit.
[01:13:19.038 --> 01:13:19.558]  Here's the clip.
[01:13:20.615 --> 01:13:24.537]  If we make the slightest mistake, the slightest word is off.
[01:13:25.057 --> 01:13:30.480]  It is just an absolute tirade from a lot of people in this room.
[01:13:30.940 --> 01:13:40.125]  But news outlets get to go on day after day and cite unnamed sources, use stories without sources.
[01:13:41.406 --> 01:13:46.649]  You mentioned the Scaramucci story where they had to have reporters resign.
[01:13:47.529 --> 01:13:50.491]  You're inflating everybody right here, right now with those words.
[01:13:51.012 --> 01:13:53.153]  This administration has done that as well.
[01:13:53.454 --> 01:13:54.575]  Why in the name of heavens?
[01:13:55.175 --> 01:13:57.417]  Any one of us, right, are replaceable.
[01:13:57.717 --> 01:14:03.962]  And any one of us, if we don't get it right, the audience has the opportunity to turn the channel or not read us.
[01:14:04.682 --> 01:14:07.304]  You have been elected to serve for four years at least.
[01:14:07.405 --> 01:14:08.966]  There's no option other than that.
[01:14:09.426 --> 01:14:11.148]  We're here to ask you questions.
[01:14:11.208 --> 01:14:12.629]  You're here to provide the answers.
[01:14:12.669 --> 01:14:21.457]  And what you just did is inflammatory to people all over the country who look at it and say, see, once again, the president's right and everybody else out here is fake media.
[01:14:21.657 --> 01:14:24.359]  And everybody in this room is only trying to do their job.
[01:14:24.480 --> 01:14:24.860]  Imposter.
[01:14:26.768 --> 01:14:31.650]  You've got Acosta and others that admittedly say Trump didn't visit Scalise in the hospital.
[01:14:31.670 --> 01:14:33.150]  All these other fake stories constantly.
[01:14:33.750 --> 01:14:35.091]  So this is how they turn the tables.
[01:14:35.791 --> 01:14:36.951]  They've been caught lying.
[01:14:36.991 --> 01:14:37.771]  They're being sued.
[01:14:37.811 --> 01:14:38.572]  It's all coming out.
[01:14:38.612 --> 01:14:39.372]  They're having to admit it.
[01:14:39.572 --> 01:14:42.933]  They're on video saying we put out fake news about Russia to destroy Trump.
[01:14:42.973 --> 01:14:43.673]  They're caught!
[01:14:43.873 --> 01:14:45.234]  They're top producers on tape.
[01:14:45.534 --> 01:14:48.495]  There's resignations, firings, CNN's collapsing.
[01:14:50.455 --> 01:14:52.976]  This guy gets up bitching and complaining.
[01:14:54.127 --> 01:14:57.528]  Like Trump did something with a big piece of gum in his mouth.
[01:14:57.968 --> 01:14:59.709]  Talk about a hack loon!
[01:14:59.729 --> 01:15:02.450]  They'll probably make him the head of CNN now.
[01:15:03.090 --> 01:15:03.491]  Ha ha!
[01:15:03.651 --> 01:15:04.431]  Here, hear me.
[01:15:04.591 --> 01:15:05.351]  Let's finish the clip.
[01:15:05.371 --> 01:15:05.731]  Here it is.
[01:15:06.872 --> 01:15:08.272]  I disagree completely.
[01:15:08.332 --> 01:15:14.855]  First of all, I think if anything has been inflamed, it's the dishonesty that often takes place by the news media.
[01:15:15.195 --> 01:15:22.618]  And I think it is outrageous for you to accuse me of inflaming a story when I was simply trying to respond to his question.
[01:15:23.956 --> 01:15:28.897]  I've got more clips coming up as he rides shotgun with us, Doug Hagman of the Hagman Report, hagmanandhagman.com.
[01:15:29.638 --> 01:15:33.178]  I always, you know, get you on and throw out all these issues, but what do you want to tackle first?
[01:15:33.499 --> 01:15:35.299]  What's on your radar screen, Mr. Hagman?
[01:15:35.879 --> 01:15:39.220]  Well, hey, thanks, Alex, for having me on after seeing that.
[01:15:39.340 --> 01:15:43.621]  Perhaps I might have to ask Jim if he wants some cheese with his wine.
[01:15:43.641 --> 01:15:48.162]  You know, it's just ridiculous at its face.
[01:15:48.182 --> 01:15:51.003]  That whole situation was ridiculous, but the bottom line,
[01:15:52.244 --> 01:15:59.531]  What I found here is that sometimes we get lost in all of the minutiae of what we talk about on a day-to-day basis.
[01:15:59.591 --> 01:16:08.180]  And sometimes we have to, at least in my view, take a step back and understand really how we got here, who the players are, and where we are going.
[01:16:08.240 --> 01:16:13.725]  And I think that's kind of what I'd like to do, just kind of give a brief recap, but also let you know that
[01:16:14.987 --> 01:16:26.897]  Obviously, Circuit News and others had come out with the verification that Andrew McCabe is under three separate investigations by the Senate and Department of Justice Inspector General's Office.
[01:16:27.538 --> 01:16:34.784]  And I think this is key, because as we look at what's taking place inside the Beltway, we got McCabe under investigation.
[01:16:34.804 --> 01:16:36.966]  Again, three separate investigations.
[01:16:37.346 --> 01:16:41.330]  You've got, as Matt Bracken, a friend of your program,
[01:16:42.451 --> 01:16:52.519]  As stated last night in our show, three swamp lawyers in the form of Mueller, Comey, and McCabe under the gun right now.
[01:16:52.559 --> 01:17:08.173]  We're really facing the wrath of the Trump investigations under the Trump DOJ, which I think is going to be, according to my sources right now, is going to be, the tables are going to be turning against these swamp rats, against these swamp lawyers.
[01:17:09.234 --> 01:17:13.697]  And Mueller could very well find himself on the chopping block.
[01:17:13.797 --> 01:17:15.298]  This is the news I'm getting right now.
[01:17:15.558 --> 01:17:23.243]  Regardless of the optics that might have, the Nixonian references and such, it could very well be where McCabe or Mueller could be.
[01:17:23.784 --> 01:17:25.905]  Yeah, Trump's no Nixon.
[01:17:26.125 --> 01:17:28.827]  The mainstream media was dominant in the 1970s.
[01:17:28.867 --> 01:17:31.069]  They are the enemy and hated right now.
[01:17:31.109 --> 01:17:32.270]  They are worse than garbage.
[01:17:32.930 --> 01:17:33.830]  Indeed, yeah, yeah.
[01:17:33.870 --> 01:17:37.811]  So, you know, and we're also looking at kind of lining up the players.
[01:17:38.112 --> 01:17:39.952]  Everything right now is opposition research.
[01:17:39.972 --> 01:17:57.237]  And by the way, I came across your name in the unmasking the intelligence here of late, or not of late, but, and I think you can, you might want to verify this with Mike Cernovich when he comes on, that people close to Obama had the authorization to unmask intelligence reports.
[01:17:58.017 --> 01:18:00.318]  Susan Rice, John Brennan, and Loretta Lynch
[01:18:01.255 --> 01:18:19.801]  And along with that, the surveillance of, at the same time, or approximately the same time, the surveillance on key Trump allies, ranging from General Flynn to Eric Rentz to Sean Hannity, also included InfoWars, yourself, and others in the media.
[01:18:19.841 --> 01:18:24.523]  So, Brennan was the one who ordered Susan Rice to unmask
[01:18:25.263 --> 01:18:25.624]  No, we're good.
[01:18:37.686 --> 01:18:44.991]  The author of the Trump dossier and of course the company that hired, it was hired to dig up dirt on Mitt Romney back in 2012.
[01:18:46.812 --> 01:18:56.499]  In 2015 hired to investigate Planned Parenthood and then of course the author of the Trump dossier and the GPS, Fusion GPS was founded in 2009 by three Wall Street Journal reporters.
[01:18:57.139 --> 01:19:00.522]  One with direct connections to the Hillary Rodham Clinton campaign.
[01:19:01.543 --> 01:19:09.312]  I think that we were looking at the opposition research there, along with CrowdStrike, and how they figured... And again, what they do is they make up pure, whole cloth baloney.
[01:19:09.772 --> 01:19:10.793]  They don't actually do research.
[01:19:11.539 --> 01:19:12.420]  No, exactly.
[01:19:12.440 --> 01:19:14.241]  And this is what we're seeing.
[01:19:15.262 --> 01:19:24.290]  We're seeing the flaying of this opposition research material, much like the much discredited Trump dossier.
[01:19:24.330 --> 01:19:34.879]  Now we're seeing a lot of their investigative work product, investigative in quotes, coming out and being totally false, and provably false, and proven to be false.
[01:19:35.439 --> 01:19:37.280]  Now we're seeing the blowback from this.
[01:19:37.640 --> 01:19:53.808]  And all of this, you know, the view from that cruising altitude, Alex, when you look at things, you can see how the moving parts, whether it's the Seth Rich homicide, the Pettigate story, as you had mentioned, the surveillance, the unmasking, they're all working together.
[01:19:54.628 --> 01:19:56.569]  Then let's look at big picture when we come back.
[01:19:56.649 --> 01:20:00.951]  Do you concur that they're in full panic mode and in retreat, but are planning counterstrikes?
[01:20:01.332 --> 01:20:02.912]  We'll talk to Mr. Hagman straight ahead.
[01:20:14.963 --> 01:20:27.068]  For more than 6,000 years of recorded human history, historians, chroniclers of their time, have all agreed on one great thing.
[01:20:28.389 --> 01:20:43.915]  And it's that there are critical times in history where more happens in just a few years to change the future destiny of humanity's trajectory that happened in the previous hundred.
[01:20:44.861 --> 01:20:58.451]  And with all of the advanced technology, with all of the incredible innovations that limited free market civilization has developed, we're seeing an acceleration of that great turning.
[01:20:59.532 --> 01:21:06.477]  We are approaching a mass jump point, tipping point, decision point.
[01:21:07.369 --> 01:21:10.250]  That our species has never even imagined.
[01:21:11.091 --> 01:21:18.774]  Ladies and gentlemen, the equations that gave us atomic weapons and nuclear power were developed by Max Planck in 1900.
[01:21:20.235 --> 01:21:28.478]  That vision was then manifest in 1945, when two atomic bombs were dropped on Hiroshima and Nagasaki, Japan.
[01:21:29.279 --> 01:21:33.560]  That's 1900 quantum mechanics in the human mind.
[01:21:34.661 --> 01:21:36.622]  Theoretical, then put into action.
[01:21:37.677 --> 01:21:51.820]  Today, the elites of the globe have been in consensus, from China to Europe to the United States, that they were going to hoard all the advanced technologies and keep them back from the American people, from the people of the world.
[01:21:52.340 --> 01:22:02.282]  But President Trump, in his inaugural speech, foreshadowed the fact that we are about to discover the secrets of the universe together.
[01:22:03.282 --> 01:22:06.083]  And that's because many of the secrets have already been discovered.
[01:22:07.901 --> 01:22:10.062]  And many others have been discovered and suppressed.
[01:22:11.062 --> 01:22:15.304]  And that simple, basic fact is why the globalists hate Trump.
[01:22:15.684 --> 01:22:16.585]  It's why they hate me.
[01:22:16.865 --> 01:22:17.745]  It's why they hate you.
[01:22:18.025 --> 01:22:20.787]  Because you innately have the spark of the universe in you.
[01:22:21.007 --> 01:22:26.889]  As Mahatma Gandhi said, each of us has the sea of the universe within our heart, within our soul.
[01:22:27.430 --> 01:22:32.632]  To celebrate our comeback, to celebrate the fact that our republic is coming back from the dead,
[01:22:33.587 --> 01:22:37.751]  I'm going to extend the 4th of July specials throughout the month of July.
[01:22:37.771 --> 01:22:41.134]  Now to be clear, the free shipping will continue.
[01:22:41.555 --> 01:22:47.620]  A lot of these products like X2, Supermail, Lung Cleanse, Selenium and others are very close to selling out.
[01:22:48.141 --> 01:22:55.227]  But when those sell out, I will continue to discount all the other major nutraceuticals and products
[01:22:56.109 --> 01:22:57.890]  Between 20 and 30 percent.
[01:22:57.930 --> 01:23:04.154]  In fact, some of the discounts are as high as 40 percent on some of the Enbridge Essentials, so we're going to continue those as well.
[01:23:04.815 --> 01:23:10.478]  Until they sell out, while supplies last, the lowest discounts are 10 percent.
[01:23:11.339 --> 01:23:16.722]  The highest discounts are 40 percent to celebrate the victories we've had against the Globalist.
[01:23:17.002 --> 01:23:19.704]  That's Infowarslife.com, Infowarsstore.com, or 888-253-3139.
[01:23:19.724 --> 01:23:21.966]  Undoubtedly, this is going to be the most intense
[01:23:26.678 --> 01:23:38.506]  Long lasting sale in the history of Infowars because right now, the quickening, the acceleration of awakening, the spiritual unlocking is white hot.
[01:23:38.907 --> 01:23:45.111]  And I am just honored to be here with you all together because as one caller said, we're not just the tip of the spear.
[01:23:45.611 --> 01:23:52.276]  This audience of patriots of every race, color, and creed who bleed red blood and want to be free are the sword of truth.
[01:23:52.817 --> 01:23:54.618]  And I am humbled to be associated with you all.
[01:24:12.321 --> 01:24:18.025]  Everybody knows that I won't put a good face on things unless it's really good stuff happening, and the whole world's waking up.
[01:24:18.866 --> 01:24:23.650]  Coming up in the next segment, I'm going to play some video and get Mr. Hagman's take on it.
[01:24:23.750 --> 01:24:25.191]  It's HagmanReport.com.
[01:24:25.471 --> 01:24:26.692]  The name of the show is Hagman & Hagman.
[01:24:26.712 --> 01:24:29.174]  He does it with his son, but the website's HagmanReport.com.
[01:24:29.614 --> 01:24:30.955]  Our site's InfoWars.com.
[01:24:30.995 --> 01:24:38.021]  And don't ever underestimate the power of you, the listeners and viewers, taking action, tweeting InfoWars.com.
[01:24:38.641 --> 01:24:39.341]  Facebooking it.
[01:24:40.222 --> 01:24:43.903]  Facebooking and tweeting the local radio station that you're listening to.
[01:24:45.444 --> 01:24:49.266]  Telling folks at the grocery store about that local AM station or FM station you're listening to.
[01:24:49.666 --> 01:24:52.067]  Tell folks about HagmanReport.com.
[01:24:52.487 --> 01:24:53.308]  This is a war.
[01:24:53.388 --> 01:24:57.230]  They've got artificial intelligence, they've got computers, but people are seeing through it.
[01:24:57.610 --> 01:24:59.771]  Humans shine when they're under attack.
[01:25:01.471 --> 01:25:04.934]  And just because a lot of people are liberal zombies doesn't mean they can't be woken up.
[01:25:05.615 --> 01:25:11.380]  I agree they're saying kill us and a lot of them are horrible people, but maybe one out of a hundred liberals is actually a brain bug.
[01:25:11.701 --> 01:25:13.522]  One that knows they're evil and knows what they're doing.
[01:25:13.923 --> 01:25:19.428]  Most of them are arrested development mental patients, and I say that lovingly, but they have to admit that they're in a cult.
[01:25:19.708 --> 01:25:22.291]  We'll talk about that with Doug Hagman coming up in this short segment, Doug.
[01:25:24.073 --> 01:25:35.061]  Give me the 30,000-foot view, then give me the 5,000-foot view, then give me the on-the-ground view from, I know you've got amazing sources, the state police in both New York and in New Jersey with their great intel, and also the FBI.
[01:25:36.022 --> 01:25:45.049]  But the word I've got is the entire intelligence agencies, the government, everything, knows that the globalists were going to try to kill the country, knows they were going to try to basically merge us with Islam.
[01:25:45.749 --> 01:25:52.412]  Understood how horrible the endgame was, and a lot of these folks aren't perfect, they just aren't signing on to the end of prosperity.
[01:25:52.452 --> 01:25:59.476]  I think the globalist's biggest failure is they want to sell austerity, and the average person implementing it is going to end up poor too.
[01:25:59.776 --> 01:26:01.537]  Why would anybody get on board with this?
[01:26:03.255 --> 01:26:30.095]  Well, it's that thought that hey, it's not gonna affect me, you know I've got mine too bad for you kind of thing kind of mentality and I think that That's the the big lie that we're being fed or the American people are being fed When you asked about the larger view, I would say this the closer that we are all getting you're getting Everyone is getting to the truth with respect to really what the war against Donald Trump the war against
[01:26:30.775 --> 01:26:36.560]  The people who care about this country... Why is the deep state so scared?
[01:26:36.660 --> 01:26:37.581]  What do they have buried?
[01:26:38.251 --> 01:26:40.292]  Well, there's a lot of things.
[01:26:40.633 --> 01:26:50.819]  One of the golden threads is the, and I'll bring this up, it's uncomfortable to talk about, it is the human and child sex trade.
[01:26:50.839 --> 01:27:02.006]  It is huge when you take a look at it, given the fact that there are rat lines all across Northern Africa, into Saudi Arabia, into Europe and such.
[01:27:04.347 --> 01:27:10.050]  You've got drugs, money, all these route lines, but the currency right now... Sybil Edmonds of the FBI exposed all that.
[01:27:10.070 --> 01:27:12.452]  She said, my God, it's child trafficking, everything.
[01:27:13.012 --> 01:27:15.733]  Yeah, and that's kind of the currency of the elite.
[01:27:16.574 --> 01:27:20.576]  That's kind of what the, that's the golden thread that runs through all of this.
[01:27:20.596 --> 01:27:22.417]  It used to be art and gold, now it's children.
[01:27:23.261 --> 01:27:24.342]  And unfortunately it is.
[01:27:24.642 --> 01:27:32.345]  And that, you know, the emails that were discussed about Podesta and such, all part of this.
[01:27:32.445 --> 01:27:37.667]  But when we get too close to this, and we've seen this happen, you get too close to this, what's the blowback?
[01:27:37.707 --> 01:27:40.448]  The blowback is going to be on an international level.
[01:27:40.928 --> 01:27:47.790]  I do believe in the crosshairs, and I think this is going to, based on my sources, a couple of sources within D.C.
[01:27:48.271 --> 01:27:51.552]  saying, look, we push too hard on this, or they push too hard on this.
[01:27:52.392 --> 01:27:53.894]  You're going to see something happen in Syria.
[01:27:53.934 --> 01:27:58.497]  You're going to see an international incident, a false flag taken in Syria, and an engagement with Russia.
[01:27:58.517 --> 01:27:59.778]  That's what I said yesterday.
[01:28:00.199 --> 01:28:03.602]  The final kill switch they've got, the dead man switch, is World War III.
[01:28:03.902 --> 01:28:09.927]  Just like the EU, they're trying to get out of it 10 years ago, and the EU minister said, we will start a war if you don't do this.
[01:28:11.143 --> 01:28:11.644]  Exactly.
[01:28:11.984 --> 01:28:19.869]  And it's better to deflect with an international conflict or a war than to be exposed domestically here.
[01:28:20.009 --> 01:28:22.810]  So take it international when we're in trouble domestically.
[01:28:22.830 --> 01:28:24.291]  And I think that's what we're seeing right now.
[01:28:24.732 --> 01:28:25.972]  At least that's what I'm being told.
[01:28:26.032 --> 01:28:28.514]  And I think that when you take a look at the players here,
[01:28:29.114 --> 01:28:44.906]  And at the epicenter of this whole game, when you look down upon this and you see all the moving parts, you see the Hillary Clinton, the Bill Clinton Foundation, you see the same people that were in the Clinton White House, the opposition, doing opposition research for the Clinton White House, involved in Fusion GPS.
[01:28:44.947 --> 01:28:56.876]  You see the DNC, the same players in the DNC, involved in changing the vote counts and messing with the voter gerrymandering, we'll say.
[01:28:57.716 --> 01:29:00.718]  Then of course enters Seth Rich, the Seth Rich homicide.
[01:29:01.018 --> 01:29:02.419]  People get too close to that.
[01:29:04.460 --> 01:29:12.685]  We're looking at a number of possibilities, a number of different options by the globalists to shut up those people who want to uncover the truth.
[01:29:13.065 --> 01:29:17.788]  And the blowback is going to be severe to those of us who are trying to expose this.
[01:29:17.928 --> 01:29:22.871]  So the Empire Strikes Back is start a war, have hit teams kill some journalists to shut folks up?
[01:29:23.630 --> 01:29:24.451]  Oh, I have no doubt.
[01:29:25.232 --> 01:29:28.955]  Kill journalists or just make it so uncomfortable.
[01:29:29.275 --> 01:29:31.557]  They're already trying that though, I love it.
[01:29:32.178 --> 01:29:33.859]  Yeah, I agree with you.
[01:29:35.020 --> 01:29:38.343]  Because don't they get the universe is a two-way street?
[01:29:40.305 --> 01:29:43.968]  Well, I think there's that God complex in their heads.
[01:29:44.328 --> 01:29:46.870]  They literally believe that they can survive.
[01:29:46.910 --> 01:29:51.094]  What is it about psychopaths and pedophiles that they think they're invincible, even when you're strangling them?
[01:29:52.591 --> 01:29:55.580]  We're on the march, the empire's on the run.
[01:29:56.522 --> 01:29:59.210]  Alex Jones and the GCN Radio Network.
[01:30:04.175 --> 01:30:10.517]  To celebrate this July 4th, I want to ask everybody to redouble their efforts, to spread the word, and to take action against tyranny.
[01:30:10.977 --> 01:30:15.778]  We have store-wide free shipping at InfoWarsStore.com through July 4th.
[01:30:16.318 --> 01:30:21.419]  Deep Earth, Pure Iodine, X2, now back in stock, 30% off.
[01:30:21.779 --> 01:30:27.261]  Z-Shield, our newest product, out of the gates, 30% off, because it's so amazing and I want you to try it.
[01:30:27.421 --> 01:30:33.242]  So for myself, the InfoWars crew, and my family, I want to wish you all a wonderful 4th of July, and I want to thank you all for your support.
[01:30:34.440 --> 01:30:40.306]  InfoWars is proud to announce the CNN is Fake News contest, an expansion of the already successful CNN is ISIS contest.
[01:30:40.506 --> 01:30:42.028]  The contest is simple.
[01:30:42.248 --> 01:30:47.093]  $1,000 prize for anyone who's seen on TV with the CNN is Fake News sign or legible self-made t-shirt.
[01:30:47.273 --> 01:30:54.601]  $2,500 prize for anyone who's seen on TV with the CNN is Fake News sign or t-shirt and is also heard to say CNN is Fake News, InfoWars.com is real.
[01:30:54.741 --> 01:31:01.327]  You can also combine a CNN is fake news sign with one of our CNN is ISIS t-shirts available now at Infowarsstore.com.
[01:31:01.407 --> 01:31:11.297]  The intent of the contest is to encourage you, the listener, to realize that you have the power to save civilization from the criminal cabal controlling humanity in this fake news propaganda machine called CNN.
[01:31:11.477 --> 01:31:19.044]  The first thing to do is hammer the point to the public that CNN is fake news, which a CNN producer admitted on camera to James O'Keefe and Project Veritas.
[01:31:19.224 --> 01:31:29.154]  We need to come together and remind the world that CNN simply regurgitates globalist propaganda thought up by multinational think tanks that is then fed to the public to suppress individual thought and run humanity into a ditch.
[01:31:29.314 --> 01:31:32.658]  For more contest rules, visit InfoWars.com forward slash contest.
[01:31:32.778 --> 01:31:33.619]  This is Kit Daniels.
[01:31:35.060 --> 01:31:42.644]  It's more critical than ever to recommit to financially support the broadcast and to get great products back in exchange, a 360 win.
[01:31:42.905 --> 01:31:44.886]  Emrix Essentials Outdoor Special.
[01:31:45.146 --> 01:31:57.633]  We're talking our non-nano zinc high-powered sunscreen along with Emrix Essentials bug spray that's totally organic and natural and works way better than chemical brands I've personally used.
[01:31:57.933 --> 01:32:04.297]  Help fund this organization that you know has been successful fighting tyranny on every front.
[01:32:04.617 --> 01:32:09.199]  We have private labeled it, and it is the exact same product, just the name is different.
[01:32:09.379 --> 01:32:10.239]  Emmerich's Essentials.
[01:32:10.599 --> 01:32:12.500]  It's on average 20% off.
[01:32:12.780 --> 01:32:17.982]  On top of that, if you sign up for AutoShip, you get an additional 25% off.
[01:32:18.362 --> 01:32:22.163]  Emmerich's Essentials is all about personal care.
[01:32:22.604 --> 01:32:23.204]  Hygiene.
[01:32:23.524 --> 01:32:24.724]  Not getting skin cancer.
[01:32:25.205 --> 01:32:27.705]  Not getting bit by a bunch of bugs and mosquitoes.
[01:32:28.206 --> 01:32:29.126]  It's all there.
[01:32:29.446 --> 01:32:34.091]  Infowarslife.com, Infowarsstore.com, and you'll find Emmerich's Essentials.
