[00:00:07.065 --> 00:00:10.448]  Thursday, 27th.
[00:50:56.002 --> 00:50:56.522]  Well, it doesn't.
[00:50:56.522 --> 00:50:57.382]  Stay with us, we'll be right back.
[00:51:01.201 --> 00:51:06.764]  This is the story of the shaving company called Harry's, in an epic battle of David versus Goliath.
[00:51:06.764 --> 00:51:09.146]  In the early 1980s, a child was born.
[00:51:09.146 --> 00:51:10.066]  Two of them, actually.
[00:51:10.066 --> 00:51:12.147]  Their names were Jeff and Andy.
[00:51:12.147 --> 00:51:16.490]  Time went by, they developed facial hair, and one day, something happened.
[00:51:16.490 --> 00:51:18.591]  Andy got ripped off buying overpriced razors.
[00:51:19.071 --> 00:51:23.034]  So they decided to start their own shaving company and fix shaving once and for all.
[00:51:23.034 --> 00:51:31.921]  They hired the best designers, they bought a 95-year-old German blade factory, and they started selling high-quality razors online with no upcharging direct to customers.
[00:51:31.921 --> 00:51:34.263]  How did the overpriced razor company respond?
[00:51:34.263 --> 00:51:35.784]  By threatening to sue their pants off.
[00:51:36.304 --> 00:51:37.105]  Don't worry.
[00:51:37.105 --> 00:51:42.610]  Jeff and Andy have plenty of pants and a relentless dream to give all guys a great shave at a great price.
[00:51:42.610 --> 00:51:43.931]  Try Harry's free.
[00:51:43.931 --> 00:51:49.516]  They'll send you a razor with five German blades, foaming shave gel, and even a travel blade cover when you sign up.
[00:51:49.516 --> 00:51:50.517]  Just cover shipping.
[00:51:50.517 --> 00:51:53.460]  Plus, get a free post-shave balm at checkout with code 9797.
[00:51:53.460 --> 00:51:55.682]  That's harrys.com code 9797 to get your free trial set.
[00:52:00.706 --> 00:52:08.529]  I want to encourage all of you to remember how high the stakes really are right now in the battle for freedom and the information war is paramount.
[00:52:08.529 --> 00:52:19.993]  That's why it's more important than ever that you spread the word about InfoWars.com and send out the links so people can watch the free feeds and get the free podcast and download the free iPhone and Droid apps at InfoWars.com forward slash show.
[00:52:19.993 --> 00:52:24.595]  It is critical that we be able to email you when we're being cyber attacked or shut down.
[00:52:24.595 --> 00:52:28.336]  Sign up to get our email alerts at InfoWars.com forward slash newsletter.
[00:52:28.516 --> 00:52:33.257]  And finally, we have launched our new free app at InfoWars.com forward slash app.
[00:52:33.257 --> 00:52:35.358]  You can download it on iPhone and Droid.
[00:52:35.358 --> 00:52:42.780]  Once you've downloaded the free app at InfoWars.com forward slash app, you can then if you choose, pay $4.95 a month to get InfoWars Prime.
[00:52:42.780 --> 00:52:49.923]  We produce documentaries, special reports, live events, and so much more on a daily and weekly basis just for Prime members.
[00:52:49.923 --> 00:52:54.604]  We also have daily specials, sometimes as much as 50% off for members of InfoWars Prime.
[00:52:54.804 --> 00:53:00.049]  InfoWars has come a long way, and InfoWars Prime is just one more weapon in the fight for liberty.
[00:53:00.049 --> 00:53:07.055]  By now you know that wireless technology, like cell phones, do in fact pose dangers to the health and privacy of everyone.
[00:53:07.055 --> 00:53:11.999]  LockIt Pocket's wide range of products are unmatched in providing the protection you deserve.
[00:53:11.999 --> 00:53:14.101]  No scare tactics, just common sense.
[00:53:14.261 --> 00:53:20.871]  BlockItPocket.com offers quality American-made options to alleviate and eliminate these invisible dangers.
[00:53:20.871 --> 00:53:22.894]  Learn more at BlockItPocket.com or call 888-315-9618.
[00:53:22.894 --> 00:53:24.116]  BlockItPocket.com, enhancing health and privacy.
[00:53:29.784 --> 00:53:30.964]  Are you prepared to bug out?
[00:53:30.964 --> 00:53:39.006]  Infidel Body Armor and an Army Ranger have produced a high-speed DVD and book to show you how to drive in combat, patrol, and how to survive in combat.
[00:53:39.006 --> 00:53:41.086]  Skills you'll need when it hits the fan.
[00:53:41.086 --> 00:53:42.786]  Go to DrivenDVD.com.
[00:53:42.786 --> 00:53:44.807]  DrivenDVD.com.
[00:53:44.807 --> 00:53:50.187]  Advertising your business with GCN is simple, effective, and more affordable than you might think.
[00:53:50.187 --> 00:53:53.828]  Visit Advertise.GCNLive.com for more info.
[00:53:53.828 --> 00:53:55.768]  Take your business to the next level.
[00:53:55.768 --> 00:53:57.509]  That's Advertise.GCNLive.com.
[00:54:11.155 --> 00:54:12.536]  Welcome back to the Alex Jones Show.
[00:54:12.536 --> 00:54:13.197]  I'm David Knight.
[00:54:13.197 --> 00:54:21.163]  In our next segment, not in the next segment, but in the next hour, we're going to be talking to Bill Jasper from the New American.
[00:54:21.163 --> 00:54:22.404]  We're going to talk about free speech.
[00:54:22.404 --> 00:54:24.145]  We're going to talk about the UN.
[00:54:24.145 --> 00:54:25.706]  It's getting involved in free speech.
[00:54:25.706 --> 00:54:34.753]  And of course, I'm sure he's going to want to talk about the UN's involvement on Monday with President Trump and North Korea.
[00:54:34.753 --> 00:54:35.814]  Before we get back to the news,
[00:54:36.715 --> 00:54:41.961]  I just want to remind you that we have a limited supply of DNA Force coming to Infowarsstore.com.
[00:54:41.961 --> 00:54:44.724]  It's been sold out for months at Infowarsstore.com.
[00:54:44.724 --> 00:54:45.485]  It's very difficult.
[00:54:46.087 --> 00:54:53.172]  And expensive to do batches of DNA Force because of one of the key ingredients in it that is very unique.
[00:54:53.172 --> 00:54:55.134]  Bio-PQQ.
[00:54:55.134 --> 00:55:02.299]  And we have over 170 studies that you can take a look at at InfoWarsStore.com that will tell you about that.
[00:55:02.299 --> 00:55:04.060]  But it's got a lot of other things in it as well.
[00:55:04.060 --> 00:55:08.964]  CoQ10, systemic enzymes, Bio-PQQ, and many other things.
[00:55:08.964 --> 00:55:10.445]  Take a look at the reviews.
[00:55:10.445 --> 00:55:14.568]  Take a look at some of the research about what Bio-PQQ does for you.
[00:55:14.568 --> 00:55:14.989]  And of course,
[00:55:15.869 --> 00:55:24.211]  In a nutshell, if you think of your shoelaces and twist them like a DNA strand, you've got a cap on your shoelaces.
[00:55:24.211 --> 00:55:26.332]  On DNA, that's called a telomere.
[00:55:26.332 --> 00:55:33.274]  As that starts to erode naturally over time, the strand starts to unravel, just like your shoelaces would.
[00:55:33.274 --> 00:55:38.115]  So just like you've got a cap on your shoelaces to keep them from unraveling, you have the telomeres to do that.
[00:55:38.115 --> 00:55:42.457]  And you can actually, studies have looked at it, the life expectancy of someone can be
[00:55:43.877 --> 00:55:49.482]  Pretty much interpolated pretty accurately from looking at the length of their telomeres.
[00:55:49.482 --> 00:55:56.188]  So BioPQQ has had a lot of studies that show that has an effect on that in particular.
[00:55:56.188 --> 00:55:58.070]  But take a look at DNA Force.
[00:55:58.070 --> 00:56:04.355]  If you want to get on the list as it comes back in stock, you can now sign up for that because it's in such high demand.
[00:56:04.355 --> 00:56:09.339]  Again, DNA Force coming up again at InfoWarsStore.com and you can get on the list there.
[00:56:10.396 --> 00:56:12.601]  Okay, going back to where we just were.
[00:56:12.601 --> 00:56:14.926]  I mean, it's not just these insane genes.
[00:56:14.926 --> 00:56:15.829]  And I had Nico...
[00:56:16.886 --> 00:56:24.808]  Tell me on the earpiece here that Nordstrom's also been selling like a large rock that's wrapped in leather or in a leather pocket or something.
[00:56:24.808 --> 00:56:33.550]  They're selling these $425 jeans that are covered in fake mud and of course you can get a jacket that's covered in fake mud to look like you're really working or something.
[00:56:33.550 --> 00:56:34.871]  I don't really understand.
[00:56:34.871 --> 00:56:37.611]  They know what their market is.
[00:56:37.611 --> 00:56:40.452]  It seems like a total idiocracy in my opinion.
[00:56:40.452 --> 00:56:42.513]  But then of course, here's another part of idiocracy.
[00:56:42.513 --> 00:56:43.413]  We've got BMW.
[00:56:44.298 --> 00:56:46.102]  And of course they own many.
[00:56:46.102 --> 00:56:51.412]  They have successfully developed a car that will change colors based on the driver's mood.
[00:56:51.412 --> 00:56:54.999]  This is the silliness of our technology that's coming up.
[00:56:54.999 --> 00:56:55.821]  Nothing that's going to make it...
[00:56:57.375 --> 00:56:59.096]  Any safer, or working better.
[00:56:59.096 --> 00:57:00.697]  And this is the most amazing thing.
[00:57:00.697 --> 00:57:05.201]  These are the people who are working so hard to make sure that you're not even going to be driving your car.
[00:57:05.201 --> 00:57:07.602]  So who cares what your mood is inside?
[00:57:07.602 --> 00:57:15.728]  I mean, you know, if you wanted to know if somebody's got road rage and you could see that coming down the road, that might be a useful guide.
[00:57:15.728 --> 00:57:18.190]  But still, it's just, it's absolutely amazing.
[00:57:18.190 --> 00:57:19.631]  And yet we continue to see this.
[00:57:19.631 --> 00:57:25.415]  Ikea is laughing about the fact that they've got a bag that looks, that they sell for 99 cents, a tote bag.
[00:57:26.155 --> 00:57:34.902]  And a high fashion outlet has put one out that looks exactly like it, except for the IKEA name on the handle, for $2,145.
[00:57:34.902 --> 00:57:43.268]  So, by putting the IKEA label on the handle, they knock $2,144 off of that product.
[00:57:43.268 --> 00:57:45.170]  This is the idiocracy that we have.
[00:57:45.170 --> 00:57:54.597]  But then here, seriously folks, when we look at a story from Daily Mail talking about a military analyst who looked at the military parades that they had, and we've pointed out
[00:57:55.492 --> 00:57:58.754]  The rocket that had the bent nose cone on it.
[00:57:58.754 --> 00:58:04.957]  And one military expert looked at it and said, look, even their sunglasses are fake.
[00:58:04.957 --> 00:58:07.178]  But he said, these are fake guns.
[00:58:07.178 --> 00:58:08.498]  They don't have RPGs.
[00:58:08.498 --> 00:58:16.823]  And of course, part of the reason for that is they don't want any of those soldiers to fire an RPG at Kim Jong-un while he's watching their parade.
[00:58:16.823 --> 00:58:19.164]  But you also have to remember, just like we heard
[00:58:20.024 --> 00:58:21.825]  Uh, and wag the dog.
[00:58:21.825 --> 00:58:24.206]  We had Robert De Niro say, it's a pageant.
[00:58:24.206 --> 00:58:25.406]  It's just a pageant.
[00:58:25.406 --> 00:58:31.548]  You have to understand when they're showing all these videos about blowing up the White House, a lot of that is for internal consumption.
[00:58:31.548 --> 00:58:34.049]  They don't have the capability to do it.
[00:58:34.049 --> 00:58:37.370]  Let's not let them railroad us into a war.
[00:58:37.370 --> 00:58:38.891]  Not them, not our generals.
[00:58:38.891 --> 00:58:41.652]  Stay with us, we'll be right back.
[00:58:41.652 --> 00:58:42.992]  You are listening to GCN.
[00:58:42.992 --> 00:58:46.233]  Visit GCNlive.com today.
[00:58:51.468 --> 00:58:59.455]  Infowars has partnered with Defender Body Armor to bring you a new state-of-the-art line of advanced, highly tested body armor from InfowarsStore.com.
[00:58:59.455 --> 00:59:06.101]  Defender Body Armor is certified to protect against all handgun rounds and even armor-piercing FN 5.7 pistol rounds.
[00:59:06.101 --> 00:59:14.388]  The secret to Defender Body Armor is its proprietary processing technology that disperses more kinetic energy at a rate higher than any other traditional body armor.
[00:59:14.668 --> 00:59:23.698]  Using one of the strongest synthetic materials ever created, called Ultra High Molecular Weight Polyethylene, Defender Armor is also super compact and lightweight.
[00:59:23.698 --> 00:59:29.445]  There's a reason the Department of Defense chose Defender to manufacture their new line of advanced lightweight armor.
[00:59:29.765 --> 00:59:30.525]  It works.
[00:59:30.525 --> 00:59:38.867]  Defender Body Armor is made right here in America and has received the highest level ballistic resistance certification from an authorized NIJ ballistic laboratory.
[00:59:38.867 --> 00:59:48.730]  Defender Body Armor is now available through InfoWareStore.com so you can defend yourself, your family, and finance the InfoWare against the globalists all at the same time.
[00:59:48.730 --> 00:59:53.891]  A total 360 win.
[00:59:53.891 --> 00:59:56.552]  You're listening to the Alex Jones Show.
[01:00:15.425 --> 01:00:17.907]  Welcome back to the Alex Jones Show.
[01:00:17.907 --> 01:00:27.916]  In the next segment, we're going to be talking to William Jasper, the New American.
[01:00:27.916 --> 01:00:28.517]  We have an article of his
[01:00:36.098 --> 01:00:38.400]  News alternative, real and fake.
[01:00:38.400 --> 01:00:42.564]  He's going to be talking about the many ways in which we see censorship coming at us.
[01:00:42.564 --> 01:00:49.610]  And of course, we also want to talk to him about the new role for the United Nations that Donald Trump seems to envision.
[01:00:49.610 --> 01:00:54.254]  There's some very troubling comments that he made that I talked about last night on the Nightly News.
[01:00:55.054 --> 01:01:02.838]  Saying that the United Nations is underperforming, but he sees a very big future for it in the future.
[01:01:02.838 --> 01:01:10.222]  He thinks that they should be the ones to solve international conflicts, that they should impose solutions on different nations.
[01:01:10.222 --> 01:01:11.383]  That's a very different tact.
[01:01:12.506 --> 01:01:18.791]  When Donald Trump was campaigning and when he first took office, he was saying that the United Nations needed to be scaled back.
[01:01:18.791 --> 01:01:21.593]  That it was a globalist cabal working for the bankers.
[01:01:21.593 --> 01:01:23.435]  And he was absolutely right about that.
[01:01:23.435 --> 01:01:27.719]  Now, he is talking to the United Nations Security Council on Monday, interestingly,
[01:01:28.579 --> 01:01:38.884]  Before he talks to the Senate, before he talks to the House about what's going on in North Korea, is he getting permission from international agencies?
[01:01:38.884 --> 01:01:54.310]  As we saw Leon Panetta tell then-Senator Jeff Sessions, they said, we're going to talk to NATO, we're going to talk to the UN and our allies, and we'll make a decision about what we're going to do about conflicts around the world, and then we'll probably inform you.
[01:01:54.310 --> 01:01:55.191]  Probably inform you.
[01:01:55.791 --> 01:01:58.934]  So, he is informing them, maybe, of what they have already decided.
[01:01:58.934 --> 01:02:01.997]  I don't know, but the order is in reverse.
[01:02:03.311 --> 01:02:06.954]  It should be the decision of the American people and their elected representatives.
[01:02:06.954 --> 01:02:07.974]  They should declare war.
[01:02:07.974 --> 01:02:10.056]  They should declare what the strategy is.
[01:02:10.056 --> 01:02:11.717]  And then we should have them.
[01:02:11.717 --> 01:02:14.179]  There's that clip where they were going back and forth.
[01:02:14.179 --> 01:02:15.600]  A very famous clip that we've played.
[01:02:15.600 --> 01:02:17.361]  We don't have time to play that right now.
[01:02:17.361 --> 01:02:19.303]  But of course we also had some other movements.
[01:02:19.303 --> 01:02:21.124]  Yesterday we had Donald Trump.
[01:02:21.124 --> 01:02:23.806]  We're going to talk about this after the interviews.
[01:02:23.806 --> 01:02:25.748]  I want to talk about the tax cut.
[01:02:25.748 --> 01:02:27.929]  It's a very good tax cut plan.
[01:02:27.929 --> 01:02:31.332]  They had exactly what they had run on.
[01:02:32.366 --> 01:02:33.727]  Pretty much.
[01:02:33.727 --> 01:02:37.529]  And I think it's good that Donald Trump got out ahead of Paul Ryan.
[01:02:37.529 --> 01:02:41.551]  Because I think it was a big mistake to let Paul Ryan put together Obamacare.
[01:02:41.551 --> 01:02:44.473]  And we're still playing around with Obamacare.
[01:02:44.473 --> 01:02:49.196]  They're still beating up on the conservatives who want to get repeal.
[01:02:49.196 --> 01:02:51.437]  And it looks like the conservatives are now going to cave.
[01:02:51.437 --> 01:02:54.639]  They call the people who are opposing this, interestingly enough,
[01:02:55.339 --> 01:03:04.870]  Just like they call this Rothschild banker who's running for the presidency of France, Macron, they call these Republicans centrists.
[01:03:05.987 --> 01:03:07.888]  Why aren't they hardliners?
[01:03:07.888 --> 01:03:17.576]  Why aren't they people who refuse to do anything about this socialistic, fascist, and I'm talking about economic fascism, crony capitalism?
[01:03:17.576 --> 01:03:26.283]  This Obamacare system that we've got is both socialist in that it redistributes income from some people to other people for health care, for health insurance I should say.
[01:03:27.130 --> 01:03:38.985]  And it is also crony capitalism, economic fascism, and that it forces us to buy products from corporations, and it directly subsidizes those corporations.
[01:03:38.985 --> 01:03:39.525]  That's wrong.
[01:03:40.515 --> 01:03:46.678]  It's morally wrong, it's economically wrong, it's unconstitutional, and I don't care what the Supreme Court says.
[01:03:46.678 --> 01:03:57.722]  The Supreme Court has been on both sides of a lot of issues, including slavery, freedom of speech, many other things, and they are wrong on this issue, just like they're wrong on abortion.
[01:03:57.722 --> 01:04:01.264]  But they're obviously wrong about this, so we're obviously blackmailed.
[01:04:01.264 --> 01:04:04.025]  Why aren't these people being called radicals?
[01:04:04.025 --> 01:04:09.347]  Why aren't they being called obstructionists, these Republicans, who want to fight Obamacare repeal?
[01:04:10.424 --> 01:04:12.445]  Why are they being called hardliners?
[01:04:12.445 --> 01:04:13.625]  It's absolutely amazing to me.
[01:04:13.625 --> 01:04:21.007]  These are the people that Trump praised and then criticized the people who wanted to stand up for the campaign promises.
[01:04:21.007 --> 01:04:24.748]  So, Obamacare repeal has gone completely south.
[01:04:24.748 --> 01:04:30.169]  And interestingly enough, we've got California now going on to full socialism.
[01:04:30.169 --> 01:04:33.950]  California's single-payer health care bill passes the first committee test.
[01:04:35.049 --> 01:04:40.131]  And they say that Democrats and Republicans, however, have signaled unease.
[01:04:40.131 --> 01:04:43.312]  They said the major question is, how are they going to pay for it?
[01:04:43.312 --> 01:04:44.952]  Well, they don't have money to pay for it.
[01:04:44.952 --> 01:04:49.734]  They're talking about universal health care, and I'm talking about literally worldwide universal health care.
[01:04:49.734 --> 01:04:57.596]  They're going to give everything to people regardless of their legal immigration status, and they don't have any way to pay for it.
[01:04:57.596 --> 01:04:59.457]  This is the path to Venezuela.
[01:04:59.457 --> 01:04:59.837]  Stay with us.
[01:04:59.837 --> 01:05:00.417]  We'll be right back.
[01:05:01.710 --> 01:05:11.120]  Trump just signed an executive order to pull the federal government out of K-12 education, following through on a campaign promise to return school control to state and local officials.
[01:05:11.120 --> 01:05:20.611]  Titled Education Federalism Executive Order, it directs Education Secretary Betsy DeVos to launch a 300-day review of Obama-era regulations and guidance for school districts.
[01:05:20.931 --> 01:05:25.894]  And gives her the power to modify or repeal measures she deems an overreach by the federal government.
[01:05:25.894 --> 01:05:30.397]  It was amazing to hear liberals scream and cry as Betsy DeVos was being confirmed.
[01:05:30.397 --> 01:05:35.040]  And all I was saying the entire time was, good, we need to get rid of the Department of Education.
[01:05:35.040 --> 01:05:38.482]  You wonder why your local schools don't have money to pay teachers or for upkeep?
[01:05:38.482 --> 01:05:41.564]  It's because that money is being held by the federal government.
[01:05:41.564 --> 01:05:42.625]  Don't believe me?
[01:05:42.625 --> 01:05:45.767]  Just read the book, The Deliberate Dumbing Down of America by Charlotte Isserby.
[01:05:46.027 --> 01:05:55.040]  She was a whistleblower from the Department of Education in the 1980s, and her tome describes how the federal education system was designed to create automatons.
[01:05:55.040 --> 01:05:58.285]  Rob Dew reporting for InfoWars.com and InfoWars Nightly News.
[01:06:01.124 --> 01:06:06.586]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[01:06:06.586 --> 01:06:08.687]  Research across the board is clear.
[01:06:08.687 --> 01:06:13.969]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:06:13.969 --> 01:06:17.730]  That's why the last Surgeon General's report on oral health warns that
[01:06:17.830 --> 01:06:21.272]  Your oral health can have a serious impact on your entire body.
[01:06:21.272 --> 01:06:24.454]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[01:06:24.454 --> 01:06:28.336]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:06:28.336 --> 01:06:35.500]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:06:35.500 --> 01:06:41.624]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine,
[01:06:41.804 --> 01:06:43.205]  Nano, silver, and more.
[01:06:43.205 --> 01:06:51.489]  Due to requests from listeners who found that Spearmint was a little bit too strong for some of their children, we have created the new Bubble Gum flavored Super Blue that is Spearmint free.
[01:06:51.489 --> 01:06:59.794]  Learn more about the new Bubble Gum flavored Super Blue toothpaste and more at InfoWarsLife.com and support the Info War while you support healthy gums and teeth.
[01:07:01.201 --> 01:07:03.502]  Electrify your day with Secret 12.
[01:07:03.502 --> 01:07:05.082]  It's like lightning in a bottle.
[01:07:05.082 --> 01:07:08.963]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:07:08.963 --> 01:07:13.064]  InfoWars Live Secret 12 is designed to naturally energize your body and mind.
[01:07:13.064 --> 01:07:21.706]  With two great tasting and super high quality forms of vitamin B12, proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:07:21.886 --> 01:07:27.690]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:07:27.690 --> 01:07:35.474]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:07:35.474 --> 01:07:39.897]  It pairs two forms of vitamin B12 into one explosive formula.
[01:07:40.177 --> 01:07:46.061]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[01:07:46.061 --> 01:07:49.224]  But it also assists with many other functions of the body.
[01:07:49.224 --> 01:07:52.746]  Electrify your mind and body and take your health to the next level.
[01:07:52.746 --> 01:07:56.669]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:07:56.669 --> 01:07:58.270]  That's InfoWarsLife.com.
[01:08:06.428 --> 01:08:13.293]  The globalist's great error is to believe that as they collapse humanity, they end up on top.
[01:08:13.293 --> 01:08:22.120]  The truth is, humanity is coming down fast, but we're miles above them, on our journey to hell.
[01:08:22.120 --> 01:08:24.762]  You're listening to the Alex Jones Show.
[01:08:31.383 --> 01:08:34.504]  Welcome back to the Alex Jones Show on this Thursday, April 27th.
[01:08:34.504 --> 01:08:39.046]  I'm David Knight, and joining me now is William F. Jasper.
[01:08:39.046 --> 01:08:39.986]  He's from The New American.
[01:08:39.986 --> 01:08:45.308]  Of course, they have a bi-weekly magazine that you can get.
[01:08:45.308 --> 01:08:48.369]  It's a great source if you really value your freedom.
[01:08:48.989 --> 01:08:54.254]  If you really value the Constitution and want to know what's going on, that is their perspective.
[01:08:54.254 --> 01:08:56.677]  It's one of my favorite publications to read.
[01:08:56.677 --> 01:08:59.319]  They're also online at TheNewAmerican.com.
[01:08:59.319 --> 01:09:03.423]  Now, William F. Jasper is the senior editor of The New American.
[01:09:03.423 --> 01:09:08.748]  He has a very well-earned reputation as one of America's top investigative reporters.
[01:09:08.748 --> 01:09:11.671]  He's written several books, Global Tyranny, Step by Step.
[01:09:12.211 --> 01:09:20.420]  The United Nations exposed and of course twice a year the New American publishes a congressional scorecard called the Freedom Index that rates every member of the U.S.
[01:09:20.420 --> 01:09:22.863]  House and Senate on key issues.
[01:09:22.863 --> 01:09:31.272]  So I want to talk to, he had an article earlier this week about what's going on with freedom of the press and of course it's been in the news a lot.
[01:09:31.272 --> 01:09:31.692]  We have
[01:09:32.819 --> 01:09:37.322]  The fights that are going on in Berkeley with Ann Coulter trying to shut down free speech.
[01:09:37.322 --> 01:09:42.065]  Of course, the left used to vigorously defend freedom of speech.
[01:09:42.065 --> 01:09:43.466]  Now they don't even defend that.
[01:09:43.466 --> 01:09:44.147]  They don't want to.
[01:09:44.147 --> 01:09:47.829]  They will try to censor anything that they don't agree with.
[01:09:47.829 --> 01:09:49.210]  And right there, it's in the
[01:09:50.151 --> 01:09:53.694]  The institution that we have Janet Napolitano as president of.
[01:09:53.694 --> 01:09:55.195]  I don't think we've talked enough about that.
[01:09:55.195 --> 01:09:56.275]  But I want to talk to him about that.
[01:09:56.275 --> 01:10:03.400]  I also want to talk to him about this meeting that Donald Trump had with the UN Security Council earlier this week.
[01:10:03.400 --> 01:10:07.223]  And some of the comments that came out of that were reported in the New American.
[01:10:07.223 --> 01:10:08.604]  So I want to talk to him about that as well.
[01:10:08.604 --> 01:10:12.507]  But let's talk about what's going on with the freedom of press first.
[01:10:12.507 --> 01:10:13.868]  Thank you for joining us, Mr. Jasper.
[01:10:17.367 --> 01:10:18.608]  I don't have any audio.
[01:10:18.608 --> 01:10:19.528]  Do you guys have audio?
[01:10:19.528 --> 01:10:24.251]  I think... Okay, let's... Am I coming through?
[01:10:24.251 --> 01:10:25.652]  Okay, now we got it.
[01:10:25.652 --> 01:10:26.393]  Go ahead.
[01:10:26.393 --> 01:10:26.793]  Okay.
[01:10:26.793 --> 01:10:28.354]  Alright.
[01:10:28.354 --> 01:10:29.294]  Yes, thank you for joining us.
[01:10:29.294 --> 01:10:30.355]  Are we on now?
[01:10:30.355 --> 01:10:30.975]  We got it now.
[01:10:30.975 --> 01:10:31.896]  Go ahead.
[01:10:31.896 --> 01:10:32.676]  Okay.
[01:10:32.676 --> 01:10:34.397]  It's great being back with you, David.
[01:10:34.397 --> 01:10:35.218]  Thank you.
[01:10:35.218 --> 01:10:38.620]  Now, you were saying on Tuesday you had an article.
[01:10:38.620 --> 01:10:43.123]  You said all times... It's a tough time to be a patriot.
[01:10:43.123 --> 01:10:44.524]  We have to take a stand for truth.
[01:10:44.524 --> 01:10:46.305]  And part of that is being able to
[01:10:47.105 --> 01:10:51.946]  To read the truth, to speak the truth, to communicate, to push ideas back and forth.
[01:10:51.946 --> 01:11:00.728]  And in this you recall the warnings that Matt Drudge made when he visited InfoWars, saying you thought that Obamacare was shocking.
[01:11:00.728 --> 01:11:02.849]  He said you thought some of these other decisions were shocking.
[01:11:02.849 --> 01:11:10.391]  Wait until these copyright laws work their way up and the Supreme Court decides you can't have a website with news headlines linking across the board.
[01:11:10.391 --> 01:11:11.731]  We're getting pretty close to that, aren't we?
[01:11:13.032 --> 01:11:29.868]  Well, we are, and the article that you referred to there on the news, Alternative Fake Reel, is part of a five-article package in The Print magazine, in which we have broken with tradition, put it all online,
[01:11:32.030 --> 01:11:34.191]  Uh, this time as well.
[01:11:34.191 --> 01:11:55.884]  And it's a comprehensive survey of what's happening in the media with controls, both political, overt political controls, where government in, it's very obvious in communist China, and in Russia, in the Muslim countries, and in the increasingly oppressive
[01:11:56.644 --> 01:12:07.068]  Regimes of the European Union and of Canada where political correctness has been taken to whole new levels just in the past few years.
[01:12:07.068 --> 01:12:12.050]  Any freedom of expression is being stamped out.
[01:12:12.050 --> 01:12:14.811]  And so that is being done by governments.
[01:12:14.811 --> 01:12:20.694]  But then we also look in these articles at the ways in which corporate
[01:12:21.849 --> 01:12:28.212]  America and the globalist corporate organizations like Google, Facebook, etc.
[01:12:28.212 --> 01:12:30.794]  You've been covering this as well.
[01:12:30.794 --> 01:12:45.742]  Apple, Yahoo has been censoring the news and have explicitly come out saying they are going to censor, blackball those sites which they consider to be hate speech sites, hate crime sites.
[01:12:47.002 --> 01:12:48.864]  So that's one of the levels as well.
[01:12:48.864 --> 01:13:11.501]  And then a very important part that we cover as well is the deep state fake news thing, where we have the intelligence agencies, which are a branch of the government, but which are not operating under the laws that one can just look at and say, if they pass a law saying that we're going to censor this, that's one thing, but when they're doing
[01:13:11.641 --> 01:13:11.781]  I think?
[01:13:31.801 --> 01:13:32.462]  We're good to go.
[01:13:47.763 --> 01:14:05.901]  Uh, and perhaps some of our other agencies have now the software, the capabilities to hack a website and make it appear that it's ISIS or China or Russia or some others and thereby escape any condemnation for that.
[01:14:05.901 --> 01:14:06.361]  And of course,
[01:14:07.362 --> 01:14:19.966]  It's alarming if China or Russia or some other totalitarian regime is hacking our computers and hacking our internet sites.
[01:14:19.966 --> 01:14:25.007]  It should be more frightening to Americans if our own government is doing that.
[01:14:25.567 --> 01:14:50.055]  And as we pointed out in a couple of the articles, the Obama administration has taken this several steps forward with its Nudge Squad program, which it has modeled after the British intelligence model, where they, we quote in there and give excerpts from it, where they say the purpose is to destroy, defame,
[01:14:51.936 --> 01:15:00.365]  Discredit by publishing things on somebody else's website that will make them Look bad.
[01:15:00.365 --> 01:15:06.752]  So these are all things that we're having to deal with now and you're dealing with it right now at InfoWars
[01:15:06.932 --> 01:15:20.023]  Oh yeah, we've seen also the economic attacks that happen where they try to destroy you by boycotts or by delisting ads or by lawsuits if you expose their crony capitalism as we did with Chobani Yogurt.
[01:15:20.023 --> 01:15:21.825]  We talk about a guy who comes here and gets
[01:15:22.145 --> 01:15:37.652]  Nearly a million dollars in government subsidies, he gets subsidized factories, he gets subsidized refugee workers, and of course he goes everywhere from Davos to the UN to CBS 60 Minutes promoting refugees, but doesn't want to take any responsibility for anything that goes wrong with it.
[01:15:37.652 --> 01:15:40.393]  But it's a massive case of chronic capitalism.
[01:15:40.393 --> 01:15:41.574]  I mean, could I go to Turkey?
[01:15:42.034 --> 01:15:45.778]  And get them to give me a million dollars to open up a factory there?
