[00:00:18.717 --> 00:00:20.439]  Welcome to NIFA Wars Nightly News.
[00:27:50.927 --> 00:27:58.154]  The prisoner begins to panic, and with that water going into the mouth of the nose, it ends up collecting in the lungs.
[00:27:58.534 --> 00:27:59.936]  So you really do believe
[00:28:00.456 --> 00:28:01.497]  That's a good question.
[00:28:17.114 --> 00:28:27.640]  Abu Zubaydah was so severely waterboarded that he went into convulsions and finally his heart stopped and he had to be revived.
[00:28:27.940 --> 00:28:34.204]  So this is a technique that can result in death and actually sometimes does result in death.
[00:28:35.084 --> 00:28:44.510]  One thing I want to point out too, not all of the so-called enhanced interrogation techniques that were approved by the Bush White House are torture techniques.
[00:28:44.975 --> 00:28:51.161]  If I grab you by the lapels and I say, answer my question, darn you, that's not torture.
[00:28:53.023 --> 00:28:54.785]  Did they call that enhanced interrogation?
[00:28:55.326 --> 00:28:58.048]  Yeah, that was actually one of the enhanced interrogations.
[00:28:58.068 --> 00:28:58.829]  That's another part of it.
[00:28:58.849 --> 00:29:08.039]  It's not just playing with the language, but it's including things that are innocuous into things that are really severe like this, and just grouping them all together into this bureaucratic term.
[00:29:08.615 --> 00:29:14.076]  Precisely, and there were techniques that I always believed were far worse than waterboarding.
[00:29:14.416 --> 00:29:26.720]  There was a technique called the cold cell, for example, where a prisoner is stripped naked, he's chained to an eye bolt in the ceiling like this so that he can't get comfortable in any way.
[00:29:29.000 --> 00:29:38.283]  The cell is chilled to 50 degrees Fahrenheit, and then every hour, a CIA officer will go into the cell and throw a bucket of ice water on it.
[00:29:39.043 --> 00:29:41.964]  This technique actually killed two prisoners.
[00:29:42.424 --> 00:29:45.065]  Two prisoners die of hypothermia.
[00:29:45.605 --> 00:29:48.346]  Now, the point is not to kill the prisoners.
[00:29:48.866 --> 00:29:55.788]  The point is to soften them up, so to say, so that they will give you that actionable intelligence that you need to save American lives.
[00:29:56.468 --> 00:30:01.036]  But when the result is death, that's not a workable technique.
[00:30:08.058 --> 00:30:19.563]  Secretary of Defense Donald Rumsfeld famously said that he didn't believe sleep deprivation was torture because he used to stay up 24 hours, 48 hours, and he had a stand-up desk.
[00:30:21.123 --> 00:30:26.105]  He had a stand-up desk so he wasn't even sitting and resting during the course of the day.
[00:30:26.305 --> 00:30:30.207]  Well, there's things we know and there's things that we don't know and there's things we don't know that we don't know.
[00:30:30.887 --> 00:30:31.447]  That's right.
[00:30:31.507 --> 00:30:32.808]  The master of doublespeak, yeah.
[00:30:33.889 --> 00:30:46.520]  We know also from both the Senate Torture Report, which you just had on the screen, and from the American Psychological Association, that people begin to lose their minds around Day 7 of sleep deprivation.
[00:30:49.022 --> 00:30:49.282]  Yeah.
[00:30:49.302 --> 00:30:49.362]  Wow.
[00:31:07.555 --> 00:31:15.599]  Who are unable to participate in their own defenses because they've lost their minds thanks to this technique.
[00:31:15.900 --> 00:31:16.040]  Wow.
[00:31:16.080 --> 00:31:16.560]  That's amazing.
[00:31:16.740 --> 00:31:25.705]  Now, while we're talking about the torture report, let's talk about the accidental destruction of that 6,700 page report.
[00:31:26.045 --> 00:31:33.229]  And one of the things that gives me hope about all this is that Dianne Feinstein, you said, used to be a real cheerleader.
[00:31:33.849 --> 00:31:34.009]  Yes.
[00:31:52.202 --> 00:31:58.365]  As he sees some of this, it's going to pull him back just like Dianne Feinstein was pulled back with some of this.
[00:31:58.405 --> 00:32:04.549]  I hope that's going to create a healthy skepticism from the president on that.
[00:32:04.589 --> 00:32:08.951]  But talk about how a 6,700 page report can just disappear.
[00:32:13.258 --> 00:32:15.659]  This is unique to the United States, isn't it?
[00:32:18.321 --> 00:32:25.405]  Yeah, the Senate Torture Report was based, as I said a moment ago, on primary source CIA documents.
[00:32:25.525 --> 00:32:31.188]  And so the CIA makes a case that it owns the Senate Torture Report, right?
[00:32:31.368 --> 00:32:34.770]  Because CIA documents, they still belong to the CIA.
[00:32:35.091 --> 00:32:39.073]  They are what the CIA calls currently and properly classified.
[00:32:39.633 --> 00:32:40.254]  So they were
[00:32:41.227 --> 00:32:48.206]  Loaned, if you will, to the Senate investigators to do the report, but the ownership of the report is the CIA's.
[00:33:06.508 --> 00:33:16.037]  Everyone knows that InfoWars funds our operation by selling high quality products that we use and that everybody needs at very competitive affordable prices.
[00:33:17.022 --> 00:33:18.903]  That's why I get questions all the time over the years.
[00:33:18.923 --> 00:33:23.025]  Why don't you sell body armor at infowarestore.com?
[00:33:23.385 --> 00:33:25.726]  Or why don't you have sponsors that sell body armor?
[00:33:26.126 --> 00:33:26.746]  And it's simple.
[00:33:27.367 --> 00:33:32.429]  I will only promote and I will only sell the very, very best out there.
[00:33:32.929 --> 00:33:33.930]  And there's a nexus point.
[00:33:34.010 --> 00:33:36.791]  There's quality versus price.
[00:33:36.831 --> 00:33:38.732]  And those two points have to come together.
[00:33:39.332 --> 00:33:44.775]  National Defense Labs and its civilian subsidiary, Citizen Armor,
[00:33:45.595 --> 00:33:52.304]  has given InfoWars the exclusive on distributing to the American people.
[00:33:53.692 --> 00:33:55.913]  The true next generation in body armor.
[00:33:56.653 --> 00:34:03.715]  People are always saying, it's the 21st century, where are the silver jetpacks and where's Buck Rogers and the Skycars?
[00:34:04.415 --> 00:34:07.216]  Well, the globalists have basically suppressed a lot of those developments.
[00:34:07.236 --> 00:34:09.657]  They admit they want a post-industrial world.
[00:34:09.677 --> 00:34:13.678]  They call any technology that gets around their systems of control disruptive.
[00:34:14.118 --> 00:34:14.919]  Well, believe me,
[00:34:16.036 --> 00:34:18.677]  This is Disruptive to Tyrants Worldwide.
[00:34:19.297 --> 00:34:30.319]  Basically what we're bringing to the Info Wars team is a new line of dynamic, lightweight body armor.
[00:34:30.359 --> 00:34:31.959]  It's nanotube technology.
[00:34:32.559 --> 00:34:34.099]  It's created here in Texas.
[00:34:34.720 --> 00:34:41.761]  It is lighter, more flexible, easier to wear, more comfortable, and stronger than anything else on the market.
[00:34:42.541 --> 00:34:44.882]  We've, uh, went out and did some testing.
[00:34:45.342 --> 00:34:47.663]  We originally found their claims, saw what they said.
[00:34:47.683 --> 00:34:54.166]  We were all kind of hesitant to believe that something so light, so flexible, um, could be so strong.
[00:34:54.386 --> 00:35:07.672]  So what we did is we went out, we used, um, different pistols, different calibers to test different pieces of the body armor to ensure that it was up to the high standards that we expect to carry here at the M4 War Store.
[00:35:08.052 --> 00:35:08.872]  Born in Texas.
[00:35:09.213 --> 00:35:10.173]  Made in America.
[00:35:10.373 --> 00:35:13.015]  Exclusively available at InfoWarsTore.com right now.
[00:35:13.095 --> 00:35:13.875]  I mean, it's unbelievable.
[00:35:13.935 --> 00:35:14.875]  It's a quarter inch thick.
[00:35:15.236 --> 00:35:16.576]  I mean, it's got a 20-year warranty.
[00:35:16.616 --> 00:35:17.237]  It's waterproof.
[00:35:17.277 --> 00:35:17.737]  You can wear it.
[00:35:17.777 --> 00:35:18.337]  It's comfortable.
[00:35:18.397 --> 00:35:19.218]  I mean, it's not bulky.
[00:35:19.238 --> 00:35:21.539]  I mean, that's the biggest, I think, intrigue for you, Alex.
[00:35:21.999 --> 00:35:29.623]  The biggest thing for us is, unfortunately, we live in a society now where we need to be able to defend ourselves and our families at any time.
[00:35:30.323 --> 00:35:33.986]  And this is something that is so thin and so lightweight.
[00:35:34.006 --> 00:35:40.712]  You said when you talked to people that have been using this, actually testing it for years, people that currently have tested it for us, they didn't just say outstanding.
[00:35:40.732 --> 00:35:42.094]  What did they really say about it?
[00:35:42.194 --> 00:35:43.214]  No, this is through the roof.
[00:35:43.375 --> 00:35:46.177]  They want to know how do they get it, where do they find it.
[00:35:46.978 --> 00:35:54.865]  A lot of my law enforcement official buddies want to know the same thing because they're weighing, they're wearing these big heavy bulky vests that don't work as well.
[00:35:55.425 --> 00:36:00.429]  So, they're looking for something you can wear all day, 12 hours a day, in and out of a car.
[00:36:00.529 --> 00:36:07.954]  And 90, I mean, you can look up the numbers, 90 plus percent of fatalities with guns when they're used in a commission of crime, I think it's like 94, is pistols or shotguns.
[00:36:07.974 --> 00:36:09.636]  This stops that, unless it's a slug.
[00:36:09.656 --> 00:36:10.796]  I mean, that's amazing.
[00:36:10.836 --> 00:36:14.059]  So, they can wear this and only somebody with a rifle around is going to get through it.
[00:36:14.319 --> 00:36:20.183]  And soon, and we'll have it, if it's available to civilians, they're not sure, we're going to have the stuff that's, I mean, unstoppable.
[00:36:20.504 --> 00:36:24.486]  This deal is so insane, is so good, it makes my head spin.
[00:36:25.367 --> 00:36:28.689]  But I guess the first people to sell cars kind of had to give them away.
[00:36:28.709 --> 00:36:29.469]  People didn't believe it.
[00:36:29.770 --> 00:36:30.810]  Hell, I don't want that thing.
[00:36:30.870 --> 00:36:32.611]  I feed my horse hay.
[00:36:33.932 --> 00:36:36.033]  The backpack body armor is only $200.
[00:36:36.974 --> 00:36:41.156]  And we shot everything you can imagine on it.
[00:36:42.392 --> 00:36:48.397]  Again, fund the Info War, get the game-changing nanotech tubes from Buck Rogers.
[00:36:48.437 --> 00:36:50.859]  It's a win-win.
[00:36:50.879 --> 00:36:50.859]  $200.
[00:36:51.459 --> 00:36:54.402]  Go check out all their different products at InfoWarStore.com.
[00:36:54.482 --> 00:36:55.243]  It's amazing.
[00:37:04.630 --> 00:37:06.232]  So the CIA argues then,
[00:37:07.370 --> 00:37:18.001]  That the Senate does not have the right to keep or to maintain a copy of the full report in its spaces.
[00:37:18.421 --> 00:37:19.863]  That's ludicrous.
[00:37:20.023 --> 00:37:22.285]  I mean, that's what congressional oversight is all about.
[00:37:22.305 --> 00:37:26.009]  That's why the Senate and House Intelligence Committees were created in the first place.
[00:37:26.389 --> 00:37:27.270]  At the same time,
[00:37:28.231 --> 00:37:48.292]  The CIA maintains that other executive branch organizations, the Department of Defense, the Department of State, the Department of Homeland Security, the Attorney General's Office, also do not have a right to keep a copy of the report because, being currently improperly classified, it's the property of the CIA.
[00:37:48.872 --> 00:37:51.235]  So what we really need
[00:37:52.315 --> 00:37:53.056]  We're good to go.
[00:38:13.757 --> 00:38:14.898]  And that's the key thing, too.
[00:38:15.038 --> 00:38:27.323]  We've seen in so many different areas, and those of us who listen to the radio program and the nightly news here understand that Congress has abdicated its authority to the bureaucracies in so many different ways.
[00:38:27.343 --> 00:38:29.064]  They allow them to essentially write the laws.
[00:38:29.344 --> 00:38:32.406]  They're allowing the CIA to run roughshod over this.
[00:38:32.426 --> 00:38:37.808]  Let's talk about some of the things that did come out in the only 500 pages that surfaced of that.
[00:38:37.848 --> 00:38:39.729]  Some of the things like rectal hydration.
[00:38:40.209 --> 00:38:44.792]  With hummus, sexual assault with broomsticks, some of these things that came out in this report.
[00:38:44.832 --> 00:38:53.998]  We can understand why they wanted to keep this secret, but is this authorized by the CIA, or is this criminal actions that nobody was punished for?
[00:38:54.259 --> 00:38:58.261]  No, this was not authorized by the CIA, and this has been my position all along.
[00:38:58.341 --> 00:39:04.786]  And again, this really points to the weakness of Barack Obama and his utter inability to stand up to the CIA.
[00:39:05.626 --> 00:39:09.109]  Also, John Brennan was a monster of Barack Obama's creation.
[00:39:09.329 --> 00:39:11.651]  This is another thing I've maintained over the last four years.
[00:39:11.672 --> 00:39:12.072]  Oh, yes.
[00:39:12.592 --> 00:39:20.900]  Things like rectal rehydration using hummus, things like sexual assault using broomsticks, or repeatedly slamming
[00:39:21.660 --> 00:39:31.342]  A prisoner's head against the wall, which we did to Khalid Sheikh Mohammed's nephew, to the point where it causes permanent traumatic brain injury.
[00:39:31.862 --> 00:39:34.603]  Those actions are not authorized by anybody.
[00:39:34.923 --> 00:39:38.044]  Not by the CIA, not by the Justice Department, not by anybody.
[00:39:38.784 --> 00:39:43.805]  Except that they're not punished, you could say that there's a tacit authorization, then isn't there?
[00:39:43.885 --> 00:39:49.626]  Then once somebody does that, they're not punished for it, then it's kind of understood with a wink and a nod that that's authorized.
[00:39:50.319 --> 00:39:51.320]  You're exactly right.
[00:39:51.720 --> 00:39:52.621]  You're exactly right.
[00:39:52.721 --> 00:39:55.003]  And that's really the core issue.
[00:39:55.323 --> 00:39:58.265]  The core issue is we're supposed to be a country of laws.
[00:39:58.685 --> 00:40:04.650]  We're supposed to be a country that has what is perhaps a divinely inspired constitution.
[00:40:05.150 --> 00:40:09.954]  So we're either going to live by those laws and to respect that constitution or we're not.
[00:40:10.594 --> 00:40:17.720]  And if we're not, we should not profess to other countries to be this shining beacon of civil liberties and civil rights.
[00:40:18.240 --> 00:40:18.581]  Exactly.
[00:40:18.601 --> 00:40:21.004]  As we started out, you said we need to have this conversation.
[00:40:21.024 --> 00:40:24.929]  That's what you said ten years ago when you broke this information out there.
[00:40:25.270 --> 00:40:32.099]  If we don't have this conversation, if we don't decide as a nation what the rules are going to be, then we don't have any rules.
[00:40:32.540 --> 00:40:33.481]  And we are a lawless
[00:40:33.561 --> 00:40:33.741]  That's it.
[00:40:50.419 --> 00:40:51.641]  No, they don't punish it.
[00:40:52.001 --> 00:41:03.256]  And oftentimes when senior CIA officers are put into a box, when they get caught doing something like this, they'll say, well, we briefed the committees and the committees didn't tell us to stop.
[00:41:03.959 --> 00:41:08.523]  And in fact, some of the time they did brief the committees, most of the time they actually didn't.
[00:41:08.863 --> 00:41:12.166]  They may send a memo to the chairman or the vice chairman, but then that's it.
[00:41:12.206 --> 00:41:14.568]  They consider that to be informative.
[00:41:15.069 --> 00:41:20.433]  And when there was no objection, they just took that as the green light or as carte blanche to go ahead and do what they want.
[00:41:20.694 --> 00:41:22.075]  That's not congressional oversight.
[00:41:22.708 --> 00:41:24.710]  Let me ask you about John Rizzo, of course.
[00:41:24.750 --> 00:41:28.072]  He was a lawyer who defended enhanced interrogation techniques.
[00:41:28.773 --> 00:41:32.656]  His book, and of course you're talking about how the CIA maintained they owned the report.
[00:41:32.696 --> 00:41:36.960]  I guess they look at it like a book that you have a copyright on because they call themselves the company.
[00:41:37.240 --> 00:41:38.901]  His book was called The Company Man.
[00:41:38.921 --> 00:41:51.832]  And I thought the most interesting thing in his book was the fact that he said that he wanted to join the CIA when he was watching the Frank Church Committee hearings where they were talking about the lawless actions of the CIA.
[00:41:52.472 --> 00:41:53.653]  Yeah, he must have had the sound off.
[00:41:53.674 --> 00:41:54.935]  And to me, that was amazing to see.
[00:41:55.135 --> 00:41:57.698]  That would inspire him to want to join that organization.
[00:41:57.959 --> 00:42:03.045]  And evidently it wasn't to bring law and rules to that organization, but to help them get away with it.
[00:42:03.606 --> 00:42:04.427]  Yeah.
[00:42:04.447 --> 00:42:09.273]  Rizzo obviously had the sound off when he was watching the Church Commission hearings.
[00:42:11.225 --> 00:42:12.506]  I knew John Rizzo very well.
[00:42:12.586 --> 00:42:20.512]  John Rizzo makes a very specific point of not talking about me and not mentioning me or my case, which I appreciate, frankly.
[00:42:20.953 --> 00:42:24.836]  But John Rizzo was wrong about enhanced interrogation techniques.
[00:42:24.876 --> 00:42:26.297]  He was wrong about waterboarding.
[00:42:26.337 --> 00:42:27.598]  He was wrong about torture.
[00:42:28.018 --> 00:42:29.239]  He did nothing to stop it.
[00:42:29.379 --> 00:42:37.405]  And in his book, he sort of throws the reader a bone, saying, well, I probably should have stopped it.
[00:42:37.566 --> 00:42:38.166]  I didn't.
[00:42:38.426 --> 00:42:39.667]  I probably made a mistake.
[00:42:40.848 --> 00:42:44.669]  We're the good guys, they're the bad guys, so we just need to move on.
[00:42:45.669 --> 00:42:46.950]  It's not that we need to move on.
[00:42:47.310 --> 00:42:49.931]  We need to clarify what we're going to do as a country.
[00:42:50.191 --> 00:42:57.453]  We need to clarify what kind of intelligence policy we're going to have, and whether or not we're going to follow the Constitution, follow the law of the land.
[00:42:57.893 --> 00:42:58.633]  Clean and simple.
[00:42:59.005 --> 00:43:02.769]  Well of course we had that discussion with the Pike and the Church Committee hearings.
[00:43:03.710 --> 00:43:10.657]  And it was all because the CIA and the NSA were spying on conversations, phone conversations at that time, of American citizens.
[00:43:11.558 --> 00:43:16.703]  We all focus on the assassination guns that were shown, you know, that they're passing around everything.
[00:43:17.063 --> 00:43:22.749]  But the core of it was that they were spying on American citizens, so they created the FISA Act, and then they used that
[00:43:23.189 --> 00:43:26.632]  To spy on American citizens as authorization to spy on American citizens.
[00:43:26.672 --> 00:43:31.255]  So clearly they didn't learn anything from that or they use that as they typically do to move forward.
[00:43:31.596 --> 00:43:44.505]  But before we get into the persecution, the way they prosecute you, the double standards that we see here, because that's another key thing that is happening to Americans all over the place is the double standard that we see for the people at the top.
[00:43:45.146 --> 00:43:48.468]  I just want to ask you, when you were there, were you
[00:43:49.409 --> 00:44:01.500]  Kind of the outlier that was concerned about what was going on with the waterboarding excessive techniques here or were there a lot of people that were concerned about it but were afraid to speak up?
[00:44:01.520 --> 00:44:05.543]  I thought at the time that I was the only person who had a problem with this.
[00:44:05.844 --> 00:44:16.153]  There were 14 of us who were approached by a senior officer in the CIA's counterterrorism center asking us if we wanted to be what he called trained in the use of enhanced interrogation techniques.
[00:44:17.053 --> 00:44:22.057]  Of the 14, two of us said no, and one of the two changed his mind and went into the training.
[00:44:22.358 --> 00:44:24.840]  So of the 14, I was the only one who said no.
[00:44:24.940 --> 00:44:27.302]  I said, this sounds like a torture program.
[00:44:27.682 --> 00:44:28.543]  Torture's wrong.
[00:44:28.983 --> 00:44:29.924]  I don't want any part of it.
[00:44:30.184 --> 00:44:32.386]  And in fact, I didn't even say that right away.
[00:44:32.706 --> 00:44:34.568]  I said, give me an hour to think about it.
[00:44:34.988 --> 00:44:38.511]  And I went up to the seventh floor, which is the CIA's executive floor.
[00:44:39.420 --> 00:44:45.027]  There was a very, very senior CIA officer there for whom I had worked in the Middle East about a decade earlier.
[00:44:45.047 --> 00:44:47.530]  And I went in and I said, hey, do you have a minute?
[00:44:47.950 --> 00:44:52.876]  I said, they just approached me and asked me if I wanted to be trained in these enhanced interrogation techniques.
[00:44:52.916 --> 00:44:53.697]  What do you think of this?
[00:44:54.418 --> 00:44:57.421]  And he said, first, let's call it what it is.
[00:44:57.481 --> 00:44:58.363]  It's a torture program.
[00:44:58.843 --> 00:45:03.245]  They can use whatever euphemism they want, enhanced interrogation techniques, whatever they want.
[00:45:03.345 --> 00:45:04.306]  It's a torture program.
[00:45:04.806 --> 00:45:07.047]  Second, torture is a slippery slope.
[00:45:07.408 --> 00:45:08.828]  And you know how these guys are.
[00:45:09.309 --> 00:45:10.569]  Somebody's going to go overboard.
[00:45:10.889 --> 00:45:12.470]  They're going to torture a prisoner to death.
[00:45:13.251 --> 00:45:15.252]  And then there's going to be a congressional investigation.
[00:45:15.672 --> 00:45:18.273]  And after that, there's going to be a Justice Department investigation.
[00:45:18.634 --> 00:45:19.914]  And then somebody's going to go to prison.
[00:45:20.194 --> 00:45:21.055]  Do you want to go to prison?
[00:45:21.255 --> 00:45:22.736]  And I said, no, I don't want to go to prison.
[00:45:23.556 --> 00:45:27.843]  As it turned out, I was the only one who went to prison and none of the torturers ever went to prison.
[00:45:28.144 --> 00:45:28.464]  Absolutely.
[00:45:28.484 --> 00:45:33.773]  But I went back down to the Counterterrorism Center and I said, this is a torture program and I don't want any part of it.
[00:45:35.287 --> 00:45:37.368]  Well, you know, that's the amazing thing, too.
[00:45:37.548 --> 00:45:43.511]  And as Jesslyn Radick, your lawyer, pointed out, you said you're the only one who went to prison because he said that.
[00:45:44.011 --> 00:45:52.815]  She said the people who ordered the torture, the lawyers who justified it, the people who carried it out, those who destroyed the videotapes of it, none of them are being held accountable.
[00:45:52.855 --> 00:45:58.337]  The only person going to jail in this connection with this is the person who blew the whistle on it.
[00:45:58.397 --> 00:46:01.879]  In fact, if John had actually tortured someone, I don't think he would be going to jail.
[00:46:02.039 --> 00:46:04.260]  You would have gone along with the program, you would have been a fine.
[00:46:05.021 --> 00:46:14.046]  The thing is, and we hear this from people like Frank Serpico, talking about the police, he said, look, any organization you've got, you're going to have good people, you're going to have bad people.
[00:46:14.706 --> 00:46:23.952]  And the difference as to whether or not this organization is going to be a good or bad organization is, do you purge out the good people, or do you purge out the bad people?
[00:46:24.352 --> 00:46:27.414]  And clearly, in your case, what they're doing is they're purging out the good people.
[00:46:28.459 --> 00:46:31.040]  You know, I joined the CIA because I'm a patriot.
[00:46:31.521 --> 00:46:39.465]  I joined the CIA because I'm a second-generation American whose family always stressed the importance of public service.
[00:46:39.945 --> 00:46:47.970]  This country has been so good to us, we needed to pay it back for all the riches that we've gotten over the years.
[00:46:48.090 --> 00:46:51.432]  And for me, that was joining the CIA and serving my country overseas.
[00:46:54.469 --> 00:46:59.513]  I just assumed when I joined the CIA that everybody felt the same way.
[00:46:59.533 --> 00:47:07.740]  Alex Jones here with a very important news update to anybody out there that wants to be prepared.
[00:47:08.424 --> 00:47:10.005]  But it goes beyond being prepared.
[00:47:10.405 --> 00:47:15.406]  Our bodies absolutely must have the good halogen iodine or we will die.
[00:47:15.746 --> 00:47:21.188]  And you look at all of the thyroid problems and all the people that don't have energy and that have all sorts of hormone problems.
[00:47:21.588 --> 00:47:28.190]  And from my research and a lot of just mainline research, it leads back to iodine over and over and over again.
[00:47:28.810 --> 00:47:29.971]  It's as important as vitamin C.
[00:47:30.831 --> 00:47:32.772]  If you don't get iodine, you die.
[00:47:33.093 --> 00:47:36.054]  But most people are just deficient, so they're low energy, they're sick.
[00:47:36.495 --> 00:47:40.117]  You've got to have iodine in your body so that your body can produce the hormones you need.
[00:47:40.297 --> 00:47:42.859]  It is the base to so many things.
[00:47:42.899 --> 00:47:55.267]  And since I got into iodine four years ago, we've helped change the entire paradigm by developing and bringing to the public deep earth crystals from 7,000 to 12,000 feet of the purest iodine available.
[00:47:55.467 --> 00:48:00.588]  Other iodine comes from the ocean or from other byproducts of chemical facilities and is tainted.
[00:48:00.708 --> 00:48:02.048]  It's bound.
[00:48:02.328 --> 00:48:03.329]  It's not absorbable.
[00:48:03.729 --> 00:48:08.310]  I tried it and I had incredible effects even with dirty iodine because the body needs it.
[00:48:08.530 --> 00:48:13.431]  When you don't have iodine, it absorbs the chlorine, the fluoride, and all these other bad halogens.
[00:48:13.911 --> 00:48:18.812]  Do yourself and your family a favor and check out the importance of iodine for yourself.
[00:48:18.892 --> 00:48:20.052]  I think you're going to be blown away.
[00:48:20.212 --> 00:48:20.912]  And whatever you do,
[00:48:21.272 --> 00:48:25.115]  Support the broadcast and get a bottle of Survival Shield Nascent Iodine X2.
[00:48:25.315 --> 00:48:30.299]  Also, consult your physician because if you've been deficient in it or have other issues, it can have some dramatic effects.
[00:48:30.479 --> 00:48:34.062]  As for me and most folks I talk to, it's been a game changer in the positive column.
[00:48:34.202 --> 00:48:37.324]  But still, consult your physician because iodine is no joke.
[00:48:37.385 --> 00:48:45.651]  It's a key building block of the body and if you haven't had it for a long time and suddenly have it, some folks say they've experienced things like a detoxing effect and things like that.
[00:48:45.811 --> 00:48:48.413]  You've got to have vitamin C. You've got to have iodine to live.
[00:48:48.433 --> 00:48:49.474]  You've got to have water to live.
[00:48:49.814 --> 00:48:50.494]  Iodine is key.
[00:48:50.554 --> 00:48:51.155]  You must have it.
[00:48:51.515 --> 00:48:59.061]  But consult your physician first before you get powerful survival shield nascent iodine, X2, at Infowarslife.com or call toll free.
[00:48:59.081 --> 00:48:59.961]  We can answer your questions.
[00:48:59.981 --> 00:49:00.021]  888-253-3139.
[00:49:08.433 --> 00:49:11.275]  It's been one more of a busy day for President Donald Trump.
[00:49:11.315 --> 00:49:13.737]  He was nominated for a Nobel Peace Prize today.
[00:49:13.777 --> 00:49:15.758]  We broke that story earlier this morning.
[00:49:16.279 --> 00:49:20.462]  Meanwhile, mega-church pastor Daryl Scott sat down with him.
[00:49:20.942 --> 00:49:21.743]  Get this, folks.
[00:49:21.763 --> 00:49:23.984]  He said that the Chicago gangs contacted him.
[00:49:24.024 --> 00:49:28.587]  They promised to murder less if Trump would come to the table, that they actually respect him.
[00:49:28.648 --> 00:49:29.628]  I cannot make this up.
[00:49:30.069 --> 00:49:31.069]  We have a video clip.
[00:49:31.269 --> 00:49:31.730]  Take a look.
[00:49:32.535 --> 00:49:41.182]  At a White House Black History Month breakfast, a black minister from Cleveland who was on President Trump's transition team put Chicago crime back in the spotlight.
[00:49:41.383 --> 00:49:47.948]  I was recently contacted by some of the top gang thugs in Chicago for a sit-down.
[00:49:48.689 --> 00:49:56.435]  They reached out to me because they associated me with you, they respect you, they believe in what you're doing, and they want to have a sit-down about lowering that body count.
[00:49:56.595 --> 00:49:59.298]  It's a great idea because Chicago is totally out of control.
[00:49:59.844 --> 00:50:01.905]  I'm joined in studio now by Millie Weaver.
[00:50:01.965 --> 00:50:12.993]  And Millie, we know that Chicago former community organizer, President Barack Obama, this seemed like a swipe at him because he did so much work on the ground to make sure that the Chicago gangs weren't murdering as much.
[00:50:13.393 --> 00:50:15.795]  Now they finally have a president that they respect.
[00:50:15.815 --> 00:50:21.679]  They reach out to this mega pastor to be able to come to the table for once and say, we want social programs.
[00:50:21.699 --> 00:50:22.940]  We're going to stop our killing.
[00:50:23.380 --> 00:50:25.182]  If you give it to us, what do you make of this?
[00:50:25.603 --> 00:50:28.066]  It's absolutely absurd.
[00:50:28.086 --> 00:50:33.732]  I mean, it's pretty crazy that, you know, they would even be trying to barter.
[00:50:33.832 --> 00:50:36.275]  You know, we'll cut our body count down.
[00:50:36.655 --> 00:50:37.957]  We'll cut our numbers down on
[00:50:38.177 --> 00:50:38.638]  I don't know.
[00:50:53.699 --> 00:50:57.083]  So, it's just really crazy to see that they would be bartering in this way.
[00:50:57.103 --> 00:51:06.414]  Something that really struck me, so Pastor Scott, he actually said, we don't, this is coming directly from the gangs of Chicago, we didn't respect the former president, we actually respect you.
[00:51:06.754 --> 00:51:09.297]  That was a direct quote from this, and I'm just gonna read.
[00:51:10.278 --> 00:51:11.699]  He's a black Trump supporter.
[00:51:11.759 --> 00:51:16.002]  He was contacted by some of the top gang thugs in Chicago for a sit-down.
[00:51:16.522 --> 00:51:21.286]  And he's saying, look, they told me out of their mouths themselves, we didn't believe in the prior administration.
[00:51:21.326 --> 00:51:22.227]  We believe in you.
[00:51:22.647 --> 00:51:28.472]  It looks like Trump, you know, the 12th day of office here, he's already bringing the Chicago murder rate down.
[00:51:28.892 --> 00:51:32.595]  No thanks to Rahm Emanuel, by the way, who has nothing to do with this.
[00:51:32.895 --> 00:51:34.776]  And we saw him buck up against Trump.
[00:51:34.816 --> 00:51:36.438]  I know you and I talked about this off camera.
[00:51:37.118 --> 00:51:39.260]  The Sanctuary City aspect of Chicago, we've seen
[00:51:39.600 --> 00:51:39.700]  Yeah.
[00:51:55.109 --> 00:51:55.629]  A little bit.
[00:52:11.875 --> 00:52:13.136]  Keep it a sanctuary city.
[00:52:13.676 --> 00:52:16.077]  And as well as the City Council, and they did vote on that.
[00:52:16.437 --> 00:52:25.382]  Now, as far as, you know, having the federal government come in, that might be what's necessary in order to get rid of the crime element.
[00:52:25.442 --> 00:52:31.845]  I mean, they're trying to barter with him, but I really don't see Donald Trump, you know, giving them much leeway.
[00:52:31.905 --> 00:52:38.229]  He could be just doing this, making it seem like he's going to barter with them so that they come out and expose their criminal nature.
[00:52:38.849 --> 00:52:40.029]  I don't think that he's going to negotiate.
[00:52:40.069 --> 00:52:41.370]  You think he's not going to actually negotiate?
[00:52:41.410 --> 00:52:42.730]  No, I really don't.
[00:52:42.810 --> 00:52:44.151]  Well, I mean, you know what?
[00:52:44.231 --> 00:52:48.272]  Anybody that wants to come to the negotiating table, you know, I really commend them for that.
[00:52:48.712 --> 00:52:55.035]  You know, thank God they're going to murder less and no less in Chicago and the thuggery going on in Chicago.
[00:52:55.115 --> 00:52:56.575]  You know, the gangs are the least of it.
[00:52:56.615 --> 00:52:58.256]  We cover this time and again on Fours.
[00:52:58.776 --> 00:53:02.157]  And really, it's the mayoral process.
