[00:00:06.266 --> 00:00:08.387]  The Alex Jones Show.
[01:14:35.006 --> 01:14:36.807]  Hashtag hunt Republicans.
[01:14:36.807 --> 01:14:38.367]  And you're right, they are escalating that.
[01:14:38.367 --> 01:14:39.088]  So where is it going?
[01:14:40.771 --> 01:14:52.284]  Well, I mean, either they're going to succeed or they're going to fail, and I'm damned if I'm going to stand by and let them succeed, because I, like yourself, I'm a father and I want my child to grow up with the kind of freedoms that I enjoyed maybe even more.
[01:14:52.284 --> 01:14:57.470]  So we just have to stand firm, we have to be courageous, and we have to, have to, have to recognize
[01:14:57.790 --> 01:14:58.030]  No, I think.
[01:15:21.499 --> 01:15:23.361]  I think that's the most important thing you've ever said.
[01:15:23.361 --> 01:15:26.263]  I mean, this is the 21st century war.
[01:15:26.263 --> 01:15:27.624]  This is the new kind of war.
[01:15:27.624 --> 01:15:28.945]  They're admitting it's a war.
[01:15:28.945 --> 01:15:31.047]  They're admitting it's a civil war.
[01:15:31.047 --> 01:15:38.533]  And there was, quote, right-wing problems decades ago, and still the establishment right-wing is just as bad as the liberals.
[01:15:38.533 --> 01:15:44.779]  But intellectually, the resistance is by the libertarian mind versus the statist mind, and most of the classical liberals
[01:15:46.030 --> 01:16:00.333]  are now libertarians and they recognize that, but there's an accelerated dumbing down of the constituency that is pro-globalism where I go out to these events and it's not like a few of them look like they escaped from mental hospital.
[01:16:00.333 --> 01:16:08.675]  The entire whole of them are frothing insane people out of some type of Day of the Dead movie and I don't take pleasure in that.
[01:16:08.675 --> 01:16:09.736]  I am frightened by it.
[01:16:09.736 --> 01:16:10.596]  Who are these people?
[01:16:11.687 --> 01:16:17.590]  Well, this is the constituent that has been bred to be dependent on the bloody fruits of state power.
[01:16:17.590 --> 01:16:28.675]  The state reaches into the pockets of the productive, as you know, keeps a good portion of proceeds for themselves, and then uses it to buy votes and dependents from now a couple of generations of people dependent on state power.
[01:16:28.675 --> 01:16:39.800]  So when someone comes along and says, we need to limit and control and reduce the size and power of the state, people think that they're going to starve to death, that they're going to die in the gutter, they have become dependent on the state to the point they can't imagine
[01:16:40.220 --> 01:16:40.260]  No.
[01:17:01.710 --> 01:17:04.111]  I want to be specific, because you raise the fact that you're a father, I'm a father.
[01:17:04.111 --> 01:17:05.331]  I'm not bashing people that don't have children.
[01:17:05.331 --> 01:17:09.133]  I have a lot of great friends that don't, and I understand sometimes why they don't, or issues, or whatever the case may be.
[01:17:31.400 --> 01:17:34.322]  No one, it turns out, in the EU government has kids.
[01:17:34.322 --> 01:17:36.003]  I mean, it's the craziest thing I've ever seen.
[01:17:36.003 --> 01:17:37.865]  Almost none of the leaders do.
[01:17:37.865 --> 01:17:45.830]  And when you look at a group of hundreds of people and then none of them have children, you sit back and you go, wow, these are the most self-centered people.
[01:17:45.830 --> 01:17:46.411]  And it really is.
[01:17:46.411 --> 01:17:53.155]  The dichotomy is people that have a connection to everything and really think of humanity as a continuum.
[01:17:53.155 --> 01:17:58.159]  And people that literally are so nihilistic, all they're thinking about is themselves.
[01:17:58.159 --> 01:17:59.680]  And I think that's really the disconnect.
[01:18:00.848 --> 01:18:03.930]  Well, you have to understand that you're part of a chain of freedom.
[01:18:03.930 --> 01:18:10.814]  You know, one of the worst things to happen to modern economics was this Keynesianism idea from John Maynard Keynes, who was gay and didn't have kids.
[01:18:10.814 --> 01:18:14.676]  And he basically said, oh yeah, you've just got to spend your way out of recessions.
[01:18:14.676 --> 01:18:17.978]  Oh, and don't worry, the government will then save when there's economic growth.
[01:18:17.978 --> 01:18:25.622]  And of course, all that was, was it gave theoretical justification for the endless printing of money, the endless borrowing of money, the endless bribery of the general population.
[01:18:26.262 --> 01:18:28.584]  And people said, well, you're going to keep accumulating debts.
[01:18:28.584 --> 01:18:30.765]  They said this to Maynard Keynes.
[01:18:30.765 --> 01:18:33.747]  You're going to keep accumulating debts, keep accumulating debts.
[01:18:33.747 --> 01:18:35.147]  What's going to happen in the long run?
[01:18:35.147 --> 01:18:39.950]  And apparently he turned and snapped back and said, in the long run, we're all dead.
[01:18:39.950 --> 01:18:42.572]  Well, if you have kids, that's not how you think.
[01:18:43.092 --> 01:18:49.094]  Because you know that your kids are going to be alive, your kids are going to have to live in the world that your ideas are creating or destroying.
[01:18:49.094 --> 01:18:50.955]  And so you want to fight for their freedoms.
[01:18:50.955 --> 01:18:59.658]  It gives you a ferocity around the encroachment of state power that I think is hard to replicate otherwise.
[01:18:59.658 --> 01:19:00.318]  You're right.
[01:19:00.318 --> 01:19:04.600]  We're going to come back with a final segment here in a moment and get into political wars.
[01:19:04.600 --> 01:19:07.421]  But my view is even if they end up destroying Trump, which I don't think is going to happen,
[01:19:08.553 --> 01:19:13.935]  We've already had devastating victories just against political correctness, showing that we have unelected systems.
[01:19:13.935 --> 01:19:20.517]  I mean, just this movement, and Trump as being a focal point of that, I think really has wrecked the crony capitalist model.
[01:19:20.517 --> 01:19:25.019]  I mean, it's still in place, but it has no credibility, and the power is draining out of it daily.
[01:19:27.046 --> 01:19:29.929]  And they have become lazier and lazier, as I mentioned.
[01:19:29.929 --> 01:19:35.435]  And what we need to remember is we have to think, what would the left do if they had power?
[01:19:35.435 --> 01:19:38.218]  And we've got countless examples of this throughout history.
[01:19:38.218 --> 01:19:39.600]  And Hillary Clinton promised this.
[01:19:39.600 --> 01:19:44.786]  She promised that she was going to consider any made-up cyber attack from Russia to be the provocation for World War III.
[01:19:45.206 --> 01:19:46.828]  She was going to go after freedom of speech.
[01:19:46.828 --> 01:19:52.254]  She was going to import millions of state-loving mass immigrants from the third world.
[01:19:52.254 --> 01:19:54.397]  So what are they going to do when they have power?
[01:19:54.397 --> 01:19:57.120]  When they have a little bit of power, they ram through Obamacare.
[01:19:57.120 --> 01:19:58.481]  We have to be as resolute in our pushback.
[01:19:58.481 --> 01:19:58.882]  That's right.
[01:19:58.882 --> 01:19:59.823]  Stay there, Stefan Molyneux.
[01:20:00.123 --> 01:20:02.725]  Hunters, anglers, campers, and survivalists.
[01:20:02.725 --> 01:20:03.786]  Get back to nature.
[01:20:03.786 --> 01:20:10.972]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:20:10.972 --> 01:20:14.594]  Slingbow products are compact and models start from just $17.98.
[01:20:14.594 --> 01:20:17.817]  They're perfect for your bug out bag or storing in your vehicle.
[01:20:17.817 --> 01:20:21.900]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:20:21.900 --> 01:20:26.404]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:20:26.404 --> 01:20:29.006]  Feel the thrill only at slingbow.com.
[01:20:30.043 --> 01:20:31.303]  Maybe not today.
[01:20:31.303 --> 01:20:32.604]  Maybe not tomorrow.
[01:20:32.604 --> 01:20:36.325]  But soon, you'll need a plan and place to survive.
[01:20:36.325 --> 01:20:37.426]  Forget bunkers.
[01:20:37.426 --> 01:20:39.246]  You're not a live underground gopher.
[01:20:39.246 --> 01:20:40.947]  You need Survivalist Camps.
[01:20:40.947 --> 01:20:48.749]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[01:20:48.749 --> 01:20:49.750]  Bold statement?
[01:20:49.750 --> 01:20:50.750]  You bet.
[01:20:50.750 --> 01:20:53.231]  See them now at survivalistcamps.com.
[01:20:53.231 --> 01:20:55.452]  That's survivalistcamps.com.
[01:20:55.452 --> 01:20:58.593]  Trust your family's survival to survivalistcamps.com.
[01:20:59.760 --> 01:21:01.160]  It's time to get greedy.
[01:21:01.160 --> 01:21:03.021]  A real zinc shortage is upon us.
[01:21:03.021 --> 01:21:11.103]  The Wall Street Journal says zinc supplies are down to three weeks, mine supplies struggling to meet demand, and no major discoveries in the last 22 years.
[01:21:11.103 --> 01:21:12.023]  What's it mean for you?
[01:21:12.023 --> 01:21:18.044]  Keith Neumeyer, who's made hundreds of millions investing in hard asset mining plays, is making his biggest call yet.
[01:21:18.044 --> 01:21:23.626]  Download a special zinc report at futuremoneytrends.com forward slash z. Don't wait.
[01:21:23.626 --> 01:21:28.047]  Get your special zinc report today at futuremoneytrends.com forward slash z.
[01:21:29.247 --> 01:21:31.549]  At Humalife, we believe your health is your wealth.
[01:21:31.549 --> 01:21:38.533]  That's why we offer an exclusive potent and pure selection of OMRI certified 100% organic humic and fulvic acid concentrates.
[01:21:38.533 --> 01:21:43.877]  These two acids stop viruses and harmful bacteria and increase frequency, vibration, and vitality.
[01:21:43.877 --> 01:21:46.038]  In fact, they're called the missing link to your health.
[01:21:46.038 --> 01:21:50.121]  Pure liquid organic ATP energy rebuilds and regrows the immune system.
[01:21:50.121 --> 01:21:51.601]  You are the doctor at Humalife.
[01:21:51.601 --> 01:21:53.463]  You know best because you are the test.
[01:21:53.463 --> 01:21:55.924]  Find out more at HumalifeUSA.com.
[01:21:55.924 --> 01:21:58.006]  That's HumalifeUSA.com.
[01:21:58.926 --> 01:22:05.349]  KD Armor has been on a mission to manufacture the most comfortable body armor on the market, and we've succeeded.
[01:22:05.349 --> 01:22:12.412]  With the release of our CQB technology, we now offer the most comfortable, concealable, rifle-threat body armor available.
[01:22:12.412 --> 01:22:16.293]  Things may look good now, but what if you need added protection?
[01:22:16.293 --> 01:22:21.515]  Get your very own concealable rifle-threat armor today at kdarmor.com.
[01:22:21.515 --> 01:22:27.178]  And for a limited time, get all plates at wholesale pricing only at katiarmor.com.
[01:22:28.579 --> 01:22:35.342]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:22:35.342 --> 01:22:39.603]  Since 2005, thousands have depended on Berkey Purified Water.
[01:22:39.603 --> 01:22:44.245]  The Berkey guy provides the lowest price filtration systems in every size.
[01:22:44.245 --> 01:22:49.728]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:22:49.728 --> 01:22:49.928]  877-886-3653.
[01:22:49.928 --> 01:22:50.268]  GoBerkey.com
[01:22:58.411 --> 01:23:00.992]  Are you happy washing your hands with harsh chemicals?
[01:23:00.992 --> 01:23:03.132]  Are you happy doing laundry with detergents?
[01:23:03.132 --> 01:23:05.113]  Are you happy paying high prices?
[01:23:05.113 --> 01:23:07.173]  Find your happiness with Pure Soap.
[01:23:07.173 --> 01:23:12.034]  These all-natural, earth-friendly Pure Soaps are the very best you've ever used.
[01:23:12.034 --> 01:23:12.915]  Buy in bulk.
[01:23:12.915 --> 01:23:15.835]  Get a 12-, 36-, or 48-month supply.
[01:23:15.835 --> 01:23:18.276]  Or get items individually and still save big.
[01:23:18.536 --> 01:23:21.818]  You're getting soap products twice as good as what you're using now.
[01:23:21.818 --> 01:23:24.079]  Earth-friendly and natural soaps.
[01:23:24.079 --> 01:23:25.860]  Your family deserves the best.
[01:23:25.860 --> 01:23:28.522]  Happiness is 5starsoap.com.
[01:23:28.522 --> 01:23:31.304]  Why not put your money up the drain for a change?
[01:23:31.304 --> 01:23:37.647]  See them at 5starsoap.com or call 1-800-340-7091 for a catalog.
[01:23:37.647 --> 01:23:44.852]  Cal Bend Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated.
[01:23:44.852 --> 01:23:46.993]  Soaps made from vegetable and coconut oils.
[01:23:47.313 --> 01:23:50.974]  See their full selection of soaps at 5starsoap.com.
[01:23:50.974 --> 01:23:53.095]  That's F-I-V-E, starsoap.com.
[01:23:53.095 --> 01:23:54.135]  Or call 1-800-340-7091 for a catalog.
[01:24:12.894 --> 01:24:17.536]  He has really great historical analysis on his website, on his YouTube as well.
[01:24:17.536 --> 01:24:25.719]  And I found he's one of the people that is effectively getting liberals, who actually are somewhat intellectual, to realize they're in a cult.
[01:24:25.719 --> 01:24:27.400]  Because they always go, oh, you're just a Republican.
[01:24:27.400 --> 01:24:28.420]  I hate Paul Ryan.
[01:24:28.420 --> 01:24:29.981]  I hate neocons.
[01:24:29.981 --> 01:24:30.781]  I hate all these people.
[01:24:30.781 --> 01:24:36.023]  Trump's actually trying to end the Al Qaeda forces that Obama and Hillary created.
[01:24:36.023 --> 01:24:37.804]  He's actually trying to have peace with Russia.
[01:24:38.875 --> 01:24:40.296]  And they're demonizing him.
[01:24:40.296 --> 01:24:42.678]  They're coming after him.
[01:24:42.678 --> 01:24:47.541]  And I just wish we could actually reach out to the peaceniks and somehow get them to realize this is all a fraud.
[01:24:47.541 --> 01:24:55.566]  Even Alan Dershowitz and even Jonathan Turley, who are classic liberal lawyers, say this whole thing against Trump's a total witch hunt.
[01:24:55.566 --> 01:25:00.009]  And it's so dangerous because the Democrats have said they're not going to stop with this.
[01:25:00.009 --> 01:25:05.153]  They're talking about civil emergency, overturning the whole elections and then coming after everybody.
[01:25:05.153 --> 01:25:07.594]  So the stakes have never been higher.
[01:25:07.594 --> 01:25:08.375]  Stefan Molyneux.
[01:25:09.857 --> 01:25:14.727]  Looking at that, I mean, I don't know how to state the level of history we are at right now.
[01:25:14.727 --> 01:25:17.132]  I mean, I cannot overstate that to folks.
[01:25:17.132 --> 01:25:18.816]  We are at such an epic moment.
[01:25:20.553 --> 01:25:27.277]  It will never, ever in human history come down to as important a moment, Alex, and I really want to get this across to your listeners.
[01:25:27.277 --> 01:25:41.384]  If the state wins, if the globalists win, if the communists and the socialists win, capitalism has delivered unto them such monitoring and control and video technology that it is entirely possible we will never, ever be free again.
[01:25:41.804 --> 01:25:43.085]  It comes down to this.
[01:25:43.085 --> 01:25:47.907]  We have the technology to communicate free and peaceful and voluntary ideas across the world.
[01:25:47.907 --> 01:25:52.048]  They have the technology to control everything we do, to monitor everything we do.
[01:25:52.048 --> 01:25:55.910]  They're talking about bringing in monitoring of the internet in the UK and so on.
[01:25:55.910 --> 01:25:58.491]  If we lose, we may never ever win again.
[01:25:58.491 --> 01:26:01.992]  There won't be some big cycle of history and your great-grandkids will be free.
[01:26:01.992 --> 01:26:03.173]  It comes down to now.
[01:26:03.173 --> 01:26:05.534]  They would use every tool in their arsenal.
[01:26:05.774 --> 01:26:07.156]  To win, and they're trying it.
[01:26:07.156 --> 01:26:19.475]  We must use every legal tool in our arsenal to fight back, take no prisoners, push forward every agenda, challenge every relationship, push forward, because it's now, literally, or never, I strongly believe.
[01:26:21.784 --> 01:26:22.405]  I'm speechless.
[01:26:22.405 --> 01:26:25.588]  That is 100% total veritas.
[01:26:25.588 --> 01:26:35.437]  They even brag, they call it the end of history, where they're going to use all the technology to suppress the normal turning, the normal cycles, to end renaissance, consolidate total control.
[01:26:35.437 --> 01:26:42.463]  Schmitt and Zuckerberg, all of them as you know, Bill Joy warned people, he's one of them, but he said it's very immoral what they're doing.
[01:26:42.463 --> 01:26:47.388]  They're going to have a breakaway civilization, put us into total squalor, use it to control us,
[01:26:47.788 --> 01:26:55.056]  And then use the fruits of the human mind and open society that has given us almost godlike powers to shackle us!
[01:26:55.056 --> 01:26:59.220]  I mean, this is, this is unspeakably evil!
[01:26:59.220 --> 01:27:00.742]  What do we do?
[01:27:00.742 --> 01:27:04.666]  Well, we recognize that with something like the betrayal of Brexit.
[01:27:04.666 --> 01:27:09.231]  Brexit, as you know, Alex, was about one thing and one thing only, which was controlling immigration.
[01:27:09.956 --> 01:27:15.719]  And 80% of white British people wanted control of immigration, 60% wanted it enormously reduced.
[01:27:15.719 --> 01:27:16.259]  Why?
[01:27:16.259 --> 01:27:20.681]  Because when the immigrants from the third world move into England, British people, white people, have to move out.
[01:27:20.681 --> 01:27:21.862]  And it never goes the other way.
[01:27:21.862 --> 01:27:26.924]  It's a one-way street, where the places you can even live in England if you're white get smaller and smaller and smaller.
[01:27:26.924 --> 01:27:30.826]  They voted for it, and the elites are now saying they are disregarding!
[01:27:31.346 --> 01:27:32.907]  What it is that people vote for?
[01:27:32.907 --> 01:27:40.349]  To hell with the will of the people, we're going to do what we want and it's going to be six or seven years before we even talk about limiting just EU borders.
[01:27:40.349 --> 01:27:43.950]  And more immigrants came in from non-EU countries to the UK than EU countries.
[01:27:43.950 --> 01:27:44.650]  They've declared war.
[01:27:44.650 --> 01:27:46.251]  They said the will of the people don't matter.
[01:27:46.251 --> 01:27:47.191]  It doesn't matter anymore.
[01:27:47.571 --> 01:27:48.412]  What do you do?
[01:27:48.412 --> 01:27:49.793]  You have to start protesting.
[01:27:49.793 --> 01:27:51.134]  You have to start getting out there.
[01:27:51.134 --> 01:27:53.916]  You have to recognize that this is an emergency.
[01:27:53.916 --> 01:27:57.618]  There is no DEF CON level higher than what we are facing right now.
[01:27:57.618 --> 01:28:00.661]  You need to pull out all the stops, get all the information you can.
[01:28:00.661 --> 01:28:02.602]  You have a global communications network.
[01:28:02.602 --> 01:28:03.963]  You can tap into it anytime.
[01:28:03.963 --> 01:28:05.804]  You can challenge people in your life.
[01:28:05.804 --> 01:28:06.805]  It is down to this.
[01:28:06.805 --> 01:28:12.990]  Because if we don't solve this peacefully, the kind of weapons that we have if it turns to war might end the entire planet.
[01:28:13.928 --> 01:28:30.195]  And the great evil is that they're not trying to reform Islam, they're taking the most radical orthodox forms that are just totally brutal, anti-woman, you name it, to the 10th degree, and then using it as their new shock troops and admitting in their own publications that they're allied with it.
[01:28:30.195 --> 01:28:31.156]  This is madness!
[01:28:32.642 --> 01:28:34.584]  Well, they have no interest in diversity.
[01:28:34.584 --> 01:28:36.725]  This is something so important.
[01:28:36.725 --> 01:28:42.310]  The left sells diversity so that you will accept people coming into your society that will relentlessly vote for the left.
[01:28:42.310 --> 01:28:43.951]  They don't care about diversity at all.
[01:28:43.951 --> 01:28:50.196]  Try being not on the left and getting a job at a leftist university or a leftist mainstream media outlet.
[01:28:50.196 --> 01:28:53.159]  Try being a non-leftist and writing for television.
[01:28:53.159 --> 01:28:54.320]  They have no interest.
[01:28:54.320 --> 01:28:55.180]  You know who has the stats?
[01:28:55.180 --> 01:28:55.841]  96% of voters
[01:28:57.543 --> 01:29:01.527]  Of Washington reporters donated to the Hillary Clinton campaign.
[01:29:01.527 --> 01:29:03.889]  They have no interest in diversity whatsoever.
[01:29:03.889 --> 01:29:11.478]  Diversity means for them, shut up people who aren't on the left, shut up white people, and accept your subjugation while I say no to that!
[01:29:11.478 --> 01:29:12.999]  End to the lie of diversity!
[01:29:12.999 --> 01:29:14.261]  And they're not helping!
[01:29:14.761 --> 01:29:21.885]  They're not helping the, quote, brown people by blowing up free market and blowing up Christian civilization that brought everybody in.
[01:29:21.885 --> 01:29:23.206]  Again, the globalists are in competition.
[01:29:23.206 --> 01:29:26.949]  Remember when the leftists used to care about the poor and they used to care about the working class?
[01:29:26.949 --> 01:29:30.271]  Mass immigration drives down the wages of the poor in America.
[01:29:30.271 --> 01:29:32.372]  And it doesn't help the migrants.
[01:29:32.372 --> 01:29:33.933]  It drives them down too.
[01:29:33.933 --> 01:29:38.456]  We've got to build up through free market, through free market globalism, those countries through
[01:29:39.076 --> 01:29:40.997]  Free Association, wow.
[01:29:40.997 --> 01:29:45.739]  Stephan Molyneux, thank you, always enlightening, but today was extremely powerful, wow.
[01:29:45.739 --> 01:29:47.821]  We'll be back with Roger Stone, wow.
[01:29:47.821 --> 01:29:49.341]  That was just a man.
[01:29:49.341 --> 01:29:50.722]  We're on the march.
[01:29:50.722 --> 01:29:53.243]  The Empire's on the run.
[01:29:53.243 --> 01:29:55.925]  Alex Jones and the GCN Radio Network.
[01:30:01.104 --> 01:30:06.968]  Do you remember Dennis Hastert, the longest-serving Republican Speaker of the House in history, also the highest-ranking U.S.
[01:30:06.968 --> 01:30:09.149]  politician to be sent to prison?
[01:30:09.149 --> 01:30:16.554]  Hastert was a small-town wrestling coach in Illinois when he was what Judge Thomas Durkin of the federal court described as a serial child molester.
[01:30:16.554 --> 01:30:25.479]  Because of the statutes of limitations for acts in the 1960s and 70s has run out, Hastert was not charged for any of the sexual abuse he engaged in, if you can believe that.
[01:30:25.479 --> 01:30:28.561]  He did go down for illegal hush money, to the tune of at least $3.5 million.
[01:30:30.382 --> 01:30:35.105]  He was fined $250,000 and sentenced to 15 months in prison.
[01:30:35.105 --> 01:30:36.606]  Hardly justice.
[01:30:36.606 --> 01:30:42.710]  But now, the serial child molester is free once again, after serving only 13 months.
[01:30:42.710 --> 01:30:49.555]  Judge Durkin also said, there's nothing more disturbing than having a child molester and Speaker of the House in the same sentence.
[01:30:49.555 --> 01:30:50.576]  I disagree.
[01:30:50.576 --> 01:30:55.879]  There's nothing more disturbing than a serial child molester being free after only one year in prison.
[01:30:55.879 --> 01:30:57.580]  Won't see that on CNN.
[01:30:57.580 --> 01:31:00.062]  For InfoWars.com, this is Owen Schroer.
[01:31:01.263 --> 01:31:06.526]  Protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[01:31:06.526 --> 01:31:13.690]  Perfect for face and body, this natural unscented sunscreen can be worn at all times of the day, whenever you need sun protection.
[01:31:13.690 --> 01:31:19.574]  We source ingredients from nature, producing a product free of harmful chemicals and toxins.
[01:31:19.574 --> 01:31:27.359]  This natural lotion contains 21% zinc oxide, which is the largest particle size used, and we do not use nanoparticles.
[01:31:27.879 --> 01:31:31.421]  The larger the particle, the safer it is for your body.
[01:31:31.421 --> 01:31:35.543]  The organic oils help hydrate the skin, leaving it nice and smooth.
[01:31:35.543 --> 01:31:39.985]  The truly natural fragrance-free sunscreen for the most sensitive skin.
[01:31:39.985 --> 01:31:46.188]  Emrix Essentials wants you to enjoy the sun and strives to bring you organic products to enhance your life.
[01:31:46.188 --> 01:31:51.071]  Naturally protect your skin with SPF 30 sunscreen lotion by Emrix Essentials.
[01:31:51.331 --> 01:31:54.637]  Stop exposing yourself and your family to toxic ingredients.
[01:31:54.637 --> 01:31:59.906]  Visit InfoWarsStore.com and learn more about the new SPF 30 sunscreen lotion.
[01:32:01.875 --> 01:32:05.658]  Thousands of years ago, there was a basic form of chivalry.
[01:32:05.658 --> 01:32:13.403]  Our ancestors would hear the drums of war, giving the warriors of the tribe a chance to organize and prepare a defense.
[01:32:13.403 --> 01:32:21.989]  Sixty years ago, when foreign air forces were approaching filled with bombs, they had drums of their own, air raid sirens.
[01:32:21.989 --> 01:32:26.431]  But in the 21st century, there are silent weapons for quiet war.
[01:32:26.431 --> 01:32:31.595]  Pathogens added to the food and water, to the lining of plastics that destroy our vitality.
[01:32:32.015 --> 01:32:36.257]  Turn off our hormones and accelerate our journey towards death.
[01:32:36.257 --> 01:32:39.658]  I personally counter this onslaught with AnthroPlex.
[01:32:39.658 --> 01:32:50.802]  AnthroPlex is designed with known organic concentrated herbs to create the basic foundation to normal metabolic activity inside the human body.
[01:32:50.802 --> 01:32:53.703]  Discover why AnthroPlex is turning so many heads today.
[01:32:53.703 --> 01:32:59.685]  It's time for us to take our bodies back into our own hands and it starts at InfoWarsLife.com with AnthroPlex.
[01:33:02.287 --> 01:33:06.369]  You're listening to the Alex Jones Show.
[01:33:06.369 --> 01:33:28.757]  Came in last night at half past ten That baby of mine wouldn't let me in So move it on over Move it on over Move it on over Move it on over Move over little dog Cause the big dog's moving in She's changed the lock on our front door And my door key don't fit no more
[01:33:31.003 --> 01:33:33.725]  Sean Spicer and on over.
[01:33:33.725 --> 01:33:44.311]  That's right.
[01:33:44.311 --> 01:33:47.833]  His country was on death watch when Trump got elected.
[01:33:47.833 --> 01:33:49.454]  His rhetoric, I knew, was devastating.
[01:33:49.454 --> 01:33:55.918]  And just that rhetoric alone, reintroduced nationalism, common sense, free market, anti-globalism.
[01:33:55.918 --> 01:33:56.939]  I said, well, that's positive.
[01:33:56.939 --> 01:33:58.480]  But if he goes sideways, I'll expose him.
[01:33:58.480 --> 01:33:59.641]  I mean, that's what I'm used to doing.
[01:34:00.993 --> 01:34:03.275]  I'm ready to attack!
[01:34:03.275 --> 01:34:05.176]  Default.
[01:34:05.176 --> 01:34:05.817]  You're a globalist.
[01:34:05.817 --> 01:34:06.657]  You're selling people out.
[01:34:06.657 --> 01:34:08.879]  Trump has done way better than I thought he could do.
[01:34:08.879 --> 01:34:12.922]  But they're coming after him even harder than I thought they would.
[01:34:12.922 --> 01:34:16.165]  Now we learn Obama was ready for martial law on election day.
[01:34:16.165 --> 01:34:17.926]  That's the New York Post.
[01:34:17.926 --> 01:34:24.811]  They're looking at COG and having a civil emergency to remove him and saying it on CNN now and MSNBC.
[01:34:24.811 --> 01:34:28.354]  They're getting ready to go operational.
[01:34:28.354 --> 01:34:29.675]  And they got Mueller over there.
[01:34:30.971 --> 01:34:32.832]  98% of his money going to the Democrats.
[01:34:32.832 --> 01:34:37.653]  Everybody on there, except him, appointed by Bush, just as bad as the Democrats.
[01:34:37.653 --> 01:34:41.954]  Everybody on there, appointed by Democrats, brought on are Democrats.
[01:34:41.954 --> 01:34:43.354]  I mean, this is incredible.
[01:34:43.354 --> 01:34:46.135]  We talked to Roger Stone about what this means.
[01:34:46.135 --> 01:34:48.536]  He popped in earlier with us, but he's got more intel now.
[01:34:48.536 --> 01:34:52.457]  We had him on three minutes after the Spicer resignation was brought out.
[01:34:52.457 --> 01:34:57.638]  Little Birds told me months ago that if Spicer left, that it would be Priebus and that would trigger
[01:34:59.684 --> 01:35:04.828]  Basically a palace coup by the patriots.
[01:35:04.828 --> 01:35:08.812]  And into that vacuum, folks like Bannon will really be able to get even more done.
[01:35:08.812 --> 01:35:13.756]  But already, Trump just totally syncs with Bannon because Trump is a patriot.
[01:35:13.756 --> 01:35:18.760]  Before Bannon was fighting the globalists 30 years ago, Trump was fighting NAFTA and GATT and all the rest of it.
[01:35:18.760 --> 01:35:21.102]  So this is a big day.
[01:35:21.102 --> 01:35:22.463]  This is a big deal.
[01:35:22.463 --> 01:35:26.767]  And Mueller moving is forcing Trump to move.
[01:35:27.705 --> 01:35:34.452]  I mean, the crimes of Hillary are legioned and confirmed and just left alone.
[01:35:34.452 --> 01:35:39.817]  Trump's done nothing, so now they've got the biggest fishing expedition of any president ever against him.
[01:35:39.817 --> 01:35:44.922]  All of his associates, all of his campaign people, all their finances.
[01:35:44.922 --> 01:35:46.304]  Hell, they admit I'm in the dragnet.
[01:35:48.715 --> 01:35:49.236]  Let's go!
[01:35:49.236 --> 01:35:50.377]  Let's get these subpoenas going!
[01:35:50.377 --> 01:35:50.757]  Let's go!
[01:35:50.757 --> 01:35:52.278]  I'm going to testify in public, though.
[01:35:52.278 --> 01:35:54.781]  I'm not testifying in secret with Congress.
[01:35:54.781 --> 01:36:02.428]  We have a man joining us who did testify in Congress, coming up in the next hour.
[01:36:02.428 --> 01:36:06.492]  Stone will ride shotgun with us a little bit to introduce Michael Caputo.
[01:36:06.492 --> 01:36:11.477]  They had him testify in secret, then lied about what he said, and won't release a transcript.
[01:36:14.724 --> 01:36:21.207]  That was the trap they had for Stone, but they knew Stone was going to get the information out one way or the other.
[01:36:21.207 --> 01:36:25.890]  And so they chickened out last week and brought in Caputo.
[01:36:25.890 --> 01:36:28.651]  So that's coming up.
[01:36:28.651 --> 01:36:36.055]  Caputo sent by the CIA into Russia to keep Yeltsin in power, and they used that file on him to claim he's a Russian agent with no evidence.
[01:36:36.055 --> 01:36:38.256]  That's who these people are, ladies and gentlemen, we're dealing with.
[01:36:38.256 --> 01:36:41.297]  So it's a war within the deep state, make no mistake.
[01:36:41.297 --> 01:36:42.078]  Now, briefly,
[01:36:43.183 --> 01:36:47.106]  Before we go to Stone, we're running a special at the end of the month, free shipping.
[01:36:47.106 --> 01:36:57.314]  I extended those sales, but I ran out of the X2 and the Brainforce and the Supermail and a bunch of other products.
[01:36:57.314 --> 01:37:00.176]  By run out, we're down to like 300 bottles, 400 bottles of those.
[01:37:00.176 --> 01:37:03.178]  And we're talking a month until some of these things come back in.
[01:37:03.178 --> 01:37:05.760]  So they went back to regular discount that's 10%, not 30 or 40%.
[01:37:05.760 --> 01:37:06.901]  But keeping true to my promise,
