[00:00:07.742 --> 00:00:08.626]  Another time.
[01:02:09.185 --> 01:02:10.306]  And let's be clear.
[01:02:11.181 --> 01:02:17.306]  The media has said that I am the progenitor or the creator of this theory.
[01:02:17.306 --> 01:02:19.468]  I am not the creator of this theory.
[01:02:19.468 --> 01:02:26.454]  This has been on the internet since the campaign, since he kept calling her Michael in all these press conferences and events.
[01:02:26.454 --> 01:02:29.676]  How do you call your wife Michael when it's Michelle?
[01:02:29.676 --> 01:02:33.900]  Men and women of the finest military in the world.
[01:02:33.900 --> 01:02:37.683]  Most of all, Admiral Mullen.
[01:02:37.683 --> 01:02:38.043]  Deborah.
[01:02:39.878 --> 01:02:44.283]  Michael and I, Michael and I, Michael and I. Is that anything scary?
[01:02:44.283 --> 01:02:56.996]  You know, uh, well, when my, my, my, when Michelle's mad, when my, my, my, when Michelle's mad, when my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my, my
[01:02:57.904 --> 01:02:58.124]  Ms.
[01:02:58.124 --> 01:03:00.165]  Rivers, how are you?
[01:03:00.165 --> 01:03:03.147]  You made a ton of news officiating the wedding in New York yesterday.
[01:03:03.147 --> 01:03:05.888]  Is this like a new cottage career move for you?
[01:03:05.888 --> 01:03:07.789]  I am so excited.
[01:03:07.789 --> 01:03:09.690]  And I should do very well because I don't show it.
[01:03:09.690 --> 01:03:13.953]  And do you think that the country will see the first, the United States will see the first gay president or the first woman president?
[01:03:13.953 --> 01:03:15.693]  We already have it with Obama.
[01:03:15.693 --> 01:03:17.875]  So let's just calm down.
[01:03:17.875 --> 01:03:18.155]  Got it.
[01:03:22.747 --> 01:03:23.628]  I'm sorry, she's a what?
[01:03:23.628 --> 01:03:27.170]  A transgender, we all know.
[01:03:27.170 --> 01:03:31.753]  My gosh.
[01:03:31.753 --> 01:03:33.154]  We've blown up this video.
[01:03:33.154 --> 01:03:38.718]  We have enhanced this video just shot days ago as they were visiting one of their daughters at college.
[01:03:38.718 --> 01:03:43.221]  And it doesn't look like a cell phone in her pants, in her dress.
[01:03:43.221 --> 01:03:46.363]  It doesn't look like, it looks like a cucumber
[01:03:47.183 --> 01:03:49.785]  Or something right out of the movie, Spinal Tap.
[01:03:49.785 --> 01:03:52.248]  So you watch this, you decide.
[01:03:52.248 --> 01:03:53.809]  They're public figures.
[01:03:53.809 --> 01:03:57.112]  Joan Rivers, who was friends with them, said this and died mysteriously.
[01:03:57.112 --> 01:04:01.175]  And it just makes you ask, is anything we're told true anymore?
[01:04:01.175 --> 01:04:04.038]  Because we've watched the footage, we've blown it up.
[01:04:04.038 --> 01:04:06.840]  It does not appear to be manipulated or photoshopped.
[01:04:06.840 --> 01:04:11.504]  It appears from the video layers with our experts looking at it to be real.
[01:04:11.504 --> 01:04:14.466]  That's the only question we're asking is, why?
[01:04:15.741 --> 01:04:18.424]  Did Joan Rivers die right after she questioned this?
[01:04:18.424 --> 01:04:20.186]  And what does this footage mean to you?
[01:04:29.662 --> 01:04:41.271]  Ladies and gentlemen, we'll be right back, but major wardrobe malfunction there.
[01:04:41.271 --> 01:04:44.754]  And again, they use this for blackmail when they put people like this in the White House.
[01:04:44.754 --> 01:04:47.356]  Total control to basically bring down the U.S.
[01:04:47.356 --> 01:04:49.378]  anytime they want, bringing this secret out.
[01:04:49.378 --> 01:04:51.620]  That's why they arranged this and did this.
[01:04:51.620 --> 01:04:54.202]  And of course, there's a lesser magic joke on everyone.
[01:04:56.451 --> 01:04:58.573]  December 23rd, 1776.
[01:04:58.573 --> 01:05:01.916]  These are the times that try men's souls.
[01:05:01.916 --> 01:05:06.920]  The summer soldier and the sunshine patriot will, in this crisis, shrink from the service of their country.
[01:05:06.920 --> 01:05:11.724]  But he that stands by it now deserves the love and thanks of man and woman.
[01:05:11.724 --> 01:05:14.346]  Tyranny, like hell, is not easily conquered.
[01:05:14.346 --> 01:05:16.088]  Yet we have this consolation with us.
[01:05:16.348 --> 01:05:19.349]  That the harder the conflict, the more glorious the triumph.
[01:05:19.349 --> 01:05:22.370]  What we obtain too cheap, we esteem too lightly.
[01:05:22.370 --> 01:05:25.331]  It is dearness only that gives everything its value.
[01:05:25.331 --> 01:05:28.472]  Heaven knows how to put a proper price on its goods.
[01:05:28.472 --> 01:05:34.054]  And it would be strange indeed if so celestial an article as freedom should not be highly rated.
[01:05:34.054 --> 01:05:38.176]  Britain, with an army to enforce her tyranny, has declared that she has a right
[01:05:38.396 --> 01:05:42.421]  Not only to tax, but to bind us in all cases whatsoever.
[01:05:42.421 --> 01:05:47.687]  And if being bound in that matter is not slavery, then there is no such thing as slavery upon Earth.
[01:05:47.687 --> 01:05:53.574]  Even the expression is impious, for so unlimited a power can only belong to God.
[01:05:53.574 --> 01:05:55.576]  Thomas Paine, The American Crisis.
[01:05:56.562 --> 01:06:00.727]  After being sold out for months, our best-selling super blue fluoride toothpaste is now back in stock.
[01:06:00.727 --> 01:06:02.028]  NymphoRestore.com.
[01:06:02.028 --> 01:06:04.110]  Research across the board is clear.
[01:06:04.110 --> 01:06:09.416]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:06:09.416 --> 01:06:13.160]  That's why the last Surgeon General's report on oral health warns that
[01:06:13.260 --> 01:06:16.703]  Your oral health can have a serious impact on your entire body.
[01:06:16.703 --> 01:06:19.886]  Super Blue Fluoride-Free Toothpaste is a groundbreaking new formula.
[01:06:19.886 --> 01:06:23.770]  It's loaded with good halogen iodine instead of the bad halogen fluoride.
[01:06:23.770 --> 01:06:30.936]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:06:30.936 --> 01:06:37.062]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine,
[01:06:37.242 --> 01:06:38.643]  Nanosilver and more.
[01:06:38.643 --> 01:06:46.931]  Due to requests from listeners who found that Spearmint was a little bit too strong for some of their children, we have created the new Bubble Gum flavored Super Blue that is Spearmint free.
[01:06:46.931 --> 01:06:55.238]  Learn more about the new Bubble Gum flavored Super Blue toothpaste and more at InfoWarsLife.com and support the Info War while you support healthy gums and teeth.
[01:06:56.491 --> 01:07:05.574]  Alex Jones here to tell you about how you can help spread liberty worldwide, while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:07:05.574 --> 01:07:13.697]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:07:13.957 --> 01:07:18.840]  We have now managed to secure these sought-after beans in a highly customized blend.
[01:07:18.840 --> 01:07:25.645]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[01:07:25.645 --> 01:07:32.810]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:07:32.810 --> 01:07:39.854]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:07:39.854 --> 01:07:43.797]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:07:43.797 --> 01:07:44.017]  Watch me!
[01:07:44.017 --> 01:07:44.197]  Watch me!
[01:07:44.197 --> 01:07:44.498]  I got it!
[01:08:10.670 --> 01:08:12.592]  I don't care how big you are.
[01:08:12.592 --> 01:08:15.215]  I don't care how high you think you are.
[01:08:15.215 --> 01:08:17.378]  If you come for me I'm coming for you.
[01:08:35.288 --> 01:08:46.392]  And so, whether it's the President of the United States of America or any of his cabinet, we will say to them, we will resist you.
[01:08:46.392 --> 01:08:51.473]  We will not allow you to damage this country in the way that you're doing.
[01:08:51.473 --> 01:08:54.634]  We will not allow you to take us backwards.
[01:08:54.634 --> 01:08:59.236]  Not only will we resist you, we will impeach you, Mr. President!
[01:09:03.037 --> 01:09:10.263]  And so, I know that you are as inspired as I am this evening.
[01:09:10.263 --> 01:09:17.048]  I want you to know that I said and I'll say it over and over again, reclaiming my time!
[01:09:17.048 --> 01:09:20.571]  Now here's Pelosi, even stupider.
[01:09:20.571 --> 01:09:26.376]  How could the Park Service justify denying that organization their free speech rights?
[01:09:26.376 --> 01:09:29.599]  Because the Constitution does not say that a person can
[01:09:38.973 --> 01:09:47.276]  It's yell fire in a theater and you can't have pre-constraint on speech saying you think someone's going to yell fire.
[01:09:47.276 --> 01:10:01.682]  If someone says we're going to go have a rally at the Capitol to gather a group together to blow up the legislature then you have admitted criminal intent to commit criminal acts and organize criminal acts and engage in terrorism
[01:10:03.018 --> 01:10:10.560]  To influence the political process, and then you get SWAT teamed, and then you get sent to a Supermax prison!
[01:10:10.560 --> 01:10:16.282]  Whereas I didn't like the alt-right group that was out there, and neither did Jack Posobiec or Mike Cernovich or anybody.
[01:10:16.282 --> 01:10:19.123]  You know, we've been invited to speak at all those, and we said, no, it's stupid!
[01:10:19.123 --> 01:10:21.524]  We want to be inclusive!
[01:10:21.524 --> 01:10:24.965]  Not the Democratic Party that's all about division, while claiming they're trying to stop it.
[01:10:26.212 --> 01:10:29.034]  White Nationalists, KKK, they've got their rights.
[01:10:29.034 --> 01:10:32.556]  And so now because Charles Barkley came out and said, I don't care about those idiots.
[01:10:32.556 --> 01:10:33.216]  I got my own life.
[01:10:33.216 --> 01:10:33.877]  I'm successful.
[01:10:33.877 --> 01:10:34.297]  Screw them.
[01:10:34.297 --> 01:10:35.798]  I'm not giving attention to a bunch of losers.
[01:10:35.798 --> 01:10:39.260]  They went, oh, you're a white supremacist!
[01:10:39.260 --> 01:10:41.321]  They're calling George Foreman names because he likes Trump.
[01:10:44.056 --> 01:10:46.378]  It's insane!
[01:10:46.378 --> 01:10:55.022]  It's totally out of control, but this is the desperate Democratic Party that is now saying they're going to have a House Commission with Pelosi and with Maxine Waters on it.
[01:10:55.022 --> 01:10:55.682]  I'm not kidding.
[01:10:55.682 --> 01:10:57.683]  It was on CNN this morning.
[01:10:57.683 --> 01:11:01.886]  They're going to be on this commission about Trump's mental health.
[01:11:01.886 --> 01:11:09.990]  These women, if you watch their press conferences, it's the best unintentional comedy until you realize how dangerous they are because they're calling for
[01:11:12.056 --> 01:11:20.478]  You know, to stop Putin and his attack on Korea, as if there's not a North or South, or as if Putin's not involved in Korea, except for a small border.
[01:11:20.478 --> 01:11:24.439]  That's how crazy... And she goes, well Aleppo in Korea?
[01:11:24.439 --> 01:11:27.000]  Lady, Aleppo is in Syria!
[01:11:27.000 --> 01:11:30.561]  That's the Middle East, not the Far East.
[01:11:30.561 --> 01:11:32.982]  Not South Central Asia, Southeast Asia.
[01:11:32.982 --> 01:11:37.123]  These people... How about we have the congressman from Georgia?
[01:11:37.123 --> 01:11:37.743]  What's his name?
[01:11:39.411 --> 01:11:46.156]  The one that, Hank whatever, the one that thinks, yeah Hank Johnson, the one that thinks Guam is floating.
[01:11:46.156 --> 01:11:53.261]  And the Admiral thought he was joking, and he wasn't joking, he said, well if we put too many troops on the island, will it not capsize?
[01:11:53.261 --> 01:11:56.264]  Fancy word, you learned.
[01:11:56.264 --> 01:11:58.085]  The sailboat, you know, floating?
[01:12:00.182 --> 01:12:04.446]  Talk about Twilight Zone.
[01:12:04.446 --> 01:12:08.349]  Meanwhile, you have conversations with Trump, or you see him working 18 hours a day.
[01:12:08.349 --> 01:12:17.257]  It's like, how has this guy hardly ever stumbled his words, totally focused, incredible memory, like a machine, finishing your sentences for you.
[01:12:17.257 --> 01:12:19.960]  He's a superman compared to these people.
[01:12:23.166 --> 01:12:27.972]  Putin's in Aleppo, North Korea.
[01:12:27.972 --> 01:12:30.715]  Putin attacked North Korea.
[01:12:30.715 --> 01:12:33.699]  And George W. Bush is president.
[01:12:33.699 --> 01:12:35.581]  And the islands are floating.
[01:12:35.581 --> 01:12:40.027]  And you ask yourself, who is running things?
[01:12:41.291 --> 01:13:00.004]  Meanwhile, results, economy exploding, all these amazing things happening, and they're just trying to block it with big central banks and Goldman Sachs going, the economy's going under, the economy's going under, we're raising interest rates, Obamacare's gonna stay, you're not getting tax cuts, please, economy fall!
[01:13:00.004 --> 01:13:02.706]  And the left cheerleading, yay, depression, get Trump!
[01:13:02.706 --> 01:13:10.832]  I mean, talk about loving your servitude, talk about hating yourself, talk about mind control, talk about a cult of idiots.
[01:13:12.935 --> 01:13:18.978]  And then meanwhile, our story's up on DrugsReport.com.
[01:13:18.978 --> 01:13:20.779]  Hurricane Harvey hysteria.
[01:13:20.779 --> 01:13:25.562]  Consumers, customers fight as stores sell out of water.
[01:13:25.562 --> 01:13:26.863]  A Don Salazar article.
[01:13:26.863 --> 01:13:30.225]  Storm is expected to upgrade now to Category 3, which it was.
[01:13:30.225 --> 01:13:33.527]  It's Harvey to make landfall tonight, bringing 40 inches of rain.
[01:13:33.527 --> 01:13:34.667]  They hit 3 inches in Houston.
[01:13:34.667 --> 01:13:36.548]  They flood.
[01:13:36.548 --> 01:13:39.330]  Worst case scenario looms for Texas with Hurricane Harvey.
[01:13:41.013 --> 01:13:45.114]  Storm of the decade, perfect conditions can make Harvey the strongest hurricane hit the U.S.
[01:13:45.114 --> 01:13:52.856]  in 12 years as Texans are told to get out of Dodge before 130 mile an hour winds and rain cause alligator infested floods.
[01:13:52.856 --> 01:13:54.016]  It's actually true.
[01:13:54.016 --> 01:13:59.698]  Hurricane Harvey could be the flooding disaster as the storm stalls over Texas.
[01:13:59.698 --> 01:14:07.220]  There is a creek on a place we used to live in that when it rained three or four inches it would flood right up the house.
[01:14:09.932 --> 01:14:14.598]  I gotta, you know, get with my ex, walk to him on the phone and just say, you need to, she still lives there, you need to get to high ground.
[01:14:14.598 --> 01:14:16.079]  I mean, I'm sure she is.
[01:14:16.079 --> 01:14:19.023]  This is just absolutely out of control.
[01:14:19.023 --> 01:14:22.928]  I mean, there will be deaths from this, you can believe it.
[01:14:24.420 --> 01:14:27.762]  And so everybody should get to higher ground and pray, pray for folks who are in Texas.
[01:14:27.762 --> 01:14:33.345]  And Trump is on it, talking to the governor, got emergency response, National Guard, federal troops already getting ready to go in.
[01:14:33.345 --> 01:14:34.966]  And it's, he failed, he failed, he failed!
[01:14:34.966 --> 01:14:38.247]  Remember during the campaign he went to Louisiana and Mississippi when it got hit?
[01:14:38.247 --> 01:14:39.148]  And Obama wouldn't?
[01:14:39.148 --> 01:14:40.449]  They just don't even care?
[01:14:40.449 --> 01:14:42.350]  They made a big deal out of Bush not doing enough?
[01:14:42.350 --> 01:14:44.130]  Brownie, you're doing a good job and all that.
[01:14:44.130 --> 01:14:45.651]  And I don't think Bush did a good job.
[01:14:45.651 --> 01:14:47.972]  The point is, Obama did ten times worse!
[01:14:47.972 --> 01:14:48.553]  But it's okay!
[01:14:50.230 --> 01:14:56.815]  Because it's all this upside-down idiot standard, and you watch, Trump's gonna fly down in the aftermath, that won't be enough.
[01:14:56.815 --> 01:14:58.256]  Everything is upside-down world.
[01:14:58.256 --> 01:14:59.697]  Joining us though is Jack Posobiec.
[01:15:01.104 --> 01:15:04.546]  For the rest of the hour, we're riding shotgun if you want to see what Leanne Mack can do.
[01:15:04.546 --> 01:15:06.667]  Jack Posobiec's incredible naval intelligence.
[01:15:06.667 --> 01:15:07.748]  Didn't make a big deal out of that.
[01:15:07.748 --> 01:15:09.469]  They're trying to get him out of the Navy now.
[01:15:09.469 --> 01:15:11.530]  Headlines across the nation last week.
[01:15:11.530 --> 01:15:23.177]  How dare the president retweet Jack Posobiec, a journalist, who didn't tell us he was in naval intelligence and he needs to be thrown out of the Navy and lose his security clearance because, you know, the crazy president likes you.
[01:15:23.177 --> 01:15:26.119]  That's like working for a foreign spy or something to have the president like you.
[01:15:26.119 --> 01:15:27.020]  That's illegal.
[01:15:27.020 --> 01:15:28.721]  Again, upside down world.
[01:15:28.721 --> 01:15:30.142]  And then he ran the headline.
[01:15:31.062 --> 01:15:32.704]  On August 4th, we had him on.
[01:15:32.704 --> 01:15:36.689]  White House to staffers, if you like InfoWars or Milo, you're fired.
[01:15:36.689 --> 01:15:39.532]  Went on to say General Kelly is restricting all the knowledge getting in.
[01:15:39.532 --> 01:15:46.220]  And then they go on today admitting it in Politico, New York Times, Washington Post.
[01:15:47.577 --> 01:15:49.399]  And admitting everything that Jack Posobiec broke.
[01:15:49.399 --> 01:16:06.955]  But what happens when you write over and over and over again about when somebody's going to be out, like the Chief of Staff or the White House spokesman, and you write to the day, and you write on things after things because you actually have real sources, which they admit in Politico and Reuters, Posobiec and Mike Cernovich and myself and Roger Stone have real sources.
[01:16:07.515 --> 01:16:11.698]  But to the general public, they say, oh, they're fake news, don't listen to them, but now they've got to admit it.
[01:16:11.698 --> 01:16:16.181]  So they don't want people that they admit have the real intel to let the president know.
[01:16:16.181 --> 01:16:21.024]  Oh, by the way, the former deputy director of the CIA went on CNN and said they're preparing to kill you.
[01:16:21.024 --> 01:16:26.148]  Oh, and sir, here's a report where Clapper says they're preparing to forcibly remove you.
[01:16:26.148 --> 01:16:31.491]  And here's another person from Congress saying they're shopping it, saying Republicans better get in line or we'll kill you too.
[01:16:31.491 --> 01:16:32.092]  It goes like this.
[01:16:32.432 --> 01:16:33.993]  This is going to get real hairy.
[01:16:33.993 --> 01:16:35.374]  We don't want a civil war.
[01:16:35.374 --> 01:16:40.576]  He's mentally ill and you need for yourself and your family to decide to make the right decision when this happens.
[01:16:40.576 --> 01:16:42.477]  All you got to do is keep your mouth shut.
[01:16:42.477 --> 01:16:43.398]  I've gotten the phone calls.
[01:16:46.872 --> 01:16:47.653]  That's how this works!
[01:17:05.209 --> 01:17:09.650]  Everybody should just absolutely thank you for the great work you do there in DC.
[01:17:09.650 --> 01:17:12.151]  You were right again on target because you weren't right.
[01:17:12.151 --> 01:17:13.191]  You were reporting.
[01:17:13.191 --> 01:17:14.471]  It isn't a prediction.
[01:17:14.471 --> 01:17:19.473]  You have sources that were told this by people that formerly worked for Soros.
[01:17:19.473 --> 01:17:20.713]  That's Soros people.
[01:17:20.713 --> 01:17:24.374]  And of course they've got the president so isolated because they're scared he's gonna learn all this.
[01:17:24.374 --> 01:17:24.654]  Jack!
[01:17:26.513 --> 01:17:27.914]  Yeah, Alex, that's what they're doing.
[01:17:27.914 --> 01:17:31.355]  They're trying to stifle the president's information flow.
[01:17:31.355 --> 01:17:43.740]  Because they know that when Donald Trump gets the information, they know that when Donald Trump has all access to information at his fingertips, that he will inevitably make the right decision, as he's done time and time again.
[01:17:43.740 --> 01:17:47.062]  Well, I heard about this nearly a month ago, Alex, and I came on.
[01:17:47.062 --> 01:17:47.802]  We talked about it.
[01:17:47.802 --> 01:17:54.245]  I said, Alex, my sources in the White House are telling me, Janna Toner, these people, Giant DiStefano, they're going around to the staff.
[01:17:54.545 --> 01:17:57.507]  And they're telling all the staff, stop reading InfoWars.
[01:17:57.507 --> 01:18:04.993]  If you like InfoWars on your Facebook, if you put it up on your social media, they're scouring everyone's accounts to see if anyone's posted any articles.
[01:18:04.993 --> 01:18:06.514]  And if you had that, you were fired.
[01:18:06.514 --> 01:18:07.675]  You're immediately gone.
[01:18:07.675 --> 01:18:10.777]  So they started at the lower levels, and now they're working their way up.
[01:18:10.777 --> 01:18:12.038]  See, they worked their way in.
[01:18:12.038 --> 01:18:17.002]  They started there a few months ago, and that's where we first got the indications of it, because I know these people.
[01:18:17.002 --> 01:18:17.963]  I see these people.
[01:18:17.963 --> 01:18:19.684]  I'm friends with some of these people on occasion.
[01:18:19.884 --> 01:18:22.307]  I'm not going to say who though because I don't want to get them fired.
[01:18:22.307 --> 01:18:23.589]  I'm not trying to get anyone in trouble.
[01:18:23.589 --> 01:18:25.031]  I'm just telling you what's going on.
[01:18:25.031 --> 01:18:27.374]  And I think that the American people have a right to know this.
[01:18:27.374 --> 01:18:32.040]  And now it seems that they're actually funneling that information from President Trump.
[01:18:32.040 --> 01:18:37.527]  Meanwhile, we've got people like Gary Cohn, who's now going out and bashing Trump in the mainstream press.
[01:18:37.527 --> 01:18:38.088]  So I might...
[01:18:38.408 --> 01:18:43.410]  What remains to be seen is does the president even know that this has happened because have they kept that off of his desk?
[01:18:43.410 --> 01:18:54.936]  The great news is they can keep control of what goes into his office, but they can't keep control of what he sees on TV and what he sees on his cell phone where he still has Twitter, he still has his...
[01:18:55.296 --> 01:19:00.520]  Personal social media and his legions, his millions of fans on social media, on Twitter.
[01:19:00.520 --> 01:19:05.444]  And that's why Twitter admittedly for three months, Twitter admittedly for three months blocks all the positive stuff.
[01:19:05.444 --> 01:19:07.125]  But then we got word to him about that.
[01:19:07.125 --> 01:19:09.527]  He learned to then go into the feeds.
[01:19:09.527 --> 01:19:11.909]  And I don't want to get into inside baseball.
[01:19:11.909 --> 01:19:15.892]  We also obviously got Trump the quotes and where they said they're going to kill him.
[01:19:15.892 --> 01:19:17.012]  He didn't know that.
[01:19:17.012 --> 01:19:19.154]  So now obviously the Pentagon was already aware of this.
[01:19:19.154 --> 01:19:20.195]  Now Trump's ready for that.
[01:19:20.495 --> 01:19:27.261]  I mean, they just can't, we're like, sir, they're preparing to kill you, here's what they're saying, here's the COG plan, and now we're taking action.
[01:19:27.261 --> 01:19:28.142]  That's why they're so pissed.
[01:19:29.768 --> 01:19:40.972]  Yeah, they know that what we're doing is trying to expose them for stopping our movement, for stopping the movement of the New American Revolution, as many people are calling it, the New American Independence Movement.
[01:19:40.972 --> 01:19:43.933]  And they don't want the president to be associated with that.
[01:19:43.933 --> 01:19:46.274]  They want him to go right along with the new conservative line.
[01:19:46.274 --> 01:19:51.656]  And they don't want minorities, who are the majority, to have the new birthright and be part of this, because they are America.
[01:19:51.656 --> 01:19:54.217]  Jack Posobiec, a true hero, will be with us straight ahead.
[01:19:55.413 --> 01:19:57.994]  Hunters, anglers, campers and survivalists.
[01:19:57.994 --> 01:19:59.075]  Get back to nature.
[01:19:59.075 --> 01:20:06.238]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[01:20:06.238 --> 01:20:09.260]  Slingbow products are compact and models start from just $17.98.
[01:20:09.260 --> 01:20:13.101]  They're perfect for your bug out bag or storing in your vehicle.
[01:20:13.101 --> 01:20:17.163]  Give yourself and your loved ones the excitement and tradition of slingbow.
[01:20:17.163 --> 01:20:21.666]  A new frontier in archery and truly modern twist on this primitive survival tool.
[01:20:21.666 --> 01:20:24.247]  Feel the thrill only at slingbow.com.
[01:20:25.317 --> 01:20:26.598]  Maybe not today.
[01:20:26.598 --> 01:20:27.879]  Maybe not tomorrow.
[01:20:27.879 --> 01:20:31.622]  But soon, you'll need a plan and place to survive.
[01:20:31.622 --> 01:20:32.703]  Forget bunkers.
[01:20:32.703 --> 01:20:34.524]  You're not a live underground gopher.
[01:20:34.524 --> 01:20:36.245]  You need Survivalist Camps.
[01:20:36.245 --> 01:20:44.031]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[01:20:44.031 --> 01:20:45.052]  Bold statement?
[01:20:45.052 --> 01:20:46.033]  You bet.
[01:20:46.033 --> 01:20:48.514]  See them now at survivalistcamps.com.
[01:20:48.514 --> 01:20:50.736]  That's survivalistcamps.com.
[01:20:50.736 --> 01:20:53.898]  Trust your family's survival to survivalistcamps.com.
[01:20:54.779 --> 01:21:00.161]  After being sold out for months, our best-selling Super Blue fluoride toothpaste is now back in stock at InfoWareStore.com.
[01:21:00.161 --> 01:21:02.982]  The first shipment of Super Blue sold out in one week.
[01:21:02.982 --> 01:21:04.983]  I thought it would be a six-month supply for listeners.
[01:21:04.983 --> 01:21:09.965]  And since then, people are beating down our doors, wanting to be able to resupply their Super Blue.
[01:21:09.965 --> 01:21:12.045]  Research across the board is clear.
[01:21:12.045 --> 01:21:13.326]  In fact, it's certified.
[01:21:13.326 --> 01:21:18.428]  When bacteria infects your gums, it can enter your bloodstream and even contribute to blood clots and heart attacks.
[01:21:18.428 --> 01:21:21.769]  That's why the last Surgeon General's report on oral health warrants.
[01:21:21.909 --> 01:21:25.271]  That your oral health can have a serious impact on your entire body.
[01:21:25.271 --> 01:21:28.233]  Super Blue Fluoride Free Toothpaste is a groundbreaking new formula.
[01:21:28.233 --> 01:21:31.915]  It's loaded with good halogen iodide instead of the bad halogen fluoride.
[01:21:31.915 --> 01:21:38.799]  Super Blue contains natural oils and ingredients used since biblical times to help wipe out bad bacteria and eliminate bad breath.
[01:21:38.799 --> 01:21:46.264]  Just some of the ingredients in Super Blue chosen by our dental experts include xylitol, peppermint oil, iodine, nano silver and more.
[01:21:46.264 --> 01:21:49.206]  Learn more about InfoWars Life Super Blue Toothpaste.
[01:21:50.267 --> 01:22:00.774]  KD Armor has been on a mission to manufacture the most comfortable body armor on the market, and we've succeeded.
[01:22:00.774 --> 01:22:07.839]  With the release of our CQB technology, we now offer the most comfortable, concealable, rifle threat body armor available.
[01:22:07.839 --> 01:22:11.202]  Things may look good now, but what if you need added protection?
[01:22:11.682 --> 01:22:16.928]  Get your very own concealable rifle thread armor today at katiarmor.com.
[01:22:16.928 --> 01:22:22.575]  And for a limited time, get all plates at wholesale pricing only at katiarmor.com.
[01:22:24.005 --> 01:22:30.770]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:22:30.770 --> 01:22:35.054]  Since 2005, thousands have depended on Berkey Purified Water.
[01:22:35.054 --> 01:22:39.677]  The Berkey guy provides the lowest price filtration systems in every size.
[01:22:39.677 --> 01:22:45.181]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:22:45.181 --> 01:22:45.241]  877-886-3653.
[01:22:45.241 --> 01:22:45.702]  GoBerkey.com.
[01:22:53.948 --> 01:22:57.471]  Are you one of the 15 million men who suffer from an enlarged prostate?
[01:22:57.471 --> 01:23:05.658]  If your life revolves around finding the closest bathroom, if you're tired of waking up many times a night to urinate, then you need to know about Prostate Miracle.
[01:23:05.658 --> 01:23:10.662]  Prostate Miracle contains beta-cytosterone, which is 3,000 times stronger than saltpeter.
[01:23:10.662 --> 01:23:17.287]  To claim your $10 Patriot discount, go to ProstateMiracle.com and enter promo code PATRIOT or call 877-965-2140.
[01:23:17.287 --> 01:23:17.527]  That's 877-965-2140.
[01:23:23.852 --> 01:23:25.934]  North Korea openly threatens the U.S.
[01:23:25.934 --> 01:23:27.935]  and launches a new missile every other week.
[01:23:27.935 --> 01:23:29.136]  Their warhead of choice?
[01:23:29.136 --> 01:23:30.637]  Electromagnetic pulse.
[01:23:30.637 --> 01:23:32.078]  Such an event would cripple the U.S.
[01:23:32.078 --> 01:23:34.539]  power grid for years and leave millions in the dark.
[01:23:34.539 --> 01:23:35.240]  Are you ready?
[01:23:35.240 --> 01:23:38.462]  You can be with a Sol-Ark EMP-hardened solar generator.
[01:23:38.462 --> 01:23:42.005]  Sol-Ark works day in and day out to keep all of your essentials protected.
[01:23:42.005 --> 01:23:46.067]  That means you can have peace of mind knowing your power will be there when you most need it.
[01:23:46.067 --> 01:23:48.849]  Visit Sol-Ark.us to see EMP testing.
[01:23:48.849 --> 01:23:50.751]  That's Sol-Ark.us.
[01:23:50.751 --> 01:23:52.652]  Energy insurance for your family.
[01:23:57.910 --> 01:24:03.905]  Jack Vossobek, an amazing journalist, true investigator, patriot on the front line of the Info Wars, our guest.
[01:24:03.905 --> 01:24:05.288]  Riding shotgun with us throughout the hour.
[01:24:05.288 --> 01:24:06.431]  Leanne Mack is going to pop in with us.
[01:24:07.458 --> 01:24:08.918]  Uh, some analysis as well.
