[00:00:14.833 --> 00:00:16.334]  This is our land.
[01:10:00.609 --> 01:10:02.951]  Odds are Russia owns Trump.
[01:10:05.273 --> 01:10:08.616]  I mean, oh, odds are I'm a monkey's uncle.
[01:10:10.757 --> 01:10:16.822]  Odds are when this writer, Michael Goldberg, sits down, he craps out Tiffany cufflinks.
[01:10:18.663 --> 01:10:24.007]  Odds are at the end of every rainbow is a pot of gold and a Lucky Charms creature.
[01:10:27.050 --> 01:10:28.290]  So this is your chance
[01:10:29.278 --> 01:10:32.499]  To set me straight, and they tell me that nobody's calling in that really disagrees.
[01:10:34.099 --> 01:10:36.579]  So, so, Ali was asking, can they just slightly disagree?
[01:10:37.000 --> 01:10:46.982]  Yeah, as long as you're serious, tell me how I'm a Russian agent, how Trump's a Russian agent, or how we work in collusion, or how I get my info from the Russians.
[01:10:47.322 --> 01:10:48.842]  You think I get anything from the Russians?
[01:10:53.383 --> 01:10:58.844]  What I do have is probably ADHD, and I've just got too much news here to cover, it makes my head want to explode.
[01:11:01.007 --> 01:11:04.051]  So, I want to get this out front, but I also want to ask regular listeners.
[01:11:05.893 --> 01:11:13.703]  What happens if they do indict Trump from the swamp, from the kangaroo grand jury, out of D.C., with Mueller?
[01:11:14.997 --> 01:11:19.761]  And then you've got all this collusion with Mueller and the Clintons for real with Russia.
[01:11:20.181 --> 01:11:26.126]  It will force real criminal investigations of the Clintons that will bring them down.
[01:11:26.327 --> 01:11:43.401]  But they're so arrogant, and they've got so many people dug in in the Justice Department, they believe they can weather that storm, somehow get Trump in trouble for non-existent Russia collusion, while they're getting hundreds of millions of dollars from the Russians and transferring our strategic uranium and more to them.
[01:11:46.155 --> 01:11:47.056]  So that's the question.
[01:11:48.117 --> 01:11:49.538]  How does all that work out?
[01:11:49.938 --> 01:11:54.481]  And it really hit me when I was asking the question earlier today, when I first gave the number out last segment.
[01:11:57.204 --> 01:12:03.949]  If they can't retake the House, they're not going to get the indictment for impeachment to have the trial in the Senate.
[01:12:05.097 --> 01:12:07.038]  And they don't have a chance in hell.
[01:12:07.839 --> 01:12:15.944]  And if they don't get the recovery scuttled, if they can't beach our recovery, if they can't wreck that, they're not gonna get the house.
[01:12:17.825 --> 01:12:23.048]  And so, they don't have a very good chance of executing this, but here's the problem.
[01:12:25.233 --> 01:12:41.786]  They could cause a civil war or they could kill the president and they're making every indication and every noise and every activity and every signature, every wavelength, every indicator that they are planning to kill the president.
[01:12:42.667 --> 01:12:51.034]  Or have a palace coup under the 25th amendment and declare that he's mentally ill, which we first broke nine months ago they were going to start and now you see him doing it.
[01:12:52.932 --> 01:12:59.818]  And just like Project Veritas, just got more video last week inside the Washington Post, where they're going, listen, there is no Russian stuff, but we're ordered to make it up.
[01:13:00.318 --> 01:13:01.479]  This thing's a total hoax.
[01:13:03.101 --> 01:13:05.803]  You got CNN saying the same thing in undercover videos.
[01:13:06.163 --> 01:13:21.376]  Well, in the same kind of meetings we learned, Roger Stone learned from the New York Times and the Washington Post, that they said, well, after all this sex stuff fails and the Russian thing fails, we're going to go with the fact that he has early onset neurological disorder,
[01:13:25.316 --> 01:13:28.177]  That he's got some type of Alzheimer's-type dementia.
[01:13:30.539 --> 01:13:33.400]  And they're in the meetings talking about the bull!
[01:13:36.141 --> 01:13:38.042]  So that's all coming up, ladies and gentlemen.
[01:13:38.603 --> 01:13:40.804]  That's the problem, is that they don't know when to quit.
[01:13:40.824 --> 01:13:49.168]  They tried to steal the election, they did steal it from Bernie, they tried to steal the nomination, they tried to block Trump from being seated as president, and they're just back, like herpes.
[01:13:50.489 --> 01:13:56.056]  They will not go away, and Hillary's openly making noises about running again in two and a half years!
[01:13:56.977 --> 01:13:58.959]  Yeah, we're already a year into the Trump presidency.
[01:14:02.203 --> 01:14:04.205]  We're already 13 months since he got elected.
[01:14:06.207 --> 01:14:08.250]  We're like 11 months since he got inaugurated.
[01:14:11.678 --> 01:14:20.263]  And they have every intention of not just overthrowing Trump, but politically overthrowing our entire America First movement.
[01:14:20.943 --> 01:14:22.104]  They intend to outlaw it.
[01:14:22.164 --> 01:14:23.204]  They intend to shut it down.
[01:14:23.244 --> 01:14:24.205]  They intend to censor it.
[01:14:24.425 --> 01:14:25.125]  And they're doing it!
[01:14:25.165 --> 01:14:29.007]  We're seeing much worse censorship on the internet than we saw during the whole campaign.
[01:14:29.287 --> 01:14:37.392]  Because now they're really desperate, and now they're willing to go for broke, and that's what's so crazy, is that we're now facing a crazed enemy.
[01:14:38.092 --> 01:14:50.483]  That has got the general public that's on their side, 30-40% of the public, that literally believes this whole narrative and is ready to start fights with people at restaurants and grocery stores and on the streets.
[01:14:52.364 --> 01:15:05.536]  There were a bunch of really wimpy Democrat lobbyists, I learned who they were from the owner of the restaurant, who were walking over to our table Saturday night when I was there with like 10 UFC fighters, some of them world champs,
[01:15:06.912 --> 01:15:11.273]  And saying F you to me and then looking at the table and saying an F all you.
[01:15:16.094 --> 01:15:27.136]  And that's a perfect allegory of these wimpy Democrats, 55, 60 years old with earrings and long hair and they're, you know, they're, they're trophy wives.
[01:15:27.496 --> 01:15:29.296]  And I'm not against earrings and men and long hair.
[01:15:29.337 --> 01:15:31.537]  My point is they were really kind of soy boys.
[01:15:32.651 --> 01:15:36.692]  Walking over to go F you and then, by the way, F all of you too.
[01:15:37.532 --> 01:15:42.473]  Everybody's just like, and they come back by the table and say F you and they come back by the table and say F you.
[01:15:43.034 --> 01:15:45.374]  And finally went and complained to the manager and he went over and told them they quit.
[01:15:47.455 --> 01:15:55.737]  But it's just, they just want to point the finger like Nazis at us and say we're the bad guys when all we're trying to do is get the country back under U.S.
[01:15:55.777 --> 01:15:58.117]  control, not foreign multinational control.
[01:15:58.357 --> 01:15:59.878]  You guys aren't part of the power structure.
[01:16:00.098 --> 01:16:01.238]  Quit pretending you are.
[01:16:07.600 --> 01:16:09.241]  It's called Pregnanolone.
[01:16:10.341 --> 01:16:15.803]  And I learned about it five years ago, getting a checkup at the doctor, and I noticed that they were selling it.
[01:16:17.583 --> 01:16:36.170]  And then I learned, though, that if you take it with multivitamins and the right amino acids and the right minerals in a compound together, and soup it up with beetroot concentrate, that the leading science showed that all of that together gave your body the complete building blocks to produce
[01:16:37.768 --> 01:16:41.550]  Not just key hormones, but other compounds that come out of your glands.
[01:16:42.851 --> 01:16:44.171]  And it's so game-changing.
[01:16:45.172 --> 01:16:51.916]  I've been taking the Red Pill the last few months, and the amount of energy it gives me, the amount of stamina, the amount of focus.
[01:16:52.316 --> 01:16:56.878]  You can even make claims about what it does for your cardiovascular system, what it does for your brain.
[01:16:56.938 --> 01:17:01.421]  But there's no classic stimulants in the real Red Pill.
[01:17:01.461 --> 01:17:05.003]  So, the real Red Pill, vitamin, minerals, and pregnenolone,
[01:17:05.743 --> 01:17:06.625]  As well as beetroot.
[01:17:07.245 --> 01:17:13.034]  He is so powerful, supports optimal brain function, supports hormonal balance, supports healthy aging.
[01:17:13.435 --> 01:17:13.875]  By age 20...
[01:17:15.313 --> 01:17:21.977]  Our body stops producing as much pregnenolone, which again is a neurosteroid precursor.
[01:17:22.017 --> 01:17:37.087]  That's why the Olympic team lets you take it, that's why all the sporting teams and other organizations let you take it, because it's in a steroid class, but it's naturally occurring and is a precursor, so it's reportedly, you can do your own research, totally and completely safe.
[01:17:37.667 --> 01:17:42.711]  It's the building block that your body has to have to then make all the other hormones.
[01:17:43.211 --> 01:17:52.915]  But then they've got to have the vitamins, they've got to have the minerals, they've got to have the amino acids, and then it's all right there together in the real red pill.
[01:17:53.475 --> 01:17:58.317]  You know, this had another name six months ago when we were having the first samples come in that I began to take.
[01:17:58.337 --> 01:18:03.159]  And I noticed that the pills... Let me open a bottle of this to show you.
[01:18:06.326 --> 01:18:10.108]  The pills were, depending on the batch, pink or red.
[01:18:10.188 --> 01:18:13.850]  This particular batch of the beetroot's not that dark, which is barely pink.
[01:18:14.410 --> 01:18:15.531]  And I thought, a pink pill?
[01:18:15.551 --> 01:18:17.191]  And I go, ooh, Matrix, red pill.
[01:18:17.772 --> 01:18:20.553]  Call it the Real Red Pill.
[01:18:20.953 --> 01:18:24.335]  Now, again, we have a product that is our best seller.
[01:18:24.355 --> 01:18:28.017]  This doesn't compete with Brain Force that has the green tea extract.
[01:18:28.931 --> 01:18:34.334]  A little bit of it, and has some of the Aromante in it, and gives you good, clean, strong pick-me-up.
[01:18:34.354 --> 01:18:35.734]  But that's not even the main reason.
[01:18:36.315 --> 01:18:42.978]  It's got the L-theanine, it's got a whole bunch of other... Alpha-GPC and other things in it.
[01:18:44.158 --> 01:18:50.982]  Black pepper, fruit extract, and a bunch of other things that are known to give you good, clean energy.
[01:18:51.342 --> 01:18:53.443]  But this does have some healthy stimulants in it.
[01:18:55.046 --> 01:18:56.487]  The Real Red Pill doesn't.
[01:18:57.147 --> 01:19:02.030]  It just has all the building blocks for you to have the hormones and the other things that your body needs.
[01:19:02.290 --> 01:19:07.013]  That's why I'm so excited about Brain Force Plus, which is still 50% off.
[01:19:07.813 --> 01:19:10.395]  That special's about to end because the supplies are about to sell out.
[01:19:10.875 --> 01:19:18.519]  And the Red Pill, the Real Red Pill, out of the gates, ladies and gentlemen, is 50% off.
[01:19:18.839 --> 01:19:20.300]  It's a powerful multivitamin.
[01:19:20.460 --> 01:19:23.382]  It is a powerful mineral spectrum vitamin.
[01:19:24.002 --> 01:19:30.586]  But what it's really powerful for is that it has the pregnenolone in it and the beetroot and more and all of it together.
[01:19:30.786 --> 01:19:33.468]  Dramatic response is what I personally experienced.
[01:19:33.828 --> 01:19:35.709]  That's why out of the gates I'm offering 50% off on this.
[01:19:37.984 --> 01:19:46.306]  The reason we're doing that is I want you to try it and see how amazing it is, and give us your reviews before it goes back to the regular price.
[01:19:46.326 --> 01:19:51.587]  120 capsules in a nice glass bottle, super high quality, and your purchase helps fund the operation.
[01:19:51.627 --> 01:19:57.729]  But I'm really impressed with the real Red Pill, so I hope you'll get your bottle today and tell us what you think there as well.
[01:20:04.570 --> 01:20:07.191]  You're listening to the Alex Jones Show.
[01:20:27.077 --> 01:20:33.123]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:20:35.165 --> 01:20:36.726]  And we are back, ladies and gentlemen.
[01:20:36.766 --> 01:20:38.468]  I'm going directly to your phone calls.
[01:20:38.548 --> 01:20:41.150]  Coming up the next segment, Senator Graham.
[01:20:41.190 --> 01:20:43.893]  It's up on InfoWars.com and NewsWars.com.
[01:20:43.913 --> 01:20:44.574]  See the video.
[01:20:45.074 --> 01:20:46.195]  Time to start moving U.S.
[01:20:46.215 --> 01:20:48.798]  military families out of South Korea.
[01:20:50.023 --> 01:20:50.624]  As the U.S.
[01:20:50.724 --> 01:20:56.470]  orders largest ever military drill to simulate war with North Korea.
[01:20:56.670 --> 01:21:04.258]  Boy, if that kicks off, we should get some more military experts on and talk about what that's going to look like and what's going to unfold there.
[01:21:04.318 --> 01:21:11.546]  So while we're all talking about Russian collusion and all this made-up baloney and fake news, and how they want to impeach the president,
[01:21:12.878 --> 01:21:14.499]  We've got North Korea really looming.
[01:21:14.919 --> 01:21:20.622]  That's some of the news that's up on Infowars.com and Newswars.com.
[01:21:20.662 --> 01:21:23.903]  And remember, they don't want those videos, those articles shared.
[01:21:24.404 --> 01:21:29.086]  So the only way the articles get out and around the censors is when you share it.
[01:21:30.327 --> 01:21:39.351]  And then also coming up, remember the lady that got shot and killed by the illegal alien who'd been deported five times and committed all those crimes?
[01:21:43.208 --> 01:21:50.133]  The lawyer for him, he got him off, even though he admits he shot her, lionized him and says he's a great guy and was never violent.
[01:21:52.195 --> 01:21:54.397]  So it's not enough he didn't get a manslaughter charge.
[01:21:55.237 --> 01:21:58.320]  I mean, you accidentally shoot somebody, you get a manslaughter charge.
[01:21:59.380 --> 01:22:00.181]  You don't even get that!
[01:22:00.461 --> 01:22:04.204]  It's just... It's just totally sick.
[01:22:04.905 --> 01:22:08.007]  So, that's coming up in the broadcast as well.
[01:22:08.367 --> 01:22:09.108]  If you just joined us,
[01:22:11.058 --> 01:22:30.659]  I'm taking phone calls now from people that disagree with me and really think that there's some evidence of Russia being behind the 2016 win, and then specifically I'm also asking other listeners that are calling in, how do they think they're going to get the indictment in the House, and then what would happen in the Senate
[01:22:32.884 --> 01:22:34.845]  And then what about all their real Russia collusion?
[01:22:34.885 --> 01:22:36.245]  They just think they're not going to get in trouble?
[01:22:36.886 --> 01:22:44.469]  And have the very people that ran the Russia collusion for Obama and the Clintons now running the Russia collusion investigation?
[01:22:44.509 --> 01:22:46.330]  This is so satirical!
[01:22:46.630 --> 01:22:48.191]  If somebody wrote a satire novel...
[01:22:49.111 --> 01:23:08.088]  Where the guy running the investigation is in secret meetings with the Russians, giving them uranium, and cutting down criminal investigations of the State Department head, getting millions of dollars to give Russia our uranium, and then the same FBI guy is in bed with a bunch of Russian companies, and then it just gets worse from there.
[01:23:08.369 --> 01:23:09.590]  You'd say, that's ridiculous!
[01:23:09.630 --> 01:23:10.551]  That would never happen!
[01:23:10.791 --> 01:23:11.872]  Well, it is happening!
[01:23:13.994 --> 01:23:15.175]  I'm going to your phone calls, but...
[01:23:16.536 --> 01:23:18.076]  If you just joined us, here's the headlines.
[01:23:18.276 --> 01:23:23.318]  Is President Trump's legal team preparing for an imminent obstruction of justice charge?
[01:23:24.058 --> 01:23:30.039]  NBC News, Feinstein, Senate Russia probe, building obstruction case against Trump.
[01:23:33.020 --> 01:23:36.661]  Meanwhile, they're saying the evidence they've got is the Logan Act.
[01:23:39.462 --> 01:23:43.423]  Trump's not violating the Logan Act, and that's something the Democrats do violate.
[01:23:44.821 --> 01:23:46.943]  Bilderberg, Davos, all of it.
[01:23:47.723 --> 01:23:51.667]  When the National Security Advisor is calling up world leaders, that's what you're supposed to do!
[01:23:51.987 --> 01:23:55.630]  But again, they prey on the ignorance of their voters.
[01:23:59.025 --> 01:24:03.248]  That's why Democrats always talk about how dumb conservatives are, because that's their weak point.
[01:24:03.528 --> 01:24:10.634]  The average Democrat, we have the video all over the country, is the most servile, stupid, hateful moron.
[01:24:10.934 --> 01:24:12.855]  You've seen the Hillary Clinton book signings.
[01:24:13.116 --> 01:24:14.497]  We send out reporters politely.
[01:24:15.297 --> 01:24:28.765]  Women come over like sea hag goblins, and start cussing and screaming and attacking, and it's like almost every woman is nastier than the last woman, and it's like, good God, where did they raise these people?
[01:24:28.825 --> 01:24:29.486]  Under rocks?
[01:24:32.407 --> 01:24:34.809]  Slovenly, lazy, stupid!
[01:24:37.020 --> 01:24:37.661]  Entitled!
[01:24:38.461 --> 01:24:38.942]  Hateful!
[01:24:39.942 --> 01:24:49.169]  And they believe they're in an existential war with Christians, and if they can just dominate America that they fed off of, then somehow they'd be somebody.
[01:24:49.209 --> 01:24:52.352]  That's the whole existential struggle they're in.
[01:24:54.513 --> 01:24:56.515]  They're just sacks of trash.
[01:24:56.955 --> 01:24:57.756]  And they hate us!
[01:24:59.737 --> 01:25:01.339]  They're like hordes of zombies.
[01:25:01.799 --> 01:25:03.000]  They just hate the living.
[01:25:04.221 --> 01:25:05.662]  They hate those that are informed.
[01:25:07.136 --> 01:25:11.798]  Alright, Ken, Kevin, Terrence, Aaron, Chad, John.
[01:25:14.018 --> 01:25:15.359]  Does any of these people disagree?
[01:25:15.379 --> 01:25:17.039]  Maybe Kevin does.
[01:25:17.159 --> 01:25:20.040]  Kevin and Canada, you're on the air, go ahead.
[01:25:21.801 --> 01:25:26.062]  Yeah, Alex, I've listened to you longer than the NSA has and watched your show.
[01:25:26.082 --> 01:25:32.344]  And I have to say, you're probably the worst double-speaking liar there is.
[01:25:33.045 --> 01:25:33.805]  And I can prove it.
[01:25:34.952 --> 01:25:40.534]  The first thing is, when it comes to Russia, there's one thing that you could do to prove it, but you won't.
[01:25:41.335 --> 01:25:47.697]  Release your finances, and prove to your audience where your money actually comes from.
[01:25:50.138 --> 01:25:50.598]  Keep going.
[01:25:51.578 --> 01:26:02.503]  Okay, the second, as far as doublespeak goes, I mean, you already said on Joe Rogan's podcast that you were pressured by your advertisers to lie about Y2K.
[01:26:04.099 --> 01:26:10.983]  You said that Russia launched intercontinental ballistic missiles against the United States.
[01:26:11.503 --> 01:26:19.128]  Now, another reason why you're probably tied to Russia is you don't call Vladimir Putin a literal demon.
[01:26:19.828 --> 01:26:25.612]  Just like you call Hillary now, you called Putin back then a literal demon.
[01:26:25.632 --> 01:26:26.132]  Okay, hold on.
[01:26:26.432 --> 01:26:29.014]  That's a lot for me to remember, so let me just go through each one first.
[01:26:30.220 --> 01:26:39.408]  I've told the story about not knowing how real Y2K would be, and how the Navy said it was all going to crash, and how the government first put out that it was going to be this real thing.
[01:26:39.748 --> 01:26:42.110]  And then I didn't believe it was real for a while.
[01:26:42.410 --> 01:26:48.376]  And then by the end, sponsors and listeners convinced me that, OK, maybe something's going to happen.
[01:26:48.396 --> 01:26:49.817]  Then ABC News reported.
[01:26:50.828 --> 01:26:50.988]  That's
[01:27:08.067 --> 01:27:08.788]  Finances?
[01:27:08.828 --> 01:27:10.269]  We'll release your finances.
[01:27:10.289 --> 01:27:10.789]  What does that mean?
[01:27:10.809 --> 01:27:13.031]  Like, show us Russia isn't giving you money.
[01:27:13.312 --> 01:27:14.753]  Russia's giving me zero money.
[01:27:15.213 --> 01:27:17.795]  I'm financed by the listeners buying products.
[01:27:17.855 --> 01:27:20.978]  And last time I checked, I think we have almost no orders going into Russia.
[01:27:21.538 --> 01:27:22.719]  The UK orders a lot of stuff.
[01:27:22.760 --> 01:27:23.760]  Canada orders a lot of stuff.
[01:27:24.081 --> 01:27:25.222]  Mexico orders a lot of stuff.
[01:27:27.063 --> 01:27:33.032]  Strangely enough, France orders a lot of stuff, and Japan and Australia, they still pay, you know, the fact that it's expensive to get stuff over there.
[01:27:33.272 --> 01:27:42.365]  I'm trying to set up a European division, an Australian division, that's coming next, you know, so we can actually have product in warehouses there to make it better for folks, but, I mean...
[01:27:43.590 --> 01:27:52.874]  Again, you literally, you literally... Because see, if I say something on the biggest podcast in the world, it's not like I'm saying it in secret.
[01:27:52.894 --> 01:27:53.555]  I always see the headlines.
[01:27:53.875 --> 01:27:56.176]  Jones caught smoking pot!
[01:27:56.696 --> 01:27:59.998]  We caught him on a podcast that had 45 million viewers.
[01:28:00.018 --> 01:28:05.460]  It's like saying, Jones got caught, you know, in the Super Bowl.
[01:28:05.701 --> 01:28:08.762]  If I was in the Super Bowl, I got caught throwing a football.
[01:28:08.842 --> 01:28:12.304]  I mean, it's just these little weird semantical games
[01:28:13.632 --> 01:28:15.875]  That people engage in are just bizarre.
[01:28:15.995 --> 01:28:18.538]  I mean, where's the evidence of Trump and Russia?
[01:28:19.279 --> 01:28:21.361]  Where's the evidence that I'm involved with Russia?
[01:28:21.822 --> 01:28:27.769]  Do you literally, actually with a straight face, Kevin, do you believe that I have some connection to Russia?
[01:28:28.427 --> 01:28:30.589]  So Alex, I'm going to take you up on your deal.
[01:28:30.750 --> 01:28:34.313]  I will release my finances and you will have to do the same.
[01:28:34.654 --> 01:28:36.275]  You just said it to your whole audience.
[01:28:36.456 --> 01:28:38.538]  Hey, hey, hey, listen, bro.
[01:28:38.598 --> 01:28:39.899]  You have nothing.
[01:28:40.099 --> 01:28:41.341]  I appreciate your call.
[01:28:41.381 --> 01:28:42.021]  You've got your proof.
[01:28:42.041 --> 01:28:42.642]  I appreciate your call.
[01:28:43.123 --> 01:28:44.004]  There you go, folks.
[01:28:44.985 --> 01:28:45.485]  There you go.
[01:28:45.525 --> 01:28:46.907]  I said Russia fired a missile.
[01:28:48.988 --> 01:28:50.951]  And then I must be paid by the Russians.
[01:28:51.212 --> 01:28:51.973]  They have nothing.
[01:28:52.313 --> 01:28:53.215]  They have no facts.
[01:28:53.475 --> 01:28:55.778]  We're gonna make America great again, whether you like it or not.
[01:28:56.479 --> 01:28:57.701]  Have fun up there in Canada, bro.
[01:28:57.821 --> 01:28:58.683]  We'll be back with more calls.
[01:29:03.290 --> 01:29:04.692]  Welcome to the War Room.
[01:29:05.740 --> 01:29:08.282]  The latest addition to InfoWars live programming.
[01:29:08.422 --> 01:29:10.864]  The War Room is live weekdays, 3 to 6 p.m.
[01:29:10.904 --> 01:29:14.507]  Central, at InfoWars.com slash show and WarRoom.show.
[01:29:14.527 --> 01:29:18.751]  You can follow us at WarRoomShow on Twitter and TheWarRoomShow on Facebook.
[01:29:18.891 --> 01:29:21.713]  And all of our content can be found on our YouTube channel.
[01:29:21.753 --> 01:29:23.635]  Subscribe for notifications.
[01:29:23.735 --> 01:29:35.184]  Owen Schroer and Roger Stone bring you the day's biggest stories, as well as the latest breaking news, with a no-holds-barred, aggressive approach and commitment to bringing you the most cutting-edge analysis and information.
[01:29:37.290 --> 01:29:41.011]  For far too long, the liberal media complex has controlled the narrative.
[01:29:41.471 --> 01:29:44.192]  For far too long, the silent majority has been muzzled.
[01:29:44.712 --> 01:29:46.952]  The silent majority is no longer silent.
[01:29:47.472 --> 01:29:49.113]  And we control the narrative now.
[01:29:50.493 --> 01:29:51.854]  This is The War Room.
[01:29:57.295 --> 01:30:00.916]  If you are receiving this transmission, you are the resistance.
[01:30:04.787 --> 01:30:13.071]  Alright, for the rest of the hour, Tim Kennedy, my good buddy, Green Beret, Patriot, UFC fighter, talk show host, host of an investigator on Hunting Hitler, is with us.
[01:30:13.411 --> 01:30:16.532]  And I was trying to get him on a month ago about Hunting Hitler as the third season was coming out.
[01:30:16.552 --> 01:30:18.273]  He said, uh, you know, I gotta wait.
[01:30:18.353 --> 01:30:20.554]  But then, this weekend, I'm on his Twitter.
[01:30:21.434 --> 01:30:35.944]  And I'm on my feet and I see, okay I didn't read these new documents out of the JFK stuff, and sure enough I went to the National Archives, there it was, Hitler in 55 photographed in Argentina, like everybody always said, they found the witnesses, the old submarine, German
[01:30:36.964 --> 01:30:39.205]  Mansions built in the middle of mountains?
[01:30:39.485 --> 01:30:42.326]  You're telling me, Tim Kennedy, this is dead on.
[01:30:42.886 --> 01:30:44.527]  Yeah, we've known it for a long time.
[01:30:44.547 --> 01:30:45.667]  People have suspected it.
[01:30:45.827 --> 01:30:47.628]  But we have real evidence.
[01:30:48.068 --> 01:30:50.288]  You cannot deny the proof that we've found.
[01:30:50.308 --> 01:30:51.249]  You can't deny.
[01:30:51.269 --> 01:30:55.110]  I think that the plan was in place for Adolf Hitler to get out.
[01:30:55.270 --> 01:31:02.373]  If he's number one in command, his number two, three, four, five, and six, they would have put in place how to exfil him out of Germany.
[01:31:02.874 --> 01:31:08.336]  And they had a forward group that were sent ahead of time to start preparing for his arrival in South America.
[01:31:08.717 --> 01:31:09.537]  And we know those guys.
[01:31:09.577 --> 01:31:15.120]  We know the Barbies, the Skorzenskis, the Adolf Eichmanns, and some of them were caught, some of them weren't.
[01:31:15.760 --> 01:31:23.784]  The ones that were caught, that was by design, and those were in deals with the Israelis, for example, and the IDF caught Eichmann, but it was always for a reason.
[01:31:24.584 --> 01:31:29.805]  And at the end of the war, in April 1945, what happened to Adolf Hitler?
[01:31:29.965 --> 01:31:30.825]  What was his demise?
[01:31:31.365 --> 01:31:31.746]  I don't know.
[01:31:31.946 --> 01:31:37.247]  But I know that the process of how he was going to get out was perfectly executed.
[01:31:37.267 --> 01:31:42.548]  You know, whether he died in that bunker or where he didn't, we took a different approach for this season.
[01:31:42.908 --> 01:31:47.849]  We did the exact same thing that everybody has done in the past 10 years searching for terrorists.
[01:31:47.929 --> 01:31:52.430]  The way that we caught Bin Laden, the way that we caught Zarqawi, we looked at their network.
[01:31:54.210 --> 01:32:00.155]  We followed the information, the trails and the evidence of the people that were facilitating these high-level Nazis.
[01:32:00.635 --> 01:32:05.278]  Guys like Skorzenski, guys like Joseph Mengele.
[01:32:05.298 --> 01:32:06.659]  Klaus Barbie.
[01:32:06.880 --> 01:32:07.680]  Yeah, Klaus Barbie.
[01:32:07.780 --> 01:32:08.481]  Perfect example.
[01:32:08.761 --> 01:32:17.588]  We trailed those guys from where they left Germany, how they came into Argentina, where they lived, who was in charge, and by that we brought in this girl Nadia.
[01:32:17.988 --> 01:32:18.428]  She was
[01:32:19.429 --> 01:32:19.889]  Crucial.
[01:32:20.049 --> 01:32:27.872]  She is one of the most important CIA targeters that worked in finding Bin Laden and finding Zarqawi that brought down the Al Qaeda network in 2006.
[01:32:28.612 --> 01:32:36.715]  We brought her in specifically to do targeting for these Nazis in the 40s, in the 50s, and even into the 60s and 70s in South America.
[01:32:36.835 --> 01:32:37.855]  You can't just look for the man.
[01:32:38.135 --> 01:32:39.076]  The man disappeared.
[01:32:39.156 --> 01:32:40.996]  South America is a massive, beautiful country.
[01:32:41.356 --> 01:32:48.659]  And when you got Uruguay, Paraguay, Chile, Brazil, all of them friendly to fascism, to Nazis on the run.
[01:32:49.019 --> 01:32:50.681]  It's like trying to find a needle in a whole continent.
[01:32:50.781 --> 01:32:56.728]  Yeah, but we just took the whole entire haystack, we burnt that to the ground, and then we just picked up that nice little piece of metal and said, we've got you.
[01:32:57.369 --> 01:32:57.770]  Wow!
[01:32:57.810 --> 01:32:59.332]  We'll be right back with Tim Kennedy.
[01:32:59.652 --> 01:33:01.074]  Hunting Hitler Season 3.
[01:33:04.658 --> 01:33:07.322]  You're listening to the Alex Jones Show.
[01:33:25.768 --> 01:33:29.451]  Coming to you live from the ATX Broadcasting Worldwide.
[01:33:32.713 --> 01:33:34.274]  You take a mortal man.
[01:33:34.775 --> 01:33:36.916]  You take a mortal man.
[01:33:37.057 --> 01:33:38.338]  Put him in control.
[01:33:41.720 --> 01:33:44.022]  And put him in control.
[01:33:44.442 --> 01:33:48.325]  I'm Alex Jones, your host, and the great Dave Mustaine is bringing us in.
[01:33:48.385 --> 01:33:50.847]  Watch him become a god.
[01:33:51.067 --> 01:33:53.209]  Watch people's heads a-roll.
[01:33:58.340 --> 01:34:00.681]  Just like the Pied Piper, let rats loose.
[01:34:01.822 --> 01:34:10.645]  Okay, I'm going to try to settle down because I get in here under the bright lights and I've got all this huge news and I tend to just let the whole show go by without getting a bunch of your calls.
[01:34:10.665 --> 01:34:15.227]  I'm going to try to scientifically, bam, bam, bam, go to your calls as quickly as possible.
[01:34:17.468 --> 01:34:24.771]  We just took a call from somebody that was going to give me evidence of my Russia connections and he had none.
[01:34:26.721 --> 01:34:27.421]  It's ridiculous.
[01:34:28.982 --> 01:34:30.082]  The Cold War is over.
[01:34:31.063 --> 01:34:33.243]  Ideologically, Russia is more like the U.S.
[01:34:33.323 --> 01:34:33.723]  used to be.
[01:34:34.944 --> 01:34:39.986]  We face the same globalist foes, multinational corporations that want to control our countries.
[01:34:40.326 --> 01:34:42.206]  That's the only connection we have with Russia.
[01:34:43.107 --> 01:34:46.128]  And I do share Russia's views on getting away from globalism.
[01:34:47.388 --> 01:34:51.710]  And I don't buy all the hype about Vladimir Putin because I've investigated it myself.
[01:34:52.697 --> 01:34:59.663]  It's the same mainstream media lying about me that lies about Putin, and I'm certainly not lionizing Vladimir Putin.
[01:35:00.184 --> 01:35:01.986]  The point is, most of it's a load of bull.
[01:35:02.366 --> 01:35:03.287]  That's their country.
[01:35:03.627 --> 01:35:04.608]  This is my country.
[01:35:04.968 --> 01:35:10.594]  The communist Chinese are the ones that have bought off a lot of our media, that are starting to control Hollywood.
[01:35:10.934 --> 01:35:11.775]  They're the big issue.
[01:35:17.200 --> 01:35:17.360]  So.
[01:35:20.489 --> 01:35:37.615]  Before I go back to your calls, just briefly here, I do want to remind listeners that we are under globalist attack for a good reason, because we're effective, we understand what's going on, and we're promoting freedom worldwide, and we're exposing the globalist program.
[01:35:40.036 --> 01:35:44.318]  So if you do support the broadcast at InfoWarsTore.com, it's a big deal.
[01:35:45.623 --> 01:35:52.668]  DNA Force is an amazing product and it's been sold out for a while.
