[00:00:19.571 --> 00:00:21.192]  Welcome to InfoWars Nightly News.
[00:24:05.776 --> 00:24:20.982]  Now we have a situation in this country where over and over again we see these regulatory agencies, whether it's the IRS or the EPA or the FEC, constantly restricting our freedoms, constantly passing legislation, passing laws, they call them regulations,
[00:24:21.542 --> 00:24:25.307]  But of course, the Congress is not involving itself in most of that.
[00:24:25.347 --> 00:24:30.013]  They just create the agencies and let them go run roughshod over our rights.
[00:24:30.073 --> 00:24:31.254]  And that's what's happening here.
[00:24:31.314 --> 00:24:36.501]  When you ask them for permission, you are turning a fundamental right into a privilege.
[00:24:36.521 --> 00:24:38.984]  And of course, we can't expect them to get that back for us.
[00:24:39.344 --> 00:24:46.785]  Continuing on, another article today from the Examiner, the FEC Chair warns of chilling regulations and a book ban on conservative publishers.
[00:24:47.265 --> 00:25:04.908]  Chairman Lee Goodman also says, by failing to affirm this publisher's constitutional right, their statutory right, to disseminate a political book free from conditions from the FEC and regulations from the FEC, we have effectively asserted regulatory jurisdiction over a book publisher.
[00:25:05.469 --> 00:25:07.329]  And that's exactly what happened in a course
[00:25:08.289 --> 00:25:11.030]  Representative Ryan begged them for that.
[00:25:11.930 --> 00:25:14.611]  Now, how do we take this back?
[00:25:15.171 --> 00:25:18.853]  Well, one of the things that's happening, of course, is we need to take back our press freedoms.
[00:25:18.933 --> 00:25:25.035]  And, of course, every time we go somewhere, we as InfoWars reporters are typically not told about what's going on.
[00:25:25.055 --> 00:25:34.518]  When we find out that there is something that's going on and we try to show up with our press credentials, they typically turn us away because they know that they can get people who will toe the line for them.
[00:25:34.938 --> 00:25:35.258]  And now,
[00:25:35.738 --> 00:25:38.739]  Even the mainstream press has had enough of this.
[00:25:38.799 --> 00:25:42.900]  We have an article from National Journal today written by Ron Fournier.
[00:25:42.940 --> 00:25:54.963]  He says, while White House reporters can reclaim their beat, he says, in almost every officially sanctioned exchange between reporters and the proverbial senior administration officials, quote-unquote,
[00:25:55.763 --> 00:26:04.452]  It's conducted in the presence of a press staffer, even when the interview is, quote, on background, meaning that the source will not be identified by name.
[00:26:04.492 --> 00:26:13.540]  And of course, when they put these third party minders in, it's there as a way to intimidate the government spokesman who is speaking, quote, unquote, off the record.
[00:26:14.201 --> 00:26:15.622]  And we've seen this over and over again.
[00:26:15.922 --> 00:26:22.846]  Everywhere we go, it's not just high-ranking government spokesmen, it's everyone in government now will not talk.
[00:26:22.926 --> 00:26:30.411]  They're afraid for their jobs, they're afraid of the regulatory agencies, they're afraid of the White House, just like Paul Ryan.
[00:26:30.431 --> 00:26:32.072]  And that's how freedom dies.
[00:26:32.652 --> 00:26:37.676]  Now, to his credit, he's pointed out some things that the press needs to do in order to take back their freedoms.
[00:26:37.716 --> 00:26:39.076]  Listen to these three points he made.
[00:26:39.517 --> 00:26:42.779]  He said, one, the White House is setting the ground rules by covering the President.
[00:26:43.439 --> 00:26:43.739]  Why?
[00:26:44.339 --> 00:26:47.161]  Good reporters control the terms of play.
[00:26:47.721 --> 00:26:55.184]  Number two, many reporters operate under the assumption that they will need the cooperation of a PR spokesman more than the spokesman needs them.
[00:26:56.085 --> 00:26:57.265]  That's wrong.
[00:26:57.925 --> 00:27:03.928]  We can do our jobs without so-called flacks, and we do that here at InfoWars without the PR spokesman.
[00:27:04.028 --> 00:27:04.868]  We don't need them.
[00:27:05.289 --> 00:27:12.432]  Many editors and reporters, the third point, are afraid to get beat on a story if they don't play by the PR rules.
[00:27:13.092 --> 00:27:14.033]  Flout their rules.
[00:27:14.613 --> 00:27:16.115]  Make them fear you.
[00:27:17.115 --> 00:27:17.596]  That's right.
[00:27:18.016 --> 00:27:19.678]  We don't play the access game.
[00:27:19.818 --> 00:27:32.869]  Once you begin to get worried that if you go beyond the restrictions, if you don't treat them in the manner that they want to be treated, if you don't just parrot back their press releases, you will not be given access in the future.
[00:27:32.909 --> 00:27:34.990]  That's why we're not given ready access.
[00:27:35.010 --> 00:27:37.152]  That's why they turn us away from press conferences.
[00:27:37.573 --> 00:27:39.354]  We don't play by the rules.
[00:27:39.434 --> 00:27:40.995]  We don't need their PR
[00:27:41.696 --> 00:27:43.437]  Reports, even when they're willing to give it to us.
[00:27:43.517 --> 00:27:55.521]  When we went to Nevada, of course, the police department there, with all the publicity that was going on, even though CNN by that time and Fox News had turned up after a week of us covering it, they didn't even have a press report to give us.
[00:27:55.561 --> 00:27:56.661]  They just said, go away.
[00:27:57.081 --> 00:28:01.063]  Well, we don't need their press reports and we're not interested in their press reports.
[00:28:01.763 --> 00:28:02.223]  Stay with us.
[00:28:02.283 --> 00:28:07.285]  Right after the break, we're going to go on location with Staff Sergeant Joe Biggs at the Arizona border.
[00:28:08.911 --> 00:28:15.555]  Alex Jones here to break down some exciting developments in the area of research concerning supplemental iodine.
[00:28:16.196 --> 00:28:18.357]  It's nothing less than phenomenal.
[00:28:18.917 --> 00:28:25.201]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:28:25.461 --> 00:28:29.424]  And I used some of the mainline iodine supplements and they upset my stomach and I had some issues with it.
[00:28:29.924 --> 00:28:40.208]  Until I discovered a product being developed by Dr. Group, who I was already interviewing as an expert on my radio show, and I began taking the product before he actually rolled it out.
[00:28:40.668 --> 00:28:45.970]  You now know it as survival shield, true nascent iodine that your body can really absorb.
[00:28:46.710 --> 00:28:54.513]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:28:55.563 --> 00:28:56.163]  That's right.
[00:29:14.950 --> 00:29:19.813]  Pure iodine and the results that I personally have had have been life-changing.
[00:29:20.434 --> 00:29:32.782]  I was over 270 pounds and with the iodine exercise and better diet, I have lost now more than 50 pounds total and I'm continuing to lose the weight.
[00:29:33.122 --> 00:29:37.165]  I have more energy, my libido, all this crap came out of my skin.
[00:29:37.785 --> 00:29:39.245]  I believe our research is conclusive.
[00:29:39.285 --> 00:29:40.646]  This is the best iodine out there.
[00:29:40.926 --> 00:29:42.046]  And I know this for a fact.
[00:29:42.586 --> 00:29:47.367]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:29:47.687 --> 00:29:48.567]  This is innovating.
[00:29:48.967 --> 00:29:49.987]  This is trailblazing.
[00:29:50.427 --> 00:29:57.729]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[00:29:57.929 --> 00:30:02.030]  For a limited time, experience the ancient power of Survival Shield X2.
[00:30:02.210 --> 00:30:04.030]  Take advantage of this unprecedented
[00:30:11.893 --> 00:30:12.473]  Welcome back.
[00:30:13.013 --> 00:30:21.436]  Now, as I mentioned at the beginning of the news, Joe Biggs is at the Arizona border in order to give you a closer look at to what is actually happening there.
[00:30:21.516 --> 00:30:24.497]  What does it look like both on the ground and from the air?
[00:30:26.177 --> 00:30:27.698]  Joe, tell us what you're seeing at the border.
[00:30:28.857 --> 00:30:30.377]  It's been pretty mind-blowing, David.
[00:30:30.878 --> 00:30:35.639]  You know, yesterday I showed you how easy it is to clearly just walk across the border.
[00:30:35.979 --> 00:30:42.581]  There's nobody around, and then once you get into our country, there's wooded area that you're covered and concealed in.
[00:30:42.621 --> 00:30:51.944]  No one can see you, and that area is like a wildlife refuge, so the only way Border Patrol, if they even see you, could even go in there, is if they have
[00:30:52.628 --> 00:30:54.610]  What they call a suspect.
[00:30:54.630 --> 00:30:55.911]  They know a known suspect.
[00:30:55.931 --> 00:30:59.214]  That's the only way they can even go into that part of the area.
[00:30:59.274 --> 00:31:03.898]  So Border Patrol is restricted from that area because it's a wildlife reserve?
[00:31:04.158 --> 00:31:05.599]  Yes, that's BLM's property.
[00:31:06.159 --> 00:31:06.920]  Oh yeah, BLM.
[00:31:06.960 --> 00:31:07.861]  I remember those guys.
[00:31:08.201 --> 00:31:08.882]  Yeah, yeah.
[00:31:08.922 --> 00:31:09.462]  Those are tortoises.
[00:31:09.482 --> 00:31:10.623]  I think you've met them before.
[00:31:11.404 --> 00:31:16.128]  Yeah, the BLM is maybe a quarter of a mile away from us right over here.
[00:31:16.815 --> 00:31:18.216]  So yeah, those are your buddies.
[00:31:18.236 --> 00:31:20.497]  Yeah, those guys will shoot you if you get in their area.
[00:31:20.857 --> 00:31:21.978]  That's what they say, anyway.
[00:31:22.458 --> 00:31:23.458]  Well, except for the illegals.
[00:31:23.498 --> 00:31:24.919]  Apparently they have safe passage.
[00:31:24.939 --> 00:31:25.539]  That's right.
[00:31:26.380 --> 00:31:34.523]  Well, yeah, Glenn Spencer took us up in his single-engine Cessna today, and we got some really amazing aerial footage of the state of our border.
[00:31:35.264 --> 00:31:38.986]  He told me I would see stuff that I just wouldn't believe, and he surely was right.
[00:31:39.426 --> 00:31:45.549]  The things that we saw, like right here behind me, looks like a pretty good fence, you know, but once we got down,
[00:31:46.752 --> 00:31:47.916]  30 miles or so like that.
[00:31:48.016 --> 00:31:49.340]  The fence stops.
[00:31:50.042 --> 00:31:51.828]  Then you get into a mountain range.
[00:31:52.329 --> 00:31:53.333]  You go over the mountain.
[00:31:54.093 --> 00:32:02.540]  And for 45 minutes we flew, and I did not see one Border Patrol agent parked along the border at all whatsoever.
[00:32:03.221 --> 00:32:06.283]  And the fence is waist-high to knee-high.
[00:32:06.764 --> 00:32:07.985]  There's no barbed wire.
[00:32:08.345 --> 00:32:13.169]  It's just some metal sitting there, and you can just step right over it, and you're home free.
[00:32:13.189 --> 00:32:14.890]  Because in that area, there's nothing.
[00:32:14.910 --> 00:32:16.031]  They have no cameras set up.
[00:32:16.392 --> 00:32:16.992]  There's nothing.
[00:32:17.052 --> 00:32:20.495]  And what was funny, what Glenn Spencer pointed out,
[00:32:21.138 --> 00:32:21.578]  Wow, that's amazing.
[00:32:44.522 --> 00:32:51.411]  Now, as I was pointing out earlier, though, we didn't have this problem before, and border patrol agents have pointed this out.
[00:32:51.471 --> 00:33:02.226]  It's the incentives that are pulling people in, and of course in their country, it's the drug gangs, CMS-13, the Zetas, that are essentially driving them out, and of course we're fueling
[00:33:02.466 --> 00:33:03.306]  Both sides of that.
[00:33:03.346 --> 00:33:19.874]  We're pushing them in with the war on drugs and then we're pulling them in with new incentives that we never had before because for decades the border has been in that state or even less patrolled or less fenced than it is now and yet now we have these policies that are pulling people in for the welfare state, the entitlement programs.
[00:33:20.356 --> 00:33:23.357]  Well, Glenn Spencer has the technology he has invented.
[00:33:23.377 --> 00:33:24.578]  This guy is a genius.
[00:33:25.138 --> 00:33:28.739]  We've spent the past two days with him so far and he knows his stuff.
[00:33:28.839 --> 00:33:33.781]  He is probably the leading expert on this border situation because he's been following it for 22 years.
[00:33:34.221 --> 00:33:40.724]  He took this technology that he came up with, we're about to get a demonstration here in about the next hour, but he took this technology to Washington
[00:33:42.312 --> 00:33:43.593]  And everyone loved it.
[00:33:44.073 --> 00:33:46.434]  There were people from other countries who loved it.
[00:33:46.694 --> 00:33:53.816]  They wanted to use it to protect wildlife refugees in Africa where people go and hunt the elephants and try to kill them so they can censor.
[00:33:53.836 --> 00:33:57.458]  He has these seismic readers that go on the ground and can detect people.
[00:33:58.198 --> 00:34:00.380]  Walking around and what it does it sets off an alarm.
[00:34:00.780 --> 00:34:02.542]  A drone flies up out of the ground.
[00:34:02.942 --> 00:34:06.205]  It flies and searches that area once it gets somebody.
[00:34:06.565 --> 00:34:10.348]  It pinpoints them, follows them, and it gives them live footage back to the base camp.
[00:34:10.748 --> 00:34:12.870]  Then the drone goes back to its spot and flies.
[00:34:12.950 --> 00:34:13.911]  No one controls the drone.
[00:34:13.931 --> 00:34:14.932]  It's all automated.
[00:34:15.552 --> 00:34:20.056]  What happened was he just went down to McAllen, Texas and talked to the Border Patrol.
[00:34:20.656 --> 00:34:24.579]  Once they saw that, they loved it.
[00:34:24.920 --> 00:34:27.322]  And when they went and told their superiors that we need that, that this
[00:34:28.012 --> 00:34:33.975]  Technology will secure our border, the government shut down the contract, and they will not speak to him now.
[00:34:34.795 --> 00:34:45.940]  So, them talking about how they want to secure the border is complete and total BS, because I'm telling you right now, I've seen almost 80 million dollars of fence today put up, and there's gaps in it.
[00:34:46.300 --> 00:34:49.462]  Strategically, they don't even try to hide it.
[00:34:49.542 --> 00:34:56.465]  They have lifted the gate up and put these pins with locks in them that only they have, the government has the key to, and they're left wide open.
[00:34:57.165 --> 00:35:04.052]  Because, you know, what they want to say is DHS comes out on their little press conferences and they have their people come out and say, hey, we have a fence along the border.
[00:35:04.112 --> 00:35:04.973]  I don't know what you're talking about.
[00:35:04.993 --> 00:35:07.735]  I don't know why anybody out here is complaining about what's going on.
[00:35:07.996 --> 00:35:11.219]  And they do that so they can feel good, David, when they say that they don't feel like they're lying.
[00:35:11.459 --> 00:35:12.400]  There is a fence out here.
[00:35:12.760 --> 00:35:13.301]  I'm not going to lie.
[00:35:13.321 --> 00:35:16.204]  There is a fence out here, but it's not secure in any way.
[00:35:16.464 --> 00:35:18.686]  And anybody can come across anybody.
[00:35:19.085 --> 00:35:22.207]  Any people that terrorists that come into Mexico and want to come through can come through.
[00:35:22.227 --> 00:35:23.588]  Illegals can come through.
[00:35:23.609 --> 00:35:24.669]  The smugglers can come through.
[00:35:25.030 --> 00:35:30.754]  The smugglers, when they see a fence, they take an acetylene gas torch, cut a hole through the fence, and drive a truck.
[00:35:31.094 --> 00:35:33.656]  I just talked to a rancher, the next guy over that lives over here.
[00:35:33.996 --> 00:35:41.822]  He said four trucks in daylight drove across his property, went up to the main road up here, dropped off a shipment of drugs into a van.
[00:35:42.103 --> 00:35:47.707]  They drove off, they came back across the property, across the fence, put it back up, and welded it back together.
[00:35:48.527 --> 00:35:51.770]  That's why I say they're not going to be able to stop this by force.
[00:35:51.790 --> 00:35:54.052]  There's no will to stop this by force.
[00:35:54.352 --> 00:35:57.315]  When these people come in, they know that they're coming in now.
[00:35:57.375 --> 00:35:59.417]  It's not like they don't know that people are coming across the border.
[00:35:59.437 --> 00:36:00.858]  They know perfectly well they're coming across.
[00:36:01.099 --> 00:36:06.584]  They even apprehend them and then give them their permisos, their notice to appear, which is then ignored.
[00:36:06.624 --> 00:36:09.266]  So there's no political will to do anything about it.
[00:36:09.647 --> 00:36:11.789]  And of course, they already know that they're coming across.
[00:36:12.409 --> 00:36:16.993]  We've had this war on drugs now for decades and it's getting more and more dangerous.
[00:36:17.013 --> 00:36:24.659]  We've seen hundreds of thousands of people killed just in Mexico alone and that kind of violence is now going to move its way into this country.
[00:36:24.839 --> 00:36:28.142]  It will be used to create an elevated police state.
[00:36:28.182 --> 00:36:34.627]  So I'm very concerned about trying to stop this by force when really it's a matter of policy.
[00:36:34.707 --> 00:36:41.153]  It's a matter of the government wanting to build the welfare entitlement state programs to
[00:36:41.673 --> 00:36:45.194]  Create what they call clients and that's exactly what these people are going to be.
[00:36:45.214 --> 00:36:46.894]  They're going to be dependents on the federal government.
[00:36:46.914 --> 00:36:47.775]  That's what they want.
[00:36:48.355 --> 00:36:54.576]  I mean, you know, you know, for the regular American who sits at home and they watch TV and they see, you know, the Department of Homeland Security come out and say that we have this fence.
[00:36:54.616 --> 00:36:59.117]  You actually get out here, you can just see the corruption out here, like being right here on the front lines.
[00:37:00.418 --> 00:37:05.199]  It literally, it just, if it doesn't make you angry, I don't know what else can because
[00:37:05.751 --> 00:37:13.701]  To see this waste of taxpayer dollar, this money being spent to put up a fence so they can say that they have a fence.
[00:37:13.741 --> 00:37:17.085]  This whole fence is a beard because really they keep leaving it open everywhere.
[00:37:17.565 --> 00:37:17.946]  That's right.
[00:37:18.286 --> 00:37:22.912]  Well of course the prohibition programs that they have with the war on drugs are simply a beard because
[00:37:23.012 --> 00:37:25.734]  Because we all know that they're running the drug programs.
[00:37:25.794 --> 00:37:28.195]  They're running the cocaine in Central and South America.
[00:37:28.235 --> 00:37:30.457]  They're running the heroin in Afghanistan.
[00:37:30.737 --> 00:37:33.118]  We've seen how the supplies have gone up after the U.S.
[00:37:33.418 --> 00:37:34.479]  went in and took over the area.
[00:37:34.499 --> 00:37:37.321]  It went up to 90% from 10% of the world's supply.
[00:37:37.721 --> 00:37:39.642]  So we know what's going on these various ways.
[00:37:39.702 --> 00:37:41.984]  I guess the question is, you know, what do we do about it?
[00:37:42.044 --> 00:37:44.185]  I mean, we can see the people coming across.
[00:37:44.225 --> 00:37:45.746]  We can see the effects of them coming across.
[00:37:46.166 --> 00:37:50.229]  But it's what the people in government, the federal government, want to see happen.
[00:37:52.036 --> 00:37:53.957]  Enough people won't come out here and actually show.
[00:37:54.417 --> 00:38:00.779]  The ranchers that live out here, they said they've contacted the mainstream media for 10 years talking about the stuff out here.
[00:38:01.159 --> 00:38:06.981]  You know, Glenn's been going around talking about how this is going to get to this point now where we're at for the past 20 years.
[00:38:07.401 --> 00:38:08.561]  And he's been completely right.
[00:38:08.841 --> 00:38:10.622]  But Fox, CNN, all these people,
[00:38:11.420 --> 00:38:12.982]  Ignore the request to come down here.
[00:38:13.002 --> 00:38:21.230]  The ranters are... I mean, they have footage at night time of drug smuggling operations from a cartel house about a mile away right over here that we saw earlier today.
[00:38:21.690 --> 00:38:23.272]  It's a huge cartel house.
[00:38:23.772 --> 00:38:25.394]  And the Border Patrol, no one does anything.
[00:38:25.414 --> 00:38:29.838]  When they call the Border Patrol, they're like, yeah, we don't... It's not really for us to, you know, to worry about.
[00:38:29.898 --> 00:38:31.280]  You know, just don't worry about it.
[00:38:31.300 --> 00:38:33.162]  You know, turn a blind eye, basically.
[00:38:33.854 --> 00:38:43.479]  Well, you know, of course we had yesterday that clip of the former Border Patrol agent who said, this is simply asymmetric warfare, talking about the gangs, talking about the drugs coming across the border.
[00:38:44.079 --> 00:38:47.401]  And of course, Joe, you and I were at the Asymmetric Warfare Center.
[00:38:47.461 --> 00:38:48.821]  We've seen how they're training for that.
[00:38:48.861 --> 00:38:55.985]  Maybe this is the incentive that they will have to create martial law in America that they've been training for for so long.
[00:38:56.445 --> 00:38:57.846]  And it's so scary because, you know,
[00:38:58.826 --> 00:39:07.959]  In a perfect country with a government that really isn't corrupt and loves the people and really wants to be successful, sending the National Guard down to the border would work.
[00:39:08.540 --> 00:39:10.443]  But the people we have in Washington right now
[00:39:11.465 --> 00:39:12.866]  There's no good can come from this.
[00:39:13.346 --> 00:39:16.947]  You know, Rick Perry, you know, and President Obama, they talk about how their enemies, blah, blah, blah.
[00:39:17.308 --> 00:39:19.268]  You know, Rick Perry used to be a Democrat.
[00:39:19.488 --> 00:39:20.409]  You know, they have the meeting.
[00:39:20.449 --> 00:39:21.469]  He's in there chuckling with him.
[00:39:21.929 --> 00:39:25.471]  And then they're talking about sending the National Guard out to the border.
[00:39:25.751 --> 00:39:28.352]  That's not going to do anything except scare people.
[00:39:28.832 --> 00:39:31.133]  And then eventually they're going to try to get the people used to it.
[00:39:31.434 --> 00:39:34.675]  That's one step to ease it in to go into full martial law.
[00:39:34.895 --> 00:39:35.275]  That's right.
[00:39:35.456 --> 00:39:36.637]  And of course, he hasn't.
[00:39:36.717 --> 00:39:43.444]  He says he's going to send the National Guard to the border, but I think he immediately started the call-up of the National Guard.
[00:39:43.484 --> 00:39:45.886]  I don't think they're actually going to send anybody there for about 30 days.
[00:39:46.086 --> 00:39:47.388]  So it's a lot of posturing.
[00:39:47.788 --> 00:39:48.769]  Well, we're about out of time.
[00:39:48.809 --> 00:39:50.391]  Joe, tell us what you've got coming up.
[00:39:50.913 --> 00:40:03.816]  All right, so what we're going to do now is go over to Glenn Spencer's ranch back over here, and he's going to give us a demonstration on the seismic technology that he's been trying to have put along the borders from Brownsville all the way over to California.
[00:40:04.196 --> 00:40:13.318]  This is groundbreaking technology, the best there is to secure our borders, and we're going to go over here and see what it is, film it, and we'll have a video out for you guys tomorrow about that.
[00:40:14.018 --> 00:40:14.498]  Thanks, Joe.
[00:40:14.538 --> 00:40:17.919]  I'm anxious to see that as well as the aerial footage that you've taken.
[00:40:18.319 --> 00:40:19.119]  We'll check back with you.
[00:40:19.159 --> 00:40:19.339]  Thanks.
[00:40:20.947 --> 00:40:22.308]  Well, that's it for tonight's news.
[00:40:22.368 --> 00:40:33.279]  Now, as you remember earlier in the show, as I read that article from the National Journal about how can journalists take back their beat, they said they've become dependent on the government for press releases.
[00:40:33.580 --> 00:40:38.585]  They were afraid that they wouldn't get access if they didn't read the press releases the way the government wanted it.
[00:40:39.325 --> 00:40:41.868]  And of course, we don't do that here at InfoWars.
[00:40:41.948 --> 00:40:51.797]  Just as we see Staff Sergeant Joe Biggs going across the border, going places that they don't want you to see, going to press conferences and asking questions that they don't want to be asked.
[00:40:52.257 --> 00:40:53.679]  That's what we do here at InfoWars.
[00:40:54.099 --> 00:40:56.380]  Support us with PrisonPlanet.tv.
[00:40:56.460 --> 00:41:00.502]  If you're not a subscriber, please contribute to it by becoming a subscriber.
[00:41:00.542 --> 00:41:05.805]  You can also pass this out up to 11 other people can share this simultaneously with you.
[00:41:05.845 --> 00:41:13.589]  They can watch the news every night along with you simultaneously, as well as have access to all of Alex Jones' documentaries.
[00:41:14.209 --> 00:41:15.089]  Well, that's it for tonight.
[00:41:15.170 --> 00:41:17.551]  Join us tomorrow night at 7 Central, 8 p.m.
[00:41:17.591 --> 00:41:17.891]  Eastern.
[00:41:24.008 --> 00:41:28.329]  You've experienced and heard about the benefits of Super Male Vitality.
[00:41:28.829 --> 00:41:31.330]  Now, the new formula has arrived.
[00:41:31.690 --> 00:41:35.572]  Introducing the new Super Female Vitality.
[00:41:35.872 --> 00:41:43.414]  I have specifically designed this formula to help the body naturally regulate itself without the use of artificial hormones.
[00:41:43.874 --> 00:41:47.195]  Key ingredients chosen from the highest quality sources.
[00:41:47.515 --> 00:41:53.577]  Secure your Super Female Vitality today from our limited stock at InfoWarsLife.com.
[00:41:55.151 --> 00:41:59.096]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[00:41:59.136 --> 00:42:01.640]  Central at InfoWarsNews.com.
[00:42:01.840 --> 00:42:08.710]  Members can share their passcodes with up to 11 other people, and your support is helping us defend liberty worldwide.
