[00:00:01.522 --> 00:00:04.387]  Coast to Coast, direct from Austin.
[00:38:07.955 --> 00:38:08.556]  He's with the U.S.
[00:38:08.596 --> 00:38:10.077]  Army's Medical Research Development.
[00:38:10.318 --> 00:38:16.164]  He says, to be dogmatic is, I think, ill-advised because there are too many unknowns here.
[00:38:16.824 --> 00:38:23.908]  Now there was another guy who was part of that experiment that you referred to where the monkeys got out of control and his name is Charles Bailey.
[00:38:23.928 --> 00:38:37.436]  He supervised the response and he said what he learned from the episode informs his suspicion that the current strain of Ebola that is afflicting humans might be spread through tiny liquid droplets propelled into the air by coughing or sneezing.
[00:38:37.456 --> 00:38:39.136]  In other words, by aerosols.
[00:38:39.537 --> 00:38:45.300]  Which is exactly what they were doing the other day when they were pressure washing without any protective equipment
[00:38:45.720 --> 00:38:49.904]  The area where he had thrown up on the sidewalk, not coordinating it off from the public.
[00:38:50.024 --> 00:38:53.587]  Then the next day they send in a hazmat team to clean the apartment.
[00:38:53.687 --> 00:38:57.050]  That's the kind of inconsistency, the kind of nonsense that we're seeing.
[00:38:57.070 --> 00:39:00.874]  The difference between the medical response and the political response.
[00:39:01.912 --> 00:39:11.681]  And of course we had the University of Illinois study which I reported on a few days ago which again they were talking about the potential aerial transmissibility of the Ebola virus.
[00:39:11.721 --> 00:39:18.528]  They were saying that it could transmit more than three feet which is the current understanding with people coughing and sneezing.
[00:39:19.989 --> 00:39:22.512]  Yeah, we have that and we have the Canadian study that you had talked about.
[00:39:22.952 --> 00:39:32.323]  And what this guy continues to say about these monkeys that were dying of Ebola, he said, they were dying in a pattern that was certainly suggestive of coughing and sneezing, some sort of aerosol movement.
[00:39:32.643 --> 00:39:39.591]  They were dying and spreading it so quickly from cage to cage that we finally came to the conclusion the best action was to euthanize them all.
[00:39:40.111 --> 00:39:41.213]  That's the way they stopped it.
[00:39:42.301 --> 00:39:45.365]  And of course, I mean, we had the Public Health Agency of Canada.
[00:39:45.405 --> 00:39:59.781]  They admitted on their website, as of August, that was the last time it appeared on the website, that Ebola, they strongly suspected, I believe the exact words were that Ebola had gone airborne in humans, at least to a limited extent.
[00:40:00.362 --> 00:40:10.607]  That was subsequently censored in light of the most recent spate of outbreaks in Western Africa, and they completely deleted that information from their website altogether.
[00:40:11.147 --> 00:40:20.272]  So, I mean, David, do you think this process of deleting information, which we've seen in a couple of other cases, in fact the German virologist who went public
[00:40:21.032 --> 00:40:26.234]  And said that basically this wouldn't end until the population of Liberia was basically wiped out.
[00:40:26.274 --> 00:40:27.934]  He talked about five million dead.
[00:40:29.134 --> 00:40:35.916]  His quotes were later removed from that article when we highlighted them in an Infowars.com article.
[00:40:35.976 --> 00:40:45.459]  So, I mean, David, do you think this attempt to remove information is part of a deliberate cover-up or is it just a botched attempt to prevent hysteria?
[00:40:46.140 --> 00:40:47.882]  It is a deliberate cover-up.
[00:40:47.962 --> 00:40:50.866]  I believe it goes beyond just trying to control hysteria.
[00:40:50.906 --> 00:40:52.829]  Look, he could control hysteria by telling people...
[00:40:54.170 --> 00:41:17.705]  Educating people so that they would understand what their risk were if he wants to go into the apartment and he wants to Tell people but I think it's safe because it's been so many days But instead he just says there's nothing to worry about there is zero risk and they're like you pointed out they're removing information They're also pushing this narrative that we're going to somehow be saved by pharmaceuticals if you look at the article that's up on
[00:41:18.525 --> 00:41:21.167]  USA Today, and I'm trying to find it here in my stack of articles.
[00:41:21.187 --> 00:41:29.372]  I've got so much information here, but basically what they were focusing on was the various times that people have been given experimental drugs.
[00:41:29.812 --> 00:41:44.061]  What they don't tell you is that Dr. Kent Brantley and the lady that was also working with him, who were both given ZMapp, who both recovered, I don't know about her, but he was definitely given a blood transfusion at the same time that he received that experimental drug.
[00:41:44.972 --> 00:41:47.454]  Two others were also given that experimental drug.
[00:41:47.614 --> 00:41:57.262]  One of them, and they both died in other countries, one of them was a Spanish priest, where now we see that Ebola has transferred to somebody for the first time outside of Africa.
[00:41:57.322 --> 00:42:02.706]  So not only did he die, but now there's one person, there was reports yesterday about a possible second person.
[00:42:02.726 --> 00:42:05.388]  I don't know if that's changed or not yet.
[00:42:06.148 --> 00:42:12.494]  Uh, but at least one person has contracted Ebola there, and that was from a patient who was treated with ZMapp and subsequently died.
[00:42:12.814 --> 00:42:18.038]  Now, there's another experimental drug that was used on another doctor, uh, that was different from that.
[00:42:18.899 --> 00:42:23.383]  Uh, he subsequently was cured, but he also received a blood transfusion.
[00:42:23.443 --> 00:42:28.087]  He was sent a blood transfusion from Dr. Kent Brantley, the fellow who recovered, because
[00:42:28.687 --> 00:42:33.728]  He had received that transfusion from a patient that he had treated in Liberia.
[00:42:33.949 --> 00:42:34.769]  He sent that to him.
[00:42:34.809 --> 00:42:40.870]  So that doctor also received a blood transfusion from someone who had recovered, who had antibodies in their plasma.
[00:42:41.471 --> 00:42:45.852]  And at the same time that he got the experimental drug, now he is back in the hospital.
[00:42:45.872 --> 00:42:48.773]  They were saying that it is not a recurrence of Ebola.
[00:42:49.053 --> 00:42:50.653]  They weren't saying exactly what it was.
[00:42:50.733 --> 00:42:56.715]  But today, it was interesting, in this USA Today article, they said the FDA has blocked any further trials of that drug.
[00:42:58.335 --> 00:43:01.417]  Because it produces some severe flu-like symptoms.
[00:43:01.697 --> 00:43:09.682]  So it may be that it is secondary side effects of that drug that maybe it did cure him of Ebola, but there are these secondary side effects.
[00:43:10.342 --> 00:43:16.226]  And then there's this new drug that they're using on Mr. Duncan in Dallas, the Liberian patient.
[00:43:17.086 --> 00:43:30.863]  And that is a drug that they have used in the past to treat viruses, and although it has killed it in vitro in a glass, there is absolutely no evidence that it has been responsive in treating it in people.
[00:43:31.223 --> 00:43:33.126]  And I don't know if they've done any animal testing or not.
[00:43:33.466 --> 00:43:36.330]  So that's really kind of a wild shot that they're just putting out there.
[00:43:37.139 --> 00:43:42.060]  So, I mean, in 2009 with the swine flu we saw this huge hysteria.
[00:43:42.080 --> 00:43:48.302]  There were reports of potentially troops on the streets in reaction to this hysteria which could occur.
[00:43:48.862 --> 00:43:59.625]  The difference then is they had the drug, the vaccine, lined up and everybody took it even though only elderly, sick and young people were at risk of contracting swine flu.
[00:43:59.645 --> 00:44:00.265]  So for the
[00:44:00.925 --> 00:44:05.450]  A large majority of the population, the global population, that wasn't a threat.
[00:44:05.511 --> 00:44:09.095]  At the time they played it up like it was doomsday, like it was the end of the world.
[00:44:09.675 --> 00:44:13.420]  With the Ebola crisis here, we've seen a slow burn.
[00:44:13.800 --> 00:44:20.689]  Do you think, David, that they're really going to ramp up the hysteria once they get a drug in place, whether it's effective or not?
[00:44:21.420 --> 00:44:23.342]  I absolutely believe that's what they're waiting for.
[00:44:23.602 --> 00:44:40.995]  As a matter of fact, we covered last week in the nightly news, there was information that the Gates Foundation and several pharmaceutical companies were coming together to mass-produce the ZMapp vaccine, the one that has basically had a 50% success rate so far.
[00:44:41.095 --> 00:44:47.080]  And you can't necessarily even say that it's that high, because as I pointed out, at least one of the patients who recovered, one of the two,
[00:44:47.780 --> 00:44:48.100]  I don't know.
[00:45:11.170 --> 00:45:19.073]  All kinds of issues about rushing to market with something like this and creating a panic or forcing people to take this kind of vaccine.
[00:45:19.393 --> 00:45:29.137]  I'd point out that this drug that is being given to Mr. Duncan now in Dallas is also, I believe, genetically modified.
[00:45:29.157 --> 00:45:31.238]  The company that created it is called Chimerix.
[00:45:31.858 --> 00:45:33.820]  That might be a clue as to what they're focused on.
[00:45:33.840 --> 00:45:40.025]  They called a biopharmaceutical company, so not a really good sign there as to what's really involved there.
[00:45:40.045 --> 00:45:43.088]  But it has been effective at the adenovirus.
[00:45:43.889 --> 00:45:47.132]  Interesting that back in March there was a young
[00:45:47.692 --> 00:45:49.533]  Boy, who was suffering from cancer.
[00:45:49.553 --> 00:45:57.956]  He had a marrow transfusion and got the adenovirus and they could not get access to that under compassionate use.
[00:45:58.256 --> 00:46:00.397]  They had to create a social media campaign.
[00:46:00.697 --> 00:46:02.677]  They got 24,000, 29,000 signatures on Facebook and basically
[00:46:07.319 --> 00:46:20.300]  Forced the company and the FDA to allow this young boy to have that he subsequently recovered But they knew that it was effective against the adenovirus that had been tested for quite some time against that This is a completely new experiment that they don't know about
[00:46:21.522 --> 00:46:39.904]  Now this story which I read this morning, again, it's not out of the onion, it sounds like it could be, but they're actually sending the step-daughter of Patient Zero, the Ebola victim in Dallas, back to work as a nursing assistant, seven days after they first detected this Ebola case.
[00:46:39.964 --> 00:46:40.465]  Of course we know
[00:46:41.766 --> 00:46:45.968]  21 days is the maximum up until when Ebola symptoms can be detected.
[00:46:46.028 --> 00:46:47.729]  They can remain dormant until then.
[00:46:48.169 --> 00:46:54.733]  We've also got reports that people can carry Ebola without showing symptoms and be able to infect other people.
[00:46:54.773 --> 00:47:00.316]  That was a New York Times article and indeed a scientific study which was published in the Lancet back in 2000.
[00:47:01.717 --> 00:47:11.525]  And yet, the CDC has told this nursing assistant that she can go back and work in a hospital, despite the fact that she was exposed to this Ebola victim.
[00:47:12.045 --> 00:47:21.252]  She handled the towels, the bed sheets, the vomit, the blood-stained material that this Ebola victim had been in contact with.
[00:47:21.292 --> 00:47:23.874]  She rode with him in the ambulance to the hospital.
[00:47:25.415 --> 00:47:30.339]  David Knight, I mean, another example of the CDC... I mean, it gets to a point where
[00:47:31.365 --> 00:47:33.606]  This doesn't even look like dropping the ball anymore.
[00:47:33.726 --> 00:47:35.607]  It looks like deliberate incompetence.
[00:47:35.767 --> 00:47:36.388]  Absolutely.
[00:47:37.648 --> 00:47:38.929]  That's a very good case in point.
[00:47:38.969 --> 00:47:43.131]  If you look at the two families that were involved, there were two households that were put under quarantine.
[00:47:43.672 --> 00:47:47.534]  Incidentally, neither of them, after they were put into quarantine, were given any food.
[00:47:48.474 --> 00:47:58.379]  Even though Judge Jenkins was talking about how compassionate he was, that was given by private agencies, by the Red Cross, and when the people brought it in, of course, they were not wearing protective clothing.
[00:47:58.440 --> 00:47:59.140]  Nevertheless, the two
[00:48:00.234 --> 00:48:01.214]  Different households.
[00:48:01.835 --> 00:48:05.716]  One of them were the people who were directly living in that apartment that he was staying in.
[00:48:06.916 --> 00:48:14.039]  She got involved, this stepdaughter got involved, because she sent her children over there on a Friday night while he was very sick.
[00:48:14.079 --> 00:48:16.080]  And that, I believe, was the day before.
[00:48:16.280 --> 00:48:19.061]  That was the day that he went to the hospital the first time.
[00:48:19.561 --> 00:48:23.102]  When she found out that he was sick, she had her children taken back.
[00:48:23.182 --> 00:48:25.423]  But then she went on Sunday to take care of him.
[00:48:25.463 --> 00:48:28.784]  As you pointed out, there's a very detailed narrative from the New York Times.
[00:48:29.364 --> 00:48:29.664]  I don't know.
[00:48:44.994 --> 00:48:49.817]  When the ambulance drivers came in, she said, don't come in unless you put on gloves and a mask.
[00:48:50.217 --> 00:48:52.759]  He's been to Liberia and there may be viruses.
[00:48:52.799 --> 00:48:54.199]  She didn't use the term Ebola.
[00:48:54.620 --> 00:48:56.841]  So she was very much involved with his care.
[00:48:57.701 --> 00:49:08.947]  They didn't say that she rode in the ambulance with him, but she took the blanket that he had been sick in with her to the hospital and set it there in the emergency room with her where she was.
[00:49:10.308 --> 00:49:15.733]  They have not ever taken really the position that she couldn't, that she was totally quarantined like her children.
[00:49:15.773 --> 00:49:23.040]  They continued to allow these children to go to school for another couple of days, then took them out, then put temperature monitors in the schools where these children had gone.
[00:49:24.033 --> 00:49:31.518]  Then, they told this lady and her husband that they could go to the stores to get groceries, but the kids had to stay in the house.
[00:49:31.978 --> 00:49:42.285]  Then, seven days later, and that is the very minimum time I've seen anywhere, most of the places say you will not manifest symptoms until eight to ten days later, and as long as 21 days later.
[00:49:42.305 --> 00:49:46.588]  But the CDC tells her seven days after exposure, go back and work as a health care worker.
[00:49:47.268 --> 00:49:51.030]  I mean, that is... Which is the very worst situation to be in.
[00:49:51.110 --> 00:49:51.891]  Absolutely.
[00:49:52.131 --> 00:49:52.691]  Absolutely.
[00:49:52.771 --> 00:49:55.213]  It's just mind-boggling what they have done.
[00:49:55.873 --> 00:50:10.102]  And yet, they're making a hero out of... We're seeing articles in Time Magazine and the Washington Post talking about how this judge is fighting fear and Ebola in Dallas, and how courageous he is, and how he's taking the lead in all of this.
[00:50:10.402 --> 00:50:13.744]  There was an interesting article I mentioned to you that I saw in Foreign Policy.
[00:50:14.444 --> 00:50:22.970]  Talking about the toxic politics of Ebola, and the subtitle said, in Guinea, the epidemic isn't just killing people, it's threatening to tear the country apart.
[00:50:22.990 --> 00:50:26.532]  In other words, it's not just that people are dying, we could lose our political power here.
[00:50:27.052 --> 00:50:31.375]  Which is really all they care about, and that's why we're seeing the kinds of responses.
[00:50:31.735 --> 00:50:37.019]  It's to bolster the political people, as well as to make money for the pharmaceutical companies.
[00:50:37.499 --> 00:50:40.241]  Once they get a drug, they're going to come on with a full panic.
[00:50:40.561 --> 00:50:47.843]  We've already seen a Connecticut governor sign a bill giving himself authorization to use emergency force whenever he feels like it.
[00:50:49.203 --> 00:50:52.484]  We'll be back in the next segment with more Ebola news.
[00:50:52.504 --> 00:50:54.445]  We've also got Robert David Steele coming up.
[00:50:54.485 --> 00:51:02.947]  He, of course, made a very interesting prediction last month on the Alex Jones Show where he said that there would be an Ebola false flag, so we will question him on that.
[00:51:02.987 --> 00:51:05.128]  We've also got Anthony Gucciardi in studio coming up.
[00:51:05.588 --> 00:51:07.048]  It's the Alex Jones Show live.
[00:51:07.068 --> 00:51:08.669]  It's InfoWars.com.
[00:51:08.689 --> 00:51:09.289]  Stay right there.
[00:51:10.271 --> 00:51:12.853]  Silver has always been nature's very own antibiotic.
[00:51:12.993 --> 00:51:16.995]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:51:17.296 --> 00:51:18.536]  Silverlungs.com.
[00:51:18.697 --> 00:51:21.178]  You'll find no wild claims or pseudoscience.
[00:51:21.358 --> 00:51:24.160]  Just a lifetime of nano-sized pure silver solutions.
[00:51:24.360 --> 00:51:26.501]  The Silverlungs generator allows you to make your own.
[00:51:26.722 --> 00:51:28.463]  So stop paying for silver solutions.
[00:51:28.603 --> 00:51:33.966]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:51:34.186 --> 00:51:37.869]  See the Silverlungs generator and lung delivery system at Silverlungs.com.
[00:51:37.989 --> 00:51:39.490]  That's Silverlungs.com.
[00:51:39.930 --> 00:51:44.013]  You've forgotten to monitor BlocketPocket.com, haven't you?
[00:51:44.033 --> 00:51:46.474]  Oh, how quickly we forget.
[00:51:46.695 --> 00:51:49.557]  BlocketPocket wants you to know that they never forget.
[00:51:49.717 --> 00:51:53.719]  You have a right to use wireless technology privately and safely.
[00:51:53.979 --> 00:52:00.284]  So go now and monitor BlocketPocket.com's complete line of custom-designed and American-made products.
[00:52:00.544 --> 00:52:02.065]  BlocketPocket.com.
[00:52:02.365 --> 00:52:05.807]  Enhance your health and privacy in a wireless world.
[00:52:06.148 --> 00:52:06.788]  It's here.
[00:52:07.068 --> 00:52:08.889]  Only at BlocketPocket.com.
[00:52:10.050 --> 00:52:14.376]  When cells become toxic they die early and aging sets in.
[00:52:14.977 --> 00:52:19.863]  No one has put together a formula that focuses directly on brain health, nerve growth factors
[00:52:21.357 --> 00:52:26.840]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[00:52:43.650 --> 00:52:48.274]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:52:48.394 --> 00:52:49.394]  Talk about the effects.
[00:52:49.715 --> 00:52:51.196]  I feel great when I wake up in the morning.
[00:52:51.216 --> 00:52:52.857]  I have drive to go to the gym.
[00:52:53.157 --> 00:52:54.218]  I feel like I look better.
[00:52:54.278 --> 00:52:54.899]  I feel better.
[00:52:54.959 --> 00:52:55.999]  I feel sexier.
[00:52:56.019 --> 00:52:56.740]  I love it.
[00:52:57.000 --> 00:52:59.902]  Even if you don't believe in supplements, take the challenge.
[00:52:59.962 --> 00:53:02.705]  Get a bottle of Super Male, a bottle of Super Female.
[00:53:02.905 --> 00:53:03.945]  Check it out for yourself.
[00:53:03.965 --> 00:53:05.006]  Consult your physician.
[00:53:05.166 --> 00:53:07.348]  Visit InfoWarsLife.com today.
[00:53:07.368 --> 00:53:08.449]  This is life changing.
[00:53:08.669 --> 00:53:12.313]  We all have our own idea about what being safe and secure means.
[00:53:12.633 --> 00:53:17.879]  The doors lock, bills are paid, you've got a job that keeps the lights on, and a home to call your own.
[00:53:18.159 --> 00:53:20.441]  But what happens when Mother Nature throws a curveball?
[00:53:20.462 --> 00:53:22.444]  I'm telling you to take cover!
[00:53:23.374 --> 00:53:27.296]  Are you prepared to live without electricity or passable roads for weeks at a time?
[00:53:27.656 --> 00:53:29.137]  Do you even have a plan B?
[00:53:29.757 --> 00:53:32.818]  If you do, are you willing to bet your life on it?
[00:53:33.038 --> 00:53:34.259]  Children left with no homes.
[00:53:34.299 --> 00:53:35.619]  And no one's coming to help them.
[00:53:36.120 --> 00:53:38.961]  The first step towards self-reliance in the face of disaster.
[00:53:39.161 --> 00:53:41.382]  is a visit to MyPatriotSupply.com.
[00:53:41.582 --> 00:53:49.223]  There you'll find the absolute best prices on storable foods, non-GMO seeds, emergency water filtration devices, and so much more.
[00:53:49.423 --> 00:53:53.564]  All orders over $49 qualify for free shipping in the lower 48 states.
[00:53:53.705 --> 00:53:55.305]  Call 866-229-0927.
[00:53:55.785 --> 00:53:57.926]  That's 866-229-0927.
[00:53:58.046 --> 00:54:01.426]  And speak to one of our preparedness advisors today.
[00:54:01.686 --> 00:54:04.407]  Or visit us at MyPatriotSupply.com.
[00:54:04.527 --> 00:54:07.768]  Remember, before it's time to survive, it's time to prepare.
[00:54:29.453 --> 00:54:39.879]  We're back, it's Tuesday, October 7th, Alex Jones Show Live, still talking about the latest Ebola news with David Knight here in studio.
[00:54:40.599 --> 00:54:52.146]  And just during the break we were making the point that, you know, Obama has said that they're going to enforce these new measures, these customs protection agents at the airports are going to check people for signs of Ebola.
[00:54:53.967 --> 00:54:56.788]  Probably a week too late in that case.
[00:54:56.848 --> 00:55:00.609]  Obviously we know from the previous CNN report that they're not even doing that.
[00:55:00.649 --> 00:55:02.349]  They're not even asking basic questions.
[00:55:02.849 --> 00:55:14.732]  But don't worry because the TSA is still going to grope your junk, they're still going to confiscate your alcohol, tobacco, and they're going to protect us from the deadly threat of snow globes.
[00:55:15.532 --> 00:55:17.773]  That's all safe, that's taken care of.
[00:55:18.654 --> 00:55:21.776]  If you've got Ebola, though, you can go right on through, no questions asked.
[00:55:22.016 --> 00:55:23.377]  Maybe they'll give you a questionnaire.
[00:55:24.357 --> 00:55:28.460]  But this is the insanity of the CDC and the federal government's response.
[00:55:28.500 --> 00:55:33.643]  Now we've got an article up on drudgereport.com which is talking about how the troops are travelling
[00:55:33.643 --> 00:55:34.484]  Yeah, I think so, I think so.
[00:55:58.106 --> 00:56:02.387]  To have direct contact with Ebola patients, David Night.
[00:56:16.091 --> 00:56:18.772]  The military has said they're not equipped to deal with this.
[00:56:18.832 --> 00:56:21.372]  That's not their mission to go do that.
[00:56:21.432 --> 00:56:25.313]  So that is not just stupidity and that's incompetence.
[00:56:25.393 --> 00:56:27.593]  That is deliberate exposure to people.
[00:56:27.933 --> 00:56:31.674]  And so that alone will tell you what's behind all this.
[00:56:31.714 --> 00:56:44.597]  But I think it's interesting you mentioned that the news media is reporting that Obama is going to step up his game in terms of screening at the airport, the way the New York Times headlines that they say Ebola screening at airports will increase, says Obama.
[00:56:45.177 --> 00:56:46.379]  They're not doing it at all.
[00:56:46.679 --> 00:56:54.067]  We just had that report you played in the first hour from the lady from CNN, where she comes back and she says, we were in Liberia, we were covering Ebola.
[00:56:54.107 --> 00:56:56.810]  And they go, oh wait, I think I heard something about that.
[00:56:57.813 --> 00:56:58.654]  Yeah, watch yourself.
[00:56:58.674 --> 00:56:59.534]  Well, what's there to watch for?
[00:56:59.775 --> 00:57:00.195]  I don't know.
[00:57:00.215 --> 00:57:00.856]  I have no idea.
[00:57:01.096 --> 00:57:04.739]  And they don't check the other people that are traveling with her, even though they're also saying that.
[00:57:05.119 --> 00:57:16.429]  She was appalled and amazed, just like Chris Matthews was appalled and amazed that Ebola even came here after he had assurances from Obama that it wouldn't happen.
[00:57:17.089 --> 00:57:18.831]  So that's the kind of
[00:57:19.827 --> 00:57:20.087]  Thank you.
[00:57:43.357 --> 00:57:51.785]  It's great that we have Obamacare because that's going to take care of Ebola because now anybody that's sick doesn't have any reluctance to go get health care.
[00:57:52.608 --> 00:57:53.449]  And it's like, really?
[00:57:53.469 --> 00:58:07.141]  The combination of Obamacare and Ebola crossing our borders, whether it's at the airports or whether it's coming through the southern border, the combination of those two can destroy us not only financially, but destroy millions of people.
[00:58:07.382 --> 00:58:08.242]  It has that potential.
[00:58:08.563 --> 00:58:13.367]  So it isn't that we somehow have a magical elixir, Obamacare.
[00:58:13.407 --> 00:58:15.189]  We have in a finite capacity
[00:58:15.789 --> 00:58:17.951]  Both in terms of beds, as we pointed out last week.
[00:58:17.991 --> 00:58:21.073]  I think, what was it, 19 beds in the United States that are isolation units?
[00:58:21.113 --> 00:58:21.854]  Only one in the UK?
[00:58:22.474 --> 00:58:24.936]  Even in Western companies, we have finite resources.
[00:58:24.996 --> 00:58:27.097]  We can't treat everybody in the world.
[00:58:27.438 --> 00:58:30.460]  But Obamacare pretends that we do, and so does the military now.
[00:58:31.457 --> 00:58:33.778]  We also got the training in the hospitals.
[00:58:33.838 --> 00:58:35.679]  They're saying they're completely unprepared for it.
[00:58:35.839 --> 00:58:36.079]  U.S.
[00:58:36.119 --> 00:58:37.559]  nurses are protesting about that.
[00:58:37.980 --> 00:58:39.640]  We'll get into it after the break.
[00:58:39.760 --> 00:58:40.741]  More with David Knight.
[00:58:40.881 --> 00:58:42.822]  Robert David Steele coming up next hour.
[00:58:42.842 --> 00:58:45.102]  It's InfoWars.com.
[00:58:45.183 --> 00:58:48.284]  Stay tuned.
[00:58:50.605 --> 00:58:52.385]  Thank you for listening to GCN.
[00:58:53.886 --> 00:58:55.427]  Visit GCNlive.com today.
[00:59:00.552 --> 00:59:05.957]  When you're out on the road, the last place you want to be is on the road.
[00:59:07.218 --> 00:59:11.962]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:59:12.342 --> 00:59:19.148]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:59:21.090 --> 00:59:23.252]  They sew pride in every stitch.
[00:59:24.373 --> 00:59:27.416]  Guarantee you'll love the way they fit.
[00:59:29.437 --> 00:59:33.438]  They put a Diamond Gusset in the crotch, where you need it most.
[00:59:34.159 --> 00:59:38.820]  Blue Diamond Gussets got it, others don't.
[00:59:39.220 --> 00:59:41.101]  We turn jeans inside out.
[00:59:41.361 --> 00:59:42.882]  Diamond Gusset Jeans.
[00:59:43.142 --> 00:59:45.723]  Made in the USA with unparalleled quality.
[00:59:46.043 --> 00:59:52.305]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:59:52.665 --> 00:59:54.866]  Order yours at gusset.com.
[00:59:55.366 --> 00:59:58.527]  Diamond Gusset Jeans got it, others don't.
[01:00:03.038 --> 01:00:04.963]  Waging war on corruption.
[01:00:05.444 --> 01:00:08.151]  Alex Jones on the GCN Radio Network.
[01:00:16.038 --> 01:00:16.679]  Big Brother.
[01:00:17.340 --> 01:00:18.361]  Mainstream media.
[01:00:19.102 --> 01:00:20.223]  Government cover-ups.
[01:00:20.864 --> 01:00:21.665]  You want answers?
[01:00:22.446 --> 01:00:23.347]  Well, so does he.
[01:00:23.988 --> 01:00:27.613]  He's Alex Jones on the GCN Radio Network.
[01:00:28.194 --> 01:00:32.259]  And now, live from Austin, Texas, Alex Jones.
[01:00:43.655 --> 01:00:47.696]  We're back live on the Alex Jones Show, Tuesday, October 7th edition.
[01:00:47.716 --> 01:00:49.037]  I'm filling in for Alex today.
[01:00:49.077 --> 01:00:52.138]  I'm Paul Joseph Watson with David Knight in studio.
[01:00:52.478 --> 01:00:53.819]  Just mention this before the break.
[01:00:54.379 --> 01:00:55.819]  Reuters reports U.S.
[01:00:55.899 --> 01:00:58.440]  nurses say they are unprepared to handle Ebola.
[01:00:58.780 --> 01:01:06.083]  Patients, nurses, the frontline care providers, one of whom will be the Ebola victim's stepdaughter shortly thanks to the CDC,
[01:01:06.983 --> 01:01:12.950]  Say they are untrained and unprepared to handle patients arriving in the hospital emergency departments infected with Ebola.
[01:01:12.970 --> 01:01:19.316]  So we've heard these assertions, these claims by the CDC that the hospitals are all prepared.
[01:01:19.837 --> 01:01:26.464]  Yet around a week ago we in fact had nurses protesting out on the street saying that they weren't prepared, they weren't given proper training.
[01:01:26.884 --> 01:01:32.208]  for Ebola and indeed the very hospital in Dallas where Thomas Eric Duncan arrived.
[01:01:32.589 --> 01:01:42.576]  They had received Ebola training but of course it proved to be completely useless since they couldn't detect symptoms of Ebola even though he told them he had traveled from West Africa.
[01:01:42.616 --> 01:01:46.839]  They basically ignored the threat, gave him some pills and sent him home.
[01:01:47.240 --> 01:01:52.404]  David Knight, you're going to be back in the final hour to talk about some financial issues so let's tease that.
[01:01:53.044 --> 01:01:56.325]  Yeah, there's some interesting updates and financial information.
[01:01:56.345 --> 01:02:00.146]  We've had an increase in the budget deficit last year of over six percent.
[01:02:00.186 --> 01:02:03.006]  We've got house prices that are not recovering.
[01:02:03.746 --> 01:02:06.347]  Ben Bernanke can't even refinance his home.
[01:02:06.387 --> 01:02:11.468]  And here's a guy who is making, he's a multi-millionaire in terms of his salary every year.
[01:02:11.548 --> 01:02:15.209]  He's got a house that's a jumbo loan, which should actually be easier to refinance.
[01:02:15.249 --> 01:02:19.150]  But because of increased regulations in the wake of the
[01:02:21.091 --> 01:02:27.334]  The crash that we had in 2008 because they wanted to socialize the losses into these banks.
[01:02:27.354 --> 01:02:31.556]  They came back and said, but that's okay, we'll match that with increased regulation.
[01:02:31.576 --> 01:02:42.542]  Well, those regulations are even keeping somebody who is trying to refinance a home that is a very small portion of his income from being able to do it, the former head of the Federal Reserve.
[01:02:42.862 --> 01:02:46.784]  And of course, there's some new updates on the LIBOR scandal, which is
[01:02:47.424 --> 01:02:54.128]  Probably one of the most corrupt and far-reaching scandals we've seen the financial community since I can remember.
[01:02:54.288 --> 01:03:06.796]  Because the LIBOR is the basis on which interest rates are set up for adjustable interest rates and people gaming that system made billions and billions of dollars of profit off of other people.
[01:03:06.876 --> 01:03:09.018]  So there's some update on that as well that we'll have.
[01:03:09.873 --> 01:03:15.036]  And I mean, just on the economy, obviously we had the Foreign Affairs article which I discussed a few days ago.
[01:03:15.536 --> 01:03:20.359]  They were talking about how median household income in the United States has basically stagnated since 1989.
[01:03:21.800 --> 01:03:27.643]  People's living standards are either, again, stagnating or indeed dropping and they're very wary of this threat.
[01:03:27.803 --> 01:03:30.965]  That's what they're scared could cause the populist uprising.
[01:03:30.985 --> 01:03:33.307]  We're going to get into that with Robert David Steele after the break.
[01:03:33.767 --> 01:03:38.550]  David, I mean, just having been here nine years ago before the financial collapse, I noticed that
[01:03:39.130 --> 01:03:43.112]  There's basically a panhandler on every other corner in Austin, Texas.
[01:03:43.172 --> 01:03:50.714]  It really seems that there's more poverty in evidence since before the financial collapse back in 2008.
[01:03:51.195 --> 01:03:55.956]  Well, actually, the economy here in Austin is quite strong compared to other places.
[01:03:55.996 --> 01:04:00.198]  I think a lot of these panhandlers are coming here because of the weather, because of the strong economy.
[01:04:00.698 --> 01:04:03.840]  And because of kind of the attitude, perhaps, of the police department.
[01:04:03.880 --> 01:04:07.882]  Some places they really crack down on them, and some places they take more of a laissez-faire approach.
[01:04:07.942 --> 01:04:14.305]  But the real estate market here, especially in Austin, is very strong compared to the rest of the country.
