[00:00:00.049 --> 00:00:00.369]  I think so.
[00:45:12.818 --> 00:45:15.899]  But I talked to her, fully awake now, because of this attempt to take over.
[00:45:16.100 --> 00:45:17.040]  The system doesn't care.
[00:45:17.280 --> 00:45:20.642]  They'll take the 10, 15%, 20% that will go along with it.
[00:45:20.662 --> 00:45:21.502]  They're going to promote them.
[00:45:22.843 --> 00:45:25.364]  And these people see us as the enemy, and they're coming.
[00:45:26.158 --> 00:45:26.698]  They're coming!
[00:45:26.958 --> 00:45:40.805]  And here's the Washington Times with the document that says they are prepared with the drones and everything else for war with us, but then what Bill Gertz won't do, because he's such a journalist, is it's already so alarmist they water down the article.
[00:45:41.125 --> 00:45:42.026]  And I get why they do that.
[00:45:42.046 --> 00:45:42.586]  That's what they do.
[00:45:42.646 --> 00:45:43.266]  I do the opposite.
[00:45:47.709 --> 00:45:48.469]  They go on
[00:45:53.809 --> 00:45:56.731]  And, you know, basically break down the whole attack plan against us in the article.
[00:45:57.552 --> 00:46:08.019]  What we do is we take this and then show all the old articles where it's for the Tea Party, gun owners, everybody, and point out, hey, by the way, it isn't just for domestic dissent against the general American people.
[00:46:08.319 --> 00:46:12.002]  It's specifically against folks that follow the Constitution and Bill of Rights.
[00:46:12.898 --> 00:46:13.439]  We're the enemy.
[00:46:13.459 --> 00:46:17.442]  Because this is a foreign, illegal occupation, like the Vichy French under Hitler.
[00:46:17.723 --> 00:46:18.543]  This is real.
[00:46:19.244 --> 00:46:20.085]  This is real.
[00:46:20.425 --> 00:46:22.067]  And the Pentagon is speaking out.
[00:46:22.927 --> 00:46:28.513]  There are good people in there, guaranteed, knowing they're being spied on, and are warning Bill Gertz about it.
[00:46:29.426 --> 00:46:45.226]  So, if you're in the military, if you're in the FBI, the Secret Service, if you're in the system, I don't care what it is, you better stand up for America right now and speak out publicly or internally about this because there's a civil war going on right now by the globalists politically to take this country over.
[00:46:46.155 --> 00:46:48.056]  We've got to expose this is going on.
[00:46:48.216 --> 00:46:52.197]  We've got to expose the globalists that they are meeting in secret illegally in Copenhagen.
[00:46:52.237 --> 00:46:54.938]  We've got to admit the conspiracy theorists were right.
[00:46:55.518 --> 00:46:57.279]  We've all got to admit we're in trouble.
[00:46:58.059 --> 00:47:00.100]  And that even though it's incredible, it's happening.
[00:47:00.140 --> 00:47:01.041]  History is incredible.
[00:47:01.341 --> 00:47:02.501]  Truth is stranger than fiction.
[00:47:02.721 --> 00:47:03.682]  And this is happening now.
[00:47:03.722 --> 00:47:05.202]  And this is an epic time to be alive.
[00:47:05.422 --> 00:47:09.804]  And it's an honor to be alive right now, being able to speak out against this and expose it.
[00:47:10.524 --> 00:47:14.585]  Now, David Knight, Jones has been there for over a day now in Copenhagen, Denmark, covering Bilderberg.
[00:47:14.665 --> 00:47:18.626]  A lot has happened, and he's there to break it down with us a little bit in the next hour.
[00:47:19.347 --> 00:47:24.588]  Then Paul Watson is going to join us, and we're going to have open phones the entire second half of the transmission.
[00:47:24.868 --> 00:47:33.911]  I know you guys are also getting a lot of national, international TV coverage of what you're doing, so very effective, only 24 hours into coverage.
[00:47:33.951 --> 00:47:34.911]  Great job, David Knight.
[00:47:35.171 --> 00:47:35.892]  Give us your report.
[00:47:37.232 --> 00:47:40.033]  Well, Alex, I'm here kind of in a news box.
[00:47:42.469 --> 00:47:43.169]  You gotta love it.
[00:47:43.189 --> 00:47:44.130]  There goes his Skype.
[00:47:44.170 --> 00:47:45.391]  I mean, we see what's going on here.
[00:47:45.411 --> 00:47:46.792]  Bilderberg, I'm not aware of what's going on.
[00:47:46.812 --> 00:47:48.553]  I'm listening to you talking about this Bill Gertz report.
[00:47:49.093 --> 00:47:49.694]  Did it just go out?
[00:47:49.914 --> 00:47:50.454]  Can you see me now?
[00:47:50.494 --> 00:47:51.015]  No, you're good now.
[00:47:51.035 --> 00:47:51.235]  Go ahead.
[00:47:51.255 --> 00:47:52.656]  There's just a little delay.
[00:47:53.656 --> 00:47:56.978]  I was just saying, I'm not able to get on the internet here.
[00:47:57.899 --> 00:47:59.840]  We have so little connection here.
[00:47:59.880 --> 00:48:01.801]  So I was just listening to what you were saying about Bill Gertz.
[00:48:01.881 --> 00:48:06.144]  And, you know, people need to understand that we're coming to a real crossroads.
[00:48:06.164 --> 00:48:09.506]  They've been talking about all this stuff coming down in the time frame of 2020 to 2025.
[00:48:12.408 --> 00:48:22.836]  And they're laying the legal framework for this, they believe, as well as, as we've pointed out over and over again, they're training for it, really hard, and preparing for it, and buying the ammunition.
[00:48:22.876 --> 00:48:27.120]  So, you know, it's just like that book, The Fourth Turning, by Strauss and Howe.
[00:48:27.500 --> 00:48:33.184]  They point out that although history doesn't repeat itself, it certainly does rhyme, and there's a rhythm to that rhyme.
[00:48:33.284 --> 00:48:35.386]  And we see that this is building up.
[00:48:35.466 --> 00:48:36.267]  Here at Bilderberg,
[00:48:37.027 --> 00:48:44.569]  The topics that they're going to be talking about are going to include the Trans-Pacific Partnership, the same thing for the Trans-Atlantic Partnership.
[00:48:45.409 --> 00:48:54.112]  They're going to start putting together the pieces of trade agreements that the Trilateral Commission has essentially been talking about doing since 1973.
[00:48:54.552 --> 00:48:56.953]  They came with the Trilateral Commission.
[00:48:56.993 --> 00:49:02.594]  What they did was they joined Europe, North America, and Asia, and now we see the elements.
[00:49:02.634 --> 00:49:05.275]  We see the actual elements that they were planning with Bilderberg.
[00:49:05.967 --> 00:49:16.798]  But to get you up to date on what's happening here, if you turn around here, Josh, you can see they've expanded the barriers, the barricades, quite a bit since we were here last night.
[00:49:16.858 --> 00:49:20.522]  I heard Josh got assaulted, and we have video that's about to be uploaded to that.
[00:49:20.542 --> 00:49:21.703]  We can show that in a moment.
[00:49:22.743 --> 00:49:27.727]  For the most part, the police have been extremely cordial, um, even lifting up lines for us.
[00:49:28.348 --> 00:49:32.912]  And, you know, they'll be very nice, but boy, if you cross them, they will come down on you just like any cops.
[00:49:32.952 --> 00:49:41.199]  Now, Josh was just preparing to come to this, uh, shoot, and he had the camera in his hand, and somebody called the police in our hotel.
[00:49:41.719 --> 00:49:44.301]  He was walking out of our hotel with the camera in his hand.
[00:49:44.601 --> 00:49:53.668]  They called the police and Karen was filming somewhere else and she saw the police running and she didn't know they were coming for Josh and she saw them cornering Josh.
[00:49:53.709 --> 00:49:56.271]  I should let you talk to Josh and let him tell you what happened.
[00:49:57.111 --> 00:49:59.293]  Josh, why don't you tell them what happened in your own words here?
[00:49:59.513 --> 00:50:01.535]  Because I was filming people arriving.
[00:50:04.133 --> 00:50:21.848]  Yeah, so I was leaving the hotel and I had my camera, which I've had all day long, and the cops run up to me and say they need my ID, they need me to prove that I'm staying in the hotel because someone called the police on me because... I'm not really sure why.
[00:50:22.148 --> 00:50:24.290]  I guess because now cameras are scary.
[00:50:25.339 --> 00:50:30.741]  Yeah, they're only allowed to spy on us and take all our liberties, but we can't be journalists in a major capital city.
[00:50:31.161 --> 00:50:36.723]  Please continue, though, with what they did to you, because we just showed some video of them roughing somebody else up.
[00:50:37.984 --> 00:50:42.526]  Yeah, the video's gonna be up soon, but they stopped me not far from here.
[00:50:42.566 --> 00:50:47.527]  I was coming to do this broadcast, and they detained me.
[00:50:47.808 --> 00:50:48.668]  They wouldn't let me leave.
[00:50:49.392 --> 00:50:59.437]  And I asked them, didn't they think it was more important to maybe cover what these guys are doing in this building than to detain someone who's simply walking with a camera?
[00:50:59.657 --> 00:51:02.018]  Which I've been doing all day and haven't done anything wrong.
[00:51:02.658 --> 00:51:04.780]  And they couldn't answer, obviously.
[00:51:05.140 --> 00:51:17.806]  And just earlier, separately, there was a guy right behind where we are now, this video's coming up too, who was being patted down, groped, and harassed by police because he was standing, looking at the building, and looking at all of these
[00:51:18.526 --> 00:51:20.988]  Um, the blockades, everything blocked off.
[00:51:21.008 --> 00:51:28.494]  Wow, what a free country, what a free society where you look in a capital city at a major hotel with barriers being put up.
[00:51:28.774 --> 00:51:29.975]  You don't do that, slave.
[00:51:30.255 --> 00:51:31.296]  This is North Korea.
[00:51:31.316 --> 00:51:33.337]  I mean, Copenhagen, Denmark.
[00:51:33.777 --> 00:51:34.918]  How dare you?
[00:51:35.178 --> 00:51:35.739]  We'll be right back.
[00:51:35.979 --> 00:51:39.140]  Harvest Right is the world's first in-home freeze-dryer.
[00:51:39.340 --> 00:51:42.642]  Freeze-dry your own fruits, vegetables, meats, and full meals.
[00:51:42.982 --> 00:51:50.165]  With Harvest Right, you can prepare foods that last 25 years, preserving its freshness, nutrition, color, and taste.
[00:51:50.605 --> 00:51:52.486]  All your food can be freeze-dried.
[00:51:52.846 --> 00:51:54.487]  So don't throw away your leftovers.
[00:51:54.707 --> 00:51:58.348]  Freeze-dry them with this incredible in-home, money-saving freeze-dryer.
[00:51:58.588 --> 00:52:02.630]  Go to HarvestRight.com to see how the Harvest Right freeze-dryer works.
[00:52:02.990 --> 00:52:04.471]  That's HarvestRight.com.
[00:52:05.359 --> 00:52:10.302]  Our founders pledged their lives, fortunes, and sacred honor to fight tyranny, and it's time to fight again.
[00:52:10.382 --> 00:52:13.884]  I'm Tisha Cassada, and I'm running as an independent for Congress in Colorado.
[00:52:13.964 --> 00:52:18.707]  I fight to end the military police state, ban GMO toxic foods, and abolish legal tender laws.
[00:52:18.807 --> 00:52:22.189]  Consider donating some of your hard-earned fiat currency to help me fight.
[00:52:22.209 --> 00:52:25.451]  Donate $25 or more, and you'll receive a gift to awaken others.
[00:52:25.551 --> 00:52:27.252]  I need and appreciate your support.
[00:52:27.312 --> 00:52:29.193]  Please donate at Cassada2014.com.
[00:52:29.213 --> 00:52:32.636]  That's C-A-S-I-D-A-2014.com.
[00:52:32.676 --> 00:52:34.817]  Paid for by the committee to elect Tisha Cassada to Congress.
[00:52:35.871 --> 00:52:42.701]  If you're worried about your health and you're tired of the nasty side effects of harsh drugs or antibiotics, then look no further.
[00:52:43.162 --> 00:52:45.245]  Supernatural Silver is the answer.
[00:52:45.986 --> 00:52:50.893]  Supernatural Silver is a powerful immune system enhancer that can be used every day.
[00:52:51.374 --> 00:52:55.116]  To help keep you healthy and well, with none of those nasty side effects.
[00:52:55.676 --> 00:52:58.957]  It's extremely safe for use internally as well as topically.
[00:52:59.438 --> 00:53:04.340]  And Supernatural Silver is hundreds of times more effective than colloidal or ionic silver.
[00:53:04.740 --> 00:53:09.282]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[00:53:09.742 --> 00:53:19.349]  Supernatural Silver is also extremely effective when taken orally, and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[00:53:19.749 --> 00:53:34.400]  Go to SupernaturalSilver.com, SupernaturalSilver.com, and use the promo code SILVER2014 for 20% off of your entire order, and give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:53:35.300 --> 00:53:51.837]  To have a fighting chance against cold and flu bugs, get the world's best garlic extract, Allicin Plus C. Fight viruses, bacteria, and fungi with Allicin Plus C. Scientifically proven in double-blind studies using low doses to greatly reduce the number, severity, and duration of common colds.
[00:53:52.097 --> 00:53:57.783]  Allicin Plus-C contains 300 milligrams of stabilized allicin, the active ingredient in crushed garlic.
[00:53:58.023 --> 00:54:03.148]  Studies show Allicin Plus-C is effective against MRSA, bacterial, fungal, and viral infections.
[00:54:03.509 --> 00:54:07.092]  One tablet of Allicin Plus-C has the equivalent of 40 cloves of garlic.
[00:54:07.292 --> 00:54:13.899]  Allicin Plus-C supports your body's resistance to all types of conditions and can help lower high blood pressure and high cholesterol.
[00:54:14.079 --> 00:54:21.842]  So boost your body's resistance to infection with nature's best garlic extract, Allicin Plus C. To order, call 855-ALLICIN.
[00:54:22.002 --> 00:54:24.002]  That's 855-255-4246.
[00:54:24.503 --> 00:54:27.084]  Or go to allicinplus.com.
[00:54:27.164 --> 00:54:31.285]  Spelled A-L-L-I-C-I-N plus dot com.
[00:54:31.405 --> 00:54:33.926]  Get Allicin Plus C from Affinity Health Products.
[00:54:55.967 --> 00:55:04.793]  Imagine world leaders meeting in secret in the middle of a major city and reporters want to cover it and walk out of their own hotel with a camera.
[00:55:04.853 --> 00:55:05.113]  Why?
[00:55:05.914 --> 00:55:08.576]  Rough somebody up, call the police immediately.
[00:55:09.989 --> 00:55:16.518]  Oh my gosh, if people want to stand across the street and stare at the world leaders arriving, let's arrest them, let's beat them up.
[00:55:17.098 --> 00:55:23.667]  And this is the same thing if it's in the US, if it's in England, if it's in Spain, if it's in Greece, this goes on.
[00:55:24.568 --> 00:55:27.152]  But then there's always a public backlash and the police back off.
[00:55:28.786 --> 00:55:31.687]  I gotta say, the police did not act like this any in England last year.
[00:55:32.468 --> 00:55:34.509]  I'd seen it in videos for more than a decade ago.
[00:55:35.029 --> 00:55:40.091]  So it's important to go out and cover this to show they're acting like this to keep societies free.
[00:55:41.412 --> 00:55:46.134]  But really out of control to see this type of behavior going on.
[00:55:48.015 --> 00:55:52.097]  Meanwhile, the globalists are working as hard as they can to destroy those police officers' lives, but they don't care.
[00:55:52.117 --> 00:55:55.199]  They've been chosen because they will attack the people.
[00:55:56.219 --> 00:55:57.940]  Josh, finishing up the points you were making.
[00:56:00.228 --> 00:56:03.309]  Right, so this actually just happened.
[00:56:03.750 --> 00:56:10.153]  We were scrambling to make sure that we got on because they were detaining me and not letting me leave.
[00:56:11.433 --> 00:56:14.955]  And right before that, I just said there was a guy right behind us here.
[00:56:16.316 --> 00:56:20.778]  He was standing there looking at the barricades and the cops came up, made him take his shoes off.
[00:56:22.276 --> 00:56:26.581]  Patted him down because apparently he was a threat for looking at these barricades.
[00:56:26.601 --> 00:56:30.305]  And I want to be clear, you're in the free speech zone right now, it looks like.
[00:56:30.926 --> 00:56:32.388]  Or off the side of the hotel.
[00:56:32.788 --> 00:56:34.971]  So if you're just there on a city street, you're evil.
[00:56:36.112 --> 00:56:37.894]  Yeah, yeah, exactly.
[00:56:38.175 --> 00:56:40.878]  And then before that, another video that's being uploaded right now.
[00:56:41.773 --> 00:56:45.634]  Right behind David, right in front of the hotel, there was a guy filming.
[00:56:46.035 --> 00:56:51.577]  Cops came up, told him to give him, give them his ID, and to turn around and leave.
[00:56:51.997 --> 00:57:06.622]  And he refused to do it, so they grabbed him, and they roughed him up, they drug him across the street, across traffic, and took him behind a screen, where the, uh, elite are going into their hotel rooms.
[00:57:06.922 --> 00:57:09.763]  They took him behind a screen, and it looked like they were beating him.
[00:57:11.328 --> 00:57:11.588]  Really?
[00:57:13.170 --> 00:57:13.330]  Yeah.
[00:57:13.550 --> 00:57:17.414]  Well, I tell you what, Josh, that's a bunch of security over there at that picnic table, isn't it?
[00:57:17.814 --> 00:57:29.245]  Maybe after the break comes, we should go over and try to interview them in North Korea, formerly Denmark, now under Nazi control, or Soviet-style oppressive control, authoritarian control.
[00:57:29.345 --> 00:57:34.349]  I mean, if you guys want, you want to go talk to the gods, or maybe they'll beat you.
[00:57:34.369 --> 00:57:35.731]  What do you want to do?
[00:57:36.880 --> 00:57:37.801]  Yeah, sure, let's do it.
[00:57:37.821 --> 00:57:39.464]  We're actually surrounded by police right now.
[00:57:40.084 --> 00:57:43.169]  Police are outnumbering people here, so I feel safe.
[00:57:44.450 --> 00:57:45.111]  You feel safe?
[00:57:45.151 --> 00:57:45.952]  Well, don't worry.
[00:57:46.733 --> 00:57:52.041]  Maybe they just brought that person behind the screen so Henry Kissinger can do a proctology exam.
[00:57:54.113 --> 00:57:54.834]  More than likely.
[00:57:55.254 --> 00:57:55.714]  I hope so.
[00:57:55.754 --> 00:58:02.159]  Well, you know, that's what the TSA is for, is to condition us to be slaves, to treat us that we have no rights, that we have no dignity.
[00:58:02.839 --> 00:58:04.480]  It's prisoner induction training.
[00:58:04.881 --> 00:58:08.863]  So what did the police, are they local Copenhagen police?
[00:58:09.404 --> 00:58:10.965]  What did they say to you while they were talking to you?
[00:58:12.441 --> 00:58:14.222]  Well, I asked if I could leave.
[00:58:14.262 --> 00:58:14.862]  They said no.
[00:58:15.382 --> 00:58:18.603]  They said that they needed my ID and my room key.
[00:58:19.183 --> 00:58:23.325]  And I refused to give it to them, and they said they were not going to let me go unless I gave it to them.
[00:58:23.565 --> 00:58:28.406]  So just for time's sake, because we were rushing over here to get on the air, I said, fine, I'll give you it, but I need to leave.
[00:58:28.767 --> 00:58:29.907]  So I gave them my ID.
[00:58:30.387 --> 00:58:33.208]  I gave them my room key, which didn't have my number on it.
[00:58:33.268 --> 00:58:35.669]  By the way, we're showing the footage of them beating the guy right now.
[00:58:37.031 --> 00:58:41.115]  Hey, they ought to put up police screens everywhere where they can taser-beat and kill you.
[00:58:41.415 --> 00:58:43.597]  We can call them murder rooms.
[00:58:45.299 --> 00:58:47.161]  Well, no, actually, loving trendy rooms.
[00:58:48.622 --> 00:58:50.184]  And then they can even have a guillotine in them.
[00:58:50.204 --> 00:58:50.744]  You know what I mean?
[00:58:50.764 --> 00:58:52.746]  Total genius.
[00:58:53.427 --> 00:58:54.848]  Oh yeah, you can see it in the footage.
[00:58:54.868 --> 00:58:55.429]  They're beating him.
[00:58:55.509 --> 00:58:56.190]  Oh yeah, they are!
[00:58:56.710 --> 00:58:57.611]  Oh, stomping him!
[00:58:58.712 --> 00:58:59.253]  Got it over here.
[00:59:00.476 --> 00:59:05.938]  Also, we have footage of the police beating people in torture rooms and trying to chase a reporter.
[00:59:06.158 --> 00:59:08.099]  That is sensational headline right there.
[00:59:08.499 --> 00:59:09.559]  That is sensational.
[00:59:09.980 --> 00:59:12.761]  A guy catches the beating and the police try to get him.
[00:59:13.101 --> 00:59:14.741]  Whoa, stay there folks, we're coming back.
[00:59:15.242 --> 00:59:16.722]  Unbelievable tyranny.
[00:59:17.342 --> 00:59:19.383]  Hildenburg police beat reporters.
[00:59:20.103 --> 00:59:24.085]  Oh my gosh, it showed them stomping and what cowardly filth.
[00:59:25.540 --> 00:59:27.861]  This is Alex Jones for InfoWarsLife.com.
[00:59:27.941 --> 00:59:30.563]  The latest in preparedness is now here.
[00:59:30.743 --> 00:59:36.746]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[00:59:36.926 --> 00:59:41.928]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[00:59:42.008 --> 00:59:46.711]  The new InfoWars Life Silver Bullet Colloidal Silver is the answer for you and your family.
[00:59:46.891 --> 00:59:51.393]  And it's entirely free of toxic artificial additives that are loaded into many products.
[00:59:51.693 --> 01:00:00.079]  The InfoWarsLife Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[01:00:00.299 --> 01:00:02.240]  This is not a low-grade formula.
[01:00:02.460 --> 01:00:13.567]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[01:00:13.627 --> 01:00:21.052]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
[01:00:21.292 --> 01:00:25.014]  And find other amazing supplements at InfoWarsLive.com.
[01:00:28.535 --> 01:00:30.496]  Waging war on corruption.
[01:00:30.956 --> 01:00:33.738]  Alex Jones on the GCN Radio Network.
[01:00:40.441 --> 01:00:41.081]  Big Brother.
[01:00:41.762 --> 01:00:42.783]  Mainstream media.
[01:00:43.523 --> 01:00:44.644]  Government cover-ups.
[01:00:45.284 --> 01:00:46.085]  You want answers?
[01:00:46.865 --> 01:00:47.746]  Well, so does he.
[01:00:48.406 --> 01:00:52.029]  He's Alex Jones on the GCN Radio Network.
[01:00:52.609 --> 01:00:56.672]  And now, live from Austin, Texas, Alex Jones.
[01:01:06.249 --> 01:01:10.331]  Ladies and gentlemen, this is sensationally disgusting and makes me physically ill.
[01:01:11.452 --> 01:01:13.212]  We're trying to be nice to the police.
[01:01:13.292 --> 01:01:15.033]  We're saying, overall, they're being nice.
[01:01:16.734 --> 01:01:24.178]  And then suddenly, they start grabbing at our reporters, going after them, trying to take their cameras, and we catch on tape.
[01:01:25.083 --> 01:01:28.885]  Them dragging a reporter with a camera behind a screen.
[01:01:29.266 --> 01:01:31.647]  You can clearly see them punching and stomping him.
[01:01:32.408 --> 01:01:33.549]  Full power.
[01:01:34.469 --> 01:01:37.471]  I mean, they are stomping the daylights out of him.
[01:01:38.051 --> 01:01:44.696]  And then, another reporter is getting footage of it, so the police try to chase him down to take him to the torture dungeon.
[01:01:46.837 --> 01:01:50.079]  I mean, this is literally, I don't even know the headline that's strong enough.
[01:01:50.139 --> 01:01:52.461]  Like, police take journalist,
[01:01:54.275 --> 01:01:56.176]  To secluded pens to be beaten?
[01:01:56.556 --> 01:02:02.460]  I mean, this is just, this is a major human rights scandal.
[01:02:04.040 --> 01:02:18.949]  That they got free speech pens, blacked out windows, blacked out fences, so people can't see through them, but there is a good eight inch gap, and you can clearly see they've thrown him on the ground, and they're stomping on him, and they take him there to torture him.
[01:02:20.630 --> 01:02:22.971]  And folks, if they get away with this precedent, it's over.
[01:02:24.454 --> 01:02:28.055]  See what Secrecy's for, so they can commit their crimes in the dark.
[01:02:28.095 --> 01:02:29.036]  Look at them stomping him.
[01:02:29.536 --> 01:02:34.298]  A full power stomping, full power hitting, and then chasing a reporter.
[01:02:34.358 --> 01:02:37.779]  If you're a radio listener, the feed's at InfoWars.com forward slash show.
[01:02:38.439 --> 01:02:39.560]  Unbelievable!
[01:02:39.980 --> 01:02:44.442]  Josh, I guess you shot this footage, Josh Owens, InfoWars.com cameraman.
[01:02:45.422 --> 01:02:47.664]  I mean, I'll tell you, you've only been here six months or so.
[01:02:47.704 --> 01:02:48.945]  You've already seen a lot, my friend.
[01:02:49.225 --> 01:02:55.310]  The NSA, you saw the Feds stand down with their guns pointed at you, threatening to shoot you at the Bundy Ranch.
[01:02:55.330 --> 01:02:59.453]  You were there, and now this, and you're on the front lines, my friend.
[01:03:00.894 --> 01:03:09.481]  Yeah, well, the difference here is that, well, the difference that I've noticed with the police specifically is that there's almost, you almost get a feeling of their
[01:03:10.109 --> 01:03:10.989]  They're just cowards.
[01:03:11.329 --> 01:03:20.613]  I mean, I'm kind of surprised that they were beating the guy in front of the hotel because they seem like wimps.
[01:03:21.093 --> 01:03:23.314]  Well, who do you think wants to beat people?
[01:03:24.934 --> 01:03:25.774]  Well, that's true, yeah.
[01:03:26.015 --> 01:03:30.016]  The small guy in high school who gets picked on goes on to be a cop who beats people up for fun.
[01:03:33.715 --> 01:03:37.359]  Well, all I know is, in bad police departments, it's either like that or the other way around.
[01:03:37.379 --> 01:03:40.562]  I mean, somebody who's tough just isn't going around beating people up for no reason.
[01:03:41.242 --> 01:03:45.126]  Let's continue to talk about, I mean, what did you think when you were watching them?
[01:03:45.547 --> 01:03:47.208]  Clearly, it looks unmistakable.
[01:03:47.228 --> 01:03:48.469]  They're stomping him and hitting him.
[01:03:49.310 --> 01:03:52.834]  So I guess, you know, that keyhole didn't get closed there, Josh.
[01:03:54.520 --> 01:04:09.386]  Yeah, well it was shocking but you can see in the video there's another reporter who runs across the street to film it and they run after him and chase him and chase him across the street so he isn't filming them do it but I guess they didn't notice us standing right beside them beating him.
[01:04:09.426 --> 01:04:11.867]  Well see he went around the corner to shoot around the fence.
[01:04:12.167 --> 01:04:13.548]  You gotta get with that reporter.
[01:04:14.048 --> 01:04:16.152]  That citizen journalist, and get his footage.
[01:04:16.713 --> 01:04:23.624]  I guarantee you, they're gonna try to deny they were attacking him, and I guarantee you, they've got the video, he's got the goods.
[01:04:24.085 --> 01:04:24.806]  Where is that guy?
[01:04:24.846 --> 01:04:25.848]  We need to interview him right now.
[01:04:26.109 --> 01:04:27.331]  Do you see that guy in the black jacket?
[01:04:30.679 --> 01:04:33.241]  Uh, no, but I'm sure he's over in the free speech zone.
[01:04:33.261 --> 01:04:36.443]  Listen, go to the free speech zone, try to find him in the next segment.
[01:04:36.483 --> 01:04:39.445]  Start going now, keep going live in case something happens.
[01:04:39.465 --> 01:04:41.626]  Then I want to go back and I want to talk to the police.
[01:04:41.646 --> 01:04:50.592]  I want you to go to the line and say, we want to talk to your boss about the civil rights violation that we just saw.
[01:04:51.970 --> 01:04:53.031]  Okay.
[01:04:53.291 --> 01:04:55.172]  But listen, you don't have to follow that directive.
[01:04:55.352 --> 01:04:56.593]  They may physically attack you.
[01:04:56.913 --> 01:04:58.113]  But I know you're not a coward.
[01:04:58.154 --> 01:04:58.874]  You and David aren't.
[01:04:59.354 --> 01:05:01.155]  So, you want to take that mission?
[01:05:01.996 --> 01:05:02.376]  Yeah, sure.
[01:05:02.896 --> 01:05:03.116]  Alright.
[01:05:03.476 --> 01:05:04.717]  Go get the witness first.
[01:05:04.737 --> 01:05:05.878]  We'll get that streamed.
[01:05:06.738 --> 01:05:08.159]  The evidence of the crime first.
[01:05:08.179 --> 01:05:10.060]  He can even hold his camera up and we can film that on air.
[01:05:10.540 --> 01:05:12.021]  We'll get the evidence of the crime out.
[01:05:13.103 --> 01:05:19.327]  Then you go to the criminal force and you say, we saw you take that person to your gulag.
[01:05:19.387 --> 01:05:19.967]  Where are they?
[01:05:20.527 --> 01:05:21.268]  Have you hurt them?
[01:05:21.668 --> 01:05:28.372]  Because this is a kidnapping force for child trafficking, murdering drug dealers that are Bilderberg, literal murderers of the earth.
[01:05:28.392 --> 01:05:30.353]  I mean, who knows?
[01:05:30.373 --> 01:05:32.094]  I mean, literally, they could kill this guy.
[01:05:32.755 --> 01:05:34.936]  I mean, you know, they cover up for, you know, worse.
[01:05:35.683 --> 01:05:36.463]  I don't know what it is.
[01:05:36.703 --> 01:05:38.444]  Ralph just won't pay any attention to me.
[01:05:38.564 --> 01:05:42.526]  When he comes home from work, all he ever does is play video games and go to sleep.
[01:05:42.706 --> 01:05:43.947]  It's like I don't even exist.
[01:05:44.287 --> 01:05:46.088]  Oh Betty, that's just awful.
[01:05:46.248 --> 01:05:47.428]  Does this seem familiar?
[01:05:47.608 --> 01:05:50.210]  If the answer to this question is yes, then listen carefully.
[01:05:50.330 --> 01:06:00.674]  Toxic pesticides, GMO foods and additives, BPA plastics, contaminated water supplies, many of these toxic additives are deliberately engineered to attack and weaken human masculinity.
[01:06:00.815 --> 01:06:03.276]  It's part of the eugenics population control movement.
[01:06:03.516 --> 01:06:03.956]  Look it up.
[01:06:04.196 --> 01:06:10.882]  If men are more interested in online gaming than they are in their wives, a serious population crisis is soon to follow.
[01:06:11.062 --> 01:06:16.206]  Energize the man in your life with Super Male Vitality from InfoWarsLife.com.
[01:06:16.326 --> 01:06:20.069]  It's designed to aid the body in ways that help invigorate your natural systems.
[01:06:20.229 --> 01:06:24.453]  Without artificial testosterone, completely free of GMOs, harmful additives,
[01:06:24.673 --> 01:06:28.819]  Hi folks, Alex Jones here with some important information.
[01:06:28.839 --> 01:06:32.143]  I want to tell you about Matt Redhawk and his team of patriots
[01:06:41.516 --> 01:06:42.997]  Over at My Patriot Supply.
[01:06:43.257 --> 01:06:51.123]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[01:06:51.364 --> 01:06:55.687]  Deciding to take action, a company run by Patriots for Patriots was born.
[01:06:55.907 --> 01:06:59.710]  My Patriot Supply has never taken a loan or accepted outside funding.
[01:06:59.850 --> 01:07:05.574]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:07:05.814 --> 01:07:08.596]  It is rare to find companies who practice what they preach.
[01:07:08.977 --> 01:07:14.200]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[01:07:14.361 --> 01:07:22.486]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[01:07:22.546 --> 01:07:22.727]  That's 866-229-0927.
[01:07:29.051 --> 01:07:31.418]  Do business with someone who shares your values.
[01:07:31.699 --> 01:07:34.366]  BuyPatriotsupply.com slash Alex.
