[00:00:01.732 --> 00:00:02.894]  Coast to coast.
[00:35:01.574 --> 00:35:05.475]  And once you get to the point where they're dictatorial and can get away with anything, Katie, bar the door.
[00:35:05.495 --> 00:35:10.157]  We're going to be talking about that after I cover some of this energy news and more in a moment.
[00:35:10.197 --> 00:35:10.978]  But first off,
[00:35:11.854 --> 00:35:23.377]  This broadcast is listener-supported, and we carry the very best Pro-Pure, Pro-One water filtration systems, the entire selection, at the lowest price anywhere, with 10% off promo code WATER.
[00:35:24.578 --> 00:35:35.340]  And your purchase makes our broadcasting operations, our news division, our TV division, the filmmaking, everything we do, that is undoubtedly now at the very tip of the spear fighting globalism and tyranny worldwide.
[00:35:35.641 --> 00:35:36.861]  I can't believe that responsibility.
[00:35:37.361 --> 00:35:38.161]  Lord, give me strength.
[00:35:38.721 --> 00:35:40.562]  But I want to thank all of you
[00:35:42.748 --> 00:35:47.254]  I want to salute all of you that have purchased from InfowarsStore.com over the years.
[00:35:48.257 --> 00:35:57.099]  I want to thank all of you that have voted with your dollars to support the broadcast and get the high-quality products at the same time, because without your support, none of this would be possible.
[00:35:57.819 --> 00:35:59.559]  So thank you so much, and God bless you.
[00:36:00.219 --> 00:36:02.039]  Check out the even wider selection.
[00:36:02.059 --> 00:36:12.801]  They've got some new products out on ProOne with the ProPures at InfowarsStore.com or call toll-free, and our great crew can answer your questions and help you get an order in or not.
[00:36:12.821 --> 00:36:12.861]  888-253-3139. 888.
[00:36:18.470 --> 00:36:19.030]  2-5-3-3-1-3-9.
[00:36:20.631 --> 00:36:44.579]  Now, again, it is absolutely essential, ladies and gentlemen, that you also check out the incredible products at InfoWarsLife.com, like the Fluoride Shield that has the five key ingredients with the nascent iodine, all in one double-sized, two-ounce bottle,
[00:36:45.299 --> 00:36:46.059]  We're good to go.
[00:37:02.404 --> 00:37:03.104]  And lastly, folks,
[00:37:22.014 --> 00:37:28.319]  This hour is brought to you by MyPatriotSupply.com forward slash Alex.
[00:37:28.960 --> 00:37:30.821]  The highest quality, storable foods.
[00:37:30.841 --> 00:37:32.243]  We only go with the best companies.
[00:37:32.583 --> 00:37:34.645]  They're patriots, MyPatriotSupply.com.
[00:37:35.105 --> 00:37:40.069]  And they have all the highest quality things like live straw, survival seed vaults, same stuff we sell.
[00:37:40.089 --> 00:37:40.590]  And why is that?
[00:37:40.890 --> 00:37:42.031]  Because we only sell the best stuff too.
[00:37:42.291 --> 00:37:44.073]  The point is they're great folks at really low prices.
[00:37:44.393 --> 00:37:48.736]  And the very best storable food, non-GMO, super high quality, biggest selection.
[00:37:49.517 --> 00:37:54.678]  Again, mypatriotsupply.com forward slash Alex, and they make this hour possible.
[00:37:55.179 --> 00:38:09.782]  Okay, I want to give the phone number out for first-time callers today who are in radiology or who work at nuclear power plants or who have worked at nuclear power plants because I'm going to cover some other news.
[00:38:09.802 --> 00:38:13.503]  We're going to take a raft of calls at the start of the next hour on this, but you can line up now.
[00:38:13.944 --> 00:38:15.144]  We may even go to you in the next segment.
[00:38:16.852 --> 00:38:23.096]  But I specifically want to hear from radiologists, nuclear physicists, plant workers, decontamination specialists.
[00:38:23.796 --> 00:38:25.417]  I've interviewed physicists, scientists.
[00:38:25.817 --> 00:38:26.337]  You've heard them.
[00:38:27.238 --> 00:38:36.863]  But I want to get your perspective on some areas of the West Coast having 1,400 percent higher increases of normal background radiation.
[00:38:37.043 --> 00:38:38.604]  1,400 percent than what's supposed to be normal.
[00:38:39.965 --> 00:38:40.565]  Other areas, 100.
[00:38:43.596 --> 00:38:47.518]  You have a hundred millirads, so that's only triple what it's supposed to be, roughly.
[00:38:49.219 --> 00:38:50.359]  The point is, it's going up.
[00:38:50.399 --> 00:38:53.000]  The radiation wave is intensifying, coming in from Fukushima.
[00:38:53.320 --> 00:38:54.641]  That's major university studies.
[00:38:55.141 --> 00:38:56.482]  I want to get your take on this.
[00:38:57.002 --> 00:39:02.124]  Do you really think this is a big deal, or what would you do if you were on these areas of the West Coast?
[00:39:02.164 --> 00:39:10.328]  Bottom line, all the local health departments should be out there with Geiger counters, and then giving people the numbers, and then at least giving them the option to move back from the beach.
[00:39:11.633 --> 00:39:16.378]  The good news is areas like Santa Cruz, where we're on the radio, don't have any higher levels of radiation.
[00:39:18.260 --> 00:39:21.363]  But then you go up the coaster, Monterey Bay has a little bit of an increase.
[00:39:21.604 --> 00:39:22.725]  The Redwoods have a doubling.
[00:39:23.045 --> 00:39:28.110]  If you're around San Francisco, it's 1,400 percent higher.
[00:39:28.451 --> 00:39:30.193]  I mean, this should be a real debate.
[00:39:30.233 --> 00:39:33.756]  We should force this into dinosaur media, which we've done on
[00:39:34.810 --> 00:39:38.012]  The newspapers and a lot of talk radio that's not really dinosaur media.
[00:39:38.032 --> 00:39:41.674]  I mean, it's super dinosaur, but it's like alligators that live into the future.
[00:39:42.214 --> 00:39:45.536]  That's the analogy of talk radio.
[00:39:45.816 --> 00:39:47.838]  It's the original alternative media.
[00:39:48.398 --> 00:39:51.220]  It's the original wide open what people really think without a script.
[00:39:51.920 --> 00:39:56.122]  Crossing the lines of race, religion, political persuasion, to have a real discussion.
[00:39:56.682 --> 00:40:06.547]  And so, I know a lot of talk show hosts have been covering it, doing their own positive reports, and by positive I mean saying it's positive for us to go out with Geiger counters and try to cause a debate.
[00:40:07.047 --> 00:40:08.247]  That a debate is always good.
[00:40:08.267 --> 00:40:09.008]  So, 800-259-9231.
[00:40:09.028 --> 00:40:09.068]  800-259-9231.
[00:40:09.088 --> 00:40:10.308]  Where is the government telling people
[00:40:22.438 --> 00:40:26.922]  That they should be taking iodine to protect the thyroid of their body.
[00:40:26.962 --> 00:40:30.265]  Where is the government telling people about these increased levels and the dangers?
[00:40:30.305 --> 00:40:30.686]  They're not.
[00:40:32.347 --> 00:40:34.950]  So it's our job to do it if other people won't do it.
[00:40:36.571 --> 00:40:41.356]  But just 25-30 years ago this would be big news and you would see a major debate about it.
[00:40:42.731 --> 00:40:45.393]  Not that our media was even perfect then, but it was less controlled.
[00:40:45.413 --> 00:40:46.074]  It was more diverse.
[00:40:46.094 --> 00:40:52.378]  There were hundreds of companies providing large national coverage in newspapers, radio, TV.
[00:40:53.379 --> 00:40:54.360]  Now you don't have that.
[00:40:54.960 --> 00:40:59.764]  So it's up to us in the new media, the real media, to challenge the corporate state-run media.
[00:40:59.784 --> 00:41:02.066]  And we're doing that, and we are becoming the new dominant media.
[00:41:02.486 --> 00:41:04.268]  These people are extincting themselves.
[00:41:04.668 --> 00:41:06.549]  The mainstream media is committing suicide.
[00:41:08.771 --> 00:41:11.633]  And the political system is committing suicide as well.
[00:41:13.834 --> 00:41:28.088]  Take you to this article, just to illustrate, this is the Financial Times of London, and you've probably heard me say this 5,000 times in the last few years, but here it is in the establishment publication.
[00:41:31.411 --> 00:41:35.175]  The tide is rising for America's libertarians.
[00:41:36.383 --> 00:41:37.764]  The new spirit is rising.
[00:41:38.245 --> 00:41:42.289]  Climate of anti-politics has become an attitude rather than a movement.
[00:41:42.329 --> 00:41:45.772]  And that is so dead on with what Edward Luce just said there.
[00:41:46.873 --> 00:41:47.834]  It's an attitude.
[00:41:47.914 --> 00:41:49.976]  We've already won the hearts and minds.
[00:41:50.837 --> 00:41:54.000]  The people at the Pentagon don't want to sell America out, even high level.
[00:41:54.981 --> 00:41:55.562]  It's suicide.
[00:41:57.063 --> 00:42:00.607]  Even if you're somewhat corrupt, and a lot of them are, you don't want to destroy the country.
[00:42:01.445 --> 00:42:03.626]  You don't want to destroy where you live, the tree you're sitting in.
[00:42:04.487 --> 00:42:14.213]  And now that it's gotten so bad, people in the corporate structure, governmental structure, Pentagon structure, religious structure, are now starting to go, man, do we really want to gut America for world government?
[00:42:14.893 --> 00:42:16.494]  And get screwed in the process ourselves?
[00:42:16.554 --> 00:42:19.316]  I mean, they're now down to bite the bullet time.
[00:42:19.956 --> 00:42:23.358]  It's now down to really killing America.
[00:42:24.119 --> 00:42:28.982]  And they've only gotten as sick and debilitated in a position chained down right now to do the dirty work.
[00:42:29.778 --> 00:42:32.081]  And it's going to be, they're going to take their time carving us up.
[00:42:33.502 --> 00:42:39.188]  We're talking blowtorches, we're talking pliers, societally.
[00:42:39.228 --> 00:42:41.911]  I mean, the globalists, that's the goal, is gutting us.
[00:42:41.991 --> 00:42:42.912]  That's what they want.
[00:42:43.112 --> 00:42:45.695]  That's not in the way of their goal.
[00:42:45.755 --> 00:42:50.781]  The goal is rampant death and insanity, French Revolution garbage.
[00:42:52.128 --> 00:42:54.369]  This is a Jacobin operation, 110%.
[00:42:54.629 --> 00:42:57.390]  You want to say what the new order is?
[00:42:57.770 --> 00:43:02.152]  It is the Jacobin Society, or you know them as the Illuminati.
[00:43:02.832 --> 00:43:09.874]  A real group who took a fake revolution against tyranny that was already there, the monarchy, and brought in something 25 times worse.
[00:43:13.116 --> 00:43:19.678]  Our revolution did not go the same direction, and George Washington fought the Illuminati, even though he had been a proto-member of it.
[00:43:21.530 --> 00:43:28.342]  Yes, George Washington, the evidence is overwhelming, was offered the command of the Illuminati.
[00:43:28.763 --> 00:43:34.372]  And that's why the King of England called him the greatest man alive in the world after he defeated the British.
[00:43:35.592 --> 00:43:50.925]  Was offered kingship and said no, was offered the head of the Illuminati, which at one level was trying to overthrow the British Empire, not to get rid of it, but to take control of it, by a Luciferian group, and George Washington said, I stand against the monarchy, and I stand against the Illuminati.
[00:43:51.286 --> 00:43:53.247]  I mean, what an incredible individual!
[00:43:53.267 --> 00:43:56.050]  I mean, that is amazing!
[00:43:56.630 --> 00:43:58.192]  That's why I like George Washington!
[00:43:58.472 --> 00:44:00.253]  And nobody will tell you this stuff!
[00:44:01.334 --> 00:44:03.036]  Nobody will tell you the real secrets!
[00:44:04.671 --> 00:44:05.512]  They're not even secrets.
[00:44:05.532 --> 00:44:06.953]  They're there in the historical record.
[00:44:07.193 --> 00:44:10.975]  And the King of England just could not believe the incredible goodness of this.
[00:44:11.316 --> 00:44:19.261]  And even though he was inbred German Transylvanian royalty and had all these issues, he literally became a worshipper of George Washington at that point.
[00:44:21.302 --> 00:44:24.224]  And how could you not admire something like that?
[00:44:25.225 --> 00:44:27.686]  Offered kingship over North America.
[00:44:29.207 --> 00:44:29.828]  Turns it down.
[00:44:31.255 --> 00:44:36.598]  Offered kingship worldwide of a movement to create a new Illuminati royalty elite.
[00:44:37.039 --> 00:44:37.699]  Turns it down.
[00:44:39.640 --> 00:44:41.161]  Offered double kingships.
[00:44:42.542 --> 00:44:43.303]  Turned them both down.
[00:44:45.524 --> 00:44:46.465]  Double kingships.
[00:44:47.085 --> 00:44:48.606]  Turned them both down and went back to his farm.
[00:44:50.267 --> 00:44:51.968]  And then was clearly assassinated by his doctor.
[00:44:51.988 --> 00:44:53.049]  Later the evidence of that came out.
[00:44:53.489 --> 00:44:56.631]  The founder of modern psychiatry killed George Washington.
[00:44:56.671 --> 00:44:57.572]  The evidence is overwhelming.
[00:44:59.522 --> 00:45:03.645]  Killed George Washington, bleeding him to death, because he was fighting the Illuminati.
[00:45:04.106 --> 00:45:07.508]  And was getting ready to go public, even though he was in bad health, and fight them.
[00:45:08.970 --> 00:45:10.010]  And wrote letters saying that.
[00:45:12.112 --> 00:45:16.596]  Because he didn't want to see a French Revolution here, where they killed 10% of the population, and not even the wealthy.
[00:45:17.341 --> 00:45:30.155]  It was an inner group of wealthy wanting to take over and have a nine-day work week and change the seasons and break up families and make boys dress like girls and girls like boys and break down society and torture everyone and kill everyone.
[00:45:30.395 --> 00:45:33.919]  You know, I read that 1984 passage about trampling and being trampled.
[00:45:34.199 --> 00:45:37.062]  Not a society that judges itself by getting better but by getting worse.
[00:45:37.403 --> 00:45:39.365]  That's Jacobin Illuminati!
[00:45:41.884 --> 00:45:47.365]  The Satanists say that they are all about empowering the individual and all about... No, no, no.
[00:45:47.385 --> 00:45:55.467]  They're about totally dominating anyone ever able to compete with them and murdering and torturing and killing and burning and destroying.
[00:45:57.447 --> 00:46:07.569]  Again, if you're a radiation person, work in power plants, work on nuclear aircraft carriers, submarines, retired, currently working there, radiologist, physicist, nuclear physicist, we want to hear from you.
[00:46:08.009 --> 00:46:10.230]  We can't call Dr. Bob Bowman anymore nuclear physicist.
[00:46:10.250 --> 00:46:10.590]  He's dead.
[00:46:12.517 --> 00:46:16.921]  We had BuzzBee on chemical and theoretical physicists last week.
[00:46:18.323 --> 00:46:22.146]  We want to get your take on all this.
[00:46:22.166 --> 00:46:22.407]  800-259-9231.
[00:46:24.048 --> 00:46:35.980]  But you've got to understand what we're fighting is the same energy force that we've been fighting all along that can manifest in Chinese, in Jews, in Germans, in Mexicans, in anybody.
[00:46:36.917 --> 00:46:42.759]  It is the same system of psychopathic, control freak behavior that builds the same structures every time.
[00:46:43.179 --> 00:46:45.819]  Pyramids with children being sacrificed at the top of them.
[00:46:46.800 --> 00:46:52.241]  Like a certain breed of spider, you could take spider eggs, they've done this, and freeze them.
[00:46:53.901 --> 00:47:00.043]  And 20 years later, unfreeze them, and the spiders will, you know, come out and build the same web.
[00:47:00.984 --> 00:47:09.547]  You can take papyrus seeds out of a 3,000-year-old Egyptian tomb and plant them in the Nile Delta and they will come back up.
[00:47:10.927 --> 00:47:11.367]  Same deal.
[00:47:11.767 --> 00:47:12.627]  It's a wavelength.
[00:47:12.687 --> 00:47:14.208]  It's a genetic spiritual code.
[00:47:14.628 --> 00:47:15.408]  It's a system.
[00:47:15.648 --> 00:47:19.389]  We're fighting the very same thing that we've gone up against over and over again.
[00:47:19.409 --> 00:47:19.950]  Do you get that?
[00:47:20.010 --> 00:47:24.751]  You are now in the shoes of George Washington, staring into an Illuminati Jacobin onslaught.
[00:47:26.983 --> 00:47:35.671]  Again, the minute we launched our revolution, of course they had double agents in our operation as well, this is our ancestors, but I'm speaking for them, you can speak for them, you are them.
[00:47:35.691 --> 00:47:37.832]  Do you understand that genetically?
[00:47:37.892 --> 00:47:38.573]  You are them.
[00:47:39.554 --> 00:47:43.918]  You to your mother, your father, back physically in a connection to your ancestors.
[00:47:44.318 --> 00:47:53.346]  Like electricity, through time, genetics is actually a projection like a particle beam, traveling through the space-time continuum.
[00:47:55.239 --> 00:48:07.348]  And you have to decide to allow that spiritual charge of goodness from the past to then be risen up to fight the evil that is also transmitting the same way through its agents.
[00:48:10.631 --> 00:48:13.713]  And this isn't even spiritual or new-agey stuff, folks.
[00:48:13.973 --> 00:48:16.215]  This is epigenetic facts.
[00:48:17.956 --> 00:48:19.057]  This is a reality.
[00:48:20.218 --> 00:48:22.760]  And I've got all this news I haven't even gotten to yet, and I said I'm gonna get to your calls.
[00:48:24.457 --> 00:48:27.220]  The point is, the tide is rising for America's libertarians.
[00:48:27.280 --> 00:48:28.261]  New spirit is rising.
[00:48:28.302 --> 00:48:31.345]  Climate of anti-politics has become an attitude rather than a movement.
[00:48:31.545 --> 00:48:32.867]  It's not anti-politics, though.
[00:48:32.947 --> 00:48:37.933]  It's anti-fraudulent, manipulated left-right control by the globalists that Carl Quigley wrote about.
[00:48:39.574 --> 00:48:43.879]  There's an awakening to that across the board of live and let live.
[00:48:44.881 --> 00:48:46.542]  And the system doesn't like it.
[00:48:46.622 --> 00:48:52.365]  It's trying to figure out how to hijack it and turn it into a French Revolution instead of our 1776.
[00:48:52.645 --> 00:49:00.509]  The minute our forebearers launched a 1776, they launched a 1776 in Ingolstadt University in Germany.
[00:49:02.250 --> 00:49:03.591]  Into France, into England.
[00:49:05.812 --> 00:49:14.237]  Using the Masonic Order as a medium, like pewter in a petri dish, to grow.
[00:49:16.059 --> 00:49:22.943]  Using government institutions, military institutions, to come in with their cult takeovers and take over operations.
[00:49:23.444 --> 00:49:25.205]  And that's exactly what George Washington wrote about.
[00:49:26.525 --> 00:49:28.607]  As a Mason, to other Masons, warning them.
[00:49:29.027 --> 00:49:31.328]  And most Masons are total Illuminati captured now.
[00:49:31.949 --> 00:49:32.589]  They don't even know it.
[00:49:32.609 --> 00:49:36.852]  They're there to provide money for the central committees to be sent on for operations.
[00:49:38.433 --> 00:49:42.275]  So, this is the issue, and I'm not indicting anybody, okay?
[00:49:42.715 --> 00:49:44.556]  My point is, it's a fact, you better face it.
[00:49:46.463 --> 00:49:56.199]  We are the future, and believe me, I don't like this responsibility of being at the very tip of the spear in this, but it is something that I am going to go forward in.
[00:49:57.645 --> 00:49:59.486]  It is something that I am going to embrace.
[00:49:59.626 --> 00:50:11.935]  I may have to take some days off here and there in the future to just get rested and get myself ready for all this, for all the things that are coming, because I realize if I work six, seven, eight days a week, 15 hours a day, I then am too exhausted.
[00:50:12.675 --> 00:50:18.879]  But I am going to up my game in a more focused way against these people, because total history is happening.
[00:50:19.320 --> 00:50:22.962]  And all I can say to you out there is, you're living history right now.
[00:50:23.222 --> 00:50:25.164]  Don't think you're just a spectator and a bystander.
[00:50:25.504 --> 00:50:26.605]  Get out of your comfort zone.
[00:50:27.777 --> 00:50:31.920]  Realize the urgency of what's happening currently and realize you're in a total war.
[00:50:33.121 --> 00:50:34.422]  A total war against death.
[00:50:36.244 --> 00:50:44.470]  A total war against systematic, mechanized, organized evil that is establishing
[00:50:47.978 --> 00:51:08.147]  A planetary technocracy, a technological coup, breakaway civilization development to hyper-dominate the species forever in an ultimate act of human sacrifice against the species itself by irrevocably twisting the human genetics.
[00:51:09.798 --> 00:51:11.439]  Introducing Pro-1.
[00:51:11.699 --> 00:51:15.201]  All of your filtration in one system, portable, on-the-go.
[00:51:15.341 --> 00:51:19.763]  No more do you have two or three filters to just reduce sodium fluoride.
[00:51:19.903 --> 00:51:25.886]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:51:25.986 --> 00:51:36.792]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:51:36.992 --> 00:51:43.294]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[00:51:43.474 --> 00:52:00.420]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:52:00.780 --> 00:52:06.094]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:52:13.618 --> 00:52:17.400]  In the U.S., one in every 50 homes will have a break-in this year.
[00:52:18.701 --> 00:52:20.402]  Burglars call it smash and grab.
[00:52:20.782 --> 00:52:22.063]  Police call it robbery.
[00:52:22.983 --> 00:52:24.384]  We call it avoidable.
[00:52:24.884 --> 00:52:30.507]  We are Fake TV, a simple electronic device that can fool even professional burglars.
[00:52:30.927 --> 00:52:35.850]  Fake TV easily plugs into any outlet and simulates the changing colors of a television.
[00:52:36.330 --> 00:52:42.354]  To a burglar, it looks like someone must be home watching TV, so they'll likely move on to an easier target.
[00:52:43.554 --> 00:52:50.258]  At only $29.95, Fake TV costs less than a month of most alarm monitoring plans and comes with free shipping.
[00:52:50.598 --> 00:52:54.441]  Order your Fake TV by calling 877-5-FAKE-TV or go to Faketv.com.
[00:52:54.541 --> 00:52:55.862]  That's 877-532-5388 or Faketv.com.
[00:52:55.922 --> 00:52:57.683]  Fake TV, the burglar deterrent.
[00:53:09.008 --> 00:53:11.609]  It's time to kick some ash.
[00:53:12.050 --> 00:53:14.411]  Because cigarettes have met their match.
[00:53:14.571 --> 00:53:17.193]  Smokers are switching to Vapriate e-liquid by Le Cig.
[00:53:17.273 --> 00:53:20.554]  Because when you kick ash, you kick tar and smelly smoke, too.
[00:53:20.875 --> 00:53:28.839]  Le Cig smokes the competition with real people customer service, a 7-day satisfaction guarantee, and same-day, fast, free shipping.
[00:53:29.059 --> 00:53:31.721]  Become a vaper today at LeCig.com.
[00:53:31.981 --> 00:53:34.562]  Spelled L-E-C-I-G.com.
[00:53:34.782 --> 00:53:36.123]  Le Cig e-cigarettes.
[00:53:36.383 --> 00:53:37.284]  Kick some ash.
[00:53:39.753 --> 00:53:43.475]  Plant a healthy garden easy and fast with OrganicaSeed.com.
[00:53:43.896 --> 00:53:54.302]  Easy because OrganicaSeed.com offers one of the largest online selections of organic, heirloom, non-hybrid, and untreated seeds, as well as tobacco and cotton seeds at low prices.
[00:53:54.642 --> 00:53:56.404]  Go to OrganicaSeed.com.
[00:53:56.644 --> 00:54:01.227]  Spelled O-R-G-A-N-I-C-A Seed.com.
[00:54:01.567 --> 00:54:03.028]  OrganicaSeed.com.
[00:54:03.388 --> 00:54:06.050]  Remember, OrganicaSeed is healthy seed.
[00:54:23.160 --> 00:54:24.803]  The Alex Jones Show.
[00:54:25.304 --> 00:54:28.950]  Because there is a war on for your mind.
[00:54:49.969 --> 00:54:52.170]  Ladies and gentlemen, we are back live.
[00:54:52.250 --> 00:54:53.670]  I will go to your phone calls now.
[00:54:53.690 --> 00:54:59.712]  And then I want to get into your cell phone, your smart meter, the black box in your car.
[00:55:00.052 --> 00:55:05.534]  I told you, because it was in all their own white papers, everything's going to track you and tax you until you're bankrupt.
[00:55:07.855 --> 00:55:13.217]  And it's all going to be actuaried out that if you're not part of the elite, even if you have millions of dollars, they're going to suck all the money out of you.
[00:55:13.854 --> 00:55:17.679]  The technocracy is about being able to selectively enforce total evil.
[00:55:18.359 --> 00:55:19.060]  Total siege.
[00:55:19.721 --> 00:55:20.422]  Because they enjoy it.
[00:55:21.623 --> 00:55:24.907]  We're going to get into the Feds beginning to probe Christie.
[00:55:25.748 --> 00:55:30.353]  That's like Satan probing one of his lower minions.
[00:55:31.428 --> 00:55:34.589]  We're going to get bailing out health insurers and helping Obamacare.
[00:55:34.909 --> 00:55:35.930]  Oh, now to make it work!
[00:55:36.330 --> 00:55:37.970]  We don't just give them double or triple money.
[00:55:38.451 --> 00:55:40.811]  You bail out the insurers and give them more money.
[00:55:41.452 --> 00:55:42.732]  Oh, it's so liberal.
[00:55:43.172 --> 00:55:45.513]  That's why all the big rich guys funded Obama.
[00:55:45.993 --> 00:55:47.534]  Because they wanted to give you free health care.
[00:55:47.694 --> 00:55:49.254]  Because they loved you.
[00:55:49.795 --> 00:55:51.575]  And if you don't like it, you're racist.
[00:55:51.695 --> 00:55:53.036]  I mean, does anyone really believe this?
[00:55:53.476 --> 00:55:56.357]  Well, you're now believing the doubling, tripling your rates, aren't you?
[00:55:57.717 --> 00:55:58.778]  We're going to be getting into that.
[00:55:59.790 --> 00:56:04.622]  We're going to be getting into just so much here that's in my stacks of news.
[00:56:06.237 --> 00:56:09.038]  We're going to be breaking it all down, ladies and gentlemen.
[00:56:09.098 --> 00:56:14.421]  And meanwhile, the Communist Chinese and the Globalist are talking about having a war with each other in the South China Sea.
[00:56:14.741 --> 00:56:16.122]  That's up on Infowars.com.
[00:56:16.422 --> 00:56:16.882]  Red-linked.
[00:56:17.683 --> 00:56:25.647]  I mean, I know it's not as important as the playoff game last night, but, you know, if there is a nuclear war, it might be almost as important as a playoff game.
[00:56:26.007 --> 00:56:31.830]  Also, future sheriff says protesters should be exterminated in gas chambers.
[00:56:33.561 --> 00:56:34.301]  That just broke.
[00:56:35.022 --> 00:56:36.142]  Neocon calls for U.S.
[00:56:36.162 --> 00:56:39.124]  military action against Al-Qaeda they put in charge in western Iraq.
[00:56:39.825 --> 00:56:41.205]  Oh yeah, all this is very wonderful.
[00:56:41.946 --> 00:56:44.247]  So right now let's go to your phone calls here.
[00:56:44.907 --> 00:56:48.149]  Heather in Wyoming says she's a radiation tech, radiology tech.
[00:56:48.529 --> 00:56:53.452]  I wanted to get her take on the radiation levels being confirmed by the health departments out in California.
[00:56:55.053 --> 00:56:56.734]  Bless you, Alex Jones.
[00:56:57.014 --> 00:57:01.817]  I want to first say that radiation exposure is linear and non-threshold, which means
[00:57:02.526 --> 00:57:08.430]  You know, even a little bit amount of radiation, there is a negative effect somewhere that can accumulate.
[00:57:08.450 --> 00:57:20.918]  Secondly, that radiation exposure on the West Coast, it's low dose of an unknown particulate matter, and it's going to be a chronic exposure.
[00:57:20.938 --> 00:57:27.583]  Now, we don't have a whole lot of science on that in itself, except for Chernobyl, but
[00:57:28.339 --> 00:57:42.722]  There's a predomal period and a latent period with radiation exposure, and I would say we would see negative adverse effects much later, like clusters of thyroid and bone cancers, breast cancers, cataract, leukemia.
[00:57:44.116 --> 00:57:52.121]  That will happen probably much, much later in time, so it's very difficult to say, and we need more information about what these particles are.
[00:57:52.221 --> 00:58:01.386]  Exactly, and that's something that major media with huge funding, major newspapers, health departments, state governments, federal governments should be responding to.
[00:58:01.826 --> 00:58:07.410]  Instead, when we force this out in the open, with InfoWars.com and DrudgeReport.com and others talking about it,
[00:58:08.030 --> 00:58:10.693]  They just go, okay, it's increased, but we're not going to investigate why.
[00:58:10.713 --> 00:58:17.939]  And it's that attitude of, we never look, oh, the dust at the World Trade Center's not bad for you, but they knew it was bad and covered it up.
[00:58:18.360 --> 00:58:19.741]  Agent Orange isn't bad for humans.
[00:58:19.781 --> 00:58:20.942]  They knew full well it would kill them.
[00:58:22.043 --> 00:58:24.706]  I mean, it's just this evil attitude that's increasing.
[00:58:27.059 --> 00:58:29.742]  Well, I agree, and that's all I really have to add.
[00:58:29.762 --> 00:58:34.746]  We need to get more information before we even kind of even speculate on what can happen.
[00:58:35.287 --> 00:58:36.208]  But it's not good.
[00:58:36.228 --> 00:58:38.670]  I mean, I'm taking your nascent iodine.
[00:58:38.690 --> 00:58:43.515]  I've been taking it, you know, since you started it out and giving it to my family.
[00:58:44.075 --> 00:58:46.658]  And that's about all that I can do.
[00:58:46.978 --> 00:58:47.418]  Absolutely.
[00:58:47.438 --> 00:58:48.179]  We'll be right back.
[00:58:48.199 --> 00:58:48.599]  Stay with us.
[00:58:48.619 --> 00:58:48.880]  Thank you.
[00:58:50.261 --> 00:58:51.802]  Thank you for listening to GCN.
[00:58:53.472 --> 00:58:55.657]  Visit GCNlive.com today!
[00:58:59.654 --> 00:59:00.494]  The facts are in.
[00:59:00.675 --> 00:59:01.795]  The studies are legion.
[00:59:02.075 --> 00:59:09.439]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[00:59:09.599 --> 00:59:13.061]  So why are the social engineers adding it to the water?
[00:59:13.421 --> 00:59:13.841]  Simple.
[00:59:13.981 --> 00:59:18.403]  Dumb down the host population that the parasitic technocracy is feeding on.
[00:59:18.703 --> 00:59:24.146]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[00:59:24.406 --> 00:59:29.789]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield formulation.
[00:59:29.949 --> 00:59:40.414]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[00:59:40.734 --> 00:59:44.997]  Let's take a stand against the globalists by blocking their poisons with Fluoride Shield.
[00:59:45.318 --> 00:59:47.179]  I use Fluoride Shield every day.
[00:59:47.479 --> 00:59:52.784]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[00:59:53.044 --> 00:59:57.287]  Let's start cleansing our bodies now and support the Info War at the same time.
[00:59:57.447 --> 00:59:59.309]  That's InfoWarsLife.com.
[01:00:02.651 --> 01:00:04.613]  Waging war on corruption.
[01:00:05.033 --> 01:00:07.836]  Alex Jones on the GCN Radio Network.
[01:00:14.574 --> 01:00:15.194]  Big Brother.
[01:00:15.874 --> 01:00:16.895]  Mainstream media.
[01:00:17.635 --> 01:00:18.735]  Government cover-ups.
[01:00:19.396 --> 01:00:20.196]  You want answers?
[01:00:20.976 --> 01:00:21.916]  Well, so does he.
[01:00:22.517 --> 01:00:26.138]  He's Alex Jones on the GCN Radio Network.
[01:00:26.718 --> 01:00:30.779]  And now, live from Austin, Texas, Alex Jones.
