[00:01:14.400 --> 00:01:15.821]  Greetings, InfoWarriors.
[01:03:08.461 --> 01:03:14.869]  And that's one of the main reasons why everyone's out here standing together because it doesn't matter if you're black, white, whatever.
[01:03:14.989 --> 01:03:18.613]  I mean, anybody can be shot by a police officer.
[01:03:18.633 --> 01:03:19.554]  Anything like that can happen.
[01:03:19.874 --> 01:03:22.357]  And like I've said before, we're not saying that all police officers are bad.
[01:03:22.657 --> 01:03:31.006]  I've got some of my family that are quite outstanding, God-fearing men who love the Constitution and they do everything to the T perfectly right, you know, as much as they can.
[01:03:31.426 --> 01:03:40.275]  But, you know, like I said, due to lack of training and leadership, the whole system, in a sense, is broken down and there's not really much there.
[01:03:40.295 --> 01:03:43.819]  There's not a lot of positive leadership with good experience.
[01:03:44.810 --> 01:03:46.952]  So that's where a lot of this stuff happens.
[01:03:47.312 --> 01:03:48.994]  It's like our crumbling infrastructure.
[01:03:49.034 --> 01:03:55.039]  I mean, we've got bridges falling apart, we've got highways falling apart, buildings... It's like a controlled demolition, it's just free falling.
[01:03:55.159 --> 01:04:04.566]  Yeah, and you know, we've just kind of let our system, we've rested on our laurels for the last 30, 40 years, and things are taking a turn for the worse.
[01:04:05.367 --> 01:04:07.569]  And now we're finally seeing it.
[01:04:07.609 --> 01:04:11.371]  We're seeing over 50 million people, or 50 million families on food stamps.
[01:04:11.391 --> 01:04:17.175]  We're seeing record numbers of children, homeless, people living barely paycheck to paycheck.
[01:04:17.976 --> 01:04:25.021]  So I understand why people want to fight for more minimum wage, but in America you should not be going, well, I expect to have a minimum wage job.
[01:04:25.041 --> 01:04:27.883]  You should try to better yourself and try to move beyond that.
[01:04:27.903 --> 01:04:30.185]  And that's what people, I don't think, see because
[01:04:30.805 --> 01:04:39.910]  They've been conditioned and schooled and educated in that mindset that, you know, the state is the answer, the government is the answer.
[01:04:39.930 --> 01:04:41.631]  If you have a problem, go to the government.
[01:04:41.651 --> 01:04:42.752]  The government's gonna help you.
[01:04:43.312 --> 01:04:47.034]  There's such a large sense of entitlement now in the youth nowadays as well.
[01:04:47.094 --> 01:04:49.796]  Everyone, it's all about give me this, give me that.
[01:04:49.836 --> 01:04:56.360]  There's no more, you know, setting goals and working hard and trying to do something better for yourself.
[01:04:56.400 --> 01:05:00.002]  People just want to go to McDonald's or get a job like that and then expect
[01:05:00.342 --> 01:05:04.405]  To make the same wage as someone who's a doctor, a lawyer, something like that.
[01:05:04.485 --> 01:05:05.726]  No, that takes time.
[01:05:05.846 --> 01:05:06.706]  That takes studying.
[01:05:06.746 --> 01:05:15.992]  That takes being dedicated and working hard towards achieving something and then getting that extra money and feeling proud about yourself and knowing that you accomplished something.
[01:05:16.292 --> 01:05:18.854]  You know, there's so many people that I talk to, like, oh, I need this.
[01:05:19.034 --> 01:05:19.534]  I need that.
[01:05:20.755 --> 01:05:24.117]  I don't know where this comes from, but that's one of the main problems here in America.
[01:05:24.337 --> 01:05:25.418]  That's something we've got to stop.
[01:05:26.002 --> 01:05:28.223]  You may need something, but you need to learn how to go get it.
[01:05:30.083 --> 01:05:31.964]  You know, people want to talk about white privilege.
[01:05:32.284 --> 01:05:33.725]  No one ever handed me anything.
[01:05:33.745 --> 01:05:36.225]  I had to pay off my school loans just like everybody else.
[01:05:36.285 --> 01:05:38.206]  I had to go get a mortgage just like everybody else.
[01:05:38.726 --> 01:05:43.028]  I had to go through the credit card system and the credit reporting just like everybody else.
[01:05:43.448 --> 01:05:44.488]  Nothing was handed to me.
[01:05:44.788 --> 01:05:46.109]  I'm not one of these blue bloods.
[01:05:46.709 --> 01:05:48.289]  You know, and this is where we're all at.
[01:05:48.309 --> 01:05:50.110]  Guys, I'm going to check in with the control room real quick.
[01:05:50.130 --> 01:05:52.291]  Is anything going on with this press conference?
[01:05:52.331 --> 01:05:52.811]  We're at 8.06 right now.
[01:05:54.764 --> 01:05:55.305]  Nothing yet.
[01:05:55.545 --> 01:06:00.030]  It looks like the grand jury announcement is still to be determined.
[01:06:00.370 --> 01:06:01.992]  Oh, so they're going to keep stringing this along.
[01:06:02.540 --> 01:06:02.860]  Yeah.
[01:06:03.981 --> 01:06:05.421]  It's a ratings bonanza.
[01:06:05.441 --> 01:06:08.162]  It sure is.
[01:06:08.222 --> 01:06:13.805]  I'm curious as to how many stations right now are covering this immigration bill that was passed by Obama.
[01:06:13.945 --> 01:06:14.225]  Right.
[01:06:14.585 --> 01:06:15.285]  Yeah.
[01:06:15.366 --> 01:06:16.266]  I doubt none of them.
[01:06:16.386 --> 01:06:18.267]  Well, see, there's where you're wrong, Joe.
[01:06:18.287 --> 01:06:19.527]  It wasn't an immigration bill.
[01:06:19.547 --> 01:06:21.148]  He just did it by executive order.
[01:06:21.488 --> 01:06:24.349]  He just wrote it up and said, we're going to make you guys legal.
[01:06:24.950 --> 01:06:27.251]  And what that did... Well, he was on Air Force One as well.
[01:06:27.531 --> 01:06:27.751]  Right.
[01:06:28.211 --> 01:06:30.833]  And it's not that, hey, we couldn't absorb 5 million people.
[01:06:30.913 --> 01:06:34.697]  It's about the hundreds of millions out there that have said, hey, come on in.
[01:06:34.737 --> 01:06:38.360]  We have a border with no fence.
[01:06:38.900 --> 01:06:42.584]  Our border patrol is too busy picking up children and giving them bus tickets.
[01:06:43.825 --> 01:06:45.546]  So we've got nothing here.
[01:06:45.826 --> 01:06:46.367]  Come on in.
[01:06:46.487 --> 01:06:49.069]  Bring your drugs over here because we're going to be picking up people here.
[01:06:49.390 --> 01:06:51.231]  They're gaming this entire system.
[01:06:51.291 --> 01:06:52.732]  And it is to destroy this country.
[01:06:53.193 --> 01:06:54.294]  It is to destroy this country.
[01:06:55.123 --> 01:06:56.624]  There is a car that has pulled up now.
[01:06:56.664 --> 01:07:00.067]  They're blasting the radio and I'm assuming they're going to use that to play the verdict.
[01:07:00.367 --> 01:07:00.627]  Okay.
[01:07:00.667 --> 01:07:03.329]  So everyone's starting to surround that.
[01:07:03.549 --> 01:07:11.455]  But yeah, I mean, I'm curious as I bet you right now the White House is, you know, rubbing their hands across their eyebrows and going, wow, what a sigh of relief.
[01:07:11.815 --> 01:07:15.518]  Finally, no one's got that magnifying glass on us here about what we've done.
[01:07:15.858 --> 01:07:16.499]  You know, they're there.
[01:07:16.979 --> 01:07:19.461]  I guarantee you they're glad that this is happening right now.
[01:07:19.915 --> 01:07:21.536]  No one's going to ask about Chuck Hagel.
[01:07:22.816 --> 01:07:26.658]  Tomorrow's news, it'll be like 20 years ago he resigned.
[01:07:26.678 --> 01:07:28.639]  It'll be like it never existed.
[01:07:28.939 --> 01:07:31.200]  By Friday, people are going to be like, who was that?
[01:07:32.000 --> 01:07:34.381]  Look at this empty room they're going to.
[01:07:35.261 --> 01:07:37.622]  It's 8.08 now and we're still waiting.
[01:07:39.863 --> 01:07:41.664]  Everybody is pretty much quieting down.
[01:07:41.704 --> 01:07:44.085]  USA Today is saying no indictment in Ferguson case.
[01:07:47.964 --> 01:07:49.105]  Will not face charges.
[01:07:49.886 --> 01:07:54.169]  So, USA Today has obviously gotten the message, but they're not going out and announcing that.
[01:07:55.030 --> 01:08:04.999]  Well, we're getting some, according to Brown's family, some people are sort of speculating because Darren Wilson wasn't, there was no call for him to turn himself in.
[01:08:05.951 --> 01:08:06.191]  Okay.
[01:08:06.451 --> 01:08:16.376]  But now this is breaking that according to the Brown family so I guess they found out before the rest of the world which seems like that would have been the appropriate thing to do so.
[01:08:16.676 --> 01:08:20.938]  Well and we knew this was gonna leak out as soon as it was made to anybody.
[01:08:21.558 --> 01:08:23.699]  This is big news and nobody's gonna sit on it.
[01:08:23.739 --> 01:08:24.480]  They're gonna tweet it.
[01:08:24.520 --> 01:08:25.420]  They're gonna talk about it.
[01:08:25.760 --> 01:08:27.881]  Have you got the sense Joe that anybody's heard this?
[01:08:27.921 --> 01:08:29.282]  We just saw on USA Today
[01:08:29.662 --> 01:08:31.503]  No, everyone is quiet right now.
[01:08:31.563 --> 01:08:34.805]  Everyone's got this car surrounded, listening to a local station.
[01:08:35.065 --> 01:08:37.747]  There's no word thus far of the announcement.
[01:08:38.167 --> 01:08:42.930]  USA Today is reporting no indictment in Ferguson case, which I called that earlier today.
[01:08:42.950 --> 01:08:44.131]  I didn't think that was going to happen.
[01:08:44.871 --> 01:08:46.052]  I said that back in August.
[01:08:46.232 --> 01:08:51.576]  Right, and even Paul Joseph Watson released a video, The Truth, about the Michael Brown case.
[01:08:51.937 --> 01:08:59.102]  He presented his, I think, very well laid out version, which probably has more evidence than what the grand jury has even seen.
[01:08:59.703 --> 01:09:00.403]  So that's very interesting.
[01:09:00.423 --> 01:09:02.345]  Could you guys print off that article and bring it in to me?
[01:09:05.126 --> 01:09:17.391]  That USA Today one, and I'll just read it off the air, and I guess we're bringing it to you first, before you're hearing it anywhere else, that there will be no grand jury indictment from that end.
[01:09:17.431 --> 01:09:21.532]  So the question is, one, how is this crowd going to react to it?
[01:09:21.552 --> 01:09:24.333]  I don't think they're going to be too favorable for this decision.
[01:09:24.673 --> 01:09:28.775]  And then two, will the prosecutor come back and say, well, we're going to go ahead and charge him anyway?
[01:09:29.275 --> 01:09:34.337]  The prosecutor doesn't look like he's doing that because there hasn't been a call for Brown to turn himself in.
[01:09:34.357 --> 01:09:35.757]  No, not Brown.
[01:09:35.998 --> 01:09:37.698]  Officer Darren Wilson, sorry.
[01:09:39.919 --> 01:09:42.780]  But it's very interesting what's going on now.
[01:09:43.881 --> 01:09:45.341]  Joe, it looks like people are still quiet.
[01:09:45.361 --> 01:09:46.682]  They have not got the word yet.
[01:09:47.642 --> 01:09:50.623]  No, no one's gotten the word here yet, even though it's on TV apparently.
[01:09:51.183 --> 01:09:55.545]  Right now, everyone's standing around this car over here and they're listening to get the speaker up loud.
[01:09:57.051 --> 01:10:06.221]  And no one's coming this room into this grand jury room where we have a live CNN feed that we're going to cut to as soon as somebody pops in, I guess for the official word.
[01:10:06.782 --> 01:10:10.886]  But we already know something that we said is going to happen from the beginning.
[01:10:10.946 --> 01:10:12.968]  It didn't look like there was enough evidence.
[01:10:13.809 --> 01:10:17.375]  Well, what the people of Ferguson are mad about, they're not just mad about this one murder.
[01:10:17.395 --> 01:10:19.958]  They're mad about this on a lot of different levels.
[01:10:20.459 --> 01:10:23.283]  And they've been screaming about it since it happened.
[01:10:23.304 --> 01:10:26.969]  So over a hundred days now of going out in the streets, of yelling.
[01:10:28.945 --> 01:10:31.726]  Jakar Jackson just pointed out they have already shut down the road.
[01:10:31.766 --> 01:10:36.367]  They have police officers maybe a quarter mile or not even that far, a few hundred yards down the road.
[01:10:36.787 --> 01:10:41.709]  Blocked off the road and the vehicles that are here now are now stuck here in the middle of this.
[01:10:41.949 --> 01:10:43.710]  No way of getting in or out at this moment.
[01:10:43.770 --> 01:10:45.770]  So this place is on lockdown.
[01:10:46.330 --> 01:10:48.111]  We haven't heard any announcements from the police.
[01:10:48.931 --> 01:10:50.172]  It's quiet on both sides.
[01:10:50.672 --> 01:10:54.353]  If I'm not mistaken, I don't see any police officers outside at the moment.
[01:10:54.393 --> 01:10:54.613]  Is there?
[01:10:55.365 --> 01:10:55.945]  Maybe five.
[01:10:56.025 --> 01:10:58.767]  Okay, so five over here, right near the road.
[01:10:58.827 --> 01:11:00.268]  But other than that, most people are inside.
[01:11:00.308 --> 01:11:03.829]  I think a lot of them are looking through the windows at us right now with anticipation.
[01:11:04.710 --> 01:11:08.172]  Just about as much anticipation as all of us here on the ground.
[01:11:08.652 --> 01:11:10.333]  Have you heard any word of what the crowd might do?
[01:11:10.393 --> 01:11:12.334]  Anybody saying, we're gonna do this, we're gonna do that?
[01:11:12.374 --> 01:11:13.674]  Has it just been quiet on their end?
[01:11:13.934 --> 01:11:15.975]  There's someone watching a live stream right now.
[01:11:16.015 --> 01:11:18.437]  There's a guy who is apparently brandishing a gun.
[01:11:18.857 --> 01:11:22.839]  He has on a gray sweater and a red hat and he says he plans on using it later.
[01:11:23.439 --> 01:11:24.720]  Does he look like a police officer?
[01:11:26.107 --> 01:11:26.288]  No.
[01:11:27.009 --> 01:11:27.270]  Okay.
[01:11:29.675 --> 01:11:31.478]  Have you seen anybody carrying glass bottles?
[01:11:31.518 --> 01:11:36.970]  I know last time you discovered a bunch of glass bottles underneath a dumpster and went to point that out to the police and they said nothing.
[01:11:37.810 --> 01:11:40.712]  We showed that spot on the Ustream the other day, the other night.
[01:11:40.732 --> 01:11:44.313]  It was actually right before, it's right before the car wreck happened.
[01:11:44.654 --> 01:11:56.440]  I was actually shooting down to the left with the camera and you could actually see that same metal container and I was pointing out that that's where we'd found those or I had found those and I walked over to police officers and brought it to their attention.
[01:11:57.240 --> 01:11:59.942]  Nothing was done about it and then eventually, yes, they were used.
[01:12:00.920 --> 01:12:25.033]  So, you know, hopefully that doesn't happen again hopefully people will or the police will be a little bit more receptive if someone sees something or besides to give them a heads up that can you know cause bodily harm to other people out here or More than likely just trying to be peaceful and like I said earlier just wanting some closure Because there's a giant gaping wound here in Ferguson and you know, it's festering up and people just want some some
[01:12:25.797 --> 01:12:26.358]  Some healing.
[01:12:27.178 --> 01:12:28.119]  I want to read this out.
[01:12:28.159 --> 01:12:32.903]  This is from USA Today at 9.01pm Eastern, which is 8.01pm Central.
[01:12:33.003 --> 01:12:39.249]  We're now at 8.13pm and we've still received no official word from whoever's going to make the announcement.
[01:12:39.269 --> 01:12:41.931]  I guess the prosecutor over in Clayton.
[01:12:42.331 --> 01:12:43.953]  No indictment in Ferguson case.
[01:12:44.013 --> 01:12:45.834]  If you guys could go to the overhead camera on this.
[01:12:45.874 --> 01:12:46.375]  Yeah, there you go.
[01:12:46.875 --> 01:12:48.096]  No indictment in Ferguson case.
[01:12:48.116 --> 01:12:55.280]  A white police officer will not face charges for fatally shooting an unarmed black teenager in a case that set off violent protests and racial unrest throughout the country.
[01:12:55.741 --> 01:12:57.422]  An attorney close to the case said Monday night.
[01:12:58.042 --> 01:12:58.603]  The St.
[01:12:58.903 --> 01:13:09.810]  Louis County Grand Jury declined to indict Officer Darren Wilson, 28, for firing six shots in an August confrontation that killed 18-year-old Michael Brown, said Benjamin Crump, an attorney for the family.
[01:13:10.450 --> 01:13:16.854]  The decision has long been awaited and following writing that resembled war zone news footage in this predominantly black suburb of St.
[01:13:16.894 --> 01:13:17.214]  Louis.
[01:13:17.975 --> 01:13:24.359]  Missouri Governor Jay Nixon, a Democrat, called for calm after calling up the National Guard troops to stand by in case of unrest.
[01:13:24.859 --> 01:13:33.124]  Speaking before the decision was announced, he urged that regardless of the decision, people on all sides need to show tolerance and mutual respect and restraint.
[01:13:33.624 --> 01:13:37.127]  So hopefully he's calling for the police to do that as well as the crowds.
[01:13:37.847 --> 01:13:43.572]  Crowds gathered around Ferguson Police Headquarters in anticipation of the announcement at the courthouse in Clayton, Missouri, another St.
[01:13:43.612 --> 01:13:44.313]  Louis suburb.
[01:13:45.114 --> 01:13:55.223]  A 12-person grand jury has been considering whether probable cause existed to bring charges against Wilson 28, the white officer who fatally shot Brown, an 18-year-old black man, after their August 9th confrontation.
[01:13:55.603 --> 01:14:02.149]  The shooting inflamed tensions in a largely minority community that is patrolled by an overwhelmingly white police force.
[01:14:03.190 --> 01:14:11.093]  Brown's lifeless and bleeding body lay for more than four hours in a Ferguson residential street after the shooting, prompting dismay and anger as the crowd gathered.
[01:14:11.573 --> 01:14:13.994]  Protests turned to rioting and looting the following night.
[01:14:14.114 --> 01:14:21.296]  Police responded with armored vehicles, tear gas, triggering a nationwide debate over police tactics.
[01:14:21.857 --> 01:14:32.938]  The 12-person grand jury, including nine whites and three African-Americans, have been meeting in secret for months, hearing evidence and weighing whether Wilson should face charges that range from involuntary manslaughter to murder.
[01:14:34.215 --> 01:14:34.995]  So there you have it.
[01:14:35.436 --> 01:14:41.159]  That is at least the semi-official word coming from the attorney of the Brown family.
[01:14:41.619 --> 01:14:44.080]  And so, well now we know what this verdict is.
[01:14:44.581 --> 01:14:48.783]  What's going to be interesting to see is what happens when the rest of the crowd finds out.
[01:14:48.823 --> 01:14:55.827]  It's amazing that we could be in the Central Texas Command Center, deep behind enemy lines, bringing you this information.
[01:14:56.587 --> 01:15:04.310]  I don't want to get caught up in... And I do want to mention, we've been going now for over an hour, an hour and 15 minutes broadcasting live.
[01:15:04.550 --> 01:15:05.510]  We haven't gone to one break.
[01:15:05.891 --> 01:15:15.254]  We're going to go to some breaks a little bit later, but we just want to get to this verdict being read out from the people in Clayton at the, I guess it's the St.
[01:15:15.274 --> 01:15:16.475]  Louis County Justice Center.
[01:15:16.495 --> 01:15:17.615]  Is that correct, Joe?
[01:15:17.635 --> 01:15:18.755]  Is that what it's called?
[01:15:19.516 --> 01:15:20.216]  Roger that, Rob.
[01:15:20.316 --> 01:15:22.657]  It is the Clayton Justice Center.
[01:15:22.857 --> 01:15:24.498]  It looks like we're going to it right now, guys.
[01:15:24.538 --> 01:15:25.218]  Bring up that feed.
[01:15:28.521 --> 01:15:33.847]  First and foremost, I'd like to again extend my deepest sympathies to the family of Michael Brown.
[01:15:34.508 --> 01:15:40.976]  As I've said in the past, I know that regardless of the circumstances here, they lost a loved one to violence.
[01:15:41.417 --> 01:15:45.702]  And I know that the pain that accompanies such a loss knows no bounds.
[01:15:46.703 --> 01:15:50.764]  On August 9th, Michael Brown was shot and killed by police officer Darren Wilson.
[01:15:51.364 --> 01:15:55.885]  Within minutes, various accounts of the incident began appearing on social media.
[01:15:56.186 --> 01:16:00.967]  Accounts filled with speculation and little, if any, solid, accurate information.
[01:16:01.607 --> 01:16:13.310]  Almost immediately, neighbors began gathering and anger began growing because of the various descriptions of what had happened and because of the underlying tension between the police department and a significant part of the neighborhood.
[01:16:14.352 --> 01:16:14.432]  St.
[01:16:14.592 --> 01:16:23.596]  Louis County Police conducted an extensive investigation at the crime scene, at times under very trying circumstances, interrupted at least once by random gunfire.
[01:16:24.517 --> 01:16:34.882]  Beginning that day and continuing for the next three months, along with the agents of the Federal Bureau of Investigation at the direction of Attorney General Eric Holder,
[01:16:35.502 --> 01:16:39.963]  Located numerous individuals and gathered additional evidence and information.
[01:16:40.143 --> 01:16:40.924]  There it is on drugs.
[01:16:40.964 --> 01:16:50.546]  Fully aware of the unfounded but growing concern in some parts of our community that the investigation and review of this tragic death might not be full and fair.
[01:16:51.167 --> 01:17:02.630]  I decided immediately that all of the physical evidence gathered, all people claiming to have witnessed any part or all of the shooting, and any and all other related matters would be presented to the grand jury.
[01:17:03.695 --> 01:17:10.219]  A grand jury of 12 members of this community selected by a judge in May of this year, long before this shooting occurred.
[01:17:11.320 --> 01:17:16.924]  I would like to briefly expand upon the unprecedented cooperation between the local and the federal authorities.
[01:17:17.584 --> 01:17:30.033]  When Attorney General Holder first announced the federal investigation just days after the shooting, he pledged that federal investigators would be working with local authorities as closely as possible at every step of the way.
[01:17:30.713 --> 01:17:32.876]  And would follow the facts wherever they may take us.
[01:17:33.556 --> 01:17:42.125]  As General Holder and I both pledge, our separate investigations follow that trail of facts with no preconceived notion of where that journey would take us.
[01:17:42.886 --> 01:17:46.350]  Our only goal was that our investigation would be thorough and complete.
[01:17:46.992 --> 01:17:54.917]  To give the grand jury, the Department of Justice, and ultimately the public all available evidence to make an informed decision.
[01:17:55.937 --> 01:17:59.600]  All evidence obtained by federal authorities was immediately shared with St.
[01:17:59.640 --> 01:18:01.000]  Louis County investigators.
[01:18:01.501 --> 01:18:03.462]  Likewise, all evidence gathered by St.
[01:18:03.502 --> 01:18:06.924]  Louis County Police was immediately shared with the federal investigators.
[01:18:07.604 --> 01:18:14.609]  Additionally, the Department of Justice conducted its own examination of all the physical evidence and performed its own autopsy.
[01:18:15.390 --> 01:18:20.914]  Another autopsy was performed at the request of the Brown family and all of this information was also shared.
[01:18:21.775 --> 01:18:24.617]  Just as importantly, all testimony before the St.
[01:18:24.657 --> 01:18:29.100]  Louis County Grand Jury was immediately provided to the Department of Justice.
[01:18:29.941 --> 01:18:36.626]  So although the investigations are separate, both the local and the federal government have all of the same information and evidence.
[01:18:37.843 --> 01:18:41.971]  Our investigation and presentation of the evidence to the grand jury in St.
[01:18:42.031 --> 01:18:43.414]  Louis County has been completed.
[01:18:44.378 --> 01:18:58.291]  The most significant challenge encountered in this investigation has been the 24-hour news cycle and its insatiable appetite for something, for anything, to talk about, following closely behind with the non-stop rumors on social media.
[01:18:58.971 --> 01:19:10.141]  I recognize, of course, that the lack of accurate detail surrounding the shooting frustrates the media and the general public and helps breed suspicion among those already distrustful of the system.
[01:19:10.942 --> 01:19:18.932]  Yet those closely guarded details, especially about the physical evidence, give law enforcement a yardstick for measuring the truthfulness of witnesses.
[01:19:19.893 --> 01:19:24.319]  Eyewitness accounts must always be challenged and compared against the physical evidence.
[01:19:25.100 --> 01:19:32.885]  Many witnesses to the shooting of Michael Brown made statements inconsistent with other statements they made, and also conflicting with the physical evidence.
[01:19:33.626 --> 01:19:36.208]  Some were completely refuted by the physical evidence.
[01:19:36.688 --> 01:19:53.639]  As an example, before the results of the private autopsy were released, witnesses on social media, during interviews with the media, and even during questioning by law enforcement, claimed that they saw Officer Wilson stand over Michael Brown and fire many rounds into his back.
[01:19:54.980 --> 01:20:00.363]  Others claimed that Officer Wilson shot Mr. Brown in the back as Mr. Brown was running away.
[01:20:01.123 --> 01:20:10.847]  However, once the autopsy findings were released showing that Michael Brown had not sustained any wound to the back of his body, no additional witnesses made such a claim.
[01:20:11.407 --> 01:20:15.789]  And several witnesses adjusted their stories in subsequent statements.
[01:20:16.830 --> 01:20:21.492]  Some even admitted that they did not witness the event at all, but merely repeated what they heard
[01:20:22.319 --> 01:20:25.402]  In the neighborhood or others or assumed had happened.
[01:20:26.063 --> 01:20:34.270]  Fortunately for the integrity of our investigation, almost all initial witness interviews, including those of Officer Wilson, were recorded.
[01:20:35.211 --> 01:20:37.714]  The statements and the testimony of most of the witnesses
[01:20:39.360 --> 01:20:39.700]  We're good to go.
[01:20:59.309 --> 01:21:15.375]  And what followed in the news cycle, the jurors were able to have already assessed the credibility of the witnesses, including those witnesses whose statements and testimony remained consistent throughout every interview and were consistent with the physical evidence in this case.
[01:21:16.436 --> 01:21:20.157]  My two assistants began presenting to the grand jury on August 20th.
[01:21:21.018 --> 01:21:23.899]  The evidence was presented in an organized and orderly manner.
[01:21:24.459 --> 01:21:26.800]  The jurors gave us a schedule of when they could meet.
[01:21:27.734 --> 01:21:35.259]  All 12 jurors were present for every session, and all 12 jurors heard every word of testimony and examined every item of evidence.
[01:21:36.200 --> 01:21:47.368]  Beginning August 20th and continuing until today, the grand jury worked tirelessly to examine and re-examine all of the testimony of the witnesses and all of the physical evidence.
[01:21:48.148 --> 01:21:53.912]  They were extremely engaged in the process, asking questions of every witness, requesting specific witnesses,
[01:21:55.093 --> 01:21:59.596]  Requesting specific information and asking for certain physical evidence.
[01:22:00.136 --> 01:22:15.426]  They met on 25 separate days in the last three months, heard more than 70 hours of testimony from about 60 witnesses, and reviewed hours and hours of recordings of media and law enforcement interviews by many of the witnesses who testified.
[01:22:16.488 --> 01:22:23.812]  They heard from three medical examiners and experts on blood, DNA, toxicology, firearms and drug analysis.
[01:22:24.353 --> 01:22:27.955]  They examined hundreds of photographs, some of which they asked to be taken.
[01:22:28.595 --> 01:22:30.937]  They examined various pieces of physical evidence.
[01:22:31.777 --> 01:22:39.162]  They were instructed on the law and presented with five indictments ranging from murder in the first degree to involuntary manslaughter.
[01:22:40.197 --> 01:22:49.526]  Their burden was to determine, based upon all of the evidence, if probable cause exists to believe that a crime was committed and that Darren Wilson is the person who committed that crime.
[01:22:50.267 --> 01:22:57.774]  There is no question, of course, that Darren Wilson caused the death of Michael Brown by shooting him, but the inquiry does not end there.
[01:22:59.167 --> 01:23:04.191]  The law authorizes a law enforcement officer to use deadly force in certain situations.
[01:23:04.531 --> 01:23:10.335]  The law also allows all people to use deadly force to defend themselves in certain situations.
[01:23:10.995 --> 01:23:14.478]  So the grand jury considered whether Wilson was the initial aggressor.
[01:23:15.723 --> 01:23:27.717]  In this case, or whether there was probable cause to believe that Darren Wilson was authorized as a law enforcement officer to use deadly force in this situation, or if he acted in self-defense.
[01:23:28.578 --> 01:23:30.200]  I detail this for two reasons.
[01:23:31.383 --> 01:23:43.894]  First, so that everyone will know that, as promised by me and Attorney General Holder, there was a full investigation and presentation of all evidence and appropriate instruction of law to the jury, to the grand jury.
[01:23:44.654 --> 01:23:56.304]  Second, as a caution to those in and out of the media who will pounce on a single sentence or a single witness and decide what should have happened in this case based on that tiny bit of information.
[01:23:57.242 --> 01:24:00.564]  The duty of the grand jury is to separate fact from fiction.
[01:24:01.405 --> 01:24:11.631]  After a full and impartial and critical examination of all the evidence in the law, and decide if that evidence supported the filing of any criminal charges against Darren Wilson.
[01:24:12.452 --> 01:24:17.635]  They accepted and completed this monumental responsibility in a conscientious and expeditious manner.
[01:24:18.488 --> 01:24:30.034]  It is important to note here, and say again, that they are the only people, the only people who have heard and examined every witness and every piece of evidence.
[01:24:31.135 --> 01:24:36.078]  They discussed and debated the evidence among themselves before arriving at their collective decision.
[01:24:36.758 --> 01:24:43.522]  After their exhaustive review of the evidence, the grand jury deliberated over two days, making their final decision.
[01:24:45.043 --> 01:24:53.720]  They determined that no probable cause exists to file any charge against Officer Wilson and returned a no true bill on each of the five indictments.
[01:24:55.086 --> 01:25:06.757]  The physical and scientific evidence examined by the grand jury, combined with the witness statements supported and substantiated by that physical evidence, tells the accurate and tragic story of what happened.
[01:25:07.017 --> 01:25:13.504]  So, now the crowd has heard what's going on, and, uh, keep, keep this up.
[01:25:13.584 --> 01:25:18.648]  And then, let's go to a shot, if y'all could put me in a split screen with one of our cameras.
[01:25:19.549 --> 01:25:29.934]  So the official word has been read out that there will be no indictment after a long explanation from Robert McCullough, who is the prosecutor.
[01:25:31.234 --> 01:25:33.015]  And he's given the word.
[01:25:33.195 --> 01:25:37.217]  It looks like people are starting to file out.
[01:25:39.518 --> 01:25:40.278]  Joe, can you hear me?
[01:25:42.459 --> 01:25:43.820]  What's the mood like right now?
[01:25:43.840 --> 01:25:45.621]  It looks like people are moving away quickly.
[01:25:46.841 --> 01:25:48.222]  Yeah, people are running all over the place.
[01:25:51.420 --> 01:25:54.462]  Um, have you heard any yells or screaming or chanting or anything?
[01:25:54.482 --> 01:25:55.383]  Everybody just screamed.
[01:25:55.563 --> 01:25:57.564]  Everybody just screamed and bottles just started flying.
[01:25:58.004 --> 01:25:58.285]  Wow.
[01:25:59.005 --> 01:26:00.406]  Cars are trying to get out of the area.
[01:26:00.666 --> 01:26:05.489]  What's, uh, Jakari's... People are screaming and cussing right now and it's not looking good.
[01:26:05.729 --> 01:26:06.009]  Right.
[01:26:06.310 --> 01:26:07.871]  Uh, where's Jakari in all this?
[01:26:08.771 --> 01:26:09.852]  He's standing right in front of me.
[01:26:10.112 --> 01:26:10.352]  Okay.
[01:26:11.933 --> 01:26:12.454]  Oh, that's him.
[01:26:12.714 --> 01:26:12.894]  Okay.
[01:26:20.646 --> 01:26:25.688]  Can y'all go, can y'all bring in Jakari's audio feed so we can hear what's going on on the streets?
[01:26:27.169 --> 01:26:29.290]  It's probably not good for him to get close to anything right now.
[01:26:29.670 --> 01:26:29.930]  Okay.
[01:26:31.511 --> 01:26:35.493]  He's just got the better, um, the better audio.
[01:26:45.218 --> 01:26:45.418]  Okay.
[01:26:46.957 --> 01:26:50.638]  People are looking like they're having panic attacks and on the ground right now.
[01:26:51.018 --> 01:26:51.339]  Really?
[01:26:56.580 --> 01:26:59.441]  Well this is live news as it's unfolding.
[01:26:59.481 --> 01:27:03.463]  We have our two reporters on the ground there, Jakari Jackson and Joe Biggs.
[01:27:04.443 --> 01:27:07.004]  Cars are speeding off of people hanging out the side.
