[00:00:00.971 --> 00:00:03.257]  3139.
[00:43:39.357 --> 00:43:40.899]  Sorry, my mouth's drying of water here, excuse me.
[00:43:42.580 --> 00:43:51.429]  I remember 10 years ago, I could take the family and get a Chateau Brion, which is basically like a big long cut of filet mignon, five or six cuts.
[00:43:51.970 --> 00:43:52.210]  It'd be $75, $50.
[00:43:55.839 --> 00:43:56.320]  Now it's $150.
[00:43:57.000 --> 00:44:00.684]  Ladies and gentlemen, let me explain the New World Order.
[00:44:00.704 --> 00:44:01.665]  It's a perfect illustration.
[00:44:02.306 --> 00:44:08.452]  The cattle ranchers go bankrupt because the economy is rigged and actuaried where you can't make it.
[00:44:10.034 --> 00:44:15.058]  My dad got word five years ago, we're getting rid of hobby farming and ranching right off.
[00:44:15.438 --> 00:44:17.600]  We don't care if it's still on the books as a law.
[00:44:18.280 --> 00:44:26.386]  You can't do that, the IRS sent him letters and he went to his accountant, or we're going to retroactively charge you all this money with penalty and interest.
[00:44:28.187 --> 00:44:34.512]  And my dad looked at the books and said, but if I stop cattle ranching, then we can't pay the property taxes.
[00:44:36.413 --> 00:44:38.335]  So he continues to cattle ranch
[00:44:39.918 --> 00:44:42.660]  I guess about a hundred head with my uncle.
[00:44:43.801 --> 00:44:53.189]  Even though it loses money coming and going, he loses less money than he would if he quit.
[00:44:55.711 --> 00:44:56.531]  Let me explain that again.
[00:44:57.112 --> 00:45:03.397]  My father doesn't want to sell the land that we have left
[00:45:05.026 --> 00:45:07.628]  That goes back to Spanish land grants, Mexican land grants, 1829.
[00:45:08.309 --> 00:45:10.491]  The property is a liability.
[00:45:12.964 --> 00:45:18.486]  The government knows that and has set things to where most people won't keep it.
[00:45:18.806 --> 00:45:27.089]  My dad is a medical manager and a dentist who worked very hard and he subsidizes keeping family property just because we don't own it.
[00:45:27.309 --> 00:45:29.170]  The government owns it with those taxes.
[00:45:29.430 --> 00:45:30.710]  The power to tax is the power to destroy.
[00:45:31.070 --> 00:45:33.031]  So here's the article on the Economic Collapse blog.
[00:45:33.091 --> 00:45:35.552]  It links through to all the mainstream
[00:45:36.738 --> 00:45:44.402]  News articles out of the USDA, the US Drought Monitor, Scientific American, Associated Press, you name it.
[00:45:45.183 --> 00:45:46.223]  Totally bibliographed.
[00:45:47.644 --> 00:45:48.985]  The meat crisis is here!
[00:45:49.165 --> 00:45:51.386]  Price of shrimp up 61%.
[00:45:52.567 --> 00:45:53.948]  Beef at all-time high.
[00:45:55.009 --> 00:45:56.790]  Pork exploding to all-time high.
[00:45:57.290 --> 00:45:58.891]  Bloomberg reports as well.
[00:46:00.972 --> 00:46:02.513]  Stories up on InfoWars.com.
[00:46:03.936 --> 00:46:05.276]  And the media will say it's a drought.
[00:46:05.416 --> 00:46:06.397]  That's only a small part of it.
[00:46:06.897 --> 00:46:09.098]  In California, that's what's hitting a lot of the vegetables.
[00:46:11.318 --> 00:46:17.220]  It's that people are getting out of it everywhere, and now they're shipping beef in, but you would think that would drive down prices.
[00:46:17.260 --> 00:46:17.440]  No.
[00:46:17.740 --> 00:46:19.321]  The packers all work together.
[00:46:19.341 --> 00:46:21.001]  There's only five or six big companies.
[00:46:21.902 --> 00:46:23.382]  Last time I checked, it's probably less now.
[00:46:23.762 --> 00:46:28.164]  And they all throttle it and control it to keep the prices as high as possible.
[00:46:30.578 --> 00:46:36.041]  The article goes on, and Bloomberg goes on to say, it will now be a luxury to even have a pork chop.
[00:46:39.283 --> 00:46:40.464]  That's social engineering.
[00:46:40.944 --> 00:46:41.825]  That's the new world order.
[00:46:42.085 --> 00:46:43.306]  That's artificial scarcity.
[00:46:43.646 --> 00:46:45.567]  You want it, you got it, you live under it.
[00:46:48.369 --> 00:46:49.129]  Go read the article.
[00:46:50.310 --> 00:46:56.173]  And in America, we don't own our 2,000 acres in East Texas.
[00:46:58.735 --> 00:46:59.736]  We're just people
[00:47:00.822 --> 00:47:04.486]  That have lived there for a long time and still want to think we own it.
[00:47:04.526 --> 00:47:05.587]  We don't own that property.
[00:47:05.827 --> 00:47:06.608]  The government does.
[00:47:06.888 --> 00:47:07.849]  The foreign banks do.
[00:47:09.751 --> 00:47:13.135]  And it doesn't matter how many grape orchards we put in.
[00:47:13.435 --> 00:47:15.157]  It doesn't matter how many honeybees we put in.
[00:47:15.457 --> 00:47:16.839]  It doesn't matter what we do.
[00:47:17.139 --> 00:47:18.741]  They're not going to let us make money.
[00:47:19.021 --> 00:47:23.526]  They've got it all actuaried out to where everybody else is selling out their property.
[00:47:25.683 --> 00:47:26.783]  So that we're a nation of slaves.
[00:47:27.004 --> 00:47:33.266]  And now they got the Marines and the Army training against people wearing John Deere caps and overalls to kill them.
[00:47:33.826 --> 00:47:41.369]  When they say, we're not paying the taxes like Bundy, we're done, we're not leaving, it's our property, they're going to send in the Marines and the Army.
[00:47:41.869 --> 00:47:42.449]  And you know what?
[00:47:42.689 --> 00:47:43.970]  The people are going to stand up against it.
[00:47:45.090 --> 00:47:47.931]  And the Marines are going to end up defecting over to the side of the American people.
[00:47:48.351 --> 00:47:53.533]  If we talk to the Marines and the Army now and have a public debate about this, we will change it.
[00:47:53.874 --> 00:47:54.834]  We will change history.
[00:47:57.196 --> 00:48:01.617]  But I wanted to take you full circle from the Army and the Marines training to fight what?
[00:48:01.777 --> 00:48:03.057]  Rural communities.
[00:48:03.117 --> 00:48:04.758]  Because a country boy can survive.
[00:48:05.258 --> 00:48:06.318]  Because we can skin a buck.
[00:48:06.658 --> 00:48:07.798]  We can run a trot line.
[00:48:09.179 --> 00:48:12.099]  Because you can't starve us out and you can't make us run.
[00:48:12.739 --> 00:48:15.340]  Because these old boys were raised on shotguns.
[00:48:15.900 --> 00:48:16.820]  We say grace.
[00:48:17.841 --> 00:48:18.781]  We say amen.
[00:48:20.361 --> 00:48:23.562]  And if you ain't down with that, what's the exact words?
[00:48:25.023 --> 00:48:30.846]  If he ain't into that, or the modern part wants to be, if he ain't down with that, then we don't give a you-know-what.
[00:48:32.988 --> 00:48:34.769]  And we say grace, we say amen.
[00:48:36.198 --> 00:48:38.239]  If you're not into that, well you know we don't give a damn.
[00:48:38.739 --> 00:48:42.620]  And that's what it comes down to is they know we won't sell out.
[00:48:42.960 --> 00:48:44.881]  They know we won't compromise anymore.
[00:48:45.121 --> 00:48:46.162]  We've been pushed too far.
[00:48:46.402 --> 00:48:48.502]  And so they train for open treason.
[00:48:48.682 --> 00:48:49.543]  What did Obama say?
[00:48:49.823 --> 00:48:50.603]  Bitter clingers.
[00:48:51.123 --> 00:48:54.024]  In a secret meeting with billionaires and million dollar donors.
[00:48:54.745 --> 00:48:55.625]  Who are they talking about?
[00:48:56.704 --> 00:48:59.867]  We're going to get these Christians clinging to their Bibles and their guns.
[00:49:00.127 --> 00:49:01.108]  We're shutting them down.
[00:49:01.428 --> 00:49:02.929]  We're shutting off their power plants.
[00:49:03.289 --> 00:49:04.610]  We're shutting down their jobs.
[00:49:04.851 --> 00:49:06.252]  We're shutting down their roads.
[00:49:06.492 --> 00:49:07.913]  We're shutting down their communities.
[00:49:08.153 --> 00:49:09.494]  We're buying off their preachers.
[00:49:09.735 --> 00:49:11.656]  We're training the military to go up against them.
[00:49:11.976 --> 00:49:13.037]  We got the cities.
[00:49:13.398 --> 00:49:14.418]  We got the kids.
[00:49:14.699 --> 00:49:15.659]  This is our country.
[00:49:16.080 --> 00:49:17.161]  We're going to take them down!
[00:49:19.182 --> 00:49:21.484]  Who did the Weathermen say they were going to put 50 million Americans?
[00:49:21.904 --> 00:49:23.546]  They said rural people.
[00:49:24.927 --> 00:49:26.088]  Rural people.
[00:49:26.906 --> 00:49:32.029]  Rural people who aren't in there watching their Dish Network all day and drinking whiskey.
[00:49:32.530 --> 00:49:34.931]  Most of the rural people are just absolutely devastated wrecks.
[00:49:35.512 --> 00:49:42.936]  But there are a hardcore working group out there that's still hanging on and the system knows it's already not.
[00:49:42.956 --> 00:49:47.779]  Look, it's a duty now if you're rural and hanging on bare toenails to not pay as much as you can.
[00:49:48.460 --> 00:49:50.001]  To survive, you've got to get out of the system.
[00:49:50.241 --> 00:49:51.301]  That's why they're harassing
[00:49:52.282 --> 00:49:58.926]  Farmers markets in Amish and Mennonites and poor minority groups setting up farms and Mexican farmers that are in this country.
[00:49:59.446 --> 00:50:10.333]  Because they know communities have been formed of swap meets and groups and barter is now getting set up and people in rural areas are working together and so under NORTHCOM and the Rural Affairs
[00:50:11.073 --> 00:50:13.095]  System, it says the Pentagon's over it.
[00:50:13.395 --> 00:50:17.739]  They are designing the rollout for the total takeover of rural areas.
[00:50:18.020 --> 00:50:22.224]  With clergy response team spies, with local enviro spies, all of it.
[00:50:23.425 --> 00:50:31.913]  And when you see these people come to your town, they are literally Rockefeller and Ford Foundation above CIA to take your town over and take you down.
[00:50:33.342 --> 00:50:40.583]  And it is your duty, ladies and gentlemen, to keep this country going and to survive and thrive and to have strong families and put in gardens.
[00:50:40.883 --> 00:50:44.844]  And it's your duty when you see people selling vegetables on the side of the road to buy from them.
[00:50:45.264 --> 00:50:48.005]  And it's your duty to find that organic milk from the Amish.
[00:50:48.245 --> 00:50:49.885]  And it's your duty to raise a garden.
[00:50:50.205 --> 00:50:57.406]  And it's your duty out there, folks, in little steps, to get off their system and to set up off-the-grid systems.
[00:50:57.726 --> 00:51:01.087]  That's why they're shutting down lemonade stands, shutting down city markets,
[00:51:01.807 --> 00:51:04.174]  They want you in a giant reservation.
[00:51:04.395 --> 00:51:05.899]  They don't want you self-sufficient.
[00:51:06.080 --> 00:51:08.567]  Just like they shut down the Comanche and the Arapaho.
[00:51:08.587 --> 00:51:09.630]  We'll be right back.
[00:51:10.959 --> 00:51:14.121]  Harvest Right is the world's first in-home freeze-dryer.
[00:51:14.321 --> 00:51:17.604]  Freeze-dry your own fruits, vegetables, meats, and full meals.
[00:51:17.964 --> 00:51:25.129]  With Harvest Right, you can prepare foods that last 25 years, preserving its freshness, nutrition, color, and taste.
[00:51:25.570 --> 00:51:27.471]  All your food can be freeze-dried.
[00:51:27.831 --> 00:51:29.472]  So don't throw away your leftovers.
[00:51:29.693 --> 00:51:33.315]  Freeze-dry them with this incredible in-home, money-saving freeze-dryer.
[00:51:33.555 --> 00:51:37.618]  Go to HarvestRight.com to see how the Harvest Right freeze-dryer works.
[00:51:37.979 --> 00:51:39.380]  That's HarvestRight.com.
[00:51:40.939 --> 00:51:45.141]  That's the sound of your door being kicked in by an intruder with a single kick.
[00:51:45.341 --> 00:51:49.704]  Criminals know that your wooden door frames are weak and your alarm system can't keep them out.
[00:51:51.925 --> 00:51:55.087]  That's the sound of the same door now protected by the Door Sentinel.
[00:51:55.267 --> 00:51:58.509]  Standard locks, deadbolts, and alarm systems can't prevent forced entry.
[00:51:58.689 --> 00:52:01.150]  Harden your door and door jam with the Door Sentinel.
[00:52:01.290 --> 00:52:03.612]  Protect your home now at MySafeDoor.com.
[00:52:03.752 --> 00:52:06.733]  Go to MySafeDoor.com for a special limited time offer.
[00:52:06.933 --> 00:52:09.535]  The Door Sentinel, your home's first line of defense.
[00:52:10.069 --> 00:52:16.177]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forfeiture situation?
[00:52:16.197 --> 00:52:19.521]  The police are shoving people, shoving Alex, shoving the crowd.
[00:52:19.621 --> 00:52:21.203]  Here we go, folks, I'm being assaulted!
[00:52:21.243 --> 00:52:27.411]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[00:52:27.571 --> 00:52:33.495]  Is this another false flag stage attack to take our civil liberties and put more homeless security by sticking their hands down on the streets?
[00:52:33.615 --> 00:52:37.357]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:52:37.537 --> 00:52:40.459]  And that's what PrisonPlanet.TV is designed to do.
[00:52:40.479 --> 00:52:48.625]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:52:48.865 --> 00:52:50.926]  What we see now is a war against reality.
[00:52:50.966 --> 00:52:52.007]  It's a war against the truth.
[00:52:52.367 --> 00:53:01.076]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:53:01.296 --> 00:53:03.719]  Visit InfoWarsNews.com today.
[00:53:03.939 --> 00:53:08.224]  Become a member, share your membership, and help take the info war to the next level.
[00:53:10.080 --> 00:53:15.164]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[00:53:15.825 --> 00:53:23.391]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[00:53:24.172 --> 00:53:26.014]  These aren't ordinary seeds.
[00:53:26.474 --> 00:53:35.322]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[00:53:35.962 --> 00:53:41.064]  These survival seeds are actually more valuable than gold in a crisis.
[00:53:41.924 --> 00:53:53.928]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[00:53:54.588 --> 00:53:56.188]  First come, first served.
[00:53:56.589 --> 00:53:57.489]  Just cover shipping.
[00:53:58.129 --> 00:54:04.452]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[00:54:04.832 --> 00:54:05.572]  That's 123freeseeds.com.
[00:54:24.400 --> 00:54:35.708]  The interest is up and the stock market's down and you're only getting mugged if you go downtown.
[00:54:36.069 --> 00:54:38.410]  I live back in the woods, you see.
[00:54:38.550 --> 00:54:41.372]  My woman and the kids and the dogs and me.
[00:54:46.748 --> 00:54:57.473]  And the Pentagon is made up of country boys mainly.
[00:54:58.893 --> 00:54:59.734]  That's just on record.
[00:55:01.854 --> 00:55:04.976]  But they got robots and drones coming online.
[00:55:06.016 --> 00:55:10.158]  And when they get done taking down the last vestigial primitive humans,
[00:55:13.538 --> 00:55:19.523]  When they get done, they're gonna come after all of you.
[00:55:22.066 --> 00:55:28.291]  By the way, who is it in Mexico that's beating all of the cartels?
[00:55:28.512 --> 00:55:29.312]  Keep it rolling under me.
[00:55:30.814 --> 00:55:32.896]  Who is it that's beating the government and restoring order?
[00:55:33.256 --> 00:55:34.237]  It's the country boys.
[00:55:35.620 --> 00:55:36.140]  With guns.
[00:55:37.882 --> 00:55:41.845]  It's the same thing.
[00:55:42.045 --> 00:55:45.508]  The people are now following him because they're not shaking people down.
[00:55:45.548 --> 00:55:48.370]  They just want to work on their farms and ranches.
[00:55:49.751 --> 00:55:52.233]  It's the same thing in Chiapas.
[00:55:52.713 --> 00:55:56.416]  For 20 plus years, beating the whole Mexican government and the cartels.
[00:55:56.496 --> 00:55:57.757]  Just a bunch of farmers.
[00:55:57.777 --> 00:56:00.219]  They just want to live and be free.
[00:56:00.259 --> 00:56:01.200]  They're still humans.
[00:56:06.998 --> 00:56:11.743]  And they're the country boys, and they're all over the world.
[00:56:11.783 --> 00:56:19.930]  In Africa, in Latin America, in Eastern Europe, in the rural areas of France and Germany, Asia.
[00:56:21.073 --> 00:56:23.896]  I had a good friend in New York City.
[00:56:24.217 --> 00:56:27.321]  He'd never call me by my name, just Hillbilly.
[00:56:29.002 --> 00:56:31.565]  We're gonna get Baggage on at 15 after to take your calls.
[00:56:31.866 --> 00:56:32.146]  20 after.
[00:56:32.507 --> 00:56:35.090]  Hold him 20 minutes into the next hour.
[00:56:35.410 --> 00:56:38.474]  And he is taught him to be a businessman.
[00:56:45.550 --> 00:57:04.250]  When you realize the whole Pentagon trains to take on what they see as indigenous, self-sufficient populations, what does the Special Forces train you to do?
[00:57:05.579 --> 00:57:08.860]  Live out in the woods.
[00:57:08.980 --> 00:57:09.640]  Shoot a gun.
[00:57:10.301 --> 00:57:11.201]  Be self-sufficient.
[00:57:11.581 --> 00:57:12.621]  Not be a coward.
[00:57:12.821 --> 00:57:14.802]  And where do they mainly recruit?
[00:57:15.602 --> 00:57:17.203]  The people from the country.
[00:57:17.243 --> 00:57:20.284]  The bull riders.
[00:57:20.904 --> 00:57:25.285]  The people that aren't cowards.
[00:57:25.385 --> 00:57:27.646]  And now they're coming after all of us, worldwide.
[00:57:28.326 --> 00:57:30.687]  Because we're not cowards, and we just want to be good men.
[00:57:32.338 --> 00:57:35.481]  We want to build a civilization that's based on being honest.
[00:57:35.942 --> 00:57:37.183]  We don't like scum.
[00:57:37.403 --> 00:57:40.946]  We don't like cowards and trash and double dealers and backstabbers.
[00:57:42.108 --> 00:57:46.472]  And little towns all over this world.
[00:57:46.732 --> 00:57:49.475]  And that's why we're under attack.
[00:57:50.896 --> 00:57:53.499]  And I'll tell you what scares the establishment.
[00:57:59.405 --> 00:58:02.267]  Because they know worldwide people are trying to get back to that right now.
[00:58:03.048 --> 00:58:06.870]  You go out with all these yuppies and trendies, they're starting to get into that as well.
[00:58:07.131 --> 00:58:08.952]  And the liberal women are starting to get into it.
[00:58:09.533 --> 00:58:12.054]  Because they understand that we're losing our humanity.
[00:58:13.315 --> 00:58:22.763]  And the globalists know that whether it's Mexico or whether it's in Southern Nevada, or whether it's in rural France, it's the farmers and the ranchers.
[00:58:24.878 --> 00:58:26.219]  It burned down the GMO crops.
[00:58:26.540 --> 00:58:29.042]  It's the farmers and ranchers that kicked the butts of the riot police.
[00:58:29.522 --> 00:58:31.824]  It's the farmers and the ranchers that won't back down.
[00:58:33.365 --> 00:58:34.927]  They're scared of that, ladies and gentlemen.
[00:58:35.327 --> 00:58:36.908]  That's why they're training to wage war on us.
[00:58:37.549 --> 00:58:41.152]  We need to wage InfoWars on their operatives who belong to us.
[00:58:41.912 --> 00:58:43.013]  So they're on the right side.
[00:58:43.994 --> 00:58:45.676]  Alright, second hour coming up.
[00:58:45.776 --> 00:58:46.857]  I'm your host Alex Jones.
[00:58:47.237 --> 00:58:49.459]  InfoWars.com!
[00:58:51.180 --> 00:58:52.481]  Thank you for listening to GCN.
[00:58:54.440 --> 00:58:56.608]  Visit GCNlive.com today!
[00:59:00.512 --> 00:59:03.854]  The globalist social engineers are not just targeting us with propaganda.
[00:59:03.954 --> 00:59:06.196]  They are manipulating our genetics.
[00:59:06.376 --> 00:59:14.681]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:59:14.962 --> 00:59:30.292]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[00:59:30.552 --> 00:59:30.992]  I don't know.
[01:00:03.570 --> 01:00:05.511]  Waging war on corruption.
[01:00:05.951 --> 01:00:08.952]  Alex Jones on the GCN Radio Network.
[01:00:15.315 --> 01:00:15.976]  Big Brother.
[01:00:16.636 --> 01:00:17.656]  Mainstream media.
[01:00:18.397 --> 01:00:19.497]  Government cover-ups.
[01:00:20.158 --> 01:00:20.958]  You want answers?
[01:00:21.738 --> 01:00:22.639]  Well, so does he.
[01:00:23.299 --> 01:00:26.921]  He's Alex Jones on the GCN Radio Network.
[01:00:27.481 --> 01:00:31.543]  And now, live from Austin, Texas, Alex Jones.
[01:00:35.578 --> 01:00:37.460]  We're taking your phone calls for the next 20 minutes.
[01:00:37.480 --> 01:00:41.404]  Dr. Nick Begich is joining us to cover the waterfront of Key Intel.
[01:00:42.265 --> 01:00:44.327]  Now they're trying to run the natives off their land in Alaska.
[01:00:44.367 --> 01:00:45.067]  That's going to be part of it.
[01:00:45.828 --> 01:00:48.230]  This theme that's developed today, just looking at the news.
[01:00:48.831 --> 01:00:52.535]  Doris in Tennessee, then Michael, Michael, Jim, Eugene, and others.
[01:00:52.855 --> 01:00:53.796]  Thanks for calling, Doris.
[01:00:53.816 --> 01:00:54.897]  You're on the air worldwide.
[01:00:56.198 --> 01:00:57.279]  Hey, Alex.
[01:00:57.319 --> 01:00:58.400]  How you holding up?
[01:00:58.480 --> 01:00:59.061]  I'm doing good.
[01:00:59.101 --> 01:00:59.662]  How are you doing?
[01:01:00.819 --> 01:01:01.420]  I'm fine.
[01:01:01.440 --> 01:01:09.066]  I called before I told you that we went because of your TV broadcast for Prison Planet.
[01:01:09.247 --> 01:01:09.867]  Yes ma'am.
[01:01:09.887 --> 01:01:11.208]  We went to Montana.
[01:01:11.369 --> 01:01:16.553]  We don't fly a lot because of the TSA.
[01:01:16.793 --> 01:01:19.095]  But we did fly out to meet Chuck Baldwin.
[01:01:19.115 --> 01:01:19.836]  Great!
[01:01:20.397 --> 01:01:25.641]  And I think that he is going to try to start a lot of non-501c3 charges.
[01:01:28.581 --> 01:01:33.382]  Yeah, it's time to get Chuck Baldwin on for an hour via Skype soon, next week or something to talk about.
[01:01:34.082 --> 01:01:36.943]  Why should churches even be 501c3 and be under the IRS?
[01:01:37.243 --> 01:01:41.263]  Congress shall make no law respecting the establishment of religion or prohibiting the free exercise thereof.
[01:01:42.484 --> 01:01:43.144]  Exactly.
[01:01:44.144 --> 01:01:46.064]  And that's the whole point.
[01:01:46.324 --> 01:01:48.445]  I mean, I agree with you about everything.
[01:01:49.245 --> 01:01:55.966]  I joined Prison Planet TV network on the internet the day that Fukushima happened.
[01:01:57.225 --> 01:01:59.165]  And I agree with everything you say.
[01:01:59.786 --> 01:02:00.586]  I know you're right.
[01:02:01.146 --> 01:02:02.086]  There's no doubt.
[01:02:02.146 --> 01:02:04.766]  This country is a country under judgment.
[01:02:06.027 --> 01:02:11.508]  We are doing and lifting up the exact opposite of what God's Word says to do.
[01:02:13.268 --> 01:02:15.649]  So Chuck Baldwin is going to do that.
[01:02:16.129 --> 01:02:18.769]  Now, this is supposed to be a Christian country.
[01:02:19.509 --> 01:02:23.210]  But the Christians are too cowardly to stand up for what's right.
[01:02:24.463 --> 01:02:27.566]  And the preachers and the silent, the pulpits are silent.
[01:02:28.968 --> 01:02:30.129]  Well, that's because they're not churches.
[01:02:30.169 --> 01:02:32.852]  They're 501c3 government-run institutions.
[01:02:34.073 --> 01:02:35.314]  They're afraid of the IRS.
[01:02:35.655 --> 01:02:37.597]  We have state-run churches in America.
[01:02:38.057 --> 01:02:39.298]  Just like the old Soviet Union.
[01:02:39.478 --> 01:02:41.561]  The old Soviet Union had churches, they were just state-run.
[01:02:42.662 --> 01:02:43.883]  I just, I know that.
[01:02:44.043 --> 01:02:45.625]  Except for Dietrich Bonhoeffer.
[01:02:47.817 --> 01:02:52.361]  Who died two days before the war was over in Poland.
[01:02:52.782 --> 01:02:53.803]  I know, it's incredible.
[01:02:53.823 --> 01:02:55.664]  Yeah, I know.
[01:02:55.824 --> 01:02:56.465]  I'm telling you.
[01:02:56.485 --> 01:02:57.146]  No, I know you know.
[01:02:57.186 --> 01:02:59.268]  I'm just telling listeners that don't know, yeah.
[01:02:59.308 --> 01:02:59.908]  Judgment.
[01:02:59.948 --> 01:03:00.669]  You're right.
[01:03:02.350 --> 01:03:02.971]  God bless you.
[01:03:05.633 --> 01:03:06.054]  Anything else?
[01:03:07.541 --> 01:03:07.801]  That's it.
[01:03:08.062 --> 01:03:09.022]  Thank you so much for calling.
[01:03:09.042 --> 01:03:09.903]  Good to hear from you, Doris.
[01:03:10.784 --> 01:03:14.047]  Look, even if we don't believe in God, folks, we are becoming a very corrupt society.
[01:03:14.587 --> 01:03:15.948]  And evil's not being restrained.
[01:03:16.489 --> 01:03:18.350]  And then it wants to declare war on good.
[01:03:18.691 --> 01:03:20.913]  I mean, that's an endgame scenario.
[01:03:22.414 --> 01:03:24.215]  Evil always tries to totally take over.
[01:03:24.235 --> 01:03:26.998]  It doesn't just let you sit across the fence from it.
[01:03:29.719 --> 01:03:30.699]  Michael in Tennessee.
[01:03:30.719 --> 01:03:31.740]  Another call from Tennessee.
[01:03:31.760 --> 01:03:32.300]  You're on the air.
[01:03:32.320 --> 01:03:34.400]  Go ahead.
[01:03:34.420 --> 01:03:35.261]  Hi, this is Michael.
[01:03:35.901 --> 01:03:49.845]  I'd like to start off just saying that the reason that you as InfoWars and people like Matt Drudge are doing this is very explicit when it says in Luke 12, 3, therefore, whatever ye have spoken in darkness,
[01:03:50.405 --> 01:03:53.388]  Now, if I may, I'd like to say something a little bit satirical.
[01:03:53.408 --> 01:04:02.376]  In our current paradox, where up is down, left is right, lies are truth, I would like to have voted for Alice in Infowars as the biggest liar
[01:04:15.467 --> 01:04:21.573]  Of the century, because all you do is put it out there and tell the truth, and since truth is lies, that makes you the biggest liar.
[01:04:22.373 --> 01:04:28.358]  I guess in the 1984 world, telling the truth's a revolutionary act, and so I guess according to the establishment, I am a big liar.
[01:04:28.699 --> 01:04:42.251]  But I made the point yesterday that I am a huge liar, in that... It's not an intentional lie, but it's usually worse than what I'm saying, so when you speak in error, it is kind of a lie, even if it's unintentional.
[01:04:43.061 --> 01:04:45.503]  So, you know, people say, oh, you're absolutely right.
[01:04:45.523 --> 01:04:46.784]  I'm not absolutely right, folks.
[01:04:47.204 --> 01:04:49.046]  A, I make mistakes on factoids and things.
[01:04:49.446 --> 01:04:53.089]  B, it's a big, wide world, and nobody knows that much.
[01:04:53.109 --> 01:04:54.690]  The more I learn, the more I know I don't know.
[01:04:55.071 --> 01:04:55.711]  I just know this.
[01:04:56.152 --> 01:04:59.354]  The establishment are a bunch of scum who are out of control.
[01:04:59.414 --> 01:05:00.515]  Thank you so much for the call, Michael.
[01:05:00.855 --> 01:05:02.597]  Another Michael, Jim, Eugene, and others.
[01:05:03.017 --> 01:05:04.118]  Your calls are coming up at 800-259-9231.
[01:05:04.198 --> 01:05:05.419]  Then, Dr. Nick Begich from Alaska.
[01:05:10.774 --> 01:05:16.840]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forehood situation?
[01:05:16.880 --> 01:05:20.184]  The police are shoving people, shoving Alex, shoving the crowd.
[01:05:20.204 --> 01:05:21.905]  Here we go, folks, I'm being a sergeant!
[01:05:21.925 --> 01:05:28.232]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:05:28.332 --> 01:05:34.218]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking our hands down on the streets?
[01:05:34.378 --> 01:05:38.140]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:05:38.320 --> 01:05:41.201]  And that's what PrisonPlanet.TV is designed to do.
[01:05:41.221 --> 01:05:49.424]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:05:49.685 --> 01:05:51.725]  What we see now is a war against reality.
[01:05:51.785 --> 01:05:52.806]  It's a war against the truth.
[01:05:53.186 --> 01:06:01.929]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[01:06:02.129 --> 01:06:04.569]  Visit InfoWarsNews.com today.
[01:06:04.790 --> 01:06:09.091]  Become a member, share your membership, and help take the info war to the next level.
[01:06:10.410 --> 01:06:13.333]  This is Alex Jones for InfoWarsLife.com.
[01:06:13.433 --> 01:06:15.415]  The latest in preparedness is now here.
[01:06:15.615 --> 01:06:21.580]  An electrically stabilized colloidal silver solution that can be added to both your home cabinet and preparedness pack alike.
[01:06:21.801 --> 01:06:26.805]  Concentrated to 30 parts per million in what has been dubbed the survival silver solution.
[01:06:26.885 --> 01:06:31.630]  The new InfoWars Life Silver Bullet Colloidal Silver is the answer for you and your family.
[01:06:31.770 --> 01:06:36.274]  And it's entirely free of toxic artificial additives that are loaded into many products.
[01:06:36.554 --> 01:06:44.939]  The InfoWars Life Silver Bullet Silver is so powerful that it is concentrated into a 2-ounce bottle and is not recommended for extended continual use.
[01:06:45.159 --> 01:06:47.101]  This is not a low-grade formula.
[01:06:47.321 --> 01:06:58.387]  We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[01:06:58.507 --> 01:07:05.912]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com Silver Bullet Colloidal Silver today.
