[00:00:02.017 --> 00:00:04.842]  Coast to Coast, direct from Austin.
[00:44:34.440 --> 00:44:36.102]  And this happened numerous times.
[00:44:36.122 --> 00:44:37.964]  We documented it over and over again.
[00:44:38.344 --> 00:44:41.167]  And those videos kind of, they tailed off and stopped.
[00:44:41.267 --> 00:44:43.149]  But now they're back with yet another one.
[00:44:43.569 --> 00:44:45.411]  And it's even more suspicious.
[00:44:45.771 --> 00:44:54.956]  We've got, for people who are watching the feed now, we've got that picture I was just describing of the graphic that Anthony Frida did that basically shows the U.S.
[00:44:54.996 --> 00:45:01.580]  government on one screen, they show the composite picture on another, and then you see this big studio set with a green screen and the two guys standing in front of it.
[00:45:02.301 --> 00:45:12.607]  There apparently doesn't seem to be any limit as to what they will do to control public opinion, and of course we've seen in the past, you've reported on it in the past as well, Paul, how
[00:45:13.666 --> 00:45:15.908]  They're focusing on manipulating opinions.
[00:45:15.968 --> 00:45:28.216]  They did a study in Facebook, I think that was your article, where they used Facebook postings to try to modify people's attitudes, to try to make them happy, to try to make them sad.
[00:45:28.276 --> 00:45:37.802]  We've seen that Palantir has purchased a company that basically data mines social networks, specifically Twitter.
[00:45:38.663 --> 00:45:41.745]  One example of what they were able to do was during an awards show,
[00:45:42.325 --> 00:45:54.937]  They were able to monitor people who were talking about a particular hairstyle of a couple of particular actresses and then send them a specific product targeted, you know, where they could get that same kind of hairstyle.
[00:45:55.398 --> 00:46:03.625]  That company has been now bought by Palantir, which was essentially created by the CIA, In-Q-Tel, their venture capital company.
[00:46:04.386 --> 00:46:06.008]  That's what they're trying to do.
[00:46:06.088 --> 00:46:08.690]  They're trying to monitor everything in social media.
[00:46:08.751 --> 00:46:15.157]  They're trying to manipulate public opinion in social media just like they're manipulating people to buy a particular hairstyle.
[00:46:15.177 --> 00:46:26.088]  They want to see what you're talking about and then they want to send you information that's basically going to either reinforce what you're talking about or essentially change you from one opinion to another.
[00:46:28.382 --> 00:46:28.943]  Precisely.
[00:46:29.324 --> 00:46:32.711]  They're doing that not only to monitor political opinions.
[00:46:32.751 --> 00:46:36.539]  I remember that famous scene in V for Vendetta where they cruised...
[00:46:40.413 --> 00:46:41.114]  We're good to go.
[00:46:59.813 --> 00:47:00.314]  Yes, yes, absolutely.
[00:47:21.588 --> 00:47:31.931]  On a different note, I wanted to, and maybe I'm just kind of springing this on you, but I just noticed that they're having a final TV showdown tonight, a debate in Scotland on independence.
[00:47:32.231 --> 00:47:34.491]  And they say this is the final debate that they're having there.
[00:47:35.231 --> 00:47:36.912]  Break that down for the people here in America.
[00:47:36.932 --> 00:47:41.133]  I know we've got Scottish John that comes on a lot and does a promo for us.
[00:47:41.873 --> 00:47:46.114]  Tell us what's going on there in the UK in terms of Scotland, because we see this kind of
[00:47:47.014 --> 00:47:47.735]  We're good to go.
[00:48:09.551 --> 00:48:17.853]  Against 57%, 43% of the people would like to break away from the UK, have their separation in Scotland, independence.
[00:48:19.978 --> 00:48:25.682]  Yeah, I think that's the reflection, the corruption basically emanating out of London.
[00:48:25.722 --> 00:48:26.743]  And again, I agree with you.
[00:48:27.203 --> 00:48:35.949]  Any move towards devolvement where power is concentrated in more hands, you know, it's local, it's not national, is something to be celebrated.
[00:48:36.089 --> 00:48:44.435]  So, you know, while it's not an issue that I've followed that closely, the general principle of it I would vehemently agree with.
[00:48:44.555 --> 00:48:47.357]  And I know for a fact that the establishment media in Britain
[00:48:47.917 --> 00:48:51.998]  And of course we've seen this happening in various places throughout Europe.
[00:48:52.098 --> 00:48:58.720]  We've seen it in Spain and other places where you have different regions who essentially want to have a little bit more self-rule.
[00:49:10.223 --> 00:49:20.746]  At the same time, in America though, we see everything being more and more consolidated and we also see that the consolidation is coming at an international level through these trade agreements that are happening.
[00:49:21.226 --> 00:49:25.007]  All of this is part of what General Petraeus said when he was in London.
[00:49:25.387 --> 00:49:27.548]  What comes after America?
[00:49:27.568 --> 00:49:29.968]  And he said, well, that's the North American Union.
[00:49:30.008 --> 00:49:36.110]  So, at the same time that people are trying to get their independence in many places like Scotland, there's a big move for that,
[00:49:36.610 --> 00:49:39.912]  There is, at the top, they're moving to the next level.
[00:49:40.372 --> 00:49:48.637]  They look at the North American Union as being something that's been an accomplished fact for 20 years, so now they're trying to create a union between the North American Union and the European Union.
[00:49:49.377 --> 00:49:55.240]  I think that's probably why we're seeing the rise of parties like UKIP in the UK as well, isn't it?
[00:49:55.340 --> 00:49:58.002]  Pushing back against that kind of consolidation.
[00:50:00.071 --> 00:50:00.611]  Precisely.
[00:50:00.651 --> 00:50:12.197]  I mean, this agenda for world government, which in terms of Europe was happening way back in the fifties, they wanted to create a European political federation run directly from Brussels.
[00:50:12.257 --> 00:50:16.180]  In fact, there are Bilderberg documents which talk about that at length.
[00:50:16.620 --> 00:50:23.163]  They introduced it under the guise of a free trade agreement to slip it under the radar, and it gradually built up after that.
[00:50:23.223 --> 00:50:24.384]  So they plan to get their
[00:50:24.924 --> 00:50:25.405]  We're good.
[00:50:41.673 --> 00:50:42.113]  Exactly.
[00:50:42.133 --> 00:50:45.835]  ...that they've had so far in conventional means, so it definitely remains the agenda.
[00:50:46.095 --> 00:50:49.517]  And it was just last Wednesday that we had the CEO of the John Birch Society.
[00:50:49.557 --> 00:50:56.381]  He'd written a book specifically about that, how they were going to have global governance and unification through trade agreements.
[00:50:56.421 --> 00:50:57.762]  And now we see that happening.
[00:50:57.802 --> 00:51:07.246]  We see that kind of secretive, closed government where these agreements are being negotiated in secret and our elected representatives are not even allowed to view the agreement.
[00:51:07.387 --> 00:51:09.608]  We'll be right back with Paul Joseph Watson from the UK.
[00:51:09.628 --> 00:51:10.048]  Stay with us.
[00:51:10.148 --> 00:51:14.129]  You've been hearing about the in-home freeze dryer from Harvest Rite for months.
[00:51:14.469 --> 00:51:15.709]  Have you ordered yours yet?
[00:51:15.989 --> 00:51:18.690]  We live in a politically and economically troubled world.
[00:51:18.990 --> 00:51:21.630]  You should be preparing for an uncertain future.
[00:51:21.850 --> 00:51:26.351]  Right now is the time to start freeze drying your own food so you can become self-reliant.
[00:51:26.631 --> 00:51:31.492]  To invest in your own home freeze dryer, go to HarvestRite.com while supplies last.
[00:51:31.853 --> 00:51:35.253]  Again, that's a home freeze dryer from HarvestRite.com.
[00:51:35.573 --> 00:51:37.414]  Mention this ad and save $200 through August.
[00:51:40.339 --> 00:51:44.560]  That's the sound of your door being kicked in by an intruder with a single kick.
[00:51:44.760 --> 00:51:49.121]  Criminals know that your wooden door frames are weak and your alarm system can't keep them out.
[00:51:51.341 --> 00:51:54.481]  That's the sound of the same door now protected by the Door Sentinel.
[00:51:54.681 --> 00:51:57.902]  Standard locks, deadbolts, and alarm systems can't prevent forced entry.
[00:51:58.102 --> 00:52:00.563]  Harden your door and door jam with the Door Sentinel.
[00:52:00.703 --> 00:52:03.023]  Protect your home now at MySafeDoor.com.
[00:52:03.143 --> 00:52:06.123]  Go to MySafeDoor.com for a special limited time offer.
[00:52:06.323 --> 00:52:08.944]  The Door Sentinel, your home's first line of defense.
[00:52:09.372 --> 00:52:11.934]  Hi folks, Alex Jones here with some important information.
[00:52:12.194 --> 00:52:17.057]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:52:17.317 --> 00:52:25.202]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:52:25.443 --> 00:52:29.745]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:52:29.965 --> 00:52:33.768]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:52:33.928 --> 00:52:39.632]  They now operate two distribution facilities and employ over 50 hardworking American men and women.
[00:52:39.872 --> 00:52:42.654]  It is rare to find companies who practice what they preach.
[00:52:43.034 --> 00:52:48.238]  And that's why I stock my pantry with high-quality, storable foods from My Patriot Supply.
[00:52:48.398 --> 00:52:56.523]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:56.583 --> 00:52:56.763]  That's 866-229-0927.
[00:53:06.229 --> 00:53:14.973]  This is an announcement for all people who want to take a risk-free challenge to whiten their teeth in five minutes.
[00:53:15.193 --> 00:53:20.596]  By calling now, you can whiten your teeth in five minutes using clinically proven power swabs.
[00:53:20.876 --> 00:53:27.239]  This risk-free challenge is for people whose smile has been yellowed by coffee, tea, red wine, or smoking.
[00:53:27.399 --> 00:53:28.199]  The power swabs
[00:53:28.319 --> 00:53:32.302]  The Power Swabs 5 Minute Challenge is available by responding to this advertisement.
[00:53:32.462 --> 00:53:34.183]  If lines are busy, try again.
[00:53:34.383 --> 00:53:39.246]  Because the Power Swabs 5 Minute Challenge is exclusive, it's not available in drugstores.
[00:53:39.446 --> 00:53:45.570]  Power Swabs was formulated by Dr. Martin Ginegar and whitens teeth with a patented tooth detergent and whitening agent.
[00:53:45.710 --> 00:53:50.533]  It's so effective, we challenge you to try it for 5 minutes to see how white your smile could be.
[00:53:50.813 --> 00:53:51.714]  Get it risk-free.
[00:53:51.774 --> 00:53:52.054]  Dial 1-800-281-6805.
[00:53:52.074 --> 00:53:52.334]  That's 1-800-281-6805.
[00:53:58.098 --> 00:54:01.840]  Transform your smile into a wow, you look great smile.
[00:54:01.860 --> 00:54:02.120]  Dial 1-800-281-6805.
[00:54:02.140 --> 00:54:02.400]  That's 1-800-281-6805.
[00:54:25.179 --> 00:54:26.520]  Welcome back to the Alex Jones Show.
[00:54:26.600 --> 00:54:27.620]  I'm David Knight here in Austin.
[00:54:27.640 --> 00:54:30.481]  We have Paul Joseph Watson with us on the phone from the UK.
[00:54:31.102 --> 00:54:34.363]  Of course in the third hour we're going to have Stan Deo joining us.
[00:54:34.383 --> 00:54:38.205]  He's going to be talking about the recent increase in earthquakes.
[00:54:38.245 --> 00:54:40.226]  And of course it was very active this weekend.
[00:54:40.646 --> 00:54:43.388]  We had a 6.1 earthquake in California.
[00:54:43.408 --> 00:54:44.788]  We had a 6.9 in Peru.
[00:54:45.188 --> 00:54:49.730]  We had warnings about a volcano that was imminent, about to explode in Iceland.
[00:54:49.751 --> 00:54:50.431]  Of course they
[00:54:50.931 --> 00:54:54.817]  Move that down, but there's been a tremendous increase in volcanic activity.
[00:54:54.837 --> 00:54:56.599]  Stan Day is going to join us in the third hour.
[00:54:57.220 --> 00:55:01.266]  At the bottom of this next hour, Alex Jones is going to be interviewing Joe Rogan.
[00:55:02.147 --> 00:55:07.655]  But in the few minutes that we've got left of this hour, I want to talk to you, Paul, about ISIS.
[00:55:07.995 --> 00:55:09.336]  Kind of break it down in general.
[00:55:09.356 --> 00:55:11.238]  We got a little bit away from that in the last segment.
[00:55:11.258 --> 00:55:13.721]  I started talking about the Scotland independence vote.
[00:55:13.741 --> 00:55:15.082]  But let's get back to ISIS.
[00:55:15.722 --> 00:55:17.164]  Talk about it in general.
[00:55:17.204 --> 00:55:19.226]  Tell us about its origins, its funding.
[00:55:19.866 --> 00:55:21.728]  Just kind of break that down a little bit for the audience.
[00:55:23.350 --> 00:55:25.191]  Well, this is the elephant in the living room.
[00:55:25.412 --> 00:55:29.275]  Nobody talks about when we're, you know, getting in...
[00:55:33.823 --> 00:55:34.584]  We're good to go.
[00:55:49.136 --> 00:55:56.385]  In fact, the Iraqi Prime Minister went on live television not long ago and pointed the finger directly at Saudi Arabia.
[00:55:56.806 --> 00:56:00.510]  He accused them of, quote, inciting and encouraging the terrorist movements.
[00:56:00.730 --> 00:56:06.577]  I accuse them of supporting politically and in the media and supporting them with money and buying weapons for them.
[00:56:06.898 --> 00:56:08.600]  So that was the Iraqi Prime Minister.
[00:56:10.453 --> 00:56:18.458]  I'm minister accusing Saudi Arabia's closest allies in the region of directly supporting with weapons and training ISIS militants.
[00:56:18.698 --> 00:56:38.450]  And of course we know back in 2012 many of these ISIS insurgents were in fact trained by the US at a secret base in Jordan in 2012 and again they were training these militants to try and overthrow Bashar al-Assad even though we saw video
[00:56:42.194 --> 00:56:42.994]  Foley beheading.
[00:56:43.154 --> 00:56:49.760]  We saw FSA rebels cutting out the internal organs of Syrian army soldiers and eating them on camera.
[00:56:50.140 --> 00:56:54.004]  We saw numerous beheadings, numerous slaughters of women and children.
[00:56:54.344 --> 00:56:56.586]  Worse than anything you're going to see in that Foley video.
[00:56:56.966 --> 00:57:04.573]  That was all being backed by your tax money basically by the US by Britain to the tune of hundreds of millions of dollars.
[00:57:05.113 --> 00:57:05.594]  So again,
[00:57:06.511 --> 00:57:12.650]  A lot of these rebel groups that started off as so-called moderate rebel groups in Syria became...
[00:57:13.928 --> 00:57:21.992]  ...became increasingly more extreme, joined more extreme groups, pledged allegiance to the likes of Jabhat al-Nusra, and then later on ISIS.
[00:57:22.472 --> 00:57:39.040]  So the origin of this spread of ISIS throughout Syria, throughout Iraq, can be directly traced back to the Obama administration's policy of not only supporting FSA rebels in Syria, but in fact the overthrow of Gaddafi in Libya, because they then took a lot of those extremists
[00:57:39.700 --> 00:57:45.183]  Ship them over into Syria to radicalize the factions that were already active in Syria.
[00:57:45.223 --> 00:57:55.669]  So this is this is blow Back if you are at malfeasance on behalf of the Obama administration and its foreign policy in Libya and Syria
[00:57:56.451 --> 00:57:58.332]  And of course it's been going on much longer than that.
[00:57:58.392 --> 00:58:01.795]  It was the Reagan administration that essentially created Al-Qaeda.
[00:58:01.895 --> 00:58:03.876]  At the time they were calling them Mujahideen.
[00:58:04.477 --> 00:58:08.359]  And of course they also funded Central American revolutions.
[00:58:08.460 --> 00:58:11.782]  And it's always about a constant state of war.
[00:58:11.802 --> 00:58:19.527]  Of course they have financial interests, immediate interests that they get rewarded for, but it is also about a constant state of war.
[00:58:19.667 --> 00:58:21.589]  Having an enemy out there, they're very concerned.
[00:58:22.129 --> 00:58:24.131]  about the peace dividend when that broke out.
[00:58:24.171 --> 00:58:25.152]  It's like, well, what are we going to do?
[00:58:25.172 --> 00:58:27.133]  Are we going to have to downsize the military?
[00:58:27.153 --> 00:58:28.594]  Are we going to have to get rid of the CIA?
[00:58:28.654 --> 00:58:28.995]  No, no.
[00:58:29.035 --> 00:58:30.756]  We've got a new mission for them.
[00:58:30.796 --> 00:58:31.317]  Terrorism.
[00:58:31.337 --> 00:58:35.820]  Of course, it will never end because the enemy is so amorphous.
[00:58:35.860 --> 00:58:36.721]  Thank you for joining us.
[00:58:36.821 --> 00:58:38.422]  Paul Joseph Watson from the UK.
[00:58:38.943 --> 00:58:42.165]  We're going to be back in the next hour with Alex Jones and Joe Rogan.
[00:58:42.185 --> 00:58:42.626]  An interview.
[00:58:42.646 --> 00:58:43.486]  You don't want to miss that.
[00:58:43.606 --> 00:58:48.690]  And in the third hour, we're going to have Stan Deo talking about the recent increases in earthquakes.
[00:58:48.770 --> 00:58:49.191]  Stay with us.
[00:58:50.711 --> 00:58:54.093]  Thank you for listening to GCN.
[00:58:54.113 --> 00:58:56.135]  Visit GCNlive.com today.
[00:59:20.791 --> 00:59:21.811]  I say, so what?
[00:59:21.951 --> 00:59:23.952]  There's a battle going on out there right now.
[00:59:24.172 --> 00:59:27.292]  The ammunition is information, and the soldiers are you.
[00:59:27.532 --> 00:59:31.653]  It's time to transform your game from passive listener to active participant.
[00:59:31.793 --> 00:59:37.474]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[00:59:37.634 --> 00:59:40.675]  If we don't all stand up right now, we're gonna lose everything.
[00:59:40.875 --> 00:59:42.555]  The Info War is worldwide.
[00:59:42.695 --> 00:59:46.816]  Tell your friends about Info Wars and let them know that Info Wars doesn't print bull.
[00:59:47.016 --> 00:59:50.617]  It's real journalism and news backed up by documented facts.
[00:59:50.717 --> 00:59:57.801]  Step up and take your friends and family to Infowars.com, PrisonPlanet.tv and PlanetInfowars.com.
[00:59:57.961 --> 00:59:59.441]  The truth will set them free!
[01:00:16.072 --> 01:00:20.235]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:20.896 --> 01:00:21.696]  You want answers?
[01:00:22.477 --> 01:00:23.357]  Well, so does he.
[01:00:24.018 --> 01:00:27.641]  He's Alex Jones on the GCN Radio Network.
[01:00:28.221 --> 01:00:32.284]  And now, live from Austin, Texas, Alex Jones.
[01:00:36.798 --> 01:00:38.099]  Welcome back to the Alex Jones Show.
[01:00:38.179 --> 01:00:39.300]  I'm David Knight, your host today.
[01:00:39.320 --> 01:00:43.023]  We're going to have Alex Jones and Joe Rogan at the bottom of the hour.
[01:00:43.503 --> 01:00:45.565]  But I want to break down a little bit of news today.
[01:00:45.625 --> 01:00:50.209]  I guess we've got so much weather news, I guess you could call it, with the earthquakes going on.
[01:00:50.989 --> 01:00:52.711]  Let's have a little bit of sports as well.
[01:00:52.771 --> 01:00:55.413]  We've got a story from the New York Daily News.
[01:00:56.093 --> 01:00:57.715]  Obamacare curveball.
[01:00:58.215 --> 01:01:01.878]  They point out that there was a game last week between the Cubs and the Giants.
[01:01:02.318 --> 01:01:05.280]  They had an epic four and a half hour rain delay, they said.
[01:01:06.101 --> 01:01:10.423]  And the problem was that the ground crew couldn't cover the playing surface before the downpour.
[01:01:10.823 --> 01:01:19.727]  Now it turns out this is actually a story about Obamacare, in reality, because I said earlier in the night, the Cubs management had sent home 10 workers.
[01:01:21.274 --> 01:01:25.958]  That would normally have covered the field so that it wouldn't have been totally trashed by the rain.
[01:01:26.218 --> 01:01:37.428]  They'd sent home 10 workers in part to keep them under the 30-hour-per-week limit so they could avoid paying health benefits under the Affordable Health Care Act.
[01:01:37.828 --> 01:01:38.609]  So there you go.
[01:01:39.089 --> 01:01:44.173]  If you think that it really doesn't matter, if all you want to do is sit there and watch sports, well, you know what?
[01:01:44.594 --> 01:01:47.196]  You're even going to have an effect on your sports.
[01:01:47.236 --> 01:01:48.357]  And of course it is going to affect
[01:01:48.877 --> 01:01:49.277]  Everybody.
[01:01:49.317 --> 01:01:52.018]  It's going to affect a lot of people who are working minimum wage jobs.
[01:01:52.518 --> 01:02:01.560]  Many of these people, rabid Obama supporters, are going to find that they now have to work two jobs because they can't get more than 30 hours from their employer.
[01:02:01.580 --> 01:02:05.581]  That's just one of the adverse effects of Obamacare.
[01:02:05.601 --> 01:02:11.383]  Of course, the worst part of it, in my opinion, is the idea that we've got a president who can
[01:02:12.663 --> 01:02:17.868]  Essentially, by executive order, or a government can go in and make you buy things.
[01:02:18.949 --> 01:02:24.794]  Now we've got Obama talking about using executive orders to push through his amnesty for illegal aliens.
[01:02:26.118 --> 01:02:29.539]  Threatening to do that while the Congress is on vacation.
[01:02:44.964 --> 01:02:53.267]  On the East Coast and you need to take some preparations because 10 seconds isn't going to allow you to do anything in terms of preparing in case the infrastructure goes down.
[01:02:53.727 --> 01:02:58.329]  But we also want to warn you here at InfoWars about other things that are going to immediately affect your health.
[01:02:58.349 --> 01:03:01.850]  This story that was up on Friday came up late on Friday.
[01:03:02.170 --> 01:03:06.452]  A common antibiotic is linked to sudden heart deaths in the UK.
[01:03:07.392 --> 01:03:18.879]  They said a Dutch study found that people who were taking clorithromycin, I think if I'm pronouncing it correctly, were 76% more likely to die than those who were taking penicillin.
[01:03:19.420 --> 01:03:23.903]  And the risk was greater in women who were more than twice as likely to die.
[01:03:24.523 --> 01:03:32.888]  Now, this drug, clarithromycin, is used for respiratory infections, and they say that these were the dosages that are typically prescribed in England.
[01:03:33.668 --> 01:03:35.049]  2.2 milligram dosages.
[01:03:35.129 --> 01:03:42.393]  So, that's something, if you've got anybody that is taking that, you may want to read very carefully the warning labels.
[01:03:42.653 --> 01:03:45.255]  Always read the warning labels and take them seriously.
[01:03:45.315 --> 01:03:50.758]  I know that my mother had a debilitating stroke late in life from an antibiotic that she took.
[01:03:51.298 --> 01:03:55.280]  So, I can certainly understand that this would cause sudden heart deaths.
[01:03:55.920 --> 01:04:08.286]  It was actually, you know, you read these long lists of things or hear them on the commercials from the pharmaceutical companies, the antibiotic that she took caused her to have a massive stroke as a direct result of that.
[01:04:08.686 --> 01:04:11.347]  There's also a story that's up on InfoWars today.
[01:04:11.767 --> 01:04:17.089]  CDC whistleblowers vaccines and autism link may be silenced forever.
[01:04:17.530 --> 01:04:19.731]  We had news breaking last week from
[01:04:21.836 --> 01:04:35.727]  It was a report from John Rappaport and he was talking about how a particular whistleblower who worked for the CDC was about to go public with a link that the CDC knew of between vaccines and autism.
[01:04:35.747 --> 01:04:44.634]  And of course a lot of people have been pointing this out, there's a lot of information about this, but it would be something for actually to have a CDC document.
[01:04:45.194 --> 01:04:49.098]  He actually named the whistleblower, saying it was William W. Thompson, Ph.D.
[01:04:49.698 --> 01:04:55.284]  But now it looks like after he's been fired, it looks like he may also have been silenced.
[01:04:55.504 --> 01:04:57.186]  So you may want to look at that article.
[01:04:57.606 --> 01:04:58.687]  Yet another data point.
[01:04:59.088 --> 01:05:01.390]  And the link between vaccines and autism.
[01:05:01.770 --> 01:05:02.891]  Stay with us, we'll be right back.
[01:05:02.951 --> 01:05:04.193]  We've got some other breaking news.
[01:05:04.653 --> 01:05:08.036]  And we've got Alex Jones and Joe Rogan at the bottom of the hour.
[01:05:08.056 --> 01:05:08.537]  Stay with us.
[01:05:10.683 --> 01:05:17.566]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[01:05:17.946 --> 01:05:25.270]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[01:05:25.850 --> 01:05:30.392]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[01:05:31.392 --> 01:05:36.195]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[01:05:36.755 --> 01:05:39.717]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[01:05:39.837 --> 01:05:44.199]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[01:05:44.480 --> 01:05:49.142]  After I saw such a huge positive change in my husband, I had to try it for myself.
[01:05:49.242 --> 01:05:50.243]  Talk about the effects.
[01:05:50.563 --> 01:05:52.044]  I feel great when I wake up in the morning.
[01:05:52.064 --> 01:05:54.064]  I have drive to go to the gym.
[01:05:54.084 --> 01:05:55.065]  I feel like I look better.
[01:05:55.105 --> 01:05:55.765]  I feel better.
[01:05:55.825 --> 01:05:56.925]  I feel sexier.
[01:05:57.225 --> 01:05:57.626]  I love it.
[01:05:57.846 --> 01:06:00.767]  Even if you don't believe in supplements, take the challenge.
[01:06:00.827 --> 01:06:03.568]  Get a bottle of Super Male, a bottle of Super Female.
[01:06:03.768 --> 01:06:04.808]  Check it out for yourself.
[01:06:04.848 --> 01:06:05.889]  Consult your physician.
[01:06:06.029 --> 01:06:08.209]  Visit InfoWarsLife.com today.
[01:06:08.229 --> 01:06:09.330]  This is life changing.
[01:06:09.930 --> 01:06:16.032]  General, what do you think about the FBI saying that there's a terror alert on Monday about a potential forklift situation?
[01:06:16.052 --> 01:06:19.394]  The police are shoving people, shoving Alex, shoving the crowd.
[01:06:19.494 --> 01:06:21.074]  Here we go, folks, I'm being assaulted!
[01:06:21.094 --> 01:06:27.377]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spear.
[01:06:27.497 --> 01:06:33.379]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking our hands down on the streets?
[01:06:33.559 --> 01:06:37.321]  It's up to us to set brush fires in the minds of men and women everywhere.
[01:06:37.501 --> 01:06:40.402]  And that's what PrisonPlanet.TV is designed to do.
[01:06:40.422 --> 01:06:48.585]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:06:48.846 --> 01:06:50.906]  What we see now is a war against reality.
[01:06:50.946 --> 01:06:51.987]  It's a war against the truth.
[01:06:52.347 --> 01:07:01.116]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[01:07:01.316 --> 01:07:03.738]  Visit InfoWarsNews.com today.
[01:07:03.958 --> 01:07:08.263]  Become a member, share your membership, and help take the info war to the next level.
[01:07:09.764 --> 01:07:10.985]  Another major health threat.
[01:07:11.025 --> 01:07:15.927]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[01:07:15.987 --> 01:07:18.628]  Ohio's governor declaring a state of emergency.
[01:07:18.648 --> 01:07:25.451]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[01:07:25.711 --> 01:07:28.572]  If there's a water emergency, will you be prepared?
[01:07:28.712 --> 01:07:31.614]  Panicked residents forming long lines throughout the day.
[01:07:31.634 --> 01:07:33.655]  We're here at a supermarket in Toledo.
[01:07:33.675 --> 01:07:36.536]  You can see the shelves empty where water once was.
[01:07:36.596 --> 01:07:42.118]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[01:07:42.318 --> 01:07:45.819]  Water which will not be available at your local grocery store.
[01:07:45.839 --> 01:07:48.820]  There's a mad dash on right now to stock up on supplies.
[01:07:48.920 --> 01:07:56.022]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[01:07:56.242 --> 01:07:59.303]  Protect your family's safety during an emergency.
[01:07:59.463 --> 01:08:05.725]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[01:08:05.865 --> 01:08:06.366]  Or call 1-888-253-3139.
[01:08:06.386 --> 01:08:07.748]  He's the T-Rex of political talk.
[01:08:07.768 --> 01:08:13.455]  Alex Jones on the GCN Radio Network.
[01:08:22.751 --> 01:08:23.972]  Welcome back to the Alex Jones Show.
[01:08:23.992 --> 01:08:25.133]  I'm David Knight here in Austin.
[01:08:25.614 --> 01:08:28.056]  We have an interview that's coming up at the bottom of the hour.
[01:08:28.076 --> 01:08:30.458]  Alex Jones will be talking to Joe Rogan.
[01:08:30.478 --> 01:08:31.359]  You don't want to miss that.
[01:08:31.979 --> 01:08:35.022]  Also, we're going to be talking in the third hour to Stan Deo.
[01:08:35.142 --> 01:08:41.447]  We're going to be talking to him about the recent increase in seismic activity essentially all over the Earth.
[01:08:41.788 --> 01:08:45.691]  We had a 6.1 earthquake in California yesterday.
[01:08:45.851 --> 01:08:49.092]  We had a 6.9 earthquake in Peru.
[01:08:49.613 --> 01:08:54.035]  We had Iceland issuing warnings about an imminent volcanic eruption up there.
[01:08:54.055 --> 01:08:56.336]  So we're going to talk to him about what's going on with that.
[01:08:56.376 --> 01:09:00.097]  Of course, there was news about the western drought.
[01:09:00.337 --> 01:09:05.620]  They found researchers at Scripps Institute of Oceanography at the University of California, San Diego.
[01:09:06.420 --> 01:09:13.145]  Found that they could use GPS data to determine the extent of the drought out west, especially in California.
[01:09:13.165 --> 01:09:14.666]  It's reached epic proportions there.
[01:09:15.186 --> 01:09:22.011]  They said that when they have water in the ground, on the surface, of course, they can actually measure.
[01:09:22.051 --> 01:09:23.592]  That's how sensitive the equipment is now.
[01:09:23.632 --> 01:09:28.435]  They can actually measure a difference in the height of the land.
[01:09:28.575 --> 01:09:32.878]  And they said that the absence of it then causes the land to rise up.
[01:09:33.038 --> 01:09:36.945]  They said, on an average, four millimeters across the western states.
[01:09:37.326 --> 01:09:40.631]  They said the Sierra Mountains of California rose over half an inch.
[01:09:41.687 --> 01:09:52.496]  Now they pointed out that based on these findings, they say that the team believes that the water loss due to drought out west exceeds 240 trillion liters of water.
[01:09:53.236 --> 01:10:07.208]  To give you a perspective as to what that is, because nobody can really kind of imagine that, but they point out it's like covering the western half of the United States, the western half of the United States, with a layer of water 10 centimeters deep.
[01:10:07.748 --> 01:10:09.629]  In other words, about four inches.
[01:10:10.770 --> 01:10:18.875]  So that's the amount of water that has disappeared, covering the western half of the United States with about four inches of water.
[01:10:19.636 --> 01:10:26.300]  And so these kinds of fluctuations in the water level are perhaps one of the things that's causing some additional seismic activity.
