[00:00:00.049 --> 00:00:01.613]  The Alex Jones Show.
[00:42:09.534 --> 00:42:12.815]  But does anyone talk about the British colonization?
[00:42:12.835 --> 00:42:14.555]  And I don't mean the British people.
[00:42:15.175 --> 00:42:22.637]  Of that thing, that monarchy and the big banks and the City of London that owns much of our Federal Reserve.
[00:42:23.277 --> 00:42:25.098]  You want to know who wrote Obamacare?
[00:42:25.438 --> 00:42:25.858]  These people.
[00:42:27.008 --> 00:42:28.169]  They want to run our lives.
[00:42:28.409 --> 00:42:31.792]  They want to tell us what we can eat, where we can go, what we can do.
[00:42:31.972 --> 00:42:32.873]  It's the model.
[00:42:33.593 --> 00:42:36.476]  And they're bad news, ladies and gentlemen.
[00:42:36.956 --> 00:42:38.437]  Extremely bad news.
[00:42:42.581 --> 00:42:48.505]  Now, that said, let's go ahead and get into another big con.
[00:42:48.866 --> 00:42:50.467]  Jonathan Gruber.
[00:42:51.348 --> 00:42:52.709]  We've got a whole bunch of these clips.
[00:42:54.107 --> 00:42:55.808]  I wonder which one we should go to first.
[00:42:55.868 --> 00:43:00.332]  Maybe we should go to Gruber saying he's not the architect and an apology.
[00:43:00.352 --> 00:43:18.167]  And then we're going to put a mash-up together for the Nightly News tonight that will air tomorrow on the radio show, where we're going to show where he says he's the architect, where Obama says he's an architect, where Pelosi says he's an architect, where Harry Reid says he's an architect, and then Obama saying he never was the architect, doesn't know him, and then saying how he steals everything from him.
[00:43:18.607 --> 00:43:20.789]  I mean, we're going to really be able to show the fraud here.
[00:43:22.503 --> 00:43:27.624]  Because they want us to just give up and accept the fraud and go, okay, you've been lied to a thousand times, why not a thousand times more?
[00:43:27.664 --> 00:43:33.845]  No, we're going to always celebrate your lies, celebrate trampling you, and showing how pathetic you are.
[00:43:34.125 --> 00:43:35.645]  You want us to just give up and roll over.
[00:43:35.985 --> 00:43:37.526]  This is a death battle, politically.
[00:43:37.706 --> 00:43:38.726]  We're not going to give up.
[00:43:39.906 --> 00:43:40.866]  That's who wins the fight.
[00:43:42.207 --> 00:43:44.687]  Who has the moral authority and who won't give up.
[00:43:45.047 --> 00:43:49.028]  George Washington, for seven years, lost almost every battle, but wouldn't give up.
[00:43:49.713 --> 00:43:50.614]  And won the war.
[00:43:51.215 --> 00:43:53.056]  Perseverance is power.
[00:43:53.597 --> 00:43:54.638]  Never giving in.
[00:43:54.878 --> 00:43:55.919]  Having will.
[00:43:56.319 --> 00:43:58.221]  Setting your will against the globalists.
[00:43:58.442 --> 00:44:07.110]  If you just spiritually ask God to use you as a vessel and set your will against the new world order, your life will change just like that.
[00:44:07.831 --> 00:44:09.072]  It's a free will decision.
[00:44:09.272 --> 00:44:10.553]  You want to know how to fight tyranny?
[00:44:10.653 --> 00:44:11.094]  Ask God.
[00:44:12.950 --> 00:44:15.892]  You want to know how to stand up, how to reclaim your life and your children?
[00:44:16.192 --> 00:44:16.733]  Ask God.
[00:44:17.093 --> 00:44:19.255]  Say, I'm willing to do whatever you direct me to do.
[00:44:19.275 --> 00:44:22.397]  I turn myself over to you via free will!
[00:44:23.638 --> 00:44:24.618]  The world doesn't do that.
[00:44:24.658 --> 00:44:29.322]  The world creeps in and wants to take over your free will and get you to accept it by increment.
[00:44:30.743 --> 00:44:31.863]  Not the God of the universe.
[00:44:31.884 --> 00:44:32.764]  You've got to want it.
[00:44:35.145 --> 00:44:51.456]  Now let's go to Gruber, the arrogant sycophant, the Harvard, you know, tactician, now at MIT, who bragged that, I met behind closed doors, and they said, we can't let the public know it increases prices, and it penalizes healthy people.
[00:44:51.837 --> 00:44:56.920]  And so what we did was, is we deceived them, and then he adopted my plan.
[00:44:56.940 --> 00:44:59.942]  And the other academics look at him, nodding approvingly.
[00:45:00.603 --> 00:45:03.565]  Oh, the technology of lying and being disreputable.
[00:45:03.985 --> 00:45:18.855]  And now they replace old lies with new, as Gruber denies that he's an architect, and apologizes for his hateful arrogance, endangering the foreign bank's attempt to finally break America's back.
[00:45:18.915 --> 00:45:19.415]  Here it is.
[00:45:20.195 --> 00:45:25.399]  I did not draft Governor Romney's health plan, and I was not the architect of President Obama's health care plan.
[00:45:25.899 --> 00:45:46.871]  If he later got indicted by a grand jury, which he may be, for fraud, they'll say, oh, I'm not THE architect, I did not draft it, and they'll come out that there were a bunch of lawyers, like Thomas Jefferson drafted the Constitution and the Declaration of Independence and the Bill of Rights, but by draft it, they had a bunch of people there together, he came up with it after they agreed on the basic architecture.
[00:45:48.532 --> 00:45:52.615]  So, you know, we don't know who the Thomas Jefferson was of this monstrosity.
[00:45:54.520 --> 00:46:00.264]  But Gruber came up with a bunch of the key fake numbers for Congress and how to screwjob people.
[00:46:01.805 --> 00:46:02.585]  And he bragged about it.
[00:46:02.645 --> 00:46:04.567]  So see, that's his lawyer speak right there.
[00:46:04.587 --> 00:46:06.308]  Let's go back to the start.
[00:46:06.888 --> 00:46:10.170]  And here, if you're a radio listener, you gotta see how he looks.
[00:46:10.931 --> 00:46:19.076]  Go to Infowars.com forward slash show to see the little weasel there falling on his sword for bragging in front of the slaves.
[00:46:19.096 --> 00:46:19.457]  Here it is.
[00:46:20.376 --> 00:46:25.781]  I did not draft Governor Romney's health plan, and I was not the architect of President Obama's health care plan.
[00:46:27.403 --> 00:46:32.908]  After the passage of the ACA, I made a series of speeches endeavoring to explain the law's implications for the U.S.
[00:46:32.928 --> 00:46:35.671]  health care system from the perspective of a trained economist.
[00:46:35.691 --> 00:46:36.211]  Let's hit pause.
[00:46:37.012 --> 00:46:45.280]  He gave speeches to Democrat policy wonks and professors on how to declare war and engage in deception and fraud.
[00:46:46.178 --> 00:46:57.181]  You are a general teaching the PhD students and the other professors how to better mob, rape America, and screw over poor people.
[00:46:57.381 --> 00:47:00.102]  Let's just decipher what you just said, you little piece of garbage.
[00:47:00.122 --> 00:47:00.822]  Let's go back to him.
[00:47:01.282 --> 00:47:04.203]  Over the past few weeks, a number of videos have emerged from these appearances.
[00:47:05.083 --> 00:47:11.445]  In excerpts of these videos, I'm shown making a series of glib, thoughtless, and sometimes downright insulting comments.
[00:47:11.465 --> 00:47:11.885]  Let's hit pause.
[00:47:13.749 --> 00:47:14.490]  They weren't glib.
[00:47:15.150 --> 00:47:15.971]  They weren't thoughtless.
[00:47:16.492 --> 00:47:24.439]  You were bragging about how you ran a major campaign against America and successfully shoved a dagger right in our main aorta!
[00:47:26.421 --> 00:47:29.844]  And now they want to fully yank it through and terminate us for good.
[00:47:29.884 --> 00:47:33.167]  We're trying to pull the knife out and get that aorta sutured.
[00:47:34.625 --> 00:47:44.553]  And we're using your evil as a way to get the energy to pull the knife back out and to get in there, and they're fighting to, no, don't pull it out, drag it down through, finish the job!
[00:47:45.013 --> 00:47:46.014]  What did you do, Gruber?
[00:47:46.174 --> 00:47:47.596]  We almost had them chained down!
[00:47:47.796 --> 00:47:50.558]  You torture the enemy once they're chained down, Gruber!
[00:47:50.798 --> 00:47:52.520]  Don't brag until we've got them!
[00:47:52.540 --> 00:47:54.561]  Until we've got their guns, Gruber!
[00:47:55.482 --> 00:47:56.423]  Then we celebrate!
[00:47:58.473 --> 00:47:59.193]  Let's go back to him.
[00:47:59.693 --> 00:48:06.635]  I apologize for the first of these videos earlier, but the ongoing attention paid to these videos has made me realize that a fuller accounting is necessary.
[00:48:08.475 --> 00:48:12.016]  I'd like to begin by apologizing sincerely for the offending comments that I've made.
[00:48:13.236 --> 00:48:17.997]  In some cases, I made uninformed and glib comments about the political process behind health care reform.
[00:48:18.017 --> 00:48:18.917]  Is that his wife behind him?
[00:48:19.337 --> 00:48:22.838]  I'm not an expert on politics, and my totem plot I was, which is wrong.
[00:48:24.118 --> 00:48:28.019]  In other cases, I simply made mean and insulting comments which are uncalled for in any context.
[00:48:29.494 --> 00:48:35.483]  I sincerely apologize for conjecturing with the tone of expertise, and for doing so in such a disparaging fashion.
[00:48:36.684 --> 00:48:41.872]  It's never appropriate to make oneself seem more important or smarter by... That's a favorite word of Weasel's.
[00:48:41.932 --> 00:48:42.392]  I knew better.
[00:48:43.073 --> 00:48:43.534]  I know better.
[00:48:44.352 --> 00:48:45.472]  I'm embarrassed and I'm sorry.
[00:48:45.572 --> 00:48:46.533]  That's enough, that's enough.
[00:48:47.153 --> 00:48:54.235]  Let's play a clip of Obama talking about how wonderful Gruber is and how he has liberally taken from him.
[00:48:54.615 --> 00:48:55.375]  Let's go to that clip.
[00:48:55.715 --> 00:49:01.537]  You've already drawn some of the brightest minds from academia and policy circles.
[00:49:02.057 --> 00:49:04.598]  Many of them I've stolen ideas from liberally.
[00:49:05.738 --> 00:49:09.059]  People ranging from Robert Gordon to Austin Goolsbee.
[00:49:09.739 --> 00:49:19.708]  John Gruber, my dear friend Jim Wallace here, who can talk, I think, who can inform what are sometimes dry policy debates with a prophetic voice.
[00:49:19.728 --> 00:49:24.812]  All right, let's go to the really powerful ones coming up, but Gruber to critics.
[00:49:25.593 --> 00:49:27.535]  I spoke against my expertise.
[00:49:29.048 --> 00:49:40.735]  No, you bragged about, in all these closed door meetings with the President, deciding how to deceive people, and you wrote a report to Congress, so that, you think, by the way, Weasel, do you really think you deceived a bunch of lawyers in Congress?
[00:49:40.995 --> 00:49:46.179]  They needed you to write the fraudulent report, so they could lie to their constituents and act like they didn't know.
[00:49:48.020 --> 00:49:52.683]  You really think you deceived that pack of devils in Congress, you little moron?
[00:49:54.498 --> 00:49:55.199]  You fool!
[00:49:56.040 --> 00:49:59.605]  You were dumb enough to write the fraudulent report for them so they could play stupid!
[00:50:01.407 --> 00:50:02.268]  My question is this.
[00:50:03.149 --> 00:50:09.678]  Sitting here today, what do you say to those people who are trying to eliminate the ACA?
[00:50:10.862 --> 00:50:20.087]  And who are quoting your statements as a reason to repeal health care for millions of Americans and many of our constituents.
[00:50:20.227 --> 00:50:27.290]  The real enemy here is Cummings, who knows full well it's a giant screw job, massively makes blacks even more unemployed, payroll taxes, everything.
[00:50:28.471 --> 00:50:30.552]  He wants to lie and say you're getting some free health care here.
[00:50:31.393 --> 00:50:32.533]  See, that's the real devil.
[00:50:32.573 --> 00:50:35.054]  He's smart enough not to certify some fraudulent report.
[00:50:35.255 --> 00:50:36.155]  He has Gruber do it.
[00:50:36.195 --> 00:50:37.076]  Let's go out to break with Gruber.
[00:50:37.096 --> 00:50:38.796]  People are watching us right now on C-SPAN.
[00:50:38.816 --> 00:50:39.657]  Now what do you say to them?
[00:50:40.612 --> 00:50:49.596]  I would say that I made a series of inexcusable and offensive comments where I conjectured with a tone of expertise to try to make myself seem smarter by demeaning others.
[00:50:49.656 --> 00:50:49.916]  No!
[00:50:50.137 --> 00:50:51.117]  And I apologize for that.
[00:50:51.137 --> 00:50:56.480]  You acted just like Zuckerberg, calling his users dumb effers.
[00:50:57.060 --> 00:51:00.381]  You had a public celebration of your evil.
[00:51:00.422 --> 00:51:07.205]  We're going to go to break, ladies and gentlemen, and come back with more of Herr Gruber falling on his sword.
[00:51:08.041 --> 00:51:10.983]  This hour brought to you by InfidelBodyArmor.com.
[00:51:11.023 --> 00:51:14.745]  When it hits the fan, don't be left without the body armor that will save your life.
[00:51:14.805 --> 00:51:18.307]  With prices starting at just $374.99 and ships free.
[00:51:18.507 --> 00:51:20.888]  Get yours at InfidelBodyArmor.com.
[00:51:20.989 --> 00:51:22.269]  Just won't quit.
[00:51:22.870 --> 00:51:24.951]  Hi, Ted Anderson with Midas Resources.
[00:51:25.191 --> 00:51:29.734]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:29.894 --> 00:51:31.475]  Get our 10 Reasons book free.
[00:51:31.655 --> 00:51:31.955]  Call 800-686-2237.
[00:51:31.975 --> 00:51:32.155]  That's 800-686-2237.
[00:51:38.667 --> 00:51:42.649]  Yes, family and friends are gathering to give gifts and wish health and security.
[00:51:42.869 --> 00:51:47.251]  But why not enhance cell phone and wireless device security all year with Block-It Pocket?
[00:51:47.491 --> 00:51:51.673]  A family-owned, American business, we now have two spectacular holiday specials.
[00:51:51.973 --> 00:51:58.675]  Find them now at our new website, blockitpocket.com or call 888-315-9618.
[00:51:59.496 --> 00:52:01.677]  Hurry, holiday special ends Christmas Day.
[00:52:01.877 --> 00:52:04.778]  Give the gift of security from blockitpocket.com.
[00:52:04.958 --> 00:52:06.959]  Wishing you health, freedom and liberty.
[00:52:07.419 --> 00:52:09.139]  It's very easy to be a criminal.
[00:52:09.359 --> 00:52:12.680]  All you need to burglarize a home is one simple household tool.
[00:52:12.980 --> 00:52:13.980]  A pair of scissors.
[00:52:14.341 --> 00:52:19.842]  If your home security system can be compromised by a criminal using scissors, then you're making it easy for them.
[00:52:20.122 --> 00:52:24.803]  Almost every home security system, even those sold by big-name companies, has a weakness.
[00:52:25.063 --> 00:52:25.883]  The phone line.
[00:52:26.043 --> 00:52:30.964]  You shell out $1,500, get locked into a long-term contract, and think you're safe.
[00:52:31.284 --> 00:52:35.025]  But a burglar can destroy your alarm in seconds with one snip.
[00:52:35.205 --> 00:52:38.089]  And when a burglar cuts your phone line, you're defenseless.
[00:52:38.509 --> 00:52:40.772]  SimpliSafe Home Security is the smarter choice.
[00:52:40.973 --> 00:52:45.178]  Built by Harvard engineers, SimpliSafe uses a wireless connection to call the cops.
[00:52:45.338 --> 00:52:46.220]  Scissors can't cut it.
[00:52:46.420 --> 00:52:48.863]  And that means your home stays safe.
[00:52:48.883 --> 00:52:52.488]  24-7 professional monitoring is under $15 a month with no contract.
[00:52:52.668 --> 00:52:57.029]  SimpliSafe home security keeps you safer than the other guys for half the cost.
[00:52:57.329 --> 00:52:59.210]  Protect your home with the alarm you can trust.
[00:52:59.350 --> 00:53:00.010]  SimpliSafe.
[00:53:00.170 --> 00:53:04.051]  Go to SimpliSafeDefense.com now for an exclusive 10% offer.
[00:53:04.091 --> 00:53:06.312]  That's SimpliSafeDefense.com.
[00:53:06.852 --> 00:53:11.693]  Did you know by age 50, half of all men have an enlarged prostate?
[00:53:12.153 --> 00:53:15.394]  This means more urges to urinate, longer bathroom trips,
[00:53:15.794 --> 00:53:17.134]  Waking at night to urinate.
[00:53:17.435 --> 00:53:18.555]  Or issues with sex.
[00:53:19.035 --> 00:53:20.996]  If this sounds familiar, call us now.
[00:53:21.356 --> 00:53:26.097]  Because we're shipping free bottles of Super Beta Prostate to listeners of this station.
[00:53:26.477 --> 00:53:32.679]  Super Beta Prostate is a non-prescription formula, guaranteed to reduce the symptoms of your enlarged prostate.
[00:53:33.119 --> 00:53:34.199]  It's yours free!
[00:53:34.539 --> 00:53:35.780]  Pay only shipping and handling.
[00:53:36.420 --> 00:53:39.442]  Just call 1-800-852-1820.
[00:53:40.002 --> 00:53:50.189]  In clinical trials, the ingredient in Super Beta Prostate was shown to reduce urges to urinate, improve bladder emptying, reduce waking at night to urinate, and improve quality of life.
[00:53:50.529 --> 00:53:54.392]  This Super Beta Prostate free offer is for listeners of this station.
[00:53:54.772 --> 00:53:55.873]  But it won't last.
[00:53:56.233 --> 00:53:56.774]  Don't wait.
[00:53:57.154 --> 00:53:57.634]  Just call 1-800-852-1820.
[00:53:57.654 --> 00:53:57.894]  That's 1-800-852-1820.
[00:53:57.914 --> 00:53:58.074]  Call 1-800-852-1820.
[00:54:08.128 --> 00:54:08.710]  Uh oh.
[00:54:28.280 --> 00:54:29.120]  We are back live.
[00:54:29.140 --> 00:54:38.505]  By the way, New Year's is coming up, and with the holidays and all the overheating and things that go on, oxy powder, now more than ever, is so essential.
[00:54:39.046 --> 00:54:55.034]  Now, you can do a cleanse and take five to seven tablets a day, at the time released, special type of oxygen that flushes out your intestines, upper and lower, large and small, or you can just take it every couple days, a few tablets, like a lot of people do, and it will have dramatic effects.
[00:54:55.174 --> 00:54:56.895]  Everybody that takes it has dramatic effects.
[00:54:58.769 --> 00:55:05.633]  We have it available from Global Healing Center at the lowest price at InfoWarsStore.com or InfoWarsLife.com.
[00:55:06.134 --> 00:55:07.955]  And we have a lot of it in stock now.
[00:55:08.015 --> 00:55:10.176]  We had been neck and neck almost selling out of it.
[00:55:10.457 --> 00:55:11.317]  So had Dr. Group.
[00:55:11.918 --> 00:55:14.759]  But we now have quite a bit of it in.
[00:55:15.899 --> 00:55:17.480]  And again, that is Oxy Powder.
[00:55:18.520 --> 00:55:27.542]  I wouldn't wait till the New Year to start cleansing, and of course, the guts, the key to the immune system as well, in fullwarslife.com.
[00:55:27.622 --> 00:55:30.023]  And in the New Year, you can do another big cleanse.
[00:55:30.583 --> 00:55:32.884]  On average, you got about three cleanses per bottle.
[00:55:33.404 --> 00:55:38.086]  Rob Dude did it for seven days, and what'd he say, he lost 18 pounds?
[00:55:38.106 --> 00:55:38.746]  17, 18 pounds?
[00:55:39.166 --> 00:55:42.587]  Sometimes it's more dramatic, because it's just all that stuff in your guts.
[00:55:43.857 --> 00:55:45.118]  Infowarslife.com.
[00:55:45.158 --> 00:55:51.082]  It's not a bunch of hardcore herbs that can burn you or feel bad or have other side effects.
[00:55:51.142 --> 00:55:59.168]  It's just a special type of proprietary oxygen that is time-released in the intestines and just scrubs and flushes everything out.
[00:55:59.548 --> 00:56:04.232]  Infowarslife.com or 888-253-3139.
[00:56:04.532 --> 00:56:11.037]  We are sold out of the Secret 12 proprietary vitamin B12, but it looks like we may get some in next week.
[00:56:11.878 --> 00:56:16.684]  In fact, they're finishing it up today, and so you may be able to order that still in time for Christmas.
[00:56:17.245 --> 00:56:22.552]  And your support of the broadcast by purchasing these products obviously funds the entire operation.
[00:56:22.572 --> 00:56:24.855]  888-253-3139 or Infowarslife.com or Infowarsstore.com.
[00:56:30.146 --> 00:56:38.171]  All right, before we go any further, let's just go out to break as we start the next hour looking at the UN Treaty gun grab and more.
[00:56:38.571 --> 00:56:48.458]  We'll also look at the Pacific Partnership and a lot of other unconstitutional power grabs with investigative journalists from the New American Magazine who's going to be joining us.
[00:56:48.938 --> 00:56:50.179]  And we'll also open the phones up.
[00:56:50.199 --> 00:56:54.281]  But first, let's go out with a clip of Gruber doesn't recall past statements.
[00:56:54.542 --> 00:56:56.683]  Here's a little bit of him being grilled this morning.
[00:56:57.003 --> 00:57:01.310]  Mr. Gruber, you believe that your statements were inexcusable insulting, but they do appear to be true.
[00:57:01.390 --> 00:57:07.220]  You're not here recanting today your statements with respect to the tax aspect of Obamacare, are you?
[00:57:08.516 --> 00:57:14.241]  I'm here today to say that any conjectures I made about political... This is not a conjecture, Mr. Gruber.
[00:57:14.421 --> 00:57:20.627]  I mean, conjecture is, I believe it may have been, someone may have been thinking, perhaps they were, perhaps it was.
[00:57:21.047 --> 00:57:22.489]  This is your straight-up statements.
[00:57:22.529 --> 00:57:23.570]  These are not conjecture.
[00:57:23.730 --> 00:57:27.894]  Is it your purpose today to recant Obamacare as a tax?
[00:57:30.430 --> 00:57:38.874]  It is my purpose today to come forward and elaborate and straighten out the interpretation of a series of comments that I made and to apologize.
[00:57:38.914 --> 00:57:39.274]  Excellent.
[00:57:39.294 --> 00:57:40.114]  Let's do that then.
[00:57:40.534 --> 00:57:41.395]  Let's clarify it.
[00:57:41.575 --> 00:57:43.555]  Mr. Gruber, you made these statements, did you not?
[00:57:44.736 --> 00:57:46.957]  If I don't recall exactly, but... You don't recall?
[00:57:46.977 --> 00:57:48.758]  Now, one of them we actually saw on video.
[00:57:48.778 --> 00:57:49.578]  Do you recall that one?
[00:57:49.978 --> 00:57:50.178]  Yeah.
[00:57:50.498 --> 00:57:50.718]  Right.
[00:57:50.818 --> 00:57:51.059]  Okay.
[00:57:52.580 --> 00:58:00.942]  These statements, we'll enter them for the record, and I can't imagine how you don't recall your own statements because the American voter has seen them over and over again as you've called them stupid.
[00:58:01.682 --> 00:58:04.843]  Do you deny making these statements, Mr. Gruber, even though you don't recall them?
[00:58:05.143 --> 00:58:07.424]  Do you deny calling Obamacare a tax?
[00:58:08.264 --> 00:58:10.445]  If you're reading my actual quotes, then I don't deny it.
[00:58:10.705 --> 00:58:12.485]  I don't have... I am reading your actual quotes.
[00:58:12.745 --> 00:58:13.465]  Then I don't deny it.
[00:58:13.545 --> 00:58:15.966]  Okay, so you're not here to recant it or to deny it.
[00:58:17.355 --> 00:58:25.119]  I'm here to explain that a number of those comments were made in a tone of expertise that I don't have when I was talking about politics.
[00:58:25.139 --> 00:58:26.319]  Mr. Gruber, do you know what a tax is?
[00:58:26.459 --> 00:58:29.741]  I mean, you do have, you know, expertise in economics.
[00:58:29.841 --> 00:58:30.601]  Do you know what a tax is?
[00:58:30.842 --> 00:58:31.082]  Yes.
[00:58:31.362 --> 00:58:31.622]  Okay.
[00:58:32.102 --> 00:58:37.365]  So, you would not deny today that in these statements that you made that Obamacare is a tax, would you?
[00:58:38.385 --> 00:58:41.287]  Obamacare is a large piece of legislation with many parts.
[00:58:41.707 --> 00:58:44.308]  We're going to come back, folks, with a second hour straight ahead.
[00:58:44.368 --> 00:58:45.349]  More of this as well.
[00:58:45.629 --> 00:58:46.009]  Stay with us.
[00:58:49.515 --> 00:58:51.458]  Thank you for listening to GCN.
[00:58:52.940 --> 00:58:55.143]  Visit GCNlive.com today.
[00:58:58.644 --> 00:59:03.827]  As the year is coming to a close, we all pause to reflect on what's happened in the past year.
[00:59:04.147 --> 00:59:06.928]  We take a step back and thank God for what we have.
[00:59:07.468 --> 00:59:10.250]  I'm David Hall, founder of Diamond Gusset Jeans.
[00:59:10.510 --> 00:59:16.053]  At Diamond Gusset, we are celebrating the brush fires of liberty that are spreading across this great nation.
[00:59:16.713 --> 00:59:18.714]  Another thing we are celebrating is you.
[00:59:19.174 --> 00:59:24.417]  Without the valued listeners of Alex Jones and our loyal customers, we wouldn't be here today.
[00:59:25.037 --> 00:59:27.819]  We offer a wonderful online shopping experience.
[00:59:28.099 --> 00:59:33.302]  If you receive a pair that doesn't fit, send them back and we'll exchange them at no cost to you.
[00:59:33.782 --> 00:59:42.828]  Beat the shopping rush by visiting us at gusset.com and join our email newsletter to receive some great holiday discounts.
[00:59:43.288 --> 00:59:48.931]  And paying no attention to political correctness, Diamond Gusset wants to wish you all a Merry Christmas.
[00:59:49.471 --> 00:59:55.173]  Thanks for believing in our dream, the original 100% American-made Diamond Gusset jean.
[01:00:00.116 --> 01:00:02.737]  You're listening to the Alex Jones Show.
[01:00:13.840 --> 01:00:18.003]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:18.664 --> 01:00:19.464]  You want answers?
[01:00:20.245 --> 01:00:21.125]  Well, so does he.
[01:00:21.806 --> 01:00:25.389]  He's Alex Jones on the GCN Radio Network.
[01:00:25.989 --> 01:00:30.052]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.415 --> 01:00:36.378]  We're now into hour number two.
[01:00:36.498 --> 01:00:43.448]  Alex Newman, investigative journalist for the New American Magazine, has really dug into what's in the UNIDIR UN Small Arms Treaty.
[01:00:43.928 --> 01:00:47.894]  It goes into effect December 24th and Obama says he'll implement regardless.
[01:00:49.560 --> 01:01:00.803]  Regardless of what Congress does, we're going to look at the executive power grab, the Trans-Pacific Partnership, and a lot more coming up, and open the phones up specifically on the U.N.
[01:01:00.823 --> 01:01:01.404]  gun treaty.
[01:01:01.424 --> 01:01:08.566]  And then Gerald Cilente gives us an exclusive first look at his projections for the major trends of 2015.
[01:01:08.686 --> 01:01:12.367]  Gerald Cilente, the trends forecaster, in the second hour.
[01:01:13.803 --> 01:01:20.125]  Right now, let's go back to some more of this clip from just earlier today with Jonathan Gruber.
[01:01:20.965 --> 01:01:23.685]  Let's just start this at the beginning because it's pretty powerful.
[01:01:24.606 --> 01:01:26.266]  Doesn't recall his statements.
[01:01:26.786 --> 01:01:27.306]  Here it is.
[01:01:29.027 --> 01:01:31.807]  Statements were inexcusable insulting, but they do appear to be true.
[01:01:31.887 --> 01:01:37.909]  You're not here recanting today your statements with respect to the tax aspect of Obamacare, are you?
[01:01:38.993 --> 01:01:44.699]  I'm here today to say that any conjectures I made about political... This is not a conjecture, Mr. Gruber.
[01:01:44.719 --> 01:01:51.105]  I mean, conjecture is, I believe it may have been, someone may have been thinking, perhaps they were, perhaps it was.
[01:01:51.545 --> 01:01:52.986]  This is your straight-up statements.
[01:01:53.027 --> 01:01:54.068]  These are not conjecture.
[01:01:54.228 --> 01:01:58.372]  Is it your purpose today to recant Obamacare as a tax?
[01:02:00.922 --> 01:02:09.346]  It is my purpose today to come forward and elaborate and straighten out the interpretation of a series of comments that I made and to apologize.
[01:02:09.406 --> 01:02:09.766]  Excellent.
[01:02:09.786 --> 01:02:10.586]  Let's do that then.
[01:02:11.026 --> 01:02:11.887]  Let's clarify it.
[01:02:12.067 --> 01:02:14.067]  Mr. Gruber, you made these statements, did you not?
[01:02:15.228 --> 01:02:17.449]  If I don't recall exactly, but... You don't recall?
[01:02:17.469 --> 01:02:19.250]  Now, one of them we actually saw on video.
[01:02:19.270 --> 01:02:20.070]  Do you recall that one?
[01:02:20.470 --> 01:02:20.670]  Yeah.
[01:02:20.990 --> 01:02:21.170]  Right.
[01:02:21.310 --> 01:02:21.591]  Okay.
[01:02:23.078 --> 01:02:31.446]  These statements, we'll enter them for the record, and I can't imagine how you don't recall your own statements because the American voter has seen them over and over again as you've called them stupid.
[01:02:32.167 --> 01:02:35.330]  Do you deny making these statements, Mr. Gruber, even though you don't recall them?
[01:02:35.630 --> 01:02:37.912]  Do you deny calling Obamacare a tax?
[01:02:38.773 --> 01:02:40.955]  If you're reading my actual quotes, then I don't deny it.
[01:02:41.216 --> 01:02:42.997]  I don't have... I am reading your actual quotes.
[01:02:43.238 --> 01:02:43.958]  Then I don't deny it.
[01:02:44.058 --> 01:02:46.461]  Okay, so you're not here to recant it or to deny it.
[01:02:47.850 --> 01:02:55.634]  I'm here to explain that a number of those comments were made in a tone of expertise that I don't have when I was talking about politics.
[01:02:55.654 --> 01:02:56.794]  Mr. Gruber, do you know what a tax is?
[01:02:56.974 --> 01:03:00.216]  I mean, you do have, you know, expertise in economics.
[01:03:00.336 --> 01:03:01.076]  Do you know what a tax is?
[01:03:01.336 --> 01:03:01.556]  Yes.
[01:03:01.856 --> 01:03:02.136]  Okay.
[01:03:02.597 --> 01:03:07.859]  So, you would not deny today that in these statements that you made that Obamacare is a tax, would you?
[01:03:08.879 --> 01:03:11.781]  Obamacare is a large piece of legislation with many parts.
[01:03:12.341 --> 01:03:14.242]  And is one of those parts a tax, Mr. Gruber?
[01:03:15.929 --> 01:03:17.890]  There are some taxes in Obamacare.
[01:03:17.910 --> 01:03:23.111]  Well, the President, as you know, argued that Obamacare was not a tax until it went before the U.S.
[01:03:23.131 --> 01:03:26.012]  Supreme Court as to whether or not Obamacare was a tax.
[01:03:26.052 --> 01:03:32.194]  And then the administration argued that it is a tax in order to be able to save it from being declared unconstitutional.
[01:03:32.754 --> 01:03:35.054]  So I would assume that you agree with the U.S.
[01:03:35.074 --> 01:03:38.695]  Supreme Court that Obamacare provisions include taxes, right?
[01:03:39.696 --> 01:03:40.136]  The U.S.
[01:03:40.156 --> 01:03:43.477]  Supreme Court ruled on a particular provision of Obamacare.
[01:03:43.497 --> 01:03:44.737]  You do not disagree with them, do you?
[01:03:45.535 --> 01:03:45.776]  I'm sorry?
[01:03:46.077 --> 01:03:49.908]  You don't disagree with them that there are elements of Obamacare that constitute tax?
[01:03:51.733 --> 01:03:53.698]  I don't agree with their conclusion about the mandate.
[01:03:55.038 --> 01:03:55.379]  Excellent.
[01:03:55.479 --> 01:03:56.279]  Interesting.
[01:03:56.420 --> 01:03:58.341]  Different than what you said at these hearings.
[01:03:58.361 --> 01:04:01.845]  But now I have a question for you that I'd like you to think back.
[01:04:01.905 --> 01:04:08.452]  You said, I mean, this bill was written in a tortured way to make sure CBO did not score the individual mandate as taxes.
