[00:00:01.510 --> 00:00:02.671]  Coast to coast.
[00:37:16.014 --> 00:37:17.375]  I would be selling all of them.
[00:37:17.475 --> 00:37:19.116]  That's how I do things, okay?
[00:37:19.416 --> 00:37:21.357]  I would sell everything good I could get my hands on.
[00:37:21.897 --> 00:37:28.181]  We sell, like, four different companies of shortwave radios, from super expensive, down to very inexpensive, but not, you know, not junky.
[00:37:29.842 --> 00:37:31.543]  That's all available at infowarrestore.com.
[00:37:32.717 --> 00:37:39.141]  When it comes to supplements, we've got the great longevity supplements at InfoWarsHealth.com, the Beyond Tangy Tangerine, you name it.
[00:37:39.862 --> 00:37:49.408]  But we want to develop truly original things like the proprietary nascent iodine that we quietly believe probably is the only real nascent iodine out there, truly.
[00:37:49.448 --> 00:37:52.990]  We've got tests that we're going to be showing people, both lay tests and scientific very soon.
[00:37:54.110 --> 00:37:58.873]  Also, expanding on that, we have the super male vitality that's so popular.
[00:37:58.893 --> 00:37:59.794]  You've heard the rave reviews.
[00:38:00.154 --> 00:38:02.235]  The super feminine vitality just came out.
[00:38:02.575 --> 00:38:04.316]  We got a limited couple thousand bottles.
[00:38:05.057 --> 00:38:12.741]  They have effectively sold out as of today, but the laboratory knew we would want more without us asking and ran about a thousand more.
[00:38:13.161 --> 00:38:19.705]  Those are being labeled now, so we're not going to take it down and say back order right now, where you can't even get it.
[00:38:20.603 --> 00:38:24.646]  We are saying you better get the Super Feminine Vitality right now if you want it.
[00:38:25.227 --> 00:38:26.047]  It's that popular.
[00:38:26.848 --> 00:38:29.350]  So when that thousand's gone, it'll take a few weeks to get more.
[00:38:29.690 --> 00:38:33.113]  The X2, we had a lot of it made.
[00:38:34.053 --> 00:38:38.056]  Multi-years in the development and testing that Dr. Group was putting together.
[00:38:38.157 --> 00:38:42.620]  And we have the regular Super Nation Iodine Survival Shield as proprietary.
[00:38:42.660 --> 00:38:43.200]  That's excellent.
[00:38:43.581 --> 00:38:44.581]  I believe it's great for kids.
[00:38:44.622 --> 00:38:45.342]  Check with your physician.
[00:38:45.382 --> 00:38:46.063]  It's not as strong.
[00:38:46.123 --> 00:38:46.623]  It's excellent.
[00:38:47.584 --> 00:38:49.785]  I had to build up, even with it, I had a toxic
[00:38:50.706 --> 00:38:53.148]  Detox response that group predicted two weeks.
[00:38:53.189 --> 00:38:59.134]  He said two weeks to a month in and then it was amazing after my skin cleared up Just I never really had bad skin, but all the stuff came out.
[00:38:59.374 --> 00:39:02.858]  I lost a bunch of weight more energy It came at a perfect time in my life.
[00:39:02.898 --> 00:39:06.661]  Well, he said look he told me a year ago He goes don't come out with this and make something even better.
[00:39:06.681 --> 00:39:07.902]  I don't know you take forever.
[00:39:07.922 --> 00:39:09.384]  I want to put this out It's great.
[00:39:09.624 --> 00:39:09.844]  He goes.
[00:39:09.904 --> 00:39:14.809]  Okay, then he came out with the new x2 for us proprietary with us and
[00:39:16.395 --> 00:39:18.357]  And it's bright red.
[00:39:18.537 --> 00:39:25.302]  It's not black or dark brown like the other iodines that you still need, obviously, but aren't as good from our research.
[00:39:26.122 --> 00:39:28.744]  And then you have the other more palatable but weaker
[00:39:29.833 --> 00:39:34.396]  It was stronger than other iodines of the similar type, but weaker compared to some of the, you know, Lugol's type stuff.
[00:39:35.137 --> 00:39:41.802]  This new X2 is bright red, and then it turns bright blue-purple on paper, like five times darker than our other survival shield.
[00:39:42.062 --> 00:39:42.982]  And we're still selling both.
[00:39:43.002 --> 00:39:48.727]  We've discounted the original survival shield an additional $5, and the new survival shield's the same price as the old survival shield.
[00:39:48.747 --> 00:39:51.969]  So, X2, and then of course we have the original X1.
[00:39:52.409 --> 00:39:54.751]  And I don't really see us coming out with any other X's after this.
[00:39:55.491 --> 00:39:57.033]  It's just that it's funding the operation.
[00:39:57.473 --> 00:40:04.180]  At current sales rates, it'll be sold out by the end of the week, and that it may be as much as two months until we get more of it.
[00:40:04.220 --> 00:40:11.768]  We believe it'll be sooner, but again, these purple crystals that nobody else has, the other stuff's out of seaweed, I'm not knocking that.
[00:40:12.108 --> 00:40:16.873]  This is from a mine, purple crystals that eat through the floor like in the movie Alien.
[00:40:17.413 --> 00:40:21.396]  When they're not in this gas form put into the tincture.
[00:40:22.057 --> 00:40:23.337]  That's why it goes right to the blood.
[00:40:23.377 --> 00:40:24.458]  That's why it's so different.
[00:40:25.079 --> 00:40:27.641]  I mean, literally, real iodine is amazing.
[00:40:27.881 --> 00:40:28.921]  That's why it detoxes.
[00:40:28.941 --> 00:40:30.242]  That's why it goes through the body.
[00:40:31.103 --> 00:40:33.125]  It's why they put stuff that blocks it in the water.
[00:40:33.425 --> 00:40:34.405]  Because it's incredible.
[00:40:34.465 --> 00:40:35.927]  I mean, just try it for yourself.
[00:40:36.207 --> 00:40:37.328]  It's fun in the operation.
[00:40:37.568 --> 00:40:38.809]  We appreciate all your support.
[00:40:39.029 --> 00:40:46.094]  But that's how we're able to bring you this information is with revolutionary products like X2 and Super Feminine Vitality and Super Male Vitality.
[00:40:46.374 --> 00:40:46.474]  Yes.
[00:41:01.291 --> 00:41:07.633]  We're just trying to find out exactly what's going on here, but the story doesn't add up and his own members of his unit are saying that.
[00:41:07.653 --> 00:41:09.234]  Staff Sergeant Biggs, you've got a clip you want to play.
[00:41:27.361 --> 00:41:34.045]  Yeah, I wanted everyone to see that clip from his parents talking to the President of the White House on Saturday.
[00:41:34.786 --> 00:41:45.353]  I just want to see what everyone thinks about how he reacts and how he's talking to the President, and listen to his dialect, how he's speaking Pashtun, and how it's so, you know, perfect and just on point.
[00:41:48.274 --> 00:41:54.839]  I'd like to say to Beau right now, who's having trouble speaking English, I'm your father, Beau.
[00:41:58.115 --> 00:42:01.738]  Um, the people of Afghanistan, the same.
[00:42:02.639 --> 00:42:05.301]  Um, Khalifa Al Thani.
[00:42:08.043 --> 00:42:11.866]  I mean, what is, what is he, he's bringing up that Afghanistan again.
[00:42:11.886 --> 00:42:18.031]  I mean, he is, it sounds like his son's been trained to super deep cover for this mission all along to penetrate their network.
[00:42:18.922 --> 00:42:19.642]  Yeah, definitely.
[00:42:19.663 --> 00:42:28.488]  I mean, I think he was in, he had to have been in contact with the Haqqani Network as well to keep up his dialect and to be able to keep speaking that way.
[00:42:28.528 --> 00:42:31.991]  I mean, he had to be doing some negotiations for a long time himself.
[00:42:32.031 --> 00:42:33.151]  I don't know what you know.
[00:42:34.092 --> 00:42:36.734]  And of course, five years your son gone, you would learn how to do this stuff.
[00:42:37.274 --> 00:42:41.697]  But, but I mean, you told me that's one of the hardest languages to understand or speak correctly.
[00:42:41.837 --> 00:42:45.000]  Yeah, I mean, when I was over there, I had to use Rosetta Stone.
[00:42:45.280 --> 00:42:47.922]  And when you're in the Army, they give you a free copy of that.
[00:42:47.942 --> 00:42:50.965]  You're able to go on and learn languages like that.
[00:42:51.005 --> 00:42:55.989]  So when I was over there, I was able to pick it up for a little bit of time, you know, learn how to write a little bit as well.
[00:42:56.229 --> 00:42:59.912]  But once you get back and you don't have anybody to talk to, that goes away really fast.
[00:42:59.972 --> 00:43:06.978]  I mean, I don't know who he's talking to in Idaho to be able to keep that up at all.
[00:43:08.104 --> 00:43:08.584]  Absolutely.
[00:43:08.604 --> 00:43:13.928]  I mean to copy a Texas accent properly, you need to live here years and years and years.
[00:43:14.308 --> 00:43:15.009]  It's the same deal.
[00:43:15.029 --> 00:43:20.593]  I mean, how does he in Idaho speak with a, you're saying that Pashtun accent sounds dead on or close?
[00:43:20.853 --> 00:43:21.814]  It's very close.
[00:43:21.894 --> 00:43:23.215]  I mean, it's not easy.
[00:43:23.255 --> 00:43:33.322]  I mean, I've heard a lot of Americans who are interpreters who learn the language and they don't come off as comfortable and as well versed as he does in that, you know, in that interview with the president.
[00:43:33.542 --> 00:43:35.844]  And he's doing it with the President on national television.
[00:43:35.884 --> 00:43:38.867]  Yeah, smiling, patting each other on the back, you know, having a good old time.
[00:43:40.528 --> 00:43:42.570]  Do we have any callers yet on the board there, Staff Sergeant?
[00:43:43.351 --> 00:43:48.475]  Um, yes, I see... Okay, well, just be ready to go to those after we get Leanne's take on this.
[00:43:48.835 --> 00:43:50.877]  Leanne McAdoo, what is your take on this?
[00:43:50.937 --> 00:43:56.122]  I know you've been researching this the last few days and you have your perspective on it.
[00:43:57.045 --> 00:43:58.987]  Well, it's all kind of throwing me off.
[00:43:59.107 --> 00:44:06.396]  I was celebrating my little brother's graduation when they announced this on Saturday, so I really didn't know who they were even speaking about.
[00:44:06.416 --> 00:44:15.767]  I just saw, you know, the line there, POW had been released, and so I was just kind of watching it, you know, watching Obama, you know, and his
[00:44:16.972 --> 00:44:17.372]  Demeanor.
[00:44:32.879 --> 00:44:46.206]  And then he gets up and he, you can really see in his demeanor, just the way that he was even interacting with Obama, and Obama says, I want the father to speak, and then if the mother has anything to add, you know, we'll let that happen.
[00:44:46.346 --> 00:44:53.910]  And they didn't even listen to him, they did, she spoke, and then he went up and speak, and you could see Obama's face, the way that he reacts to
[00:44:55.231 --> 00:44:55.411]  I think?
[00:45:19.645 --> 00:45:22.087]  Become a sympathizer with him as well?
[00:45:22.227 --> 00:45:25.390]  Or, I mean, clearly, like, he's got the beard and... Well, that is Stockholm Syndrome.
[00:45:25.450 --> 00:45:34.977]  I mean, this could just be Stockholm Syndrome, that more and more people, and Americans are primed for this now, that when they're under an oppressor, they tend to start worshipping the oppressor.
[00:45:35.358 --> 00:45:38.260]  That explains the worship of our big, fat, out-of-control, evil government.
[00:45:38.580 --> 00:45:39.541]  That could be it, too.
[00:45:40.141 --> 00:45:42.223]  It could be he's deep-covered to infiltrate the group.
[00:45:42.623 --> 00:45:43.804]  Well, that was my first instinct.
[00:45:43.824 --> 00:45:45.526]  That was my very first instinct.
[00:45:45.566 --> 00:45:46.787]  That's what you told me Saturday, yeah.
[00:45:47.307 --> 00:45:49.048]  Well, because I didn't know who they were speaking about.
[00:45:49.128 --> 00:45:54.452]  And then I just see him, the man, come out and speak Pashtun and say, you know, thank you so much for everyone that's helped.
[00:45:54.492 --> 00:45:57.033]  And then I was like, man, that guy's deep cover.
[00:45:57.154 --> 00:45:59.455]  That's deep cover right there.
[00:45:59.855 --> 00:46:06.119]  That they're getting his kid out now, who had gone to, you know, such lengths to assimilate into this network.
[00:46:06.620 --> 00:46:08.561]  And then his father as well.
[00:46:08.861 --> 00:46:11.583]  I mean, that's, to me, that's my first instinct.
[00:46:11.623 --> 00:46:14.085]  Well, show that Brett Bard article real quick, if you don't mind.
[00:46:15.100 --> 00:46:20.088]  And it's titled, Did the Obama White House Trade Five Terrorists for Taliban Sympathizer?
[00:46:20.548 --> 00:46:23.292]  And it says, in 2010, the Taliban claimed that Sgt.
[00:46:23.332 --> 00:46:27.819]  Bo Bergdahl had converted to Islam and had taught them bomb-making techniques.
[00:46:28.260 --> 00:46:30.483]  Bergdahl had also changed his name to Abdullah.
[00:46:31.024 --> 00:46:36.208]  You know, this is very comparable to the tell of Sergeant Brody and the Homeland Show on Showtime.
[00:46:36.649 --> 00:46:37.990]  That's what, I'm glad you said that.
[00:46:38.010 --> 00:46:39.631]  I was thinking about that last night and forgotten.
[00:46:39.671 --> 00:46:41.392]  That's the angle we need to look at here.
[00:46:41.673 --> 00:46:47.998]  Because I'm telling you, they have this narrative on all these shows like Homeland and cartoons and everywhere that the vets are going to be the terrorists.
[00:46:48.258 --> 00:46:50.179]  That the vets have all turned to Taliban.
[00:46:50.400 --> 00:46:51.621]  They've all turned to Al-Qaeda.
[00:46:51.801 --> 00:46:54.063]  They're all going to attack you, which is ridiculous.
[00:46:54.323 --> 00:47:00.488]  So they have to manufacture it then in this narrative to make the troops and the Tea Party the new Al-Qaeda.
[00:47:00.988 --> 00:47:09.150]  I've been writing articles for six years about how they were going to claim white Al Qaeda and claim this narrative because we got some of their internal documents that we published, obviously.
[00:47:09.530 --> 00:47:12.251]  And then here we are, you know, saying why we don't trust it.
[00:47:12.851 --> 00:47:18.172]  That's because our subconscious has all this data we've already covered in thousands of shows, and now it's bubbling out.
[00:47:18.532 --> 00:47:20.093]  That's the angle right there, Biggs.
[00:47:20.113 --> 00:47:20.673]  You just hit it.
[00:47:22.528 --> 00:47:23.189]  Right, exactly.
[00:47:23.209 --> 00:47:33.637]  Well, we were speaking, you know, on Saturday just watching this and Biggs is like, well, the real story is the fact that we traded these five terrorists for this one soldier that's going to set an awful precedent.
[00:47:33.678 --> 00:47:39.362]  But less than 24 hours, you know, usually the media would just say, well, Obama says this guy's a hero.
[00:47:39.542 --> 00:47:40.303]  Case closed.
[00:47:40.463 --> 00:47:40.983]  Let's move on.
[00:47:42.004 --> 00:48:04.049]  Less than 24 hours later they are already all these articles with all this backstory saying is this did we just you know rescue this guy who had defected anyway and so they were immediately going with this different story and so I was talking to Biggs like you know we've got the the photos that surfaced of the first white suicide bomber and how this was
[00:48:05.149 --> 00:48:13.033]  Foreign policy, I believe, who's saying that the big fear is that Americans teaming up with Al-Qaeda-affiliated groups will return to the U.S.
[00:48:13.073 --> 00:48:14.674]  to conduct terrorist attacks.
[00:48:15.414 --> 00:48:18.556]  And so now they're kind of pulling in this whole story.
[00:48:20.162 --> 00:48:25.926]  Well, I was talking to my buddy yesterday, Jason Leopold, and the FBI likes to call him the FOIA terrorist.
[00:48:26.007 --> 00:48:28.548]  And, you know, I wanted to throw a few of these things by him as well.
[00:48:28.969 --> 00:48:34.273]  And one of the things he had mentioned was, he's like, he's like, remember that email you got from Hastings?
[00:48:34.453 --> 00:48:37.195]  And he said that the FBI was coming after him and looking for him.
[00:48:37.656 --> 00:48:40.057]  And I go, yeah, he's like, I think this is what it was about.
[00:48:40.117 --> 00:48:41.438]  Because if you remember,
[00:48:42.239 --> 00:48:48.061]  Hastings' last article was America's Last Prisoner of War, and it was about Bo Burgle at the time.
[00:48:48.081 --> 00:48:49.822]  Wait, it's all coming together?
[00:48:50.062 --> 00:48:50.262]  Yeah.
[00:48:50.602 --> 00:48:51.763]  I'd forgotten you'd said that.
[00:48:51.803 --> 00:48:53.263]  You need to get your buddy on the show.
[00:48:53.283 --> 00:48:53.764]  Can you do that?
[00:48:54.504 --> 00:48:54.964]  Possibly.
[00:48:55.304 --> 00:48:57.305]  I'll give him a call again today and see what he can do.
[00:48:57.325 --> 00:48:58.946]  Well, let's do it tomorrow.
[00:48:59.206 --> 00:49:00.786]  Yeah.
[00:49:00.826 --> 00:49:01.767]  Wait a minute, wait a minute.
[00:49:01.787 --> 00:49:02.127]  I forgot.
[00:49:02.387 --> 00:49:04.008]  Hastings did an article about this.
[00:49:04.368 --> 00:49:05.408]  You were just mentioning it.
[00:49:06.048 --> 00:49:06.769]  Oh my gosh.
[00:49:06.969 --> 00:49:08.769]  So what does your buddy think?
[00:49:10.492 --> 00:49:14.794]  I mean, we all think this is connected now, you know, with the death and all that as well.
[00:49:14.894 --> 00:49:24.500]  He honestly thinks that the FBI was after him because of this, you know, and shortly after his death, he says, you know, the FBI released a statement saying we have nothing to do with this.
[00:49:24.820 --> 00:49:32.544]  But after many FOIA attempts and all that, it's come to light that the FBI was looking into him because of his interest in Bo Bergdahl.
[00:49:32.965 --> 00:49:36.887]  And they found it very disturbing, and they called that controversial journalism.
[00:49:38.356 --> 00:49:41.217]  That's right, and you talked about this months ago on the show.
[00:49:41.877 --> 00:49:47.698]  So here we are talking about Bo Bergdahl and this months ago in association with Hastings' death.
[00:49:47.738 --> 00:49:50.939]  And we know the FBI visited his house, or we know the Fed showed up.
[00:49:50.999 --> 00:49:56.561]  We know his wife, who you went to the funeral, who you knew, said that she was mad and upset.
[00:49:56.781 --> 00:50:01.542]  Then she goes on CNN with Piers Morgan and says, everything's wonderful, like a Stepford wife.
[00:50:01.622 --> 00:50:03.443]  I mean, this is really starting to smell.
[00:50:03.983 --> 00:50:04.743]  Coming full circle.
[00:50:05.163 --> 00:50:08.969]  And she was the head assistant to the National Security Council.
[00:50:10.070 --> 00:50:11.873]  I mean, that's the top of the pyramid.
[00:50:11.933 --> 00:50:14.377]  That's the top of the black box government.
[00:50:14.777 --> 00:50:16.680]  I mean, that's who runs Homeland Security.
[00:50:16.921 --> 00:50:18.303]  That's who runs the dictatorship.
[00:50:18.343 --> 00:50:18.663]  That's it.
[00:50:19.480 --> 00:50:20.601]  I mean this whole story stinks.
[00:50:21.061 --> 00:50:22.502]  I don't believe a lick of it.
[00:50:22.882 --> 00:50:29.886]  It's another... Well it's like you said Hastings would be in like bombs and missiles blowing up and huge battles with you and he was just totally relaxed and smiling.
[00:50:30.166 --> 00:50:35.249]  You never saw other journalists that acted like that and you know you've said on record you think Hastings was some type of operative.
[00:50:36.030 --> 00:50:44.354]  I mean he was down in there I mean and another thing that was well though is he thought that you know for a while he thought his wife was almost kind of sent there as a mole too.
[00:50:45.575 --> 00:50:46.536]  Well, of course.
[00:50:46.676 --> 00:50:48.558]  Of course spies are going to have spies on each other.
[00:50:48.638 --> 00:50:49.959]  I mean, this is just out of control.
[00:50:49.979 --> 00:50:51.060]  We're going to go to break.
[00:50:51.080 --> 00:50:54.203]  We're going to come back with your phone calls directly, straight ahead.
[00:50:54.884 --> 00:50:57.787]  We're going to go right to your calls to give your take on this in two segments.
[00:50:58.207 --> 00:51:00.630]  Then we've got another guest coming up and a bunch of other news.
[00:51:00.670 --> 00:51:05.214]  But InfoWars.com and our team is hot on the trail of finding out the truth.
[00:51:05.534 --> 00:51:08.017]  It doesn't add up what Obama is telling us.
[00:51:08.357 --> 00:51:09.258]  I know that's hard to believe.
[00:51:09.278 --> 00:51:09.819]  He would never lie.
[00:51:09.839 --> 00:51:14.343]  This hour of GCN programming is proudly sponsored by BlocketPocket.com.
[00:51:14.704 --> 00:51:17.427]  Enhancing your health and protecting your privacy and data.
[00:51:17.607 --> 00:51:19.008]  BlocketPocket.com.
[00:51:19.249 --> 00:51:21.711]  Use your phone safely and minimize radiation.
[00:51:21.751 --> 00:51:24.174]  Find out how at BlocketPocket.com.
[00:51:24.714 --> 00:51:27.877]  Harvest Right is the world's first in-home freeze-dryer.
[00:51:28.077 --> 00:51:31.380]  Freeze-dry your own fruits, vegetables, meats, and full meals.
[00:51:31.720 --> 00:51:38.906]  With Harvest Right, you can prepare foods that last 25 years, preserving its freshness, nutrition, color, and taste.
[00:51:39.326 --> 00:51:41.227]  All your food can be freeze-dried.
[00:51:41.588 --> 00:51:43.229]  So don't throw away your leftovers.
[00:51:43.449 --> 00:51:47.092]  Freeze-dry them with this incredible in-home money-saving freeze-dryer.
[00:51:47.332 --> 00:51:51.396]  Go to HarvestRight.com to see how the Harvest Right freeze-dryer works.
[00:51:51.736 --> 00:51:53.557]  That's HarvestRight.com.
[00:51:54.338 --> 00:51:57.339]  This is Michael Steger, candidate for Congress in San Francisco.
[00:51:58.059 --> 00:51:59.220]  There's a vote this Tuesday.
[00:52:00.080 --> 00:52:04.581]  If you want to send a message to both political parties and their Wall Street backers, here's your chance.
[00:52:05.221 --> 00:52:07.002]  It's time we impeach Obama.
[00:52:07.642 --> 00:52:09.143]  He's like Dick Cheney, but worse.
[00:52:09.743 --> 00:52:12.284]  Torture, spying, wars, bailouts.
[00:52:12.584 --> 00:52:13.424]  He's a disaster.
[00:52:13.844 --> 00:52:16.125]  He went straight to Wall Street and never turned back.
[00:52:17.188 --> 00:52:21.914]  Next, pass Glass-Steagall just like Franklin Roosevelt, and shut down Wall Street.
[00:52:22.314 --> 00:52:24.256]  It's time to put some bankers in jail.
[00:52:25.097 --> 00:52:34.168]  Then, go back to the policies of John Kennedy, reignite our space program and fusion research, and initiate big projects like water development to end the drought.
[00:52:34.989 --> 00:52:35.710]  You want a future?
[00:52:36.110 --> 00:52:37.652]  You want a nation you can be proud of?
[00:52:38.193 --> 00:52:40.776]  Then it's time to stop complaining and get out and vote.
[00:52:41.277 --> 00:52:42.678]  Tuesday, June 3rd.
[00:52:43.259 --> 00:52:44.040]  It's not about you.
[00:52:44.541 --> 00:52:45.422]  It's about the future.
[00:52:45.802 --> 00:52:47.044]  And now is the time to fight.
[00:52:47.584 --> 00:52:49.767]  This is Michael Steger and I have approved this message.
[00:52:50.248 --> 00:52:52.871]  This message has been paid for by the Michael Steger for Congress campaign.
[00:52:53.706 --> 00:52:56.288]  Hi folks, Alex Jones here with some important information.
[00:52:56.548 --> 00:53:01.410]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[00:53:01.671 --> 00:53:09.555]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[00:53:09.795 --> 00:53:14.098]  Deciding to take action, a company run by Patriots for Patriots was born.
[00:53:14.318 --> 00:53:18.120]  MyPatriotSupply has never taken a loan or accepted outside funding.
[00:53:18.280 --> 00:53:23.984]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:53:24.224 --> 00:53:27.006]  It is rare to find companies who practice what they preach.
[00:53:27.406 --> 00:53:32.610]  And that's why I stock my pantry with high-quality, storable foods from My Patriot Supply.
[00:53:32.770 --> 00:53:40.895]  Go to mypatriotsupply.com forward slash alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:53:40.915 --> 00:53:41.135]  That's 866-229-0927.
[00:53:50.581 --> 00:53:57.826]  This hour of GCN programming is proudly sponsored by BlocketPocket.com.
[00:53:58.006 --> 00:54:02.729]  Protect your privacy and data, and render your phone or device completely undetectable.
[00:54:02.969 --> 00:54:07.052]  Go under the radar when your phone's not in use with BlocketPocket.com.
[00:54:23.468 --> 00:54:24.489]  It is Monday, June 2nd, 2014.
[00:54:24.649 --> 00:54:28.252]  We've got a call from Afghanistan whose line keeps dropping.
[00:54:28.272 --> 00:54:29.113]  Probably a sat phone.
[00:54:29.573 --> 00:54:31.935]  Mark in Afghanistan, Army contractor.
[00:54:32.235 --> 00:54:33.296]  What is your take on this?
[00:54:33.316 --> 00:54:35.678]  Then Chris, Joe, Sean, Billy and others.
[00:54:35.718 --> 00:54:36.279]  You're on the air.
[00:54:36.319 --> 00:54:36.999]  Thanks for calling.
[00:54:37.299 --> 00:54:38.661]  What is your take on this story?
[00:54:40.982 --> 00:54:51.271]  Well, I'm uh... I was talking about this thing with a couple of my friends today and one of the guys actually went to that base that the guy left from.
[00:54:52.049 --> 00:55:01.793]  And the guy, when he was there, the guys that were there, the troops that were there were telling him about how the guy walked up, laid his gear down at the gate and walked out.
[00:55:02.814 --> 00:55:07.376]  So you were wondering about whether this story is actual or not.
[00:55:07.416 --> 00:55:07.676]  Yeah.
[00:55:08.016 --> 00:55:08.236]  Yeah.
[00:55:08.876 --> 00:55:11.057]  Guy walked up, laid his gear down and walked away.
[00:55:11.077 --> 00:55:12.158]  Told him I'm going home.
[00:55:12.958 --> 00:55:17.680]  And then the first sergeant there came up to the guy and said, why did you let him leave?
[00:55:17.740 --> 00:55:19.020]  And they were like, well, he's a grown man.
[00:55:19.040 --> 00:55:20.001]  What are we going to do?
[00:55:20.021 --> 00:55:20.301]  Shoot him?
[00:55:21.209 --> 00:55:21.770]  No, not at all.
[00:55:38.982 --> 00:55:42.643]  Well, I mean, that's what they're saying, people in the unit are saying on CNN.
[00:55:43.244 --> 00:55:45.664]  So, this is blowing up in Obama's face.
[00:55:46.325 --> 00:55:49.426]  Caller, Mark in Afghanistan, what does your gut tell you is going on?
[00:55:49.446 --> 00:55:56.548]  Did your buddies that were at this base, did they have any idea what was really going on, more than just saying that it looked like he went AWOL?
[00:55:58.669 --> 00:56:03.271]  No, it just, this guy just flipped out the way that he done out here, you know.
[00:56:04.366 --> 00:56:07.588]  You have one guy that flipped out and went and shot a bunch of people up.
[00:56:07.608 --> 00:56:09.369]  You have this guy that walked away.
[00:56:09.409 --> 00:56:11.171]  You have people out here capping themselves.
[00:56:11.231 --> 00:56:14.993]  I've heard other... I've heard soldiers talking about other soldiers capping themselves.
[00:56:15.033 --> 00:56:18.075]  You know, they're kind of like, well... Why?
[00:56:18.316 --> 00:56:18.736]  You know?
[00:56:18.856 --> 00:56:26.041]  I mean... You know, some... You know, for the people that have been out... I mean, I've been out doing jobs.
[00:56:26.501 --> 00:56:31.144]  I'm an employee of the military-industrial complex, if you will.
[00:56:31.885 --> 00:56:33.426]  And I've been out where...
[00:56:34.422 --> 00:56:37.945]  I don't know.
[00:56:38.025 --> 00:56:40.867]  I just didn't get rattled like some people do, I guess.
[00:56:40.967 --> 00:56:42.688]  Some people can't handle it.
[00:56:43.989 --> 00:56:47.272]  But why they do what they do, I don't know.
[00:56:47.532 --> 00:56:50.994]  Nobody really... Mark, very, very interesting information.
[00:56:51.034 --> 00:56:51.795]  Thank you so much.
[00:56:51.895 --> 00:56:55.718]  Joe in Connecticut, Army vet, what's your take on this?
[00:56:56.365 --> 00:57:05.489]  Hi Alex, one of the first things that I wondered, I mean I've been following this story since the beginning when he did walk away from the base and soldier flipped out and went crazy.
[00:57:05.509 --> 00:57:09.470]  I was wondering how he got off, but he wasn't captured by the Taliban.
[00:57:09.490 --> 00:57:10.691]  Sergeant Biggs touched on this.
[00:57:11.391 --> 00:57:15.753]  The Taliban wouldn't keep him alive for five years unless he assimilated into them.
[00:57:17.493 --> 00:57:21.695]  They would look at him as the infidel, less than nothing, and immediately dispatch him.
[00:57:21.736 --> 00:57:30.400]  I mean, they wouldn't keep him alive for five years, but I find the timing of it so funny because it just totally takes the heat off the VA scandal and everything else.
[00:57:30.460 --> 00:57:31.400]  Bingo!
[00:57:31.500 --> 00:57:34.161]  It totally changes the subject off of VA.
[00:57:34.822 --> 00:57:37.283]  Oh, man, I tell you, these callers really are putting the pieces together for us.
[00:57:37.303 --> 00:57:42.966]  I mean, one of the things, though, too, when I was in Iraq, I remember watching the video of one of the soldiers having his head sawed off.
[00:57:43.706 --> 00:57:47.028]  I mean, that is a chilling image that will never leave my mind.
[00:57:47.428 --> 00:57:53.171]  And the last thing I would ever do was walk off of a base because I know in the back of my head that I could get my head chopped off.
[00:57:53.211 --> 00:57:57.573]  I know if I fell behind in a, in a ruck march, I could get my head chopped off.
[00:57:57.913 --> 00:58:03.256]  You know, I mean, my cousin was telling me about how off of a base is because, you know, you have nothing to fear.
[00:58:04.016 --> 00:58:09.360]  That's what, that's another scary thing is, he walked off the base and didn't even think, alright I'm gonna get my head chopped off.
[00:58:09.380 --> 00:58:13.304]  The Haqqani Network is known as the Sopranos of Afghanistan.
[00:58:13.744 --> 00:58:15.125]  I mean, these are bad guys.
[00:58:15.145 --> 00:58:21.850]  I was about to say, my cousin was given backup to these medevac helicopters, where there are all these burned kids on the road.
[00:58:22.651 --> 00:58:26.795]  And when they got there, they burned their own kids up and then they came out with bombs to try to blow them up.
[00:58:27.055 --> 00:58:29.837]  But they'd already figured it out and landed their helicopters further away.
[00:58:29.877 --> 00:58:32.960]  But, I mean, that's the total brainwashing we're talking about here.
[00:58:32.980 --> 00:58:34.241]  Amazing.
[00:58:34.281 --> 00:58:35.562]  Thank you, Staff Sergeant Joe Biggs.
[00:58:35.602 --> 00:58:36.723]  Thank you, Joe in Connecticut.
[00:58:37.264 --> 00:58:38.485]  Yeah, this diverts off.
[00:58:39.520 --> 00:58:45.247]  I guess it's the new Malaysian plane story from the VA scandal that was absolutely exposing him.
[00:58:45.267 --> 00:58:48.030]  Chris, Sean, and Billy, your calls are coming up.
[00:58:48.050 --> 00:58:48.471]  Stay with us.
[00:58:49.172 --> 00:58:49.833]  Oh, and then Pchenik.
[00:58:50.133 --> 00:58:51.715]  Pchenik's coming up, folks.
[00:58:51.755 --> 00:58:53.117]  Pchenik wants to chime in.
[00:58:53.137 --> 00:58:55.039]  8 after next hour.
[00:58:55.159 --> 00:58:58.723]  Then we've got other people coming up.
[00:58:59.628 --> 00:59:06.693]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
