[00:00:00.009 --> 00:00:01.754]  Alex Jones Broadcasting Network.
[00:39:58.081 --> 00:40:00.262]  He's been on this one, all because I did go bullhorn him.
[00:40:01.042 --> 00:40:02.283]  All because I did go get arrested.
[00:40:02.303 --> 00:40:05.364]  And you're like, wouldn't he hate me?
[00:40:05.384 --> 00:40:10.747]  He was flipping me off at the time, and lots of people were saying they were going to kick his ass.
[00:40:11.147 --> 00:40:14.469]  It wasn't me saying that, so like any red-blooded guy, he said, oh really?
[00:40:14.509 --> 00:40:17.311]  I'll climb out of this thing after the thing if you think you're going to do that.
[00:40:17.371 --> 00:40:21.333]  And I looked up Geraldo Rivera, he does have a history of being a scrapper in New York.
[00:40:22.603 --> 00:40:24.745]  Arrested for that and other things as a political activist.
[00:40:25.826 --> 00:40:28.828]  But the whole point is that's the animating contest of liberty.
[00:40:29.629 --> 00:40:43.039]  That's what life is all about and I've digressed off into Bush and how I protested him some and got arrested for violating free speech and then Obama does it.
[00:40:43.900 --> 00:40:46.481]  And I have articles, mainstream articles, where Democrats go,
[00:40:47.990 --> 00:40:52.212]  Forget, you know, going after the IRS for targeting the Tea Party and Pro-Life and Christians.
[00:40:52.672 --> 00:40:54.253]  We want you to go after them more.
[00:40:54.733 --> 00:40:55.494]  Get rid of them.
[00:40:55.514 --> 00:40:56.434]  They should be illegal.
[00:40:57.875 --> 00:41:02.157]  Just like the governor of New York said, if you're a Pro-Life or a gun owner, get out of the state.
[00:41:02.237 --> 00:41:03.318]  Quote, you're not welcome here.
[00:41:03.598 --> 00:41:04.939]  You're not what New York is.
[00:41:05.019 --> 00:41:05.639]  We define.
[00:41:06.099 --> 00:41:07.220]  How is that liberal?
[00:41:08.971 --> 00:41:10.891]  Liberalism is about real tolerance.
[00:41:10.951 --> 00:41:12.392]  Liberalism is about live and let live.
[00:41:12.432 --> 00:41:17.293]  Liberalism is about giving you as much of your money and the right to live your life as you see fit.
[00:41:17.853 --> 00:41:19.373]  I'm for drug decriminalization.
[00:41:20.294 --> 00:41:21.534]  I'm for national sovereignty.
[00:41:21.594 --> 00:41:22.754]  I'm for low taxes.
[00:41:25.615 --> 00:41:27.295]  I'm for having a small government.
[00:41:28.155 --> 00:41:29.516]  I'm for having local control.
[00:41:30.436 --> 00:41:32.856]  I'm for having labeling on products so you know what you're eating.
[00:41:33.256 --> 00:41:34.717]  Is that liberal or conservative?
[00:41:34.757 --> 00:41:35.397]  No, that's liberal.
[00:41:36.820 --> 00:41:39.342]  But not in the liberal context of the modern liberal.
[00:41:40.382 --> 00:41:58.713]  These are nothing but moral, high-ground people in a confidence game that are corporate con-artist technicians, whose opposition is a bunch of corrupt, blue-blood, country-club, idiot Republicans, who are owned by the same special interests that are busy destroying our entire future and our civilization, all so they can be king of the hill.
[00:42:03.336 --> 00:42:04.877]  King of a pile of horse manure.
[00:42:07.321 --> 00:42:26.987]  I'd rather be a third of the way down the hill or at the bottom of the hill in a wondrous free market quasi-utopia of adventurism and trailblazing and celebrating femininity, celebrating masculinity, but celebrating all forms of art and culture, the entire spectrum of it.
[00:42:27.387 --> 00:42:30.888]  That's real liberalism, is celebrating humanity.
[00:42:31.923 --> 00:42:43.665]  Not saying it's all screwed up, the government has to tell it what to do, and then the government people are the worst of the worst of the worst kleptocratic, narcissistic, power-tripping scum.
[00:42:48.325 --> 00:42:50.106]  I think Mark Moreno's on at 1230, right?
[00:42:50.546 --> 00:42:53.488]  Yeah, so we'll open the phones up so I can go in at the end of the hour, into the next hour.
[00:42:54.008 --> 00:42:56.869]  I've already thrown a lot of news items, but I want to get your take on all of it.
[00:42:57.410 --> 00:42:59.831]  We're going to do first-time callers again today.
[00:42:59.851 --> 00:43:02.032]  The toll-free number to join us is 800-259-9231.
[00:43:02.052 --> 00:43:02.092]  800-259-9231.
[00:43:02.132 --> 00:43:04.553]  And I'm not trying to sound like Bill Clinton today.
[00:43:04.633 --> 00:43:06.474]  I've got a little bit of a lung infection, a small one.
[00:43:18.513 --> 00:43:30.896]  I think down in the bronchia, right, where the windpipe splits off and it, uh, you know how it is, it scratches and itches and you want to cough, but then that will distract the whole show.
[00:43:31.756 --> 00:43:38.358]  It's kind of like a Lay's potato chip, once you eat one you can't stop, so why start coughing?
[00:43:39.358 --> 00:43:41.999]  But I could do a really good Bill Clinton today with my voice this shot.
[00:43:42.979 --> 00:43:44.279]  Oh, listen, absolutely.
[00:43:44.739 --> 00:43:47.700]  Listen here, I have never lied to anybody in my life.
[00:43:49.121 --> 00:43:53.284]  The reason I keep bringing Bill Clinton back up, regular listeners know we hardly ever talk about Bill Clinton.
[00:43:54.305 --> 00:44:03.052]  But I feel like I'm 22 years old again on talk radio and Bill Clinton is in office and I'm marveling at all the crimes and how he got away with them.
[00:44:03.232 --> 00:44:11.619]  And then like a demonic jack-in-the-box or a new moon that pops up every cycle, we're now faced with the fourth administration.
[00:44:12.800 --> 00:44:13.200]  No, no, no.
[00:44:13.600 --> 00:44:14.661]  The fifth administration.
[00:44:14.681 --> 00:44:16.223]  Because you had Hillary and Bill,
[00:44:17.401 --> 00:44:19.221]  The co-presidency, one and two.
[00:44:19.241 --> 00:44:22.882]  Now you've had two presidencies of Obozo.
[00:44:25.003 --> 00:44:25.663]  Almost two.
[00:44:26.163 --> 00:44:28.024]  You know, one and a half, so that's three and a half.
[00:44:28.644 --> 00:44:33.325]  And then when he leaves and they get Hillary in, that's five Clinton cycles?
[00:44:35.605 --> 00:44:39.907]  I mean, this is really becoming like some North Korean ascension ritual or something.
[00:44:40.627 --> 00:44:45.428]  And so I'm just seeing Hillary everywhere in the news, and then every time I see her, all the crimes pop up in my head.
[00:44:46.886 --> 00:44:48.067]  There's Kurt Nemo's article.
[00:44:48.127 --> 00:44:52.209]  Hillary Clinton's unethical, dishonest behavior should be fair game during presidential race.
[00:44:52.689 --> 00:44:54.450]  Republicans need to begin work now.
[00:44:54.490 --> 00:44:55.191]  I'm taking her down.
[00:44:55.631 --> 00:44:57.712]  And here is a bounty of ammo for the job.
[00:44:58.333 --> 00:45:07.798]  Yeah, but as long as you step and fetch and go along with these crooks, they won't set you up when they get back in power with the IRS or their hit teams or whatever.
[00:45:08.438 --> 00:45:09.359]  I'm on their enemies list.
[00:45:09.399 --> 00:45:09.699]  I know that.
[00:45:09.759 --> 00:45:10.459]  It's come out in the news.
[00:45:11.460 --> 00:45:12.982]  But we're all on their enemies list.
[00:45:13.002 --> 00:45:14.804]  You don't get anywhere going along with these people.
[00:45:15.325 --> 00:45:18.849]  But the Republican leadership again are paid for by the very same special interests in many cases.
[00:45:19.390 --> 00:45:21.012]  And so they won't go after her.
[00:45:21.312 --> 00:45:29.643]  They will let them sit there and persecute anybody who is right of Stalin using their political paradigm.
[00:45:31.067 --> 00:45:39.573]  I mean, all I want is to not have you shut down all the power plants, and shut down all the factories we've got left, and totally gut the country so we can live under your hellish rule.
[00:45:39.953 --> 00:45:42.615]  I mean, you people really want misery and evil.
[00:45:43.436 --> 00:45:44.256]  You're a plague!
[00:45:47.659 --> 00:45:54.124]  I think I kind of think about the Democrats as like I think about... I don't know, maybe...
[00:45:55.410 --> 00:45:56.651]  Glaucoma or something.
[00:45:57.052 --> 00:45:58.012]  It's not even a hatred.
[00:45:58.052 --> 00:46:00.995]  It's like a disease you're scared of and went out of your life.
[00:46:02.156 --> 00:46:05.739]  That family that has glaucoma, you know, basically gone pretty much blind from it.
[00:46:08.542 --> 00:46:09.182]  And that's what it's like.
[00:46:09.202 --> 00:46:10.263]  They're spiritually blind.
[00:46:10.283 --> 00:46:11.224]  They're like a disease.
[00:46:11.244 --> 00:46:11.745]  It's just like...
[00:46:12.642 --> 00:46:16.325]  You know, oh, Katie bar the door, may that day not come.
[00:46:16.365 --> 00:46:18.826]  And it's just like, it just keeps coming and coming and coming.
[00:46:19.066 --> 00:46:21.268]  I mean, I'm looking at a photo of Michelle Obama right now.
[00:46:22.049 --> 00:46:26.712]  She is so flamingly evil and hateful and demonic looking.
[00:46:26.732 --> 00:46:34.077]  I mean, she just looks like an evil vampire in a movie.
[00:46:34.917 --> 00:46:38.260]  And I've got to hear how beautiful she is every day and walk to the grocery store.
[00:46:38.600 --> 00:46:41.202]  She's in all the women's mags and I'm just so sick of it.
[00:46:42.449 --> 00:46:44.552]  Now you put snakes on her head, man, it's Medusa!
[00:46:46.315 --> 00:46:51.964]  And I don't just go off of how she looks, it's just like... That's what I'm telling you, it's like Gerald Salente says, politics is, uh...
[00:46:52.930 --> 00:46:54.691]  Showbiz for ugly people, and that's what it is.
[00:46:55.411 --> 00:47:08.757]  It's these ugly, culturally ugly people, spiritually ugly people, politically ugly people, who I know are crooks who want to bankrupt the country in their own words and take over society, and I can't get them out of my life.
[00:47:09.137 --> 00:47:10.898]  You know, I can tune into what I want to tune into.
[00:47:10.918 --> 00:47:13.219]  Most of the time I can go watch movies I want to watch.
[00:47:13.779 --> 00:47:17.681]  I can read what I want to read, but I've got to cover politics, so I remain somewhat free.
[00:47:18.661 --> 00:47:24.044]  So I'm forced, in this contest, to know about these people.
[00:47:28.446 --> 00:47:28.927]  Unbelievable.
[00:47:29.307 --> 00:47:31.728]  Alright, you know, I'm ranting and there's news to cover and I apologize.
[00:47:32.208 --> 00:47:33.389]  I've been digressing here today.
[00:47:35.050 --> 00:47:37.131]  Let's just start where I said I would start.
[00:47:39.218 --> 00:47:43.781]  Lay his groundwork, and confiscate your 401k and your IRA.
[00:47:43.861 --> 00:47:45.522]  This is happening, is the quote.
[00:47:46.082 --> 00:47:49.324]  That's from Max Slavo up on Infowars.com.
[00:47:51.185 --> 00:47:55.988]  He does a great job boiling down a Zero Hedge article out of a Reuters story.
[00:47:57.910 --> 00:48:02.953]  And it says, as noted by Zero Hedge, there's no longer turning exclusively to central bankers.
[00:48:04.309 --> 00:48:29.467]  So let me print money as needed because last year's bank bail-in forced the confiscation of funds from an average depositors of 40% I should add working as well in Cyprus as EU regulators and bankers have determined that they'll use a similar method to fund the future endeavors and they go on and I've been telling you this forever because they've done this in every other third world country and the globalists when they leaked the documents in 2002 and Joe Stiglitz went public, head economist at the World Bank
[00:48:31.249 --> 00:48:39.636]  That there's a plan to do this to the Western world to then make us politically bankrupt and financially bankrupt for good.
[00:48:40.077 --> 00:48:44.841]  And now they're moving with the bank regulations, everything for that and the conditioning.
[00:48:45.641 --> 00:48:50.105]  And we as a society need to say no to them actually taking
[00:48:52.791 --> 00:48:56.813]  Money out of your 401k or out of your IRA or out of your bank account.
[00:48:57.273 --> 00:49:01.835]  And as I always told you, to quote, stabilize the system and keep it safe.
[00:49:02.616 --> 00:49:05.157]  And they take it and then they take 20-30% up front.
[00:49:05.177 --> 00:49:07.078]  They go, but we stabilized it.
[00:49:07.738 --> 00:49:09.019]  And then they'll run the market back up.
[00:49:09.059 --> 00:49:10.119]  It'll go back up a little bit.
[00:49:10.580 --> 00:49:11.860]  And so now the precedent's set.
[00:49:12.641 --> 00:49:16.102]  Then over the next decade, this is how it's been done in every third world country, they take everything.
[00:49:18.043 --> 00:49:19.504]  And you're just happy to be getting something.
[00:49:21.052 --> 00:49:24.954]  And the reason I knew exactly what they would do is they've done this hundreds of times.
[00:49:26.134 --> 00:49:30.616]  Sometimes four, five, six times the last hundred years per third world country they control.
[00:49:31.356 --> 00:49:34.697]  So this will happen if we don't say no.
[00:49:35.117 --> 00:49:38.679]  That's what the armored vehicles, the machine guns, the helicopters, the data mining are.
[00:49:40.280 --> 00:49:43.561]  That if you try to get in the way of this, they're going to arrest you and say you're a terrorist.
[00:49:44.383 --> 00:49:46.484]  Well, I mean, come on, police and military, everybody.
[00:49:47.124 --> 00:49:48.745]  We all know who the real terrorists are.
[00:49:49.485 --> 00:49:49.805]  Okay?
[00:49:49.845 --> 00:49:52.686]  We know who openly says they want to bankrupt us to make us controlled by them.
[00:49:54.467 --> 00:50:01.650]  If you're in the system and you serve this, it's like helping the Soviets take over Poland or the Ukraine or the Czech Republic.
[00:50:01.710 --> 00:50:05.752]  I mean, you're really on the bad guy team.
[00:50:06.817 --> 00:50:09.418]  There's a lot of propaganda, you know, out there saying you're good guys.
[00:50:09.438 --> 00:50:11.580]  There's a lot of missions you do that are good missions.
[00:50:12.340 --> 00:50:13.040]  But it doesn't matter.
[00:50:13.120 --> 00:50:14.901]  You still are working for bad people.
[00:50:15.422 --> 00:50:18.403]  And look, I'm talking about everybody from the bureaucracy, you name it.
[00:50:19.624 --> 00:50:28.929]  When I pay the fake taxes of the IRS, knowing they're a mafia that could literally break my legs because I want to be able to choose my battles and keep getting the word out, I know I'm contributing to our destruction as well.
[00:50:29.129 --> 00:50:31.230]  I'm not judging you police that stay in the corrupt system.
[00:50:31.891 --> 00:50:35.653]  Quite frankly, I hope good cops stay in and can put up with it so there can be some good people in there down the road.
[00:50:37.145 --> 00:50:38.567]  But, I mean, let's just all admit it.
[00:50:38.587 --> 00:50:40.230]  We're all contributing to our own destruction.
[00:50:40.851 --> 00:50:41.332]  Listen to this.
[00:50:41.552 --> 00:50:42.414]  This is on a Reuters.
[00:50:43.435 --> 00:50:44.056]  In a nutshell...
[00:50:45.600 --> 00:50:55.684]  Reuters reports the savings of the European Union's 500 million citizens could be used to fund long-term investments to boost the economy and help plug the gap left by banks since the financial crisis.
[00:50:55.704 --> 00:50:57.145]  See, the banks create it, they get your money.
[00:50:57.865 --> 00:51:08.309]  And it goes on, the solution is not just in Europe, but here, to mobilize more personal pension savings for long-term financing, the document said, from the EU, and the Federal Reserve concurs.
[00:51:09.192 --> 00:51:12.833]  You've been hearing about the amazing benefits of Heart and Body Extract for many years.
[00:51:13.214 --> 00:51:14.554]  Now, hear from the co-founder.
[00:51:14.594 --> 00:51:18.155]  My name is Tony Knudson and I am the co-founder of Heart and Body Extract.
[00:51:18.195 --> 00:51:20.316]  We've been in business for over 13 years now.
[00:51:20.396 --> 00:51:25.758]  With thousands of satisfied customers who have experienced the amazing benefits but never experienced a price hike.
[00:51:25.798 --> 00:51:30.640]  We've kept consistent pricing the whole entire time the company's been in business and will continue to do so.
[00:51:30.660 --> 00:51:33.481]  Call today for Heart and Body Extract 866-295-5305 or visit HBExtract.com.
[00:51:39.969 --> 00:51:41.370]  My name is Jessica Armand.
[00:51:41.490 --> 00:51:44.172]  I'm an activist, a GCN listener, and mother of three.
[00:51:44.332 --> 00:51:48.995]  Our drinking water and food are filled with fluoride and other contaminants that harm our teeth and gums.
[00:51:49.176 --> 00:51:54.359]  To protect my family, I created My Magic Mud, an all-natural teeth whitening and strengthening remedy.
[00:51:54.499 --> 00:52:01.084]  My Magic Mud is a soft powder that polishes your teeth, reduces sensitivity, and removes harmful toxins from deep inside your mouth.
[00:52:01.224 --> 00:52:03.146]  You deserve a bright, healthy smile.
[00:52:03.206 --> 00:52:05.647]  Visit MyMagicMud.com and get yours today.
[00:52:05.747 --> 00:52:07.609]  That's MyMagicMud.com.
[00:52:09.031 --> 00:52:10.672]  Introducing Pro-1.
[00:52:10.932 --> 00:52:14.434]  All of your filtration in one system, portable, on-the-go.
[00:52:14.574 --> 00:52:18.977]  No more do you have two or three filters to just reduce sodium fluoride.
[00:52:19.137 --> 00:52:25.101]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[00:52:25.221 --> 00:52:36.007]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter element.
[00:52:36.207 --> 00:52:38.888]  It is the only one that does it and out of the gates!
[00:52:39.068 --> 00:52:42.530]  We have it discounted at 10% off with promo code WATER.
[00:52:42.710 --> 00:52:59.658]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:52:59.998 --> 00:53:05.330]  Get your Pro-Pure with the new Pro-1 filters today at infowarstore.com or by calling 888-253-3139.
[00:53:09.212 --> 00:53:14.276]  To thank you for being a loyal listener, we have a limited time freebie offer for you.
[00:53:14.957 --> 00:53:22.523]  Claim your free heirloom tomato seeds, just pay shipping, right now at 123freeseeds.com.
[00:53:23.284 --> 00:53:25.146]  These aren't ordinary seeds.
[00:53:25.606 --> 00:53:34.454]  These are heirloom, non-genetically modified, super seeds that are open pollinated and can be grown, harvested, and replanted endlessly.
[00:53:35.094 --> 00:53:40.197]  These survival seeds are actually more valuable than gold in a crisis.
[00:53:41.057 --> 00:53:53.043]  Go to 123freeseeds.com and you can get an airtight storage packet of 150 super seeds free while supplies last to say thank you for being a loyal listener.
[00:53:53.723 --> 00:53:55.324]  First come, first served.
[00:53:55.724 --> 00:53:56.624]  Just cover shipping.
[00:53:57.265 --> 00:54:03.568]  Go to 123freeseeds.com now to see if your free heirloom seeds are still available.
[00:54:03.968 --> 00:54:07.290]  That's 123 Free Seeds dot com.
[00:54:10.092 --> 00:54:12.833]  Crashing through the lies and disinformation.
[00:54:12.853 --> 00:54:16.696]  It's Alex Jones, only on the GCN Radio Network.
[00:54:45.643 --> 00:54:47.145]  Thank you for joining us, ladies and gentlemen.
[00:54:47.185 --> 00:54:52.871]  I was busy printing off this article, almost didn't make it in the chair in time, before the bumper ended.
[00:54:53.011 --> 00:54:53.472]  Expert!
[00:54:54.232 --> 00:54:59.738]  Iran ships a dry run for later nuclear EMP attack to humiliate Obama.
[00:55:00.960 --> 00:55:05.284]  Again, I've been anti-Iran war, folks, but Iran, after all these peace overtures,
[00:55:06.814 --> 00:55:11.055]  is really trying to stir stuff up with video showing Tel Aviv being attacked, U.S.
[00:55:11.135 --> 00:55:24.877]  aircraft carriers being attacked, their chairman joint chief saying that they have the power with sleeper teams to wreak havoc all over the West in non-conventional warfare, and says the U.S.
[00:55:24.897 --> 00:55:25.577]  doesn't know that.
[00:55:25.637 --> 00:55:27.258]  I mean, give me a break!
[00:55:28.458 --> 00:55:34.919]  The U.S., the people running this country, wrote the book on evil and double-twisted quadruple crossing.
[00:55:36.004 --> 00:55:38.865]  That's why they put the Mulas in power in 79.
[00:55:38.925 --> 00:55:39.345]  Look it up.
[00:55:39.705 --> 00:55:41.026]  It's been partially declassified.
[00:55:42.647 --> 00:55:47.709]  Criminal elements of lesser governments kicked the Shaw out and put the Mulas in there.
[00:55:48.249 --> 00:55:49.689]  And I'm not saying they run them.
[00:55:51.370 --> 00:55:53.351]  I'm saying they're making deals with them.
[00:55:53.471 --> 00:55:56.432]  I guarantee you that they've got to now play the part of the devil.
[00:55:57.751 --> 00:56:00.533]  And it's very sophisticated what's going on.
[00:56:01.153 --> 00:56:07.676]  Or they think with the peace overtures that the West is weak and are pushing it with megalomania, really asking for it.
[00:56:07.737 --> 00:56:09.978]  And more and more I think that might be it, actually.
[00:56:11.298 --> 00:56:12.059]  That might be it.
[00:56:12.639 --> 00:56:17.242]  Like Hitler, you know, he's already losing against the West, so he turns into Russia with Operation Barbarossa.
[00:56:18.291 --> 00:56:20.172]  I mean, Napoleon Bonaparte did the same thing.
[00:56:20.832 --> 00:56:22.653]  So maybe it is just the mania.
[00:56:22.673 --> 00:56:26.135]  Because, you know, I look at the globalists, they're losing on many fronts right now.
[00:56:27.195 --> 00:56:30.196]  They've been winning so long they were ahead of us, but we're gaining quickly.
[00:56:30.697 --> 00:56:31.657]  Free humanity is.
[00:56:32.578 --> 00:56:35.019]  And I look at how they act all crazy and full of arrogance.
[00:56:36.059 --> 00:56:38.040]  The Iranians just may be out of their minds.
[00:56:40.161 --> 00:56:46.204]  So if the Iranians continue to act like this, I'm going to wash my hands, because I've really tried to stop war over there.
[00:56:47.441 --> 00:56:53.964]  I've tried to stop the attack on Syria and it's come out in the London Telegraph that InfoWars.com is used by talking points by Assad.
[00:56:54.764 --> 00:56:57.586]  I'm not bragging, it's almost embarrassing, but the truth is the truth.
[00:56:57.926 --> 00:57:02.508]  We understand the politics to the level of that these governments are actually looking at what we say.
[00:57:02.528 --> 00:57:03.748]  I know the Iranians listen to me.
[00:57:04.129 --> 00:57:05.949]  They invite me on their state-run TV every day.
[00:57:05.989 --> 00:57:09.351]  I say no because I'm busy and, you know, just quite frankly, I just can't handle it.
[00:57:10.531 --> 00:57:12.192]  And now, you know what?
[00:57:12.372 --> 00:57:13.473]  I want to go on press TV.
[00:57:13.773 --> 00:57:14.433]  You want me to come on?
[00:57:14.453 --> 00:57:15.454]  I'll tell you what I think about this.
[00:57:16.474 --> 00:57:19.436]  Because I go and I look this stuff up, and this is not Israeli propaganda.
[00:57:22.939 --> 00:57:37.431]  I've seen Israeli propaganda when the last president of Iran would make statements like, you know, we need to wipe the Zionist regime off the political map, and they would translate it to, we need to blow Israel up.
[00:57:37.751 --> 00:57:39.032]  Didn't exactly say that.
[00:57:40.390 --> 00:57:41.331]  Trying to get war going.
[00:57:41.731 --> 00:57:42.792]  And it's not just like Israel.
[00:57:43.153 --> 00:57:45.435]  I looked at the way the breaks are here.
[00:57:45.915 --> 00:57:47.837]  Like in a pool game, this is not good for anybody.
[00:57:48.497 --> 00:57:50.299]  That's why our Joint Chiefs didn't want a war with Iran.
[00:57:50.599 --> 00:57:52.881]  It doesn't have good outcomes for anybody.
[00:57:52.902 --> 00:57:54.303]  It just goes from bad to worse.
[00:57:55.063 --> 00:57:59.488]  And then I look at their Supreme Commander saying they've got sleeper cells and America's dumb.
[00:58:00.428 --> 00:58:02.811]  Look, the globalists pray you release sleeper cells.
[00:58:03.865 --> 00:58:16.827]  They're going to be able to take over the entire system and get rid of all our liberties and concentrate the economy in their criminal hands if you people think America backed off because they're weak and then you go start something, idiots.
[00:58:17.487 --> 00:58:17.847]  You are.
[00:58:17.907 --> 00:58:18.548]  You're idiots.
[00:58:19.448 --> 00:58:24.429]  You're either playing a double game with the New World Order with this rhetoric or you've gone megalomaniac.
[00:58:26.389 --> 00:58:29.970]  All I care about is stability in the future and rule of law.
[00:58:30.710 --> 00:58:32.410]  I want to have grandkids, you morons.
[00:58:34.417 --> 00:58:38.401]  Let me tell you, Iran, since they got this peace deal, have been acting like absolute crazy people.
[00:58:39.982 --> 00:58:40.322]  Whatever.
[00:58:40.342 --> 00:58:42.224]  That's just very upsetting, ladies and gentlemen.
[00:58:42.304 --> 00:58:43.005]  Very upsetting.
[00:58:44.246 --> 00:58:44.966]  We'll be right back.
[00:58:45.127 --> 00:58:47.228]  Infowars.com, PrisonPlanet.tv.
[00:58:49.731 --> 00:58:53.114]  Thank you for listening to GCN.
[00:58:53.154 --> 00:58:55.176]  Visit GCNlive.com today.
[00:58:58.979 --> 00:59:04.561]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:59:04.781 --> 00:59:12.003]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:59:12.143 --> 00:59:15.344]  Radioactive contamination is now in most of the food supply.
[00:59:15.504 --> 00:59:17.285]  There's only two ways to avoid this.
[00:59:17.545 --> 00:59:22.107]  Move south of the equator or properly protect your thyroid with nascent iodine.
[00:59:22.207 --> 00:59:24.948]  Looking to protect my family, I've done deep research.
[00:59:25.108 --> 00:59:30.890]  Nascent iodine is the purest, cleanest, absolute best form of iodine to protect yourself and your family.
[00:59:31.050 --> 00:59:34.533]  It's made right here in the USA completely non-GMO.
[00:59:34.733 --> 00:59:43.040]  I searched out the best quality and now have developed a double strength form of nascent iodine exclusively available at InfoWarsLife.com.
[00:59:43.220 --> 00:59:49.085]  Nascent iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:59:49.205 --> 00:59:51.187]  Survival Shield Nascent Iodine.
[00:59:51.367 --> 00:59:56.171]  Secure your super high quality nascent iodine today at InfoWarsLife.com.
[00:59:56.251 --> 00:59:58.252]  That's InfoWarsLife.com.
[01:00:01.946 --> 01:00:03.887]  Waging war on corruption.
[01:00:04.347 --> 01:00:07.268]  Alex Jones on the GCN Radio Network.
[01:00:13.851 --> 01:00:14.491]  Big Brother.
[01:00:15.172 --> 01:00:16.192]  Mainstream media.
[01:00:16.932 --> 01:00:18.053]  Government cover-ups.
[01:00:18.693 --> 01:00:19.493]  You want answers?
[01:00:20.274 --> 01:00:21.174]  Well, so does he.
[01:00:21.814 --> 01:00:25.436]  He's Alex Jones on the GCN Radio Network.
[01:00:26.016 --> 01:00:30.058]  And now, live from Austin, Texas, Alex Jones.
[01:00:31.505 --> 01:00:35.509]  Coming up, I'm going to decode some very cryptic babblings of Joe Biden.
[01:00:36.209 --> 01:00:37.891]  I just saw on C-SPAN a few minutes ago.
[01:00:38.431 --> 01:00:39.332]  I've not seen it on the news.
[01:00:39.972 --> 01:00:41.934]  Nancy Pelosi says, hey, who wants to get married?
[01:00:42.014 --> 01:00:42.615]  Don't get married.
[01:00:43.275 --> 01:00:44.276]  Give those kids to the state.
[01:00:45.637 --> 01:00:51.683]  Coming up, Mark Moreno, CBS expert, says extreme cold caused by excess heat.
[01:00:52.503 --> 01:00:56.387]  By the way, here's the Climate Depot article that I want posted in full on Infowars.com, guys.
[01:00:57.347 --> 01:00:58.889]  CBS features Futurist.
[01:01:00.077 --> 01:01:00.817]  Hello Alex, how are you doing?
[01:01:00.857 --> 01:01:01.577]  I'm alright.
[01:01:27.245 --> 01:01:29.426]  I'm calling about the Steve Stockman campaign.
[01:01:29.446 --> 01:01:30.847]  We've got to defeat Corrin.
[01:01:30.887 --> 01:01:32.227]  Corrin funded Obamacare.
[01:01:32.247 --> 01:01:41.412]  He also voted this week, along with the trader Mitch McConnell, to give unlimited spending to Obama for the next year, through 2015, raising the debt ceiling.
[01:01:41.432 --> 01:01:43.273]  We have to defeat who?
[01:01:43.293 --> 01:01:46.574]  We need to defeat John Corrin.
[01:01:46.594 --> 01:01:49.315]  Oh, you're talking about Senator Corrin, yes.
[01:01:49.856 --> 01:01:52.357]  Yes, Senator Corrin, basically.
[01:01:52.990 --> 01:01:56.694]  He needs to be defeated here in the March 4th primary.
[01:01:57.014 --> 01:01:58.176]  Republican primary.
[01:01:59.017 --> 01:02:00.198]  He has these ads going.
[01:02:00.218 --> 01:02:02.961]  He goes, I have guns, you have guns.
[01:02:03.502 --> 01:02:04.563]  We like guns.
[01:02:04.643 --> 01:02:05.324]  Vote for me.
[01:02:05.784 --> 01:02:07.106]  No, he's definitely a rhino.
[01:02:08.107 --> 01:02:12.692]  And who would you like to see in there other than John Cornyn?
[01:02:13.715 --> 01:02:14.696]  Steve Stockman.
[01:02:14.716 --> 01:02:18.018]  Steve Stockman currently is a congressman from Texas.
[01:02:18.138 --> 01:02:19.699]  He has never voted to raise the debt ceiling.
[01:02:45.267 --> 01:02:46.307]  I guess I must be.
[01:02:46.507 --> 01:02:48.368]  Yeah, you don't laugh at our Lord and Savior.
[01:02:48.828 --> 01:02:51.869]  Again, I'm not blasphemous, but that's what Jamie Foxx calls him.
[01:02:52.469 --> 01:02:53.669]  So, I appreciate your call.
[01:02:54.150 --> 01:02:55.470]  Yeah, we've got to get rid of John Cornyn.
[01:02:55.490 --> 01:03:04.332]  Get rid of all the Republican neocons that are saying, be nice Tea Party, be nice Libertarians, while they try to raise record money with the Democrats to beat the Tea Party.
[01:03:06.233 --> 01:03:08.033]  Let's go to Bill in Wisconsin.
[01:03:08.053 --> 01:03:08.614]  You're on the air.
[01:03:08.654 --> 01:03:09.374]  First time caller.
[01:03:09.394 --> 01:03:09.694]  Welcome.
[01:03:11.303 --> 01:03:12.164]  How are you doing, Alex?
[01:03:12.524 --> 01:03:13.225]  Doing alright, brother.
[01:03:13.905 --> 01:03:14.385]  Okay.
[01:03:15.026 --> 01:03:23.292]  What I'm concerned about, I was on the LaRouche PAC activist conference call last night.
[01:03:24.433 --> 01:03:26.775]  Yesterday, Congress passed 362 to 2
[01:03:30.146 --> 01:03:34.849]  With some votes, you know, not being coming forward.
