[00:00:00.009 --> 00:00:01.270]  Broadcasting Network.
[00:47:13.219 --> 00:47:18.982]  If I come in here tomorrow, and I'm just saying this now because I can't live like this, I may have to go off-air then, if you guys can't give me needle nose.
[00:47:19.102 --> 00:47:22.624]  It's not a big deal, it's just that, you know, I got the earpiece in my ear, and I need needle nose right now.
[00:47:23.365 --> 00:47:23.585]  Okay?
[00:47:24.085 --> 00:47:29.349]  Anyways, long story short, folks, this is a serious situation.
[00:47:30.336 --> 00:47:35.037]  that we're dealing with, and we have to admit that the globalists are doing this.
[00:47:35.057 --> 00:47:47.060]  We have to look at their programs, look at their plans, and we have to, we have to stop being so naive about all this.
[00:47:47.080 --> 00:47:53.622]  It's not really needle-nose, but try to get this out here.
[00:47:58.953 --> 00:47:59.793]  I'm gonna do this myself.
[00:47:59.853 --> 00:48:02.474]  Can one of you come in here and stick these in my ear and get the damn thing out?
[00:48:02.914 --> 00:48:04.014]  I mean, you know, it's not a big deal.
[00:48:04.494 --> 00:48:06.615]  I just, listen, I can't have these earpieces anymore.
[00:48:07.195 --> 00:48:08.195]  I'm two years in, I think.
[00:48:08.575 --> 00:48:09.935]  You know, we got them in there.
[00:48:09.955 --> 00:48:11.215]  I don't understand it.
[00:48:11.255 --> 00:48:13.416]  We got piles of equipment to the frickin' ceiling around here.
[00:48:14.236 --> 00:48:15.016]  And, uh, you see it?
[00:48:15.036 --> 00:48:15.476]  Just grab it.
[00:48:15.496 --> 00:48:17.197]  It's no big deal.
[00:48:17.317 --> 00:48:22.498]  I've had one go all the way in before and I had to, you know... Just go to rebroadcast.
[00:48:22.558 --> 00:48:22.858]  I'll do it.
[00:48:22.878 --> 00:48:23.858]  Let me have the damn things.
[00:48:39.477 --> 00:48:52.845]  Ares Armor, a California gun parts manufacturer, has filed a temporary restraining order against the Bureau of Alcohol, Tobacco, Firearms and Explosives for fears the federal agency could soon bust down its doors.
[00:48:53.225 --> 00:49:05.472]  What the ATF has determined time and time again is that there is five operations on the AR-15 receivers that need to be left undone that still need to be milled by the customer in order for it to be considered not to be a firearm.
[00:49:05.572 --> 00:49:06.433]  Here's the problem.
[00:49:06.573 --> 00:49:10.818]  A manufacturer has made one in plastic with different material and colors.
[00:49:11.079 --> 00:49:12.320]  This is plastic, this is metal.
[00:49:12.660 --> 00:49:15.664]  Which show the person building it exactly where to drill.
[00:49:15.684 --> 00:49:21.811]  Harry's Armor says the ATF is threatening to shut them down if they don't hand over some 5,000 names of people, customers.
[00:49:23.453 --> 00:49:27.518]  Show that to everyone who says registration doesn't lead to confiscation.
[00:49:27.918 --> 00:49:32.143]  The ATF demanding customer records of a product they don't approve of.
[00:49:32.644 --> 00:49:36.989]  We already see magazines being banned in parts of California and Connecticut.
[00:49:37.490 --> 00:49:40.493]  And guns banned in New York based on cosmetic features.
[00:49:41.474 --> 00:49:51.361]  And on the other side of the ranch, the ATF ran guns into Mexico under Operation Fast and Furious, a fact that the Attorney General Eric Holder perjured himself about.
[00:49:51.701 --> 00:49:58.505]  Attorney General Eric Holder was sent briefings on the controversial Fast and Furious operation as far back as July 2010.
[00:49:58.585 --> 00:50:02.408]  That directly contradicts his statement to Congress.
[00:50:02.768 --> 00:50:06.551]  Listen to what Holder told a Judiciary Committee hearing on May 3rd this year.
[00:50:07.171 --> 00:50:11.672]  I'm not sure of the exact date, but I probably heard about Fast and Furious for the first time over the last few weeks.
[00:50:12.132 --> 00:50:21.075]  Yet, internal Justice Department documents show that at least 10 months before that hearing, Holder began receiving frequent memos discussing Fast and Furious.
[00:50:21.395 --> 00:50:24.816]  You can find more reports at InfoWars.com.
[00:50:26.436 --> 00:50:29.497]  So we have Eden right there.
[00:50:29.517 --> 00:50:30.397]  What's his name?
[00:50:42.640 --> 00:50:43.316]  Viva Regis!
[00:51:02.816 --> 00:51:06.757]  The ultimate survival, bug-out, lightweight fishing pole is M-Rod.
[00:51:06.977 --> 00:51:15.038]  Made by a family-owned American company and assembled in Idaho, M-Rod fishing gear comes with a lifetime warranty and 90-day money-back guarantee.
[00:51:15.278 --> 00:51:18.379]  M-Rod weighs just 8 ounces and breaks down to 14 inches.
[00:51:18.719 --> 00:51:23.560]  M-Rod's indestructible stainless steel compact design makes it perfect to take anywhere.
[00:51:23.700 --> 00:51:26.000]  Cast your eyes now at M-Rod.com.
[00:51:26.120 --> 00:51:28.540]  That's E-M-M-R-O-D.com.
[00:51:28.820 --> 00:51:29.321]  M-Rod.
[00:51:29.441 --> 00:51:30.461]  Fish to survive.
[00:51:30.701 --> 00:51:31.841]  Survive to fish.
[00:51:33.220 --> 00:51:34.281]  Please pay attention, folks.
[00:51:34.721 --> 00:51:39.763]  AmericanSurvivalWholesale.com is a Christian, veteran-owned wholesale preparedness company.
[00:51:40.164 --> 00:51:44.386]  Our mission is to get the Word of God out to all those in need of a Bible and who cannot afford one.
[00:51:44.726 --> 00:51:52.150]  We also provide great-tasting, free-stride food from only 50 cents per serving, GMO-free food, over 1,000 preparedness items.
[00:51:52.870 --> 00:51:57.273]  Plus, for a limited time, type in the word Genesis at checkout and receive 10% off your total purchase.
[00:51:57.673 --> 00:51:59.133]  That's AmericanSurvivalWholesale.com.
[00:52:02.083 --> 00:52:05.525]  It's been said, those who control the food, control the people.
[00:52:05.725 --> 00:52:09.466]  Are you concerned about GMO foods making you sick and affecting your mind?
[00:52:09.546 --> 00:52:15.449]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain, and the inability to think clearly.
[00:52:15.749 --> 00:52:25.833]  Genetically modified crops, processed foods, and toxic chemicals can compromise your health and are silently destroying your digestive system, which accounts for 80% of your immune system.
[00:52:25.953 --> 00:52:30.375]  Take back control of your health with Pro-EM1 Probiotic from Terraganic.
[00:52:30.595 --> 00:52:40.624]  Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[00:52:40.764 --> 00:52:52.275]  And including a powerful probiotic like Pro-EM1 as part of your daily routine puts you back in control and prevents you from becoming a mindless zombie manipulated by the pharmaceutical and GMO agendas.
[00:52:52.475 --> 00:52:58.280]  Call Terragonics at 866-369-3678 or visit Terragonics.com.
[00:52:58.641 --> 00:53:01.323]  T-E-R-A-G-A-N-I-X dot com.
[00:53:01.704 --> 00:53:03.365]  Introducing ProOne.
[00:53:03.625 --> 00:53:07.129]  All of your filtration in one system, portable, on the go.
[00:53:07.249 --> 00:53:11.673]  No more do you have two or three filters to just reduce sodium fluoride.
[00:53:11.853 --> 00:53:14.916]  You have a system that cuts out the sodium fluoride and up to 90%
[00:53:15.996 --> 00:53:28.883]  95% of hydrofluorosilicic acid advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:53:28.903 --> 00:53:35.226]  It is the only one that does it and out of the gates we have a discounted at 10% off with promo code water.
[00:53:35.386 --> 00:53:40.849]  This is the only system that in one unit helps reduce or remove pesticides.
[00:53:41.129 --> 00:53:52.352]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:53:52.692 --> 00:53:58.014]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:54:04.139 --> 00:54:10.162]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:54:10.782 --> 00:54:13.764]  It's Alex Jones and the GCN Radio Network.
[00:54:18.522 --> 00:54:27.852]  We're here in the Red River District of downtown Austin, Texas, where last night a suspected drunk driver crashed through a barricade, killing two people and injuring 23 others.
[00:54:28.253 --> 00:54:37.703]  Now we're going to ask some of the locals, as well as the out-of-towners, if we should consider banning cars, just like how gun control advocates are always demanding that we ban guns after a shooting.
[00:54:38.183 --> 00:54:42.005]  So did you hear about what happened last night with the, uh... I just heard right now.
[00:54:42.025 --> 00:54:42.585]  Really?
[00:54:42.605 --> 00:54:43.826]  So what's your, what do you think about it?
[00:54:44.346 --> 00:54:45.026]  Drunk people suck.
[00:54:45.066 --> 00:54:50.009]  I think those kinds of things happen when you have a bunch of drunk people all together in one place.
[00:54:50.429 --> 00:54:53.131]  I hate to say it, it's almost, like, terroristic, like, what happened last night.
[00:54:53.291 --> 00:54:54.711]  It's bad, yeah.
[00:54:55.252 --> 00:54:55.652]  I don't know.
[00:54:56.012 --> 00:54:57.193]  I guess there was an accident.
[00:54:57.433 --> 00:54:59.854]  I think that, uh, people are idiots.
[00:55:00.334 --> 00:55:06.657]  Considering that the driver drove a car and killed people using a car, do you think we should have a ban on cars?
[00:55:06.978 --> 00:55:07.258]  Probably.
[00:55:08.058 --> 00:55:08.498]  I think so.
[00:55:08.659 --> 00:55:09.499]  Ban cars, for sure.
[00:55:10.200 --> 00:55:10.740]  Absolutely.
[00:55:10.860 --> 00:55:12.081]  We should just ban everything.
[00:55:12.101 --> 00:55:12.902]  Ban everything.
[00:55:13.002 --> 00:55:14.423]  Ban pencils, ban knives.
[00:55:15.484 --> 00:55:15.724]  Hell.
[00:55:16.244 --> 00:55:19.247]  Ban walking on the street, because, hey, you can trip and fall and kill yourself.
[00:55:19.587 --> 00:55:24.611]  I mean, people are always saying we should ban guns after a shooting event, so maybe we should just ban cars, too, right?
[00:55:25.992 --> 00:55:26.192]  No.
[00:55:27.533 --> 00:55:30.815]  But I don't think we should have...
[00:55:32.313 --> 00:55:32.934]  So many guns.
[00:55:33.574 --> 00:55:36.557]  There should be, I mean, there are weapons in the right hands.
[00:55:37.078 --> 00:55:39.079]  I mean, just like a plane can be used as a weapon.
[00:55:39.460 --> 00:55:47.647]  I do believe it's important to keep laws progressing towards reducing firearms and reducing cars and the use of cars.
[00:55:48.168 --> 00:55:53.172]  I mean, we should just stay in our bedrooms with mattresses strapped to us.
[00:55:53.353 --> 00:55:54.373]  Put a straitjacket on you.
[00:55:54.393 --> 00:55:56.836]  Yeah, maybe I could put pillows over my head.
[00:55:56.996 --> 00:55:58.217]  They're not really comparable, though.
[00:55:58.695 --> 00:56:00.495]  I mean, you ban cars, people can't get around.
[00:56:00.535 --> 00:56:05.937]  You ban guns, people can't, I don't know, be stupid and shoot each other.
[00:56:06.637 --> 00:56:12.698]  I think guns are, they're made to kill, like, you don't get a gun thinking, oh, I'm just gonna, like, you know, play this.
[00:56:12.798 --> 00:56:17.659]  Guns are made to kill things and kill people, and I think people should, it should be harder for people to get guns.
[00:56:17.959 --> 00:56:20.400]  Well, I have a lot of guns myself, but they never killed anybody.
[00:56:20.740 --> 00:56:27.847]  I mean, I'm not saying that I think you're crazy, but I think it should definitely be harder for people to obtain things that are made to kill people.
[00:56:28.127 --> 00:56:33.712]  I know it was like a certain right that we were given in the beginning, but I mean, at the end of the day, facts are facts.
[00:56:33.812 --> 00:56:36.615]  The Constitution is, what, two going on three hundred years old?
[00:56:36.735 --> 00:56:39.538]  So, I mean, it was a whole different situation than now.
[00:56:39.718 --> 00:57:00.456]  Do you know that the reason the Founding Fathers wrote the Second Amendment was based on ancient philosophers such as Cicero, Livy, and even Machiavelli, who was known for giving advice to tyrants, that they all wanted an armed population to defend against tyrants, and not so much for hunting.
[00:57:00.876 --> 00:57:01.397]  Did you know that?
[00:57:02.017 --> 00:57:02.738]  I did not know that.
[00:57:03.638 --> 00:57:04.099]  Now you know.
[00:57:04.239 --> 00:57:08.643]  If we're using the guns to fight against tyrants, that would make more sense.
[00:57:08.723 --> 00:57:14.067]  But seeing as we live in America, I don't really feel like that's necessary anymore.
[00:57:14.548 --> 00:57:14.808]  You don't?
[00:57:15.249 --> 00:57:16.049]  I don't, actually.
[00:57:16.069 --> 00:57:17.150]  Because we're
[00:57:20.046 --> 00:57:21.468]  We don't really need guns, I guess.
[00:57:21.988 --> 00:57:22.989]  People are just gonna get hurt.
[00:57:23.049 --> 00:57:24.130]  It's like, what's the point?
[00:57:24.571 --> 00:57:31.358]  I do realize that majority of the murders that happen around the world have been committed by governments, which has been termed democide.
[00:57:31.458 --> 00:57:32.259]  What's your take on that?
[00:57:32.880 --> 00:57:34.361]  Well, I don't believe in violence.
[00:57:34.581 --> 00:57:35.582]  Yeah, we should ban pizza-
[00:57:36.400 --> 00:57:37.260]  Hey, hey, pizza?
[00:57:37.661 --> 00:57:38.521]  Yeah, I'm fat, whatever.
[00:57:39.301 --> 00:57:39.942]  That's my choice.
[00:57:40.602 --> 00:57:41.262]  Personal choice.
[00:57:41.462 --> 00:57:44.484]  So you're saying that you're responsible and not the pizza, correct?
[00:57:44.704 --> 00:57:46.264]  Yeah, it's life choices.
[00:57:46.685 --> 00:57:50.426]  So you'd say that the driver was responsible and not the car, right?
[00:57:51.167 --> 00:57:52.507]  Hey, it's an instrument.
[00:57:53.508 --> 00:57:56.349]  So you would say the shooter is responsible and not the gun, correct?
[00:57:57.443 --> 00:57:58.063]  Yeah, I would.
[00:57:58.583 --> 00:58:00.144]  You believe in personal responsibility?
[00:58:00.404 --> 00:58:01.104]  Yeah, I do.
[00:58:01.404 --> 00:58:04.864]  Now, in the filming of this report, I had to stay out of the way of multiple cars.
[00:58:05.064 --> 00:58:07.305]  I almost got hit by a golf cart at one point.
[00:58:07.745 --> 00:58:12.806]  Yet, we do not see Michael Bloomberg spending millions of dollars to fund an anti-car movement.
[00:58:13.286 --> 00:58:15.646]  This is Kit Daniels reporting for Infowars.com.
[00:58:17.647 --> 00:58:23.448]  So folks, there is the report with Kit Daniels, and I think it basically says it all.
[00:58:24.525 --> 00:58:31.187]  That now we need to ban cars because it's the fault of the car that ran over a bunch of people and dozens got injured, several died.
[00:58:31.947 --> 00:58:33.748]  It's not the fault of the driver.
[00:58:34.188 --> 00:58:40.970]  And that is the new system where we're all guilty for what other people do and inanimate objects are guilty as well.
[00:58:43.191 --> 00:58:46.592]  Thank you for listening to GCN.
[00:58:46.612 --> 00:58:48.592]  Visit GCNlive.com today.
[00:58:52.623 --> 00:58:55.367]  Alex Jones here with a message to fellow freedom lovers.
[00:58:55.648 --> 00:59:00.475]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:59:00.676 --> 00:59:07.847]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:59:07.967 --> 00:59:13.370]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:59:13.610 --> 00:59:17.293]  These are items that I did research on, that I personally use.
[00:59:17.633 --> 00:59:22.156]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:59:22.356 --> 00:59:27.579]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:59:27.799 --> 00:59:30.901]  Strategic Relocation, 3rd Edition by Joel Skousen.
[00:59:31.041 --> 00:59:33.302]  When Disaster Strikes by Matthew Stein.
[00:59:33.562 --> 00:59:38.145]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:59:38.305 --> 00:59:40.766]  Hand-cranked shortwave AM FM radios.
[00:59:41.206 --> 00:59:48.250]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:59:48.410 --> 00:59:49.450]  We're getting prepared.
[00:59:49.691 --> 00:59:50.091]  Are you?
[00:59:50.351 --> 00:59:51.131]  InfoWarshop.com
[00:59:55.512 --> 00:59:57.416]  Waging war on corruption.
[00:59:57.897 --> 01:00:00.682]  Alex Jones on the GCM Radio Network.
[01:00:07.423 --> 01:00:11.567]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:12.247 --> 01:00:13.048]  You want answers?
[01:00:13.829 --> 01:00:14.730]  Well, so does he.
[01:00:15.370 --> 01:00:19.014]  He's Alex Jones on the GCN Radio Network.
[01:00:19.574 --> 01:00:23.678]  And now, live from Austin, Texas, Alex Jones.
[01:00:29.924 --> 01:00:31.625]  I have a real sense of urgency.
[01:00:31.966 --> 01:00:33.187]  Alex Jones here, he just joined us.
[01:00:34.833 --> 01:00:36.174]  That's why I want to get everything done now.
[01:00:36.534 --> 01:00:41.377]  I want to get out of the procrastination phase I've been in on every front.
[01:00:41.397 --> 01:00:45.079]  I want to just really aggressively attack the globalists.
[01:00:45.239 --> 01:00:48.360]  And that's why I've been a lot more serious on air a lot of days.
[01:00:48.480 --> 01:00:50.001]  And, you know, quite frankly, angry.
[01:00:51.002 --> 01:00:55.284]  Because the establishment is trying to start World War III right now with the Russians.
[01:00:56.905 --> 01:00:58.706]  And it's not America versus the Russians.
[01:00:58.786 --> 01:01:00.867]  It's the globalists playing us all off against each other.
[01:01:01.127 --> 01:01:02.668]  There's globalist operations in Russia.
[01:01:02.688 --> 01:01:03.909]  There's globalist operations here.
[01:01:05.373 --> 01:01:12.657]  They are the private central bankers that control the society because they control the issuance of currency and credit.
[01:01:13.637 --> 01:01:18.219]  They've been able to buy off most governments because they've had that unfair trade advantage.
[01:01:19.420 --> 01:01:24.002]  To call it unfair trade advantage doesn't even give it justice.
[01:01:25.183 --> 01:01:28.725]  It is a group of elites that are allowed to have money machines, basically,
[01:01:29.719 --> 01:01:33.080]  And so, of course, they're competing against real industry, real jobs.
[01:01:33.440 --> 01:01:42.623]  So they want to bring in regulations they're exempt from that make all other human activity restricted and controlled by them to make their fiat money absolute king.
[01:01:42.643 --> 01:01:44.043]  Because there's other forms of money.
[01:01:44.083 --> 01:01:47.765]  There's barter, there's ideas, there's culture, there's art.
[01:01:48.385 --> 01:01:51.146]  There's so many things that they don't control.
[01:01:51.466 --> 01:01:54.027]  So it's not enough to just have the money machines so they can buy it up.
[01:01:54.427 --> 01:01:57.968]  They want to control it on every front.
[01:01:59.008 --> 01:01:59.689]  And that's what they're doing.
[01:02:01.470 --> 01:02:02.070]  That's what's happening.
[01:02:03.111 --> 01:02:03.852]  That's what's unfolding.
[01:02:04.652 --> 01:02:11.478]  Now, coming up in the next segment, we're going to get into some amazing Second Amendment developments.
[01:02:11.998 --> 01:02:15.901]  ATF has raided a receiver manufacturer.
[01:02:15.921 --> 01:02:17.082]  This has happened many times before.
[01:02:17.122 --> 01:02:18.283]  It's been proven in court to be a fraud.
[01:02:18.684 --> 01:02:20.905]  They went out and got an injunction against the ATF.
[01:02:22.306 --> 01:02:25.209]  We've also got a bunch of other reports here.
[01:02:26.476 --> 01:02:41.725]  That we need to be breaking down, dealing with the fact that there has been a landmark settlement reached in a case dealing with the police arresting folks in Baltimore that videotaped the police.
[01:02:42.066 --> 01:02:42.966]  This is a landmark case.
[01:02:42.986 --> 01:02:43.947]  We're going to be breaking it down.
[01:02:44.427 --> 01:02:48.149]  Big news on the front of Obamacare.
[01:02:48.610 --> 01:02:50.951]  Cash prizes for signing up for Obamacare.
[01:02:51.331 --> 01:02:55.134]  Music money used to reach young people in final enrollment push.
[01:02:56.432 --> 01:02:58.556]  Sell your birthright for a bowl of porridge.
[01:02:59.338 --> 01:03:00.139]  It's so trendy.
[01:03:00.199 --> 01:03:01.020]  You'll be trendy.
[01:03:01.581 --> 01:03:05.488]  You'll be cool if you're just part of all of this.
[01:03:05.568 --> 01:03:08.534]  So that is coming up as well today.
[01:03:10.165 --> 01:03:22.572]  We are also going to recap the huge developments with John Kerry and the Chairman of the Joint Chiefs of Staff saying they basically have prepared sanctions, military actions, nothing's off the table against the Russians.
[01:03:22.672 --> 01:03:30.337]  It is unprecedented, threatening Russia on its border, just so huge that it's got me absolutely on the edge of my seat.
[01:03:33.112 --> 01:03:41.736]  Everybody really should be white knuckles right now and really trying to get right with God that this situation is unfolding.
[01:03:41.776 --> 01:03:47.338]  But Americans are so accustomed to having freedom and having security and Europeans are as well.
[01:03:47.358 --> 01:03:49.399]  They have no idea how much danger we're in on average.
[01:03:50.160 --> 01:04:02.105]  It's just like when folks will arrive on some island that has deer on it that have never seen humans and they'll walk right up to you and they're fearless because they don't understand the danger.
[01:04:03.114 --> 01:04:03.654]  They're ignorant.
[01:04:03.855 --> 01:04:11.160]  Like, dodo birds were on an island, and after a few years, they were all extinct because the sailors would just walk up, conk them on the head, and roast them.
[01:04:13.041 --> 01:04:15.463]  That's why he calls somebody who's really dumb and clueless a dodo.
[01:04:16.403 --> 01:04:23.228]  And if Americans don't wake up, I mean, I believe the new flag of the United States should be a dodo bird.
[01:04:24.529 --> 01:04:29.493]  A dodo bird on one side, and then on the other side, an ostrich with its head stuck on the ground.
[01:04:29.993 --> 01:04:30.533]  Not an eagle.
[01:04:31.514 --> 01:04:32.635]  Or maybe just a turkey.
[01:04:34.432 --> 01:04:45.435]  That's been roasted or cooked in the oven on a silver platter with a goblin about to eat it.
[01:04:46.696 --> 01:04:48.336]  Because, I mean, that's what we've become.
[01:04:48.696 --> 01:04:50.577]  Just absolute food to the New World Order.
[01:04:51.017 --> 01:04:52.738]  Look at how helpless the average person is out there.
[01:04:52.758 --> 01:04:54.278]  They don't even know what planet they're on, folks.
[01:04:54.818 --> 01:04:57.199]  And the globalists are just going to absolutely run over everybody.
[01:04:58.579 --> 01:05:00.200]  And they've mistaken the Russians for us.
[01:05:02.483 --> 01:05:12.870]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:05:13.170 --> 01:05:15.031]  Guess what else is in the halogen family?
[01:05:15.231 --> 01:05:15.912]  Fluoride!
[01:05:16.112 --> 01:05:17.693]  Ladies and gentlemen, Alex Jones here.
[01:05:18.033 --> 01:05:24.358]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:05:24.618 --> 01:05:29.361]  It's the good halogen on the periodic table, and the results are on record.
[01:05:32.563 --> 01:05:33.063]  We're good.
[01:06:02.353 --> 01:06:11.359]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[01:06:11.439 --> 01:06:19.544]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[01:06:19.824 --> 01:06:24.527]  We have now managed to secure the sought-after beans in a highly customized blend.
[01:06:24.707 --> 01:06:31.431]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsLife.com.
[01:06:31.511 --> 01:06:38.596]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[01:06:38.676 --> 01:06:45.540]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:06:45.700 --> 01:06:50.042]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:06:50.182 --> 01:06:53.423]  Available in original or with our immune support infusion blend.
[01:06:53.563 --> 01:06:59.686]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[01:06:59.866 --> 01:07:02.047]  Available at Infowarslife.com
[01:07:02.347 --> 01:07:03.188]  The facts are in.
[01:07:03.368 --> 01:07:04.509]  The studies are legion.
[01:07:04.769 --> 01:07:12.115]  Sodium fluoride and other toxic members of the fluoride family are devastating the health and cognitive ability of the American people.
[01:07:12.295 --> 01:07:15.758]  So why are the social engineers adding it to the water?
[01:07:16.119 --> 01:07:16.639]  Simple.
[01:07:16.699 --> 01:07:21.063]  Dumb down the host population that the parasitic technocracy is feeding on.
[01:07:21.403 --> 01:07:26.869]  We may not have been able to get fluoride out of the water supply yet, but we can help to get it out of our bodies.
[01:07:27.109 --> 01:07:32.515]  I am extremely excited to announce the exclusive InfoWars Life Fluoride Shield Formulation.
[01:07:32.675 --> 01:07:43.127]  Fusing six of the best documented ingredients from around the world to help the body remove not just toxic fluoride residues from the body, but a whole host of toxic substances.
[01:07:43.447 --> 01:07:47.690]  Let's take a stand against the Globalist by blocking their poisons with Fluoride Shield.
[01:07:48.030 --> 01:07:49.872]  I use Fluoride Shield every day.
[01:07:50.192 --> 01:07:55.476]  Secure your Fluoride Shield and other pioneering formulations at InfoWarsLife.com today.
[01:07:55.736 --> 01:07:59.999]  Let's start cleansing our bodies now and support the InfoWar at the same time.
[01:08:00.139 --> 01:08:01.420]  That's InfoWarsLife.com.
[01:08:03.188 --> 01:08:03.948]  We've got it.
[01:08:03.968 --> 01:08:10.230]  This transmission is coming to you.
[01:08:10.310 --> 01:08:14.451]  Waging war on corruption.
[01:08:14.711 --> 01:08:20.412]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[01:08:20.892 --> 01:08:23.513]  We've got it.
[01:08:32.165 --> 01:08:48.429]  We are broadcasting worldwide and coming up at the start of the next segment, for the balance of the hour, we have a retired state police officer joining us who is a private investigator and has been looking into the Sandy Hook situation.
[01:08:48.469 --> 01:08:49.229]  He's been threatened.
[01:08:49.949 --> 01:08:51.230]  He's been censored.
[01:08:52.410 --> 01:08:54.230]  They have been covering up what really happened there.
[01:08:54.270 --> 01:09:01.072]  We're going to talk to that gentleman, Wolfgang Halbig, coming up in the next segment.
[01:09:01.974 --> 01:09:04.339]  CL Bryant is going to be joining us.
[01:09:04.399 --> 01:09:10.490]  He is the star, you could say, of Runaway Slave, an excellent film exposing the Democratic Party.
[01:09:11.471 --> 01:09:15.873]  Their history of the Ku Klux Klan and their plan to domesticate blacks is just a fact.
[01:09:16.513 --> 01:09:21.055]  The Republicans are not perfect either, and kind of flip places with the Democrats to a certain extent.
[01:09:21.695 --> 01:09:30.198]  But, I mean, the Democrats are the party of race pimping and racial division and race hustling, so that's going to be coming up with C.L.
[01:09:30.238 --> 01:09:37.201]  Bryant, who was the head of the NAACP in Garland, which is a major city in the suburbs of Dallas.
[01:09:38.168 --> 01:09:40.629]  Well, actually, it was part of my stomping grounds growing up.
[01:09:41.129 --> 01:09:43.189]  So, he's going to be joining us.
[01:09:43.209 --> 01:09:44.110]  Pretty dynamic fellow.
[01:09:44.130 --> 01:09:45.070]  I look forward to that interview.
[01:09:45.790 --> 01:09:49.011]  Quite frankly, I almost canceled both these guests just because of the Russia situation.
[01:09:49.511 --> 01:09:50.531]  It's got me really on edge.
[01:09:50.611 --> 01:09:53.992]  I mean, I am very upset about what's going on.
[01:09:54.012 --> 01:09:55.212]  And I know my crew is as well.
[01:09:55.232 --> 01:09:56.633]  I have a really great crew.
[01:09:57.353 --> 01:10:01.174]  Our reporters, the folks that work here, the board ops, the directors, everybody.
[01:10:01.734 --> 01:10:04.575]  It's a very stressful job because we're in the middle of reality here.
[01:10:05.775 --> 01:10:13.502]  And if people notice that I've been a lot more serious and angry lately on air, it's because this Russia situation deep down has got me really upset.
[01:10:14.363 --> 01:10:23.031]  You got the Chairman of the Joint Chiefs Dempsey, you got the Secretary of State Kerry, saying all options are on the table including military, and they're prepared for military action against Russia.
[01:10:24.212 --> 01:10:26.234]  They didn't even talk like this during the Cold War.
[01:10:28.936 --> 01:10:31.699]  So I hope everybody understands this is dangerous.
[01:10:33.414 --> 01:10:34.735]  And here are the headlines.
[01:10:35.475 --> 01:10:39.037]  John Kerry, Russia has until Monday a reverse course on Ukraine.
[01:10:40.098 --> 01:10:41.038]  And it's got all the quotes.
[01:10:41.078 --> 01:10:42.479]  That's up on DrugsReport.com.
[01:10:44.600 --> 01:10:46.722]  Russian troops mass at border with Ukraine.
[01:10:47.182 --> 01:10:49.323]  Kremlin website hit by powerful cyber attack.
[01:10:49.383 --> 01:10:49.763]  Reuters.
[01:10:50.244 --> 01:10:52.845]  Bloomberg, Russia is preparing to invade East Ukraine.
[01:10:52.885 --> 01:10:53.746]  Estonia says.
[01:10:55.767 --> 01:10:57.828]  Jennery customers run on banks in Crimea.
[01:11:00.094 --> 01:11:03.435]  Vladimir Putin is stronger than President Obama in a new poll?
[01:11:03.455 --> 01:11:07.536]  That's just some of the headlines.
[01:11:08.276 --> 01:11:09.736]  And then here's the really important one.
[01:11:10.356 --> 01:11:15.878]  Putin deports executives for speeding and jaywalking as sanctions loom.
[01:11:16.218 --> 01:11:19.258]  They're basically kicking out Western executives who they believe are operatives.
[01:11:20.119 --> 01:11:21.699]  That's just some of the news on that front.
