[00:00:00.009 --> 00:00:00.814]  Alex Jones Show!
[00:45:08.661 --> 00:45:09.381]  It's on record.
[00:45:09.421 --> 00:45:10.282]  It's on the inserts.
[00:45:10.703 --> 00:45:13.505]  Now they say pregnant women need double flu.
[00:45:15.206 --> 00:45:15.867]  Take two.
[00:45:17.008 --> 00:45:18.068]  And take everything else.
[00:45:20.110 --> 00:45:20.971]  It's all about
[00:45:22.432 --> 00:45:34.702]  I mean I hate to get gross here but you've heard about the phenomenon in government buildings suddenly that people are peeing on the walls and going to the bathroom and cubby holes and in the hallways even though the bathrooms are working perfectly fine and smearing it all over the walls.
[00:45:35.222 --> 00:45:36.944]  This is what mental patients do.
[00:45:37.024 --> 00:45:44.550]  This is what people who are above the law start doing is just running around going to the bathroom as poop bandits as they're known.
[00:45:46.949 --> 00:45:48.509]  This is what has now happened.
[00:45:48.870 --> 00:45:56.592]  In a decadent society that goes insane, Japan used to be the most clean country in the world, obsessed with cleanliness, obsessed with being honorable.
[00:45:57.192 --> 00:46:02.174]  Now Japan has an epidemic of adults, not old people, adults wearing diapers.
[00:46:02.894 --> 00:46:05.435]  And the big thing is to go to the bathroom on yourself.
[00:46:06.115 --> 00:46:10.276]  And they have things that I'm not going to even mention on air that are a phenomenon now.
[00:46:10.796 --> 00:46:16.318]  The most popular overall fetish bars in Japan now are scatological.
[00:46:18.479 --> 00:46:20.240]  And you say, Alex, why are you going here?
[00:46:21.161 --> 00:46:27.064]  Well, psychopaths end up killing three people a week when they start falling apart and going off the rails.
[00:46:29.186 --> 00:46:29.946]  Not one a year.
[00:46:30.566 --> 00:46:41.453]  But the average yuppie trendy just starts wallowing around, not paying their bills, not working, and wearing adult diapers.
[00:46:43.934 --> 00:46:47.917]  It's like Idiocracy that Mike Judge made, genius film that he wrote.
[00:46:50.231 --> 00:46:56.395]  In the film, people are so decadent they think being able to talk is not trendy, so the dumber you are, the cooler you are.
[00:46:57.435 --> 00:47:05.120]  And people's easy chairs drive them to the refrigerator so you don't have to get up off your easy chair and have a toilet in them.
[00:47:05.760 --> 00:47:06.241]  Guess what?
[00:47:06.481 --> 00:47:07.662]  They've now come out with that.
[00:47:08.142 --> 00:47:09.903]  Idiocracy came out, what, 10 years ago?
[00:47:09.923 --> 00:47:12.424]  11 years ago?
[00:47:12.865 --> 00:47:14.486]  Now, guess where?
[00:47:14.666 --> 00:47:19.729]  Japan is producing easy chairs with toilets in them.
[00:47:21.112 --> 00:47:22.974]  And robots that wipe your hind end.
[00:47:23.214 --> 00:47:25.616]  And by the way, I'm not the one focusing in on this.
[00:47:25.816 --> 00:47:26.957]  This is not potty humor.
[00:47:27.017 --> 00:47:28.058]  I'm not five years old.
[00:47:29.539 --> 00:47:30.279]  Or four years old.
[00:47:30.580 --> 00:47:31.781]  This is what's happening.
[00:47:31.881 --> 00:47:43.230]  Our civilization is degenerating and we have this fascist pig mayor down in Houston wanting to arrest preachers that give anti-homosexual sermons.
[00:47:46.837 --> 00:47:47.757]  That's where we're going here.
[00:47:48.017 --> 00:47:51.898]  We can't stop Ebola, but let me tell you, we can pay for everybody to have a sex change.
[00:47:52.298 --> 00:47:55.059]  This is a society about to collapse.
[00:47:55.279 --> 00:48:04.261]  Every indicator, every red balloon, every red flag, every yardstick, we are in deep level crisis.
[00:48:07.501 --> 00:48:08.422]  Let's continue here.
[00:48:08.442 --> 00:48:15.163]  911 emergency dispatchers instructed not to say Ebola over the radio.
[00:48:19.994 --> 00:48:21.856]  That's out of Fox News, D.C.
[00:48:22.816 --> 00:48:29.462]  They're being told not to create panic and are being given a secret code to describe Ebola.
[00:48:29.482 --> 00:48:30.583]  See, the cover-up's already on.
[00:48:30.883 --> 00:48:33.926]  As I said, Ebola probably is already spreading in the U.S.
[00:48:34.947 --> 00:48:41.653]  They had to let it in and let it breed first and then they'll say they don't know where it all began or where it started and, oh, it's all Obama's fault.
[00:48:42.881 --> 00:48:52.109]  And it's going to bring in a medical tyranny, forced inoculation, and the Bill and Melinda Gates Foundation dedicated to population reduction and the Monsanto vaccine they produced.
[00:48:52.930 --> 00:48:53.651]  I'm going to say that again.
[00:48:53.731 --> 00:48:55.272]  Bill Gates, we keep warning you about.
[00:48:55.312 --> 00:48:56.974]  People are like, why do you know about Bill Gates so much?
[00:48:57.094 --> 00:48:58.015]  Because I've studied him.
[00:48:58.575 --> 00:49:00.497]  He wants to put an Ebola shot in you.
[00:49:01.097 --> 00:49:02.359]  You think that's going to be good for you?
[00:49:03.560 --> 00:49:03.880]  U.S.
[00:49:03.980 --> 00:49:08.544]  embassies in Ebola-stricken countries are still processing visas for non-U.S.
[00:49:08.604 --> 00:49:09.105]  citizens.
[00:49:10.669 --> 00:49:17.236]  That's from Representative Royce of California, Chairman of the House Foreign Relations Committee, confirming that.
[00:49:18.258 --> 00:49:22.923]  Frontier jet that carried Ebola patient made five more flights after that.
[00:49:24.761 --> 00:49:30.863]  Colombia and other Central South American and Caribbean countries ban Ebola flights from Ebola nations.
[00:49:31.564 --> 00:49:36.166]  Boehner says travel bans should be considered by President as Ebola crisis worsens.
[00:49:36.846 --> 00:49:39.127]  Senator Cruz says they should recall Congress.
[00:49:39.347 --> 00:49:39.927]  Think so?
[00:49:40.647 --> 00:49:40.888]  Yeah.
[00:49:41.508 --> 00:49:49.131]  Recall Congress, vote on whether to authorize bombing ISIS or not, which you're supposed to do, they haven't done that, and vote on this.
[00:49:52.705 --> 00:49:55.967]  Why no protective gear for a man with Dallas Ebola patient?
[00:49:56.007 --> 00:49:56.828]  We have video of this.
[00:49:56.868 --> 00:49:58.048]  We'll roll some of it in the background.
[00:49:58.369 --> 00:50:02.251]  The video from CBS News is up on Infowars.com, PrisonPlanet.com.
[00:50:02.591 --> 00:50:13.778]  This lends credence to Rob Dew running around the office thinking this is crisis actors because he's been analyzing video and he's worked at National TV, Home Shopping Network.
[00:50:13.999 --> 00:50:15.700]  You know, he used to be a director there.
[00:50:16.320 --> 00:50:17.941]  And so he knows stage stuff.
[00:50:18.601 --> 00:50:24.583]  And he says that, you know, why are people not wearing protective gear with the Ebola patient?
[00:50:25.664 --> 00:50:26.664]  As we have right there.
[00:50:28.225 --> 00:50:30.665]  And is it people just don't care and they're idiots?
[00:50:32.586 --> 00:50:33.607]  Or is it staged?
[00:50:34.967 --> 00:50:37.108]  A lot of people around here think it's something staged.
[00:50:37.428 --> 00:50:39.549]  Doesn't mean there's not Ebola out there, it just means
[00:50:41.624 --> 00:50:48.449]  Again, you've got a supposed Ebola patient, and you've got somebody walking around with him with a clipboard, not even wearing a paper mask.
[00:50:49.689 --> 00:50:51.551]  You've got cops out there standing around.
[00:50:53.572 --> 00:50:58.495]  And then you've got this individual directing them.
[00:51:00.397 --> 00:51:00.797]  I don't know.
[00:51:03.499 --> 00:51:06.241]  So, fresh Ebola fears hit airline stocks.
[00:51:07.461 --> 00:51:09.643]  We've got a bunch of news coming up on that front.
[00:51:10.586 --> 00:51:15.530]  My Magic Mud is a tooth whitening powder that removes plaque and detoxifies your mouth.
[00:51:16.010 --> 00:51:20.654]  It's safe for your enamel, giving you a beautiful polish and a dentist-like clean after every use.
[00:51:21.054 --> 00:51:24.918]  My Magic Mud is also the perfect remedy for pain caused by sensitivity.
[00:51:25.298 --> 00:51:28.480]  It strengthens your teeth and gums for a strong, healthy smile.
[00:51:28.741 --> 00:51:31.983]  The ingredients are 100% natural and it's safe for children.
[00:51:32.243 --> 00:51:36.327]  Simply brush with My Magic Mud right before bedtime for a cleaning you can count on.
[00:51:36.347 --> 00:51:38.528]  Visit MyMagicMud.com.
[00:51:40.029 --> 00:51:40.830]  This is Dan Pilla.
[00:51:40.850 --> 00:51:42.330]  Do you have the IRS money you can't pay?
[00:51:42.651 --> 00:51:43.931]  Are tax debts crippling you?
[00:51:44.292 --> 00:51:46.613]  I've defended people from the IRS for over 30 years.
[00:51:47.114 --> 00:51:48.975]  I've helped thousands and I can help you too.
[00:51:49.415 --> 00:51:53.458]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[00:51:53.918 --> 00:51:57.620]  Call 800-34-NO-TAX to finally get free of IRS debt.
[00:51:57.860 --> 00:52:01.303]  With the IRS's new programs, there's never been a better time to solve your problem.
[00:52:01.643 --> 00:52:01.943]  Call 800-34-NO-TAX.
[00:52:01.963 --> 00:52:03.384]  That's 800-34-NO-TAX or my website, danpilla.com.
[00:52:09.184 --> 00:52:11.727]  Hi folks, Alex Jones here with some important information.
[00:52:12.007 --> 00:52:16.872]  I want to tell you about Matt Redhawk and his team of patriots over at My Patriot Supply.
[00:52:17.132 --> 00:52:24.960]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:52:25.240 --> 00:52:29.542]  Deciding to take action, a company run by patriots for patriots was born.
[00:52:29.762 --> 00:52:33.583]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:52:33.743 --> 00:52:39.446]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:39.686 --> 00:52:42.447]  It is rare to find companies who practice what they preach.
[00:52:42.847 --> 00:52:47.989]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:48.209 --> 00:52:56.338]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:56.398 --> 00:52:56.579]  That's 866-229-0927.
[00:52:56.679 --> 00:52:59.582]  Do business with someone who shares your values.
[00:52:59.602 --> 00:53:00.543]  MyPatriotSupply.com slash Alex.
[00:53:09.051 --> 00:53:10.853]  The human body is extraordinary.
[00:53:11.194 --> 00:53:15.178]  Despite all the stresses we inflict upon it, it still works hard to stay in balance.
[00:53:15.378 --> 00:53:20.383]  Thousands upon thousands of people rely upon hardened body extract to help their body stay balanced.
[00:53:20.684 --> 00:53:29.894]  This excellent 100% natural herbal formula helps maintain healthy blood pressure levels, cleans arteries, promotes good circulation, balances cholesterol and more.
[00:53:30.374 --> 00:53:37.878]  HB Extract, paired with healthy lifestyle choices like good nutrition and exercise, can give you a life free of pain, sickness and fear.
[00:53:38.138 --> 00:53:42.040]  Recapture your youthful vitality and experience your body healing itself.
[00:53:42.260 --> 00:53:47.022]  With the aid of HB Extract, it's extremely effective and it starts working in just days.
[00:53:47.502 --> 00:53:52.765]  Visit HBExtract.com to learn more and to read scores of testimonials from satisfied customers.
[00:53:53.045 --> 00:53:55.426]  And we've never increased our price in over 10 years.
[00:53:55.766 --> 00:53:58.628]  That makes Heart and Body Extract as great a value now
[00:53:58.948 --> 00:54:02.331]  As it was the first day we sold it, a healthy heart is a happy heart.
[00:54:02.551 --> 00:54:07.515]  Call 866-295-5305 or go to hbextract.com.
[00:54:20.806 --> 00:54:23.649]  Jeremy Renner of Hurt Locker, such a huge star now.
[00:54:25.242 --> 00:54:27.565]  Just going back to why I thought Kill the Messenger was so powerful.
[00:54:28.085 --> 00:54:29.007]  I knew Gary Webb.
[00:54:29.047 --> 00:54:29.768]  Never met him in person.
[00:54:29.828 --> 00:54:31.690]  I interviewed him probably 15 or more times.
[00:54:32.131 --> 00:54:35.515]  Talked to him on the phone dozens and dozens of times for hours at some point.
[00:54:38.138 --> 00:54:39.160]  My wife remembers all this.
[00:54:41.406 --> 00:54:46.747]  And when I watched the movie, he talked and acted just like Gary Webb.
[00:54:46.807 --> 00:54:49.028]  I mean, he should win an Oscar for this.
[00:54:49.708 --> 00:54:54.809]  But if people didn't know Gary Webb, they won't know what a great job Jeremy Renner did.
[00:54:56.990 --> 00:54:58.110]  That's a whole other side issue.
[00:54:58.130 --> 00:55:01.231]  I'm getting into Ebola, what's happening in the stock market right now.
[00:55:03.692 --> 00:55:04.592]  It's just crazy.
[00:55:05.812 --> 00:55:08.533]  And then we've got all this whistleblower intel coming in.
[00:55:10.114 --> 00:55:20.821]  Whistleblowers and Infowars.com, that's whistleblowers with an S, and Infowars.com of your nurses, medical workers, military, family that's got military over there, sending 5,000 U.S.
[00:55:21.162 --> 00:55:21.462]  troops.
[00:55:22.803 --> 00:55:25.185]  Most of them aren't even trained in NBC properly.
[00:55:25.665 --> 00:55:28.767]  They're trained how to put on NBC gear, but they're not NBC specialists.
[00:55:30.468 --> 00:55:34.971]  Is a perfect way, and now they've got the Joint Chiefs of Staff saying that they will quarantine U.S.
[00:55:35.011 --> 00:55:36.833]  troops when and if they get it.
[00:55:36.973 --> 00:55:38.554]  I mean, what a disaster!
[00:55:40.117 --> 00:55:41.637]  You don't send soldiers.
[00:55:41.918 --> 00:55:47.159]  You send volunteer virologists and epidemiologists to the hot zone.
[00:55:47.199 --> 00:55:48.759]  You do not send soldiers.
[00:55:51.240 --> 00:55:52.861]  Unless you're training them for martial law.
[00:55:54.681 --> 00:55:57.302]  I don't know exactly what's going on, but I'll tell you this.
[00:55:57.542 --> 00:56:02.063]  Most of this is staged, it's scripted, and they clearly want Ebola to spread.
[00:56:02.123 --> 00:56:03.864]  Now you can fill in the blank of why.
[00:56:05.364 --> 00:56:08.725]  My head is spinning at this point, and I'm trying to contain my anger.
[00:56:10.549 --> 00:56:12.130]  Even during the breaks I'm trying to contain it.
[00:56:14.452 --> 00:56:16.674]  Because I think about how they're trying to bring down this country.
[00:56:17.154 --> 00:56:18.695]  Now they're trying to kill our prosperity.
[00:56:21.157 --> 00:56:21.858]  It makes me angry.
[00:56:23.719 --> 00:56:27.262]  You can see the CDC ignoring their own protocols on purpose.
[00:56:28.282 --> 00:56:29.984]  Folks, they wouldn't let people with TB in.
[00:56:30.604 --> 00:56:31.825]  They're letting people with Ebola in.
[00:56:33.346 --> 00:56:36.188]  CDC says it missed opportunities to contain Ebola.
[00:56:36.569 --> 00:56:38.130]  Oh, we're sorry, it's getting out now.
[00:56:39.148 --> 00:56:41.168]  Oh my goodness, that's out of Yahoo News.
[00:56:42.089 --> 00:56:42.489]  AP.
[00:56:43.669 --> 00:56:46.850]  Nurses, we were told to call authorities for Ebola protocol.
[00:56:47.130 --> 00:56:50.250]  You don't take Ebola patients to a regular hospital.
[00:56:50.490 --> 00:56:54.071]  The default is you take them to a CDC emergency center.
[00:56:54.311 --> 00:56:56.191]  They got 36 of them!
[00:56:58.252 --> 00:57:03.573]  That's why Bloomberg two days ago was asking, why weren't they sent to the government facilities that are designed for this?
[00:57:04.073 --> 00:57:05.933]  Because they want it to spread.
[00:57:06.253 --> 00:57:08.054]  They want plausible deniability.
[00:57:09.602 --> 00:57:12.483]  They probably got sleeper cells walking around spreading it.
[00:57:13.464 --> 00:57:16.365]  I didn't think they'd use Muslim radicals to bring it in before.
[00:57:16.385 --> 00:57:19.667]  I thought that was just some, you know, Islamophobe hype.
[00:57:20.307 --> 00:57:23.489]  But now it's starting to click that God only knows.
[00:57:24.049 --> 00:57:25.970]  I think the other shoe is about to drop.
[00:57:26.550 --> 00:57:27.871]  I think something big's about to happen.
[00:57:27.911 --> 00:57:29.031]  I've been saying that for months.
[00:57:29.412 --> 00:57:30.612]  And now you see this breaking loose.
[00:57:30.952 --> 00:57:35.134]  I think what you're seeing right now might be a diversion for nukes they're about to set off.
[00:57:35.274 --> 00:57:36.375]  Remember all the missing nukes?
[00:57:38.124 --> 00:57:44.308]  I am literally never have been on spider-sense level like this.
[00:57:44.469 --> 00:57:45.469]  I have never.
[00:57:45.729 --> 00:57:47.511]  And I'm not trying to panic people, folks.
[00:57:47.991 --> 00:58:00.260]  I'm trying to get you to understand that you just see all the indicators and the stock market and a government funding Al-Qaeda and trying to start wars with Russia and raising the taxes till the country shuts down and Obamacare.
[00:58:00.760 --> 00:58:03.743]  I mean, it is just, we have enemies in control.
[00:58:03.983 --> 00:58:12.230]  There is no doubt that we are in the most grave danger this country has faced in 240 years, and I just got hardcore chills.
[00:58:12.571 --> 00:58:14.653]  I got goosebumps on my face right now.
[00:58:14.953 --> 00:58:16.214]  The camera can probably pick up.
[00:58:18.656 --> 00:58:20.017]  They are getting ready to drop the hammer.
[00:58:20.057 --> 00:58:21.299]  This is the takedown of the country.
[00:58:22.199 --> 00:58:23.601]  I'm getting my immune system ready.
[00:58:23.701 --> 00:58:24.201]  I know that.
[00:58:24.321 --> 00:58:25.402]  Infowarslife.com.
[00:58:27.304 --> 00:58:28.785]  The Survival Shield X2.
[00:58:29.445 --> 00:58:31.786]  Super male, super female vitality.
[00:58:32.606 --> 00:58:34.767]  The Oxy Powder that flushes out the guts.
[00:58:34.787 --> 00:58:36.288]  70% of the immune system, they say, is in the guts.
[00:58:37.588 --> 00:58:38.829]  The Lung Cleanse.
[00:58:38.929 --> 00:58:39.229]  All of it.
[00:58:39.269 --> 00:58:40.649]  That's what I'm doing for me and my family.
[00:58:40.909 --> 00:58:42.110]  That's how you support the broadcast.
[00:58:42.190 --> 00:58:45.751]  Infowarslife.com or 888-253-3139.
[00:58:45.891 --> 00:58:48.312]  Stay with us.
[00:58:48.372 --> 00:58:49.993]  Second Hour coming up.
[00:58:50.813 --> 00:58:52.214]  Tell your friends and family, tune in.
[00:58:52.774 --> 00:58:54.598]  The shed and the drill, and in the game.
[00:58:54.618 --> 00:58:58.445]  I've always been, InfoWars has always been at the center of the real fight.
[00:58:59.878 --> 00:59:09.404]  Using unparalleled research and the development of a synergistic formulation based around the key concepts of super oxygenation, the next level in cleansing is here.
[00:59:09.544 --> 00:59:19.289]  With key ingredients backed by real clinical studies, the new Oxy Powder, available through InfoWars Life, was invented during Dr. Group's research on the toxification of our bodies.
[00:59:19.469 --> 00:59:22.391]  Many herbal colon cleansers are harsh on the body,
[00:59:22.591 --> 00:59:23.132]  I don't know.
[00:59:45.174 --> 00:59:50.398]  Experience the astonishing cleansing power of superoxide and ozonide technology.
[00:59:50.498 --> 00:59:56.483]  Go to InfoWarsLife.com or InfoWarsStore.com to get started with OxyPowder or call 1-888-253-3139.
[00:59:56.523 --> 00:59:58.024]  You're listening to the Alex Jones Show.
[01:00:15.731 --> 01:00:19.894]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:20.554 --> 01:00:21.375]  You want answers?
[01:00:22.136 --> 01:00:23.076]  Well, so does he.
[01:00:23.697 --> 01:00:27.199]  He's Alex Jones on the GCN Radio Network.
[01:00:27.880 --> 01:00:31.963]  And now, live from Austin, Texas, Alex Jones.
[01:00:33.063 --> 01:00:34.304]  Alright, Dr. Steve Pucinich.
[01:00:34.344 --> 01:00:38.467]  I wanted to get him on a few weeks ago about North Korea, where he's been.
[01:00:38.487 --> 01:00:41.509]  I wanted to get him on about funding Al-Qaeda.
[01:00:41.529 --> 01:00:43.351]  I wanted to get him on about messing with Russia.
[01:00:44.582 --> 01:00:48.864]  Because he'll give you a big insider, you know, Council on Foreign Relations guy until he resigned.
[01:00:48.884 --> 01:00:52.906]  Exposes 9-11 as an inside job.
[01:00:52.926 --> 01:00:54.226]  Did the Camp David Accords.
[01:00:54.867 --> 01:00:56.668]  Is a psychiatrist and medical doctor.
[01:00:57.708 --> 01:01:01.210]  And when it gets to super spooky spooks, he's it.
[01:01:01.890 --> 01:01:03.371]  So he's going to be joining us.
[01:01:03.411 --> 01:01:05.732]  Co-wrote a bunch of books and movies with Tom Clancy.
[01:01:08.183 --> 01:01:22.012]  So, Steve Pucinich's coming on for 30-40 minutes, then we got Max Keiser popping in on what's happening with the bond market, and I need to be more professional, but one side of me says I should settle down and not be so angry, because this is not an act.
[01:01:22.072 --> 01:01:23.873]  I can barely do the radio show at this point, okay?
[01:01:24.774 --> 01:01:35.961]  I mean, I can barely even be here at this point, because the insanity of them bringing Ebola patients in, letting it spread, not putting them in Level 4 facilities, they're doing it on purpose!
[01:01:36.001 --> 01:01:37.322]  They are not inept!
[01:01:38.615 --> 01:01:40.416]  And people are like, oh, it won't spread that bad.
[01:01:41.937 --> 01:01:44.378]  I don't know what they're up to, but it's bad, okay?
[01:01:44.618 --> 01:01:48.340]  This is part of some big, nasty war they're about to launch.
[01:01:49.360 --> 01:02:00.306]  Just like the Fast and Furious in Benghazi, and the open borders, and the super viruses out of Latin America, and the shutting down the power plants, and... I don't even care about money, folks.
[01:02:00.366 --> 01:02:08.230]  I mean, I've always tried to have crew and members and build an operation and spend almost all the money that comes in on the operation, and all my employees pay taxes.
[01:02:09.295 --> 01:02:20.018]  Now they've got it set up where if I buy equipment and things, it's counted as like money I have, and so I'm like paying more taxes.
[01:02:20.358 --> 01:02:24.180]  I have to like make more money to pay taxes, not even to get money.
[01:02:24.960 --> 01:02:25.720]  This is new!
[01:02:26.040 --> 01:02:27.180]  This country's gone!
[01:02:27.441 --> 01:02:30.842]  I've got to go hire accounting firms like Arthur Anderson, basically.
[01:02:31.262 --> 01:02:35.183]  I've been told by lawyers to play all sorts of games to even make any money.
[01:02:36.567 --> 01:02:43.134]  And it's not that I'm even upset that I'm not making any money as I bring in record amounts to run the operation.
[01:02:44.015 --> 01:02:46.057]  It's that this government's so evil!
[01:02:48.012 --> 01:03:08.281]  That in America, folks, if you are truly upper middle class and you run an operation that costs over $10 million a year to run, that they've got it set up that if you play by their rules and you pay the taxes and use the standard, you know, CPA firm, so you're bulletproof to not be audited, that they just take all your money and give it to the government, basically.
[01:03:09.201 --> 01:03:10.062]  They let you keep like 10% of it.
[01:03:13.154 --> 01:03:14.715]  I mean, what a screwed up nation!
[01:03:14.976 --> 01:03:17.658]  The United States is now 36th in the world.
[01:03:18.238 --> 01:03:22.322]  Came out in a big college study last month for economic and social freedom as well.
[01:03:23.763 --> 01:03:24.724]  We used to be number one.
[01:03:25.165 --> 01:03:27.627]  We're 36th in the world.
[01:03:27.887 --> 01:03:30.930]  Folks, we're not a free country anymore, except for free speech.
[01:03:31.250 --> 01:03:40.218]  And now, the stinking mayor is suing and subpoenaing a whole bunch of churches that criticize the city's plan
[01:03:43.188 --> 01:03:50.640]  To basically pay for sex changes and make the public schools have, you know, boys and girls in each other's bathrooms.
[01:03:51.762 --> 01:03:53.885]  You know how much trouble that would have caused when I was in high school?
[01:03:55.063 --> 01:03:59.805]  I mean, I'm not a modest person, but I didn't like going to the bathroom when somebody else was in there.
[01:04:00.645 --> 01:04:04.787]  And that's really uncomfortable, to be in the bathroom with girls.
[01:04:05.227 --> 01:04:08.569]  And it's just these pervert weirdos wanting to mess with us.
[01:04:09.069 --> 01:04:17.712]  I mean, can't we go to the crapper and not have women in the... I mean, I'm getting... This country's run by a bunch of mind-control lunatics!
[01:04:19.253 --> 01:04:23.075]  I've had it with you people, with you freaks, who want to run our lives!
[01:04:24.372 --> 01:04:25.613]  You want to dress up like a woman?
[01:04:25.633 --> 01:04:26.413]  More power to you?
[01:04:26.473 --> 01:04:27.313]  I don't care!
[01:04:27.914 --> 01:04:29.654]  But stop messing with our kids!
[01:04:31.155 --> 01:04:32.355]  Oh man, I'm sick of it!
[01:04:33.636 --> 01:04:34.856]  Leave us alone!
[01:04:35.057 --> 01:04:36.677]  But they crave running our lives.
[01:04:36.697 --> 01:04:39.678]  They crave to Rachel Maddow and all these people.
[01:04:39.899 --> 01:04:41.699]  They crave telling us 2 plus 2 equals 5.
[01:04:42.300 --> 01:04:45.821]  They crave telling us we didn't build our business as they suck everything out of us.
[01:04:46.021 --> 01:04:46.721]  They crave it!
[01:04:47.602 --> 01:04:49.583]  They crave destroying this country!
[01:04:50.063 --> 01:04:50.683]  They crave it!
[01:04:51.303 --> 01:04:52.504]  Bunch of mentally ill people.
[01:04:54.309 --> 01:04:55.590]  Dr. Steve Puccini is going to join us.
[01:04:55.610 --> 01:04:56.911]  I'm going to try to settle down a little bit.
[01:04:58.052 --> 01:05:01.235]  But it's just as incredible, all the news we've got to cover here today.
[01:05:01.295 --> 01:05:04.358]  InfoWars.com, FrozenPlanet.tv.
[01:05:04.418 --> 01:05:07.540]  If you're watching or listening to this transmission, you are the resistance.
[01:05:09.833 --> 01:05:10.833]  The experts are clear.
[01:05:11.154 --> 01:05:18.116]  Sunlight, purified water, healthy non-GMO food, and having a good attitude is essential to a healthy immune system.
[01:05:18.256 --> 01:05:24.519]  But I go further with Super Nascent Iodine X2 from Infowarslife.com.
[01:05:24.539 --> 01:05:28.120]  50% stronger than our original and revolutionary Nascent Iodine formula.
[01:05:28.260 --> 01:05:32.162]  Coming from a deep earth crystal source that no other supplier has.
[01:05:32.482 --> 01:05:37.525]  Most other forms of iodine come from seaweed in areas plagued by Fukushima and other contaminants.
[01:05:37.805 --> 01:05:38.686]  Not our iodine.
[01:05:38.806 --> 01:05:42.388]  It comes from over 200 million year old crystal salt deposits.
[01:05:42.628 --> 01:05:44.929]  And is tested and proven to be completely pure.
[01:05:45.150 --> 01:05:47.031]  Visit InfoWarsLife.com today.
[01:05:47.191 --> 01:05:48.552]  See the informational videos.
[01:05:48.752 --> 01:05:50.593]  Read the information there compiled.
[01:05:50.733 --> 01:05:54.635]  And for a limited time, will you use promo code NOW at checkout.
[01:05:54.735 --> 01:05:59.699]  You get an additional 5% off the entire family of InfoWarsLife.com products.
[01:06:00.079 --> 01:06:05.523]  Secure your Survival Shield X2 today at InfoWarsLife.com or call toll free 888-253-3139.
[01:06:09.522 --> 01:06:12.723]  When cells become toxic, they die early and aging sets in.
[01:06:13.023 --> 01:06:21.045]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:06:21.285 --> 01:06:26.286]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:06:26.706 --> 01:06:28.987]  You want the best that's out there at the lowest price anywhere?
[01:06:29.227 --> 01:06:31.027]  We now have the synergistic solution.
[01:06:31.327 --> 01:06:35.508]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:06:39.642 --> 01:06:43.143]  The government's Department of Homeland Security is buying up loads of ammo.
[01:06:43.283 --> 01:06:47.264]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:06:47.565 --> 01:06:49.025]  Can you put two and two together?
[01:06:49.345 --> 01:06:56.927]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:06:57.208 --> 01:06:58.068]  But for how long?
[01:06:58.348 --> 01:07:04.610]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[01:07:04.990 --> 01:07:07.811]  Infidel Body Armor just won't quit.
[01:07:09.130 --> 01:07:16.194]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[01:07:16.274 --> 01:07:18.436]  But it's not just the air outside that's toxic.
[01:07:18.636 --> 01:07:23.739]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[01:07:23.899 --> 01:07:28.942]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[01:07:29.082 --> 01:07:32.104]  There are more than 42 million smokers in the United States.
[01:07:32.404 --> 01:07:36.246]  Well over a thousand types of mold and mildew linked to numerous conditions.
[01:07:36.467 --> 01:07:40.709]  And don't forget the fact that six million Americans live with pets they're allergic to as well.
[01:07:40.789 --> 01:07:50.855]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[01:07:51.015 --> 01:07:53.537]  Made with organic and wild cultivated herbs,
[01:07:53.677 --> 01:07:55.098]  Well, Ebola anxiety is growing.
[01:08:22.779 --> 01:08:23.239]  The U.N.
[01:08:23.259 --> 01:08:26.461]  says the threat of the virus might interfere with commerce and daily routines.
[01:08:27.022 --> 01:08:33.245]  It's even tied to global stock markets being down and a bull's running for the exits on U.S.
[01:08:33.325 --> 01:08:33.926]  Treasuries.
[01:08:35.026 --> 01:08:38.408]  The yield on a 10-year Treasury, a key barometer of the strength of the U.S.
[01:08:38.428 --> 01:08:45.873]  economy, fell below 2% for the first time since the Federal Reserve began talking about removing its monetary stimulus in May of 2013 or ending
