[00:00:00.069 --> 00:00:02.043]  Alex Jones Broadcasting Network.
[00:45:11.686 --> 00:45:13.047]  All of this is going on.
[00:45:14.028 --> 00:45:22.332]  And so there are real, real terrorists, real groups that attack, but generally they're being given funding and support from the military-industrial complex globally.
[00:45:23.260 --> 00:45:24.321]  It's bigger than the U.S.
[00:45:24.702 --> 00:45:26.503]  that needs to keep these conflicts going.
[00:45:26.764 --> 00:45:37.534]  But then they always allow Al Qaeda and Taliban leaders to escape, aka the airlift of evil, in November of 2001, where 40-plus thousand Al Qaeda and Taliban leaders were flown out on C-130s.
[00:45:39.156 --> 00:45:39.737]  I don't know.
[00:45:58.035 --> 00:45:59.856]  And then now they've let him take most of Iraq.
[00:45:59.876 --> 00:46:02.236]  And then they act like, oh, we don't know why they're doing this.
[00:46:03.077 --> 00:46:04.777]  And then they're claiming they're allied with Iran.
[00:46:04.817 --> 00:46:08.639]  Obama's not allied with Iran, with the Prime Minister of Iraq.
[00:46:08.659 --> 00:46:09.819]  That's pure BS.
[00:46:10.079 --> 00:46:13.440]  Us going to Iraq right now is like inviting an arsonist back to the scene of a crime.
[00:46:14.001 --> 00:46:14.861]  We started that fire.
[00:46:15.641 --> 00:46:17.402]  We created everything that's going on there now.
[00:46:17.422 --> 00:46:22.023]  And now they're doing it again, bringing in al-Qaeda, who makes Saddam Hussein, in my view, look like a choir boy.
[00:46:22.364 --> 00:46:23.204]  Yeah, exactly.
[00:46:24.278 --> 00:46:27.101]  It's mind-blowing that our country does this stuff all the time.
[00:46:27.441 --> 00:46:28.642]  Well, I mean, look at Al-Qaeda.
[00:46:29.483 --> 00:46:33.907]  They literally mutilate women, they kill kids, they murder any Muslim that isn't a radical, Christians.
[00:46:34.728 --> 00:46:36.290]  I mean, these people are nutcases.
[00:46:36.310 --> 00:46:37.811]  They're eating hearts on TV.
[00:46:38.572 --> 00:46:40.113]  They're just a bunch of criminal scum.
[00:46:40.234 --> 00:46:41.595]  I mean, these people are filth.
[00:46:42.656 --> 00:46:45.459]  Of all the radical Muslims, who's the worst?
[00:46:47.196 --> 00:46:54.332]  Taliban, by far, Taliban and Al Qaeda, yeah, but those guys were, they're so organized because we've given them the training, we trained them.
[00:46:55.606 --> 00:46:56.747]  Special Forces trained them.
[00:46:56.767 --> 00:46:59.708]  In the 70s and the 80s and then again to quote fight the other Taliban.
[00:46:59.748 --> 00:47:03.410]  So the only time, like in Iraq that was a bunch of guys popping shots off at you for the most part.
[00:47:03.730 --> 00:47:05.592]  Insurgents, farmers picking up guns and shooting.
[00:47:06.192 --> 00:47:08.373]  In Afghanistan those were well-coordinated attacks.
[00:47:08.413 --> 00:47:11.835]  They had the weapons, they had funding, they could get passports.
[00:47:12.455 --> 00:47:17.098]  It was crazy to see the amount of force they had when they would come at you.
[00:47:18.746 --> 00:47:21.888]  Now, you were blown up in Afghanistan and Iraq in armored vehicles, right?
[00:47:23.048 --> 00:47:23.369]  Indeed.
[00:47:23.389 --> 00:47:26.611]  Iraq was pretty nuts, though, that time.
[00:47:27.631 --> 00:47:28.352]  One of the times, yeah.
[00:47:28.592 --> 00:47:32.654]  Because didn't you get blown up by an IED, and then the Special Forces dug you out, and then you got hit again?
[00:47:32.714 --> 00:47:32.874]  Yeah.
[00:47:33.294 --> 00:47:34.835]  That was in Samar, Iraq.
[00:47:35.396 --> 00:47:38.077]  That was one of the holiest cities in Iraq, just above Tikrit.
[00:47:39.598 --> 00:47:40.158]  What happened then?
[00:47:40.178 --> 00:47:44.021]  I was coming over a bridge, and I remember we had been stopped that night prior.
[00:47:44.041 --> 00:47:45.862]  We were doing a convoy security
[00:47:47.404 --> 00:47:52.011]  Uh, route down MSR Tampa from, uh, Missoula.
[00:47:53.012 --> 00:47:53.213]  Yeah.
[00:47:53.253 --> 00:47:55.716]  From, or from, uh, to crit down to a blood.
[00:47:56.801 --> 00:47:59.623]  And we got stopped because a convoy in front of us got blown up.
[00:48:00.163 --> 00:48:01.264]  So we're waiting all night.
[00:48:01.524 --> 00:48:02.445]  And you can't do anything.
[00:48:02.465 --> 00:48:03.266]  You're stuck on a road.
[00:48:03.666 --> 00:48:05.007]  Everyone's pulling security.
[00:48:05.027 --> 00:48:11.731]  You're doing your fives and twenty-fives where you look five feet out and then look another twenty-five feet out to make sure there's no IEDs or bombs anywhere around your vehicle.
[00:48:12.352 --> 00:48:13.012]  And we're sitting there.
[00:48:13.052 --> 00:48:14.753]  The night goes through and the sun starts coming up.
[00:48:14.813 --> 00:48:17.295]  And they finally get that accident cleared up out of the way.
[00:48:17.835 --> 00:48:19.697]  People are taken to the hospital and we're free to go.
[00:48:20.967 --> 00:48:23.371]  So we're driving down the road and I remember coming over this bridge.
[00:48:23.431 --> 00:48:26.255]  It's the Samara Bypass right over the river.
[00:48:26.655 --> 00:48:31.042]  And I remember going, it was the last thing I had, Metallica fuel was on in my ear.
[00:48:31.923 --> 00:48:34.808]  And I'm sitting there driving over the bridge and I remember going, that looks like a...
[00:48:36.618 --> 00:48:42.280]  And just this huge explosion and everything slowed down and I remember seeing a piece of paper like float right past my face.
[00:48:42.980 --> 00:48:46.401]  And then everything sped up and we were just rocking back and forth flipping down the road.
[00:48:46.761 --> 00:48:47.741]  The tires were gone.
[00:48:48.581 --> 00:48:54.123]  My commander was about almost a quarter mile, half a mile back in the convoy between fuel trucks.
[00:48:55.023 --> 00:48:57.464]  And he said the tires blew past him in midair.
[00:48:58.723 --> 00:49:03.834]  I mean it was chaos and screaming and I had blood coming out of my head.
[00:49:03.854 --> 00:49:08.143]  I'm throwing up blood and all I remember is sitting there laying there as a vehicle starts catching on fire.
[00:49:09.568 --> 00:49:13.749]  Banging on the panels and they're like ripping them off trying to get us out before we burn to death.
[00:49:14.689 --> 00:49:17.530]  It was... And then you said you got hit again right there?
[00:49:17.710 --> 00:49:17.890]  Yeah.
[00:49:18.491 --> 00:49:19.111]  What happened next?
[00:49:19.731 --> 00:49:31.494]  Well after we got pulled out, special forces from a compound called Brasfield Moor came and got us and put me in a Humvee and they start trying to drive me to the hospital real quick and then another explosion right down the road.
[00:49:31.814 --> 00:49:34.075]  Maybe about a mile down the road and around the corner to the right.
[00:49:36.266 --> 00:49:37.467]  It was just horrible.
[00:49:37.487 --> 00:49:44.153]  I remember laying outside of that Humvee, and I put my back against the tire, and I just remember looking up at the sky and going, like, you know what, this is it.
[00:49:44.193 --> 00:49:47.435]  Like, I don't even, I'm not going to live past this day again.
[00:49:47.455 --> 00:49:50.518]  And now, how many months have you been waiting to get into the VA coughing up blood every night?
[00:49:52.379 --> 00:49:57.223]  I mean, technically it's been about a year, but since I've been here with the new VA, it's been since April since I moved here.
[00:49:58.244 --> 00:49:59.965]  You know the illegals are getting insurance and healthcare.
[00:50:00.146 --> 00:50:00.306]  Yeah.
[00:50:00.762 --> 00:50:05.464]  That's what pisses me off when we go out there and we talk to these people and they're, you know, it's for the kids, it's for the kids.
[00:50:05.504 --> 00:50:05.864]  Come on.
[00:50:06.404 --> 00:50:09.545]  You know, when you have a boat that can only hold 10 people and you add 20, it's going to sink.
[00:50:09.785 --> 00:50:12.807]  We need to take care of what we have here before our country sinks.
[00:50:13.227 --> 00:50:13.807]  And it's sinking.
[00:50:15.316 --> 00:50:19.758]  I mean, there's a lot of people out there, I mean, that don't get help at all whatsoever.
[00:50:20.018 --> 00:50:22.959]  They're 10 times worse than I am, and still don't get help.
[00:50:23.700 --> 00:50:27.041]  Joe, we're going to come back with your report in this next segment.
[00:50:27.081 --> 00:50:28.262]  In 30 seconds, tell folks about it.
[00:50:29.522 --> 00:50:31.923]  The video coming up is a time when I was in Afghanistan.
[00:50:31.943 --> 00:50:32.664]  We got called to
[00:50:33.744 --> 00:50:36.567]  Search what we believe to be an IED-making facility.
[00:50:37.368 --> 00:50:40.011]  When we got there, it turned out to be a lot more.
[00:50:40.712 --> 00:50:42.473]  And you'll see what that is in the video.
[00:50:43.194 --> 00:50:43.895]  This is breaking.
[00:50:44.135 --> 00:50:44.956]  No one knows about this.
[00:50:45.557 --> 00:50:46.297]  Just the people there.
[00:50:46.998 --> 00:50:47.979]  The people who were there that day.
[00:50:48.119 --> 00:50:50.442]  So this is breaking news here, even though it's years ago.
[00:50:50.462 --> 00:50:52.224]  We need to get an article out about this today.
[00:50:52.244 --> 00:50:54.406]  Yeah, I mean, I never told anybody about it until now.
[00:50:56.113 --> 00:50:59.136]  And so again, folks, people accuse us of saying there's no terrorists out there.
[00:50:59.156 --> 00:50:59.196]  No.
[00:50:59.216 --> 00:51:01.418]  A lot of the big events staged are provocative.
[00:51:01.438 --> 00:51:07.323]  There's a lot of real stuff people don't know about, and it's gonna break right here at InfoWars straight ahead with photos and videos.
[00:51:07.343 --> 00:51:07.704]  Stay with us.
[00:51:09.039 --> 00:51:10.079]  Hi, this is Ted Anderson.
[00:51:10.159 --> 00:51:14.481]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[00:51:14.661 --> 00:51:20.262]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[00:51:20.362 --> 00:51:23.703]  Gold has outperformed paper investments, yet no word about IRAs.
[00:51:23.943 --> 00:51:26.504]  If you would like to have gold for your retirement, call 800-686-2237.
[00:51:26.604 --> 00:51:31.425]  Don't get left behind by rising inflation and low returns.
[00:51:31.565 --> 00:51:31.785]  Call 800-686-2237.
[00:51:31.805 --> 00:51:33.186]  Secure your future and call 1-800-686-2237.
[00:51:38.607 --> 00:51:40.367]  Gain your independence all this month.
[00:51:40.467 --> 00:51:44.588]  Emergency Essentials will help you prepare with our biggest Mountain House sale ever.
[00:51:44.748 --> 00:51:49.209]  Now through July 31st, save up to 50% on every Mountain House can in stock.
[00:51:49.389 --> 00:51:52.849]  Mountain House food is the premier solution for your long-term storage.
[00:51:53.170 --> 00:51:58.370]  The freeze-dried lasagna is only $17.49 and the pasta primavera is only $18.49.
[00:51:58.950 --> 00:52:03.551]  Shop Emergency Essentials right now at BePrepared.com for the lowest prices in the country.
[00:52:03.931 --> 00:52:04.992]  The choice is clear.
[00:52:05.132 --> 00:52:07.152]  Be unprepared or BePrepared.com.
[00:52:08.434 --> 00:52:14.761]  By now you may know that a Bitcoin is the first decentralized currency that's easily transferred from person to person over the internet.
[00:52:15.102 --> 00:52:15.963]  No bank needed.
[00:52:16.223 --> 00:52:19.807]  This means lower fees and accounts can never be frozen, limited, or closed.
[00:52:20.087 --> 00:52:23.611]  Plus, a large number of businesses and merchants already accept Bitcoins.
[00:52:23.951 --> 00:52:27.055]  And Bitcoins are easily exchanged for dollars, euros, and more.
[00:52:27.495 --> 00:52:35.961]  If you're interested in making money in the Bitcoin market right away, and by right away we mean start making money today, please visit us at CloudHashing.com.
[00:52:36.261 --> 00:52:43.106]  CloudHashing.com is one of the fastest growing Bitcoin miners in the world, delivering the highest profits to people just like you.
[00:52:43.346 --> 00:52:49.130]  To get started, join us at CloudHashing.com and you will start mining Bitcoins right away and get paid daily.
[00:52:49.310 --> 00:52:50.210]  You heard correctly.
[00:52:50.470 --> 00:52:52.712]  You will receive payments every single day.
[00:52:52.972 --> 00:52:53.813]  And the best part?
[00:52:53.973 --> 00:52:57.175]  You do not need a computer or need any experience in mining Bitcoins.
[00:52:57.455 --> 00:52:58.976]  It's perfect for everyone.
[00:52:59.196 --> 00:53:03.399]  Learn more at cloudhashing.com, just like it sounds, cloudhashing.com.
[00:53:03.680 --> 00:53:06.321]  Start making money today at cloudhashing.com.
[00:53:11.815 --> 00:53:13.456]  Curious about what comes next?
[00:53:14.217 --> 00:53:20.441]  Next is the feeling of vulnerability you get after you arrive home to discover your house has been ransacked by burglars.
[00:53:20.921 --> 00:53:23.943]  Fool the bad guys with a new improved fake TV.
[00:53:24.303 --> 00:53:30.568]  You asked for it, we listened, and we made our new fake TV three times brighter than our previous model.
[00:53:30.788 --> 00:53:34.390]  The brightness of our new fake TV is equivalent to a 40-inch TV.
[00:53:34.851 --> 00:53:39.614]  It simulates the color and motion of a real TV while you're away from home.
[00:53:40.174 --> 00:53:46.295]  And when burglars think someone is home watching television, they're likely to pass your house and move on to an easier target.
[00:53:46.635 --> 00:53:51.056]  The new, brighter Fake TV is only $39.95 and includes free shipping.
[00:53:51.436 --> 00:53:54.037]  Go to FakeTV.com or call 1-877-5-FakeTV.
[00:53:54.177 --> 00:53:54.477]  That's 877-532-5388.
[00:53:54.537 --> 00:53:55.557]  Or go to FakeTV.com.
[00:53:55.737 --> 00:53:56.217]  Fake TV.
[00:53:56.237 --> 00:53:57.817]  The burglar deterrent.
[00:54:09.096 --> 00:54:09.699]  We're good.
[00:54:18.772 --> 00:54:22.414]  Coming up in the next hour, Wayne Madsen joins us, NSA whistleblower.
[00:54:22.794 --> 00:54:24.374]  We'll take your calls as well.
[00:54:24.694 --> 00:54:28.876]  Please remember, this entire operation is truly independent and supported by We The People.
[00:54:28.936 --> 00:54:37.300]  That's you becoming members of PrisonPlanet.tv, buying the high-quality water filters at InfowarsStore.com, the great supplements at InfowarsLife.com.
[00:54:37.760 --> 00:54:45.143]  Here is the first installment, the premiere of the first episode of hard-hitting news coverage of wars and conflicts
[00:54:45.703 --> 00:54:49.530]  On the front lines, in the trenches, with Staff Sergeant Retired Joe Biggs.
[00:55:08.933 --> 00:55:12.155]  Let me tell you a story about a couple years ago when I was in Afghanistan.
[00:55:13.276 --> 00:55:24.162]  The unit I was with, we got a call from our commanding unit back in Salerno, Afghanistan, and they had intel on what they thought was going to be a possible IED-making facility.
[00:55:24.903 --> 00:55:27.884]  So we get this call, and we're kind of thinking, like, alright, you know, what are we going to come across?
[00:55:27.904 --> 00:55:28.645]  This is going to be crazy.
[00:55:28.685 --> 00:55:31.146]  None of us are, you know, EOD trained.
[00:55:31.166 --> 00:55:32.807]  We don't know how to deal with explosives that much.
[00:55:32.827 --> 00:55:33.448]  That's going to be a little...
[00:55:34.380 --> 00:55:37.341]  A little crazy going up into this place like that without that kind of training.
[00:55:37.962 --> 00:55:41.463]  So we got everything gathered, all the equipment we could possibly think we would need for something like this.
[00:55:42.684 --> 00:55:45.865]  And we kind of go up to the door, and we don't know what to expect at all.
[00:55:46.486 --> 00:55:50.207]  We walk in, and there's this family, just regular family.
[00:55:50.227 --> 00:55:55.290]  There's a, I think there was four adult males, a couple wives, and a whole bunch of kids.
[00:55:55.890 --> 00:56:00.172]  You know, cows, goats, all this stuff inside this compound area.
[00:56:01.616 --> 00:56:04.458]  And we're walking around and I'm sitting there thinking, this place could be booby trapped.
[00:56:04.539 --> 00:56:09.443]  Every time I took a step, I'm sitting there thinking, oh my God, this will be the last step I ever take in my life.
[00:56:10.904 --> 00:56:14.647]  So we go through and we have an initial search of the entire compound.
[00:56:14.687 --> 00:56:15.828]  We don't find anything at all.
[00:56:16.509 --> 00:56:20.912]  And usually when we get intel from the source that we got it from, it's usually always been pretty much spot on.
[00:56:21.653 --> 00:56:23.515]  Never, it's never been too far off.
[00:56:24.375 --> 00:56:25.536]  So I was sitting there thinking, you know what?
[00:56:25.636 --> 00:56:26.998]  I'm going to get my metal detector.
[00:56:28.263 --> 00:56:31.707]  So I run back out to the MRAP and I go grab the metal detector and come back in.
[00:56:31.747 --> 00:56:34.830]  I just start scanning the walls and we immediately start getting hits.
[00:56:35.250 --> 00:56:38.714]  So we bring out hammers and all that stuff and just start knocking through the walls.
[00:56:39.295 --> 00:56:41.056]  And what we found was mind-blowing.
[00:56:41.497 --> 00:56:44.059]  The skin, I mean the hair on my skin just popped up.
[00:56:44.100 --> 00:56:44.820]  I had goosebumps.
[00:56:45.501 --> 00:56:47.183]  HME, which is homemade explosives,
[00:56:48.664 --> 00:56:55.309]  Passports, money, grenades, weapons, throughout, I mean, they had it buried under huge stacks of hay.
[00:56:56.009 --> 00:57:01.833]  Just after we spent time, we went through with that detector, we found so much stuff and laid it out.
[00:57:02.313 --> 00:57:03.514]  It was an entire arsenal.
[00:57:03.674 --> 00:57:15.302]  I mean, they had phone books with people's names in New York circled, like Congress people, things like that, that they had intent, they had the money, they had the backing, they had the explosives to pull it off.
[00:57:16.038 --> 00:57:17.059]  And it was just nuts.
[00:57:17.759 --> 00:57:26.126]  And the scariest thing for me was seeing those glass marbles, because what happens when something like that blows up, and you go in and you get x-rayed, you can't pick up glass shards.
[00:57:26.866 --> 00:57:31.610]  So when that hits you, those fragments go into your body, those marbles, and you're just bleeding to death.
[00:57:31.650 --> 00:57:34.712]  You just sit there and the doctors are laying around you like, you know, there's nothing they can do.
[00:57:35.873 --> 00:57:37.874]  And just to see what they had in the plan.
[00:57:38.985 --> 00:57:41.987]  You know, it wasn't just an IED-making facility.
[00:57:42.027 --> 00:57:45.669]  These guys were planning on doing something over here in America.
[00:57:45.689 --> 00:57:51.253]  So for all these people to think that a lot of this stuff's made up, I mean, it's real.
[00:57:51.293 --> 00:57:52.354]  The threat is out there.
[00:57:52.574 --> 00:57:54.735]  There's people out there who hate us, who want us killed.
[00:57:55.316 --> 00:57:58.218]  You know, I know we funded Taliban back in the day.
[00:57:58.238 --> 00:58:03.101]  Let's remember here, the people we are fighting today, we funded.
[00:58:03.641 --> 00:58:07.424]  But these were Taliban guys that had money to do it, and they had
[00:58:08.004 --> 00:58:15.827]  The motivation to get all that stuff and spend that much time hiding that stuff in their compound, putting up these huge fake walls, holding all their stuff.
[00:58:16.307 --> 00:58:25.450]  I just, I wake up in the middle of the night sometimes just sitting there thinking like, oh my God, like if we wouldn't have stopped that from happening, that could have been another big incident here on our home turf.
[00:58:25.990 --> 00:58:30.712]  And I'm just glad that we got the intel we did to be able to go out there and stop that from happening.
[00:58:34.258 --> 00:58:35.980]  Alright, first installment of that.
[00:58:36.040 --> 00:58:40.164]  We'll put it up on Infowars.com for everybody by the end of the broadcast today with an article.
[00:58:40.825 --> 00:58:44.929]  It's got a lot of exclusive photos and video that Joe Biggs and other members of his unit shot.
[00:58:45.249 --> 00:58:46.410]  We'll be back with the second hour.
[00:58:46.471 --> 00:58:47.832]  Tell your friends and family to tune in.
[00:58:48.192 --> 00:58:49.434]  This is Reality Radio.
[00:58:49.454 --> 00:58:50.154]  Thank you for listening to GCN.
[00:58:50.174 --> 00:58:51.396]  This is Resistance to Tyranny.
[00:58:51.736 --> 00:58:52.937]  This is the Infowars.
[00:58:52.957 --> 00:58:53.958]  Visit GCNlive.com today.
[00:58:58.968 --> 00:59:00.869]  I've always believed in nutrition and herbs.
[00:59:01.189 --> 00:59:09.132]  Super Male Vitality was developed to activate your body's own natural processes, instead of using synthetic chemicals.
[00:59:09.192 --> 00:59:16.515]  Sourced from powerful organic herbs, harvested around the planet, and then concentrated for maximum potency.
[00:59:16.795 --> 00:59:21.037]  I just received my Male Vitality about three days ago, and I must say, that is some good stuff.
[00:59:21.377 --> 00:59:31.540]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate, non-GMO, organic, super male vitality formula.
[00:59:32.000 --> 00:59:38.182]  Super male vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:59:38.482 --> 00:59:40.723]  I jump out of bed ready to fight these criminals every day.
[00:59:40.743 --> 00:59:44.684]  I look forward to waking up and taking my super male vitality and getting the day started.
[00:59:44.864 --> 00:59:46.465]  It's not just the super male vitality.
[00:59:46.825 --> 00:59:50.748]  All the products in Infowarslife.com are simply amazing.
[00:59:50.988 --> 00:59:57.953]  Visit Infowarslife.com today to secure your super male vitality and other powerful products from Infowarslife.
[01:00:01.876 --> 01:00:03.837]  Waging war on corruption.
[01:00:04.278 --> 01:00:06.980]  Alex Jones on the GCN Radio Network.
[01:00:14.946 --> 01:00:19.108]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.788 --> 01:00:20.589]  You want answers?
[01:00:21.369 --> 01:00:22.269]  Well, so does he.
[01:00:22.910 --> 01:00:26.551]  He's Alex Jones on the GCN Radio Network.
[01:00:27.112 --> 01:00:31.154]  And now, live from Austin, Texas, Alex Jones.
[01:00:36.816 --> 01:00:44.661]  Alright, Wayne Madsen comes up in the next segment, and we did find the clip from 2008 with Dick Cheney, saying the President's basically above the law.
[01:00:46.102 --> 01:01:00.751]  But now he says Obama has exceeded constitutional authority by use of executive power, which I agree with Dick Cheney on, but it's just literally like Joseph Goebbels criticizing Hitler, in my view.
[01:01:01.191 --> 01:01:02.972]  People are like, oh, Dick Cheney's a conservative.
[01:01:03.012 --> 01:01:03.273]  Really?
[01:01:03.673 --> 01:01:05.014]  He supported the assault weapons ban.
[01:01:06.055 --> 01:01:10.978]  Really, he wanted to stage a false flag on our ships, start a war with Iran, that came out, Cy Hirsch.
[01:01:11.938 --> 01:01:15.860]  All you Republicans just in love with Republicans, because they're Republicans, make me sick.
[01:01:16.721 --> 01:01:17.921]  Like, like, like Boehner.
[01:01:19.822 --> 01:01:26.806]  Who went along with Obamacare, went along with the banker bailout, and blocks these investigations and blocks impeachment.
[01:01:28.247 --> 01:01:34.450]  And says, oh, we're getting a lot of political points by, you know, letting Obama stay in.
[01:01:35.694 --> 01:01:43.480]  You're aiding and abetting it, and that's why we've gotten to this point, is the lawyers think of, well, just let him get discredited.
[01:01:43.860 --> 01:01:51.006]  That's a cover story, because the same special interests are trying to buy off the Republicans that have bought off Obama.
[01:01:51.906 --> 01:02:02.735]  And by buying off the Democrats versus the Republicans, you've got a bunch of Tea Party people getting an office at the state and federal level who haven't been bought off and who are staying true to their principles.
[01:02:05.000 --> 01:02:08.083]  And winning a lot of primaries, and that's the big issue here.
[01:02:08.123 --> 01:02:09.064]  We have a chance.
[01:02:10.285 --> 01:02:17.090]  And I've tried to be a political purist and not ever endorse the Tea Party, even though it came out of Ron Paul, and the neocons tried to take it over.
[01:02:17.511 --> 01:02:19.653]  That failed the last few years, so now they're trying to kill it.
[01:02:21.114 --> 01:02:30.021]  You're always seeing Republican leadership statements, oh, let's, you know, be nice to incumbent Republicans, Tea Party, don't come after us, while
[01:02:31.021 --> 01:02:37.945]  Big Democratic Party donors give Republican incumbents money in districts Democrats can't win to keep Tea Party people out, okay?
[01:02:38.225 --> 01:02:40.166]  If you're not supporting the real Tea Party, you're an enemy.
[01:02:41.127 --> 01:02:43.588]  Now, this was up yesterday on Infowars.com.
[01:02:43.628 --> 01:02:44.209]  I never got to it.
[01:02:44.229 --> 01:02:44.829]  I want to play it now.
[01:02:45.129 --> 01:02:49.732]  Here's some of the Chicago residents talking about how angry they are about the open borders.
[01:02:51.273 --> 01:02:52.293]  But it's kind of sad, though.
[01:02:52.313 --> 01:02:55.815]  I mean, they think of progressing in life, of what the government can give them.
[01:02:55.855 --> 01:02:56.476]  It's so sad.
[01:02:56.536 --> 01:02:56.856]  Here it is.
[01:02:57.336 --> 01:03:01.560]  He's going to go down as being one of the worst presidents ever.
[01:03:01.820 --> 01:03:08.305]  Today, if you look at the time that we were brought here as slaves 400 years ago, we got the same results today.
[01:03:08.706 --> 01:03:10.707]  We look like we live in Beirut somewhere.
[01:03:10.727 --> 01:03:15.131]  Ambulance, fire department, police running up and down the street, all around our community.
[01:03:15.171 --> 01:03:17.233]  On my block it's always dark.
[01:03:17.493 --> 01:03:17.793]  Dark!
[01:03:18.034 --> 01:03:19.915]  Even on the sunniest days.
[01:03:19.975 --> 01:03:20.055]  Day!
[01:03:20.236 --> 01:03:21.637]  I can't go outside and play.
[01:03:21.657 --> 01:03:21.777]  Play!
[01:03:23.200 --> 01:03:24.821]  On my block!
[01:03:24.881 --> 01:03:25.342]  On my block!
[01:03:25.482 --> 01:03:26.342]  On my block!
[01:03:26.863 --> 01:03:28.043]  Do something for our children.
[01:03:28.243 --> 01:03:35.548]  Have the same love for these young people like you got for the ones across the border and you want to save them.
[01:03:35.708 --> 01:03:38.991]  President Barack needs to pay attention to Chicago.
[01:03:39.431 --> 01:03:45.235]  If he cannot pay attention to Chicago and the African American community, he needs to resign.
[01:03:45.655 --> 01:03:52.660]  Here we got a mayor in our city and our president of the United States who has passed legislation and have given up funding
[01:03:53.460 --> 01:04:00.724]  To create opportunities for new citizens to come into the United States, ignoring people who have been born and raised here.
[01:04:00.944 --> 01:04:14.352]  With the President setting aside all of these funds for immigrants and forsaken African-American community and African-American families, I think that's a disgrace.
[01:04:14.772 --> 01:04:18.774]  And Barack is from the heart of 55th, in the city of Chicago.
[01:04:19.074 --> 01:04:20.675]  He saw this as a state senator.
[01:04:22.276 --> 01:04:23.636]  He did not pay attention then.
[01:04:24.356 --> 01:04:28.117]  Mr. President, we're asking for you.
[01:04:29.237 --> 01:04:33.678]  You're spending billions of dollars in Texas, but we got a problem here in Chicago.
[01:04:33.698 --> 01:04:35.079]  Hey, he's got your vote, lady.
[01:04:35.539 --> 01:04:36.299]  We will not stand.
[01:04:36.319 --> 01:04:37.179]  He doesn't need you.
[01:04:37.199 --> 01:04:39.060]  All right, that's good.
[01:04:39.920 --> 01:04:40.280]  Find us here.
[01:04:40.300 --> 01:04:41.920]  Pull videos up on Infowars.com.
[01:04:41.960 --> 01:04:44.141]  Let me tell you what this comes down to.
[01:04:45.601 --> 01:04:50.502]  They want everybody fighting over the government handing out the goods, like refugees out of the back of a food truck.
[01:04:51.701 --> 01:04:52.561]  Dependency.
[01:04:52.882 --> 01:04:54.542]  Big government welfare creates that.
[01:04:54.582 --> 01:04:55.202]  It always does.
[01:04:56.243 --> 01:04:57.663]  Welcome to the new America.
[01:04:57.683 --> 01:04:59.604]  Everybody likes socialism so much.
[01:04:59.624 --> 01:05:02.165]  With fascists sitting on top of it.
[01:05:02.205 --> 01:05:02.605]  You got it.
[01:05:02.625 --> 01:05:04.166]  It's going to get a lot worse.
[01:05:04.846 --> 01:05:05.707]  Until people wake up.
[01:05:05.867 --> 01:05:06.267]  Stay with us.
[01:05:09.173 --> 01:05:15.122]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:05:15.322 --> 01:05:19.529]  Most people know that iodine deficiency has been a crisis around the world.
[01:05:19.909 --> 01:05:24.456]  Iodine is key to so many of the body's functions, especially the thyroid.
[01:05:24.856 --> 01:05:27.477]  I discovered a product being developed by Dr. Group.
[01:05:27.777 --> 01:05:32.979]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[01:05:33.220 --> 01:05:40.102]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[01:05:40.623 --> 01:05:44.384]  And the results that I personally have had have been life-changing.
[01:05:44.744 --> 01:05:49.546]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:05:49.867 --> 01:05:50.707]  This is innovating.
[01:05:51.007 --> 01:05:58.294]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[01:05:58.474 --> 01:06:02.558]  For a limited time, experience the ancient power of Survival Shield X2.
[01:06:02.738 --> 01:06:08.224]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLife.com.
[01:06:08.826 --> 01:06:10.008]  I didn't, like, taste dirt in it.
[01:06:10.088 --> 01:06:11.189]  God knows what's in this.
[01:06:11.429 --> 01:06:15.514]  These people just sampled city of Austin tap water straight from the faucet.
[01:06:15.695 --> 01:06:21.582]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[01:06:21.722 --> 01:06:22.743]  That one is better.
[01:06:22.803 --> 01:06:23.784]  Tastes like nothing.
[01:06:24.065 --> 01:06:25.486]  Yep, I know what good water tastes like.
[01:06:25.506 --> 01:06:26.027]  It's good water.
[01:06:26.127 --> 01:06:31.950]  Most tap water contains added substances like fluoride, chlorine, glyphosate, and many others.
[01:06:32.171 --> 01:06:39.315]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[01:06:39.515 --> 01:06:42.016]  It tastes like you're drinking out of the lake when you're drinking tap water.
