[00:00:00.009 --> 00:00:00.695]  Alex Jones Show!
[00:53:56.798 --> 00:54:01.581]  And this holiday season, we wish you and yours the blessings of peace and good health.
[00:54:01.741 --> 00:54:05.203]  From all of us here at SupernaturalSilver.com.
[00:54:15.350 --> 00:54:16.731]  We're back live, ladies and gentlemen.
[00:54:16.751 --> 00:54:20.674]  Thank you so much for joining us on this Christmas Eve edition.
[00:54:22.035 --> 00:54:24.637]  George Washington was a winter soldier.
[00:54:25.238 --> 00:54:28.220]  He fought when all the odds were against him because he knew what he was doing was right.
[00:54:29.041 --> 00:54:38.869]  And Jakari Jackson, since I mentioned Captain America, Winter Soldier, put together this piece paralleling reality with the film that is imitating life.
[00:54:39.269 --> 00:54:40.030]  So here's that piece.
[00:54:48.411 --> 00:54:50.016]  Do you want to kill Nazis?
[00:54:50.759 --> 00:54:51.581]  I don't want to kill anyone.
[00:54:53.186 --> 00:54:53.929]  I don't like bullies.
[00:54:54.952 --> 00:54:55.734]  I don't care where they're from.
[00:54:56.309 --> 00:55:02.652]  I believe Captain America was a composite character that really kind of captured the essence of that generation.
[00:55:02.992 --> 00:55:18.559]  There's another analogy to be taken from Captain America and that is that that generation and America in general has essentially fallen asleep by Captain America dead as you see him wake up in the second Captain America movie to find that he's living in an authoritarian police state.
[00:55:18.959 --> 00:55:26.424]  For a second day in a row, a group of World War II vets literally took down a barrier blocking off the World War II memorial in Washington, D.C.
[00:55:26.444 --> 00:55:29.966]  Area needs its barricades back!
[00:55:29.986 --> 00:55:33.248]  Wow, you seem pretty chipper for someone who just found out they died for nothing.
[00:55:33.969 --> 00:55:34.229]  Wow.
[00:55:34.629 --> 00:55:39.993]  I go protect Iraqis in Iraq, and I come back and I find that my fellow Americans are being attacked by police.
[00:55:45.265 --> 00:55:50.510]  For once, we're way ahead of the curve.
[00:55:51.670 --> 00:55:53.952]  By holding a gun to everyone on earth and calling it protection.
[00:55:54.453 --> 00:55:57.255]  The police and National Guard going street by street.
[00:55:58.896 --> 00:55:59.657]  House to house.
[00:56:00.157 --> 00:56:02.479]  Instructions to disarm anyone inside.
[00:56:03.502 --> 00:56:05.843]  We're gonna neutralize a lot of threats before they even happen.
[00:56:06.563 --> 00:56:08.124]  The punishment usually came after the crime.
[00:56:08.344 --> 00:56:11.926]  And when they say, I want my lawyer, you tell them, shut up!
[00:56:12.246 --> 00:56:13.587]  Your time is expired.
[00:56:14.127 --> 00:56:15.187]  You're an enemy combatant.
[00:56:16.068 --> 00:56:17.248]  You guys did some nasty stuff.
[00:56:17.909 --> 00:56:18.089]  Yeah.
[00:56:19.085 --> 00:56:22.046]  We compromised, sometimes in ways that made us not sleep so well.
[00:56:22.066 --> 00:56:33.731]  When I was in Afghanistan, they usually kept us outside these buildings and the other government agency guys, probably like DEA, CIA and all that, they would go into these kind of rooms like that, exactly, and they would be torturing people from in there.
[00:56:33.951 --> 00:56:36.973]  Horrible scream to hear a grown person like that being tortured.
[00:56:37.013 --> 00:56:39.514]  You're watching as this opium is being grown.
[00:56:39.574 --> 00:56:43.656]  We provide them security, we're providing them resources, and we're providing them alternatives.
[00:56:44.136 --> 00:56:46.637]  Captain America is a fugitive from S.H.I.E.L.D.
[00:56:47.597 --> 00:56:48.717]  With all due respect, if S.H.I.E.L.D.
[00:56:48.757 --> 00:56:51.298]  is conducting a manhunt for Captain America, we deserve to know why.
[00:56:51.699 --> 00:56:59.622]  You have a lot of people that are coming out of the military that have the ability and the knowledge to build IEDs and to defeat law enforcement techniques.
[00:56:59.682 --> 00:57:01.602]  This is only going to get worse once it starts.
[00:57:01.743 --> 00:57:04.324]  And again, there's no veterans doing anything right now.
[00:57:04.884 --> 00:57:05.764]  No IEDs.
[00:57:05.904 --> 00:57:09.145]  They are literally getting the police to pick a fight with veterans.
[00:57:09.946 --> 00:57:13.107]  You are standing in my way.
[00:57:13.747 --> 00:57:14.347]  How did you get here?
[00:57:14.768 --> 00:57:15.508]  Invited.
[00:57:16.340 --> 00:57:19.142]  It was Operation Paperclip after World War II.
[00:57:19.222 --> 00:57:19.422]  S.H.I.E.L.D.
[00:57:19.442 --> 00:57:24.325]  recruited German scientists with strategic value.
[00:57:24.746 --> 00:57:35.713]  Operation Paperclip explores the secret military program that hired scientists who used slave labor to build the V-2 rocket and others who used concentration camp victims for human experiments.
[00:57:35.973 --> 00:57:53.459]  The responsibility for the staggering loss of life and property is uniformly placed on Hitler and the Nazis, but excluded from the official history is the fact that Hitler and the National Socialists would not have risen to power without the help of international bankers and American and German corporations.
[00:57:53.939 --> 00:57:57.460]  She's disabling security protocols and dumping all the secrets onto the internet.
[00:57:57.800 --> 00:57:58.841]  Including Hydra's.
[00:57:59.021 --> 00:57:59.461]  And S.H.I.E.L.D.'
[00:57:59.441 --> 00:57:59.481]  's.
[00:58:00.021 --> 00:58:01.042]  What about Bradley Manning?
[00:58:01.722 --> 00:58:02.723]  What about Bradley Manning?
[00:58:02.783 --> 00:58:04.825]  Look at all those people he betrayed.
[00:58:04.925 --> 00:58:06.306]  Look at all those people he betrayed.
[00:58:06.466 --> 00:58:11.409]  I think the revelations are terrible because they were revealed.
[00:58:11.870 --> 00:58:13.031]  What's his name?
[00:58:13.051 --> 00:58:13.991]  Snowden.
[00:58:14.692 --> 00:58:16.093]  Yes, Snowden.
[00:58:16.333 --> 00:58:17.194]  I think he's a traitor.
[00:58:17.914 --> 00:58:18.535]  What about the others?
[00:58:19.176 --> 00:58:20.457]  Are you planning a rescue mission?
[00:58:20.738 --> 00:58:27.586]  You think about what is going on with the Veterans Administration Hospital and the fact that we have veterans that are dying because they're on a wait list.
[00:58:27.946 --> 00:58:30.689]  You talk about Sergeant Tamarisi and his situation.
[00:58:30.709 --> 00:58:33.312]  He wants you to know, Ken.
[00:58:33.352 --> 00:58:33.573]  Hershel!
[00:58:38.123 --> 00:58:42.886]  Something that I've been upset about and raising a cane about, and so I'm going to ask you about it.
[00:58:42.967 --> 00:58:48.991]  And that's this right-wing extremism report that was mailed out to all law enforcement agencies.
[00:58:49.011 --> 00:58:50.112]  Thank you for listening to GCN.
[00:58:50.152 --> 00:58:50.652]  We'll be back.
[00:58:50.672 --> 00:58:51.192]  Stay with us.
[00:58:51.212 --> 00:58:52.193]  Second hour coming up.
[00:58:52.213 --> 00:58:54.415]  Visit GCNlive.com today.
[00:58:57.426 --> 00:58:58.647]  Another major health threat.
[00:58:58.687 --> 00:59:03.589]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[00:59:03.669 --> 00:59:06.290]  Ohio's governor declaring a state of emergency.
[00:59:06.330 --> 00:59:13.113]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[00:59:13.373 --> 00:59:16.234]  If there's a water emergency, will you be prepared?
[00:59:16.354 --> 00:59:19.296]  Panicked residents forming long lines throughout the day.
[00:59:19.316 --> 00:59:21.317]  We're here at a supermarket in Toledo.
[00:59:21.337 --> 00:59:24.178]  You can see the shelves empty where water once was.
[00:59:24.258 --> 00:59:29.760]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[00:59:29.980 --> 00:59:33.481]  Water which will not be available at your local grocery store.
[00:59:33.501 --> 00:59:36.482]  There's a mad dash on right now to stock up on supplies.
[00:59:36.582 --> 00:59:43.684]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[00:59:43.904 --> 00:59:46.965]  Protect your family's safety during an emergency.
[00:59:47.125 --> 00:59:53.387]  Go to Infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[00:59:53.547 --> 00:59:54.007]  Or call 1-888-253-3139.
[00:59:54.027 --> 00:59:55.228]  You're listening to the Alex Jones Show.
[01:00:13.308 --> 01:00:17.492]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:18.153 --> 01:00:18.953]  You want answers?
[01:00:19.734 --> 01:00:20.635]  Well, so does he.
[01:00:21.276 --> 01:00:24.899]  He's Alex Jones on the GCN Radio Network.
[01:00:25.480 --> 01:00:29.563]  And now, live from Austin, Texas, Alex Jones.
[01:00:31.225 --> 01:00:36.090]  Sony has a 79% chance of going bankrupt that's being reported.
[01:00:37.864 --> 01:00:52.099]  But magically, they've got this new film out that they can pull their bacon, and even the Hollywood Reporter and others are coming out saying it looks like an inside job using that word.
[01:00:52.119 --> 01:00:55.322]  And the reason I'm making such a big deal out of this today is it is a big deal.
[01:00:55.903 --> 01:01:00.248]  Not the story of the hack itself, but what they want to get out of the hack, SOPA, CISPA,
[01:01:01.601 --> 01:01:03.762]  A restriction of rights and so much more.
[01:01:04.482 --> 01:01:09.304]  AMC theater chain owner Wang Jianglin is China's richest man.
[01:01:10.884 --> 01:01:25.069]  And that's part of the pressure they used to have the film Red Dawn a few years ago re-edited and not released for a year so that Chinese communist forces were removed from it.
[01:01:26.930 --> 01:01:29.131]  Now I gave you my definition of a winter soldier.
[01:01:30.816 --> 01:01:32.858]  I guess we've got one here from the Urban Dictionary.
[01:01:32.878 --> 01:01:50.333]  A person, especially a member of a military... A person, especially a member of a political party or military organization who is hardcore, who endures during hard times, the opposite of a summer soldier or sunshine soldier.
[01:01:50.953 --> 01:01:58.500]  A phrase used by Thomas Paine to denote and mock men who signed up for the Revolutionary War and then quit when the going got tough.
[01:02:00.427 --> 01:02:06.789]  Most of that outfit quit, but the winter soldiers are still hanging on.
[01:02:06.809 --> 01:02:11.070]  That's because in the winter, especially back then in the north, it was really cold.
[01:02:12.090 --> 01:02:16.651]  In the sun cycle at that time, 20-30 below, like it is in Minnesota now.
[01:02:17.872 --> 01:02:20.032]  And a lot of people froze to death.
[01:02:20.052 --> 01:02:29.455]  In fact, most of the casualties on the way to Trenton and that famous victory for George Washington were people freezing to death on the way, on their horses.
[01:02:31.621 --> 01:02:34.523]  And you'd get there and there'd be somebody frozen to death, dead.
[01:02:35.864 --> 01:02:37.225]  Those were winter soldiers.
[01:02:41.648 --> 01:02:47.211]  And now we look at what men have been turned to and turned into in this country on average.
[01:02:47.712 --> 01:02:49.293]  On average, there's a lot of great men in this country.
[01:02:52.855 --> 01:02:57.979]  But I just can't imagine what's going to happen when the economic collapse takes place
[01:02:59.824 --> 01:03:01.645]  You've got to have an exit plan, ladies and gentlemen.
[01:03:02.105 --> 01:03:03.686]  We're fighting to restore the Republic.
[01:03:04.286 --> 01:03:05.706]  We're fighting to try to fix things.
[01:03:06.187 --> 01:03:07.547]  We're fighting to do the right thing.
[01:03:07.887 --> 01:03:11.969]  We're fighting to try to stop the Civil War while we're demonized 24-7 by the enemy.
[01:03:14.110 --> 01:03:21.613]  But you've got to also know that we're going to fight to win, but you've also got to be ready just to try to survive.
[01:03:22.173 --> 01:03:24.354]  Because surviving in the final equation is winning.
[01:03:25.615 --> 01:03:27.495]  And I don't mean surviving by going along, either.
[01:03:27.635 --> 01:03:28.796]  That's gotten us where we are.
[01:03:29.946 --> 01:03:35.792]  But the moral rot of this society, and I'm not on some high horse.
[01:03:36.232 --> 01:03:43.940]  When I mean moral rot, the media says that's drinking beer or, you know, loving life.
[01:03:45.621 --> 01:03:47.063]  The lover of life's not the sinner.
[01:03:49.445 --> 01:03:54.410]  It's people that swindle the innocent, it's people that dumb kids down, it's people that take advantage of folks.
[01:03:56.107 --> 01:03:59.588]  That's true evil, but you never hear that defined as evil, or very rarely.
[01:03:59.628 --> 01:04:09.391]  It's always having fun is evil, or fighting back is evil, or not groveling to the government is evil.
[01:04:12.773 --> 01:04:17.154]  Meanwhile, that then gives the devil, or that archetype, all the fun!
[01:04:17.834 --> 01:04:19.515]  The sexy cheerleader, that's a devil!
[01:04:20.748 --> 01:04:22.930]  And I'm not saying that running wild is a good thing either.
[01:04:22.950 --> 01:04:27.775]  My point is, is that all the lesser stuff is put out there as the ultimate sin.
[01:04:28.516 --> 01:04:31.479]  Like the Pharisees wouldn't associate with anybody.
[01:04:32.200 --> 01:04:34.722]  Even though they got tax money, they wouldn't associate with a tax collector.
[01:04:35.744 --> 01:04:37.665]  They sure wouldn't associate with a prostitute.
[01:04:38.744 --> 01:04:43.668]  They wouldn't associate with somebody that butchered animals because they were too high and mighty and clean.
[01:04:44.128 --> 01:04:46.530]  And Christ would have nothing to do with those people!
[01:04:47.270 --> 01:04:48.631]  He said, you're the wicked ones!
[01:04:49.011 --> 01:04:50.593]  You're the people that pray out in the public!
[01:04:50.873 --> 01:04:55.176]  You're the people that say how good you are all day, but I see your heart and you're a devil!
[01:04:56.236 --> 01:04:58.858]  When they criticized him for hanging out with the unwashed.
[01:04:59.579 --> 01:05:04.622]  Those unwashed had hearts a hundred times better than the establishment corporate types.
[01:05:07.475 --> 01:05:10.976]  The government's Department of Homeland Security is buying up loads of ammo.
[01:05:11.136 --> 01:05:15.097]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:05:15.418 --> 01:05:16.878]  Can you put two and two together?
[01:05:17.198 --> 01:05:24.780]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:05:25.041 --> 01:05:25.901]  But for how long?
[01:05:26.201 --> 01:05:28.182]  Go to InfidelBodyArmor.com.
[01:05:28.402 --> 01:05:32.443]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:05:32.823 --> 01:05:35.644]  Infidel Body Armor just won't quit.
[01:05:37.290 --> 01:05:41.153]  The average person's life is filled with unexpected challenges.
[01:05:41.893 --> 01:05:48.138]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:05:48.278 --> 01:05:57.324]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:05:57.684 --> 01:06:02.508]  Supercharge and conquer your world at infowarslife.com or call 1-888-253-3139.
[01:06:07.048 --> 01:06:14.112]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[01:06:14.212 --> 01:06:16.374]  But it's not just the air outside that's toxic.
[01:06:16.554 --> 01:06:21.657]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[01:06:21.837 --> 01:06:26.820]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[01:06:27.000 --> 01:06:30.062]  There are more than 42 million smokers in the United States.
[01:06:30.322 --> 01:06:34.185]  Well over a thousand types of mold and mildew linked to numerous conditions.
[01:06:34.385 --> 01:06:38.628]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:06:38.728 --> 01:06:48.734]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[01:06:48.954 --> 01:06:51.476]  Made with organic and wild cultivated herbs,
[01:06:51.656 --> 01:06:59.699]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:06:59.859 --> 01:07:03.820]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:07:07.194 --> 01:07:14.278]  2015 is almost here, and with it comes those New Year's resolutions to finally transform your body the way you want it.
[01:07:14.518 --> 01:07:18.321]  There's a reason over 88% of New Year's resolutions fail.
[01:07:18.441 --> 01:07:24.564]  Make this year different by equipping yourself with OxyPowder, the next level in cleansing the body naturally.
[01:07:24.905 --> 01:07:30.708]  Using super oxygenation, OxyPowder, available through Infowarslife.com, gently cleanses the body.
[01:07:30.888 --> 01:07:32.810]  While you sleep with easy capsules.
[01:07:33.130 --> 01:07:38.834]  Tens of thousands of individuals have used Oxy-Powder to cleanse their bodies and aid in their transformations.
[01:07:39.234 --> 01:07:44.538]  Even InfoWars Nightly News Director Rob Dew has been using Oxy-Powder with incredible success.
[01:07:44.859 --> 01:07:47.220]  Took it that first day, then I took it for six more days after that.
[01:07:47.381 --> 01:07:48.501]  Twelve pounds melted off.
[01:07:48.662 --> 01:07:49.842]  In about a week, I'd say a week.
[01:07:50.003 --> 01:07:50.443]  Seven days.
[01:07:51.564 --> 01:07:52.625]  2015 can be different.
[01:07:52.746 --> 01:07:55.689]  Diet and exercise are important, but a lot of us have already tried that.
[01:07:55.949 --> 01:07:57.772]  OxyPowder flushes it out.
[01:07:58.172 --> 01:08:00.875]  Secure your OxyPowder at Infowarslife.com.
[01:08:00.895 --> 01:08:02.998]  That's Infowarslife.com or 888-253-3139.
[01:08:10.160 --> 01:08:16.183]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:16.784 --> 01:08:19.825]  It's Alex Jones and the GCN Radio Network.
[01:08:20.246 --> 01:08:23.007]  That's right, coming to you from occupied North America.
[01:08:23.347 --> 01:08:32.032]  I'm in FEMA Region 6 under Homeland Security, NORTHCOM, under UN Treaty UNESCO, State Department Memorandum Treaty 7277.
[01:08:34.353 --> 01:08:41.355]  I am under UN occupied zone, under UNESCO, UN agenda 21, fiat law.
[01:08:41.855 --> 01:08:46.317]  That's not tongue-in-cheek when we come in and say, transmitting from deep behind enemy lines.
[01:08:47.337 --> 01:08:53.199]  Only admitting how hardcore this is can we truly come to realization of the real problem to fix it.
[01:08:54.400 --> 01:08:55.000]  Merry Christmas!
[01:08:55.020 --> 01:08:58.101]  I want you all to have a great holiday coming up.
[01:08:58.161 --> 01:08:59.041]  It is Christmas Eve.
[01:08:59.061 --> 01:09:04.762]  We're live on this December 24, 2014 Wednesday edition.
[01:09:05.142 --> 01:09:08.002]  We have a powerful retransmission for you tomorrow.
[01:09:08.522 --> 01:09:10.883]  And then, Lord willing, I'll be back live Friday, 11 a.m.
[01:09:11.883 --> 01:09:12.443]  to 2 p.m.
[01:09:12.483 --> 01:09:16.244]  Central Standard Time, as well as Sunday show, 4 to 6 p.m.
[01:09:16.304 --> 01:09:16.664]  Central.
[01:09:17.144 --> 01:09:20.905]  I want to open the phones up this hour to cover a host of issues with the listeners.
[01:09:21.565 --> 01:09:22.285]  But first off,
[01:09:23.430 --> 01:09:29.274]  If you just joined us, it's now been basically admitted by the FBI and the government that North Korea did not hack Sony.
[01:09:29.294 --> 01:09:30.235]  It was an inside job.
[01:09:30.695 --> 01:09:31.776]  Probably a stunt.
[01:09:32.196 --> 01:09:33.337]  They're now releasing the movie.
[01:09:33.457 --> 01:09:34.798]  We said that a week and a half ago.
[01:09:35.398 --> 01:09:40.342]  DrudgeReport.com is linked to Paul Watson's special report on the subject we aired last hour.
[01:09:40.682 --> 01:09:51.650]  You're welcome to call in about that and the motive to pass CISPA and SOPA that are free speech killing systems and to make Obama look like a savior claiming we don't need dictators censoring the media.
[01:09:52.310 --> 01:09:54.871]  Like you did indicting Dinesh D'Souza of America 2016?
[01:09:56.111 --> 01:09:58.812]  Like you did with thousands of IRS cases and criminal cases?
[01:09:59.272 --> 01:10:03.653]  Admittedly motivated against Christians, conservatives, gun groups, veterans groups?
[01:10:04.213 --> 01:10:07.073]  There's been a reign of terror against free speech!
[01:10:07.854 --> 01:10:11.755]  Not issuing the tax exemptions to over 10,000 groups!
[01:10:12.915 --> 01:10:16.336]  Oh, but you're gonna speak out against North Korea now to make yourself look good?
[01:10:16.616 --> 01:10:17.476]  What a sick joke!
[01:10:19.505 --> 01:10:43.720]  And who can deny the White House-run Justice Department, even the former Deputy Director of the FBI, has come out two days ago and said the Justice Department's helping stir up race war and a war on police, that even if you hate some of the brazen activity of some police, as I do, I mean, I'm a guy harping on it, you cannot say go out and randomly shoot police.
[01:10:43.740 --> 01:10:45.401]  I mean, I know a lot of cops that are great people.
[01:10:46.218 --> 01:10:47.379]  And follow the Constitution.
[01:10:48.079 --> 01:10:53.643]  On average, the police I know are more pro-Second Amendment and know what's going on than the general public.
[01:10:54.004 --> 01:10:54.724]  That's just a fact.
[01:10:55.685 --> 01:10:56.806]  The globalists don't like that.
[01:10:57.066 --> 01:11:01.169]  They want to play their enemy, the American people, off against their other enemy, local government.
[01:11:02.090 --> 01:11:02.950]  And where's the rubber?
[01:11:03.271 --> 01:11:05.832]  Meet the road in local government, but the police.
[01:11:07.213 --> 01:11:08.534]  You want to destabilize a country?
[01:11:09.275 --> 01:11:10.456]  Destabilize the police.
[01:11:12.056 --> 01:11:15.838]  This is so obvious, it's so disgusting, it's so transparent.
[01:11:16.019 --> 01:11:21.822]  And all these police departments getting their federal funds, sucking the boots of the federal government that's occupied by the globalists?
[01:11:24.724 --> 01:11:29.848]  You'll turn your back on the New York mayor who is a globalist piece of garbage?
[01:11:30.068 --> 01:11:34.290]  Why don't you turn your back on Obama and the UN and the New World Order?
[01:11:34.971 --> 01:11:36.512]  Because that's what's really destroying this country.
[01:11:37.842 --> 01:11:45.607]  It's a standard communist or socialist tactic to stir up minority groups with real or perceived problems to start destabilization campaigns.
[01:11:45.887 --> 01:11:46.768]  And it's happening here.
[01:11:47.028 --> 01:11:49.630]  George Soros did this in Ukraine just this year.
[01:11:51.651 --> 01:11:54.093]  Police shoot and kill armed black teen in St.
[01:11:54.113 --> 01:11:54.773]  Louis area.
[01:11:55.133 --> 01:12:02.718]  Police confirm the incident was followed by protest, clashing with police at the scene accompanied by the sound of loud bangs.
[01:12:04.579 --> 01:12:05.140]  That's RT.
[01:12:08.220 --> 01:12:09.760]  Paul Joseph Watson has a report.
[01:12:09.880 --> 01:12:13.281]  Riots near Ferguson after cops shoot black team who pointed handgun.
[01:12:13.721 --> 01:12:18.082]  Chaos outside gas station as protesters throw fireworks at police.
[01:12:18.782 --> 01:12:19.963]  Now let's stop right there.
[01:12:23.104 --> 01:12:25.264]  Because we have the local video.
[01:12:26.484 --> 01:12:29.945]  And see, this time the police, within a few hours, released the video.
[01:12:31.425 --> 01:12:33.506]  Why didn't they do that in the Ferguson case?
[01:12:33.526 --> 01:12:35.026]  You know there were video cameras around there.
[01:12:35.586 --> 01:12:37.647]  And it turned out that the cop was telling the truth.
[01:12:39.110 --> 01:12:39.710]  Pretty much.
[01:12:41.091 --> 01:12:50.716]  So why then did they not just go ahead and release it or go ahead and just indict him and let it come out in court?
[01:12:53.977 --> 01:12:54.317]  Wow!
[01:12:54.337 --> 01:12:56.378]  I tell you, the demonstrators are getting smart.
[01:12:56.899 --> 01:13:02.501]  The closest thing to explosives out there are those mortar cannons that you put in the big mortars and shoot.
[01:13:02.561 --> 01:13:06.183]  People blown their arms off of those and then they're now throwing those at the police.
[01:13:06.223 --> 01:13:06.984]  That's like throwing
[01:13:08.251 --> 01:13:09.794]  Essentially a hand grenade at somebody.
[01:13:10.034 --> 01:13:14.381]  I mean, it's three or four times, in my experience, more powerful than a flashbang.
[01:13:14.642 --> 01:13:16.906]  And I'm against police throwing flashbangs at nonviolent people.
[01:13:17.126 --> 01:13:18.068]  It's a serious assault.
[01:13:18.568 --> 01:13:19.590]  Throwing flashbangs...
[01:13:20.886 --> 01:13:27.371]  Is, is, is, is way overused, and then throwing, throwing mortar shells at the police is just serious.
[01:13:28.012 --> 01:13:29.493]  I mean, it's attempted murder is what it is.
[01:13:30.494 --> 01:13:36.279]  I mean, this is all just, the globalist plan is up against each other, and people are sharing this on YouTube.
[01:13:36.579 --> 01:13:38.821]  You know, attack the police, yay, get them, get them!
[01:13:41.002 --> 01:13:41.563]  Look at that!
[01:13:42.163 --> 01:13:43.404]  Those are mortar shells!
[01:13:44.045 --> 01:13:46.107]  Okay, let's, let's go to the next video.
[01:13:46.127 --> 01:13:48.669]  Surveillance footage of incident has been released.
[01:13:49.565 --> 01:13:55.409]  And it appears to show Antonio Martin, the new guy shot and killed, pointing a gun at the officer before he was shot.
[01:13:56.910 --> 01:13:58.932]  And the word is, go shoot police.
[01:13:58.992 --> 01:13:59.992]  That's how you get justice.
[01:14:01.934 --> 01:14:04.936]  So we're showing what happened right before this unfolds.
[01:14:05.556 --> 01:14:07.578]  And on the video, he appears to pull a gun out.
[01:14:07.598 --> 01:14:10.279]  I mean, is it suicide by cop?
[01:14:11.360 --> 01:14:15.263]  We'll see they're segwaying from that now to suicide after killing cops.
[01:14:18.337 --> 01:14:23.199]  And I tell you, I would not want to be citizens in these areas, and I wouldn't want to be the police in these areas.
[01:14:23.519 --> 01:14:24.299]  And this is only the beginning.
[01:14:24.400 --> 01:14:25.980]  Wait until the real Civil War kicks off.
[01:14:26.500 --> 01:14:29.221]  As I've said for years, you do not want to be a police officer then.
[01:14:33.403 --> 01:14:42.447]  This is so obvious, and I'm getting attacked for not supporting attacking police, and I'm getting attacked for criticizing the police.
[01:14:42.847 --> 01:14:44.828]  This is all part of mindless tribalism.
[01:14:46.561 --> 01:14:48.542]  We're supposed to join one group or the other.
[01:14:49.442 --> 01:14:52.083]  I'm going to join common sense and judgment.
[01:14:52.443 --> 01:14:59.165]  I'm going to join looking at each case as it comes and getting the best info I can before I quote support one side or the other.
[01:14:59.805 --> 01:15:00.325]  I know this.
[01:15:00.485 --> 01:15:02.166]  The globalists are trying to start a civil war.
[01:15:03.026 --> 01:15:03.707]  I predicted it.
[01:15:03.947 --> 01:15:04.627]  It's happening.
[01:15:05.427 --> 01:15:07.608]  We should be listened to because we know what we're talking about.
[01:15:08.428 --> 01:15:10.329]  And we should get the word out to stop this.
[01:15:11.129 --> 01:15:28.618]  And the way you stop it is by realizing that Al Sharpton, MSNBC, and the Justice Department, just like they staged Fast and Furious to destabilize the Southwest of Mexico to blame the Second Amendment, are now running a false flag to start a war with local government, with the police on the receiving end.
[01:15:29.724 --> 01:15:34.706]  And you know, I love all these violence talkers who say, go kill police, who they themselves won't do it.
[01:15:34.946 --> 01:15:48.510]  They want to find some mentally ill person who will do it for them, who kills his girlfriend in cold blood up in New York, throws a fit, and then decides to go out as a hero because the media and the Justice Department put out the narrative, close quote.
[01:15:50.031 --> 01:15:54.232]  So he goes out and shoots two people in cold blood, who it turns out had good records.
[01:15:55.733 --> 01:15:56.773]  This is disgusting.
[01:15:58.769 --> 01:16:06.733]  I mean, if a cop got caught killing some five-year-old kid on video and was no-billed, and their daddy went after him later, I'd say, well, that's justice.
[01:16:07.113 --> 01:16:08.254]  This is not justice!
[01:16:10.055 --> 01:16:14.737]  There is a time to kill, ripping off the term from the famous novel that was turned into a movie.
[01:16:17.346 --> 01:16:21.928]  But I'll tell you right now, I will not be played into these mindless type of operations.
[01:16:22.628 --> 01:16:29.851]  Now the mayor of Berkeley, not Berkeley, California, but Berkeley, Missouri, this is right outside Ferguson, it's two miles away, has come out with a statement.
[01:16:29.911 --> 01:16:30.771]  I know we were downloading it.
[01:16:30.791 --> 01:16:31.151]  Do we have it?
[01:16:33.132 --> 01:16:33.292]  Good.
[01:16:33.672 --> 01:16:34.433]  We'll get it and play it.
[01:16:35.113 --> 01:16:37.354]  But I want to get your take as listeners on this.
[01:16:37.474 --> 01:16:43.956]  How much more obvious does it have to get where we're told that this is the number one story of 2014.
[01:16:46.900 --> 01:16:48.181]  It is not the number one story.
[01:16:48.221 --> 01:16:49.841]  It's the number one story the media has hyped.
[01:16:50.221 --> 01:16:52.882]  We've been forced to cover it almost every day in the last six months.
[01:16:53.603 --> 01:16:54.563]  Because it was so obvious.
[01:16:55.183 --> 01:16:56.904]  Even before Brown got killed.
[01:16:57.904 --> 01:17:00.345]  Even before Wilson shot him.
[01:17:00.445 --> 01:17:03.746]  Even before any of this unfolded, we were saying this is the next step.
[01:17:04.087 --> 01:17:05.227]  This is what Obama will do.
[01:17:05.507 --> 01:17:10.049]  Because any fool could see what was being put out by the talking heads.
[01:17:11.496 --> 01:17:13.798]  To prime the pump and get all this ready.
[01:17:14.298 --> 01:17:18.802]  Here is the mayor of a small town near Ferguson where it's now exploding again.
[01:17:19.602 --> 01:17:26.167]  I had the opportunity last evening to review the video of the incident.
[01:17:27.728 --> 01:17:34.694]  And what I saw in this incident is not what people portray.
[01:17:35.618 --> 01:17:39.481]  This is not a policeman in the city of Berkeley, half cocked, going out.
[01:17:40.201 --> 01:17:44.504]  And as we say, black lives matter.
[01:17:45.544 --> 01:17:46.865]  This was not the case.
