[00:00:00.450 --> 00:00:03.317]  Coast to Coast, direct from Austin.
[00:43:08.894 --> 00:43:09.094]  No.
[00:43:09.534 --> 00:43:13.037]  It's because veterans have been trained to take down America's enemies.
[00:43:13.537 --> 00:43:18.561]  And the shadow government that's now running this country is the real enemy number one.
[00:43:19.401 --> 00:43:24.648]  Veterans, your skills and knowledge will take down the shadow government, and they know it.
[00:43:25.069 --> 00:43:32.319]  But don't play directly into the government's hand by allowing yourselves to be manipulated into a self-fulfilling prophecy of extremism.
[00:43:32.860 --> 00:43:35.604]  Instead, soldier up for the Info War.
[00:43:37.608 --> 00:43:39.069]  Great report from Leanne McAdoo.
[00:43:39.129 --> 00:43:42.992]  That's the sort of thing you can see at Prison Planet TV on a nightly basis.
[00:43:43.612 --> 00:43:46.074]  We hope that you'll support that by becoming a subscriber.
[00:43:46.735 --> 00:43:57.763]  If you become a subscriber, you can share that subscription with up to 10 other people who can simultaneously watch the news every night, as well as special reports, as well as all of Alex's documentaries.
[00:43:57.783 --> 00:43:58.604]  And there's quite a few of them.
[00:43:58.644 --> 00:44:01.186]  So it's a great way to wake up your friends and family.
[00:44:01.746 --> 00:44:04.048]  It's a great way to support our operation here.
[00:44:04.088 --> 00:44:06.590]  Now I'm joined with Anthony Gucciardi here in the studio.
[00:44:07.330 --> 00:44:22.461]  Anthony, it's pretty amazing, isn't it, that we see the veterans so poorly treated, we see them being experimented on, we see them going to veterans hospitals, being told that they're on a waiting list to get health care, and yet they're on this secret waiting list.
[00:44:22.721 --> 00:44:24.182]  Listen to this, before you comment.
[00:44:24.602 --> 00:44:27.104]  Columbia, Missouri, 19 were on a secret waiting list.
[00:44:27.144 --> 00:44:27.324]  St.
[00:44:27.364 --> 00:44:28.205]  Louis, 26.
[00:44:28.285 --> 00:44:28.805]  Kansas City, 37.
[00:44:28.845 --> 00:44:29.105]  Wichita, 20.
[00:44:29.365 --> 00:44:30.046]  And Phoenix, the big one, 1,700.
[00:44:33.408 --> 00:44:34.549]  We're on a secret waiting list.
[00:44:34.569 --> 00:44:36.371]  They thought they were on a waiting list to get health care.
[00:44:36.692 --> 00:44:41.456]  They're just, uh, there, I'll write your name down and make you feel good and just shove you off to the side.
[00:44:41.737 --> 00:44:42.838]  And some of these people have died.
[00:44:42.918 --> 00:44:48.424]  Eighteen in Phoenix died waiting for treatment because they put them on these secret lists.
[00:44:48.844 --> 00:44:53.249]  That's the kind of treatment that people who have pledged to support the government
[00:44:54.414 --> 00:44:55.075]  I think so.
[00:45:10.069 --> 00:45:13.412]  This is the symptom of the collapsing medical paradigm.
[00:45:13.833 --> 00:45:15.054]  All around us, we see it.
[00:45:15.254 --> 00:45:18.337]  And all around us, we find doctors rejecting patients.
[00:45:18.737 --> 00:45:20.339]  These lists that aren't so secret.
[00:45:20.359 --> 00:45:23.742]  I mean, you can look at Staff Sergeant Joe Biggs, the InfoWars reporter.
[00:45:24.163 --> 00:45:25.764]  He was bleeding internally.
[00:45:25.784 --> 00:45:29.328]  And they told him, yeah, it could be a month or so before we even see you.
[00:45:29.848 --> 00:45:32.653]  Or Weldon, who is under the VA, who works in the warehouse here.
[00:45:33.093 --> 00:45:34.095]  He had strep throat.
[00:45:34.175 --> 00:45:35.637]  I mean, you could look at his throat.
[00:45:35.677 --> 00:45:36.498]  You could look down his throat.
[00:45:36.679 --> 00:45:38.662]  Huge white bumps everywhere.
[00:45:38.722 --> 00:45:39.423]  Extreme pain.
[00:45:39.463 --> 00:45:40.624]  Couldn't even swallow water.
[00:45:41.125 --> 00:45:44.590]  And he went in and they said, yeah, you know, we're not too sure what you have.
[00:45:45.131 --> 00:45:46.492]  It might just be a common cold.
[00:45:46.512 --> 00:45:47.593]  We're not sure we can treat you.
[00:45:48.054 --> 00:45:52.118]  And two weeks later, he finally kept going during lunch, like every single day.
[00:45:52.398 --> 00:45:54.960]  And they eventually said, yeah, we'll finally do a test.
[00:45:55.201 --> 00:45:58.424]  Four days later, they call him and say, yeah, it was strep throat.
[00:45:58.444 --> 00:46:00.045]  We're going to work on getting you antibiotics.
[00:46:00.065 --> 00:46:01.386]  At this point, he could hardly talk.
[00:46:01.907 --> 00:46:04.990]  And he was thinking, why don't I just go to a regular doctor at this point?
[00:46:05.811 --> 00:46:16.540]  These people are shifting from the VA to the regular MDs, but the regular MDs are so taxed with the health care system that is complete garbage that they're all integrating to what's known as integrative medicine now.
[00:46:17.020 --> 00:46:19.022]  The whole system is collapsing and they see this.
[00:46:19.302 --> 00:46:22.845]  All the smart MDs are going to natural alternative solutions.
[00:46:23.526 --> 00:46:28.710]  And really what's happening to the veterans is that they're really kind of the canaries in the coal mine because
[00:46:29.904 --> 00:46:35.780]  As people were bringing on Obamacare 20 years ago, when Hillary cares, they were putting it.
[00:46:36.877 --> 00:46:38.337]  Everybody was saying, look at the VA.
[00:46:38.598 --> 00:46:47.760]  If the government can't run just a hospital system just for a subsection of the population, how are they going to do it for everybody?
[00:46:48.160 --> 00:46:48.400]  Right?
[00:46:48.420 --> 00:46:54.362]  A total mismanagement, total disregard, even for the people who have put their life on the line for this government.
[00:46:54.382 --> 00:46:56.843]  They're not just ordinary citizens who are out there.
[00:46:56.863 --> 00:47:01.024]  I mean, they have defended this government, and the government betrays them to this degree.
[00:47:01.844 --> 00:47:06.208]  And so, can we really trust the government's healthcare system to take care of us?
[00:47:06.248 --> 00:47:06.889]  Of course we can't.
[00:47:07.209 --> 00:47:09.011]  It's like gun control for your biology.
[00:47:09.572 --> 00:47:14.517]  And what people don't realize is most of this is based on mental illness, not physical illness.
[00:47:15.009 --> 00:47:22.974]  I mean, you can look at some of the articles we're going to talk about today and also provide exact solutions and get into how we can transform our bodies in ways that don't rely on the medical paradigm.
[00:47:23.314 --> 00:47:27.877]  But specifically, we could look at the New York Times saying most will be mentally ill at some point in their lives.
[00:47:28.437 --> 00:47:32.820]  Saying that more than half of Americans will develop a mental illness at some point in their lives.
[00:47:33.320 --> 00:47:35.961]  So you go, what does that even mean, a mental illness?
[00:47:36.462 --> 00:47:38.523]  It's so broadly defined that it means nothing.
[00:47:38.923 --> 00:47:41.805]  You could have a mental illness if you recently lost a loved one.
[00:47:42.225 --> 00:47:44.186]  You know, that's defined as a mental illness.
[00:47:44.586 --> 00:47:46.966]  You will therefore be given pharmaceutical drugs.
[00:47:47.386 --> 00:47:50.407]  And then the issue is, this study actually goes on, there's a lot we can get into.
[00:47:50.427 --> 00:47:52.348]  Which makes you much more mentally ill than you were at the start.
[00:47:52.408 --> 00:47:52.648]  Of course.
[00:47:52.668 --> 00:47:54.368]  I mean, I was on them before.
[00:47:54.428 --> 00:47:59.430]  When I was younger, I didn't know, and I thought they could actually maybe help me, and I felt like a zombie, and many others were.
[00:47:59.950 --> 00:48:03.711]  But the whole system now, what's good, there is a blessing in disguise here.
[00:48:04.531 --> 00:48:13.545]  The doctors, as some are quoted in this article as well, this is an older piece, the newer ones coming out today, all the doctors are saying, this is madness, we need to start looking for alternatives.
[00:48:14.126 --> 00:48:19.133]  And that's what's happening, is the doctors now are seeing, because it's like a person walking around at first,
[00:48:19.614 --> 00:48:24.402]  They've had some cancer cells growing in their body, you know, a little tumor they could hide under their shirt.
[00:48:24.642 --> 00:48:28.027]  Now it's the healthcare system in the United States is a walking tumor.
[00:48:28.408 --> 00:48:30.351]  It is just like oozing pus everywhere.
[00:48:30.692 --> 00:48:34.377]  And even the most conservative doctors can see there's something wrong here.
[00:48:34.798 --> 00:48:47.823]  And now they're actually pushing against the government, and the government and the pharmaceutical industry are the ones funding all of these studies saying that we're all mentally ill, everything's fine, we shouldn't treat people over the age of 70 for anything, all of this.
[00:48:48.203 --> 00:49:02.348]  And that's what's happening with these waiting lists, is they're actually looking at these, you know, fake studies that are funded by the pharmaceutical giants and the government, where it is population control, it is basically, if you're not prescribing, you know, antidepressants, then it doesn't matter.
[00:49:02.888 --> 00:49:09.895]  All of this is culminating to the collapse, but amid the collapse, the rats are all scurrying out, everything's going crazy, and the people are the ones suffering.
[00:49:10.195 --> 00:49:16.101]  And this is a global problem, because of course these large pharmaceutical companies are global, multinational corporations.
[00:49:16.661 --> 00:49:18.463]  When we were in Copenhagen covering Bilderberg,
[00:49:19.468 --> 00:49:22.150]  There was an article here I've got on the Copenhagen Post right here.
[00:49:22.170 --> 00:49:25.593]  They're talking about close to one in three Danes mentally ill.
[00:49:26.133 --> 00:49:33.879]  And they said according to a new research study they had a quarter of all the Danes under the age of 50 had been treated for mental illness at some point in their life.
[00:49:34.219 --> 00:49:35.640]  They said they expected that to go up.
[00:49:35.680 --> 00:49:37.181]  That was only the tip of the iceberg.
[00:49:37.241 --> 00:49:39.883]  They had only because of the way they had structured the study.
[00:49:40.204 --> 00:49:44.047]  But the bottom line is a lot of that as you pointed out is broadly diagnosed.
[00:49:44.827 --> 00:49:50.316]  Any kind of depression is immediately, they're given very strong SSRI drugs or whatever.
[00:49:50.557 --> 00:49:59.030]  We see that this shooter, this young kid who killed those women because he said he was sexually frustrated, we see that he was on Xanax.
[00:49:59.801 --> 00:50:00.501]  Every single time.
[00:50:00.741 --> 00:50:03.823]  Every time, that's the common thread, and of course they won't talk about that.
[00:50:04.103 --> 00:50:13.047]  If Vegas had a betting game for all the mass shooters and crazy people, if you would just put a million dollars every single time that they were on a pharmaceutical drug like an antidepressant, you'd be a very wealthy man.
[00:50:13.307 --> 00:50:16.028]  But look what they don't tell you in that article that they tell you in the other ones.
[00:50:16.488 --> 00:50:18.149]  I found this in the New York Times.
[00:50:18.609 --> 00:50:24.812]  It says, the findings of those studies are frequently cited by researchers, the ones that say that everyone's mentally ill.
[00:50:26.252 --> 00:50:32.197]  Policymakers and drug manufacturers to emphasize the importance of diagnosing and treating mental illness.
[00:50:32.537 --> 00:50:39.722]  And then another one goes on to talk about how the drug manufacturers and the government were two of the main funders of the study.
[00:50:40.422 --> 00:50:44.605]  So they fund it, then they use it to push the actual drugs on the population.
[00:50:45.005 --> 00:50:46.727]  And that's obvious to most people, but guess what?
[00:50:46.747 --> 00:50:48.168]  They're admitting it over and over and over again.
[00:50:48.208 --> 00:50:49.729]  How is that possibly real science?
[00:50:49.789 --> 00:50:52.731]  It's phony fake science and that's what's happening with this collapsing paradigm.
[00:50:53.391 --> 00:50:54.493]  Thank you, Anthony Gucciardi.
[00:50:54.553 --> 00:50:57.877]  And Anthony is going to be joined by Dr. Group in the next hour.
[00:50:57.897 --> 00:51:05.527]  We're going to talk to him about things that you can do to take over your individual health issues to make sure that you're protecting yourself and your family.
[00:51:05.627 --> 00:51:06.749]  So join us then.
[00:51:06.769 --> 00:51:07.510]  We'll be right back.
[00:51:09.781 --> 00:51:13.924]  This hour of GCN programming proudly sponsored by BlocketPocket.com.
[00:51:14.164 --> 00:51:17.486]  You're aware of cell phone and wireless health and privacy concerns, right?
[00:51:18.007 --> 00:51:22.249]  BlocketPocket.com's the source for all your wireless health and privacy answers.
[00:51:22.570 --> 00:51:24.111]  BlocketPocket.com.
[00:51:24.971 --> 00:51:26.892]  Hi, Ted Anderson with Midas Resources.
[00:51:27.153 --> 00:51:31.676]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:31.856 --> 00:51:33.417]  Get our 10 Reasons book free.
[00:51:33.617 --> 00:51:33.897]  Call 800-686-2237.
[00:51:33.917 --> 00:51:34.097]  That's 800-686-2237.
[00:51:40.234 --> 00:51:43.436]  How can you save a ton of money and prepare for emergencies?
[00:51:43.836 --> 00:51:46.738]  By having your own in-home freeze dryer from Harvest Rite!
[00:51:47.058 --> 00:51:50.700]  Now you can cut down on wasted food by freeze drying your leftovers!
[00:51:51.061 --> 00:51:51.621]  That's right!
[00:51:51.781 --> 00:51:59.886]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer!
[00:52:00.286 --> 00:52:02.668]  Imagine the savings and the peace of mind!
[00:52:03.028 --> 00:52:07.971]  See how the amazing Harvest Rite freeze dryer works at harvestrite.com!
[00:52:09.255 --> 00:52:11.818]  Hi folks, Alex Jones here with some important information.
[00:52:12.079 --> 00:52:16.945]  I want to tell you about Matt Redhawk and his team of patriots over at MyPatriotSupply.
[00:52:17.206 --> 00:52:25.036]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the charlatans willing to sell us out for a quick buck.
[00:52:25.316 --> 00:52:29.619]  Deciding to take action, a company run by patriots for patriots was born.
[00:52:29.839 --> 00:52:33.662]  My Patriot Supply has never taken a loan or accepted outside funding.
[00:52:33.822 --> 00:52:39.525]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:52:39.766 --> 00:52:42.547]  It is rare to find companies who practice what they preach.
[00:52:42.928 --> 00:52:48.071]  And that's why I stock my pantry with high-quality storable foods from My Patriot Supply.
[00:52:48.271 --> 00:52:56.421]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:52:56.441 --> 00:52:56.661]  That's 866-229-0927.
[00:52:56.741 --> 00:52:59.665]  Do business with someone who shares your values.
[00:52:59.685 --> 00:53:00.626]  MyPatriotSupply.com slash Alex.
[00:53:09.597 --> 00:53:16.422]  If you're worried about your health and you're tired of the nasty side effects of harsh drugs or antibiotics, then look no further.
[00:53:16.883 --> 00:53:18.964]  Supernatural Silver is the answer.
[00:53:19.685 --> 00:53:24.609]  Supernatural Silver is a powerful immune system enhancer that can be used every day.
[00:53:25.109 --> 00:53:28.831]  To help keep you healthy and well, with none of those nasty side effects.
[00:53:29.392 --> 00:53:32.673]  It's extremely safe for use internally as well as topically.
[00:53:33.154 --> 00:53:38.056]  And Supernatural Silver is hundreds of times more effective than Colloidal or Ionic Silver.
[00:53:38.457 --> 00:53:43.099]  It is perfect for use in the sinuses, eyes, ears, and on any wound or skin issue.
[00:53:43.459 --> 00:53:53.045]  Supernatural Silver is also extremely effective when taken orally, and can help fight off bacteria, viruses, and mold that may be overwhelming your immune system.
[00:53:53.465 --> 00:54:08.122]  Go to SupernaturalSilver.com SupernaturalSilver.com and use the promo code SILVER2014 for 20% off of your entire order and give yourself and your loved ones a fighting chance with Supernatural Silver.
[00:54:23.712 --> 00:54:25.113]  Welcome back to the Alex Jones Show.
[00:54:25.193 --> 00:54:25.913]  I'm David Knight.
[00:54:25.933 --> 00:54:47.544]  We're going to be joined in the next hour with Dr. Group and Anthony Gucciardi talking about how you can take over, take control of your personal health so that you don't get sucked up into this health care system that's not only inefficient but invasive, part of the surveillance state, part of a state as we learned today from an article from Anthony Gucciardi.
[00:54:48.376 --> 00:55:03.489]  Where they believe in Michigan that they can take away your children whenever you take them to the doctor, they can take them away for private sexual consultations that you're not allowed to attend, that your children can block you from knowing anything about it, and that
[00:55:04.150 --> 00:55:09.052]  They will not allow you to opt out of this in any way, shape or form.
[00:55:09.592 --> 00:55:10.372]  Very disturbing.
[00:55:10.412 --> 00:55:12.213]  So Alex is going to be joining us to talk about that.
[00:55:12.593 --> 00:55:16.034]  We've been talking about the 70th anniversary of D-Day.
[00:55:16.334 --> 00:55:19.995]  Today is June the 6th, the beginning of the invasion of Normandy 70 years ago.
[00:55:21.796 --> 00:55:32.981]  And as I look at this, and I look at the horrific situation that these young soldiers were put in, the guy who jumped today at the age of 93, he was 23, but the guys that he was jumping with, most of them were teenagers.
[00:55:33.581 --> 00:55:37.763]  They were teenagers that were jumping into this situation, teenagers that were dying.
[00:55:38.763 --> 00:56:00.716]  Strauss and Howe have talked about how, in a book called The Fourth Turning, as I've mentioned several times when I've talked here on the radio about the repeating of history, the rhyming of history, the rhythm of history, they point out that there's a cycle that you rise to a crisis point about once every 70 to 80 years, and they see that happening very soon for us.
[00:56:00.776 --> 00:56:03.678]  As a matter of fact, they believe that it already started around 2007, 2008.
[00:56:03.738 --> 00:56:05.099]  They wrote their book ten years earlier than that.
[00:56:07.620 --> 00:56:09.543]  It's something like World War II and the Great Depression.
[00:56:10.263 --> 00:56:12.546]  Earlier, before that, it was the Civil War.
[00:56:12.606 --> 00:56:14.789]  Before that, it was the Revolutionary War.
[00:56:15.210 --> 00:56:18.834]  Going back, they trace this cycle back all the way back to the mid-1400s.
[00:56:18.914 --> 00:56:22.058]  So, what are we going to be facing?
[00:56:22.782 --> 00:56:32.891]  And the question is, when this brave generation, as Tom Brokaw called them, the greatest generation, when they fought and died, when they fought evil, did they know where this had come from?
[00:56:32.931 --> 00:56:39.636]  There's an excellent article by Kurt Nimmo on Infowars.com, the greatest generation sacrificed for bankers.
[00:56:40.297 --> 00:56:45.561]  And he points out that as they're recreating these parachute drops and fireworks displays and movies,
[00:56:46.582 --> 00:56:57.325]  Where 60 million people, two and a half percent of the world's population were killed, he said the responsibility for the staggering loss of life and property is uniformly placed on Hitler and the Nazis.
[00:56:57.685 --> 00:57:12.630]  But excluded from the official history is the fact that Hitler and the National Socialists would not have risen to power without the help of international bankers and American and German corporations like the ones we just covered at Bilderberg.
[00:57:13.030 --> 00:57:23.536]  Professor Anthony Sutton's Wall Street and the Rise of Hitler documents how key Wall Street financiers and other international bankers subsidized the rise of Hitler and the Nazis.
[00:57:24.316 --> 00:57:30.940]  Most notably, the late Senator Prescott Bush, grandfather of former President George W. Bush,
[00:57:31.500 --> 00:57:32.021]  We're good to go.
[00:57:54.500 --> 00:58:02.362]  Little of Bush's dealings with Germany has received public scrutiny, partly because of the secret status of the documentation involving him.
[00:58:03.282 --> 00:58:13.185]  When I look at what happened, to me, the people who fought in World War II are embodied by the character that you see portrayed in the movies of Captain America.
[00:58:13.205 --> 00:58:15.085]  I mean, that's what they drew their inspiration from.
[00:58:15.265 --> 00:58:22.107]  Straight up, honest, totally lacking in guile, people who would sacrifice themselves for it, and yet,
[00:58:23.127 --> 00:58:43.633]  Like Captain America, has that generation, has America overall fallen asleep after that great struggle against evil, not realizing that Hydra, that the secret Nazi organization, has enacted the same kind of control through the bankers that initially started World War II to begin with?
[00:58:44.073 --> 00:58:44.973]  We're going to be right back.
[00:58:45.253 --> 00:58:45.793]  Stay with us.
[00:58:50.394 --> 00:58:52.175]  Thank you for listening to GCN.
[00:58:53.593 --> 00:58:55.842]  Visit GCNlive.com today!
[00:58:59.913 --> 00:59:05.995]  General, what do you think about the FBI saying that there was a terror alert on Monday about a potential forfeiture situation?
[00:59:06.015 --> 00:59:09.357]  The police are shoving people, shoving Alex, shoving the crowd.
[00:59:09.377 --> 00:59:11.057]  Here we go folks, I'm being assaulted!
[00:59:11.077 --> 00:59:17.380]  Whether it's the radio show, the news websites, documentary films, or the nightly news, InfoWars is the tip of the spears.
[00:59:17.480 --> 00:59:23.362]  Is this another false flag stage attack to take our civil liberties and put more homeless in security by sticking their hands down on the streets?
[00:59:23.522 --> 00:59:27.284]  It's up to us to set brush fires in the minds of men and women everywhere.
[00:59:27.464 --> 00:59:30.346]  And that's what PrisonPlanet.TV is designed to do.
[00:59:30.366 --> 00:59:38.571]  If you watch, the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[00:59:38.831 --> 00:59:40.872]  What we see now is a war against reality.
[00:59:40.932 --> 00:59:41.973]  It's a war against the truth.
[00:59:42.333 --> 00:59:51.076]  It's more vital than ever that supporters of freedom become members of PrisonPlanet.tv and share their membership with up to 11 friends and family.
[00:59:51.276 --> 00:59:53.717]  Visit InfoWarsNews.com today.
[00:59:53.937 --> 00:59:58.299]  Become a member, share your membership, and help take the info war to the next level.
[01:00:02.620 --> 01:00:04.561]  Waging war on corruption.
[01:00:05.021 --> 01:00:07.762]  Alex Jones on the GCN Radio Network.
[01:00:15.734 --> 01:00:16.354]  Big Brother.
[01:00:17.035 --> 01:00:18.056]  Mainstream media.
[01:00:18.796 --> 01:00:19.877]  Government cover-ups.
[01:00:20.558 --> 01:00:21.358]  You want answers?
[01:00:22.139 --> 01:00:23.039]  Well, so does he.
[01:00:23.680 --> 01:00:27.342]  He's Alex Jones on the GCN Radio Network.
[01:00:27.883 --> 01:00:31.926]  And now, live from Austin, Texas, Alex Jones.
[01:00:34.019 --> 01:00:36.161]  Welcome back to the Alex Jones Show, I'm David Knight.
[01:00:36.501 --> 01:00:47.268]  We're going to be joined in the next segment by Anthony Gucciardi and Dr. Group, and they're going to be talking about things that you can do to protect your health, your family, to take control of it as an individual.
[01:00:47.589 --> 01:00:53.873]  Because it's not only your life now, but it's also your liberty that is being threatened by this health care bureaucracy.
[01:00:53.933 --> 01:01:00.538]  As we see in an article breaking on InfoWars today, a Michigan mother who is told that she has no way to opt out
[01:01:01.238 --> 01:01:06.682]  of a private interview about sexual education with her child when she takes him to the doctor.
[01:01:06.702 --> 01:01:11.845]  And of course we see in many cases that they're using your medical information to profile you.
[01:01:11.945 --> 01:01:13.366]  They may use it to attack you.
[01:01:13.907 --> 01:01:24.113]  They may use it to pry into your life, but they will also use it now to pry your children away from you, even more so than happens through the control points of government schooling.
[01:01:25.074 --> 01:01:39.120]  But as we were going to the break, I was talking about the 70th anniversary of D-Day, about the Greatest Generation, and how I believe Captain America was a composite character that really kind of captured the essence of that generation.
[01:01:39.740 --> 01:01:41.401]  The straightforward,
[01:01:42.381 --> 01:01:50.327]  People who would sacrifice their lives to protect other people, to stop bullies, as he continually says.
[01:01:51.007 --> 01:02:08.300]  And yet, I also believe that there's another analogy to be taken from Captain America, and that is that that generation, and America in general, has essentially fallen asleep like Captain America did, as you see him wake up in the second Captain America movie to find that he's living in an authoritarian police state.
[01:02:09.226 --> 01:02:22.237]  Where they're going to not only watch everything that everybody does, where they don't care about giving people a trial before they attack them, where they're setting up a mechanism to essentially destroy, literally kill dissidents immediately.
[01:02:22.837 --> 01:02:25.359]  That's the kind of America that he wakes up to.
[01:02:25.419 --> 01:02:28.141]  It's time that all Americans wake up to that.
[01:02:28.201 --> 01:02:35.708]  And we stop thinking about the fact that we're the good guys, the saviors of the world, and realize that we're the guys now
[01:02:36.348 --> 01:02:42.232]  Where the NSA lives, where these people have moved that were part of the Nazi operation.
[01:02:42.272 --> 01:02:48.096]  As I mentioned in the last segment, Kurt Nemo has an excellent article pointing out the banker origins of World War II.
[01:02:48.136 --> 01:02:51.458]  But, you know, there was another aspect of it, of course, at the end of the war.
[01:02:51.898 --> 01:02:56.962]  There's something called Operation Paperclip, where a lot of key scientists were brought over.
[01:02:57.022 --> 01:02:59.323]  Now, of course, everybody wants to talk about Wernher von Braun.
[01:03:00.484 --> 01:03:07.434]  But there are other scientists that were, when they came over, they didn't do things that were benign like making rockets to go to the moon.
[01:03:07.494 --> 01:03:10.118]  Instead, they continued their human experimentation.
[01:03:10.178 --> 01:03:17.107]  There's an excellent book called A Terrible Mistake, The Murder of Frank Olson and the CIA's Secret Cold War Experiments.
[01:03:18.004 --> 01:03:19.866]  Now, the author, H.P.
[01:03:20.046 --> 01:03:31.435]  Albarelli, in his preface, he's gone back and he's gotten these documents that have been declassified, and it's a very, very meticulous chronicling of what happened in this guy's life.
[01:03:31.515 --> 01:03:41.503]  And of course, Frank Olson was someone who worked for the CIA in medical experimentations when they were doing the CIA was doing the LSD experiments and that sort of thing.
[01:03:42.584 --> 01:03:49.150]  Uh, he told his wife and his family that he had made a terrible mistake and shortly after that, he was suicided.
[01:03:49.770 --> 01:04:00.299]  Now, that is interesting enough, but what I found to be fascinating about that was not only just the fact, we know that there were a lot of scientists who were brought over, but exactly what they were doing.
[01:04:00.999 --> 01:04:03.660]  And he chronicles that meticulously in that book.
[01:04:03.720 --> 01:04:12.324]  Now, he makes the mistake of thinking that, well, you know, this happened 50, 60 years ago and fortunately now the CIA is all better now.
[01:04:12.904 --> 01:04:13.545]  No, it's not.
[01:04:13.765 --> 01:04:15.746]  It wasn't going through the terrible twos.
[01:04:16.506 --> 01:04:18.127]  It's only gotten worse.
[01:04:18.207 --> 01:04:20.248]  It's only gotten better at what it does.
[01:04:20.648 --> 01:04:27.071]  We see people like William Binney, who is a technical director at the NSA, warning us that we're becoming like East Germany.
[01:04:27.651 --> 01:04:31.314]  And so over and over again, we see that this is a pattern of behavior.
[01:04:31.334 --> 01:04:42.704]  When we go to the Bilderberg Group, we see that they hatched the plans for a united Europe, doing with bankers, with currency, with financial controls like the Euro, what they could not do with guns.
[01:04:43.184 --> 01:04:45.927]  Printing the paper to take over the world.
[01:04:46.327 --> 01:04:49.069]  That was what they told some of the corporations that they were working with.
[01:04:49.089 --> 01:04:52.993]  They said, imagine yourself as dictators of Europe.
[01:04:53.613 --> 01:05:00.844]  Well, we don't have to imagine anymore, not when we see Goldman Sachs bankers replacing elected politicians, democratically elected politicians.
[01:05:01.385 --> 01:05:04.851]  Stay with us, we're going to be right back with Anthony Gucciardi and Dr. Group.
[01:05:05.171 --> 01:05:08.136]  How can you take control of your health and your privacy?
[01:05:10.660 --> 01:05:12.441]  Hi, I'm Dr. Edward Grew.
[01:05:12.962 --> 01:05:19.926]  It took me 20 years of searching the globe to find the deposit of the highest purity iodine available.
[01:05:20.386 --> 01:05:30.813]  The new Survival Shield X2 is mined from 7,000 to 10,000 feet below the earth in pristine, environmentally clean conditions.
[01:05:31.214 --> 01:05:40.440]  The iodine crystals we use are extracted from an ancient 300 million plus year old deposit deep in the earth.
[01:05:41.180 --> 01:05:44.621]  It's the strongest nascent iodine on the market today.
[01:05:45.241 --> 01:05:48.662]  It delivers 650 micrograms per drop.
[01:05:49.002 --> 01:05:50.563]  Experience the new formula.
[01:05:51.063 --> 01:05:53.024]  Experience the ancient purity.
[01:05:53.624 --> 01:05:54.584]  Shield your family.
[01:05:54.964 --> 01:05:56.345]  Survival Shield X2.
[01:05:56.785 --> 01:05:58.825]  Available now at InfoWarsLife.com.
[01:05:59.946 --> 01:06:03.927]  X2 from InfoWarsLife.com or call toll free 888-253-3139.
[01:06:09.062 --> 01:06:13.065]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:06:13.105 --> 01:06:17.209]  This year alone, over 300,000 people in West Virginia had their drinking water contaminated.
[01:06:17.469 --> 01:06:20.871]  What are the health effects of having these drugs in our drinking water?
[01:06:21.132 --> 01:06:24.014]  It's forced medical treatment without the consent of residents.
[01:06:24.174 --> 01:06:31.540]  My friends, water filtration is one of the most basic actions you can take to protect you and your family from the harmful toxins and heavy metals in your tap water.
[01:06:31.740 --> 01:06:35.383]  On average, the county says it sprays with the glyphosate at least once a week.
[01:06:35.643 --> 01:06:39.885]  Few filters cut out the glyphosate that is found in water supplies worldwide.
[01:06:40.065 --> 01:06:45.988]  Remove pesticides, herbicides, chloramines, hydrofluorosilicic acid, sodium hexafluorosilicate.
[01:06:46.028 --> 01:06:49.809]  Fluoride is in tea, it's in coffee, it's in water, it's in bread, it's in toothpaste.
[01:06:49.969 --> 01:06:52.511]  It is our responsibility to protect our families.
[01:06:52.711 --> 01:06:54.051]  The establishment's not going to do it.
[01:06:54.211 --> 01:06:55.452]  It's time to take action.
[01:06:55.592 --> 01:06:57.293]  It's time to filter our water.
[01:06:57.413 --> 01:07:04.536]  Visit Infowarsstore.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:07:05.376 --> 01:07:11.679]  Hi folks, Alex Jones here with some important information.
[01:07:11.939 --> 01:07:16.821]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[01:07:17.062 --> 01:07:24.945]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[01:07:25.185 --> 01:07:29.507]  Deciding to take action, a company run by Patriots for Patriots was born.
[01:07:29.707 --> 01:07:33.529]  MyPatriotSupply has never taken a loan or accepted outside funding.
[01:07:33.669 --> 01:07:39.394]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[01:07:39.614 --> 01:07:42.396]  It is rare to find companies who practice what they preach.
