[00:00:02.174 --> 00:00:03.336]  Coast to coast.
[00:47:31.035 --> 00:47:36.799]  Here is the clip where he said he likes to promote death so there's less people so he has more.
[00:47:36.980 --> 00:47:38.121]  Because he's a eugenicist.
[00:47:38.421 --> 00:47:39.842]  Bill Maher knows what team he's for.
[00:47:40.362 --> 00:47:45.667]  He is a anti-human, ultra-fascist, Hitlerian.
[00:47:46.681 --> 00:47:48.061]  People go, well, he's Jewish.
[00:47:48.501 --> 00:47:50.302]  How can he be Hitlerian?
[00:47:51.802 --> 00:47:52.302]  Doesn't matter.
[00:47:52.362 --> 00:48:01.044]  I mean, you could have Hitler-like ideas and be... See, because you want to kill people, and there's too many people, and you want more for you, and you just have everybody subhuman.
[00:48:01.064 --> 00:48:02.304]  Kill more people, but don't kill me.
[00:48:02.664 --> 00:48:08.645]  I'm Bill Maher, who has writers that make me sound witty, who can't even sell out 1,000-person arenas when he travels.
[00:48:08.665 --> 00:48:10.925]  I mean, I can sell out 1,000-person arenas endlessly.
[00:48:11.285 --> 00:48:13.026]  Bill Maher's a nobody, but a punk.
[00:48:14.286 --> 00:48:14.746]  A coward.
[00:48:16.496 --> 00:48:18.538]  An anti-gun sniveling rat bastard!
[00:48:20.799 --> 00:48:21.580]  That's not fair to bastards.
[00:48:21.600 --> 00:48:23.521]  There's a lot of great men that didn't have a daddy at home.
[00:48:23.802 --> 00:48:25.483]  I apologize to all the bastards out there.
[00:48:25.523 --> 00:48:25.823]  I mean it.
[00:48:29.026 --> 00:48:31.948]  Here's Bill Maher talking about how we need to kill more people.
[00:48:32.348 --> 00:48:34.109]  Pretend when he wants to ban your guns or...
[00:48:35.066 --> 00:48:36.627]  Wants to talk about God being a murderer.
[00:48:36.667 --> 00:48:36.907]  No, no.
[00:48:36.927 --> 00:48:38.887]  People like you have death in their heart.
[00:48:39.247 --> 00:48:41.088]  People like you like to see death.
[00:48:41.288 --> 00:48:44.129]  People like you like to exercise raw power.
[00:48:44.169 --> 00:48:45.169]  You've said it yourself.
[00:48:45.550 --> 00:48:49.651]  Don't blame God because you were given free will, you sniveling maggot.
[00:48:50.947 --> 00:48:52.368]  Let's go to the Eugenicist Bill Maher.
[00:49:13.704 --> 00:49:14.345]  Alright, wait, wait.
[00:49:14.365 --> 00:49:14.945]  Too crowded.
[00:49:15.025 --> 00:49:18.008]  So, the planet is too crowded and we need to promote death.
[00:49:18.048 --> 00:49:24.072]  When I look at the Venn diagram of people who are pro-death penalty and pro-choice.
[00:49:25.053 --> 00:49:26.034]  Let's stop right there.
[00:49:27.135 --> 00:49:28.756]  Oh yeah, they're inconsistent.
[00:49:28.776 --> 00:49:30.938]  Those that are pro-death penalty on average are anti-abortion.
[00:49:31.198 --> 00:49:32.439]  That's because it's an innocent baby.
[00:49:36.049 --> 00:49:37.329]  These people act like they're intellectuals.
[00:49:37.629 --> 00:49:39.750]  They are literally stupid.
[00:49:40.170 --> 00:49:44.872]  But they know how to cling to the dark side, cling to the evil, and get off on the power trip.
[00:49:45.232 --> 00:49:46.212]  So he loves death.
[00:49:48.033 --> 00:49:54.815]  And then he says God is a psychotic mass murderer who drowns babies and basically wants to kill people.
[00:49:54.955 --> 00:49:56.095]  So you're God, Bill Maher?
[00:49:58.756 --> 00:49:59.696]  Because that sounds like you.
[00:49:59.716 --> 00:50:02.957]  That sounds a lot like you.
[00:50:06.971 --> 00:50:10.273]  Bill Maher, god of psychotic mass murder, who drowns babies.
[00:50:12.074 --> 00:50:18.998]  I'm so sick of the public being so dumb and letting scum like Bill Maher sit there and lecture you and lie to you all day long.
[00:50:20.619 --> 00:50:21.860]  I mean, he is a predator.
[00:50:23.701 --> 00:50:28.704]  He is an uncool, anti-human, sniveling piece of trash.
[00:50:32.767 --> 00:50:34.348]  And we need to recognize him as the enemy.
[00:50:35.953 --> 00:50:37.894]  You need to recognize Barack Obama as an enemy.
[00:50:38.794 --> 00:50:39.735]  Believe me, they're your enemy.
[00:50:42.276 --> 00:50:47.438]  And if they ever get their way, folks, they're gonna... You think we have the biggest prison population now?
[00:50:47.458 --> 00:50:48.339]  It's gonna be ten times that.
[00:50:49.539 --> 00:50:50.640]  These are dungeon keepers.
[00:50:52.491 --> 00:50:58.559]  These are just words cannot describe what vile scum they are.
[00:50:59.681 --> 00:51:01.764]  And they tell us submit to them and we'll have freedom?
[00:51:02.185 --> 00:51:03.607]  No, we'll have slavery and death.
[00:51:04.047 --> 00:51:06.010]  I'll never submit to the New World Order.
[00:51:06.631 --> 00:51:07.052]  Stay with us.
[00:51:09.974 --> 00:51:13.616]  Clean water at home, clean water at the office, clean water on the go.
[00:51:13.896 --> 00:51:19.820]  The Berkey Guy has a Berkey water filtration model for anywhere you are and one that fits any budget.
[00:51:20.160 --> 00:51:22.962]  Thousands of satisfied customers can't be wrong.
[00:51:23.302 --> 00:51:27.545]  For free shipping within the U.S., go to GoBerkey.com or call 877-886-3653.
[00:51:27.585 --> 00:51:27.765]  That's 877-886-3653.
[00:51:27.785 --> 00:51:29.246]  Helping thousands prepare since 2005.
[00:51:29.426 --> 00:51:29.766]  GoBerkey.com.
[00:51:40.143 --> 00:51:43.344]  How can you save a ton of money and prepare for emergencies?
[00:51:43.764 --> 00:51:46.664]  By having your own in-home freeze dryer from Harvest Rite!
[00:51:46.984 --> 00:51:50.605]  Now you can cut down on wasted food by freeze drying your leftovers!
[00:51:50.965 --> 00:51:51.545]  That's right!
[00:51:51.705 --> 00:51:59.787]  Create your own long-term food storage by freeze drying your own fruits, meats, vegetables, even complete meals with the Harvest Rite in-home freeze dryer!
[00:52:00.167 --> 00:52:02.567]  Imagine the savings and the peace of mind!
[00:52:02.927 --> 00:52:07.508]  See how the amazing Harvest Rite freeze dryer works at HarvestRite.com
[00:52:09.426 --> 00:52:14.649]  Imagine a world where a surveillance device exists in every home in America.
[00:52:15.189 --> 00:52:16.190]  On every person.
[00:52:16.810 --> 00:52:21.232]  And it's accessible by anyone with freely downloadable software on the internet.
[00:52:21.673 --> 00:52:25.635]  From government and business competitors to thieves and abusive spouses.
[00:52:26.195 --> 00:52:27.156]  Sound far-fetched?
[00:52:27.636 --> 00:52:29.217]  It's happening right now.
[00:52:29.757 --> 00:52:30.998]  Big Brother is listening.
[00:52:31.018 --> 00:52:32.298]  Target is on the move.
[00:52:32.679 --> 00:52:33.179]  Watching.
[00:52:33.199 --> 00:52:34.840]  Cell phone signal acquired.
[00:52:35.340 --> 00:52:37.461]  Using your cell phone to spy on you.
[00:52:37.901 --> 00:52:38.982]  Cracking TPS cord.
[00:52:42.355 --> 00:52:43.475]  Stop audio-video data now.
[00:52:43.856 --> 00:52:46.596]  End the espionage now with the Privacy Case.
[00:52:47.217 --> 00:52:52.779]  Using military-grade electromagnetic shielding, the Privacy Case can block unauthorized remote access.
[00:52:53.179 --> 00:52:57.480]  Prevent GPS location tracking and stop audio-video eavesdropping.
[00:52:57.960 --> 00:53:03.942]  Order your Privacy Case now at privacycase.com and use coupon code GCN for free shipping.
[00:53:04.443 --> 00:53:05.383]  The Privacy Case.
[00:53:05.843 --> 00:53:08.064]  Because there is a case for privacy.
[00:53:08.724 --> 00:53:10.366]  Introducing Pro-1.
[00:53:10.626 --> 00:53:14.110]  All of your filtration in one system, portable, on-the-go.
[00:53:14.250 --> 00:53:18.675]  No more do you have two or three filters to just reduce sodium fluoride.
[00:53:18.816 --> 00:53:22.159]  You have a system that cuts out the sodium fluoride and up to 95% of hydro
[00:53:23.541 --> 00:53:35.686]  Hydrofluorosilic acid advanced manufacturing technology combines silver impregnated white ceramic with new aqua medics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:53:35.906 --> 00:53:42.208]  It is the only one that does it and out of the gates we have it discounted at 10% off with promo code water.
[00:53:42.388 --> 00:53:48.791]  This is the only system that in one unit helps reduce or remove pesticides, herbicides,
[00:53:49.051 --> 00:53:59.375]  Chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:53:59.695 --> 00:54:05.017]  Get your Pro-Pure with the new Pro-1 filters today at infowarstore.com or by calling 888-253-3139.
[00:54:21.748 --> 00:54:23.129]  Is it getting better?
[00:54:26.590 --> 00:54:28.391]  Or do you feel the same?
[00:54:31.912 --> 00:54:34.793]  Will it make it easier on you now?
[00:54:34.934 --> 00:54:50.060]  You got someone to blame, got someone to blame You said one love, one life When it's one need in the night, in the night
[00:54:51.816 --> 00:54:59.419]  You know, Bill Maher sits up there and he says, get the traffic moving, kill people.
[00:54:59.439 --> 00:55:02.240]  But God's a mass murderer.
[00:55:15.623 --> 00:55:18.524]  It's disgusting, and of course I want to explain this, it's like coral reefs.
[00:55:18.544 --> 00:55:25.126]  You can go to the Caribbean and drive in a boat for an hour and never see a coral reef and not see much life, and you come up on a coral reef that's teeming with life.
[00:55:25.726 --> 00:55:28.367]  The cities, people move to the cities because there's jobs.
[00:55:29.787 --> 00:55:32.628]  People move to the cities because there's opportunity, there's excitement.
[00:55:33.088 --> 00:55:38.109]  But yes, that means there's then lines, like going to a good movie, there's going to be big lines.
[00:55:38.509 --> 00:55:41.410]  Or going to a really good play, there's going to be big lines.
[00:55:41.990 --> 00:55:44.131]  The play that's not any good is not going to have any lines.
[00:55:45.253 --> 00:55:51.077]  And it's not going to be out on the street very long, because no one's going to come to it.
[00:55:53.158 --> 00:55:59.021]  If we don't have 2.1 children, no one's going to be there to take care of the old people.
[00:55:59.061 --> 00:56:00.202]  And by the way, they don't intend that.
[00:56:00.222 --> 00:56:01.803]  They're going to euthanize you, yuppies.
[00:56:02.804 --> 00:56:13.150]  They're teaching you how to be alone, be friends with your smartphone, and teaching you how sexy euthanasia is, because that's the plan for the baby boomers, and then that's the plan for the Generation Xers,
[00:56:14.824 --> 00:56:17.746]  And that's the plan for the precious millennials and everyone else.
[00:56:18.026 --> 00:56:18.406]  What am I?
[00:56:18.446 --> 00:56:18.526]  I'm 40.
[00:56:18.706 --> 00:56:21.348]  Is that a Gen Xer?
[00:56:25.290 --> 00:56:26.731]  I'm not supposed to be successful.
[00:56:26.811 --> 00:56:27.472]  I'm a nobody.
[00:56:27.492 --> 00:56:30.834]  Because the old folks told me so.
[00:56:32.535 --> 00:56:33.255]  Now I'm old.
[00:56:33.355 --> 00:56:34.256]  I'm not as trendy.
[00:56:34.276 --> 00:56:35.557]  I'm joking.
[00:56:36.677 --> 00:56:42.321]  The point is, ladies and gentlemen, this has all been actuaried out and is on record.
[00:56:43.228 --> 00:56:44.929]  They are going to kill everybody!
[00:56:44.949 --> 00:56:54.435]  And they're going to do it in a very orderly fashion, and you've got Case for Killing Granny, and How Wonderful It Is to Commit Suicide, and How Great It Is to Kill People, and blah blah blah.
[00:56:55.315 --> 00:56:59.198]  Trying to turn off your life force, so the globalists can have all the resources.
[00:57:00.118 --> 00:57:07.863]  NASA's out today, it's up on Infowars.com, the London Guardian story, saying society's probably going to collapse, and that it's unsustainable.
[00:57:10.262 --> 00:57:13.764]  And that, you know, they need emergency global measures to stabilize it.
[00:57:14.144 --> 00:57:15.825]  They create artificial scarcity.
[00:57:16.145 --> 00:57:27.611]  They begin to collapse the world economy, agenda 21, on record, and then think we're so dumb we don't read their own white papers from Club of Rome 1967 with this current battle plan of neo-feudalistic serfdom.
[00:57:30.633 --> 00:57:34.135]  They are cutting off the resources and are going to tax you to the level where you live
[00:57:37.918 --> 00:57:40.901]  They're shutting off everything.
[00:57:40.921 --> 00:57:42.462]  They are putting us under siege.
[00:57:42.502 --> 00:57:46.125]  We are becoming literal slaves.
[00:57:53.120 --> 00:57:53.500]  Wake up!
[00:57:54.421 --> 00:57:57.824]  I'm gonna come back with a phone number out, get into all the news, and I will get into the internet takeover.
[00:57:58.304 --> 00:58:01.647]  It's exhausting to read all this news and then try to go on air and cover it again, I gotta be honest.
[00:58:02.448 --> 00:58:05.891]  Because I read all this stuff and then it's like, it's like I've already seen the movies.
[00:58:05.911 --> 00:58:06.671]  It's like, ugh.
[00:58:07.412 --> 00:58:09.154]  Every one of these articles is like, ugh.
[00:58:09.454 --> 00:58:10.875]  But it's good to get the poison out.
[00:58:11.275 --> 00:58:12.997]  It's good to break it all down, so I'm gonna do it.
[00:58:15.219 --> 00:58:20.964]  Now, continuing here just briefly, this hour was brought to you by mypatriotsupply.com forward slash Alex.
[00:58:21.404 --> 00:58:22.185]  They're great patriots.
[00:58:22.205 --> 00:58:24.167]  They have super high quality non-GMO food.
[00:58:24.187 --> 00:58:28.390]  And they got a lot of other great preparedness items, mypatriotsupply.com forward slash Alex.
[00:58:29.091 --> 00:58:31.613]  And they make the show possible, and it's where I get my storable foods.
[00:58:31.653 --> 00:58:32.814]  And you're crazy!
[00:58:33.074 --> 00:58:39.580]  I mean, in this world with all this stuff going on, if you don't have some storable food and a firearm and basic water filter, I think you're crazy.
[00:58:39.600 --> 00:58:40.421]  I mean, that's what I got.
[00:58:41.101 --> 00:58:43.163]  So, mypagesupply.com forward slash Alex.
[00:58:43.463 --> 00:58:47.747]  Don't forget infowarsstore.com for all the other items that help fund the operation and are great items.
[00:58:50.669 --> 00:58:52.431]  Thank you for listening to GCN.
[00:58:54.072 --> 00:58:56.114]  Visit GCNlive.com today.
[00:58:59.977 --> 00:59:10.324]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[00:59:10.645 --> 00:59:12.506]  Guess what else is in the halogen family?
[00:59:12.706 --> 00:59:13.386]  Fluoride!
[00:59:13.587 --> 00:59:15.168]  Ladies and gentlemen, Alex Jones here.
[00:59:15.508 --> 00:59:21.832]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[00:59:22.093 --> 00:59:26.876]  It's the good halogen on the periodic table, and the results are on record.
[00:59:26.996 --> 00:59:28.437]  Reports documented a 15-point IQ
[00:59:29.838 --> 00:59:30.559]  We're good.
[01:00:03.058 --> 01:00:04.981]  Waging war on corruption.
[01:00:05.441 --> 01:00:08.245]  Alex Jones on the GCM Radio Network.
[01:00:14.949 --> 01:00:15.569]  Big Brother.
[01:00:16.250 --> 01:00:17.290]  Mainstream media.
[01:00:18.030 --> 01:00:19.111]  Government cover-ups.
[01:00:19.791 --> 01:00:20.571]  You want answers?
[01:00:21.372 --> 01:00:22.272]  Well, so does he.
[01:00:22.913 --> 01:00:26.514]  He's Alex Jones on the GCN Radio Network.
[01:00:27.114 --> 01:00:31.156]  And now, live from Austin, Texas, Alex Jones.
[01:00:43.271 --> 01:00:46.793]  Alright folks, we are now into hour number two.
[01:00:48.314 --> 01:00:51.636]  And I have been basically gibbering about what I'm thinking about.
[01:00:52.436 --> 01:00:54.337]  Because all the other stuff is just window dressing.
[01:00:54.377 --> 01:00:56.739]  All the other articles, all the other factoids.
[01:00:57.579 --> 01:00:59.300]  I mean, you see the stuff going on around you.
[01:01:00.781 --> 01:01:08.405]  It's all just little particles in the sandstorm that is the disintegration of humanity by design.
[01:01:09.306 --> 01:01:11.247]  And again, I want to explain this like a sandblaster.
[01:01:12.093 --> 01:01:15.335]  The globalists don't even have to create the sandstorm itself.
[01:01:15.896 --> 01:01:17.077]  That engine's already driving.
[01:01:17.377 --> 01:01:23.141]  They just direct it, wherever they want, and kind of ride the wave.
[01:01:24.022 --> 01:01:28.746]  They surf the crises.
[01:01:29.106 --> 01:01:39.454]  They feed off all the different sides, all the different angles, and that itself is a natural, symbiotic thing to do, except that they're actually fomenting the crises.
[01:01:40.572 --> 01:01:54.740]  I mean, obviously you take whatever crisis there is and you try to do as best you can to survive it, but you don't accentuate it and try to not let people know what's going on so they fall down so you can then feed on them.
[01:01:54.760 --> 01:02:00.044]  And that's really what this predatory system comes down to, where the public is like Helen Keller.
[01:02:00.864 --> 01:02:01.825]  And that's what gives me faith.
[01:02:02.445 --> 01:02:03.486]  Helen Keller, of course.
[01:02:03.506 --> 01:02:06.007]  Will you guys print me the Helen Keller biography?
[01:02:07.368 --> 01:02:09.129]  Thank you, because I don't want to butcher it.
[01:02:11.605 --> 01:02:13.766]  But I'll come back and then maybe read from that.
[01:02:13.786 --> 01:02:16.948]  But the point is, she was, as they called it at the time, deaf, dumb, and blind.
[01:02:19.110 --> 01:02:31.537]  She couldn't see, couldn't hear, but was trained to be able to end up, to be able to write, to be able to talk, to be able to basically do everything.
[01:02:32.818 --> 01:02:35.139]  And that's a testament to the human spirit.
[01:02:37.592 --> 01:02:41.795]  Versus people that have eyes to see and ears to hear but cannot see, to quote the Bible.
[01:02:46.217 --> 01:02:58.144]  Is it subconsciously, like Job chapter 3, that it's so horrible people choose to deny it because deep down they know the true horror?
[01:03:02.266 --> 01:03:03.267]  I think that's part of it.
[01:03:06.607 --> 01:03:07.888]  Maybe I am the bad man.
[01:03:10.070 --> 01:03:21.418]  Maybe it's bad to not want to brain damage babies and give them 75% high fructose corn syrup in the average formula that will totally brain damage them on record.
[01:03:22.878 --> 01:03:37.447]  Maybe it's wrong to not want to give small children shots of vaccines with cancer viruses in them that'll implant themselves in the DNA with the RNA to kill them a decade, 15 years later, after the doctors chop the cancers out of them for 10 years of excruciating pain, or 5 years, whatever it is.
[01:03:39.228 --> 01:03:45.471]  Maybe it's wrong to know they're giving people viral type 1 diabetes with a virus that attacks the pancreas.
[01:03:47.152 --> 01:03:48.073]  Viral pancreatitis.
[01:03:50.011 --> 01:03:53.933]  No one will tell the people why it's happening, why it's unfolding.
[01:03:56.954 --> 01:03:58.275]  Maybe I am the bad one.
[01:04:02.337 --> 01:04:10.260]  Maybe it's good to give the troops DU, that's a death sentence when they use it, kidney failure, because it precipitates out in the kidneys.
[01:04:11.821 --> 01:04:18.124]  Maybe it's wrong to not want to put fluoride in the water and watch IQs drop and see people die of cancer.
[01:04:19.770 --> 01:04:20.610]  Let's play Devil's Advocate.
[01:04:20.630 --> 01:04:23.452]  Maybe for the next two hours, I'll play Devil's Advocate today.
[01:04:24.552 --> 01:04:25.233]  Be like Bill Maher.
[01:04:26.573 --> 01:04:29.095]  I have the moral high ground because I hate people and want to kill everybody.
[01:04:29.395 --> 01:04:30.275]  And want death everywhere.
[01:04:30.295 --> 01:04:30.915]  I want abortion.
[01:04:31.756 --> 01:04:32.356]  I'm so trendy.
[01:04:32.436 --> 01:04:33.016]  I'm so loving.
[01:04:34.377 --> 01:04:34.997]  I'm so good.
[01:04:35.017 --> 01:04:38.299]  Because I'm arrogant and put on a confidence act.
[01:04:38.619 --> 01:04:39.580]  And everyone worships me.
[01:04:39.600 --> 01:04:44.782]  I can just go through life totally empty.
[01:04:45.583 --> 01:04:46.263]  Hating everyone.
[01:04:47.263 --> 01:04:48.244]  Maybe that's fulfillment.
[01:04:50.914 --> 01:04:54.198]  Is it nobler to suffer the slings and arrow of outrageous fortune?
[01:04:56.000 --> 01:04:56.721]  To be or not to be?
[01:04:57.182 --> 01:04:58.583]  To be conscious and loving and good?
[01:04:59.344 --> 01:05:00.586]  Or to be a vampire scumbag?
[01:05:01.507 --> 01:05:02.208]  That is the question.
[01:05:05.912 --> 01:05:06.513]  We'll be right back.
[01:05:10.129 --> 01:05:12.850]  Alex Jones here with a message to fellow freedom lovers.
[01:05:13.150 --> 01:05:17.972]  The prognosis for the entire planetary economic system runs from bad to worse.
[01:05:18.152 --> 01:05:25.335]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[01:05:25.475 --> 01:05:30.881]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[01:05:31.101 --> 01:05:34.845]  These are items that I did research on, that I personally use.
[01:05:35.125 --> 01:05:39.670]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[01:05:39.870 --> 01:05:43.814]  The KTOR hand crank generator, to charge up key equipment during power
[01:05:43.814 --> 01:05:45.075]  More outages are out in the field.
[01:05:45.295 --> 01:05:48.376]  Strategic Relocation 3rd Edition by Joel Skousen.
[01:05:48.556 --> 01:05:50.777]  When Disaster Strikes by Matthew Stein.
[01:05:51.058 --> 01:05:55.620]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[01:05:55.820 --> 01:05:58.261]  Hand Crank Shortwave AM FM Radios.
[01:05:58.701 --> 01:06:05.705]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[01:06:05.905 --> 01:06:06.946]  We're getting prepared.
[01:06:07.166 --> 01:06:07.566]  Are you?
[01:06:07.827 --> 01:06:09.628]  Infowarsshop.com.
[01:06:09.949 --> 01:06:11.170]  Introducing Pro-1.
[01:06:11.830 --> 01:06:15.353]  All of your filtration in one system, portable, on the go.
[01:06:15.493 --> 01:06:19.897]  No more do you have two or three filters to just reduce sodium fluoride.
[01:06:20.077 --> 01:06:20.938]  You have a system that
[01:06:21.078 --> 01:06:25.100]  It is the only one that does it and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:06:25.120 --> 01:06:28.282]  This is the only system that in one unit helps reduce or remove pesticides.
[01:06:49.335 --> 01:07:00.607]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:07:00.928 --> 01:07:06.254]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[01:07:09.617 --> 01:07:14.201]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:07:14.341 --> 01:07:17.304]  Why do we have the highest cancer rates on the planet?
[01:07:17.464 --> 01:07:22.688]  The highest rates of diabetes, autism, and every other major disease.
[01:07:23.029 --> 01:07:24.630]  It all comes down to one thing.
[01:07:24.950 --> 01:07:26.251]  We are what we eat.
[01:07:26.591 --> 01:07:30.914]  Our food is devoid of nutrition and processed with poisons and additives.
[01:07:31.254 --> 01:07:35.257]  Our water is filled with toxic poisons and big pharma runoff.
[01:07:35.477 --> 01:07:37.798]  All of this has been engineered by design.
[01:07:38.038 --> 01:07:43.922]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[01:07:44.262 --> 01:07:46.983]  To learn more, visit InfoWarsHealth.com.
[01:07:47.223 --> 01:07:54.146]  The site is literally packed with audio and video featuring top health professionals who don't bow down to big pharma.
[01:07:54.286 --> 01:08:00.108]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[01:08:00.348 --> 01:08:06.271]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[01:08:06.511 --> 01:08:09.012]  And get free shipping when you sign up for AutoShip.
[01:08:11.843 --> 01:08:14.029]  He's the T-Rex of political talk.
[01:08:14.611 --> 01:08:17.418]  Alex Jones on the GCN Radio Network.
[01:08:36.269 --> 01:08:43.535]  You know, while everybody is obsessing over this missing Malaysian flight that has been a hijacking from the beginning, that's what I said.
[01:08:44.035 --> 01:08:45.076]  That's what I still believe it is.
[01:08:45.116 --> 01:08:46.598]  That's what everything points at right now.
[01:08:47.098 --> 01:08:52.442]  While we're all busy obsessing over that, there's major wars over the planetary currency.
[01:08:53.103 --> 01:08:57.026]  There's troops massing on both sides in and around Ukraine and Crimea.
[01:08:57.046 --> 01:09:01.049]  Crimea just voted 90 plus percent to join Russia.
[01:09:01.850 --> 01:09:03.912]  You've got Obama announcing new sanctions.
[01:09:03.992 --> 01:09:04.973]  I saw him this morning.
[01:09:05.931 --> 01:09:18.719]  I just happened to be in a restaurant and catch part of the press conference and he was sitting there saying, you know, you just can't go around into countries and invade places and there's going to be consequences for your actions.
[01:09:20.831 --> 01:09:29.093]  And this is a guy funding Al-Qaeda to attack Syria, to attack all these other countries, and then Russia played the part of the good guys fighting against Al-Qaeda.
[01:09:29.433 --> 01:09:33.555]  Our own military said no, so now they've moved to a proxy war right up against Russia.
[01:09:33.875 --> 01:09:36.676]  Crimea has been part of Russia for hundreds of years.
[01:09:38.876 --> 01:09:44.978]  But this is escalating very, very quickly, and now the Russians are announcing a whole bunch of new sanctions they're going to pull.
[01:09:46.218 --> 01:09:48.699]  against the United States, which is only going to hurt the average American.
[01:09:49.040 --> 01:09:50.400]  It's going to hurt people in the Euro.
[01:09:50.420 --> 01:09:55.883]  They've got articles out today in mainstream news saying how bad this will hurt the average European especially.
[01:09:56.444 --> 01:09:59.906]  It'll hurt the Russian people too, but it'll sure help the globalists.
[01:09:59.946 --> 01:10:04.168]  They always get to, you know, come in when countries go bankrupt and take over.
[01:10:06.755 --> 01:10:14.577]  It was 96.77 percent, I kept saying 90 plus percent, 96.77 percent voted to join with Russia.
[01:10:15.097 --> 01:10:21.638]  And of course, oh this is outrageous, the globalists just overthrew the country and their elected government three weeks ago.
[01:10:23.038 --> 01:10:25.219]  And called it a democracy uprising.
[01:10:25.839 --> 01:10:30.900]  And I'm sure they have some real beefs, and there's different factions, they're not all Nazis, but the main government is Nazis.
[01:10:32.079 --> 01:10:33.940]  That's the shake-up in World War II.
[01:10:34.320 --> 01:10:40.441]  Ukraine was run by the Nazis, the Russians kicked them out, purged them, and now they're getting revenge.
[01:10:41.762 --> 01:10:44.362]  And I'm not saying the Russians haven't done horrible things in the past.
[01:10:46.663 --> 01:10:48.944]  You know, it's kind of like stuff the U.S.
[01:10:48.984 --> 01:10:50.064]  has done to Mexico.
[01:10:51.187 --> 01:10:53.890]  Okay, well Mexico's really bad too and does horrible things.
[01:10:54.431 --> 01:10:55.532]  You know, just because the U.S.
[01:10:55.612 --> 01:11:02.459]  has been bad to Mexico doesn't mean Mexico hasn't mass-murdered over the years hundreds of thousands of Guatemalans in wars with them.
[01:11:02.479 --> 01:11:05.542]  Guatemala used to be part of Mexico.
[01:11:05.883 --> 01:11:08.486]  The point is these countries all act the same, ladies and gentlemen.
[01:11:08.826 --> 01:11:10.608]  They do the same thing over and over again.
[01:11:12.111 --> 01:11:15.473]  And what do you think the Malaysian flight is diverting from, folks?
[01:11:15.493 --> 01:11:25.838]  Because the way they're covering it... I mean, they've had other planes that go missing in the Mediterranean, big passenger liners and other places, and French airlines that have been missing for weeks, they can't find them.
[01:11:26.699 --> 01:11:29.760]  This is just an absolute diversion.
[01:11:32.602 --> 01:11:35.703]  Like the Zimmerman thing was a diversion from all the stuff that was going on.
[01:11:35.743 --> 01:11:38.545]  I mean, this is definitely a diversion now.
[01:11:39.505 --> 01:11:40.625]  I'm going to open the phones up.
[01:11:40.685 --> 01:11:42.446]  Long-time callers, first-time callers.
[01:11:42.906 --> 01:11:43.926]  You agree, disagree.
[01:11:43.946 --> 01:11:44.586]  I want to hear from folks.
[01:11:44.606 --> 01:11:44.866]  You know what?
[01:11:44.886 --> 01:11:45.586]  I'm going to do this first.
[01:11:46.006 --> 01:11:47.067]  Then I'll have open phones for everybody.
[01:11:47.547 --> 01:11:49.147]  I want to attempt to get calls from Russia.
[01:11:50.467 --> 01:11:55.608]  Maybe we should open up our international line for folks with a dollar country code who can call into us.
[01:11:56.028 --> 01:11:56.949]  Then I can go to them quickly.
[01:11:57.949 --> 01:12:01.249]  Can we turn on our international line, John Harmon?
[01:12:04.170 --> 01:12:04.850]  And that'd be 651-695-7755.
[01:12:11.360 --> 01:12:11.800]  Bring it up.
[01:12:11.860 --> 01:12:12.541]  It's on the wall.
[01:12:12.601 --> 01:12:13.902]  I just want to make sure I'm giving the right one out.
[01:12:16.984 --> 01:12:18.425]  Or if you can get through, just call 800-259-9231.
[01:12:18.445 --> 01:12:20.246]  Dial your country code and get through that way.
[01:12:20.266 --> 01:12:20.306]  800-259-9231.
[01:12:20.326 --> 01:12:22.347]  Because a lot of folks overseas have computer phones.
[01:12:22.367 --> 01:12:23.148]  So they can call toll-free.
[01:12:23.168 --> 01:12:23.208]  800-259-9231.
[01:12:23.228 --> 01:12:25.529]  If you're in Russia, if you're in Ukraine.
[01:12:25.549 --> 01:12:26.230]  How about this too?
[01:12:26.270 --> 01:12:27.070]  If you disagree with me,
