[00:00:01.078 --> 00:00:03.941]  Coast to Coast, direct from Austin.
[00:26:25.839 --> 00:26:30.964]  An article in the Las Vegas Review that just came out said, high fashion and expense for Hillary travel.
[00:26:31.364 --> 00:26:34.307]  I guess you could file this under the devil wears Prada.
[00:26:34.747 --> 00:26:41.433]  They say she insists on staying in presidential suites of luxury hotels whenever she speaks, including when she's coming to Las Vegas.
[00:26:41.773 --> 00:26:47.858]  She usually requires those who pay her six-figure fees for speeches to also provide a private jet for transportation.
[00:26:48.619 --> 00:26:54.405]  Only a $39 million 16-passenger Gulfstream or larger will do.
[00:26:54.425 --> 00:27:04.856]  And then of course she makes demands about how she will stay at the event no longer than 90 minutes, she will pose for no more than 50 photos with no more than 100 people, she won't allow any press coverage or video.
[00:27:05.476 --> 00:27:13.302]  For audiotaping of her speech, the only record will be by a stenographer, whose transcription will be given only to Mrs. Clinton.
[00:27:13.823 --> 00:27:24.871]  And the stenographer's $1,250 bill, of course, will go to the University of Las Vegas in this particular incident, where she's getting paid a quarter of a million dollars to speak to them.
[00:27:25.692 --> 00:27:34.637]  This is an event where she's getting paid a quarter of a million dollars and they have many corporations who are paying for $20,000 tables.
[00:27:34.697 --> 00:27:40.420]  Corporations like Bank of America, Barnes & Noble, Barrick Gold, Wells Fargo, that type of thing.
[00:27:41.281 --> 00:27:54.068]  When you see these kind of extravagant speakers fees, when you see these extravagant prices being paid for people to get close to them, this is nothing but money laundering of political influence.
[00:27:55.370 --> 00:27:58.832]  It is a kind of corruption that ought to be truly investigated.
[00:27:58.892 --> 00:28:11.278]  Instead, they're charging Rick Perry with felony violations because he tried to get this drunken DA to stand down from being a head of the Public Integrity Office.
[00:28:11.899 --> 00:28:12.779]  That's amazing.
[00:28:12.819 --> 00:28:13.460]  That's where we are.
[00:28:13.780 --> 00:28:19.523]  Instead of having any integrity, they come after the people who try to stop some of it.
[00:28:20.023 --> 00:28:24.205]  And again, like I said, Rick Perry is not somebody that I agree with on everything, on many issues.
[00:28:24.265 --> 00:28:31.008]  I have a lot of disagreements with Rick Perry, and I think there may be some ethical issues, but it certainly isn't this one.
[00:28:31.848 --> 00:28:34.949]  Let's go now to our reporters in Ferguson, Missouri.
[00:28:34.969 --> 00:28:40.992]  They're covering what's happening there, and there were some incidents last night, of course.
[00:28:41.032 --> 00:28:46.134]  There was a curfew imposed, and we're going to be doing that in the very next segment as we come back.
[00:28:46.834 --> 00:28:52.958]  There was more tear gassing of protesters as well as our reporters who were standing with the protesters.
[00:28:52.998 --> 00:28:57.201]  They were not in the sequestered area that the mainstream media was reporting on.
[00:28:57.261 --> 00:29:06.167]  And so there's a very different perspective from the mainstream media and what our reporters saw behind the lines with the protesters exercising their First Amendment rights.
[00:29:06.187 --> 00:29:06.947]  We'll be right back.
[00:29:07.388 --> 00:29:07.768]  Stay with us.
[00:29:10.581 --> 00:29:14.324]  City of Austin tap water versus filtered City of Austin tap water.
[00:29:14.404 --> 00:29:15.605]  I didn't, I taste dirt in it.
[00:29:15.665 --> 00:29:16.746]  God knows what's in this.
[00:29:16.966 --> 00:29:21.049]  These people just sampled City of Austin tap water straight from the faucet.
[00:29:21.209 --> 00:29:26.993]  Next, we had them try a sample of tap water filtered with a ProPure G2.0 filtration system.
[00:29:27.133 --> 00:29:28.134]  That one is better.
[00:29:28.194 --> 00:29:29.174]  Tastes like nothing.
[00:29:29.294 --> 00:29:30.856]  Yep, I know what good water tastes like.
[00:29:30.896 --> 00:29:31.396]  It's good water.
[00:29:31.496 --> 00:29:37.240]  Most tap water contains added substances, like fluoride, chlorine, glyphosate, and many others.
[00:29:37.481 --> 00:29:44.526]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:29:44.726 --> 00:29:47.208]  It tastes like you're drinking out of the lake when you're doing tap water.
[00:29:47.428 --> 00:29:55.374]  The ProPure® G2.0 filtration system removes these deadly substances, leaving only fresh-tasting, deliciously clean water.
[00:29:55.394 --> 00:29:56.495]  Okay, this is very tasty.
[00:29:56.515 --> 00:29:57.516]  It's good water.
[00:29:57.716 --> 00:29:58.157]  Refreshing.
[00:29:58.317 --> 00:29:58.617]  It's good!
[00:29:58.917 --> 00:30:01.218]  Go to InfoWarsStore.com today.
[00:30:01.438 --> 00:30:06.140]  Use promo code WATER and save 10% off your pro-pure purchase.
[00:30:07.580 --> 00:30:09.881]  Or call 1-888-253-3139.
[00:30:10.522 --> 00:30:12.742]  InfoWarsStore.com.
[00:30:12.962 --> 00:30:19.405]  From this Monday to next, all of the incredible books, videos, supplements, liberty-based attire,
[00:30:19.445 --> 00:30:20.125]  We're good to go.
[00:30:42.461 --> 00:30:49.443]  That's why it's essential to take advantage of this 10% off across the board special at InfoWarsStore.com.
[00:30:49.523 --> 00:30:59.645]  Whether it's the Made in America apparel or the Produced in America high quality supplements, it's all 10% off the already lowest price in this back to school week.
[00:30:59.925 --> 00:31:02.165]  History is taking place right now.
[00:31:02.405 --> 00:31:09.767]  By going to InfoWarsStore.com, you are literally buying war bonds in the battle to awaken humanity.
[00:31:10.647 --> 00:31:17.532]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[00:31:17.932 --> 00:31:25.257]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[00:31:25.838 --> 00:31:30.361]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[00:31:31.361 --> 00:31:36.145]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[00:31:36.726 --> 00:31:39.669]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:31:39.869 --> 00:31:44.253]  Tell folks how you got introduced to super male, and then when super female came out, tell us what happened.
[00:31:44.533 --> 00:31:49.177]  After I saw such a huge positive change in my husband, I had to try it for myself.
[00:31:49.297 --> 00:31:50.298]  Talk about the effects.
[00:31:50.618 --> 00:31:52.098]  I feel great when I wake up in the morning.
[00:31:52.118 --> 00:31:53.719]  I have drive to go to the gym.
[00:31:54.039 --> 00:31:55.119]  I feel like I look better.
[00:31:55.159 --> 00:31:55.820]  I feel better.
[00:31:55.860 --> 00:31:56.900]  I feel sexier.
[00:31:56.920 --> 00:31:57.680]  I love it.
[00:31:57.900 --> 00:32:00.801]  Even if you don't believe in supplements, take the challenge.
[00:32:00.881 --> 00:32:03.622]  Get a bottle of Super Male, a bottle of Super Female.
[00:32:03.802 --> 00:32:04.842]  Check it out for yourself.
[00:32:04.882 --> 00:32:05.923]  Consult your physician.
[00:32:06.083 --> 00:32:08.264]  Visit Infowarslife.com today.
[00:32:08.284 --> 00:32:09.364]  This is life changing.
[00:32:10.859 --> 00:32:11.940]  In the near future.
[00:32:12.200 --> 00:32:15.842]  When you realize how fake it all is, the football, the basketball.
[00:32:15.862 --> 00:32:16.362]  Security alert.
[00:32:16.703 --> 00:32:17.723]  Security alert.
[00:32:17.923 --> 00:32:19.664]  This is Homeland Security.
[00:32:19.924 --> 00:32:20.565]  Analysis.
[00:32:20.825 --> 00:32:21.465]  InfoWars.
[00:32:21.525 --> 00:32:23.466]  Building independent media operations.
[00:32:23.486 --> 00:32:28.469]  You let the worst people get controlled and tell us that we are the ones responsible.
[00:32:28.529 --> 00:32:29.450]  Crime Directive.
[00:32:29.550 --> 00:32:30.931]  Discredit Alex Jones.
[00:32:31.091 --> 00:32:33.873]  Jones is the wildly popular conspiracy theorist.
[00:32:33.953 --> 00:32:37.014]  A popular conspiracy theory talk show called InfoWars.
[00:32:37.195 --> 00:32:39.356]  Alex Jones is now in an Austin jail.
[00:32:39.676 --> 00:32:41.017]  These people are assaulting us.
[00:32:41.037 --> 00:32:43.338]  Targeting of patriots engaged.
[00:32:43.838 --> 00:32:45.499]  They are never going to stop.
[00:32:45.779 --> 00:32:49.660]  They're never going to deviate from their program until we stop them.
[00:32:49.840 --> 00:32:53.022]  Block free iPhone app at InfoWars.com.
[00:32:53.442 --> 00:32:56.083]  Block free podcast and video feed.
[00:32:56.783 --> 00:32:57.524]  Imperative.
[00:32:57.784 --> 00:32:59.745]  Destroy Britain's minute TV.
[00:32:59.785 --> 00:33:04.187]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[00:33:04.327 --> 00:33:05.847]  Intellectually, it's begun.
[00:33:05.867 --> 00:33:06.608]  You can feel it.
[00:33:11.269 --> 00:33:14.130]  Coast to Coast, direct from Austin.
[00:33:14.870 --> 00:33:18.952]  You're listening to the Alex Jones Broadcasting Network.
[00:33:32.117 --> 00:33:39.840]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:33:41.937 --> 00:33:43.178]  Welcome back to the Alex Jones Show.
[00:33:43.238 --> 00:33:54.502]  I'm David Knight here in Austin, and we're joined now by Staff Sergeant Joe Biggs and Jakari Jackson reporting from Ferguson, Missouri, where last night there were more tear gassing of protesters.
[00:33:54.542 --> 00:33:55.623]  They imposed a curfew.
[00:33:56.203 --> 00:34:01.785]  As the curfew passed, they began shooting what the AP and KMOV reported.
[00:34:01.825 --> 00:34:08.688]  They're locally saying that there was multiple smoke canisters and at least one tear gas canister into the crowd.
[00:34:09.088 --> 00:34:09.669]  At least one.
[00:34:10.089 --> 00:34:12.631]  Well, I don't think that's what our reporters experienced there.
[00:34:12.691 --> 00:34:13.872]  Is that what you experienced, Joe?
[00:34:15.133 --> 00:34:15.873]  Negative, David.
[00:34:16.094 --> 00:34:16.874]  Joe Biggs here.
[00:34:17.435 --> 00:34:18.976]  We're right outside of Ferguson in St.
[00:34:19.016 --> 00:34:19.336]  Louis.
[00:34:20.137 --> 00:34:21.298]  Infowars.com.
[00:34:21.618 --> 00:34:33.447]  Last night, I have never been so angry to go through what I went through and then come out and have everyone back there, people across America, even in Australia, Ireland,
[00:34:34.045 --> 00:34:39.569]  Texting me, writing me, saying, hey, CNN, Fox News, all these people are saying that tear gas wasn't shot.
[00:34:39.589 --> 00:34:41.210]  None of this stuff happened.
[00:34:41.831 --> 00:34:49.977]  I'm telling you right now, those guys, like sheep, sat in their little holding pens and were afraid to go out and actually report on what was really going on.
[00:34:50.738 --> 00:34:58.523]  Jakari, Josh, and I got out there, went on the front lines, left that little media holding area, and reported in a live stream from that area.
[00:34:59.224 --> 00:35:00.825]  And there was not one
[00:35:02.571 --> 00:35:04.071]  Tear gas canister thrown.
[00:35:04.372 --> 00:35:05.232]  There were multiple.
[00:35:05.612 --> 00:35:07.492]  I would say probably up to 20 to 30.
[00:35:08.473 --> 00:35:18.216]  And what also the mainstream media is saying right now, too, is that gunshots were fired and that's what incited the police officers to come and assault the protesters.
[00:35:18.556 --> 00:35:20.156]  That's complete and total BS.
[00:35:20.496 --> 00:35:21.777]  That is not it.
[00:35:22.157 --> 00:35:22.637]  That angers me.
[00:35:22.657 --> 00:35:23.277]  It boils my blood.
[00:35:26.098 --> 00:35:26.799]  I have goosebumps.
[00:35:26.839 --> 00:35:27.800]  I can feel them coming up right now.
[00:35:28.120 --> 00:35:29.081]  I do not like this.
[00:35:29.401 --> 00:35:30.742]  Because I was sitting out there.
[00:35:30.762 --> 00:35:32.464]  They were shooting gas canisters at us.
[00:35:32.864 --> 00:35:33.845]  Flash bangs going off.
[00:35:33.945 --> 00:35:35.366]  I heard gunshots from the police first.
[00:35:35.626 --> 00:35:38.068]  Then I heard gunshots from the protest side.
[00:35:39.510 --> 00:35:43.033]  And then I saw a guy hit the ground and they grabbed him and picked him up and moved him out of there.
[00:35:43.593 --> 00:35:44.554]  Wow.
[00:35:44.674 --> 00:35:46.396]  It was complete and total chaos.
[00:35:46.776 --> 00:35:51.160]  And it was the same guys who were here Wednesday night when everything hit the fan.
[00:35:51.798 --> 00:35:56.744]  And we were told that these guys would be pulled out, they would not be put back out here on the streets again.
[00:35:57.004 --> 00:35:59.006]  And the state troopers left last night, David.
[00:35:59.247 --> 00:36:06.856]  They were pulled out, and they brought in the same thugs, the same militarized police force that was here Wednesday night, and they let them come out here and run the whole thing!
[00:36:07.779 --> 00:36:17.265]  Well, let's talk about what the media is covering about this first, because we've got a report up on InfoWars.com showing you guys there live, showing what happened as you guys were reporting it.
[00:36:17.625 --> 00:36:19.406]  You were live streaming what was going on.
[00:36:19.486 --> 00:36:21.647]  You were not, as you pointed out, back in the holding area.
[00:36:21.687 --> 00:36:24.869]  We've got some video showing what the holding area was.
[00:36:24.909 --> 00:36:28.871]  They had most of the media was back in a covered area, back behind the police.
[00:36:28.911 --> 00:36:31.253]  There you can see it if you're watching this broadcast right now.
[00:36:31.513 --> 00:36:36.978]  They're standing there and they're reporting that at some point they say, well, we hear some explosions further out.
[00:36:36.998 --> 00:36:39.801]  They're not exactly sure what's going on because they're about a mile away.
[00:36:39.841 --> 00:36:42.543]  So they're relying on the police to tell them what's going on.
[00:36:43.004 --> 00:36:48.209]  And then we have this report showing how CNN initially reported that there was tear gas.
[00:36:48.589 --> 00:36:53.454]  And then they walked it back when the police came up to them and said, no, no, no, it wasn't tear gas.
[00:36:53.714 --> 00:36:54.395]  It was smoke.
[00:36:54.935 --> 00:37:02.303]  And then we even have a Twitter feed from someone named Matt Ford who shows a Riot CS smoke projectile.
[00:37:02.484 --> 00:37:07.229]  He's got the actual picture of it and he says, CS smoke is tear gas.
[00:37:07.269 --> 00:37:08.751]  That's what they were shooting at people.
[00:37:09.051 --> 00:37:13.977]  Today what they're saying, I hear on CNN, they're actually saying that they fired smoke
[00:37:14.477 --> 00:37:15.418]  Then, tear gas.
[00:37:15.458 --> 00:37:21.361]  So, CNN is shifting their story around constantly, but what you guys experienced right away was tear gas.
[00:37:21.401 --> 00:37:29.846]  People can see Jacari smoking and coughing and gagging on the tear gas there as he's trying to report that as you guys were live streaming.
[00:37:30.446 --> 00:37:33.028]  Well, I'm going to tell you why CNN changed their story, David.
[00:37:33.528 --> 00:37:36.110]  And that's a little part on my side.
[00:37:36.690 --> 00:37:41.493]  When the police were chasing us in their MRAPs down the road with sniper rifle dots on us,
[00:37:42.099 --> 00:37:46.381]  I had to run about five miles out of the town, come around, and then come back to my vehicle.
[00:37:46.781 --> 00:37:54.304]  And that last mile that I was heading in, a dude sent me a picture, a screenshot of CNN saying that they're only shooting smoke.
[00:37:54.944 --> 00:38:04.187]  And I was so angry, I swear, that I had so much motivation that last mile, that the only thing that was on my mind was to find that guy reporting live at CNN.
[00:38:04.207 --> 00:38:06.288]  And I tell you, I did this last night.
[00:38:06.648 --> 00:38:09.430]  I went in front of all those cameras and I said you're a coward.
[00:38:09.470 --> 00:38:10.951]  You guys are the coward news network.
[00:38:11.191 --> 00:38:16.755]  You won't even get out of this holding area and you're lying to the American people saying that the tear gas wasn't fired.
[00:38:16.856 --> 00:38:17.936]  You need to go out and do your job.
[00:38:17.996 --> 00:38:23.100]  Go back to school and learn how to be a real journalist because what you're doing is you're deceiving the American people.
[00:38:23.140 --> 00:38:25.602]  You're lying and everything you do is crap.
[00:38:26.391 --> 00:38:28.653]  And everyone's looking at me like, oh my god, you know what's going on?
[00:38:28.673 --> 00:38:29.634]  They actually shot tear gas?
[00:38:29.654 --> 00:38:31.375]  I'm like, do you see my eye swelling up?
[00:38:31.755 --> 00:38:32.556]  You think I'm lying?
[00:38:32.576 --> 00:38:33.857]  Does smoke do that?
[00:38:34.297 --> 00:38:35.698]  This is CS gas.
[00:38:36.039 --> 00:38:39.461]  David, CS gas is banned by military use in other countries.
[00:38:39.501 --> 00:38:40.682]  We can't use it over there.
[00:38:40.922 --> 00:38:41.583]  The military.
[00:38:41.863 --> 00:38:46.887]  I can't go to Iraq or Afghanistan and shoot CS gas on combatants at all because it's dangerous.
[00:38:48.328 --> 00:38:51.191]  But why can our police use it on citizens in Ferguson, Missouri?
[00:38:51.472 --> 00:38:51.852]  Exactly.
[00:38:51.892 --> 00:38:55.657]  Like hollow point bullets that Homeland Security has bought two billion of.
[00:38:55.717 --> 00:38:58.961]  Those are banned for use by the military because they're anti-personnel.
[00:38:59.581 --> 00:39:04.087]  Well, Joe, what I want to talk about is the fact that they imposed this curfew.
[00:39:04.107 --> 00:39:05.728]  Like you said, it was the same guys that were going to...
[00:39:06.329 --> 00:39:22.541]  Tell everybody that they're going to now play nice and they're going to all get along with each other and instead they start drawing these arbitrary lines trying to make sure that people are going to cross over those lines when Jakari interviewed the fellow that's now in charge that was put in charge after they took the county
[00:39:23.842 --> 00:39:52.660]  Sheriff's Department out of control there supposedly when he asked him what they were going to do if people violated the curfew he wouldn't say but there was a lady there who said you've got a 12 o'clock curfew here but in the surrounding communities they put in a 10 o'clock curfew so basically they were kettling everybody by curfews in there and it bothers me that they would make the First Amendment right to protest that they would constrict that to areas as we saw in Nevada but they now constricting it of course to time
[00:39:53.560 --> 00:39:56.141]  Saying that you can't protest beyond a certain time.
[00:39:56.221 --> 00:40:00.261]  If people are peacefully protesting, I don't think there should be a time limit on it.
[00:40:00.341 --> 00:40:07.123]  I don't think they should be able to cordon off areas and say, this is your First Amendment area, this is your free speech zone.
[00:40:07.763 --> 00:40:08.903]  That's not free speech.
[00:40:09.203 --> 00:40:17.525]  And when the media voluntarily does that, and retires themselves back to the lines behind the police, stays within their little confined areas, we're not going to see the truth.
[00:40:17.565 --> 00:40:19.825]  That's why InfoWars is there with our reporters.
[00:40:21.032 --> 00:40:23.473]  Well yeah, I went and asked one of the police officers.
[00:40:23.693 --> 00:40:25.353]  I said, hey, where can I actually be?
[00:40:25.693 --> 00:40:33.395]  And he said, oh, you can be in this little spot over here in the gas station, the liquor store where Mike Brown supposedly had robbed it before he got killed.
[00:40:33.815 --> 00:40:34.395]  I said, OK.
[00:40:34.455 --> 00:40:39.236]  I said, so once the 12 o'clock curfew is set in, am I allowed to go out?
[00:40:39.256 --> 00:40:41.176]  They're like, no, if you go out here, you're subject to arrest.
[00:40:41.597 --> 00:40:42.697]  I'm like, well, that doesn't make sense.
[00:40:42.717 --> 00:40:43.597]  I was like, our job
[00:40:43.956 --> 00:40:46.136]  It's a report on both sides of what's going on.
[00:40:46.396 --> 00:40:47.937]  So you're telling me I can't be there.
[00:40:48.437 --> 00:40:52.938]  And then multiple media sources came around, they were watching, filming, saying, oh, what did he just say?
[00:40:52.958 --> 00:40:56.398]  He's like, are they telling you that we are limited as to what we can see?
[00:40:56.418 --> 00:40:57.358]  I'm like, yes.
[00:40:57.678 --> 00:41:03.960]  And then they were giving disinformation to CNN and Fox News and all these guys sitting over there saying, oh, we're just shooting smoke.
[00:41:04.000 --> 00:41:05.220]  Just go ahead and report on that.
[00:41:06.440 --> 00:41:11.601]  Never mind the guys out there that are screaming and throwing up in the streets and pure chaos, like it's a war zone.
[00:41:12.065 --> 00:41:12.645]  It was crap.
[00:41:12.845 --> 00:41:15.926]  And over the course of the week, there were three different types of people there, David.
[00:41:16.226 --> 00:41:19.968]  There were the peaceful protesters who are mourning the loss of someone in their community.
[00:41:20.428 --> 00:41:25.349]  Then you had the human right activists, the ones who said, hey, we're not going to stand up to a corrupt government.
[00:41:25.670 --> 00:41:26.970]  They can't tell us when we can go home.
[00:41:27.310 --> 00:41:35.393]  And then you had the crazy people from outside of town, the looters, the ones who are using a tragic incident as a way to unleash anger.
[00:41:35.413 --> 00:41:39.055]  They've had pent up for years and destroy a community they cared nothing about.
[00:41:39.415 --> 00:41:49.679]  We walked up, we were filming a bus stop area where glass was shattered, where I'd watched a live feed the night before, where two guys were throwing a trash can against it until it busted and collapsed.
[00:41:49.719 --> 00:41:51.020]  And it was a guy there from Compton.
[00:41:51.360 --> 00:41:51.640]  We're good.
[00:42:09.153 --> 00:42:09.273]  Yes.
[00:42:09.313 --> 00:42:09.413]  Yes.
[00:42:24.417 --> 00:42:25.839]  Yes, they use that as a beard.
[00:42:25.859 --> 00:42:29.242]  You know, I saw on Fox News a pretty amazing segment.
[00:42:29.322 --> 00:42:33.267]  You had Mike Huckabee talking about militarization of the police, finally.
[00:42:33.807 --> 00:42:41.116]  I'm glad that he's finally talking about it, but as he's talking about it, Fox News starts running B-roll behind him of looters.
[00:42:41.636 --> 00:42:51.899]  Essentially undermining everything he's saying about not being confrontational, not militarizing the police, not coming out there in army uniforms to come at people.
[00:42:52.219 --> 00:43:03.023]  As he's saying that, they're showing visually just the opposite to try to move that dialogue along that we need more police, we need the police to be militarized, we have a real threat we need to be protected from.
[00:43:03.523 --> 00:43:04.943]  Stay with us, we're going to be right back.
[00:43:05.003 --> 00:43:05.904]  I know you've got to go.
[00:43:05.984 --> 00:43:09.165]  I'm going to keep you for just about another five minutes if you can stay, Joe.
[00:43:09.205 --> 00:43:09.645]  Stay with us.
[00:43:10.843 --> 00:43:17.724]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[00:43:18.105 --> 00:43:25.426]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[00:43:26.006 --> 00:43:30.547]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[00:43:31.547 --> 00:43:36.368]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[00:43:36.908 --> 00:43:39.829]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[00:43:40.339 --> 00:43:43.840]  The government's Department of Homeland Security is buying up loads of ammo.
[00:43:43.981 --> 00:43:47.962]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[00:43:48.262 --> 00:43:49.723]  Can you put two and two together?
[00:43:50.043 --> 00:43:57.626]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[00:43:57.906 --> 00:43:58.747]  But for how long?
[00:43:59.047 --> 00:44:05.290]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[00:44:05.690 --> 00:44:08.511]  Infidel Body Armor just won't quit.
[00:44:09.775 --> 00:44:16.864]  From the water table, to our soils, to the atmosphere itself, our world is becoming more and more toxic each and every day.
[00:44:16.944 --> 00:44:19.106]  But it's not just the air outside that's toxic.
[00:44:19.287 --> 00:44:24.413]  Indoor air has been shown to have two to five times higher concentrations of pollutants than even outdoor air.
[00:44:24.573 --> 00:44:29.539]  And most Americans spend 90% of their time inside using toxic chemicals within their homes.
[00:44:29.739 --> 00:44:32.800]  There are more than 42 million smokers in the United States.
[00:44:33.040 --> 00:44:36.921]  Well over a thousand types of mold and mildew linked to numerous conditions.
[00:44:37.121 --> 00:44:41.362]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[00:44:41.442 --> 00:44:51.425]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape but that we can fight back against.
[00:44:51.685 --> 00:44:54.186]  Made with organic and wild cultivated herbs,
[00:44:54.386 --> 00:45:02.454]  And manufactured in the USA, the new InfoWars Life Lung Cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[00:45:02.594 --> 00:45:06.558]  Now available exclusively at InfoWarsLife.com or by calling toll free 888-253-3139.
[00:45:09.537 --> 00:45:11.919]  This is Scottish John for InfoWars.com.
[00:45:12.019 --> 00:45:18.523]  I know that most of you here in this commercial already know about the New World Order, eugenics, and all the other issues covered here at InfoWars.
[00:45:18.723 --> 00:45:21.305]  The question is, do your friends and family know?
[00:45:21.505 --> 00:45:23.266]  If not, then I want to know why.
[00:45:23.446 --> 00:45:25.668]  Oh, I know it's tough to talk about this with some people.
[00:45:25.748 --> 00:45:29.951]  They might call you names, or they just want to talk about sports, or soap operas.
[00:45:30.211 --> 00:45:31.232]  I say, so what?
[00:45:31.392 --> 00:45:33.374]  There's a battle going on out there right now.
[00:45:33.594 --> 00:45:36.696]  The ammunition is information, and the soldiers are you.
[00:45:36.956 --> 00:45:41.079]  It's time to transform your game from passive listener to active participant.
[00:45:41.220 --> 00:45:46.904]  We from Scotland have had our skin in this game for the greater part of the last thousand years, and I'm still fighting.
[00:45:47.064 --> 00:45:50.106]  If we don't all stand up right now, we're gonna lose everything.
[00:45:50.306 --> 00:45:52.008]  The Info War is worldwide.
[00:45:52.128 --> 00:45:56.251]  Tell your friends about Info Wars and let them know that Info Wars doesn't print bull.
[00:45:56.451 --> 00:46:00.014]  It's real journalism and news backed up by documented fact.
[00:46:00.134 --> 00:46:07.218]  Step up and take your friends and family to InfoWars.com, PrisonPlanet.tv and PlanetInfoWars.com.
[00:46:07.398 --> 00:46:08.999]  The truth will set them free.
[00:46:09.619 --> 00:46:15.582]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:46:15.783 --> 00:46:19.925]  Most people know that iodine deficiency has been a crisis around the world.
[00:46:20.345 --> 00:46:24.948]  Iodine is key to so many of the body's functions, especially the thyroid.
[00:46:25.328 --> 00:46:27.930]  I discovered a product being developed by Dr. Group.
[00:46:28.250 --> 00:46:33.434]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[00:46:33.694 --> 00:46:40.579]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[00:46:41.079 --> 00:46:44.841]  And the results that I personally have had have been life changing.
[00:46:45.222 --> 00:46:49.985]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:46:50.325 --> 00:46:58.769]  This is innovating, and the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[00:46:58.929 --> 00:47:03.011]  For a limited time, experience the ancient power of Survival Shield X2.
[00:47:03.211 --> 00:47:08.753]  Take advantage of this unprecedented, 30% off, super detox special at InfoWarsLive.com.
[00:47:11.254 --> 00:47:14.156]  Coast to Coast, direct from Austin.
[00:47:14.836 --> 00:47:18.037]  You're listening to the Alex Jones Broadcasting Network.
[00:47:28.995 --> 00:47:34.518]  It's always a tough vote because the average person thinks raising the debt ceiling must mean that we're running up our debt.
[00:47:35.158 --> 00:47:38.440]  Raising the debt ceiling, which has been done over a hundred times, does not
[00:47:39.660 --> 00:47:40.902]  Increase our debt.
[00:47:40.922 --> 00:47:43.985]  It does not somehow promote profligacy.
[00:47:44.286 --> 00:47:54.458]  All it does is it says you gotta pay the bills that you've already racked up, Congress.
[00:47:54.498 --> 00:47:57.061]  You're listening to the Alex Jones Show.
[00:47:58.652 --> 00:47:59.873]  Welcome back to the Alex Jones Show.
[00:47:59.933 --> 00:48:06.320]  I'm David Knight here in Austin and we have in Ferguson, Missouri the Info Wars crew and they have just a few minutes to spend with us.
[00:48:06.340 --> 00:48:08.582]  So I want to get right back to Jakari Jackson.
[00:48:08.602 --> 00:48:10.965]  We were just talking to Joe Biggs who was reporting from there.
[00:48:11.325 --> 00:48:17.311]  I want to get Jakari's perspective last night because it was Jakari's video that I saw as well as Joe Biggs.
[00:48:18.092 --> 00:48:37.624]  They were both getting attacked by the police there as they were standing out where the demonstrators were, where the peaceful demonstrators were standing, and they were tear gassed, although the media reported that it was simply smoke because the media was standing probably about a mile away with the police and just relying on police reports, Shoukari.
[00:48:38.304 --> 00:48:45.949]  What are your feelings about this today as you see the disparity between what you experienced and what you see the media saying?
[00:48:47.065 --> 00:48:48.807]  Jakari Jackson reporting from the St.
[00:48:48.848 --> 00:48:49.408]  Louis area.
[00:48:49.448 --> 00:48:50.610]  You're exactly right, David.
[00:48:51.031 --> 00:49:02.126]  And I have to echo just what you said, talking about how the media is just pretty much regurgitating what they're being told by the police, whether it was how the police officers were helping the Huffington Post, excuse me, not the Huffington Post,
[00:49:02.947 --> 00:49:06.890]  Al Jazeera when they were shooting rubber bullets and also smoke canisters at them.
[00:49:07.151 --> 00:49:10.133]  They said, oh we're just helping them out and they thanked us for that situation.
[00:49:10.453 --> 00:49:12.455]  And you guys saw the interview, that was not the case at all.
[00:49:12.815 --> 00:49:17.579]  And also last night, oh that's not tear gas, those are smoke grenades.
