[00:00:01.831 --> 00:00:02.992]  Coast to coast.
[00:45:40.527 --> 00:45:43.088]  Every farm girl in America went to L.A.
[00:45:43.348 --> 00:45:50.190]  thinking they were going to be a movie star, thinking they had to be fulfilled, and when they got there they said, sorry, all we got is porn, honey.
[00:45:52.531 --> 00:46:03.415]  And there was a glut of young women and men ready to do whatever it took until everybody sold out and so the whole industry imploded.
[00:46:04.636 --> 00:46:06.838]  And it's the same thing with you people in mainstream media.
[00:46:07.378 --> 00:46:29.854]  You were such pliant lapdogs to the corporate executives that just want the public distracted while they loot the country with derivatives and bring in a police state, that you sold your country out, your birthright, your future, and your job to where CNN gets a half million dollars or four hundred thousand dollars per episode to put out positive news reports on Qatar.
[00:46:33.624 --> 00:46:34.665]  In the Arab Emirates.
[00:46:36.907 --> 00:46:38.328]  That's the kind of stuff we're talking about.
[00:46:38.849 --> 00:46:40.730]  Totally discredited, total jokes.
[00:46:41.011 --> 00:46:42.692]  You all sold out to the Nazi Party.
[00:46:43.253 --> 00:46:46.736]  You know, you got the Nazi Party early on, you got some power out of it if you survived the purges.
[00:46:47.476 --> 00:46:52.701]  But by the end, 1943, 44, 45, you didn't get anything by being in the Nazi Party.
[00:46:52.981 --> 00:46:56.665]  And you guys have all piled on to the Republican blue blood system.
[00:46:57.827 --> 00:47:04.591]  You've all piled on the Democrat sell-out system, and you're like hookers that'll turn a trick for $10, folks.
[00:47:05.292 --> 00:47:26.645]  You've driven the market down to nothing, and then you sit there in your fake arrogance, pointing your finger at somebody like me, who 22 years ago got politically active, 19 years ago on air, who came up from an organic position of real love of liberty, really wanting to defend private property, the family, the Second Amendment, national sovereignty, really wanting to have a future, wanting to be honorable,
[00:47:27.225 --> 00:47:28.426]  And you can laugh at it.
[00:47:28.507 --> 00:47:29.448]  You can make fun of it.
[00:47:29.908 --> 00:47:30.889]  It's in your head.
[00:47:31.330 --> 00:47:32.411]  It's all delusion.
[00:47:33.472 --> 00:47:35.354]  You are the Emperor's New Clothes.
[00:47:35.374 --> 00:47:43.784]  I want to read you the Emperor's New Clothes before I play a compilation of Piers Morgan clips on his gravestone before he gets indicted for all his crimes in England.
[00:47:45.216 --> 00:48:00.409]  The Emperor's New Clothes is a short tale by Hans Christian Andersen, who wrote The Little Mermaid, about two weavers who propose an emperor a new suit of clothes that is invisible to those unfit for their position, stupid or incompetent.
[00:48:01.370 --> 00:48:05.854]  We can Google the term Emperor's New Clothes and show folks some of the images from online.
[00:48:06.823 --> 00:48:13.247]  When the Emperor parades before his subjects in his new clothes, a child cries out, but he isn't wearing anything at all.
[00:48:13.667 --> 00:48:16.149]  The tale has been translated into over a hundred languages.
[00:48:16.969 --> 00:48:21.352]  And the weavers, you know, they're charging the equivalent of millions of dollars per outfit.
[00:48:22.092 --> 00:48:24.013]  They say only the noble can see it.
[00:48:24.053 --> 00:48:26.335]  Well, he looks like he's in his underwear, but he doesn't want to say he can't see it.
[00:48:26.755 --> 00:48:27.956]  No one wants to call him out.
[00:48:28.216 --> 00:48:29.357]  They're all part of the fad.
[00:48:30.337 --> 00:48:33.019]  But finally a three-year-old steps up and says the Emperor is naked.
[00:48:34.329 --> 00:48:35.391]  And everybody starts laughing.
[00:48:35.692 --> 00:48:43.128]  And that's all I've done, like Toto, pull the curtain back to show the great and powerful Oz as a little guy.
[00:48:44.087 --> 00:48:44.948]  Wearing no clothes.
[00:48:45.808 --> 00:48:55.075]  And that is exactly what's going on with Benghazi and Salandra and Fast and Furious and just all of this.
[00:48:55.515 --> 00:48:57.657]  These people, I mean Obama lied about Obamacare.
[00:48:57.897 --> 00:48:59.658]  He lied about NDAA, about Patriot Act.
[00:48:59.958 --> 00:49:01.579]  He made Bush look like an honest person.
[00:49:01.619 --> 00:49:02.500]  He made Clinton look good.
[00:49:02.940 --> 00:49:11.346]  And we're sitting here with him parading around with Hillary as our next, you know, oh it's a woman, as the next empty Emperor's New Clothes fad.
[00:49:12.247 --> 00:49:13.408]  And that's what this is.
[00:49:15.347 --> 00:49:16.888]  Is literal fraud!
[00:49:17.768 --> 00:49:19.008]  Empty vapor!
[00:49:21.889 --> 00:49:44.297]  And now that it's being discovered that there's no responsiveness, like a cult paying dues to keep the facade up, Lockheed Martin, Archer Daniels Midland, Monsanto, Bill & Melinda Gates Foundation, Big Pharma ads are on CNN, MSNBC, CNBC, Fox as well, and that's all they've got.
[00:49:45.760 --> 00:49:58.185]  Is defense contractor ads so they don't do negative reports on them and big agra ads so they can take over the farms and it's literally a payoff and it's a total facade like a fake western town out in Hollywood.
[00:49:58.205 --> 00:49:59.985]  Ever gone to Hollywood and they have the facade towns?
[00:50:00.466 --> 00:50:08.269]  You get the tour of the back lot at Warner Brothers or whatever and you see all those western towns you saw in movies as a kid and there's nothing behind them.
[00:50:08.309 --> 00:50:08.949]  It's a facade.
[00:50:09.904 --> 00:50:11.425]  And I'm just here saying it's a facade.
[00:50:11.665 --> 00:50:12.846]  Doesn't mean I have all the answers.
[00:50:13.026 --> 00:50:14.768]  Doesn't mean I'm a perfect person.
[00:50:14.968 --> 00:50:16.689]  Doesn't mean I'm accurate 100% of the time.
[00:50:17.009 --> 00:50:19.251]  But generally, I'm telling the truth.
[00:50:19.591 --> 00:50:20.472]  I try to tell the truth.
[00:50:20.712 --> 00:50:24.115]  We have a much better accuracy level than dinosaur pleptocrat media.
[00:50:25.476 --> 00:50:31.780]  And we are now here at the crossroads as everything alternative is exploding.
[00:50:31.820 --> 00:50:32.641]  We are the media.
[00:50:32.661 --> 00:50:33.521]  We're not the alternative.
[00:50:34.022 --> 00:50:37.725]  We are more important than dinosaur media that has shown itself bought and paid for.
[00:50:38.413 --> 00:50:42.678]  And we have to stop bowing and worshipping and oh my God!
[00:50:44.140 --> 00:50:52.831]  I've been in major movies, I've been on every major channel, I've been in every major magazine, newspaper, I mean big... It doesn't mean anything folks!
[00:50:53.632 --> 00:50:54.493]  It isn't anything!
[00:50:56.132 --> 00:51:05.581]  I'm telling you, to be on DrudgeReport.com or to be on a big syndicated show like Coast to Coast or my own is a thousand times the effect of going on CNN.
[00:51:06.301 --> 00:51:07.262]  That's what I'm telling you.
[00:51:07.302 --> 00:51:07.923]  They're dead.
[00:51:07.983 --> 00:51:08.564]  They're over.
[00:51:09.985 --> 00:51:11.646]  Introducing Pro1.
[00:51:11.907 --> 00:51:15.410]  All of your filtration in one system, portable, on the go.
[00:51:15.530 --> 00:51:19.934]  No more do you have two or three filters to just reduce sodium fluoride.
[00:51:20.054 --> 00:51:26.057]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilic acid.
[00:51:26.177 --> 00:51:36.963]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[00:51:37.183 --> 00:51:39.844]  It is the only one that does it and out of the gates.
[00:51:40.024 --> 00:51:43.466]  We have it discounted at 10% off with promo code WATER.
[00:51:43.666 --> 00:51:49.129]  This is the only system that in one unit helps reduce or remove pesticides.
[00:51:49.389 --> 00:52:00.640]  Herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[00:52:00.961 --> 00:52:06.286]  Get your Pro-Pure with the new Pro-1 filters today at Infowarsstore.com or by calling 888-253-3139.
[00:52:09.591 --> 00:52:11.332]  What's making Americans sick and fat?
[00:52:11.712 --> 00:52:13.793]  It's too many GMO foods and toxins.
[00:52:14.033 --> 00:52:15.693]  Destroying our digestive systems.
[00:52:15.893 --> 00:52:18.374]  Causing poor digestion and suppressed immune systems.
[00:52:18.695 --> 00:52:24.237]  A suppressed immune system prevents clear thinking and the ability to fight the corporate and big pharma agendas.
[00:52:24.537 --> 00:52:27.298]  Detox now with Pro-EM1 from Terragonics.
[00:52:27.598 --> 00:52:35.161]  Pro-EM1 liquid probiotic is wheat, dairy, and soy free, gluten free, and made with all non-GMO certified organic ingredients.
[00:52:35.461 --> 00:52:47.125]  Pro-EM1's power is based in good bacteria, live microbes, and all their metabolites, including vitamins, amino acids, and enzymes that support a healthy digestive system, suppress pathogens, and eliminate toxins.
[00:52:47.386 --> 00:52:49.866]  Pro-EM1 is the key to your digestive health.
[00:52:50.187 --> 00:52:53.448]  Order Pro-EM1 Daily Probiotic Cleanse at teraganics.com.
[00:52:54.068 --> 00:52:57.392]  Spell T-E-R-A-G-A-N-I-X dot com.
[00:52:57.673 --> 00:52:58.494]  Or call toll free 866-369-3678.
[00:52:58.514 --> 00:52:58.974]  That's 866-369-3678.
[00:52:58.994 --> 00:53:00.156]  Also available through Amazon Prime.
[00:53:00.216 --> 00:53:00.957]  Pro-EM1 from Terragonics.
[00:53:00.977 --> 00:53:01.818]  Life's getting better!
[00:53:10.615 --> 00:53:12.016]  My name is Jessica Armand.
[00:53:12.136 --> 00:53:14.819]  I'm an activist, a GCN listener, and mother of three.
[00:53:14.979 --> 00:53:19.643]  Our drinking water and food are filled with fluoride and other contaminants that harm our teeth and gums.
[00:53:19.823 --> 00:53:25.007]  To protect my family, I created My Magic Mud, an all-natural teeth whitening and strengthening remedy.
[00:53:25.147 --> 00:53:31.753]  My Magic Mud is a soft powder that polishes your teeth, reduces sensitivity, and removes harmful toxins from deep inside your mouth.
[00:53:31.853 --> 00:53:33.795]  You deserve a bright, healthy smile.
[00:53:33.855 --> 00:53:36.297]  Visit MyMagicMud.com and get yours today.
[00:53:36.417 --> 00:53:38.258]  That's MyMagicMud.com.
[00:53:39.614 --> 00:53:41.015]  My husband's the gun guy.
[00:53:41.235 --> 00:53:42.956]  I've just never felt comfortable with them.
[00:53:43.096 --> 00:53:45.457]  But these days, I know I need protection.
[00:53:45.677 --> 00:53:48.478]  And I found it at TheUltimateKnife.com.
[00:53:48.638 --> 00:53:50.159]  It fits my hand like a glove.
[00:53:50.319 --> 00:53:52.560]  Plus, it's small enough to easily conceal.
[00:53:52.680 --> 00:53:55.141]  And the peace of mind it gives me is unbeatable.
[00:53:55.161 --> 00:54:00.883]  The fastest one-handed deployable defense knife is waiting for you at TheUltimateKnife.com.
[00:54:01.063 --> 00:54:03.605]  Use promo code RADIO at checkout for free shipping.
[00:54:03.825 --> 00:54:06.186]  Get The Ultimate Knife at the ultimate price.
[00:54:06.486 --> 00:54:08.347]  Only at TheUltimateKnife.com.
[00:54:12.358 --> 00:54:13.619]  Alex Jones here back live.
[00:54:14.940 --> 00:54:20.323]  Coming up in the next hour, I'm going to get into more serious news, but we are breaking down the fall of the mainstream dinosaur media.
[00:54:21.044 --> 00:54:21.764]  Games are over.
[00:54:22.105 --> 00:54:30.711]  Putin guaranteed is going to move hardcore into Ukraine with the Soros-backed EU takeover.
[00:54:31.781 --> 00:54:35.222]  Overthrowing an elected government, and I'm not romanticizing who was in power.
[00:54:35.262 --> 00:54:40.604]  It's a tug of war between Russia and the West, but the West is the metastasizing cancer right now.
[00:54:40.644 --> 00:54:47.626]  So that's, it's the same bankers that run the EU that want my guns and want to dumb down my children and want to put GMO on my plate.
[00:54:47.686 --> 00:54:49.146]  So they're our enemy.
[00:54:50.174 --> 00:54:51.155]  And so that's the bottom line.
[00:54:51.175 --> 00:54:52.395]  We're going to look at that.
[00:54:52.415 --> 00:54:55.537]  FDA weighs the risk of three-person embryonic fertilization.
[00:54:55.577 --> 00:54:56.557]  That is so nightmarish.
[00:54:57.318 --> 00:54:59.699]  Polio-like illness found in five California children.
[00:55:00.439 --> 00:55:07.503]  You know, most of these new, quote, polio diseases, they admit in the BBC even, in India and Africa, are caused by the vaccine.
[00:55:08.363 --> 00:55:12.424]  And I bet if you research this, it's a vaccine-induced nerve situation.
[00:55:12.444 --> 00:55:15.025]  A lot of the inserts, you know, talk about it causing neurological disorders.
[00:55:15.405 --> 00:55:15.905]  There it is.
[00:55:16.245 --> 00:55:19.726]  Bill Gates, 47,500 cases of paralysis.
[00:55:20.207 --> 00:55:23.447]  Untested vaccines cause new wave of polio paralysis across India.
[00:55:23.828 --> 00:55:32.050]  If you scroll down to the bottom of that article, it has a bibliography of mainstream news that is reporting all of that.
[00:55:34.693 --> 00:55:41.376]  So that's the, there it is, the Tribune reporting on it, and the Telegraph in India.
[00:55:42.097 --> 00:55:43.497]  So, there you go, folks.
[00:55:44.017 --> 00:55:45.438]  You get the shot, you get paralyzed.
[00:55:45.778 --> 00:55:48.560]  But they go, oh, but we don't call it polio, we call it something else.
[00:55:48.580 --> 00:55:50.400]  It's like whooping cough.
[00:55:50.420 --> 00:55:52.321]  People in California keep getting it from the vaccine.
[00:55:52.842 --> 00:55:57.484]  And the vaccine says it can do that to you, but then you go into the doctor and they go, there's no side effects.
[00:55:58.479 --> 00:55:59.600]  You go, really, can I see the insert?
[00:55:59.620 --> 00:56:10.365]  You get the insert and it says, neurological disorders, seizures, Guillain-Barre, narcolepsy, epilepsy, death, autoimmune disorders, cancer.
[00:56:11.146 --> 00:56:12.607]  You said there wasn't any side effects.
[00:56:14.388 --> 00:56:15.008]  It's incredible.
[00:56:16.269 --> 00:56:18.710]  So, that's coming up.
[00:56:18.750 --> 00:56:21.832]  But just to be clear, to give credit where it's due, Piers Morgan
[00:56:22.757 --> 00:56:30.003]  Never got any ratings and sunk from the beginning like a guy with bowling balls tied to his feet in the North Atlantic because he was an establishment shill.
[00:56:30.283 --> 00:56:40.232]  And people are sick of being lectured by pointy-headed, know-it-all, liberal-trendy control freaks using psych warfare that are literally just angling to enslave this country.
[00:56:40.732 --> 00:56:42.033]  Here's a headline from NextGov.
[00:56:42.334 --> 00:56:45.977]  Cost of Obamacare contract has at least quintupled.
[00:56:48.271 --> 00:56:49.912]  To run the scam websites.
[00:56:50.652 --> 00:56:54.014]  New York Times cartoon suggests climate change deniers should be stabbed to death.
[00:56:55.235 --> 00:57:01.518]  And they're calling for Krauthammer to be fired from the Washington Post for daring to criticize global warming.
[00:57:02.979 --> 00:57:04.180]  Because they're liberals, you know.
[00:57:05.701 --> 00:57:15.306]  In Michigan, the guy, the congressman running for Senate, publicly is trying to shut down TV channels that run an ad with a constituent talking about how she lost her doctor under Obamacare.
[00:57:16.348 --> 00:57:20.130]  And he promised he wouldn't, but it's on record people are losing their doctors.
[00:57:20.430 --> 00:57:29.114]  Hey, their answer is, we'll just take your FCC license and put monitors in your media organizations.
[00:57:29.134 --> 00:57:29.494]  You know what?
[00:57:29.954 --> 00:57:31.915]  FCC, let me just give you a little news flash.
[00:57:32.515 --> 00:57:33.435]  Go to hell.
[00:57:33.776 --> 00:57:34.256]  How's that sound?
[00:57:35.285 --> 00:57:35.405]  Okay?
[00:57:36.386 --> 00:57:40.130]  You have no jurisdiction over my operation that is not broadcasting, and you know it.
[00:57:40.531 --> 00:57:43.614]  And I don't use profanity and things, so you have no jurisdiction over our affiliates.
[00:57:44.114 --> 00:57:46.677]  And even the FCC chairman has said this is an abomination.
[00:57:46.977 --> 00:57:50.561]  I'm talking about Obama has seized the FCC and doesn't even care what the chairman says.
[00:57:50.821 --> 00:57:55.366]  So I'm talking about Obama's FCC can go jump in the lake, as they say.
[00:57:57.315 --> 00:57:59.776]  To use a father's no best type line.
[00:58:00.756 --> 00:58:03.257]  So that's all coming up as well, ladies and gentlemen.
[00:58:03.877 --> 00:58:05.977]  Obama's approval rating sinks to all-time low.
[00:58:06.338 --> 00:58:07.398]  Broad political reports.
[00:58:08.018 --> 00:58:10.499]  Why don't they just take FCC, take Politico's license?
[00:58:10.579 --> 00:58:12.179]  Oh, you don't have a license to write, do you?
[00:58:12.819 --> 00:58:14.860]  Dianne Feinstein's called for licenses to be able to write.
[00:58:16.038 --> 00:58:20.322]  How about I'll write whatever I want, you disgusting witch, you authoritarian piece of trash.
[00:58:21.023 --> 00:58:28.831]  By the way, folks, how about you vote with your dollars and go to Infowarsstore.com and get the Molon Labe, the best Molon Labe, come and take it shirt out there.
[00:58:28.851 --> 00:58:29.672]  It's so powerful.
[00:58:30.032 --> 00:58:32.235]  Best seller, continues to sell out, but we have more in stock.
[00:58:32.695 --> 00:58:35.178]  And the women's t-shirts just came in today with the gold foil.
[00:58:35.478 --> 00:58:37.660]  Those are going up in hours, the women's Molon Labe.
[00:58:38.681 --> 00:58:46.828]  And then we've got the Infowarslife.com to protect your, it just energizes the whole body, the nation iodine, and all your purchases make the broadcast possible.
[00:58:47.089 --> 00:58:48.690]  Infowarslife.com or 888-253-3139.
[00:58:48.810 --> 00:58:50.872]  Thank you for listening to TCN.
[00:58:51.112 --> 00:58:53.254]  Second hour coming up.
[00:58:53.274 --> 00:58:54.255]  Second hour coming up.
[00:58:54.995 --> 00:58:55.656]  Batter up!
[00:58:56.737 --> 00:58:57.438]  Energize!
[00:58:59.679 --> 00:59:08.684]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:59:08.764 --> 00:59:16.868]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:59:17.168 --> 00:59:21.870]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:59:22.050 --> 00:59:28.753]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:59:28.833 --> 00:59:35.915]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:59:36.015 --> 00:59:42.858]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:59:43.038 --> 00:59:47.400]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:59:47.500 --> 00:59:50.762]  Available in original or with our immune support infusion blend.
[00:59:50.902 --> 00:59:57.025]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:59:57.205 --> 00:59:58.905]  Available at Infowarslife.com.
[01:00:02.787 --> 01:00:04.748]  Waging war on corruption.
[01:00:05.208 --> 01:00:08.010]  Alex Jones on the GCN Radio Network.
[01:00:14.639 --> 01:00:18.821]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:19.482 --> 01:00:20.282]  You want answers?
[01:00:21.042 --> 01:00:21.963]  Well, so does he.
[01:00:22.603 --> 01:00:26.225]  He's Alex Jones on the GCN Radio Network.
[01:00:26.786 --> 01:00:30.908]  And now, live from Austin, Texas, Alex Jones.
[01:00:37.551 --> 01:00:39.713]  We are now into hour number two.
[01:00:40.133 --> 01:00:43.635]  We got contacted by
[01:00:44.693 --> 01:00:46.114]  The Fox Brothers Studios.
[01:00:49.358 --> 01:00:51.219]  They put out Conrad the Constitution.
[01:00:52.429 --> 01:00:55.891]  And the Secret Service has been calling their family members and says they're coming to visit them.
[01:00:56.411 --> 01:00:59.052]  They did a satire piece where Obama is assassinated.
[01:00:59.072 --> 01:01:01.874]  And I'm going to be playing that piece and giving you my take on it.
[01:01:01.914 --> 01:01:03.655]  Obviously, I don't want the President to ever be assassinated.
[01:01:04.115 --> 01:01:16.301]  I want him to be slowly destroyed like Piers Morgan and discredited and then later arrested for his crimes, which will probably, you heard it here first, I think Piers Morgan will get indicted over in Albion, back in the Britannia.
[01:01:17.999 --> 01:01:28.223]  Because he was running, the evidence I believe is overwhelming, a hacking scandal, running a lot of sinister activities over there that make News Corp's activities pale in significance.
[01:01:29.523 --> 01:01:40.467]  But definitely he failed when it came to ratings, but they emailed McAdoo, Leanne McAdoo, and said, hi guys, they're coming on in the bottom of the next hour, Alex wanted me to forward to you
[01:01:41.578 --> 01:01:43.580]  Trying to get them on the radio show regarding this.
[01:01:44.380 --> 01:01:45.541]  Oh, this is Leanne Ford.
[01:01:45.561 --> 01:01:46.362]  I was reading that part.
[01:01:47.023 --> 01:01:47.363]  Here it is.
[01:01:47.423 --> 01:01:47.943]  Hi, Leanne.
[01:01:47.963 --> 01:01:56.010]  Just wanted to let you guys know the Secret Service has been in contact with my family and is coming to interview me sometime about our latest episode.
[01:01:56.030 --> 01:01:57.892]  If I end up disappearing, you'll know why.
[01:01:58.072 --> 01:01:59.293]  Thanks, Leanne.
[01:01:59.833 --> 01:02:00.354]  To Leanne.
[01:02:00.634 --> 01:02:01.635]  That's Tim Fox.
[01:02:02.576 --> 01:02:05.898]  So, we're going to get them on the show and find out exactly what they meant by this video.
[01:02:06.299 --> 01:02:07.319]  It's clearly satire.
[01:02:07.360 --> 01:02:08.340]  Conrad's having a dream.
[01:02:09.241 --> 01:02:10.242]  It's of the Lincoln Theater.
[01:02:10.822 --> 01:02:15.404]  There's been a bunch of movies that came out where Bush was killed and it was a good thing.
[01:02:16.004 --> 01:02:17.565]  Death of a President was one of them.
[01:02:18.406 --> 01:02:19.666]  That was produced in Canada.
[01:02:20.447 --> 01:02:22.508]  They have comedians that would talk about killing Bush.
[01:02:23.128 --> 01:02:27.930]  They would show Bush as a vampire and stuff and then people showed Obama as a vampire and they said it was racist.
[01:02:28.510 --> 01:02:29.251]  But I want to be clear.
[01:02:29.631 --> 01:02:32.693]  A false flag they could run would be an attempted assassination of Obama.
[01:02:33.033 --> 01:02:35.354]  Or the globalists aren't beneath actually killing him.
[01:02:36.678 --> 01:02:39.380]  I've said many times I believe Obama could be the false flag.
[01:02:40.301 --> 01:02:44.164]  But I'm going to recap all that at the bottom of the hour when I play Conrad the Constitution.
[01:02:44.504 --> 01:02:52.250]  The latest episode of Don Salazar just posted it up on InfoWars.com right now.
[01:02:53.031 --> 01:02:58.815]  And then I've got Paul Watson's new top story that is so important.
[01:02:58.835 --> 01:03:00.296]  In fact, there's a video with it.
[01:03:00.316 --> 01:03:01.898]  We might as well just play his video report.
[01:03:03.047 --> 01:03:09.990]  As well, Paul said it probably better than I. It's good to have David Knight and Paul Watson and folks that are actually up to snuff to host this show.
[01:03:11.370 --> 01:03:14.992]  And Ja'Kari's close, doing a great job with his reports.
[01:03:15.392 --> 01:03:17.633]  It's hard to be able to actually get up here and host a three-hour show.
[01:03:17.653 --> 01:03:19.473]  I think I may throw him in the deep end soon and have him do it.
[01:03:21.174 --> 01:03:25.216]  Derren McBreen could do it, but he's too shy sometimes, too much of a perfectionist.
[01:03:25.436 --> 01:03:26.816]  He does a great job when he hosts the news.
[01:03:26.876 --> 01:03:27.837]  I wish Derren would do it more.
[01:03:28.297 --> 01:03:29.457]  He's a great graphics guy as well.
[01:03:31.803 --> 01:03:33.785]  I think Leanne's getting close to being able to host the show.
[01:03:34.905 --> 01:03:39.389]  Maybe we should have one day in here with David Knight where he does three hours and then has each of them in for an hour.
[01:03:40.269 --> 01:03:43.672]  With a group of topics they want to cover, you know, ten minutes at a whack.
[01:03:43.992 --> 01:03:50.097]  Because it's not like they're going to segway into just doing a regular local show with, you know, 5,000, 10,000 listeners.
[01:03:50.657 --> 01:03:52.479]  This is a million listeners or more an hour.
[01:03:53.479 --> 01:03:54.480]  And I don't want to make them nervous.
[01:03:56.242 --> 01:03:56.882]  It's so crazy.
[01:03:57.202 --> 01:04:00.024]  I can get up in front of a crowd of like 5,000 people and not even be nervous.
[01:04:00.965 --> 01:04:22.394]  And it's actually not a good thing because the few times I do get nervous is when I actually am more eloquent and give a better oratory display of the repertoire of information in our political discourse in the larger human congress of exchange of ideas in the transformative animating contest of liberty in an attempt to set brush fires in the minds of men and women everywhere.
[01:04:23.794 --> 01:04:25.695]  Because that is the animating contest of liberty.
[01:04:27.079 --> 01:04:41.328]  To which I am like a hound on the hunt forever, energized with sparkle in my eyes and a frosty, frisky jolt in my step as I lunge forward out of the gates.
[01:04:42.288 --> 01:04:46.371]  Alright, we will continue straight ahead with a ton of news.
[01:04:47.441 --> 01:04:49.562]  What do you think of old Piers Morgan being gone?
[01:04:49.602 --> 01:04:55.763]  I want to open the phones up and ask, will you cry tonight for your darling little snot-nosed red coat king?
[01:04:56.864 --> 01:04:58.804]  Will you sit in a fetal position crying?
[01:04:58.844 --> 01:05:04.026]  What will Buzz Bissinger, who admits he spends hundreds of thousands a month on women's clothing, I think that's fine.
[01:05:05.186 --> 01:05:08.147]  In which he then festoons himself with guns and dreams of killing me.
[01:05:09.824 --> 01:05:13.165]  The globalist social engineers are not just targeting us with propaganda.
[01:05:13.265 --> 01:05:15.506]  They are manipulating our genetics.
[01:05:15.686 --> 01:05:23.988]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[01:05:24.268 --> 01:05:39.593]  After consulting top doctors, nutritionists, pharmacists and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[01:05:39.853 --> 01:05:40.093]  I'm good.
[01:06:09.815 --> 01:06:20.203]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[01:06:20.503 --> 01:06:22.365]  Guess what else is in the halogen family?
[01:06:22.545 --> 01:06:23.245]  Fluoride!
[01:06:23.446 --> 01:06:25.247]  Ladies and gentlemen, Alex Jones here.
[01:06:25.367 --> 01:06:31.692]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:06:31.952 --> 01:06:36.736]  It's the good halogen on the periodic table, and the results are on record.
[01:06:36.856 --> 01:06:38.277]  Reports documented a 15-point IQ
[01:06:39.838 --> 01:06:40.398]  We're good.
[01:07:09.766 --> 01:07:11.387]  Introducing Pro-1.
[01:07:11.647 --> 01:07:15.170]  All of your filtration in one system, portable, on-the-go.
[01:07:15.310 --> 01:07:19.712]  No more do you have two or three filters to just reduce sodium fluoride.
[01:07:19.853 --> 01:07:25.836]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosilicic acid.
[01:07:25.956 --> 01:07:36.743]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media for removal of fluoride and other heavy metals all in one filter element.
[01:07:36.943 --> 01:07:43.227]  It is the only one that does it, and out of the gates, we have it discounted at 10% off with promo code WATER.
[01:07:43.427 --> 01:08:00.416]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine, hydrofluorosilicic acid, the most common form of fluoride not covered by other fluoride filter brands, and sodium hexafluorosilicate.
[01:08:00.736 --> 01:08:04.839]  Get your Pro-Pure with the new Pro-1 filter today at infowarestore.com.
[01:08:05.320 --> 01:08:05.521]  Call 888-253-3139.
[01:08:14.673 --> 01:08:18.858]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:19.498 --> 01:08:20.319]  You want answers?
[01:08:21.080 --> 01:08:21.941]  Well, so does he.
[01:08:22.642 --> 01:08:26.246]  He's Alex Jones on the GCN Radio Network.
[01:08:26.827 --> 01:08:30.911]  And now, live from Austin, Texas, Alex Jones.
[01:08:53.965 --> 01:09:09.490]  All right, folks, we are back live now into the second hour, and I want to open the phones up so you can give us your take on the death of mainstream media, the death of state-run media.
[01:09:10.550 --> 01:09:13.493]  CNN, MSNBC, New York Times, they're all dead now.
[01:09:13.873 --> 01:09:15.274]  They admit no one listens to them.
[01:09:15.294 --> 01:09:16.395]  They can't cause a debate.
[01:09:16.856 --> 01:09:18.337]  They can't stir any discussion.
[01:09:18.357 --> 01:09:28.145]  The Pentagon, the White House bemoans that things like DrudgeReport.com, Infowars.com are actually able to shape debate, get people to actually look at certain topics.
[01:09:29.547 --> 01:09:42.236]  We had Bill Maher on Friday freak out and attack Matt Drudge and say how dare him be able to get people to look at certain news items and bemoan that the reason we can't fix America is because of all the horrible stuff that Matt Drudge is linking to.
[01:09:42.256 --> 01:09:48.220]  That shows how they've literally gone to the throwing fits.
[01:09:51.182 --> 01:09:52.323]  Throwing fits!
[01:09:53.698 --> 01:09:55.879]  Over the fact that their audiences are dwindling.
[01:09:56.339 --> 01:10:03.601]  The problem is there's still a good audience for sitcoms, dramas, children's cartoons, entertainment, NFL football.
[01:10:04.001 --> 01:10:09.603]  And that's where you've got the anti-gun, pro-Obamacare, anti-family garbage.
