[00:00:00.029 --> 00:00:01.252]  Direct from Austin.
[00:42:25.910 --> 00:42:28.693]  I've never had a product like this because there's always somebody that's going to complain.
[00:42:29.034 --> 00:42:32.517]  And then you can also get the double size bottle of Fluoride Shield.
[00:42:32.577 --> 00:42:39.905]  It has five other ingredients topped on top of the Survival Shield nascent iodine that's in the Fluoride Shield to supercharge the detoxing.
[00:42:40.405 --> 00:42:46.247]  And pulling the fluoride and other heavy metals and stuff and stuff in the halogen family out of the blood.
[00:42:46.567 --> 00:42:50.588]  That's InfoWarsLife.com or call toll-free.
[00:42:50.628 --> 00:42:51.628]  They can answer your questions.
[00:42:53.269 --> 00:42:53.909]  And more at 888-253-3139.
[00:42:53.929 --> 00:42:53.969]  888-253-3139.
[00:42:53.989 --> 00:42:56.209]  Now, let me hit these two articles before we go to Jakari Jackson.
[00:43:07.009 --> 00:43:11.173]  Low-flying Homeland Security helicopter to test for radiation.
[00:43:11.213 --> 00:43:14.315]  Chopper will fly at altitude of just 10 stories for years to come.
[00:43:14.335 --> 00:43:24.904]  The Department of Homeland Security has announced that it will begin periodically flying a large helicopter at extremely low altitudes over Baltimore for years to come to detect background radiation in preparation for a nuclear attack.
[00:43:25.985 --> 00:43:28.307]  They already have these in trucks that are more effective.
[00:43:28.347 --> 00:43:30.329]  This is all part of a psychological operation.
[00:43:31.690 --> 00:43:34.552]  They can drive trucks around that have these
[00:43:35.757 --> 00:43:37.618]  Spectrometer type machines that pick it up.
[00:43:38.818 --> 00:43:43.400]  They know full well there's been hydrogen bombs inside the Russian embassy for decades.
[00:43:43.780 --> 00:43:45.021]  That was declassified a few years ago.
[00:43:45.041 --> 00:43:50.723]  This is all just pure cover for helicopters militarily conditioning you.
[00:43:50.823 --> 00:43:53.084]  And of course the military flying these things are doing a good job.
[00:43:53.324 --> 00:43:54.525]  They fly over Austin all the time.
[00:43:54.545 --> 00:43:56.786]  You can see the devices hanging off the bottom.
[00:43:58.146 --> 00:43:59.067]  My whole issue is that
[00:44:01.411 --> 00:44:07.196]  We have a rogue government doing all sorts of stuff with the nuclear weapons, so all of this is just show like they're trying to protect us.
[00:44:07.696 --> 00:44:13.961]  They gave our missile secrets to the Communist Chinese, they've sold us out on every front, they're arming Al-Qaeda, it's all smoke and mirrors.
[00:44:14.021 --> 00:44:23.309]  Now shifting gears, despite dangerously high radiation levels, no caution signs at Surfers Beach, no action taken to protect the public at Radioactive Hotspot,
[00:44:23.829 --> 00:44:26.452]  This story is on the left-hand side again of DrudgeReport.com.
[00:44:26.973 --> 00:44:34.702]  It is a Don Salazar's article that he posted last night with high-def photos and video of the crew out there with the Geiger counters.
[00:44:37.231 --> 00:44:42.715]  A rounding out report from Southern California, before they fly back to Austin this evening, is Jakari Jackson.
[00:44:42.735 --> 00:44:48.079]  They've got another video up there where radiation levels are found on the beach seven times higher than near reactor.
[00:44:48.519 --> 00:44:57.466]  And we haven't talked to Jakari in two days, so we've got a lot of breaking info, a recap, and then we'll get some comments until about five, ten minutes into the next hour from the rest of the crew.
[00:44:57.526 --> 00:44:58.506]  Jakari, great job.
[00:44:58.546 --> 00:45:00.428]  Break down your latest information.
[00:45:01.249 --> 00:45:02.149]  Hey, how you doing, Alex?
[00:45:02.209 --> 00:45:05.130]  I'm out here dressed in my all black because I feel a little bit like Johnny Cash.
[00:45:05.450 --> 00:45:07.851]  We've pretty much been everywhere on this tour.
[00:45:07.871 --> 00:45:08.992]  We've been to Portland, Oregon.
[00:45:09.212 --> 00:45:10.172]  We've been to Los Angeles.
[00:45:10.192 --> 00:45:10.972]  We've been to Long Beach.
[00:45:10.992 --> 00:45:12.093]  We've been to Orange County.
[00:45:12.273 --> 00:45:13.773]  Just going all the way up and down the coast.
[00:45:13.793 --> 00:45:19.215]  And as you pointed out, we're here in our final destination, San Diego, California, right in front of the Coast Guard, the U.S.
[00:45:19.235 --> 00:45:20.056]  Coast Guard out here.
[00:45:20.436 --> 00:45:22.636]  And Alex, this has been a very interesting trip.
[00:45:22.997 --> 00:45:24.157]  As you know, we started our trip
[00:45:24.617 --> 00:45:30.559]  At Surfers Beach in Half Moon Bay, where we found radiation levels in excess of 10 times of what's considered normal.
[00:45:30.599 --> 00:45:36.401]  Not just us, but various health professionals, people who make Geiger counters have gone out there and found similar things as well.
[00:45:36.801 --> 00:45:44.404]  Going north of Half Moon Bay, we found radiation levels to be probably around double of what's considered normal about the double, excuse me,
[00:45:44.884 --> 00:45:46.425]  The normal is around 30 CPMs.
[00:45:46.465 --> 00:45:49.207]  We found CPMs in excess around 60 or so.
[00:45:49.508 --> 00:45:53.951]  Going north, south of Half Moon Bay, we found the CPMs to be about triple.
[00:45:54.211 --> 00:46:00.636]  Just coming down here, going through Orange County and so forth, we saw radiation levels probably around 90 CPMs or counts per minute.
[00:46:02.523 --> 00:46:05.225]  And so what's that, about three times the normal background radiation?
[00:46:05.385 --> 00:46:06.106]  That's right, Alex.
[00:46:06.567 --> 00:46:13.112]  About three times the normal background radiation, but definitely the highest concentration we found was in Half Moon Bay.
[00:46:13.512 --> 00:46:18.997]  It is way excessive, just like Adan said in his articles, that there is no warning sign out there.
[00:46:19.057 --> 00:46:24.362]  I mean, it's ridiculously high radiation out there, but nobody even wants to inform the public.
[00:46:24.862 --> 00:46:31.504]  Luckily, the people in Half Moon Bay at Surfers Beach are pretty informed, pretty enlightened people when we talked to them just a few days ago.
[00:46:31.804 --> 00:46:36.925]  So luckily, they're abreast of the situation, but other than that, you wouldn't know that there's radiation going on out there.
[00:46:37.726 --> 00:46:52.750]  Well, I've seen a lot of people comment and send us links to articles from 20 years ago where they reported on dumping decades before that in the 60s and 70s, where the Navy and others dumped literally thousands of barrels of radioactive waste off the coast.
[00:46:53.490 --> 00:46:55.112]  I mean, why not bury it in the desert?
[00:46:55.152 --> 00:47:02.319]  It just shows how the government is completely mentally ill, completely suicidal, and are the last people that should be running our society.
[00:47:02.719 --> 00:47:12.990]  And so a lot of folks think that's why the radiation's there, but undoubtedly they've picked up isotopes, as you know, in the whales and dolphins and other marine life and the tuna.
[00:47:13.570 --> 00:47:22.334]  Bluefin tuna and others that has been three, four times what it's supposed to be and does have the different cesium isotopes that are from Fukushima.
[00:47:22.414 --> 00:47:26.135]  Also Alex, when we were out here we found out that sardines are dying off.
[00:47:26.195 --> 00:47:28.636]  I believe Don's going to have an article out shortly about that.
[00:47:29.176 --> 00:47:35.539]  We stopped right outside Devil's Canyon and the guy's got a screen cap of a local news article saying that sardines are disappearing.
[00:47:36.829 --> 00:47:40.412]  Well, that's the major university report that came out, as you know, a few months ago.
[00:47:40.432 --> 00:47:44.255]  98% die off in major species in the Pacific Ocean.
[00:47:45.096 --> 00:47:48.098]  And, again, it's a minor footnote in the media.
[00:47:48.879 --> 00:47:53.503]  Bottom line, Jakari, do you think people are waking up out there?
[00:47:54.791 --> 00:47:58.115]  Uh, for the most part, I'd say it's 50-50.
[00:47:58.155 --> 00:48:01.218]  When we went to Half Moon Bay, like I said, the people there were very awake.
[00:48:01.398 --> 00:48:03.060]  They were very receptive of the information.
[00:48:03.100 --> 00:48:06.283]  We shot a report at the Golden Gate Bridge in San Francisco.
[00:48:06.323 --> 00:48:09.206]  We met a lot of trendies who didn't care about anything but themselves.
[00:48:09.486 --> 00:48:11.528]  People said that what we were telling them was false.
[00:48:11.569 --> 00:48:15.693]  I said, sir, you know, we have experts and other people who've gone out there, people like Steve Weiss.
[00:48:16.053 --> 00:48:20.477]  Who makes Geiger counters and he found these excessive levels and guys like, oh, that's a conspiracy theory.
[00:48:20.497 --> 00:48:21.938]  Everybody says I don't want to talk on camera.
[00:48:22.178 --> 00:48:24.720]  I just want to talk about the San Francisco 49ers.
[00:48:24.780 --> 00:48:26.401]  I just want to talk about A-Rod.
[00:48:26.421 --> 00:48:27.762]  I want to talk about Bieber fever.
[00:48:28.002 --> 00:48:32.626]  Alex, I cannot believe since we've been out here how many times we've heard reports about Justin Bieber.
[00:48:32.906 --> 00:48:36.249]  It's ridiculous about him throwing eggs about A-Rod and his suspension.
[00:48:36.289 --> 00:48:40.112]  Nobody wants to talk about Kelly Thomas, the man who was beaten to death by police.
[00:48:40.372 --> 00:48:43.715]  It's pretty ridiculous what they're doing out here as far as the media is concerned.
[00:48:44.275 --> 00:48:46.196]  Well, you hit the nail on the head, and I wish we'd had more time.
[00:48:46.216 --> 00:48:47.976]  You've gone out and covered that verdict.
[00:48:47.996 --> 00:48:53.018]  You guys wanted to, but I wanted to finish up with the radiation coverage, but we'll be covering it more as it unfolds.
[00:48:53.778 --> 00:49:06.002]  And, you know, now we've got a new article in Oklahoma where a deaf man did not hear the police commands over the bullhorn to get out of his vehicle, so they beat him almost to death.
[00:49:06.482 --> 00:49:07.363]  Oh my God.
[00:49:07.443 --> 00:49:10.464]  I mean, it's just getting crazier and crazier and crazier.
[00:49:11.124 --> 00:49:17.728]  Because they want the police to attack us if we don't follow their orders so that we're intimidated and will follow illegal, unlawful orders.
[00:49:18.488 --> 00:49:19.649]  That's exactly right, Alex.
[00:49:19.669 --> 00:49:21.290]  You know, I'm from Oklahoma.
[00:49:21.310 --> 00:49:22.631]  That's very disheartening to hear.
[00:49:23.151 --> 00:49:24.692]  We encountered some police yesterday.
[00:49:24.932 --> 00:49:27.373]  We went to the Hyperion Waste Treatment Facility.
[00:49:27.413 --> 00:49:29.955]  This is just outside the city of Los Angeles.
[00:49:30.475 --> 00:49:32.456]  And, you know, it was so bizarre.
[00:49:32.616 --> 00:49:33.657]  Alex, we're out there filming.
[00:49:34.017 --> 00:49:37.818]  A public building, we're standing on a public sidewalk, not even on their sidewalk.
[00:49:38.119 --> 00:49:41.000]  Some guy in a, you know, I thought he was a real police officer.
[00:49:41.280 --> 00:49:45.021]  He approached us and then I found out once I got closer that he was just a security guy.
[00:49:45.041 --> 00:49:46.081]  I was like, I don't even want to talk to you.
[00:49:46.281 --> 00:49:50.383]  Then the real police roll up and say, sir, it's a policy that you can't film this building.
[00:49:50.723 --> 00:49:52.644]  I say, sir, is it a policy or is it a law?
[00:49:52.684 --> 00:49:54.004]  He's like, no, no, there is no law.
[00:49:54.284 --> 00:49:56.045]  It's just our policy that we don't want you to do that.
[00:49:56.983 --> 00:49:58.024]  I want to see that video.
[00:49:58.064 --> 00:49:58.544]  That's huge.
[00:49:58.904 --> 00:50:01.926]  Police tell reporters they can't film nuclear power plant.
[00:50:02.146 --> 00:50:03.627]  They could go on Google Earth, any of it.
[00:50:03.987 --> 00:50:05.388]  It's an attack on the First Amendment.
[00:50:05.408 --> 00:50:08.410]  They're trying to make photography illegal by fiat.
[00:50:08.750 --> 00:50:10.211]  What ended up happening with that, Jakari?
[00:50:10.251 --> 00:50:11.312]  I can't wait to see that footage.
[00:50:11.832 --> 00:50:14.614]  Well, I believe the guys who are working on that will have that out pretty soon.
[00:50:15.515 --> 00:50:16.196]  I believe it's okay.
[00:50:16.216 --> 00:50:16.696]  It's already out.
[00:50:16.756 --> 00:50:17.778]  The guy's already uploaded it.
[00:50:17.798 --> 00:50:19.881]  You can probably check it out pretty soon.
[00:50:19.921 --> 00:50:24.047]  Okay, we'll get an article blurbed right now by Kit Daniels up on InfoWars.com.
[00:50:24.087 --> 00:50:29.615]  I know you guys have been shooting and running, getting a lot done, but this is incredible, Jakari.
[00:50:29.635 --> 00:50:31.237]  So, how did it end with the police?
[00:50:32.079 --> 00:50:34.800]  Well, the police officer... Well, first, Alex, let me backtrack.
[00:50:35.400 --> 00:50:39.801]  The security guard said, you know, you guys need to get permission, you know, and we didn't really want to fight with the guy.
[00:50:40.001 --> 00:50:41.322]  We still had our shots anyway.
[00:50:41.342 --> 00:50:44.643]  I was like, well, who's your public rep so we can just get our permission real quick?
[00:50:45.303 --> 00:50:48.024]  And I called the rep, and the rep didn't call us back in a timely fashion.
[00:50:48.364 --> 00:50:52.825]  But in the meantime, the police arrived, and he gave us the same spiel that the security guard did.
[00:50:52.845 --> 00:50:53.785]  He said, you can't film this building.
[00:50:53.805 --> 00:50:57.686]  I said, sir, this is not... I mean, this is... You can see this from the street.
[00:50:57.706 --> 00:50:58.667]  You can see it from Google Earth.
[00:50:58.687 --> 00:50:59.527]  You can see it anywhere.
[00:50:59.707 --> 00:51:00.830]  It's freedom of the press.
[00:51:00.870 --> 00:51:01.231]  Stay there.
[00:51:01.251 --> 00:51:02.173]  We're going to talk about this.
[00:51:02.775 --> 00:51:04.459]  This is a police state, ladies and gentlemen.
[00:51:04.780 --> 00:51:06.143]  This is North Korea, okay?
[00:51:06.837 --> 00:51:11.981]  Did you know that organic sulfur can cleanse and defend your body against the poisons we're exposed to each day?
[00:51:12.422 --> 00:51:21.929]  Organic sulfur crystals from SulfurDefense.com help by forcing oxygen and nutrition into your cells while eliminating heavy metals, contaminants, and damaging radiation.
[00:51:22.430 --> 00:51:27.654]  Defend yourself and family from toxic assault with one of the most critical and essential minerals available today.
[00:51:27.954 --> 00:51:30.136]  Order online at SulfurDefense.com.
[00:51:30.456 --> 00:51:32.998]  That's SulfurDefense.com or call 800-593-6273.
[00:51:36.721 --> 00:51:39.303]  Silver has always been nature's very own antibiotic.
[00:51:39.443 --> 00:51:43.445]  And only one system allows you to generate an endless supply of natural silver solutions.
[00:51:43.745 --> 00:51:44.986]  SilverLungs.com.
[00:51:45.146 --> 00:51:47.628]  You'll find no wild claims or pseudoscience.
[00:51:47.828 --> 00:51:50.609]  Just a lifetime of nano-sized pure silver solutions.
[00:51:50.830 --> 00:51:52.951]  The Silver Lungs Generator allows you to make your own.
[00:51:53.171 --> 00:51:54.932]  So stop paying for silver solutions.
[00:51:55.052 --> 00:52:00.415]  The unique lung delivery system targets respiratory infections where other silver solutions simply cannot reach.
[00:52:00.635 --> 00:52:04.318]  See the Silver Lungs Generator and Lung Delivery System at SilverLungs.com.
[00:52:04.438 --> 00:52:05.939]  That's SilverLungs.com.
[00:52:06.779 --> 00:52:13.163]  By now you may know that a Bitcoin is the first decentralized currency that's easily transferred from person to person over the internet.
[00:52:13.503 --> 00:52:14.364]  No bank needed.
[00:52:14.644 --> 00:52:18.246]  This means lower fees and accounts can never be frozen, limited or closed.
[00:52:18.506 --> 00:52:22.049]  Plus, a large number of businesses and merchants already accept Bitcoins.
[00:52:22.389 --> 00:52:25.511]  And Bitcoins are easily exchanged for dollars, euros and more.
[00:52:25.971 --> 00:52:34.456]  If you're interested in making money in the Bitcoin market right away, and by right away we mean start making money today, please visit us at CloudHashing.com.
[00:52:34.776 --> 00:52:41.681]  CloudHashing.com is one of the fastest growing Bitcoin miners in the world, delivering the highest profits to people just like you.
[00:52:41.901 --> 00:52:47.784]  To get started, join us at CloudHashing.com and you will start mining Bitcoins right away and get paid daily.
[00:52:47.924 --> 00:52:48.785]  You heard correctly.
[00:52:49.065 --> 00:52:51.347]  You will receive payments every single day.
[00:52:51.587 --> 00:52:52.408]  And the best part?
[00:52:52.588 --> 00:52:55.871]  You do not need a computer or need any experience in mining bitcoins.
[00:52:56.112 --> 00:52:57.633]  It's perfect for everyone.
[00:52:57.893 --> 00:53:02.117]  Learn more at cloudhashing.com, just like it sounds, cloudhashing.com.
[00:53:02.378 --> 00:53:05.040]  Start making money today at cloudhashing.com.
[00:53:06.101 --> 00:53:13.025]  Nobel Prize winner Alexis Carroll, cell biology researcher, discovered a detoxified and nourished cell lives in a state of eternal youth.
[00:53:13.405 --> 00:53:18.128]  Clean cells will result in improved energy, mood, blood sugar, liver function, and skin health.
[00:53:18.508 --> 00:53:23.011]  Also, you can lose fat and keep or gain muscle and reduce or eliminate inflammation and more.
[00:53:23.251 --> 00:53:29.014]  To discover how to detoxify and nourish the 100 trillion cells of your body, call this free recorded message at 866-844-1047.
[00:53:29.034 --> 00:53:29.214]  That's 866-844-1047.
[00:53:35.578 --> 00:53:38.179]  It's time to kick some ash.
[00:53:38.519 --> 00:53:41.000]  Because cigarettes have met their match.
[00:53:41.161 --> 00:53:43.782]  Smokers are switching to Vapriate e-liquid by Le Cig.
[00:53:43.862 --> 00:53:47.123]  Because when you kick ash, you kick tar and smelly smoke, too.
[00:53:47.483 --> 00:53:50.925]  Le Cig smokes to competition with real people customer service.
[00:53:51.225 --> 00:53:55.427]  A 7-day satisfaction guarantee and same-day fast free shipping.
[00:53:55.647 --> 00:53:58.308]  Become a vapor today at lecig.com.
[00:53:58.548 --> 00:54:01.129]  Spelled L-E-C-I-G dot com.
[00:54:01.370 --> 00:54:02.710]  Le Cig e-cigarettes.
[00:54:02.970 --> 00:54:03.871]  Kick some ash.
[00:54:18.147 --> 00:54:21.192]  You can run on for a long time.
[00:54:21.853 --> 00:54:22.334]  Run on.
[00:54:25.543 --> 00:54:27.344]  Here's a Washington Post headline.
[00:54:27.364 --> 00:54:38.070]  Border Patrol drones being borrowed by other agencies to be used against American citizens on the northern, southern, western, eastern borders more often than previously known.
[00:54:38.430 --> 00:54:41.772]  Big drones, little drones, predator drones, all sorts of drones.
[00:54:42.112 --> 00:54:43.813]  So they're going to watch us with Google cars.
[00:54:43.833 --> 00:54:45.574]  They're going to watch us with the NSA illegally.
[00:54:45.594 --> 00:54:47.234]  They're going to watch everything we do.
[00:54:47.875 --> 00:54:49.776]  Real terrorists actually work for the government.
[00:54:50.416 --> 00:54:51.737]  Al-Qaeda is run by the globalists.
[00:54:53.097 --> 00:54:53.818]  And meanwhile,
[00:54:54.966 --> 00:54:59.169]  If you try to film anything now, the police come over and say, what are you filming?
[00:54:59.209 --> 00:55:04.133]  Or don't film us, because they want to set the precedent that citizen journalism is illegal.
[00:55:04.494 --> 00:55:07.496]  No wonder the media won't cover radiation or nuclear power plants.
[00:55:08.277 --> 00:55:11.619]  Because if you're across the street from one on public streets, I mean, I wish the cops would come over to me.
[00:55:12.180 --> 00:55:12.960]  I mean, man, come on.
[00:55:13.020 --> 00:55:14.642]  You know that's illegal, what you're saying.
[00:55:15.102 --> 00:55:18.625]  You know we're just a media agency out here with a flag on our microphone.
[00:55:19.025 --> 00:55:19.346]  We're not
[00:55:20.160 --> 00:55:23.181]  Suspicious-looking people videotaping and casing it, creeping around.
[00:55:23.741 --> 00:55:28.662]  We're a four-man reporter team standing in front of this, doing a report on nuclear power plants.
[00:55:29.802 --> 00:55:32.322]  But you see the reports now, we're mainline satellite trucks.
[00:55:33.182 --> 00:55:35.923]  We'll be 200 yards from cops, and they'll come over and say, get out of here.
[00:55:36.803 --> 00:55:39.404]  And they'll say, no, we're the media, and the cops will beat them down.
[00:55:39.824 --> 00:55:41.684]  In Chicago, in Phoenix, you name it.
[00:55:43.064 --> 00:55:44.605]  The government is crazy!
[00:55:45.065 --> 00:55:46.605]  The government wants to dominate us!
[00:55:47.438 --> 00:55:49.219]  Jokari, we have the video.
[00:55:49.279 --> 00:55:52.001]  It's going up on InfoWars.com in mere minutes.
[00:55:52.662 --> 00:55:53.783]  What else are you going to be breaking?
[00:55:53.803 --> 00:55:55.984]  Because I know you've shot so much you haven't been able to get it all out.
[00:55:56.565 --> 00:55:58.126]  Sardines are dying, they're reporting.
[00:55:58.446 --> 00:56:01.348]  The police are telling you you can't film nuclear power plants.
[00:56:01.368 --> 00:56:02.209]  There's no First Amendment.
[00:56:02.549 --> 00:56:03.370]  What else is going on?
[00:56:03.390 --> 00:56:04.611]  Then we're going to go to Don Salazar.
[00:56:05.526 --> 00:56:19.538]  Well, another thing we saw outside the Diablo Canyon Nuclear Facility is a gentleman caught a fresh fish right there in front of us, so we pulled out our Geiger counter and we measured it, and the fish itself hit about 60 CPMs counts per minute, double of what is supposed to be in Half Moon Bay.
[00:56:20.218 --> 00:56:25.923]  Wow, so, so, um, radioactive fish caught
[00:56:27.282 --> 00:56:28.163]  That's right, Alex.
[00:56:28.603 --> 00:56:33.267]  It was very surprising to us to see that because we've been testing seafood up and down the coast.
[00:56:33.487 --> 00:56:36.670]  We've gone to many fish shops and seafood places and all that.
[00:56:37.210 --> 00:56:40.513]  And the fish we found were at least around 40 or so CPM.
[00:56:40.553 --> 00:56:44.776]  So I guess you'd say higher than average, but not, you know, abnormally high.
[00:56:44.836 --> 00:56:47.118]  Well, you know the issue, those fish are caught in deep water.
[00:56:47.519 --> 00:56:49.800]  Up at the coast is where it's precipitating out.
[00:56:50.241 --> 00:56:52.082]  Did you ever get near a water treatment plant?
[00:56:52.102 --> 00:56:53.704]  Because that's where it really precipitates out.
[00:56:54.335 --> 00:57:00.224]  Yes, we went to one a little bit north of the city of Los Angeles and we have some footage of that as well.
[00:57:00.244 --> 00:57:01.065]  We'll try to get out here.
[00:57:01.926 --> 00:57:02.627]  What did you find?
[00:57:02.948 --> 00:57:03.769]  Higher radiation?
[00:57:04.130 --> 00:57:06.914]  We found radiation levels to be around 50 or so, 56 CPMs.
[00:57:08.820 --> 00:57:11.422]  But you were unable to get inside and put it up to the water itself and the pipes?
[00:57:11.462 --> 00:57:12.462]  Yeah, we couldn't get inside.
[00:57:12.522 --> 00:57:16.705]  We went up to the guard shack because we already had the situation at the Hyperion plant.
[00:57:17.025 --> 00:57:19.307]  So we said, okay, we'll try to be, you know, civil with the guy.
[00:57:19.567 --> 00:57:22.709]  We approached him with our cameras running and the guy at the guard shack.
[00:57:23.049 --> 00:57:24.130]  And I said, sir, you know, we're just here.
[00:57:24.150 --> 00:57:25.331]  We're a media organization.
[00:57:25.431 --> 00:57:26.371]  We just want to take some levels.
[00:57:26.391 --> 00:57:30.154]  He said, no, you have to call our press office and talk to them.
[00:57:30.174 --> 00:57:32.515]  I was like, well, you know, it's pretty much what we expected them to say.
[00:57:32.555 --> 00:57:35.097]  But we took the level at the guard shack and that was sitting around 50, 56 CPMs.
[00:57:37.623 --> 00:57:41.284]  Guaranteed if you approach further because I got Texas reporters to do that a few years ago.
[00:57:41.304 --> 00:57:43.484]  They actually let him into the water treatment plants.
[00:57:44.185 --> 00:57:45.185]  We've got to get a tour.
[00:57:45.225 --> 00:57:46.385]  They won't let us in as media.
[00:57:46.405 --> 00:57:50.966]  We could sue and make Austin do it, but we still infiltrated as a tour, secretly shot video.
[00:57:50.986 --> 00:57:52.727]  Yeah, that's a great video.
[00:57:52.747 --> 00:57:57.028]  Yeah, we're going to get back in because I want to show folks that because the Chinese
[00:57:58.228 --> 00:57:58.669]  Fluoride
[00:58:14.045 --> 00:58:19.729]  Fertilizer they get it out of the limestone that also has the uranium in it and radon and so much more All right.
[00:58:19.749 --> 00:58:23.031]  Well Jakari stay there I'm gonna push dr. Nick baggage.
[00:58:23.071 --> 00:58:41.123]  I'm sure he's good for this about 15 minutes back Let's call him as we're connected via video Skype And then come back and finish up with Jakari and then a Don Salazar to get his take on everything that's happening Because this is so important and then we'll carry dr. Nick baggage 15 minutes in the next hour I'm sure he's good with that, but call him and confirm.
[00:58:41.563 --> 00:58:43.865]  We'll be right back stay with us ladies and gentlemen
[00:58:47.531 --> 00:58:49.313]  Thank you for listening to GCN.
[00:58:50.796 --> 00:58:52.939]  Visit GCNlive.com today.
[00:58:56.815 --> 00:59:05.845]  Alex Jones here to tell you about how you can help spread liberty worldwide, also enjoying what I have found to be the best tasting, 100% organic coffee on the planet.
[00:59:05.926 --> 00:59:14.015]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:59:14.315 --> 00:59:19.018]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:59:19.178 --> 00:59:25.922]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at Infowarslife.com.
[00:59:25.982 --> 00:59:33.067]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:59:33.147 --> 00:59:40.011]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:59:40.171 --> 00:59:44.535]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:59:44.655 --> 00:59:47.917]  Available in original or with our immune support infusion blend.
[00:59:48.058 --> 00:59:54.183]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:59:54.343 --> 00:59:56.044]  Available at Infowarslife.com.
[00:59:59.887 --> 01:00:01.809]  Waging war on corruption.
[01:00:02.269 --> 01:00:05.052]  Alex Jones on the GCM Radio Network.
[01:00:11.840 --> 01:00:16.004]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:16.685 --> 01:00:17.485]  You want answers?
[01:00:18.266 --> 01:00:19.147]  Well, so does he.
[01:00:19.807 --> 01:00:23.431]  He's Alex Jones on the GCN Radio Network.
[01:00:24.011 --> 01:00:28.055]  And now, live from Austin, Texas, Alex Jones.
[01:00:30.497 --> 01:00:35.681]  Dr. Nick Baggage is coming up in about 15 minutes to talk about breakaway civilization and what that means.
[01:00:36.541 --> 01:00:37.802]  Couldn't be a more important topic.
[01:00:38.383 --> 01:00:40.804]  We're joined by Jakari Jackson and Adon Salazar.
[01:00:41.365 --> 01:00:46.989]  Jakari, when you get back, we'll obviously debrief you here in studio tomorrow or Friday.
[01:00:48.194 --> 01:00:55.962]  And for the nightly news, but other points you'd like to add before we go to Adan Salazar, who's part of your team, but he's there at the hotel, just filed another story.
[01:00:56.262 --> 01:00:59.225]  You're out there at the Pacific Ocean on the beach.
[01:00:59.365 --> 01:01:03.028]  A scientist baffled by mass sardine die-off on the west.
[01:01:03.108 --> 01:01:03.869]  That just broke.
[01:01:04.570 --> 01:01:06.312]  But where are you right now, Jakari?
[01:01:07.079 --> 01:01:08.239]  We're in San Diego, Alex.
[01:01:08.259 --> 01:01:12.441]  We're actually right across the street from the airport and right in front of the U.S.
[01:01:12.481 --> 01:01:13.421]  Coast Guard back here.
[01:01:13.801 --> 01:01:20.004]  So, I think probably the most interesting things to me were definitely Half Moon Bay at Surfers Beach and the good awake people there.
[01:01:20.044 --> 01:01:26.426]  Some of the negative aspects of it were the trendies pretty much in San Francisco who didn't care about anything at all.
[01:01:26.826 --> 01:01:30.487]  Also, when we were driving up and down the coast, we saw some beautiful coastlines up in Oregon.
[01:01:30.908 --> 01:01:31.728]  I think probably the most
[01:01:32.208 --> 01:01:32.909]  I think so.
[01:01:51.664 --> 01:01:52.425]  Well, absolutely.
[01:01:52.485 --> 01:01:58.274]  Scientists have confirmed that radiation has been linked to some die-offs of tuna and other things.
[01:01:58.294 --> 01:02:02.641]  There was an article out yesterday that radiation in fish is 24 times what's normal.
[01:02:03.002 --> 01:02:04.163]  They're also testing the kelp.
[01:02:04.844 --> 01:02:06.207]  And they're testing the kelp now, but...
[01:02:07.748 --> 01:02:08.928]  We've got a Don's headline.
[01:02:08.988 --> 01:02:12.429]  Scientists baffled by mass sardine die off on West Coast.
[01:02:12.609 --> 01:02:16.430]  Mystery fuels concerns that radiation already made its way across the Pacific Ocean.
[01:02:17.431 --> 01:02:18.251]  That's a great headline.
[01:02:18.271 --> 01:02:27.073]  We're going to go to a Don, but two years ago, a year after they admitted that they caught fish with high radiation off the San Diego coast.
[01:02:27.113 --> 01:02:29.414]  So the radiation's been making its way.
[01:02:30.154 --> 01:02:34.096]  Increased radiation is now making its way across.
[01:02:34.556 --> 01:02:35.677]  I want to be clear with everybody.
[01:02:36.037 --> 01:02:39.458]  Fukushima radiation has been hitting three months after Fukushima.
[01:02:39.478 --> 01:02:45.361]  It was hitting the West Coast weeks after it hit via the air and was picked up in the atmosphere.
[01:02:45.401 --> 01:02:47.062]  So it's a great article by Adan Salazar.
[01:02:47.362 --> 01:02:53.725]  We're going to go to now, but we're going to add some links in there about where it has already reached there.
[01:02:53.745 --> 01:02:54.945]  But we're trying to draw attention to this.
[01:02:55.225 --> 01:02:56.486]  Thank you so much, Shikari Jackson.
[01:02:57.233 --> 01:02:57.713]  Thanks, Alex.
[01:02:57.993 --> 01:02:58.913]  All right, and stay there.
