[00:00:21.089 --> 00:00:21.889]  Welcome, my friends.
[00:25:49.722 --> 00:25:51.803]  I think?
[00:26:14.622 --> 00:26:15.862]  I mean, look at them, they just take everything down.
[00:26:16.163 --> 00:26:18.463]  Stuff on the Federal Reserve they don't like, they take it down.
[00:26:19.184 --> 00:26:21.284]  Stuff criticizing killing people, they take it down.
[00:26:21.625 --> 00:26:23.745]  People being shot in the head, it's taken down.
[00:26:26.146 --> 00:26:28.607]  We're finding our material blacklisted more and more.
[00:26:29.207 --> 00:26:37.870]  And now they've introduced a bill, which is to mirror the global treaty, where a rogue website, Bill, creates a Chinese-style ban list.
[00:26:39.671 --> 00:26:41.972]  And again, I mentioned how they're saying take down stuff that
[00:26:43.905 --> 00:26:45.166]  ...contains government criticism.
[00:26:45.786 --> 00:26:49.548]  This is really happening in the United States.
[00:26:49.889 --> 00:26:53.371]  And that's why we're racing to build InfoWars Nightly News on our own platform.
[00:26:54.215 --> 00:27:00.338]  Because we understand that the big crowds and the new people we can reach are on YouTube, but for how long?
[00:27:00.678 --> 00:27:06.701]  And that's why if you're a YouTube viewer or one of these other video system viewers, you need to remember InfoWars.com.
[00:27:06.981 --> 00:27:10.103]  And even if that URL gets blocked, we'll have our information on the web.
[00:27:10.423 --> 00:27:11.364]  There's ways to get around it.
[00:27:12.144 --> 00:27:17.247]  We have the InfoWars Insider email you can sign up to, where we can send you stuff even though they shut down our websites.
[00:27:18.267 --> 00:27:27.874]  Remember, and think about how valuable this information is, and that people are going through a lot of trouble to bring you this, and don't always expect that this information is just going to be here.
[00:27:29.035 --> 00:27:33.238]  By the way, we have a 15-day free trial we're now offering at PrisonPlanet.tv.
[00:27:33.258 --> 00:27:34.159]  We'd offer it all free.
[00:27:34.179 --> 00:27:36.921]  We don't have to pay for the bandwidth.
[00:27:36.941 --> 00:27:37.281]  $40,000, $50,000 a month.
[00:27:38.201 --> 00:27:41.464]  We let each username and passcode be shared with six different people.
[00:27:41.944 --> 00:27:45.387]  So it's really one membership for the price.
[00:27:46.650 --> 00:27:48.711]  You get one membership, and you really get six.
[00:27:49.052 --> 00:27:50.313]  So it's six for the price of one.
[00:27:50.613 --> 00:27:53.215]  We have a 15-day trial going right now.
[00:27:53.255 --> 00:27:54.536]  Not sure how long we'll offer that.
[00:27:54.956 --> 00:27:57.097]  But that's also available at PrisonPlanet.tv.
[00:27:57.257 --> 00:28:06.484]  All my films, my book, Paul Watson's book, the rant section, the daily radio TV show, the special reports, the nightly news, all one place, $5.95 a month.
[00:28:06.504 --> 00:28:09.866]  But right now, 15-day free trial, PrisonPlanet.tv.
[00:28:09.886 --> 00:28:13.449]  And I'm so busy covering news, I hardly even mention that or talk about it.
[00:28:14.912 --> 00:28:21.555]  But regardless, get our videos that we post on YouTube and everywhere else of the nightly news the day after and get them out to everybody.
[00:28:21.635 --> 00:28:22.916]  Mirror them on your channel.
[00:28:23.757 --> 00:28:24.637]  Burn them on disk.
[00:28:24.697 --> 00:28:25.437]  Give them to people.
[00:28:26.718 --> 00:28:30.800]  Because we have got to use this medium while we've got it.
[00:28:32.301 --> 00:28:33.261]  All right, continuing.
[00:28:33.581 --> 00:28:35.562]  Wow, I am almost out of time here.
[00:28:35.983 --> 00:28:39.725]  And I haven't even gotten to a fraction of the news that we've got to cover.
[00:28:40.665 --> 00:28:40.825]  Wow.
[00:28:47.366 --> 00:28:48.427]  You know, I'm going to come back.
[00:28:48.727 --> 00:29:05.695]  Let's break right here, and then let's go to the news, some of the other news, and then come back.
[00:29:05.916 --> 00:29:06.936]  Let's do that right now.
[00:29:06.996 --> 00:29:08.257]  Let's go ahead and go to break.
[00:29:12.125 --> 00:29:12.806]  Ron Paul.
[00:29:13.346 --> 00:29:15.848]  A visionary who predicted the financial crisis.
[00:29:16.489 --> 00:29:18.390]  A leader with a plan to solve it.
[00:29:18.850 --> 00:29:19.611]  The Paul Plan?
[00:29:19.991 --> 00:29:20.912]  Balance the budget.
[00:29:21.332 --> 00:29:23.234]  Cut a trillion dollars year one.
[00:29:23.854 --> 00:29:25.996]  Eliminate five federal bureaucracies.
[00:29:26.596 --> 00:29:28.458]  End the foreign wars and nation building.
[00:29:28.958 --> 00:29:30.359]  Reign in the Federal Reserve.
[00:29:30.820 --> 00:29:32.021]  Pay down the debt.
[00:29:32.421 --> 00:29:35.143]  Cut taxes to create jobs.
[00:29:35.303 --> 00:29:35.984]  Ron Paul.
[00:29:36.384 --> 00:29:38.746]  A plan to restore America now.
[00:29:39.106 --> 00:29:41.048]  I'm Ron Paul and I approve this message.
[00:29:41.448 --> 00:29:47.870]  If you believe in this information and want to support its viral spread, go to the InfoWars store at InfoWars.com.
[00:29:48.170 --> 00:29:49.051]  We've got the new G.I.
[00:29:49.091 --> 00:29:51.011]  Joe InfoWars t-shirts.
[00:29:51.391 --> 00:29:57.494]  We've got the incredible ProPure gravity-fed filters available at InfoWars.com in the store.
[00:29:58.074 --> 00:30:02.435]  We've got a new DVD, Sinus Under Attack, the Don't Tread on Me flag.
[00:30:03.135 --> 00:30:07.077]  We've got all sorts of different bumper stickers to help spread the rebellion virally.
[00:30:07.737 --> 00:30:08.378]  It's all there.
[00:30:08.398 --> 00:30:11.244]  Wristbands, citizen rule books, in every order.
[00:30:11.704 --> 00:30:14.409]  Order online at InfoWars.com today.
[00:30:14.670 --> 00:30:17.695]  The water filters, the canteens, it's all there.
[00:30:18.096 --> 00:30:18.998]  InfoWars.com
[00:30:25.717 --> 00:30:37.041]  Our mission at InfoWars.com is to audit the Fed, abolish the Fed, restore the Constitution, abolish the TSA, restore the Second Amendment, restore the Constitution, restore the Republic.
[00:30:37.341 --> 00:30:48.544]  And if you believe in those goals, then it is your free will, responsibility, and honor to spread the word about our operation and to donate to the 2011 Money Bomb.
[00:30:50.933 --> 00:30:54.757]  For many years, I tried to basically stay small, make my films, do my radio show.
[00:30:54.997 --> 00:30:56.198]  But it grew and grew and grew.
[00:30:56.739 --> 00:31:04.407]  Think about how a money bomb that listeners started four years ago led to us being able to move into this bigger office.
[00:31:05.208 --> 00:31:10.073]  A later money bomb helped us expand into the empty warehouse next door.
[00:31:10.093 --> 00:31:12.935]  And in the last year, we have built
[00:31:14.036 --> 00:31:23.622]  The TV studios and put the equipment in and are now doing a nightly news show every night at seven o'clock that we're now beta testing and getting ready for television.
[00:31:24.843 --> 00:31:30.867]  Right now going out to members at PrisonPlanet.tv and then reaching millions as it spills out onto YouTube and other systems.
[00:31:31.809 --> 00:31:34.252]  Help us go to the next level.
[00:31:34.752 --> 00:31:39.597]  Not reaching 15 million a week, but reaching 30, 40, 50 million a week.
[00:31:39.998 --> 00:31:45.363]  Our growth curve is exponential, but we need to hit our afterburners and turbocharge.
[00:31:45.844 --> 00:31:47.085]  History is happening now.
[00:31:47.185 --> 00:31:52.030]  The war for human liberty against total dehumanization is on now.
[00:31:52.531 --> 00:31:53.051]  Join us.
[00:31:53.772 --> 00:31:57.034]  Thursday, November 3rd at InfoWars.com.
[00:31:57.534 --> 00:32:04.659]  We're going to have a 24-hour plus live transmission with guests and interviews starting at 11 a.m.
[00:32:04.719 --> 00:32:07.981]  and running into my next radio show the next day.
[00:32:09.005 --> 00:32:14.747]  We're going to have a huge lineup of liberty-loving patriots from all over the world joining us.
[00:32:14.847 --> 00:32:15.847]  It's going to be amazing.
[00:32:16.588 --> 00:32:24.331]  And this Money Bomb is going to have a lot of new things added to it that's going to make it even more powerful than past years.
[00:32:24.371 --> 00:32:33.374]  So please donate at InfoWarsMoneyBomb.com or InfoWars.com forward slash Money Bomb or simply spread the word about the Money Bomb.
[00:32:34.034 --> 00:32:40.957]  Stand with InfoWars.com and my incredible crew and all of our other supporters and help us get the word out even more.
[00:32:41.337 --> 00:32:42.858]  The ball is in your court.
[00:32:43.358 --> 00:32:45.199]  The rest is up to you.
[00:32:45.599 --> 00:32:48.700]  It's InfoWars Moneybomb 2011.
[00:32:49.600 --> 00:32:50.521]  November 3rd.
[00:32:50.901 --> 00:32:52.982]  It kicks off 11 a.m.
[00:32:53.642 --> 00:32:56.723]  Visit the website at InfoWarsMoneybomb.com.
[00:32:57.283 --> 00:33:01.065]  InfoWars.com forward slash Moneybomb.
[00:33:11.647 --> 00:33:17.873]  It's the Friday, October 28th, 2011 edition of Infowars Nightly News.
[00:33:18.774 --> 00:33:27.142]  And, you know, we've been covering the war crimes of NATO and the Globalist and their Nobel Peace Prize winner-led operation.
[00:33:28.243 --> 00:33:31.085]  That is taking place in Libya.
[00:33:31.105 --> 00:33:32.185]  Now they say Syria.
[00:33:33.126 --> 00:33:39.849]  And after the globalists have wrecked the countries, they bring Muslim extremists in and put them in power and rebuild the nation.
[00:33:40.209 --> 00:33:43.271]  And I guess in five years we'll be blowing the country up again.
[00:33:43.291 --> 00:33:46.692]  This is this perpetual war for perpetual peace.
[00:33:47.633 --> 00:33:50.014]  Really schizophrenic insanity that we've now faced.
[00:33:50.114 --> 00:33:53.776]  Now, you know we've gone over the unbelievable.
[00:33:54.036 --> 00:33:55.357]  I can't believe this is happening.
[00:33:57.310 --> 00:33:59.514]  Attacks on free speech, the First Amendment in this country.
[00:33:59.534 --> 00:34:08.548]  I remember three years ago when Australia tried to pass a law to ban any website the government wanted if it was anti-government or critical of corruption.
[00:34:10.219 --> 00:34:14.320]  And they couldn't get the Parliament to pass it, so the Prime Minister said, well, we'll just do a test.
[00:34:14.981 --> 00:34:19.422]  And they did the test and shut down tens of thousands of websites, including dental websites, you name it.
[00:34:20.142 --> 00:34:37.248]  And, you know, we've shown you earlier and on today's radio show, the Google Transparency Report, it's thousands of pages, where the federal government, state government, local government would, quote, order them, outside of law, to remove things, quote, critical of government.
[00:34:37.989 --> 00:34:38.889]  Critical of government!
[00:34:40.208 --> 00:34:41.390]  Oh, this was critical.
[00:34:42.152 --> 00:34:42.994]  That's the word they use.
[00:34:43.635 --> 00:34:44.717]  Government criticism.
[00:34:44.797 --> 00:34:45.158]  Critical.
[00:34:45.198 --> 00:34:45.599]  There it is.
[00:34:46.901 --> 00:34:51.951]  And they've again ordered YouTube to remove things containing government criticism.
[00:34:53.658 --> 00:34:56.240]  And local police department said don't show brutality.
[00:34:56.600 --> 00:35:04.986]  In fact, I've seen them today taking down videos that show the peaceful Marine Corps vet, who'd been in multiple theaters, shot in the face.
[00:35:05.266 --> 00:35:12.311]  He's supposedly fighting for freedom from a few feet away, Point Blank Range, with a high-powered tear gas canister by the cops.
[00:35:14.560 --> 00:35:16.942]  And they're saying, ah, get that commie, he deserves it.
[00:35:17.243 --> 00:35:24.088]  Well, I don't know if he's a commie, a libertarian, a democrat, a republican, or if he worships the Keebler elves.
[00:35:24.749 --> 00:35:26.671]  The point is, he's got a First Amendment.
[00:35:27.612 --> 00:35:32.015]  And I'm tired of people selling this type of corruption as if it's something good.
[00:35:32.416 --> 00:35:35.859]  And now, they've introduced the rogue websites bill.
[00:35:40.407 --> 00:35:55.980]  They openly say this is for copyright, but you read the agreement, it's a national version of the international treaty, where if a corporation says you're copyright violating, or government says you're doing something wrong, no judge, no jury, your website's gone, period.
[00:35:57.270 --> 00:36:02.735]  This is the type of world they're moving to, and it is very, very dangerous.
[00:36:03.716 --> 00:36:07.540]  We've had a lot of reporters ask, why have our videos been suspended by YouTube?
[00:36:08.321 --> 00:36:11.564]  Because they're effective, because they're waking people up.
[00:36:11.584 --> 00:36:14.968]  And then I have other idiots that come out and say, well, don't be on there then.
[00:36:15.348 --> 00:36:19.652]  They advertise it as a free and open forum as long as you follow their rules, and we do.
[00:36:20.393 --> 00:36:24.456]  But then they change the rules with stuff that they don't like because the government is putting pressure on them.
[00:36:24.877 --> 00:36:25.177]  Okay?
[00:36:25.658 --> 00:36:28.320]  This is how this stuff happens.
[00:36:29.160 --> 00:36:30.642]  And it's time to understand that.
[00:36:30.682 --> 00:36:38.008]  You know, we had Federal Reserve request YouTube remove a video critical of them two weeks ago.
[00:36:38.769 --> 00:36:45.975]  And YouTube told us, we showed the letter on air, they said, if you don't remove it, we're just going to go to our review board, we may just get rid of your channel altogether.
[00:36:46.275 --> 00:36:47.876]  That's reached 150 million people.
[00:36:47.916 --> 00:36:48.076]  Again,
[00:36:48.936 --> 00:36:51.576]  That's just one small part of what we do, but it's a good part of it.
[00:36:52.257 --> 00:36:53.917]  In fact, I've done the analysis.
[00:36:54.297 --> 00:36:56.477]  This is our full audience we're reaching per week right now.
[00:36:58.598 --> 00:37:01.778]  About 10, 15 percent, maybe even 20 is YouTube.
[00:37:02.298 --> 00:37:05.199]  I mean, that is where we're reaching young people, new people.
[00:37:05.239 --> 00:37:06.379]  That's where we're having this effect.
[00:37:06.759 --> 00:37:09.780]  Here, just analyzing media clips, covering things.
[00:37:11.880 --> 00:37:13.421]  And I've put YouTube on notice.
[00:37:14.321 --> 00:37:14.661]  Google.
[00:37:17.179 --> 00:37:20.080]  People start ordering our stuff taken down, we're going to have to take action.
[00:37:20.880 --> 00:37:31.144]  Because it will then draw attention to the fact that Walter Cronkite could show a kid with their skin burned off in Vietnam, but you say it's profane or wrong when we show it today.
[00:37:32.945 --> 00:37:34.846]  Could you show something at 5 o'clock in 1968? 1970?
[00:37:38.541 --> 00:37:39.461]  That you can't show today?
[00:37:39.901 --> 00:37:40.762]  Why is that?
[00:37:41.022 --> 00:37:43.262]  Because they don't want you to see the truth.
[00:37:43.502 --> 00:37:45.723]  It's not that they're protecting you from something obscene.
[00:37:46.083 --> 00:37:51.685]  They don't want you to see what's happening, because they know your conscience and your soul would say it was wrong!
[00:37:53.065 --> 00:37:57.146]  Just like YouTube's are ripping videos of people getting shot in the face with rubber bullets!
[00:37:58.427 --> 00:38:00.387]  Not because the blood is profane.
[00:38:03.174 --> 00:38:06.115]  But because they don't want you to see what's happening, and I've had enough of it.
[00:38:06.636 --> 00:38:10.978]  They said, don't show the coffins, the flag-draped coffins, because of disrespect to the families.
[00:38:12.498 --> 00:38:14.759]  Coming off the airplanes, the families said, we want it seen.
[00:38:15.580 --> 00:38:19.161]  It has nothing to do with respect for the families, or a coffin is too shocking.
[00:38:19.862 --> 00:38:24.064]  With all this death and destruction, they show you the death and destruction to condition you to accept it.
[00:38:25.904 --> 00:38:28.646]  All the simulated death and destruction, but the real thing,
[00:38:29.309 --> 00:38:33.553]  You're not supposed to see it because there's nothing like the real thing.
[00:38:35.434 --> 00:38:40.158]  And perhaps this will be banned online.
[00:38:40.479 --> 00:38:41.880]  Not just at YouTube, it's happening everywhere.
[00:38:42.240 --> 00:38:44.502]  Perhaps you're not supposed to see this.
[00:38:45.363 --> 00:38:54.571]  It turns out that public interest groups, we have all these listed at Infowars.com, have done the same studies they've done for decades and found the same thing.
[00:38:56.178 --> 00:39:03.579]  Hazardous heavy metals contaminate most Halloween makeup tests, and it goes over it.
[00:39:03.599 --> 00:39:10.941]  1 in 2, or 50%, of Halloween makeup tested contained detectable levels of cadmium.
[00:39:10.961 --> 00:39:15.402]  100% of the products contained chromium.
[00:39:16.742 --> 00:39:22.703]  Other metals detected included, and it goes over it, arsenic.
[00:39:24.252 --> 00:39:27.753]  Mercury and lead, and you know that's not good.
[00:39:28.693 --> 00:39:30.254]  Because most of this stuff is coming from China.
[00:39:30.594 --> 00:39:33.195]  Most of our drugs over-the-counter are made in China.
[00:39:34.535 --> 00:39:42.118]  And when it came out that melamine was in most of the formula in killing kids, our government just waved a magic wand and said, melamine's good for kids.
[00:39:42.518 --> 00:39:43.378]  It's okay for kids.
[00:39:43.778 --> 00:39:47.279]  But China executed the heads of the companies that were doing it.
[00:39:47.960 --> 00:39:49.920]  But our government just said, no, keep shipping it in.
[00:39:50.000 --> 00:39:51.261]  Hell, melamine for kids?
[00:39:51.301 --> 00:39:52.001]  What's wrong with that?
[00:39:53.058 --> 00:39:55.100]  So there is your report on that front.
[00:39:55.400 --> 00:40:07.632]  But don't worry, the Centers for Disease Control, the Food and Drug Administration, the EPA, they are going to protect us, aren't they?
[00:40:08.766 --> 00:40:26.450]  You know, what is it that every day or two I read about TSA workers, FBI agents, CDC people, caught, reportedly involved, and later convicted in bestiality, child porn, kidnapping kids, Homeland Security chiefs getting off planes, wanting to have sex with two-year-old kids.
[00:40:26.750 --> 00:40:28.910]  I mean, I see this stuff every few days.
[00:40:30.711 --> 00:40:36.352]  And I ask myself, is this the government setting people up who
[00:40:39.522 --> 00:40:43.244]  Were exposing corruption?
[00:40:44.785 --> 00:40:51.128]  Or is this the type of people they've got and just one side doesn't know, one hand doesn't know what the other hand's doing and bust them?
[00:40:52.469 --> 00:40:52.869]  I don't know.
[00:40:53.289 --> 00:40:54.390]  I'm sure it's a mix of both.
[00:40:55.651 --> 00:41:06.477]  But I'll tell you this, the TSA person that groped me a few days ago, and I haven't even aired this audio yet because I've been so busy, was clearly enjoying putting their hands on me.
[00:41:07.537 --> 00:41:08.277]  Was clearly
[00:41:10.345 --> 00:41:12.806]  Making noises at the ends of their words.
[00:41:12.826 --> 00:41:14.507]  Like, mmm, yes, mmm.
[00:41:15.247 --> 00:41:17.728]  And because, I mean, who else would want this job?
[00:41:18.548 --> 00:41:20.509]  And it really is a nightmare.
[00:41:21.069 --> 00:41:24.990]  And here's the rest of the story, as Paul Harvey would say.
[00:41:26.111 --> 00:41:26.931]  Marcola.com.
[00:41:26.951 --> 00:41:27.951]  Dr. Marcola breaks this down.
[00:41:27.971 --> 00:41:28.892]  He has links to all the proof.
[00:41:29.632 --> 00:41:33.013]  CDC director arrested for child molestation and bestiality.
[00:41:34.314 --> 00:41:37.455]  Dr. Kimberly Quinlan-Lindsay.
[00:41:38.916 --> 00:41:47.319]  It was the top official pushing the swine flu hoax and telling everybody they were basically going to die if they didn't take it.
[00:41:47.339 --> 00:41:52.280]  And of course it came out in Canadian studies, it doubled your chances of getting regular flu and didn't protect you.
[00:41:53.741 --> 00:41:54.861]  But I mean, look at her image though.
[00:41:55.501 --> 00:41:56.121]  Put her back up there.
[00:41:56.141 --> 00:42:01.823]  I mean, it's almost as if they dig up dead bodies at some person's house and they're like, he was such a nice man or such a nice lady.
[00:42:02.223 --> 00:42:03.004]  It's hard to believe it.
[00:42:03.964 --> 00:42:04.584]  Go to the next one.
[00:42:04.604 --> 00:42:07.245]  You know, there's a shot of her in a little doctor outfit.
[00:42:08.809 --> 00:42:11.931]  It is hard to believe that she did all this.
[00:42:12.411 --> 00:42:15.772]  Did she find out there were cancer viruses in it that's now come out?
[00:42:16.293 --> 00:42:25.917]  Did she find out that they, the year before, had injected this very swine flu in the regular flu shots as a, quote, simulant to attract the flu, which is really a covered-in planet?
[00:42:27.198 --> 00:42:34.982]  I mean, again, I don't just sit here and immediately say, well, you know, they claim she's raping possums and, you know, doing all this.
[00:42:35.382 --> 00:42:36.943]  She must be this evil person.
[00:42:38.905 --> 00:42:39.445]  I don't know.
[00:42:39.485 --> 00:42:40.446]  Put her image back up there.
[00:42:40.486 --> 00:42:41.447]  I've got a good gut.
[00:42:42.447 --> 00:42:44.008]  And my gut's never wrong.
[00:42:44.489 --> 00:42:47.570]  And just looking at that photo, I smell a big rat.
[00:42:48.371 --> 00:42:48.711]  You know what?
[00:42:48.831 --> 00:42:59.018]  I don't really believe that all these Homeland Security people, because I mean, I've seen it every two or three days now, and CDC people are raping possums or whatever they're accused of and doing all this.
[00:42:59.038 --> 00:43:00.779]  I think they're being set up.
[00:43:01.779 --> 00:43:03.681]  Because this is the new witch-burning thing.
[00:43:03.701 --> 00:43:05.502]  You accuse somebody of this, well, it must be true.
[00:43:06.382 --> 00:43:07.023]  More and more.
[00:43:08.433 --> 00:43:12.374]  Because I see Dinecore Halliburton involved in real child kidnapping, real trafficking.
[00:43:12.634 --> 00:43:14.475]  Comes out of Chicago Tribune, Newsy Chronicle.
[00:43:14.755 --> 00:43:15.615]  Nobody gets in trouble.
[00:43:16.095 --> 00:43:18.316]  But then this lady, I mean, who's going to believe she's innocent?
[00:43:18.336 --> 00:43:21.297]  It's like saying, I hear you're, you know, murdering small children.
[00:43:22.337 --> 00:43:23.798]  It's like, when did you stop beating your wife?
[00:43:24.898 --> 00:43:26.758]  I just, bestiality?
[00:43:26.799 --> 00:43:27.859]  Now they're going to add that on?
[00:43:29.031 --> 00:43:33.174]  I mean, maybe she was supposedly sucking the brains out of small children.
[00:43:33.754 --> 00:43:34.715]  Maybe she's a zombie.
[00:43:35.055 --> 00:43:36.015]  I mean, guys, look at her.
[00:43:36.316 --> 00:43:38.437]  Do you think this lady's involved in bestiality?
[00:43:39.538 --> 00:43:40.698]  Look, I've studied criminology.
[00:43:41.699 --> 00:43:46.222]  If it was a man, automatically, it'd be about 500% more likely.
[00:43:47.263 --> 00:43:51.545]  You know a man's five times, in most actuaries, more likely.
[00:43:51.565 --> 00:43:54.267]  I'm not saying men are bad, but men are more wild and more out of control.
[00:43:54.707 --> 00:43:56.729]  And with psychosis, it gets more out of control.
[00:44:00.919 --> 00:44:03.300]  She was arrested with her boyfriend who was at the CDC as well.
[00:44:03.380 --> 00:44:05.240]  I know there's some really twisted cults.
[00:44:05.700 --> 00:44:06.541]  Yeah, yeah, there he is.
[00:44:07.241 --> 00:44:08.661]  He kind of looks a little pervish.
[00:44:10.882 --> 00:44:12.162]  We have the newscast.
[00:44:12.182 --> 00:44:13.542]  I can't even look at these people anymore.
[00:44:15.883 --> 00:44:19.364]  I don't know, but though in her photo in the mug shot, she doesn't look like she's too concerned.
[00:44:21.218 --> 00:44:21.778]  I just can't.
[00:44:21.838 --> 00:44:23.579]  What the hell is going on with these people?
[00:44:24.359 --> 00:44:27.319]  I mean, people say the elites get sick of just regular stuff.
[00:44:27.860 --> 00:44:30.920]  I never get sick of fajitas or cheese enchiladas.
[00:44:31.480 --> 00:44:33.461]  I never get sick of, like, water skiing.
[00:44:33.501 --> 00:44:34.641]  I never get sick of my wife.
[00:44:35.161 --> 00:44:37.102]  I never get sick of just meat and potatoes, man.
[00:44:37.402 --> 00:44:41.863]  I mean, you read about people getting killed, having sex with horses and stuff.
[00:44:41.883 --> 00:44:42.263]  What?
[00:44:42.863 --> 00:44:43.443]  A horse?
[00:44:44.584 --> 00:44:45.984]  And I'm not bashing gay people.
[00:44:47.004 --> 00:44:48.064]  But I don't get it.
[00:44:48.244 --> 00:44:50.405]  I mean, like, a guy looks like a monkey and stinks.
[00:44:52.233 --> 00:44:53.274]  Women look good.
[00:44:53.334 --> 00:44:55.234]  I mean, I just don't get all this behavior.
[00:44:56.035 --> 00:44:56.455]  But hey.
[00:44:57.435 --> 00:44:58.156]  Alright, alright.
[00:44:59.056 --> 00:44:59.476]  I don't know.
[00:44:59.896 --> 00:45:00.317]  I don't know.
[00:45:01.697 --> 00:45:02.117]  Jesus.
[00:45:04.218 --> 00:45:07.560]  Yeah, let's, well, okay, talk about another piece of abomination.
[00:45:09.167 --> 00:45:13.270]  You got Fukushima station discharged more radiation than estimated.
[00:45:13.710 --> 00:45:15.951]  Bloomberg reports, we told you that day one.
[00:45:16.272 --> 00:45:20.414]  Independent groups went out and said radiation's off the chart when they were saying it wasn't high.
[00:45:21.575 --> 00:45:30.761]  Stuff blew over here and the EPA and Food and Drug Administration came out and said we'll just raise the levels of what we say is safe.
[00:45:33.697 --> 00:45:39.719]  I guess they must all be a bunch of psychotic bestiality people that are completely out of their minds and want to rape possums.
[00:45:39.779 --> 00:45:41.699]  I mean, I just don't get it.
[00:45:41.719 --> 00:45:45.740]  When I drive by at night and see a possum in my yard, I mean, I'm not attracted to it.
[00:45:45.780 --> 00:45:46.481]  I mean, I'm sorry.
[00:45:46.501 --> 00:45:47.341]  It looks disgusting.
[00:45:47.701 --> 00:45:48.841]  I want to shoot it with a shotgun.
[00:45:48.861 --> 00:45:50.422]  I don't want to have sex with it.
[00:45:51.162 --> 00:45:52.802]  So, whatever.
[00:45:52.822 --> 00:45:53.363]  Okay?
[00:45:53.463 --> 00:45:54.723]  I mean, maybe I'm crazy.
[00:45:55.103 --> 00:45:56.223]  I'm not attracted to men.
[00:45:56.243 --> 00:45:57.824]  I'm not attracted to possums.
[00:45:58.244 --> 00:45:58.964]  Marilyn Monroe?
[00:45:59.184 --> 00:45:59.484]  Yeah!
[00:46:00.625 --> 00:46:01.685]  I mean, I can't get enough of it.
[00:46:02.705 --> 00:46:03.265]  I like women.
[00:46:03.926 --> 00:46:04.647]  Beautiful women.
[00:46:05.207 --> 00:46:09.011]  Not little crack whore, heroin chic women either.
[00:46:09.531 --> 00:46:12.894]  Fast cars, good looking women, cheese enchiladas.
[00:46:12.974 --> 00:46:14.015]  I mean, you know, we're there.
[00:46:18.248 --> 00:46:20.890]  Doctors who inject their sons with HPV vaccines.
[00:46:21.591 --> 00:46:22.972]  Dude's trying to get me to move right along.
[00:46:23.372 --> 00:46:23.953]  Yeah, no, no.
[00:46:24.713 --> 00:46:26.955]  The whole vaccine myth is imploding.
[00:46:27.015 --> 00:46:30.998]  And the fact that the HPV vaccine doesn't protect you from the cancer, it says it does.
[00:46:31.018 --> 00:46:31.899]  That's on the insert.
[00:46:32.980 --> 00:46:37.303]  But they run these TV pieces where they say, anal cancer, stomach cancer.
[00:46:38.244 --> 00:46:40.805]  Throat cancer, mouth cancer, you want to get rid of that?
[00:46:40.845 --> 00:46:41.606]  Take this shot!
[00:46:42.026 --> 00:46:49.430]  They're saying, when caused by this virus, which is the rarest form of cancer in the U.S.
[00:46:49.450 --> 00:46:51.331]  3,000 a year die or so, with 310 million.
[00:46:52.091 --> 00:46:56.633]  You got a better chance of being struck by lightning twice, literally, than dying by this, or a honeybee killing you.
[00:46:57.394 --> 00:47:02.716]  So, they are running around and now saying, I didn't want this at first, but I studied it.
[00:47:03.036 --> 00:47:06.318]  I learned about throat cancer and things, and I gave it to my children.
[00:47:07.264 --> 00:47:12.597]  And you hear, like, cha-ching, cha-ching, cha-ching, cash register noises going off in the background.
[00:47:14.278 --> 00:47:25.304]  So let's go ahead and go to a short clip of this guy as they're out there saying, not only girls, but the little evil boys, they're the ones giving them the HPV thing, which is warts.
[00:47:26.065 --> 00:47:34.330]  In fact, I've seen studies that when you actually have this virus, it way, way, way, way lowers all these other weird viruses that are causing cancer.
[00:47:34.350 --> 00:47:35.090]  That's what we've learned.
[00:47:35.690 --> 00:47:40.593]  And that's my own pet theory, and I've talked to doctors off record about it, so I'm lining up for the show, and they agree.
[00:47:40.973 --> 00:47:43.355]  Epidemiologists and others are looking at us, virologists,
[00:47:45.063 --> 00:47:46.104]  But you can pull this up.
[00:47:46.604 --> 00:47:52.270]  HPV infection lowers chances... Let's just randomly see if we can get it actually.
[00:47:52.830 --> 00:48:01.518]  HPV, or just say wart virus infection, HPV infection lowers chances of other major cancers.
[00:48:02.426 --> 00:48:07.950]  And what happens is when you actually naturally... I didn't need to have sex to catch this stuff.
[00:48:08.531 --> 00:48:17.057]  I had warts by the time I was about 10 from stepping on a nail, went all the way through my foot, got a wart all the way through my foot, by falling down in gravel, got warts on my elbows.
[00:48:17.377 --> 00:48:18.758]  That stuff's in the dirt, folks.
[00:48:19.699 --> 00:48:20.659]  And what happened is...
[00:48:21.826 --> 00:48:26.608]  I later learned it actually gave me immunity to all these other cancer viruses.
[00:48:26.868 --> 00:48:31.130]  Because that wart, most cancer, and what they learned in the 20s, is viral.
[00:48:31.710 --> 00:48:38.752]  The Rockefellers said, hell, we'll take over cancer research, start putting in all the vaccines, and we'll run all the cancer clinics and suck all the money out of everybody.
[00:48:39.273 --> 00:48:42.774]  But one reason they're doing this is they've learned that
[00:48:43.996 --> 00:48:52.563]  When you have HPV in you, and a whole other class of these viruses, that it massively shields you from all the crap they're putting in the vaccines.
[00:48:53.323 --> 00:48:56.706]  So they're engaged in some stuff, trying to get rid of your immunity with a shot.
[00:48:57.186 --> 00:48:58.387]  Because they want to knock that out.
