[00:00:28.151 --> 00:00:28.711]  Good evening.
[00:29:19.746 --> 00:29:23.548]  Yeah, it's like we are living out a ticking time bomb.
[00:29:23.608 --> 00:29:25.450]  A multi-generational time bomb.
[00:29:25.770 --> 00:29:27.891]  And there's even more to it than what you just said, Alex.
[00:29:27.931 --> 00:29:35.157]  Remember that these biotech companies are running experiments with injecting crops with genes to grow vaccines.
[00:29:35.817 --> 00:29:46.809]  So, if they take this to the next logical step, which they do because they always push it too far when they're playing God with seeds, they could have you start eating your vaccine corn!
[00:29:46.929 --> 00:29:54.317]  Well, like Bill Gates says a decade ago, that's the plan, is to have pharmacological crops where you don't have a choice, and again,
[00:29:54.597 --> 00:29:56.721]  Because plants just don't have one daddy or one mommy.
[00:29:57.042 --> 00:30:00.027]  They can have 1%, 5%, whatever from pollen that hits them.
[00:30:00.327 --> 00:30:03.513]  We already know the GMO has infected most of the corn varieties in the world.
[00:30:03.914 --> 00:30:07.420]  It's going to spread these pharmacological crops into everything.
[00:30:08.393 --> 00:30:12.435]  Yeah, the spreading is out of control and it's a Pandora's box.
[00:30:12.475 --> 00:30:15.276]  You can't put these genes back in the box and control them.
[00:30:15.656 --> 00:30:25.661]  This is, I've said it on your show, I said it earlier today Alex, GMOs are the greatest environmental catastrophe that has ever been unleashed on our planet.
[00:30:26.181 --> 00:30:36.126]  And this is why I'm saying so strongly that anyone who wants to have any credibility as a so-called environmentalist, they must speak out against GMOs.
[00:30:36.166 --> 00:30:39.187]  And that's sort of an appeal to, perhaps, the left.
[00:30:39.547 --> 00:30:46.351]  But then we have this wonderful action by courageous patriots such as Chuck Norris on the right, who are now standing up against GMOs.
[00:30:46.411 --> 00:30:47.051]  Good for him.
[00:30:47.371 --> 00:30:48.632]  And that's what scares the system.
[00:30:49.052 --> 00:30:52.894]  They want to make common sense left or right when it belongs to everybody.
[00:30:53.649 --> 00:30:57.893]  Yeah, isn't it beautiful that people are getting this on both sides of the aisle?
[00:30:57.933 --> 00:31:01.317]  Because this is really a human rights, even a civil rights issue.
[00:31:01.337 --> 00:31:02.298]  This is about the future.
[00:31:02.318 --> 00:31:03.159]  It's a property right.
[00:31:03.519 --> 00:31:08.264]  They're contaminating our bodies, our farms, our lives with their garbage.
[00:31:09.225 --> 00:31:12.647]  It is an assault on the future of life on our planet.
[00:31:12.667 --> 00:31:13.948]  I mean, that's what it is.
[00:31:14.768 --> 00:31:21.552]  If you believe in protecting life, whether you're a conservative, or a liberal, or progressive, an independent, libertarian, it doesn't matter.
[00:31:22.172 --> 00:31:27.856]  Everyone should be concerned with protecting life on our planet, especially the future of human life.
[00:31:28.236 --> 00:31:32.358]  Not to mention crop life, and seeds, and can seeds propagate generation after generation?
[00:31:32.378 --> 00:31:34.039]  It's all interconnected, and that goes back to the beginning.
[00:31:34.479 --> 00:31:35.000]  The left
[00:31:35.740 --> 00:31:41.624]  The big Soros outfits have tried to keep environmentalism about carbon dioxide or about just rainforests or something like that.
[00:31:41.944 --> 00:31:48.728]  Instead of the basics of life, GMO that is engaged in a corporate takeover of society.
[00:31:49.028 --> 00:31:58.054]  Now the time we've got left, this is all up at naturalnews.com and you're always gracious enough to let us mirror your work at infowars.com, at least some of the great work, because there's so much, it's very prolific.
[00:31:58.474 --> 00:32:00.356]  Let's run through what you've discovered this week.
[00:32:01.236 --> 00:32:07.080]  On the heels of in California, they're going door-to-door saying we're here for your fourth inoculation with no law behind them.
[00:32:07.341 --> 00:32:11.584]  There is a law on the governor's desk to give kids shots without parental consent.
[00:32:12.044 --> 00:32:14.606]  But now, headlines, CDC now calling U.S.
[00:32:14.646 --> 00:32:20.710]  households and demanding child immunization records as part of a vaccine surveillance and tracking program.
[00:32:20.970 --> 00:32:21.671]  Tell us about this.
[00:32:22.116 --> 00:32:26.218]  All right, this is a CDC-led phone interrogation program.
[00:32:26.238 --> 00:32:31.500]  It is an admitted vaccine surveillance and compliance tracking program.
[00:32:31.800 --> 00:32:32.901]  And those are their own words.
[00:32:32.921 --> 00:32:34.161]  That's the way they describe it.
[00:32:34.542 --> 00:32:48.588]  It involves researchers from the University of Chicago who call your house and demand you produce your child immunization records so that they can then compile reports of which areas of the country have vaccination rates that are too low.
[00:32:49.028 --> 00:32:57.390]  So that they can have more vaccination efforts and certainly more propaganda in those areas to boost vaccination rates, which they call public health.
[00:32:57.650 --> 00:32:59.171]  But we really know what it's all about.
[00:32:59.191 --> 00:33:12.374]  It's really about giving children degenerative disease, weakening their immune systems, making the population more susceptible to outbreaks of pandemics, which no doubt lie in our very near future.
[00:33:12.754 --> 00:33:18.437]  Because we've seen companies like, remember, Baxter Pharmaceuticals was shipping live viral material in the vaccine material.
[00:33:18.737 --> 00:33:29.984]  We've seen Dr. Maurice Hilleman, former Merck vaccine scientist, admitting that vaccines contain up to 40 different stealth viruses that have not been identified, many of which may cause cancer.
[00:33:30.584 --> 00:33:34.406]  Vaccines, this is the big story, Alex, is that vaccines are becoming the
[00:33:35.507 --> 00:33:42.171]  channel through which infectious disease will be spread throughout the population.
[00:33:42.651 --> 00:33:43.912]  Vaccines are the entry point.
[00:33:44.552 --> 00:33:49.395]  They don't prevent infectious disease, they infect the population.
[00:33:49.415 --> 00:33:59.980]  Well, even government-funded studies three years ago on the H1N1, or two and a half years ago, in Canada found that it doubled your chances of getting a regular flu if you took the H1N1 shot.
[00:34:01.181 --> 00:34:10.625]  Even the flu vaccine, we did a study or a research on this, 99 out of 100 people who get the seasonal flu shot have no benefit from it whatsoever.
[00:34:10.665 --> 00:34:15.227]  And even the 1 out of 100 is a dubious benefit, self-reported by the drug companies.
[00:34:15.667 --> 00:34:16.668]  But it's incredible.
[00:34:17.088 --> 00:34:22.813]  Taking a flu shot would work great if you're a time traveler, because it's last year's viral strain.
[00:34:23.093 --> 00:34:29.779]  So if you have a time machine, and you believe in vaccines, then take the flu shot, go back to last year, and you might be protected.
[00:34:30.120 --> 00:34:33.803]  But if you're not a time traveler, flu shots make absolutely no sense, Alex.
[00:34:34.183 --> 00:34:39.989]  No, it is a total hoax within a hoax, and the good news is people are getting wise to the hoax.
[00:34:40.369 --> 00:34:41.550]  I know you've seen this report.
[00:34:42.791 --> 00:34:47.414]  Out of Wisconsin, the state judge says no right to produce or eat food.
[00:34:47.814 --> 00:34:53.838]  They're arresting people that allow folks to store cows at their dairies because they want the fresh milk.
[00:34:53.858 --> 00:34:55.359]  It's like a private club.
[00:34:55.859 --> 00:34:58.781]  Like in the old dry counties, you could go to a club where you're allowed to drink.
[00:34:59.161 --> 00:35:03.924]  Well, this is drinking milk, and I have the judge's ruling right here.
[00:35:03.984 --> 00:35:08.607]  He says plaintiffs do not have a fundamental right to board their cow at the farm of a farmer.
[00:35:09.665 --> 00:35:16.689]  And it says the Zeneca plaintiff's private contract does not fall outside the scope of the state's police power.
[00:35:16.989 --> 00:35:23.513]  Number five, no plaintiffs do not have a fundamental right to produce and consume foods of their choice.
[00:35:23.893 --> 00:35:26.255]  That is the big bombshell right there.
[00:35:26.335 --> 00:35:29.337]  That's why we have the headline, no right to produce or eat your own food.
[00:35:29.597 --> 00:35:31.098]  I mean, this is just incredible.
[00:35:32.085 --> 00:35:49.120]  This is parroting the new paradigm of command and control economies, of crony capitalism, of a police state government that's running a medical police state and a food police state that really says, you are a slave and you're going to eat what we tell you to eat?
[00:35:49.640 --> 00:35:58.068]  And you have no fundamental right to choose what you want to consume, or to choose what type of medicine you want to treat your children with, or even yourself.
[00:35:58.428 --> 00:36:09.598]  This is the state mandating to you how to live your life, what kind of toilet you can have, banning asthma inhalers, which the EPA has done recently.
[00:36:10.158 --> 00:36:12.440]  They want to control every little aspect of our lives.
[00:36:12.580 --> 00:36:16.144]  In other words, put down that carrot and back up slowly, as this article says.
[00:36:17.124 --> 00:36:17.305]  Yeah.
[00:36:17.385 --> 00:36:22.128]  Anything you eat or grow can and will be used against you in a court of law.
[00:36:22.608 --> 00:36:29.493]  It's incredible, but this is them setting the stage to make mass arrests of gardeners and farmers.
[00:36:29.533 --> 00:36:32.955]  If you think Julie Bass was outrageous, wait till they do it.
[00:36:33.215 --> 00:36:35.737]  And by the way, folks, don't say this can't be happening.
[00:36:35.797 --> 00:36:36.978]  This is happening here.
[00:36:37.738 --> 00:36:38.719]  Look at all over the country.
[00:36:38.759 --> 00:36:40.820]  Life in prison for filming cops in public.
[00:36:41.260 --> 00:36:43.602]  And even when the courts throw it out, they keep arresting people.
[00:36:43.962 --> 00:36:46.464]  I mean, we've got a bunch of crooks in government
[00:36:47.124 --> 00:36:47.785]  We're good to go.
[00:37:03.993 --> 00:37:21.478]  Well then, like this news, if the CDC wants to interrogate you by phone and track your child immunization records and then use those for some kind of government study or maybe even to build a list of which parents are refusing vaccination policies, how is that list going to be used against you in the future?
[00:37:21.978 --> 00:37:26.819]  Look, if you're an InfoWars reader or listener, you know how that's going to be used against you.
[00:37:27.080 --> 00:37:31.781]  It's going to be used to round up parents who are against vaccines.
[00:37:32.461 --> 00:37:36.466]  Every list that goes into the hands of the government eventually becomes abused.
[00:37:36.566 --> 00:37:41.852]  That raises my last point before I get into your challenge that's coming up next week that I think is an admirable idea.
[00:37:42.252 --> 00:37:48.839]  Normal's website, Working to Reform Marijuana Laws, feds to legal marijuana, medical marijuana patients.
[00:37:48.919 --> 00:37:50.902]  You don't have Second Amendment rights, period.
[00:37:51.362 --> 00:37:53.264]  And reading this new extrajudicial letter,
[00:37:54.085 --> 00:38:06.702]  They just send it out saying, I don't care what the state law is, you can't sell guns to a medical marijuana card holder, and basically opens the door now to start raiding people, not for their marijuana, but because they're a medical marijuana user and own a gun.
[00:38:07.882 --> 00:38:21.828]  This is very, very, very dangerous, and just three months ago they wrote letters saying, we don't have a law, but if somebody buys more than one rifle, call the ATF, even though it's going through an FBI instant background check.
[00:38:21.848 --> 00:38:24.609]  It's all about their arbitrary power grab.
[00:38:25.526 --> 00:38:34.474]  Well, as you have stated many times accurately on this show and on InfoWars Radio, your Alex Jones Radio Show, disarmament is the pathway to slavery.
[00:38:35.115 --> 00:38:42.141]  And the ATF realizes that for them to stay in power, they've got to have more guns out there so they can react against it.
[00:38:42.502 --> 00:38:43.162]  The DEA
[00:38:43.803 --> 00:38:44.263]  We're good.
[00:38:58.797 --> 00:38:59.357]  We're good to go.
[00:39:20.154 --> 00:39:24.357]  And it is frightening, but I don't take that fear and cower, and neither do you.
[00:39:24.718 --> 00:39:26.599]  We realize we've got to do something to turn this around.
[00:39:26.659 --> 00:39:30.502]  Now, your idea, because we always challenge him, you do, I do, many others do.
[00:39:30.803 --> 00:39:37.208]  Hey, environmentalists, stop freaking out over some carbon dioxide that we need to pay Lord Rothschild or Gore.
[00:39:37.908 --> 00:39:39.790]  Let's focus on what's really going on.
[00:39:41.071 --> 00:39:43.113]  We know cancer is doubling and tripling.
[00:39:43.133 --> 00:39:44.153]  We know diabetes is.
[00:39:44.193 --> 00:39:47.176]  We know in the studies GMO is devastating.
[00:39:48.937 --> 00:39:49.097]  I don't
[00:40:06.474 --> 00:40:06.634]  Yeah.
[00:40:06.654 --> 00:40:06.814]  Yeah.
[00:40:24.306 --> 00:40:31.991]  No, Alex, it's a case of selective environmentalism, cherry-picking the topics that they want to focus on and ignoring the real issues that impact us.
[00:40:32.031 --> 00:40:40.297]  And there are many of them, and we are going to come out with videos and articles on Natural News next week, and I hope some of that will be published here on InfoWars as well.
[00:40:40.597 --> 00:40:42.598]  But look at three simple issues, okay?
[00:40:43.058 --> 00:40:43.859]  One is GMOs.
[00:40:44.139 --> 00:40:50.244]  If you're not speaking out against GMOs, you can't call yourself an environmentalist because that's the greatest environmental threat of our time.
[00:40:50.604 --> 00:40:52.546]  What about mercury in modern dentistry?
[00:40:52.906 --> 00:40:56.809]  Do you know how many tons of mercury are dumped into the environment?
[00:40:56.869 --> 00:40:57.710]  Or in vaccines?
[00:40:58.110 --> 00:40:59.091]  And in vaccines, yes.
[00:40:59.471 --> 00:41:09.059]  But just because of modern dentistry and the fact that they still use mercury fillings and put them in the mouths of innocent children even though they know it will cause neurological damage.
[00:41:09.619 --> 00:41:11.861]  What about the pharmaceutical runoff?
[00:41:12.381 --> 00:41:22.296]  There are entire rivers in India downstream from the pharmaceutical manufacturing plants that are just running with antibiotics and artificial synthetic hormones.
[00:41:22.316 --> 00:41:22.656]  Wait a minute.
[00:41:22.696 --> 00:41:27.523]  They found a lot of the shrimp are dying in the Gulf here just from Prozac runoff.
[00:41:28.224 --> 00:41:35.568]  And the fish in rivers and streams and lakes near cities are now contaminated with painkillers and with HRT drugs.
[00:41:35.908 --> 00:41:37.829]  Look, these are environmental threats too.
[00:41:38.389 --> 00:41:47.194]  And why aren't the environmentalists speaking out against the cancer industry dumping its chemotherapy into the environment through the blood of the people being treated with chemo?
[00:41:47.534 --> 00:41:49.995]  Why aren't they talking about mercury in dental fillings?
[00:41:50.255 --> 00:41:51.676]  Why aren't they talking about GMOs?
[00:41:51.716 --> 00:41:53.477]  And the answer, Alex, is because
[00:41:53.697 --> 00:41:55.858]  They have no credibility as environmentalists.
[00:41:56.238 --> 00:41:58.999]  They are selective, cherry-picking liars.
[00:41:59.359 --> 00:42:00.800]  They don't care about the environment.
[00:42:01.120 --> 00:42:07.462]  They just care about one issue that they want to control you over, and that happens to be CO2, because that's where they can make money.
[00:42:07.923 --> 00:42:10.944]  It is fraud, and I'm sick of it, and that's why we're exposing it.
[00:42:11.874 --> 00:42:18.181]  Well, I mean, I know you're a great researcher, but I've had so many climatologist people on, and the media's like, oh, they're oil company funded.
[00:42:18.441 --> 00:42:19.142]  Well, I'm not.
[00:42:19.462 --> 00:42:23.146]  And I actually see the oil companies, in many cases, are actually funding the carbon tax.
[00:42:24.387 --> 00:42:26.509]  I mean, that's the truth, but regardless...
[00:42:27.250 --> 00:42:28.470]  I've looked at the record.
[00:42:28.810 --> 00:42:31.731]  200,000 years ago, CO2 was like 14 times higher than it is now.
[00:42:32.771 --> 00:42:37.732]  It was 30% of the atmosphere millions of years ago, the ice core studies show.
[00:42:38.012 --> 00:42:39.933]  Now it's... It's like a fraction.
[00:42:39.953 --> 00:42:42.213]  Well, now it's exactly, it's .0360.
[00:42:45.114 --> 00:42:49.315]  And clearly it follows temperature increases, then it goes up.
[00:42:49.695 --> 00:42:54.876]  And the point is, is that carbon dioxide is not a toxic waste.
[00:42:56.232 --> 00:43:10.277]  And sure, if they weren't doing the GMOs and all this other stuff, like I said, I might listen to them, but the facts are, they admit they're a bunch of eugenicists, and they're the very ones that just want an anti-life agenda, to be able to corner the entire global market by taxing this.
[00:43:10.717 --> 00:43:16.880]  Mike Adams, NaturalNews.com, thank you so much for spending time with us, and thank you for guest-hosting the radio show.
[00:43:16.920 --> 00:43:17.700]  My pleasure, Alex.
[00:43:17.740 --> 00:43:20.301]  Anytime that I can help your cause here, let me know.
[00:43:21.081 --> 00:43:21.901]  I'm happy to join you.
[00:43:22.121 --> 00:43:22.681]  Thanks a million.
[00:43:22.801 --> 00:43:34.205]  I am definitely going to want you on next week and we're going to be obviously posting your articles up at NaturalNews.com over at Infowars.com because this is very exciting what Mike and his team are doing.
[00:43:34.225 --> 00:43:36.125]  We're really changing history together.
[00:43:36.625 --> 00:43:44.287]  All of us, you the viewers, the activists out there especially, and if you believe this type of information, please take these videos, download them, and spread them to your friends.
[00:43:44.667 --> 00:43:46.228]  We'll be back tomorrow night.
[00:43:47.228 --> 00:43:51.414]  Aaron Dykes will be guest hosting InfoWars Nightly News.
[00:43:52.115 --> 00:43:59.745]  Please don't forget to subscribe or to give subscriptions to your friends and family at PrisonPlanet.tv or InfoWarsNews.com.
[00:44:00.026 --> 00:44:02.208]  I'm Alex Jones signing off for the InfoWars family.
[00:44:02.489 --> 00:44:03.130]  See you back tomorrow.
