[00:00:00.089 --> 00:00:01.190]  We're good.
[00:43:52.267 --> 00:44:07.312]  But, as we often see against some storm, a silence in the heavens, the wrack stands still, the bold winds speechless, and the orb below as hush as death.
[00:44:08.536 --> 00:44:11.620]  Anon, the dreadful thunder, doth rend the region.
[00:44:12.341 --> 00:44:16.286]  So, after Pyrrhus' pause, a roused vengeance sets him new a-work.
[00:44:16.887 --> 00:44:22.374]  And never did the Cyclops' hammers fall on Mars, his armor forged for proof etern.
[00:44:23.462 --> 00:44:28.986]  With less remorse than Pyrrhus' bleeding sword, now falls on Priam!
[00:44:29.647 --> 00:44:29.987]  Ouch!
[00:44:30.588 --> 00:44:32.709]  Out, thou strumpet fortune!
[00:44:33.310 --> 00:44:36.953]  All you gods in general cinema, take away her power!
[00:44:37.333 --> 00:44:46.180]  Break all the spokes and fellies from her wheel, and pull the round knave down the hill of heaven, as low as to the fiends!
[00:44:46.300 --> 00:44:46.981]  This is too long.
[00:44:48.422 --> 00:44:50.383]  It shall to the barbers with your beard!
[00:44:51.684 --> 00:44:52.305]  Prithee, say on.
[00:44:53.263 --> 00:44:57.785]  He's for a jig, or a tale of bawdry, or he sleeps.
[00:44:59.366 --> 00:45:02.408]  Sayon, come to Hecuba.
[00:45:02.728 --> 00:45:07.191]  But who, oh, who had seen the Moblit Queen?
[00:45:07.551 --> 00:45:08.311]  Moblit Queen?
[00:45:09.612 --> 00:45:10.052]  That's good.
[00:45:10.632 --> 00:45:11.473]  Moblit Queen is good.
[00:45:13.925 --> 00:45:18.750]  Run barefoot up and down, threatening the flames with bison room.
[00:45:19.670 --> 00:45:22.833]  A clout upon that head where late the diadem stood.
[00:45:23.614 --> 00:45:31.942]  And for a robe about her, lank and all o'er teeming loins, a blanket in the alarm of fear caught up.
[00:45:33.215 --> 00:45:40.698]  Who this had seen, with tongue in venom steeped, against fortune's stake, would treason have pronounced?
[00:45:41.138 --> 00:46:01.886]  But if the gods themselves did see her then, when she saw Pyrrhus make malicious sport, mincing with his sword her husband's limbs, the instant burst of clamor that she made, unless things mortal moved them not at all, would have made milch the burning eyes of heaven and passion
[00:46:03.844 --> 00:46:14.548]  All right, that's a little bit of Shakespeare.
[00:46:15.268 --> 00:46:20.670]  You can go online and watch hour-long performances of Charlton Heston endlessly spewing Shakespeare.
[00:46:22.731 --> 00:46:29.293]  And by the way, the Founding Fathers and then the upper classes in England at the time actually were talking like that 300 years ago, 250 years ago.
[00:46:32.100 --> 00:46:39.564]  And now, look at us, the public, the vocabulary is pared down to almost nothing.
[00:46:40.785 --> 00:46:52.132]  This was discussed and bemoaned, grieved by Eric Blair, known as George Arnwell.
[00:46:52.772 --> 00:47:00.777]  In 1984, he talked about how they'd already reduced the language down to almost nothing by the late 40s.
[00:47:02.170 --> 00:47:21.323]  And now that nothingness is a mountain of complexity and selection compared to the meager scraps that we attempt to convert to understandable language with our fellow man today.
[00:47:23.605 --> 00:47:28.148]  You go see a movie like Idiocracy put out by
[00:47:31.243 --> 00:47:35.347]  Local artist here in town, Mike Judge, and you know, I don't even think it's a joke.
[00:47:37.148 --> 00:47:39.510]  We're basically, the public is unable to even really talk.
[00:47:40.431 --> 00:47:41.812]  I think that's the point we're coming to.
[00:47:41.832 --> 00:47:45.516]  We'll just text message each other in abbreviations.
[00:47:47.878 --> 00:47:52.862]  Abbreviations of an abbreviated language that was abbreviated each year.
[00:47:52.922 --> 00:47:56.065]  A new version downloaded into the minds of the
[00:47:56.900 --> 00:48:19.844]  population as they simply stand at their control panels punching the pleasure button like a rat in a laboratory with wires hooked into its brain punching a pleasure center 24 hours a day instead of even spending time to eat or sleep and finally collapsing and dying with its hand jabbing at that pleasure center, that splinter in its own mind.
[00:48:24.625 --> 00:48:25.025]  In fact,
[00:48:26.480 --> 00:48:32.263]  Lest I not have time, let's go ahead and start rolling with NRA Part 1.
[00:48:32.563 --> 00:48:33.624]  There's three parts to this.
[00:48:33.644 --> 00:48:37.346]  They're up on InfoWars.com and PrisonPlanet.com.
[00:48:37.686 --> 00:48:42.368]  This is his 1989 speech, Charlton Heston before the NRA.
[00:48:49.032 --> 00:48:52.473]  Or perhaps it's not loading in the computer, the NRA speech.
[00:48:54.615 --> 00:48:55.235]  So we will
[00:48:56.670 --> 00:48:59.271]  Play that after the break then.
[00:49:00.731 --> 00:49:24.080]  Some of the other news that I have in front of me, something I didn't get to last week, because we, again, have a blind spot here, is that we already know their program, know their plans, read their memos, their documents, their court findings, their pleadings, but this is now a large national issue
[00:49:24.898 --> 00:49:26.139]  Secret DOJ memos.
[00:49:26.179 --> 00:49:29.121]  His Fourth Amendment has no application after 9-11.
[00:49:29.141 --> 00:49:30.182]  I want to cover that when we get back.
[00:49:30.743 --> 00:49:34.886]  And then state fusion centers and Pentagon-run FBI programs spy on Americans.
[00:49:36.487 --> 00:49:44.774]  And then that dovetails with this report about war crime charges for Bush officials.
[00:49:45.274 --> 00:49:53.881]  This was discussed this weekend on the McLaughlin report, and that's up on PrisonPlanet.com right now.
[00:49:56.212 --> 00:49:58.773]  So we'll be going to that after the break.
[00:49:59.413 --> 00:50:00.713]  Then I'm going to get into this.
[00:50:02.174 --> 00:50:04.935]  And this ties into population reduction programs.
[00:50:06.675 --> 00:50:13.597]  Normally when I see these type of stories we just don't cover it because they're so painful to go into, but Kids Dress Up Day draws Christian ire.
[00:50:15.158 --> 00:50:16.798]  Oh, see, it's those backwards Christians.
[00:50:16.878 --> 00:50:17.878]  Only they are against this.
[00:50:18.639 --> 00:50:22.940]  AP, an elementary school event in which kids were encouraged to dress as members of the opposite sex
[00:50:24.213 --> 00:50:31.276]  Gender drew the ire of the Christian Radio Group, whose angst and angry broadcast prompted outraged calls to the district office.
[00:50:32.657 --> 00:50:33.937]  What is this really about?
[00:50:33.957 --> 00:50:40.360]  We'll cover that too, and we'll get into the Charlton Heston clips from the NRA, and a lot more.
[00:50:41.201 --> 00:50:46.223]  On the other side, Alan Watt joins us in the third hour, and I have a big announcement coming up at the eight after.
[00:50:47.363 --> 00:50:49.584]  That's in about 13-14 minutes.
[00:50:50.125 --> 00:50:50.725]  We'll be right back.
[00:50:54.269 --> 00:50:56.811]  Terror Storm, a history of government-sponsored terror.
[00:50:57.151 --> 00:50:58.412]  Loose Change Final Cut.
[00:50:58.692 --> 00:51:00.693]  Endgame, blueprint for global enslavement.
[00:51:00.853 --> 00:51:02.574]  The true story of the Bilderberg Group.
[00:51:02.755 --> 00:51:03.995]  The late great USA.
[00:51:04.255 --> 00:51:05.656]  America, freedom to fascism.
[00:51:06.017 --> 00:51:12.841]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:51:13.041 --> 00:51:16.964]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:51:17.104 --> 00:51:20.506]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:51:20.886 --> 00:51:23.467]  Or you would like a book on the history of the Federal Reserve.
[00:51:23.667 --> 00:51:26.468]  We've got the most well-researched and documented titles.
[00:51:26.728 --> 00:51:28.828]  All available at PrisonPlanet.com.
[00:51:29.109 --> 00:51:34.130]  Or if you'd like, you can give the Info War store a call at 888-253-3139.
[00:51:34.790 --> 00:51:39.752]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[00:51:40.812 --> 00:51:51.059]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:51:51.399 --> 00:51:52.880]  Join the info war today!
[00:51:53.556 --> 00:51:59.758]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[00:52:00.218 --> 00:52:08.000]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[00:52:08.340 --> 00:52:16.182]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[00:52:16.502 --> 00:52:21.265]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[00:52:21.606 --> 00:52:26.329]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
[00:52:26.829 --> 00:52:30.672]  A gripping adventure into the secret world of international banking cartel.
[00:52:31.172 --> 00:52:32.193]  Hi, this is Ted Anderson.
[00:52:32.273 --> 00:52:36.356]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[00:52:36.776 --> 00:52:41.160]  Call 1-800-686-2237 and order a copy today.
[00:52:41.680 --> 00:52:44.182]  It's critical that the public be made aware of the system.
[00:52:44.662 --> 00:52:46.763]  Call and order your copy today at 1-800-686-2237.
[00:52:46.903 --> 00:52:49.865]  That's 1-800-686-2237.
[00:52:49.925 --> 00:52:54.907]  Gasoline prices are out of control.
[00:52:55.128 --> 00:52:58.169]  Are you tired of giving your hard-earned dollars to the major oil companies?
[00:52:58.429 --> 00:53:03.032]  Did you know that the oil companies have developed special products to increase mileage in their own vehicles?
[00:53:03.392 --> 00:53:06.033]  Very few consumers even know such products exist.
[00:53:06.273 --> 00:53:13.077]  SFR has obtained this technology that is backed by testing that the major oil companies have run, yet they don't want you to know about them.
[00:53:13.317 --> 00:53:19.063]  This product is made right here in the United States and is not a typical gas treatment found at your local store.
[00:53:19.343 --> 00:53:21.045]  SFR lasts up to six months.
[00:53:21.466 --> 00:53:25.330]  SFR works so well that it even improves mileage on new cars.
[00:53:25.750 --> 00:53:30.315]  SFR recently ran this ad and the response from all over the United States was so strong.
[00:53:30.515 --> 00:53:36.762]  That they are allowing my listeners to buy one at their regular price of $9.95 and get another one free of charge.
[00:53:37.162 --> 00:53:42.227]  If you are not completely delighted with the savings, SFR will refund the purchase price and shipping.
[00:53:42.447 --> 00:53:45.470]  Share in the oil company's secret and get SFR now.
[00:53:45.731 --> 00:53:46.171]  Call 888-USE-SFR1.
[00:53:46.251 --> 00:53:47.973]  That's 888-USE-SFR1 today!
[00:54:20.487 --> 00:54:30.503]  Oh, silver darling, but I'm not gonna let him catch me, no, I'm not gonna let him catch the midnight rabbit
[00:54:56.132 --> 00:55:03.657]  All right, we're back live.
[00:55:03.757 --> 00:55:13.483]  Big announcement coming up next hour, Alan Watt in the third hour.
[00:55:13.523 --> 00:55:20.667]  I'm gonna play the entire interview that I did with Charlton Heston, January 18th, 2001.
[00:55:24.423 --> 00:55:26.425]  And I got a lot of other news we're going to be going over as well.
[00:55:26.505 --> 00:55:28.067]  I'll play part of one of his NRA speeches.
[00:55:28.087 --> 00:55:28.947]  I'm going to play all of it.
[00:55:29.028 --> 00:55:31.170]  It's about 25 minutes long throughout the week.
[00:55:34.613 --> 00:55:42.461]  But first off, this is the McLaughlin Group this weekend, and this is openly being discussed all over the world now.
[00:55:43.081 --> 00:55:43.722]  Go ahead and roll it.
[00:55:44.941 --> 00:55:49.024]  ...press conference telling superdelegates to decide.
[00:55:49.344 --> 00:55:49.665]  Great.
[00:55:49.965 --> 00:55:50.205]  Andrew?
[00:55:50.826 --> 00:56:03.895]  The latest revelations on the torture front show the memo from John Yoo as well as revelations in Philippe Sand's new book means that Don Rumsfeld, David Addington, John Yoo should not leave the United States any time soon.
[00:56:04.396 --> 00:56:06.497]  They will be at some point indicted for war crimes.
[00:56:06.778 --> 00:56:07.979]  Okay, really?
[00:56:08.699 --> 00:56:09.840]  I'll be right back with this week's...
[00:56:10.726 --> 00:56:14.968]  Hi, that's Chris Matthews filling in on McLaughlin Group, airs on PBS nationwide.
[00:56:17.049 --> 00:56:19.390]  Now, you're thinking, John, you memo knew?
[00:56:19.750 --> 00:56:23.452]  We heard about this four years ago on this show.
[00:56:24.653 --> 00:56:27.334]  They don't dare read the memo about how they torture children sexually.
[00:56:29.155 --> 00:56:30.856]  By the way, sometimes when I mention that, I get emails.
[00:56:31.256 --> 00:56:32.497]  You think we just say that?
[00:56:32.897 --> 00:56:33.677]  Go look it up.
[00:56:33.737 --> 00:56:34.698]  It's mainstream news.
[00:56:35.518 --> 00:56:37.479]  Yes, for people that support this administration.
[00:56:38.374 --> 00:56:41.516]  You support people that put out child molestation memos, okay?
[00:56:43.096 --> 00:56:44.237]  I mean, it's scary!
[00:56:44.597 --> 00:56:45.738]  These people are scary!
[00:56:46.958 --> 00:56:47.759]  They're dangerous!
[00:56:49.480 --> 00:56:52.061]  I'm only fighting them because there isn't a choice.
[00:56:52.101 --> 00:56:54.882]  If we don't fight back against them, they're going to win and take over.
[00:56:55.423 --> 00:57:00.405]  And by the way, they intend to put Hillary or Obama or somebody else in, it doesn't matter, all three of them are evil.
[00:57:00.545 --> 00:57:01.726]  They're going to continue this agenda.
[00:57:01.846 --> 00:57:03.246]  They're going to continue all these policies.
[00:57:03.547 --> 00:57:06.028]  Now, there is a new memo out directly from the White House
[00:57:06.977 --> 00:57:08.578]  Admitting that the White House did order it.
[00:57:09.538 --> 00:57:16.281]  And did say, and did order the Justice Department, and told the Generals, we don't care about Fourth Amendment with spying, we don't care about laws on torture, do it!
[00:57:18.042 --> 00:57:22.304]  But we already have the other Johnnie memos where they said that the President's God, what he says, goes.
[00:57:22.584 --> 00:57:23.805]  They said the President is the law.
[00:57:24.285 --> 00:57:25.805]  The President cannot break the law.
[00:57:26.586 --> 00:57:27.786]  And that's not true, folks.
[00:57:27.846 --> 00:57:29.007]  The President is not God.
[00:57:31.048 --> 00:57:33.529]  I use the analogy, when they first started saying this five years ago,
[00:57:34.561 --> 00:57:37.002]  Can the President barbeque small children on the White House lawn?
[00:57:37.402 --> 00:57:37.622]  No.
[00:57:39.403 --> 00:57:43.485]  So, can they torture children in front of their parents with pliers?
[00:57:43.645 --> 00:57:44.625]  And the answer is no.
[00:57:44.845 --> 00:57:52.308]  Well, I remember in horror, in October of 2001,
[00:57:54.568 --> 00:58:03.392]  It said the CIA section chief in the Washington Post in the Middle East said that they take people's families to facilities and torture them.
[00:58:03.753 --> 00:58:04.993]  I mean, they admitted it then.
[00:58:05.013 --> 00:58:07.474]  See, they thought they could sell you on it then.
[00:58:08.595 --> 00:58:09.716]  And so that's in Road to Tyranny.
[00:58:10.896 --> 00:58:18.500]  Road to Tyranny that came out in February of 2002, the first major 9-11 film, has that in it.
[00:58:20.620 --> 00:58:21.921]  See, we talked about it here first.
[00:58:21.961 --> 00:58:22.902]  I'm not tooting our horn.
[00:58:23.182 --> 00:58:25.404]  The point is, this has all been public for a long time.
[00:58:26.525 --> 00:58:29.248]  All right, we're only about eight minutes away from the big announcement.
[00:58:29.728 --> 00:58:32.190]  Stay tuned for second hour of transmission.
[00:58:36.114 --> 00:58:37.795]  Thank you for listening to GCN.
[00:58:38.616 --> 00:58:40.958]  Be sure to visit GCNlive.com today.
[00:58:44.421 --> 00:58:45.723]  It is a big idea.
[00:58:46.883 --> 00:58:47.923]  A New World Order.
[00:58:48.644 --> 00:58:52.945]  In the near future, Earth is dominated by a powerful new government.
[00:58:53.545 --> 00:58:56.326]  It's known as the Bilderberg Group.
[00:58:56.366 --> 00:58:58.607]  Could their objective be world domination?
[00:58:59.147 --> 00:59:01.588]  For thousands of years, their dark order grew.
[00:59:02.328 --> 00:59:09.651]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:59:12.677 --> 00:59:17.678]  For the first time in history, the elite's plan for world government is blown wide open.
[00:59:18.118 --> 00:59:21.579]  You will learn the secret that drives the entire New World Order agenda.
[00:59:21.999 --> 00:59:24.480]  Build America is making great progress toward a world government.
[00:59:24.560 --> 00:59:25.700]  Most people have no idea.
[00:59:25.720 --> 00:59:26.480]  They're not after money.
[00:59:26.500 --> 00:59:27.580]  They have all the money they need.
[00:59:27.780 --> 00:59:28.501]  They're after power.
[00:59:28.761 --> 00:59:29.601]  That's what they're after.
[00:59:29.921 --> 00:59:34.382]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[00:59:34.682 --> 00:59:38.144]  Or watch it online right now at PrisonPlanet.tv.
[00:59:38.644 --> 00:59:38.944]  In-game.
[00:59:39.384 --> 00:59:40.905]  Blueprint for global enslaving.
[00:59:41.425 --> 00:59:42.626]  You have been warned.
[00:59:46.547 --> 00:59:48.448]  Waging war on corruption.
[00:59:48.949 --> 00:59:51.710]  Alex Jones on the GCN Radio Network.
[00:59:57.609 --> 00:59:58.689]  Government cover-ups.
[00:59:59.369 --> 01:00:00.170]  You want answers?
[01:00:00.930 --> 01:00:01.830]  Well, so does he.
[01:00:01.850 --> 01:00:06.091]  He's Alex Jones on the GCN Radio Network.
[01:00:06.691 --> 01:00:10.792]  And now, live from Austin, Texas, Alex Jones.
[01:00:13.332 --> 01:00:18.594]  Okay, we've got my big announcement coming up in the next segment that I've been telling you about for the last seven days.
[01:00:20.434 --> 01:00:23.435]  I'm going to re-air the entire Charlton Heston interview this hour.
[01:00:23.455 --> 01:00:25.315]  It's about 20 minutes long.
[01:00:27.463 --> 01:00:28.784]  That I did seven years ago.
[01:00:30.184 --> 01:00:32.325]  Seven years and three months ago.
[01:00:34.586 --> 01:00:37.868]  And we've got Alan Watt joining us in the third hour today.
[01:00:37.888 --> 01:00:40.089]  I'm going to get into the economic news and a lot more.
[01:00:40.109 --> 01:00:43.411]  Now, this is going on nationwide.
[01:00:43.431 --> 01:00:45.132]  I don't think this is just an isolated event.
[01:00:47.493 --> 01:00:50.274]  Kids Dress Up Day draws Christian ire.
[01:00:50.494 --> 01:00:52.135]  Now, couldn't the AP just do an article about
[01:00:53.802 --> 01:00:58.925]  Schools have the boys dress up like girls and the girls like boys to teach them about sexuality?
[01:01:00.366 --> 01:01:00.566]  No.
[01:01:01.106 --> 01:01:04.548]  They have to make it about, oh, the Christians, those backwards people.
[01:01:04.928 --> 01:01:09.511]  An elementary school event in which kids were encouraged to dress up as members of the opposite sex group.
[01:01:09.631 --> 01:01:14.214]  The ire of a Christian radio group has angry broadcasts prompted outrage calls to the district office.
[01:01:14.574 --> 01:01:16.475]  Students at Pineview Elementary in
[01:01:17.555 --> 01:01:24.499]  Reidsburg had been dressing in costumes all last week as part of an annual school tradition called Wacky Week.
[01:01:25.019 --> 01:01:29.381]  On Friday, students were encouraged to dress either as senior citizens or as members of the opposite sex.
[01:01:30.422 --> 01:01:32.243]  And that's out of Wisconsin.
[01:01:33.169 --> 01:01:34.389]  Students at Pineview Elementary.
[01:01:34.629 --> 01:01:44.973]  A local resident informed the Voice of Christian Youth America on Friday the Milwaukee-based radio network responded by interrupting its morning programming for a special broadcast that aired in nine radio stations throughout Wisconsin.
[01:01:45.213 --> 01:01:48.994]  The broadcast criticized the dress-up day as accused the district of prompting alternative lifestyles.
[01:01:49.774 --> 01:01:51.875]  And they basically go on and admit the school admits that.
[01:01:51.955 --> 01:01:52.315]  Okay, look.
[01:01:53.395 --> 01:01:59.657]  They teach third graders in California statewide and in certain districts all over the country.
[01:02:00.857 --> 01:02:02.678]  They teach third graders
[01:02:03.931 --> 01:02:10.356]  Who are thinking about Superman and thinking about, you know, Transformers and thinking about football and baseball.
[01:02:11.077 --> 01:02:22.866]  They teach them about transgender and men becoming women and women becoming men and, you know, there's this woman that they call a man and they say a man's having a baby and how can a man have a baby?
[01:02:23.107 --> 01:02:23.767]  It isn't a man.
[01:02:24.328 --> 01:02:26.609]  It is a woman who says they're a man.
[01:02:27.050 --> 01:02:29.292]  And I'm not even attacking this poor mixed-up person.
[01:02:29.612 --> 01:02:33.435]  The point is that this is what decadent societies falling apart always do.
[01:02:34.266 --> 01:02:48.277]  Got the third world starving, the environment falling apart for real, global taxes being set up on fake issues, and billions of dollars are spent to quote, teach the children how to be diverse so no one's feelings are hurt.
[01:02:49.218 --> 01:02:52.921]  No one at the school in third grade is dressing up like a girl.
[01:02:53.961 --> 01:02:55.963]  No one is thinking about sex.
[01:02:57.324 --> 01:02:59.926]  Children aren't supposed to be thinking about it in the third grade.
[01:03:01.187 --> 01:03:02.288]  And they have all the studies.
[01:03:03.038 --> 01:03:07.922]  When they started sex education, death education, promiscuity goes up.
[01:03:08.343 --> 01:03:09.403]  When they had the D.A.R.E.
[01:03:09.443 --> 01:03:19.632]  program, like I was talking to Trey Kincaid, the producer of the show, he remembers, four or five years before he even saw marijuana and stuff, when he was in elementary, the cops came in and showed him all the drugs and how to use them.
[01:03:21.013 --> 01:03:22.635]  And then that made kids use drugs.
[01:03:22.675 --> 01:03:23.756]  It's like advertising it.
[01:03:24.456 --> 01:03:25.757]  Why has suicide exploded?
[01:03:25.817 --> 01:03:29.480]  Well, they've seen it in the first pilot schools that did it in 1991-92.
[01:03:29.741 --> 01:03:31.302]  Columbine was one of the first, Littleton.
[01:03:32.444 --> 01:03:34.606]  Massive increases in teenage suicide.
[01:03:35.266 --> 01:03:36.187]  And of young children.
[01:03:36.907 --> 01:03:39.089]  They'd never seen it in 10 and 11 and 12 year olds.
[01:03:39.309 --> 01:03:42.011]  They saw a few in teenagers.
[01:03:42.031 --> 01:03:42.011]  14, 15, 16, 17, 18.
[01:03:44.193 --> 01:03:46.595]  Never before been seen in 10, 11, 12, 13 year olds.
[01:03:46.895 --> 01:03:48.056]  And suddenly it was an epidemic.
[01:03:48.296 --> 01:03:52.579]  Because you go in and you teach them about, oh and the little girl hung herself.
[01:03:53.339 --> 01:03:54.040]  And she died.
[01:03:54.060 --> 01:03:54.981]  And this is how she did it.
[01:03:55.021 --> 01:03:56.402]  With a little rope or shoelaces.
[01:03:56.922 --> 01:03:58.103]  And the little girls go and do it.
[01:03:58.786 --> 01:04:02.709]  It's made real poignant, like Shakespearean Romeo and Juliet.
[01:04:02.969 --> 01:04:05.611]  Oh, when a little girl gets depressed now, they go commit suicide.
[01:04:05.651 --> 01:04:08.173]  Or a little boy, he goes and mass-shoots everyone.
[01:04:09.073 --> 01:04:17.660]  And they, in the early 1990s and mid-1990s, had the book, The Basketball Diaries, and it was taught as part of federal curriculum at the schools about mass shootings.
[01:04:18.340 --> 01:04:19.541]  And then suddenly, mass shootings.
[01:04:19.621 --> 01:04:22.263]  The feds, literally, in thousands of school districts.
[01:04:23.029 --> 01:04:23.973]  I don't know.
[01:04:30.862 --> 01:04:32.743]  Then they think, what do I do?
[01:04:32.843 --> 01:04:34.483]  What do you do when you're depressed and upset?
[01:04:34.843 --> 01:04:38.425]  You dress up in black, it's romantic, you come in and you shoot everybody.
[01:04:38.625 --> 01:04:43.907]  You put black eyeliner on, you spike your hair, you put on a black trench coat and you go kill people.
[01:04:44.227 --> 01:04:45.707]  And then they come in after our guns.
[01:04:45.967 --> 01:04:50.029]  And the psychologists, the Pentagon psychiatrists, knew when they designed this what it would do.
[01:04:50.369 --> 01:04:52.930]  Hemp, the superfood for you and your family.
[01:04:53.330 --> 01:04:56.571]  Hemp has nutritional values that far exceed any known plant.
[01:04:57.091 --> 01:04:57.251]  Yes.
[01:05:13.046 --> 01:05:15.668]  Seeds and oil are available through hempusa.org.
[01:05:16.008 --> 01:05:27.117]  Recommended daily intake of this food source will allow the body to heal itself from many ailments loaded with potassium, magnesium, calcium, essential fatty acids, amino acids, and nutrients not available in other plants.
[01:05:27.418 --> 01:05:31.721]  Hemp can be stored with a long shelf life as a life-sustaining food source for you and your family.
[01:05:31.961 --> 01:05:33.823]  Could this be the government's best-kept secret?
[01:05:34.083 --> 01:05:40.308]  Call today at 908-691-2608 and see what the powder, seeds, and oil can do for you.
[01:05:40.668 --> 01:05:41.028]  Learn.
[01:05:41.349 --> 01:05:41.549]  Help.
[01:05:42.029 --> 01:05:43.970]  Shop at hempusa.org.
[01:05:44.130 --> 01:05:45.210]  We do not charge for shipping.
[01:05:45.270 --> 01:05:49.852]  That's 908-691-2608 or go to hempusa.org today.
[01:05:50.673 --> 01:06:03.338]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:06:03.798 --> 01:06:14.485]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[01:06:14.866 --> 01:06:18.048]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:06:18.288 --> 01:06:20.009]  From hijackers being trained at U.S.
[01:06:20.049 --> 01:06:25.793]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:06:26.173 --> 01:06:33.438]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com while you're visiting the online video store.
[01:06:33.638 --> 01:06:41.382]  Be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:06:41.802 --> 01:06:44.063]  We're in a no-holds-barred information war.
[01:06:44.443 --> 01:06:49.746]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:06:52.159 --> 01:06:53.060]  I'm Harold Williams.
[01:06:53.520 --> 01:06:55.001]  I know about martial law.
[01:06:55.601 --> 01:06:57.302]  I want to teach you how to survive it.
[01:06:57.482 --> 01:07:06.328]  America has 10 telling signs of martial law, so use the short time left to learn to protect your family with the vital information in this book.
[01:07:06.448 --> 01:07:08.990]  Find the book at survivemartiallaw.com.
[01:07:09.210 --> 01:07:12.512]  I will tell you what you need to know to prepare for martial law.
[01:07:12.652 --> 01:07:13.913]  Things are changing fast.
[01:07:14.233 --> 01:07:16.936]  We even email you a free weekly update.
[01:07:17.036 --> 01:07:24.305]  I teach you how to act around troops, where to put supplies, how to be safe during the worst part of martial law, which is in the beginning.
[01:07:24.445 --> 01:07:28.249]  Surviving this major life transition can be difficult but possible.
[01:07:28.489 --> 01:07:33.455]  Arm yourself with the knowledge as this is the only weapon you will have to protect your family.
[01:07:33.595 --> 01:07:36.539]  Go to survivemartiallaw.com or call 866-644-1933.
[01:07:36.559 --> 01:07:38.681]  Act today as there will be no warning.
[01:07:38.701 --> 01:07:38.741]  866-644-1933.
[01:07:38.761 --> 01:07:40.083]  Find the book at survivemartiallaw.com.
[01:07:40.103 --> 01:07:40.724]  Protect your family!
[01:08:16.807 --> 01:08:17.688]  We're good.
[01:08:51.226 --> 01:09:00.112]  Yeah, we're here Monday through Friday from 11 a.m.
[01:09:00.432 --> 01:09:03.174]  until 2 p.m.
[01:09:03.814 --> 01:09:06.376]  Central Standard Time
[01:09:22.233 --> 01:09:23.894]  Got Alan Waugh coming up next hour.
[01:09:30.239 --> 01:09:31.801]  Okay, you want the big announcement?
[01:09:36.644 --> 01:09:37.865]  I'll tell you the big announcement.
[01:09:38.025 --> 01:09:46.452]  The big announcement... is that since 19... 98...
[01:09:54.798 --> 01:09:58.641]  This has been a three hour radio show from 11 to 2 Central.
[01:09:59.822 --> 01:10:01.103]  It's now going to be four hours.
[01:10:02.984 --> 01:10:07.988]  11 to 3 Central Standard Time.
[01:10:09.750 --> 01:10:12.292]  And that is a big deal to take on a fourth hour radio.
[01:10:12.952 --> 01:10:13.753]  But that's not all.
[01:10:13.793 --> 01:10:15.374]  That's only a small part of the announcement.
[01:10:15.394 --> 01:10:18.977]  We're going to do this like a TV program.
[01:10:20.158 --> 01:10:22.540]  The fourth hour is going to be on the web.
[01:10:24.381 --> 01:10:34.212]  At PrisonPlanet.tv, for all members, you'll be able to see the TV program, and then of course we'll still have the audio for the general audience.
[01:10:36.214 --> 01:10:38.957]  And it's gonna be in 32-bit, and then we're gonna upgrade it to even higher.
[01:10:41.099 --> 01:10:45.564]  And the audio with the video is, what, 64?
[01:10:51.457 --> 01:10:53.199]  And we've got a document cam in here.
[01:10:53.279 --> 01:10:55.381]  We've got a video mixer and feed in here.
[01:10:55.461 --> 01:10:57.102]  We've got audio feeds in here.
[01:10:57.122 --> 01:10:59.244]  We're going to have a guest cam in here.
[01:10:59.264 --> 01:11:01.186]  When we're done we're going to have three cameras in here.
[01:11:01.206 --> 01:11:03.007]  We've got two in here right now.
