[00:00:00.668 --> 00:00:03.931]  1998.
[00:49:56.608 --> 00:49:57.268]  That might be good.
[00:49:57.348 --> 00:49:59.410]  It'd probably be like Woodstock, Willie.
[00:50:00.783 --> 00:50:11.994]  I think you're right and I think people want to find a way to speak out and let their voices be heard and that's what you and I need to do is to give them a way to do that.
[00:50:12.935 --> 00:50:20.161]  We'll find a hall or a field or something somewhere and we'll go over there and we'll give people a chance to stand up and
[00:50:21.024 --> 00:50:22.205]  Talk about what they believe in.
[00:50:22.485 --> 00:50:38.033]  I just want to thank Scott, calling from Arizona, who I don't know from Adam, because I just, I just can't, I can't ever ask for things from the celebrities I know, just because I don't want to feel like I'm bugging them, but Willie gives so much, this is just incredible, for all the stations.
[00:50:38.073 --> 00:50:49.438]  Well thank you, and I want to say to Scott, before you take off to the mountains up there, hang around a little while, and watch all this stuff come down, and you know, if something happens really bad, I'll go to the mountains with you.
[00:50:51.249 --> 00:50:53.398]  But in the meantime, let's sit here and fight those guys.
[00:50:58.925 --> 00:51:00.646]  Willie, speak of the devil.
[00:51:01.126 --> 00:51:03.628]  You know, you've got your great places out with the Perdonals and stuff.
[00:51:05.349 --> 00:51:09.831]  My wife's even instinctively saying, we've got to get a place out by Fredericksburg or Johnson City.
[00:51:09.871 --> 00:51:14.294]  Women always have that instinct, and she's never been like this.
[00:51:14.354 --> 00:51:17.696]  This morning, she's saying, we've got to go try to buy some land or a house.
[00:51:17.996 --> 00:51:19.317]  I want to get the hell out of this city.
[00:51:19.337 --> 00:51:21.778]  And all the women I know are talking like that.
[00:51:22.078 --> 00:51:25.520]  That always tells me something when the women think something really bad's coming.
[00:51:25.540 --> 00:51:26.261]  That kind of worries me.
[00:51:28.021 --> 00:51:32.885]  Well, you know, they have that intuition that, as you and I both know, is usually right.
[00:51:36.168 --> 00:51:38.250]  You know, I think it's going to be a depression, Willie.
[00:51:38.270 --> 00:51:38.750]  What do you think?
[00:51:39.771 --> 00:51:41.593]  Oh, I think we're already in a depression.
[00:51:43.054 --> 00:51:44.355]  It just depends on where you are.
[00:51:44.395 --> 00:51:48.999]  If you just lost your home and your job and you're out on the streets, you're in a depression.
[00:51:50.341 --> 00:51:51.902]  If it hadn't happened to you yet,
[00:51:52.712 --> 00:51:59.555]  Uh, God bless you because hang on, there's some bad things going on out there and hopefully it won't hit you, but we are in a depression.
[00:52:00.195 --> 00:52:04.997]  Uh, there's a lot of people suffering right now in this country and have been for a long time.
[00:52:05.777 --> 00:52:15.921]  And the fact that we're just now talking about a possible, uh, depression, uh, is, uh, it shouldn't let everybody know that, hey, we must be in one if we're talking about it.
[00:52:16.627 --> 00:52:17.207]  Unbelievable.
[00:52:17.507 --> 00:52:33.574]  We're on air for the viewers on the internet right now, Willie, so we're not really behind the scenes, but when is a good time for me to call you to talk about this idea of doing some type of anti-war slash 9-11 truth?
[00:52:35.554 --> 00:52:39.716]  I mean, we've only got a few months, so obviously we want to set it up as quickly as possible.
[00:52:40.676 --> 00:52:42.017]  I mean, if you really want to do that,
[00:52:43.097 --> 00:52:48.342]  You know, whether we do it somewhere in upstate New York, because it's near New York, or whether we do it somewhere outside Austin.
[00:52:49.323 --> 00:52:55.669]  I mean, if you're really serious about wanting to, and I know you always step to the plate, if you really want to do that, we need to get on it.
[00:52:56.910 --> 00:53:07.540]  Well, yeah, and there's two or three things, two or three options there, and we need to figure out just exactly which one we want to do, where we want to do it, because you say, as you say, we're running out of time.
[00:53:09.334 --> 00:53:16.400]  We don't have too much time to figure out what we're going to do, but I'm ready to go to New York or Austin anytime.
[00:53:16.920 --> 00:53:22.505]  It might even be good to... Denver's totally booked up, but people do anything for Willie Nelson.
[00:53:23.385 --> 00:53:27.569]  I'm going to cover Denver and the microwave guns and the police state and the free speech zones.
[00:53:27.949 --> 00:53:30.531]  I'm also probably going to go to the RNC, but I've already booked for Denver.
[00:53:31.492 --> 00:53:35.455]  Maybe if we had some type of event in a field or somewhere,
[00:53:37.376 --> 00:53:40.537]  Yeah, they've hired me and the band to come play, so we'll be there full force.
[00:53:58.905 --> 00:54:07.231]  Well, I don't want to stir something up with that, but if that's a choice you want to do, you make the call, Willie, and then I can... I mean, you've got the organization, but if you want me to try to organize it, I can.
[00:54:07.732 --> 00:54:08.392]  Whatever happens.
[00:54:08.953 --> 00:54:13.616]  I want to hold you until five after in the next hour, so we have enough time to finish up on the farm stuff.
[00:54:13.636 --> 00:54:14.077]  Is that okay?
[00:54:15.003 --> 00:54:15.724]  Oh, that's fine.
[00:54:15.764 --> 00:54:20.452]  And as far as what we're going to do, let's concentrate on New York or Austin.
[00:54:20.552 --> 00:54:24.559]  I don't think Denver would be an appropriate place for me to go do something like that.
[00:54:24.639 --> 00:54:25.260]  I agree with you.
[00:54:25.280 --> 00:54:27.183]  I was just throwing an idea out.
[00:54:27.303 --> 00:54:27.884]  Here we go, Willie.
[00:54:28.024 --> 00:54:28.705]  We've got ten more minutes.
[00:54:35.873 --> 00:54:39.056]  Man, this is feeling good.
[00:54:40.898 --> 00:54:46.564]  Willie Nelson and Alex Jones brainstorming about a 9-11 truth stock.
[00:54:47.665 --> 00:54:48.746]  Minus the yellow acid.
[00:54:49.627 --> 00:54:50.488]  This is amazing.
[00:54:57.142 --> 00:54:57.963]  That's just incredible.
[00:54:58.423 --> 00:55:06.468]  Willie, we've only got about five minutes left in this segment and four minutes in the next and I'm going to let you go because you're very busy and have your own XM radio show coming up today.
[00:55:06.508 --> 00:55:21.739]  Before we take a few final calls and talk about the depression that we see unfolding and really hurting the farmers and ranchers more than ever, fire out some of the websites, your peace organization, some of the groups that people can get involved with you in to really try to be the change we want to see in the world.
[00:55:23.447 --> 00:55:24.609]  Sure, yeah.
[00:55:24.629 --> 00:55:29.836]  FarmAid.org is the big address for people.
[00:55:29.876 --> 00:55:41.151]  We're doing Farm Aid on September 20th up in Boston, and if we can call attention to that and bring as many people as we can to rally around us up there, that would be great.
[00:55:42.321 --> 00:55:49.226]  Well, my heart's beating, and few things excite me anymore, Willie, because I've seen quite a bit, not as much as you, but I've actually got butterflies.
[00:55:49.867 --> 00:55:51.068]  Let me just put you on the spot.
[00:55:51.468 --> 00:55:57.773]  Did you get butterflies and excited when we just spontaneously, because of a caller, decided to do some type of truth rally?
[00:56:00.615 --> 00:56:10.583]  Well, you know, I'm always looking for excitement, and if it's doing something that I love to do and believe in, well, it doesn't get any better than that.
[00:56:12.180 --> 00:56:22.294]  I love to play music and I love audiences and crowds, but there's also something that's gratifying about saying what you believe.
[00:56:22.938 --> 00:56:23.898]  And doing the right thing.
[00:56:24.339 --> 00:56:31.782]  Again, Willie, I know you hate people telling you how great you are, but let me tell you, I just love you to death and love your courage and your passion and your spirit.
[00:56:31.802 --> 00:56:38.865]  You know, the time I got to meet you in person, it was really intense to be around you in person.
[00:56:38.885 --> 00:56:43.747]  You're just an amazing individual and I just wish to God we had more people like Willie Nelson.
[00:56:44.368 --> 00:56:46.148]  Give out the Peace Institute website as well.
[00:56:50.600 --> 00:56:58.842]  Willie Nelson, PRI.com, Peace Research Institute, and farmaid.org.
[00:56:58.882 --> 00:57:11.905]  Just stay in touch and let's put our heads together and see what we can do to get peace in the world and also in doing that we'll not only help the family farmer, we'll help everybody else.
[00:57:12.253 --> 00:57:13.714]  Let me just recap for everybody.
[00:57:14.155 --> 00:57:22.562]  Dennis Kucinich going into the belly of the beast this Friday in the Judiciary Committee in the House presenting the crimes of the Bush administration.
[00:57:22.582 --> 00:57:27.326]  This is just unparalleled in history and there's almost no media coverage.
[00:57:27.627 --> 00:57:35.293]  Demand there be coverage of this and we salute Willie Nelson for stepping up to the plate today to come on the air and try to bring attention to this and no doubt it will.
[00:57:35.794 --> 00:57:37.235]  Let's talk to Tom in Oregon.
[00:57:37.355 --> 00:57:38.897]  Tom, you're on the air with Willie Nelson.
[00:57:38.937 --> 00:57:39.217]  Quickly.
[00:57:40.137 --> 00:57:48.141]  I've been a long time fan and I'm just kind of getting into the prison planet and everything that goes with it.
[00:57:48.962 --> 00:57:57.826]  Don't you guys think that the whole mess that this country and the world is in right now all has to revolve around energy?
[00:57:59.247 --> 00:58:02.549]  I think we need to make huge leaps for energy.
[00:58:02.569 --> 00:58:08.952]  I don't think these baby steps that we're taking, I really have a feeling that Otis T. Carr
[00:58:09.668 --> 00:58:20.692]  And Ralph Ring, and I don't know if you've heard of Gordon Novell, but I think they're on to something that all the governments of the world don't want us citizens to know about.
[00:58:20.852 --> 00:58:22.953]  And that's Zero Point Energy.
[00:58:24.253 --> 00:58:24.853]  Stay there, Tom.
[00:58:24.873 --> 00:58:25.454]  We're going to come back.
[00:58:25.514 --> 00:58:28.155]  Final segment with Willie Nelson after a 70-second break.
[00:58:28.195 --> 00:58:33.256]  Only five minutes left, because earlier he wanted to get into energy reform, and so we'll come back.
[00:58:33.316 --> 00:58:34.577]  Willie is a big into that.
[00:58:34.917 --> 00:58:37.058]  Final segment with Willie Nelson, InfoWars.com.
[00:58:40.353 --> 00:58:41.415]  You are listening to GCN.
[00:58:41.435 --> 00:58:44.179]  Visit GCNlive.com.
[00:58:44.219 --> 00:58:46.101]  Yeah, we're going to keep going.
[00:58:46.141 --> 00:58:48.625]  Let me just talk to Willie real fast, John.
[00:58:51.389 --> 00:58:51.829]  Hey, Willie?
[00:58:51.910 --> 00:58:52.130]  Yeah?
[00:58:53.251 --> 00:58:56.095]  I appreciate you letting me get you into all this trouble.
[00:58:57.869 --> 00:58:59.891]  That's no problem there.
[00:59:00.131 --> 00:59:02.113]  Well I know you've always been standing up to the man.
[00:59:02.614 --> 00:59:23.892]  When is a good time for me, and again, I'm not going to even try to push you to how to set it up or what to do, I just want to somehow be involved and help you in any way, when should I call you, what tomorrow or something, or when's a good time for me to call you when you're on the bus, on the road, to try to get some idea of what we should do in New York or Austin?
[00:59:25.185 --> 00:59:29.446]  Why don't you do a little research yourself on Austin and New York, and I will too.
[00:59:29.486 --> 00:59:32.987]  We'll check my itinerary and call me tomorrow and we'll figure out something we can do.
[00:59:33.147 --> 00:59:34.328]  Yes sir, what's a good time?
[00:59:34.508 --> 00:59:36.008]  Just like 10 or 11 in the morning again?
[00:59:36.028 --> 00:59:39.209]  Oh yeah, that's about the same time we could talk today.
[00:59:39.229 --> 00:59:39.769]  That'd be great.
[00:59:39.809 --> 00:59:40.690]  That's a good time for you.
[00:59:40.710 --> 00:59:45.031]  I know you're up late doing these shows, so 10 in the morning is good.
[00:59:45.151 --> 00:59:46.191]  No, 10 or 11 o'clock's fine.
[00:59:46.211 --> 00:59:48.232]  Because you get up and jog every morning, don't you?
[00:59:49.512 --> 00:59:50.933]  Well, I tell everybody I do.
[00:59:53.072 --> 00:59:55.954]  Okay, hey, listen, I'm not going to twist your... I get up some mornings and jog.
[00:59:57.294 --> 01:00:00.416]  Okay, well, I'll call you tomorrow morning, sir, and say hi to your wife and family.
[01:00:00.896 --> 01:00:03.217]  We're going to go into the final segment right now.
[01:00:03.437 --> 01:00:04.018]  Here we go, sir.
[01:00:06.339 --> 01:00:07.419]  Government cover-ups.
[01:00:08.100 --> 01:00:08.900]  You want answers?
[01:00:09.661 --> 01:00:10.601]  Well, so does he.
[01:00:11.221 --> 01:00:14.843]  He's Alex Jones on the GCN Radio Network.
[01:00:15.424 --> 01:00:19.466]  And now, live from Austin, Texas, Alex Jones.
[01:00:21.587 --> 01:00:27.654]  Folks, I am as happy as I have been in my life except for the birth of my three children.
[01:00:28.535 --> 01:00:32.220]  Because I know that I have a blind spot.
[01:00:32.280 --> 01:00:37.066]  I can't make myself bug big celebrities or ask for things from them.
[01:00:38.491 --> 01:00:43.334]  And Willie's such a nice guy that if he thinks in his heart it's a good thing to do, he'll generally do it.
[01:00:44.135 --> 01:00:46.536]  And that's what I've been told by folks who have known him for decades.
[01:00:46.576 --> 01:00:50.639]  And now he just says, yeah, let's do a 9-11 slash impeachment anti-Iran deal.
[01:00:51.159 --> 01:00:54.962]  So we're going to be setting that up in the next month or so, next couple months, whenever Willie wants to do it.
[01:00:55.642 --> 01:00:56.363]  In closing,
[01:00:57.469 --> 01:00:59.210]  I know we got loaded phones, but we're out of time.
[01:00:59.270 --> 01:01:00.690]  We'll have Willie back, undoubtedly.
[01:01:00.710 --> 01:01:08.073]  In the last three or four minutes we've got, sir, earlier you were trying to get into, when we went to break, energy dependence and systems to get off of it.
[01:01:08.113 --> 01:01:10.254]  They're demonizing ethanol, but that's from corn.
[01:01:11.325 --> 01:01:16.550]  You're talking about the cooking oil and trash and the pig farms and the chicken farms.
[01:01:16.910 --> 01:01:23.877]  You're talking about systems that use the waste we're just dumping in rivers right now to create cleaner burning fuels.
[01:01:24.297 --> 01:01:36.549]  In closing, Willie Nelson, that's a way to create a new economy as you have said as a visionary and you've got all the evidence to re-energize the family farm and try to save what we've got left and get us off of the oil.
[01:01:38.032 --> 01:01:39.473]  Absolutely, and we can do it.
[01:01:39.513 --> 01:01:41.054]  We have the ability to do it.
[01:01:41.074 --> 01:01:46.758]  We have the resources, and I think the secret is to keep it local and sustainable.
[01:01:47.138 --> 01:01:51.901]  If you have something around you that farmers grow that you can use, use it.
[01:01:53.102 --> 01:01:57.485]  Anytime you import something, it costs more and it pollutes the environment.
[01:01:57.885 --> 01:02:02.808]  Anytime you can buy it locally, you're getting healthier food because you know where it's coming from.
[01:02:03.108 --> 01:02:07.391]  So I think the important thing for us to do is to make sure that we support our local
[01:02:08.018 --> 01:02:14.546]  Agriculture, our local economy, and not become dependent on bringing in everything from around the world.
[01:02:14.586 --> 01:02:23.075]  Because you look at your table where you ate breakfast this morning, and everything on your plate probably came from 12 to 1500 miles away.
[01:02:23.736 --> 01:02:25.218]  And that's a huge waste.
[01:02:25.358 --> 01:02:28.722]  It could have been done outside your back door by farmers that you know.
[01:02:29.096 --> 01:02:37.698]  Now just 70 years ago, I would guess, growing up in North Central Texas, that everything on your plate every morning was from right there in the little town you grew up in.
[01:02:37.718 --> 01:02:48.381]  In Napa, Texas, we had our own chickens, and we had eggs, and we grew our own beef, and we had hogs out there that we grew, and we had a garden.
[01:02:48.841 --> 01:02:52.482]  So we pretty much were self-sufficient, and I think
[01:02:53.007 --> 01:02:56.669]  Probably out of necessity because of the high prices of everything.
[01:02:56.729 --> 01:03:00.451]  We're going to have to get back to that kind of living again.
[01:03:00.471 --> 01:03:10.756]  And honestly, I think it will be good for us to go back to the basics and be able to take care of ourselves without having to depend on somebody on the other side of the world.
[01:03:11.494 --> 01:03:12.215]  Absolutely.
[01:03:12.575 --> 01:03:15.997]  You can find all of his websites through WillieNelson.com.
[01:03:16.337 --> 01:03:21.441]  You can also find out about all the prolific new records, new albums you've been putting out.
[01:03:22.221 --> 01:03:25.923]  Willie, I've been reading all the reviews, too, quite a few of the reviews.
[01:03:26.504 --> 01:03:33.208]  The reviewers are saying that you seem to, like a fine wine, be getting even better now that you had your 75th birthday.
[01:03:33.228 --> 01:03:37.311]  Are you hitting kind of your third or fourth wind here?
[01:03:40.158 --> 01:03:42.018]  I'm breaking wind right now, I think.
[01:03:43.619 --> 01:03:56.561]  Well, yeah, I do have a lot of energy, and I ride a bike, and I do what I can to try to get rid of the energy.
[01:03:56.922 --> 01:04:02.603]  And then I do a two-hour show on the stage every night, so at the end of the day I try to get well spent.
[01:04:03.303 --> 01:04:07.984]  That's the secret, I think, to being healthy spiritually, mentally.
[01:04:08.957 --> 01:04:13.143]  Is to do a lot of exercise and keep your body going.
[01:04:13.325 --> 01:04:19.266]  And you talk a lot about that in your book with Turk Pipkin, The Tao of Willie, a New York Times bestseller.
[01:04:19.306 --> 01:04:21.067]  Be sure and get that as well.
[01:04:21.547 --> 01:04:31.409]  Willie, I am completely blown away by this interview, and I sense destiny here, something big, and I pray that this does happen, and we just appreciate all your time.
[01:04:31.449 --> 01:04:36.850]  I'll say bye to you off air here in just a moment, and I will talk to you in the morning, sir.
[01:04:36.970 --> 01:04:40.170]  You're going to be playing tonight in Council Bluff, Iowa.
[01:04:40.510 --> 01:04:42.851]  Is that sold out like most your shows, or can folks go to that?
[01:04:44.189 --> 01:04:49.693]  Well, I think it's a casino, so it's probably pretty well sold out.
[01:04:49.753 --> 01:04:52.295]  But if you're around here close, you might come over.
[01:04:53.575 --> 01:04:57.038]  But it's a small venue, so it's probably pretty well sold out.
[01:04:58.775 --> 01:05:02.476]  Alright folks, that is basically it with Willie Nelson.
[01:05:02.496 --> 01:05:06.918]  You can just Google Willie Nelson or go to WillieNelson.com and find out other tour dates.
[01:05:07.238 --> 01:05:10.879]  He is a man who needs to be supported as well as Congressman Dennis Kucinich.
[01:05:11.319 --> 01:05:17.742]  Again, Willie, just I love you to death and I want to thank you and your family for all your time and I will call you about 10 a.m.
[01:05:17.762 --> 01:05:18.362]  in the morning, sir.
[01:05:19.222 --> 01:05:20.823]  Hey, thank you for what you're doing, Alex.
[01:05:20.903 --> 01:05:25.164]  Keep up the good work and yeah, call me tomorrow and we'll figure out what we want to do next.
[01:05:25.344 --> 01:05:26.245]  Absolutely, Willie.
[01:05:26.285 --> 01:05:26.645]  Take care.
[01:05:28.374 --> 01:05:32.677]  Wow, man, I am just blown away right now.
[01:05:33.177 --> 01:05:37.639]  You see, I didn't even ask Charlie Sheen to do that 9-11 conference in L.A.
[01:05:37.959 --> 01:05:39.140]  that ended up on C-SPAN.
[01:05:39.500 --> 01:05:43.962]  That was his idea, but then he didn't want credit for it, but then I just have to give him credit.
[01:05:44.943 --> 01:05:46.484]  See, I couldn't even ask him to do that.
[01:05:47.164 --> 01:05:49.585]  And then I couldn't even ask Ventura for stuff.
[01:05:50.086 --> 01:05:51.786]  And I can't seem to ask Willie for stuff.
[01:05:53.289 --> 01:05:55.753]  The caller from Arizona, I think it's going to be big.
[01:05:55.813 --> 01:05:59.778]  I mean, folks, can you imagine Willie Nelson, a 9-11 truce slash anti-war concert?
[01:06:00.179 --> 01:06:01.600]  I think you're going to have tens of thousands there.
[01:06:01.621 --> 01:06:02.422]  This is going to be huge.
[01:06:03.260 --> 01:06:06.621]  My God, and folks, there's no doubt they probably tried to kill Ron Paul yesterday.
[01:06:06.641 --> 01:06:10.783]  One of their favorite ways is to depressurize planes, and they say it was bad.
[01:06:10.803 --> 01:06:16.906]  And my God, he's supposedly on tomorrow, who knows if he'll be here now after this emergency landing they did.
[01:06:17.186 --> 01:06:20.147]  They're getting ready to hit Iran, we got Truth Concerts coming up.
[01:06:20.527 --> 01:06:26.150]  I mean, we are living... I am all freaked out and crazed, but at the same time I'm exhilarated!
[01:06:27.070 --> 01:06:28.211]  What about you guys out there?
[01:06:28.231 --> 01:06:30.672]  I mean, is this not incredible?
[01:06:32.552 --> 01:06:36.273]  I mean, ladies and gentlemen, duty is ours.
[01:06:36.333 --> 01:06:37.974]  Consequence belongs to the Creator.
[01:06:40.474 --> 01:06:42.095]  And we do the right thing.
[01:06:42.155 --> 01:06:42.875]  It just happened.
[01:06:42.915 --> 01:06:50.637]  So, Willie's publicly saying he's going to do it, and then I was off air talking to him, and he was telling me, basically, engineer it.
[01:06:51.418 --> 01:06:52.698]  What a responsibility!
[01:06:53.538 --> 01:06:54.919]  I don't even know if I can go to Denver now.
[01:06:58.020 --> 01:07:01.161]  Because, I guess I'm going to go, but we need to launch this fast.
[01:07:01.181 --> 01:07:01.841]  We need to be big.
[01:07:03.407 --> 01:07:07.469]  My God, people, email me at Aaron at Infowars.com.
[01:07:08.189 --> 01:07:14.833]  All my old addresses are too spammed out, so I read them, but I've got to create a new email.
[01:07:14.873 --> 01:07:15.893]  In fact, I keep forgetting.
[01:07:16.313 --> 01:07:18.174]  Let me create some new ones, Dave, so I can give them out to listeners.
[01:07:18.194 --> 01:07:21.296]  I've got to create new ones because they get worthless after a while.
[01:07:22.196 --> 01:07:23.477]  Aaron at Infowars.com.
[01:07:23.497 --> 01:07:24.917]  He's getting like a thousand a day now.
[01:07:24.957 --> 01:07:25.598]  It's almost worthless.
[01:07:27.159 --> 01:07:28.540]  Aaron at InfoWars.com.
[01:07:28.600 --> 01:07:31.182]  Send me your ideas of venues around and around New York.
[01:07:32.183 --> 01:07:33.824]  And I'm going to tell 9-11 truth, too.
[01:07:34.425 --> 01:07:35.185]  Let me do this.
[01:07:35.285 --> 01:07:40.549]  Don't run Willie off by a million of you going crazy and trying to climb over his fence for your 9-11 truth group.
[01:07:40.909 --> 01:07:45.313]  If you don't act like a bunch of animals, some of you out there, some of the leadership, you'll be invited, okay?
[01:07:46.093 --> 01:07:49.976]  Just do not try to... Well, they have a horrible term for it.
[01:07:50.276 --> 01:07:51.317]  It's called cock blocking.
[01:07:51.738 --> 01:07:52.798]  Don't do it, okay?
[01:07:53.159 --> 01:07:54.379]  Alright, we're going back live right now.
[01:07:54.420 --> 01:07:54.700]  Here we go.
[01:07:57.085 --> 01:08:00.011]  Hey, Jones?
[01:08:00.252 --> 01:08:00.973]  Yeah?
[01:08:01.114 --> 01:08:01.956]  I do have your next guest.
[01:08:02.657 --> 01:08:03.098]  Ah, here we go.
[01:08:03.118 --> 01:08:03.659]  William Pepper.
[01:08:03.699 --> 01:08:04.180]  Woah!
[01:08:04.321 --> 01:08:05.022]  Yeah, baby!
[01:08:05.543 --> 01:08:05.924]  Woo!
[01:08:06.004 --> 01:08:06.465]  Yeah!
[01:08:11.867 --> 01:08:12.528]  Yeah!
[01:08:13.349 --> 01:08:15.431]  Man, I am feeling good right now.
[01:08:15.491 --> 01:08:18.293]  Willie Nelson on in the last hour for an hour.
[01:08:19.414 --> 01:08:20.375]  Unbelievable.
[01:08:20.415 --> 01:08:25.080]  We're going to have a truth stalker, whatever you want to call it, for 9-11 Truth, and against the Iran war.
[01:08:25.440 --> 01:08:26.161]  That's the answer.
[01:08:26.481 --> 01:08:29.704]  Getting major attention against the war, against attacking Iran.
[01:08:30.445 --> 01:08:32.186]  Boy, black ops are going to try to stop that.
[01:08:32.647 --> 01:08:34.048]  We have an amazing individual
[01:08:35.410 --> 01:08:57.110]  on air with us today he is William Pepper and I appreciate him rescheduling from last week as I wanted to do close to a full hour with him I mean if I tried to go over his bio this guy has seen it all another incredible guest and he is just a stalwart spending millions of his own money as a prominent lawyer to literally be a gumshoe for years tracking the murder of
[01:08:58.171 --> 01:09:04.635]  First MLK, then RFK, JFK, and he's got lawsuits in there right now to expose the MLK murder.
[01:09:05.635 --> 01:09:08.937]  He's in there exposing the Bobby killing, and he's just got the floor for the next hour.
[01:09:09.377 --> 01:09:12.439]  Whatever this man wants to impart to us, knowledge-wise,
[01:09:14.560 --> 01:09:18.102]  I'm just so honored to be able to talk to people like Mr. Pepper.
[01:09:19.063 --> 01:09:22.365]  I am so honored to be able to talk to people like Willie Nelson.
[01:09:23.186 --> 01:09:24.767]  We've got Mark Cornkey coming up, and St.
[01:09:24.807 --> 01:09:30.511]  John Hunt, the son of the CIA black op commander who ran the operation to kill Kennedy.
[01:09:30.551 --> 01:09:31.391]  That's all admitted now.
[01:09:31.431 --> 01:09:32.032]  He's coming on.
[01:09:32.612 --> 01:09:33.452]  Going to William Pepper.
[01:09:33.492 --> 01:09:35.474]  Mr. Pepper, it is good to have you on, sir.
[01:09:36.704 --> 01:09:37.704]  Thank you very much, Alex.
[01:09:38.044 --> 01:09:45.887]  Please, in a nutshell, you don't like to talk about yourself, but some people know who they're listening to, your depth and breadth of experience and knowledge.
[01:09:46.167 --> 01:09:56.149]  In a nutshell, tell us about your life, and then get into, of these three murders, we just had Bobby's murder anniversary last week, assassination last week, just whatever area you want to get into.
[01:09:58.030 --> 01:10:02.651]  Well, that's a pretty deep well, Alex.
[01:10:04.271 --> 01:10:05.312]  I guess I began
[01:10:07.202 --> 01:10:13.464]  Well, I grew up probably like you did, and many others, as a son of America.
[01:10:14.884 --> 01:10:34.349]  Hard-working, middle-class parents who had been immigrants from Ireland and infused with the blessings of this republic and the dream, came here, struggled, went to public schools, happened to be a baseball player.
[01:10:35.911 --> 01:10:47.782]  And that enabled me to take examination to private school and went into private school late in my secondary education.
[01:10:47.802 --> 01:10:54.387]  Then went on to Columbia on a scholarship and took two degrees there and played sports there.
[01:10:54.527 --> 01:11:00.673]  Went to Cuba in 59 with one other member of the Columbia baseball team to play in a sports festival.
[01:11:01.873 --> 01:11:30.557]  And, uh, these things started to open up one's eyes because the pictures, and I spent a fair amount of time with Castro and with Guevara as a young ball player and spoke the language, so I had an opportunity to learn a bit about what was really going on, what was behind that revolution, and why America had supported dictatorships for almost 60 years before the Castro revolution.
[01:11:31.109 --> 01:11:57.101]  So, what started as a 12-year-old who could only find black kids to play baseball with in the heat of the summer required me to go into the ghetto and see for the first time how those people lived and had raised questions in my mind about what was going on socio-economically in the society, then carried on through the Cuban experience and then eventually I went to London
[01:11:58.107 --> 01:12:08.615]  And met a number of developing world, potential developing world leaders who had different perspectives also on America.
[01:12:08.635 --> 01:12:20.923]  I was at LSE and that was where, of course, the Rockefellers sent David early on in order to understand a bit about the world.
[01:12:20.943 --> 01:12:22.324]  And Joe Kennedy sent John.
[01:12:27.281 --> 01:12:33.946]  It was regarded as the place to go in terms of becoming aware of the world.
[01:12:35.227 --> 01:12:45.274]  But that led me into reform politics, thinking that perhaps one could manipulate a system and make it a little bit better.
[01:12:46.735 --> 01:12:55.382]  So I came back to the state, led a reform movement in Westchester County, New York, and became fairly, a very young guy, became fairly controversial.
[01:12:56.215 --> 01:13:03.077]  With that, then, Bob Kennedy asked me to run his campaign in Westchester, which was a heavily Republican county.
[01:13:04.038 --> 01:13:10.420]  And, um, and when he ran for the Senate in 1964, so I became his citizen's chairman.
[01:13:10.700 --> 01:13:21.764]  And, um, uh, at that, at that point in time, eventually, um, this led through, uh, one human rights positions, head of the Director, Director of the Commission on Human Rights for New Rochelle.
[01:13:21.804 --> 01:13:23.504]  The city was about to burn down.
[01:13:23.524 --> 01:13:25.025]  It was called the Little Rock of the North.
[01:13:25.828 --> 01:13:40.015]  And the only way we could stop it from burning was to put bodies in the streets and around country clubs of people who were discriminating against blacks in terms of housing and education and certainly the skilled trade unions.
[01:13:40.155 --> 01:13:46.158]  The Electrical Workers Union still held their meetings in Italian in that city at that time.
[01:13:46.539 --> 01:13:47.859]  So we had to crack all of that.
[01:13:47.919 --> 01:13:52.582]  The only way you could crack it was not by using the fair housing laws or the equal employment law.
[01:13:52.602 --> 01:13:53.082]  You had to
[01:13:53.909 --> 01:13:57.950]  Actually put bodies in the streets and stop an urban renewal project from going forward.
[01:13:58.330 --> 01:14:01.151]  That was the only language that they understood.
[01:14:01.691 --> 01:14:07.573]  Roads to power being through money and numbers, so we managed to mobilize numbers.
[01:14:08.893 --> 01:14:14.675]  That led, I'm giving you a very brief summary because you asked for it.
[01:14:14.715 --> 01:14:16.175]  No, but it's important, it's important.
[01:14:16.816 --> 01:14:19.596]  Yeah, a little self-conscious about doing it, but that led to Vietnam.
[01:14:20.837 --> 01:14:21.277]  I was just
[01:14:21.829 --> 01:14:23.971]  Very troubled about the war as a young guy.
[01:14:25.051 --> 01:14:26.873]  And I got a journalist credentials.
[01:14:27.773 --> 01:14:32.537]  And I got accredited by MACV, the accrediting agency over there at the time.
[01:14:33.278 --> 01:14:41.764]  Spent a lot of time out in the country and just saw a lot of things that turned my stomach and made me disgusted and very, very uneasy.
[01:14:42.725 --> 01:14:48.569]  And I guess I blew my... I didn't write anything when I was there.
[01:14:48.729 --> 01:14:49.910]  I just took a lot of photographs.
[01:14:49.950 --> 01:14:51.231]  Never developed any film.
[01:14:52.153 --> 01:14:52.954]  Kept it all.
[01:14:53.174 --> 01:15:04.621]  We were hit once going into a, um, uh, into play coup, uh, C-130 on the way in, uh, and had a rough landing and I hurt my back and had to go back into Saigon.
[01:15:05.782 --> 01:15:12.547]  And, uh, first time I'd come out of the country and I was, um, bit, um, I, I just angry.
