[00:00:03.612 --> 00:00:03.814]  Oh, yeah.
[00:29:47.477 --> 00:29:48.958]  We're good.
[00:30:10.453 --> 00:30:11.514]  The headlines this hour.
[00:30:11.534 --> 00:30:12.935]  Pakistan warns U.S.
[00:30:12.995 --> 00:30:16.257]  missile attacks inside its soil can spark a violent backlash.
[00:30:16.858 --> 00:30:18.659]  Pakistani officials told visiting U.S.
[00:30:18.699 --> 00:30:23.482]  Commander General David Petraeus missile strikes could severely hamper efforts to curb extremism.
[00:30:24.123 --> 00:30:25.784]  Petraeus is the new head of the U.S.
[00:30:25.824 --> 00:30:26.485]  Central Command.
[00:30:32.789 --> 00:30:35.731]  Iraqi President Jalal Talabani rejects the notion of the U.S.
[00:30:35.931 --> 00:30:38.193]  setting up bases in the country's Kurdistan region.
[00:30:38.951 --> 00:30:41.673]  Salabani's remarks came after a Kurdish leader said the U.S.
[00:30:41.713 --> 00:30:46.497]  military could have bases in the north if Washington and Baghdad failed to sign a security deal.
[00:30:52.903 --> 00:30:56.425]  The Democratic Republic of Congo has placed the city of Goma under curfew.
[00:30:56.726 --> 00:31:02.991]  The order came after rebel chief Lauren Nakunda threatened to drive the government from power unless it held direct talks on his demands.
[00:31:03.709 --> 00:31:06.551]  The government has rejected the rebel's call for direct negotiation.
[00:31:12.274 --> 00:31:14.335]  The race for the White House enters its final hours.
[00:31:14.555 --> 00:31:20.518]  Polls show Barack Obama holding a solid lead in his historic quest to become the nation's first African-American president.
[00:31:21.178 --> 00:31:24.060]  Meanwhile, John McCain is grasping for a last-minute comeback.
[00:31:32.795 --> 00:31:35.456]  Wall Street opens on a cautious note a day before the U.S.
[00:31:35.516 --> 00:31:36.397]  presidential election.
[00:31:36.637 --> 00:31:41.440]  The Dow Jones Industrial Average rose by 3% about 45 minutes into the trading day.
[00:31:42.181 --> 00:31:45.463]  A survey of top economists shows the majority believe the U.S.
[00:31:45.543 --> 00:31:47.545]  will experience a recession through 2009.
[00:31:47.585 --> 00:31:53.569]  The Kenyan family of the U.S.
[00:31:53.609 --> 00:31:58.032]  Democratic presidential candidate Barack Obama says they're looking forward to celebrating after the U.S.
[00:31:58.092 --> 00:31:58.392]  election.
[00:31:59.167 --> 00:32:02.589]  The idea of a first-like US President was in the minds of many Kenyans.
[00:32:03.130 --> 00:32:07.252]  And Obama-mania helped businesses in Kenya sell their Obama products.
[00:32:12.215 --> 00:32:18.680]  And a NATO warship has escorted a merchant vessel chartered by the World Food Program to deliver humanitarian aid to Somalia.
[00:32:19.460 --> 00:32:26.204]  Escorting operations are designed to protect WFP-chartered vessels from piracy in one of the world's busiest shipping lanes.
[00:32:26.785 --> 00:32:27.946]  Those are the latest here on SCV.
[00:32:29.258 --> 00:32:30.432]  Yeah, I think so.
[00:32:53.449 --> 00:33:06.755]  We're back with fine print just hours before the first Tuesday after the first Monday in November constitutionally when the Americans are supposed to go to the polls and choose the 44th president of the United States of America.
[00:33:07.175 --> 00:33:11.857]  We're taking a look at all the controversy surrounding the election, how the world views the election.
[00:33:12.458 --> 00:33:21.067]  From London, we're joined by Dr. James Boyce, Assistant Professor of International Political Studies at Richmond, the American International University of London, and founder of the Resolute Group.
[00:33:21.087 --> 00:33:29.355]  From Austin, Texas, we're joined by Wayne Slater, author and senior political writer of Dallas Morning News, co-author of Bush's Brain, How Karl Rove Made George W. Bush Presidential.
[00:33:29.375 --> 00:33:34.681]  By the phone, from Austin, Texas, by Alex Jones, investigative journalist, documentary filmmaker, owner of
[00:33:35.141 --> 00:33:36.622]  Infowars.com.
[00:33:36.642 --> 00:33:38.483]  Gentlemen, once again, our pleasure.
[00:33:38.563 --> 00:33:44.647]  But let's take a look at the website of a few other parties called third parties in the U.S.
[00:33:44.747 --> 00:33:56.595]  Constitution Party, the Socialist Party USA, the Peace and Freedom Party, the Party of Principle against the Libertarian Party, the Green Party,
[00:33:57.026 --> 00:34:04.510]  And of course, the Green Party says the real difference between Democrat and Republican parties.
[00:34:04.590 --> 00:34:07.411]  Do they represent your interests and values?
[00:34:07.511 --> 00:34:15.015]  The Democrats talk about the different policies, positions, and priorities we'd see from a Democrat in the White House versus a Republican.
[00:34:15.055 --> 00:34:19.337]  Most Democrat and Republican politicians, including Clinton, Gore, Kerry, and Bush, hold
[00:34:19.677 --> 00:34:28.104]  Similar positions on major issues, and that's why we need a real choice to oppose a party that gives power to we the people instead of powerful corporations.
[00:34:28.164 --> 00:34:32.988]  Then, the site brings up a list of different issues and say where they happen to be the same.
[00:34:33.168 --> 00:34:35.991]  It says issue, Green Party, Republican, Democrats.
[00:34:36.151 --> 00:34:43.777]  And it talks about major issues like invasion and occupation of Iraq, where it says Green Party opposes, but Republicans and Democrats both support.
[00:34:43.817 --> 00:34:46.820]  And when you go to the details, it says even invasion of Iraq, most
[00:34:47.160 --> 00:35:10.725]  Democrats, if not Barack Obama, they supported that, they actually signed the authorization, and also still support the Patriot Act, invasion of Afghanistan, these are what Republicans, Democrats, they're all the same, Kosovo War, military budget, Israeli occupation of West Bank and Gaza, global warming, reduction of greenhouse gas emissions, a right to choose, national health,
[00:35:11.192 --> 00:35:16.775]  Insurance, it goes on and on and on, simply saying they're both the same.
[00:35:16.875 --> 00:35:23.398]  We've had Alex Jones already saying that, but Alex, back to you, if you have any more comments on whether or not to protect Republicans.
[00:35:23.778 --> 00:35:25.179]  Yes, I have a lot of comments.
[00:35:25.479 --> 00:35:32.703]  At the end of the last segment, I was unable to finish what I was saying, so I'd like to finish that, but that dovetails, that connects in to your latest question.
[00:35:34.551 --> 00:35:38.594]  You know, both your guests are admitting that we're seeing continuity.
[00:35:39.175 --> 00:35:43.178]  Whether John McCain gets in, or whether Barack Obama gets in, you're going to see continuity.
[00:35:43.198 --> 00:35:52.826]  And that's because the big multinational corporations, the globalists, who openly own both the major parties, are in control of both of these men.
[00:35:53.006 --> 00:35:58.250]  And until the 1990s, you could get a third party in the debates.
[00:35:58.670 --> 00:36:03.754]  You could get other parties in the debates, and then the people could make a choice watching the presidential debates.
[00:36:04.094 --> 00:36:06.656]  That's why you had Ross Perot getting close to 30%.
[00:36:07.637 --> 00:36:14.662]  Since then, this private corporation, the Debate Commission, at the pressure from the Republican and Democrats, has closed the debates.
[00:36:14.802 --> 00:36:17.945]  And so, we need to have larger debates.
[00:36:18.005 --> 00:36:21.087]  The first debate should have 5, 6, 7, 8 different candidates.
[00:36:21.107 --> 00:36:24.890]  They should be real debates, not just questions and answers.
[00:36:25.610 --> 00:36:33.417]  You have the mainstream media here in the United States gives almost no attention to third parties or alternative parties, especially if they have any clout.
[00:36:33.497 --> 00:36:44.707]  And so we have a constriction in the amount of choices the public has by the controlled corporate press, you know, that's owned by the same banks and bomb makers that own the two major parties.
[00:36:44.747 --> 00:36:46.969]  And so that's the issue we're dealing here with.
[00:36:47.009 --> 00:36:47.869]  And Barack Obama
[00:36:48.570 --> 00:36:59.602]  He's only different from John McCain and George Bush cause medically and that's why Wall Street's giving him more money than anybody else because they believe he can neutralize the left to support these wars.
[00:36:59.622 --> 00:37:01.985]  He's talked about needing to have conflicts with Russia.
[00:37:02.406 --> 00:37:09.193]  He came out against Russia with what happened in Georgia when Georgia is now admitted in the State Department admits snuck attack the Russian
[00:37:10.294 --> 00:37:11.615]  I don't know.
[00:37:31.263 --> 00:37:32.244]  In fact, that was a few months ago.
[00:37:32.284 --> 00:37:34.124]  Now it's a 9% approval rating.
[00:37:34.164 --> 00:37:35.045]  The lowest in U.S.
[00:37:35.065 --> 00:37:35.325]  history.
[00:37:35.365 --> 00:37:36.246]  I go back to that point.
[00:37:36.266 --> 00:37:37.726]  I'd like to hear your guest speak to this.
[00:37:38.407 --> 00:37:46.491]  The reason they have the lowest approval rating in history in the United States is because the people have figured out that both parties are controlled by the same interests.
[00:37:46.771 --> 00:37:51.753]  They just hate George Bush so much that they're giving Barack Obama a chance.
[00:37:52.093 --> 00:37:52.774]  And I'm telling you,
[00:37:53.575 --> 00:37:53.855]  Go ahead.
[00:37:53.875 --> 00:37:55.715]  Let's put the question across to Wayne Slater.
[00:37:55.775 --> 00:38:00.756]  Wayne, of course, the only body less popular than the President right now in the U.S.
[00:38:00.796 --> 00:38:02.016]  happens to be the Congress.
[00:38:02.056 --> 00:38:12.538]  So does that mean that the Americans are, right now, aware of the fact that Democrats and Republicans, as Alex suggests, well, simply are no different, and they're not the ones they want in office?
[00:38:15.099 --> 00:38:15.779]  That's part of it.
[00:38:15.999 --> 00:38:18.879]  I think that there are not distinct differences between the parties.
[00:38:18.919 --> 00:38:22.360]  Both candidates tend to, in this great race, tend to run towards the center.
[00:38:22.921 --> 00:38:37.726]  But instead of being a recognition, as Alex suggests, by the American public that they're owned by corporations of the corporate global elite, I think it's more the fact that Americans are simply not happy with their political institutions at all because they didn't do anything.
[00:38:38.246 --> 00:38:40.827]  They basically have become more polarized.
[00:38:40.887 --> 00:38:52.451]  The institutions of government, the way we elect people, the shape of our districts, producing different candidates and different office holders,
[00:38:53.084 --> 00:39:09.292]  And the rest of it has invited a kind of polarized, gridlocked, deadlocked in places like Washington, where you have, certainly under George W. Bush, a polarized environment where very little gets done.
[00:39:09.812 --> 00:39:13.974]  There's not a sense of compromise, there's a sense of my way or the highway.
[00:39:14.254 --> 00:39:22.258]  And for normal Americans, who are looking at their savings at home, or looking whether they can pay their mortgage, or they want to send their kids to college,
[00:39:22.734 --> 00:39:30.398]  And they watch these guys up in Washington, whether it's in the White House or in Congress, simply having such difficulty solving problems.
[00:39:30.839 --> 00:39:36.482]  That, I think, is more than anything else what has contributed to the lowest rating.
[00:39:36.742 --> 00:39:39.524]  Let us also take a look at the so-called third party.
[00:39:39.624 --> 00:39:40.284]  Why is it just
[00:39:40.731 --> 00:39:41.811]  Blue and red.
[00:39:41.912 --> 00:39:43.892]  How would you explain the Electoral College?
[00:39:43.932 --> 00:39:52.416]  Now, people voting November the 4th, but the real vote for President cast on December 15th when 538 people decided at the end of the day.
[00:39:52.456 --> 00:39:56.658]  Canadian press goes off to Electoral College, how Americans choose a new president.
[00:39:57.678 --> 00:40:00.860]  Quorin.com goes, Electoral College, our ballots should matter more.
[00:40:01.140 --> 00:40:05.442]  Forbes goes, the Electoral College, why Obama and McCain probably don't care about you?
[00:40:05.542 --> 00:40:06.342]  That means the voters.
[00:40:06.898 --> 00:40:11.681]  And we have another headline, popular vote versus Electoral College.
[00:40:11.701 --> 00:40:15.002]  This, of course, back in 2000 was quite notorious.
[00:40:15.062 --> 00:40:17.764]  So the electoral system in the U.S., is that really democratic?
[00:40:18.464 --> 00:40:19.265]  I would like to comment.
[00:40:19.565 --> 00:40:19.845]  Go ahead.
[00:40:20.826 --> 00:40:22.166]  I'll get back to you, Alex.
[00:40:22.186 --> 00:40:24.648]  Let's have Wayne end this and then I'll get back to you.
[00:40:24.688 --> 00:40:29.670]  Very, very briefly, it is democratic in a sort of small way, but you're right.
[00:40:29.770 --> 00:40:34.473]  Institutionally, it works against the interests of a truly vigorous
[00:40:34.864 --> 00:40:35.064]  Yeah.
[00:40:35.104 --> 00:40:35.224]  Yeah.
[00:40:59.423 --> 00:41:15.196]  The mechanisms of the way we do it, including the Electoral College, which has been with us for a long time, doesn't militate against the advantage of a third, more inventive, vigorous, interested, and different approach to our government.
[00:41:15.276 --> 00:41:16.757]  Alright, now a challenge for Alex.
[00:41:16.797 --> 00:41:20.260]  Hold on just a few seconds while I go to Alondra.
[00:41:20.300 --> 00:41:24.163]  Doctor, I'd like to have your take on the democratic nature of the U.S.
[00:41:24.543 --> 00:41:25.364]  electoral system.
[00:41:26.926 --> 00:41:27.586]  Thanks very much.
[00:41:28.547 --> 00:41:34.590]  I'd like to come back, actually, to what Alex was saying, because I think there is a popular misunderstanding about the American political system.
[00:41:34.690 --> 00:41:45.156]  We talk about two parties, but I think you could make a very valiant claim that there are actually 50 parties, because the national party system in the United States is very, very different than it is here in England, for example.
[00:41:45.857 --> 00:41:53.421]  People are much more powerful at a local state level, which allows someone like Barack Obama to come forward and to defeat the
[00:41:55.302 --> 00:41:55.803]  We're good to go.
[00:42:16.422 --> 00:42:23.486]  Alex talks about this idea that only until the 1990s could you have a party of a third party coming through to challenge.
[00:42:23.526 --> 00:42:26.448]  But Ross Perot, of course, actually challenged in the 1990s.
[00:42:26.888 --> 00:42:44.379]  And if Alex is worried about the influence of big money in American politics, well, the only reason that Ross Perot was able to stage his remarkable third party success in which he achieved 19% of the electoral popular vote in 1992 was because he was a billionaire.
[00:42:44.739 --> 00:42:51.541]  So if Alex is worried about big money in America, I think Ross Perot is an interesting and perhaps contradictory choice to hold up as an example.
[00:42:51.981 --> 00:42:53.802]  No, let me counter that.
[00:42:54.242 --> 00:42:56.503]  What I'm saying, that's a misrepresentation.
[00:42:56.683 --> 00:43:02.764]  I was talking about the last time there was a true, strong third party challenge.
[00:43:02.845 --> 00:43:07.786]  I wasn't discussing Ross Perot's money or how Ross Perot got into that position.
[00:43:07.806 --> 00:43:12.747]  I was talking about the attempts since then to further freeze third party
[00:43:14.488 --> 00:43:23.357]  Candidates and parties out of the larger discussion and out of the media and a circling of the wagons by the two-party dictatorship that we have in this country.
[00:43:23.397 --> 00:43:25.339]  Now, let me just be clear here.
[00:43:26.020 --> 00:43:29.183]  The American people, it isn't that nothing's being done in Washington.
[00:43:29.223 --> 00:43:33.508]  Thousands of pieces of legislation are being passed, okay, at the state and federal level.
[00:43:34.318 --> 00:43:38.762]  The people are frustrated because 91% in every major Gallup poll want to control the border.
[00:43:39.022 --> 00:43:43.126]  Both parties say no, because the corporations want cheap labor and to drive down the wages.
[00:43:44.006 --> 00:43:51.012]  The American people, 75% or higher, don't want these wars, but both parties are still for it and still push it.
[00:43:51.613 --> 00:43:51.833]  I think?
[00:44:14.102 --> 00:44:18.565]  Pull it up for yourself on Google, ready to quote, deal with American insurrection.
[00:44:18.865 --> 00:44:23.368]  Because the American people understand that both parties are controlled.
[00:44:23.648 --> 00:44:27.890]  And you're right, they're hoping Barack Obama will do something different.
[00:44:27.910 --> 00:44:32.673]  They're hoping that it's all just rhetoric, that he's basically going to be lockstep with what George Bush did.
[00:44:32.813 --> 00:44:35.395]  Because George Bush was lockstep with what the last president did.
[00:44:35.675 --> 00:44:40.878]  Because it's a military-industrial complex that is using America as the engine of world government
[00:44:41.298 --> 00:44:44.799]  And the engine of empire for the Anglo-American establishment.
[00:44:45.060 --> 00:44:57.545]  So that's what we're dealing with here and so instead of just talking about the horse race, Barack Obama and of course John McCain, the supposed maverick, I'm pointing out that it's like a Don King boxing match where he owns both the fighters.
[00:44:57.925 --> 00:45:01.826]  Or it's like a horse race where all ten of the horses are owned by the same person.
[00:45:02.107 --> 00:45:03.367]  They're going to end up winning.
[00:45:03.447 --> 00:45:05.368]  I'm saying our system fundamentally
[00:45:05.848 --> 00:45:09.549]  is breaking down and is corrupt and we need gridlock in Congress.
[00:45:09.589 --> 00:45:12.550]  By the way, on the subject of the Electoral College, I'm all for it.
[00:45:13.010 --> 00:45:13.751]  Why am I for it?
[00:45:14.591 --> 00:45:18.532]  Our senators, until the 17th Amendment in 1913, were appointed by the state.
[00:45:18.612 --> 00:45:20.333]  They were appointed by the legislatures.
[00:45:21.073 --> 00:45:26.096]  Because the Senators were creatures of the state, so you couldn't have an all-powerful federal dictatorship.
[00:45:26.457 --> 00:45:37.804]  And so now our popular vote is counted at the state level, and then it goes up for the number of electoral votes that that state has representing its congressional districts.
[00:45:38.164 --> 00:45:43.828]  And then, and they've never gone against this, the Congress then goes with the popular vote.
[00:45:44.048 --> 00:45:55.575]  So it's the same system of state power, and that's what we're dealing with here, and that's why I am against a, quote, popular vote, because that allows more federalization and more control.
[00:45:55.615 --> 00:45:58.517]  Imagine if our senators were still creatures of the states.
[00:45:58.837 --> 00:46:01.739]  The states are being turned into vassals of the feds.
[00:46:01.819 --> 00:46:05.021]  This is empire, and we need to turn this around.
[00:46:05.041 --> 00:46:06.182]  We need to turn this around today.
[00:46:06.202 --> 00:46:07.082]  All right.
[00:46:07.122 --> 00:46:11.305]  Now, Alex, we need to move on to a very important issue.
[00:46:11.718 --> 00:46:15.139]  AP goes, the world closely watching U.S.
[00:46:15.179 --> 00:46:16.100]  presidential elections.
[00:46:16.600 --> 00:46:20.661]  And op-ed news is if the world could vote in the U.S.
[00:46:21.041 --> 00:46:21.601]  election.
[00:46:21.681 --> 00:46:36.987]  And of course, many believe Obama's international experience would go a long way in helping repair damage caused by the unpopular U.S.-led wars in Iraq and Afghanistan, with recent opinion polls from more than 70 nations favoring him, a resounding 3-1 over Republican John McCain.
[00:46:37.007 --> 00:46:40.528]  So Wayne Slater, what to say for the world's three-foot broad?
[00:46:43.295 --> 00:46:51.819]  Basically, I have to tell you that many American voters, if they knew that the rest of the world wanted Barack Obama, it would not be a positive for Barack Obama.
[00:46:52.219 --> 00:47:00.443]  On the other hand, there is a general sense, and I think Barack Obama is going to pull the troops out of Iraq.
[00:47:01.421 --> 00:47:06.688]  I think he's going to reposition some troops into Afghanistan, as he promised.
[00:47:07.630 --> 00:47:15.560]  And there is going to be a very active effort to reach out to the rest of the world in a way the Bush administration has not done.
[00:47:15.620 --> 00:47:18.204]  This is going to be a change, a difference.
[00:47:18.624 --> 00:47:24.247]  Now, maybe some critics don't think that's enough, but this administration is going to do that.
[00:47:24.267 --> 00:47:35.334]  I have great confidence that if Barack Obama is elected tomorrow, you're going to see a different America in terms of its relationship with the rest of the country, including the Middle East.
[00:47:35.394 --> 00:47:36.915]  Wayne, let me ask you this then, real fast.
[00:47:38.300 --> 00:47:44.665]  What is going to... Why, then, is Joe Biden and others saying, get ready for him to do something internationally?
[00:47:45.326 --> 00:47:46.307]  What is this crisis?
[00:47:46.327 --> 00:47:48.108]  You know, you're kind of an insider of the Democratic Party.
[00:47:48.128 --> 00:47:49.329]  I mean, you've been flying around with Obama.
[00:47:50.010 --> 00:47:56.635]  All these leaders, including in Europe, have said a major crisis on the 21st and 22nd of January when he is inaugurated.
[00:47:56.655 --> 00:47:58.237]  Colin Powell said it on Meet the Press.
[00:47:58.497 --> 00:48:07.084]  Can you please enlighten us and tell us what this major international crisis is going to be that Joe Biden says his running mate is going to be very unpopular with the left?
[00:48:07.384 --> 00:48:09.345]  Sounds like going into Pakistan to me.
[00:48:10.485 --> 00:48:12.866]  Wayne?
[00:48:13.086 --> 00:48:14.266]  That's entirely possible.
[00:48:14.726 --> 00:48:17.867]  Pakistan is a more aggressive approach to Pakistan.
[00:48:17.887 --> 00:48:18.667]  It's a possibility.
[00:48:19.027 --> 00:48:24.569]  What Biden said was that the new president, whoever it was, would be challenged, would be tested.
[00:48:24.989 --> 00:48:27.490]  Especially if it's a new president like Barack Obama.
[00:48:27.870 --> 00:48:29.090]  I don't know what it's going to be, Alex.
[00:48:29.310 --> 00:48:30.510]  It's going to be something.
[00:48:30.610 --> 00:48:32.511]  Somebody's going to rattle their sabers somewhere.
[00:48:33.072 --> 00:48:44.875]  But I do think that most forces, whether they're in the Middle East or elsewhere, whether it's North Korea, understand that there is a continuity, whether you like it or not, in the United States.
[00:48:45.135 --> 00:48:51.076]  And any challenge of this president, whoever it is, is going to be met by this government.
[00:48:51.376 --> 00:48:54.917]  Absent that, we're going to see a different approach and attitude.
[00:48:56.967 --> 00:49:07.894]  I agree, it's going to be a velvet glove and that's why the corporations want him, because he can sell the world on accepting a couple more wars.
[00:49:08.794 --> 00:49:16.299]  Let's talk about continents right now, of course, the Middle East as well.
[00:49:16.339 --> 00:49:22.863]  Let's talk about transatlantic relations, let's talk about Latin America, let's talk about the Middle East, Iraq and Afghanistan, of course, briefly, but broadly.
[00:49:26.095 --> 00:49:32.818]  Well, I think it's interesting that the article you initially referenced talked about Barack Obama's international experience.
[00:49:33.518 --> 00:49:38.121]  I would have thought that if Barack Obama had a weakness, it was his lack of an international experience.
[00:49:38.461 --> 00:49:45.384]  I do hope the paper wasn't referring to his brief but glorious European tour, which saw him come to London and Berlin earlier in the summer.
[00:49:47.346 --> 00:49:50.728]  No sort of experience to debate upon whatsoever.
[00:49:51.608 --> 00:50:00.634]  John McCain arguably has a far greater international experience in dealing with the press and with the international leaders, so I think that's a little bit of a misnomer on that account.
[00:50:01.594 --> 00:50:06.957]  In terms of how he's going to deal with things, as I said earlier on, Tony's going to have an awful lot to do with this.
[00:50:07.358 --> 00:50:14.022]  I think he will be more prepared to take an aggressive stance with Pakistan and their perhaps inability... Does that mean a new war?
[00:50:16.303 --> 00:50:17.244]  Does it mean a new war?
[00:50:17.284 --> 00:50:18.704]  No, I don't think it means a new war.
[00:50:18.744 --> 00:50:22.586]  I think it means taking on a slightly different approach with regard to Pakistan.
[00:50:23.107 --> 00:50:36.974]  I think what Obama will do will be to shift quite rightly the focus away from Iraq towards the battlefront in Afghanistan and to hopefully try and alleviate the pressure which is on the British troop contingent in that part of the world.
[00:50:37.014 --> 00:50:38.194]  But only on the surface.
[00:50:38.214 --> 00:50:39.375]  They're going to stay in Iraq.
[00:50:39.515 --> 00:50:42.857]  They're going to leave at least 50,000 troops there and bring in more?
[00:50:43.277 --> 00:50:43.978]  That's the question.
[00:50:44.018 --> 00:50:45.620]  Dr. Boyd, how about Iraq?
[00:50:45.660 --> 00:50:49.205]  Do you see just residual forces left in Iraq according to Barack Obama?
[00:50:49.245 --> 00:50:50.366]  What does he mean by that?
[00:50:50.386 --> 00:50:51.027]  50,000, 60,000 on a permanent basis?
[00:50:54.464 --> 00:50:57.047]  I mean, you know, I'm not an insider of the Pentagon.
[00:50:57.107 --> 00:50:59.270]  I can't comment upon exactly what figure is going to be there.
[00:50:59.310 --> 00:51:04.115]  I would agree with Alex that America, where it goes overseas, tends to remain.
[00:51:04.756 --> 00:51:06.518]  And this is one of the main arguments against it.
[00:51:06.538 --> 00:51:08.380]  Yeah, so they're going to depoliticize it.
[00:51:08.800 --> 00:51:10.382]  Oh, it's a liberal, it's a Democrat.
[00:51:10.402 --> 00:51:13.125]  It's okay to keep the troops there, and then we'll just forget about it.
[00:51:13.685 --> 00:51:14.046]  Hang about.
[00:51:14.944 --> 00:51:15.364]  Not at all.
[00:51:15.425 --> 00:51:21.910]  I think one of the main complaints against American foreign policy is the idea that it doesn't have an exit strategy because it doesn't intend to ever leave.
[00:51:22.010 --> 00:51:23.571]  And I think there is a major problem there.
[00:51:24.512 --> 00:51:27.975]  I think the main shift is going to move away from Iraq towards Afghanistan.
[00:51:28.795 --> 00:51:30.117]  But I do think that as
[00:51:31.181 --> 00:51:43.190]  Armies after armies and centuries after centuries have discovered, the British included, Afghanistan is very much a black hole into which a number of Western powers have sunk, and I fear the United States is just going to be the latest in a long line.
[00:51:43.450 --> 00:51:44.111]  Well, I agree with you.
[00:51:44.171 --> 00:51:45.252]  It's collapsing right now.
[00:51:45.292 --> 00:51:48.574]  The forces are already pinned down in what, two or three major cities?
[00:51:49.174 --> 00:51:52.097]  I mean, Mohammed Karzai is really only the mayor of Kabul.
[00:51:52.977 --> 00:51:58.380]  And the rest of the troops are there just guarding the opium fields to make sure that gets shipped out to America's breakfast tables.
[00:51:58.940 --> 00:52:02.582]  But bottom line here, ladies and gentlemen, get ready for the New World Order.
[00:52:02.642 --> 00:52:03.102]  Get ready.
[00:52:03.322 --> 00:52:17.109]  They have announced that they're going to have a small group of private central banks running the world's finance, controlling everything through new international agreements, and Bush's legacy is going to be to demonize true conservatism, demonize the United States,
[00:52:17.889 --> 00:52:22.470]  And then basically set us up for the next phase of the New World Order globalism based out of Europe.
[00:52:22.830 --> 00:52:26.511]  And so, you know, basically I want it on record that George Bush is not from Texas.
[00:52:26.791 --> 00:52:28.472]  George Bush is not a real conservative.
[00:52:28.832 --> 00:52:43.596]  George Bush was a globalist puppet who was put in there to make everybody have rage and hate the United States so the establishment could then give us their new savior, their new world leader, their new world president, as Newsweek calls him, Barack H. Obama.
[00:52:43.936 --> 00:52:48.581]  And he is there to fool the world, and I'm telling you, we're in for hard times, ladies and gentlemen.
[00:52:48.881 --> 00:52:55.968]  Just get ready, and Afghanistan, and Pakistan, and encircling Russia, and that sneak attack that NATO and the U.S.
[00:52:56.008 --> 00:53:04.336]  did through their proxy in Georgia, and the nerve of our media, that shows how reckless they are, to come on our TV sets and say Russia snuck attack them.
[00:53:04.757 --> 00:53:06.618]  I mean, we're in a lot of trouble, and I'm telling you,
[00:53:07.239 --> 00:53:12.362]  They have told us, Powell listed the days this is supposedly going to happen.
[00:53:12.643 --> 00:53:16.005]  And I'm telling you, they're going to try to make him look like a tough war hawk.
[00:53:16.505 --> 00:53:27.793]  They may even do some more stage Gulf of Tonkin stuff to basically christen, have an inaugural terror event or something so that Barack Obama can pose as a savior.
[00:53:37.615 --> 00:53:38.956]  If polls are proven right.
[00:53:40.097 --> 00:53:44.939]  The Palestinian issue, the Latin American issue... He's already promised in this camp.
[00:53:45.420 --> 00:53:45.600]  Yeah.
[00:53:45.920 --> 00:53:48.321]  He is going to be much more open in dealing with Latin America.
[00:53:48.341 --> 00:53:50.903]  He's going to be much more open, frankly, in dealing with Iran.
[00:53:51.343 --> 00:53:55.806]  In an effort to deal and to reverse the attitudes of the rest of the world.
[00:53:57.307 --> 00:53:59.328]  Bad attitudes about the United States.
[00:54:00.178 --> 00:54:02.900]  This is going to be a very different administration.
[00:54:03.080 --> 00:54:04.361]  Good cop, bad cop.
[00:54:04.641 --> 00:54:16.690]  And with respect to going actively again war, the American people have no appetite for an active military expedition now after this debacle in Iraq.
[00:54:17.090 --> 00:54:20.773]  This administration will be governed by an American attitude in terms of the public.
[00:54:21.073 --> 00:54:25.076]  It will really be designed in engaging the rest of the world in a positive
[00:54:25.521 --> 00:54:27.362]  At least in a communicable way.
[00:54:27.422 --> 00:54:30.205]  Corporate instinct is what we're going to see.
[00:54:39.358 --> 00:54:39.558]  U.S.
[00:54:39.578 --> 00:54:41.800]  presidential election, what's at stake for the U.S.
[00:54:41.960 --> 00:54:42.680]  and the world.
[00:54:42.860 --> 00:54:44.281]  We'll have a special coverage of that.
[00:54:44.341 --> 00:55:03.153]  From London, we're joined by Dr. James Boyce, assistant professor of international political studies at Richmond, the American International University of London, and founder of the Resolute Group from Austin, Texas, by Wayne Slater, author and senior political writer of Dallas Morning News, co-author of Bush's Brain, How Karl Rove Made George W. Bush Presidential.
[00:55:03.173 --> 00:55:05.855]  He's also been in the playing of both campaigns for the past
[00:55:06.263 --> 00:55:07.243]  Thanks for having me on.
[00:55:07.263 --> 00:55:08.164]  Really appreciate it.
[00:55:08.204 --> 00:55:08.824]  Thank you, gentlemen.
[00:55:08.844 --> 00:55:10.305]  Enjoy talking to you.
[00:55:26.326 --> 00:55:26.626]  Alex?
[00:55:27.006 --> 00:55:27.286]  Yes?
[00:55:27.986 --> 00:55:28.507]  Thank you.
[00:55:28.587 --> 00:55:30.227]  You were so perfect, gentlemen.
[00:55:30.427 --> 00:55:32.768]  I wish to have you in our shows on Wednesday.
[00:55:32.868 --> 00:55:34.008]  I'm going to talk with you again.
[00:55:34.048 --> 00:55:35.568]  Thank you and have a great time.
[00:55:35.588 --> 00:55:36.249]  Enjoy yourself.
[00:55:36.689 --> 00:55:38.229]  And you were really perfect, gentlemen.
[00:55:38.249 --> 00:55:38.629]  Thank you.
[00:55:38.809 --> 00:55:39.269]  God bless.
[00:55:39.289 --> 00:55:40.350]  Sorry I got so fired up.
[00:55:40.390 --> 00:55:40.770]  Take care.
[00:55:41.490 --> 00:55:41.910]  Thank you.
[00:55:41.950 --> 00:55:42.290]  Thank you.
[00:55:42.310 --> 00:55:42.850]  Bye-bye.
[00:55:42.930 --> 00:55:43.951]  Bye-bye.
[00:55:49.152 --> 00:55:50.652]  Okay, we're back on Genesis.
[00:55:50.732 --> 00:55:52.853]  John Harmon, that all go good for the last 50 minutes?
