[00:00:00.049 --> 00:00:01.430]  SprayYourPlate.com.
[00:25:18.174 --> 00:25:19.235]  This is not even secret.
[00:25:19.235 --> 00:25:20.817]  It's just not going to be on your nightly news.
[00:25:20.817 --> 00:25:27.343]  But it's in all the policy papers and white papers and they literally write books laughing at you about it.
[00:25:27.343 --> 00:25:38.134]  Now, at the end of the Ponzi scheme, they need to give complete and total liability protection, amnesty, pardons, whatever term you want to use.
[00:25:41.394 --> 00:25:43.516]  In there, just like with the warrantless spying.
[00:25:43.516 --> 00:25:46.058]  Every count of it was felonies against the American people.
[00:25:46.058 --> 00:25:51.902]  They retroactively passed a law giving the government pardons for their crimes.
[00:25:51.902 --> 00:25:53.103]  It's called tyranny.
[00:25:53.103 --> 00:25:55.285]  And by the way, I didn't for looking for Al Cieda.
[00:25:55.285 --> 00:25:59.688]  They know where their own forces are, believe me.
[00:25:59.688 --> 00:26:04.752]  Now they've gotten up to this point and they spent nine hundred and forty billion dollars last week.
[00:26:04.752 --> 00:26:08.395]  Nine hundred and forty billion dollars of taxpayer money.
[00:26:08.395 --> 00:26:10.297]  Nine hundred and forty billion dollars
[00:26:11.972 --> 00:26:15.095]  In lending, Monday through Friday.
[00:26:15.095 --> 00:26:22.001]  Now by lending, that is just liquidity created that you and I sign on to pay for.
[00:26:22.001 --> 00:26:24.763]  At the barrel of a gun.
[00:26:24.763 --> 00:26:26.244]  So that's the fact you need to know.
[00:26:26.244 --> 00:26:36.954]  So while they've got you distracted, thinking about 700 billion and saying, I'll never pay that, I'm just going to quit working and quit my job and I'm not going to pay taxes anymore if they do that.
[00:26:36.954 --> 00:26:38.575]  They already stole close to a trillion.
[00:26:39.088 --> 00:26:44.052]  While you were busy being distracted by that, they put major sanctions on Iran.
[00:26:44.052 --> 00:26:58.085]  While you were busy talking about $700 billion bailout, which was really a $5 trillion one they're setting up, and total liability protection for themselves, and imperial power for the Department of the Treasury.
[00:27:00.157 --> 00:27:05.160]  They also passed a one trillion plus dollar defense budget.
[00:27:05.160 --> 00:27:10.842]  That is more than twice the size the defense budget was just six years ago.
[00:27:10.842 --> 00:27:13.184]  Over a trillion dollars.
[00:27:13.184 --> 00:27:19.787]  Again, ladies and gentlemen, there were also trillions in the military pension funds and investments.
[00:27:19.787 --> 00:27:21.108]  That has all been stolen.
[00:27:21.108 --> 00:27:22.408]  That's in the Associated Press.
[00:27:22.408 --> 00:27:25.750]  And the military says, we will not tell you where it went.
[00:27:27.170 --> 00:27:28.633]  By the way, we have the military.
[00:27:28.633 --> 00:27:31.158]  They basically say that to the Congress.
[00:27:31.158 --> 00:27:32.661]  Look, it's a dictatorship.
[00:27:32.661 --> 00:27:34.585]  NORTHCOM runs it.
[00:27:34.585 --> 00:27:37.812]  The military is there to guard the criminals.
[00:27:37.812 --> 00:27:38.233]  Period.
[00:27:39.961 --> 00:27:45.986]  I'm sorry to have to inform you, just like under Hitler, the military was hijacked and was used to guard the criminals there.
[00:27:45.986 --> 00:27:47.427]  I'm not attacking our military.
[00:27:47.427 --> 00:27:49.329]  Our military's gone.
[00:27:49.329 --> 00:27:58.836]  It'd be like if a hijacker took over a jumbo jet and, you know, somebody called in on their radio, hey, that plane's been hijacked, and they said, how dare you talk bad about American Airlines?
[00:27:58.836 --> 00:28:01.438]  And you're going, no, somebody hijacked it.
[00:28:01.438 --> 00:28:02.719]  It's a hijacker.
[00:28:02.719 --> 00:28:03.600]  It's the same thing here.
[00:28:05.114 --> 00:28:08.815]  So, are the big banks faking liquidity crisis?
[00:28:08.815 --> 00:28:14.577]  Bloomberg, Reuters, and others report that yes, that is the case.
[00:28:14.577 --> 00:28:18.298]  So you can read those stories up on InfoWars.com and PrisonPundit.com.
[00:28:18.298 --> 00:28:26.000]  Again, lawmakers reached tentative bailout deal, and in the latest version of it, Secretary of Treasury Paulson
[00:28:26.753 --> 00:28:31.098]  Has absolute dictatorial power outside of the other three branches of government.
[00:28:31.098 --> 00:28:41.570]  It makes a new fourth branch of and by the bankers that has the power to levy fines, fees, grab homes, grab property, grab infrastructure, create work brigades.
[00:28:41.570 --> 00:28:46.695]  I mean, this is just absolute the bankers bringing us into receivership.
[00:28:47.416 --> 00:28:49.698]  And it has nothing to do with propping up the economy.
[00:28:49.698 --> 00:28:54.781]  This is going to make it implode a hundred times worse when they finally fully implode it.
[00:28:54.781 --> 00:29:06.028]  And the real economy, that's our jobs, our life, not the financial system, is already being imploded right now.
[00:29:06.028 --> 00:29:09.451]  And of course the Dems drop mortgage help for home owners from banker bailout.
[00:29:09.451 --> 00:29:14.114]  Of course you get nothing but to pay for the men in black uniforms that are going to squeeze you by the throat.
[00:29:15.442 --> 00:29:19.929]  Hundreds of top economists urge Congress not to rush on rescue plans, say it's a fraud.
[00:29:19.929 --> 00:29:21.551]  But again, we'll cover that when we get back.
[00:29:21.551 --> 00:29:22.553]  Stay with me.
[00:29:29.617 --> 00:29:32.139]  Collectors, outdoor enthusiasts, survivalists.
[00:29:32.139 --> 00:29:35.882]  The Army-Navy store from your memory as a child is just that, a memory.
[00:29:35.882 --> 00:29:40.406]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[00:29:40.406 --> 00:29:42.028]  MainMilitary.com.
[00:29:42.028 --> 00:29:48.753]  Get hard-to-find objects like real wool blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[00:29:49.394 --> 00:29:50.695]  We're good to go.
[00:30:10.712 --> 00:30:11.493]  Thanks for watching.
[00:30:29.947 --> 00:30:35.894]  Did you know that pH balance is one of the most important factors in maintaining high energy and vibrant health?
[00:30:35.894 --> 00:30:40.680]  Most experts agree that the water you drink should be at a pH level of 9 or higher.
[00:30:40.680 --> 00:30:46.106]  Plasma pH drops combine a unique formula of the most alkaline minerals and elements.
[00:30:46.106 --> 00:30:49.490]  This product is a one-of-a-kind in its strength and effectiveness.
[00:30:50.010 --> 00:30:58.534]  Using plasma pH drops is one of the best ways to make your water alkaline while helping you get rid of acid and regaining your health and energy.
[00:30:58.534 --> 00:31:04.337]  With just 10 drops, you can raise the pH level of the water you drink up to the pH of 10.
[00:31:04.337 --> 00:31:10.320]  Alkalizing water helps the body rid itself of acidic waste and increases the oxygen content of your body.
[00:31:10.320 --> 00:31:15.583]  Disease organisms like bacteria and cancer cannot survive in an alkaline environment.
[00:31:15.583 --> 00:31:18.484]  Order your bottle of AlkaVision Plasma pH Drops now.
[00:31:18.704 --> 00:31:24.225]  With oil at $105 per barrel and counting, we need radical change if we're to avert becoming a third world nation.
[00:31:24.225 --> 00:31:29.867]  It's time to jump on the next wave of free energy and radical natural alternative health solutions.
[00:31:41.189 --> 00:31:43.150]  Introducing Orgon products.
[00:31:43.150 --> 00:31:48.131]  Orgon is the universal life force, the basic building block of all matter on the material planet.
[00:31:48.131 --> 00:31:52.812]  Orgon Electro Medicine is the wave of the future, dating back to the late 1800s.
[00:31:52.812 --> 00:31:59.954]  Wilhelm Reich Orgon used cloud buster technology that can now be applied in your home for dramatic energy savings of up to 25%.
[00:31:59.954 --> 00:32:04.155]  The possible uses for this device are only limited by your imagination.
[00:32:04.155 --> 00:32:09.317]  For less than the cost of a doctor's visit, you can have a device that could lead to the end of all your problems.
[00:32:09.557 --> 00:32:12.158]  Health doesn't need to be expensive or complicated.
[00:32:12.158 --> 00:32:16.199]  Simple technology equals profound results at orgonproducts.org.
[00:32:16.199 --> 00:32:19.340]  That's O-R-G-O-N-E products dot org.
[00:32:19.340 --> 00:32:22.201]  O-R-G-O-N-E products dot org.
[00:32:22.201 --> 00:32:22.641]  Or call 646-498-5309.
[00:32:22.641 --> 00:32:22.961]  That's 646-498-5309.
[00:32:29.264 --> 00:32:31.265]  Heart disease is on the rise.
[00:32:31.265 --> 00:32:38.207]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[00:32:38.207 --> 00:32:46.609]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[00:32:46.609 --> 00:32:52.331]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[00:32:52.651 --> 00:32:53.051]  I don't know.
[00:33:11.216 --> 00:33:15.420]  Order your two-month supply today by calling 866-295-5305.
[00:33:15.420 --> 00:33:19.323]  That's 866-295-5305.
[00:33:19.323 --> 00:33:22.346]  Or order online, HBextract.com.
[00:33:22.346 --> 00:33:26.510]  Heart and Body Extract, 866-295-5305.
[00:33:26.510 --> 00:33:32.035]  Or HBextract.com.
[00:33:32.035 --> 00:33:34.977]  This is the GCN Radio Network.
[00:33:34.977 --> 00:33:36.819]  Home to hard-hitting talk radio.
[00:33:43.727 --> 00:33:48.349]  Alright, Webster Tarpley is going to be with us for the balance of the show today to talk about several issues.
[00:33:48.349 --> 00:33:53.511]  We're going to get into what's happening with the economy, the controlled implosion.
[00:33:53.511 --> 00:34:01.795]  We're also going to talk about Barack Obama supporters in law enforcement, no longer peace officers, saying, you basically criticized Barack Obama, we're going to arrest you.
[00:34:01.795 --> 00:34:07.738]  We've got a clip of that coming up in a moment, and I know we also have quite a few callers that are patiently holding.
[00:34:07.738 --> 00:34:10.519]  We'll also be taking your calls coming up in the next hour.
[00:34:10.519 --> 00:34:12.900]  You're welcome to hold until then, or call back later.
[00:34:14.778 --> 00:34:16.243]  There's another Bloomberg story here.
[00:34:16.243 --> 00:34:20.498]  Hundreds of economists urge Congress not to take a rush on rescue plan.
[00:34:21.420 --> 00:34:30.568]  We also have a former Nobel Prize winner for economics, Joseph Stiklitz, who exposed that this was a orchestrated plan when he left the IMF and World Bank in 2002.
[00:34:30.568 --> 00:34:33.331]  I interviewed him again about a week and a half ago.
[00:34:33.331 --> 00:34:35.272]  I interviewed Ron Paul earlier this week.
[00:34:35.272 --> 00:34:37.274]  Bailout failure will cause U.S.
[00:34:37.274 --> 00:34:38.055]  crash.
[00:34:38.055 --> 00:34:46.902]  So we have all these top economists saying it's a fraud, it's a scam, it's theft, it's making a new branch of government, it's literally letting the private banks
[00:34:48.003 --> 00:34:53.565]  Become government, but then they will use governmental power to shut down other financial institutions.
[00:34:53.565 --> 00:34:56.645]  So this is pure fascism.
[00:34:56.645 --> 00:34:59.246]  And what does both political parties do?
[00:34:59.246 --> 00:35:00.106]  There are polls.
[00:35:00.106 --> 00:35:07.008]  A week ago, Ross Mewson and others, Zogby, had polls of 28 to 30 percent for the bailout.
[00:35:07.008 --> 00:35:10.949]  Now we have polls that came out in the last two days as low as 5 percent.
[00:35:10.949 --> 00:35:12.790]  I have two different polls here that show 9 percent.
[00:35:14.119 --> 00:35:16.681]  And I'm sure you've seen those polls too, they've been all over the news.
[00:35:16.681 --> 00:35:32.652]  The point is, 9% support it, but magically almost every politician does, and they've got Nancy Pelosi, and they've got Paulson, and they've got Bush, and they've got Barack Obama, and John McCain, and Sarah Palin, and all of them.
[00:35:33.493 --> 00:35:38.038]  Up there agreeing that, oh, we've got to have this or a depression is going to hit.
[00:35:38.038 --> 00:35:40.080]  And then all these headlines like this today.
[00:35:40.080 --> 00:35:41.902]  Bailout failure will cause U.S.
[00:35:41.902 --> 00:35:42.682]  crash.
[00:35:42.682 --> 00:35:43.223]  The U.S.
[00:35:43.223 --> 00:35:47.747]  stock market could suffer a devastating crash with shares losing a third of their value this week.
[00:35:47.747 --> 00:35:50.550]  If Hank Paulson's financial bailout plan fails, U.S.
[00:35:50.550 --> 00:35:52.152]  Treasury officials have warned.
[00:35:54.426 --> 00:35:59.153]  And so, meanwhile, again, there's wheels within wheels here.
[00:35:59.153 --> 00:36:00.355]  They did a $940 billion payout this week!
[00:36:00.355 --> 00:36:00.916]  That's Reuters!
[00:36:00.916 --> 00:36:03.901]  $940 billion out of the Treasury!
[00:36:08.604 --> 00:36:12.367]  Just made up, put on our backs, devaluing the currency.
[00:36:12.367 --> 00:36:14.989]  You think, on average, 15% inflation this year.
[00:36:14.989 --> 00:36:17.311]  It was 10% last year, now it's about 15%.
[00:36:17.311 --> 00:36:21.094]  Most economists I've talked to say it'll be about 20-30% next year.
[00:36:21.094 --> 00:36:22.274]  Compounded each year!
[00:36:22.274 --> 00:36:24.356]  Oh, what's that going to do to people on fixed incomes?
[00:36:24.356 --> 00:36:26.998]  Or anybody for that matter!
[00:36:26.998 --> 00:36:33.783]  And so remember when you're having... You think inflation's been bad now with fuel and food and how... No, no, no.
[00:36:33.783 --> 00:36:36.305]  Wait until you get 20% compounded.
[00:36:36.305 --> 00:36:36.846]  Not just 10 or 15.
[00:36:38.374 --> 00:36:52.542]  So all of this is going on, but the biggest issue here is that even in the newest version, even in the latest version,
[00:36:56.784 --> 00:37:13.736]  They are talking about making the Federal Reserve, basically, and private bankers, the controllers of the Treasury, and in a small group of less than a dozen families that own the Federal Reserve, they control the federal regulators, they go out and take over whoever they want, they act as government.
[00:37:13.736 --> 00:37:14.936]  They have a letter of mark.
[00:37:14.936 --> 00:37:16.958]  Well, they're already doing that!
[00:37:16.958 --> 00:37:25.724]  Just like they already spied on us without warrants, and then went back and got the liability protection, the pardons.
[00:37:26.838 --> 00:37:32.763]  So, there's just so many facets to this, but I just want to remind you, you're talking about $700 billion, it's really $5 trillion.
[00:37:32.763 --> 00:37:41.990]  And then the last week it was $940 billion, and they passed over a trillion dollar defense budget Friday.
[00:37:41.990 --> 00:37:46.354]  So, understand, ladies and gentlemen, they're also faking the liquidity crisis.
[00:37:46.354 --> 00:37:53.740]  The big banks are taking the money, because only select banks are being given this, the $940 something billion.
[00:37:53.740 --> 00:37:56.262]  And they got more than that in the last year and a half before that.
[00:37:58.809 --> 00:38:04.310]  They take that money, and then they ban shorting against themselves, as Webster talks about.
[00:38:04.310 --> 00:38:14.413]  They ban predatory action against themselves, but then attack the real economy, manufacturing, retail, the service economy.
[00:38:14.413 --> 00:38:17.513]  Then they're attacking that and taking that over right now.
[00:38:17.513 --> 00:38:19.734]  This is a vicious, militarized takeover.
[00:38:20.521 --> 00:38:26.568]  Webster Tarpley, I want to spend the three or four minutes in this segment first because you're a top scholar.
[00:38:26.568 --> 00:38:29.292]  I mean, going through your bio, it's long.
[00:38:29.292 --> 00:38:31.414]  You've written books on the economy, papers on it.
[00:38:31.414 --> 00:38:32.776]  You predicted all of this.
[00:38:32.776 --> 00:38:35.960]  You're also an expert on Obama, and I want to get into that.
[00:38:35.960 --> 00:38:38.543]  But first, in this abbreviated segment we have left with you,
[00:38:39.426 --> 00:38:42.850]  Then we'll come back with Barack Obama.
[00:38:42.850 --> 00:38:52.343]  I've thrown out in the last three or four minutes a few of the points I'm looking at here, but just simplifying it for people, what are they witnessing right now with this mass looting?
[00:38:52.343 --> 00:38:57.129]  Well it is of course a world economic depression of unimaginable proportions.
[00:38:57.749 --> 00:38:59.572]  It is not controlled by anybody.
[00:38:59.572 --> 00:39:05.078]  There is no oligarchical banking group anywhere in the world that has any of this under control.
[00:39:05.078 --> 00:39:09.183]  But they are, well let me stop you, but they are engineering more stealing.
[00:39:09.183 --> 00:39:11.286]  I agree it's out of control, but they are stealing.
[00:39:14.970 --> 00:39:21.000]  Directed against others, but this is a genuine, authentic world economic breakdown crisis.
[00:39:21.000 --> 00:39:28.492]  It is the collapse of the Anglo-American system, the post-1945 dollar-based imperialist system.
[00:39:28.492 --> 00:39:29.774]  And above all, at the center of that
[00:39:30.194 --> 00:39:31.995]  It is the crisis of the derivatives.
[00:39:31.995 --> 00:39:34.296]  We're told that this is a bailout of mortgages.
[00:39:34.296 --> 00:39:35.377]  That is a big lie.
[00:39:35.377 --> 00:39:36.238]  Yes.
[00:39:36.238 --> 00:39:43.001]  If the government were getting mortgages, they would have, then, income flows or houses, if there were no income flows.
[00:39:43.001 --> 00:39:44.923]  That would be much less serious.
[00:39:44.923 --> 00:39:45.623]  It would be bad.
[00:39:45.623 --> 00:39:49.045]  Hey, all the bad mortgages could have been paid off for less than $100 billion.
[00:39:49.045 --> 00:39:50.386]  That is admitted.
[00:39:50.386 --> 00:39:53.488]  So why are we talking about trillions and trillions because they sold junk?
[00:39:53.488 --> 00:39:57.010]  You're talking about $1 quadrillion, $1,000 trillion to $1.5 quadrillion.
[00:39:59.811 --> 00:40:02.032]  Of derivatives, and that is what's being bailed out.
[00:40:02.032 --> 00:40:10.577]  Now, you're very right to point out that this is monstrous, it's elitist, it's oligarchical, it's unconstitutional, it's criminal and all this other stuff.
[00:40:10.577 --> 00:40:12.338]  Let me just focus on the other point.
[00:40:12.338 --> 00:40:13.658]  It's futile.
[00:40:13.658 --> 00:40:14.939]  You cannot prop up
[00:40:15.279 --> 00:40:15.579]  I think?
[00:40:33.678 --> 00:40:35.259]  Yes, and they know that.
[00:40:35.259 --> 00:40:37.841]  They know it ends in the end of the dollar.
[00:40:37.841 --> 00:40:44.406]  My point is, Webster, $940 billion was shelled out last week, and the public doesn't even know.
[00:40:44.406 --> 00:40:46.588]  It's buried in Reuters and AP.
[00:40:46.588 --> 00:40:55.535]  Meanwhile, the public's talking about revolting over $700 billion, and as you said, they're blaming the public for this on subprime mortgages, and it has nothing to do with it!
[00:40:55.535 --> 00:40:55.755]  Right.
[00:40:55.755 --> 00:40:56.976]  The reactionary myth
[00:40:59.037 --> 00:40:59.598]  We're good to go.
[00:41:15.314 --> 00:41:20.978]  We've got Bradford and Bingley, which is the second largest mortgage bank in the United Kingdom.
[00:41:20.978 --> 00:41:24.781]  We had WAMU, the biggest bank in world history to go under, went under three days ago.
[00:41:24.781 --> 00:41:25.862]  We had Washington Mutual.
[00:41:25.862 --> 00:41:29.224]  We also have HBOS Bank, another very large British mortgage lender.
[00:41:29.224 --> 00:41:31.686]  And two weeks ago we had Fannie Mae and Freddie Mac.
[00:41:31.686 --> 00:41:34.088]  Okay, so it's an authentic world economic depression.
[00:41:34.088 --> 00:41:36.310]  Now your basic choices are three, and let me stress this.
[00:41:36.870 --> 00:41:47.760]  The first is the hyperinflationary bailout that you're seeing right now, which is what Goldman Sachs is demanding, through Paulson, with the help of Pelosi and Reid, and Obama.
[00:41:47.760 --> 00:41:52.985]  The Democratic Party is by and large the principal party of Wall Street and the bailout.
[00:41:52.985 --> 00:41:57.189]  And the real economy gets nothing, but we set the bill for all of it.
[00:41:58.550 --> 00:42:01.271]  The first one is the hyperinflationary bailout.
[00:42:01.271 --> 00:42:02.512]  That's what you have to stop now.
[00:42:02.512 --> 00:42:07.374]  Any person of goodwill has to say, no, no, no, a thousand times no.
[00:42:07.374 --> 00:42:13.577]  However, if that's all you do, you get the second possibility, which is the deflationary crash.
[00:42:13.577 --> 00:42:23.741]  And people who just say, no to the bailout, go back to the free market, unfortunately, that will get you into chain reaction bankruptcies of the large money center banks.
[00:42:23.741 --> 00:42:25.582]  It will lead to a general banking panic.
[00:42:26.082 --> 00:42:28.864]  And a deflationary crash on the model of 1930, 31, 32.
[00:42:28.864 --> 00:42:36.430]  With a stagflation overlay, you're still going to have the Weimar Republic type printing press stuff.
[00:42:36.430 --> 00:42:40.072]  Well, the printing press is the hyperinflationary one, so that would be number one.
[00:42:40.072 --> 00:42:42.374]  But you can have the two together.
[00:42:42.374 --> 00:42:43.174]  You might have that too.
[00:42:43.174 --> 00:42:45.776]  You might have a hyperinflationary depression.
[00:42:45.776 --> 00:42:47.438]  That's certainly a possibility.
[00:42:47.438 --> 00:42:52.081]  But I think just to simplify it, either the hyperinflationary bailout, which ends in failure of course,
[00:42:52.601 --> 00:42:53.983]  Or the deflationary one.
[00:42:53.983 --> 00:42:56.205]  The third one is the obvious thing to do.
[00:42:56.205 --> 00:42:57.726]  Return to the New Deal.
[00:42:57.726 --> 00:43:05.233]  Return to the tested, tried-and-true, absolutely proven, and fact-tested remedies of the New Deal.
[00:43:05.233 --> 00:43:06.054]  All right, Webster, stay there.
[00:43:06.054 --> 00:43:09.017]  We're going to come back and let you get into that and then Barack Obama.
[00:43:09.017 --> 00:43:14.122]  But to be clear, again, this is socialism for the bankers or socialism for the people.
[00:43:14.702 --> 00:43:15.722]  Honey, have you seen the remote?
[00:43:15.722 --> 00:43:16.743]  Sweetie, have you seen my car keys?
[00:43:16.743 --> 00:43:17.423]  I can't find my wallet!
[00:43:35.390 --> 00:43:36.231]  Sound familiar?
[00:43:36.231 --> 00:43:39.693]  Why not save time looking for lost things and lose the stress instead?
[00:43:39.693 --> 00:43:45.037]  Introducing our patented Find One Find All Key Finders, or FOFA XD for short.
[00:43:45.037 --> 00:43:51.221]  Once a FOFA Key Finder is attached to each of those easy-to-lose things, it can find and be found by all the rest.
[00:43:51.221 --> 00:43:57.685]  Use your wallet to find your keys, your keys to find the remote control, or any of them to find an uncharged or muted cell phone.
[00:43:57.685 --> 00:43:59.246]  The possibilities are endless.
[00:43:59.246 --> 00:44:04.950]  FOFA goes through walls, cushions, and laundry baskets up to 30 feet and projects a clear 90 plus decibel beep.
[00:44:05.570 --> 00:44:07.411]  Got the remote!
[00:44:07.411 --> 00:44:09.051]  Oh, my keys!
[00:44:09.051 --> 00:44:10.412]  There's my wallet!
[00:44:10.412 --> 00:44:17.894]  Order your Fufa today with batteries included along with a 30-day money-back guarantee by calling Find One Find All at 866-245-8670.
[00:44:17.894 --> 00:44:18.414]  That's 866-245-8670.
[00:44:18.414 --> 00:44:20.495]  Or buy online at FindOneFindAll.com.
[00:44:20.495 --> 00:44:21.475]  That's FindOneFindAll.com.
[00:44:29.298 --> 00:44:39.322]  If your body isn't feeling too well these days, you're gonna start taking this hemp I say, go to hempusa.org.
[00:44:39.322 --> 00:44:43.744]  You may not like what I'm about to say, but you know I'm gonna say it anyway.
[00:44:43.744 --> 00:44:51.867]  The government doesn't want the best for you, they keep you down, they keep you blue, they starve your body for all its nutrients.
[00:44:53.912 --> 00:44:56.373]  They won't let you grow industrial hemp.
[00:44:56.373 --> 00:45:03.637]  It really doesn't make any kind of sense when it's so healthy for the world and useful for you, my friends.
[00:45:03.637 --> 00:45:08.239]  I hope Mr. Bush will hear this song, for the heart of America wants this one.
[00:45:08.239 --> 00:45:13.062]  Go to hempusa.org.
[00:45:13.062 --> 00:45:18.024]  If you're a truther, an anarchist, a renegade, you only want things that God has made.
[00:45:18.024 --> 00:45:20.486]  Go to hempusa.org.
[00:45:22.498 --> 00:45:24.718]  We offer free shipping anywhere in the states.
[00:45:24.718 --> 00:45:27.979]  Go to hempusa.org.
[00:45:27.979 --> 00:45:45.083]  You know, as a father and a husband, one of the enjoyable things in my life has been walking in at night and checking on my children, checking up on my wife, making sure she has the things she needs, but mostly providing for my family and knowing that they're secure, that they feel comfortable every day in their little skins.
[00:45:45.083 --> 00:45:49.464]  They don't have to worry about the oddities of the world taking over and wrecking their lives.
[00:45:49.464 --> 00:45:51.464]  I've always wanted to be a good provider.
[00:45:51.664 --> 00:46:03.228]  And I'm not going to change that now just because the economy's in upheaval, and because there's a lot of political and social uncertainty, and I hear about global famines, and I see the escalating prices in gas and food and oil.
[00:46:03.228 --> 00:46:05.248]  Electricity's going to go way up, I'm told, this winter.
[00:46:05.248 --> 00:46:06.409]  Hey, I'm not going to sweat it.
[00:46:06.409 --> 00:46:07.429]  I've done the right thing.
[00:46:07.429 --> 00:46:09.850]  I got rid of a bunch of junk and toys out in the garage.
[00:46:09.850 --> 00:46:11.610]  I converted that money into food.
[00:46:11.610 --> 00:46:12.351]  That food's out there.
[00:46:12.351 --> 00:46:14.291]  I've got a two or three year supply of food in the garage.
[00:46:14.291 --> 00:46:15.352]  My family's secure.
[00:46:15.352 --> 00:46:16.632]  I don't got to worry, okay?
[00:46:16.852 --> 00:46:19.573]  I do hope that you'll join me in this new sense of American security.
[00:46:19.573 --> 00:46:21.113]  Call eFoodsDirect.com.
[00:46:21.113 --> 00:46:22.714]  That's eFoodsDirect.com.
[00:46:22.714 --> 00:46:23.234]  Or 1-800-409-5633.
[00:46:23.234 --> 00:46:26.275]  That's 1-800-409-5633.
[00:46:26.275 --> 00:46:28.575]  Call them today.
[00:46:28.575 --> 00:46:29.595]  You'll be glad you did.
[00:46:29.595 --> 00:46:31.476]  Lead from solder and copper pipes.
[00:46:31.476 --> 00:46:32.636]  Mercury from fish.
[00:46:32.636 --> 00:46:33.556]  Dental fillings.
[00:46:33.556 --> 00:46:34.297]  Vaccines.
[00:46:34.297 --> 00:46:35.317]  Arsenic in the water.
[00:46:35.317 --> 00:46:39.138]  These heavy metal toxins are difficult or even impossible to avoid.
[00:46:39.318 --> 00:46:43.299]  Even trace amounts of these heavy metals over time can impact your health.
[00:46:43.299 --> 00:46:54.842]  Many health problems have been suggested as being related to this heavy metal exposure, including memory loss, high blood pressure, depression, mood swings, speech disorders, neuropathy, autoimmune diseases, chronic fatigue, and more.
[00:46:54.842 --> 00:47:00.864]  Unfortunately, traditional detoxifying isn't able to clear the body of these harmful and potentially deadly toxins.
[00:47:01.024 --> 00:47:03.585]  That's why there's Puraclear from Ripple Creek.
[00:47:03.585 --> 00:47:13.151]  Puraclear contains a proprietary blend of ingredients including a cilantro extract and alpha lipoic acid among other ingredients formulated specifically to promote body cleansing.
[00:47:13.151 --> 00:47:21.976]  Puraclear also has ingredients selected to promote improved circulation to enhance activity so that heavy metals may be more effectively captured and removed from the body.
[00:47:21.976 --> 00:47:25.338]  Order Puraclear now by calling Ripple Creek at 203-331-0363 or go to RippleCreek.com.
[00:47:31.357 --> 00:47:34.904]  You are listening to GCN.
[00:47:34.904 --> 00:47:37.148]  Visit GCNlive.com today.
[00:47:51.358 --> 00:47:53.222]  Okay, folks, we're back live.
[00:47:53.222 --> 00:47:54.965]  Look, I want to be clear here.
[00:47:54.965 --> 00:48:01.055]  Webster and myself are not disagreeing on this subject of the Anglo-American banking system.
[00:48:01.055 --> 00:48:03.580]  The statement I'm making is they made the decision
[00:48:05.325 --> 00:48:13.331]  To securitize all these different derivatives, to make up all these new flim-flam articles in the last 20 years.
[00:48:13.331 --> 00:48:16.132]  There was always a lot of fraud involved in central banking.
[00:48:16.132 --> 00:48:28.941]  That's the real banking, where the private families control the government's issuance of currency and credit, and then they can leverage out, you know, 9 to 20 times, depending on the government, what they actually have in deposits.
[00:48:31.212 --> 00:48:44.202]  But when you hear that it was countrywide and Fannie Mae and Freddie Mac and all of this, you know, going out to people that were poor and giving them, you know, two, three, four percent mortgages that then ballooned later, and that you hear, that's what caused all this.
[00:48:44.202 --> 00:48:47.384]  That has nothing to do with it.
[00:48:47.384 --> 00:48:49.066]  That's less than a hundred billion dollars.
[00:48:49.066 --> 00:48:52.548]  We're talking about thousands of trillions here.
[00:48:52.548 --> 00:48:55.310]  That's admitted numbers.
[00:48:55.310 --> 00:48:56.852]  We're talking close to a trillion.
[00:48:56.852 --> 00:48:59.914]  Nine hundred and forty billion bailed out last week.
[00:49:00.686 --> 00:49:11.831]  Now the point is they already moved into real assets, they wrote white papers how this was going to collapse, how they knew it was going to collapse, and how out of this they're going to set up a new international banking system.
[00:49:11.831 --> 00:49:22.936]  And by the way, Kissinger came out last week, a bunch of others came out, exactly as we told you years ago they would and said, now we need a world government run by the private bankers and you buy carbon tax credits from them.
[00:49:24.318 --> 00:49:26.141]  And so, yes.
[00:49:26.141 --> 00:49:26.922]  Is it imploding?
[00:49:26.922 --> 00:49:27.803]  Is it a real crisis?
[00:49:27.803 --> 00:49:28.164]  Yes.
[00:49:28.164 --> 00:49:30.287]  But did they foresee that?
[00:49:30.287 --> 00:49:34.033]  Did they at least delude themselves into believing they would control it?
[00:49:34.033 --> 00:49:35.975]  There is no debating that.
[00:49:35.975 --> 00:49:39.200]  And I don't think Webster disagrees with me on that point, that they opportunistically
[00:49:40.041 --> 00:49:46.864]  Therefore, it's time for us to mobilize to impose a far different outcome, because obviously the Wall Street group, they've chosen Obama as the main vehicle for this stuff.
[00:50:01.950 --> 00:50:04.652]  The Democratic Party, unfortunately, would be the vehicle.
