[00:00:00.089 --> 00:00:01.210]  We're good.
[01:03:48.497 --> 01:03:54.482]  We see mainstream reports that Bush may strike quote of Obama's elected before he leaves office.
[01:03:54.482 --> 01:03:58.605]  And we know that they certainly are split on whether they should jack up oil prices or not.
[01:03:58.605 --> 01:04:02.448]  But they were pretty much unified on jacking them up two years ago, weren't they, Jim?
[01:04:02.448 --> 01:04:04.169]  Oh, yes, they were.
[01:04:04.169 --> 01:04:08.533]  We're talking about with great enthusiasm and
[01:04:10.291 --> 01:04:17.514]  Is it just that universal approval for jacking up the oil prices so if they're able to order the price of oil up, they can order it down?
[01:04:17.514 --> 01:04:19.035]  And I hope they do.
[01:04:19.035 --> 01:04:24.858]  Or at least it's all about putting a lid on it, not necessarily down, but restraining the rise.
[01:04:24.858 --> 01:04:29.720]  Which means at least not making the bad situation even worse.
[01:04:32.136 --> 01:04:32.536]  Oh, great words.
[01:04:32.536 --> 01:04:34.658]  It was a lot of fun, and we'll see you next time.
[01:04:51.030 --> 01:05:04.181]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut, an entirely new two-hour film that completely destroys the official fable forever.
[01:05:04.181 --> 01:05:15.249]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[01:05:15.249 --> 01:05:18.152]  Loose Change Final Cut is the ultimate 9-11 expose
[01:05:18.652 --> 01:05:20.393]  From hijackers being trained at U.S.
[01:05:20.393 --> 01:05:26.536]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:05:26.536 --> 01:05:31.939]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[01:05:31.939 --> 01:05:41.725]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:05:42.165 --> 01:05:44.812]  We're in a no-holds-barred information war.
[01:05:44.812 --> 01:05:50.126]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:05:52.136 --> 01:05:56.559]  Would you like to know how you can use water as fuel and laugh at the rising price of gas?
[01:05:56.559 --> 01:05:58.700]  Then keep listening for a very special offer.
[01:05:58.700 --> 01:06:04.063]  GasFreedom.info has the information you need to learn about a simple technology you can have right now.
[01:06:04.063 --> 01:06:08.526]  Gas Freedom is a do-it-yourself, affordable, practical, free-energy device.
[01:06:08.526 --> 01:06:12.928]  It uses electricity from your car's battery to separate water into a gas called HHO.
[01:06:14.189 --> 01:06:14.669]  I think so.
[01:06:38.302 --> 01:06:38.642]  That's right.
[01:06:51.158 --> 01:06:54.681]  More than 700 chemicals have been found in our drinking water.
[01:06:54.681 --> 01:07:00.086]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[01:07:00.086 --> 01:07:05.251]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[01:07:05.251 --> 01:07:16.381]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[01:07:16.761 --> 01:07:22.543]  The KDF dual media shower filter typically last 10,000 gallons or one year, whichever comes first.
[01:07:22.543 --> 01:07:28.806]  Hospitals, restaurants and water treatment facilities use this media to reduce chlorine, iron, heavy metals and bacteria.
[01:07:28.806 --> 01:07:29.846]  What about you?
[01:07:29.846 --> 01:07:31.847]  Order your KDF shower filter normally.
[01:07:31.847 --> 01:07:35.869]  Forty nine dollars for a special price of only thirty nine ninety nine with free shipping.
[01:07:36.269 --> 01:07:39.593]  Call the Berkey Guy and order now by calling 1-877-886-3653.
[01:07:39.593 --> 01:07:45.580]  That's 1-877-886-3653.
[01:07:45.580 --> 01:07:50.805]  Or simply click on the banner at GCNlive.com to order online now.
[01:07:50.805 --> 01:07:56.392]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[01:08:20.369 --> 01:08:23.051]  All right, we're back live, ladies and gentlemen.
[01:08:23.051 --> 01:08:32.219]  I want to, now that we've gotten to the point of Thursday, because in the first 30 minutes, for those who just joined us, I broke down from getting there Tuesday up until Thursday morning.
[01:08:32.219 --> 01:08:37.183]  And I'm going to continue with a basic breakdown of what happened in the five days that we were there.
[01:08:37.183 --> 01:08:39.985]  But before we do that, I want to play this clip from CNN.
[01:08:41.178 --> 01:08:41.599]  I think so.
[01:09:04.392 --> 01:09:06.554]  They were reporting he was at multiple secret meetings.
[01:09:06.554 --> 01:09:09.838]  Then they said he was at Hillary's house and the media all camped out there.
[01:09:09.838 --> 01:09:11.219]  Then it was Dianne Feinstein's house.
[01:09:11.219 --> 01:09:12.641]  Then it was another meeting.
[01:09:13.303 --> 01:09:23.531]  And the MO we've got is that they did go to the Bilderberg Group and there was a massive activity that Thursday afternoon in the hour and a half after he got off the plane and disappeared.
[01:09:23.531 --> 01:09:26.213]  So I want to go ahead and play that audio right now.
[01:09:26.213 --> 01:09:30.616]  This is on board the plane with Obama's press secretary.
[01:09:30.616 --> 01:09:38.542]  They're trying to diffuse where he's gone and where he admits he's going to multiple secret meetings, going to the Kingmakers to be approved.
[01:09:39.417 --> 01:09:40.517]  Here's the clip.
[01:09:40.517 --> 01:09:45.278]  Presumptive nominees in the past has always been that they have at least a press pool with them at all times.
[01:09:45.278 --> 01:09:48.259]  Is there a reason why we didn't go with him in the motorcade all the way?
[01:09:48.259 --> 01:09:53.780]  This is what we're out here for, and now we're on this plane with no candidate.
[01:09:53.780 --> 01:10:05.423]  Look, I understand that there was a desire to do these meetings obviously in private, and that's what we're doing here tonight.
[01:10:07.223 --> 01:10:12.225]  It wasn't an attempt to deceive in any way, it's just... Stop right there!
[01:10:12.225 --> 01:10:14.905]  Back it up about 10 seconds, not an attempt to deceive in any way.
[01:10:14.905 --> 01:10:26.689]  To be clear, they land in Virginia, they tell them Obama's gonna get right back on, and this has been admitted, mainstream controlled press even admits it, and then they lock the plane down and took off with them to Chicago.
[01:10:28.172 --> 01:10:28.752]  Okay.
[01:10:28.752 --> 01:10:30.013]  Quote, there was a desire.
[01:10:30.013 --> 01:10:41.798]  I think we're fast forward and rewinding the tape.
[01:10:41.798 --> 01:10:44.799]  Let's just rewind it back to the start and start in a moment.
[01:10:44.799 --> 01:10:45.519]  In just a second.
[01:10:45.519 --> 01:10:48.140]  Okay, I wanted people to hear this unedited.
[01:10:48.140 --> 01:10:51.422]  Okay, this clips up on CNN.com if you want to go watch it.
[01:10:51.422 --> 01:10:52.962]  We'll give you the title of it later.
[01:10:52.962 --> 01:10:54.783]  But the point is that
[01:10:55.427 --> 01:10:57.107]  Listen, oh, there's no attempt to deceive.
[01:10:57.107 --> 01:10:58.608]  Well, he's deceiving right there.
[01:10:58.608 --> 01:11:03.589]  They lock him on the plane in America, and they fly him to Chicago, four states away.
[01:11:03.589 --> 01:11:09.931]  Now, this is what happens in the United States, because there was a desire for him to be able to attend secret meetings.
[01:11:09.931 --> 01:11:11.371]  Okay, do you understand?
[01:11:11.371 --> 01:11:16.493]  Then they gave out two different meetings they were at, and said he was at other meetings in the next few days.
[01:11:16.493 --> 01:11:18.333]  We believe he was in Bilderberg.
[01:11:18.333 --> 01:11:24.655]  But we don't get to know, because in America, the press gets tricked onto airplanes, and flown to another state.
[01:11:26.089 --> 01:11:27.549]  Which basically is kidnapping.
[01:11:27.549 --> 01:11:29.390]  Here it is.
[01:11:29.390 --> 01:11:34.331]  Presumptive nominees in the past has always been that they have at least a press pool with them at all times.
[01:11:34.331 --> 01:11:37.152]  Is there a reason why we didn't go with him in the motorcade all the way?
[01:11:37.152 --> 01:11:42.673]  This is what we're out here for and now we're on this plane with no candidate.
[01:11:42.673 --> 01:11:54.317]  Look, I understand that there was a desire to do these meetings obviously in private and that's what we're doing here tonight.
[01:11:56.144 --> 01:11:58.327]  It wasn't an attempt to deceive in any way.
[01:11:58.327 --> 01:12:00.169]  It's just private meetings.
[01:12:11.081 --> 01:12:11.941]  We go with him.
[01:12:11.941 --> 01:12:18.603]  If he goes out to dinner or goes to visit a friend three blocks up the road, we go with him in the motorcade.
[01:12:18.603 --> 01:12:21.384]  And, you know, that's the expectation in a general election.
[01:12:21.384 --> 01:12:26.886]  And that's the way it's been with previous candidates, John Kerry, George Bush, you know, when he ran.
[01:12:26.886 --> 01:12:28.746]  I mean, that's the way it's done.
[01:12:28.746 --> 01:12:31.467]  So why are we diverging from that?
[01:12:31.467 --> 01:12:33.568]  And, you know, we would have been happy to sit on the runway.
[01:12:33.568 --> 01:12:37.129]  We didn't have anything better to do other than do what we're paying
[01:12:38.200 --> 01:12:39.240]  I don't know the exact time.
[01:13:04.284 --> 01:13:12.047]  I don't remember when I got notified exactly of when everything was going to happen.
[01:13:12.047 --> 01:13:14.708]  At that point, I can go look on my blackboard.
[01:13:14.708 --> 01:13:21.130]  I don't honestly remember, and I want to make sure that I give you the information.
[01:13:21.130 --> 01:13:24.811]  It generally would have been set up in Chicago.
[01:13:26.107 --> 01:13:34.439]  Robert, why were we not told about this meeting and that the Senator wouldn't be on our flight until the doors were shut and we were about to taxi to take off?
[01:13:38.556 --> 01:13:39.477]  We had a desire.
[01:13:39.477 --> 01:13:42.979]  Senator Obama had a desire to do some meetings.
[01:13:42.979 --> 01:13:47.503]  Others had a desire to meet with him tonight in a private way, and that's what we're doing.
[01:13:47.503 --> 01:13:52.306]  We could have sat on the plane and waited for him to come and at least we would have been in the same city with him.
[01:13:52.306 --> 01:13:53.547]  He could have done it privately.
[01:13:53.547 --> 01:13:57.290]  We just wouldn't have been in the air during the duration of this meeting.
[01:13:57.290 --> 01:13:58.611]  I understand.
[01:13:58.611 --> 01:14:01.533]  What's the rationale behind us leaving?
[01:14:01.533 --> 01:14:02.333]  So we can get back to Chicago.
[01:14:03.867 --> 01:14:09.889]  Who made the decision that we were going to leave in a separate plane?
[01:14:09.889 --> 01:14:10.850]  Who is the person?
[01:14:10.850 --> 01:14:13.011]  I mean, who do we complain to?
[01:14:25.524 --> 01:14:30.669]  That guy looks like me.
[01:14:30.669 --> 01:14:34.333]  If there's somebody I can email this off to, I'll be more than happy.
[01:14:34.333 --> 01:14:39.339]  No, no, look, I understand your objections and I will
[01:14:48.243 --> 01:14:56.526]  Make sure that everyone is aware of that and endeavor to set up a process, as you said.
[01:14:56.526 --> 01:14:57.127]  Okay, pause it there.
[01:14:57.127 --> 01:14:58.007]  We'll play the rest later.
[01:14:58.007 --> 01:15:02.309]  But the point here is, this is how Barack Obama is going to govern.
[01:15:02.309 --> 01:15:03.549]  This gives you an idea.
[01:15:03.549 --> 01:15:04.930]  They tell the press, get on the plane.
[01:15:04.930 --> 01:15:06.690]  He's going to Chicago with you.
[01:15:06.690 --> 01:15:07.611]  They get him on board.
[01:15:07.611 --> 01:15:08.631]  The motorcade pulls up.
[01:15:09.201 --> 01:15:11.041]  To fool everybody.
[01:15:11.041 --> 01:15:16.982]  They lock the door, start taxiing, take off, and then they're in the air telling him he's not going to Chicago.
[01:15:16.982 --> 01:15:19.123]  And he didn't go to Chicago for a day and a half.
[01:15:19.123 --> 01:15:23.204]  There's a desire for him to meet with some people at some meetings.
[01:15:23.204 --> 01:15:24.624]  And multiple meetings.
[01:15:24.624 --> 01:15:25.604]  Secret meetings.
[01:15:25.604 --> 01:15:34.286]  So, this is, this is, even the controlled corporate media is manipulated and completely kept.
[01:15:34.286 --> 01:15:35.386]  Completely domesticated.
[01:15:36.627 --> 01:15:40.472]  They tell them, get on the plane, Barack Obama's flying with you to Chicago.
[01:15:40.472 --> 01:15:50.604]  And they said, because he had a desire, the campaign had a desire to be able to have private meetings, so we lied to the media and had you get on the plane and sent you to another state.
[01:15:50.604 --> 01:15:51.325]  We kidnapped you.
[01:15:52.171 --> 01:15:58.834]  And these people have been so trained how to be slaves that they don't even realize the full magnitude of what's just happened.
[01:15:58.834 --> 01:16:11.499]  But this guy, in plain view, giggling and smirking and laughing, just says, hey, we had a desire to not be followed, a desire to be able to have secret meetings, and so we lied to you and put you on a plane and sent you to a state 600 miles away.
[01:16:11.499 --> 01:16:12.320]  Or is it 700 miles away?
[01:16:12.320 --> 01:16:16.001]  This is how they operate.
[01:16:20.712 --> 01:16:48.062]  This is what they do, and the poor kept media that only knows how to read government press releases on the air, they couldn't even figure out to go where they were all meeting, but we were there with paramilitary forces in clown masks following us around and threatening us, and pulling fire alarms on us, and chasing us, and photographing us, and threatening us, and grabbing demonstrators out of the line, and frisking them, and slamming them up against police cars.
[01:16:49.011 --> 01:16:50.693]  This is your criminal government.
[01:16:50.693 --> 01:17:01.168]  They do whatever they want, whenever they want, they act however they want, and now, our entire life is basically at the whim of covert operations.
[01:17:03.641 --> 01:17:09.866]  Almost the entire government is secret, operating with no checks and balances in whatever way they want since 1947.
[01:17:09.866 --> 01:17:12.628]  Tens of trillions of dollars have gone into their pockets.
[01:17:12.628 --> 01:17:15.110]  They're turning the entire country into an armed camp.
[01:17:15.110 --> 01:17:17.912]  The Bilderberg Group says they're going to put microchips in everybody.
[01:17:17.912 --> 01:17:20.034]  They've jacked the oil prices up like we told you.
[01:17:20.034 --> 01:17:21.815]  They want to start more wars.
[01:17:21.815 --> 01:17:30.282]  They've got brainwashed military goons who they corrupt by taking to Iraq and then paying them hundreds of thousands of dollars off the table to turn them into criminals.
[01:17:30.282 --> 01:17:31.563]  Then they bring them back domestically.
[01:17:32.183 --> 01:17:42.274]  And now the government, the military, the police, the campaigns are so corrupt they kidnap entire jets full of the entire press corps.
[01:17:42.274 --> 01:17:43.915]  A huge press corps.
[01:17:43.915 --> 01:17:49.221]  The entire press corps covering Barack Obama because he had a desire to not have the press around.
[01:17:49.221 --> 01:17:52.024]  This is a crime, you little morons!
[01:17:52.024 --> 01:17:53.846]  And you don't even know that!
[01:17:53.846 --> 01:17:55.027]  You don't even understand that!
[01:17:56.747 --> 01:18:06.277]  This is how our world operates, where you're lied to, you're manipulated, you're controlled, and this piece of trash sits there and giggles and snickers and laughs about it.
[01:18:10.580 --> 01:18:12.742]  We have to circumvent the mainstream media.
[01:18:12.742 --> 01:18:16.945]  You've got to tell everybody about InfoWars.com and PrisonPlanet.com.
[01:18:16.945 --> 01:18:26.592]  You've got to get all the articles and videos we put up about the Vildenberg Ribbon, what happened this year, and continue for weeks and months to get them out to everybody so they understand what really happened here.
[01:18:26.592 --> 01:18:31.576]  You've got to get our articles about a Barack Obama kidnapping the press corps, and that should be the headline.
[01:18:31.576 --> 01:18:33.337]  We need to rename our stories.
[01:18:33.337 --> 01:18:35.679]  That's what it is, so he can attend a secret meeting.
[01:18:37.463 --> 01:18:39.464]  We need to get this out to the world and warn them.
[01:18:39.464 --> 01:18:41.045]  We're waking up a lot of people.
[01:18:41.045 --> 01:18:44.167]  We're going exponentially, but it's not fast enough.
[01:18:44.167 --> 01:18:46.388]  We've had great success.
[01:18:46.388 --> 01:18:48.229]  But we have to become more resilient.
[01:18:48.229 --> 01:18:49.510]  We have to become stronger.
[01:18:49.510 --> 01:18:50.751]  We have to become bigger.
[01:18:50.751 --> 01:18:52.492]  We have to stop being rinky-dink.
[01:18:52.492 --> 01:18:57.234]  All of us have to get more aggressive.
[01:18:57.234 --> 01:19:04.519]  All of us have to get the word out now in a very sustained, aggressive way.
[01:19:04.519 --> 01:19:06.660]  Because the shadow government has
[01:19:07.651 --> 01:19:14.818]  Conducted a coup d'etat fully by the year 2001.
[01:19:14.818 --> 01:19:18.281]  They took over to a certain extent over the issuance of currency and credit in 1913.
[01:19:18.281 --> 01:19:23.766]  They declared federal emergency organization and martial law under the Wars Power Act of 1933.
[01:19:23.766 --> 01:19:26.308]  The government went underground in 1947 for private interest.
[01:19:29.366 --> 01:19:38.716]  And then they use a successive group of wars and staged terror events to train us how to be prisoners and slaves, and now we're going into the final, deep phases.
[01:19:38.716 --> 01:19:45.964]  When I get back, I'll finish up with what happened in those five days, and I'll tell you about the harassment of my family, and a lot more.
[01:19:45.964 --> 01:19:46.805]  I'm Alex Jones.
[01:19:51.072 --> 01:19:53.053]  Our beloved Republic is on her knees.
[01:19:53.053 --> 01:19:56.655]  The forces of globalism are destroying national sovereignty worldwide.
[01:19:56.655 --> 01:19:58.996]  But in Liberty's darkest hour, there is hope.
[01:19:58.996 --> 01:20:02.157]  For the first time in modern history, the people are beginning to wake up.
[01:20:02.157 --> 01:20:07.880]  It is essential that Patriots worldwide accelerate their fellow man's understanding of the New World Order Master Plan.
[01:20:07.880 --> 01:20:11.802]  We have a short time frame to fully awaken and energize the people to meet this threat.
[01:20:12.122 --> 01:20:17.323]  In the Info War, PrisonPlanet.tv is a powerful weapon in the battle to regain our freedom.
[01:20:17.323 --> 01:20:20.364]  PrisonPlanet.tv is a vault of forbidden information.
[01:20:20.364 --> 01:20:27.585]  All 18 of my documentary films can be downloaded or streamed in super high quality directly to your computer or iPhone and shared with others.
[01:20:27.585 --> 01:20:33.566]  Thousands of special video reports, from tainted vaccines to martial law, can be found in this online video library.
[01:20:33.566 --> 01:20:38.087]  My weekly news television broadcast, thousands of exclusive audio interviews, and so much more.
[01:20:38.387 --> 01:20:41.269]  The Info War is waiting for you to set it free.
[01:20:41.269 --> 01:20:43.311]  Join PrisonPlanet.TV.
[01:20:43.311 --> 01:20:45.293]  Burn the info bombs to disk.
[01:20:45.293 --> 01:20:47.434]  Put them on the file sharing networks.
[01:20:47.434 --> 01:20:49.216]  Bring down the new world order.
[01:20:49.216 --> 01:20:51.357]  PrisonPlanet.TV.
[01:20:51.357 --> 01:20:52.959]  Ted enters from Midas, June 9, 2008.
[01:20:52.959 --> 01:20:55.120]  Gold 898 ounce gold coins can be purchased for $9.24, $12.45, $25.20 per half, $2.27.60 per quarter.
[01:21:01.087 --> 01:21:01.588]  That's 9, 24, 12, 4, 55, 20, and 2, 27, 60.
[01:21:21.147 --> 01:21:24.609]  Dollars fall into 65% of Euro, erosion accelerates.
[01:21:24.609 --> 01:21:27.330]  Countries despise imperialistic policy of US.
[01:21:27.330 --> 01:21:29.411]  Loss of confidence causing more selling.
[01:21:29.411 --> 01:21:32.113]  GAO is warning about the debt spiraling out of control.
[01:21:32.113 --> 01:21:33.193]  Why attack Iran?
[01:21:33.193 --> 01:21:37.816]  Jerome O'Coursey's Iran leads attack against the US dollar document spells it out.
[01:21:37.816 --> 01:21:40.317]  Call 800-686-2237.
[01:21:40.317 --> 01:21:43.959]  The value of your hard-earned money is being destroyed in a global game of chess.
[01:21:43.959 --> 01:21:45.680]  Call 800-686-2237 for Coursey's report today.
[01:21:45.680 --> 01:21:45.960]  That's 800-686-2237.
[01:21:51.809 --> 01:21:55.590]  It is now time to reign in evil and bring them to justice.
[01:21:55.590 --> 01:22:00.612]  Through the authority that has been delegated to us, it is time to destroy the destroyers.
[01:22:00.612 --> 01:22:06.074]  The number of the mounted troops was 200 million, the vast majority of the population of the U.S.
[01:22:06.074 --> 01:22:16.577]  Though the people of the U.S., where their numbers and influence are strongest, have primary responsibility for reigning them in and bringing them to justice, all nations will participate since they reside the world over.
[01:22:17.057 --> 01:22:21.460]  They are called Illuminati, elite, proponents of the New World Order.
[01:22:21.460 --> 01:22:24.241]  They oppose everything that is God and truth.
[01:22:24.241 --> 01:22:27.823]  They are of the line that was disinherited 2,000 years ago.
[01:22:27.823 --> 01:22:40.331]  Everything they have built over the centuries, the wealth they have accumulated, the power they have established, the poisoning of the masses, the destruction of the Earth and mankind, we will undo through the authority that has now been delegated to us.
[01:22:40.791 --> 01:22:44.535]  Visit our website at unveilingthem.com.
[01:22:44.535 --> 01:22:48.838]  That's U-N-V-E-I-L-I-N-G them dot com.
[01:22:48.838 --> 01:22:50.100]  The message of His Kingdom.
[01:22:51.124 --> 01:22:54.206]  Have you ever thought about what's in your shampoo, soap, or detergent?
[01:22:54.206 --> 01:22:59.750]  How about chlorides, dyes, ethanol, sulfates, sodium, formaldehydes, and more?
[01:22:59.750 --> 01:23:05.454]  Even fragrance can indicate the presence of some 4,000 separate ingredients, most of which are synthetic.
[01:23:05.454 --> 01:23:06.935]  Hi, this is Alex Jones.
[01:23:06.935 --> 01:23:15.881]  I was shocked when I discovered I could be inhaling these additives that can lead to coughing, wheezing, and shortness of breath, headaches, nausea, irritation of the skin, and mucous membranes.
[01:23:16.161 --> 01:23:16.241]  Yes.
[01:23:16.241 --> 01:23:18.083]  Now compare a Calben Pure Soap.
[01:23:18.083 --> 01:23:22.308]  All natural, earth friendly, no harsh chemicals, no animal testing.
[01:23:22.308 --> 01:23:27.314]  They're safe and you save 85% of the money you're spending on cleaning products now.
[01:23:27.314 --> 01:23:29.416]  Start saving over $1,000 a year for your family of four.
[01:23:31.158 --> 01:23:32.238]  Keep it natural.
[01:23:32.238 --> 01:23:40.640]  Call Calbin Pure Soap for a free catalog at 1-800-340-7091 or log on to 5starsoap.com.
[01:23:40.640 --> 01:23:45.861]  Try Calbin Pure Soaps and I'll bet you'll never use any other cleaning products again.
[01:23:45.861 --> 01:23:53.123]  Call 1-800-340-7091 for all your cleaning needs.
[01:23:53.123 --> 01:23:59.324]  The preacher man says it's the end of time In the Mississippi River she's a-goin' dry
[01:24:04.414 --> 01:24:05.935]  You know, we take all this for granted.
[01:24:05.935 --> 01:24:09.037]  We get conditioned to it, even when we're fighting it.
[01:24:09.037 --> 01:24:17.341]  The Bilderberg Group is discussing attacking Iran.
[01:24:34.301 --> 01:24:38.384]  The Bilderberg Group is talking about wanting an implantable chip in all of us.
[01:24:38.384 --> 01:24:39.485]  The troops are getting it.
[01:24:39.485 --> 01:24:40.726]  It's in the news.
[01:24:40.726 --> 01:24:41.767]  They're ordering them to take it.
[01:24:41.767 --> 01:24:46.550]  They want to make the general public take chips to track every purchase, everything we do.
[01:24:46.550 --> 01:24:48.472]  Total control.
[01:24:48.472 --> 01:24:55.537]  This was discussed from a source who does not make things up, who has multiple sources inside Bilderberg.
[01:24:55.537 --> 01:24:56.438]  This is happening.
[01:24:56.438 --> 01:24:58.319]  They are setting up a nightmare.
[01:24:58.319 --> 01:25:02.983]  Who could believe that on tape, they'd say, yeah, we lied to you and told you to get on the plane.
[01:25:04.158 --> 01:25:15.145]  We told you he was going to Chicago, but he wasn't because he wanted some privacy, and he wanted to be able to have some secret meetings, so he lied and said he was on a plane, and then knowingly, premeditatedly lied and took off.
[01:25:15.145 --> 01:25:17.426]  That's kidnapping.
[01:25:17.426 --> 01:25:22.289]  That's like telling a child, your mommy's in the car, come get with us, and you jump in the car and they drive off with you.
[01:25:22.289 --> 01:25:25.451]  It's deception, it's fraud, it's racketeering.
[01:25:25.451 --> 01:25:28.133]  And they just giggle and laugh and set their precedence.
[01:25:31.457 --> 01:25:38.402]  In fact, before I get into the rest of what happened in a chronological order, I'm going to go ahead and just talk about this now.
[01:25:38.402 --> 01:25:48.350]  I'm going to start the story this way.
[01:25:48.350 --> 01:26:00.539]  There was this obvious Fed in there asking us what our itinerary was every time we go to the bar, asking us if we wanted to be taken to the State Department to infiltrate or quote, take them on or, you know, do something to them or
[01:26:01.762 --> 01:26:04.384]  Uh, I mean, it was just so obvious.
[01:26:04.384 --> 01:26:06.685]  And these guys all are just big federal cops.
[01:26:06.685 --> 01:26:09.207]  I mean, they all look exactly the same.
[01:26:09.207 --> 01:26:11.329]  They all think they're smart.
[01:26:11.329 --> 01:26:14.691]  They have this fake vision of patriotism they're following.
[01:26:14.691 --> 01:26:17.213]  And then all they do is just engage in every crime you can imagine.
[01:26:17.213 --> 01:26:22.176]  They're horrid people, very weak-minded.
[01:26:22.176 --> 01:26:28.200]  And I walk up and he's got this, uh, he goes, I want to introduce you to an army colonel.
[01:26:28.200 --> 01:26:31.362]  He's going back to Iraq next week and he's over there fighting for America.
[01:26:32.150 --> 01:26:33.411]  I was like, oh God.
[01:26:33.411 --> 01:26:43.780]  And here's this army colonel with the shaved head and... Well, he had the haircut that the colonels and the generals always get where it's shaved on the side, a little bit on the top, combed forward.
[01:26:43.780 --> 01:26:46.742]  I'm sitting there talking to him and I say, oh!
[01:26:46.742 --> 01:26:53.047]  Yeah, you're over there where they fly in billions of dollars every month on big pallets and hundred dollar bills and give them out to the troops and the warlords.
[01:26:53.047 --> 01:26:55.189]  He goes, actually, I'm involved in distributing that out.
[01:26:55.189 --> 01:26:57.531]  And these two guys are smiling and laughing about it.
[01:26:58.672 --> 01:26:59.352]  And I said, yeah.
[01:26:59.352 --> 01:27:00.293]  And he goes, how do you know about that?
[01:27:00.293 --> 01:27:01.474]  And I said, well, I've talked to family.
[01:27:01.474 --> 01:27:02.995]  You know, a private gets $30,000.
[01:27:02.995 --> 01:27:06.096]  A sergeant gets $60,000, $80,000, $100,000.
[01:27:06.096 --> 01:27:07.637]  A colonel gets millions.
[01:27:07.637 --> 01:27:09.118]  The generals get tens of millions.
[01:27:09.118 --> 01:27:11.159]  And I said, this is a way to corrupt them.
[01:27:11.159 --> 01:27:14.141]  This is a way to illegally give them illegal money.
[01:27:14.141 --> 01:27:18.224]  And I said, you know, all these army investigators and people have been murdered.
[01:27:18.224 --> 01:27:21.586]  It's in the hundreds now of investigators that have been murdered.
[01:27:21.586 --> 01:27:23.146]  And they were laughing about that.
[01:27:25.123 --> 01:27:26.423]  It's just real funny, man!
[01:27:26.423 --> 01:27:27.183]  It's funny!
[01:27:27.183 --> 01:27:28.084]  It's funny!
[01:27:28.084 --> 01:27:47.688]  It's funny to get to be part of a mafia, and run a country, and wrap yourself in a flag, and do whatever you want, and have it admitted that they've flown in more than $60 billion, some estimates over $100 billion, every day, C-130s landing with giant pallets, tons of $100 bills.
[01:27:47.688 --> 01:27:52.729]  And they tell the troops, here, you're getting $30 grand, you're getting $35 grand, but you don't tell anybody about this.
[01:27:53.985 --> 01:27:55.407]  See, that's part of seduction.
[01:27:55.407 --> 01:27:59.312]  That's part of bending you and taking over the dark side, corrupting you.
[01:27:59.312 --> 01:28:00.934]  You're now mercenaries.
[01:28:00.934 --> 01:28:02.896]  They now can use that against you.
[01:28:02.896 --> 01:28:05.179]  They don't search you when you're coming back in with the money.
[01:28:05.179 --> 01:28:07.642]  They're now making you the dirty dozen.
[01:28:07.642 --> 01:28:13.549]  They're now creating cadres of corrupt people that are going to come back and rule us as police and FBI and military.
[01:28:16.500 --> 01:28:26.164]  And I wasn't even really angry in hindsight at these young 25 to 35 year old goons driving around harassing us, taking photos of us, flipping us off.
[01:28:26.164 --> 01:28:27.124]  I feel sorry for them.
[01:28:27.124 --> 01:28:29.525]  They'll never have a chance to be real Americans.
[01:28:29.525 --> 01:28:32.766]  They'll never have a chance to have true honor and duty and courage.
[01:28:32.766 --> 01:28:35.827]  They just belong to a criminal mafia.
[01:28:35.827 --> 01:28:37.368]  No doubt they're going to have horrible lives.
[01:28:38.260 --> 01:28:43.602]  When you follow an evil path, it ends up destroying you and they just have no idea what it is to be a true patriot.
[01:28:43.602 --> 01:28:58.509]  They don't understand that the people running them and the people corrupting them scientifically are the ones destroying our sovereignty, dismantling our Bill of Rights and Constitution, debasing our currency, destroying our name worldwide.
[01:28:58.509 --> 01:29:01.270]  You work for the individuals.
[01:29:01.270 --> 01:29:02.271]  And don't you deny this.
[01:29:02.271 --> 01:29:03.851]  Don't you dodge this psychologically.
[01:29:03.851 --> 01:29:04.552]  Listen to the show.
[01:29:04.552 --> 01:29:05.452]  I know you're listening right now.
[01:29:07.219 --> 01:29:12.561]  You work for the people that wrote memos ordering the military to rape children.
[01:29:12.561 --> 01:29:16.342]  To rip their genitals off with pliers.
[01:29:16.342 --> 01:29:18.563]  And you are so twisted.
[01:29:18.563 --> 01:29:22.865]  You have been so given over to evil that you laugh.
[01:29:22.865 --> 01:29:23.565]  You laugh about it.
