[00:00:27.172 --> 00:00:28.052]  News.
[01:01:44.379 --> 01:01:51.501]  When they go up to the Office of Emergency Management, which should have been fully manned, it had been deserted, okay?
[01:01:52.512 --> 01:01:54.133]  Now, the elevators were all shut off.
[01:01:54.133 --> 01:01:59.935]  They had been taken up by a police triage that was already at the building through a, uh, freight elevator.
[01:01:59.935 --> 01:02:03.057]  So, Michael has found the stairwell.
[01:02:03.057 --> 01:02:04.517]  They start going down the stairwell.
[01:02:04.517 --> 01:02:11.320]  Again, this is prior to either tower collapsing, and there is a huge explosion from underneath them that pushes them back to the 8th floor.
[01:02:11.320 --> 01:02:13.161]  Now, this is all on record.
[01:02:13.161 --> 01:02:18.944]  Now, they're stuck in that building, hearing all types of explosions, thinking that they're going to die until about 12.30 to 1 in the afternoon.
[01:02:20.089 --> 01:02:27.331]  When the firefighters finally do come down to get them, they come to a lobby that is unrecognizable, that is blown to kingdom come.
[01:02:27.331 --> 01:02:33.932]  And this is very important too, because in this little video, in the wrap-up, I show you what the Millennium Hilton looks like the next day.
[01:02:33.932 --> 01:02:39.934]  Not only on the facade, on the outside, but I take you inside the Millennium Hilton, where literally there's still vases, the couches are okay.
[01:02:41.175 --> 01:02:53.824]  By the way, we also have video of the front of Building 7, and it's got a few windows knocked down, and we know that Pauper Mechanics is showing a grey-faced building that's got the corner knocked out when the Building 7 was red.
[01:02:53.824 --> 01:02:55.125]  It's a fake!
[01:02:55.125 --> 01:02:58.607]  These are the folks that gave you the Remington photos for the Spanish-American War!
[01:02:58.607 --> 01:03:00.729]  I mean, there's no end to these people!
[01:03:00.729 --> 01:03:02.110]  That seems to be the case.
[01:03:02.110 --> 01:03:07.013]  There seems to be no video corroboration whatsoever for that quote-unquote chunk of the building missing.
[01:03:07.685 --> 01:03:17.931]  Now we also show you in this video footage after at least one of the towers has collapsed of inside building 7 where they literally run up to the main lobby from the South Face.
[01:03:17.931 --> 01:03:22.474]  Now the South Face has a couple windows knocked out but it's not this towering inferno.
[01:03:22.474 --> 01:03:26.757]  There's not quote-unquote 25 percent of the building scooped out.
[01:03:26.757 --> 01:03:37.243]  Now another big point is the fact that when Barry Jennings and Michael Hess got out of the building they both went on separate local news programs and told the exact same
[01:03:37.820 --> 01:03:39.748]  Story that was never followed up upon.
[01:03:40.245 --> 01:03:54.268]  It was only until years later, when we put two and two together, that the man Barry Jennings, who was in the FEMA report describing these explosions, which was brushed off as the first tower falling, was the same man that was on the videos with Michael Hess.
[01:03:54.268 --> 01:04:01.290]  And you went and interviewed him and said, no, there were explosions before either tower fell, again, proving more lies in the commission.
[01:04:01.290 --> 01:04:03.271]  I mean, this is so key, folks.
[01:04:03.271 --> 01:04:03.751]  Absolutely.
[01:04:03.751 --> 01:04:09.192]  And he says that there were many, many explosions and said even when he had gotten out of the building at one in the afternoon,
[01:04:11.444 --> 01:04:20.230]  Now, let's be clear.
[01:04:20.230 --> 01:04:23.392]  All day they're announcing it's going to explode, it's going to fall, get back.
[01:04:23.392 --> 01:04:25.833]  We know they keep backing the time up for it.
[01:04:25.833 --> 01:04:30.136]  They finally do bring it down and we have cops saying, get back, they're going to bring the building down, it's about to blow up.
[01:04:30.136 --> 01:04:34.739]  And then they say, well they just knew it was about to blow up because they knew it was about to collapse.
[01:04:34.739 --> 01:04:37.961]  How are they saying, get back, get back, it's about to blow, it's about to... falls down.
[01:04:37.961 --> 01:04:39.782]  I mean, this is, this is 2 plus 2 equals 4.
[01:04:40.828 --> 01:04:43.230]  Now we have Silverstein saying, pull the building.
[01:04:43.230 --> 01:04:44.451]  That means a controlled demolition.
[01:04:44.451 --> 01:04:46.512]  In their own documentary they admit that.
[01:04:46.512 --> 01:04:47.873]  I mean, we've got them.
[01:04:47.873 --> 01:04:48.894]  This is unbelievable.
[01:04:48.894 --> 01:04:52.496]  They can ignore all these EMTs and police saying, get back, they're going to blow it.
[01:04:52.496 --> 01:04:58.120]  They can ignore all these eyewitnesses, even Amy Goodman saying, investigate it further.
[01:04:58.120 --> 01:05:01.703]  But they can't ignore their own deputy head of emergency management saying.
[01:05:01.703 --> 01:05:03.164]  That's right, and that's why they have to spin it.
[01:05:03.164 --> 01:05:04.965]  They have to put it in with other information.
[01:05:05.365 --> 01:05:05.845]  Hi, neighbor.
[01:05:32.489 --> 01:05:34.611]  We all know that knowledge is power.
[01:05:34.611 --> 01:05:38.274]  We've tried to give you knowledge to help you prepare for rough times.
[01:05:38.274 --> 01:05:43.519]  There's the worldwide famine and our country's dependence on often dangerous food imports.
[01:05:43.519 --> 01:05:46.021]  You know about genetically poisoned food.
[01:05:46.021 --> 01:05:52.226]  Two-thirds of the food is disappearing with the bees along with huge crop failures from all-time record water shortages.
[01:05:52.226 --> 01:05:55.849]  You know they're turning food into fuel with corn ethanol plants.
[01:05:56.770 --> 01:06:00.931]  If we do not control our food, food will be used to control us.
[01:06:00.931 --> 01:06:06.693]  Food control has been the plan historically in every enslaved population and is the plan for America.
[01:06:06.693 --> 01:06:15.315]  The only value of the knowledge you have to take control of your food is if you choose to get a supply while you still have the freedom to choose.
[01:06:15.315 --> 01:06:16.555]  Call 800-409-5633 on the web, efoodsdirect.com.
[01:06:16.555 --> 01:06:16.875]  Call 800-409-5633.
[01:06:29.454 --> 01:06:32.617]  Collectors, outdoor enthusiasts, survivalists.
[01:06:32.617 --> 01:06:36.100]  The Army-Navy store from your memory as a child is just that, a memory.
[01:06:36.100 --> 01:06:40.443]  But there is still one place to find everything from gas masks to ammo cans and find it cheap.
[01:06:40.443 --> 01:06:41.804]  MainMilitary.com.
[01:06:41.804 --> 01:06:48.350]  Get hard-to-find objects like real-world blankets for under $20, canteens for just $2, or trioxane fuel for just $1 a box.
[01:06:48.350 --> 01:06:49.991]  MainMilitary.com.
[01:06:49.991 --> 01:06:51.673]  With free shipping on items over $150.
[01:06:53.194 --> 01:06:54.255]  Not including heavy items!
[01:07:23.274 --> 01:07:25.880]  Deadline Live and Jack Blood are proud to announce our new bookstore!
[01:07:35.316 --> 01:07:41.000]  Okay, it's not really our online bookstore where you can get every title, book, and DVD you hear about on our live show.
[01:07:41.000 --> 01:07:43.622]  It's brought to you by the people at Brave New Books.
[01:07:43.622 --> 01:07:48.505]  BraveNewBookstore.com is the newest, bravest, and most complete bookstore online today.
[01:07:48.505 --> 01:07:53.509]  And their DVD selection has all the titles you need to decode the New World Order and fight the information war.
[01:07:53.709 --> 01:08:00.493]  BraveNewBookstore.com has awesome t-shirts to proudly display your patriotism and Liberty stickers to alert the public at large.
[01:08:00.493 --> 01:08:06.996]  Brave New Books is physically located at 1904 Guadalupe Street under the Chase Bank building next to UT in Austin, Texas.
[01:08:06.996 --> 01:08:09.478]  So stop on by and maybe stay for one of their film showings.
[01:08:09.478 --> 01:08:15.841]  Go to BraveNewBookstore.com now to peruse the virtual bookstore and look for the Jack Blood recommended section.
[01:08:16.181 --> 01:08:22.851]  Or call them at 866-516-6623.
[01:08:22.851 --> 01:08:25.716]  866-516-6623 to order the books and videos you hear about on Deadline Live.
[01:08:25.716 --> 01:08:26.617]  Be the resistance.
[01:08:26.617 --> 01:08:28.841]  Tell your friends about BraveNewBookstore.com.
[01:08:32.537 --> 01:08:37.379]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:37.379 --> 01:08:38.960]  You want answers?
[01:08:38.960 --> 01:08:39.880]  Well, so does he.
[01:08:39.880 --> 01:08:44.702]  He's Alex Jones on the GCN Radio Network.
[01:08:44.702 --> 01:08:48.744]  And now, live from Austin, Texas, Alex Jones.
[01:08:50.009 --> 01:09:03.643]  There is a reason that the Morning Joe on MSNBC, that Glenn Beck on CNN, Bill O'Reilly, all of them are saying we need to be arrested, we need to be killed, we need to be taken to secret camps and tortured.
[01:09:03.643 --> 01:09:06.546]  Morning Joe, the military needs to be used against us.
[01:09:06.546 --> 01:09:09.428]  9-11 Truth must die.
[01:09:09.428 --> 01:09:13.913]  And now Michael Reagan, ninth largest radio host in the country, according to Talkers Magazine and others,
[01:09:14.851 --> 01:09:25.920]  Uh, four million listeners per day said, kill Mark Deisch, kill 9-11 truthers if they talk to the military, if they engage in their First Amendment and expose 9-11 as an inside job, murder them.
[01:09:25.920 --> 01:09:28.702]  He has not been fired, he has not gotten in trouble.
[01:09:28.702 --> 01:09:32.925]  If any of us said, kill people, we would be arrested within hours.
[01:09:32.925 --> 01:09:37.389]  If we said, go out, kill them, I mean it, I'm serious, I'll pay for it, kill them, we'd be arrested.
[01:09:38.132 --> 01:09:42.653]  Uh, so, we know this is serious because, look, they understand they're protecting a system.
[01:09:42.653 --> 01:09:44.853]  Most of them know their boss has carried it out.
[01:09:44.853 --> 01:09:46.633]  That makes them even scared.
[01:09:46.633 --> 01:09:48.414]  That's why Congress goes ahead and does what they're told.
[01:09:48.414 --> 01:09:51.134]  It's not just the payoffs and the money and the corruption.
[01:09:51.134 --> 01:09:52.494]  I mean, it's scary, folks.
[01:09:52.494 --> 01:09:55.595]  We're in a very scary time.
[01:09:55.595 --> 01:10:06.577]  Now, the deputy head of the Office of Emergency Management, Barry Jennings, came out with one of the other government heads that day and said, man, there were bombs, dead people, Building 7 was blowing up.
[01:10:06.577 --> 01:10:07.537]  This is before it even fell.
[01:10:08.536 --> 01:10:13.758]  And then we went and interviewed him, and then he got scared, he got threatened, the spooks found out, we talked to him.
[01:10:13.758 --> 01:10:16.699]  He said, please, I know you, I said you could use it, but don't.
[01:10:16.699 --> 01:10:19.360]  Then I guess they got to him and said, you better talk to the BBC.
[01:10:19.360 --> 01:10:23.542]  He did, and he said stuff like, well, I think there were, it looked like bodies.
[01:10:23.542 --> 01:10:25.983]  I guess it might not have been.
[01:10:25.983 --> 01:10:28.224]  Well, I don't know why there were bombs, explosives going off.
[01:10:28.704 --> 01:10:40.249]  So they're gonna try to spin that, and they're gonna try to make excuses, as I've debated the producer of it on another show a few months ago, about, well, we all knew Building 7 was coming down, that's why we reported it fell with it right behind us.
[01:10:40.249 --> 01:10:42.810]  Ignoring the cops saying, get back, they're bringing it down, they're gonna blow it up.
[01:10:42.810 --> 01:10:43.991]  I mean, ignoring all this.
[01:10:43.991 --> 01:10:45.471]  We've got them, folks!
[01:10:45.471 --> 01:10:47.612]  People always say something this big, they'd be caught.
[01:10:47.612 --> 01:10:52.114]  We're gonna go to Mark Dice in a moment, but the point is, everybody can feel it, you can see it.
[01:10:52.114 --> 01:10:56.556]  I mean, we had, uh, so many people going public.
[01:10:57.722 --> 01:10:59.182]  So many people speaking out.
[01:10:59.182 --> 01:11:09.005]  German defense ministers, high-level members of the British Parliament, members of Blair's government, UN human rights chiefs over whole investigative arms.
[01:11:09.005 --> 01:11:15.567]  We've got former Italian presidents, former intelligence chiefs of Germany.
[01:11:15.567 --> 01:11:16.547]  All of this.
[01:11:16.547 --> 01:11:23.729]  Hollywood stars, best actress, Willie Nelson, Charlie Sheen, Martin Sheen.
[01:11:23.729 --> 01:11:25.930]  All these big rock stars have been going public.
[01:11:25.930 --> 01:11:26.970]  I mean, it's getting
[01:11:28.616 --> 01:11:34.259]  Every day now, you can't even keep track of everybody going public, and so they're getting scared and going, look, we'll kill you!
[01:11:34.259 --> 01:11:53.548]  And now, I've been sending a lot of YouTube videos and things, and you'll go to their websites, there'll be Marines or Army, usually Force Recon or Special Ops, they'll have their handle, and most of it's videos of them in training, and it'll be them, uh, saying, uh, stop now, or we, you know, or, or, we're gonna kill your animals.
[01:11:54.726 --> 01:11:55.907]  I don't want to even give them attention.
[01:11:55.907 --> 01:11:59.848]  Or they'll use a South Park clip saying, we're gonna kill a bunny, you know, on the bus.
[01:11:59.848 --> 01:12:01.149]  You know, do what I say, I'm gonna kill the bunny.
[01:12:01.149 --> 01:12:02.229]  Stop now or you're dead.
[01:12:02.229 --> 01:12:06.291]  We're now getting all these videos and clips they use for movies about, one more time and you're dead.
[01:12:06.291 --> 01:12:08.311]  And they're sending it to 9-11 truthers.
[01:12:08.311 --> 01:12:15.154]  And then, or they'll say on their own message board, yeah, I'm in the Marines and I can't wait to line you up and shoot you all in the head.
[01:12:15.154 --> 01:12:17.675]  And then you go and they're really in Iraq saying this to us.
[01:12:18.502 --> 01:12:19.963]  And so they're getting scared, folks.
[01:12:19.963 --> 01:12:21.944]  They know we're interfacing with the military.
[01:12:21.944 --> 01:12:23.504]  They know we're interfacing with the police.
[01:12:23.504 --> 01:12:25.885]  They know we're waking the majority of them up.
[01:12:25.885 --> 01:12:28.827]  The New Order needs these people to take over.
[01:12:28.827 --> 01:12:30.908]  They're getting real scared, so they're trying to intimidate us.
[01:12:30.908 --> 01:12:32.248]  And I got news, man.
[01:12:32.248 --> 01:12:34.489]  We're all committed.
[01:12:34.489 --> 01:12:42.493]  I mean, I don't want to die, but at the same time, I'm committed, and if they're forced to kill me, that means I'm really getting to them.
[01:12:42.493 --> 01:12:45.034]  I mean, that means that we're really winning.
[01:12:45.823 --> 01:12:47.184]  And that is a desperate act.
[01:12:47.184 --> 01:12:50.265]  First they ignore you, then they laugh at you, then they attack you, then you win.
[01:12:50.265 --> 01:12:51.365]  As Gandhi said.
[01:12:51.365 --> 01:12:54.447]  So just in closing, Jason, this is huge.
[01:12:54.447 --> 01:13:04.951]  This isn't a cop or a firefighter on the street or some EMT we've interviewed who's credible, who people ignore, who said, I heard the countdown, you watch footage of the cops going, get back, it's about to come down, they're about to blow it up.
[01:13:05.680 --> 01:13:20.170]  Or firefighters all, you know, a firefighting captain going, yeah, there was molten metal, you know, running down the channel rails, totally molten, and they say we're lying, there's no molten steel, when NASA's own aircraft show the molten steel thousands of degrees above jet fuel.
[01:13:20.170 --> 01:13:23.252]  The debunking isn't working, don't you understand?
[01:13:23.252 --> 01:13:24.553]  It's over for you terrorists!
[01:13:25.618 --> 01:13:34.020]  And I know your military mindset was, well, we got to fight the Muslims, they're so evil, we killed 3,000 because Americans are wimps and had to get a wake-up call that it's for your own good.
[01:13:34.020 --> 01:13:37.341]  And if we have to kill more of you for your own good, we will.
[01:13:37.341 --> 01:13:40.101]  That's the ultimate rationale.
[01:13:40.101 --> 01:13:42.262]  Don't you have the feeling we've got the momentum?
[01:13:42.262 --> 01:13:45.582]  Don't you in your gut know we're gonna bring you to justice?
[01:13:45.582 --> 01:13:48.203]  I mean, aren't you figuring that out yet?
[01:13:48.203 --> 01:13:50.924]  That we're not gonna stop and you can kill us, threaten us?
[01:13:50.924 --> 01:13:52.704]  I mean, you think threatening my children
[01:13:56.303 --> 01:13:57.744]  Literally, folks, I was getting burned out.
[01:13:57.744 --> 01:13:58.664]  I was getting exhausted.
[01:13:58.664 --> 01:13:59.825]  I was getting tired.
[01:13:59.825 --> 01:14:10.832]  I was getting to where you guys saw me around the offices, you know, just fighting to be able to continue staying focused because I had so much going on in my mind and so much I want to do and so much frustration and so much little minutiae I've got to deal with.
[01:14:10.832 --> 01:14:11.753]  And it threatened my family.
[01:14:11.753 --> 01:14:13.714]  It's like, boom, man, I suddenly don't have to sleep.
[01:14:13.714 --> 01:14:16.836]  I suddenly am just back in total mode.
[01:14:16.836 --> 01:14:17.837]  You guys have helped me.
[01:14:17.837 --> 01:14:19.298]  I already knew you did it.
[01:14:19.298 --> 01:14:21.319]  I already knew you're murderers and drug dealers and criminals.
[01:14:22.113 --> 01:14:23.494]  I just want people to get this story out.
[01:14:23.494 --> 01:14:30.557]  It is very important that we have somebody who can have his story corroborated from video of that day and there is no doubt that he was in Building 7 experiencing these explosions
[01:14:47.885 --> 01:14:50.188]  It can totally take down the official version.
[01:14:50.188 --> 01:14:57.195]  And if he comes out and recants all this, why would he tell a newscast and the guy he says he was with tell the same story separately from each other?
[01:14:57.195 --> 01:15:06.385]  Why would he then, five and a half years later, tell you that to then six years, six and a half years later, tell another story to the BBC as he's being promoted up the ranks?
[01:15:06.605 --> 01:15:10.507]  Absolutely, and why wouldn't Michael Hess return my calls or faxes or emails?
[01:15:10.507 --> 01:15:15.910]  I tried to get Michael Hess before I even knew who Barry Jennings was, because I had his name from the news station.
[01:15:15.910 --> 01:15:17.751]  But of course, Michael Hess didn't want to go on camera.
[01:15:17.751 --> 01:15:20.012]  Anything else you want to add before we go to... No, that's all.
[01:15:20.012 --> 01:15:20.773]  That's all I would say.
[01:15:20.773 --> 01:15:21.613]  Thank you very much.
[01:15:21.613 --> 01:15:24.335]  I want to repeat, it's so important that people grab this video.
[01:15:24.335 --> 01:15:27.016]  We're going to upload it the next hour to PrisonPlanet.tv.
[01:15:27.016 --> 01:15:28.057]  We don't have the personnel.
[01:15:28.057 --> 01:15:28.977]  We need your help.
[01:15:28.977 --> 01:15:29.298]  Get it.
[01:15:29.298 --> 01:15:31.779]  Cut out the best pieces of the last 30 minutes with me and Burmese.
[01:15:32.339 --> 01:15:33.580]  You know, don't count on one guy to do it.
[01:15:33.580 --> 01:15:34.401]  Do different versions.
[01:15:34.401 --> 01:15:35.763]  I love how listeners do that.
[01:15:35.763 --> 01:15:36.443]  Send them to us.
[01:15:36.443 --> 01:15:37.104]  We'll post them.
[01:15:37.104 --> 01:15:38.305]  We'll magnify them.
[01:15:38.305 --> 01:15:39.786]  Our listeners will get them out later.
[01:15:39.786 --> 01:15:41.688]  Aaron was here until 5 in the morning with Burmess.
[01:15:41.688 --> 01:15:42.649]  He's asleep.
[01:15:42.649 --> 01:15:49.536]  He's gonna come in, try to edit some of this video we've just shot here live into the Barry Jennings piece to really let you know how important it is.
[01:15:49.536 --> 01:15:52.859]  There's a video up there right now where Burmess gives the basic facts and then plays it.
[01:15:52.859 --> 01:15:53.599]  It's decent.
[01:15:53.599 --> 01:15:56.402]  It's just I really want to explain why this is so important.
[01:15:56.402 --> 01:15:57.043]  People won't know
[01:15:57.443 --> 01:16:00.165]  How important this is, unless we explain all those facts.
[01:16:00.165 --> 01:16:02.087]  See, Burmese, we get too close to it.
[01:16:02.087 --> 01:16:10.674]  We're so inside the game and all the names and the facts and the data, we forget that even, you know, kind of passive 9-11 truthers, there's a lot of this is Greek to them.
[01:16:10.674 --> 01:16:16.239]  I mean, just a few months ago, we couldn't say who Barry Jennings was and the debunkers were saying we were lying and it didn't exist.
[01:16:16.239 --> 01:16:19.382]  And I can't believe the BBC thinks going to him and trying to twist what he says.
[01:16:20.023 --> 01:16:22.627]  And what I've been told is he repeats the same thing.
[01:16:22.627 --> 01:16:24.130]  He just kind of says, well, it looked like bodies.
[01:16:24.130 --> 01:16:25.251]  Well, I thought it was bodies.
[01:16:25.251 --> 01:16:26.894]  Well, I thought it was explosions.
[01:16:26.894 --> 01:16:30.560]  Well, they did tell me to get out, but that's because we knew seven, I guess, was going to come down.
[01:16:30.560 --> 01:16:31.742]  You know, well, why did you know that?
[01:16:31.742 --> 01:16:33.685]  See, but I mean, let's be clear.
[01:16:34.651 --> 01:16:36.413]  We went to break and you forgot to say.
[01:16:36.413 --> 01:16:38.435]  You told me privately in other discussions off camera.
[01:16:38.435 --> 01:16:39.597]  He's like, oh, hell yeah.
[01:16:39.597 --> 01:16:41.258]  I mean, how far did he go saying?
[01:16:41.258 --> 01:16:42.460]  Extremely far.
[01:16:42.460 --> 01:16:44.061]  He didn't even know who we were.
[01:16:44.061 --> 01:16:47.025]  We don't tell people who we are when we go to interview them.
[01:16:47.025 --> 01:16:49.888]  We say, look, we're interviewing for a new documentary.
[01:16:49.888 --> 01:16:50.769]  Would you like to be a part of it?
[01:16:50.769 --> 01:16:51.650]  And he said that.
[01:16:51.650 --> 01:16:54.593]  And while we were sitting there, he said, you know, I was in one of these documentaries.
[01:16:54.953 --> 01:16:57.834]  And kind of playing, you know, coy, knowing he was in ours.
[01:16:57.834 --> 01:16:59.015]  I said, oh really, which one?
[01:16:59.015 --> 01:17:00.995]  And he said, uh, the Michael Myers one?
[01:17:00.995 --> 01:17:02.676]  I go, Michael Moore, Fahrenheit 9-11?
[01:17:02.676 --> 01:17:03.956]  He's like, no, no, no, no, no.
[01:17:03.956 --> 01:17:05.397]  It's like the conspiracy one.
[01:17:05.397 --> 01:17:06.597]  And I go, Loose Change?
[01:17:06.597 --> 01:17:08.138]  And he's like, yeah, I love that movie.
[01:17:08.138 --> 01:17:09.759]  He had a copy in the office.
[01:17:09.759 --> 01:17:11.459]  He had been showing other co-workers.
[01:17:11.459 --> 01:17:15.040]  And it was at that point that Dylan and I said, yeah, that's our film.
[01:17:15.040 --> 01:17:16.441]  And we're making a new one right now.
[01:17:16.441 --> 01:17:17.841]  And he was like, oh, that was you guys?
[01:17:17.841 --> 01:17:19.562]  That's a great movie.
[01:17:19.562 --> 01:17:21.043]  And I play it here all the time.
[01:17:21.043 --> 01:17:24.484]  And then he started pulling in other workers to introduce them to us.
[01:17:24.764 --> 01:17:26.505]  Alright, this is key info.
[01:17:26.505 --> 01:17:28.507]  Let's be clear, so you'd say he was a 9-11 truther?
[01:17:28.507 --> 01:17:29.928]  Absolutely, he knew exactly what I had.
[01:17:29.928 --> 01:17:32.670]  And the other co-workers were coming in going, this is the guy!
[01:17:32.670 --> 01:17:39.555]  Yeah, he was like, these are the guys that did loose change, and everybody it seemed in the office had seen it.
[01:17:39.555 --> 01:17:44.219]  Not everybody agreed with us, but everybody who came in shook our hands for sure.
[01:17:44.219 --> 01:17:48.382]  Now let's be clear, the guys that were running the emergency command bunker, he's now the head of it.
[01:17:48.968 --> 01:17:49.548]  At that time.
[01:17:49.548 --> 01:17:53.029]  I would say that I can't say which division he was in.
[01:17:53.029 --> 01:17:54.430]  But he's the head of a division.
[01:17:54.430 --> 01:17:54.990]  Yes.
[01:17:54.990 --> 01:17:59.091]  And the Office of Emergency Management is really a hub for all these different borough divisions.
[01:17:59.091 --> 01:18:00.032]  And he was one of those.
[01:18:00.032 --> 01:18:00.532]  Yeah, exactly.
[01:18:00.532 --> 01:18:01.212]  He was a chief.
[01:18:01.212 --> 01:18:02.032]  One of the chiefs.
[01:18:02.032 --> 01:18:04.073]  He was the head of the floor for sure.
[01:18:04.073 --> 01:18:04.853]  For sure.
[01:18:04.853 --> 01:18:10.475]  So, you know, he had his own little TV and DVD player in the office and he was sharing 9-11 truth with his co-workers.
[01:18:10.475 --> 01:18:16.037]  But then after he got the heat, just when it leaked that this went on,
[01:18:16.741 --> 01:18:20.502]  Now he's trying to... Well, from what I've been told, he's not even completely backing away.
[01:18:20.502 --> 01:18:22.023]  No, he's not backing away.
[01:18:22.023 --> 01:18:23.703]  He's a year closer to retirement.
[01:18:23.703 --> 01:18:26.824]  When we talked to him, he was two years away from retirement.
[01:18:26.824 --> 01:18:29.785]  I really feel like he wanted to make sure he had his pension for his kids.
[01:18:29.785 --> 01:18:32.746]  He was a family man, and he was very, very worried.
[01:18:32.746 --> 01:18:36.567]  We literally sat in his office for two hours to get the okay that we could do this interview.
[01:18:37.077 --> 01:18:41.058]  So that's why we've never said exactly where he worked or for what department.
[01:18:41.058 --> 01:18:46.980]  Because he then, after this, after we leaked this, they were threatening to fire him and take away his pension.
[01:18:46.980 --> 01:18:48.360]  And that would be the last thing I would like to do.
[01:18:48.360 --> 01:18:49.780]  But we're not going to let them do that.
[01:18:49.780 --> 01:18:50.300]  No.
[01:18:50.300 --> 01:18:53.561]  And the point is, he did the BBC, so we're forced to do this.
[01:18:53.561 --> 01:18:58.883]  Because, again, I want to repeat the key, and we're going to go to Mark Dice here, I want to repeat the key to all of this.
[01:18:58.883 --> 01:18:59.503]  That is that
[01:19:00.402 --> 01:19:07.605]  Dylan's sitting there with the BBC, the same guy, Smith guy, that laughs at me and basically admitted to me it's a hit piece in private and said he thinks I'm nuts.
[01:19:08.163 --> 01:19:12.346]  Who said it wasn't a hit piece up front, kind of disingenuously.
[01:19:12.346 --> 01:19:16.069]  This same guy went and said, well it's a lie, Barry Jennings didn't say that.
[01:19:16.069 --> 01:19:17.690]  It's not true, you don't have video.
[01:19:17.690 --> 01:19:21.493]  And Dylan pulls the video out, and I bet my bottom dollar, that is not going to be in the film.
[01:19:21.493 --> 01:19:24.835]  No, I guarantee that's not going to be in the film, and that's another reason why we had to put this stuff out.
[01:19:24.835 --> 01:19:29.139]  Yeah, they're probably, I mean, they may pull it now and delay it, like they did the History Channel piece.
[01:19:29.139 --> 01:19:31.540]  We made them delay that release two by two weeks.
[01:19:31.540 --> 01:19:33.081]  Because they went and pulled stuff out.
[01:19:33.081 --> 01:19:35.984]  Because we exposed them, so we're preemptively countering the BBC
[01:19:36.884 --> 01:19:41.065]  Uh, the, uh, you know, propaganda ministry of truth right now.
[01:19:41.065 --> 01:19:42.966]  Absolutely, and that's another reason to put it out.
[01:19:42.966 --> 01:19:49.588]  It was going to be in fabled enemies anyway, but why not put it out two weeks before their hit piece to show what liars and hypocrites they are?
[01:19:49.588 --> 01:19:50.028]  Absolutely.
[01:19:50.028 --> 01:19:52.929]  Let's go to Mark Dice and we'll hold him over to the next segment, the next segment after that.
[01:19:52.929 --> 01:19:55.530]  Uh, and then I got some financial news coming up and a lot more.
[01:19:55.530 --> 01:19:57.971]  Uh, Mark Dice, what do you think of what you just heard?
[01:19:59.468 --> 01:20:01.149]  Oh, it's just the evidence keeps coming.
[01:20:01.149 --> 01:20:02.910]  We've got to continue to get the word out.
[01:20:02.910 --> 01:20:09.673]  And, you know, like you said, we're at the third stage of the four stages of a fight, and they're attacking us now.
[01:20:09.673 --> 01:20:14.096]  We're getting closer to victory, so let's just continue it, and we'll pick this up on the other side.
[01:20:14.096 --> 01:20:19.458]  Well, Mark Dice, for PrisonPlanet.tv viewers, I'm going to continue a four-minute discussion with you and Burmistan.
[01:20:19.458 --> 01:20:23.540]  We'll come back with you alone on the main radio network transmission here at Genesis.
[01:20:23.540 --> 01:20:25.061]  Everybody else, go to the InfoWars streams.
[01:20:25.061 --> 01:20:26.242]  You'll be able to hear this right now.
[01:20:28.464 --> 01:20:31.326]  Terror Storm, a history of government-sponsored terror.
[01:20:31.326 --> 01:20:32.887]  Loose Change Final Cut.
[01:20:32.887 --> 01:20:35.048]  Endgame, blueprint for global enslavement.
[01:20:35.048 --> 01:20:36.929]  The true story of the Bilderberg Group.
[01:20:36.929 --> 01:20:38.430]  The late great USA.
[01:20:38.430 --> 01:20:40.191]  America, freedom to fascism.
[01:20:40.191 --> 01:20:47.215]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[01:20:47.215 --> 01:20:51.298]  When you visit prisonplanet.com, you can connect to our amazing online store.
[01:20:51.298 --> 01:20:54.700]  Whether you're looking for survival and wellness products like Berkey water filters,
[01:20:55.080 --> 01:20:57.842]  Or you would like a book on the history of the Federal Reserve.
[01:20:57.842 --> 01:21:00.924]  We've got the most well-researched and documented titles.
[01:21:00.924 --> 01:21:03.285]  All available at PrisonPlanet.com.
[01:21:03.285 --> 01:21:08.968]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[01:21:08.968 --> 01:21:13.931]  Or you can view more than a thousand titles in super high quality right now at PrisonPlanet.tv.
[01:21:14.992 --> 01:21:25.617]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[01:21:25.617 --> 01:21:27.058]  Join the info war today!
[01:21:27.941 --> 01:21:34.623]  On the average, Americans work between 45 to 50 years, hoping to build up enough wealth to retire and live out their golden years.
[01:21:34.623 --> 01:21:42.726]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[01:21:42.726 --> 01:21:50.568]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt, ensuring inflation and higher taxes?
[01:21:50.908 --> 01:21:55.991]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[01:21:55.991 --> 01:22:01.214]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
