[00:00:02.637 --> 00:00:02.938]  Yeah, I think.
[00:23:36.135 --> 00:23:38.456]  Call 1-877-928-8822 or visit cartdrop.com.
[00:23:38.476 --> 00:23:40.477]  That's H-E-A-R-T-D-R-O-P dot com.
[00:23:40.497 --> 00:23:41.718]  That toll free number is 1-877-928-8822.
[00:23:41.738 --> 00:23:43.339]  Cart-a-bike circulation for life!
[00:23:58.934 --> 00:24:13.048]  And then these criminals just go and nail that.
[00:24:15.680 --> 00:24:20.062]  Alright folks, we're back at the Alex Jones Show and I'm watching a live feed from Bilderberg right now.
[00:24:20.102 --> 00:24:21.843]  They have the entire place taped off.
[00:24:21.903 --> 00:24:23.504]  They have no trespassing signs.
[00:24:23.524 --> 00:24:25.065]  They have private property signs.
[00:24:25.505 --> 00:24:27.726]  Alex just got done with another bullhorning session.
[00:24:27.766 --> 00:24:31.148]  Hopefully he'll be joining us in the final hour with a call-in.
[00:24:31.628 --> 00:24:35.070]  We're going to be taking your calls in about 10-15 minutes, hopefully on topic.
[00:24:35.250 --> 00:24:40.253]  But right now, we're talking to Amy Allen, who had her album suppressed by the CIA, folks.
[00:24:40.433 --> 00:24:42.975]  Believe it or not, the CIA said, no dice.
[00:24:43.175 --> 00:24:45.456]  We can't let you put this album out.
[00:24:45.516 --> 00:24:47.417]  God forbid people think for themselves, Amy.
[00:24:49.098 --> 00:24:53.020]  Well, the CIA, they just said they didn't want me talking about revolution.
[00:24:53.040 --> 00:24:56.722]  They didn't want me talking about politics after 9-11.
[00:24:56.742 --> 00:24:57.863]  Which I just thought was astounding.
[00:24:58.689 --> 00:25:04.184]  The record label folded right after that, so I don't think... Well, it was definitely from CIA pressure.
[00:25:05.636 --> 00:25:06.777]  Yeah, the whole label went down.
[00:25:06.797 --> 00:25:09.639]  I just thought it was karma.
[00:25:09.899 --> 00:25:11.060]  That is karma, you're right.
[00:25:11.080 --> 00:25:16.285]  You bow down to these globalist masters of yours and it's not going to be good for you.
[00:25:16.305 --> 00:25:25.192]  That's why when people, like you said, you're at a party and everybody's like, oh man, just shut up, just have a beer, play some beer pong, this and that.
[00:25:25.212 --> 00:25:31.057]  It's like, listen, we're not going to be able to do this for much longer if you don't wake up immediately
[00:25:31.577 --> 00:25:31.737]  Yep.
[00:25:49.431 --> 00:25:54.715]  They've blown up the price of gas, and now, I can't believe it, but they're literally rationing food in New York.
[00:25:54.735 --> 00:25:57.858]  You can only buy three bags of rice over at BJ's and Sam's Club.
[00:25:58.199 --> 00:26:01.601]  You know, I thought I lived in a free country where I could buy as much as I needed.
[00:26:02.883 --> 00:26:03.483]  Unbelievable.
[00:26:03.703 --> 00:26:06.025]  Yeah, what happened to the free market economy we were all promised?
[00:26:06.105 --> 00:26:06.986]  It's anything but.
[00:26:07.667 --> 00:26:12.171]  I mean, the apathy is really the biggest disease of all.
[00:26:12.431 --> 00:26:14.513]  I mean, it's just like, people just
[00:26:15.097 --> 00:26:20.999]  The, I mean, it's really unbelievable that people just don't care.
[00:26:21.019 --> 00:26:22.339]  They're like, Barack Obama, you know?
[00:26:22.819 --> 00:26:24.380]  Just, sure, real change, you know?
[00:26:24.440 --> 00:26:27.921]  Change, it's like, you really know what you're voting for?
[00:26:28.041 --> 00:26:29.021]  Change you can vote for?
[00:26:29.041 --> 00:26:32.502]  The Patriot Act, like, he's voting to take away our freedoms.
[00:26:32.542 --> 00:26:34.963]  Like, why are you getting behind this guy?
[00:26:35.023 --> 00:26:36.204]  He's CFR, like, you know?
[00:26:36.224 --> 00:26:37.344]  It's just, people
[00:26:38.274 --> 00:26:40.034]  He's a slick talker.
[00:26:40.114 --> 00:26:48.176]  He's a slick talker and this consumerist culture of mall rats, you know, I think he's going to save him because he has a slogan called, Change We Can Vote For.
[00:26:48.416 --> 00:26:51.157]  I'm going to play some of Alex live bullhorning right now.
[00:26:51.197 --> 00:26:53.117]  He's bullhorning one of the members.
[00:26:53.137 --> 00:26:53.898]  Hold on one second.
[00:26:54.418 --> 00:26:59.559]  He guards the Westfield Marriott Ultramaster vehicle.
[00:27:03.795 --> 00:27:11.521]  Well, listen, when your mom and dad die prematurely of cancer, and when half your family has it, because that's their plan, we have their documents, just remember they did it to you.
[00:27:11.901 --> 00:27:12.682]  I don't know, it's funny.
[00:27:13.042 --> 00:27:13.823]  But it won't be funny.
[00:27:14.563 --> 00:27:19.587]  People born, uh, who are born in 2000 and after won't live as long as their parents.
[00:27:20.268 --> 00:27:21.108]  Because of these people.
[00:27:21.289 --> 00:27:22.469]  We have all the documents on it.
[00:27:22.970 --> 00:27:24.551]  What about AIDS being engineered?
[00:27:24.591 --> 00:27:25.992]  Well, they're not just going to kill the black people.
[00:27:26.813 --> 00:27:27.854]  State Department Memorandum 200.
[00:27:27.914 --> 00:27:29.735]  Royal Commission on
[00:27:33.911 --> 00:27:34.833]  Population.
[00:27:36.156 --> 00:27:36.476]  All of it.
[00:27:36.496 --> 00:27:37.218]  You need to learn about it.
[00:27:37.258 --> 00:27:38.641]  That's their main agenda in there.
[00:27:39.061 --> 00:27:40.965]  Getting a world government to kill you and your family.
[00:27:41.787 --> 00:27:43.891]  I know it's funny now, but it won't be when you're dying.
[00:27:44.335 --> 00:27:45.075]  Well, there you go.
[00:27:45.296 --> 00:27:47.397]  And Alex is educating some of their minions.
[00:27:47.437 --> 00:27:48.437]  They just walked away.
[00:27:48.457 --> 00:27:54.021]  And it is exciting times when they're forced to put out the list without Jim Tucker getting it.
[00:27:54.061 --> 00:27:55.662]  They realize the list is going to be leaked.
[00:27:56.142 --> 00:27:58.503]  It is exciting times when they're putting out a press release.
[00:27:58.863 --> 00:28:05.107]  And I don't know if you've heard this, but did you hear that Barack Obama and Hillary Clinton magically met last night in D.C.
[00:28:05.387 --> 00:28:08.129]  when the Bilderberg Conference was kicked off in D.C.? ?
[00:28:09.216 --> 00:28:10.297]  No, I didn't know that.
[00:28:10.357 --> 00:28:12.059]  Yeah, they're all over television yesterday.
[00:28:12.099 --> 00:28:19.865]  Barack was on a sit-down interview over on Anderson Cooper's 360, talking about how it was going to be the most important decision he's ever made.
[00:28:19.925 --> 00:28:30.774]  And, you know, for the last six months I've been saying, look, it's going to be an Obama-Hillary ticket or a Hillary-Obama ticket with John Edwards maybe being the vice president for either, if that falls through.
[00:28:31.195 --> 00:28:35.999]  But, you know, these are their top two dogs and I feel like they wanted Hillary Clinton a little bit more
[00:28:36.739 --> 00:28:41.303]  But they'll take, you know, CFR Obama just because he is a slick speaker.
[00:28:41.403 --> 00:28:42.704]  People are getting behind him.
[00:28:42.744 --> 00:28:44.945]  They are fooled because of his rhetoric.
[00:28:45.166 --> 00:28:46.166]  He hasn't said anything.
[00:28:46.386 --> 00:28:47.848]  You know, he hasn't said anything.
[00:28:47.868 --> 00:28:49.929]  He hasn't said, we're getting out of Iraq.
[00:28:50.169 --> 00:28:53.051]  He hasn't said, you know, homeland security is out of the picture.
[00:28:53.092 --> 00:28:58.836]  He's going to keep the same bureaucracies that have been created by this administration and he's going to continue this agenda.
[00:29:00.000 --> 00:29:02.601]  And shouldn't we have a president that's loyal to our country?
[00:29:02.661 --> 00:29:06.522]  I mean, that just doesn't even seem to be an issue that people aren't even bringing up.
[00:29:06.582 --> 00:29:08.903]  It's like, he's not loyal to our country.
[00:29:08.923 --> 00:29:14.244]  I mean, even his church says, you know, talked about having loyalty to Africa.
[00:29:14.264 --> 00:29:18.105]  It's like, well, shouldn't we just have a president that's loyal to our country?
[00:29:18.165 --> 00:29:19.666]  I mean, I don't know, maybe that's crazy, but I...
[00:29:20.835 --> 00:29:29.159]  I'm thinking maybe a president who believes in the Bill of Rights and the Constitution, and wants smaller government, and wants oversight, and wants checks and balances.
[00:29:29.239 --> 00:29:30.359]  I'm thinking Ron Paul!
[00:29:30.920 --> 00:29:31.820]  I'm thinking Ron Paul, too.
[00:29:32.880 --> 00:29:33.161]  Exactly.
[00:29:33.181 --> 00:29:35.762]  All right, we're going to take your calls with Amy Allen on the other side.
[00:29:36.022 --> 00:29:37.342]  This is the Alex Jones Show.
[00:29:37.422 --> 00:29:40.744]  I am Jason Bermas, Myspace.com slash Jason Bermas.
[00:29:50.214 --> 00:29:51.115]  We're on the march.
[00:29:51.595 --> 00:29:53.196]  The Empire's on the run.
[00:29:54.137 --> 00:29:56.899]  Alex Jones and the GCN Radio Network.
[00:30:00.101 --> 00:30:02.063]  This is Steve Shank, J. Michael Stevens Group.
[00:30:02.403 --> 00:30:03.243]  Let's get real.
[00:30:03.664 --> 00:30:05.205]  Flour is already being rationed.
[00:30:05.385 --> 00:30:09.908]  Prices on food are getting so high, warehouses are installing security systems and guards.
[00:30:10.589 --> 00:30:13.791]  You can expect soon to see criminal activity in food.
[00:30:14.491 --> 00:30:21.803]  We're all in a foot race as to whether the food will become so expensive we can't afford it, or there will be no food at any price.
[00:30:22.444 --> 00:30:25.690]  We can't grow enough of our own food, even with genetically altered trash.
[00:30:26.445 --> 00:30:29.386]  It will give you the opportunity to eat perfectly engineered food.
[00:30:29.526 --> 00:30:33.988]  They think God didn't get it right, so Monsanto had to step in.
[00:30:34.748 --> 00:30:38.050]  If you think it's a little bit crazy to put in a supply of food, it's okay.
[00:30:38.590 --> 00:30:39.270]  We won't tell.
[00:30:39.811 --> 00:30:40.011]  Call 800-409-5633.
[00:30:40.031 --> 00:30:41.111]  On the web, eat foods directly.
[00:30:41.131 --> 00:30:41.491]  That's 800-409-5633.
[00:31:00.254 --> 00:31:02.775]  Terror Storm, a history of government-sponsored terror.
[00:31:03.115 --> 00:31:04.376]  Loose Change, Final Cut.
[00:31:04.676 --> 00:31:06.657]  Endgame, blueprint for global enslavement.
[00:31:06.817 --> 00:31:08.558]  The true story of the Bilderberg Group.
[00:31:08.718 --> 00:31:09.959]  The late, great USA.
[00:31:10.219 --> 00:31:11.620]  America, freedom to fascism.
[00:31:11.980 --> 00:31:18.803]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:31:18.983 --> 00:31:22.925]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:31:23.065 --> 00:31:26.467]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:31:26.767 --> 00:31:27.248]  We're good to go.
[00:31:46.764 --> 00:31:57.022]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:31:57.383 --> 00:31:58.845]  Join the info war today!
[00:31:59.437 --> 00:32:02.938]  Fuel prices are at an all-time high with no relief in sight.
[00:32:03.118 --> 00:32:05.819]  Do you feel powerless against the large oil companies?
[00:32:06.099 --> 00:32:07.159]  Now you can fight back.
[00:32:07.439 --> 00:32:14.721]  Doer Alt Fuel Conditioner from Fuel Saver Incorporated is the solution you need for power, performance, and especially savings.
[00:32:14.941 --> 00:32:15.841]  Fuel Saver Inc.'
[00:32:15.821 --> 00:32:24.604]  's conditioner increases miles per gallon in gas and diesel engines and reduces emissions, saving up to 70 cents on each gallon of fuel you purchase.
[00:32:24.884 --> 00:32:28.785]  This remarkable fuel conditioner also cleans fuel injectors and pumps,
[00:32:29.181 --> 00:32:32.323]  Reduces engine noise and saves you money on costly repairs.
[00:32:32.643 --> 00:32:39.508]  Your engine will run like new with improved miles per gallon and the savings far exceed the cost of the product.
[00:32:39.708 --> 00:32:41.809]  Go to FUELSAVERINC.COM today.
[00:32:42.049 --> 00:32:45.812]  That's FUELSAVERINC.COM or call toll free 866-768-7811.
[00:32:45.832 --> 00:32:47.233]  Call now 866-768-7811 or go to FUELSAVERINC.COM.
[00:32:47.273 --> 00:32:48.254]  Duralt Fuel Conditioner.
[00:32:48.434 --> 00:32:49.714]  Start saving on fuel today.
[00:33:01.318 --> 00:33:06.468]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:33:07.150 --> 00:33:09.434]  Because there's a war on for your mind.
[00:33:11.423 --> 00:33:14.444]  There truly is a war on for your mind right now.
[00:33:14.985 --> 00:33:20.647]  Every day, every day you turn on that television, they're pumping disinformation into your brain.
[00:33:20.988 --> 00:33:24.769]  They're telling you, buy, buy, buy, pay no attention to the men behind the curtain.
[00:33:25.270 --> 00:33:33.694]  Well, the men behind the curtain are being exposed right now at Bilderberg 2008, and it's thanks to people like Alex Jones, who's a personal hero of mine, a good friend.
[00:33:34.614 --> 00:33:37.476]  And God bless him, Luke Rudowski and others who are out there.
[00:33:37.496 --> 00:33:39.016]  I saw Dave Cahill was out there.
[00:33:39.056 --> 00:33:40.217]  He's an amazing musician.
[00:33:41.237 --> 00:33:44.219]  Abby from 9-11 Truth in LA.
[00:33:44.539 --> 00:33:47.000]  Just a lot of people showed up this year and it's great.
[00:33:47.140 --> 00:33:48.741]  It forced them to put out a press release.
[00:33:49.081 --> 00:33:52.843]  We're talking to Amy Allen, who in her own right is quite the patriot.
[00:33:53.364 --> 00:33:54.344]  An amazing singer.
[00:33:54.804 --> 00:33:57.606]  She's got the Ron Paul, Start a Revolution song.
[00:33:58.006 --> 00:34:01.948]  When can people expect new material outside of this Scott and Amy project?
[00:34:03.244 --> 00:34:04.845]  Well, I'm actually recording it.
[00:34:05.446 --> 00:34:08.707]  I've written all the songs, so I'm recording it now.
[00:34:08.727 --> 00:34:09.808]  I'm in the recording process.
[00:34:09.868 --> 00:34:11.369]  So, very soon.
[00:34:12.089 --> 00:34:12.810]  Excellent.
[00:34:12.830 --> 00:34:15.171]  In the next couple months or so.
[00:34:15.431 --> 00:34:15.671]  Awesome.
[00:34:15.691 --> 00:34:17.012]  Alright, let's take some callers, Amy.
[00:34:17.492 --> 00:34:21.215]  Let's go to Joe in Chicago, because it seems to be on topic.
[00:34:21.375 --> 00:34:22.055]  Joe, are you with us?
[00:34:23.116 --> 00:34:23.396]  Hello.
[00:34:23.416 --> 00:34:24.496]  How are you doing, Joe?
[00:34:25.057 --> 00:34:25.917]  Doing pretty good, Jason.
[00:34:25.957 --> 00:34:26.478]  How's it going?
[00:34:26.518 --> 00:34:26.698]  Good.
[00:34:29.384 --> 00:34:33.946]  Before I had a couple questions for Amy, I had one thing that I wanted to tell you.
[00:34:35.066 --> 00:34:40.568]  Obviously, I'm here in Chicago, you know, Obama country, and I was watching local TV last night.
[00:34:40.628 --> 00:34:51.692]  I don't know if it was WGN or WBBM, one of the local stations here, but somebody was asking, well, where's the whole party for the Obama thing?
[00:34:52.427 --> 00:34:58.030]  And they were talking to one of his staff, and he had said that Obama is in Virginia.
[00:34:58.370 --> 00:35:00.091]  Yeah, oh no, it's all over the news!
[00:35:00.131 --> 00:35:01.151]  He's in D.C.
[00:35:01.192 --> 00:35:04.013]  He met Hillary Clinton last night, supposedly in her D.C.
[00:35:04.073 --> 00:35:08.215]  home, on the night that Bilderberg kicked off in Chantilly, Virginia.
[00:35:08.255 --> 00:35:11.317]  There's no doubt that members of the conference were there at that meeting.
[00:35:11.557 --> 00:35:12.637]  Give me a break, of course!
[00:35:13.718 --> 00:35:14.898]  Yeah, unbelievable.
[00:35:15.919 --> 00:35:18.980]  But hey, I'm just very pleased to be able to talk to both of you.
[00:35:19.301 --> 00:35:20.841]  Jason, you've got some awesome works.
[00:35:21.622 --> 00:35:21.842]  Amy,
[00:35:22.858 --> 00:35:28.342]  I don't even have a word for you because your music is just awesome, I really have to say.
[00:35:28.362 --> 00:35:29.743]  Oh, thank you so much!
[00:35:29.903 --> 00:35:31.223]  Thank you, thank you, thank you.
[00:35:31.424 --> 00:35:32.084]  Yeah, definitely.
[00:35:32.144 --> 00:35:41.310]  I mean, I just got, it was really funny because I actually got turned on to You Believe It or Not by, through Infowars.com, if you can believe that.
[00:35:42.050 --> 00:35:48.154]  And I watched the video on Ron Paul Revolution, I'm like, oh my gosh, I'm like, this has got an incredible production, it's got a great hook,
[00:35:48.550 --> 00:35:49.731]  Incredible synth bass line.
[00:35:49.751 --> 00:35:52.972]  I'm like, this is seriously what we need.
[00:35:53.372 --> 00:36:01.416]  We need somebody who's got incredible talent that is a celebrity that is able to get, you know, this message out to the people.
[00:36:01.896 --> 00:36:05.017]  You know, because I mean, that's kind of like how I got involved with this.
[00:36:05.037 --> 00:36:14.621]  And now if we can only, you know, because of the fact that you had all this information on your MySpace page, and we're getting other people that are getting more interested in this and it's breaking wide open.
[00:36:14.641 --> 00:36:16.342]  And I think that's really great what you're doing.
[00:36:16.741 --> 00:36:24.266]  And the way that you took a stand against Elektra, and what they were trying to do to you, I think that is just appalling.
[00:36:24.846 --> 00:36:25.647]  Well, thank you.
[00:36:25.887 --> 00:36:37.915]  There's not too many artists that are putting their career on the line to stand up for what they believe in politically, but it wasn't even a choice.
[00:36:39.392 --> 00:36:39.952]  I don't know.
[00:36:55.436 --> 00:36:56.436]  Get to his knees.
[00:36:56.936 --> 00:36:57.677]  Thank you, Joe.
[00:36:58.417 --> 00:36:59.317]  Thank you for the call, Joe.
[00:36:59.337 --> 00:37:00.017]  Yeah, absolutely.
[00:37:00.057 --> 00:37:08.999]  We can't let this nation crumble, and you know, it's just great that you stepped up to do that, Amy, and you know, you are going to wake up a lot more people that wouldn't normally be woken up.
[00:37:09.059 --> 00:37:10.680]  Again, pop culture is the way.
[00:37:10.700 --> 00:37:14.100]  I mean, how many people were brought into 9-11 Truth through Rosie O'Donnell?
[00:37:14.140 --> 00:37:20.502]  How many people were brought into 9-11 Truth through Charlie Sheen that would have never, ever, ever taken a look at this information?
[00:37:20.782 --> 00:37:23.943]  Alright, on topic, let's go to Rick in Ohio.
[00:37:24.083 --> 00:37:24.643]  Rick, are you with us?
[00:37:26.434 --> 00:37:27.334]  No, did we drop Rick?
[00:37:27.354 --> 00:37:28.515]  Hi, how are you doing?
[00:37:28.555 --> 00:37:29.255]  Hey, how are you doing, Rick?
[00:37:30.136 --> 00:37:31.096]  Interesting show.
[00:37:31.416 --> 00:37:31.716]  Thanks.
[00:37:32.617 --> 00:37:39.400]  I wanted to bring up something that's on topic, but perhaps something a lot of your listeners haven't thought about.
[00:37:40.880 --> 00:37:49.224]  In most respects, I'd have to say I support Ron Paul, like I'm assuming both of you do, from listening to the last ten minutes here.
[00:37:50.724 --> 00:37:53.586]  But I'm a real animal lover as well.
[00:37:54.855 --> 00:37:58.197]  Anyone who's had a cat or a dog or... I got two myself.
[00:37:58.317 --> 00:38:02.640]  Yeah, I would imagine most decent people are.
[00:38:02.660 --> 00:38:08.603]  And one thing I googled was the presidential candidates and animal rights.
[00:38:09.744 --> 00:38:20.730]  And much to my dismay, what I found was that the three tools in the election at this point, you know, Obama, Hillary and McCain,
[00:38:21.707 --> 00:38:28.790]  Actually have either perfect or very good animal rights voting histories.
[00:38:28.930 --> 00:38:30.450]  Well, let me speak to that for a second.
[00:38:31.071 --> 00:38:31.951]  Ron Paul doesn't.
[00:38:32.011 --> 00:38:40.114]  Well, alright, first of all, I think Ron Paul is not only about human rights, he's about saving this country first, and that's why maybe animal rights take a secondary nature.
[00:38:40.154 --> 00:38:42.595]  Secondly, these globalists love animal rights.
[00:38:42.675 --> 00:38:46.977]  Peter Singer, who is a total one-worlder, you know, talks like animals
[00:38:47.697 --> 00:39:08.823]  are are better than people and I just don't believe that man I'm here to save humanity I'm sorry but animals come second it you know I feel like those people are their hearts are in the right place but we have so many real issues from the Federal Reserve from the gas prices to imperialism in the Middle East to the police state at home that animal rights is just gonna have to take a backseat I thank you for the call.
[00:39:09.583 --> 00:39:10.404]  What do you think Amy?
[00:39:11.484 --> 00:39:15.125]  I mean I agree we have to prioritize I mean the fact is that if we don't have
[00:39:15.897 --> 00:39:26.506]  Um, you know, if we don't have our country, you know, then, uh, what if someone else is, uh, you know, we're going to have a North American Union if we're all going to be chipped.
[00:39:26.526 --> 00:39:29.228]  If, um, you know, we don't have a great trial.
[00:39:30.349 --> 00:39:31.910]  I mean, I just, I want to prioritize.
[00:39:31.970 --> 00:39:33.611]  I mean, there's just, we have to prioritize.
[00:39:33.691 --> 00:39:35.673]  It's like, I feel like we're in a state of emergency.
[00:39:36.075 --> 00:39:36.595]  Yeah, absolutely.
[00:39:36.615 --> 00:39:41.539]  And we had Jesse Benton on, who is the chair of Ron Paul's campaign.
[00:39:41.579 --> 00:39:47.984]  He announced today that they're going to be having something going on in Minneapolis on September 2nd, a Tuesday.
[00:39:48.405 --> 00:39:51.427]  And I also mentioned them to you, and they were very well aware of your work.
[00:39:51.447 --> 00:39:52.328]  They wanted to thank you.
[00:39:52.708 --> 00:39:54.129]  And they're a huge fan of the song.
[00:39:54.569 --> 00:39:56.791]  They were telling me they would love to have you go out there.
[00:39:56.811 --> 00:40:04.555]  I know you're a busy girl, but I hope that you do get in touch with Ron Paul and Jesse Benton and work something out because, you know, you are a strong voice.
[00:40:06.036 --> 00:40:13.661]  This is popular culture and we're trying to bring, you know, the youth, the older crowd, everybody together to realize, you know, it's Code Red.
[00:40:14.061 --> 00:40:14.801]  This is the time.
[00:40:14.821 --> 00:40:17.543]  Yeah, I would love to...
[00:40:19.818 --> 00:40:27.264]  Telling your producer that I'd love if Alex played the Ron Paul song over the bullhorn at the Bilderberg.
[00:40:27.505 --> 00:40:31.808]  Well, I'll call him after the show and I'll definitely, maybe we can get that live on the We Are Change feed.
[00:40:31.848 --> 00:40:36.432]  By the way, WeAreChange.org has a live video and audio feed of Bilderberg right now.
[00:40:36.452 --> 00:40:44.198]  There's about 15 or 20 people around Alex, you know, Matt Lepacek, Luke Radowski, Aaron Dykes, writer for Jones Report.
[00:40:44.419 --> 00:40:46.020]  Just a ton of awake people.
[00:40:46.080 --> 00:40:46.941]  It's so good to see.
[00:40:47.401 --> 00:40:48.801]  All right, let's jump to yet another caller.
[00:40:48.841 --> 00:40:50.722]  Let's go to Corey in California.
[00:40:50.782 --> 00:40:51.462]  Corey, are you with us?
[00:40:52.262 --> 00:40:52.983]  Hey, hello.
[00:40:53.263 --> 00:40:53.783]  How you doing, man?
[00:40:54.143 --> 00:40:55.063]  This is Rick in Ohio.
[00:40:55.103 --> 00:40:56.784]  I think you got our names switched around there.
[00:40:57.044 --> 00:40:57.844]  Oh, okay, all right.
[00:40:57.904 --> 00:41:03.265]  Okay, but on his call, I need to address, he mentioned the animal rights in the voting.
[00:41:03.566 --> 00:41:09.107]  Okay, first off, let me try to explain something to him, if I can do it well.
[00:41:10.267 --> 00:41:12.348]  This is, you like PETA?
[00:41:13.227 --> 00:41:34.257]  The PETA people, the environmentalist people, a lot of people get involved in this because it sounds good, it sounds like you're going to help the animals, you're going to help the environmentalists, but all it really gets down to is these CFR-funded front groups, is all they are, they're trying to enlist you as a useful idiot to support further restrictive
[00:41:34.804 --> 00:41:42.092]  Legislation against you, the people, and that's the reason Ron Paul doesn't vote for these scams because he knows a scam when he sees one.
[00:41:42.132 --> 00:41:54.585]  Well did you see the website that ABC, we did a story about this last week, ABC linked to this quote-unquote child's website called planetslayer.com and it was all about your carbon footprint.
[00:41:54.605 --> 00:41:56.327]  They're getting ready to tax you for breathing.
[00:41:56.867 --> 00:41:59.788]  How much gas you use, how many cars you own, how much energy you use.
[00:41:59.808 --> 00:42:01.029]  They're going to actually tax that.
[00:42:01.489 --> 00:42:05.451]  And they were saying that your carbon footprint was less than that of a pig.
[00:42:05.531 --> 00:42:06.511]  The pig deserved to live.
[00:42:06.531 --> 00:42:11.194]  And they literally showed a small baby pig and a big pig and how much their carbon footprint was.
[00:42:11.494 --> 00:42:16.916]  And they said by the time that you had used your carbon footprint up, you'd be a whopping 14 months old.
[00:42:16.976 --> 00:42:18.697]  And there was a pool of blood in the middle.
[00:42:19.097 --> 00:42:20.698]  They quickly pulled that website.
[00:42:21.158 --> 00:42:22.959]  But, you know, we know what the agenda is.
[00:42:22.999 --> 00:42:26.800]  It's more control, it's another tax, and it's absolutely ridiculous.
[00:42:26.940 --> 00:42:28.601]  Al Gore is not your friend either, folks.
[00:42:28.681 --> 00:42:31.362]  I thank you for the call.
[00:42:31.462 --> 00:42:33.483]  Let's see if we can get Cory in California.
[00:42:33.503 --> 00:42:34.204]  Is he on the line?
[00:42:35.024 --> 00:42:35.304]  Cory?
[00:42:36.144 --> 00:42:36.304]  No?
[00:42:37.305 --> 00:42:38.905]  All right, how about Franklin, Ohio?
[00:42:39.246 --> 00:42:39.446]  Yeah.
[00:42:39.626 --> 00:42:39.926]  Oh, Cory.
[00:42:39.946 --> 00:42:40.446]  We got Cory.
[00:42:40.486 --> 00:42:41.667]  All right, Cory, what's your question?
[00:42:42.007 --> 00:42:42.707]  Hey, what's up, Jason?
[00:42:43.207 --> 00:42:49.610]  No, I was just Googling Bilderberg last night, and then I come up on Bilderberg
[00:42:51.660 --> 00:42:53.001]  Yeah, we've read it on air today.
[00:42:53.261 --> 00:42:54.181]  Can you believe that?
[00:42:54.221 --> 00:42:55.162]  I was in shock.
[00:42:55.242 --> 00:42:58.104]  I was in shock, too, this morning when I actually got into it.
[00:42:58.424 --> 00:43:02.206]  I actually went and did a Google search of the past 24 hours on stories on Bilderberg.
[00:43:02.967 --> 00:43:05.728]  Someone had emailed me the press release, but the list was already out.
[00:43:06.288 --> 00:43:07.749]  And yeah, they're just announcing it.
[00:43:07.789 --> 00:43:08.730]  We're your global masters.
[00:43:08.750 --> 00:43:10.171]  You don't deserve to know what's going on.
[00:43:10.211 --> 00:43:11.391]  It's going to be a private meeting.
[00:43:12.152 --> 00:43:13.092]  No thank you press.
[00:43:13.132 --> 00:43:15.454]  You're already on the inside, so we'll tell you what to write.
[00:43:15.854 --> 00:43:16.975]  Has anyone called this number?
[00:43:17.628 --> 00:43:17.928]  Yeah!
[00:43:18.268 --> 00:43:20.709]  Yeah, a lot of people have called the number.
[00:43:21.590 --> 00:43:23.531]  It's the American Friends of Bilderberg.
[00:43:23.551 --> 00:43:26.572]  It's actually an organization that I just learned about.
[00:43:26.692 --> 00:43:28.513]  Aaron Dykes enlightened me on it last week.
[00:43:28.573 --> 00:43:31.894]  I didn't think that Bilderberg had any friends outside of the organization.
[00:43:31.914 --> 00:43:33.575]  Well, they're not my friend, that's for sure.
[00:43:33.595 --> 00:43:35.356]  Yeah, American Friends of Bilderberg.
[00:43:35.596 --> 00:43:37.818]  It's all part of the language and the nomenclature.
[00:43:37.838 --> 00:43:44.243]  They want to make you think that America supports Bilderberg when the vast majority don't even know what it is.
[00:43:44.763 --> 00:43:46.004]  Amy, what are some solutions?
[00:43:46.324 --> 00:43:53.189]  I mean, obviously we've been talking about bringing it up at parties and trying to get into the popular culture, but what else can we do?
[00:43:53.929 --> 00:44:01.555]  Well, the way I look at it is, when I got really deep into my research and pretty much
[00:44:02.452 --> 00:44:07.516]  I just completely immersed myself in just research and study and everything that Alex would say.
[00:44:07.536 --> 00:44:11.620]  You know, he always says, you know, if you don't believe me, go research it, go find it out, go look at the documents.
[00:44:11.800 --> 00:44:14.022]  And I did that, you know, and I really got into it.
[00:44:14.542 --> 00:44:22.589]  And what I found was, well, the A, I couldn't please, ever, because I was just so upset and distressed about everything.
[00:44:24.050 --> 00:44:27.913]  But what I realized was that it's truly a spiritual battle.
[00:44:28.433 --> 00:44:29.915]  It's not just a political battle.
[00:44:29.935 --> 00:44:31.336]  I mean, I feel that it is
[00:44:31.877 --> 00:44:33.078]  The spiritual battle.
[00:44:34.398 --> 00:44:39.981]  What we can do is do what I believe God created us to do.
[00:44:40.081 --> 00:44:42.262]  So if you're a good writer, blog.
[00:44:42.542 --> 00:44:42.882]  Write.
[00:44:42.962 --> 00:44:43.443]  Write a book.
[00:44:43.523 --> 00:44:45.644]  If God made you a good speaker, speak.
[00:44:45.824 --> 00:44:46.604]  Speak the truth.
[00:44:46.624 --> 00:44:47.325]  Speak to people.
[00:44:47.345 --> 00:44:49.325]  If you're a good organizer, organize.
[00:44:49.646 --> 00:44:52.067]  If you're a politician, run for office.
