[00:00:00.189 --> 00:00:00.609]  We're good.
[00:42:05.775 --> 00:42:10.599]  And again, it isn't that dictatorships can't produce milk and honey for the population.
[00:42:10.880 --> 00:42:23.411]  They want them in tiny, controlled slums as a mode of keeping them down, while their little, spoiled Praetorian are in their lap in little sub-warrens.
[00:42:24.116 --> 00:42:27.818]  Yes, and you found, too, even Stalin said the same thing, and Lenin before him.
[00:42:28.418 --> 00:42:38.523]  He must make sure that those who indoctrinate the children are paid well, meaning the teachers, and that from the teachers, then he said you must make sure your police and military are paid well.
[00:42:38.763 --> 00:42:43.825]  He wasn't talking just about monetary compensation, he meant through other social rewards as well.
[00:42:46.647 --> 00:42:53.229]  I do, though, see a lot of police actually waking up, but the problem is that those are generally non-military.
[00:42:53.609 --> 00:43:00.391]  They take troops who've been through trauma-based mind control, three, four, five tours in Iraq, which no mind could survive.
[00:43:00.451 --> 00:43:06.153]  Even in World War II it was one tour, Vietnam one tour, Korea one tour, one year, or about eleven and a half months.
[00:43:06.593 --> 00:43:10.314]  They know they're completely wrecked when they come back and are addicted to the adrenaline
[00:43:10.854 --> 00:43:13.456]  They will at the right time, I have no doubt on that.
[00:43:13.516 --> 00:43:16.537]  And they're also using a lot of medications and drugs on the troops abroad too.
[00:43:30.266 --> 00:43:37.750]  No, James Magazine wrote a lot about this in the past, how they create the new super soldier, and that they'd also use medications to do it.
[00:43:37.790 --> 00:43:39.651]  And I've talked to some of these troops, I've come back.
[00:43:39.671 --> 00:43:43.132]  Yeah, yeah, Wired Magazine about how they give them amnesia, except where they've done all this stuff.
[00:43:43.853 --> 00:43:44.053]  Yes.
[00:43:44.953 --> 00:43:53.497]  Yeah, we've had cases even in Canada, where they admitted they were hallucinating on their whole tour, and pulling out their pistols and putting them to the heads of young children.
[00:43:53.517 --> 00:43:57.159]  Stay there, let's talk about that after we get more into genetics and mind control.
[00:43:57.179 --> 00:43:57.599]  Here we go.
[00:43:58.139 --> 00:43:59.100]  Back to the main transmission.
[00:44:00.325 --> 00:44:05.875]  He's the T-Rex of political talk, Alex Jones on the GCN Radio Network.
[00:44:11.732 --> 00:44:14.515]  We're going to be opening the phones up in the next segment at 1-800-259-9231.
[00:44:14.535 --> 00:44:14.675]  1-800-259-9231.
[00:44:14.715 --> 00:44:16.597]  We're on the studio line here in Austin, Texas at 512-646-5400.
[00:44:16.617 --> 00:44:18.578]  If you have unlimited long distance, 512-646-5400.
[00:44:32.191 --> 00:44:35.554]  Questions for Alan Watt will be with us graciously 20 minutes into the next hour.
[00:44:36.354 --> 00:44:42.319]  Alan, before we go any further, give out your website, the great audio books, the videos, the work you've done.
[00:44:42.339 --> 00:44:55.189]  I was asked on National British Radio a few months ago who I thought one of the best leading minds in this fight was, who doesn't put out bull, but actually covers what he can prove, and I plugged Alan Watt, and I mean that.
[00:44:55.489 --> 00:44:56.310]  You're a real treasure.
[00:44:56.790 --> 00:45:02.411]  Yeah, it's CuttingThroughTheMatrix.com is the website, and you can see Alan Watts sent in Sentinel.eu as well for transcripts.
[00:45:21.914 --> 00:45:37.439]  But I do have some books to sell that I've written, and CDs as well, going through the histories, even to ancient times on these particular elitist families, and how they created religions to control how they used those religions, always towards the same agenda.
[00:45:37.799 --> 00:45:43.201]  They knew where they were going a long time ago, and I put it together from as best I can through talks.
[00:45:43.989 --> 00:45:55.694]  And there's also DVDs they can buy, where I give special talks on the so-called occultic side or hidden side of this as well, to do with the belief themselves that they lead to hold.
[00:45:56.155 --> 00:46:00.857]  And they do have their own little belief structure there, their own inner religion, there's no doubt about that.
[00:46:02.176 --> 00:46:05.838]  When we go into overdrive in the next hour, let's spend some time on that after calls.
[00:46:06.078 --> 00:46:21.846]  Right now, I want to get more into the genetic engineering, not just what they're doing to, no doubt, all the cures going back over 30 years that they have for every type of cancer you can imagine, while at the same time implanting
[00:46:22.546 --> 00:46:23.386]  Us with the cancers.
[00:46:23.446 --> 00:46:24.307]  I mean, it's admitted.
[00:46:24.327 --> 00:46:25.767]  I had guests on last week about it.
[00:46:26.448 --> 00:46:28.248]  Hundreds of different cancer viruses.
[00:46:28.809 --> 00:46:30.829]  1 in 33 having cancer 50 years ago.
[00:46:30.869 --> 00:46:31.290]  Now 1 in 3.
[00:46:31.330 --> 00:46:33.791]  I mean, it's like getting a cold now.
[00:46:34.311 --> 00:46:39.533]  As this gets more and more horrific, I see there's a real chink in their armor.
[00:46:39.553 --> 00:46:51.438]  If you can explain to the cops, and have them go see the documents, that their mother, or their son, or their daughter, or they are going to die, or have already died from what their masters gave them, maybe that'll have them, maybe that'll make them wake up.
[00:46:52.757 --> 00:46:53.498]  Yes, true.
[00:46:54.058 --> 00:46:56.640]  The younger you are, the more difficult it is to believe you'll ever die.
[00:46:56.680 --> 00:46:57.700]  That's part of the problem.
[00:46:58.180 --> 00:47:04.404]  The ones you have to target are the ones who are married, that are a bit older, that have thought about life and death itself, and including their own one day.
[00:47:05.025 --> 00:47:10.588]  And that's when you start to think and realize that you are more than just a human being.
[00:47:10.628 --> 00:47:12.910]  I think every human being is to an extent sacred.
[00:47:13.730 --> 00:47:16.692]  And they start to think about the first and last causes of life.
[00:47:17.384 --> 00:47:18.464]  But they're very young.
[00:47:18.625 --> 00:47:20.945]  Of course, that's why they recruit the young for the military.
[00:47:20.965 --> 00:47:26.588]  No young person would go into the military thinking that he or she was going to be killed.
[00:47:27.008 --> 00:47:27.928]  They would never believe it.
[00:47:29.269 --> 00:47:36.371]  In fact, these big tough guys, when their arms and legs are blown off, they cry for mommy and they cry and can't believe they're dying.
[00:47:36.651 --> 00:47:37.632]  They're so afraid.
[00:47:38.860 --> 00:47:41.984]  Yeah, it's an impossibility, and that's why they've always used young children.
[00:47:42.004 --> 00:47:50.115]  They tried this out in World War I, when they were trying to really reduce the population and bring in the League of Nations as a world government.
[00:47:50.175 --> 00:47:55.542]  That was the purpose of World War I, well written about by those behind the scenes after the war.
[00:47:56.352 --> 00:47:56.553]  And a
[00:48:11.152 --> 00:48:15.798]  It turned out they knew that areas weren't even being defended or areas didn't even need to be taken.
[00:48:16.178 --> 00:48:19.242]  The French and Germans would just send wave after wave after wave.
[00:48:19.582 --> 00:48:27.052]  And they found that a 30-40 year old, wasn't that they were cowards, they would at least try to avoid the machine gun fire, whereas the 12 year old child wouldn't.
[00:48:27.907 --> 00:48:39.079]  Yes, and they also came to an understanding on both sides of the trenches, because even the Germans were putting older guys in too, and they were too mature, they realized it was all a farce to begin with.
[00:48:39.480 --> 00:48:44.165]  They'd fire a few shots over the lines, over the heads of the enemy every day, just to keep their officers happy.
[00:48:45.166 --> 00:48:54.136]  And then you had psychological tests that came out and then publicly they started having the paper targets in the 30s and 40s pop up to habitualize you to shoot the image of a person.
[00:48:54.396 --> 00:49:04.968]  Then they pioneered the video games and they've gone from 90% not killing somebody up close to now 95% will kill somebody up close and now they're your cops and now they'll kill you!
[00:49:05.869 --> 00:49:12.614]  And they've had twenty years of playing on video games where the only object is to kill as many of the enemy as possible.
[00:49:12.634 --> 00:49:13.635]  Murder simulators.
[00:49:13.835 --> 00:49:14.775]  Murder simulators.
[00:49:15.256 --> 00:49:15.756]  Absolutely.
[00:49:16.377 --> 00:49:17.437]  This was all planned this way.
[00:49:17.978 --> 00:49:18.698]  All planned this way.
[00:49:18.718 --> 00:49:20.019]  They admit it's all planned that way.
[00:49:20.079 --> 00:49:20.860]  I mean that's the thing.
[00:49:21.817 --> 00:49:23.058]  This is so diabolical!
[00:49:23.678 --> 00:49:26.080]  Yeah, they needed a generation that would do this.
[00:49:27.201 --> 00:49:29.543]  A generation from the 60s, they would not do it.
[00:49:30.424 --> 00:49:32.565]  But so they created a generation who would do it.
[00:49:32.826 --> 00:49:36.929]  The purpose made, they designed the generation to do exactly this today.
[00:49:39.631 --> 00:49:41.312]  Getting into genetic engineering,
[00:49:43.413 --> 00:49:55.778]  What's your info on why they're so madly doing pure research that's so dangerous and why they're putting GMO food on all the store shelves that they know is killing people en masse, killing all of the lab animals that are fed it?
[00:49:55.798 --> 00:49:58.539]  I mean, is that just part of the population control?
[00:49:58.619 --> 00:50:00.039]  I mean, is that part of the power trip?
[00:50:00.479 --> 00:50:04.741]  Because we know that all the elitists are obsessed, own their own farms, filter their water.
[00:50:04.781 --> 00:50:07.402]  I mean, I guess that's just another little friendly thing they do.
[00:50:08.502 --> 00:50:12.644]  It's definitely to do with making us sicker to die earlier and to die faster.
[00:50:14.084 --> 00:50:16.108]  The death rate now as you see is skyrocketing.
[00:50:17.081 --> 00:50:26.484]  With all these illnesses and diseases, it wasn't enough to have all the viruses in the various vaccines we were given, so they're simply speeding up the process.
[00:50:26.804 --> 00:50:35.507]  And they're teaching, it's what's interesting, they're teaching doctors who are just coming out of medical school that 1 in 2 dying of cancer is now normal.
[00:50:35.967 --> 00:50:43.850]  They have not given any history, even 40 years ago, of particular cancers and how rare most of these cancers were.
[00:50:45.618 --> 00:50:47.900]  So they've trained them too to think it's all natural.
[00:50:48.180 --> 00:50:50.582]  And that's the beauty of intakes in university.
[00:50:50.602 --> 00:50:56.828]  You can train every generation a completely different bunch of theories and fake history, if you want.
[00:50:57.368 --> 00:50:58.449]  And they won't question it.
[00:50:58.469 --> 00:50:59.310]  They think it's all true.
[00:50:59.810 --> 00:51:01.352]  There's no reason to question it, really.
[00:51:03.013 --> 00:51:04.554]  And so they be accepted as well.
[00:51:04.614 --> 00:51:05.755]  And they love their cancer.
[00:51:05.796 --> 00:51:07.317]  They love their government.
[00:51:08.243 --> 00:51:10.345]  Well, the government couldn't be giving me cancer.
[00:51:10.425 --> 00:51:11.305]  I'm a member of the government.
[00:51:11.345 --> 00:51:12.006]  I'm an officer.
[00:51:12.026 --> 00:51:12.546]  They love me.
[00:51:12.947 --> 00:51:14.128]  Oh, I'm a good doctor.
[00:51:14.248 --> 00:51:14.808]  I help people.
[00:51:14.868 --> 00:51:16.590]  I follow the AMA guidelines.
[00:51:16.610 --> 00:51:18.411]  Of course, the doctor's not involved in that.
[00:51:18.691 --> 00:51:23.875]  They don't know the Rockefellers in the 20s spent hundreds of millions of dollars studying where cancer came from.
[00:51:23.895 --> 00:51:30.401]  I mean, I remember getting on the air 12 years ago and saying, most cancer is viral and having top scientists on.
[00:51:32.521 --> 00:51:33.822]  And people wouldn't believe me.
[00:51:33.902 --> 00:51:45.471]  Now they're teaching you, yo, most cancer is viral, but we have vaccines that will protect you, and then you find out that actually the cancer vaccine massively increases getting cancer.
[00:51:45.731 --> 00:51:48.413]  It says on the insert, but they'll never read that.
[00:51:49.313 --> 00:51:55.158]  Yes, and also if you go into CBC, that's the Canadian Broadcasting Corporation archives,
[00:51:56.560 --> 00:51:59.223]  That's org.org.ca.
[00:51:59.924 --> 00:52:03.208]  Look at the special report that was done on Dr. Salk.
[00:52:03.668 --> 00:52:06.612]  It's old footage they showed on television a few years ago.
[00:52:07.393 --> 00:52:21.136]  And in the footage, Dr. Salk says, oh yeah, we knew that the Simian-40 virus and many other cancer-causing viruses were in each shot of polio, but we outweighed the risks and went ahead anyway.
[00:52:21.196 --> 00:52:22.157]  He said it was worth it.
[00:52:22.637 --> 00:52:32.559]  And he talked to his other technicians who also knew that they were basically condemning a whole generation to rapidly growing cancers.
[00:52:32.859 --> 00:52:36.902]  And by the way, he's the inventor of the polio vaccine, which we know was a government bioweapon itself.
[00:52:36.922 --> 00:52:37.722]  That's now been admitted.
[00:52:38.322 --> 00:52:43.005]  He was also the top eugenicist for this, the whole American and British Association.
[00:52:43.385 --> 00:52:50.610]  He was the man who was writing books before the polio vaccine on the necessity to bring down the population by any means possible.
[00:52:51.030 --> 00:52:52.371]  And he comes out as the savior.
[00:52:52.551 --> 00:53:11.597]  Well that's what I was going to say is it's funny you mentioned that we actually played that clip from the CBC last week on the show and he's laughing he's going hundreds of viruses and he goes you know what we did we took the monkeys from the bioweapons labs and then we grew the vaccine from them and he starts laughing and the people with him go
[00:53:12.737 --> 00:53:14.139]  And they all start laughing.
[00:53:14.259 --> 00:53:17.263]  Oh, it's because, hey, having a big house isn't power.
[00:53:17.503 --> 00:53:19.065]  Having a fancy car isn't power.
[00:53:19.525 --> 00:53:20.747]  Killing all those people.
[00:53:21.127 --> 00:53:24.671]  Oh, oh, you know, I'll never forget a PBS documentary.
[00:53:24.711 --> 00:53:26.754]  Probably it'll be 14 years ago.
[00:53:26.774 --> 00:53:27.815]  I wasn't even on air yet.
[00:53:28.536 --> 00:53:29.977]  And I'm visiting over my parents' house.
[00:53:30.998 --> 00:53:31.959]  I guess it's longer than that.
[00:53:32.260 --> 00:53:41.533]  So I was in college, that had to be 15 years ago, and I'm over at their house, PBS is on, and it's a show about Jack Kevorkian before he went to jail.
[00:53:41.913 --> 00:53:44.717]  And it was him and New York at an art showing.
[00:53:45.278 --> 00:53:46.640]  And I wish somebody would find this tape.
[00:53:47.581 --> 00:54:12.029]  And, uh, it said Tom Cruise was there, and it showed all these supermodels, and these beautiful women were walking up going, oh my, oh, giggling and like rubbing on his jacket, and he was like a rock star, and they were looking at his paintings, and he was saying, I painted this in my own blood, this is oil, this is blood, and it was demons eating babies as they came out of women's wombs, and it was shocking art, it made me step back, I mean, it was, it was very powerful art, and they were all going, oh, oh,
[00:54:13.250 --> 00:54:14.371]  It's just amazing.
[00:54:33.869 --> 00:54:39.152]  And also, it's a resurgence of the art that was shown in the 1930s.
[00:54:39.853 --> 00:54:41.153]  It was called the New Man.
[00:54:41.674 --> 00:54:44.995]  And all the Western countries, including Germany, were part of that.
[00:54:45.236 --> 00:54:50.759]  They were pushing what they called the New Man at that time, the Man to Come, the Superman.
[00:54:51.279 --> 00:54:52.460]  And it didn't start in Germany.
[00:54:52.520 --> 00:54:54.321]  It started, actually, in England.
[00:54:55.001 --> 00:54:56.102]  And in the United States.
[00:54:56.802 --> 00:55:01.225]  And there's an art exhibition coming up in Ottawa in June to show you all of this art.
[00:55:01.585 --> 00:55:03.086]  And that's exactly what it looks like.
[00:55:03.126 --> 00:55:10.690]  You have these characters with the like big gladiators with demons hanging on to them and so on.
[00:55:11.231 --> 00:55:13.772]  And even giving birth from their own wombs.
[00:55:14.052 --> 00:55:22.197]  Because the new man, by the way, the kind that they're going to bring in the future is going to be self-replicating a form of hermaphrodite.
[00:55:22.797 --> 00:55:30.182]  And oddly enough, I was reading in the paper just today that some scientists have just done that very thing.
[00:55:30.582 --> 00:55:35.326]  They've actually created a hermaphroditic embryo and have been told to destroy it.
[00:55:52.837 --> 00:55:53.257]  512-646-5400.
[00:55:53.337 --> 00:55:56.739]  We'll be right back.
[00:56:00.421 --> 00:56:02.202]  Okay, Alan, let's continue.
[00:56:02.602 --> 00:56:03.422]  I mean, I'm not kidding.
[00:56:03.442 --> 00:56:05.243]  People can't believe this unless they saw it.
[00:56:05.804 --> 00:56:07.885]  It was literal demons eating babies.
[00:56:08.505 --> 00:56:09.585]  It was XXX.
[00:56:09.846 --> 00:56:11.346]  And he was a good oil painter.
[00:56:11.366 --> 00:56:12.387]  It was very disturbing.
[00:56:12.887 --> 00:56:14.788]  And he was like a movie star.
[00:56:14.808 --> 00:56:16.869]  They really are a death cult.
[00:56:17.309 --> 00:56:20.471]  And I don't think the general public can understand this or know that this is going on, Alan.
[00:56:21.727 --> 00:56:22.248]  They can't.
[00:56:22.268 --> 00:56:23.409]  It's too far from them.
[00:56:23.569 --> 00:56:30.475]  However, in some sense, they can because they've been brought up to worship the stars, as we know.
[00:56:31.136 --> 00:56:38.162]  That's all we hear amongst all the news now is the scattering of what's happening to stars, the little sort of affairs and all the rest of it.
[00:56:38.877 --> 00:56:44.684]  So anything to do with sex and crime and so on and stars will attract them.
[00:56:44.824 --> 00:56:50.210]  You have this odd image, as you say, this star image created out of these monsters.
[00:56:51.031 --> 00:56:53.794]  And we do have a death cult.
[00:56:53.834 --> 00:56:58.320]  But expanding on that, have you ever seen Schwarzenegger's favorite art?
[00:56:59.534 --> 00:56:59.774]  No.
[00:57:00.394 --> 00:57:02.715]  I was doing a deep search for images of him.
[00:57:02.735 --> 00:57:09.658]  He was in a lot of gay porn for like four or five days back in 2005 for Martial Law.
[00:57:10.158 --> 00:57:16.900]  And I came upon all these photos of him with his favorite art and flying to Germany just to see this one artist.
[00:57:16.940 --> 00:57:17.800]  I should have done a show on it.
[00:57:17.820 --> 00:57:18.561]  We didn't put it in the film.
[00:57:19.041 --> 00:57:23.743]  But it's images of dead babies in car wrecks and dead babies in the morgue.
[00:57:23.863 --> 00:57:24.563]  Real photos.
[00:57:25.123 --> 00:57:42.108]  And little girls in SS uniforms, but it's not pornographic, but like spreading their legs, you know, in weird positions, and I remember finding that, and it was Arnold, it said, you know, it was photos of him, just, oh, he went all the way to Germany just to meet his favorite artist, and it was dead babies!
[00:57:42.468 --> 00:57:45.089]  And I could barely look at these images of dead babies, they love it!
[00:57:45.289 --> 00:57:48.270]  They love images of dead Iraqi children and stuff, it's like beautiful!
[00:57:49.530 --> 00:57:52.731]  You're right, there's no doubt about it, you're dealing here with
[00:57:54.338 --> 00:58:01.565]  What used to be termed demonic, we have nothing else except that term to use because it's so anti-human in every respect.
[00:58:02.125 --> 00:58:07.951]  And everything that we think of as being a normal functioning human being, they are the complete opposite.
[00:58:07.971 --> 00:58:12.655]  Well, my instinct as a tribal male is to feel very angry and aggressive towards this.
[00:58:12.995 --> 00:58:16.839]  I mean, these are people just in a predatory orgy, are they not?
[00:58:17.899 --> 00:58:19.660]  They are predators, there's no doubt about it.
[00:58:19.740 --> 00:58:20.881]  Their whole life is predatory.
[00:58:21.522 --> 00:58:26.285]  And even amongst themselves, they play a lot of games with each other to predominance.
[00:58:26.845 --> 00:58:27.886]  But you're quite right.
[00:58:28.126 --> 00:58:29.967]  They are a sadomasochist to an extent.
[00:58:30.007 --> 00:58:32.429]  And that's part of the psychopathic personality.
[00:58:32.869 --> 00:58:36.011]  The sadomasochist will worship the officer above him.
[00:58:36.876 --> 00:58:37.697]  And I mean worship.
[00:58:38.278 --> 00:58:39.879]  And he'll definitely worship the leader.
[00:58:39.899 --> 00:58:45.524]  Well have you seen all these videos where Bill Clinton in public will kneel and bow to George Bush Sr.
[00:58:45.624 --> 00:58:48.166]  and now they all bow to each other in the hierarchies.
[00:58:48.186 --> 00:58:51.950]  They'll just suddenly on C-SPAN turn and kneel like it's the Emperor.
[00:58:52.967 --> 00:59:02.915]  Exactly, and we know, watching the Nuremberg Trials, that the officers that were brought up in charge stood up for Adolf Hitler, their hero, to the very end.
[00:59:02.996 --> 00:59:04.417]  They worshipped the man.
[00:59:04.457 --> 00:59:08.260]  They literally worshipped him, because he had more power than they had.
[00:59:08.640 --> 00:59:10.862]  Well, they despised the men beneath them.
[00:59:11.383 --> 00:59:12.624]  Each psychopath is like that.
[00:59:12.644 --> 00:59:16.827]  They hate the weak beneath them, but they admire those with more power above them.
[00:59:17.828 --> 00:59:18.449]  That's standard.
[00:59:19.569 --> 00:59:20.270]  God help us.
[00:59:21.806 --> 00:59:31.695]  You know, the Nazi model, the eugenics, all of it, there really is a thread of that, but they're only, when we say it's Nazi, they really got it from England and the United States.
[00:59:32.075 --> 00:59:37.680]  The black uniforms, homeland security, all these terms, that's why it doesn't matter what racial group it is, they all like it.
[00:59:38.901 --> 00:59:40.182]  Yes, there's no doubt about it.
[00:59:40.402 --> 00:59:46.908]  In fact, the Fabian Society that was set up by the funding of the Astor family that came over to England
[00:59:47.882 --> 00:59:49.505]  Tell you what, we're going live right now.
[00:59:49.565 --> 00:59:49.945]  Here we go.
[01:00:49.617 --> 01:00:51.240]  Your phone call is coming up at 512-646-5400 at 1-800-259-9231.
[01:01:01.584 --> 01:01:06.205]  How they're brainwashing the young, how they're training them for law enforcement in school.
[01:01:06.225 --> 01:01:08.426]  It starts with betraying your parents.
[01:01:08.466 --> 01:01:09.326]  I have it on video.
[01:01:09.627 --> 01:01:11.647]  What's in mommy and daddy's cabinet?
[01:01:12.207 --> 01:01:13.108]  Medicine cabinet.
[01:01:13.608 --> 01:01:14.828]  What do the guns look like?
[01:01:15.388 --> 01:01:15.809]  Write us.
[01:01:15.889 --> 01:01:19.310]  I mean, parents, send your children to a predatory demon government.
[01:01:20.470 --> 01:01:22.131]  And the cops think it's normal now to do that.
[01:01:22.191 --> 01:01:24.431]  But the Soviets were bad 20 years ago, because they did, right?
[01:01:25.512 --> 01:01:26.292]  Charter school.
[01:01:27.657 --> 01:01:33.119]  We'll focus on Homeland Security, the first high school dedicated to preparing students for the front lines.
[01:01:33.179 --> 01:01:37.521]  The front lines in the nation's homeland security has gone from theory to planning.
[01:01:38.761 --> 01:01:46.564]  In Wilmington, the project manager for the Delaware Academy of Public Safety and Security, Newcastle Anthony
[01:01:47.833 --> 01:01:55.498]  Thomas Little signed a contract with Innovative Schools, a professional firm, which will coordinate the mechanisms preparing the school for its eventual opening.
[01:01:55.538 --> 01:02:07.705]  Now, before 9-11, they already had SecureCorps, Division of AmeriCorps, training the kids with M-16s, weapons, everything, in public schools in Philadelphia to, quote, do warrant service, round-ups.
[01:02:07.745 --> 01:02:08.706]  That was in the news.
[01:02:09.346 --> 01:02:12.248]  So, they always tell the town, you're the first to do this.
[01:02:12.449 --> 01:02:14.190]  There's also that feeling of elitism.
[01:02:14.490 --> 01:02:23.538]  I would go to town after town that had Delta Force there, bribing them and getting them ready for martial law, and I'd go into the SWAT team commander and say, let me guess, they gave you your card and said you were the first, right?
[01:02:24.058 --> 01:02:25.559]  Well, here's a video of them ten years ago.
[01:02:26.040 --> 01:02:28.341]  And that would really freak them out that I knew everything they told them.
[01:02:28.702 --> 01:02:30.563]  Because they talk to you like little children.
[01:02:30.863 --> 01:02:31.324]  Alan, what?
[01:02:32.355 --> 01:02:32.876]  Oh, they do.
[01:02:33.056 --> 01:02:34.319]  They do talk to us like children.
[01:02:34.339 --> 01:02:38.266]  They're giving lectures on what to say to the public.
[01:02:38.387 --> 01:02:42.635]  Every division of every governmental department today has a PR team.
[01:02:43.579 --> 01:02:51.022]  And their job is to soften everything in a child-like fashion and decide how much you will be told and what you will not be told.
[01:02:51.643 --> 01:02:53.163]  And that goes for even for your local police.
[01:02:53.203 --> 01:02:57.385]  Everyone goes through PR spokesmen today that are basically lawyers.
[01:02:57.906 --> 01:02:58.886]  Well, here's an example.
[01:02:58.946 --> 01:03:04.288]  I went down to the SWAT team's office because I'd already been at the County Commissioners and they had one of their guys come in and threaten me.
[01:03:04.328 --> 01:03:05.429]  So I'd set a cowering.
[01:03:05.829 --> 01:03:07.630]  I went right to the commander and said, don't do that.
[01:03:07.890 --> 01:03:09.070]  I'm allowed to come in here and speak.
[01:03:09.111 --> 01:03:09.891]  I'm not intimidated.
[01:03:10.231 --> 01:03:12.132]  And he said, oh, look, we're all good guys.
[01:03:12.192 --> 01:03:13.092]  I'm a Vietnam vet.
[01:03:13.112 --> 01:03:16.353]  And he had Oklahoma City bombing video on the shelf behind him.
[01:03:16.393 --> 01:03:20.275]  And I said, Delta Force will be here soon for a martial law takeover drill.
[01:03:20.515 --> 01:03:22.055]  They want to co-opt you and give you money.
[01:03:22.075 --> 01:03:23.236]  And he said, no, they're not.
[01:03:23.276 --> 01:03:24.096]  That's illegal.
[01:03:24.476 --> 01:03:25.157]  And laughed at me.
[01:03:25.477 --> 01:03:27.878]  Two years later, he calls me in his office and says, here's their card.
[01:03:27.958 --> 01:03:28.998]  Everything you said is true.
[01:03:29.458 --> 01:03:29.878]  Guess what?
[01:03:30.199 --> 01:03:31.859]  They had him bugged or something.
[01:03:32.059 --> 01:03:33.280]  He was fired two weeks later.
[01:03:33.900 --> 01:03:34.641]  Yes, oh yeah.
[01:03:35.261 --> 01:03:36.523]  And that's a standard too.
[01:03:36.543 --> 01:03:47.534]  You see, you'll find that the Club of Rome, one of the big think tanks to the mix-up policy for the future, they're the guys who dreamed up the global warming scam and admitted it in their own book, The First Global Revolution.
[01:03:47.554 --> 01:03:55.502]  Oh yeah, they just republished that though, two months ago, where Haas says, it's all fake, but we use it to quote, make humans the enemy.
[01:03:56.147 --> 01:03:57.208]  Yes, that's correct.
[01:03:57.708 --> 01:03:59.969]  And so mankind is the enemy to the environment.
[01:04:00.509 --> 01:04:06.933]  And they said during warfare, people do what they're told, they're more cohesive, and we can get our agenda through then.
[01:04:06.953 --> 01:04:12.055]  We work together in a wartime situation so that they get a global type war going.
[01:04:12.556 --> 01:04:14.557]  So they use these techniques for sure.
[01:04:15.337 --> 01:04:18.420]  And it never really fails the way it's put over.
[01:04:18.700 --> 01:04:26.227]  They use Madison Avenue, they use the big marketing companies to market ideas via the news, via news clips and so on.
[01:04:26.247 --> 01:04:32.553]  They even pay newspapers to write proactive, as they call them, talks or pieces of mobilization.
[01:04:32.573 --> 01:04:37.137]  Oh yeah, they take our money, they take hundreds of billions a year and put it into fake news.
[01:04:37.944 --> 01:04:42.145]  Oh yes, they soften everything and they must sell it to the public.
[01:04:42.185 --> 01:04:50.628]  They've just been told, in fact, from Bush to start writing positive success stories on NAFTA and the integration of the Americas.
[01:04:51.208 --> 01:04:53.148]  So find the good few stories.
[01:04:53.208 --> 01:04:54.369]  There is a problem, though.
[01:04:54.549 --> 01:04:55.589]  There is a problem, though.
[01:04:56.449 --> 01:05:02.831]  And that's that the public isn't sophisticated and doesn't know how they're being lied to, but they all know the government's criminal.
[01:05:03.071 --> 01:05:04.452]  They all know it's dangerous.
[01:05:04.512 --> 01:05:06.032]  Everybody has this feeling of danger.
[01:05:06.052 --> 01:05:11.914]  The psychological warfare experts know that we have a sixth sense, and so an instinctive survival mechanism.
[01:05:12.215 --> 01:05:21.258]  Everybody knows we're in danger, so they try to put in front of that and say, you feel upset because of Al-Qaeda, and people feel the fear, and they go, yeah, there's something real.
[01:05:21.618 --> 01:05:23.959]  What they don't understand is their fear is of the globalists.
[01:05:23.979 --> 01:05:24.999]  Do you understand what I'm saying, Alan?
[01:05:25.259 --> 01:05:26.421]  Yeah, it's called Transference.
[01:05:26.541 --> 01:05:27.702]  They do Transference, yeah.
[01:05:47.557 --> 01:05:49.777]  John, I haven't gotten calls from you.
[01:05:49.837 --> 01:05:51.318]  I've got my board of calls.
[01:05:51.538 --> 01:05:58.359]  Give me just two of the first calls, and then we will go ahead and take some of those calls right now.
[01:05:59.239 --> 01:06:01.240]  I've got AJ in Arizona.
[01:06:01.260 --> 01:06:02.180]  Okay.
[01:06:02.660 --> 01:06:04.320]  And then we've got Mark in Missouri.
[01:06:05.001 --> 01:06:05.801]  That's enough for now.
[01:06:05.841 --> 01:06:07.321]  Let's go to AJ in Arizona.
[01:06:07.701 --> 01:06:09.261]  AJ in Arizona, you're on the air.
[01:06:13.842 --> 01:06:14.423]  AJ, go ahead.
[01:06:14.863 --> 01:06:15.023]  Yes.
[01:06:15.763 --> 01:06:16.283]  Oh, I'm on the air?
[01:06:18.066 --> 01:06:18.526]  Yeah, go ahead!
[01:06:19.167 --> 01:06:19.888]  Okay, great.
[01:06:20.208 --> 01:06:21.229]  Great to talk to you, Alex.
[01:06:21.309 --> 01:06:30.018]  I'm prior service Special Forces, and I just have, uh, I just want to weigh in on, um, the mid-1990s and how their NLP program failed.
[01:06:30.838 --> 01:06:34.162]  Uh, the United States Army, and it also failed the New World Order.
[01:06:34.830 --> 01:06:35.891]  Well I'll tell you what, stay there.
[01:06:35.911 --> 01:06:40.274]  This is an important call and I think during the break we're having a problem.
[01:06:40.694 --> 01:06:47.539]  I'm archiving all this live on the web so your call will have a big life on the internet with the video and the audio streams.
[01:06:47.880 --> 01:06:50.482]  But I've never tried to take a call on the network end during breaks.
[01:06:50.702 --> 01:06:54.044]  So I'm going to put you on hold AJ in Arizona and come back to you, okay?
[01:06:54.064 --> 01:06:54.945]  No problem.
[01:06:55.745 --> 01:06:57.447]  Alright, let's try to take one on our end.
