[00:00:00.009 --> 00:00:01.290]  We're good.
[00:59:18.252 --> 00:59:21.553]  You will learn the secret that drives the entire New World Order agenda.
[00:59:21.553 --> 00:59:24.694]  The Oval Party is making great progress toward a world government.
[00:59:24.694 --> 00:59:25.855]  Most people have no idea.
[00:59:25.855 --> 00:59:26.655]  They're not after money.
[00:59:26.655 --> 00:59:27.916]  They have all the money they need.
[00:59:27.916 --> 00:59:28.496]  They're after power.
[00:59:28.496 --> 00:59:30.056]  That's what they're after these years.
[00:59:30.056 --> 00:59:34.238]  Order In Game on DVD at PrisonPlanet.com or InfoWars.com.
[00:59:34.818 --> 00:59:38.783]  Or watch it online right now at PrisonPlanet.tv.
[00:59:38.783 --> 00:59:39.544]  Endgame.
[00:59:39.544 --> 00:59:41.567]  Blueprint for global enslavement.
[00:59:41.567 --> 00:59:46.734]  You have been warned.
[00:59:46.734 --> 00:59:49.117]  Waging war on corruption.
[00:59:49.117 --> 00:59:51.880]  Alex Jones on the GCM Radio Network.
[00:59:58.789 --> 01:00:00.530]  Government cover-ups.
[01:00:00.530 --> 01:00:02.111]  You want answers?
[01:00:02.111 --> 01:00:03.032]  Well, so does he.
[01:00:03.032 --> 01:00:07.874]  He's Alex Jones on the GCN Radio Network.
[01:00:07.874 --> 01:00:13.277]  And now, live from Austin, Texas, Alex Jones.
[01:00:13.277 --> 01:00:19.221]  You gotta love it, men in black suits, swaggering around in black sunglasses with the state police backing them up.
[01:00:19.221 --> 01:00:22.463]  I don't tell you who I am, boy, I tell you what to do!
[01:00:22.463 --> 01:00:25.985]  You don't talk about that Bill of Rights and Constitution ever again.
[01:00:27.048 --> 01:00:30.430]  I will shut down this school so fast it'll make your head spin.
[01:00:30.430 --> 01:00:32.491]  How's that sound like land of the free, home of the brave?
[01:00:32.491 --> 01:00:33.671]  You like that?
[01:00:33.671 --> 01:00:36.493]  We're fighting for freedom!
[01:00:36.493 --> 01:00:45.638]  Fighting to have amnesty and open borders, and fighting to give the illegal aliens federal tuition, and fighting to make you a slave, boy!
[01:00:45.638 --> 01:00:48.379]  Jeff, I want to stay in contact with you.
[01:00:48.379 --> 01:00:52.161]  I told you this beforehand, there's a good chance, and I told Steve this, Steve Barber,
[01:00:53.732 --> 01:00:56.436]  That's pretty obvious where the school is, and you know, you said it.
[01:00:56.436 --> 01:01:05.670]  I said go as far as you want, and let me just tell you, you'll probably now get a visit from them of more threats and more intimidation.
[01:01:05.670 --> 01:01:08.535]  I said go as far as you wanted, but you listed the town, where it's at.
[01:01:10.062 --> 01:01:17.608]  Uh, they did go to adult pastors of major churches and tell them to shut up and how dare you release those documents, but then nothing happened.
[01:01:17.608 --> 01:01:21.211]  Uh, I mean, do you want to go all the way?
[01:01:21.211 --> 01:01:25.114]  Or, let me just tell you, you did go all the way.
[01:01:25.114 --> 01:01:30.519]  Well, uh, no sir, that's as far as I'm comfortable.
[01:01:30.519 --> 01:01:35.403]  And Alex, I know I'm a little tentative on this, but it's a great struggle.
[01:01:36.405 --> 01:01:37.986]  It's a great struggle, personally.
[01:01:37.986 --> 01:01:41.387]  You just don't know how much... No, I know.
[01:01:41.387 --> 01:01:42.368]  You've been going to school.
[01:01:42.368 --> 01:01:44.249]  You're already a pastor.
[01:01:44.249 --> 01:01:50.132]  You want to help people, and you just... Why should you have to have men in black telling you don't talk about the Constitution?
[01:01:50.132 --> 01:01:50.872]  It's insane!
[01:01:50.872 --> 01:01:56.195]  I know, and it's unreal.
[01:01:56.195 --> 01:01:58.056]  So, you were just so flabbergasted.
[01:01:58.056 --> 01:02:00.617]  You never said, why are you doing this?
[01:02:00.617 --> 01:02:01.697]  This is crazy.
[01:02:01.697 --> 01:02:02.378]  I have a right.
[01:02:02.378 --> 01:02:05.119]  You just were just... They were just... They were just there?
[01:02:06.033 --> 01:02:11.938]  I did say, I did say when they approached me with it and asked me to fill in the blanks, I said, that was yesterday, I can't remember.
[01:02:11.938 --> 01:02:14.019]  I said, plus it's none of your business.
[01:02:14.019 --> 01:02:17.282]  I'm not speaking anything that's unrealistic.
[01:02:17.282 --> 01:02:21.906]  And then they, that's when they threatened the university and threatened everything else.
[01:02:21.906 --> 01:02:26.590]  And, and, um, just that's, that was it.
[01:02:26.590 --> 01:02:27.270]  That was the end of that.
[01:02:27.270 --> 01:02:30.773]  And that's, that's when I shut up and said, well, okay, you've got the power.
[01:02:31.804 --> 01:02:34.646]  I'm just going to stand here because I was in a no-win situation.
[01:02:34.646 --> 01:02:37.849]  I mean, I kept my mouth open or I kept it closed.
[01:02:37.849 --> 01:02:39.270]  I was just in a no-win situation.
[01:02:39.270 --> 01:02:43.774]  No, you have incredible courage and I appreciate you and I appreciate what you've done.
[01:02:43.774 --> 01:02:44.795]  I want to bring your friend up.
[01:02:44.795 --> 01:02:46.837]  I know you've got your pastor in the church today.
[01:02:46.837 --> 01:02:48.918]  You've got to get in there and take care of things.
[01:02:48.918 --> 01:02:52.962]  You've got to get out of the office and take care of that with your other duties.
[01:02:52.962 --> 01:02:56.765]  Not just going to school, but you're filling in for the pastor today at your local church.
[01:02:56.765 --> 01:02:57.806]  I want to bring Steve up.
[01:02:58.587 --> 01:03:04.314]  Steve Barber, what was it like when you've been telling your friend this for years and then suddenly it happened in your town?
[01:03:05.402 --> 01:03:08.044]  Well, you know, Alex, it didn't surprise me one bit.
[01:03:08.044 --> 01:03:19.734]  You know, back on September 11, 2001, I've been educating myself for years about this stuff through the John Birch Society, through TechSmars, and through others, and then, of course, through you.
[01:03:19.734 --> 01:03:24.839]  And I really appreciate y'all's efforts and how you are trying to make people aware of what's going on.
[01:03:24.839 --> 01:03:26.600]  But on September 11, 2001, when I saw what happened,
[01:03:28.980 --> 01:03:37.607]  Instinctively, immediately what came to my mind was, uh-huh, so this is how they're going to bring out about martial law in this country.
[01:03:37.607 --> 01:03:48.235]  And I remember calling a radio show here in my local area, talking to this guy John Matthews is no longer on the air, and telling him about what's going on in the aftermath of 9-11.
[01:03:49.600 --> 01:03:51.942]  And saying, this is going to lead to martial law.
[01:03:51.942 --> 01:03:54.224]  And he said, no, our Constitution protects us.
[01:03:54.224 --> 01:03:57.087]  And I said, you don't understand how much of that's already gone.
[01:03:57.087 --> 01:04:00.730]  He said, Steve, go in the backyard and watch for black helicopters.
[01:04:00.730 --> 01:04:01.851]  And he hung up on me.
[01:04:01.851 --> 01:04:07.496]  However, a year later, he was on the same show talking to a guy that was an expert in dealing with the government.
[01:04:07.956 --> 01:04:10.697]  Talking about the Patriot Act, and he said, have you read this?
[01:04:10.697 --> 01:04:12.457]  This scares me to death!
[01:04:12.457 --> 01:04:13.837]  They're going to take away our liberties!
[01:04:13.837 --> 01:04:15.037]  And I said, uh-huh!
[01:04:15.037 --> 01:04:17.938]  Now you're seeing what I was trying to tell you!
[01:04:17.938 --> 01:04:18.398]  Stay there!
[01:04:18.398 --> 01:04:18.738]  Stay there!
[01:04:18.738 --> 01:04:22.399]  I want to do two more minutes, because he's got to go in and pastor with Jeff.
[01:04:22.399 --> 01:04:31.200]  Jeff, quick break, come back in two minutes, say bye to you, and I'm going to continue with Steve Barber, your friend, who spurred you to go public.
[01:04:31.200 --> 01:04:35.241]  One of the largest Bible schools in Texas, ladies and gentlemen, and
[01:04:36.664 --> 01:04:45.092]  Guys in black from Homeland Security show up, the state police, FBI, and then they say, boy, you don't talk about that terrorist document.
[01:04:45.092 --> 01:04:46.293]  We'll be right back.
[01:04:46.293 --> 01:04:48.315]  PrisonPlanet.com, InfoWars.com.
[01:04:51.798 --> 01:04:59.719]  Now from the makers of Loose Change, the most downloaded film in internet history, comes the long-awaited release of Loose Change Final Cut.
[01:04:59.719 --> 01:05:04.920]  An entirely new two-hour film that completely destroys the official fable forever.
[01:05:04.920 --> 01:05:15.982]  Loose Change Final Cut hopes to be a catalyst for a new independent investigation in which family members receive answers to their questions and the true perpetrators of this horrendous crime are brought to justice.
[01:05:15.982 --> 01:05:18.223]  Loose Change Final Cut is the ultimate 9-11 expose.
[01:05:19.403 --> 01:05:21.164]  From hijackers being trained at U.S.
[01:05:21.164 --> 01:05:27.286]  military bases to bombs in the buildings, Loose Change Final Cut is the one 9-11 film everyone must see.
[01:05:27.286 --> 01:05:32.708]  Secure your copy of Loose Change Final Cut today at InfoWars.com or PrisonPlanet.com.
[01:05:32.708 --> 01:05:42.492]  While you're visiting the online video store, be sure to check out the huge discounts on films like Endgame, Blueprint for Global Enslavement, America, Freedom to Fascism, and hundreds of other titles.
[01:05:42.932 --> 01:05:45.553]  We're in a no-holds-barred information war.
[01:05:45.553 --> 01:05:51.716]  Truth is our weapon, and PrisonPlanet.com has the tools you need to take the fight back to Big Brother.
[01:05:51.716 --> 01:05:54.977]  The election cycle draws near, and we don't have much time left.
[01:05:54.977 --> 01:06:01.860]  If the American people truly hope to make a change in Washington, then we must act now with a cohesive plan for taking back our government.
[01:06:01.860 --> 01:06:06.262]  Washington You're Fired is a new patriotic documentary from the director of Beyond Treason.
[01:06:06.262 --> 01:06:10.804]  The video is the result of a two-year endeavor to assemble a video tool for engaging
[01:06:11.164 --> 01:06:15.645]  Educating and motivating the American people to climb back into the driver's seat of Congress.
[01:06:15.645 --> 01:06:23.667]  Washington You're Fired lays out the last seven years of fundamentally flawed terror-related spy bills in a linear fashion that no one has ever constructed before.
[01:06:23.667 --> 01:06:28.468]  The resulting shift in our governmental power structure leaves the American people with only two choices.
[01:06:28.468 --> 01:06:31.389]  Be a part of the problem or be a part of the solution.
[01:06:31.389 --> 01:06:38.651]  Washington You're Fired is being described as the best patriotic video since Freedom to Fascism and we want you to get a copy and share it with your friends.
[01:06:39.231 --> 01:06:40.912]  We invite you to make the change.
[01:06:40.912 --> 01:06:42.753]  Help take back our government now.
[01:06:42.753 --> 01:06:47.036]  Go to TakeBackWashington.com and get the tools you need for the information war.
[01:06:47.036 --> 01:06:48.957]  We have a plan to take back our government.
[01:06:48.957 --> 01:06:50.198]  Visit TakeBackWashington.com
[01:06:51.940 --> 01:06:55.281]  Hello, this is Tom with HempUSA.org.
[01:06:55.281 --> 01:07:03.003]  Most of you have been hearing my ads for the past few months, and it's no secret that the economy is failing and prices are rising in all sectors.
[01:07:03.003 --> 01:07:10.846]  If you've been thinking of a nutrient-dense daily food source and a storable food for yourself and family, the time to act is now.
[01:07:10.846 --> 01:07:17.128]  At HempUSA.org, we still believe that food will be your greatest asset in these trying times ahead.
[01:07:17.748 --> 01:07:24.536]  Please call 1-908-691-2608 and see what our powder, seeds, and oil can do for you.
[01:07:24.536 --> 01:07:27.339]  Beware, be smart, and be ready.
[01:07:27.339 --> 01:07:29.421]  Call 908-691-2608 or visit us at hempusa.org.
[01:07:33.686 --> 01:07:40.030]  Families need this high-quality natural food source for its low price and long storage shelf life.
[01:07:40.030 --> 01:07:43.992]  This incredible food source should be a staple part of your diet every day.
[01:07:43.992 --> 01:07:52.597]  Call 908-691-2608 or visit us at hempusa.org today.
[01:07:52.597 --> 01:07:59.241]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:07:59.241 --> 01:08:02.223]  It's Alex Jones and the GCN Radio Network.
[01:08:05.254 --> 01:08:11.401]  Our military, under the control of private intelligence agencies, has overthrown more than a hundred countries.
[01:08:11.401 --> 01:08:12.963]  They've just done it here.
[01:08:12.963 --> 01:08:21.073]  You see, I knew in the late 90s when I interviewed the police chief of San Antonio, they tried to bribe and pay off for covert ops in preparation for martial law.
[01:08:21.073 --> 01:08:23.876]  I knew when I interviewed Thomas Sanchez, Vietnam veteran.
[01:08:24.705 --> 01:08:26.086]  He was an intelligence.
[01:08:26.086 --> 01:08:29.408]  He was approached by the Army to prepare the public for martial law.
[01:08:29.408 --> 01:08:31.710]  We didn't know if martial law was coming, when it was coming.
[01:08:31.710 --> 01:08:39.295]  We just knew, man, there's this huge program in every county and every city to do this, and now it's just massive.
[01:08:39.295 --> 01:08:48.502]  And we said from government documents we got that they would use staged terror as the pretext to really build it up and then use it on us.
[01:08:48.502 --> 01:08:49.162]  And they're doing it.
[01:08:49.162 --> 01:08:50.483]  And it's, again, it's about
[01:08:51.169 --> 01:08:52.409]  Bankrupting the economy.
[01:08:52.409 --> 01:08:54.330]  It's about taking your private property rights.
[01:08:54.330 --> 01:08:56.650]  It's about taking your farms and ranches.
[01:08:56.650 --> 01:08:59.071]  They can do that under tyranny.
[01:08:59.071 --> 01:09:00.651]  So many of you think you're part of the system.
[01:09:00.651 --> 01:09:02.972]  Going back to Jeff.
[01:09:02.972 --> 01:09:07.953]  Jeff, you're there at a major Bible college in East Texas, there in Mount Vernon.
[01:09:07.953 --> 01:09:09.733]  You've given out a lot of the info.
[01:09:09.733 --> 01:09:10.893]  We commend your courage.
[01:09:10.893 --> 01:09:14.154]  I want you to know, and I want them to know, when they listen to this interview,
[01:09:14.989 --> 01:09:19.632]  That, you know, you're good at picking on young men who are the salt of the earth.
[01:09:19.632 --> 01:09:23.574]  You're good at shoving around directors of colleges.
[01:09:23.574 --> 01:09:24.194]  I don't sit here.
[01:09:24.194 --> 01:09:25.055]  I know you're killers.
[01:09:25.055 --> 01:09:27.136]  I know you're mad dog drug dealers.
[01:09:27.136 --> 01:09:29.117]  I know you're mad dog killers.
[01:09:29.117 --> 01:09:33.879]  I know you're a criminal enterprise and this is your time to take over and you're going to get yours.
[01:09:33.879 --> 01:09:36.441]  But I want you to know that in the end, you're going to be brought to justice.
[01:09:37.293 --> 01:09:40.014]  And I want you to know that I'm not afraid of you.
[01:09:40.014 --> 01:09:40.995]  And I do believe in God.
[01:09:40.995 --> 01:09:50.060]  You may be a bunch of atheists that don't believe in God and you think, you know, this is your one life and you're going to screw everybody and get whatever you can, but you're going to fail in the end and you're going to be the bad guys.
[01:09:50.060 --> 01:09:58.044]  And there's going to be Nuremberg trials and it's not going to be thousands, it's going to be tens of thousands of you that are going to get due process and going to get jury trials.
[01:09:58.704 --> 01:10:08.769]  And then for the type of terrorism, and that's terrorism to call a young man in and threaten to quote cut his head off and ruin his life if he doesn't shut up and not have a First Amendment.
[01:10:08.769 --> 01:10:16.993]  So I want you to know, Jeff, that we're here to back you up and I need to give you my cell phone number, my home number, I forgot to do that.
[01:10:16.993 --> 01:10:20.054]  I'm gonna keep Steve on with us, I'll give all that to him.
[01:10:20.054 --> 01:10:22.835]  Call me, call the network, call Genesis.
[01:10:22.835 --> 01:10:26.497]  If anything happens to you, the next 48 hours will be the key time
[01:10:27.297 --> 01:10:29.038]  Well, you know Alex, I love this country.
[01:10:29.038 --> 01:10:31.639]  And for all those who are listening, it's going to take us.
[01:10:31.639 --> 01:10:33.679]  And there's going to be a lot of people who are going to get hurt.
[01:10:33.679 --> 01:10:38.281]  And we've just got to remember to stand firm, like you've talked about.
[01:10:57.693 --> 01:11:09.001]  It takes a lot, and when it happens to you, if it does happen to you, and it will, I'll tell you from my own personal experience, it's going to be a great struggle for you to do what's right.
[01:11:09.608 --> 01:11:13.410]  But it's been very liberating talking with you, Mr. Jones.
[01:11:13.410 --> 01:11:13.910]  It is.
[01:11:13.910 --> 01:11:15.710]  Let me tell you, you've now committed.
[01:11:15.710 --> 01:11:17.651]  You've now done one of the most important things in your life.
[01:11:17.651 --> 01:11:18.652]  You stood up to them then.
[01:11:18.652 --> 01:11:21.693]  You know, you told those young men the truth.
[01:11:21.693 --> 01:11:29.056]  And our young men wouldn't be drug addicts, they wouldn't be lazy if the fathers and the male mentors were like the people that built this country.
[01:11:29.056 --> 01:11:30.836]  You've got to give young men a mission.
[01:11:30.836 --> 01:11:36.819]  You've got to explain to them that they're part of a great cause, a cause of liberty, and then they'll grow up straight and strong.
[01:11:37.399 --> 01:11:39.323]  But see, they've taken that away from our young men.
[01:11:39.323 --> 01:11:43.010]  You were trying to give that back to them, and that scared the enemy.
[01:11:43.010 --> 01:11:46.717]  They're scared of you, and they're scared of the Spirit of the Lord that lives in your heart.
[01:11:46.717 --> 01:11:47.198]  Anything else?
[01:11:48.650 --> 01:11:56.152]  I appreciate you, Alex, and it's going to take every one of us to do our individual part to bring this country back to where it needs to be.
[01:11:56.152 --> 01:12:04.694]  Let me tell you, you've crossed a Rubicon, and you're now in a bigger world, and you've now committed, but you said it was liberating.
[01:12:04.694 --> 01:12:06.374]  Do you feel the freedom now?
[01:12:06.374 --> 01:12:08.235]  I mean, do you feel like things just got bigger?
[01:12:08.235 --> 01:12:10.896]  You didn't get bigger, but like you're more in touch with the world?
[01:12:10.896 --> 01:12:15.297]  I mean, did you just feel that expansion when you stepped up to the plate against evil?
[01:12:15.297 --> 01:12:16.157]  I mean, real evil?
[01:12:17.893 --> 01:12:24.420]  I do, and I feel like I'm ready to preach, and I feel like my preaching is going to be more powerful than what it has been.
[01:12:24.420 --> 01:12:25.861]  Yes, yes.
[01:12:25.861 --> 01:12:26.502]  God bless you.
[01:12:26.502 --> 01:12:27.623]  We appreciate you, Jeff.
[01:12:27.623 --> 01:12:28.864]  You bring tears.
[01:12:28.864 --> 01:12:29.505]  Take care.
[01:12:29.505 --> 01:12:30.325]  God bless you.
[01:12:30.325 --> 01:12:31.407]  We're there with you, my friend.
[01:12:31.407 --> 01:12:33.449]  Everybody should pray for Jeff.
[01:12:33.449 --> 01:12:36.592]  Steve, you're on with us now.
[01:12:36.592 --> 01:12:37.413]  You've got the floor.
[01:12:37.413 --> 01:12:39.174]  Anything you want to say about this case?
[01:12:39.174 --> 01:12:41.837]  What it was like when your friend first told you this had happened?
[01:12:42.819 --> 01:12:48.791]  Yeah, well, like I said, I wasn't a bit surprised, and right now I'm a mixed bag of emotions.
[01:12:48.791 --> 01:12:51.476]  I mean, my heart feels like it's going to bust out of my chest.
[01:12:52.679 --> 01:12:58.303]  You know, people are always telling me, you need to calm down, you know, you shouldn't be so driven by this.
[01:12:58.303 --> 01:13:00.044]  But I'm like you, Alex.
[01:13:00.044 --> 01:13:02.265]  I see what's going on.
[01:13:02.265 --> 01:13:10.210]  And when Jeff shared this with me, the first thing I thought of was, man, you need to get on Alex's show, because I know he'll jump all over this.
[01:13:10.210 --> 01:13:16.714]  Because here's the thing, I've talked to guys in my church, older men that actually went to this same college years ago,
[01:13:17.495 --> 01:13:18.516]  Well, it's a built-in cowardice.
[01:13:18.516 --> 01:13:22.961]  They decided to make a joke out of it because they're upset deep down instead of being a man and letting the anger flow.
[01:13:36.975 --> 01:13:41.717]  Yeah, and also because this is the main thing that we're encountering and you know it.
[01:13:41.717 --> 01:13:44.358]  People are not living in reality.
[01:13:44.358 --> 01:13:51.580]  People are being pleasantly distracted by all this junk like Anna Nicole Smith and OJ Simpson and all this other junk.
[01:13:52.040 --> 01:14:04.706]  And when I'm trying to get across to people, look at folks, this didn't happen up in New York City where we've been hearing about these police brutalities, or over in Nazi Germany, or Stalinist Russia, or Mao's China.
[01:14:04.706 --> 01:14:06.747]  This is in East Texas.
[01:14:06.747 --> 01:14:10.869]  Good ol' boy, Bible Baptist, Bible Belt Texas, folks.
[01:14:10.869 --> 01:14:14.010]  This is close to home in our backyard.
[01:14:14.010 --> 01:14:18.172]  And Alex, listen, I've got a tract that I got years ago.
[01:14:18.172 --> 01:14:20.033]  It was a pro-life tract.
[01:14:20.613 --> 01:14:31.316]  And I just want to, real briefly, I want to read one part of this that was written talking to Christians about taking action against this hideous atrocity called abortion.
[01:14:31.316 --> 01:14:33.937]  But of course, see, this is just one piece of the puzzle.
[01:14:33.937 --> 01:14:38.298]  This guy says, I lived in Germany during the Nazi Holocaust.
[01:14:38.298 --> 01:14:40.098]  I considered myself a Christian.
[01:14:40.098 --> 01:14:42.919]  I attended church since I was a small boy.
[01:14:42.919 --> 01:14:48.901]  We had heard the stories of what was happening to the Jews, but the most, like most people in this country,
[01:14:49.421 --> 01:14:56.346]  We, which is the United States, he's saying, we tried to distance ourselves from the reality of what was really taking place.
[01:14:56.346 --> 01:14:58.147]  What could anyone do to stop it?
[01:14:58.147 --> 01:15:08.315]  And he mentioned in the church what they would do, the song director, when the cars, the cattle cars and the trains were going by with all these people, and they heard them screaming for help.
[01:15:08.755 --> 01:15:11.257]  They told him, sing louder!
[01:15:11.257 --> 01:15:12.959]  And see, this is the thing, Alex.
[01:15:12.959 --> 01:15:14.920]  I talked to my mother just a couple days ago.
[01:15:14.920 --> 01:15:17.062]  I was trying to tell her about this stuff.
[01:15:17.062 --> 01:15:18.183]  Oh, I don't believe that.
[01:15:18.183 --> 01:15:19.945]  George Bush is a Christian.
[01:15:19.945 --> 01:15:23.368]  And then she started going into a mode of singing praises to the Lord.
[01:15:23.368 --> 01:15:24.829]  And I'm all for that, but listen.
[01:15:25.249 --> 01:15:32.316]  Our Founding Fathers, I've told people this, like Nehemiah of old who had a trough in one hand and a sword in the other.
[01:15:32.316 --> 01:15:38.862]  Our Founding Fathers, when Paul Revere went riding through the night like he did shouting, Two arms!
[01:15:38.862 --> 01:15:39.423]  Two arms!
[01:15:39.423 --> 01:15:40.724]  The British are coming!
[01:15:40.724 --> 01:15:45.469]  Yes, they prayed and they trusted God as they were taking up their muskets.
[01:15:45.789 --> 01:15:54.497]  And they were able to turn back the enemy and do what we now know as the revolution because they were united, because they were aware of what's going on.
[01:15:54.497 --> 01:16:13.173]  And I am so sick and tired of Christians here in America who think that somehow, well, you know, we're just going to trust the Lord and He's going to protect us, but we do nothing other than saying that we believe, when the fact is that God expects something to be done on our part because
[01:16:13.573 --> 01:16:17.457]  I had a brother in the war, a well-meaning brother, told me this, Al.
[01:16:17.457 --> 01:16:21.582]  He said, I believe that the biggest idol here in America today is liberty.
[01:16:21.582 --> 01:16:22.323]  I disagree.
[01:16:22.323 --> 01:16:28.669]  I believe liberty is a precious, God-given commodity that we have a responsibility to guard.
[01:16:28.669 --> 01:16:29.370]  Well, let me stop you.
[01:16:29.370 --> 01:16:29.951]  Let me stop you.
[01:16:30.391 --> 01:16:41.299]  We've got hundreds of millions of people being brainwashed by their churches, telling them to lay down to evil, go along with this, and render unto Caesar, and submit, and being a slave is good, on and on and on.
[01:16:41.299 --> 01:16:43.320]  They know what they're doing.
[01:16:43.320 --> 01:16:45.882]  They understand what they're doing.
[01:16:45.882 --> 01:16:57.690]  And for those who just tuned in, secret police everywhere going in and threatening one of the student administrators who's about to graduate college.
[01:16:58.644 --> 01:17:01.945]  That you better not teach people about the Bill of Rights and Constitution.
[01:17:01.945 --> 01:17:03.386]  That's terrorism.
[01:17:03.386 --> 01:17:06.807]  You could be arrested for terrorism, for your speech.
[01:17:06.807 --> 01:17:09.068]  I mean, this isn't our country.
[01:17:09.068 --> 01:17:12.129]  This is the opposite of that.
[01:17:13.360 --> 01:17:16.721]  And it shows you these are the bad guys.
[01:17:16.721 --> 01:17:18.142]  These are the bad men.
[01:17:18.142 --> 01:17:21.263]  These are the people who are bad.
[01:17:21.263 --> 01:17:23.124]  I mean, this was going on before 9-11.
[01:17:23.124 --> 01:17:30.707]  They were teaching the local police and others that, oh, if somebody's got a pocket Constitution, arrest them.
[01:17:30.707 --> 01:17:34.248]  I mean, how brainwashed are these cops that they think the Constitution's bad?
[01:17:34.924 --> 01:17:38.946]  Folks, I mean, do you have any idea how deep this has gotten?
[01:17:38.946 --> 01:17:44.028]  What was it like for your friend who you said had seen my films but didn't totally buy it?
[01:17:44.028 --> 01:17:46.829]  I mean, what did he say when Jeff called you, Steve?
[01:17:46.829 --> 01:17:47.489]  What did he say?
[01:17:47.489 --> 01:17:52.471]  I mean, did he call you that first day and say, oh my gosh, Homeland Security just came in and threatened me?
[01:17:53.214 --> 01:18:08.021]  Well, I actually was the one that called him just to say hi, and then, you know, I was talking to him about some of the things I've been hearing on your show recently, and I tried to listen on a daily basis, and he was saying, you know, as a matter of fact, and then he shared with me what happened last September.
[01:18:09.001 --> 01:18:16.748]  And the thing is, it wasn't that he wasn't a believer before, because when I showed him Terror Storm, his mouth was on the ground.
[01:18:16.748 --> 01:18:18.249]  He knew that this was real.
[01:18:18.249 --> 01:18:25.074]  But it's just that he needed to have something to spur him into finally putting feet to his faith and doing something.
[01:18:27.532 --> 01:18:30.494]  Like I said, I thought, man, Alex needs to know about this.
[01:18:30.494 --> 01:18:33.776]  I know he'll jump all over this because this hits real close to home.
[01:18:33.776 --> 01:18:37.498]  This is in the heart of America, and that's what they want to strike at.
[01:18:37.498 --> 01:18:45.062]  And Alex, I believe, I told Jeff this, I believe the reason that they want America as the prize is because this is
[01:18:45.502 --> 01:18:47.944]  And where there is gospel, there is liberty.
[01:18:47.944 --> 01:18:50.446]  But see, now they've already taken over the gospel.
[01:18:50.446 --> 01:18:56.511]  They have the preachers, the major denominations, working for them, just churning out evil.
[01:19:09.494 --> 01:19:16.538]  Folks, if your pastor is telling you to do what the government says, submit, they've been bought and paid for.
[01:19:16.538 --> 01:19:19.820]  You understand that's the opposite of what the Bible actually teaches.
[01:19:19.820 --> 01:19:21.902]  And I know we have a lot of people that aren't Christian, aren't religious.
[01:19:21.902 --> 01:19:23.022]  It doesn't matter.
[01:19:23.022 --> 01:19:25.964]  The enemy is taking over the churches.
[01:19:25.964 --> 01:19:27.665]  This is the main battleground.
[01:19:27.665 --> 01:19:30.407]  You better be aware of this.
[01:19:30.407 --> 01:19:34.209]  Well, I tell you, Steve, during the break I'm going to give you my cell phone, my home number.
[01:19:34.209 --> 01:19:35.630]  Be sure you give that to Jeff.
[01:19:36.390 --> 01:19:38.612]  Uh, this is very, very serious.
[01:19:38.612 --> 01:19:41.554]  Uh, we'll be right back, and I'm gonna get into a bunch of other issues.
[01:19:41.554 --> 01:19:44.796]  They wanna make the public school children wear anklet bracelets.
[01:19:44.796 --> 01:19:52.082]  That's right, the schools are nothing but preparation centers for prison.
[01:19:52.082 --> 01:19:54.563]  It is a big idea.
[01:19:54.563 --> 01:19:56.305]  A new world order.
[01:19:56.305 --> 01:20:00.588]  In the near future, Earth is dominated by a powerful world government.
[01:20:01.309 --> 01:20:04.031]  It's known as the Bilderberg Group.
[01:20:04.031 --> 01:20:06.813]  Could their objective be world domination?
[01:20:06.813 --> 01:20:09.996]  For thousands of years, their dark order grew.
[01:20:09.996 --> 01:20:20.344]  Now, as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[01:20:20.344 --> 01:20:25.808]  For the first time in history, the elite's plan for world government is blown wide open.
[01:20:25.808 --> 01:20:29.211]  You will learn the secret that drives the entire New World Order agenda.
[01:20:29.651 --> 01:20:32.212]  Dillberg is making great progress toward a world government.
[01:20:32.212 --> 01:20:33.373]  Most people have no idea.
[01:20:33.373 --> 01:20:34.173]  They're not after money.
[01:20:34.173 --> 01:20:35.454]  They have all the money they need.
[01:20:35.454 --> 01:20:36.054]  They're after power.
[01:20:36.054 --> 01:20:37.574]  That's what they're after these years.
[01:20:37.574 --> 01:20:42.337]  Order Endgame on DVD at PrisonPlanet.com or InfoWars.com.
[01:20:42.337 --> 01:20:46.298]  Or watch it online right now at PrisonPlanet.tv.
[01:20:46.298 --> 01:20:49.099]  Endgame, blueprint for global enslavement.
[01:20:49.099 --> 01:20:50.260]  You have been warned.
[01:20:51.149 --> 01:20:57.155]  Attention GCN listeners, would you like to watch uncensored, unregulated, even banned TV on your computer?
[01:20:57.155 --> 01:21:09.048]  Well now you can watch satellite TV on your PC with an extremely simple hookup that allows computer owners to pick up more channels than any sane person can even watch without paying monthly cable or satellite fees.
[01:21:09.048 --> 01:21:09.849]  Here's the story.
[01:21:10.169 --> 01:21:18.337]  New video feed technology lets anyone with a high-speed internet connection gain instant access to an endless list of underground channels from all over the globe.
[01:21:18.337 --> 01:21:21.180]  And here's the best part, it's 100% legal.
[01:21:21.180 --> 01:21:27.627]  And it works at home, the office, or even in other countries to grab television channels and video feeds at your command.
[01:21:27.627 --> 01:21:32.431]  GCN listeners can use it to watch hundreds of conspiracy videos absolutely free.
