[00:00:04.645 --> 00:00:10.691]  He stands for truth.
[00:28:17.028 --> 00:28:17.528]  We're good to go.
[00:28:17.548 --> 00:28:18.208]  We're good to go.
[00:28:38.815 --> 00:28:40.336]  Right now, let's go ahead and take some of your calls.
[00:28:40.376 --> 00:28:41.377]  Greg calling from New Jersey.
[00:28:41.397 --> 00:28:42.137]  You're on the air.
[00:28:42.157 --> 00:28:42.538]  Welcome.
[00:29:01.871 --> 00:29:03.913]  Hey, Alex, this is Greg Cullen from New Jersey.
[00:29:04.213 --> 00:29:17.684]  I didn't know if you knew that Mayor Steve Lonegan of Bogota in New Jersey was arrested under the orders of Middle Township Police because he protested the selling of the Turnpike outside a school auditorium in Cape May, New Jersey.
[00:29:17.964 --> 00:29:20.126]  Excuse me, a mayor was arrested?
[00:29:20.386 --> 00:29:21.187]  That is correct.
[00:29:21.367 --> 00:29:31.035]  He just recently left the office of Mayor of Bogota like two months ago, voluntarily, of course, and he had a Don't Sell the New Jersey Turnpike sign holding up
[00:29:31.673 --> 00:29:48.340]  And it looks like Middle Township Police were ordered by the school administrator, his name is Warren Landgraf, it's on YouTube, to arrest him because the administrator said the public school property wasn't public property, it was private property, he has to leave.
[00:29:49.260 --> 00:29:55.363]  Now, if I'm not mistaken, Alex, and I followed your advice, and I looked up Title 18 U.S.
[00:29:55.423 --> 00:30:00.545]  Code Section 241, this sounds to me like a conspiracy against the rights of an individual.
[00:30:01.303 --> 00:30:03.244]  To deny him of his constitutional rights.
[00:30:03.264 --> 00:30:10.166]  And that means that these people that did this to Mayor Lonegan are eligible to receive a $10,000 fine and not more than 10 years in prison.
[00:30:10.386 --> 00:30:12.067]  And I hope they get what they have coming to them.
[00:30:12.207 --> 00:30:13.927]  What is the name of the YouTube video?
[00:30:13.987 --> 00:30:16.128]  I just found the news articles about it.
[00:30:16.368 --> 00:30:16.648]  Sure.
[00:30:16.688 --> 00:30:18.389]  Just type in the word Lonegan.
[00:30:18.449 --> 00:30:21.930]  It's spelled L-O-N-E-G-A-N.
[00:30:22.350 --> 00:30:23.951]  Just type in Lonegan in YouTube.
[00:30:24.331 --> 00:30:26.092]  And Mayor Lonegan did nothing.
[00:30:26.312 --> 00:30:29.533]  He simply put his hands behind his back and let them take him away.
[00:30:30.111 --> 00:30:43.379]  Yeah, it says a former Bogota mayor arrested last weekend while opposing Governor John S. Corzine's toll hike plan revealed Friday that state prosecutors were investigating him last fall, and it goes on.
[00:30:44.180 --> 00:30:45.841]  So there you have it.
[00:30:46.241 --> 00:30:46.921]  You're absolutely right.
[00:30:46.942 --> 00:30:47.842]  I appreciate your call.
[00:30:50.134 --> 00:30:58.921]  It's one thing if you are standing outside of a school auditorium where they're having a toll road meeting.
[00:30:59.362 --> 00:31:00.663]  That's kind of a gray area.
[00:31:00.703 --> 00:31:09.490]  But all over the country, police have been ordered to arrest people at pro-Second Amendment, anti-land grab meetings, anti-war rallies.
[00:31:10.350 --> 00:31:15.875]  Saying, oh, you can't have an unauthorized group of even one or two people on the New York streets or the Austin streets.
[00:31:16.395 --> 00:31:17.957]  I had Austin police a few months ago.
[00:31:18.017 --> 00:31:20.859]  We were protesting Rick Perry going to the Bilderberg group meeting.
[00:31:20.919 --> 00:31:22.341]  And yes, I know people laughed at me.
[00:31:22.361 --> 00:31:23.021]  It didn't exist.
[00:31:23.081 --> 00:31:24.202]  It was in the Dallas Morning News.
[00:31:24.522 --> 00:31:25.243]  It does exist.
[00:31:25.283 --> 00:31:26.644]  This is the real global government.
[00:31:27.425 --> 00:31:29.427]  And we've gotten our own documents out of the people.
[00:31:30.047 --> 00:31:31.408]  And I had Austin cops walk up.
[00:31:31.428 --> 00:31:36.473]  There were about 200 of us standing on the side of the street protesting Perry at a meeting.
[00:31:37.273 --> 00:31:38.893]  And they said, we're going to arrest you if you don't leave.
[00:31:38.913 --> 00:31:41.014]  And I said, go ahead, I'm going to personally sue all of you.
[00:31:41.474 --> 00:31:44.115]  And I said, I don't care if you claim I don't have a First Amendment anymore.
[00:31:44.395 --> 00:31:52.196]  I don't claim if you say I've got to go get a permit and then you deny the permit or you say I can go ten miles away in some abandoned soccer field.
[00:31:52.736 --> 00:31:53.517]  I'm going to do this.
[00:31:53.657 --> 00:31:58.658]  And I said, and you may even beat the lawsuit, but I'm going to sue you personally and you're going to have to get lawyers.
[00:31:59.758 --> 00:31:59.878]  And...
[00:32:01.189 --> 00:32:02.250]  I'm not here to bash cops.
[00:32:23.126 --> 00:32:26.689]  You know, you're all just part of the same system that's coming under this tyranny.
[00:32:26.929 --> 00:32:31.093]  Your face-scanning cameras, your national IDs, all of this affects you.
[00:32:31.153 --> 00:32:34.876]  Hey, Bubba, every officer out there, they put sodium and stainless fluoride in your water.
[00:32:35.176 --> 00:32:36.477]  They put mercury in your shots.
[00:32:36.758 --> 00:32:39.940]  Hey, police, if you trust the government so much, why in 2002, 2003, when the feds ordered...
[00:32:42.442 --> 00:32:49.727]  All emergency workers, firefighters, police, medical workers, 14 million total to take the anthrax shot and the smallpox shot.
[00:32:50.007 --> 00:32:51.548]  Why did you all refuse en masse?
[00:32:51.608 --> 00:32:55.431]  It said out of 14 million in order to do it, 4,000 agreed and a bunch of you died.
[00:32:57.192 --> 00:32:59.253]  Oh, because you know not to trust this system.
[00:32:59.454 --> 00:33:00.614]  I talk to cops all the time.
[00:33:00.654 --> 00:33:04.057]  You know, at the gym or whenever I see them or cops come over and talk to me when they see me at events.
[00:33:04.077 --> 00:33:04.817]  Most cops are cool.
[00:33:05.298 --> 00:33:07.119]  And I go, you know the government brings in most of the drugs.
[00:33:07.139 --> 00:33:10.521]  They go, oh yeah, we all know that, but still we just follow our orders.
[00:33:11.121 --> 00:33:11.922]  That's another example.
[00:33:13.746 --> 00:33:18.788]  The government ships in most of the narcotics, allows certain cartels to bring it in, bust other cartels.
[00:33:19.148 --> 00:33:20.489]  Why do we have a phony drug war?
[00:33:20.529 --> 00:33:21.650]  I mean, I'm just tired of it.
[00:33:22.370 --> 00:33:26.492]  We have a government that will take GIs, put them in chambers, and nerve gas them.
[00:33:26.792 --> 00:33:27.932]  That's on Discovery Channel.
[00:33:27.952 --> 00:33:28.913]  That's on History Channel.
[00:33:29.153 --> 00:33:35.776]  There are people running our government that take our troops and put them in chambers by the thousands and murder them.
[00:33:36.396 --> 00:33:37.457]  Murder them.
[00:33:38.237 --> 00:33:38.617]  Okay?
[00:33:38.637 --> 00:33:39.938]  This is not our government.
[00:33:40.378 --> 00:33:42.459]  This is a black ops running our country.
[00:33:44.477 --> 00:33:45.558]  Oh, but I'm bad.
[00:33:45.718 --> 00:33:47.920]  I'm nuts because I'll bring up those cases.
[00:33:47.960 --> 00:33:49.241]  I'll bring up those examples.
[00:33:49.281 --> 00:33:49.741]  I'm sorry.
[00:33:50.182 --> 00:33:53.965]  New York City, CPS, literally selling children.
[00:33:54.285 --> 00:33:55.606]  They get money from Big Pharma.
[00:33:55.846 --> 00:34:05.434]  It comes out in the New York papers, New York Daily News and others, that they take inner city foster children and test pesticides on them until they die.
[00:34:06.054 --> 00:34:09.357]  It comes out in the newspaper and then nobody gets in trouble.
[00:34:12.037 --> 00:34:14.038]  You can't make this type stuff up.
[00:34:14.098 --> 00:34:17.761]  Do you realize how evil the people are running our government?
[00:34:18.581 --> 00:34:20.242]  All right, I said I'd go to your calls, and I'm going slower.
[00:34:20.262 --> 00:34:20.982]  I want to go faster.
[00:34:21.703 --> 00:34:25.205]  Let's go ahead and talk to Diane N. Seguin-Tejas.
[00:34:25.525 --> 00:34:26.126]  You're on the air.
[00:34:26.186 --> 00:34:26.506]  Welcome.
[00:34:27.386 --> 00:34:27.967]  Hey, Alex.
[00:34:28.727 --> 00:34:29.027]  Hi.
[00:34:29.047 --> 00:34:33.170]  I wanted to talk about media bias against Ron Paul.
[00:34:33.530 --> 00:34:35.151]  I was up in New Jersey this week.
[00:34:35.171 --> 00:34:36.352]  My God, write a book about it.
[00:34:36.392 --> 00:34:37.632]  I tried to even get into it.
[00:34:37.653 --> 00:34:38.333]  It'd take ten hours.
[00:34:39.443 --> 00:34:49.992]  Yeah, I got the USA Today the morning of the debate, and the front page has a picture of all four of the media's favorite Republican candidates.
[00:34:50.412 --> 00:34:53.314]  Page two, they actually do show a picture of Ron Paul.
[00:34:53.835 --> 00:35:01.701]  During the debate, the way the camera showed the candidates, they avoided showing Ron Paul at all costs.
[00:35:01.721 --> 00:35:02.562]  So much worse than that.
[00:35:03.863 --> 00:35:08.004]  Oh, and I'm sitting next to an investment banker and asked him what he thought about Ron Paul.
[00:35:08.305 --> 00:35:09.965]  He had never heard of Ron Paul.
[00:35:10.025 --> 00:35:11.746]  He'd never heard of the Amero.
[00:35:11.806 --> 00:35:13.746]  He'd never heard of the North American Union.
[00:35:13.766 --> 00:35:17.147]  And the Wall Street Journal doesn't mention Ron Paul.
[00:35:17.187 --> 00:35:20.408]  The Day Activist debate, they don't mention Ron Paul.
[00:35:20.728 --> 00:35:22.569]  It is a self-fulfilling prophecy.
[00:35:23.529 --> 00:35:24.409]  Here's an example.
[00:35:25.029 --> 00:35:30.011]  We broke it down at PrisonPlanet.com last Thursday after the debate and gave it to the second.
[00:35:30.991 --> 00:35:36.735]  Mitt Romney got 22 and a half minutes of the two-hour debate.
[00:35:36.755 --> 00:35:38.136]  22 and a half minutes.
[00:35:38.256 --> 00:35:43.039]  Ron Paul got six minutes, 31 seconds.
[00:35:44.140 --> 00:35:51.565]  If you averaged it down, he got a little bit above one-third the time the other candidates got.
[00:35:52.866 --> 00:35:54.847]  He got one-third the time...
[00:35:57.074 --> 00:36:00.497]  Giuliani, who's lost in every state against Paul.
[00:36:00.577 --> 00:36:03.080]  Paul's been getting second place in Louisiana.
[00:36:03.120 --> 00:36:04.201]  Came out, he got first place.
[00:36:04.241 --> 00:36:06.082]  Now there's a big recount going on.
[00:36:06.102 --> 00:36:07.504]  But when he won second, never heard about it.
[00:36:08.425 --> 00:36:08.765]  Okay?
[00:36:08.865 --> 00:36:10.547]  And the precincts were all reporting he'd won.
[00:36:10.907 --> 00:36:12.408]  And finally the campaign's doing the right thing.
[00:36:12.428 --> 00:36:12.949]  You wanted it?
[00:36:13.209 --> 00:36:13.710]  They're doing it.
[00:36:13.750 --> 00:36:15.091]  They're saying it's been stolen from them.
[00:36:15.491 --> 00:36:17.073]  They got second place in Nevada.
[00:36:17.113 --> 00:36:18.234]  What did Fox and CNN do?
[00:36:18.254 --> 00:36:20.676]  We got screenshots of it on PrisonPlanet.com.
[00:36:21.317 --> 00:36:22.197]  We don't just make claims.
[00:36:22.217 --> 00:36:22.718]  We prove it.
[00:36:23.746 --> 00:36:27.690]  He won second place and they just didn't even show him and said McCain got second place.
[00:36:28.431 --> 00:36:29.893]  Absolute scam!
[00:36:30.734 --> 00:36:31.935]  What else do you call it?
[00:36:34.477 --> 00:36:43.327]  Yeah, he got less than half the questions of the other candidates and he was given a third the time they were given.
[00:36:44.477 --> 00:36:45.377]  That's how they do it.
[00:36:45.617 --> 00:36:54.621]  They sell that ghoul, Giuliani, that anti-gun, pro-open border, New World Order, son of a mob boss, spent time for armed robbery in prison.
[00:36:54.921 --> 00:36:58.502]  His dad, mainstream news, was a capo!
[00:37:00.404 --> 00:37:02.945]  Terror Storm, a history of government-sponsored terror.
[00:37:03.285 --> 00:37:04.546]  Loose Change, Final Cut.
[00:37:04.826 --> 00:37:06.807]  Endgame, Blueprint for Global Enslavement.
[00:37:06.987 --> 00:37:08.728]  The True Story of the Bilderberg Group.
[00:37:08.888 --> 00:37:10.129]  The Late Great USA.
[00:37:10.369 --> 00:37:11.770]  America, Freedom to Fascism.
[00:37:12.130 --> 00:37:18.974]  These are just a few of the hundreds of powerful documentary films and books available at truthnews.us and prisonplanet.com.
[00:37:19.174 --> 00:37:23.076]  When you visit prisonplanet.com, you can connect to our amazing online store.
[00:37:23.236 --> 00:37:26.638]  Whether you're looking for survival and wellness products like Berkey water filters,
[00:37:27.018 --> 00:37:34.988]  Or you would like a book on the history of the Federal Reserve, we've got the most well-researched and documented titles, all available at prisonplanet.com.
[00:37:35.228 --> 00:37:40.594]  Or if you'd like, you can give the InfoWars store a call at 888-253-3139.
[00:37:40.934 --> 00:37:45.940]  Or you can view more than a thousand titles in super high quality right now at prisonplanet.tv.
[00:37:46.941 --> 00:37:57.185]  Knowledge is power, and the information you need to effectively wake up your fellow man and fight the New World Order is available right now at truthnews.us and prisonplanet.tv.
[00:37:57.525 --> 00:37:59.065]  Join the info war today.
[00:37:59.085 --> 00:38:00.186]  Hi, neighbor.
[00:38:00.386 --> 00:38:02.286]  This is Steve Shank, Fearless Task Force.
[00:38:02.847 --> 00:38:05.447]  Life is a gamble, but you can stack the deck.
[00:38:06.368 --> 00:38:15.591]  If you knew what I know about all the problems food will protect you from, you'd start immediately to put every effort and dollar you can get into the biggest supply of food possible.
[00:38:16.306 --> 00:38:30.493]  When the dollar and economy crash, when the imported and genetically poisoned food is all that's left, when the quarantine and bird flu hit, our only protection and only chance to be fearless is having control of our own supply of food and enough of it.
[00:38:30.773 --> 00:38:38.457]  But if you knew what we haven't yet discovered, you wouldn't waste time listening to the rest of this announcement before charging out and getting a serious food supply.
[00:38:38.978 --> 00:38:39.518]  Decide.
[00:38:39.958 --> 00:38:41.819]  It's food now or probably never.
[00:38:42.199 --> 00:38:43.480]  But can you afford to be wrong?
[00:38:44.160 --> 00:38:44.861]  Decide now.
[00:38:45.342 --> 00:38:46.143]  Place your bet.
[00:38:46.904 --> 00:38:48.386]  Can you afford to be wrong?
[00:38:48.766 --> 00:38:50.148]  Call 800-409-5633 on the web efoodsdirect.com.
[00:38:50.168 --> 00:38:50.328]  Call 800-409-5633.
[00:39:00.449 --> 00:39:03.392]  Where do you think one of the most toxic places on Earth is?
[00:39:03.652 --> 00:39:04.894]  The answer may surprise you.
[00:39:05.054 --> 00:39:06.055]  It's in your body.
[00:39:06.195 --> 00:39:10.019]  The colon is a natural breeding ground for disease-producing germs.
[00:39:10.359 --> 00:39:14.483]  It may not sound like a very appealing subject, but it should not go ignored.
[00:39:14.683 --> 00:39:21.830]  For over a decade now, natural health expert Dr. Lauren Ritter has educated people everywhere about the benefits of internal cleansing.
[00:39:22.090 --> 00:39:23.512]  Don't let your body be the most toxic place on earth.
[00:39:42.074 --> 00:39:46.519]  Call now to find out how you can get the colon and body cleanse risk-free for 30 days.
[00:39:46.539 --> 00:39:46.819]  Dial 1-800-457-9914.
[00:39:46.860 --> 00:39:47.200]  Call now.
[00:40:00.414 --> 00:40:03.156]  Are you concerned about the high cost of prescription drugs?
[00:40:03.516 --> 00:40:10.020]  Since January of 2006, rxdrugcard.com members have saved an average of $33 per prescription filled.
[00:40:10.060 --> 00:40:12.021]  That's over 46% savings.
[00:40:12.401 --> 00:40:14.662]  The average savings for generic drugs was over 71%.
[00:40:16.483 --> 00:40:24.985]  RxDrugCard.com is the only major discount prescription drug plan that offers a price look-up page, so you can get an idea of your discounted price before you enroll.
[00:40:25.305 --> 00:40:28.585]  RxDrugCard.com is for anyone who pays for their own prescriptions.
[00:40:28.805 --> 00:40:33.586]  There are no age restrictions, all prescriptions are covered, and 95% of all pharmacies in the U.S.
[00:40:33.626 --> 00:40:37.707]  participate, including Walmart, Walgreens, CVS Pharmacy, and many more.
[00:40:38.047 --> 00:40:42.528]  With RxDrugCard.com, you will save immediately with no messy forms or paperwork.
[00:40:42.788 --> 00:40:43.489]  That's 888-216-2461.
[00:40:43.549 --> 00:40:44.229]  Do it today!
[00:40:44.249 --> 00:40:47.352]  News, politics, sports, cars, home improvement, health, and everything in between.
[00:40:47.392 --> 00:40:48.433]  We've got you covered.
[00:40:48.453 --> 00:40:49.634]  You're listening to the GCN Radio Network.
[00:41:17.766 --> 00:41:38.287]  Yeah, a lot of the people supporting the Ron Paul Revolution, when they found out that a convicted narcotics trafficker who was caught driving around with data cards violating state law was running things for Diebold in New Hampshire, and that when
[00:41:39.582 --> 00:41:44.344]  Paul only got half the votes that all the scientific polls were showing he should have.
[00:41:44.444 --> 00:41:47.845]  Same thing happened with Barack Obama.
[00:41:48.386 --> 00:41:58.710]  He was handily beating, depending on the poll, between 13 and 20 points Hillary, but he magically lost by more than three points, almost four points against her.
[00:41:58.750 --> 00:42:06.453]  Then it turned out that thousands and thousands and thousands of ballots in the records said other, and they wouldn't say what they were for both those candidates.
[00:42:07.228 --> 00:42:19.225]  The Hillary Clinton people seem to be in control in New Hampshire and had election officials kicking out the Barack Obama and Ron Paul poll watchers, though they allowed the other candidates' poll watchers to stay in.
[00:42:19.446 --> 00:42:20.227]  This all came out.
[00:42:21.303 --> 00:42:27.766]  Then magically, in town after town, Ron Paul was registering zero in the townships, and people kept coming forward saying, we all voted for him.
[00:42:28.006 --> 00:42:28.967]  We all voted for him.
[00:42:29.187 --> 00:42:31.348]  And they said, okay, it's an accident.
[00:42:31.648 --> 00:42:33.169]  He did get votes in all these places.
[00:42:33.209 --> 00:42:34.390]  We accidentally said zero.
[00:42:34.850 --> 00:42:43.254]  And then now Bev Harris of blackboxvoting.org, who helped produce the HBO special, Hacking Democracy, she went there, and we've interviewed her.
[00:42:43.274 --> 00:42:44.555]  She's there right now covering it.
[00:42:44.575 --> 00:42:50.278]  The video's on YouTube, where the officials say, we're not going to lock all the ballots for the recount that's going to happen this next week.
[00:42:51.134 --> 00:42:51.614]  In the vault.
[00:42:51.654 --> 00:42:56.497]  We're putting them out in an open area inside a government building where people can get into them.
[00:42:56.997 --> 00:42:58.598]  And that, by the way, violates state law.
[00:42:58.618 --> 00:42:59.719]  She said, why not put it in the vault?
[00:42:59.739 --> 00:43:01.139]  They just said, we're not doing it.
[00:43:01.240 --> 00:43:01.920]  Get out of here.
[00:43:03.101 --> 00:43:06.582]  So people got really mad at the Ron Paul campaign for not going for a recount.
[00:43:06.702 --> 00:43:09.744]  We helped launch one with some folks, and they're doing that now.
[00:43:11.045 --> 00:43:15.067]  But I'm going to be a congressman because Senate's on this subject and others.
[00:43:15.689 --> 00:43:16.550]  We're good to go.
[00:43:16.650 --> 00:43:16.830]  I think?
[00:43:44.171 --> 00:43:44.832]  We're good to go.
[00:44:07.239 --> 00:44:08.540]  Or it could be Louisiana.
[00:44:08.560 --> 00:44:09.440]  It says L.A.
[00:44:10.041 --> 00:44:16.785]  Let's go to James, skipping ahead of Rita, Mike, and others, because people that disagree go to the head of the line here at 877-590-5525.
[00:44:17.145 --> 00:44:20.347]  You want to take a shot at me?
[00:44:20.367 --> 00:44:21.487]  You think I'm lying about something?
[00:44:21.668 --> 00:44:22.268]  Prove me wrong.
[00:44:23.088 --> 00:44:24.009]  You go to the head of the line, 877-590-5525.
[00:44:28.086 --> 00:44:29.167]  Again, you don't have any excuse.
[00:44:29.187 --> 00:44:30.127]  Here's the number.
[00:44:30.147 --> 00:44:34.651]  877-590-5525 or locally in Central Texas, 836-0590.
[00:44:35.311 --> 00:44:39.194]  Let's go ahead and go to James in L.A.
[00:44:39.314 --> 00:44:40.255]  James, you're on the air.
[00:44:40.295 --> 00:44:40.635]  Go ahead.
[00:44:40.875 --> 00:44:45.919]  Alex, I disagree with you on one key issue, but I agree with you on many others, including Ron Paul.
[00:44:46.579 --> 00:44:50.001]  Where I disagree with you is with regard to the motivation for 9-11.
[00:44:50.922 --> 00:44:52.984]  We're not talking about U.S.
[00:44:53.024 --> 00:44:56.067]  support for Israel's brutal oppression of the Palestinians.
[00:44:56.368 --> 00:45:02.714]  That's what was the motivation for not only the tragic attack on 9-11, but the earlier one at the World Trade Center in 1993.
[00:45:03.054 --> 00:45:08.660]  And I know personally from an assistant that worked for Ron Paul that Ron Paul had had dinner with James Bamford
[00:45:08.980 --> 00:45:13.505]  We've interviewed James Bamford, former Nightline, former... I'm going to put him on hold.
[00:45:13.586 --> 00:45:14.907]  I've got to be able to talk, too.
[00:45:14.927 --> 00:45:15.888]  This goes two ways here, bro.
[00:45:25.198 --> 00:45:26.299]  Yes, we've interviewed Bamford.
[00:45:26.319 --> 00:45:28.020]  He, of course, helped get declassified.
[00:45:28.540 --> 00:45:30.041]  Operation Northwoods with a U.S.
[00:45:30.081 --> 00:45:38.745]  government plan to hijack jets by remote control, crash them, bomb D.C., Miami, shoot Americans, attack Marine Corps bases, and blame it on foreign enemies.
[00:45:39.165 --> 00:45:43.828]  And we, of course, know that Operation Northwoods was implemented partially on 9-11.
[00:45:43.848 --> 00:45:46.529]  Now, they admit they also staged Gulf of Tonkin as well.
[00:45:46.549 --> 00:45:49.571]  Now, I'm going to go back to you, but I'm going to be able to talk here, okay?
[00:45:49.591 --> 00:45:49.931]  Go ahead.
[00:45:52.022 --> 00:45:54.672]  Go ahead and turn your radio off sir, that's delayed.
[00:45:55.274 --> 00:45:55.796]  How you doing?
[00:45:56.650 --> 00:45:58.011]  Okay, I'm going to put him on hold.
[00:45:58.451 --> 00:46:00.493]  I'm going to try to go back to James.
[00:46:00.553 --> 00:46:01.274]  James, go ahead.
[00:46:01.674 --> 00:46:03.195]  Yeah, the radio's off, Alex.
[00:46:03.796 --> 00:46:04.216]  It's been off.
[00:46:04.416 --> 00:46:04.897]  Here's the thing.
[00:46:05.657 --> 00:46:07.479]  Like I said, I agree with you on many issues.
[00:46:07.499 --> 00:46:12.963]  You've been excellent with Ron Paul and the economy and with Bob Chapman and all that, so don't think I'm a hostile caller.
[00:46:12.983 --> 00:46:13.423]  I don't care.
[00:46:13.443 --> 00:46:13.844]  It's okay.
[00:46:13.864 --> 00:46:14.244]  Go ahead.
[00:46:14.344 --> 00:46:14.745]  Yeah, yeah.
[00:46:14.925 --> 00:46:21.490]  So the main point we disagree on, and again, I mentioned it last week, go to representativepress.blogspot.com.
[00:46:21.890 --> 00:46:22.651]  Click on the link.
[00:46:22.691 --> 00:46:25.153]  It has like 250,000 views now, a quarter million views.
[00:46:25.473 --> 00:46:28.816]  And you'll see my exchange with Lee Hamilton of the 9-11 Commission.
[00:46:28.857 --> 00:46:30.018]  I mentioned the Bamford book.
[00:46:30.458 --> 00:46:37.205]  All you have to do is look up in the index of that James Bamford, a pretext for war book, Israel as a terrorist motivation.
[00:46:37.505 --> 00:46:47.115]  By playing up the conspiracy theory around 9-11, I think the Mossad knew about it in advance and didn't tell our government to the extent that it should have with the celebrating Israeli Mossad operatives.
[00:46:48.056 --> 00:47:01.506]  Okay, well, you called last week, sir, and you got on then, and you got on now.
[00:47:02.246 --> 00:47:05.368]  And we do not censor any of these topics on this show.
[00:47:05.408 --> 00:47:15.436]  We discussed the USS Liberty, when Haratz and the Jerusalem Post report, this is in Israel, that their government creates fake al-Qaeda groups and stages events.
[00:47:15.496 --> 00:47:16.757]  That disproves you right there.
[00:47:17.341 --> 00:47:20.263]  I mean, you call in and you say Israel stands to gain from 9-11.
[00:47:22.544 --> 00:47:23.684]  This is some weird logic.
[00:47:24.385 --> 00:47:27.867]  And then you say you disagree with me about 9-11 being an inside job.
[00:47:27.887 --> 00:47:30.988]  So I'm having trouble getting exactly what you say.
[00:47:31.849 --> 00:47:45.776]  You're saying conspiratorial aim, the conspiratorial angle that government stage events, and you're saying you disagree with me, but then you're saying you think Israel somehow is culpable or stood to gain.
[00:47:46.904 --> 00:47:48.406]  You can't have your cake and eat it, too.
[00:47:48.466 --> 00:47:51.909]  Now, I've said many times, I do not believe Israel carried out 9-11.
[00:47:53.971 --> 00:47:57.013]  Were elements of Israeli intelligence knowledgeable of it?
[00:47:57.033 --> 00:47:58.214]  Were they in support roles?
[00:47:59.015 --> 00:47:59.656]  We know this.
[00:47:59.796 --> 00:48:09.184]  Israeli Mossad and Shin Bet are inseparable from MI6, MI5, FBI, CIA, Defense Intelligence, National Security Agency.
[00:48:09.945 --> 00:48:11.066]  It's all one group.
[00:48:12.509 --> 00:48:28.821]  But for people that want to talk about Israel being involved in terrorism, I mean, I need to talk about the fact that you can type in Israel created fake Al-Qaeda groups into Google, and you will not be at prisonplanet.com.
[00:48:28.841 --> 00:48:31.504]  You will not be at truthnews.us.
[00:48:32.064 --> 00:48:33.545]  You will not be on my websites.
[00:48:34.226 --> 00:48:35.527]  You will be at Haratz.
[00:48:35.707 --> 00:48:37.468]  That is one of the major papers in Israel.
[00:48:37.808 --> 00:48:41.331]  You will be at the Jerusalem Post and United Press International.
[00:48:42.376 --> 00:48:48.800]  Israel has been caught staging terror attacks every time they want to stall the peace process.
[00:48:49.120 --> 00:48:53.763]  Now, does that mean there aren't suicide bombers running around trying to blow up buses and nightclubs?
[00:48:53.983 --> 00:48:55.504]  No, there are real terrorists.
[00:48:56.364 --> 00:49:00.226]  Does that mean that there aren't people sniping at Israeli soldiers?
[00:49:00.367 --> 00:49:01.687]  No, there are real people doing that.
[00:49:01.947 --> 00:49:11.253]  But I have a responsibility to report the fact that all major intelligence agencies, from the Japanese to the Russians to the British to the Israelis to the U.S.,
[00:49:11.992 --> 00:49:14.053]  Do stage false terror attacks.
[00:49:15.034 --> 00:49:16.235]  That is just a fact.
[00:49:17.376 --> 00:49:20.538]  And we cover those facts here.
[00:49:20.678 --> 00:49:34.427]  Now, people then talk about the urban legend of Israel being involved in 9-11, the urban legend, as they call it, of 4,000 Jews told not to go to work at the World Trade Center towers that day.
[00:49:35.428 --> 00:49:37.549]  If we're going to bring this up, let's bring up the facts.
[00:49:38.230 --> 00:49:40.091]  Where did this story come from?
[00:49:41.172 --> 00:49:41.732]  Odigo.
[00:49:42.509 --> 00:49:52.334]  The Instant Messaging Company, based in Tel Aviv, Israel, in New York City, told Haratz on the afternoon of 9-11.
[00:49:53.294 --> 00:49:54.735]  And I'm not saying they were involved.
[00:49:54.775 --> 00:49:56.055]  Why would they tell the newspaper?
[00:49:56.756 --> 00:49:58.336]  Why would Israel report on this?
[00:50:00.577 --> 00:50:01.958]  Again, this is more complex.
[00:50:02.118 --> 00:50:02.799]  They reported.
[00:50:02.999 --> 00:50:04.499]  Israel reported.
[00:50:04.519 --> 00:50:06.600]  I want to be very clear about this.
[00:50:06.920 --> 00:50:08.521]  This is a hot-button, hot potato here.
[00:50:10.642 --> 00:50:12.203]  That Otago told
[00:50:14.085 --> 00:50:19.528]  Several thousand of its employees, and by the way, that's 4,000 in the city.
[00:50:20.388 --> 00:50:21.689]  Over 2,000 worked in the towers.
[00:50:21.729 --> 00:50:22.910]  Their main headquarters was there.
[00:50:23.810 --> 00:50:30.594]  Hours before not to go to work, they heard that there was a terror threat and an impending attack on the building.
[00:50:32.597 --> 00:50:38.701]  Now, that is the Israeli newspaper, and any time you mention Israel and stage terror, people call you anti-Semitic.
[00:50:39.201 --> 00:50:40.842]  I don't think Haratz is anti-Semitic.
[00:50:40.902 --> 00:50:43.703]  It's an Israeli-owned, Jewish-owned newspaper.
[00:50:44.104 --> 00:50:46.865]  If you've got a problem with it, don't take it up with me.
[00:50:47.326 --> 00:50:48.186]  Take it up with them.
[00:50:48.666 --> 00:50:54.910]  If you've got a problem with Haratz, Jerusalem Post, and others reporting that Israel stages terror attacks, don't take it up with me.
[00:50:55.570 --> 00:50:56.431]  I'm just a messenger.
[00:50:56.891 --> 00:50:57.712]  Take it up with them.
[00:50:57.992 --> 00:51:00.613]  If you don't believe me right now, well, don't just say you don't believe me.
[00:51:00.873 --> 00:51:01.654]  Go Google that.
[00:51:03.722 --> 00:51:08.527]  Now, other New York papers also reported it wasn't just Jews who weren't there that day.
[00:51:09.107 --> 00:51:13.531]  The buildings were more than half empty for how many people should have been in the building that day.
[00:51:14.292 --> 00:51:15.232]  It's not an urban legend.
[00:51:15.513 --> 00:51:19.416]  Arab children at public schools around it said those buildings won't be there next week.
[00:51:20.537 --> 00:51:27.243]  FBI agents, two of them, went to prison for insider trading the month before in connection to prior knowledge of the attacks.
