[00:00:02.165 --> 00:00:03.590]  We are drugged out!
[00:26:34.639 --> 00:26:35.299]  And I said no.
[00:26:35.760 --> 00:26:37.761]  And then I bring in way more than that now.
[00:26:38.161 --> 00:26:39.763]  And then I spend it right back into what we're doing.
[00:26:42.524 --> 00:26:43.285]  Because I have a mission.
[00:26:44.306 --> 00:26:48.388]  It's not to have a wide-body jet like Glenn Beck's having to sell now.
[00:26:48.428 --> 00:26:49.789]  The guy's got like a jumbo jet.
[00:26:50.290 --> 00:26:52.351]  I'm not trying to live in a 50-bedroom house.
[00:26:52.391 --> 00:26:52.551]  Why?
[00:26:52.571 --> 00:26:53.972]  So the dog can crap in other rooms?
[00:26:55.333 --> 00:26:57.094]  I'm moving into a smaller house.
[00:27:00.497 --> 00:27:01.678]  Because it's easier and happier.
[00:27:02.919 --> 00:27:07.560]  I'm trying to change the universe, not like a peacock sit up there in Hollywood.
[00:27:07.921 --> 00:27:09.101]  I mean, I saw the headline.
[00:27:09.161 --> 00:27:13.402]  I remember eight years ago, I said, Communist China now owns Hollywood.
[00:27:13.462 --> 00:27:15.563]  And oh, the anti-Semites went crazy.
[00:27:16.383 --> 00:27:17.223]  Those are really the bots.
[00:27:17.263 --> 00:27:18.924]  And they said, oh, you know, you're covering up.
[00:27:19.244 --> 00:27:22.625]  Look at the Washington Post, the coming Chinese crackdown on Hollywood.
[00:27:25.506 --> 00:27:28.367]  Next year's news today, and look, I'm not bragging about this, folks.
[00:27:28.447 --> 00:27:31.648]  I'm just telling you, I'm tuned into the zeitgeist.
[00:27:32.645 --> 00:27:33.646]  And that's why they don't like me.
[00:27:33.906 --> 00:27:35.207]  The globalists are tuned in, too.
[00:27:35.567 --> 00:27:36.768]  They use it against you.
[00:27:39.129 --> 00:27:40.190]  I'm trying to trailblaze.
[00:27:40.270 --> 00:27:41.491]  I'm trying to blow open doors.
[00:27:41.771 --> 00:27:44.032]  I'm trying to break glass ceilings for humanity.
[00:27:44.833 --> 00:27:56.180]  And the fact that Paul Watson said we should launch a major initiative to get rid of cell phones and be happy and get outside more and get into self-help and self-empowerment, I'm like, yes, yes, because that's what folks are looking for, not just the info.
[00:27:57.022 --> 00:28:01.764]  But the solution, yeah, be aware the bad guys are over here, don't go with them, but then offer something better.
[00:28:02.144 --> 00:28:11.128]  And so we need to move into that more than ever, because you've got all these top writers and journalists and Simon Cowell and, you know, all these people saying, get rid of it.
[00:28:11.148 --> 00:28:16.370]  Here it is, long soaring smartphone market heading to earth, going down, French news agency.
[00:28:18.451 --> 00:28:20.152]  And notice, it's all just right here.
[00:28:20.772 --> 00:28:22.573]  Humanity is struggling back.
[00:28:26.277 --> 00:28:29.219]  They purposely have blocked a peace deal in Korea for 60 years.
[00:28:29.519 --> 00:28:30.380]  That's why Trump can end it.
[00:28:31.480 --> 00:28:34.202]  Remember, Obama said you'll never have 3% growth rate, it's about to be 4%?
[00:28:34.582 --> 00:28:36.063]  Because you can't wave a magic wand?
[00:28:36.083 --> 00:28:39.446]  No, I can't wave a magic wand, but you got us tied up in the corner, I can untie us.
[00:28:40.848 --> 00:28:41.648]  This is big.
[00:28:42.469 --> 00:28:55.636]  This is the horrible Satanist and control freaks and wicked people, the psychopaths, wanting to control the future, being greedy little cowards, thinking they were in full command, and humanity's waking up and resisting it like a raging bull.
[00:28:56.176 --> 00:28:56.717]  We'll be back.
[00:28:56.777 --> 00:28:57.337]  Stay with us.
[00:29:04.895 --> 00:29:16.719]  One of the reasons that your audience is so awakened and so able to process information is because your health products actually greatly enhance neurological and cognitive function.
[00:29:17.380 --> 00:29:26.703]  This is something that I've been noticing that, you know, people who live on junk foods and processed foods and take medications and go in and out of the pharmacy, they're dumbed down and they're easy for the globalists to control.
[00:29:26.903 --> 00:29:31.725]  You get on turmeric, like your body's product, and you've got the nootropics and all these other products.
[00:29:32.245 --> 00:29:41.528]  What happens is people, it takes a couple of months, but all the clouds start clearing out of their heads, the cobwebs go away, and they start being able to see with clarity what's happening in the world.
[00:29:42.388 --> 00:29:47.110]  Like, you're giving people the information to wake them up, and the nutrition to wake them up.
[00:29:47.130 --> 00:29:48.650]  I mean, the brain's a physical organ.
[00:29:49.251 --> 00:29:55.553]  The brain has to physically and biochemically work before the brain can process the information that you're downloading to people.
[00:29:55.593 --> 00:29:56.373]  Here's my problem.
[00:29:56.913 --> 00:30:05.324]  When I do take the bodies and the X2 and things, I'm already so crazed and focused that then I see everything so clear I tend to get mad.
[00:30:05.745 --> 00:30:06.886]  I have the same issue.
[00:30:07.166 --> 00:30:07.347]  Yeah.
[00:30:07.947 --> 00:30:10.771]  Because then you're just like, ahh!
[00:30:10.871 --> 00:30:12.533]  But that's better than being in a coma.
[00:30:13.514 --> 00:30:18.539]  And they admit neurological disorders are exploding, IQs are dropping, people are in trance-like states.
[00:30:18.859 --> 00:30:24.124]  This is an incredible time to be alive and I'm glad you mentioned that because bodies have just come back in.
[00:30:24.304 --> 00:30:27.827]  It's 25% off and this has a 95 curcumin in level.
[00:30:28.127 --> 00:30:29.688]  We went out with the top labs.
[00:30:29.729 --> 00:30:32.071]  We want the strongest concentrate.
[00:30:32.811 --> 00:30:37.094]  Of it out there, and Mike, you've tested the products, you've studied the products, you've looked at the products.
[00:30:37.415 --> 00:30:42.318]  You were saying that you really like bodies and you think it's a top of the line turmeric product, and there's so much research on turmeric.
[00:30:43.039 --> 00:30:43.879]  It's just incredible.
[00:30:44.240 --> 00:30:52.966]  This is the product that I like the most in your store because turmeric and curcuminoids have the most universal positive effect on the body and the mind.
[00:30:53.507 --> 00:30:54.047]  This is key.
[00:30:54.067 --> 00:30:57.970]  You know, inflammation is a systemic problem, and you have inflammation of the brain.
[00:30:58.030 --> 00:30:59.551]  They call that something down the road.
[00:30:59.591 --> 00:31:02.053]  I can't use disease names here because of FDA regulations.
[00:31:02.433 --> 00:31:04.034]  You have inflammation of the cells.
[00:31:04.074 --> 00:31:05.594]  They call that something else down the road.
[00:31:05.614 --> 00:31:11.016]  By the way, I've had Dr. Blaylock and other top brain surgeons on and they say it's inflammation in the brain.
[00:31:11.396 --> 00:31:14.077]  That's why you've got Alzheimer's at age 30 now.
[00:31:14.197 --> 00:31:14.877]  That's exactly right.
[00:31:15.237 --> 00:31:20.859]  Now, your product is an extract and we've done heavy metals testing on all the turmeric products.
[00:31:21.099 --> 00:31:25.541]  We've done over a thousand foods and supplements through our lab using ICP-MS mass spec testing.
[00:31:26.161 --> 00:31:29.363]  When you do the extract, it leaves all the heavy metals behind.
[00:31:29.383 --> 00:31:35.127]  The heavy metals stay in the root, so the turmeric root has lead in it, some lead.
[00:31:35.167 --> 00:31:36.828]  Well, that's another reason.
[00:31:36.888 --> 00:31:43.873]  But the top lab we ended up using to make this said that, they said, listen, you want to go with the more expensive extract anyways, because then you can't pass the metals testing if you don't.
[00:31:44.013 --> 00:31:44.413]  Exactly.
[00:31:44.573 --> 00:31:51.438]  So anyway, what I really noticed was that it's this combination that you're providing people the information to awaken them and the nutrition.
[00:31:51.798 --> 00:31:56.261]  Because if you're living on junk foods, folks, you're not going to be able to wake up and process the information.
[00:32:00.976 --> 00:32:10.264]  Climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[00:32:11.104 --> 00:32:17.370]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[00:32:19.151 --> 00:32:25.495]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[00:32:26.296 --> 00:32:31.539]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[00:32:32.159 --> 00:32:44.287]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia.
[00:32:44.827 --> 00:32:47.409]  You're listening to the Alex Jones Show!
[00:33:23.943 --> 00:33:30.246]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:32.867 --> 00:33:37.150]  You know, there was so much breaking news yesterday that I came in at a couple live reports.
[00:33:37.170 --> 00:33:43.233]  In fact, I broadcast for over two hours out of the new podcast studio yesterday with our little mini crew.
[00:33:44.193 --> 00:33:49.896]  And there were four or five different CNN articles alone as the talking point to come out.
[00:33:51.064 --> 00:33:52.965]  And ABC News had the same ones.
[00:33:53.165 --> 00:33:54.445]  Paul Watson actually retweeted it.
[00:33:54.465 --> 00:33:55.545]  That's probably a good place to find it.
[00:33:55.966 --> 00:33:57.606]  So I forgot to pull it out of the stack during the break.
[00:33:58.226 --> 00:33:59.867]  There's like 60 articles just in this stack.
[00:34:00.447 --> 00:34:10.270]  But... CNN goes, America's really doing good economically and all this stuff, but we're really at unease because of Trump.
[00:34:11.370 --> 00:34:13.771]  And then it says, America's really doing good because of Obama.
[00:34:15.011 --> 00:34:19.893]  No, Trump directly did the economic policies that turned the country back on, and that's a fact.
[00:34:20.998 --> 00:34:32.503]  Would take five hours to go over it all, but the policies, bringing the jobs back, incentivizing, getting the taxes cut, calling thousands of factory owners and saying, if you invest, don't worry, it'll all come back.
[00:34:34.264 --> 00:34:36.825]  I mean, Trump's new nickname is the magic wand.
[00:34:37.265 --> 00:34:38.465]  In fact, you heard it here first.
[00:34:38.846 --> 00:34:40.066]  Obama gave him the name.
[00:34:42.007 --> 00:34:43.968]  First, Obama called him the trash man.
[00:34:45.066 --> 00:34:46.387]  And I went, how's that an insult?
[00:34:46.427 --> 00:34:47.508]  He's taking out the trash.
[00:34:48.129 --> 00:34:55.235]  But I'm telling you, Trump's new nickname is The Magic Wand.
[00:34:56.135 --> 00:35:00.759]  We give him a fancier name, The Scepter.
[00:35:04.422 --> 00:35:07.725]  But the truth is, Americana and free market works.
[00:35:07.785 --> 00:35:09.446]  People have dreams, they have hopes, they're smart.
[00:35:10.207 --> 00:35:12.229]  You get out of people's way, you can't stop them.
[00:35:13.632 --> 00:35:17.234]  Remember Obama said, what a magic wand, you'll never get up to 3% growth rate.
[00:35:17.334 --> 00:35:17.774]  I couldn't.
[00:35:17.874 --> 00:35:20.296]  It's at 3.8 right now, folks.
[00:35:20.376 --> 00:35:21.076]  It's going above 4.
[00:35:21.176 --> 00:35:26.839]  Because I know folks that have been in the meetings inside the White House.
[00:35:27.259 --> 00:35:29.220]  You're like, wait, it's at 3.2, the news says.
[00:35:29.541 --> 00:35:29.981]  It's at 3.8.
[00:35:30.741 --> 00:35:32.542]  When the quarterly comes out, it's going to be 4, 4.1.
[00:35:32.602 --> 00:35:33.383]  We're not sure yet.
[00:35:36.084 --> 00:35:37.985]  Yeah, the unemployment rate's 3.8 as well.
[00:35:38.465 --> 00:35:41.327]  So, that's 50 years, or no, since the 50s, you haven't had that.
[00:35:43.280 --> 00:35:45.642]  It's like the fifties all over again, back to the future.
[00:35:45.782 --> 00:35:50.626]  Now, they say, oh, you want to go back to America?
[00:35:50.646 --> 00:35:51.947]  No, America's about going forward.
[00:35:52.447 --> 00:35:55.109]  Globalism is the feudalism and the serfdom and being poor.
[00:35:55.550 --> 00:35:57.491]  We're going back to the future, baby.
[00:35:59.233 --> 00:36:12.003]  So that said, I saw this Sean Hannity piece attacking he and I, and Sean Hannity's the number one guy on cable news by millions.
[00:36:13.760 --> 00:36:16.301]  And he just gets more popular as he wakes up.
[00:36:16.321 --> 00:36:18.321]  I mean, he was always pro-gun, pro-America.
[00:36:18.341 --> 00:36:24.082]  Nobody's perfect, but he's even attacked me with stuff years ago that people misrepresented.
[00:36:24.402 --> 00:36:25.582]  And I get it, okay?
[00:36:27.503 --> 00:36:29.063]  I'll tell you this right now.
[00:36:30.723 --> 00:36:31.904]  We're blessed to have Sean Hannity.
[00:36:33.504 --> 00:36:39.225]  And when I wake up in the morning and I realize they're trying to destroy me, I feel good to know he's there.
[00:36:40.629 --> 00:36:50.056]  Because other than Drudge, which is bigger than anything when it comes to total visitors, there's like Trump, there's Drudge, there's Alex Jones, and then over here there's Sean Hannity.
[00:36:50.676 --> 00:36:59.582]  With his millions of radio listeners, tens of millions and all of it, he's the only thing out there as big or bigger than Infowars that's a personality talking every day other than Trump.
[00:37:00.123 --> 00:37:08.409]  So it's kind of a weird scenario where it's like Trump, Hannity, and me, and the media thinks they're going to get cheap shots at Hannity all the time, misrepresenting what I've said and going after Hannity.
[00:37:09.639 --> 00:37:19.987]  Then I watch Hannity sitting there with the kill reporter who's broken the bombshell info that we already knew, because Obama bragged about it, but now it's proven they lied.
[00:37:20.387 --> 00:37:35.399]  He has the proof of it, that they were spying on him way before, you know, the campaign even was dominant, before his inauguration, before he was president-elect, before he won the primary and became the nominee.
[00:37:36.340 --> 00:37:40.842]  And so he's got this Hill reporter on and he goes, you know, do you think Dr. Corsi, who's coming on in a little while, is right?
[00:37:40.862 --> 00:37:43.423]  Do you think Corsi's right?
[00:37:44.404 --> 00:37:46.064]  With all his White House sources and everything else?
[00:37:47.385 --> 00:37:48.865]  That I'm the next target of the Deep State?
[00:37:48.946 --> 00:37:55.889]  Uh, Sean, they readied your lawyer and then outed your own personal details that had nothing to do with anything all over the news and implied you were some type of criminal.
[00:37:56.409 --> 00:37:58.850]  And they've tried to take your sponsors and kick you off the air.
[00:37:59.810 --> 00:38:03.472]  And Media Matters admitted five years ago that you're their main target to get.
[00:38:06.619 --> 00:38:17.289]  And all this is going on, and they targeted tens of thousands of churches and Christian groups for the IRS, and you're asking if Corsi's right that you're being targeted?
[00:38:17.329 --> 00:38:19.231]  You're already being targeted.
[00:38:21.473 --> 00:38:24.836]  And it just shows Hannity's blind spot, because I know people that know him well.
[00:38:25.096 --> 00:38:32.143]  He's so Mr. America, so quarterback, you know, just Mr. Cleaver.
[00:38:33.609 --> 00:38:34.889]  That he's on the show going, really?
[00:38:35.269 --> 00:38:37.430]  The deep state's gonna make stuff up about me and come after me?
[00:38:37.490 --> 00:38:38.250]  Really, that's where we are?
[00:38:38.610 --> 00:38:39.811]  Yeah, Sean, that's where we are.
[00:38:40.731 --> 00:38:53.494]  Just because you're Mr. Goody Two-Shoes, and I am too, and walk little old ladies across the street, and just because you don't ever scam anybody and you're not a criminal, that's why America likes you, they pick up instinctively on that, doesn't mean they're not coming after you.
[00:38:53.674 --> 00:38:56.335]  They're coming after you because you are good, Sean Hannity.
[00:38:57.455 --> 00:39:01.256]  And those of us that aren't evil need to realize they're not playing according to our deck of cards.
[00:39:03.496 --> 00:39:06.116]  It's taken you a while to figure that out and I'm not saying you're bad.
[00:39:06.537 --> 00:39:09.617]  I'm just saying they hate you because you're on target.
[00:39:09.837 --> 00:39:11.217]  They hate you because you've got it.
[00:39:11.477 --> 00:39:13.378]  They hate you because you talk to the president every day.
[00:39:13.618 --> 00:39:17.658]  They hate you because they're losers and no one watches them and they all watch you.
[00:39:17.678 --> 00:39:21.339]  Because to them it's all about their own personal power.
[00:39:21.439 --> 00:39:24.880]  They can't stand the fact you're the number one media personality in this country.
[00:39:26.580 --> 00:39:27.660]  Bigger than Limbaugh, you name it.
[00:39:28.640 --> 00:39:31.021]  As a personality bigger than Alex Jones in a positive way.
[00:39:31.521 --> 00:39:32.561]  They don't know what to do!
[00:39:35.543 --> 00:39:40.287]  And so you're sitting there with this Hill reporter, asking him, do you think it's true?
[00:39:40.307 --> 00:39:40.747]  Do you think it's true?
[00:39:41.208 --> 00:39:42.849]  Do you think the sun came up this morning?
[00:39:45.692 --> 00:39:52.077]  So, they try to act like I'm the weakness of the nationalist populist awakening because I'm the strength.
[00:39:52.998 --> 00:39:57.842]  Because if anybody ever starts just going with the truth and not caring what they say, the public wants it.
[00:39:57.982 --> 00:39:59.063]  It's why you've got the top ratings.
[00:40:00.305 --> 00:40:01.747]  The truth is, they did illegally spy.
[00:40:01.907 --> 00:40:03.410]  The truth is, they are on the Russian payroll.
[00:40:03.590 --> 00:40:05.152]  The truth is, they are on the Chinese payroll.
[00:40:05.212 --> 00:40:05.753]  My God!
[00:40:06.033 --> 00:40:07.676]  China owns all six!
[00:40:07.716 --> 00:40:10.720]  They have controlling interests in all six big production houses.
[00:40:10.920 --> 00:40:13.224]  You go see a movie, it's communist Chinese propaganda!
[00:40:15.000 --> 00:40:16.920]  Half measures aren't going to beat them, Sean.
[00:40:17.361 --> 00:40:19.961]  And I know Fox has had you on the edge of having to leave.
[00:40:20.261 --> 00:40:25.082]  I know they've been on your ass a year ago, when they were still running all this anti-Trump stuff and they thought they could still win.
[00:40:25.322 --> 00:40:28.463]  But now the Murdochs get that they have to get with the wave.
[00:40:28.703 --> 00:40:29.663]  We have the initiative.
[00:40:29.723 --> 00:40:30.643]  We have the cutting edge.
[00:40:30.924 --> 00:40:31.444]  We're winning.
[00:40:33.104 --> 00:40:36.085]  So I say to Hannity, don't give them any half measures.
[00:40:36.145 --> 00:40:36.825]  Go all the way.
[00:40:36.905 --> 00:40:37.425]  But yeah.
[00:40:39.164 --> 00:40:51.389]  I love how they target everybody, they say bankrupt everybody, sue everybody, destroy everybody, get us off air, and then, oh, there's no deep state, nobody's spying on Trump, oh, nobody's trying to get Alex Jones or Sean Hannity.
[00:40:52.009 --> 00:40:52.789]  Boulderdash.
[00:40:53.149 --> 00:40:56.511]  And we'll get the inside scoop from a guy that's worked for the U.S.
[00:40:56.571 --> 00:40:59.112]  intelligence and everywhere else, and I'm not going to get into it all.
[00:40:59.612 --> 00:41:02.453]  Number three, number one, three times New York Times bestseller.
[00:41:04.608 --> 00:41:08.093]  Of course she'll be here to give us the inside scoop, but of course they're coming after Hannity.
[00:41:08.594 --> 00:41:12.220]  And if they can get Hannity, they can get every one of us.
[00:41:13.922 --> 00:41:14.662]  Is Hannity perfect?
[00:41:14.702 --> 00:41:14.882]  No.
[00:41:15.083 --> 00:41:15.603]  Am I perfect?
[00:41:15.623 --> 00:41:15.783]  No.
[00:41:16.283 --> 00:41:18.224]  But we're not out to get the country.
[00:41:18.284 --> 00:41:19.725]  We're not anti-American.
[00:41:19.765 --> 00:41:20.885]  We're not anti-capitalist.
[00:41:21.125 --> 00:41:22.066]  We're not anti-gun.
[00:41:22.406 --> 00:41:23.787]  That's why they're going to call us Nazis.
[00:41:23.807 --> 00:41:25.828]  They're going to call the whole Republican Party Nazis.
[00:41:25.848 --> 00:41:31.110]  They're going to lie about what I said about 9-11 when I said Saudi involvement and a cover-up which has now come out.
[00:41:31.350 --> 00:41:34.652]  They're going to misrepresent everything because we're kicking their butt.
[00:41:34.672 --> 00:41:35.312]  Here's Sean Hannity.
[00:41:36.238 --> 00:41:43.801]  Senator Chuck Schumer said that you better not mess with the intel community because they're going to get you six ways to Sunday.
[00:41:43.821 --> 00:41:45.382]  This is great news for me.
[00:41:45.662 --> 00:41:48.783]  Best-selling author Jerome Corsi, he's the author of this book.
[00:41:48.823 --> 00:41:52.504]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[00:41:52.524 --> 00:41:53.985]  It's called Killing the Deep State.
[00:41:54.285 --> 00:41:55.245]  You might remember him.
[00:41:55.605 --> 00:41:56.146]  He was back.
[00:41:56.166 --> 00:42:00.047]  Remember the group against John Kerry, Vietnam Bets for Truth?
[00:42:00.487 --> 00:42:01.107]  He was one of them.
[00:42:01.488 --> 00:42:02.008]  He's saying
[00:42:02.648 --> 00:42:08.229]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[00:42:09.169 --> 00:42:21.312]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people, do desperate things, the people that have the most powerful tools of intelligence, they're now going after me.
[00:42:22.032 --> 00:42:22.412]  Okay?
[00:42:22.692 --> 00:42:23.012]  Really?
[00:42:23.372 --> 00:42:29.534]  So sadly, after all we have learned, you know, now we have Jerome Corsi's prediction, it doesn't surprise me.
[00:42:29.954 --> 00:42:30.834]  Isn't that sad?
[00:42:31.474 --> 00:42:33.176]  Are we the United States of America?
[00:42:33.196 --> 00:42:35.077]  Or are we going to be the former Soviet Union?
[00:42:35.317 --> 00:42:36.639]  Or are we going to be Venezuela?
[00:42:36.659 --> 00:42:37.159]  Stop right there.
[00:42:37.439 --> 00:42:38.480]  I promise you this one.
[00:42:38.941 --> 00:42:39.461]  Oh, I love this part.
[00:42:39.501 --> 00:42:40.282]  We're going to come back with this.
[00:42:40.322 --> 00:42:41.303]  He says, I promise this.
[00:42:41.343 --> 00:42:41.983]  I'm never giving up.
[00:42:42.023 --> 00:42:42.764]  I'm never backing down.
[00:42:42.784 --> 00:42:43.304]  I'm never stopping.
[00:42:43.324 --> 00:42:44.065]  We've all got to have that.
[00:42:44.085 --> 00:42:45.286]  We're going to come back and play the rest of it.
[00:42:45.686 --> 00:42:46.567]  Back it up like 20 seconds.
[00:42:46.627 --> 00:42:49.129]  But we were becoming Venezuela.
[00:42:49.169 --> 00:42:49.950]  We're changing it.
[00:42:50.691 --> 00:42:56.296]  Hannity, all of you, all of us standing up to them is making them come out of the dark, making them reveal themselves.
[00:42:56.336 --> 00:42:57.917]  So this is positive, Sean.
[00:43:03.894 --> 00:43:05.274]  They think you're a goldfish!
[00:43:06.874 --> 00:43:08.975]  I've been betting on you my whole life!
[00:43:09.235 --> 00:43:10.275]  I believe in you!
[00:43:10.295 --> 00:43:11.856]  I don't think you're stupid!
[00:43:14.516 --> 00:43:16.517]  One man ever wrecks a woman!
[00:43:16.837 --> 00:43:18.457]  All genitals are cut off!
[00:43:18.698 --> 00:43:21.118]  And we're kicking these traitors' asses politically!
[00:43:21.258 --> 00:43:22.459]  And we're not backing down on her!
[00:43:22.479 --> 00:43:25.559]  I want to kick these people!
[00:43:25.579 --> 00:43:26.100]  We're winning!
[00:43:26.140 --> 00:43:27.240]  I can feel the spirit rising!
[00:43:27.400 --> 00:43:27.860]  Can't you?
[00:43:28.160 --> 00:43:29.801]  We have broken their back!
[00:43:30.161 --> 00:43:31.281]  Yes, I can feel it!
[00:43:35.160 --> 00:43:35.520]  Let's go!
[00:43:35.540 --> 00:43:35.760]  Come on!
[00:43:35.800 --> 00:43:36.061]  Come on!
[00:43:36.081 --> 00:43:36.221]  Come on!
[00:43:37.081 --> 00:43:37.261]  Come on!
[00:43:37.281 --> 00:43:37.501]  Come on!
[00:43:37.521 --> 00:43:37.861]  Come on!
[00:43:37.901 --> 00:43:38.242]  Come on!
[00:43:38.322 --> 00:43:38.542]  Come on!
[00:43:38.562 --> 00:43:38.862]  Come on!
[00:43:38.962 --> 00:43:39.142]  Come on!
[00:43:39.182 --> 00:43:39.502]  Come on!
[00:43:39.602 --> 00:43:39.802]  Come on!
[00:43:39.863 --> 00:43:40.063]  Come on!
[00:43:40.083 --> 00:43:40.243]  Come on!
[00:43:40.263 --> 00:43:40.583]  Come on!
[00:43:40.603 --> 00:43:40.923]  Come on!
[00:43:40.943 --> 00:43:41.143]  Come on!
[00:43:41.183 --> 00:43:41.343]  Come on!
[00:43:41.363 --> 00:43:41.583]  Come on!
[00:43:41.603 --> 00:43:42.024]  Come on!
[00:43:42.124 --> 00:43:42.284]  Come on!
[00:43:42.304 --> 00:43:42.484]  Come on!
[00:43:42.504 --> 00:43:42.644]  Come on!
[00:43:42.664 --> 00:43:42.804]  Come on!
[00:43:42.824 --> 00:43:42.964]  Come on!
[00:43:42.984 --> 00:43:43.164]  Come on!
[00:43:43.184 --> 00:43:43.364]  Come on!
[00:43:43.404 --> 00:43:43.604]  Come on!
[00:43:43.685 --> 00:43:43.885]  Come on!
[00:43:43.905 --> 00:43:44.085]  Come on!
[00:43:44.185 --> 00:43:44.785]  Come on!
[00:43:44.865 --> 00:43:45.105]  Come on!
[00:43:45.165 --> 00:43:45.385]  Come on!
[00:43:45.465 --> 00:43:45.686]  Come on!
[00:43:45.706 --> 00:43:46.026]  Come on!
[00:43:46.546 --> 00:43:47.106]  Come on!
[00:43:47.146 --> 00:43:47.346]  Come on!
[00:43:47.366 --> 00:43:47.507]  Come on!
[00:43:47.527 --> 00:43:47.747]  Come on!
[00:43:47.767 --> 00:43:48.047]  Come on!
[00:43:48.147 --> 00:43:48.427]  Come on!
[00:43:48.487 --> 00:43:48.847]  Come on!
[00:43:48.887 --> 00:43:49.067]  Come on!
[00:43:49.087 --> 00:43:49.327]  Come on!
[00:43:49.448 --> 00:43:49.628]  Come on!
[00:43:49.868 --> 00:43:50.168]  Come on!
[00:43:50.188 --> 00:43:50.448]  Come on!
[00:43:50.568 --> 00:43:50.768]  Come on!
[00:43:50.788 --> 00:43:50.948]  Come on!
[00:43:50.968 --> 00:43:51.309]  Come on!
[00:43:51.329 --> 00:43:51.549]  Come on!
[00:43:51.569 --> 00:43:51.789]  Come on!
[00:43:51.809 --> 00:43:52.029]  Come on!
[00:43:52.049 --> 00:43:52.269]  Come on!
[00:43:52.289 --> 00:43:52.449]  Come on!
[00:43:52.489 --> 00:43:52.729]  Come on!
[00:43:52.749 --> 00:43:52.949]  Come on!
[00:43:52.989 --> 00:43:53.270]  Come on!
[00:43:53.390 --> 00:43:53.630]  Come on!
[00:43:53.650 --> 00:43:53.870]  Come on!
[00:43:53.890 --> 00:43:54.150]  Come on!
[00:43:54.290 --> 00:43:54.590]  Come on!
[00:43:54.670 --> 00:43:54.930]  Come on!
[00:43:54.970 --> 00:43:55.151]  Come on!
[00:43:55.171 --> 00:43:55.391]  Come on!
[00:43:55.411 --> 00:43:55.671]  Come on!
[00:43:55.711 --> 00:43:55.931]  Come on!
[00:43:55.951 --> 00:43:56.211]  Come on!
[00:43:56.291 --> 00:43:56.451]  Come on!
[00:43:56.471 --> 00:43:56.691]  Come on!
[00:43:56.711 --> 00:43:56.972]  Come on!
[00:43:57.032 --> 00:43:57.412]  Come on!
[00:43:57.432 --> 00:43:57.572]  Come on!
[00:43:57.592 --> 00:43:57.692]  Come
[00:44:01.767 --> 00:44:03.829]  Electrify your day with Secret 12.
[00:44:04.069 --> 00:44:05.390]  It's like lightning in a bottle.
[00:44:05.630 --> 00:44:09.173]  We all have days in which we just can't seem to perform at the level we'd like to.
[00:44:09.534 --> 00:44:17.280]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[00:44:17.480 --> 00:44:22.284]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[00:44:22.444 --> 00:44:27.929]  The reality is it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[00:44:28.249 --> 00:44:35.793]  Secret 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[00:44:36.033 --> 00:44:40.475]  It pairs two forms of vitamin B12 into one explosive formula.
[00:44:40.755 --> 00:44:46.478]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes.
[00:44:46.618 --> 00:44:49.583]  But it also assists with many other functions of the body.
[00:44:49.783 --> 00:44:53.069]  Electrify your mind and body and take your health to the next level.
[00:44:53.330 --> 00:44:56.996]  Experience the power of Secret 12 at InfoWarsLife.com.
[00:44:57.236 --> 00:44:58.839]  That's InfoWarsLife.com.
[00:45:01.291 --> 00:45:03.053]  Fueling your body is hard work.
[00:45:03.634 --> 00:45:08.800]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:45:09.401 --> 00:45:17.471]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:45:17.852 --> 00:45:20.054]  There's no better way to power your body.
[00:45:20.575 --> 00:45:27.117]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:45:27.477 --> 00:45:38.021]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:45:38.621 --> 00:45:45.524]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:45:46.064 --> 00:45:51.712]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
