[00:00:30.229 --> 00:00:31.071]  Yeah.
[00:25:33.073 --> 00:25:35.735]  Giving hate no safe haven.
[00:25:36.738 --> 00:25:56.047]  That means anything they define, the Second Amendment, the nuclear family, saying he or she being bad in the US, Canada, Sweden, being masculine, being feminine, whatever they want to define as something they want to attack, they say, don't give your speech safe haven.
[00:25:56.127 --> 00:25:57.368]  Believe me, we know bullies.
[00:25:57.868 --> 00:25:59.428]  You're not giving speech a safe haven.
[00:25:59.649 --> 00:26:00.229]  Let's continue.
[00:26:00.809 --> 00:26:02.370]  Behold these truths self-evident.
[00:26:03.539 --> 00:26:06.061]  All men are created equal, endowed by their creator.
[00:26:06.782 --> 00:26:08.183]  Sounds corny when you say it.
[00:26:09.463 --> 00:26:14.167]  But the American people, basically in their gut, we've never met it.
[00:26:15.248 --> 00:26:17.489]  But that's the aspiration, and they're not giving up on it.
[00:26:17.669 --> 00:26:18.330]  Let's pause again.
[00:26:19.651 --> 00:26:24.715]  It's true that those great ideas have never been met, but the idea of meeting it has brought us further than many other nations.
[00:26:25.195 --> 00:26:26.156]  In fact, probably more than anybody.
[00:26:27.008 --> 00:26:27.748]  The American system.
[00:26:27.768 --> 00:26:29.068]  So why are we the bad guys?
[00:26:29.488 --> 00:26:31.009]  Why do we have to be the Nazis?
[00:26:31.069 --> 00:26:34.109]  Why do we have to be the evil folks when our history doesn't show that?
[00:26:35.129 --> 00:26:43.691]  But again, this is coming to you from the Democratic Party and somebody that literally was under Senator Byrd, who was a grand dragon in the KKK.
[00:26:44.831 --> 00:26:45.651]  And the Democratic Party.
[00:26:45.851 --> 00:26:47.051]  But he thinks you have no memory.
[00:26:47.071 --> 00:26:47.631]  Let's continue.
[00:26:48.772 --> 00:26:55.013]  You know, Barack and I agreed to remain silent for a while to give this administration a chance to get up and running in the first year.
[00:26:55.033 --> 00:26:55.473]  Pause again.
[00:26:55.533 --> 00:26:56.353]  Back it up ten seconds.
[00:26:58.223 --> 00:26:59.905]  They were never quiet through their surrogates.
[00:26:59.965 --> 00:27:09.558]  It came out in all the different documents and lawsuits and FBI files that the Democrats, led by Obama, Hillary and others, have been orchestrating the fake PPGate dossier.
[00:27:09.939 --> 00:27:12.162]  They've been launching the attacks on Trump.
[00:27:12.482 --> 00:27:13.964]  They've been trying to block everything.
[00:27:14.765 --> 00:27:16.086]  Oh, but they gave him a chance.
[00:27:16.126 --> 00:27:17.606]  They tried to make him succeed.
[00:27:17.906 --> 00:27:22.788]  The media, the Democrats, you know, gave Trump that honeymoon period that every other president got.
[00:27:22.989 --> 00:27:23.169]  No!
[00:27:23.409 --> 00:27:24.929]  There was no honeymoon period.
[00:27:25.149 --> 00:27:26.850]  They tried to keep him from getting his delegates.
[00:27:27.270 --> 00:27:28.971]  They tried to keep him from even becoming the president.
[00:27:29.351 --> 00:27:34.393]  They tried to riot and block the entrances to his inauguration and then lied about who was there.
[00:27:36.574 --> 00:27:38.255]  Everything Biden says is a lie.
[00:27:38.335 --> 00:27:38.755]  Continue.
[00:27:39.756 --> 00:27:40.456]  We're not giving up on him.
[00:27:42.270 --> 00:27:48.371]  You know, Barack and I agreed to remain silent for a while to give this administration a chance to get up and running in the first year.
[00:27:51.872 --> 00:27:52.732]  God forgive me.
[00:27:52.752 --> 00:28:05.375]  I cannot remain silent after Charlottesville.
[00:28:05.875 --> 00:28:08.996]  I want to be deadly earnest with you about this.
[00:28:12.347 --> 00:28:13.188]  Charlottesville.
[00:28:13.388 --> 00:28:14.369]  One woman run over.
[00:28:15.030 --> 00:28:15.590]  God bless her.
[00:28:17.452 --> 00:28:20.555]  By a crowd attacking a car and the guy guns it and runs over her.
[00:28:20.915 --> 00:28:23.598]  And I point out that George Soros funded Antifa.
[00:28:23.918 --> 00:28:24.879]  The police stood down.
[00:28:25.420 --> 00:28:29.584]  You have the alt-right people, who most of them used to work for the Democrats, clearly feds.
[00:28:30.485 --> 00:28:32.487]  You have this big production they do.
[00:28:32.927 --> 00:28:34.368]  Trump says both sides are bad.
[00:28:35.541 --> 00:28:43.511]  Antifa's bad, and I think KKK-type folks, KKK likes bad, but he said it's Antifa that attacked, which is totally true!
[00:28:45.464 --> 00:28:47.365]  And then, oh, this is their big thing.
[00:28:47.425 --> 00:28:49.767]  This guy funded the Arab Spring that killed millions of people.
[00:28:50.387 --> 00:28:55.211]  Biden, his son, runs part of Ukraine, all the stolen natural gas there.
[00:28:55.511 --> 00:28:56.431]  He's a monster.
[00:28:56.792 --> 00:29:00.014]  But he sits there and says America's ethos is the KKK.
[00:29:00.234 --> 00:29:01.255]  No, it's your ethos.
[00:29:15.847 --> 00:29:16.633]  Here's what you wanna know.
[00:29:17.602 --> 00:29:23.565]  You want to go to mfullmorestore.com and read the hundreds and hundreds of five-star third-party reviews on this product.
[00:29:24.226 --> 00:29:27.768]  And also remember that when it came out four months ago, it sold out in three weeks.
[00:29:28.648 --> 00:29:36.653]  Because people that know about these type of products looked at the ingredients list and looked at the potency list and people went crazy.
[00:29:37.233 --> 00:29:44.898]  We set out to look at the already best-selling brands out there and make it even better, even stronger, and basically souped up.
[00:29:45.698 --> 00:29:49.463]  It's got the best of ancient science, with the latest developments as well.
[00:29:50.023 --> 00:29:53.948]  It's Alpha Power, and quite frankly, I don't even really need to take Alpha Power.
[00:29:55.087 --> 00:30:09.935]  If I take Alpha Power, which I do occasionally, if I feel down or don't feel like I have a lot of energy, it makes me have incredible stamina, amazing libido, and also I already have, not really anger issues, but I'm a little bit aggressive sometimes.
[00:30:10.355 --> 00:30:15.718]  And so Alpha Power is so strong that I personally don't take it a lot.
[00:30:16.018 --> 00:30:17.559]  I'm not going to sit here and tell you.
[00:30:17.859 --> 00:30:19.199]  Oh man, it's really great, it really works.
[00:30:19.220 --> 00:30:21.400]  I'm going to tell you, be careful with Alpapower.
[00:30:21.600 --> 00:30:23.801]  Because I said, I want to dominate the industry.
[00:30:24.341 --> 00:30:28.663]  I want people to know that we put the most money into this of any other product out there.
[00:30:28.683 --> 00:30:30.023]  I'm going to explain this because this is critical.
[00:30:30.843 --> 00:30:38.066]  The average supplement, you can look this up online, there's industry publications, Wall Street Journal, has a 5 to 7 times markup.
[00:30:38.086 --> 00:30:39.506]  That's a 500 to 700 percent markup.
[00:30:40.087 --> 00:30:41.667]  Our average markup is about 130 percent or so.
[00:30:41.687 --> 00:30:42.807]  Some are 90 percent, some are 150.
[00:30:42.867 --> 00:30:44.508]  You've got marketing and other costs that go in.
[00:30:47.429 --> 00:30:48.269]  But here's an example.
[00:30:49.109 --> 00:30:56.692]  The average male or female enhancement, over-the-counter supplement has some real stuff in it.
[00:30:56.712 --> 00:30:58.412]  It just has a little bit in it.
[00:30:58.892 --> 00:31:05.054]  Many times the bottle, this is a nice glass bottle, costs more than the ingredients that these companies put out.
[00:31:05.754 --> 00:31:10.840]  Because I work with the top four formulators in the country, and they say, listen, no one puts as much as you do into these.
[00:31:11.141 --> 00:31:19.471]  They said your leading competitors might put $6, $7 in, and you're putting $15, $20, $30, $40, depending on the product, in them.
[00:31:19.871 --> 00:31:20.892]  Nobody else does that.
[00:31:20.972 --> 00:31:23.656]  Well, we do, and that's why they're so powerful.
[00:31:24.156 --> 00:31:40.292]  Bottom line, you're getting top-of-the-line supplements that people absolutely love, that have blown me away, that fund the info war, and we are industry leaders in quality testing and the amount of the best product that we put into the product that ends up getting delivered to your door.
[00:31:40.712 --> 00:31:49.682]  So, you get the best supplements at the very, very best price, and you fund the InfoWar that's given the whole world incredible results against the Globalists, a 360 win.
[00:31:50.022 --> 00:31:52.065]  Again, Alpha Power sold out for months.
[00:31:52.445 --> 00:31:57.711]  The second shipment is now in at InfoWarsLive.com or InfoWarsStore.com by calling toll-free, 888-253-3139.
[00:31:57.731 --> 00:31:58.152]  A total 360 win.
[00:32:11.852 --> 00:32:18.116]  After the success of Alpha Power, we decided to make a new powerhouse vitality formula built with the female biochemistry in mind.
[00:32:18.856 --> 00:32:23.719]  After searching for the incredible ingredients to meet those needs, we're proud to bring you Ultimate Female Force.
[00:32:24.500 --> 00:32:27.922]  All Info Warriors know how important keeping up with their vitality truly is.
[00:32:28.482 --> 00:32:34.886]  With all the changes to diet, stress, and other outside forces, keeping your metabolism and well-being up is getting more difficult.
[00:32:35.426 --> 00:32:38.447]  That's why Ultimate Female Force is such a powerhouse formula.
[00:32:39.108 --> 00:32:47.271]  Together with super female vitality or by itself, Ultimate Female Force is just what you need to help boost your metabolism and support your physical and mental energy levels.
[00:32:48.171 --> 00:32:53.153]  With a powerful root-based formula, Ultimate Female Force can help you reach your true peak potential.
[00:32:53.773 --> 00:32:55.554]  Don't wait to see what you can really do.
[00:32:55.674 --> 00:33:00.936]  Show the world what true female power looks like with Ultimate Female Force at InfoWarsStore.com.
[00:33:06.087 --> 00:33:10.290]  You're listening to the Alex Jones Show.
[00:33:14.694 --> 00:33:15.995]  Waging war on corruption.
[00:33:16.816 --> 00:33:18.137]  It's Alex Jones.
[00:33:40.689 --> 00:33:46.191]  So Joe Biden came out and he went beyond saying that Trump supporters are deplorable.
[00:33:47.212 --> 00:33:54.054]  He went on to basically, well I mean here's the exact quote, the dregs of society which were already played.
[00:33:54.715 --> 00:34:04.939]  So getting back into his speech, he talks about the KKK riders and their hoods in the night and like they're galloping, they're galloping, they're galloping like you're
[00:34:07.600 --> 00:34:11.942]  In the woods, and here comes the evil rider to get you.
[00:34:12.962 --> 00:34:14.203]  Total fear-mongering.
[00:34:14.883 --> 00:34:18.245]  And is it lost on society that Democrats are the party of the KKK?
[00:34:19.726 --> 00:34:24.067]  Is it lost on everybody that they're the ones creating racial division in America at every level?
[00:34:24.348 --> 00:34:28.890]  And again, it's even in their own WikiLeaks that they want to create racial division to control people.
[00:34:29.190 --> 00:34:32.651]  Because they're not going to give you jobs, they're not going to give you a future like all the blue cities.
[00:34:32.671 --> 00:34:33.632]  They're going to give you
[00:34:34.963 --> 00:34:35.403]  Poverty.
[00:34:35.483 --> 00:34:36.784]  They're going to give you enslavement.
[00:34:36.804 --> 00:34:38.885]  They're going to give you being domesticated.
[00:34:43.148 --> 00:34:44.949]  The good news is, you look at the Democratic Party.
[00:34:45.189 --> 00:34:49.392]  They're led by Nancy Pelosi, who can hardly talk.
[00:34:50.152 --> 00:34:59.138]  They're led by Joe Biden, who looks like he was a dead body at the morgue that somebody hooked electricity up to that was reanimated for the speech.
[00:34:59.978 --> 00:35:02.820]  And he's spewing all the same old garbage.
[00:35:05.287 --> 00:35:11.610]  And so that's the good news is that people are sick of this and they're tired of it and they see through it.
[00:35:11.690 --> 00:35:21.895]  But Joe Biden is still a clear and present danger because he's not going to ever stop until he realizes that you're not buying into it.
[00:35:21.935 --> 00:35:34.021]  Because as I said earlier, when they overthrew Ukraine, the George Soros five years ago, his son took control of the $10 billion gas company that comes out of Russia.
[00:35:37.256 --> 00:35:40.079]  And he now makes hundreds of millions a year, his son.
[00:35:40.359 --> 00:35:43.042]  That's an example of the criminal looting.
[00:35:43.082 --> 00:35:47.808]  They're not going to stop until the last minute, because they're stealing the whole time.
[00:35:48.528 --> 00:35:50.651]  That's why they're never going to back down, they're never going to give up.
[00:35:51.091 --> 00:35:55.856]  And they're also like cornered rats, so there's no end to what they will do now.
[00:35:56.337 --> 00:35:58.299]  They are so dangerous, they are so evil.
[00:35:58.619 --> 00:35:59.200]  Let's continue.
[00:36:01.954 --> 00:36:07.358]  That's why I wrote an article in Atlantic Magazine entitled, The Battle for America's Soul.
[00:36:08.959 --> 00:36:09.779]  Don't clap.
[00:36:09.799 --> 00:36:11.521]  You can boo if you want, but don't clap.
[00:36:13.742 --> 00:36:14.563]  But I'm serious.
[00:36:15.583 --> 00:36:16.224]  I'm serious.
[00:36:17.605 --> 00:36:23.209]  This is about basic decency.
[00:36:23.649 --> 00:36:30.254]  The idea that goons could come out of fields at night with lighted torches
[00:36:31.545 --> 00:36:41.568]  Carrying Nazi flights chanting the same exact anti-semitic bile that was chanted in the streets of Nuremberg and Berlin.
[00:36:41.608 --> 00:36:42.569]  Let's hit pause again.
[00:36:42.669 --> 00:36:49.951]  Look at how he drools the same anti-semitic bile that was chanted in the streets of Germany.
[00:36:52.712 --> 00:36:53.332]  When it was
[00:36:56.158 --> 00:37:00.739]  George Soros, who was the Nazi collaborator, and is the main funder of the Democrats.
[00:37:01.079 --> 00:37:07.780]  When it's Juncker, whose family was the richest family in Germany, as Nazis, who run the EU today, that was a Hitler plan.
[00:37:08.340 --> 00:37:10.361]  When they're the ones using racial division.
[00:37:14.121 --> 00:37:23.503]  But they've got it set up in Hollywood like, if you're American, and you're pro-freedom, and you're pro-Second Amendment, and you're pro-free market, you are a Nazi!
[00:37:31.860 --> 00:37:47.928]  And now you saw where a guy at the Coast Guard headquarters, being pro-Trump, did this sign, and they removed him, fired him off the job, and the Coast Guard apologized for the Nazi sign.
[00:37:48.388 --> 00:37:54.071]  Well, I say that the Apple sign, which we're getting rid of in the company, because it's so fascist working with China now,
[00:37:54.981 --> 00:38:02.544]  I say it's a sign that supports China that kills more people than Hitler ever did, so I say I don't want to see the Apple sign, because to me it's offensive.
[00:38:02.744 --> 00:38:03.684]  But see, that's not going to happen.
[00:38:04.885 --> 00:38:05.905]  Plus, I don't want to get rid of symbols.
[00:38:06.805 --> 00:38:12.527]  They just want to be able to say whatever symbols they want are evil, and remove whatever they want, because they're at war with language.
[00:38:13.207 --> 00:38:18.569]  Because tyranny is something that isn't popular, and people don't want it, so they have to sabotage it.
[00:38:21.270 --> 00:38:23.011]  Let's go ahead and go back to Joe Biden.
[00:38:24.514 --> 00:38:30.191]  Carrying Nazi flags chanting the same exact anti-Semitic bio.
[00:38:32.768 --> 00:38:51.563]  And I forgot, all three of the leaders worked for Obama within one year, Hillary, and then they all suddenly went from being big university operators with parents of the Democratic Party, some of them intelligence groups, to going out marching around with torches dressed in 1930s outfits so that people think Nazis are invading.
[00:38:51.923 --> 00:38:54.865]  And how many times has the Southern Property Law Center and ADL
[00:38:55.746 --> 00:38:57.427]  And others have been caught posing as Nazis.
[00:38:57.907 --> 00:38:58.808]  How many times?
[00:38:59.008 --> 00:39:02.069]  I got a stack of news where Muslims have been caught in the U.S.
[00:39:02.109 --> 00:39:05.891]  and Canada this week staging attacks on themselves that they did!
[00:39:10.473 --> 00:39:11.413]  Let's go back to Joe Biden.
[00:39:12.534 --> 00:39:15.916]  ...in Berlin and every other German city in the 30s.
[00:39:18.697 --> 00:39:19.637]  It's serious, guys.
[00:39:20.118 --> 00:39:20.638]  So hush up.
[00:39:22.483 --> 00:39:23.724]  This is deadly earnest.
[00:39:23.844 --> 00:39:25.165]  Yes, the Nazis are here.
[00:39:25.185 --> 00:39:27.027]  We are in a fight for America's soul.
[00:39:28.508 --> 00:39:43.000]  And we have leaders, we have leaders who at the time when that occurred, when these guys were accompanied by white supremacists and Ku Klux Klan and those who objected, making a comparison saying they're good people in both groups.
[00:39:43.300 --> 00:39:44.521]  What has become of us?
[00:39:45.862 --> 00:39:50.967]  Our children are listening and our silence is complicity.
[00:39:53.371 --> 00:39:55.373]  Our silence is complicity.
[00:39:57.775 --> 00:40:10.105]  You know, Trump got a briefing two hours from Charlottesville from Homeland Security, who had agents there, and they said, sir, it was some reporters on both sides, some pro-peace people on one side, Antifa's bad, and then some Nazis on the other side that were bad.
[00:40:10.854 --> 00:40:16.580]  So Trump goes, well the Nazis were bad and so was the Antifa was bad, and there were good people on both sides as well.
[00:40:17.321 --> 00:40:19.403]  That was given to him in the briefing.
[00:40:19.883 --> 00:40:28.372]  You had a bunch of people out there to cover it, a bunch of peace people, a bunch of right-wing pro-free speech people, and then you had some Nazis and some Antifa.
[00:40:28.613 --> 00:40:30.735]  But yeah, I think we all agree are unsavory folks.
[00:40:32.827 --> 00:40:34.249]  That's how this works.
[00:40:34.629 --> 00:40:35.430]  Well, good job of the crew.
[00:40:35.470 --> 00:40:38.735]  They actually found the photo, remember that, of Trump being briefed on Charlottesville.
[00:40:39.055 --> 00:40:39.856]  He didn't know what it was.
[00:40:39.876 --> 00:40:41.458]  He went and said, what is this?
[00:40:42.239 --> 00:40:43.120]  They said, here it is, sir.
[00:40:44.602 --> 00:40:51.231]  So he went out there, but imagine in America, the Communist Chinese have killed a hundred plus million people.
[00:40:54.571 --> 00:40:56.232]  They've done that for their own people.
[00:40:56.392 --> 00:40:57.412]  Never a word about them.
[00:40:57.712 --> 00:41:01.234]  Never about Apple and slave factories and suicide nets.
[00:41:01.634 --> 00:41:03.555]  Never about Google helping round up political dissidents.
[00:41:03.595 --> 00:41:10.898]  It's all about America and Nazis and Charlottesville and the people with torches.
[00:41:10.998 --> 00:41:18.321]  All 20 of them are coming to get you and you better do what Joe Biden says or the Nazis will get you.
[00:41:18.701 --> 00:41:23.063]  This is how stupid they think you are.
[00:41:25.422 --> 00:41:34.126]  And really, what it was, was the art club from a couple local universities with guys that get Southern Poverty Law Center money.
[00:41:34.146 --> 00:41:35.367]  It's just coming out in court.
[00:41:36.260 --> 00:41:40.122]  Who just all dress up like Nazis to go scare the hell out of everybody and go after Trump.
[00:41:40.362 --> 00:41:41.103]  That's what the left is.
[00:41:41.123 --> 00:41:42.144]  They're a drama club.
[00:41:42.804 --> 00:41:43.785]  They are thespians.
[00:41:44.225 --> 00:41:44.985]  They are actors.
[00:41:45.065 --> 00:41:46.286]  It's what they do.
[00:41:46.346 --> 00:41:49.928]  It's what they constantly get caught doing and they don't want us to know that.
[00:41:50.328 --> 00:41:56.132]  Anderson Cooper stood in water up to his chest in a ditch to say the houses were flooded when they weren't.
[00:42:00.254 --> 00:42:02.036]  The Weather Channel was being blown all over the place.
[00:42:02.316 --> 00:42:03.456]  People walked calmly behind him.
[00:42:03.496 --> 00:42:04.037]  It was fake.
[00:42:05.003 --> 00:42:06.584]  It's what they do.
[00:42:06.924 --> 00:42:08.044]  They are the fraud.
[00:42:09.625 --> 00:42:12.826]  And they don't want you asking questions.
[00:42:12.866 --> 00:42:14.087]  They don't want you talking about it.
[00:42:14.107 --> 00:42:23.490]  They want to put out their fake info and have you go into suspended disbelief and have you believe that it's all real.
[00:42:24.131 --> 00:42:26.952]  But once somebody's awake to a scam, they never go back.
[00:42:27.232 --> 00:42:28.132]  And that's what they don't get.
[00:42:28.152 --> 00:42:30.313]  There is going to be a big giant red wave.
[00:42:30.953 --> 00:42:34.575]  The question is, will the seawall of the Democratic Party
[00:42:38.672 --> 00:42:53.126]  Will the Democratic Party be able to build a big enough wall to block that seawall with election fraud and the rest of it?
[00:42:54.328 --> 00:42:55.969]  I'm gonna keep fighting to the end regardless.
[00:42:56.029 --> 00:42:57.751]  I don't know if you are, but I sure as hell am.
[00:42:58.091 --> 00:42:58.632]  I'm conscious.
[00:42:58.692 --> 00:42:59.353]  I'm not dead yet.
[00:43:02.634 --> 00:43:06.996]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:43:07.476 --> 00:43:16.401]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:43:16.941 --> 00:43:21.503]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:43:21.743 --> 00:43:31.988]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects and give your body the tools it needs to support
[00:43:32.048 --> 00:43:32.548]  We're good to go!
[00:44:06.912 --> 00:44:10.014]  Let's go ahead and go to Lloyd in Washington.
[00:44:10.034 --> 00:44:10.554]  You're on the air.
[00:44:10.594 --> 00:44:11.735]  Thanks for holding.
[00:44:11.755 --> 00:44:12.615]  Mr. Alex Jones.
[00:44:12.815 --> 00:44:13.416]  Hey, brother.
[00:44:13.736 --> 00:44:14.076]  Good, man.
[00:44:14.116 --> 00:44:14.916]  Thank you for calling.
[00:44:14.976 --> 00:44:15.557]  Hey, hey.
[00:44:15.637 --> 00:44:20.059]  I just want to say thanks for your products and everything that you're doing to try to save the country.
[00:44:20.279 --> 00:44:26.643]  I mean, I've tried your Secret 12, Super Male, Anthroplex, the Silver Bullet, Biome Defense, Micro ZX.
[00:44:26.783 --> 00:44:28.704]  I mean, that's all good stuff.
[00:44:28.724 --> 00:44:35.388]  Secret 12, if everybody would just drop their energy drinks and get some Secret 12, take a shot of that.
[00:44:35.868 --> 00:44:36.989]  That's the thing about Secret 12.
[00:44:37.049 --> 00:44:41.051]  Just a half a dropper has way more energy and it's totally... People ask, why is it sweet?
[00:44:41.452 --> 00:44:43.133]  Real organic B12 is sweet.
[00:44:43.513 --> 00:44:44.253]  And exactly.
[00:44:44.273 --> 00:44:48.516]  When I'm super tired, I go, hey, why am I drinking coffee at 10 at night if I'm going on some show like Coast to Coast?
[00:44:48.856 --> 00:44:49.137]  Boom!
[00:44:49.277 --> 00:44:52.098]  Secret 12, 30 minutes later, massive energy.
[00:44:52.158 --> 00:44:52.699]  It's amazing.
[00:44:52.759 --> 00:44:56.982]  Yeah, that stuff will wake you up and the clarity of mind that comes along with that is just amazing.
[00:45:02.586 --> 00:45:06.267]  Super Silver Wound Gel uses SilverSol technology.
[00:45:06.547 --> 00:45:09.988]  There's been extensive research on SilverSol technology.
[00:45:10.328 --> 00:45:19.871]  This research includes 20 plus safety reports and test series as well as the first ever double blind FDA cleared human ingestion toxicity test.
[00:45:20.371 --> 00:45:23.813]  Study, this formula is 24 ppm.
[00:45:24.153 --> 00:45:29.116]  That's 32 ppm version is FDA cleared as a prescription medical device.
[00:45:29.176 --> 00:45:31.538]  Similar products sell for $40 or more.
[00:45:31.818 --> 00:45:36.360]  It's one of the only OTC products that direct claims against MRSA.
[00:45:36.441 --> 00:45:37.081]  Ah, you don't want that.
[00:45:37.481 --> 00:45:41.262]  And VRE, two of the most deadly forms of bacteria that can cause infection.
[00:45:41.502 --> 00:45:44.163]  Great for first and second degree burns, including sunburn.
[00:45:44.423 --> 00:45:47.724]  The Super Silver Wound Gel is essential armor for your wounds.
[00:45:48.104 --> 00:45:53.405]  The barrier protection can last up to three days on the skin, helping to eliminate the chance of infection.
[00:45:53.485 --> 00:45:57.626]  It's perfect for athletes of all ages in all areas of sports.
[00:45:58.486 --> 00:46:01.167]  Super Silver Wound Gel.
[00:46:02.625 --> 00:46:04.387]  Fueling your body is hard work.
[00:46:04.947 --> 00:46:10.132]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:46:10.733 --> 00:46:18.780]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:46:19.161 --> 00:46:21.383]  There's no better way to power your body.
[00:46:21.903 --> 00:46:28.448]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:46:28.808 --> 00:46:39.355]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:46:39.956 --> 00:46:46.881]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:46:47.401 --> 00:46:53.025]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:46:53.545 --> 00:46:57.147]  Don't miss out on the chance to fuel your body and support recovery.
[00:46:57.388 --> 00:47:00.610]  Try the InfoWars Life Daily Digestive Pack today!
[00:47:05.653 --> 00:47:08.275]  You're listening to the Alex Jones Show.
[00:47:25.871 --> 00:47:31.112]  Alex Jones back live broadcasting worldwide.
[00:47:31.132 --> 00:47:38.294]  I want to get into what's happening right now with the attempt to confer Brett Kavanaugh to the Supreme Court.
[00:47:54.141 --> 00:47:59.986]  And how they float this whole thing about 35 years ago in high school, he might have jumped on top of a girl at a drunk party.
[00:48:02.108 --> 00:48:04.250]  And now they've got the person going public.
[00:48:08.154 --> 00:48:14.780]  I have personally experienced mainstream media go out and offer people money to lie about me.
[00:48:18.983 --> 00:48:22.125]  And when you see it in print, you know how criminal these gribs are.
[00:48:22.505 --> 00:48:29.968]  And the fact that Democrats believe it's their duty to go out and make things up.
[00:48:30.968 --> 00:48:33.390]  When you see something like this, it doesn't hold any water.
[00:48:36.591 --> 00:48:43.574]  In fact, we're going to get to it here in just a moment, but it's amazing the lengths to which this stuff will happen.
[00:48:43.994 --> 00:48:45.335]  And maybe this woman even believes it.
[00:48:46.527 --> 00:48:48.809]  We're gonna get to that here in just a moment.
[00:48:48.829 --> 00:48:57.396]  But first, it's important to understand that I'm not really worried about me being deplatformed off of 90 plus platforms now.
[00:49:01.300 --> 00:49:09.307]  I'm concerned because it's concerted and it's corporate, and it's being done to many, many other people in unison.
[00:49:12.129 --> 00:49:14.171]  And by them picking InfoWars out to do it,
[00:49:15.580 --> 00:49:39.996]  And building a straw man, it distracts from the fact that it is monopolistic, it is racketeering, it is very, very dangerous what's going on by any yardstick, and the addled, tepid, sluggish, sloth-like response by the Republicans is horrifying.
[00:49:42.597 --> 00:49:43.738]  I haven't even gotten to this yet.
[00:49:43.778 --> 00:49:44.779]  We've got screenshots.
[00:49:46.055 --> 00:49:50.077]  And we've got IT people that gave us a report and I'll put it out tomorrow and it's an exclusive.
[00:49:51.277 --> 00:49:57.120]  But we actually had software that we used banned over the weekend.
[00:49:59.681 --> 00:50:01.082]  And I've talked to lawyers about this.
[00:50:01.122 --> 00:50:02.963]  This is definitely illegal.
[00:50:03.603 --> 00:50:05.144]  Definitely racketeering.
[00:50:05.284 --> 00:50:07.565]  I mean, it's it's unbelievable.
[00:50:10.342 --> 00:50:22.990]  And it deals with Apple and, you know, I'll try my best because there's a target fixation that goes on in warfare where you'll get fixated on your target and then not even pay attention to what's happening to you.
[00:50:23.691 --> 00:50:29.514]  The famous case is people flying aircraft, strafing, say a train or a truck, and they'll fly into the vehicle.
[00:50:29.935 --> 00:50:31.996]  They'll just keep and fly into it.
[00:50:33.459 --> 00:51:02.509]  And there's, we've got a great crew here, they're great people, but it's kind of like, I learned about this on Friday, confirmed it with IT, it's the biggest story yet in our censorship, but see, just like the public's supposed to get conditioned to being censored and blacklisted and banned, by InfoWars being in tens of thousands of articles, they're supposed to wear us out psychologically, finally when they start doing stuff like killing the software we use,
[00:51:03.482 --> 00:51:04.563]  It's like, so what?
[00:51:05.183 --> 00:51:06.744]  Everybody knows we're getting banned.
[00:51:07.404 --> 00:51:07.824]  So what?
[00:51:07.844 --> 00:51:09.725]  They took Alex away and killed him too.
[00:51:10.045 --> 00:51:11.206]  You know, we knew it was coming.
[00:51:13.307 --> 00:51:15.568]  And it's just like that globalist told me that time off record.
[00:51:16.269 --> 00:51:19.651]  He's one of the heads of one of the big banks, one of the fourth largest bank at that time.
[00:51:21.772 --> 00:51:25.494]  He said, Alex, you're going to adapt to being a slave.
[00:51:26.094 --> 00:51:27.495]  People don't adapt to fighting it.
[00:51:30.796 --> 00:51:31.697]  He said, you will lose.
[00:51:37.833 --> 00:51:38.373]  And you know what?
[00:51:38.413 --> 00:51:39.154]  Maybe he's right.
[00:51:42.916 --> 00:51:45.477]  And then those of us that don't prey on you, we're the mentally ill ones.
[00:51:49.279 --> 00:51:54.861]  Because what the predators will tell you is, the general public are just failed predators.
[00:51:56.642 --> 00:51:58.703]  And if you help them, they'll just tear you apart.
[00:51:58.743 --> 00:51:59.264]  But you know what?
[00:51:59.664 --> 00:52:01.865]  My soul tells me that's wrong and I'm not going to act like that.
[00:52:06.118 --> 00:52:08.142]  It was very, very frustrating, to say the least.
[00:52:10.245 --> 00:52:16.316]  And... What they're doing to us is so sick.
[00:52:17.438 --> 00:52:18.821]  All of it scientifically directed.
[00:52:25.097 --> 00:52:25.677]  So who knows?
[00:52:26.458 --> 00:52:27.938]  We may never even tell you.
[00:52:28.819 --> 00:52:30.980]  Hell, they might just shut us down and won't even do an article.
[00:52:31.380 --> 00:52:32.100]  Hell, no one will.
