[00:00:27.375 --> 00:00:28.155]  Blast off!
[00:39:30.863 --> 00:39:31.784]  And then no link to a bill.
[00:39:32.574 --> 00:39:34.994]  No quote from the bill, no text from the bill, they just say bill.
[00:39:35.935 --> 00:39:36.355]  What bill?
[00:39:37.255 --> 00:39:38.735]  Anti-immigration bill?
[00:39:39.655 --> 00:39:47.737]  The ACLU, anyone involved in it needs to be disbarred and the ACLU needs to be investigated into immediately.
[00:39:49.057 --> 00:39:58.279]  To tweet this out and say, immigrants and people of color need extreme caution when traveling in Florida, what are you insinuating?
[00:40:01.852 --> 00:40:03.593]  They're gonna pass an anti-immigrant bill?
[00:40:03.633 --> 00:40:04.114]  No they're not!
[00:40:05.415 --> 00:40:08.237]  I'm sick of the left lying about immigration!
[00:40:10.839 --> 00:40:13.801]  Illegal immigration is a thing.
[00:40:17.204 --> 00:40:21.107]  Do you realize the level of IQ that we have to go to now to debate these people?
[00:40:22.668 --> 00:40:26.611]  I literally have to use this as an argument.
[00:40:27.172 --> 00:40:28.452]  Illegal immigration is a thing.
[00:40:31.375 --> 00:40:31.595]  Yeah!
[00:40:33.322 --> 00:40:36.265]  Yeah, these people are breaking the law.
[00:40:37.926 --> 00:40:41.049]  But they don't, they never say illegal immigrant, they say immigration.
[00:40:41.329 --> 00:40:42.970]  And so then they conflate the two.
[00:40:43.731 --> 00:40:46.994]  And then they point the finger and they say, see you're anti-immigrant.
[00:40:47.174 --> 00:40:51.537]  Well no, you're the one that conflated illegal immigration with immigration.
[00:40:52.138 --> 00:40:53.079]  I'm pro-immigration.
[00:40:54.383 --> 00:40:56.163]  Conservatives are pro-immigration.
[00:40:56.363 --> 00:40:58.064]  Republicans are pro-immigration.
[00:40:58.484 --> 00:41:00.184]  Democrats are anti-immigration.
[00:41:00.504 --> 00:41:01.564]  They're anti-immigrant.
[00:41:01.844 --> 00:41:07.185]  They're the ones that want non-citizens to skip the line and cheat the system.
[00:41:08.125 --> 00:41:09.406]  Even Bernie Sanders gets it!
[00:41:11.526 --> 00:41:16.647]  Even Bernie Sanders says, we can't have an open border and a welfare state.
[00:41:16.787 --> 00:41:17.467]  Oh my gosh!
[00:41:17.707 --> 00:41:18.947]  Bernie Sanders was right!
[00:41:21.808 --> 00:41:22.048]  Yeah!
[00:41:22.248 --> 00:41:22.888]  Bernie was right!
[00:41:24.468 --> 00:41:27.111]  You gotta close the border if you're gonna have a welfare state!
[00:41:30.134 --> 00:41:37.983]  And so I went out, we'll air this later, but I went to the Democrat headquarters for the second straight day in a row, a different one here, there's two in Austin.
[00:41:38.243 --> 00:41:40.926]  I could've sworn there were three, I'm having like a Mandela effect here.
[00:41:42.509 --> 00:41:45.332]  I went wearing a Bernie hat because Bernie just said it the other day.
[00:41:45.592 --> 00:41:48.795]  We can't have wide open borders in a welfare state.
[00:41:48.815 --> 00:41:53.158]  If we have open borders, the welfare state will collapse, so we have to close the borders if we're going to have this welfare state.
[00:41:53.178 --> 00:41:53.539]  He's right.
[00:41:53.759 --> 00:42:02.226]  So I put on my Bernie Sanders hat, I went to the Democrat headquarters as a Bernie supporter, brought them some avocados as a gift, and I said, can we end human trafficking at the border?
[00:42:02.266 --> 00:42:03.688]  Can we shut down the border?
[00:42:04.088 --> 00:42:05.109]  I was kicked out.
[00:42:06.470 --> 00:42:09.173]  So maybe we'll just air that on the other side since I'm teasing it now.
[00:42:10.876 --> 00:42:11.416]  But look at this!
[00:42:11.816 --> 00:42:13.237]  Morgan Freeman tweets this out.
[00:42:13.277 --> 00:42:14.517]  He just compared a Jew to Hitler.
[00:42:31.565 --> 00:42:34.187]  Morgan, dude, like, you're a great actor.
[00:42:35.588 --> 00:42:37.049]  Has Morgan Freeman lost his mind?
[00:42:37.089 --> 00:42:37.990]  I feel bad for the guy.
[00:42:38.010 --> 00:42:40.151]  I think maybe he's lost his mind in old age, folks.
[00:42:40.631 --> 00:42:44.314]  He's now comparing Stephen Miller, a Jew, to Adolf Hitler.
[00:42:47.216 --> 00:42:56.182]  You know, it's almost impossible to find sanity in this world anymore because the left is just injecting so much insanity.
[00:42:56.583 --> 00:43:00.846]  You have to try to clear the dust before you can even say something that makes sense.
[00:43:03.227 --> 00:43:05.768]  Democrats are pushing for full-term abortions.
[00:43:06.489 --> 00:43:08.410]  The infant would be delivered.
[00:43:08.490 --> 00:43:10.472]  The infant would be kept comfortable.
[00:43:10.852 --> 00:43:15.495]  The infant would be resuscitated if that's what the mother and the family desired.
[00:43:15.815 --> 00:43:19.638]  And then a discussion would ensue between the physicians and the mothers.
[00:43:19.978 --> 00:43:23.801]  And telling us that the future is too grim for us to think about raising a family.
[00:43:23.821 --> 00:43:28.904]  There's scientific consensus that the lives of children are going to be very difficult.
[00:43:28.924 --> 00:43:31.426]  Is it okay to still have children?
[00:43:32.222 --> 00:43:37.963]  I told you 24 years ago that the globalists have an anti-human, anti-child agenda.
[00:43:38.883 --> 00:43:41.304]  And back then, it was more secretive, only in their white papers.
[00:43:41.364 --> 00:43:42.484]  Now, it's all over the news.
[00:43:43.304 --> 00:43:53.066]  In fact, Alexandria Cortez, or AOC, doesn't just say you shouldn't have children, but that the world's going to end in 12 years.
[00:43:53.146 --> 00:43:59.767]  And, of course, the governor of Virginia, when he's not running around in blackface, well, he's saying they're going to kill babies after they're born.
[00:44:01.124 --> 00:44:06.365]  And Trump tried to get a bill passed to not kill babies after they're born, which is already the law.
[00:44:07.005 --> 00:44:10.366]  And the Democrats in the Senate shot it down.
[00:44:10.726 --> 00:44:15.047]  Senate Democrats just voted against legislation to prevent the killing of newborn infant children.
[00:44:15.507 --> 00:44:22.849]  The Democrat position on abortion is now so extreme that they don't mind executing babies after birth.
[00:44:23.269 --> 00:44:24.510]  This is America.
[00:44:24.550 --> 00:44:25.230]  This is the world.
[00:44:26.731 --> 00:44:31.096]  2019 brought to you by the technocrats, the eugenicists, the globalists.
[00:44:31.356 --> 00:44:34.340]  They call themselves fascists, liberals, communists, socialists.
[00:44:34.420 --> 00:44:34.920]  It's all the same.
[00:44:35.956 --> 00:44:36.897]  Watch my film in-game.
[00:44:37.017 --> 00:44:38.799]  It's free online until they delete it.
[00:44:38.819 --> 00:44:40.360]  I made it 11 years ago.
[00:44:40.781 --> 00:44:42.302]  In-game blueprint for global enslavement.
[00:44:42.903 --> 00:44:59.479]  Now that said, if they can't abort a baby before it's born, or now kill it after it's born, and not fill them full of all these toxic vaccines tainted by design to brain damage them, if they can't fry us with electromagnetic cell phone radiation or GMO, or brainwash us with this toxic culture,
[00:45:00.404 --> 00:45:06.008]  They're going to hit us with people having major mineral and vitamin deficiencies.
[00:45:06.829 --> 00:45:13.714]  And the biggest deficiency in the mainline studies in America and around the world is pure iodine.
[00:45:14.535 --> 00:45:15.315]  In fact, going back in the 20s,
[00:45:16.616 --> 00:45:21.240]  The IQs were 15, 20, 25, 30 points lower.
[00:45:21.300 --> 00:45:25.224]  There was major deformity, major gout, major problems with the thyroid.
[00:45:25.564 --> 00:45:32.390]  And the federal government put a cruddy form of iodine in the salt and IQs went up on average 15 points.
[00:45:32.790 --> 00:45:34.171]  The deformities went way down.
[00:45:35.192 --> 00:45:38.015]  Our environment is lacking iodine.
[00:45:38.956 --> 00:45:45.819]  That's why coastal populations live longer on average, because they do get some seafood that has some iodine, but a lot of that seafood is contaminated.
[00:45:46.459 --> 00:45:52.221]  And of course, in the olden days, until just like a hundred years ago, people ground up bones and put it in their bread.
[00:45:52.421 --> 00:45:58.464]  Fee-fi-fo-fum, I smell the blood of an Englishman, be they alive or be they dead, I'll grind their bones to make my bread.
[00:45:59.824 --> 00:46:03.706]  But the good news is, for your children, for adults, for everybody,
[00:46:04.594 --> 00:46:12.858]  We have the pure deep earth crystal iodine in original X2 that nobody else has and nobody else has brought to market.
[00:46:12.978 --> 00:46:18.361]  Now I brought out X3 because some scientists said you need all three types of iodine and some folks like it better.
[00:46:19.181 --> 00:46:22.503]  But I was able to secure with the original manufacturer
[00:46:23.223 --> 00:46:48.005]  A better deal by breaking my deal with them and playing guts ball where it's only been sold out for a couple months and we got the new deal done just about a month ago and they are manufacturing it now so people get on the waiting list in about two weeks we'll be shipping x2 original all deep earth crystal pure atomic iodine directly to your door
[00:46:48.906 --> 00:46:49.707]  Across the world.
[00:46:50.148 --> 00:46:50.968]  X2 is back.
[00:46:51.309 --> 00:46:52.310]  It'll be here in two weeks.
[00:46:53.211 --> 00:46:56.415]  This is a blessing, so get yours at InfoWarsTore.com today.
[00:46:56.475 --> 00:46:57.976]  Again, thank you for your support.
[00:46:57.996 --> 00:47:00.619]  Support your own body with the purest, best iodine out there.
[00:47:01.000 --> 00:47:02.401]  X2 at InfoWarsTore.com.
[00:47:06.466 --> 00:47:09.269]  You're listening to the Alex Jones Show.
[00:47:15.285 --> 00:47:18.766]  We're all living in America!
[00:47:19.006 --> 00:47:20.566]  America!
[00:47:20.666 --> 00:47:22.387]  It's wunderbar!
[00:47:22.427 --> 00:47:24.927]  We're all living in America!
[00:47:25.107 --> 00:47:25.307]  America!
[00:47:25.327 --> 00:47:25.567]  America!
[00:47:25.587 --> 00:47:28.708]  We're all living in America!
[00:47:28.768 --> 00:47:30.048]  America!
[00:47:30.648 --> 00:47:34.449]  It's wunderbar!
[00:47:34.469 --> 00:47:41.151]  We're all living in America!
[00:47:41.351 --> 00:47:42.571]  America!
[00:47:42.611 --> 00:47:42.951]  Well...
[00:47:45.780 --> 00:47:46.881]  Busy day today.
[00:47:47.081 --> 00:47:47.841]  Big news day.
[00:47:47.921 --> 00:47:48.902]  Big day on the Hill.
[00:47:49.882 --> 00:47:52.043]  You've got William Barr testifying.
[00:47:52.703 --> 00:47:55.265]  Democrats grilling him, bringing up fake news.
[00:47:55.325 --> 00:47:57.586]  He's literally rolling his eyes, laughing at them.
[00:47:57.626 --> 00:47:59.947]  I mean, it's a pathetic joke, these Democrats.
[00:48:00.607 --> 00:48:01.268]  And oh, oh!
[00:48:01.848 --> 00:48:03.809]  Eric Swalwell's running for president, did you hear?
[00:48:06.210 --> 00:48:07.050]  He's gonna nuke us.
[00:48:07.851 --> 00:48:08.771]  That's his campaign.
[00:48:09.172 --> 00:48:09.832]  Swalwell!
[00:48:10.232 --> 00:48:10.872]  Nuke him good.
[00:48:11.493 --> 00:48:11.993]  For president.
[00:48:13.080 --> 00:48:16.681]  But no, so Candace Owens is on the Hill testifying.
[00:48:16.782 --> 00:48:18.162]  William Barr is on the Hill testifying.
[00:48:18.182 --> 00:48:23.064]  But you know, it's funny, and Candace is doing a great job today.
[00:48:23.124 --> 00:48:24.104]  She's trending on Twitter.
[00:48:24.124 --> 00:48:31.407]  It's funny, Candace Owens gets invited to testify on the Hill, but they won't invite Alex Jones.
[00:48:32.248 --> 00:48:33.248]  Isn't that odd?
[00:48:33.708 --> 00:48:36.510]  Candace Owens isn't the one that's being censored across every platform.
[00:48:36.950 --> 00:48:39.411]  Candace Owens isn't the one that they have hearings on.
[00:48:40.675 --> 00:48:42.056]  Asking if they have the right to free speech?
[00:48:42.116 --> 00:48:43.137]  No, that's Alex Jones.
[00:48:43.517 --> 00:48:45.438]  Why isn't Alex invited to Congress?
[00:48:45.699 --> 00:48:47.260]  Why doesn't Alex get to testify?
[00:48:50.922 --> 00:48:52.043]  Well, good for Candace Owens.
[00:48:52.183 --> 00:48:54.605]  I'm glad that she's able to get through the system.
[00:48:56.306 --> 00:48:58.187]  And so she's on the Hill testifying today.
[00:48:59.468 --> 00:49:04.332]  But that's good for the left to put her on trial like that.
[00:49:05.112 --> 00:49:05.713]  A black woman.
[00:49:06.153 --> 00:49:06.954]  The ones that they
[00:49:08.146 --> 00:49:08.987]  Claim to stand for.
[00:49:09.027 --> 00:49:10.068]  They claim to be for women.
[00:49:10.088 --> 00:49:13.891]  They claim to be for black people, but... Oh, Candace Owens likes Trump?
[00:49:14.391 --> 00:49:15.272]  We'll destroy her!
[00:49:17.554 --> 00:49:18.174]  We'll get her.
[00:49:18.294 --> 00:49:19.215]  Bring her on the Hill.
[00:49:19.295 --> 00:49:19.695]  She can't.
[00:49:19.895 --> 00:49:22.137]  She's a young 29-year-old.
[00:49:22.177 --> 00:49:24.739]  She doesn't have a chance against us Democrat congressmen.
[00:49:27.461 --> 00:49:27.742]  Oh no.
[00:49:27.962 --> 00:49:29.003]  She's smarter than we thought.
[00:49:29.563 --> 00:49:30.944]  I immediately regret this decision.
[00:49:33.446 --> 00:49:35.428]  See, but that's why they don't invite Alex Jones.
[00:49:37.358 --> 00:49:40.921]  See, they probably assumed that they could walk all over Candace Owens and outsmart her.
[00:49:41.701 --> 00:49:45.244]  Maybe they assumed she had, like, a occasional cortex-level IQ.
[00:49:45.904 --> 00:49:46.405]  Uh, no.
[00:49:47.185 --> 00:49:48.206]  But here's the thing, though.
[00:49:49.467 --> 00:49:50.708]  It's not even about IQ.
[00:49:50.748 --> 00:49:55.431]  Candace Owens, I mean, she's smart, but she's just real.
[00:49:55.511 --> 00:49:56.812]  She just has real ideas.
[00:49:56.852 --> 00:49:58.153]  She has real things.
[00:49:58.893 --> 00:50:00.555]  And so it doesn't even matter how smart she is.
[00:50:00.595 --> 00:50:01.575]  She's just not a fraud.
[00:50:02.156 --> 00:50:03.577]  So of course she's gonna have victory.
[00:50:06.693 --> 00:50:08.594]  Oh, oh, I need to correct myself, by the way.
[00:50:08.694 --> 00:50:10.394]  I fake-newsed myself last segment.
[00:50:11.115 --> 00:50:19.638]  I apologize to Morgan Freeman, the actor, even though I don't agree with his politics, but the tweet was not Morgan Freeman, the actor.
[00:50:20.258 --> 00:50:22.799]  It was Morgan Freeman, the leftist activist.
[00:50:22.939 --> 00:50:28.321]  So I do apologize to the actor for falsely labeling this tweet as his.
[00:50:28.361 --> 00:50:29.822]  It was actually Morgan J. Freeman.
[00:50:30.722 --> 00:50:32.163]  Pull this guy's Twitter account.
[00:50:32.183 --> 00:50:32.923]  Who is this guy?
[00:50:35.123 --> 00:50:36.824]  Who is this douchebag?
[00:50:38.165 --> 00:50:39.126]  Morgan J. Freeman.
[00:50:39.446 --> 00:50:40.066]  Filmmaker.
[00:50:40.347 --> 00:50:41.307]  TV producer.
[00:50:42.848 --> 00:50:43.329]  Husband.
[00:50:43.669 --> 00:50:44.129]  Activist.
[00:50:44.369 --> 00:50:44.750]  Father.
[00:50:45.030 --> 00:50:46.511]  Fierce opposer of Trump.
[00:50:48.152 --> 00:50:49.273]  11th Street Productions.
[00:50:50.093 --> 00:50:51.174]  Fierce opposer of Trump.
[00:50:51.474 --> 00:50:55.817]  This guy just... This guy just compared a Jew to Hitler.
[00:50:58.239 --> 00:50:58.599]  Wow.
[00:50:58.759 --> 00:51:00.341]  Morgan J. Freeman.
[00:51:00.501 --> 00:51:00.781]  In fact...
[00:51:01.937 --> 00:51:03.677]  I'd like to invite Morgan on the show right now.
[00:51:04.398 --> 00:51:05.418]  Morgan J. Freeman.
[00:51:06.758 --> 00:51:11.359]  I would love to have you on the Alex Jones Show to explain to me how Stephen Miller is like Adolf Hitler.
[00:51:11.919 --> 00:51:19.201]  I would love to hear you... I would love to hear you try to explain that in so many words.
[00:51:19.781 --> 00:51:21.441]  You douchebag.
[00:51:24.562 --> 00:51:26.363]  You'll never come on, you coward.
[00:51:27.163 --> 00:51:27.923]  You fraud.
[00:51:30.137 --> 00:51:35.919]  We are witnessing the deliberate reincarnation of Adolf Hitler right before our eyes in Stephen Miller.
[00:51:37.320 --> 00:51:40.321]  Who will stop at nothing to preserve some BS pure white bloodline?
[00:51:40.481 --> 00:51:41.641]  Since when are Jews white people?
[00:51:41.801 --> 00:51:42.942]  Like, when did that even happen?
[00:51:45.023 --> 00:51:46.563]  I mean, fine, whatever, I don't care.
[00:51:47.584 --> 00:51:50.845]  But it's just like Jews used to not be considered white people, now they're considered white people.
[00:51:50.905 --> 00:51:53.226]  So Stephen Miller's now a white nationalist.
[00:51:54.611 --> 00:51:58.015]  A white supremacist trying to preserve the white bloodline?
[00:51:58.395 --> 00:52:00.217]  No, you jackleg.
[00:52:00.297 --> 00:52:01.739]  He's trying to preserve the border.
[00:52:06.264 --> 00:52:06.504]  Wow.
[00:52:08.006 --> 00:52:08.266]  Wow.
[00:52:08.847 --> 00:52:13.953]  The left knows no bounds to their hatred and bigotry.
[00:52:14.453 --> 00:52:14.794]  PETA!
[00:52:17.601 --> 00:52:19.683]  All right, a little humorous antidote for you.
[00:52:19.823 --> 00:52:20.684]  PETA tweets this out.
[00:52:21.365 --> 00:52:22.766]  Have you ever really thought about it?
[00:52:22.966 --> 00:52:26.570]  And of course, the answer would be no, but PETA apparently did.
[00:52:27.110 --> 00:52:31.755]  Touch tanks encourage children to touch other people's bodies without their consent.
[00:52:32.856 --> 00:52:34.237]  The story is at PETAKids.com.
[00:52:34.517 --> 00:52:36.359]  Oh, thank God, PETA!
[00:52:36.639 --> 00:52:36.779]  Oh!
[00:52:38.021 --> 00:52:39.402]  Have you ever really thought about it?
[00:52:39.422 --> 00:52:39.722]  No!
[00:52:39.742 --> 00:52:40.203]  No, PETA!
[00:52:43.700 --> 00:52:45.121]  We haven't really thought about it.
[00:52:45.321 --> 00:52:47.682]  We're not delusional like you!
[00:52:49.742 --> 00:52:51.763]  PETA, have you ever really thought about it?
[00:52:51.883 --> 00:52:55.265]  Touch tanks encourage children to touch other people's bodies without their consent.
[00:52:55.645 --> 00:52:56.385]  No, PETA!
[00:52:56.665 --> 00:52:58.386]  You're the sick freaks that thought about it!
[00:52:58.446 --> 00:52:59.426]  You know what we think about?
[00:52:59.906 --> 00:53:03.828]  Wow, this is a cool mind-expanding experience for a kid to touch a manta ray.
[00:53:04.228 --> 00:53:08.770]  Wow, this is a cool mind experience for a kid to pet
[00:53:10.560 --> 00:53:12.121]  A living creature, a sea creature.
[00:53:12.141 --> 00:53:13.382]  Wow, this is so cool!
[00:53:13.562 --> 00:53:18.824]  Look at how much fun the kids are having at the petting zoo, feeding the goats and petting the donkeys and the llamas.
[00:53:19.205 --> 00:53:20.225]  Wow, it's so fun!
[00:53:20.505 --> 00:53:22.906]  Look at my kids holding that rabbit, petting it.
[00:53:23.047 --> 00:53:23.707]  Oh my gosh!
[00:53:24.407 --> 00:53:25.308]  What a great time!
[00:53:25.408 --> 00:53:27.129]  I'll remember this for the rest of my life.
[00:53:27.689 --> 00:53:30.150]  What a great experience it was taking my kids to the petting zoo.
[00:53:30.430 --> 00:53:32.791]  That's how the average person thinks, but you know how PETA thinks?
[00:53:33.732 --> 00:53:34.913]  Do you have that animal's consent?
[00:53:37.014 --> 00:53:39.615]  Did you get that manta ray's consent before you touched it?
[00:53:42.186 --> 00:53:43.928]  I just saw your kid petting a goat.
[00:53:45.369 --> 00:53:46.750]  Was that sexual in nature?
[00:53:47.430 --> 00:53:48.431]  Have you ever thought about that?
[00:53:48.551 --> 00:53:49.432]  I was just thinking about it.
[00:53:50.613 --> 00:53:58.039]  See, I'm PETA, and what I think about is sex when your kid is touching an animal, because I'm PETA, see?
[00:53:58.859 --> 00:54:00.201]  Now, have you ever really thought about it?
[00:54:01.502 --> 00:54:02.022]  That's rape.
[00:54:03.243 --> 00:54:04.564]  Your kid just raped that manta ray.
[00:54:05.865 --> 00:54:08.227]  You see, I'm PETA, and this is the kind of stuff I think about.
[00:54:10.342 --> 00:54:12.063]  I'm a good leftist activist group.
[00:54:12.123 --> 00:54:12.823]  I'm called PETA.
[00:54:13.983 --> 00:54:14.723]  Rhymes with pedo.
[00:54:15.744 --> 00:54:19.025]  Because I think about kids touching animals and I consider it rape.
[00:54:19.085 --> 00:54:20.285]  Because that's where mind goes.
[00:54:20.805 --> 00:54:22.186]  My mind goes here at PETA.
[00:54:23.046 --> 00:54:29.128]  Your mind just thinks, wow, the kids are having a good time learning about animals and biology and life.
[00:54:29.588 --> 00:54:30.848]  Well, what the hell's wrong with you?
[00:54:31.109 --> 00:54:32.069]  Don't you know that's rape?
[00:54:33.291 --> 00:54:38.813]  You see, I'm PETA, and I'm going to make sure that all these kids at the petting zoo are going to stop raping manta rays.
[00:54:39.313 --> 00:54:41.374]  I mean, what the hell is wrong with these people, man?
[00:54:44.756 --> 00:54:46.496]  That's where the average PETA mind goes.
[00:54:47.677 --> 00:54:48.757]  Why am I not surprised?
[00:54:50.858 --> 00:54:52.639]  Why am I not surprised?
[00:54:52.679 --> 00:55:00.622]  But I guess, from now on, you know, Joe Biden, the Joe Biden petting zoo, is going to have to be shut down.
[00:55:02.904 --> 00:55:03.204]  I know.
[00:55:05.126 --> 00:55:05.386]  I know.
[00:55:06.326 --> 00:55:06.867]  It's real sad.
[00:55:06.907 --> 00:55:07.987]  Yeah, yeah, Joe.
[00:55:08.188 --> 00:55:08.808]  It's okay.
[00:55:08.828 --> 00:55:10.369]  It's okay, Joe.
[00:55:10.549 --> 00:55:15.512]  But we have to shut down... We have to shut down the Joe Biden petting zoo.
[00:55:17.454 --> 00:55:17.614]  Yeah.
[00:55:18.875 --> 00:55:19.315]  I know, Joe.
[00:55:19.675 --> 00:55:19.895]  I know.
[00:55:20.176 --> 00:55:20.576]  It's tough.
[00:55:22.897 --> 00:55:25.659]  But, um... You heard PETA.
[00:55:25.879 --> 00:55:26.280]  It's rape.
[00:55:28.461 --> 00:55:30.723]  You never thought about that manor A's consent, did ya?
[00:55:32.043 --> 00:55:32.704]  What a joke.
[00:55:35.208 --> 00:55:36.168]  What a joke.
[00:55:37.469 --> 00:55:39.230]  The Joe Biden two-way petting zoo.
[00:55:40.510 --> 00:55:41.050]  Oh God!
[00:55:41.751 --> 00:55:43.231]  Yeah, you get a little peanut butter too.
[00:55:43.431 --> 00:55:43.832]  You know what I mean?
[00:55:44.252 --> 00:55:44.572]  Alright.
[00:55:45.472 --> 00:55:47.033]  Okay.
[00:55:47.673 --> 00:55:48.894]  Let's pump the brakes on that.
[00:55:50.234 --> 00:55:51.455]  Alright, moving on.
[00:55:51.615 --> 00:55:52.495]  The boy crisis.
[00:55:52.815 --> 00:55:57.277]  Statistics tell us that American boys are falling behind in just about every area.
[00:55:57.337 --> 00:55:58.838]  Well, this is a pretty obvious one.
[00:56:00.185 --> 00:56:10.572]  When they start giving participation awards, you kill that competitive edge that boys tend to have more than girls.
[00:56:11.433 --> 00:56:13.695]  Not to say girls don't have it, trust me, they do.
[00:56:13.935 --> 00:56:15.916]  Me and my sister were very competitive growing up.
[00:56:16.437 --> 00:56:23.161]  It's just boys tend to be more vicious when it comes to physical competitiveness.
[00:56:24.232 --> 00:56:30.474]  And then it's those experiences that build so many other characteristics in boys.
[00:56:30.974 --> 00:56:42.759]  But when you eliminate that competitive edge at a young age, which is like an initiation process, you know, because, you know, the young kids aren't going to war.
[00:56:42.799 --> 00:56:43.899]  They're not training to fight.
[00:56:43.979 --> 00:56:47.700]  Most kids, you know, most kids aren't learning how to survive on the streets.
[00:56:47.780 --> 00:56:52.062]  Obviously, you do have that in some parts of America, but, you know.
[00:56:53.194 --> 00:57:10.204]  So they don't have any of that, so they play sports, and that's a way to kind of, you know, have that initiation of physical activity, and competitiveness, competing against others, and having the camaraderie, and even the tribalism, in a certain way.
[00:57:10.244 --> 00:57:19.690]  I mean, you're wearing a jersey, you're playing other people from a different place or whatever, wearing a different colored jersey, so there are different character building experiences in that.
[00:57:20.490 --> 00:57:25.175]  But now boys are falling behind in all areas because there's no point in competing anymore.
[00:57:26.587 --> 00:57:46.283]  So yeah, when you're a young kid and the... In fact, the crazy thing too is now, with some of these sporting events, you'll find kids playing harder, just like at a rec league or in the streets or something, than they will in actual league play, because in league play there's no reward for actually playing hard.
[00:57:46.664 --> 00:57:47.865]  You see, everybody wins now.
[00:57:48.285 --> 00:57:50.447]  It's a tie, even though you won, you see?
[00:57:50.787 --> 00:57:51.888]  So now boys are losing.
[00:57:53.809 --> 00:58:01.915]  If Joe Biden actually runs for office, and this is taken seriously, all the videos of Joe groping children and women would go viral.
[00:58:02.435 --> 00:58:02.956]  Now here we are, 2019.
[00:58:03.036 --> 00:58:03.496]  Break the door!
[00:58:09.694 --> 00:58:13.477]  I've always tried to be, in my career, I've always tried to make a human connection.
[00:58:14.318 --> 00:58:16.220]  That's my responsibility, I think.
[00:58:16.240 --> 00:58:22.185]  I shake hands, I hug people, I grab men and run by the shoulders and say, you can do this.
[00:58:22.345 --> 00:58:26.789]  And whether they're women, men, young, old, it's the way I've always been.
[00:58:26.809 --> 00:58:29.631]  It's the way I try to show I care about them and I listen.
[00:58:30.632 --> 00:58:35.116]  And over the years, knowing what I've been through, the things that I've faced, I've found that
[00:58:35.828 --> 00:58:37.949]  Joe is a hands-on kind of guy.
[00:58:38.009 --> 00:58:46.575]  I don't think it rises to the point of what we've been listening to about Harvey Weinstein and the rest of it.
[00:58:57.947 --> 00:59:01.350]  There's a certain kind of retail politician that loves people.
[00:59:01.570 --> 00:59:02.971]  I would put Bill Clinton in that category.
[00:59:02.991 --> 00:59:04.312]  I would put my father in that category.
[00:59:04.352 --> 00:59:07.415]  I would certainly put Joe Biden in that category.
[00:59:07.595 --> 00:59:09.796]  I always wonder when these things come out, what is the motive?
[00:59:09.816 --> 00:59:10.277]  I get it.
[00:59:10.297 --> 00:59:11.318]  I get it.
[00:59:11.398 --> 00:59:13.880]  Well, I don't want Joe to stop doing that.
[00:59:13.940 --> 00:59:14.400]  I don't either.
[00:59:14.860 --> 00:59:15.121]  Wait.
[00:59:15.441 --> 00:59:17.222]  Three more women have come forward.
[00:59:18.683 --> 00:59:20.585]  Three more women have come forward.
[00:59:21.676 --> 00:59:31.061]  We told you, the floodgates would open on all Joe Biden's serial groping if he would ever run for president.
[00:59:31.501 --> 00:59:32.982]  And the floodgates have opened.
[00:59:48.349 --> 00:59:49.090]  InfoWars.
[00:59:49.450 --> 00:59:51.051]  Tomorrow's news, today.
[00:59:54.833 --> 00:59:58.936]  Leading a frontal assault on the lies of the New World Order.
[00:59:59.436 --> 01:00:00.797]  It's Alex Jones.
[01:00:04.419 --> 01:00:11.864]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:00:12.345 --> 01:00:15.126]  And now, your host, Owen Troyer.
[01:00:15.987 --> 01:00:18.028]  Dan Lyman is going to join us in the next segment.
[01:00:18.749 --> 01:00:21.751]  In the meantime, the Democrat
[01:00:23.831 --> 01:00:32.036]  The primary process is, boy, it's going to be fun watching these Democrats implode and then try to eat each other.
[01:00:32.917 --> 01:00:35.718]  But what's even more pathetic is the list of Democrats right now.
[01:00:38.060 --> 01:00:40.121]  So we're going to look at a couple of these here.
[01:00:42.843 --> 01:00:44.124]  Eric Swalwell.
[01:00:44.464 --> 01:00:49.547]  Let's go ahead and look at Eric Swalwell's presidential bid announcement.
[01:00:50.981 --> 01:00:51.981]  The promise of America.
[01:00:52.421 --> 01:01:02.724]  No matter who you are, where you're from, who you love, who you worship, if you work hard, you do better for yourself, and you look at your kids, and dream bigger for the future.
[01:01:02.764 --> 01:01:03.905]  That's the promise.
[01:01:04.345 --> 01:01:07.486]  I think our country needs new energy, new ideas, and a new confidence.
[01:01:07.646 --> 01:01:11.107]  Eric Swalwell, man who represents the town where I grew up.
[01:01:11.407 --> 01:01:12.307]  Are you gonna run for president?
[01:01:12.327 --> 01:01:13.027]  Running for president.
[01:01:13.107 --> 01:01:14.247]  Are you gonna run for president?
[01:01:14.267 --> 01:01:14.968]  Running for president.
[01:01:14.988 --> 01:01:15.948]  Are you running for president?
[01:01:17.543 --> 01:01:18.763]  I'm ready to solve these problems.
[01:01:19.344 --> 01:01:27.066]  I'm running for President of the United States.
[01:01:27.106 --> 01:01:27.827]  Go big.
[01:01:27.847 --> 01:01:28.327]  Be bold.
[01:01:28.687 --> 01:01:31.408]  Do good.
[01:01:33.269 --> 01:01:33.649]  Wow.
