[00:00:06.221 --> 00:00:07.101]  You found it.
[00:37:21.183 --> 00:37:26.648]  You accept the animal-human splices, which has all been being done for 50 years.
[00:37:27.549 --> 00:37:34.451]  I learned about it 25, 26 years ago in MIT reports of clones 20, 30 years before.
[00:37:34.991 --> 00:37:38.572]  The Nazis were cloning rabbits 75 years ago.
[00:37:40.633 --> 00:37:42.794]  And so, that's the key to everything I cover.
[00:37:43.454 --> 00:37:52.797]  There is a breakaway civilization that's siphoning off our energy, siphoning off our money, siphoning off our ingenuity, our spark that God gave us.
[00:37:54.465 --> 00:38:22.274]  To build, for a group of people that want to be gods, a system to pretend they're God, when in truth it's the human development, made in the image of God, that's already manifested all this, and we are the incredible creature that's been poisoned and stunted and attacked, so that in our embryonic form, this system can come in and extract our knowledge and data for itself in an attempt to become a more advanced life form.
[00:38:24.108 --> 00:38:33.657]  Satan is older than us, but described like a machine that has free will, and can't really create offspring.
[00:38:35.158 --> 00:38:40.143]  It can only steal offspring, reprogram it for its systems.
[00:38:41.516 --> 00:38:42.136]  We are the Borg.
[00:38:42.777 --> 00:38:43.717]  Resistance is futile.
[00:38:44.078 --> 00:38:47.800]  And the system just keeps telling you what it's doing to you.
[00:38:47.820 --> 00:38:51.222]  So when the real thing hits you, you've seen Star Trek a hundred times.
[00:38:51.262 --> 00:38:52.263]  You've seen all these movies.
[00:38:52.523 --> 00:38:53.463]  You've seen Terminator.
[00:38:54.184 --> 00:38:55.104]  You think it's fiction.
[00:38:55.144 --> 00:38:56.645]  Your brain takes it not as a threat.
[00:38:56.765 --> 00:38:57.446]  It is a threat.
[00:38:59.007 --> 00:39:00.288]  5G can mind control you.
[00:39:00.548 --> 00:39:01.808]  That's scientific American.
[00:39:02.849 --> 00:39:03.670]  It's killing you.
[00:39:05.371 --> 00:39:08.052]  So the Wall Street Journal comes out and says, oh, cities are pulling it out.
[00:39:08.373 --> 00:39:09.153]  There's no evidence.
[00:39:09.213 --> 00:39:10.474]  When all there is total evidence.
[00:39:12.196 --> 00:39:15.700]  But the good news is, people know anecdotal evidence.
[00:39:15.940 --> 00:39:21.066]  Everyone I know themselves has gotten deathly ill from a vaccine, or their family has.
[00:39:21.806 --> 00:39:23.869]  Or they have someone autistic, or someone who died.
[00:39:25.114 --> 00:39:30.560]  My mother was told, back when she was on the UT Master Swim Team, she was winning gold medals and silver medals.
[00:39:30.600 --> 00:39:31.901]  She was beating Olympic athletes.
[00:39:32.202 --> 00:39:34.144]  Didn't start professionally swimming until she was 30 years old.
[00:39:34.604 --> 00:39:39.169]  They told her when she was like 38, 39, take the flu shot on the UT team.
[00:39:39.209 --> 00:39:44.435]  They took it, a bunch of them got sick, she almost died, and she could never swim at that level again.
[00:39:46.657 --> 00:39:46.938]  And so,
[00:39:48.632 --> 00:39:50.393]  My uncle almost died from a tetanus shot.
[00:39:50.493 --> 00:39:51.313]  They said it was the tetanus shot.
[00:39:51.493 --> 00:39:53.434]  My grandmother got polio from the polio shot.
[00:39:53.574 --> 00:39:54.054]  They told her!
[00:39:54.775 --> 00:39:55.355]  Second round!
[00:39:57.115 --> 00:40:07.580]  Well, now sports analysts, Trash Talk Flu Shot sports commentators Shannon Sharp and Skip Bayless revealed their skepticism of flu shots during a segment on Fox Sports.
[00:40:08.660 --> 00:40:10.421]  And he says, I'm not getting the shot.
[00:40:11.801 --> 00:40:13.942]  And the other guy says, yeah, I took the shot and I got sick.
[00:40:13.962 --> 00:40:14.883]  He goes, yeah, me too.
[00:40:15.919 --> 00:40:17.540]  Their humanity is coming out.
[00:40:17.580 --> 00:40:18.600]  They could be fired for that!
[00:40:18.620 --> 00:40:25.742]  Because their biggest sponsor is Big Pharma, setting a precedent to put something in your body with their whole history of secret experimentation.
[00:40:26.182 --> 00:40:41.167]  So again, there's this whole breakaway civilization that's putting fluoride in our water, that's spraying the atmosphere, that is giving us GMO that they admit gives us cancer, that is frying us with all this Wi-Fi, and all of this solar radiation, and all of this artificial garbage.
[00:40:43.171 --> 00:40:44.731]  All this microwave radiation.
[00:40:45.352 --> 00:40:46.392]  And admitting they're doing it.
[00:40:46.712 --> 00:40:48.353]  This is a post-human plan.
[00:40:48.573 --> 00:40:50.313]  And they say it in NBC News.
[00:40:50.953 --> 00:40:52.254]  Tomorrow, I'll read the whole thing.
[00:40:52.954 --> 00:40:53.494]  And go over it.
[00:40:54.294 --> 00:40:57.976]  Because this is the fount, the cause, where it's all coming from.
[00:40:58.336 --> 00:41:01.137]  And again, they believe they're channeling Lucifer.
[00:41:02.417 --> 00:41:05.678]  They believe they're in contact with off-world or interdimensional creatures.
[00:41:07.500 --> 00:41:09.581]  That's why the media won't attack me on this and make jokes about it.
[00:41:09.741 --> 00:41:10.722]  That's their damn religion.
[00:41:10.982 --> 00:41:15.085]  And most people in the system know this now, and they're clamoring to be part of it.
[00:41:15.285 --> 00:41:16.565]  Let me have the cyborg!
[00:41:16.766 --> 00:41:17.426]  Let me be!
[00:41:17.706 --> 00:41:19.427]  Let me get on the ship with the future!
[00:41:19.647 --> 00:41:21.188]  Let me transcend!
[00:41:21.428 --> 00:41:22.449]  Don't let me die!
[00:41:22.629 --> 00:41:23.950]  Don't leave me here as a worm!
[00:41:23.970 --> 00:41:25.591]  And it's all a trap.
[00:41:27.012 --> 00:41:29.753]  None of them are going to ascend with this system.
[00:41:29.773 --> 00:41:30.854]  They're going to fall.
[00:41:31.374 --> 00:41:33.716]  They're going to go down a dimension, not up.
[00:41:37.193 --> 00:41:39.074]  But they're, again, sociopaths.
[00:41:39.094 --> 00:41:39.675]  They're predators.
[00:41:40.015 --> 00:41:42.276]  So, oh, my God says I've got to get rid of the bad humans.
[00:41:42.436 --> 00:41:46.118]  They actually say this in the article to save Gaia when they're actually killing the Earth.
[00:41:50.121 --> 00:41:50.261]  So...
[00:41:52.568 --> 00:41:55.210]  Just a quick little sliver of truth about the vaccine.
[00:41:55.230 --> 00:41:57.051]  A little glimmer of human resistance.
[00:41:57.311 --> 00:41:58.532]  Think of what we could all do together.
[00:41:58.552 --> 00:42:00.093]  How they're pulling down the smart towers.
[00:42:00.373 --> 00:42:02.214]  They're spying and face scanning in Hong Kong.
[00:42:02.435 --> 00:42:04.076]  Think of the 7.5 billion of us.
[00:42:04.316 --> 00:42:06.237]  We could snap our fingers and remove these elites.
[00:42:06.437 --> 00:42:07.278]  Remove the AI.
[00:42:07.498 --> 00:42:07.998]  Remove all this.
[00:42:08.038 --> 00:42:10.100]  But not once they make us totally dependent on it.
[00:42:10.460 --> 00:42:12.061]  Not once none of us know how to garden.
[00:42:12.341 --> 00:42:12.762]  Or fight!
[00:42:13.542 --> 00:42:14.544]  Or do electrical work.
[00:42:14.804 --> 00:42:17.829]  Not once we're all just inside addicted to the screens, then they've got us.
[00:42:18.270 --> 00:42:20.313]  We're being caught by this matrix right now.
[00:42:21.194 --> 00:42:23.578]  Here are the two sports legends.
[00:42:25.401 --> 00:42:26.743]  I got a shot to win five.
[00:42:28.399 --> 00:42:29.721]  No, they asked me yesterday.
[00:42:29.761 --> 00:42:32.103]  That would be the peak five.
[00:42:32.183 --> 00:42:32.884]  I was at CVS.
[00:42:32.904 --> 00:42:34.366]  They asked me, you want a flu shot?
[00:42:34.866 --> 00:42:36.248]  I said, uh, I ain't got no shot.
[00:42:36.688 --> 00:42:38.170]  That's the only shot they got, flu shots.
[00:42:38.270 --> 00:42:38.570]  Really?
[00:42:38.611 --> 00:42:39.712]  They got no shots at five.
[00:42:39.912 --> 00:42:41.514]  Skip, you sold an offensive line!
[00:42:41.714 --> 00:42:44.257]  I took one flu shot in my life and immediately got the flu.
[00:42:44.277 --> 00:42:44.978]  Got sick, exactly.
[00:42:45.358 --> 00:42:45.759]  I did it.
[00:42:45.779 --> 00:42:46.459]  That was the last one.
[00:42:46.479 --> 00:42:47.881]  I haven't done one in a while either.
[00:42:50.583 --> 00:42:51.283]  We'll be right back.
[00:42:51.303 --> 00:42:53.205]  Ladies and gentlemen, Owen Schroer and a lot more.
[00:42:53.585 --> 00:42:54.525]  This is the resistance.
[00:42:54.545 --> 00:42:55.106]  This is the truth.
[00:42:55.126 --> 00:42:56.346]  That's why they want it off the air.
[00:42:56.567 --> 00:42:58.548]  They cannot believe we built a platform to fight them.
[00:42:58.888 --> 00:43:01.049]  Humanity's only begun to fight, globalist.
[00:43:02.430 --> 00:43:02.910]  It's time.
[00:43:03.831 --> 00:43:10.855]  The power structure started out with Nazis and other unsavory groups that banned them first to set the precedent.
[00:43:12.011 --> 00:43:20.478]  But now they've moved on to popular populist, like the Yellow Vest Movement, like Tommy Robinson, like Gavin McGinnis, like Laura Loomer.
[00:43:21.178 --> 00:43:24.021]  The whole spectrum of people that are independent and are effective.
[00:43:24.721 --> 00:43:28.004]  There's an attempt to shut that down because they want to control the narrative.
[00:43:29.153 --> 00:43:45.208]  And if that is successful and continuing, it's really a giant electronic iron curtain that Churchill talked about 70 years ago, dropping down across the entire planet, and it's only going to intensify.
[00:43:45.288 --> 00:43:48.330]  So this is a desperate gamble.
[00:43:49.352 --> 00:43:52.753]  Or gambit that's being played by the establishment.
[00:43:52.993 --> 00:43:54.274]  And I don't think it's going to be successful.
[00:43:54.834 --> 00:44:06.117]  I believe in the people, but to have the establishment misrepresent who you are, create a straw man that ban you and then take you down, I don't see that as a position of strength.
[00:44:06.177 --> 00:44:08.778]  I see that as a real, real position of weakness.
[00:44:08.978 --> 00:44:11.038]  And I think it's going to backfire.
[00:44:11.779 --> 00:44:14.159]  Because most people don't do this one time.
[00:44:14.179 --> 00:44:14.920]  And
[00:44:17.922 --> 00:44:20.624]  In the final equation, I'm in full wars.
[00:44:21.664 --> 00:44:28.689]  And what I've done has already, we have changed the course of human destiny in a big way.
[00:44:28.889 --> 00:44:34.272]  And so if I did one of those things in my life, I would feel fulfilled.
[00:44:34.892 --> 00:44:38.254]  Like I had really done what I was supposed to do.
[00:44:38.314 --> 00:44:40.015]  So I intend to continue on.
[00:44:40.776 --> 00:44:42.217]  I continue to try to change the world.
[00:44:43.017 --> 00:44:47.300]  But my dream is to be able to stop what I'm doing.
[00:44:49.172 --> 00:44:51.614]  In the next five years or so.
[00:44:52.735 --> 00:44:54.257]  Because you can't do this forever.
[00:44:54.277 --> 00:44:59.262]  And politically I've hit the zeitgeist four times.
[00:45:00.483 --> 00:45:03.145]  Four times we've already changed the course of the planet.
[00:45:04.170 --> 00:45:08.113]  And I think it's almost bad luck to go for a fifth or a sixth time.
[00:45:08.854 --> 00:45:11.236]  So, it's not that I don't want to fight.
[00:45:11.376 --> 00:45:12.057]  I want to fight.
[00:45:12.117 --> 00:45:19.463]  But it's almost boorish or greedy or pig-like to continue to think that you're supposed to.
[00:45:19.483 --> 00:45:21.805]  Because most people don't do this one time.
[00:45:23.446 --> 00:45:24.747]  Well, four times.
[00:45:26.248 --> 00:45:26.789]  Four times.
[00:45:28.170 --> 00:45:32.193]  We have changed the course of human destiny in a big way.
[00:45:34.844 --> 00:45:44.752]  I just want the fifth time to warn everybody about the tyranny and the censorship and see humanity respond and then step back and fade into shadows.
[00:45:45.513 --> 00:45:46.754]  That's really my goal.
[00:45:47.635 --> 00:45:50.237]  But I got a sneaking suspicion that that's not going to happen.
[00:45:51.078 --> 00:45:55.861]  And I think I'm probably going to change paradigms 10 times, 20 times.
[00:45:56.742 --> 00:45:58.844]  So nobody else will do it.
[00:45:59.344 --> 00:45:59.865]  So I got to do it.
[00:46:06.041 --> 00:46:08.642]  It's just heavy, heavy, heavy.
[00:46:09.462 --> 00:46:12.624]  Make no mistake, it's... We're not in Kansas anymore.
[00:46:13.524 --> 00:46:14.524]  We're not in Kansas anymore.
[00:46:17.585 --> 00:46:19.286]  If you have a corrupt media, you don't have a democracy.
[00:46:22.227 --> 00:46:25.348]  I don't think we've seen division like this in America since Vietnam.
[00:46:25.408 --> 00:46:26.429]  It's a form of fascism.
[00:46:27.352 --> 00:46:30.995]  The High Court will examine free speech rights and social media.
[00:46:31.115 --> 00:46:37.841]  Multiple online platforms have now taken down content associated with Alex Jones and InfoWars.
[00:46:42.444 --> 00:46:45.907]  First they come for Alex Jones, everyone else like Davos would fall.
[00:46:54.074 --> 00:46:55.295]  We're not in Kansas anymore.
[00:46:57.995 --> 00:46:59.057]  You can't watch this.
[00:46:59.357 --> 00:46:59.798]  The movie.
[00:47:00.018 --> 00:47:02.783]  Available now at infowarsstore.com.
[00:47:06.368 --> 00:47:08.972]  You're listening to the Alex Jones Show.
[00:47:24.730 --> 00:47:33.198]  From the front lines of the information war, it's Alex Jones.
[00:47:33.498 --> 00:47:34.939]  Welcome back, my fellow humans.
[00:47:35.019 --> 00:47:35.780]  Alex Jones here.
[00:47:35.800 --> 00:47:37.121]  Owen Sawyer's about to take over.
[00:47:37.682 --> 00:47:39.964]  We really are trying to build a pro-human future.
[00:47:40.444 --> 00:47:46.570]  We're trying to maintain the systems that make us strong, that make us passionate, that make us creative, that make us loving.
[00:47:47.170 --> 00:48:00.744]  And the biggest point I didn't hit last segment that I'll cover more tomorrow is that love and love of humanity and respect for ourselves and love of God and that connection of God is an energizing force that will literally give you discernment.
[00:48:01.544 --> 00:48:04.727]  The enemy has what the Bible called the mystery of evil.
[00:48:05.268 --> 00:48:06.870]  They are literally programmed.
[00:48:06.890 --> 00:48:07.650]  They have a spirit.
[00:48:08.051 --> 00:48:08.912]  They work together.
[00:48:08.972 --> 00:48:09.772]  They have a connection.
[00:48:10.433 --> 00:48:13.955]  But we work together as well, and that's what this broadcast is all about.
[00:48:14.055 --> 00:48:24.581]  So as folks go back to school, and as we hurdle towards the end of 2019, and as Elon Musk pushes brain chips and wires in our heads starting next year,
[00:48:25.982 --> 00:48:27.883]  Humanity is starting to wake up.
[00:48:28.604 --> 00:48:33.367]  Just like we played that Fox Sports piece where both hosts talk about how much vaccines hurt them.
[00:48:34.148 --> 00:48:35.309]  They had that planned, folks.
[00:48:36.450 --> 00:48:37.430]  They have moral issues.
[00:48:38.871 --> 00:48:39.912]  And by that, they care.
[00:48:40.533 --> 00:48:43.815]  They are having their conscience and their Holy Spirit touched.
[00:48:44.255 --> 00:48:48.598]  And that is that wireless internet, that sixth sense, that God's able to communicate with us through.
[00:48:48.959 --> 00:48:50.420]  And the enemy wants to block that.
[00:48:50.760 --> 00:48:51.941]  But if you reach out to God,
[00:48:53.635 --> 00:48:55.856]  God will open your heart, ladies and gentlemen.
[00:48:55.916 --> 00:48:56.356]  It's real.
[00:48:56.376 --> 00:48:57.837]  You're not going to find it in the phony churches.
[00:48:58.397 --> 00:49:00.618]  You just got to call out to God and say, I want to be good.
[00:49:00.658 --> 00:49:01.439]  I want to know the truth.
[00:49:02.419 --> 00:49:03.220]  I want to know you.
[00:49:03.720 --> 00:49:04.480]  Please show me the way.
[00:49:04.620 --> 00:49:05.201]  It will happen.
[00:49:06.701 --> 00:49:11.364]  In closing, your word of mouth and your prayer and your financial support is all critical.
[00:49:11.424 --> 00:49:12.204]  It's the trifecta.
[00:49:12.464 --> 00:49:14.405]  Your word of mouth, your prayer, your financial support.
[00:49:15.305 --> 00:49:17.927]  And that big special we've been running,
[00:49:19.233 --> 00:49:19.493]  I think?
[00:49:40.330 --> 00:49:43.435]  So check out the Super Silver Skin Cream.
[00:49:44.116 --> 00:49:46.520]  It's, again, part of the same family of the Super Silver Wound Gel.
[00:49:46.961 --> 00:49:50.186]  It's so popular, but it's a lot less expensive.
[00:49:50.646 --> 00:49:52.329]  That's available at InfoWarsTore.com.
[00:49:53.547 --> 00:49:58.130]  Get a t-shirt, get a book, sign up for AutoShip for the Wake of America coffee or for the toothpaste.
[00:49:58.750 --> 00:50:01.411]  It's fortified with a little silver and iodine, fluoride-free, super blue.
[00:50:01.972 --> 00:50:04.333]  All of that is what makes this operation possible.
[00:50:04.373 --> 00:50:06.394]  They're working around the clock to shut us down still.
[00:50:06.875 --> 00:50:10.096]  I'm not going to belabor you with all the latest attacks, but you know what's going on.
[00:50:10.837 --> 00:50:13.258]  And a lot's going on behind the scenes, so just please stand with us.
[00:50:13.678 --> 00:50:14.419]  Please pray for us.
[00:50:14.719 --> 00:50:16.740]  And please visit InfoWareStore.com.
[00:50:16.900 --> 00:50:19.041]  And again, I want to thank all of you that have been visiting the store.
[00:50:19.422 --> 00:50:21.443]  But remember, it's critical to sign up for AutoShip.
[00:50:21.843 --> 00:50:26.293]  The additional 10% off so you don't forget to support us each month, or every two months, every three months.
[00:50:26.633 --> 00:50:29.159]  You make that decision, but please make that decision today.
[00:50:29.499 --> 00:50:30.481]  Please take action.
[00:51:05.592 --> 00:51:09.736]  This is Greg Reese for InfoWarsNewsWars.com on the ground in Hong Kong.
[00:51:10.476 --> 00:51:19.525]  We are here at Victoria Park, right behind me to my right, which is where the epic photograph was just taken days ago of over a million Hong Kongers in protest.
[00:51:19.965 --> 00:51:21.707]  They're saying 20% of the population.
[00:51:22.247 --> 00:51:24.049]  And that's what we're here for on the ground reporting on.
[00:51:24.589 --> 00:51:30.134]  It's been about 11 weeks of unrest since the extradition bill crisis that began in June.
[00:51:31.195 --> 00:51:34.818]  And since then, there's been massive protests, just like all over the world.
[00:51:34.858 --> 00:51:39.202]  There seems to be an awakening all over the world against globalism, against tyranny.
[00:51:39.882 --> 00:51:52.892]  Just yesterday, a man was arrested at a border checkpoint in Lo Wu, Hong Kong, after a knife attack on three people at Lennon Wall in Sung Kwan O. And it left a journalist in critical condition.
[00:51:53.553 --> 00:51:57.136]  Now, this is a very interesting story when you look at what's been happening in the past few weeks.
[00:51:57.796 --> 00:51:59.278]  And the people here are very suspicious.
[00:52:00.288 --> 00:52:01.209]  Of the police lately.
[00:52:01.409 --> 00:52:13.838]  We're going to be doing some man on the streets while we're here, but since we've been here, we've talked to everyone we've run into from the airport to the cab driver to people at the stores, people at the hotel, and what we've been hearing is the same story.
[00:52:14.799 --> 00:52:24.446]  Unlike in Western countries where there seems to be a divide as to fake news and real news, it seems like everyone here has become very suspicious of the police.
[00:52:25.066 --> 00:52:27.228]  Everyone here seems to be in support of the protesters.
[00:52:28.251 --> 00:52:36.256]  And here's some of the stories that we've been getting that have led to this questioning of the police and suspicion of the Hong Kong police.
[00:52:37.477 --> 00:52:42.920]  On July 21st, at a train station protest, there were six men detained and they were released.
[00:52:43.300 --> 00:52:44.321]  They were all wearing white.
[00:52:45.222 --> 00:52:48.704]  They were said to be members of the local triad
[00:52:49.727 --> 00:52:55.569]  Organized crime organization and where they were using wooden poles and steel rods and targeting protesters.
[00:52:56.269 --> 00:52:57.150]  Now they were arrested.
[00:52:57.170 --> 00:53:13.456]  It was it was announced that they were members of organized crime and they were released and it was the releasing of these six men that really started getting the attention of a lot of Hong Kongers and they were getting really upset with their police who up until now they've considered to be a very fair non-political police force.
[00:53:15.320 --> 00:53:22.146]  According to a news report, Lowe said that the going rate for an attack like Sunday's could be as much as 10 million Hong Kong dollars.
[00:53:22.186 --> 00:53:24.388]  That's 1.28 million per attack.
[00:53:25.208 --> 00:53:27.070]  Most of it would go to the triad leader.
[00:53:28.720 --> 00:53:37.166]  The full Greg Reese report and more from Hong Kong can be found at InfoWars.com.
[00:53:37.406 --> 00:53:41.249]  All of our news coverage can be found at InfoWars.com.
[00:53:41.289 --> 00:53:48.735]  Of course, knowing that URL, knowing that website, knowing that link is imperative now because
[00:53:49.935 --> 00:53:59.638]  As you know, anything Alex Jones, anything InfoWars ends up getting banned on just about 98% of social media.
[00:53:59.678 --> 00:54:09.361]  But here we are nonetheless at InfoWars.com slash show broadcasting live from the InfoWars world headquarters in Austin, Texas.
[00:54:09.421 --> 00:54:14.342]  Now, coming up, we've got
[00:54:16.209 --> 00:54:29.624]  The interview of, we've got more clips from Sargon of Arkad, we've got more clips from, or we're going to be having in studio live, Count Dankula.
[00:54:30.605 --> 00:54:36.131]  So this is all coming up on the Alex Jones Show as well as some other news coverage.
[00:54:38.453 --> 00:55:02.251]  So before we go to this break here in three minutes and really delve into Alex with Sargon of Akkad and then my in-studio guest Count Dankula, you had 30 women testifying today on the Jeffrey Epstein sex trafficking.
[00:55:04.312 --> 00:55:06.134]  And it apparently got pretty heated.
[00:55:07.245 --> 00:55:08.706]  Obviously the victims are upset.
[00:55:09.626 --> 00:55:11.987]  The lawyers warned Epstein would be killed in prison.
[00:55:12.087 --> 00:55:12.867]  He then was.
[00:55:13.947 --> 00:55:15.448]  They lied, said it was suicide.
[00:55:17.028 --> 00:55:24.971]  The judge allowed the witnesses to speak today despite the prosecutors trying to shut that down, but it ended up being very heated.
[00:55:25.771 --> 00:55:34.174]  As you can imagine, the victims were upset that the federal government allowed Epstein to operate all of these years.
[00:55:37.063 --> 00:55:45.950]  So it's not as much about us sitting here saying, well, we told you about Epstein years ago.
[00:55:46.631 --> 00:55:48.232]  Infowars is tomorrow's news today.
[00:55:48.292 --> 00:55:49.113]  Yes, that's true.
[00:55:49.133 --> 00:55:49.813]  You already know that.
[00:55:49.913 --> 00:56:03.364]  But the takeaway is that you have such shadowy, powerful forces with
[00:56:05.310 --> 00:56:19.538]  For lack of a better word, abilities to pull off this murder of Jeffrey Epstein, have the media totally covered up, claim it was suicide, have to have multiple people on the inside part of this, people in the media part of this.
[00:56:21.359 --> 00:56:30.124]  What shadow forces, what secret cabal has that much power?
[00:56:32.045 --> 00:56:33.406]  Has that much influence?
[00:56:35.871 --> 00:56:46.257]  And you see the names in Jeffrey Epstein's little black book with royalty and elite politicians.
[00:56:47.718 --> 00:56:58.244]  And then today, you just had a top executive, uh, I forget the individual's name, from the Motion Pictures Association of America.
[00:57:00.005 --> 00:57:03.127]  Yeah, that's the go-between between Hollywood and Congress.
[00:57:04.482 --> 00:57:12.487]  Yeah, top executive from the MPAA busted for child sex abuse.
[00:57:16.609 --> 00:57:21.292]  So you've now had multiple Disney people get hit with charges of pedophilia.
[00:57:21.832 --> 00:57:28.737]  You've had top Democrat staffers get caught with gigabytes of child porn.
[00:57:29.157 --> 00:57:30.478]  You've got Clinton
[00:57:32.011 --> 00:57:37.678]  Going on Epstein's Lolita pedophile jet to pedophile island.
[00:57:38.839 --> 00:57:41.162]  You've got other names like George Nader.
[00:57:41.723 --> 00:57:43.024]  It's all coming out.
[00:57:44.586 --> 00:57:45.667]  It's all coming out.
[00:57:45.707 --> 00:57:51.154]  But you know, the 30 women today were ignored by media.
[00:57:53.943 --> 00:57:56.064]  I'll take care of you now, then and later.
[00:57:57.165 --> 00:58:05.209]  If you took your six-month-old baby and dropped it on its head on purpose, you would lose that child if you were seen doing it.
[00:58:05.769 --> 00:58:06.249]  And you should.
[00:58:07.490 --> 00:58:19.796]  If you're wondering why it's like a zombie apocalypse out there, why there's mental illness everywhere, why people seem so incredibly stupid, it's because the Soviets, the communists,
[00:58:21.028 --> 00:58:36.672]  The proto-globalists that took over had work camps and they put hydrofluorosilic acid in the water and lots of other stuff to test it on the people in the gulags.
[00:58:37.732 --> 00:58:46.554]  I went to HEB this morning, the crew did, walked right in and it says, HEB baby fluoride water.
[00:58:48.251 --> 00:58:49.372]  Let's zoom right in on that.
[00:58:49.732 --> 00:58:51.153]  And notice it shows you the target.
[00:58:51.314 --> 00:59:00.261]  It's kind of like buying a box of 30-odd-6 rifle shells, rifle rounds, and on the cover is a deer.
[00:59:00.281 --> 00:59:03.224]  And there's a little crosshair on the side of the deer.
[00:59:18.564 --> 00:59:19.505]  Maximum firepower!
[00:59:24.711 --> 00:59:27.074]  Oh, I mean... Oh, baby!
[00:59:27.495 --> 00:59:29.537]  It's time to kill brain cells!
[00:59:31.499 --> 00:59:34.022]  So much more fun to take our time.
[00:59:34.703 --> 00:59:38.708]  And then it's bye-bye brain, and you've got a good automaton.
[00:59:48.442 --> 00:59:49.203]  InfoWars.
[00:59:49.543 --> 00:59:51.145]  Tomorrow's news today.
[00:59:51.165 --> 01:00:00.473]  If you are receiving this transmission, you are the Resistance.
[01:00:23.140 --> 01:00:26.081]  Welcome back to the Alex Jones Show.
[01:00:27.822 --> 01:00:29.702]  Owen Schroeder sitting in right now.
[01:00:29.722 --> 01:00:34.684]  We're about to be going back to Alex Jones with Sargon of Akkad.
[01:00:36.984 --> 01:00:39.205]  And so you're not going to want to miss that.
[01:00:39.325 --> 01:00:47.948]  But, you know, one of the major roles of InfoWars is to point out the elephant in the room
[01:00:50.066 --> 01:00:53.388]  Crapping all over everything that nobody else wants to touch.
[01:00:55.290 --> 01:01:00.913]  Now you can reach your own conclusions as to why we have to do that, but that's our role.
[01:01:03.015 --> 01:01:05.417]  I'm not even seeing any media coverage today.
[01:01:06.557 --> 01:01:09.459]  Just from monitoring mainstream news, cable news, everything.
[01:01:09.519 --> 01:01:15.283]  I mean, the Drudge Report has some stuff on it, but for the most part, this is going pretty much uncovered today.
[01:01:15.303 --> 01:01:18.005]  I mean, the New York Times did cover it, but it's not really getting much
[01:01:20.031 --> 01:01:20.771]  Press attention.
[01:01:21.291 --> 01:01:23.352]  What am I talking about?
[01:01:23.372 --> 01:01:40.875]  30 women testifying today in front of a judge to the crimes of Jeffrey Epstein and the industrial level sex trafficking pedophile network that he was running.
[01:01:40.895 --> 01:01:44.616]  I mean, this story is so crazy, folks.
[01:01:45.736 --> 01:01:49.037]  You know, it came out that Epstein's butler
[01:01:50.543 --> 01:02:01.131]  took very, very detailed notes in his own little black book, if you will, on Epstein's behavior and practices and everything.
[01:02:02.252 --> 01:02:06.255]  And when he brought that to the federal government, the butler ended up going to jail.
[01:02:09.078 --> 01:02:17.985]  So Epstein is running around a total FBI informant protected by the federal government running an industrial-level pedophile ring, sex orgy island, and all the crap that's going on.
[01:02:18.993 --> 01:02:19.914]  That's all real.
[01:02:20.014 --> 01:02:20.895]  That's on record.
[01:02:22.196 --> 01:02:23.397]  That's not hearsay.
[01:02:23.717 --> 01:02:25.939]  That's not he said, she said.
[01:02:26.019 --> 01:02:26.739]  This is known.
[01:02:26.799 --> 01:02:27.660]  This has been known.
[01:02:27.760 --> 01:02:30.803]  This has been convicted charges against Epstein.
[01:02:31.543 --> 01:02:33.445]  But so, where's the media?
[01:02:33.725 --> 01:02:36.007]  Now, let's recall.
[01:02:37.048 --> 01:02:47.817]  You had a doddering, seeming like an MK Ultra victim just sucked on a helium balloon, Christine Blasey Ford.
[01:02:49.260 --> 01:02:54.141]  Yeah, uh, Brett Kavanaugh and five of his friends gang raped me at a party.
[01:02:54.521 --> 01:03:02.683]  I don't know when or where or who I was at the time, but it was Kavanaugh and he can't be on the Supreme Court because he raped me.
[01:03:02.743 --> 01:03:03.603]  I know it was him.
[01:03:05.524 --> 01:03:09.824]  So that's totally fraudulent, but it gets all the media attention.
[01:03:10.285 --> 01:03:12.025]  Every cable news network covering it.
[01:03:12.839 --> 01:03:17.520]  Highlights across primetime news, international news, everything.
[01:03:17.900 --> 01:03:32.444]  Christine Blasey Ford, who sounds like she just sucked down a whole helium balloon, and doesn't even seem all there, kind of a mental fop.
[01:03:33.803 --> 01:03:35.225]  That's the biggest story ever.
[01:03:35.306 --> 01:03:39.653]  A bunch of hearsay, nonsense, nothing on record, all politically motivated.
[01:03:40.294 --> 01:03:41.375]  Total fake news.
[01:03:41.916 --> 01:03:43.198]  But it gets all the attention, right?
[01:03:44.581 --> 01:03:45.743]  Now you have 30 women!
[01:03:49.417 --> 01:04:00.608]  Testifying against a convicted sex trafficker, a convicted pedophile running industrial level pedophile sex networks, and no media coverage.
[01:04:01.008 --> 01:04:02.309]  Nothing on cable news.
[01:04:02.710 --> 01:04:03.751]  Nothing on Fox.
[01:04:03.891 --> 01:04:04.972]  Nothing on CNN.
[01:04:05.072 --> 01:04:06.393]  Nothing on MSNBC.
[01:04:06.814 --> 01:04:08.856]  Nothing on all the alphabet news agencies.
[01:04:09.436 --> 01:04:10.017]  Nothing.
