[00:00:20.205 --> 00:00:21.927]  The Alex Jones Show.
[00:40:28.719 --> 00:40:31.041]  They know that I don't have a valid passport.
[00:40:31.601 --> 00:40:36.384]  They know that you can't in Florida have both a medicinal marijuana card and a firearm.
[00:40:36.404 --> 00:40:37.305]  It's against the law.
[00:40:37.745 --> 00:40:45.710]  Therefore, although I strongly support the Second Amendment, I have glaucoma in my right eye from a boxing injury and a detached retina.
[00:40:45.870 --> 00:40:50.013]  And the medicinal marijuana helps me, although I haven't used it in quite some time.
[00:40:51.297 --> 00:40:53.938]  And they know that I'm not a flight risk.
[00:40:54.758 --> 00:41:02.420]  That's proven by the fact that the magistrate only hours later released me on bond, essentially on my own signature, a surety bond.
[00:41:02.880 --> 00:41:04.361]  The government did not oppose that.
[00:41:04.821 --> 00:41:12.383]  Exactly, Roger, but I think it's important that we get into, you didn't leak this footage, somebody in the House or Senate Judiciary Committee did.
[00:41:12.743 --> 00:41:14.503]  We need to go over the background of that.
[00:41:14.523 --> 00:41:15.663]  They're trying to gag you tomorrow.
[00:41:16.044 --> 00:41:17.444]  And then the big enchilada
[00:41:18.144 --> 00:41:19.044]  CNN lied.
[00:41:19.485 --> 00:41:20.825]  The FBI higher-ups lied.
[00:41:20.845 --> 00:41:21.765]  The Justice Department lied.
[00:41:22.046 --> 00:41:23.326]  Said that CNN wasn't tipped off.
[00:41:23.766 --> 00:41:25.027]  You've actually gotten the warrant.
[00:41:25.067 --> 00:41:26.027]  CNN was sent early.
[00:41:26.047 --> 00:41:27.888]  You have all the proof.
[00:41:27.908 --> 00:41:30.609]  And now we have the footage of the whole thing being directed.
[00:41:30.629 --> 00:41:33.190]  It looks like Steven Spielberg is out there.
[00:41:33.630 --> 00:41:38.512]  The FBI is directing the CNN camera person, the tripod, everything.
[00:41:39.434 --> 00:41:40.474]  That's exactly right.
[00:41:40.614 --> 00:41:42.855]  So here's what we know definitively.
[00:41:43.516 --> 00:41:51.839]  First of all, my attorney learned that I had been arrested from a CNN reporter, not from the government, not from the special counsel.
[00:41:51.899 --> 00:41:56.461]  He was informed that I had been taken into custody by a CNN reporter.
[00:41:56.961 --> 00:42:14.669]  That reporter sent him a copy of my indictment, which was not the official release on Pacer that was put out by the government after I had been taken into custody, but was an earlier draft with metadata that proved it was created the day before.
[00:42:15.349 --> 00:42:19.271]  And written by Andrew Weissman, the pitbull for Robert Mueller.
[00:42:19.792 --> 00:42:21.653]  CNN, of course, denies everything.
[00:42:22.033 --> 00:42:30.598]  But what we now know from this video, Alex, is that the CNN camera crew showed up roughly 50 minutes before the FBI did.
[00:42:31.338 --> 00:42:42.365]  And they set up their tripod, which you can clearly see, and their camera, roughly 25 feet from my front door, exactly nine minutes before the FBI even arrived.
[00:42:42.925 --> 00:42:48.869]  So, the idea that they're operating on a hunch, and this was just a stakeout, that's a lie.
[00:42:49.310 --> 00:42:56.535]  Now, today, CNN says, wow, we've been staking Stone's house out every Thursday for months.
[00:42:56.875 --> 00:42:57.435]  Yeah, right.
[00:42:57.616 --> 00:42:59.437]  We'll be right back.
[00:42:59.477 --> 00:42:59.777]  You're right.
[00:42:59.817 --> 00:43:00.558]  We'll be right back.
[00:43:00.578 --> 00:43:01.138]  Stay with us.
[00:43:03.140 --> 00:43:04.841]  It took us over a year to develop it.
[00:43:05.581 --> 00:43:07.563]  Thousands and thousands of five-star reviews.
[00:43:08.672 --> 00:43:09.673]  It's Brain Force Plus.
[00:43:09.953 --> 00:43:14.997]  I'm so proud of you and the InfoWars team for all that you do.
[00:43:15.097 --> 00:43:16.739]  I wanted to say I love your product.
[00:43:16.959 --> 00:43:19.321]  The Brain Force Plus is amazing.
[00:43:20.022 --> 00:43:24.545]  Me and my family take it every day and I mean you really can feel what it does.
[00:43:24.565 --> 00:43:32.812]  We were able to develop Brain Force because we went out and looked at what the best-selling nootropics or brain focus energy products were.
[00:43:33.473 --> 00:43:35.254]  And we decided to make it even stronger
[00:43:36.235 --> 00:43:40.017]  And even more high quality and even more organic than leading competitors.
[00:43:40.577 --> 00:43:42.438]  And we've done it with Brain Force Plus.
[00:43:42.518 --> 00:43:46.640]  It is our number one bestseller in gross bottles sold.
[00:43:47.561 --> 00:43:51.923]  Now I made the decision in our marketing to put a lot of product in it and sell it for a low price.
[00:43:52.563 --> 00:43:59.966]  Believing that you're smart, you'll research the market, get a great result, know you're getting a great deal, and be routine, continued customers.
[00:44:00.366 --> 00:44:03.908]  I want a long-term relationship with you, and I want a product that I'm proud of, that I'm going to use.
[00:44:04.348 --> 00:44:05.568]  It's up there as the very best.
[00:44:05.889 --> 00:44:10.010]  There are nootropics that are $80 a bottle that aren't as good, that have some dissimilar ingredients.
[00:44:10.670 --> 00:44:13.612]  But, you know, a doctor sells it at their office, so it must be better.
[00:44:14.792 --> 00:44:21.375]  Ladies and gentlemen, we then stood back and said, what is the number one best-selling thing in the total market globally?
[00:44:22.381 --> 00:44:22.561]  I don't
[00:44:42.834 --> 00:44:48.898]  Top people in the country who has developed some of the other top energy drinks in the nation and in the world.
[00:44:49.318 --> 00:44:53.081]  And they developed TurboForce that is the next level.
[00:44:53.621 --> 00:44:54.562]  Long burn.
[00:44:54.582 --> 00:44:56.783]  A lot of folks up to 10 hours of energy.
[00:44:56.843 --> 00:44:57.884]  Me, 6, 7, 8 hours.
[00:44:58.264 --> 00:44:59.265]  And I take about a half a packet.
[00:44:59.285 --> 00:44:59.805]  It's so strong.
[00:45:00.145 --> 00:45:05.729]  And then it's got all the minerals and all the different amino acids that help deliver the energy into the body.
[00:45:06.482 --> 00:45:20.307]  And that's why I want to thank all the listeners who've been BrainForce fans with 50% off BrainForce, because the two go together to supply yourself and your family with your nootropic with TurboForce, ladies and gentlemen, so you can try it.
[00:45:20.707 --> 00:45:27.530]  It's 33% off, and you get it in a combo, 50% off on BrainForce for a limited time at InfoWareStore.com.
[00:45:28.010 --> 00:45:30.591]  One is a pill, one is a packet.
[00:45:31.091 --> 00:45:35.413]  And again, the first time you take TurboForce, I recommend you only take half a packet, because let me tell you,
[00:45:36.420 --> 00:45:39.843]  Folks I know that are totally into energy drinks said they've never seen anything like it.
[00:45:40.224 --> 00:45:41.765]  Most energy drinks hit in 20-30 minutes.
[00:45:42.325 --> 00:45:45.889]  A lot of people get hit in 5 minutes with turbo force.
[00:45:46.369 --> 00:45:51.294]  But again, it doesn't just hit fast, it lasts super, super long because the developers
[00:45:52.403 --> 00:46:00.187]  That we reached out to had the mission of having something that gives you continual clean energy over a long period of time.
[00:46:00.527 --> 00:46:05.729]  So the different compounds that are in this, that synergistically work together, have different burn rates.
[00:46:06.289 --> 00:46:09.651]  Almost like a Saturn rocket's got three different components.
[00:46:11.172 --> 00:46:11.613]  See what I mean?
[00:46:11.893 --> 00:46:19.825]  It launches, you get the main boost phase, then you get up into orbit, get your next phase, get to the moon, land on the moon, come back to the Earth.
[00:46:20.206 --> 00:46:24.012]  You've got all those different phases here, ladies and gentlemen, to get you throughout the day.
[00:46:24.432 --> 00:46:25.273]  Boost in the morning!
[00:46:26.209 --> 00:46:31.410]  Continue on through your interstellar day, conquering, exploring, dominating.
[00:46:32.090 --> 00:46:34.271]  And listen, I like to ride my horse and shoot my gun.
[00:46:34.391 --> 00:46:37.272]  You know, a country boy's work is really never done.
[00:46:37.692 --> 00:46:44.913]  And after you put the kids down to bed with the missus there in your arms, you can do a repair job and fix the cable like all good Americans do.
[00:46:45.433 --> 00:46:46.434]  And all thanks to TurboForce.
[00:46:47.134 --> 00:46:51.715]  So again, coming to you, ladies and gentlemen, from the founding system,
[00:46:52.515 --> 00:46:56.757]  Of turbo force and brain force, I bring you this incredible product, the InfoWarsLive.com.
[00:46:56.977 --> 00:46:58.478]  Get the energy combo today.
[00:46:58.758 --> 00:47:00.299]  Oh, and fund the InfoWar and change the world.
[00:47:00.499 --> 00:47:01.340]  I forgot about that part too.
[00:47:06.502 --> 00:47:09.143]  You're listening to the Alex Jones Show.
[00:47:19.482 --> 00:47:20.504]  The answer to 1984 is 1776.
[00:47:20.604 --> 00:47:22.708]  You're listening to The Alex Jones Show.
[00:47:39.042 --> 00:47:43.144]  They've been working around the clock to kick us off every media platform they can.
[00:47:43.644 --> 00:47:46.825]  When our app went to number one in news on Apple, it was banned.
[00:47:47.485 --> 00:47:50.086]  Not because we lie, but because we tell the truth and we're bold.
[00:47:50.967 --> 00:47:54.728]  We have courage and we've changed the world thanks to you, the audience this broadcast.
[00:47:54.768 --> 00:48:07.313]  Now, coming up in a few minutes, we're going to air for TV viewers, radio listeners, I'll describe it, raw surveillance footage out of Roger Stone's house that no one has seen.
[00:48:08.288 --> 00:48:12.989]  Now again, if you just tuned in, you're like, wait, we all just saw this in clear footage yesterday of the raid from his perspective.
[00:48:13.810 --> 00:48:13.950]  No.
[00:48:15.010 --> 00:48:19.071]  He gave that to the House and Senate Judiciary Committees a week ago.
[00:48:20.732 --> 00:48:21.692]  Someone there leaked it.
[00:48:21.752 --> 00:48:22.772]  That's a whole nother story.
[00:48:23.332 --> 00:48:24.613]  That's only 30 seconds.
[00:48:25.633 --> 00:48:28.734]  We have the entire thing, all of it.
[00:48:29.714 --> 00:48:31.415]  The FBI thought they took the hard drive.
[00:48:31.455 --> 00:48:32.355]  They thought they took the DVR.
[00:48:32.395 --> 00:48:32.735]  They didn't.
[00:48:33.746 --> 00:48:34.526]  We have all the footage.
[00:48:35.347 --> 00:48:45.610]  We have them out on the street, and you can zoom in the HD video right there, with the FBI directing the cameraman, telling him what to do, everything, which is obvious.
[00:48:46.410 --> 00:48:56.814]  And metadata was received by a CNN reporter that didn't know what they were doing, sending Stone emails saying, hey, respond to your indictment.
[00:48:59.474 --> 00:49:00.775]  And it shows the timestamp
[00:49:02.190 --> 00:49:04.112]  A day before they SWAT teamed him.
[00:49:05.473 --> 00:49:08.556]  So, before anyone knew this happened, CNN knew.
[00:49:09.096 --> 00:49:09.817]  This is incredible.
[00:49:09.877 --> 00:49:12.419]  So, this shows the organized fraud.
[00:49:12.919 --> 00:49:13.700]  Criminal level.
[00:49:13.900 --> 00:49:18.804]  Just like Rosenstein and all these people like Comey.
[00:49:19.679 --> 00:49:20.220]  And McCabe.
[00:49:20.941 --> 00:49:25.947]  Hell, there's grand juries out looking to indict those guys right now in Maryland and Virginia.
[00:49:26.507 --> 00:49:29.871]  That's not getting coverage, though, because they lied to Congress.
[00:49:30.372 --> 00:49:32.074]  The FBI is not its own branch of government.
[00:49:32.094 --> 00:49:35.198]  It's not the Praetorian Guard in the fall of Rome.
[00:49:37.136 --> 00:49:38.917]  And so, it's rogue.
[00:49:38.937 --> 00:49:39.917]  And it's not the whole FBI.
[00:49:40.038 --> 00:49:41.958]  And I don't just say that because, oh, don't get me, FBI.
[00:49:42.119 --> 00:49:44.020]  I know a lot of FBI agents.
[00:49:44.040 --> 00:49:45.600]  They're hard-working, good Christian people, on average.
[00:49:45.960 --> 00:49:49.762]  But that's the low-level FBI agent that shows up if your kid gets kidnapped, there's a bank robbery.
[00:49:50.383 --> 00:49:52.524]  Or, you know, the local Muslim group's planning to bomb somebody.
[00:49:53.564 --> 00:49:57.386]  We're talking about the political, out-of-control, witch-hunt group at the top.
[00:49:58.007 --> 00:50:00.308]  But they're powerful, and they're in command of the FBI.
[00:50:02.073 --> 00:50:04.796]  So it doesn't matter if some of the agents said this is a bunch of crap and rolled their eyes.
[00:50:04.916 --> 00:50:05.657]  Obviously they know that.
[00:50:06.077 --> 00:50:07.879]  The point is to still follow orders, bro.
[00:50:07.919 --> 00:50:08.440]  Don't cut it.
[00:50:09.040 --> 00:50:10.782]  And that's the point we've gotten to in this country.
[00:50:10.802 --> 00:50:13.565]  So, Roger, we're going to start getting to this footage.
[00:50:14.471 --> 00:50:21.376]  And I'm not even trying to build this up, but literally they're shutting down all our Facebooks, all our Twitters, fan pages, everything.
[00:50:21.476 --> 00:50:23.557]  It's happened to you so that we can't get out to people.
[00:50:23.577 --> 00:50:25.939]  So before we air this footage, we'll do the whole next hour on this.
[00:50:26.600 --> 00:50:30.022]  Firing up the bat signal, Drudge has been very smart and cares about real news.
[00:50:30.602 --> 00:50:35.165]  When you gave your world exclusive before the press conference and your second press conference, he carried it.
[00:50:35.306 --> 00:50:36.086]  And those were important.
[00:50:36.526 --> 00:50:37.887]  Those dwarf.
[00:50:38.748 --> 00:50:41.170]  I mean, this is 50 times, in my view, more important
[00:50:42.259 --> 00:50:53.684]  This is the raw footage, and then zoomed in, of the FBI conferring, not once, not twice, but three times, with a reporter who's set up right at the front of your driveway.
[00:50:54.964 --> 00:50:58.926]  They block the streets, they come in, they direct him, they come back in, we're gonna show it all, then we're gonna show...
[00:51:00.356 --> 00:51:02.097]  The shocking footage of you and your wife.
[00:51:02.117 --> 00:51:03.718]  I mean, it's shocking.
[00:51:03.998 --> 00:51:10.863]  And I wish I could show their faces because, you know, the paramilitary guys are all serious, but then the regular FBI agents look like Yogi Bear or something.
[00:51:10.903 --> 00:51:12.944]  It's like they're at a picnic or something.
[00:51:13.745 --> 00:51:18.008]  And they're all slapping each other on the back, and they're setting up their tent.
[00:51:18.588 --> 00:51:23.291]  And I mean, it's just riveting, riveting behind-the-scenes footage.
[00:51:23.311 --> 00:51:27.934]  And you're seeing exclusive screenshots right now from InfoWars.com and NewsWars.com.
[00:51:27.954 --> 00:51:28.895]  But I'm going to stop here.
[00:51:30.179 --> 00:51:31.240]  Because the hour is almost over.
[00:51:31.860 --> 00:51:33.961]  And we haven't talked about StoneDefenseFund.com.
[00:51:34.801 --> 00:51:36.002]  And believe me, I know about lawyers.
[00:51:36.122 --> 00:51:40.064]  Our lawyer bills... I don't want to tell the enemy what the lawyer bills were in the last 12 months.
[00:51:40.124 --> 00:51:41.064]  It'll make them very happy.
[00:51:41.484 --> 00:51:42.545]  But we've had some big successes.
[00:51:42.585 --> 00:51:43.465]  Just got text messages.
[00:51:43.906 --> 00:51:45.386]  We've just won two big things in court.
[00:51:45.426 --> 00:51:46.487]  You'll never see them out on the news.
[00:51:47.407 --> 00:51:48.868]  Problem is, I've won like 15 of these suits.
[00:51:48.888 --> 00:51:49.969]  They just filed five more.
[00:51:50.149 --> 00:51:50.989]  But we're winning those.
[00:51:51.049 --> 00:51:52.950]  But I'm in a knockdown dragout.
[00:51:53.030 --> 00:51:54.251]  And folks, I've got the crew.
[00:51:54.351 --> 00:51:55.491]  I've got the will.
[00:51:55.992 --> 00:51:57.512]  I've got the people to keep the fight going.
[00:51:57.532 --> 00:51:58.493]  But I'm telling you.
[00:51:59.213 --> 00:52:03.136]  You've got to tell everyone to tune in to InfoWars.com forward slash show right now.
[00:52:03.657 --> 00:52:07.640]  You've got to, when these videos go up, so people can see what happened to Roger.
[00:52:07.660 --> 00:52:10.683]  If they won't let us put it on YouTube or anywhere else, even though it's super newsworthy.
[00:52:11.384 --> 00:52:12.845]  Because, you know, we're the fake news people, they say.
[00:52:12.865 --> 00:52:13.986]  No, we're the real news people.
[00:52:14.947 --> 00:52:16.488]  Folks always say, wouldn't somebody stand up?
[00:52:16.548 --> 00:52:17.269]  Why don't they exist?
[00:52:19.030 --> 00:52:21.812]  We're going to upload all this to InfoWars.com in the next 30 minutes.
[00:52:21.832 --> 00:52:22.913]  We're going to stream it live.
[00:52:23.834 --> 00:52:24.675]  Coming up next segment.
[00:52:26.827 --> 00:52:28.028]  Right at Infowars.com.
[00:52:28.048 --> 00:52:29.829]  You go to the front page of Infowars.com.
[00:52:29.849 --> 00:52:31.010]  It says global exclusive.
[00:52:32.952 --> 00:52:37.695]  FBI directed CNN crew at Stone Raid.
[00:52:38.636 --> 00:52:39.236]  It's all there.
[00:52:39.436 --> 00:52:40.677]  Nobody bought their lies.
[00:52:40.717 --> 00:52:41.137]  We know that.
[00:52:41.177 --> 00:52:41.678]  But here's the deal.
[00:52:41.938 --> 00:52:42.839]  They've been caught.
[00:52:43.399 --> 00:52:47.802]  And it shows if one part of an investigation breaks the law and is a fraud, all of it's over.
[00:52:48.142 --> 00:52:49.383]  But they've done it and done it and done it.
[00:52:49.403 --> 00:52:50.304]  There's no rush again.
[00:52:51.305 --> 00:52:52.926]  The crime is trying to reach out and get
[00:52:55.694 --> 00:52:57.376]  WikiLeaks on, everybody was trying that.
[00:52:59.018 --> 00:53:01.961]  I mean, hell, CNN and the New York Times were talking to Goose for 2.0.
[00:53:02.502 --> 00:53:02.882]  We weren't.
[00:53:03.283 --> 00:53:04.224]  Other than text messages.
[00:53:04.564 --> 00:53:05.625]  So, yeah, we're journalists.
[00:53:05.665 --> 00:53:06.146]  It's what we do.
[00:53:06.186 --> 00:53:07.067]  We get big scoops.
[00:53:07.528 --> 00:53:08.409]  Time and time again.
[00:53:08.649 --> 00:53:09.690]  And that's my crime.
[00:53:10.571 --> 00:53:11.312]  Is we're dogging.
[00:53:11.352 --> 00:53:11.472]  So.
[00:53:12.512 --> 00:53:23.761]  I need your financial support if you want this operation to... I'm about to pull the trigger on expanding, which they've backed us off over a year we've been behind, or contracting, because there's no stay the same size.
[00:53:24.341 --> 00:53:30.226]  And I've got to make decisions here and be judicious about this, but I've always only expanded in the face of a fight.
[00:53:31.888 --> 00:53:33.089]  There's a Scorpion song about that.
[00:53:33.109 --> 00:53:34.129]  I forget the name.
[00:53:35.090 --> 00:53:35.850]  Don't stop at the top.
[00:53:35.870 --> 00:53:39.792]  Maybe we'll come in at the start of hour two, six after with that.
[00:53:39.852 --> 00:53:42.373]  But I think it's in the player in there.
[00:53:43.294 --> 00:53:53.879]  So that's what this is all about is doing the right thing and not being whims and actually measuring up to our forebearers and being Americans and acting like what Americans were known for instead of what we've turned into.
[00:53:54.939 --> 00:53:56.620]  So I make it easy at InfoWarsTour.com.
[00:53:58.223 --> 00:54:05.725]  We have the best nutraceuticals, the best ultimate bone broth, 50% off, the best FDA-approved super silver.
[00:54:05.785 --> 00:54:06.785]  Nobody else has got this.
[00:54:07.506 --> 00:54:12.707]  We've got 50% off when you get the combo of that, because I know people need it right now in the winter with all the stuff that's going on.
[00:54:13.047 --> 00:54:14.468]  Brain Force, the amazing nootropic.
[00:54:14.488 --> 00:54:18.449]  We just went out and looked at top brands that were 60, 70 bucks and said, let's make it even stronger.
[00:54:18.469 --> 00:54:20.029]  See, I don't reinvent the wheel.
[00:54:20.089 --> 00:54:23.590]  It's top selling, has five stars, everybody loves it, it's tested, it's clean.
[00:54:23.990 --> 00:54:25.211]  I go, what's the markup on that?
[00:54:25.231 --> 00:54:26.471]  Oh, they're marking it up five times.
[00:54:27.156 --> 00:54:32.082]  Okay, well let's make it even stronger and only mark it up 150% and then discount it 50%.
[00:54:33.544 --> 00:54:35.506]  I believe people will recognize that and will want that.
[00:54:35.546 --> 00:54:38.109]  Well, at 50% off, we're basically not even making any money on it.
[00:54:38.510 --> 00:54:39.451]  But I want you to try.
[00:54:39.471 --> 00:54:41.133]  It's, it's, it's, it's, it's...
[00:54:42.847 --> 00:54:51.569]  Kissing Cousin, you could say, and that would be the turbo force that's beyond energy drink replacement, beyond pre-workout, beyond anything.
[00:54:51.589 --> 00:55:05.271]  You better take half a pack the first time you take it, because it's got all the synergistic minerals and vitamins and cofactors and amino acids that upload it, and a wide spectrum of known Mother Nature-based energy that absolutely delivers it like nothing you've experienced.
[00:55:06.472 --> 00:55:07.012]  Hell, there's only
[00:55:08.123 --> 00:55:10.204]  You're going to have the floor when we get back.
[00:55:10.224 --> 00:55:13.867]  We're going to play all the footage, but I want people to know, this is a big deal.
[00:55:36.081 --> 00:55:39.246]  Like, we're not making friends with stuff like this.
[00:55:39.686 --> 00:55:40.948]  They're going to try to gag you tomorrow.
[00:55:41.008 --> 00:55:44.333]  You weren't going to release this until they leaked it to the Senate.
[00:55:44.653 --> 00:55:46.055]  We're going to talk about it all, but first off...
[00:55:46.994 --> 00:55:48.234]  I know the listeners have already come through great.
[00:55:48.514 --> 00:55:49.215]  We appreciate them.
[00:55:49.655 --> 00:55:50.555]  And, you know, you're employed here.
[00:55:50.575 --> 00:55:51.215]  That helps you some.
[00:55:51.235 --> 00:55:52.376]  But I know what those bills are like.
[00:55:52.636 --> 00:55:54.977]  You're having to move out of your house, move into an apartment, you told me.
[00:55:54.997 --> 00:55:56.757]  You've got a lot of other stuff going on.
[00:55:56.897 --> 00:55:58.938]  I know how much money it takes to fight Goliath.
[00:55:59.318 --> 00:56:03.039]  So people really should go to StoneDefenseFund.com, make a donation.
[00:56:03.319 --> 00:56:08.281]  They should go to StoneColdTruth.com and get a Roger Stone did nothing wrong shirt.
[00:56:08.301 --> 00:56:11.322]  They should understand that we have been picked for destruction.
[00:56:12.322 --> 00:56:18.047]  So that once we're destroyed, they can steal our identity once we're gagged, and make us into the demons they claimed we were.
[00:56:18.307 --> 00:56:21.370]  They've written us into their script, and it's important we break out of it.
[00:56:22.884 --> 00:56:24.105]  That's exactly right, Alex.
[00:56:24.145 --> 00:56:30.291]  And as I've said many times, the survival of InfoWars is absolutely crucial to my strategy to win this case.
[00:56:30.411 --> 00:56:35.236]  Because this is the only place where you can get the stone cold truth, where you can get all of it.
[00:56:35.336 --> 00:56:39.120]  Because they don't edit, we don't censor, we don't hide things.
[00:56:39.260 --> 00:56:47.548]  So I appreciate the thousands of my supporters in the InfoWars community who are buying great products at the InfoWars.com site.
[00:56:47.988 --> 00:56:51.810]  In giving to my legal defense fund at StoneDefenseFund.com.
[00:56:52.150 --> 00:56:58.233]  You can get my books at the Infowars.com site in the store at a better price than you can get them.
[00:56:58.493 --> 00:57:05.876]  You can give to me directly to pay for my incredibly expensive but very effective lawyers at StoneDefenseFund.com.
[00:57:06.496 --> 00:57:14.620]  We're in this fight together, but the chances of my surviving without a vibrant, robust Infowars out there where people can see it
[00:57:15.060 --> 00:57:15.881]  We're almost nil.
[00:57:16.001 --> 00:57:18.205]  So please, folks, support us both.
[00:57:18.265 --> 00:57:19.647]  We all need your support.
[00:57:19.807 --> 00:57:25.014]  Roger, I don't think... I'm going to tell you about the most chilling experience of my entire life.
[00:57:25.435 --> 00:57:26.256]  We're going to break, Roger.
[00:57:26.276 --> 00:57:26.917]  We'll come back and do that.
[00:57:27.077 --> 00:57:30.902]  Everyone, whether you're listening on AM, FM, TV, Internet, talk right now.
[00:57:31.243 --> 00:57:31.783]  We got...
[00:57:32.344 --> 00:57:35.005]  The FBI directing and working with the CNN reporter.
[00:57:35.165 --> 00:57:37.206]  We caught evil CNN red-handed.
[00:57:37.566 --> 00:57:41.348]  This is epic, but we got to push it through now, through the censors, the live feed.
[00:57:41.648 --> 00:57:43.389]  Infowars.com forward slash show.
[00:57:43.829 --> 00:57:46.070]  Right now, ladies and gentlemen, it's about to break.
[00:57:46.270 --> 00:57:50.192]  Right now, on the other side, Hour 2, only two minutes away.
[00:57:50.292 --> 00:57:50.792]  Stay with us.
[00:57:53.430 --> 00:57:59.053]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:57:59.734 --> 00:58:00.834]  Ultimate Bone Broth.
[00:58:01.274 --> 00:58:07.038]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:58:07.638 --> 00:58:11.060]  This incredible formula will help you get the most out of your workout.
[00:58:11.320 --> 00:58:16.305]  With the power of ultra-high quality bone broth, one of the most popular health trends on the planet.
[00:58:16.545 --> 00:58:28.376]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:58:28.936 --> 00:58:33.140]  This incredible chicken bone broth formula contains time-tested ingredients.
[00:58:33.520 --> 00:58:38.728]  It's time to experience what Ultimate Bone Broth can do for you.
[00:58:54.178 --> 00:58:57.580]  For those looking for the ultimate source of energy for their day.
[00:58:57.861 --> 00:58:58.261]  Every day.
[00:58:58.641 --> 00:59:00.703]  The Brain Synergy Combo is here.
[00:59:01.123 --> 00:59:10.509]  Combining the powerful Turbo Force and Brain Force Plus nootropic formulas, this combo has what you need to hit your maximum potential every day.
[00:59:10.890 --> 00:59:20.036]  Take the tasty tropical berry flavored Turbo Force instant ring hits with you on the go or at work to help provide you with focus, clarity, and energy.
[00:59:20.416 --> 00:59:33.927]  And to reach your full potential, hit the next generation of advanced neural activation with the BrainForce Plus Neutrogen, a fan-favorite formula fueled by powerful, time-tested ingredients for a true 360 whip.
[00:59:34.547 --> 00:59:37.890]  With this combo, you can have energy wherever you need it.
[00:59:37.950 --> 00:59:40.872]  At home, on the go, in the car, and more.
[00:59:41.313 --> 00:59:47.518]  Get pure energy on tap and take advantage of old and new InfoWars powerhouse formulas
[00:59:48.158 --> 00:59:49.379]  The Alex Jones Show.
[00:59:49.739 --> 00:59:52.220]  Because there is a war on, for your mind.
[01:01:05.889 --> 01:01:06.990]  We kicked Hillary out.
[01:01:08.730 --> 01:01:10.730]  We're getting nationalists elected everywhere.
[01:01:10.750 --> 01:01:14.171]  We're catching corporate media and lies every day.
[01:01:15.091 --> 01:01:16.012]  Humanity's waking up.
[01:01:17.312 --> 01:01:20.333]  The Democrats are openly saying they support killing babies after they're born.
[01:01:21.353 --> 01:01:24.673]  The energy level of humanity is surging against this.
[01:01:25.534 --> 01:01:26.574]  I've got my finger on the pulse.
[01:01:28.595 --> 01:01:32.100]  But at the same time, those of us at the tip of the spear have to pay the piper.
[01:01:33.441 --> 01:01:39.229]  But everything we have in civilization is because other men and women paid the piper.
[01:01:40.791 --> 01:01:41.652]  And I'm not a sadist.
[01:01:41.772 --> 01:01:42.553]  I don't like pain.
[01:01:42.593 --> 01:01:43.495]  I don't like punishment.
[01:01:44.075 --> 01:01:45.858]  I just can't back down to criminals.
[01:01:48.564 --> 01:01:50.365]  So we're living in an epic time, ladies and gentlemen.
[01:01:50.485 --> 01:01:52.507]  Roger, STEM Stations don't care this first five minutes.
[01:01:52.567 --> 01:01:54.948]  We are plunging into it next segment.
[01:01:54.968 --> 01:01:56.109]  I haven't been building this up.
[01:01:56.129 --> 01:02:00.311]  There's been issues and, you know, things obviously with all this HD video getting it ready.
[01:02:00.331 --> 01:02:02.913]  But we've got it all ready now and all prepared.
[01:02:03.854 --> 01:02:06.335]  I just want to be able to review it.
[01:02:06.375 --> 01:02:08.156]  And, you know, that takes time during breaks.
[01:02:08.697 --> 01:02:11.479]  So I've been working during little three and four minute, two minute breaks.
[01:02:14.005 --> 01:02:19.689]  We have some major breaking news that just adds cherry and nuts and chocolate sauce onto this Sunday.
[01:02:20.489 --> 01:02:39.301]  We'll play after the break, but Whitaker's come out and said that, that's acting Attorney General, and in congressional testimony we have the footage, deeply concerned that CNN was at Roger Stonerade, and now they're already calling for hearings, and Mueller's group has already lied and said they weren't involved, even though we have the metadata that you got and the footage now.
[01:02:40.502 --> 01:02:42.904]  These guys are really arrogant.
[01:02:43.684 --> 01:02:45.564]  And now I think they're in a lot of trouble, Roger.
[01:02:47.605 --> 01:02:59.127]  Well, the irony, of course, Alex, is CNN is now attempting to say that there's nothing extraordinary here, that they've been staking out my house every Friday, starting late Thursday night for months.
[01:02:59.527 --> 01:03:06.469]  Of course, the security camera video that we have proved that that is yet another bald-faced lie from CNN.
[01:03:07.089 --> 01:03:24.411]  There's just no question that the security camera footage that people are about to see clearly shows CNN showing up roughly 50 minutes before the raid on my home, shows them setting up their camera tripod almost exactly nine minutes before the FBI arrives.
[01:03:25.752 --> 01:03:43.961]  17 vehicles, two of them armored vehicles, two amphibious units in the backyard because I live on a canal, a helicopter overhead, 29 agents wearing night vision goggles, fully attired in SWAT gear, armored vests,
[01:03:44.501 --> 01:03:54.911]  All carrying assault weapons and sidearms, a huge metal device they use for bashing in the door in the unlikely event that I wouldn't open it.
[01:03:55.071 --> 01:03:55.872]  A ram.
[01:03:56.272 --> 01:03:56.873]  It's a battery ram.
