[00:00:12.792 --> 00:00:13.237]  Let's go!
[00:44:59.397 --> 00:45:04.141]  This isn't CBD oil derived from marijuana that's high in THC.
[00:45:04.421 --> 00:45:12.529]  This is derived from industrial high-quality organic hemp and it's legal in all 50 states and now
[00:45:13.717 --> 00:45:23.806]  Trump has signed the executive order allowing the industrial growing of hemp so we won't even have to import it from Canada to Colorado where it's then produced, bottled, and distributed.
[00:45:24.106 --> 00:45:25.948]  Now listen, I know a lot about it.
[00:45:25.988 --> 00:45:26.568]  I've researched it.
[00:45:26.608 --> 00:45:32.073]  I've turned down probably 20, 30 companies who've been wanting to sponsor us the last six years.
[00:45:32.093 --> 00:45:33.494]  It's gotten really crazy the last two.
[00:45:34.315 --> 00:45:46.263]  But now that the law is clear, now that our listeners can't get burned, now that we have a partnership with one of the top companies in the United States known for their organic quality, known for being patriots,
[00:45:47.538 --> 00:45:55.383]  They have created a new website and a private label of their entire spectrum of award-winning products called Washington's Reserve.
[00:45:56.064 --> 00:46:12.295]  And there are so many attributes, so many different things that hemp-derived, hemp-rich CBD oil has to offer that you just need to go to washingtonsreserve.com for yourself and see it all, because they have more than 40 products.
[00:46:12.655 --> 00:46:15.417]  Now, remember, the Globalists have tried to take our merchant accounts away.
[00:46:15.617 --> 00:46:16.618]  They've tried to shut us down.
[00:46:17.398 --> 00:46:18.599]  They've tried to boycott us.
[00:46:18.619 --> 00:46:19.420]  They've tried to sue us.
[00:46:19.940 --> 00:46:26.445]  And I said in the last six months, I'm going to move not away from a direct sales marketing of great products to you to fund us.
[00:46:26.645 --> 00:46:28.567]  We're still going to do that and then forwardslife.com.
[00:46:28.787 --> 00:46:34.412]  But we're also going to bring on the best sponsors in the country, the very best products.
[00:46:34.492 --> 00:46:36.333]  And this is the first big one.
[00:46:36.693 --> 00:46:37.554]  So I'm very excited.
[00:46:37.574 --> 00:46:38.355]  Be sure and go there.
[00:46:38.415 --> 00:46:45.060]  Experience the power of high quality hemp extract with CBD exclusively available at washingtonsreserve.com for the
[00:46:45.060 --> 00:46:47.562]  So, highest quality, the lowest prices.
[00:46:48.022 --> 00:46:53.787]  It's all there, ladies and gentlemen, at WashingtonReserve.com, and you're helping fund the info war the whole time.
[00:47:06.417 --> 00:47:09.239]  You're listening to the Alex Jones Show.
[00:47:13.345 --> 00:47:20.069]  A lot of his supporters believe that we are the enemy of the American people, and that is really, really an awful situation.
[00:47:20.410 --> 00:47:22.611]  We are not the enemy of the American people.
[00:47:22.631 --> 00:47:24.032]  We love the American people.
[00:47:35.239 --> 00:47:37.421]  We are not the enemy of the American people.
[00:47:37.461 --> 00:47:38.822]  We love the American people.
[00:47:38.842 --> 00:47:40.343]  We love the American people.
[00:47:42.284 --> 00:47:43.805]  We love the American people.
[00:47:43.845 --> 00:47:58.094]  They came in peace.
[00:47:58.595 --> 00:48:00.736]  We are not the enemy of the American people.
[00:48:00.776 --> 00:48:07.360]  We love the American people.
[00:48:10.002 --> 00:48:11.263]  This is CNN.
[00:48:15.490 --> 00:48:19.372]  If you are receiving this transmission, you are the resistance.
[00:48:38.623 --> 00:48:48.071]  This informant, this person that they planned and tried to plan into the campaign and even into the administration, if you believe Axios, he's not the only person that came at the campaign.
[00:48:48.331 --> 00:48:52.014]  And the FBI is not the only Obama agency that came at the campaign.
[00:48:52.414 --> 00:48:53.715]  I know because they came at me.
[00:48:54.095 --> 00:48:57.758]  And I'm looking for clearance from my attorney to reveal this to the public.
[00:48:58.058 --> 00:48:59.239]  This is just the beginning.
[00:48:59.740 --> 00:49:06.085]  And I'll tell you, when we finally find out the truth about this, Director Clapper and the rest of them,
[00:49:06.585 --> 00:49:08.245]  Are gonna be wearing some orange suits.
[00:49:08.646 --> 00:49:10.826]  You just heard Michael Caputo break that down.
[00:49:11.646 --> 00:49:13.147]  I was thinking about this this morning.
[00:49:13.167 --> 00:49:16.187]  And it gave me a headache.
[00:49:16.848 --> 00:49:29.711]  Because there are so many known FBI, Democratic Party, George Soros Foundation, Defense Intelligence, CIA, globalist operatives.
[00:49:32.205 --> 00:49:40.127]  Who were openly surveilling Trump when he was a candidate, when he was the nominee, when he was president-elect, and even once he was president.
[00:49:40.247 --> 00:49:42.287]  First, oh, we're never spying on you.
[00:49:43.388 --> 00:49:46.588]  We're monitoring your digital transmissions, not wiretapping.
[00:49:46.608 --> 00:49:47.428]  That's an old term.
[00:49:48.269 --> 00:49:51.789]  So technically we're not wiretapping, we're just intercepting everything illegally.
[00:49:52.390 --> 00:49:55.910]  Oh, we always said we didn't have moles inside the campaign.
[00:49:56.290 --> 00:49:58.571]  We had informants for your own safety.
[00:49:59.912 --> 00:50:11.963]  Run by Hillary Clinton, and run by Strzok, and run by McCabe, and run by Mueller, and all the rest of these people, who've all testified before Congress, there was no surveillance, and now they've been caught lying.
[00:50:12.183 --> 00:50:14.986]  This is so sensational.
[00:50:15.646 --> 00:50:26.236]  And it's been reported that this dossier was all dressed up by the FBI, taken to the FISA court, and presented as a legitimate intelligence document
[00:50:27.622 --> 00:50:30.983]  That it became the basis for granting a warrant to spy on Americans.
[00:50:31.904 --> 00:50:40.647]  Congressman, our staffs have been having extensive interaction with both intelligence committees on our interaction with the FISA court, and I think that's the appropriate setting for those questions.
[00:50:40.867 --> 00:50:42.088]  Here's what I think, Director Wray.
[00:50:43.028 --> 00:50:48.731]  I think Peter Strzok, head of counterintelligence at the FBI, Peter Strzok
[00:50:49.858 --> 00:50:53.041]  The guy who ran the Clinton investigation, did all the interviews.
[00:50:53.481 --> 00:50:57.565]  Peter Strzok, the guy who was running the Russian investigation at the FBI.
[00:50:58.285 --> 00:51:01.849]  Peter Strzok, Mr. Super Agent at the FBI.
[00:51:02.189 --> 00:51:05.852]  I think he's the guy who took the application to the FISA Court.
[00:51:06.513 --> 00:51:14.460]  And if that happened, I mean, if this happened, if you had the FBI working with a campaign, the Democrats' campaign,
[00:51:16.189 --> 00:51:23.412]  Taking opposition research, dressing it all up and turning it into an intelligence document and taking it to the FISA court so they can spy on the other campaign?
[00:51:24.072 --> 00:51:27.374]  If that happened, that is as wrong as it gets.
[00:51:27.434 --> 00:51:33.136]  It's so incredible that we are at this point and the media is desperately trying to cover it up.
[00:51:34.077 --> 00:51:42.961]  Desperately trying to not give it any coverage because they've all told you on late night comedy and on all the fake dinosaur media and all the fake news
[00:51:43.894 --> 00:51:51.568]  That there is no spying on the campaign because it dwarfs Watergate by magnitudes.
[00:51:51.971 --> 00:51:53.791]  All right, let's just call it Crossfire Hurricane.
[00:51:54.452 --> 00:51:54.672]  Great.
[00:51:54.732 --> 00:51:55.572]  Classic Stones.
[00:51:56.012 --> 00:51:57.352]  Mick Jagger, you're a bad boy.
[00:51:57.812 --> 00:51:59.933]  You know, Keith was the driving force behind that band, right?
[00:52:00.473 --> 00:52:02.353]  Oh, we're just discounting Brian Jones here?
[00:52:02.393 --> 00:52:03.613]  Come on, the guy could play the zither.
[00:52:03.753 --> 00:52:16.036]  You know, the focus here, as it was with the intelligence community, is not on the campaign, per se, but what the Russians were doing to try to instantiate themselves in the campaign or to influence or leverage it.
[00:52:16.816 --> 00:52:20.277]  So if there was someone that was observing that sort of thing,
[00:52:21.357 --> 00:52:22.878]  Uh, well, that's a good thing.
[00:52:23.138 --> 00:52:34.105]  At the end of the day, the big, fat, rotting, stinking, bloated, demonic whale that is the New World Order is going down, down, down to David Jones' locker.
[00:52:37.147 --> 00:52:41.650]  Rallying patriots worldwide in defense of human liberty.
[00:52:42.190 --> 00:52:43.671]  It's Alex Jones.
[00:52:45.157 --> 00:52:49.800]  Now you remember all those fake polls during the campaign that had Hillary 10, 20, 30 points ahead of Trump?
[00:52:50.420 --> 00:52:52.081]  She had a 98% chance of winning.
[00:52:52.141 --> 00:52:58.064]  The secret algorithm that they had that they found, you know, in a junk pile at the New York Times.
[00:52:58.924 --> 00:53:00.105]  They're making their move on Trump.
[00:53:00.125 --> 00:53:01.966]  Suddenly Fox News is anti-Trump.
[00:53:02.026 --> 00:53:02.907]  Everything's anti-Trump.
[00:53:03.247 --> 00:53:04.267]  He's a Russian agent.
[00:53:04.688 --> 00:53:09.630]  They're trying to plunge the economy and poll Trump approval rating lowest in a year.
[00:53:11.711 --> 00:53:13.272]  But then you get into the nuts and bolts of it.
[00:53:13.472 --> 00:53:14.433]  It's all manipulation.
[00:53:16.107 --> 00:53:23.754]  All right, let's pull back from this here, and I will get into the actual Procter & Gamble ad that I've been talking about.
[00:53:23.954 --> 00:53:34.943]  It's up on Infowars.com and Newswars.com at the start of the next hour, because it's powerful, it's sick, it shows men as evil devils, but other good men as the enforcers.
[00:53:34.963 --> 00:53:40.548]  It's the only way to get men fighting with each other to show them what good masculinity is.
[00:53:42.668 --> 00:53:49.429]  I believe this will backfire on them mightily, but this is the intensification of the culture war.
[00:53:50.849 --> 00:53:53.970]  But real men and women around the world are coming together and fighting back against this.
[00:53:54.650 --> 00:53:58.471]  We're now into the 10th week of the Yellow Vest demonstrations now spreading around the world.
[00:53:58.751 --> 00:54:01.691]  They tried to outlaw and outlaw public assembly in France.
[00:54:02.231 --> 00:54:10.313]  Now there's even bigger demonstrations and a EU armored vehicle has crashed into the Arc de Trump, if I'm saying that right.
[00:54:11.434 --> 00:54:15.917]  And it has exploded into flames, and so you've got that being damaged.
[00:54:16.237 --> 00:54:18.698]  That is up on Infowars.com right now.
[00:54:18.778 --> 00:54:19.539]  Very important article.
[00:54:19.559 --> 00:54:20.039]  Go get that.
[00:54:20.319 --> 00:54:23.561]  Now, going back to what we're talking about.
[00:54:23.621 --> 00:54:26.363]  The branding of Trump with his image with Putin.
[00:54:26.443 --> 00:54:26.763]  See?
[00:54:26.803 --> 00:54:27.083]  Look!
[00:54:27.143 --> 00:54:27.843]  He's a Russian.
[00:54:27.884 --> 00:54:29.064]  There he is meeting with him.
[00:54:29.765 --> 00:54:30.725]  And oh, did you hear?
[00:54:30.765 --> 00:54:32.606]  He was actually under investigation as a criminal.
[00:54:33.327 --> 00:54:36.729]  But you just all heard him say he never was under investigation, but now he was.
[00:54:37.642 --> 00:54:38.942]  The scandal is they were lying.
[00:54:39.262 --> 00:54:40.323]  The scandal, it was political.
[00:54:40.503 --> 00:54:41.743]  The scandal is they found nothing.
[00:54:42.043 --> 00:54:47.565]  But it's simple branding where they show him with Putin and then tell you his approval rating's down.
[00:54:47.585 --> 00:54:49.945]  Because you know, you can't trust that Trump.
[00:54:50.005 --> 00:54:51.006]  He hates America.
[00:54:51.906 --> 00:54:55.547]  Now, Governor Cuomo that says America was never great will never be great.
[00:54:55.647 --> 00:54:56.307]  He's a good guy.
[00:54:56.447 --> 00:54:59.148]  Alexander Cortez that says the country's bad, she's good.
[00:55:01.729 --> 00:55:02.189]  People like
[00:55:04.428 --> 00:55:08.312]  The former leader of the Democratic Party, who Hillary stole the nomination from, Bernie Sanders.
[00:55:09.153 --> 00:55:09.253]  He!
[00:55:10.512 --> 00:55:11.573]  Says he doesn't like the country.
[00:55:12.273 --> 00:55:13.213]  But that's okay.
[00:55:13.253 --> 00:55:18.376]  The Ninth Circuit says you can't have American flags in public places or public schools because they're a sign of evil.
[00:55:18.756 --> 00:55:19.697]  A sign of racism.
[00:55:20.097 --> 00:55:22.878]  And the Democratic Party says they want the American flag changed.
[00:55:22.938 --> 00:55:23.499]  A lot of them do.
[00:55:23.759 --> 00:55:24.619]  They say it's bad now.
[00:55:24.999 --> 00:55:26.720]  Trump warned of that and now they're doing it.
[00:55:27.180 --> 00:55:29.181]  But see, they love the country, though.
[00:55:29.221 --> 00:55:30.122]  They're good people.
[00:55:30.522 --> 00:55:37.326]  It's that Trump you can't trust who wants the jobs back and the economy back and the border secured and the military to have their
[00:55:39.520 --> 00:55:41.081]  Pay raise and all these things.
[00:55:41.181 --> 00:55:42.282]  He's the bad one.
[00:55:42.582 --> 00:55:44.204]  Trust Alexander Cortez.
[00:55:44.464 --> 00:55:46.926]  Trust Nancy Pelosi.
[00:55:47.006 --> 00:55:47.787]  Trust them.
[00:55:47.907 --> 00:55:58.155]  Do not ever, ever, ever, ever, ever, ever, ever, ever, ever trust the military or Trump or the police.
[00:55:58.675 --> 00:56:00.497]  The Democrats are like, well, just kill the police.
[00:56:00.517 --> 00:56:01.498]  You know, they're bad.
[00:56:01.938 --> 00:56:04.980]  So here's a few minutes of them branding it on Fox News just minutes ago.
[00:56:08.183 --> 00:56:09.324]  Yes, but a couple of things.
[00:56:09.364 --> 00:56:12.646]  I think we're going down a very tough road for the future.
[00:56:13.046 --> 00:56:19.370]  If you have to get the notes of the interpreter and interview the interpreters of all these world leaders, they're there to interpret, not to analyze.
[00:56:19.690 --> 00:56:30.517]  All of a sudden you've got to put them on the national stage to tell everybody what they believe what the president meant when he was talking to President Xi, President Modi, or Vladimir Putin.
[00:56:30.737 --> 00:56:31.538]  I think it's terrible.
[00:56:31.618 --> 00:56:33.499]  Also, there's a little bit of a pattern here.
[00:56:34.059 --> 00:56:43.821]  What is the same thing we have in common with President Xi, Kim Jong Un, Modi, and of course Vladimir Putin?
[00:56:44.201 --> 00:56:45.942]  The President likes to do things one-on-one.
[00:56:46.142 --> 00:56:46.782]  He always has.
[00:56:47.102 --> 00:56:48.862]  They all met behind closed doors.
[00:56:48.902 --> 00:56:49.783]  There hasn't been a problem.
[00:56:50.043 --> 00:56:53.264]  The problem is with Vladimir Putin if you want to identify a pattern.
[00:56:55.788 --> 00:57:01.851]  Okay, and I ask about those notes because Republican Senator Ron Johnson of Wisconsin was defending the president.
[00:57:02.732 --> 00:57:13.638]  Morgan saying that, you know, and I believe he was referring to the grabbing of those translator notes, saying that the president was really trying to prevent leaks that were rife in his administration.
[00:57:14.853 --> 00:57:19.115]  That wouldn't surprise me at all, considering, as Kellyanne Conway said this morning, what we had at the time.
[00:57:19.516 --> 00:57:21.817]  Listen, if there, if we... I'll stop there.
[00:57:22.217 --> 00:57:23.678]  Kind of sounds like a half-hearted defense.
[00:57:23.738 --> 00:57:23.918]  No.
[00:57:24.298 --> 00:57:29.281]  Even CNN's own article admitted it's totally normal to stop leaks and that all presidents do it.
[00:57:29.321 --> 00:57:31.262]  But see, that's all forgotten now.
[00:57:31.322 --> 00:57:33.363]  Everybody wants to prove that they know Trump's bad.
[00:57:33.703 --> 00:57:37.605]  In case they can take him down, they're all now trying to get on the good side with the deep state.
[00:57:38.025 --> 00:57:40.087]  Disgusting, filthy, evil Fox News.
[00:57:41.227 --> 00:57:42.969]  Absolutely unbelievable and un-American.
[00:57:43.229 --> 00:57:45.632]  We'll be right back, ladies and gentlemen, with the second hour.
[00:57:45.652 --> 00:57:48.214]  Stay with us.
[00:57:59.810 --> 00:58:01.552]  Let's go to Wildman in Illinois.
[00:58:01.572 --> 00:58:03.895]  Thanks for holding, and not to say Happy New Year.
[00:58:03.915 --> 00:58:04.195]  Go ahead.
[00:58:04.496 --> 00:58:13.967]  Alex, yeah, going into 2019, what Trump's gotta do to save America, he's gotta declassify FISA, expose the corruption, arrest the traitors, and arrest the pedophiles.
[00:58:13.987 --> 00:58:15.208]  That's how he saves America.
[00:58:15.268 --> 00:58:18.973]  My opinion, an over-the-road trucker, hardworking, honest man, that's what I believe.
[00:58:19.213 --> 00:58:19.533]  I agree.
[00:58:19.613 --> 00:58:20.374]  Victory or death.
[00:58:20.434 --> 00:58:22.095]  He's now, looks like he's cleaning house.
[00:58:22.435 --> 00:58:23.915]  He's getting rid of all the double agents.
[00:58:24.476 --> 00:58:27.017]  And the word is Trump is going to go into battle now.
[00:58:27.377 --> 00:58:29.678]  We're talking he's going to strike back against the censorship.
[00:58:29.698 --> 00:58:31.419]  He's going to strike back against the pedophile rings.
[00:58:31.439 --> 00:58:31.999]  It's already begun.
[00:58:32.019 --> 00:58:34.101]  He's going to strike back against the deep state.
[00:58:34.581 --> 00:58:39.923]  He's going to strike back against all the criminal activity of Comey and Mueller being Russian operatives.
[00:58:40.284 --> 00:58:40.904]  So just get ready.
[00:58:41.204 --> 00:58:41.665]  I'd say.
[00:58:41.725 --> 00:58:45.329]  Another note, I've spent over $3,000 in your store this year.
[00:58:45.550 --> 00:58:47.993]  I'm a loyal supporter, and thanks for great products.
[00:58:48.173 --> 00:58:49.214]  Brother, let me tell you something.
[00:58:49.274 --> 00:58:50.496]  I want to thank you.
[00:58:50.676 --> 00:58:57.925]  If folks like you didn't stand with us against the incredible Hillary Clinton and Soros attacks, which they admit they're running, we would not be here now.
[00:58:58.646 --> 00:59:00.086]  They're taking Michael Savage off the air.
[00:59:00.607 --> 00:59:02.267]  They're taking everybody.
[00:59:02.287 --> 00:59:04.087]  They took Franklin Graham off Facebook.
[00:59:04.107 --> 00:59:07.228]  They need to get us all off the air before they make their move on Trump.
[00:59:07.268 --> 00:59:09.169]  That's why this is a war.
[00:59:09.709 --> 00:59:11.209]  And you supporting us is incredible.
[00:59:11.449 --> 00:59:12.770]  Which products do you like the best?
[00:59:12.890 --> 00:59:14.490]  Man, I use the bodies.
[00:59:14.570 --> 00:59:15.791]  I got so many t-shirts.
[00:59:15.811 --> 00:59:16.871]  It ain't even funny.
[00:59:16.931 --> 00:59:21.532]  I got your stickers posted on my hard hat, on my GPS, my truck.
[00:59:21.992 --> 00:59:25.553]  I tell truckers about you over the CB Airways all across the country.
[00:59:25.853 --> 00:59:26.994]  I spread the word about you.
[00:59:27.174 --> 00:59:27.974]  I wear your clothes.
[00:59:28.374 --> 00:59:30.297]  Your hats, your shirts, you name it.
[00:59:30.537 --> 00:59:32.079]  A multitude of products.
[00:59:32.379 --> 00:59:36.024]  How much love do you get versus, how much love versus hate do you get?
[00:59:36.064 --> 00:59:42.973]  Um, you know, it's uh, people skeptical, but like it's probably about 50-50 or 60-40 year way.
[00:59:43.013 --> 00:59:45.797]  I just, I guess so many people got their head in the sand out here.
[00:59:54.679 --> 00:59:58.780]  Leading a frontal assault on the lies of the New World Order.
[00:59:59.300 --> 01:00:00.641]  It's Alex Jones.
[01:00:14.464 --> 01:00:16.224]  Welcome back, I'm Alex Jones, your host.
[01:00:16.244 --> 01:00:22.026]  I'm gonna drill into the most shocking anti-man propaganda brought to you by Gillette.
[01:00:22.898 --> 01:00:25.460]  And the globalists saying men, period, are bad.
[01:00:25.560 --> 01:00:26.721]  It's coming up next segment.
[01:00:27.141 --> 01:00:32.725]  But first, John Bowne, one of our great investigative reporters, has a way with words and really crystallizing truth.
[01:00:33.425 --> 01:00:38.109]  And this report we're about to premiere here will then be posted to InfoWars.com and NewsWars.com.
[01:00:38.469 --> 01:00:43.672]  And only when you share it via email, text message, or by word of mouth will it get out.
[01:00:44.133 --> 01:00:46.374]  America under full-blown propaganda dominance.
[01:00:46.394 --> 01:00:48.296]  We're posting it to InfoWars.com.
[01:00:48.376 --> 01:00:49.537]  It just went live.
[01:00:50.157 --> 01:00:51.098]  Now look at this write-up here.
[01:00:51.914 --> 01:00:55.115]  America under full-blown propaganda dominance.
[01:00:55.715 --> 01:01:02.097]  Every American citizen must understand the country is no longer on the precipice of a unified deep state takeover of the American narrative.
[01:01:03.357 --> 01:01:05.218]  The deep state has reached its destination.
[01:01:05.518 --> 01:01:07.098]  Here's John Bowne's powerful report.
[01:01:07.618 --> 01:01:20.302]  If you really want to get a very crisp grasp on wide-spectrum analysis of what's happening in the world from a perspective of a kamikaze, because they do come after you when you do this,
[01:01:21.263 --> 01:01:22.143]  You found the place here.
[01:01:23.604 --> 01:01:39.993]  You found the media operation that the enemy is working round the clock from the Democratic Party to leftist arms the CIA to shut down because they can't be engaging in their domestic propaganda operation
[01:01:41.681 --> 01:01:44.983]  To bring us into the One World Government, if we are awake.
[01:01:45.383 --> 01:01:49.666]  Giants like Facebook have any obligation to stop InfoWars in its tracks.
[01:01:50.586 --> 01:01:55.209]  You know, these companies say they are working hard every day to stop the spread of misinformation.
[01:01:55.830 --> 01:01:58.091]  And they say they want to help people find reliable sources.
[01:01:58.111 --> 01:02:01.773]  Here you go, one day this week I was at a press event at YouTube all about this.
[01:02:02.173 --> 01:02:05.876]  And the next day, CNN's Oliver Darcy was at a Facebook event about this.
[01:02:06.596 --> 01:02:08.097]  So he asked a simple question.
[01:02:08.477 --> 01:02:15.682]  How can Facebook be serious about fighting misinformation and still let InfoWars have a page with nearly 1 million followers?
[01:02:16.523 --> 01:02:25.469]  But then Obama legalized domestic lying against the American people and against companies and groups and political parties in 2013.
[01:02:25.890 --> 01:02:30.513]  And that year you saw the media go completely weaponized.
[01:02:31.874 --> 01:02:39.039]  Because there wasn't just intelligence agencies involved, there was government funding of those buying fake news.
[01:02:39.299 --> 01:02:52.328]  So what were they going to do when real independent news like NewsWars.com or Infowars.com or PrisonPlanet.com or TrojanPort.com was actually pointing out, hey look they said this last month, now they're saying this.
[01:02:53.735 --> 01:03:08.602]  If you understand that, you understand that when Hillary was saying, when I get elected, I'm going to take out the fake news, what she meant was groups and individuals that are going to try to counter our narratives.
[01:03:09.892 --> 01:03:17.655]  Whether they be telling the truth, or whether they've got it wrong, or whether they've got it right, or whether it's a mix of that, we don't want anybody but us putting narratives out.
[01:03:17.995 --> 01:03:28.180]  It's also what happens when you listen to the radio host Alex Jones, who claims that 9-11 and the Oklahoma City bombings were inside jobs.
[01:03:29.460 --> 01:03:33.162]  So, under this plan, we're going to reach out to every newspaper and TV station in the country.
[01:03:34.161 --> 01:03:41.727]  And we're going to tell them, you're going to work with liaisons from the Department of Defense, the CIA, Department of Energy, and others.
[01:03:42.287 --> 01:03:46.811]  And you're going to put out talking points, we say, or we're going to have your boss fire your ass.
[01:03:48.352 --> 01:03:51.094]  That took them a few years to get this whole thing going.
[01:03:52.595 --> 01:03:58.560]  But then we started seeing the talking points leaked that were being sent to TV stations and local papers.
[01:03:59.020 --> 01:03:59.581]  And guess what?
[01:03:59.621 --> 01:04:02.283]  If they didn't play ball, suddenly they got audited.
[01:04:02.323 --> 01:04:03.063]  They got harassed.
[01:04:03.103 --> 01:04:03.884]  They got shut down.
[01:04:04.341 --> 01:04:13.023]  For the first time ever, a presidential administration is treating news reporting like a crime and a reporter like a criminal suspect.
[01:04:13.584 --> 01:04:17.885]  The level of government surveillance over a reporter was unprecedented.
[01:04:18.225 --> 01:04:21.526]  Agents monitored Rosen's movements in and out of the State Department.
[01:04:21.746 --> 01:04:26.007]  They searched his personal emails and combed through his cell phone records.
[01:04:26.687 --> 01:04:31.270]  Obama quietly signs the Countering Disinformation and Propaganda Act into law.
[01:04:31.290 --> 01:04:45.320]  And then they say, if we deem someone's connected to a foreign group in any way, we will do anything we need, including shooing them, shutting them down, organizing fake news against them, censoring them, you name it.
[01:04:46.100 --> 01:04:49.683]  So they legalize having the CIA involved to take over media.
[01:04:50.948 --> 01:04:51.650]  Seven years ago.
[01:04:52.612 --> 01:04:55.859]  Then they start putting out the propaganda.
[01:04:56.180 --> 01:04:59.888]  Then they hire bots in Russia that are just internet firms anybody can hire.
[01:05:03.263 --> 01:05:03.863]  We all know.
[01:05:04.183 --> 01:05:05.344]  Defeat the globalists.
[01:05:05.844 --> 01:05:07.005]  Hashtag Alex Jones.
[01:05:07.565 --> 01:05:08.646]  Defeat the pedophiles.
[01:05:09.086 --> 01:05:10.186]  Hashtag Alex Jones.
[01:05:11.127 --> 01:05:15.389]  Defeat Alexandra Cortez and her mindless idiocy with hashtag Alex Jones.
[01:05:16.029 --> 01:05:19.251]  Defeat the censors with hashtag Alex Jones.
[01:05:19.831 --> 01:05:27.895]  They've tried to ban us off every platform out there but we've just gotten stronger because you've taken action with hashtag Alex Jones.
[01:05:28.815 --> 01:05:31.236]  I am patient zero in the massive banning.
[01:05:31.617 --> 01:05:38.180]  But you can override the censors now, and if all of our audience gets involved with hashtag Alex Jones, we are unstoppable together.
[01:05:38.881 --> 01:05:42.763]  We've already changed the world together with our laser focus.
[01:05:42.843 --> 01:05:48.726]  Do it again with hashtag Alex Jones on Twitter, on Facebook, on Google, on YouTube, everywhere.
[01:05:48.786 --> 01:05:51.607]  Call or talk radio, C-SPAN, shout it out loud in public.
[01:05:51.827 --> 01:05:53.068]  Hashtag Alex Jones.
[01:05:53.328 --> 01:05:56.370]  That's the rallying cry to restore the First Amendment.
[01:06:10.958 --> 01:06:19.443]  Crashing through the lies and disinformation, it's Alex Jones coming to you live from the front lines of the InfoWar.
[01:06:39.514 --> 01:06:43.396]  It's January 14th, 2019 on this Monday Global Edition.
[01:06:43.416 --> 01:06:45.758]  I'm your host Alex Jones.
[01:06:47.159 --> 01:06:55.724]  And it's been said by many a historian and many a statesman that those that do not know history are doomed in a big way to repeat it.
[01:06:57.505 --> 01:07:01.088]  And that power corrupts and absolute power corrupts absolutely.
[01:07:03.476 --> 01:07:26.545]  Now, when you study history, whether it's the ancient Asians or the ancient Africans or ancient Europeans or ancient Mesoamericans, every culture that got to be between 500 and 1,000 years old started sacrificing all of the biggest, smartest, strongest men.
[01:07:28.066 --> 01:07:30.667]  That's why they've dug up skeletons that are 15,000 years old
[01:07:35.001 --> 01:07:53.855]  In Mesoamerica, in Mexico, in Guatemala, in those areas in Southern North America and in Central America, down to Peru, they've dug up skeletons and the average height 15,000 years ago was about 6 feet tall.
[01:07:55.216 --> 01:07:58.019]  The average male there now is about 5'4".
[01:08:01.281 --> 01:08:02.142]  And you know what's funny?
[01:08:03.277 --> 01:08:07.340]  See, you think of humans getting bigger, only since our diets got better in the last thousand years.
[01:08:07.360 --> 01:08:09.602]  But before that, we were bigger and stronger.
[01:08:10.602 --> 01:08:18.248]  On average, a farm boy from Africa or from England was twice as strong as a man today.
[01:08:19.169 --> 01:08:21.030]  That's mainstream news, mainstream science.
[01:08:22.451 --> 01:08:31.898]  But you see, humans practice something that lions and tigers and bears, oh my, practice.
[01:08:33.447 --> 01:08:45.413]  And that's the killing of male offspring that appear to be larger, smarter, and more aggressive.
[01:08:50.636 --> 01:08:51.836]  And that's what's going on.
[01:08:52.237 --> 01:09:02.082]  Remember in the old Egyptian hieroglyphs, but it's also the old Jewish text, that just like you see in the movie Ten Commandments, Pharaoh ordered
[01:09:03.268 --> 01:09:19.337]  Every decade or so, that every new child born that year that was a boy, every firstborn, that's ones they really worry about, because every astronaut was a firstborn, always have higher IQs, it's just something genetic gets passed on, they're not sure, it's some kind of race consciousness memory.
[01:09:20.758 --> 01:09:28.463]  Every firstborn had to be killed, and so Moses got put in the basket and went down.
[01:09:28.503 --> 01:09:32.545]  Now, you can argue about the whole story itself, but the point is that went on in history.
[01:09:35.347 --> 01:09:36.548]  So, let's fast forward.
[01:09:36.608 --> 01:09:38.209]  The Romans did it a little different.
[01:09:39.590 --> 01:09:40.691]  And so did Attila the Hun.
[01:09:41.271 --> 01:09:42.192]  And so did the Mongols.
[01:09:44.594 --> 01:09:50.358]  They killed every single person.
[01:09:50.938 --> 01:09:51.939]  The Mongols and Huns did.
[01:09:51.999 --> 01:09:52.660]  Men, women, children.
[01:09:54.061 --> 01:09:57.523]  The Romans would just kill the men down to age 10, 11, 12, 13.
[01:10:00.605 --> 01:10:02.187]  Because they knew the men would resist.
[01:10:03.177 --> 01:10:08.300]  So when you see the American Psychological Association last week saying men are inherently bad, masculinity is bad.
[01:10:11.403 --> 01:10:25.212]  When you see all of this, traditional masculinity deemed harmful by American Psychological Association, and then PNG, Procter & Gamble, challenges men to shave their toxic masculinity in Gillette ad, saying your facial hair is evil, and then showing men being bullies.
[01:10:29.094 --> 01:10:32.757]  Leftist French news calls for heterosexuality to be banned.
[01:10:33.643 --> 01:10:34.864]  It's already being taught on universities.
[01:10:35.645 --> 01:10:40.089]  Leftist groups celebrate the plunge in white fertility, saying being white is inherently bad.
[01:10:42.150 --> 01:10:43.391]  So I'm going to air this ad.
[01:10:43.431 --> 01:10:48.053]  For radio listeners, I'll start and stop it and narrate it, telling what's happening.
