[00:00:13.061 --> 00:00:24.465]  From the front lines of the information war, it's Alex Jones.
[00:25:05.761 --> 00:25:12.747]  When you never did anything to actually criticize who did it or what happened, you're on the tit of Hillary Clinton.
[00:25:12.747 --> 00:25:13.767]  You're in bed with her.
[00:25:14.827 --> 00:25:18.109]  Hell, it's in the WikiLeaks that she wants race war and racial division.
[00:25:18.109 --> 00:25:22.671]  And as soon as those orders went out four years ago, you went out and doubled down your racial crap.
[00:25:22.671 --> 00:25:25.332]  So here's why Van Jones is doing it.
[00:25:25.332 --> 00:25:28.034]  Van Jones has had his ass handed to him.
[00:25:28.034 --> 00:25:33.417]  He knows demographically double the number of blacks are voting Republican now, double the number of Hispanics.
[00:25:33.417 --> 00:25:34.737]  They're panicking.
[00:25:34.737 --> 00:25:38.659]  And he's saying to the Democrats, why the hell did you give up this issue?
[00:25:38.659 --> 00:25:42.781]  The Republicans have absolutely pincer attacked us and are exposing us.
[00:25:42.781 --> 00:25:43.662]  What are you doing?
[00:25:45.302 --> 00:25:56.631]  And Hillary just thinks if they, and Maxine Waters and Pelosi, if they just intensify racial division, people will hear about race, race, race, race, race, and not actually see where people are getting screwed over.
[00:25:56.631 --> 00:25:58.792]  So it's a test of the minorities.
[00:25:58.792 --> 00:26:00.013]  I think you're smart.
[00:26:00.013 --> 00:26:01.414]  Trump thinks you're smart.
[00:26:01.414 --> 00:26:02.615]  Are you smart?
[00:26:02.615 --> 00:26:03.576]  Are whites smart?
[00:26:03.576 --> 00:26:05.017]  Are real liberals smart?
[00:26:05.017 --> 00:26:11.222]  Enough to know that the racial games that have been played could come to an end if we want to do it.
[00:26:11.222 --> 00:26:13.303]  Here's Van Jones at CPAC.
[00:26:13.303 --> 00:26:13.884]  Here's the deal.
[00:26:15.882 --> 00:26:37.446]  The conservative movement in this country, unfortunately from my point of view, is now the leader on this issue of reform in that you look at Mississippi, a rock-ribbed, totally conservative former jailer is the governor there, Governor Bryant.
[00:26:37.446 --> 00:26:43.167]  Governor Bryant has cut the prison population and crime at the same time.
[00:26:44.670 --> 00:26:50.173]  Deal in Georgia cut the prison population and crime at the same time.
[00:26:50.173 --> 00:26:55.636]  Rick Perry cut the prison population, prison expenditures, and crime at the same time.
[00:26:55.636 --> 00:27:09.523]  Ohio, South Carolina, what you're seeing now are Republican governors being tough on the dollars, tough on crime, and shrinking prison populations and showing the rest of the country that it can be done.
[00:27:09.523 --> 00:27:12.405]  Now, my problem is I now have a conservative movement.
[00:27:13.689 --> 00:27:23.754]  That for libertarian reasons, for Christian conservative reasons, and for fiscally conservative reasons, is actually doing a great job on what should be my issue!
[00:27:23.754 --> 00:27:26.195]  This is supposed to be my issue!
[00:27:26.195 --> 00:27:28.736]  You are stealing my issue!
[00:27:28.736 --> 00:27:28.856]  So...
[00:27:35.660 --> 00:27:36.720]  They're welcoming you.
[00:27:36.720 --> 00:27:38.341]  Why don't you keep going?
[00:27:38.341 --> 00:27:39.722]  Why don't you keep going?
[00:27:39.722 --> 00:27:41.963]  Look, I'm going to stay at my party.
[00:27:41.963 --> 00:27:43.564]  I'm going to stay at my party.
[00:27:43.564 --> 00:27:51.249]  But what I want to say, but take some dadgum credit for being smart.
[00:27:51.249 --> 00:27:54.531]  I've never seen a bird fly with only a left wing.
[00:27:54.531 --> 00:27:57.733]  I've never seen a bird fly with only a right wing, not even in Mississippi.
[00:27:57.733 --> 00:27:58.773]  We need each other.
[00:27:58.773 --> 00:27:59.554]  We need each other.
[00:28:00.689 --> 00:28:04.751]  So that's Van Jones realizing that he has no moral support for what he's done.
[00:28:04.751 --> 00:28:10.613]  He wants to act like he was actually fighting for all that when he was actually covering up for all that.
[00:28:10.613 --> 00:28:13.714]  He realizes that he's being circumnavigated.
[00:28:13.714 --> 00:28:15.935]  He realizes he's being outflanked.
[00:28:15.935 --> 00:28:19.777]  And so now all he can do is set up like a moral authority and go, you've done the right thing.
[00:28:21.052 --> 00:28:27.136]  But when he did that, everything from USA Today to the New York Times and Washington Post said Van Jones is done.
[00:28:27.136 --> 00:28:27.896]  He's a racist.
[00:28:27.896 --> 00:28:29.757]  He's a white supremacist.
[00:28:29.757 --> 00:28:31.638]  The articles are up on Infowars.com.
[00:28:31.638 --> 00:28:32.439]  That's the craziest.
[00:28:32.439 --> 00:28:38.723]  But let me tell you, the stuff we're seeing out of Jon Stewart, the stuff we're seeing out of Van Jones is rats leaving the sinking ship.
[00:28:39.750 --> 00:28:41.631]  And it shows they understand what's happening.
[00:28:41.631 --> 00:28:43.571]  Trump's trying to end all these illegal wars.
[00:28:43.571 --> 00:28:44.711]  Democrats want them.
[00:28:44.711 --> 00:28:48.052]  Trump's trying to stop the child kidnapping and pedophile rings.
[00:28:48.052 --> 00:28:49.633]  Trump's trying to stop one side of trade deals.
[00:28:49.633 --> 00:28:54.854]  And the Democrats, because they're bought and paid for by foreign powers, stand firmly against it.
[00:28:54.854 --> 00:28:55.475]  Firmly against it.
[00:29:00.791 --> 00:29:05.093]  Getting your protein has never been easier with InfoWars Life Protein Bars.
[00:29:05.093 --> 00:29:12.317]  Available in delicious chocolate peanut butter and vanilla coconut flavors, these protein bars are the perfect answer for a snack on the go.
[00:29:12.317 --> 00:29:18.900]  InfoWars Life Protein Bars are nutrient-packed, portable protein bars for an easy-to-eat and great-tasting meal.
[00:29:18.900 --> 00:29:21.281]  Pre- or post-workout fuel alternative.
[00:29:21.701 --> 00:29:32.070]  At just 240 calories per bar and 15 grams of protein each, these bars will be your favorite at-hand snack for at home, in the car, at work, or on the go.
[00:29:32.070 --> 00:29:33.651]  For getting nutrients easily.
[00:29:33.651 --> 00:29:41.657]  High in fiber and nutrients with wholesome ingredients for high-level performance with great taste, such as whey protein and chocolate compounds.
[00:29:41.657 --> 00:29:45.661]  These protein bars can help you with the boost you need to reach your goals.
[00:29:46.021 --> 00:29:51.544]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[00:29:51.544 --> 00:29:51.885]  It's you!
[00:30:09.861 --> 00:30:12.343]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[00:30:12.343 --> 00:30:13.683]  You are the Infowar.
[00:30:13.683 --> 00:30:16.645]  And now because of their intensifying censorship, it's more important than ever
[00:30:31.014 --> 00:30:42.397]  That everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:30:42.397 --> 00:30:50.359]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:30:50.359 --> 00:30:56.941]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[00:30:57.401 --> 00:30:58.922]  We are the Renaissance.
[00:30:58.922 --> 00:31:00.403]  And we are winning.
[00:31:00.403 --> 00:31:06.147]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made.
[00:31:06.147 --> 00:31:07.829]  Alpha Power.
[00:31:07.829 --> 00:31:08.789]  At 50% off.
[00:31:08.789 --> 00:31:12.252]  As you age, your body can lose testosterone over time.
[00:31:12.252 --> 00:31:20.698]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[00:31:21.338 --> 00:31:30.104]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[00:31:30.104 --> 00:31:35.547]  Perfect by itself or with super male vitality in the true Alpha Male Pack.
[00:31:35.547 --> 00:31:42.772]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[00:31:42.772 --> 00:31:46.034]  Let Alpha Power help bring you to the peak of your optimal health.
[00:31:46.434 --> 00:31:49.496]  Don't fall short on energy in the fight against tyranny.
[00:31:49.496 --> 00:31:56.901]  Show the world what a true alpha male looks like today with Alpha Power at 50% off only at the Info Wars store.
[00:32:00.126 --> 00:32:03.728]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:32:03.728 --> 00:32:05.489]  Introducing Pollen Block.
[00:32:05.489 --> 00:32:17.555]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:32:17.555 --> 00:32:22.558]  In the 1960s, researchers in France noticed that people who ate certain quail eggs,
[00:32:22.858 --> 00:32:23.118]  Let's go!
[00:32:40.399 --> 00:32:42.121]  It is not an antihistamine.
[00:32:42.121 --> 00:32:52.089]  In fact, current research has found that it actually acts by blocking the activity of tryptase, which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:32:52.089 --> 00:32:54.771]  Go outside and enjoy the air you breathe!
[00:32:54.771 --> 00:33:02.898]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:33:02.898 --> 00:33:05.601]  You're listening to the Alex Jones Show.
[00:33:22.489 --> 00:33:26.852]  You are listening to an InfoWars.com Frontline Report.
[00:33:26.852 --> 00:33:40.783]  If you are receiving this transmission, you are the resistance.
[00:33:40.783 --> 00:33:45.427]  Riders on the storm.
[00:33:45.427 --> 00:33:47.268]  Riders on the storm.
[00:33:47.268 --> 00:33:49.910]  Into this house we're born.
[00:33:54.495 --> 00:34:00.805]  Into this world we're thrown Like a dog without a bone
[00:34:15.336 --> 00:34:27.749]  Alright, coming up in the next segment, I'm going to get into the Supreme Court of Canada, this is all unified worldwide, so it's coming here next, saying the state will take your child.
[00:34:29.087 --> 00:34:31.469]  They're autistic or mentally retarded especially.
[00:34:31.469 --> 00:34:41.415]  When the government convinces your kid at school that they're in other sex, they sign a piece of paper, the age of consent's gone, just like, you know, we had it for pedophiles and perverts.
[00:34:41.415 --> 00:34:43.576]  The state's the pedophile, it's the pervert.
[00:34:43.576 --> 00:34:45.378]  It convinces your mentally retarded child
[00:34:46.616 --> 00:34:52.700]  That they're going to have their balls chopped off, or if they're a woman, they're going to be injected with testosterone, and it's done!
[00:34:52.700 --> 00:34:55.282]  It's horrible, it's predatory.
[00:34:55.282 --> 00:35:01.166]  Our governments shot up people from Canada to Brazil with live syphilis.
[00:35:01.166 --> 00:35:02.707]  That's who runs our governments.
[00:35:02.707 --> 00:35:05.229]  Criminals get in there, they crave power.
[00:35:05.229 --> 00:35:12.014]  And now, they're going to come, and they're going to fry them with hormones, and they're going to chop their testicles off.
[00:35:12.014 --> 00:35:13.955]  And you're going to love it, and you're going to thank them for doing it.
[00:35:15.089 --> 00:35:19.590]  And top Olympian women are saying men are taking over all the sports and women's sports.
[00:35:19.590 --> 00:35:20.590]  Well, they're getting in trouble.
[00:35:20.590 --> 00:35:23.611]  Those are women!
[00:35:23.611 --> 00:35:24.211]  No, they're not.
[00:35:24.211 --> 00:35:26.772]  But it's the total societal takeover.
[00:35:26.772 --> 00:35:28.652]  It's all up on Infowars.com.
[00:35:28.652 --> 00:35:31.713]  It's all about depopulation.
[00:35:31.713 --> 00:35:34.274]  It's all about total control.
[00:35:34.274 --> 00:35:40.215]  It's all smiley-faced leftist cult members who want your children and they will get them!
[00:35:42.148 --> 00:35:45.112]  Biological men are dominating women's sports.
[00:35:45.112 --> 00:35:54.065]  Here's a Caitlin Bennett report at InfoWars.com.
[00:35:54.065 --> 00:35:57.470]  Shows men, obviously with wigs, beating women at basketball.
[00:36:01.445 --> 00:36:05.889]  What you just saw is the future that liberals want in women's sports.
[00:36:05.889 --> 00:36:09.071]  So there's a huge problem in women's sports right now.
[00:36:09.071 --> 00:36:15.336]  And it's all because of the ridiculous social justice agenda that has been shoved down our throats for the last five plus years.
[00:36:15.336 --> 00:36:18.659]  We're told we have to accept things that we know aren't true.
[00:36:18.659 --> 00:36:22.662]  Like that this 41-year-old man is actually a 6-year-old girl.
[00:36:22.662 --> 00:36:25.205]  Or that this girl is actually a real cat.
[00:36:25.865 --> 00:36:32.789]  We are told to abandon science and forget everything we know is true and regard men as women and women as men.
[00:36:32.789 --> 00:36:37.852]  Well, now we have actual men beating actual women in their own sports.
[00:36:37.852 --> 00:36:38.833]  And it's very progressive.
[00:36:44.173 --> 00:36:48.277]  We make jokes of this, some big guy running over girls in basketball.
[00:36:48.277 --> 00:37:00.287]  It's been an issue for a few years now but you probably didn't know because why would the liberal mainstream media put out that their social justice feminism campaign backfired and now men are dominating women's sports.
[00:37:00.287 --> 00:37:02.449]  That would be rather embarrassing for them.
[00:37:15.854 --> 00:37:18.756]  In 2017, a male entered a wrestling tournament.
[00:37:18.756 --> 00:37:23.459]  And when I say male, I mean female.
[00:37:23.459 --> 00:37:25.420]  And this is so confusing.
[00:37:25.420 --> 00:37:27.181]  So let's step back for a second.
[00:37:27.181 --> 00:37:33.886]  This female is taking testosterone to transition into a male, but is still competing in women's wrestling.
[00:37:33.886 --> 00:37:36.968]  She ended up winning the state title undefeated.
[00:37:36.968 --> 00:37:38.729]  Last year, she did the exact same thing.
[00:37:39.389 --> 00:37:49.614]  So basically, a woman taking testosterone injections, who demands to be called a boy, just won a statewide wrestling title against other women for the second time.
[00:37:49.614 --> 00:38:03.481]  In March 2017, a 39-year-old male decided he was going to be a female, and he won his first international women's weightlifting title, all while breaking four national records in the process.
[00:38:03.481 --> 00:38:08.224]  Something tells me he couldn't win in men's sports, so he had to go over to female sports.
[00:38:08.684 --> 00:38:11.188]  I'm gonna win the Women's Championship.
[00:38:11.188 --> 00:38:14.653]  You're not even a woman!
[00:38:14.653 --> 00:38:15.714]  What'd you say?
[00:38:15.714 --> 00:38:24.086]  In October of 2018, a biological male became the first ever transgender world champion in a women's cycling event.
[00:38:24.086 --> 00:38:24.947]  Look at this photo!
[00:38:26.184 --> 00:38:28.506]  That is obviously a dude!
[00:38:28.506 --> 00:38:29.527]  Come on!
[00:38:29.527 --> 00:38:36.413]  Just last week, two biological men won first and second place at a girls track and field championship in Connecticut.
[00:38:36.413 --> 00:38:39.495]  They took first and second place!
[00:38:39.495 --> 00:38:48.843]  What's more alarming than this is that according to the Gateway Pundit, Connecticut is one of 17 states that allows transgender athletes to compete without any type of insurance.
[00:38:48.843 --> 00:38:49.444]  I love the mental illness.
[00:38:49.724 --> 00:38:55.309]  So that basically means they can just call themselves a female and be allowed to compete.
[00:38:55.309 --> 00:38:56.250]  Nothing has to change.
[00:38:56.250 --> 00:38:56.710]  That's right.
[00:38:56.710 --> 00:38:57.571]  Total mental illness.
[00:38:57.571 --> 00:38:58.372]  Let's do it.
[00:38:58.372 --> 00:39:09.501]  You gotta see the video of your radio listener.
[00:39:09.501 --> 00:39:10.522]  It's up on Infowars.com
[00:39:12.153 --> 00:39:13.855]  Are you ready to lose?
[00:39:13.855 --> 00:39:18.719]  It's the guy and the girl who are about to race, but he's got a big wig on so it's okay.
[00:39:18.719 --> 00:39:21.501]  Oh no, you're not.
[00:39:21.501 --> 00:39:24.424]  Biological men are dominating women's sports in fullwars.com.
[00:39:24.424 --> 00:39:32.711]  I've been a woman for two days.
[00:39:32.711 --> 00:39:33.652]  What a champion.
[00:39:33.652 --> 00:39:39.037]  To win the championship in Connecticut then had the nerve to suggest that girls have an advantage over him.
[00:39:41.727 --> 00:39:48.640]  So instead of these two men competing against boys, they magically get to call themselves girls and win championships.
[00:39:52.839 --> 00:39:53.039]  It's ma'am!
[00:40:22.219 --> 00:40:23.300]  Duh!
[00:40:23.300 --> 00:40:28.606]  In fact, she admitted that everyone in the race already expected to lose to these two men.
[00:40:28.606 --> 00:40:32.350]  The girl said, well, we all know the outcome of the race before it even starts.
[00:40:32.350 --> 00:40:33.992]  It's demoralizing.
[00:40:33.992 --> 00:40:36.315]  This is simple science.
[00:40:36.315 --> 00:40:41.120]  Men have higher bone density, larger muscles, and higher testosterone levels.
[00:40:41.961 --> 00:40:44.342]  Men are different than females.
[00:40:44.342 --> 00:40:49.484]  That's why they were the hunters, they were the caretakers, and they're the providers in a family.
[00:40:49.484 --> 00:40:52.846]  If you thought it would stop there, you're dead wrong.
[00:40:52.846 --> 00:40:57.408]  Now the Olympics is trying to allow men to compete in women's sports.
[00:40:57.408 --> 00:41:07.132]  In prior Olympics, transgendered athletes were able to compete if they had gender reassignment surgery and underwent two years of hormone replacement therapy.
[00:41:07.132 --> 00:41:10.174]  As if chopping off your ding dong suddenly makes you a woman.
[00:41:10.954 --> 00:41:20.141]  But now under their new proposed rules, they will be able to compete after just one year of hormone replacement therapy and without having to have surgery.
[00:41:20.141 --> 00:41:28.247]  This means that literal men with wieners still swinging between their legs will be able to compete against women at the Olympics.
[00:41:33.345 --> 00:41:35.086]  Total breakdown of society by design.
[00:41:35.086 --> 00:41:43.752]  I can only imagine how many failed athletes who have aspired to become Olympians would not call themselves female for a year just so they can live out their dreams.
[00:41:43.752 --> 00:41:44.633]  That's good!
[00:41:44.633 --> 00:41:46.254]  And it's very progressive.
[00:41:46.254 --> 00:41:50.657]  These people are less than 0.6% of the population in America.
[00:41:50.657 --> 00:41:56.761]  Yet 100% of America's population is supposed to succumb to their rules, their truths, and their demands.
[00:41:57.541 --> 00:41:59.843]  Leftists, you wanted this.
[00:41:59.843 --> 00:42:01.805]  And now it's time to own up to it.
[00:42:01.805 --> 00:42:06.328]  You don't care about women, and if you claim you do, you will fix this.
[00:42:06.328 --> 00:42:15.036]  Otherwise, it's only a matter of time until LeBron James actually comes out like this for real, so he can finally get as many championship rings as Michael Jordan.
[00:42:16.873 --> 00:42:18.755]  See, we say it's up to them to fix it.
[00:42:18.755 --> 00:42:22.998]  They create the crisis to offer the solution.
[00:42:22.998 --> 00:42:25.260]  This is a plan to wreck the family.
[00:42:25.260 --> 00:42:28.643]  Just like AOC says, stop having kids.
[00:42:28.643 --> 00:42:29.384]  Don't have kids.
[00:42:29.384 --> 00:42:31.546]  We can't kill your babies in the womb.
[00:42:33.208 --> 00:42:38.451]  We're going to make them autistic, with chemicals, out of the womb, and then sterilize them.
[00:42:38.451 --> 00:42:40.432]  It's about sterilizing people.
[00:42:40.432 --> 00:42:41.953]  It's about depopulation.
[00:42:41.953 --> 00:42:43.754]  It's about sabotaging culture.
[00:42:43.754 --> 00:42:44.794]  It's in the WikiLeaks.
[00:42:44.794 --> 00:42:45.995]  It's their plan.
[00:42:45.995 --> 00:42:50.177]  And if we won't protect our children from these monsters, we won't do anything!
[00:42:50.177 --> 00:42:55.900]  They've got the governor of Virginia saying, let's kill babies after they're born, and New York passed the law!
[00:42:55.900 --> 00:42:58.261]  They want to murder your children!
[00:42:58.261 --> 00:42:59.182]  They want to kill them!
[00:42:59.807 --> 00:43:09.098]  The globalists know that if they suppress the good halogen and pump the environment full of the bad halogens, fluoride, chlorine, bromine, you name it, that it lowers IQ.
[00:43:09.098 --> 00:43:11.962]  It literally dumbs the population down.
[00:43:11.962 --> 00:43:18.009]  And on our quest to bring our listeners and viewers the best iodine in the world, we've gone through two permutations.
[00:43:18.670 --> 00:43:24.933]  First, seaweed-based iodine that was pretty good but hard to source, and the Globels tried to block us getting a supply of it.
[00:43:24.933 --> 00:43:31.217]  So we discovered deep-earth crystals of pure nascent iodine and brought you X2 that's been incredible.
[00:43:31.217 --> 00:43:38.160]  Now, due to the Establishment trying to block that, we did more research and secured more of the deep-earth crystals of nascent iodine.
[00:43:39.301 --> 00:43:52.333]  Chemists, scientists, and others showed us the research that by combining it with three other compounds, two forms of iodine and vitamin C, it supercharges it and makes it even more bioavailable.
[00:43:52.333 --> 00:43:56.577]  Ladies and gentlemen, you want to research it, you want to see it, it's an incredible discovery.
[00:43:56.577 --> 00:44:00.120]  X3, now available at InfoWarsLife.com.
[00:44:00.120 --> 00:44:03.183]  Our grandparents, the great-grandparents, knew that they canned food.
[00:44:03.183 --> 00:44:04.725]  During the falls, they'd have it during the winter.
[00:44:06.095 --> 00:44:09.042]  And that's what I'm talking about at InfoWarsTour.com.
[00:44:09.042 --> 00:44:13.092]  With InfoWars Select, it's the full spectrum of my Patreon supply.
[00:44:14.659 --> 00:44:23.801]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[00:44:23.801 --> 00:44:29.162]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[00:44:29.162 --> 00:44:31.422]  We have those incredible sell prices back.
[00:44:31.422 --> 00:44:34.943]  InfoWareStore.com on InfoWare Select storable foods.
[00:44:34.943 --> 00:44:36.423]  They've got special diet foods.
[00:44:36.423 --> 00:44:40.404]  They've got three-month supplies, year's supplies, week emergency supplies.
[00:44:40.404 --> 00:44:42.625]  They've got so many great products there.
[00:44:42.625 --> 00:44:43.705]  Maybe you've got a three-year supply.
[00:44:44.185 --> 00:44:46.147]  If stuff happens, you can feed your whole block.
[00:44:46.147 --> 00:44:48.689]  It's up to us to be self-sufficient.
[00:44:48.689 --> 00:44:53.693]  You're buying War Bonds, bringing you great products, and together, with God's help, we are unstoppable.
[00:44:53.693 --> 00:44:59.077]  InfoWareStore.com and InfoWare Select, high-quality, storable foods powered by my Patriot Supply.
[00:45:02.877 --> 00:45:12.285]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:45:12.285 --> 00:45:23.315]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend coffee.
[00:45:23.695 --> 00:45:29.599]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:45:29.599 --> 00:45:41.127]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:45:41.127 --> 00:45:45.391]  You can even choose to start your morning healthier with the Immune Support Blend.
[00:45:45.391 --> 00:45:51.515]  Infused with a powerful blend to support your immune response and stamina, it's time to take care of your morning routine.
[00:45:51.795 --> 00:45:58.132]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:46:09.710 --> 00:46:18.732]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[00:46:18.732 --> 00:46:28.793]  But they are riddled with dyes and toxins and synthetic caffeines and other chemicals that sure get you a quick boost, but burn out in just a few hours and have terrible side effects.
[00:46:28.793 --> 00:46:37.335]  We have developed, hands down from our research, the most powerful, healthy energy drink pre-workout and beyond system in the world.
[00:46:38.155 --> 00:46:39.516]  There's nothing else like it.
[00:46:39.516 --> 00:46:40.677]  You must experience it.
[00:46:40.677 --> 00:46:42.638]  It is a total game-changer.
[00:46:42.638 --> 00:46:47.681]  And it comes in easy-to-use packets to mix in with fruit juice or water, whatever you'd like.
[00:46:47.681 --> 00:46:49.182]  Warning, though, it's very, very strong.
[00:46:49.182 --> 00:46:50.662]  It lasts up to 10 hours.
[00:46:50.662 --> 00:46:57.366]  So take a half-pack the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[00:46:57.366 --> 00:47:03.830]  TurboForce at m4slife.com.
[00:47:03.830 --> 00:47:06.532]  You're listening to The Alex Jones Show.
[00:47:24.546 --> 00:47:29.387]  Rallying patriots worldwide in defense of human liberty.
[00:47:29.387 --> 00:47:36.209]  You're listening to the Alex Jones Show.
[00:47:36.209 --> 00:47:47.412]  Why do you think California would pass a law that if you misgendered someone, some guy looks like a linebacker walks in and he has a pink shirt on, so you say, what would you like, buddy?
[00:47:47.412 --> 00:47:48.372]  Ah, it's ma'am!
[00:47:48.372 --> 00:47:51.153]  I'm gonna kick your ass, it's ma'am!
[00:47:52.472 --> 00:47:54.033]  Nice man!
[00:47:54.033 --> 00:47:56.195]  Coming through the wall, that axe!
[00:47:56.195 --> 00:48:00.278]  And the shining, it fits man!
[00:48:00.278 --> 00:48:01.799]  Hello!
[00:48:01.799 --> 00:48:04.441]  It's Jimmy Carson.
[00:48:04.441 --> 00:48:07.364]  Johnny Carson.
[00:48:07.364 --> 00:48:10.146]  This is all part of the plan.
[00:48:11.317 --> 00:48:33.106]  Show that when they've got human-animal hybrids and they're harvesting babies' organs and they've got new humanoids that have three fathers and three mothers and all these new weird things they're designing that you accept it all because you were taught in 2015, 16, 17, 18, 19 that the word mother and father was bad.
[00:48:33.106 --> 00:48:40.309]  And that you could have men taking over the Olympics, all the different, the high jump, the long jump, the hundred yard,
[00:48:42.421 --> 00:48:44.342]  The mile!
[00:48:44.342 --> 00:48:45.622]  And it's like, but they're women!
[00:48:45.622 --> 00:48:46.703]  They say they are!
[00:48:46.703 --> 00:48:49.224]  And so all these new humanoids they're gonna dump out?
[00:48:49.224 --> 00:48:50.565]  Why, they're human too!
[00:48:50.565 --> 00:48:54.426]  And oh, they're saying robots are gonna have rights, and AI's gonna have rights.
[00:48:54.426 --> 00:48:59.208]  You're all being taught to be replaced.
[00:48:59.208 --> 00:49:01.869]  You're all being taught you have no basic freedoms.
[00:49:01.869 --> 00:49:03.970]  You're being taught you have no free speech.
[00:49:03.970 --> 00:49:07.572]  The existing order is being overthrown by megacorporations.
[00:49:09.704 --> 00:49:16.927]  That just like Monsanto created the Terminator genes and the Terminator seeds, where the seeds don't produce more plants later.
[00:49:16.927 --> 00:49:18.528]  They work one time and that's it.
[00:49:18.528 --> 00:49:20.289]  You gotta go back to Monsanto to get it.
[00:49:20.289 --> 00:49:21.909]  And that's where we're going with humans.
[00:49:21.909 --> 00:49:35.175]  Where we're totally sterilized, dehumanized, poisoned and attacked, but if we give up our humanity to big tech, to big pharma, to big genetic engineering, they can fix all the problems they're engineering.
[00:49:35.175 --> 00:49:36.316]  That's the takeover plan!
[00:49:37.645 --> 00:49:42.027]  And we're so confused that all our kids are taught, you're a boy, you could be a girl.
[00:49:42.027 --> 00:49:43.228]  You're a girl, you could be a boy.
[00:49:43.228 --> 00:49:44.188]  Be loving!
[00:49:44.188 --> 00:49:46.970]  Let the government teach your kids they're in other sex!
[00:49:46.970 --> 00:49:49.851]  Let the government take your kids away and sterilize them!
[00:49:49.851 --> 00:49:53.473]  Like the Supreme Court of Canada just ruled!
[00:49:53.473 --> 00:49:55.734]  The father says, I think my daughter's mentally ill.
[00:49:55.734 --> 00:49:58.036]  I don't want the state to take my underage daughter and sterilize her.
[00:49:58.036 --> 00:50:02.398]  You tell her that she's not a boy one time, you're arrested?
[00:50:02.398 --> 00:50:05.940]  Imagine if some pervert told your daughter that, but it's the state, so it's okay.
[00:50:07.950 --> 00:50:14.052]  The same state bringing in radical Islam and doing all of this.
[00:50:14.052 --> 00:50:15.652]  So that's the reality.
[00:50:15.652 --> 00:50:16.713]  This is the takeover.
[00:50:16.713 --> 00:50:18.513]  Because they know we don't want communism.
[00:50:18.513 --> 00:50:20.214]  They know we don't want pedophilia.
[00:50:20.214 --> 00:50:21.534]  They know we don't want socialism.
[00:50:21.534 --> 00:50:24.035]  They know we don't want what they're putting on us.
[00:50:24.035 --> 00:50:25.555]  So they make it illegal.
[00:50:25.555 --> 00:50:27.016]  And they shovel it in our face.
[00:50:27.016 --> 00:50:30.357]  And they say the most radical, sickening, evil things.
[00:50:30.357 --> 00:50:34.638]  Like the governor of Virginia going, I believe we should pass a law New York did.
[00:50:35.313 --> 00:50:41.618]  We keep the baby alive, and we do what we want with it, and it's good, after it's born.
[00:50:41.618 --> 00:50:47.842]  Because they're already keeping them alive, and they've been caught, so now they've got to normalize them.
[00:50:47.842 --> 00:50:49.924]  Of course we keep them alive!
[00:50:49.924 --> 00:50:52.926]  But I want to shift gears here.
[00:50:56.565 --> 00:51:03.069]  I've got some solutions next hour, Laura Loomer, thrown out of CPAC for talking to Oliver Darcy, the CNN censor.
[00:51:03.069 --> 00:51:04.689]  He's just a royal god.
[00:51:04.689 --> 00:51:06.150]  You don't even talk to him.
[00:51:06.150 --> 00:51:07.311]  The Republicans bow.
[00:51:07.311 --> 00:51:08.091]  Oh, CNN!
[00:51:08.091 --> 00:51:09.872]  Oh, your lordships!
[00:51:09.872 --> 00:51:13.414]  Because they're the Republican establishment.
