[00:00:09.586 --> 00:00:11.450]  Yeah.
[00:56:05.840 --> 00:56:08.101]  And he didn't die until he was 92 in 2014.
[00:56:08.161 --> 00:56:14.424]  It's very important that we understand that the fight for liberty goes on.
[00:56:14.464 --> 00:56:15.644]  It didn't just happen in 1776.
[00:56:18.946 --> 00:56:21.869]  And people like Hiram are a good example of this.
[00:56:22.430 --> 00:56:27.295]  George Galloway is saying Julian Assange exposed great crimes and now a great crime has been committed against him.
[00:56:27.375 --> 00:56:32.581]  He said the agent of this crime directly is Marino, but the ultimate purchaser
[00:56:33.436 --> 00:56:34.356]  Is the United States.
[00:56:34.837 --> 00:56:35.397]  That's correct.
[00:56:35.977 --> 00:56:37.798]  It's the United States that's ultimately behind this.
[00:56:38.559 --> 00:56:46.322]  And President Trump, the same elements that came against you, are using the same tactics against Julian Assange that they used against you.
[00:56:47.043 --> 00:56:49.784]  And this is about more than overthrowing one election.
[00:56:50.804 --> 00:56:53.266]  This is about overthrowing all future elections.
[00:56:53.326 --> 00:56:56.547]  If we don't have a free speech, if we don't have liberty as individuals,
[00:56:58.663 --> 00:57:00.945]  We won't have any future elections.
[00:57:01.085 --> 00:57:04.868]  They will overthrow every election if they overthrow our free speech.
[00:57:04.888 --> 00:57:05.729]  And make no doubt about it.
[00:57:06.649 --> 00:57:11.794]  These people who came against you, President Trump, are the ones who are attacking our free speech everywhere on the internet.
[00:57:12.414 --> 00:57:16.077]  The half-measures that we've seen talked about, if at all, in Congress.
[00:57:16.097 --> 00:57:22.442]  We had Ted Cruz yesterday play a clip to representatives on Twitter and Facebook.
[00:57:22.722 --> 00:57:26.605]  He showed a meme, rather, of Mother Teresa.
[00:57:27.808 --> 00:57:30.390]  Saying that abortion was a crime against women.
[00:57:31.610 --> 00:57:32.151]  That's right, he said.
[00:57:32.171 --> 00:57:35.613]  Now, that's been treated as hate speech by some people, right?
[00:57:35.913 --> 00:57:37.034]  Do you agree that's hate speech?
[00:57:37.154 --> 00:57:38.575]  Put them on an uncomfortable position.
[00:57:38.595 --> 00:57:45.359]  But I'm uncomfortable with the half-measures that are being proposed even by the people that seem to notice internet censorship.
[00:57:45.619 --> 00:57:49.862]  Most people don't even notice it in the Republican Party as it's being done against them.
[00:57:49.882 --> 00:57:51.583]  Does President Trump see what's happening to him?
[00:57:56.491 --> 00:58:10.277]  Now, I'm so excited about this because they taste so good, they're so great, they're such high quality, and I can't wait to hear them try to demonize that we're selling high quality infused protein bars.
[00:58:10.898 --> 00:58:14.399]  We went to, again, three of the top manufacturers in the country.
[00:58:15.000 --> 00:58:17.841]  We said we want to up the protein level, up the quality,
[00:58:18.081 --> 00:58:19.181]  You know, you're already top of the line.
[00:58:19.901 --> 00:58:20.802]  We're going to lower the price.
[00:58:21.502 --> 00:58:23.962]  At regular price, in the packs of 12, it's $3.
[00:58:25.283 --> 00:58:26.723]  15 grams of protein is so much more.
[00:58:27.143 --> 00:58:28.323]  These are super high quality.
[00:58:28.363 --> 00:58:29.304]  No fillers, nothing.
[00:58:29.824 --> 00:58:34.125]  But under the discount we've got going, it's 40% off when you get two boxes.
[00:58:34.585 --> 00:58:36.165]  Instead of 25% off, it's like $2.40.
[00:58:36.405 --> 00:58:38.946]  Everybody's like running around the office.
[00:58:39.426 --> 00:58:43.727]  If you came in about two weeks ago, we're launching today, and they're like, this is the best protein bar I've ever tasted.
[00:58:44.308 --> 00:58:45.768]  They taste better than candy bars.
[00:58:45.788 --> 00:58:47.429]  Your body's like, this is what I want.
[00:58:47.449 --> 00:58:48.189]  This is what I need.
[00:58:48.609 --> 00:58:50.390]  This is how you fund the Infowar.
[00:58:50.730 --> 00:59:01.353]  Instead of going and paying more for bars that aren't even as good in many cases, at Whole Foods or wherever, you get the highest quality, you get a discount, and you fund the resistance.
[00:59:01.633 --> 00:59:03.434]  It's a total 360 win.
[00:59:04.114 --> 00:59:05.195]  Infowarslife.com.
[00:59:05.495 --> 00:59:06.375]  Infowarsstore.com.
[00:59:10.427 --> 00:59:13.272]  I mean, this is what everybody said was their favorite.
[00:59:13.513 --> 00:59:15.696]  Tastes great, super healthy, super amazing.
[00:59:16.298 --> 00:59:20.766]  Get your InfoWars Life Protein Bars today at InfoWarsStore.com or 888-253-3111.
[00:59:22.865 --> 00:59:26.186]  Now the media will say protein in food is evil in the snake oil.
[00:59:26.246 --> 00:59:28.947]  But you get 12 bars, 15 grams of protein in each one.
[00:59:29.267 --> 00:59:30.947]  Vanilla coconut is my favorite.
[00:59:31.467 --> 00:59:33.628]  We have the other right here as well.
[00:59:33.968 --> 00:59:36.889]  InfoWars Live Protein Bar, peanut butter and chocolate.
[00:59:37.249 --> 00:59:47.931]  This is a high-end, high-end protein bar of the highest quality at InfoWarsLive.com for about half the price of major competitors.
[00:59:48.011 --> 00:59:50.332]  And then your funding supports the InfoWars, a total 360 win.
[00:59:56.724 --> 01:00:00.707]  If you are receiving this transmission, you are the Resistance.
[01:00:01.467 --> 01:00:13.795]  The Alex Jones Show.
[01:00:13.915 --> 01:00:14.855]  Because there is a war on.
[01:00:14.916 --> 01:00:15.616]  Or you won't mind.
[01:00:32.805 --> 01:00:33.345]  Welcome back.
[01:00:33.385 --> 01:00:45.054]  Yes, even though we were told last week, as the WikiLeaks, always telling us the truth, said we've had multiple high-level sources tell us that they're going to move against Julian Assange and remove him from the embassy.
[01:00:46.141 --> 01:00:47.321]  A vigil was set up.
[01:00:47.381 --> 01:00:50.102]  There were live streams that were set up at the embassy.
[01:00:50.542 --> 01:00:51.682]  It did not happen over the weekend.
[01:00:51.722 --> 01:00:53.343]  They kept saying, it isn't going to happen.
[01:00:53.683 --> 01:00:54.363]  It's not true.
[01:00:54.543 --> 01:00:55.623]  WikiLeaks is lying to you.
[01:00:55.683 --> 01:00:59.664]  No, it was the Ecuadorian government that was lying to us.
[01:00:59.984 --> 01:01:02.865]  It was the British government that was lying to us, as usual.
[01:01:04.105 --> 01:01:09.747]  And so today, after they waited and after people went away, they took Julian Assange out.
[01:01:09.947 --> 01:01:12.147]  And then they said, well, there's no U.S.
[01:01:12.207 --> 01:01:13.207]  charges against him.
[01:01:13.327 --> 01:01:15.428]  And now we find out that there are.
[01:01:16.667 --> 01:01:22.412]  They had said before, Sweden has shut down the fake charges against him, and I believe that they are fake.
[01:01:23.113 --> 01:01:25.795]  The timing is just too coincidental.
[01:01:25.995 --> 01:01:28.557]  The method is just too coincidental.
[01:01:28.878 --> 01:01:40.288]  Again, the same type of stuff that these people always run a honey pot trap against somebody, make up stuff like they did with President Trump and the Pee dossier.
[01:01:41.841 --> 01:01:42.921]  And use the same people.
[01:01:43.101 --> 01:01:46.022]  Use the CIA, use the people of British intelligence to put this stuff out there.
[01:01:46.083 --> 01:01:53.485]  That came one month after WikiLeaks released the Manning documents and so forth.
[01:01:53.545 --> 01:02:02.788]  And then they said, well, okay, it's just a small charge for jumping bail and going to Ecuador because they were going to extradite him to Sweden.
[01:02:02.828 --> 01:02:07.350]  And he knew that that was going to be a short trip then from Sweden to the United States.
[01:02:08.635 --> 01:02:10.935]  And so he got asylum in Ecuador, was there for seven years.
[01:02:11.336 --> 01:02:15.556]  But they said, don't worry, we have dropped these charges in Sweden, so that doesn't exist.
[01:02:15.576 --> 01:02:17.337]  There's no charges against you in the U.S.
[01:02:17.397 --> 01:02:21.298]  And then as soon as they arrest him, they say, well, you know, we might bring those charges in Sweden back.
[01:02:22.418 --> 01:02:27.039]  And then we see the more important charges that are being talked about by the AP.
[01:02:27.779 --> 01:02:31.260]  WikiLeaks Assange arrested in London, and now U.S.
[01:02:31.380 --> 01:02:32.820]  charges are unveiled.
[01:02:32.940 --> 01:02:34.440]  How coincidental, isn't it?
[01:02:36.000 --> 01:02:37.821]  Now these people, just like Theresa May and Nikki Haley,
[01:02:38.871 --> 01:02:51.201]  The CIA, MI5, MI6, all these people working together, hand in glove, lying to us constantly, constantly, concealing their crimes and lying to us about everything.
[01:02:51.801 --> 01:02:52.662]  In Washington, the U.S.
[01:02:52.682 --> 01:03:01.309]  Justice Department, says AP, reports AP, accused Assange of conspiring with Manning to break into a classified government computer at the Pentagon.
[01:03:01.349 --> 01:03:04.572]  The charge was announced after Assange was taken into custody.
[01:03:05.589 --> 01:03:17.880]  It's very important for them to say that he conspired with Manning, in the same way that it is important for them to lie about what happened with the DNC papers.
[01:03:19.041 --> 01:03:30.792]  We've had William Binney, an honest man, a good American, that's the name of the documentary about him, who exposed the criminal spying on America that was happening at the NSA.
[01:03:32.352 --> 01:03:36.834]  He also said there was no government hacking, just as Wikileaks did.
[01:03:37.194 --> 01:03:42.497]  Julian Assange said the information about Hillary Clinton and the DNC wasn't turned over to us by a foreign government.
[01:03:42.537 --> 01:03:49.800]  It was turned over by people inside the DNC who were upset about how Hillary had rigged the primaries against Bernie Sanders.
[01:03:50.901 --> 01:03:55.903]  And there was a former UK ambassador who said, I went to the US to get that information handed to me.
[01:03:56.587 --> 01:04:09.356]  William Binney did a technical analysis and said, if you look at the dates on these files that were eventually released, the start and the end date, end time, that it took to transfer this, he said that couldn't have been hacked over the internet.
[01:04:10.037 --> 01:04:14.040]  And he knows, because he was global technical head of the NSA for decades.
[01:04:15.290 --> 01:04:19.354]  And so he said there's no technical, he's going to be on the show tomorrow I'm just told.
[01:04:19.394 --> 01:04:21.575]  William Binney will be on the show tomorrow to talk about this.
[01:04:22.757 --> 01:04:23.998]  Make sure you tune in and hear that.
[01:04:24.418 --> 01:04:27.781]  He is a great American, he truly is, a good man.
[01:04:28.481 --> 01:04:31.944]  Anyway, it's important for them however to sell the fiction.
[01:04:33.069 --> 01:04:35.590]  That Julian Assange is allied with Russia.
[01:04:36.170 --> 01:04:41.151]  It's also important for them to sell the fiction that he was conspiring with Manning.
[01:04:41.491 --> 01:04:46.113]  Because otherwise, it's a replay, which it really is, of what happened with the Pentagon Papers.
[01:04:46.173 --> 01:04:48.053]  All right, coming up, we're going to have Alex Jones.
[01:04:48.853 --> 01:04:51.654]  And later in the broadcast, Owen Schroeder will be back.
[01:04:51.714 --> 01:04:53.174]  He will finish out the broadcast.
[01:04:53.855 --> 01:04:54.815]  I'll also be back.
[01:04:54.835 --> 01:04:55.195]  Stay with us.
[01:05:06.451 --> 01:05:09.397]  The biggest problem we have is we have a very dishonest media.
[01:05:09.577 --> 01:05:13.705]  But these are among the most dishonest people you'll ever, ever meet.
[01:05:14.366 --> 01:05:17.112]  But we're gonna punch through the media.
[01:05:17.132 --> 01:05:17.753]  We have to.
[01:05:20.288 --> 01:05:25.191]  Do not allow anyone to tell you that it cannot be done.
[01:05:25.851 --> 01:05:30.574]  No challenge can match the heart and fight and spirit of America.
[01:05:31.355 --> 01:05:32.515]  We will not fail.
[01:05:33.396 --> 01:05:36.197]  Our country will thrive and prosper again.
[01:05:36.918 --> 01:05:38.319]  That whether we are black
[01:05:39.279 --> 01:05:42.140]  Or brown, or white.
[01:05:42.180 --> 01:05:46.001]  We all bleed the same red blood of patriots.
[01:05:46.321 --> 01:05:49.683]  Americanism, not globalism, will be our credo!
[01:05:50.323 --> 01:05:53.144]  The prize I want is victory for the world.
[01:05:53.464 --> 01:05:54.484]  Victory for the world.
[01:06:04.853 --> 01:06:05.733]  Taking the conditioning!
[01:06:05.753 --> 01:06:06.774]  InfoWars comes to mind.
[01:06:06.914 --> 01:06:07.574]  Alex Jones.
[01:06:07.734 --> 01:06:08.394]  Alex Jones.
[01:06:08.515 --> 01:06:09.115]  Alex Jones.
[01:06:09.135 --> 01:06:12.136]  There's a lot of controversy around this network about Alex Jones.
[01:06:12.296 --> 01:06:21.760]  Google is being accused of hiding negative stories about Hillary and her campaign by changing its algorithm to bury stories like the Clinton body count story.
[01:06:21.780 --> 01:06:23.500]  That's according to website InfoWars.
[01:06:29.049 --> 01:06:33.515]  Dr. Martin Luther King has been shot to death in Memphis, Tennessee.
[01:06:33.635 --> 01:06:36.258]  JFK was shot from the back and the front.
[01:06:36.298 --> 01:06:38.821]  It was almost as if there were planned implosions.
[01:06:39.282 --> 01:06:40.804]  It just pancaked.
[01:06:40.944 --> 01:06:44.829]  They took the babies out of incubators and left the children to die on the floor.
[01:06:45.729 --> 01:06:48.030]  I think this is a national security imperative.
[01:06:48.150 --> 01:06:55.194]  We have clear things that we do not understand how they work operating in areas that we can't control.
[01:06:55.274 --> 01:06:55.414]  U.S.A.
[01:06:55.534 --> 01:06:57.354]  Is this global governance at last?
[01:06:57.434 --> 01:06:59.996]  Is it one world the central bank is in charge?
[01:07:00.016 --> 01:07:02.957]  Israel claims the attack was accidental.
[01:07:03.517 --> 01:07:04.297]  Some former U.S.
[01:07:04.317 --> 01:07:06.458]  naval officers say it was on purpose.
[01:07:06.639 --> 01:07:09.880]  They describe the day's action as part of a continuing cover-up.
[01:07:10.160 --> 01:07:15.701]  Russian intelligence compiled a dossier on Mr. Trump during visits to Moscow.
[01:07:15.781 --> 01:07:17.262]  Russian scum!
[01:07:17.282 --> 01:07:18.082]  Denied everything.
[01:07:18.122 --> 01:07:19.442]  He called it all fake news.
[01:07:19.622 --> 01:07:22.483]  And he accused CNN of being fake news.
[01:07:22.583 --> 01:07:24.663]  This is a national emergency.
[01:07:24.763 --> 01:07:30.084]  If they kill Trump or remove Trump, it will cause a massive civil war in this country.
[01:07:30.284 --> 01:07:32.165]  This is a FEMA high-level emergency.
[01:07:32.785 --> 01:07:35.466]  We are at war with Russia.
[01:07:35.886 --> 01:07:41.548]  Are you aware that Mr. Stone also stated publicly that he was in direct communication with Julian Assange on Wikileaks?
[01:07:41.588 --> 01:07:44.269]  The White House and the President are citing InfoWars.
[01:07:44.469 --> 01:07:46.269]  If they can shut us down, you're next!
[01:07:47.390 --> 01:07:51.291]  If you are receiving this transmission, you are the resistance.
[01:07:51.811 --> 01:07:53.752]  It's Alex Jones.
[01:07:57.429 --> 01:08:01.272]  The White House and the President are citing Infowars.
[01:08:01.332 --> 01:08:06.115]  So they've got one kind of bizarre right-wing fringe theory to defend another bizarre right-wing fringe theory.
[01:08:07.095 --> 01:08:12.619]  We're living in astoundingly historical times.
[01:08:13.740 --> 01:08:16.301]  A lot of really incredibly good things are happening.
[01:08:17.362 --> 01:08:21.205]  Globalism is being exposed as a planetary corporate tyranny.
[01:08:22.225 --> 01:08:25.528]  The fact that a scientific technocracy is targeting the family
[01:08:26.451 --> 01:08:30.614]  And the human system for extinction is now an open secret.
[01:08:31.995 --> 01:08:34.597]  But the globalists are striking back against the free press.
[01:08:35.657 --> 01:08:43.363]  Before they were arrogant and believed it didn't matter if there were outliers and voices in the wilderness exposing their program.
[01:08:44.063 --> 01:08:47.706]  They thought the weight of corporate media would drown out those voices.
[01:08:48.971 --> 01:08:50.393]  But now they know they failed.
[01:08:51.454 --> 01:08:54.137]  And a sterling example of why they're now so afraid.
[01:08:54.818 --> 01:08:58.882]  And see, InfoWars is ground zero of where their defeat began.
[01:09:00.054 --> 01:09:23.422]  Is the fact that during the Trump campaign, we knew that they were spying on the president because of the statements and the activities they were involved in, and the leaks that we saw in the news, and the moles, and the fact that this group that represented the old Bush dynasty and the Clinton dynasty was so ruthless and had been caught spying on their political enemies in Congress before.
[01:09:24.688 --> 01:09:33.741]  Then, when the president, the Ken president-elect, Obama, through the New York Times, said, Don't worry, we know he's a Russian agent.
[01:09:33.801 --> 01:09:34.782]  We were surveilling him.
[01:09:35.203 --> 01:09:38.567]  We're giving all the information to the media so they can stop him.
[01:09:39.667 --> 01:09:41.368]  But of course, that really wasn't the truth.
[01:09:42.009 --> 01:09:47.012]  They were illegally spying, they tried to set the President and his cohorts up, but it didn't work.
[01:09:48.633 --> 01:10:09.487]  Then, in early 2017, we specifically named who was involved, the fake FISA warrants, that the orders came directly from Barack Obama to support Hillary Clinton and the Democratic Party, so that Hillary could get into power, cover up for Obama's crimes, and continue the globalist agenda of collapsing the United States into a one-world corporate tyranny.
[01:10:11.331 --> 01:10:30.024]  It's important that out of the many broadcasts on NPR, CNN, MSNBC, that it's recognized that InfoWars was the first place with a major platform to specifically expose the illegal surveillance, the illegal FISA warrants, and more, and specifically call out the Deep State.
[01:10:30.944 --> 01:10:33.726]  They doubled down and said, oh, Alex Jones is fake news.
[01:10:34.387 --> 01:10:38.770]  He is the source of Trump believing he's been spied on.
[01:10:39.490 --> 01:10:39.990]  And in truth,
[01:10:40.991 --> 01:10:46.337]  That's CNN telling the truth, but they lied and said that I had made it up.
[01:10:46.998 --> 01:10:49.641]  Which you now know specifically, we did not make it up.
[01:10:50.041 --> 01:10:54.226]  With total precision, from our sources and our research, we laid out exactly what had happened.
[01:10:54.647 --> 01:10:55.207]  Here's a clip.
[01:10:55.908 --> 01:10:57.550]  from CNN two years ago.
[01:11:18.652 --> 01:11:20.453]  What else were we talking about two years ago?
[01:11:20.473 --> 01:11:20.993]  Six years ago?
[01:11:31.229 --> 01:11:33.391]  Communist China taking over Big Tech in Hollywood.
[01:11:33.971 --> 01:11:37.273]  Google making deals with them to sell out the United States.
[01:11:37.754 --> 01:11:45.099]  How 5G run by Chai Comps in Wampoa would be used to surveil and control not just Americans, but people all over the world.
[01:11:45.720 --> 01:11:55.267]  Who first six years ago wrote articles at Infowars.com, Paul Joseph Watson, about the entire global social credit score that China was rolling out?
[01:11:56.067 --> 01:11:57.088]  That's right, ladies and gentlemen.
[01:11:57.228 --> 01:12:03.452]  Infowars is ground zero for the takedown of the globalists, and that's why we're so important.
[01:12:04.092 --> 01:12:16.121]  We first exposed the TPP, the tyranny of the European Union, the open border replacement migration UN agenda to bring down Europe and the US borders, the illegal spying, the anti-family agenda.
[01:12:17.008 --> 01:12:19.449]  There are plans to go after the Second Amendment directly.
[01:12:19.969 --> 01:12:26.410]  All of it happened here, thanks to our research, your research, and our focus, your focus, and your support.
[01:12:27.171 --> 01:12:36.193]  That's why, now more than ever, I need listeners to understand we've got to be here in the next phase of the fight that's going to be even more intense as we approach victory.
[01:12:37.560 --> 01:12:40.021]  That's why we need your financial support today.
[01:12:40.041 --> 01:13:07.295]  We need you to commit to go to infowarestore.com, take advantage of this big sale, the Spring Super Sale, and get the high quality supplements, get t-shirts, get books, get films, get air filtration, get water filtration, get things you and your family already need, and sign up for AutoShip for things you're going to want to reorder but don't want to forget to do, like Wake Up America coffee, the protein bars, the fish oil, and other things like toothpaste that you're going to want to reorder.
[01:13:07.775 --> 01:13:10.116]  Thank you all for making this operation possible.
[01:13:10.476 --> 01:13:14.938]  Thank you to David Knight, all of the great crew, and everyone else, because without you we wouldn't be here.
[01:13:15.378 --> 01:13:26.662]  But the reason they want us off air is not because we're fake news or that we're liars, but because we're real, we have an incredible track record, and we're dedicated to restoring this republic and the planet and having true free will.
[01:13:27.202 --> 01:13:31.563]  I'm very proud of all of you, very proud of the work we've done, and this is a very, very special time.
[01:13:32.223 --> 01:13:39.625]  The globalists aren't going to give any of us credit, so we have to celebrate our victories and the fact that we've been totally vindicated ourselves, and I know you will.
[01:13:40.145 --> 01:13:41.545]  Back to David Knight in the live broadcast.
[01:13:41.605 --> 01:13:45.686]  Owen Schroer is at a pro-life demonstration, and then he'll be back live joining us as well.
[01:13:45.826 --> 01:13:56.748]  I'm back in Austin this afternoon, and we'll be in the studio this evening and tomorrow with a huge special Friday transmission with the former technical director of the NSA, William Binning, and others joining us to talk about
[01:13:57.128 --> 01:14:02.517]  The Assange situation and the fact that Trump needs to buck up and needs to pardon Mr. Assange.
[01:14:02.918 --> 01:14:06.744]  Now back to David Knight and the vindicated InfoWars live transmission.
[01:14:08.015 --> 01:14:09.816]  Well, David Knight has signed off for the day.
[01:14:09.836 --> 01:14:11.057]  Owen Shroyer now in studio.
[01:14:11.377 --> 01:14:20.984]  And if you are a viewer of the Alex Jones Show at InfoWars.com slash show, the last bastion where we're allowed, you can see I just got in studio.
[01:14:21.004 --> 01:14:21.884]  I'm a little frazzled.
[01:14:22.285 --> 01:14:23.806]  There's a little sweat on my brow.
[01:14:23.966 --> 01:14:25.827]  My hair is a bit matted down.
[01:14:26.728 --> 01:14:31.591]  That's because I did, as Alex say, just got back from a pro-abortion rally.
[01:14:32.932 --> 01:14:35.314]  And, well, it was quite amazing.
[01:14:36.260 --> 01:14:53.903]  What I experienced, the crew is rolling the b-roll right now and so we're putting together a little highlight reel of that and I'll talk about that but the big story obviously Julian Assange gets arrested and is now being prepared for extradition and Donald Trump has to act but
[01:14:55.012 --> 01:15:03.655]  Obviously I was busy this morning with this broadcast and the live stream that I did at the Planned Parenthood funding rally, so I don't know the details.
[01:15:03.955 --> 01:15:14.758]  But on the surface of what I've known from researching last night and what I've briefly seen this morning, I actually think the fact that Assange is being extradited to the U.S.
[01:15:14.798 --> 01:15:15.399]  is a good thing.
[01:15:16.239 --> 01:15:22.741]  Because it gives Donald Trump the opportunity to do the right thing one time and free Julian Assange.
[01:15:25.942 --> 01:15:31.347]  And if Trump is who we elected, or who we thought we elected, that's exactly what he's going to do.
[01:15:31.907 --> 01:15:41.495]  He's going to pardon Assange, and he'll grant him asylum or some other situation, but obviously people are worried.
[01:15:43.577 --> 01:15:52.965]  And if Trump wants to either identify himself as a patriot that's not a part of the deep state, or a deep state who's going to go with the DC establishment,
[01:15:54.016 --> 01:15:54.876]  We want to know who he is?
[01:15:54.896 --> 01:15:59.058]  The Julian Assange problem could be the answer to that question.
[01:15:59.078 --> 01:16:00.718]  We'll have that and more on the other side.
[01:16:13.957 --> 01:16:19.581]  And I had a bunch of people tweeting at me all the products that they've purchased, and it was just incredible.
[01:16:19.601 --> 01:16:23.324]  I mean, you guys are so amazing for supporting us at infowarestore.com.
[01:16:23.784 --> 01:16:28.848]  And so we want to give back, and we want you to get the best deals when we have these specials.
[01:16:28.968 --> 01:16:30.169]  And it's the Spring Super Sale.
[01:16:30.329 --> 01:16:31.530]  Free shipping store-wide.
[01:16:31.730 --> 01:16:33.631]  Boddy's is 60% off.
[01:16:33.671 --> 01:16:35.092]  That's one of the top-selling supplements.
[01:16:35.132 --> 01:16:35.632]  People love it.
[01:16:35.792 --> 01:16:36.173]  I love it.
[01:16:36.273 --> 01:16:38.514]  Brain Force Plus is 60% off.
[01:16:38.534 --> 01:16:40.335]  That may be our number one selling supplement.
[01:16:40.355 --> 01:16:41.836]  I mean, we don't have to sell it 60% off.
[01:16:41.876 --> 01:16:43.417]  We do because we want you to get a good deal.
[01:16:43.497 --> 01:16:44.958]  We want you to take advantage of these specials.
[01:16:45.098 --> 01:16:49.781]  So we hope, you know, if you're a regular user of Brain Force, buy 10 right now at the price that it's at.
[01:16:49.821 --> 01:16:50.802]  Sign up for AutoShip.
[01:16:50.842 --> 01:16:51.983]  That gives you an additional 10% off.
[01:16:52.523 --> 01:16:55.386]  So these are just part of the big specials at InfowarsStore.com.
[01:16:55.406 --> 01:16:56.888]  But folks, there's things that you need.
[01:16:57.048 --> 01:16:59.051]  We have household items at InfowarsStore.com.
[01:16:59.071 --> 01:16:59.972]  Do you brush your teeth?
[01:17:00.192 --> 01:17:00.833]  Of course you do.
[01:17:00.893 --> 01:17:03.356]  We've got toothpaste, and it's damn good toothpaste.
[01:17:03.616 --> 01:17:04.297]  I use it every day.
[01:17:04.357 --> 01:17:04.777]  I love it.
[01:17:04.817 --> 01:17:06.359]  Super Blue Fluoride Free Toothpaste.
[01:17:06.579 --> 01:17:07.721]  Shop with the good guys.
[01:17:07.801 --> 01:17:08.822]  We have toothbrushes.
[01:17:09.082 --> 01:17:10.123]  Shop with the good guys.
[01:17:10.183 --> 01:17:12.326]  We have topical wound care gel.
[01:17:12.426 --> 01:17:16.008]  The Super Silver Wound Dressing Gel is the best thing since sliced bread.
[01:17:16.208 --> 01:17:23.152]  So someday, they're going to have to change that saying from the best thing since sliced bread to the best thing since Super Silver Wound Dressing Gel.
[01:17:23.212 --> 01:17:26.214]  That's on sale right now at InfoWarsStore.com.
[01:17:26.354 --> 01:17:27.435]  Check out the t-shirts.
[01:17:27.635 --> 01:17:29.496]  Check out the ball caps.
[01:17:29.616 --> 01:17:31.577]  Check out the survival gear.
[01:17:31.657 --> 01:17:32.958]  Check out the water filters.
[01:17:33.038 --> 01:17:34.299]  Check out the air filters.
[01:17:34.579 --> 01:17:36.760]  I really do love my Alexa Pure Breeze air filter.
[01:17:37.220 --> 01:17:38.561]  I got a couple of them at my home.
[01:17:38.881 --> 01:17:39.982]  And if you have pets,
[01:17:40.422 --> 01:17:44.045]  Specifically, you will really appreciate the Alexa Pure Breeze.
[01:17:44.145 --> 01:17:48.888]  I mean, it helps with dandruff and hair, but really with the odor more than anything.
[01:17:49.208 --> 01:17:49.989]  It's just incredible.
[01:17:50.009 --> 01:17:57.995]  In fact, sometimes, I'm not gonna lie, sometimes my Alexa Pure Breeze is a little rude because I'll walk by and it'll turn on.
[01:17:58.155 --> 01:17:59.576]  It's basically telling me I stink.
[01:17:59.796 --> 01:18:01.157]  So it does have a bit of an attitude.
[01:18:01.357 --> 01:18:03.818]  It will turn on if you have body odor.
[01:18:04.038 --> 01:18:06.840]  It will turn on to rid the air of those odors.
[01:18:07.020 --> 01:18:09.361]  Yes, that's how strong the Alexa Pure Breeze is.
[01:18:09.481 --> 01:18:13.143]  So if you have a pet, you will really appreciate the Alexa Pure Breeze air filter.
[01:18:13.183 --> 01:18:15.404]  And so we've got Spring Super Sale happening right now, folks.
[01:18:15.424 --> 01:18:16.905]  Please jump over to InfoWarsStore.com.
[01:18:17.005 --> 01:18:20.227]  Check out all the great discounts for yourself.
[01:18:20.247 --> 01:18:22.228]  60% off top-selling supplements.
[01:18:22.548 --> 01:18:22.708]  60% off.
[01:18:22.748 --> 01:18:24.088]  You heard me.
[01:18:24.108 --> 01:18:25.289]  60% off top-selling supplements.
[01:18:25.469 --> 01:18:30.392]  We're able to exist and continue at InfoWars.com because of your support at InfoWarsStore.com.
[01:18:30.512 --> 01:18:31.112]  And that's the key.
[01:18:31.432 --> 01:18:34.816]  When you continue to support us, we'll continue to exist at InfoWars.com.
[01:18:34.856 --> 01:18:38.781]  So that's how we beat the censorship, is you supporting us at InfoWarsStore.com.
[01:18:38.821 --> 01:18:41.244]  So we have this broadcast at InfoWars.
[01:19:07.170 --> 01:19:08.871]  DNA Force Plus.
[01:19:09.491 --> 01:19:11.352]  Our most advanced formula yet.
[01:19:14.653 --> 01:19:25.198]  DNA Force Plus is focused on overhauling your body's cellular engines and supporting your optimal energy levels while adapting your body to handle the daily bombardment of toxins.
[01:19:28.039 --> 01:19:36.589]  DNA Force Plus contains a combination of the best adaptogens on the market to help your body adapt and bend, not break.
[01:19:37.130 --> 01:19:41.535]  Hand-picked adaptogen herbs help protect your body on a cellular level.
[01:19:42.155 --> 01:19:48.363]  It's time to try the newest version of one of our most powerful formulas yet with DNA Force Plus.
[01:19:54.688 --> 01:19:57.732]  Available at infowarslife.com today.
[01:19:57.752 --> 01:19:59.655]  You're listening to the Alex Jones Show.
[01:20:35.011 --> 01:20:37.494]  All right, ladies and gentlemen, it's the Alex Jones Show.
[01:20:37.534 --> 01:20:39.556]  Owen Schroer in studio now, taking over.
[01:20:40.877 --> 01:20:49.827]  And I was at a pro-abortion rally earlier today, and we're clipping out some of the highlights of this.
[01:20:51.208 --> 01:20:54.552]  And we're going to air that as soon as that compilation is done.
[01:20:56.869 --> 01:21:05.079]  But I haven't obviously had the time to go through all of the news today and disseminate and bring it to you in an eloquent manner.
[01:21:05.159 --> 01:21:12.667]  So what I'm going to do is open up phone lines to talk about the Julian Assange situation, specifically what you think about it.
[01:21:13.348 --> 01:21:25.376]  What you think Trump should do, or if you think Trump already has a plan, or if you think he's about to go sideways on Assange, or if you think he's about to deliver and pardon Assange and just totally move the ball forward against all these treasonous people.
[01:21:25.716 --> 01:21:34.561]  Which, by the way, the president in the last 48 hours I think has referred to bureaucrats and politicians as treasonous three or four times now.
