[00:00:19.714 --> 00:00:21.275]  Hello, welcome.
[01:02:23.312 --> 01:02:38.823]  And instead of taking physical books, taking them out into the field and burning them, what they're doing today, what they're doing today is that they're taking digital books and burning them.
[01:02:38.823 --> 01:02:40.964]  And that's what they did here.
[01:02:40.964 --> 01:02:43.266]  So why would anybody support
[01:02:44.491 --> 01:02:52.238]  A socialist entity that is trying to take away Americans voice.
[01:02:52.238 --> 01:02:53.058]  Right?
[01:02:53.058 --> 01:02:54.139]  Think about that.
[01:02:54.139 --> 01:02:58.623]  You have people are saying, yes, Alex Jones should be removed.
[01:02:58.623 --> 01:03:00.525]  He should be removed.
[01:03:00.525 --> 01:03:07.290]  And then they want to, if you say Alex Jones on these socialist media platforms, there's your subject to get banned.
[01:03:07.290 --> 01:03:09.993]  They're subject to delete your Facebook.
[01:03:11.308 --> 01:03:15.329]  They're gonna digitally burn your book.
[01:03:15.329 --> 01:03:17.389]  And it's not just Facebook.
[01:03:17.389 --> 01:03:33.372]  Google, you know, they used to, Google had, what was it called, Google Plus, where people can go on there and they can do comments and different things like that, but I think they've since, people didn't really gravitate to it, so they didn't, there's not too much of it around.
[01:03:33.372 --> 01:03:36.533]  But you still have Twitter, you still have Fascist Book, you still have,
[01:03:38.235 --> 01:03:47.540]  YouTube, where a lot of people communicate and do videos, and you have these socialist media outlets that are blocking conservatives.
[01:03:47.540 --> 01:03:56.165]  Now, just to be clear, they have blocked some liberals, some that are on the left, and the only time they get blocked is when they start waking up.
[01:03:56.165 --> 01:04:01.688]  When they start waking up to what's happening, then these socialist media outlets will start blocking them.
[01:04:02.588 --> 01:04:04.849]  They didn't experience it before then.
[01:04:04.849 --> 01:04:13.173]  And so as long as you're anti-American, as long as you're anti-Trump, as long as you're anti-infowars.com, then they will let you thrive.
[01:04:13.173 --> 01:04:16.675]  They will even help you succeed.
[01:04:16.675 --> 01:04:22.578]  They will even push your videos above and beyond.
[01:04:22.578 --> 01:04:28.361]  It is crazy what's happening in America in this second Civil War.
[01:04:28.361 --> 01:04:32.103]  Right now the battle was primarily on the internet.
[01:04:33.277 --> 01:04:35.899]  Now the battle is going to the streets.
[01:04:35.899 --> 01:04:37.980]  The battle is going to Portland.
[01:04:37.980 --> 01:04:40.481]  The battle is in El Paso.
[01:04:40.481 --> 01:04:45.644]  The battle is wherever these leftists can get people to go and be destructive.
[01:04:45.644 --> 01:04:47.185]  You've got to wake up.
[01:04:47.185 --> 01:04:49.027]  Next, we're going to have Robert Burns on with us.
[01:04:49.027 --> 01:04:52.429]  He's going to go into great detail about this and much more.
[01:04:52.429 --> 01:04:54.550]  Will Johnson, this is Infowars.com.
[01:04:58.371 --> 01:05:09.599]  As we witness the most disastrous geological activity in recorded history, the globalists are backed into a corner, and the leftists are pushing for civil war.
[01:05:09.599 --> 01:05:13.722]  Borders are being broken and sovereignty is being challenged.
[01:05:13.722 --> 01:05:23.089]  The world is going to change, and how it changes will likely be decided by those who are prepared to stay strong when the system fails.
[01:05:23.809 --> 01:05:25.851]  The system is vulnerable.
[01:05:25.851 --> 01:05:28.534]  Electricity could be gone in an instant.
[01:05:28.534 --> 01:05:32.157]  And grocery stores could be empty in three days.
[01:05:32.157 --> 01:05:39.063]  Having storable foods and the ability to purify water will give you a fighting chance in the next level.
[01:05:39.063 --> 01:05:44.389]  And being without puts you at the mercy of others or makes you a slave to a dying system.
[01:05:45.009 --> 01:05:50.233]  Buy storable foods and an Alexa Pure Gravity Water Filter today.
[01:05:50.233 --> 01:05:53.195]  Support mankind by being prepared.
[01:05:53.195 --> 01:05:56.558]  And support freedom by buying from Infowarsstore.com.
[01:06:08.616 --> 01:06:09.838]  You found it.
[01:06:09.838 --> 01:06:11.861]  The tip of the spear.
[01:06:11.861 --> 01:06:16.468]  It is the Alex Jones Show with Will Johnson.
[01:06:27.521 --> 01:06:36.066]  It is a great privilege and honor to be here again hosting the show for Alex while he's on a well-deserved vacation.
[01:06:36.066 --> 01:06:41.728]  So we're soon before... Let me talk about this real quick.
[01:06:41.728 --> 01:06:42.949]  Turbo Force.
[01:06:42.949 --> 01:06:44.370]  And you see I have on orange shoes right here.
[01:06:47.375 --> 01:06:57.138]  I traveled from California to Texas and it's like a three day drive, especially if you're not, I had a trailer behind me so I can't go really fast.
[01:06:57.138 --> 01:07:06.220]  So, um, I'm driving and I love God's country and it's beautiful, but being humans, we get tired.
[01:07:06.220 --> 01:07:13.902]  And even just after four hours of driving and I'm starting to get tired and I remembered, I said, Oh, I have a pack of turbo force.
[01:07:13.902 --> 01:07:16.463]  So I reached into my console in my vehicle.
[01:07:17.600 --> 01:07:21.082]  And I took out the turbo force and I stopped at a gas station.
[01:07:21.082 --> 01:07:23.483]  And I got me some orange juice.
[01:07:23.483 --> 01:07:25.664]  It wasn't quite this big.
[01:07:25.664 --> 01:07:28.285]  The typical size is a little bit smaller.
[01:07:28.285 --> 01:07:35.549]  But, and I'll put like half the packet of the turbo force in it because the stuff is so great and so wonderful it gets you going.
[01:07:35.549 --> 01:07:36.749]  But there's quite a bit in this one.
[01:07:36.749 --> 01:07:39.991]  So I'm going to put the whole thing in this one.
[01:07:39.991 --> 01:07:44.193]  And when I was driving from California to Texas,
[01:07:45.402 --> 01:07:48.884]  I took the Turboforce and I put it in orange juice.
[01:07:48.884 --> 01:07:52.086]  And I took it and I shook it up.
[01:07:52.086 --> 01:07:56.488]  Hear that?
[01:07:56.488 --> 01:07:58.729]  Get in there real good.
[01:07:58.729 --> 01:07:59.670]  And you know what's amazing?
[01:07:59.670 --> 01:08:02.091]  It actually enheightens the taste.
[01:08:02.091 --> 01:08:03.632]  I mean, I really like it.
[01:08:03.632 --> 01:08:10.896]  I mean, I'm a big fan of orange juice already, but... Yeah.
[01:08:10.896 --> 01:08:13.197]  I mean, it's really good.
[01:08:13.197 --> 01:08:13.457]  Let me see.
[01:08:15.351 --> 01:08:17.232]  Mmm.
[01:08:17.232 --> 01:08:18.613]  Mmm.
[01:08:18.613 --> 01:08:20.495]  Wow.
[01:08:20.495 --> 01:08:23.036]  It's like energy immediately.
[01:08:23.036 --> 01:08:28.360]  Mmm.
[01:08:28.360 --> 01:08:29.181]  I can't believe.
[01:08:29.181 --> 01:08:30.361]  You know what?
[01:08:30.361 --> 01:08:40.448]  Maybe Infowars should sell orange juice with the turbo force in it because the way it tastes, it's almost like it just brightens up the orange juice.
[01:08:40.448 --> 01:08:44.191]  It gives it more energy in the orange juice itself, if that makes sense.
[01:08:45.302 --> 01:08:56.311]  The TurboForce at InfowarsStore.com, most of the time they keep it on sale.
[01:08:56.311 --> 01:08:59.514]  And I'm like, how are they able to do that?
[01:08:59.514 --> 01:09:01.936]  They keep it on sale for so long.
[01:09:01.936 --> 01:09:07.161]  And I think, I've never been told this, but I think the main reason why they keep it on sale
[01:09:08.618 --> 01:09:12.780]  And they keep the price so low is that so people will try it.
[01:09:12.780 --> 01:09:13.740]  I mean, it's the whole box.
[01:09:13.740 --> 01:09:14.421]  What was it?
[01:09:14.421 --> 01:09:15.041]  30 bucks, right?
[01:09:15.041 --> 01:09:19.083]  At 30 bucks, 29, 95.
[01:09:19.083 --> 01:09:20.483]  You get it and you try it.
[01:09:20.483 --> 01:09:25.446]  29, 98, 30 bucks, 30 bucks.
[01:09:25.446 --> 01:09:26.346]  Today's prices.
[01:09:26.346 --> 01:09:33.169]  You can, you spend that just going to McDonald's, but 30 bucks, you get it and you will be amazed.
[01:09:33.169 --> 01:09:34.710]  So, you know, I went through and I,
[01:09:36.408 --> 01:09:37.988]  I think I have a copy somewhere here.
[01:09:37.988 --> 01:09:53.572]  Um, maybe not, but I went through and I always like looking at the reviews because I talk about the different reviews that's going on with, uh, with the people who buy the TurboForce and just to see if the reviews are similar to mine.
[01:09:53.572 --> 01:10:04.134]  And ever since I've been talking about the orange juice with TurboForce, I've actually seen people comment on there about them taking TurboForce with the orange juice.
[01:10:05.721 --> 01:10:13.404]  Yeah, there's one with Johnny Boy and he says, he says, I'm absolutely addicted to this amazing product.
[01:10:13.404 --> 01:10:21.187]  Also a member of the Houston InfoWars Army as well as the Daily Distance Runner.
[01:10:21.187 --> 01:10:22.408]  I live
[01:10:23.354 --> 01:10:23.915]  on the show!
[01:10:48.692 --> 01:10:55.436]  You've got to do it, and I encourage anyone, go to Infowarsstore.com right now, leave a comment.
[01:10:55.436 --> 01:11:04.321]  Try on orange shoes, leave a comment, let me know, and I would love to get your comment and read it online, read it on the air.
[01:11:04.321 --> 01:11:08.824]  God willing, I will be in this chair again if God allows me to be here.
[01:11:09.304 --> 01:11:10.626]  So get the Turbo Force today.
[01:11:10.626 --> 01:11:12.229]  Infowarsstore.com.
[01:11:12.229 --> 01:11:15.734]  Now the next one that I'm going to get, I haven't purchased it yet.
[01:11:15.734 --> 01:11:22.305]  Actually, once I leave the studio, I'm going to go purchase a bottle of it and that is the DNA Force.
[01:11:23.499 --> 01:11:28.925]  I've heard nothing but remarkable things about taking DNA force.
[01:11:28.925 --> 01:11:40.336]  And it's not that it's like the miracle, it's not like the miracle drug, it's not a drug, it's like a supplement, but it's not anything that you're like, okay, I'm gonna take this and it's gonna cure all elements.
[01:11:40.336 --> 01:11:41.117]  That's not even it.
[01:11:43.379 --> 01:11:53.685]  The DNA Force has so many benefits, and I want to take it, I'm going to get it today, and I'm going to, once I get it and I take it, then I'm going to come back and I'm going to tell everyone my personal experience.
[01:11:53.685 --> 01:11:55.186]  Because I think that's what people want to hear.
[01:11:55.186 --> 01:12:07.334]  Because I can go down the long line list of everything, the reasons why you should take it based on the documentation that they have in there, but I like to do it based on my personal experience, just like the Turbo Force.
[01:12:09.264 --> 01:12:09.584]  Sounds good.
[01:12:09.584 --> 01:12:11.164]  All right.
[01:12:11.164 --> 01:12:20.366]  So while we're waiting for Mr. Burns to join us, I want to go to another clip that I had here, and I think we have time.
[01:12:20.366 --> 01:12:25.687]  Before Veritas, James O'Keefe came on.
[01:12:25.687 --> 01:12:29.148]  Actually, let me talk about that real quick.
[01:12:29.148 --> 01:12:38.230]  With James O'Keefe and the Veritas, Google attacking this gentleman for exposing them for what they're doing.
[01:12:40.490 --> 01:12:42.191]  Why would that not terrify people?
[01:12:42.191 --> 01:12:45.354]  How is it that Google has so much power?
[01:12:45.354 --> 01:12:47.736]  And what did Google tell?
[01:12:47.736 --> 01:12:52.759]  Okay, so Google told the police department a wellness check.
[01:12:52.759 --> 01:12:57.523]  A wellness check to go see, to go check on him.
[01:12:57.523 --> 01:12:59.224]  And you know, they're like looking at him.
[01:12:59.224 --> 01:13:02.167]  Okay, so a wellness check is just walking up to him, right?
[01:13:02.167 --> 01:13:02.867]  Why not?
[01:13:02.867 --> 01:13:05.589]  Why does he have to hold his hands up?
[01:13:05.589 --> 01:13:06.030]  Don't shoot.
[01:13:07.156 --> 01:13:08.337]  How does he get in that position?
[01:13:08.337 --> 01:13:11.839]  Because Google asked for them to go do a wellness check.
[01:13:11.839 --> 01:13:21.005]  Now, correct me if I'm wrong, but a wellness check is to go check on someone's well-being to make sure that they're okay, right?
[01:13:21.005 --> 01:13:35.575]  But I think in this case, Google is trying to build up documentation or build up a case against him to say that he may be, you know, off his rocker or he may be mentally disturbed, but he was getting paid
[01:13:36.394 --> 01:13:38.996]  A quarter million dollars a year from Google.
[01:13:38.996 --> 01:13:44.401]  So you mean to tell me that Google is hiring people that's mentally unstable?
[01:13:44.401 --> 01:13:54.009]  Or they're just saying that now you're mentally unstable because you shared inside documents that prove what Google and what all of us have been believing?
[01:13:55.120 --> 01:13:59.122]  Why is Google trying to change the outcome of the 2020 election?
[01:13:59.122 --> 01:14:01.084]  That's the most important thing.
[01:14:01.084 --> 01:14:02.965]  And who gave them this power?
[01:14:02.965 --> 01:14:06.547]  Why do they, why, who's allowing them to do that?
[01:14:06.547 --> 01:14:12.070]  And I'm going to tell you, it is us the American people that has allowed Google to do this.
[01:14:12.070 --> 01:14:13.311]  And I'm going to be honest with you.
[01:14:14.091 --> 01:14:23.894]  I used to work in IT and I loved using Google because if I need to find the answer to something, I could Google it and some super geek out there has put the solution on Google.
[01:14:23.894 --> 01:14:30.016]  Be it in a YouTube video, be it in a documentation, you can find it via Google.
[01:14:30.016 --> 01:14:34.097]  And Google knew and they know exactly what they've done.
[01:14:35.566 --> 01:14:41.890]  And because they don't like somebody, because they don't like the President of the United States, that the American people elected.
[01:14:41.890 --> 01:14:47.193]  So basically they're saying that the American people, you don't understand what you did.
[01:14:47.193 --> 01:14:52.517]  So we're going to try everything we can to reverse the will of the American people.
[01:14:52.517 --> 01:14:58.641]  The American people should not be allowed to select the sitting President of the United States.
[01:14:59.361 --> 01:15:00.961]  And that's exactly what they're saying.
[01:15:00.961 --> 01:15:02.582]  And that's exactly what they're doing.
[01:15:02.582 --> 01:15:03.982]  That's their agenda.
[01:15:03.982 --> 01:15:11.163]  They want a socialist, communist, democrat to run this country into the ground.
[01:15:11.163 --> 01:15:14.564]  Which is amazing to me because Google resides in America.
[01:15:14.564 --> 01:15:15.944]  So I guess, what does that mean?
[01:15:15.944 --> 01:15:20.185]  Google, they get to stay at the top of the food chain?
[01:15:20.185 --> 01:15:23.386]  Because at some point, they're going to come for Google as well.
[01:15:24.673 --> 01:15:28.975]  Google is helping these socialists right now to take them out, to take us out.
[01:15:28.975 --> 01:15:31.096]  But they're going to come for you as well, Google.
[01:15:31.096 --> 01:15:34.538]  Elizabeth Warren, she stopped talking about it here lately.
[01:15:34.538 --> 01:15:38.940]  But even Elizabeth Warren wants to go after you.
[01:15:38.940 --> 01:15:42.002]  Did someone at Google get to Elizabeth Warren?
[01:15:42.002 --> 01:15:43.042]  You have to ask that question.
[01:15:43.042 --> 01:15:44.043]  Did they?
[01:15:44.043 --> 01:15:45.904]  Did they?
[01:15:45.904 --> 01:15:47.404]  She's not talking about it any longer.
[01:15:47.404 --> 01:15:48.885]  I haven't heard her say anything in a while.
[01:15:48.885 --> 01:15:50.586]  All right, my name is Will Johnson.
[01:15:50.586 --> 01:15:52.867]  This is Infowars.com.
[01:15:52.867 --> 01:15:54.228]  We'll be back with Mr. Burns.
[01:15:57.574 --> 01:15:59.536]  Heart disease is on the rise.
[01:15:59.536 --> 01:16:04.841]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you.
[01:16:04.841 --> 01:16:06.443]  But the symptoms are there.
[01:16:06.443 --> 01:16:14.811]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:16:14.811 --> 01:16:20.497]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:16:20.657 --> 01:16:22.478]  My blood pressure has normalized.
[01:16:22.478 --> 01:16:24.739]  My diabetes has totally improved.
[01:16:24.739 --> 01:16:29.140]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:16:29.140 --> 01:16:31.341]  I recommend Heart and Body Extract to everyone.
[01:16:31.341 --> 01:16:39.144]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:16:39.244 --> 01:16:41.586]  Order your two-month supply today by calling 866-295-5305.
[01:16:41.586 --> 01:16:41.926]  That's 866-295-5305.
[01:16:41.926 --> 01:16:43.947]  Or order online at hbextract.com.
[01:16:43.947 --> 01:16:45.809]  Heart and Body Extract, 866-295-5305.
[01:16:45.809 --> 01:16:46.629]  Or hbextract.com.
[01:16:56.756 --> 01:17:02.501]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[01:17:02.501 --> 01:17:07.605]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[01:17:07.605 --> 01:17:15.332]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[01:17:15.332 --> 01:17:23.219]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[01:17:23.379 --> 01:17:25.160]  Not a security IPO or note.
[01:17:25.160 --> 01:17:34.686]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[01:17:34.686 --> 01:17:35.526]  Don't miss this one.
[01:17:35.526 --> 01:17:36.827]  Stake your claim today.
[01:17:36.827 --> 01:17:37.107]  Call 800-600-3388.
[01:17:37.107 --> 01:17:37.407]  That's 800-600-3388.
[01:17:37.407 --> 01:17:39.529]  These valuable lease contracts won't last long.
[01:17:39.529 --> 01:17:39.829]  Call now 800-600-3388.
[01:17:39.829 --> 01:17:39.869]  800-600-3388.
[01:17:50.056 --> 01:17:51.702]  Equipment offer poses a financial risk to owners.
[01:17:51.702 --> 01:17:53.428]  Consult with financial professionals before purchasing.
[01:17:53.428 --> 01:17:55.937]  Not an offer to buy or sell a security which requires an offering document.
[01:17:58.587 --> 01:18:01.009]  Without your support, we won't be here.
[01:18:01.009 --> 01:18:04.472]  And I couldn't thank you all enough for the fact that you've kept us in the game.
[01:18:04.472 --> 01:18:06.013]  I mean, I want to stay in this game.
[01:18:06.013 --> 01:18:07.334]  I want to take the globalist on.
[01:18:07.334 --> 01:18:09.295]  Total transparency is our whole operation.
[01:18:09.295 --> 01:18:14.459]  If I bring in $35 million, half of that's the cost of the products, because we don't mark stuff up that much.
[01:18:14.459 --> 01:18:17.442]  I don't care if I'm not making money, but you need to buy the products.
[01:18:17.442 --> 01:18:18.182]  We got coffee.
[01:18:18.182 --> 01:18:19.043]  We got fish oil.
[01:18:19.043 --> 01:18:19.823]  We got turmeric.
[01:18:19.823 --> 01:18:20.824]  We got great toothpaste.
[01:18:20.824 --> 01:18:23.206]  We've got great things like DNA Force Plus.
[01:18:23.206 --> 01:18:25.648]  But Ultimate Krill Oil has been sold out for four months.
[01:18:25.828 --> 01:18:28.449]  For whatever reason, this became the most popular fish oil.
[01:18:28.449 --> 01:18:39.072]  It's totally full of bottle, and it is the strongest, purest krill oil, and it cost us three times more because we have it put through the expensive laboratory process to remove mercury.
[01:18:39.072 --> 01:18:44.854]  Any type of krill oil you get that doesn't give you fish burps, which I don't like, but gives you all the great benefits, isn't real.
[01:18:44.854 --> 01:18:47.135]  It's been boiled, it's been ruined, it's been homogenized.
[01:18:47.135 --> 01:18:47.755]  This is not real.
[01:18:48.055 --> 01:18:52.686]  This, ladies and gentlemen, is the highest quality krill oil you're gonna find anywhere.
[01:18:52.686 --> 01:18:54.249]  Real krill oil, folks, is red.
[01:18:54.249 --> 01:18:54.971]  It's not yellow.
[01:18:54.971 --> 01:18:55.873]  It's not milky.
[01:18:55.873 --> 01:18:57.396]  This is nothing but krill oil.
[01:18:58.962 --> 01:19:00.942]  Robert Moritz, what has Big Tech become?
[01:19:00.942 --> 01:19:02.963]  Big Tech are big babies that have become big bullies.
[01:19:02.963 --> 01:19:09.464]  And the way they did so is because they face no consequence, social, economic, political, or legal, for their illicit activities over two decades.
[01:19:09.464 --> 01:19:21.527]  And because of that, that's why the courts, the judges, the juries, the members of the independent free press that care about this, the ordinary members of the public and the audience that care about this, have to bring real social, political, economic consequence to their course of conduct.
[01:19:21.527 --> 01:19:22.727]  Otherwise, they will never change.
[01:19:22.987 --> 01:19:25.349]  And then the whopper of telling us the whole time it's not happening.
[01:19:52.927 --> 01:19:54.729]  It's the ultimate form of gaslighting.
[01:19:54.729 --> 01:19:56.652]  What you just saw isn't what you just saw.
[01:19:56.652 --> 01:20:01.197]  Even it is what you just saw.
[01:20:01.197 --> 01:20:03.820]  You're listening to the Alex Jones Show.
[01:20:22.262 --> 01:20:23.325]  Welcome back!
[01:20:23.325 --> 01:20:24.026]  Infowars.com.
[01:20:24.026 --> 01:20:25.309]  We have Mr. Burns on with us.
[01:20:32.153 --> 01:20:43.961]  Now, Mr. Burns, I've watched Mr. Burns, and I listen to him talk, and it's just like, he has like a wealth of knowledge just walking around on two feet, and it's amazing.
[01:20:43.961 --> 01:20:49.945]  I've learned so much just listening to him, and he has so many points that are on point.
[01:20:49.945 --> 01:20:55.469]  And it's just like, how is it even possible that someone has all of this together like this?
[01:20:55.469 --> 01:20:58.731]  And it's a real honor and pleasure to talk to you again, Mr. Burns.
[01:21:00.051 --> 01:21:01.111]  Hey, happy to be here.
[01:21:01.111 --> 01:21:02.192]  Yeah, cool.
[01:21:02.192 --> 01:21:09.675]  So did you see the video with the Veritas, but the Google and the whole, the whole document dump?
[01:21:09.675 --> 01:21:10.035]  I did.
[01:21:10.035 --> 01:21:10.235]  I see.
[01:21:10.235 --> 01:21:11.876]  I mean, it's another whistleblower.
[01:21:11.876 --> 01:21:22.741]  Not only that, Sarah Carter reported that this information has been turned over to the Department of Justice as part of their antitrust investigation as evidence and proof of that antitrust investigation.
[01:21:22.741 --> 01:21:25.502]  So at multiple levels, it's significant and consequential.
[01:21:26.282 --> 01:21:28.923]  And it's revelatory at the scope of it.
[01:21:28.923 --> 01:21:38.188]  It's amazing what Veritas is doing, and it shows the degree to which what Google is doing is so egregious that whistleblowers like this are willing to come forward.
[01:21:38.188 --> 01:21:40.109]  So it's extraordinary.
[01:21:40.109 --> 01:21:42.610]  It's an amazing time to be alive in that sense.
[01:21:43.030 --> 01:21:46.434]  And these big tech oligarchs think they're beyond the law and above the law.
[01:21:46.434 --> 01:22:01.890]  And I think the fact that the president had Attorney General Barr come out and announce a full scale, wholesale antitrust investigation, not just a potential antitrust investigation, not just a possible review, but a Microsoft level antitrust investigation.
[01:22:02.390 --> 01:22:17.394]  And Bill Gates just was on the other day saying that the antitrust investigation is the main reason why Microsoft never developed into a full-scale monopoly in the mobile app space because they were so concerned with the antitrust investigation.
[01:22:18.511 --> 01:22:23.453]  They end up not pursuing that to the degree they otherwise actually would have, and he thinks they would have otherwise dominated it.
[01:22:23.453 --> 01:22:39.278]  So that's why just announcing it, it's not a coincidence that after announcing it, two major Google whistleblowers have both come out and blown the whistle and given inside information and intel that it's critical and essential to breaking up big tech, to taking on big tech that has occurred.
[01:22:39.278 --> 01:22:41.719]  So the president is taking the necessary steps.
[01:22:41.719 --> 01:22:47.121]  He may need to take more steps, but these are the necessary immediate steps that are already paying off.
[01:22:47.541 --> 01:22:51.945]  With the Veritas whistleblower activity taking place in just the last two weeks.
[01:23:04.734 --> 01:23:06.436]  We've seen Hillary Clinton.
[01:23:06.436 --> 01:23:07.857]  She's still walking around.
[01:23:07.857 --> 01:23:09.158]  Nothing's happened to her.
[01:23:09.158 --> 01:23:10.999]  Comey, he leaked information.
[01:23:10.999 --> 01:23:12.320]  Nothing happened to her.
[01:23:12.320 --> 01:23:20.467]  President Trump has already mentioned, you know, had the summit about the whole censorship with the socialist tech media out there and nothing has happened.
[01:23:20.467 --> 01:23:22.008]  People are still getting banned.
[01:23:22.008 --> 01:23:23.589]  People are still being censored.
[01:23:23.589 --> 01:23:25.791]  The shadow banning is taking place.
[01:23:25.791 --> 01:23:29.434]  You're still being threatened to be removed if not deleted.
[01:23:30.354 --> 01:23:39.237]  I think something is happening in that sense.
[01:23:39.237 --> 01:23:46.120]  So, before there was talk of it, but there's been a steady escalation of activity by the executive branch.
[01:23:46.120 --> 01:23:58.184]  So it started off with sort of a warning, then it was Trump using the bully pulpit to question what Big Tech was doing, then that went even further with the announcement of a review of a possible investigation
[01:23:58.817 --> 01:24:02.459]  And then Attorney General Barr's announcement of a full inquiry.
[01:24:02.459 --> 01:24:06.422]  And the difference is antitrust full inquiries are rare.
[01:24:06.422 --> 01:24:09.123]  So for them to announce that they're doing a meaningful.
[01:24:09.123 --> 01:24:14.047]  So this is not like what Sessions was doing with these sort of cover.
[01:24:14.047 --> 01:24:18.849]  Let's have someone look at whether or not the Clinton Foundation investigation was done correctly.
[01:24:18.849 --> 01:24:19.570]  It's not like that.
[01:24:19.570 --> 01:24:21.131]  This is a full scale investigation.
[01:24:21.627 --> 01:24:23.989]  Any trust lawyers understand its consequence.
[01:24:23.989 --> 01:24:24.790]  It means the U.S.
[01:24:24.790 --> 01:24:30.095]  government is highly likely to go forward with both civil and criminal action.
[01:24:30.095 --> 01:24:41.185]  And Google cannot afford to continue to have these kind of people give inside intel and information to the Department of Justice to go public with their whistleblowing activity continuously.
[01:24:41.665 --> 01:24:52.669]  Because what it reveals is that forever Google has been saying that they are not manipulating their algorithm for partisan purposes, and they're not manipulating their algorithm against economic competitors.
[01:24:52.669 --> 01:25:02.312]  But what this evidence that came out today showed is that they are doing both, and that they have made extensive and expansive efforts into doing both.
[01:25:02.312 --> 01:25:09.834]  That would clearly and plainly violate antitrust laws in ways that could easily bankrupt them if the Department of Justice pursues that path.
[01:25:10.410 --> 01:25:22.108]  I think Attorney General Barr has shown a willingness and a readiness to pursue it, and the President's willingness and a readiness to pursue it, that I think the only thing that could salvage Big Tech is if they do not meddle in the 2020 election.
[01:25:23.371 --> 01:25:24.492]  But they're already doing that.
[01:25:24.492 --> 01:25:31.978]  I mean, for example, just yesterday, I was on YouTube, which is owned by Google, and they have what they call suggested search terms.
[01:25:31.978 --> 01:25:38.644]  And I was just curious, I wonder what the Clinton body count documentaries are now currently on YouTube.
[01:25:38.644 --> 01:25:43.367]  So I searched Clinton body count in the search suggestion box, nothing came up at all.
[01:25:43.367 --> 01:25:46.230]  Instead, what came up was Clinton body shop reviews.
[01:25:46.923 --> 01:25:47.603]  I mean, that was it.
[01:25:47.603 --> 01:25:59.167]  That was YouTube's recommendation, is that you go somewhere to find that, and Clinton, you know, there's a lot of little towns called Clinton, New York, other places, that you can get body count reviews, that clearly that's what you were looking for.
[01:25:59.167 --> 01:26:03.228]  YouTube doesn't know and Google doesn't know what this Clinton body count thing is all about.
[01:26:05.663 --> 01:26:06.704]  That's the scope of it.
[01:26:06.704 --> 01:26:08.006]  That's the scale of it.
[01:26:08.006 --> 01:26:13.754]  It shows the degree to which... I mean, there you can see right there, they're doing it in a lot of time.
[01:26:13.754 --> 01:26:14.335]  That's Google.
[01:26:14.335 --> 01:26:16.217]  That proves that it's Google, right?
[01:26:16.217 --> 01:26:20.403]  Yeah, when you type in count, it's not even populating anything.
[01:26:20.683 --> 01:26:22.004]  So they're purposely... Exactly.
[01:26:22.004 --> 01:26:29.670]  And I can imagine thousands upon thousands, if not millions of people are searching the Clinton body count, body bags, you know.
[01:26:29.670 --> 01:26:30.691]  Let me ask you this.
[01:26:30.691 --> 01:26:42.420]  Do you think, do you think with inside of Google that they're probably going to do a purge of the people that they think might be, you know, whistleblowers or, you know, if they've ever hinted to it?
[01:26:42.420 --> 01:26:44.242]  I'm just curious.
[01:26:45.091 --> 01:26:45.531]  Oh, absolutely.
[01:26:45.531 --> 01:26:48.732]  The thing is, in California, they have to be very, very careful.
[01:26:48.732 --> 01:27:01.476]  So one of the reasons why these people are going forward, and going forward in a public way, is that California prohibits retaliation or firing or any employment discrimination against someone because they're a whistleblower.
[01:27:01.476 --> 01:27:07.278]  So if you're at Google right now, the best way to protect yourself job-wise is to blow the whistle.
[01:27:07.758 --> 01:27:09.640]  Because then Google can do nothing.
[01:27:09.640 --> 01:27:14.183]  And if they do do anything, you have an easy lawsuit for major damages.
[01:27:14.183 --> 01:27:24.071]  So that's why the smart thing to do for anybody at Google, even if they didn't want to be a whistleblower, but they just want employment security, the best way to get employment security, become a whistleblower.
[01:27:24.071 --> 01:27:29.695]  You become a whistleblower in California, and any employer who terminates you, the size and scale of Google,
[01:27:30.075 --> 01:27:37.258]  They're going to be subject to unique liability and responsibility and there are a lot of whistleblower cases in California.
[01:27:37.258 --> 01:27:46.421]  I've litigated several of them and they can lead to big damages awards because juries don't like it when employers take any punitive or retaliatory action against an employee.
[01:27:46.421 --> 01:27:55.164]  So, for example, there are some smart employees that might think they're in employment trouble or difficulty and one of the things you do in California is when you find something that's wrong with your employer,
