[00:00:01.488 --> 00:00:02.088]  You got it.
[00:39:58.764 --> 00:40:02.185]  90% of what's in these things are total frauds!
[00:40:03.703 --> 00:40:09.687]  And they know we're getting stronger, and they know we're moving forward, and they now have made the wrong move.
[00:40:09.687 --> 00:40:11.488]  I believe they've jumped the shark.
[00:40:11.488 --> 00:40:22.676]  I believe they've won the battle, but they're going to lose the war if you, with your vision, continue to take action and make free speech and this internet antitrust garbage the number one issue and move against them now.
[00:40:22.676 --> 00:40:25.678]  If you don't, they are going to steal the midterms.
[00:40:25.678 --> 00:40:33.443]  They're already doing it with economic contributions of the Democrats, blocking everybody else's speech that supports America and making it great again and your agenda.
[00:40:34.723 --> 00:40:46.028]  So I knew they were planning to ban everybody, so I decided to just go right after Apple and Google moving to China, knowing they'd ban me completely, because I was calling for criminal prosecution of them.
[00:40:46.028 --> 00:40:47.568]  They took the bait.
[00:40:47.568 --> 00:40:53.010]  Alex Jones and Donald Trump, you need to blow the whistle on Chinese Communist infiltration of Silicon Valley Democratic Party.
[00:40:53.010 --> 00:40:57.412]  Then I went to their meetings in Congress, confronted them face-to-face, and it happened.
[00:40:58.511 --> 00:41:10.261]  The Pentagon, the CIA now understands, and very soon Google and YouTube and subsidiary and Alphabet and Twitter and Facebook reportedly will be back in our hands.
[00:41:10.261 --> 00:41:13.203]  If they're not back in our hands, the globalists are going to win.
[00:41:13.203 --> 00:41:14.304]  We built it.
[00:41:14.304 --> 00:41:15.124]  We constructed it.
[00:41:15.124 --> 00:41:17.586]  It's been hijacked by Obama and the Chai comms.
[00:41:17.586 --> 00:41:18.447]  It's time to take it back.
[00:41:18.447 --> 00:41:23.891]  Now, we're going to go to both our guests, one via Skype, one, no introduction, Stuart Rhodes here in studio.
[00:41:25.072 --> 00:41:28.453]  Matt Marshall is the state leader of the Washington 3% community.
[00:41:28.453 --> 00:41:51.039]  He's an awesome guy, and we're going to be talking to a combat veteran and patriot who's had to deal with the John Brown Gun Club, a leftist terrorist organization, I guess the SS arm of Antifa, and he knew he'd run into the moron patsy that firebombed and tried to kill the police, tried to, I guess, burn people up inside the ICE facility in Tacoma, Washington.
[00:41:51.039 --> 00:41:52.520]  That's all coming up on the other side.
[00:41:53.345 --> 00:41:56.328]  Briefly, we won't be here without your support.
[00:41:56.328 --> 00:42:00.132]  Hey, Ilhan Omar, nothing against Somalia, but you don't have space shuttles over there.
[00:42:00.132 --> 00:42:06.298]  We've got the Space Force red, white, and blue designer shirt, $17.76.
[00:42:06.298 --> 00:42:09.822]  The shirt cost us like $14 to produce, okay?
[00:42:09.822 --> 00:42:11.423]  Really high quality, made in America.
[00:42:11.423 --> 00:42:13.585]  The printing, the red, white, and blue American flag.
[00:42:14.646 --> 00:42:19.228]  Similar shirts are sold for 40-50 bucks at the mall but they don't have Infowars.com on them.
[00:42:19.228 --> 00:42:22.429]  This is for 1776 to get the word out.
[00:42:22.429 --> 00:42:28.591]  Our 1776 worldwide special has to end tomorrow because supplies are very low of a bunch of the best supplements.
[00:42:29.451 --> 00:42:29.771]  We're good to go.
[00:43:00.214 --> 00:43:16.754]  I talk about this on the air and I know it sinks into people, but I've decided that we're going to kind of reboot all our supplements in that if you go back five, six years ago, before all the censorship and attacks and fake lawsuits, the rest of it, I would talk about how great the products are and how they were the best and why they were, and I'd have doctors on and experts to explain why they were so good.
[00:43:16.874 --> 00:43:20.977]  And instead, the last few years, I'm like, hey, we need to really support us or they'll shut us down.
[00:43:20.977 --> 00:43:24.659]  The biggest thing people like to buy is supplements because they know how great they are and how wonderful they work.
[00:43:24.659 --> 00:43:26.421]  And the left always has headlines everywhere.
[00:43:26.421 --> 00:43:30.644]  Jones sells unapproved supplements that he claims are supplements.
[00:43:30.644 --> 00:43:38.569]  No, under federal law since 1996, you can't say that a supplement has been through the FDA because they have no jurisdiction and won't look at it.
[00:43:38.609 --> 00:43:41.310]  But then they say you've got to say it's not approved by them.
[00:43:41.310 --> 00:43:46.192]  And all drugs are is the system trying to tweak what's in Mother Nature and manipulate it and do different things.
[00:43:46.192 --> 00:43:47.392]  And a lot of drugs work great.
[00:43:47.392 --> 00:43:49.273]  They have side effects, not with Mother Nature.
[00:43:49.273 --> 00:43:52.974]  But Big Pharma doesn't want you knowing about God's medicine chest.
[00:43:52.974 --> 00:43:54.855]  Infowarstore.com or 888-253-3139.
[00:44:00.968 --> 00:44:05.031]  InfoWars, the most banned network in the world.
[00:44:05.031 --> 00:44:08.213]  Viewers and listeners, I wouldn't be here if it wasn't for you.
[00:44:08.213 --> 00:44:11.376]  And we're under unprecedented evil attacks as you've seen.
[00:44:11.376 --> 00:44:23.584]  But I wanted to take just a minute out here from the bottom of my heart to tell you how much it means to me that when you saw those lies against us last week, the worst things you can say about people that you knew they were liars, you went and looked it up and found out the truth.
[00:44:23.584 --> 00:44:28.668]  And so I feel very strong and I feel God's hand on my shoulder and I feel your love in my heart.
[00:44:28.668 --> 00:44:29.969]  And I want you to know that love is right back
[00:44:30.009 --> 00:44:30.329]  Thank you.
[00:45:00.555 --> 00:45:07.320]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[00:45:07.320 --> 00:45:10.783]  As you age, your body can lose testosterone over time.
[00:45:10.783 --> 00:45:19.690]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[00:45:19.690 --> 00:45:27.797]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[00:45:28.457 --> 00:45:33.881]  Perfect by itself or with super male vitality in the true alpha male path.
[00:45:33.881 --> 00:45:41.107]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[00:45:41.107 --> 00:45:44.810]  Let Alpha Power help bring you to the peak of your optimal health.
[00:45:44.810 --> 00:45:47.853]  Don't fall short on energy in the fight against tyranny.
[00:45:47.853 --> 00:45:51.896]  Show the world what a true alpha male looks like today with Alpha Power.
[00:45:51.896 --> 00:45:54.398]  Head to InfoWarsStore.com today.
[00:46:00.762 --> 00:46:12.693]  We will always be the people who defeated a tyrant, crossed the continent, harnessed science, took to the skies, and soared into the heavens.
[00:46:12.693 --> 00:46:19.060]  Because we will never forget that we are Americans and the future belongs to us.
[00:46:24.369 --> 00:46:29.373]  The future belongs to the brave, the strong, the proud, and the free.
[00:46:29.373 --> 00:46:36.658]  We are one people chasing one dream and one magnificent destiny.
[00:46:36.658 --> 00:46:42.022]  We all share the same heroes, the same home, the same heart.
[00:46:43.022 --> 00:46:48.046]  And we are all made by the same Almighty God!
[00:46:48.046 --> 00:46:49.187]  Infowars.com.
[00:46:49.187 --> 00:46:50.308]  Tomorrow's news today.
[00:46:50.308 --> 00:46:53.070]  Full power of the Republic in the name of Jesus Christ!
[00:46:53.070 --> 00:46:54.791]  Full power!
[00:46:54.791 --> 00:46:55.872]  Damn the torpedoes!
[00:46:55.872 --> 00:47:03.758]  Go straight at them!
[00:47:03.758 --> 00:47:06.420]  You're listening to the Alex Jones Show.
[00:47:13.635 --> 00:47:14.796]  You found it.
[00:47:14.796 --> 00:47:16.797]  The tip of the spear.
[00:47:16.797 --> 00:47:20.239]  It is the Alex Jones Show.
[00:47:20.239 --> 00:47:26.942]  I hear people talking right about the way we have to live here in this country.
[00:47:29.096 --> 00:47:32.559]  Williams Van Spronson believed he was liberating a Nazi death camp.
[00:47:44.930 --> 00:47:54.314]  In Spokane, Washington, it was really thousands of people trying to get into the U.S., most of them not political exiles, but still, 90% would just be released into the country.
[00:47:54.314 --> 00:47:55.874]  We have the most open border system in the world.
[00:47:55.874 --> 00:48:03.277]  Instead, he burned up cars, tried to blow up a giant propane tank, tried to burn the building down that would have killed people if he was successful, possibly.
[00:48:03.277 --> 00:48:06.178]  He was killed by the police officers that responded.
[00:48:06.178 --> 00:48:11.720]  Stuart Rhodes, founder of Oath Keepers, a patriot, veteran, constitutional lawyer, is riding shotgun with us.
[00:48:11.720 --> 00:48:12.820]  And he called us up yesterday.
[00:48:12.820 --> 00:48:13.521]  I appreciate him.
[00:48:14.381 --> 00:48:31.472]  Doing that, to tell us about Matt Marshall, who's the state leader in Washington of the Three Percenters, and who's also a combat veteran, Vice Chairman of the Second Legislative District, Republicans in Washington, Second Amendment advocate, currently running for Eatonville School Board, and he is WA3%, Washington3%.org, and Matt,
[00:48:35.594 --> 00:48:40.077]  And Stuart, you're the expert on this, along with Matt.
[00:48:40.077 --> 00:48:47.802]  Introduce this, how he knows this John Brown Gun Club and Antifa and has actually been menaced by them.
[00:48:47.802 --> 00:48:55.987]  Well, Matt has held multiple free speech and open carrier rallies in Washington State, and that's where he ran into Vince Bronson.
[00:48:55.987 --> 00:48:58.268]  And Matt's also an Airborne veteran, by the way.
[00:48:58.268 --> 00:48:59.209]  ASIC and Airborne.
[00:48:59.209 --> 00:49:00.550]  Hooah, brother.
[00:49:00.550 --> 00:49:04.012]  So Matt, tell us about your interactions in the past with the John Brown Gun Club.
[00:49:04.492 --> 00:49:07.154]  And Vance Bronson.
[00:49:07.154 --> 00:49:12.558]  So, our history with John Brown dates back to our first political rally we had.
[00:49:12.558 --> 00:49:17.341]  It was called Liberate Your Death, and it was against left-wing political violence.
[00:49:17.341 --> 00:49:19.683]  And John Brown was there across the street.
[00:49:19.683 --> 00:49:24.526]  We didn't know much about him at the time, and we didn't interact with him.
[00:49:24.526 --> 00:49:31.031]  But what we did find was we were being called Nazis and white supremacists, all kinds of things that were just completely untrue.
[00:49:31.764 --> 00:49:35.106]  And then when we left this rally, our bus was attacked.
[00:49:35.106 --> 00:49:38.948]  We had the windows broken out, we were pepper sprayed.
[00:49:38.948 --> 00:49:42.090]  We got out, nobody was hurt, but we had some property damage.
[00:49:42.090 --> 00:49:44.671]  Oh, I remember when that happened.
[00:49:44.671 --> 00:49:45.011]  What's that?
[00:49:45.011 --> 00:49:48.213]  I remember hearing about that when that happened.
[00:49:48.213 --> 00:49:57.598]  Yeah, it was pretty ironic that we're out there, the ones being smeared by the media, and they're the ones actually attacking our bus when we're protesting against political violence.
[00:49:59.901 --> 00:50:05.966]  And by the way, while you're talking, guys, show some of our articles and show this guy, the John Brown, Don Clavona, show people some of these guys.
[00:50:05.966 --> 00:50:07.047]  Please continue.
[00:50:07.047 --> 00:50:09.749]  So you met this person in particular, right?
[00:50:09.749 --> 00:50:11.731]  You met him face to face.
[00:50:11.731 --> 00:50:28.785]  Between the two rallies, when they were smearing us as white supremacists, white nationalists, we reached out to them just to show that it was absolutely untrue and actually opened a dialogue with some of their leadership just to try to settle the score that we're not what they're claiming we are.
[00:50:29.871 --> 00:50:42.255]  And it culminated with, at our December 1st rally, where it was a rally against left-wing media bias, we actually invited them across the street from Antifa to come across and let's have an open dialogue.
[00:50:42.255 --> 00:50:47.717]  And that's where I actually, for the only time, met Sprongson.
[00:50:47.717 --> 00:50:57.541]  And what I remember about him was, first off, they wanted to continue to push the white nationalism idea.
[00:50:58.462 --> 00:51:00.283]  As well as communism.
[00:51:00.283 --> 00:51:07.825]  That right there is a picture of one of my guys, Huffleberry, talking to Spronson.
[00:51:07.825 --> 00:51:10.386]  So, he was pushing communism.
[00:51:10.386 --> 00:51:24.470]  I remember this heated debate actually culminated with us saying that in order to institute the ideals of communism, he would have to resort to violence to enforce the communistic ideals upon the people.
[00:51:25.291 --> 00:51:27.832]  And he thought it was absolutely untrue and could be done peacefully.
[00:51:27.832 --> 00:51:35.534]  Well that's amazing because Karl Marx and Lenin and all of them say any means necessary and that it's going to take a violent struggle.
[00:51:35.534 --> 00:51:39.215]  You have to overthrow and kill up to a third of the population to ever implement that.
[00:51:39.215 --> 00:51:41.796]  That's Mao Zedong, that's Marx, that's Lenin, that's all of them.
[00:51:42.176 --> 00:51:44.877]  Yes, dictatorship of the proletariat is part of Marx's core theory.
[00:51:44.877 --> 00:51:47.797]  She must have a dictatorship that will then wither away eventually.
[00:51:47.797 --> 00:51:55.519]  I think some of these anarcho-cap are communists, sincerely believe they can just jump ahead of that and not have a dictatorship of the proletariat.
[00:51:55.519 --> 00:51:57.739]  So they're, in a way, useful idiots.
[00:51:57.739 --> 00:52:04.461]  It was this guy, Ben Sprunson, do you think he was one of those types that thought they can get away with skipping the dictatorship of the proletariat?
[00:52:06.713 --> 00:52:14.043]  I think at one point he probably was there, but I mean, anybody who's read his manifesto, you can tell he was frustrated.
[00:52:14.043 --> 00:52:18.910]  I really do believe that he was trying to incite more violence down the road.
[00:52:18.910 --> 00:52:20.492]  I don't think he was targeting any people.
[00:52:25.473 --> 00:52:28.034]  Well, exactly.
[00:52:28.034 --> 00:52:30.675]  He said, I want to be a martyr and I'm going to go do this.
[00:52:30.675 --> 00:52:32.756]  And so he pointed guns at him, reportedly fired.
[00:52:32.756 --> 00:52:38.399]  We're now learning, but not even so much that the police tried to blow up the propane tank, burn up some cars.
[00:52:38.399 --> 00:52:43.881]  And he said, stop thinking, just take action, get, get ghost guns and start killing.
[00:52:43.881 --> 00:52:45.202]  And his main target is law enforcement.
[00:52:45.382 --> 00:52:48.283]  He sincerely believes that he's fighting Nazis.
[00:52:48.283 --> 00:52:59.745]  As I've said before, the sad thing is a lot of these people are going to die fighting guys like Matt and I, who are both well-trained paratroopers who actually know how to use violence.
[00:52:59.745 --> 00:53:07.667]  They're going to fight and die believing that they're being killed by Nazis when they're just being killed by American veterans who are trying to preserve our country.
[00:53:07.667 --> 00:53:08.987]  You've been predicting this for a while.
[00:53:08.987 --> 00:53:09.647]  It's going to go conundrum.
[00:53:09.967 --> 00:53:12.888]  Absolutely, for at least over a year, two years actually.
[00:53:12.888 --> 00:53:15.809]  So they turned into the modern version of the Weather Underground.
[00:53:15.809 --> 00:53:24.812]  You actually said three years ago in that studio, we're affecting the future of Battlestate, Battlespace, they're going to attack, they can't stop, it's their communist agenda.
[00:53:24.812 --> 00:53:28.153]  Three years ago you said it was going to end in this, right before Trump even got elected.
[00:53:28.533 --> 00:53:29.454]  Yeah, absolutely.
[00:53:29.454 --> 00:53:32.776]  And so what Antifa really is now is future Cheka.
[00:53:32.776 --> 00:53:37.919]  They're going to be the secret police of the communist dictatorship who go and kill people.
[00:53:37.919 --> 00:53:42.081]  This is what they're already talking about doing now because they believe we're all Nazis.
[00:53:42.081 --> 00:53:56.990]  And so for us, we're in this sad and frustrating position, I'm sure Matt will agree, where we just wish they would understand that we're not actually Nazis and they're being manipulated and controlled by the elites who want to use them as cannon fodder.
[00:53:57.390 --> 00:53:59.451]  Matt, what are your thoughts on that?
[00:53:59.451 --> 00:54:06.913]  I mean, it's extremely hurtful to a lot of our minority members, a lot of our Jewish members.
[00:54:06.913 --> 00:54:19.197]  We have a pretty prominent Second Amendment advocate, Aryeh Roday, who comes and speaks at a lot of my rallies, and his grandfather was in a concentration camp in Nazi Germany.
[00:54:19.841 --> 00:54:25.683]  And so it's very hurtful to their entire family when they're labeled as Nazis and it's completely untrue.
[00:54:25.683 --> 00:54:36.247]  But you have to understand, to these leftists, if you don't accept paying for five-year-olds to have their genitals cut off, because he talks about that being the great right is to, you know, be a trans person.
[00:54:36.247 --> 00:54:40.889]  If you're not into whatever CNN says or MSNBC says, you're a Nazi.
[00:54:40.889 --> 00:54:45.611]  A Nazi doesn't mean you work for Hitler and invade Europe and millions have to die to defeat him.
[00:54:45.611 --> 00:54:47.552]  Being a Nazi means not doing what they say.
[00:54:49.124 --> 00:54:51.746]  Well, it's even worse than that.
[00:54:51.746 --> 00:54:56.650]  Not being a Nazi to them means you must be for the destruction of the United States as a nation-state.
[00:54:56.650 --> 00:54:57.071]  Exactly.
[00:54:57.071 --> 00:54:58.892]  This is where the anarcho-communists come in.
[00:54:58.892 --> 00:54:59.493]  That's the litmus test.
[00:54:59.493 --> 00:55:02.876]  Get rid of the borders, open everything up, flood it, communism.
[00:55:02.876 --> 00:55:03.236]  Right.
[00:55:03.236 --> 00:55:07.280]  Like you said, the chant is, you know, no border, no wall, no USA at all.
[00:55:07.280 --> 00:55:08.561]  That's why they tear the flag down.
[00:55:08.561 --> 00:55:09.922]  That's why they fly the Mexican flag.
[00:55:10.222 --> 00:55:15.526]  And by the way, I'm not a rocket scientist, but I want to explain to them, it's not like we're China that never had freedom and then got taken over by communists.
[00:55:31.179 --> 00:55:35.121]  There's no way with the dug-in American people that any of this is ever going to fly.
[00:55:35.121 --> 00:55:37.722]  They're all going to get killed, which we don't even want to do.
[00:55:37.722 --> 00:55:45.186]  But I mean, let me ask you, both as veterans and both smart guys, you're an award-winning constitutional lawyer, won like the big, what was it, Yale Award or whatever.
[00:55:45.186 --> 00:55:47.327]  Let me ask you this, Jordan, we'll go back to your buddy here.
[00:55:47.327 --> 00:55:49.648]  How do you see this ending if they keep going down this road?
[00:55:50.791 --> 00:55:51.492]  Civil war.
[00:55:51.492 --> 00:55:53.173]  We're already in a cold civil war.
[00:55:53.173 --> 00:55:56.296]  Bernstein, the ancient reporter, said we're in a cold civil war.
[00:55:56.296 --> 00:55:57.698]  He's actually correct.
[00:55:57.698 --> 00:56:07.607]  The problem is, is that they're being used and manipulated to force them to fight us and then we'll have no choice but to fight them back and defend ourselves and defend our families and defend our country.
[00:56:07.607 --> 00:56:09.929]  And they'll be exterminated.
[00:56:09.929 --> 00:56:14.093]  And like I said, they'll die believing they're fighting Nazis all the way to the very end.
[00:56:14.093 --> 00:56:15.755]  That's what's so sick and disgusting about it.
[00:56:16.235 --> 00:56:18.377]  Well, I just hope their controllers know this.
[00:56:18.377 --> 00:56:20.538]  You think we're just going to fight with your cannon fodder?
[00:56:20.538 --> 00:56:22.320]  They really kicked this thing off.
[00:56:22.320 --> 00:56:25.042]  The people pulling the strings will be hunted down.
[00:56:25.042 --> 00:56:31.246]  So Matt, what's the mindset of you and your brother veterans there in the Northwest about this?
[00:56:31.246 --> 00:56:32.207]  About this situation?
[00:56:32.207 --> 00:56:37.751]  Yeah, we think it is clearly part of the spark.
[00:56:37.751 --> 00:56:41.554]  I think that they're trying to push it over the edge and elicit a response.
[00:56:42.279 --> 00:56:47.022]  I think that's what they were expecting when we showed up in Tacoma at the ICE detention facility yesterday.
[00:56:47.022 --> 00:56:55.866]  I think they were expecting that we were going to be there to antagonize, but what they don't realize is none of us want a fight.
[00:56:55.866 --> 00:56:59.468]  If they bring it to us, we'll defend ourselves, we'll defend our communities.
[00:56:59.468 --> 00:56:59.989]  That's what we do.
[00:57:00.842 --> 00:57:03.823]  There's no way that we're just going to go out there and be the aggressor.
[00:57:03.823 --> 00:57:05.344]  And I think that's what they're trying to provoke.
[00:57:05.344 --> 00:57:06.184]  What happened yesterday?
[00:57:06.184 --> 00:57:08.365]  By the way, I should have opened the interview up.
[00:57:08.365 --> 00:57:11.907]  If you guys were out there guarding the flag before this, then after it.
[00:57:11.907 --> 00:57:13.628]  I mean, you know these groups well.
[00:57:13.628 --> 00:57:16.709]  And as you can actually tell them what really happened.
[00:57:16.709 --> 00:57:17.449]  We're going to go to break.
[00:57:17.449 --> 00:57:19.490]  When we come back, lay all this out for us.
[00:57:19.490 --> 00:57:20.471]  We've got Matt Marshall.
[00:57:21.431 --> 00:57:23.293]  He's ahead of the 3% group in Washington.
[00:57:23.293 --> 00:57:27.657]  Again, we'll also define when we come back what the 3%ers are for folks that don't know.
[00:57:27.657 --> 00:57:29.158]  Couldn't think of a more patriotic group.
[00:57:29.158 --> 00:57:30.500]  I don't know about 3%ers.
[00:57:30.500 --> 00:57:32.201]  It's got to be at least 15 years.
[00:57:32.201 --> 00:57:36.045]  I don't know who even started it, but I just know that... Mike Vanderbilt.
[00:57:36.045 --> 00:57:37.666]  A lot of great folks out there.
[00:57:37.666 --> 00:57:40.729]  So, that's Stuart Rhodes here with the Oath Keepers.
[00:57:40.729 --> 00:57:42.471]  Matt Marshall with 3%ers.
[00:57:42.471 --> 00:57:44.593]  WA for Washington.
[00:57:44.593 --> 00:57:45.073]  3%.org.
[00:57:45.073 --> 00:57:45.994]  Be sure to check it out.
[00:57:45.994 --> 00:57:46.515]  We'll be right back.
[00:57:49.386 --> 00:57:57.452]  As we gather this evening in the joy of freedom, we remember that all share a truly extraordinary heritage.
[00:57:57.452 --> 00:58:03.677]  Together, we are part of one of the greatest stories ever told, the story of America.
[00:58:03.677 --> 00:58:13.504]  It is the epic tale of a great nation whose people have risked everything for what they know is right and what they know is true.
[00:58:13.504 --> 00:58:15.886]  As long as we stay true to our codes,
[00:58:16.466 --> 00:58:28.732]  As long as we remember our great history, as long as we never ever stop fighting for a better future, then there will be nothing that America can not do.
[00:58:39.696 --> 00:58:40.838]  Infowars.com.
[00:58:40.838 --> 00:58:41.959]  Tomorrow's news today.
[00:58:41.959 --> 00:58:44.964]  Full power of the Republic in the name of Jesus Christ.
[00:58:44.964 --> 00:58:46.426]  Full power!
[00:58:46.426 --> 00:58:47.527]  Damn the torpedoes!
[00:58:47.527 --> 00:58:48.429]  Go straight at them!
[00:58:50.828 --> 00:59:06.719]  It's not only that you have a unique voice in the public arena, in the public square, the other thing that's unique about InfoWars is it is the only network of this reach that is not backed by a corporate donor or corporate sugar daddy, that's not backed by some billionaire, that's not being funded by a secret foreign government.
[00:59:06.719 --> 00:59:08.440]  It is completely independent of all that.
[00:59:08.440 --> 00:59:15.305]  It is an old school American 1776 style experiment in the expression of the freedom of the press and freedom of speech.
[00:59:15.305 --> 00:59:19.328]  That, in fact, the founders were so concerned with at the beginning of the country, they actually tried to
[00:59:19.508 --> 00:59:20.049]  We're good to go.
[00:59:39.429 --> 00:59:41.530]  You're listening to the Alex Jones Show!
[01:00:14.051 --> 01:00:23.219]  All right, I want to get into the fact that the three percenters in Washington have been dealing with this huge bloom of the John Brown gun club.
[01:00:23.219 --> 01:00:29.685]  Hell, they were here in Austin marching last year saying, we're going to kill the police and just all the police are Nazis and fascism.
[01:00:31.159 --> 01:00:33.140]  And people don't know who the John Brown Gun Club is.
[01:00:33.140 --> 01:00:34.440]  People might want to get into that.
[01:00:34.440 --> 01:00:46.383]  But just in this short segment, next segment coming up, Matt Marshall, head of the Three Percenters in Washington, we'll get into the specifics of these groups and what actually happened out of this ICE facility that you've been at and been guarding the flag at.
[01:00:46.383 --> 01:00:47.643]  It's all really important stuff.
[01:00:47.643 --> 01:00:52.624]  But spend a few minutes on your awakening, who founded the Three Percenters, what it's based on.
[01:00:52.624 --> 01:00:54.865]  Define Three Percenters for us and tell us your story.
[01:00:56.717 --> 01:01:05.062]  I mean, 3%ers really represents the 3% of American colonists that stood up to overthrow the British during the Revolutionary War.
[01:01:05.062 --> 01:01:08.424]  Our organization, at least, the Washington 3%, is an independent one.
[01:01:08.424 --> 01:01:13.647]  There's various national chapters, but we're an independent veterans non-profit.
[01:01:13.647 --> 01:01:18.850]  We work for community preparedness, community support, and we, when needed, do community defense.
[01:01:21.266 --> 01:01:32.151]  We're currently pending 501c4 status with IRS and that's been we're well overdue when we should have heard back but no surprise anybody there.
[01:01:32.151 --> 01:01:35.693]  Really what we do is we've been trying to bring awareness across our state.
[01:01:37.341 --> 01:01:47.791]  As to what the left is doing to all of us, as far as trying to censor the media, they're infiltrating the schools, trying to educate the youth by indoctrination.
[01:01:47.791 --> 01:01:53.357]  They're grabbing guns as fast as they can with billionaire funded initiatives in Washington State.
[01:01:55.194 --> 01:02:01.136]  I mean, we had, what, four billionaires fund an entire initiative that was bought and paid for.
[01:02:01.136 --> 01:02:03.717]  It was unconstitutional for both the U.S.
[01:02:03.717 --> 01:02:09.800]  and Washington state constitution, and it just got jammed down our throats, and we've been trying to oppose it.
[01:02:09.800 --> 01:02:12.721]  What made you finally take action as a veteran family guy?
[01:02:12.721 --> 01:02:15.622]  I mean, what triggered you to get politically involved?
[01:02:17.443 --> 01:02:33.568]  So I watched what happened both at the Bundy Ranch and at Mollier, and I was active duty during both of those, and just seeing how the Hammonds were treated, seeing how the Bundys were treated, and just watching the government trample rights.
[01:02:33.568 --> 01:02:38.210]  I just was waiting for my time, waiting to get out of the military so that I could take action.
[01:02:39.767 --> 01:02:47.789]  So, as soon as I got out, I jumped into one of the national 3% organizations and realized that they weren't taking as much action as I was happy with.
[01:02:47.789 --> 01:02:52.670]  And so, we started our own Washington State Independent Group.
[01:02:52.670 --> 01:02:53.610]  Well, that's beautiful.
[01:02:53.610 --> 01:02:57.692]  Briefly, Stuart, because you knew the original founder of the 3%ers.
[01:02:57.692 --> 01:02:59.332]  Tell us about the 3%ers for a minute.
[01:02:59.332 --> 01:03:02.313]  Yeah, that was Mike Vanderbilt, I believe, back in 2008.
[01:03:02.313 --> 01:03:05.393]  And he had been an ex-communist, actually, back in the 60s.
[01:03:05.393 --> 01:03:06.374]  He was young and dumb.
[01:03:06.374 --> 01:03:07.274]  He had been a communist.
[01:03:08.014 --> 01:03:10.337]  If you want the real people's fight, this is it!
[01:03:22.691 --> 01:03:24.532]  He's also a very strong anti-racist.
[01:03:24.532 --> 01:03:28.493]  He would make fun of the white nationalists and neo-Nazis to no end.
[01:03:28.493 --> 01:03:36.136]  And one of his core planks of being a three-percenter is you respect the Constitution and the rights of all Americans regardless of race.
[01:03:36.136 --> 01:03:45.300]  That's why it's so particularly disgusting to have the left try to paint three-percenters or oath-keepers, I'm a three-percenter myself, to try to paint us as being white nationalists.
[01:03:45.580 --> 01:03:47.001]  That's their only strategy.
[01:03:47.001 --> 01:03:55.447]  That's their core strategy, is to use identity politics and divide people along racial lines and condemn this country as inherently evil and racist.
[01:03:55.447 --> 01:03:56.808]  But unfortunately it's working.
[01:03:56.808 --> 01:03:57.909]  And so Mike fought against that.
[01:03:57.909 --> 01:04:00.010]  I wish he was still around, frankly.
[01:04:00.010 --> 01:04:04.893]  But what Mike did, which I think was kind of smart, is that he didn't found an official organization.
[01:04:04.893 --> 01:04:06.615]  He just put it out there as a concept.
[01:04:06.615 --> 01:04:11.978]  And so you wind up with lots of independent groups, you know, like Matt's, that are all over the place and they're hard.
[01:04:11.978 --> 01:04:12.719]  And that's what you've done?
[01:04:12.719 --> 01:04:13.640]  It's what InfoWars has done?
[01:04:13.640 --> 01:04:14.140]  It's an idea?
[01:04:14.500 --> 01:04:19.051]  Right, so it's hard to crush a concept and an idea like that.
[01:04:19.051 --> 01:04:21.497]  So, you know, hats off to Mike Vanderbilt, he's now passed away.
[01:04:21.497 --> 01:04:22.639]  But it lives on.
[01:04:22.639 --> 01:04:24.463]  It lives on, exactly, through guys like Matt.
[01:04:25.503 --> 01:04:25.823]  Beautiful.
[01:04:25.823 --> 01:04:26.824]  We're going to go to break.
[01:04:26.824 --> 01:04:33.869]  We're going to get in, instead of me asking a bunch of questions, the specifics of this, what's unfolding, and what we can expect from Antifa next.
[01:04:33.869 --> 01:04:43.156]  And Trump finally taking the gloves off to people like Ilhan Omar, who runs this country down constantly, just saying, listen, if you don't like it, get the hell out.
[01:04:43.156 --> 01:04:50.262]  I never play a song twice in the same show, but I think we should come back and play the fight beside of me one more time.
[01:04:50.262 --> 01:04:51.082]  Stay with us.
[01:04:51.082 --> 01:04:51.583]  We'll be right back.
[01:04:58.809 --> 01:05:03.600]  Serving with InfoWars is a great honor, but I still need my morning coffee.
[01:05:04.969 --> 01:05:14.374]  And luckily, our break room at the InfoWars headquarters is stocked full of high-quality InfoWars store Patriot Blend coffee.
[01:05:14.374 --> 01:05:26.020]  Grown in the high mountains of southern Mexico, the Chiapas farmers grow 100% organic, non-GMO coffee at the ideal altitude for the perfect cup.
[01:05:26.020 --> 01:05:30.202]  A robust coffee with great flavor and mild acidity.
[01:05:31.142 --> 01:05:35.144]  There has never been a more important time to support InfoWars.
[01:05:35.144 --> 01:05:42.067]  So if you love coffee, and if you want to fight for freedom, then you can help.
[01:05:42.067 --> 01:05:44.989]  Order now at the InfoWars store.
