[00:00:16.067 --> 00:00:16.231]  Hmm.
[00:35:26.170 --> 00:35:29.032]  The word occult is derived from the Latin language.
[00:35:29.072 --> 00:35:31.393]  It comes from the Latin adjective occultus.
[00:35:31.953 --> 00:35:34.955]  Occultus in Latin simply means hidden from sight.
[00:35:35.835 --> 00:35:38.397]  And, you know, the verb occultare in Latin.
[00:35:38.517 --> 00:35:42.339]  Occultare means to hide, to conceal, or to keep secret.
[00:35:43.019 --> 00:35:47.341]  So both of these words in Latin are in turn derived from the Latin word oculus.
[00:35:47.741 --> 00:35:49.042]  Oculus means eye.
[00:35:49.622 --> 00:35:54.524]  So it all has to do with what can be seen and what is not easily seen.
[00:35:54.924 --> 00:36:04.729]  That which is hidden from view, which is veiled from our sight, which is difficult to see because in many cases it operates in the realm of the unseen or the spiritual realm.
[00:36:05.669 --> 00:36:13.595]  Occultism is a body of science which is just not generally known to the wide body of human beings.
[00:36:13.995 --> 00:36:22.701]  It's hidden knowledge about two overarching fields of study of human endeavor, and that is
[00:36:23.562 --> 00:36:30.348]  The human psyche, the mind, and how the mind works, all of its inner workings and operations, okay?
[00:36:30.408 --> 00:36:35.553]  How the psyche actually operates, what human motivations are, and how they work.
[00:36:35.973 --> 00:36:39.497]  I would call this the inner world, the inner world of the individual.
[00:36:40.277 --> 00:36:49.940]  And in the occult, this is often referred to as the lesser arcana or the body of knowledge that constitutes the microcosmic world.
[00:36:50.140 --> 00:36:52.781]  In other words, the world of the individual, the psyche.
[00:36:53.441 --> 00:37:02.524]  Then there's a second body of knowledge that is about the greater spiritual laws that ultimately the entire universe is bound by and works according to.
[00:37:02.984 --> 00:37:08.686]  This would be considered the major or greater arcana of knowledge or the macrocosmic world.
[00:37:08.786 --> 00:37:26.670]  This is knowledge about the spiritual laws of the universe and also the physical sciences because much of the physical sciences workings is also occulted and hidden from us so that our society doesn't progress and advance in ways that the people who currently hold the reins of our society don't want it to.
[00:37:27.210 --> 00:37:29.271]  So we have to understand that there's a body of
[00:37:29.751 --> 00:37:39.678]  Spiritual, or what I simply refer to, spiritual laws, or what I simply refer to as natural law in my work, that is a part of the occult knowledge.
[00:37:39.878 --> 00:37:47.103]  It's a part of the macrocosmic knowledge that comprises what is known as the major arcana, or the greater arcana of occult knowledge.
[00:37:47.943 --> 00:37:56.649]  That being said, those two bodies of knowledge really constitute everything that humanity needs to understand to become free.
[00:37:57.189 --> 00:37:58.550]  That's why it is hidden.
[00:37:58.610 --> 00:37:59.831]  That's why it is occulted.
[00:37:59.871 --> 00:38:10.298]  Because the people who are currently enslaving humanity and who are currently running our society don't want the playing field to be leveled by this knowledge being understood by people.
[00:38:10.638 --> 00:38:20.086]  Because if people understood it en masse, they would be able to empower and free themselves from what is being done to them, from them being kept in the condition of human slavery as they are right now.
[00:38:20.667 --> 00:38:23.209]  Occult knowledge is neither good or bad.
[00:38:23.249 --> 00:38:26.472]  It's not something that is inherently positive or negative.
[00:38:27.052 --> 00:38:34.796]  The consciousness of the wielder of that knowledge will ultimately determine whether that knowledge is actually being applied for good or ill.
[00:38:35.136 --> 00:38:52.285]  In other words, either for the uplift of humanity by spreading it and distributing that knowledge throughout the human population and therefore enlightening people and making them be able to be informed and make their own good choices and good decisions in harmony with the spiritual laws of nature, natural law.
[00:38:52.945 --> 00:39:04.433]  Or whether that knowledge, that occulted knowledge, will be used for ill, for evil purposes, for control, for manipulation over the people who currently lack it and are ignorant of it.
[00:39:04.874 --> 00:39:12.459]  And that's the difference that I would describe between light occultism or what I simply have come to call de-occultism, which is what I consider myself
[00:39:12.979 --> 00:39:20.869]  A de-occultist, someone who is trying to bring that hidden knowledge out into the light of day for all to see and understand, versus dark occultism.
[00:39:21.270 --> 00:39:29.079]  Dark occultists want to deliberately hide and keep that knowledge hidden in order to create and maintain that power differential that they currently have.
[00:39:29.912 --> 00:39:43.722]  Well, exactly, because as long as they can keep a false reality, people just kind of in a fog, no one can change the reality, because they don't actually have a grasp of what reality actually is.
[00:39:44.142 --> 00:39:47.745]  They're just in a trance with all of this symbolism bombarding them everywhere.
[00:39:49.366 --> 00:39:59.960]  The Infowars viewers, they know all about the all-seeing eye and the pentagram and these sorts of things, but this symbolism is in advertising, just basic advertising.
[00:40:00.100 --> 00:40:01.162]  Talk to me a little about that.
[00:40:01.522 --> 00:40:01.783]  Sure.
[00:40:01.843 --> 00:40:05.608]  It really goes quite deep, and I think this example that I...
[00:40:05.828 --> 00:40:06.248]  We're good to go.
[00:40:28.796 --> 00:40:37.080]  To understand this example, we have to just simply delve into the world of archetypes, which are types of basically rudimentary type symbols.
[00:40:37.580 --> 00:40:46.744]  An archetype is considered an original pattern from which other patterns or other more advanced type symbols are basically based, okay?
[00:40:47.064 --> 00:40:51.446]  So it's a model or an original form or a prototype of some kind.
[00:40:52.206 --> 00:40:55.427]  And there's some basic symbolic archetypes.
[00:40:55.527 --> 00:41:02.829]  Of course, we have the circle, which represents infinity and eternity and perfection and the divine.
[00:41:03.109 --> 00:41:07.010]  The circle has always kind of been considered a shape that represents the divine.
[00:41:07.050 --> 00:41:13.452]  It's based on a number that cannot really be ever pinned down to exactitude, you know, pi, of course.
[00:41:14.052 --> 00:41:16.373]  And, you know, it's just a symbol that has
[00:41:17.353 --> 00:41:17.873]  We're good to go.
[00:41:41.560 --> 00:41:44.222]  So, then we have another archetype, the triangle.
[00:41:44.342 --> 00:41:52.929]  You know, we see this a lot in symbolism as well, because it represents balance, it represents union or coming together of often opposite extremes.
[00:41:53.009 --> 00:41:54.470]  It represents the intellect.
[00:41:54.931 --> 00:41:57.373]  It represents, in many cases, knowledge.
[00:41:58.734 --> 00:42:03.197]  Another archetype is the star, which represents spirit or sovereignty.
[00:42:03.438 --> 00:42:05.780]  And, you know, that's of course used in politics a lot.
[00:42:06.500 --> 00:42:14.165]  And there's many other archetypes that we could get into, but essentially archetypes resonate deeply with the human subconscious mind, okay?
[00:42:14.205 --> 00:42:15.826]  That's the main thing to keep in mind.
[00:42:16.306 --> 00:42:29.514]  It's kind of, archetypes are kind of embedded almost into our, the very fabric of our being, into what one might call our ancestral DNA, because these shapes and symbols have been around with us since humanity has been on this planet.
[00:42:31.475 --> 00:42:36.858]  The perverted use of symbolism and archetypes goes on constantly in our society.
[00:42:37.358 --> 00:42:48.785]  And again, since people are ignorant about how a lot of the symbolism works, it's quite literally a quote-unquote piece of cake for these dark occultists to wield this knowledge in this way.
[00:42:49.286 --> 00:42:50.927]  So I want to give a brief example.
[00:42:51.327 --> 00:42:57.791]  Betty Crocker, in the 1950s, had designed a new instant cake mix.
[00:42:58.471 --> 00:43:02.852]  And they didn't know how this was going to be received by American housewives.
[00:43:03.372 --> 00:43:08.534]  And so they did a lot of research and development on this product and they put it out into the supermarkets.
[00:43:08.834 --> 00:43:13.215]  They got distribution for it, spent a whole lot of money to do all of that.
[00:43:13.795 --> 00:43:16.256]  And then the cake mix was very unpopular.
[00:43:16.276 --> 00:43:17.736]  It did not sell well at all.
[00:43:18.516 --> 00:43:23.638]  And there was an underlying reason for this, but Betty Crocker didn't understand that reason at the time.
[00:43:25.199 --> 00:43:27.000]  Well, I'll just give a little bit of a background.
[00:43:27.560 --> 00:43:32.403]  This cake mix, all you needed to do was just add water to the supplied powder.
[00:43:33.064 --> 00:43:36.066]  And then, you know, you would bake that and you'd have an instant cake.
[00:43:36.446 --> 00:43:39.868]  In that day, that was considered somewhat of an amazing thing.
[00:43:41.609 --> 00:43:43.790]  Unfortunately, housewives didn't go for it.
[00:43:43.930 --> 00:43:55.475]  They, you know, and families in general, they made kind of like a statement that this isn't something that we're interested in by their purchase, by their lack of purchase.
[00:43:56.255 --> 00:44:01.377]  And Betty Crocker, instead of saying, well, you know, we've kind of received the mandate from the masses of people.
[00:44:01.417 --> 00:44:02.657]  They're not interested in this.
[00:44:03.678 --> 00:44:09.000]  They decided that they would make people want the cake mix.
[00:44:09.480 --> 00:44:15.504]  What they had to do was attempt to assuage that psychological guilt in those housewives.
[00:44:15.924 --> 00:44:26.210]  The way that they did that, very interestingly, was they simply added some words on the instructions on the box.
[00:44:26.691 --> 00:44:28.712]  Now, just think about that for one moment.
[00:44:29.132 --> 00:44:29.913]  How powerful
[00:44:30.533 --> 00:44:38.355]  Would a few words on a box be to completely change the mindset of an entire group of people in society?
[00:44:38.815 --> 00:44:40.295]  But that's exactly what happened.
[00:44:40.755 --> 00:44:42.436]  And this cake mix sold eventually.
[00:44:42.916 --> 00:44:55.539]  The three words that they needed to add on the box, so the ad campaign firm comprised of these psychologists told Betty Crocker, just keep the mix the way that it is and add on the instructions
[00:44:56.139 --> 00:44:57.060]  Add an egg.
[00:44:57.520 --> 00:45:00.721]  Add one egg, where the three words need to be put on the box.
[00:45:01.102 --> 00:45:10.126]  When the housewives read the new instructions upon trying to find out how the cake mix worked before they bought it, that changed their mind.
[00:45:10.807 --> 00:45:15.009]  Now, most people will say, well, what sense does that make and how does that work?
[00:45:15.729 --> 00:45:22.033]  And therein lies what the occult actually is, what the knowledge of the occult is, which is what these psychologists applied.
[00:45:22.273 --> 00:45:23.954]  That's what we have to understand the occult is.
[00:45:24.014 --> 00:45:31.799]  It's deep, ancient, ancestral psychology that is being applied against people who have no idea about how it works.
[00:45:33.039 --> 00:45:39.201]  The egg is a symbolic archetype of feminine energy.
[00:45:40.402 --> 00:45:45.083]  It is the creative essence of the female that combines with the sperm to create life.
[00:45:45.763 --> 00:45:47.584]  It is the feminine fertility symbol.
[00:45:48.504 --> 00:45:52.647]  So that is what they were putting in the mind of the housewife.
[00:45:53.147 --> 00:45:59.531]  Now you take what we've given you in the cake mix, the instant cake mix that's very easy to prepare, okay?
[00:45:59.571 --> 00:46:02.813]  And after you have that, you add an egg to the cake mix.
[00:46:02.853 --> 00:46:11.818]  So now, symbolically, virtually, through proxy, you are giving your feminine creative essence into the project.
[00:46:12.359 --> 00:46:13.960]  And in doing that, that
[00:46:14.680 --> 00:46:24.967]  Those housewives are now assuaging that guilt that they previously felt by not putting enough of quote-unquote themselves into this undertaking for their family to make this cake.
[00:46:25.747 --> 00:46:38.776]  In adding the egg, that psychologically assuaged that guilt subconsciously without those women ever even understanding what had been done through the back door psychologically to them.
[00:46:39.636 --> 00:46:43.539]  That, ladies and gentlemen, is what the occult actually is.
[00:46:43.920 --> 00:46:59.591]  The cake mix sold like wildfire after they only changed the instructions on the box to add a symbolic archetype to assuage that psychological guilt subconsciously.
[00:47:00.052 --> 00:47:00.312]  Wow.
[00:47:00.652 --> 00:47:05.715]  Now if that's not, I mean, a powerful enough example, I don't know what is.
[00:47:06.335 --> 00:47:20.784]  This is what people have to begin to understand that occult knowledge is and what it can do and how it can be applied in a perverted way in society to act as sort of a weapon against people that don't understand how it works.
[00:47:21.424 --> 00:47:23.786]  I would suggest that's much more than just clever
[00:47:24.486 --> 00:47:27.469]  Uh, advertising or clever marketing techniques.
[00:47:27.929 --> 00:47:46.848]  I would suggest that that is an absolute, um, perversion of someone else's free will decision making processes because you are using knowledge that they lack to essentially steer their mind in a particular particular direction without them even understanding how you did that.
[00:47:47.566 --> 00:47:49.867]  Absolutely, and obviously that was decades ago.
[00:47:49.887 --> 00:47:53.389]  No telling how perverse this is in advertising now.
[00:47:54.009 --> 00:47:57.931]  You know, we see it with the commercials, McDonald's, Burger King, fast food.
[00:47:57.951 --> 00:48:01.833]  You know it's bad for you, but you've just got to go to the drive-thru right now.
[00:48:02.234 --> 00:48:04.035]  And Rob Dew actually did a report on
[00:48:05.576 --> 00:48:15.682]  There were a lot of activists calling for labeling for GMOs, and then they took them to this sort of think tank meeting, and by the time they got out of it, they were all pro-GMOs.
[00:48:16.042 --> 00:48:20.525]  So it's just pretty amazing how easily we can be programmed.
[00:48:21.165 --> 00:48:27.749]  Obviously, I know you've got a ton more information that people can find on your website, whatonearthishappening.com.
[00:48:29.230 --> 00:48:42.197]  Just in the last few minutes, is there any advice on how to avoid all of this, or is it all just a matter of educating yourself to the reality so that you can, you know, avoid being brainwashed, basically?
[00:48:42.217 --> 00:48:58.226]  Well, I would say like any other aspects of problem-solving, in looking for a solution to what we're facing today in our world, which is certainly about mind control and occultic manipulation of the human psyche,
[00:48:59.307 --> 00:49:02.449]  through knowledge that is being perverted and exploited.
[00:49:03.550 --> 00:49:13.458]  The first step is to recognize that the problem exists and to begin to understand not only that the problem exists but what are the causal factors of that problem.
[00:49:13.878 --> 00:49:16.520]  I would suggest deep ignorance is one of the
[00:49:17.461 --> 00:49:18.162]  I don't know.
[00:49:36.243 --> 00:49:48.987]  And we need to go into the realm of consciousness and the understanding of this heretofore occulted information, this occulted knowledge, because it's knowledge that has been hidden about how we work.
[00:49:49.507 --> 00:49:52.488]  That's some of the most important knowledge that there is, is self-knowledge.
[00:49:52.928 --> 00:49:57.089]  And then the other knowledge that's been hidden is the knowledge about how the universe works.
[00:49:57.569 --> 00:50:00.091]  Particularly the spiritual laws of the universe.
[00:50:00.471 --> 00:50:08.136]  See, when we start to understand the causal factor lies in ignorance, we're making a diagnosis about the causal factors of the problem.
[00:50:08.536 --> 00:50:09.977]  We're not just treating the symptoms.
[00:50:10.517 --> 00:50:13.979]  And if you just look at the word diagnosis, that's the first step of healing.
[00:50:14.099 --> 00:50:16.141]  You've got to make a diagnosis about what's wrong.
[00:50:17.121 --> 00:50:24.625]  Dia in Greek is a prefix that means through or by way of, and then the word gnosis in Greek means knowledge.
[00:50:25.105 --> 00:50:32.288]  So we're going to get to the solution by way of knowledge, through the knowledge of the causal factors of the problem.
[00:50:32.708 --> 00:50:46.014]  Then we can understand how this manifested condition that we've arrived at called the current human condition, which so many people will say we do not want to be present and we want to get out of this current condition of slavery and control, okay?
[00:50:46.754 --> 00:50:57.162]  We can't do that unless we have an accurate diagnosis through knowledge of what the causal factors that created that manifested condition actually are.
[00:50:57.882 --> 00:51:08.290]  And in a nutshell, the answer to that, the knowledge that we need to understand, are those spiritual laws of the universe, what I simply term natural law.
[00:51:08.510 --> 00:51:14.054]  And my working definition for that is the universal non-man-made
[00:51:14.674 --> 00:51:22.496]  Binding and immutable conditions that govern the consequences of human behavioral choices.
[00:51:23.317 --> 00:51:24.577]  So they're universal.
[00:51:24.757 --> 00:51:27.898]  That means these laws exist everywhere in creation.
[00:51:27.958 --> 00:51:30.018]  There is nowhere that you can go to escape them.
[00:51:30.058 --> 00:51:31.859]  They are in effect and you are bound by them.
[00:51:32.339 --> 00:51:33.540]  They're non-man-made.
[00:51:33.820 --> 00:51:38.405]  They weren't put into effect by any beings in the three-dimensional world in the universe.
[00:51:38.665 --> 00:51:41.608]  They were put into effect by the creative force in the universe.
[00:51:42.048 --> 00:51:42.849]  Call it God.
[00:51:43.009 --> 00:51:45.751]  Call it the underlying intelligence behind everything.
[00:51:45.791 --> 00:51:47.273]  It doesn't make a difference what you call it.
[00:51:47.393 --> 00:51:56.301]  It's the creative energy that ultimately began everything and set the laws of this realm into motion that we call the physical universe.
[00:51:56.881 --> 00:51:58.883]  These laws are binding and immutable.
[00:51:58.963 --> 00:52:03.227]  That means they're in effect whether we understand them or whether we like that they're in effect or not.
[00:52:03.688 --> 00:52:06.671]  And we can do nothing to change that these laws are in effect.
[00:52:06.711 --> 00:52:10.535]  Just like we can't change the law of gravity or the laws of electromagnetism.
[00:52:10.595 --> 00:52:13.978]  They are in effect in the universe and they are always in effect.
[00:52:14.018 --> 00:52:14.979]  We are bound by them.
[00:52:15.019 --> 00:52:20.825]  We only can understand their workings and then choose whether to align our behaviors to those workings or not.
[00:52:21.625 --> 00:52:28.392]  And what these laws, these spiritual laws, ultimately do is they govern the consequences of our behavioral decisions.
[00:52:28.792 --> 00:52:42.485]  When we make a choice that is in keeping with these spiritual laws, therefore that behavior is actually a right under this natural law or spiritual law, then we receive one particular set of results.
[00:52:42.925 --> 00:52:53.939]  When we act in opposition to these laws, and therefore we are acting immorally, and we are not taking behaviors that are our right to take, we receive a completely different set of results.
[00:52:54.339 --> 00:52:55.521]  It's very, very simple.
[00:52:55.941 --> 00:53:00.166]  I simply call this the laws that govern whether a society is free or not.
[00:53:00.206 --> 00:53:01.047]  The law of freedom.
[00:53:02.629 --> 00:53:06.270]  and morality are directly proportional to each other.
[00:53:06.850 --> 00:53:13.491]  As morality increases in any given society, the freedom of that society will also increase.
[00:53:14.071 --> 00:53:26.494]  As morality in any given society declines or goes on the wane, then the freedom of that society will also decline and that society will go ever more toward tyranny and enslavement.
[00:53:27.194 --> 00:53:35.179]  True freedom can never exist in a society that embraces the concept or the ideology of moral relativism.
[00:53:35.679 --> 00:53:39.921]  This is the main problem that is driving our society into tyranny and slavery.
[00:53:40.481 --> 00:53:46.785]  Moral relativism, again, is the idea that there is no inherent and objective difference between right or wrong behavior.
[00:53:47.165 --> 00:53:49.788]  So humanity may be the arbiters of that.
[00:53:50.128 --> 00:53:57.755]  We can decide what right and wrong or decide for ourselves through our whims, our likes, our preferences, what right and wrong are for ourselves.
[00:53:57.996 --> 00:54:02.720]  That they're not objective standards of behavior that are set in spiritual law.
[00:54:03.221 --> 00:54:07.365]  So the real solution is to understand natural law.
[00:54:07.785 --> 00:54:15.387]  The universal spiritual laws that govern the consequences of our behavioral choices, whether we choose morality or immorality.
[00:54:15.647 --> 00:54:27.050]  The only way we're ever going to get out of this mess that we've worked ourselves into is to become truly moral beings and to increase morality throughout our entire society.
[00:54:27.430 --> 00:54:29.651]  That's when we'll make progress toward true freedom.
[00:54:30.191 --> 00:54:35.693]  Yeah, and that's really powerful because you can see that that's what is happening to our society right now.
[00:54:35.733 --> 00:54:41.535]  We have become very, waning more toward the immoral side, and you see the tyranny is rising.
[00:54:41.595 --> 00:54:44.356]  It's kind of working perfectly into their plan.
[00:54:44.777 --> 00:54:45.797]  Well, Mark, thank you so much.
[00:54:45.817 --> 00:54:52.079]  We're definitely going to get you back on to decode the Matrix and other things there that are just so interesting.
[00:54:52.460 --> 00:54:56.901]  But if you want more information, whatonearthishappening.com.
[00:54:57.161 --> 00:54:58.722]  Mark Passio, thank you so much.
[00:54:59.181 --> 00:55:01.283]  Leanne, thank you so much for having me on the show today.
[00:55:01.584 --> 00:55:07.450]  Stick around, because right after this, we will be live in studio for our State of the Union coverage.
[00:55:13.678 --> 00:55:17.500]  City of Austin tap water versus filtered City of Austin tap water.
[00:55:17.881 --> 00:55:19.081]  I didn't, I taste dirt in it.
[00:55:19.141 --> 00:55:20.262]  God knows what's in this.
[00:55:20.402 --> 00:55:21.383]  This has an aftertaste.
[00:55:21.423 --> 00:55:23.004]  Tastes like Austin water?
[00:55:23.284 --> 00:55:24.125]  Yeah, it does.
[00:55:24.185 --> 00:55:28.347]  These people just sampled City of Austin tap water straight from the faucet.
[00:55:28.607 --> 00:55:34.651]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:55:34.671 --> 00:55:35.151]  High quality H2O.
[00:55:36.192 --> 00:55:37.232]  That one is better.
[00:55:37.292 --> 00:55:38.253]  Tastes like nothing.
[00:55:38.533 --> 00:55:39.933]  Yep, I know what good water tastes like.
[00:55:40.013 --> 00:55:40.533]  It's good water.
[00:55:40.614 --> 00:55:49.156]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:55:49.557 --> 00:55:57.059]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lower IQ, and even cancer.
[00:55:57.319 --> 00:55:59.820]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:56:00.661 --> 00:56:02.763]  It has that processed flavor to it.
[00:56:03.103 --> 00:56:12.652]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[00:56:13.194 --> 00:56:14.455]  Okay, this is very tasty.
[00:56:14.475 --> 00:56:15.236]  It's good water.
[00:56:15.897 --> 00:56:16.317]  Refreshing.
[00:56:16.758 --> 00:56:17.118]  It's good!
[00:56:17.659 --> 00:56:19.981]  Go to InfoWarsStore.com today.
[00:56:20.382 --> 00:56:24.226]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:56:24.727 --> 00:56:28.050]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:56:33.331 --> 00:56:37.253]  You are watching the InfoWars Nightly News, which airs 7 p.m.
[00:56:37.313 --> 00:56:39.795]  Central at InfoWarsNews.com.
[00:56:39.895 --> 00:56:43.377]  And your support is helping us defend liberty worldwide.
[00:57:27.551 --> 00:57:28.212]  Of what?
[00:57:28.753 --> 00:57:28.954]  What?
[00:57:42.950 --> 00:57:50.413]  The figurehead of the West, Barack Obama, who in a matter of minutes will address the world in another State of the Union.
[00:57:51.013 --> 00:57:56.976]  In your speech, you will claim that you are battling ISIS and al-Qaeda in the Middle East.
[00:57:57.576 --> 00:58:10.981]  But your own military and former top generals have gone public this day, exposing the fact that Western governments are behind the funding of ISIS and al-Qaeda.
[00:58:16.334 --> 00:58:18.695]  You will speak tonight of racial unity.
[00:58:19.396 --> 00:58:30.341]  Your agents, Eric Holder and George Soros, spend tens of millions of dollars a month causing racial division and hatred in the streets of America.
[00:58:30.982 --> 00:58:39.006]  Your collusion with the Republican tyrants in 2014 to pass regulations shining the American people on the
[00:58:47.621 --> 00:58:52.062]  You lied over and over again about the true nature of Obamacare.
[00:59:41.448 --> 00:59:42.889]  We're good to go.
[01:00:06.872 --> 01:00:07.853]  We're good to go.
[01:00:37.418 --> 01:01:02.451]  If this figurehead and no more lies will be accepted, that the fraud is evident, and that the people of the world are awakening and are not intimidated, as Edward Snowden recently warned, the information he and others will soon release will bring down corrupt western governments.
[01:01:14.150 --> 01:01:18.348]  Yes, we are a legion, and the State of the Union is a fraud.
[01:01:56.468 --> 01:02:02.573]  Welcome to live coverage of the InfoWars Nightly News of Obama's 2015 State of the Union.
[01:02:02.593 --> 01:02:15.722]  Now you just heard the pre-buttle from Anonymous, a little bit better than a rebuttal from Joni Ernst, but we're going to be talking about what Obama is talking about, and as we just heard, this is nothing but a fraud.
[01:02:15.742 --> 01:02:20.146]  Of course, the mainstream media is talking about Obama doing his Robin Hood turn.
[01:02:20.866 --> 01:02:26.651]  Actually, Obama is the King John, and he's going to be talking to the House of Lords.
[01:02:26.772 --> 01:02:34.218]  And these people have made themselves just as much of a ceremonial anachronism as the House of Lords truly is.
[01:02:34.418 --> 01:02:39.023]  So I've got with us in the studio here, we've got Leanne McAdoo and Jakari Jackson.
[01:02:39.463 --> 01:02:44.087]  Joe Biggs is going to be joining us as well to respond to what Obama is going to be talking about.
[01:02:45.208 --> 01:02:51.070]  From what we've learned in the preceding week, we know that he's going to be talking about a lot of different things.
[01:02:51.130 --> 01:02:56.611]  Primarily about taxes, about free college education, which is not going to be free.
[01:02:57.051 --> 01:03:02.052]  He's also going to be talking about trade and a lot of news about the internet.
[01:03:02.252 --> 01:03:05.373]  Trying to exert control, financial control over the internet.
[01:03:05.473 --> 01:03:07.914]  What are you guys looking for tonight?
[01:03:09.133 --> 01:03:12.756]  My favorite part of the State of the Union is the Skeksy Parade.
[01:03:12.997 --> 01:03:18.682]  When all the Skeksys come out and they clap for each other and they clap and revel in their evilness.
[01:03:18.762 --> 01:03:22.265]  That's just an extended clapfest.
[01:03:22.305 --> 01:03:26.148]  Well, I'm looking forward to hearing him talk about... Oh, there's Lindsey Graham.
[01:03:26.208 --> 01:03:27.770]  Oh, you're best buddy, Lindsey Graham.
[01:03:27.830 --> 01:03:30.752]  Right next to John McCain, where they always... You can't separate those two guys.
[01:03:30.832 --> 01:03:31.413]  I'm sorry, go ahead.
[01:03:32.654 --> 01:03:44.617]  Here to talk about the war on terrorism, how he plans to combat that while continuing to fund our opposition overseas, and also hear about how he plans to help the economy.
[01:03:44.817 --> 01:03:45.797]  You know, we've seen a lot of things.
[01:03:45.857 --> 01:03:46.518]  Banker bailouts.
[01:03:46.538 --> 01:03:48.838]  Now he's talking about the free college tuition.
[01:03:48.898 --> 01:03:50.238]  As we know, nothing is free.
[01:03:50.319 --> 01:03:51.619]  Somebody has to pay for it.
[01:03:51.959 --> 01:03:52.979]  So who is this going to be?
[01:03:53.059 --> 01:03:55.880]  I'm interested to see who that's going to end up being.
[01:03:56.400 --> 01:04:06.506]  Well, and of course, normally this would be even more irrelevant because Obama is operating against a Congress that is controlled by the other party.
[01:04:07.246 --> 01:04:11.589]  Except that Obama is increasingly talking about how he really doesn't care about Congress.
[01:04:11.629 --> 01:04:13.610]  And of course, they're not going to take any power back.
[01:04:13.650 --> 01:04:20.674]  They're not going to try to use any checks or balances against Obama as they have a duty to under the Constitution.
[01:04:21.195 --> 01:04:24.677]  No, instead, they're simply going to be passing the checks around.
[01:04:25.157 --> 01:04:47.972]  Whether it's passing the checks out to the bureaucracy that does whatever it wishes and writes most of the laws, calling them regulations, or whether it's passing out the checks to his corporate sponsors, or, as he's done in the past, passing out checks to his own members on the House floor as they're coming up for a vote on something that affects the people that are writing those checks that Boehner is passing out.
[01:04:48.012 --> 01:04:48.413]  Remember that?
[01:04:48.433 --> 01:04:49.233]  Can we get that clip?
[01:04:49.273 --> 01:04:50.214]  Do you guys have that clip ready?
[01:04:50.234 --> 01:04:50.674]  The tobacco lobbyist.
[01:04:50.694 --> 01:04:51.555]  Yeah, the tobacco lobbyist.
[01:04:51.575 --> 01:04:53.036]  That's a great clip, a great find.
[01:04:53.556 --> 01:04:58.638]  While we're waiting for them to come in, and he's going to be fashionably late, can we play that clip?
[01:04:58.658 --> 01:04:59.619]  Have you guys got that clip up?
[01:05:01.040 --> 01:05:01.680]  Okay, all right.
[01:05:01.700 --> 01:05:02.880]  We're going to get to that clip in a minute.
[01:05:03.221 --> 01:05:13.626]  Now, we were talking about how there's been a lot of trumpeting about how there's going to be a massive tax change, and this tax is what they're talking about with him playing Robin Hood.
[01:05:14.066 --> 01:05:16.087]  He's talking about doing $320 billion worth of taxes.
[01:05:18.968 --> 01:05:22.792]  And of course, it's kind of hard to get your head around numbers that are that large.
[01:05:22.812 --> 01:05:35.165]  So to give you an idea of what that amounts to, there's 84% of the countries in the world that have economies, the entire gross domestic product is that amount or less.
[01:05:35.185 --> 01:05:36.346]  $320 billion.
[01:05:36.386 --> 01:05:39.189]  That's how much social engineering Obama is proposing.
[01:05:39.229 --> 01:05:39.629]  And of course,
[01:05:40.430 --> 01:05:48.780]  This is more of a State of the Union in terms of revealing his plans and what really might happen than we've seen in the past because, again, he's going to make it happen with his executive orders.
[01:05:49.141 --> 01:05:55.969]  He talked about, after the election, he really didn't care that Congress had a majority of Republicans because he was going to push his climate agenda through.
[01:05:56.429 --> 01:06:04.873]  With his executive orders and with the permanent entrenched bureaucracy, like the EPA in this case, he doesn't have to go to elected representatives.
[01:06:05.173 --> 01:06:10.936]  As far as he's concerned, it's absolutely irrelevant what you, the people, chose in the last election.
[01:06:10.976 --> 01:06:14.698]  And of course, we know the elections themselves are notoriously rigged.
[01:06:14.738 --> 01:06:16.699]  But even with that, he could care less.
[01:06:16.739 --> 01:06:18.240]  He's going to do whatever he wishes.
[01:06:18.880 --> 01:06:24.843]  And it's going to be interesting to see how the president addresses Congress when this largely Republican majority
[01:06:25.836 --> 01:06:29.818]  was elected based on a referendum against his agenda.
[01:06:29.938 --> 01:06:30.518]  Oh, here he comes.
[01:06:30.558 --> 01:06:32.819]  Here we go, the Skechers Parade!
[01:06:33.019 --> 01:06:34.100]  I love how they set this up.
[01:06:34.120 --> 01:06:39.823]  It's like, you know, when you watch a boxing match and they come through the tunnel and all the fans are on both sides and they're slapping hands with the fans.
[01:06:40.263 --> 01:06:41.283]  That's what this reminds me of.
[01:06:41.303 --> 01:06:42.924]  Except, Jakari, there's no opposition.
[01:06:42.944 --> 01:06:43.384]  Yeah.
[01:06:43.444 --> 01:06:44.265]  Or is there in a boxing match?
[01:06:44.365 --> 01:06:46.266]  Oh, the American people, that's the opposition.
