[00:00:03.237 --> 00:00:05.138]  We're live.
[00:44:07.742 --> 00:44:11.503]  They are totally committed to every form of oppression you can imagine.
[00:44:11.503 --> 00:44:16.106]  There is no worse course than going along with them.
[00:44:16.106 --> 00:44:25.991]  Going along with these people, acquiescing, playing along with this modern matrix, is suicide.
[00:44:25.991 --> 00:44:28.592]  And it's suicide of the soul, and I'm not going to be part of it.
[00:44:32.148 --> 00:44:46.614]  So, all I can tell you is I sit back and I study history and I study these people and it's just unspeakable the stuff they pull off, the things they do.
[00:44:46.614 --> 00:44:52.456]  And the will to exercise power by these people is incredible.
[00:44:52.456 --> 00:44:58.579]  It takes will to put fluoride in water knowing it's going to dumb people down and cause cancer and infertility.
[00:44:59.562 --> 00:45:23.850]  It takes will in every major vaccine line to put hardcore cancer-causing viruses that implant in the sides of the cells, in the cell membranes, and then activate as a time-released weapon to cause a horribly long, painful death where they then suck all the money out of the person they're killing.
[00:45:23.850 --> 00:45:29.072]  I mean, that is more vampiric than anything I can imagine in some Bram Stoker novel.
[00:45:32.742 --> 00:45:49.010]  And if you spiritually look at these people, I hate to be dark, but people don't want to look at the darkness because it scares them.
[00:45:49.010 --> 00:46:00.316]  And then the darkness cloaks itself in the light, and so you don't want to look at it because on the surface it looks beautiful, but if you look at the fruits,
[00:46:02.293 --> 00:46:20.199]  Of the New World Order, the fruits of these people, it is abject sorrow.
[00:46:20.199 --> 00:46:25.341]  And so, I'm just here, and my team of great reporters and crew are here,
[00:46:26.328 --> 00:46:28.730]  To try to just warn people as best we can.
[00:46:28.730 --> 00:46:30.071]  We don't have all the answers.
[00:46:30.071 --> 00:46:31.633]  We don't know everything.
[00:46:31.633 --> 00:46:37.097]  We just know evil when it's staring us right in the face.
[00:46:37.097 --> 00:46:46.545]  And they play these childlike games with everybody on the news.
[00:46:46.545 --> 00:46:50.048]  Where they just sit there and go, there's no death panels.
[00:46:50.048 --> 00:46:51.069]  You can keep your doctor.
[00:46:51.069 --> 00:46:51.750]  It's gonna be free.
[00:46:54.582 --> 00:46:55.884]  We're not coming for your guns.
[00:46:55.884 --> 00:46:57.546]  Nobody wants world government.
[00:46:57.546 --> 00:47:00.090]  There's no such thing as a plan for carbon taxes.
[00:47:00.090 --> 00:47:02.633]  That's ridiculous, Senator.
[00:47:02.633 --> 00:47:07.920]  What, do you think we didn't land on the moon, too, and there's little aliens?
[00:47:07.920 --> 00:47:08.701]  Oh, really, Al Gore?
[00:47:08.701 --> 00:47:10.684]  Here's your company for carbon trading.
[00:47:12.230 --> 00:47:13.570]  I'm not going to respond to that.
[00:47:13.570 --> 00:47:17.671]  It's kind of like that congressman when he's talking to Jesse Ventura.
[00:47:17.671 --> 00:47:23.173]  Jesse Ventura goes, what about this bill for FEMA camps and a settlement nationwide for political dissidents?
[00:47:23.173 --> 00:47:27.594]  That guy goes, I don't believe in big machines with green aliens coming out eating people.
[00:47:27.594 --> 00:47:31.675]  Ventura goes, no, here's the bill.
[00:47:31.675 --> 00:47:36.336]  And the guy goes, oh, that bill, no, that was another bill.
[00:47:36.336 --> 00:47:38.497]  It's all funny to them.
[00:47:38.497 --> 00:47:39.757]  They live, we sleep.
[00:47:41.647 --> 00:47:43.788]  They're aware of the secrets of the universe.
[00:47:43.788 --> 00:47:46.408]  To a greater extent, we aren't.
[00:47:46.408 --> 00:47:52.950]  But it's our fault that we've let these people in control.
[00:47:52.950 --> 00:47:59.272]  I've told you for many years, because it was announced by the Council of the Americas, run by the Rockefellers and the UN.
[00:47:59.272 --> 00:48:07.515]  It's been putting all the main government literature, I made films about it, showing you the literature, showing you their speeches, showing you the four-year documents.
[00:48:10.478 --> 00:48:11.838]  Fifteen years ago.
[00:48:11.838 --> 00:48:13.439]  Eight years ago.
[00:48:13.439 --> 00:48:16.099]  These are big data dumps that came out.
[00:48:16.099 --> 00:48:21.381]  And they just have responses on television saying, Lou Dobbs and Alex Jones are insane.
[00:48:21.381 --> 00:48:25.502]  There is no secret treaty from Waco, Texas, 2005.
[00:48:25.502 --> 00:48:27.542]  There is no move for a world government.
[00:48:27.542 --> 00:48:33.284]  And there is no move to make Atlanta or L.A.
[00:48:33.284 --> 00:48:34.324]  There's an open commission.
[00:48:34.324 --> 00:48:36.404]  It's being shut up.
[00:48:36.404 --> 00:48:38.805]  To establish the North American capital.
[00:48:41.849 --> 00:48:52.099]  And to declare North America a Latin American state.
[00:48:52.099 --> 00:48:58.526]  Now that's been agreed to by the corporations and countries at least 15 years ago, when I first saw it, agreed to.
[00:48:58.526 --> 00:49:00.528]  With the head ministers at meetings agreeing to it.
[00:49:05.253 --> 00:49:08.356]  Hollywood Reporter today, InfoWars.com.
[00:49:08.356 --> 00:49:10.699]  It's on DrugsReport.com as well.
[00:49:10.699 --> 00:49:10.919]  L.A.
[00:49:10.919 --> 00:49:20.449]  touts itself as northern capital of Latin America for 2024 Olympic bid.
[00:49:20.449 --> 00:49:24.994]  And they officially say it's going to be the capital of all of Latin America.
[00:49:27.466 --> 00:49:39.132]  And it's funny, in some of those documents, this is what they say, we don't want Atlanta because it's too Eastern, it won't be accepted to then join the full American Union, so we should stick it in LA.
[00:49:39.132 --> 00:49:43.815]  And there it is, and they just roll it out in front of you, like they do everything else.
[00:49:43.815 --> 00:49:47.197]  And here's my issue, I'm not against the people of Latin America,
[00:49:48.339 --> 00:49:55.482]  But the reason they want to merge us with this is because those people never got out from under colonialism, for real.
[00:49:55.482 --> 00:49:56.462]  They're enslaved.
[00:49:56.462 --> 00:50:00.664]  The globalists have got them in a total death grip.
[00:50:00.664 --> 00:50:15.950]  And they're only bringing them up here to forge them into a political move that'll break any voting bloc in North America to stop the public merger into the NAU that was signed by Vicente Fox, Paul Martin, and George W. Bush at Baylor, Texas in 2005.
[00:50:18.140 --> 00:50:22.883]  And it came out in the Banff Canada documents, where they admitted it was ratified and signed.
[00:50:22.883 --> 00:50:25.144]  So the corporations gave the orders.
[00:50:25.144 --> 00:50:29.707]  The heads of government state then voted again to certify and ratify it.
[00:50:29.707 --> 00:50:35.210]  The president signed it, and then they had a secret legislature certify it.
[00:50:35.210 --> 00:50:38.471]  I mean, we're already under it.
[00:50:38.471 --> 00:50:40.773]  But they're just getting us ready for the announcement.
[00:50:40.773 --> 00:50:42.634]  I mean, this is the games they play, people.
[00:50:44.801 --> 00:50:54.026]  So, listen, they are setting up a world government, and it's a world government where they forcibly inoculate you with stuff where you get cancer ten years later and they kill you dead at hand.
[00:50:54.026 --> 00:50:56.007]  And David Rockefeller's upset that you're not taking the shots?
[00:50:56.007 --> 00:50:58.868]  Now they're just gonna spray it on us!
[00:51:13.858 --> 00:51:15.978]  Hi, Ted Anderson with Midas Resources.
[00:51:15.978 --> 00:51:20.619]  Is it time to convert paper 401ks and IRAs to solid gold and silver yet?
[00:51:20.619 --> 00:51:22.340]  Get our 10 Reasons book free.
[00:51:22.340 --> 00:51:25.400]  Call 800-686-2237.
[00:51:25.400 --> 00:51:27.481]  That's 800-686-2237.
[00:51:27.481 --> 00:51:37.263]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[00:51:37.263 --> 00:51:38.123]  Silver Lungs.
[00:51:38.363 --> 00:51:45.672]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[00:51:45.672 --> 00:51:51.700]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[00:51:51.700 --> 00:51:55.825]  See the Silver Lungs Generator and Lung Delivery System at SilverLungs.com.
[00:51:55.825 --> 00:51:57.547]  That's SilverLungs.com.
[00:51:57.927 --> 00:51:58.767]  We're good to go!
[00:52:27.532 --> 00:52:32.075]  KDArmor.com is your one-stop shop for the most affordable body armor period.
[00:52:32.075 --> 00:52:36.477]  With packages starting at $169.99 and free shipping on every order.
[00:52:36.477 --> 00:52:38.338]  Why would you go anywhere else?
[00:52:38.338 --> 00:52:42.680]  KD offers soft armor and rifle threat rated armor up to level 4.
[00:52:42.680 --> 00:52:46.382]  Go to KDArmor.com and get your body armor today while you still can.
[00:52:46.382 --> 00:52:52.225]  Mention this ad and receive a free water purification kit for a limited time with any body armor package.
[00:52:52.225 --> 00:52:53.626]  Go to KDArmor.com.
[00:52:53.626 --> 00:52:55.767]  That's KDArmor.com.
[00:52:55.767 --> 00:52:56.588]  Come and take it.
[00:52:57.236 --> 00:53:10.560]  So I found out the other day that at Guns80.com a lot of people don't get the Ghost AR-15 rifle kits because they're afraid that they won't be able to do the machining work required to drill out and make ready the lower.
[00:53:10.560 --> 00:53:14.941]  Well listen, guys, gals, I am not that good of a machinist, I promise you.
[00:53:14.941 --> 00:53:21.583]  But I was able to take a drill press with an X-Y table and knock this out in about 45 minutes and in all honesty, mine looks really good.
[00:53:21.583 --> 00:53:23.403]  Go get yours, don't be afraid, it's easy.
[00:53:23.403 --> 00:53:23.743]  Guns80.com.
[00:53:23.743 --> 00:53:24.484]  Go to Guns80.com now.
[00:53:26.913 --> 00:53:31.135]  By now, you know the smart way to buy emergency food storage is calories per dollar.
[00:53:31.135 --> 00:53:34.496]  Ready Supply Foods sells you 50% more food for your money.
[00:53:34.496 --> 00:53:38.637]  GMO-free, 25-year shelf life, great tasting and free shipping.
[00:53:38.637 --> 00:53:41.658]  You need 2,000 calories per day under ideal conditions.
[00:53:41.658 --> 00:53:45.359]  Most 30-day kits don't have enough calories to sustain you for more than a week.
[00:53:45.359 --> 00:53:48.020]  They just don't have enough nutrition to do the job.
[00:53:48.020 --> 00:53:51.261]  See the comparisons for yourself at ReadySupplyFoods.com.
[00:53:51.261 --> 00:53:53.702]  We're the new leader in value and quality.
[00:53:53.702 --> 00:53:55.723]  Go to ReadySupplyFoods.com today.
[00:54:27.594 --> 00:54:36.620]  I know we got loaded phone lines, and we'll get to them when we kick the next hour off here in about seven minutes.
[00:54:36.620 --> 00:54:40.442]  So, I'm not against all these poor, desperate Latin American people that want to come here.
[00:54:40.442 --> 00:54:43.744]  In fact, on average, I like people from Latin America.
[00:54:43.744 --> 00:54:47.947]  In many cases, they are harder working than spoiled third, fourth, fifth generation Americans.
[00:54:47.947 --> 00:54:51.049]  And that goes for black kids, white kids, Hispanic kids.
[00:54:51.049 --> 00:54:54.091]  Everybody knows they tend to get more spoiled, more rotten each generation.
[00:54:55.379 --> 00:54:59.242]  Until you'll see really nice white families with the worst grandkids you can imagine.
[00:54:59.242 --> 00:55:03.325]  Really nice black families with the worst black grandkids you can imagine.
[00:55:03.325 --> 00:55:04.146]  Or Hispanic kids.
[00:55:04.146 --> 00:55:06.267]  I mean, it really is a phenomenon.
[00:55:06.267 --> 00:55:11.411]  So we're so corrupt and decadent, there's an argument that they shell that makes sense.
[00:55:11.411 --> 00:55:19.097]  Hey, just let in a bunch of third world people, because you know, we killed all our babies, we don't have kids, and we need somebody to pay Social Security.
[00:55:19.097 --> 00:55:20.278]  And these people work pretty hard.
[00:55:23.240 --> 00:55:28.502]  The government is advertising now for deadbeats that want welfare and have their babies for free.
[00:55:28.502 --> 00:55:32.443]  And the Democrats scoop them up and turn them into hardcore communists.
[00:55:32.443 --> 00:55:34.144]  Running around with red flags.
[00:55:34.144 --> 00:55:37.125]  I mean, I see communists every week now on the side of the road with red flags.
[00:55:37.125 --> 00:55:41.887]  I'll just be downtown having dinner and 500 commies march by, you know, screaming, kill the police.
[00:55:41.887 --> 00:55:44.668]  I mean, I got video.
[00:55:44.668 --> 00:55:47.188]  And so, the globalists are making their move, is the point.
[00:55:51.357 --> 00:55:53.739]  I understand people wanting to come here.
[00:55:53.739 --> 00:55:55.221]  I know a lot of immigrants are great people.
[00:55:55.221 --> 00:56:04.790]  I'll say, on average, when it comes to common sense, appreciating things, probably have better souls than a fifth generation spoiled American.
[00:56:04.790 --> 00:56:06.492]  Just from what I've experienced.
[00:56:06.492 --> 00:56:10.536]  I know they're easier to wake up to the New World Order, if I can communicate with them.
[00:56:11.425 --> 00:56:31.203]  But the globalists have looked at all the numbers, they've looked at all the angles, and they've decided, we need giant Eastern European, giant Asian, giant Middle Eastern, and giant Central and South American populations up here, and we're going to politically use these people to break the back of the Republic forever, take the guns, the whole nine yards, same thing with Europe.
[00:56:31.203 --> 00:56:34.666]  And the socialist parties and the communist parties state that!
[00:56:34.666 --> 00:56:35.928]  And they admit that!
[00:56:37.315 --> 00:56:38.896]  And that's the key.
[00:56:38.896 --> 00:56:40.156]  They're arrogant.
[00:56:40.156 --> 00:56:42.077]  They think we're so stupid, they've admitted all this.
[00:56:42.077 --> 00:56:45.659]  I mean, look at these articles I have right here.
[00:56:45.659 --> 00:56:48.520]  Look at these articles.
[00:56:48.520 --> 00:56:53.583]  Germany and Austria lose borders, but now they've closed them.
[00:56:53.583 --> 00:56:55.744]  I'm going to explain what's behind that.
[00:56:55.744 --> 00:56:58.445]  But here's the key.
[00:56:58.445 --> 00:57:02.867]  Report, Sweden's pro-refugee policies aren't working out so well.
[00:57:02.867 --> 00:57:05.649]  Well, if you want to destroy the country, they're working really well.
[00:57:06.852 --> 00:57:09.194]  It's like shooting somebody in the head and saying that bullet didn't work too well.
[00:57:09.194 --> 00:57:10.935]  No, it worked really well.
[00:57:10.935 --> 00:57:14.878]  Open borders, welfare state, bad news for Europe's most welcoming country.
[00:57:14.878 --> 00:57:17.320]  That's their national slogan.
[00:57:17.320 --> 00:57:22.103]  The Globe and Mail reports a major new research firm study.
[00:57:22.103 --> 00:57:23.164]  Now get these numbers.
[00:57:23.164 --> 00:57:33.632]  In Sweden, where equality is revealed and equity is now entrenched, and it goes on to break it down,
[00:57:35.302 --> 00:57:41.965]  That 58% of welfare payments go to immigrants, 16% to the population that's native.
[00:57:41.965 --> 00:57:45.947]  And a lot of them aren't really Swedes.
[00:57:45.947 --> 00:57:47.368]  Think about that.
[00:57:47.368 --> 00:57:54.971]  Staggering unemployment rate for immigrants, even after 15 years of living in the country, and skyrocketing welfare costs.
[00:57:54.971 --> 00:57:58.193]  And then it gets into the 1400% rise in rapes, 95% of it is the immigrants.
[00:58:02.947 --> 00:58:08.910]  Now, these guys from the Middle East don't rape you if you're covered up and have a hood over your head.
[00:58:08.910 --> 00:58:10.091]  They'd be scared to death.
[00:58:10.091 --> 00:58:14.634]  If you're walking around with your face out, it means you want to be raped or you're a prostitute.
[00:58:14.634 --> 00:58:20.337]  And so, that mixes with weird Western gangster culture, because that's what the young kids are like.
[00:58:20.337 --> 00:58:21.597]  They're not really even Muslims anymore.
[00:58:21.597 --> 00:58:27.681]  It's like thugs that hate the West who think your 12-year-old daughter can be raped because she's wearing a short skirt.
[00:58:29.508 --> 00:58:30.649]  I mean, it is crazy.
[00:58:30.649 --> 00:58:31.971]  I mean, just, I'm sorry.
[00:58:31.971 --> 00:58:36.976]  People from the most third-world Middle Eastern countries do not fit in Sweden, folks.
[00:58:36.976 --> 00:58:37.937]  They just don't.
[00:58:37.937 --> 00:58:39.459]  And the engineers know that!
[00:58:39.459 --> 00:58:41.201]  I mean, it just doesn't fit.
[00:58:41.201 --> 00:58:44.144]  It's like putting Martians in your living room.
[00:58:49.053 --> 00:58:58.777]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[00:58:58.777 --> 00:59:05.279]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[00:59:05.279 --> 00:59:07.620]  They call it their low-profile platform.
[00:59:07.620 --> 00:59:12.222]  PVX muzzle brakes, proven to help control muzzle rise.
[00:59:12.222 --> 00:59:15.003]  6061 billet material with Type 3 hard coating.
[00:59:15.003 --> 00:59:16.783]  Bolt carrier group for .308 and .556 ARs.
[00:59:18.604 --> 00:59:20.165]  Custom Kydex holsters.
[00:59:20.165 --> 00:59:25.028]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[00:59:25.028 --> 00:59:27.530]  Most competitor's material use .060.
[00:59:27.530 --> 00:59:30.932]  Configure yours today at HDfirearms.com.
[00:59:30.932 --> 00:59:32.974]  And my favorite, single stage trigger.
[00:59:32.974 --> 00:59:36.616]  A home run upgrade for your AR-15 and AR-10 platforms.
[00:59:36.616 --> 00:59:38.998]  Find out more at HDfirearms.com today or call 770-485-7015.
[00:59:38.998 --> 00:59:40.038]  That's HDfirearms.com or call 770-485-7015.
[00:59:51.434 --> 00:59:54.044]  You're listening to The Alex Jones Show!
[01:00:04.946 --> 01:00:06.247]  Big Brother.
[01:00:06.247 --> 01:00:08.028]  Mainstream media.
[01:00:08.028 --> 01:00:09.789]  Government cover-ups.
[01:00:09.789 --> 01:00:11.370]  You want answers?
[01:00:11.370 --> 01:00:12.911]  Well, so does he.
[01:00:12.911 --> 01:00:17.114]  He's Alex Jones on the GCN Radio Network.
[01:00:17.114 --> 01:00:22.978]  And now, live from Austin, Texas, Alex Jones.
[01:00:22.978 --> 01:00:30.503]  I just made a statement that's a gift to MSNBC and the rest of the White House run scum.
[01:00:30.503 --> 01:00:31.504]  I said that if you take
[01:00:33.621 --> 01:00:51.530]  Say Bedouins out of Saudi Arabia, and you put a half million of them in, say, a German city or in a region of Sweden, it would be like sticking Martians in your living room.
[01:00:51.530 --> 01:00:55.672]  That's how alien the cultures are from each other.
[01:00:55.672 --> 01:01:03.216]  And the same goes for taking a half million Swedes and sticking them, say, in an outskirt of Tripoli.
[01:01:05.455 --> 01:01:12.580]  But millions of Muslim migrants are allowed into Europe every year.
[01:01:12.580 --> 01:01:29.851]  And I'll be honest, if they come from, say, like Prussia, they come to Prussia in Germany, and let's say they come from Iran, I've seen the statistics, I've seen the numbers, they integrate well.
[01:01:29.851 --> 01:01:34.594]  Because that's been an industrial country, a modern civilization before Europe
[01:01:35.540 --> 01:01:38.961]  Could read and write.
[01:01:38.961 --> 01:01:54.404]  But the dominant culture in the Middle East, and I'm not bashing Bedouins or anything, but that's who got the power, that's who got the money, that's who runs Islam now, and that's who is basically turning the Middle East into a Stone Age hellhole.
[01:01:54.404 --> 01:02:00.946]  And the worst people to adapt and to work with the West are then brought over here.
[01:02:02.577 --> 01:02:07.338]  And a huge stinking red carpet is rolled out, and everything's supposed to be for free.
[01:02:07.338 --> 01:02:08.438]  Who would put up with this?
[01:02:08.438 --> 01:02:15.440]  Do you think Mexico would take a million or two million radical Islamists into its country?
[01:02:15.440 --> 01:02:17.020]  No way!
[01:02:17.020 --> 01:02:25.882]  The Mexicans would burn everything down in a week!
[01:02:25.882 --> 01:02:29.463]  That shows how tolerant the West has become, that we would put up with this.
[01:02:31.181 --> 01:02:49.805]  So I wanted to talk, after we take calls, about the larger master plan of why they're opening it up, why they're doing this, and why Germany just responded on shutting its borders, and then Austria responded by closing their borders.
[01:02:49.805 --> 01:02:56.206]  Because, see, both have been politically correct, pointing the fingers at each other, saying, well, you won't shut your borders so we won't shut ours.
[01:02:58.447 --> 01:03:00.087]  Germany did it first.
[01:03:00.087 --> 01:03:01.708]  Hungary tried to close its borders.
[01:03:01.708 --> 01:03:02.888]  It couldn't.
[01:03:02.888 --> 01:03:06.288]  In the last couple months, a half million people have poured in.
[01:03:06.288 --> 01:03:15.690]  It is hell on earth in many major cities, with people like the Walking Dead migrating just through the towns, through everything, robbing, stealing.
[01:03:15.690 --> 01:03:21.991]  And hey, if I had starving kids, I'd probably start stealing.
[01:03:21.991 --> 01:03:23.532]  It doesn't matter, though.
[01:03:23.532 --> 01:03:25.792]  I don't dislike water, as I've said a thousand times.
[01:03:26.889 --> 01:03:34.493]  But if a dam breaks, and I'm downstream, and 100 feet of water's coming at me at 60 miles an hour, I'm going to get up above the water line.
[01:03:34.493 --> 01:03:40.717]  I don't dislike those poor Muslims, many of which are victims of Western policies, to destabilize them.
[01:03:40.717 --> 01:03:45.380]  I realize they're the next wave of destabilization that we told you was coming!
[01:03:49.901 --> 01:03:58.535]  I mean, if Switzerland had collapsed because a radioactive meteorite crashed into it, I'd say Germany take the Swiss, because they would assimilate.
[01:04:02.329 --> 01:04:18.974]  But you cannot assimilate millions and millions of people from poor, Middle Eastern countries that are predominantly Sunni and driven by an ideology of, well, hobbyist, kill the West, cut their heads off, command they convert to the, you know, or kill them with a sword.
[01:04:18.974 --> 01:04:19.014]  No!
[01:04:23.359 --> 01:04:27.163]  This is fundamentally the end of the West if they're able to do this.
[01:04:27.163 --> 01:04:34.189]  And so now they've closed their borders because they realize they can't even organize and assimilate the couple million extra they got.
[01:04:34.189 --> 01:04:38.754]  And that might mess up how they're already bringing in a couple million a year to Europe to begin with.
[01:04:38.754 --> 01:04:45.540]  And so they're just going to slow it down to make it look like they're doing something to then open it back up again in a couple months.
[01:04:46.161 --> 01:04:48.323]  But you watch, that's not even gonna work.
[01:04:48.323 --> 01:04:49.904]  The flood has now started.
[01:04:49.904 --> 01:04:51.426]  They've now incentivized.
[01:04:51.426 --> 01:04:54.828]  And so, get to the next wave, it's gonna be like 5 million.
[01:04:54.828 --> 01:04:55.729]  Not 2 million.
[01:04:55.729 --> 01:04:59.953]  It's about the slam.
[01:04:59.953 --> 01:05:05.537]  The Miss America pageant is known for beautiful women, who sometimes give rather amusing answers.
[01:05:05.537 --> 01:05:10.081]  But recently, Miss South Carolina turned the tide when she was asked about this.
[01:05:10.081 --> 01:05:14.145]  Do you support a ban on military-style assault weapons?
[01:05:15.615 --> 01:05:18.397]  I don't, but I think it's because we need to increase education.
[01:05:18.397 --> 01:05:19.498]  We have to go back there.
[01:05:19.498 --> 01:05:27.505]  If we teach people the proper way to use guns, then we will reduce the risk of having gun-related accidents.
[01:05:27.505 --> 01:05:29.747]  It starts with education.
[01:05:29.747 --> 01:05:34.711]  Even before she could finish answering her question, her response received a massive applause.
[01:05:35.211 --> 01:05:41.815]  Demonstrating strong support for gun rights despite the establishment's ongoing gun demonization campaign.
[01:05:41.815 --> 01:05:52.240]  And yes, there have been high-profile slayings with fully automatic rifles, but the FBI's own numbers show that you're more likely to be killed by a blunt object such as a baseball bat or hammer.
[01:05:52.240 --> 01:05:55.582]  You can find more reports on InfoWars.com.
[01:05:58.892 --> 01:06:06.096]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:06:06.096 --> 01:06:15.780]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:06:15.780 --> 01:06:22.664]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[01:06:23.124 --> 01:06:30.947]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[01:06:30.947 --> 01:06:34.629]  We set out to bring you the very best at the lowest price.
[01:06:34.629 --> 01:06:39.611]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[01:06:39.611 --> 01:06:44.013]  In these times, it's essential to have high-quality floidal silver on hand.
[01:06:44.013 --> 01:06:47.114]  No survival chest is complete without Silver Bullet.
[01:06:47.114 --> 01:06:50.155]  Exclusively available at Infowarslife.com.
[01:06:50.155 --> 01:06:51.596]  Secure your Silver Bullet today.
[01:06:51.877 --> 01:06:54.507]  Call today at Infowarslife.com or by calling toll free 888-253-3139.
[01:06:58.382 --> 01:06:59.863]  It's now more clear than ever.
[01:06:59.863 --> 01:07:03.666]  The Globalists have launched a planetary destabilization plan.
[01:07:03.666 --> 01:07:07.568]  Here at the InfoWars operation, we hope and pray that this is not the case.
[01:07:07.568 --> 01:07:11.591]  But the signs of things deteriorating around the world are unmistakable.
[01:07:11.591 --> 01:07:18.376]  For many years, I've been working with my Patriot Supply, and we have now developed a private label called InfoWars Select.
[01:07:18.376 --> 01:07:23.359]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:07:23.359 --> 01:07:27.422]  InfoWars Select is a wide variety of their highest quality packages,
[01:07:27.722 --> 01:07:31.223]  At the lowest price they have ever offered before.
[01:07:31.223 --> 01:07:33.724]  It's an introductory offer for only two weeks.
[01:07:33.724 --> 01:07:44.927]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:07:44.927 --> 01:07:47.227]  Visit InfoWarsSelect.com today.
[01:07:47.227 --> 01:07:50.948]  Watch the informational videos and check out the wide selection for yourselves.
[01:07:50.948 --> 01:07:54.169]  That's InfoWarsSelect.com or InfoWarsStore.com.
[01:07:54.449 --> 01:07:55.509]  Or call 888-253-3139.
[01:07:55.509 --> 01:08:03.492]  He's the T-Rex of political talk.
[01:08:03.492 --> 01:08:07.433]  Alex Jones on the GCN Radio Network.
[01:08:07.433 --> 01:08:11.575]  Well, there's a lot of stuff going on out there with the
[01:08:22.535 --> 01:08:26.997]  Ongoing world oppression that's hit the third world so hard it hasn't hit the West as hard yet.
[01:08:26.997 --> 01:08:31.779]  Yet.
[01:08:31.779 --> 01:08:35.841]  We see the rise of support for right-wing parties in Germany.
[01:08:36.772 --> 01:08:40.615]  During the crisis, Hungary deployed army to stop migrants at borders.
[01:08:40.615 --> 01:08:45.620]  Serbian official says we are not a concentration camp when we put people in refugee camps.
[01:08:45.620 --> 01:08:49.643]  Egyptian billionaire identifies islands for refugee havens.
[01:08:49.643 --> 01:08:51.465]  Yeah, he did this a month ago.
[01:08:51.465 --> 01:08:59.171]  He's back out doing it now, saying it's racist that Europe isn't taking unlimited groups of people into it.
[01:08:59.171 --> 01:09:03.195]  So he wants to organize an island that's basically a hub to bring even more in.
[01:09:04.116 --> 01:09:14.987]  It's an island right up against the coastline with Europe so that he can have the boats that go back and forth to North Africa and the Middle East and then bring them there to then get in more safely.
[01:09:16.291 --> 01:09:36.567]  He'll capitalize off of the huge flood of destabilization after our government, led by Hillary Clinton and the State Department, took out Gaddafi, took out Hazi Mubarak, tried to take out Assad, took out a bunch of other areas, and then blew everything up, chopped the Christians' heads off, crucified people upside down, blew up the churches.
[01:09:36.567 --> 01:09:44.453]  Hundreds of churches alone in Egypt, in the one-year rule of the West puppet, were blown up, were burned.
[01:09:44.453 --> 01:09:45.934]  Christians murdered by the thousands.
[01:09:47.350 --> 01:09:49.593]  Our government quarterbacks that.
[01:09:49.593 --> 01:09:53.037]  And the same globalists run our government that run Europe right now open the door up.
[01:09:53.037 --> 01:09:55.700]  So did that help Egypt destabilizing them?
[01:09:55.700 --> 01:09:57.542]  Killing their tourist industry?
[01:09:57.542 --> 01:09:58.984]  Did that help Libya?
[01:09:58.984 --> 01:10:00.345]  No, they admit it's a failed state.
[01:10:00.345 --> 01:10:03.129]  Oh, it's a mistake Hillary made, but she didn't get in trouble.
[01:10:03.129 --> 01:10:05.331]  They went there to destabilize it.
[01:10:05.331 --> 01:10:07.394]  Same thing in Syria.
[01:10:09.241 --> 01:10:17.185]  But they feed off our political, geopolitical, cultural ignorance, and say, gee, there are a lot of Christians getting hurt.
[01:10:17.185 --> 01:10:19.866]  We need to bring them into America.
[01:10:19.866 --> 01:10:21.227]  Well, I'll tell you this right now.
[01:10:21.227 --> 01:10:34.173]  I am for bringing Syrian Christians to this country, because Christian Middle Easterners have been proven to be extremely inegratable.
[01:10:34.173 --> 01:10:34.533]  In fact,
[01:10:36.420 --> 01:10:45.909]  Arabic Christians, statistically, you can look this up in criminology, are one of the lowest crime rate groups, one of the highest income earner groups there are.
[01:10:45.909 --> 01:10:51.154]  And just like Switzerland looks at the demographic, they look at, do you bring something to the table?
[01:10:51.154 --> 01:10:56.899]  I'll take all the brown skinned people you got, if they've proven they'll perform inside a western country.
[01:10:57.947 --> 01:11:00.529]  Because it's cultural, it's not the skin color.
[01:11:00.529 --> 01:11:03.651]  And the Christian culture is what ended slavery.
[01:11:03.651 --> 01:11:06.913]  The Christian culture is what gave us liberty.
[01:11:06.913 --> 01:11:09.975]  It's what promoted it.
[01:11:09.975 --> 01:11:11.757]  In the main, in history.
